Orthogroup	Euclidium_syriacum	Camelina_sativa
OG0015429	ESY16_g61614_DN3_SP8_c0.t1	XP_010440070.1, XP_010434733.1, XP_010449687.1
OG0015430	ESY3_g32679_DN2_SP0_c0.t1	XP_019098220.1, XP_010497109.1
OG0015431	ESY3_g32672_DN3_SP0_c0.t1	XP_010496433.1, XP_010485353.1, XP_010435675.1
OG0015432	ESY3_g32670_DN3_SP0_c0.t1	XP_010485357.1, XP_010435673.1, XP_010496436.1
OG0015433	ESY3_g32668_DN3_SP0_c0.t1	XP_010435672.1, XP_010485358.1, XP_010496438.1
OG0015434	ESY3_g32654_DN3_SP0_c0.t1	XP_010496275.1, XP_010485371.1, XP_019096981.1, XP_010435657.1
OG0015435	ESY3_g32640_DN3_SP1_c0.t1	XP_010485400.1, XP_010435635.1, XP_010496295.1
OG0015436	ESY3_g32632_DN3_SP4_c0.t1	XP_010496304.1, XP_010485414.1, XP_010435625.1
OG0015437	ESY6_g50284_DN3_SP0_c0.t1	XP_010484620.1, XP_010444772.1, XP_010465229.1
OG0015438	ESY6_g50274_DN3_SP2_c0.t1	XP_019086993.1, XP_010465354.1, XP_010484633.1
OG0015439	ESY6_g50249_DN3_SP2_c0.t1	XP_010484648.1, XP_010444800.1, XP_010465524.1
OG0015440	ESY6_g49427_DN3_SP6_c0.t1	XP_010428817.1, XP_010471929.1, XP_010416678.1
OG0015441	ESY6_g50242_DN3_SP3_c0.t1	XP_010465689.1, XP_010484664.1, XP_010444814.1
OG0015442	ESY1_g6783_DN3_SP3_c0.t1	XP_010514237.1, XP_010502502.1, XP_010425271.1
OG0015443	ESY6_g50227_DN3_SP1_c0.t1	XP_010484675.1, XP_010465832.1, XP_019088055.1
OG0015444	ESY6_g50229_DN3_SP0_c7.t1	XP_010484679.2, XP_010444827.1, XP_010465846.1
OG0015445	ESY6_g50747_DN3_SP7_c0.t1	XP_010444837.1, XP_010466032.1, XP_010484685.1
OG0015446	ESY6_g50752_DN3_SP2_c0.t1	XP_010444844.1, XP_010484691.1, XP_010466058.1
OG0015447	ESY1_g12597_DN3_SP5_p0.t1	XP_010413123.1, XP_010512785.2
OG0015448	ESY1_g12596_DN3_SP0_c0.t1	XP_010413126.1, XP_010512784.1
OG0015449	ESY1_g12592_DN3_SP0_c0.t1, ESY1_g12595_DN3_SP7_c0.t1	XP_010512780.1, XP_010413127.1
OG0015450	ESY1_g12589_DN3_SP8_c0.t1	XP_010468841.1, XP_010512776.1, XP_010413137.1
OG0015451	ESY1_g12588_DN3_SP3_c0.t1	XP_010512774.1, XP_010413138.1, XP_010468839.1
OG0015452	ESY1_g12580_DN3_SP5_c0.t1	XP_010468849.1, XP_010413150.1, XP_010512760.1
OG0015453	ESY1_g12578_DN3_SP1_c0.t1	XP_010512756.1, XP_010468852.1, XP_010413154.1
OG0015454	ESY1_g12570_DN3_SP0_c0.t1, ESY1_g12571_DN3_SP8_c0.t1	XP_010512744.1, XP_010413166.1
OG0015455	ESY1_g12569_DN3_SP8_c0.t1	XP_010468862.1, XP_010512745.1, XP_010413164.1
OG0015456	ESY1_g12551_DN3_SP0_c0.t1	XP_010413196.1, XP_010468884.1, XP_010512719.1
OG0015457	ESY1_g12547_DN3_SP0_c0.t1	XP_010468888.1, XP_010413199.1, XP_010512715.1
OG0015458	ESY1_g12527_DN2_SP0_c0.t1	XP_010468901.1, XP_010413215.1, XP_010512695.1
OG0015459	ESY1_g12515_DN3_SP2_c0.t1	XP_010512685.1, XP_010512684.1, XP_010413223.1, XP_010468909.1
OG0015460	ESY1_g12510_DN3_SP0_c0.t1	XP_010512677.1, XP_010413236.1, XP_010468917.1
OG0015461	ESY1_g12507_DN3_SP0_c0.t1	XP_010413249.1, XP_010473761.2, XP_010512672.1
OG0015462	ESY1_g12498_DN3_SP0_c0.t1	XP_010468925.1, XP_010512669.1, XP_010413251.1
OG0015463	ESY1_g12483_DN3_SP0_c0.t1	XP_010512650.1, XP_010468937.1, XP_010413262.1
OG0015464	ESY1_g12453_DN3_SP1_c0.t1	XP_010413283.1, XP_010512627.1, XP_010468963.1
OG0015465	ESY1_g12451_DN3_SP0_c0.t1	XP_010413284.1, XP_010468964.1, XP_010512626.1
OG0015466	ESY1_g12429_DN3_SP0_c0.t1	XP_010468975.1, XP_010413296.1, XP_010512608.1
OG0015467	ESY1_g12425_DN3_SP0_c0.t1	XP_010468979.1, XP_010413298.1, XP_010512606.1
OG0015468	ESY1_g12405_DN3_SP3_c0.t1	XP_010497434.1, XP_010468994.1, XP_010413321.1, XP_010512583.1
OG0015469	ESY1_g12384_DN2_SP2_c0.t1	XP_010413331.1, XP_010413330.1, XP_010469006.1, XP_010512569.1
OG0015470	ESY1_g12377_DN3_SP5_c0.t1	XP_010413336.1, XP_010469032.1, XP_010512565.1
OG0015471	ESY1_g12370_DN3_SP0_c0.t1	XP_010512557.2, XP_010473797.1, XP_019082866.1
OG0015472	ESY6_g46621_DN3_SP4_c0.t1	XP_010444043.1, XP_010442698.1
OG0015473	ESY1_g12338_DN3_SP0_c0.t1	XP_010413371.1, XP_010512526.1
OG0015474	ESY1_g12315_DN3_SP0_c0.t1	XP_019101734.1, XP_010469090.1
OG0015475	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1	XP_010413390.1, XP_010469084.1, XP_019101732.1
OG0015476	ESY1_g12285_DN3_SP0_c0.t1	XP_010413407.1, XP_010469071.1, XP_010512488.1
OG0015478	ESY1_g12242_DN3_SP8_c0.t1	XP_010413451.1, XP_010469036.1, XP_010512448.1
OG0015479	ESY1_g12207_DN3_SP0_c8.t1	XP_010469132.1, XP_019082502.1
OG0015480	ESY1_g12184_DN3_SP8_c0.t1	XP_010469138.1, XP_010512418.1
OG0015481	ESY1_g12183_DN3_SP0_c0.t1	XP_010469140.1, XP_010413508.1, XP_010512417.1
OG0015482	ESY2_g36645_DN3_SP0_c0.t1	XP_010417366.1, XP_010417367.1, XP_010472616.1, XP_010429602.1
OG0015483	ESY1_g12109_DN3_SP0_c0.t1	XP_010413548.1, XP_010469172.1
OG0015485	ESY1_g12044_DN3_SP6_c0.t1	XP_010413569.1, XP_010512354.1
OG0015486	ESY5_g1069_DN3_SP1_c0.t1	XP_010477930.1, XP_010460384.1, XP_010499113.1
OG0015487	ESY1_g12032_DN3_SP0_c0.t1	XP_010469199.1, XP_010512342.1, XP_010413574.2
OG0015488	ESY1_g12017_DN3_SP0_c0.t1	XP_019082919.1, XP_010469211.1, XP_010512330.2
OG0015489	ESY1_g11989_DN3_SP4_c0.t1	XP_010469228.1, XP_019082507.1
OG0015490	ESY1_g11927_DN3_SP0_c0.t1	XP_010413615.1, XP_010512290.1, XP_010469246.1
OG0015491	ESY1_g11923_DN3_SP0_c0.t1	XP_010413616.1, XP_010512288.1, XP_010469249.1
OG0015492	ESY1_g11891_DN3_SP0_c0.t1	XP_010512253.1, XP_010413644.1, XP_010469272.1
OG0015493	ESY1_g11199_DN3_SP0_c0.t1	XP_010469309.1, XP_010512217.1, XP_010413683.1
OG0015494	ESY1_g11216_DN3_SP5_c0.t1	XP_010512195.1, XP_010469351.1, XP_010413700.1
OG0015495	ESY1_g11217_DN3_SP1_c0.t1	XP_010413698.1, XP_010469349.1, XP_010512194.1
OG0015496	ESY11_g52493_DN3_SP0_c0.t1	XP_010467085.1, XP_010488778.1, XP_010412737.1
OG0015498	ESY1_g11370_DN3_SP3_c0.t1	XP_010504848.1, XP_010516543.1, XP_010427794.1
OG0015499	ESY9_g44822_DN2_SP0_c0.t1	XP_010505549.1
OG0015500	ESY1_g11400_DN3_SP0_c13.t1	XP_010516514.1, XP_010504820.1
OG0015501	ESY1_g11418_DN3_SP8_c0.t1	XP_019084939.1, XP_010516506.1, XP_019100413.1
OG0015502	ESY1_g11422_DN3_SP6_c0.t1	XP_010504809.1, XP_010427758.1, XP_010516503.1
OG0015503	ESY1_g11426_DN3_SP5_c0.t1	XP_010427754.1, XP_010504804.1, XP_010516498.1
OG0015504	ESY1_g11430_DN3_SP0_c0.t1	XP_010516494.1, XP_010504802.1, XP_010427752.2
OG0015505	ESY1_g11432_DN3_SP7_c2.t1	XP_010504796.1, XP_010516488.1, XP_010427748.1
OG0015506	ESY1_g11542_DN3_SP2_c0.t1	XP_010516440.1, XP_010504738.1, XP_010427697.1
OG0015507	ESY1_g11564_DN3_SP0_c0.t1	XP_019102424.1, XP_010427674.1, XP_010504724.1
OG0015508	ESY1_g11565_DN3_SP0_c0.t1	XP_010516417.1, XP_010427671.1, XP_010504721.1
OG0015509	ESY1_g11589_DN2_SP0_c27.t1	XP_019100396.1, XP_010516403.1
OG0015510	ESY1_g11634_DN3_SP6_c0.t1	XP_010504694.1, XP_010516383.1, XP_010427645.1
OG0015511	ESY1_g11640_DN3_SP0_c0.t1	XP_019084922.1, XP_010516374.1
OG0015512	ESY1_g11643_DN3_SP3_c0.t1	XP_010504683.1, XP_010516370.1, XP_010427633.1
OG0015513	ESY1_g11679_DN3_SP8_c0.t1	XP_010516356.1, XP_010504669.1, XP_010427613.1
OG0015515	ESY8_g59279_DN3_SP8_c0.t1	XP_010472586.1, XP_010417345.1, XP_010429586.1
OG0015517	ESY1_g11802_DN3_SP0_c0.t1	XP_010516276.1, XP_010504579.1, XP_010427509.1
OG0015518	ESY1_g11823_DN3_SP8_c0.t1	XP_010516271.1, XP_010504573.1
OG0015519	ESY1_g11835_DN2_SP0_c0.t1	XP_010504568.1, XP_010427494.1, XP_010516268.1
OG0015520	ESY1_g7570_DN3_SP1_c0.t1	XP_010514837.1, XP_010503154.1, XP_010425935.1
OG0015521	ESY1_g10522_DN3_SP5_c0.t1	XP_010516250.1, XP_010504550.1, XP_010427464.1
OG0015522	ESY1_g10525_DN3_SP0_c0.t1	XP_010504548.1, XP_019102386.1, XP_010427460.1
OG0015523	ESY1_g10553_DN3_SP0_c0.t1	XP_010516229.1, XP_010431391.1, XP_010504521.1
OG0015524	ESY1_g10564_DN3_SP0_c0.t1	XP_010516222.1, XP_010504504.1, XP_010427434.1
OG0015525	ESY1_g10568_DN3_SP0_c0.t1	XP_010504497.1, XP_010516214.1, XP_010427421.1
OG0015526	ESY1_g10612_DN3_SP0_c0.t1	XP_010427408.1, XP_010516200.1, XP_010504480.1
OG0015527	ESY1_g10616_DN3_SP3_c0.t1	XP_010504474.1, XP_010516194.1, XP_010427404.1
OG0015528	ESY1_g10645_DN3_SP8_c0.t1	XP_010504463.1, XP_010516181.1, XP_010427392.1
OG0015529	ESY1_g10654_DN3_SP0_c0.t1	XP_010504453.1, XP_010427384.1, XP_010516172.1
OG0015530	ESY1_g10655_DN3_SP8_c0.t1	XP_010427385.1, XP_010516173.1, XP_010504454.1
OG0015531	ESY1_g10695_DN3_SP8_c0.t1	XP_019100350.1, XP_010516144.1
OG0015532	ESY2_g33492_DN3_SP6_c0.t1	XP_010430439.1, XP_010418363.1, XP_010473584.1
OG0015533	ESY1_g10759_DN3_SP8_c0.t1	XP_010504394.1, XP_010427308.1, XP_010516107.1
OG0015534	ESY1_g10762_DN3_SP8_c0.t1	XP_010516104.1, XP_010504389.1
OG0015535	ESY1_g10765_DN3_SP5_c0.t1	XP_010427300.1, XP_010516098.1, XP_010504387.1
OG0015536	ESY1_g10770_DN3_SP8_c6.t1	XP_010504376.1, XP_010516090.1, XP_019084886.1
OG0015537	ESY1_g10773_DN3_SP0_c0.t1	XP_010504370.1, XP_010427284.1, XP_010516083.1
OG0015538	ESY21_g55190_DN3_SP0_c0.t1	XP_010427277.1, XP_010507456.1, XP_010516074.1
OG0015539	ESY1_g10780_DN3_SP8_c0.t1	XP_010504359.1, XP_010516070.1, XP_010427272.1
OG0015540	ESY1_g10797_DN3_SP0_c0.t1	XP_010504348.1, XP_010427250.1, XP_010516061.1
OG0015541	ESY1_g10811_DN3_SP0_c0.t1	XP_010427235.1, XP_010504329.1, XP_010516044.1
OG0015543	ESY1_g10824_DN3_SP7_c0.t1	XP_010504316.1, XP_010516031.1, XP_010427215.1
OG0015544	ESY1_g10825_DN3_SP8_c0.t1	XP_010427212.1, XP_010504314.1, XP_010516030.1
OG0015545	ESY1_g10848_DN3_SP4_c0.t1, ESY10_g14113_DN3_SP0_c0.t1	XP_010427204.1, XP_010516025.1
OG0015546	ESY2_g34509_DN3_SP0_c0.t1	XP_019093678.1, XP_010415409.1, XP_010511777.1
OG0015547	ESY1_g10890_DN3_SP8_c0.t1	XP_010427172.1, XP_010516000.1, XP_010507439.1
OG0015548	ESY1_g10895_DN3_SP0_c0.t1	XP_010427167.1, XP_010515996.1, XP_010504271.1
OG0015549	ESY1_g10947_DN3_SP0_c0.t1	XP_019100333.1, XP_010515977.1, XP_010427151.1
OG0015550	ESY1_g10952_DN3_SP0_c0.t1	XP_010427144.1, XP_010515971.1, XP_010504248.2
OG0015551	ESY1_g10956_DN3_SP6_c0.t1	XP_010504246.1, XP_010427142.1, XP_010515969.1
OG0015552	ESY1_g10959_DN3_SP0_c0.t1	XP_010427137.1, XP_010504242.2, XP_010515966.1
OG0015553	ESY1_g10960_DN3_SP0_c0.t1	XP_010504240.1, XP_010515963.1
OG0015554	ESY1_g10979_DN3_SP0_c0.t1	XP_010504222.1, XP_010427096.1, XP_010515943.1
OG0015556	ESY8_g59966_DN1_SP0_c0.t1	XP_010467063.1, XP_010412569.1, XP_010488754.1
OG0015557	ESY1_g11013_DN3_SP0_c0.t1	XP_010427060.1, XP_010515907.1, XP_010504185.1
OG0015558	ESY1_g11027_DN3_SP0_c0.t1	XP_010427055.1, XP_010504180.1, XP_010515901.1
OG0015559	ESY1_g11032_DN3_SP8_c0.t1	XP_010515893.1, XP_010427047.1
OG0015560	ESY1_g11036_DN3_SP0_c0.t1	XP_019102339.1
OG0015560	ESY1_g11035_DN3_SP0_c0.t1	XP_019100319.1, XP_019085589.1
OG0015561	ESY1_g11095_DN3_SP0_c0.t1	XP_010504124.1, XP_010515851.1, XP_010427008.1
OG0015562	ESY11_g54970_DN3_SP0_c0.t1	XP_010468788.1, XP_019096134.1
OG0015563	ESY1_g11170_DN3_SP7_c0.t1	XP_010515795.1, XP_010504062.1, XP_010426940.1
OG0015564	ESY1_g11182_DN3_SP8_c0.t1	XP_010504058.1, XP_010426935.1, XP_010515786.1
OG0015565	ESY1_g10508_DN3_SP4_c18.t1	XP_010431310.1, XP_019100303.1, XP_019102067.1
OG0015566	ESY1_g10472_DN3_SP4_c0.t1	XP_010504028.1, XP_010426906.1, XP_010515756.1
OG0015567	ESY1_g10450_DN3_SP0_c0.t1	XP_010515744.1, XP_010504016.1, XP_010426890.1
OG0015568	ESY1_g10439_DN3_SP1_c0.t1	XP_010504011.1, XP_010426885.1, XP_019082459.1
OG0015569	ESY1_g10420_DN3_SP0_c0.t1	XP_010515732.1, XP_010426882.1, XP_010504007.1
OG0015570	ESY1_g10402_DN3_SP0_c0.t1	XP_010503993.1, XP_010515716.1, XP_010426868.1
OG0015571	ESY6_g47520_DN3_SP8_c0.t1	XP_010446126.1, XP_010482789.1, XP_010442956.1
OG0015572	ESY6_g47504_DN3_SP8_c0.t1	XP_010482780.1, XP_010442948.1
OG0015573	ESY6_g47412_DN3_SP3_c0.t1	XP_010445834.1, XP_010482744.1, XP_010442911.1
OG0015574	ESY6_g47411_DN3_SP7_c0.t1	XP_010445810.1, XP_010482738.1, XP_010442908.1
OG0015575	ESY6_g47355_DN3_SP0_c0.t1	XP_010442890.1, XP_010445702.1, XP_010482722.1
OG0015576	ESY6_g47354_DN3_SP7_c0.t1	XP_010442888.1, XP_010482720.1, XP_010445693.1
OG0015577	ESY2_g38444_DN3_SP7_c0.t1	XP_010440214.1
OG0015578	ESY3_g27946_DN3_SP0_c0.t1	XP_010488557.1, XP_010513519.1, XP_010466857.1
OG0015579	ESY3_g27945_DN3_SP5_c0.t1	XP_010466856.1, XP_010490111.1, XP_010513514.1
OG0015581	ESY3_g27916_DN3_SP0_c0.t1	XP_010513608.1, XP_010466873.1
OG0015582	ESY3_g27911_DN3_SP0_c0.t1	XP_010488568.1, XP_010466875.1, XP_010513621.1
OG0015583	ESY3_g27801_DN3_SP0_c0.t1	XP_010513683.1, XP_010488578.1, XP_010466897.1
OG0015585	ESY3_g27595_DN3_SP0_c0.t1	XP_010513771.1, XP_010466916.1, XP_010488595.1
OG0015586	ESY12_g50996_DN3_SP0_c0.t1	XP_019083570.1, XP_010488623.1, XP_010466933.1
OG0015587	ESY3_g27519_DN3_SP0_c0.t1	XP_010513961.1, XP_010488626.1, XP_010466935.1
OG0015588	ESY1_g12376_DN3_SP0_c0.t1	XP_010514044.1, XP_010490130.1, XP_010468485.1
OG0015589	ESY3_g27532_DN3_SP1_c0.t1	XP_010466943.1, XP_010488632.1
OG0015590	ESY3_g27435_DN3_SP0_c0.t1	XP_010488642.1, XP_010466956.1, XP_010514159.1
OG0015591	ESY3_g27433_DN3_SP3_c0.t1	XP_010514145.1, XP_010488643.1, XP_010466958.1
OG0015592	ESY3_g27271_DN3_SP0_c0.t1	XP_010488689.1, XP_010514519.1, XP_010466994.1
OG0015593	ESY3_g27270_DN3_SP0_c0.t1	XP_010514529.1, XP_019092803.1, XP_010488686.1
OG0015594	ESY3_g27150_DN3_SP8_c0.t1	XP_010514605.1, XP_010488700.1, XP_010467005.1
OG0015595	ESY3_g27026_DN3_SP0_c0.t1	XP_010488702.1, XP_010514635.1, XP_010467008.1
OG0015596	ESY6_g49424_DN3_SP7_c12.t1	XP_010488704.1, XP_010518560.1
OG0015597	ESY3_g26998_DN3_SP0_c0.t1	XP_010488719.1, XP_010518644.1, XP_010467031.1
OG0015598	ESY3_g27006_DN3_SP8_c0.t1	XP_010488722.1, XP_010412398.1, XP_010467036.1
OG0015599	ESY3_g27020_DN3_SP2_c0.t1	XP_010467053.1, XP_010412494.1, XP_010488739.1
OG0015600	ESY16_g62341_DN3_SP0_c0.t1	XP_010412509.1, XP_010488742.1, XP_010467055.1
OG0015601	ESY6_g47848_DN3_SP0_c0.t1	XP_010488758.1, XP_010467066.1, XP_010412605.1
OG0015602	ESY18_g63339_DN1_SP0_c0.t1, ESY2_g36590_DN3_SP8_c0.t1	XP_010467086.1
OG0015603	ESY4_g25165_DN3_SP0_c0.t1	XP_010514722.1, XP_010425818.1, XP_010503039.1
OG0015604	ESY8_g58390_DN3_SP3_c0.t1	XP_010467107.1, XP_010488782.1, XP_010412792.1
OG0015605	ESY3_g28021_DN3_SP8_c0.t1	XP_010466833.1, XP_010488530.1
OG0015606	ESY2_g35214_DN3_SP0_c0.t1	XP_019094166.1, XP_010511585.1
OG0015607	ESY2_g35194_DN3_SP0_c0.t1	XP_010470597.1, XP_010415253.1, XP_010511620.1
OG0015608	ESY2_g35185_DN2_SP7_c0.t1	XP_010511627.1, XP_019083204.1, XP_010470608.1
OG0015609	ESY2_g35177_DN3_SP0_c0.t1	XP_010511636.1, XP_010415278.1, XP_010470618.1
OG0015610	ESY10_g14501_DN3_SP0_c0.t1	XP_010470631.1, XP_010511648.1
OG0015612	ESY19_g41932_DN3_SP1_c0.t1	XP_010511681.1, XP_010415323.1, XP_010470655.1
OG0015613	ESY2_g34235_DN3_SP0_c0.t1	XP_010470657.1, XP_010419049.1, XP_010511686.1
OG0015614	ESY5_g2391_DN2_SP0_c0.t1	XP_010510464.1, XP_010470714.1, XP_010415375.1
OG0015615	ESY21_g55188_DN3_SP6_c0.t1	XP_010415393.1, XP_010511761.1, XP_010470729.1
OG0015616	ESY2_g34515_DN3_SP0_c0.t1	XP_019100949.1, XP_010511786.1, XP_010415413.1
OG0015617	ESY2_g34508_DN3_SP8_c0.t1	XP_010415410.1, XP_010470746.1, XP_019100946.1
OG0015618	ESY2_g34495_DN3_SP0_c0.t1	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1
OG0015619	ESY2_g34488_DN3_SP3_c0.t1	XP_010470764.1, XP_010511809.1, XP_010415440.1
OG0015620	ESY15_g64859_DN3_SP3_c0.t1	XP_010438778.1, XP_010455219.1
OG0015621	ESY15_g64581_DN3_SP7_c0.t1	XP_010482069.1, XP_010493637.1, XP_010442240.1
OG0015622	ESY15_g64462_DN3_SP8_c0.t1	XP_010439675.1, XP_010482146.1
OG0015624	ESY15_g64478_DN3_SP0_c0.t1	XP_010493700.1, XP_010482117.1, XP_010442303.1
OG0015626	ESY11_g54202_DN3_SP6_c0.t1	XP_010467612.1, XP_010413917.2
OG0015627	ESY17_g39195_DN3_SP8_c0.t1	XP_010450323.1, XP_010440676.1, XP_010435380.1
OG0015628	ESY11_g54252_DN3_SP0_c0.t1	XP_010467639.1, XP_010489528.1, XP_010414111.1
OG0015629	ESY11_g54264_DN3_SP8_c0.t1	XP_010414134.1, XP_010489532.1, XP_010467641.1
OG0015630	ESY11_g54283_DN2_SP0_c0.t1	XP_010467649.1, XP_010414245.1, XP_010489543.1
OG0015631	ESY11_g54291_DN3_SP1_c0.t1	XP_010489546.1, XP_010414296.1, XP_010467660.1
OG0015632	ESY11_g54299_DN3_SP0_c0.t1	XP_010414341.1, XP_010489551.1, XP_010467663.1
OG0015633	ESY11_g54321_DN3_SP0_c0.t1	XP_019092963.1, XP_019096118.1, XP_010414399.1
OG0015634	ESY11_g54408_DN3_SP7_c0.t1	XP_010489610.1, XP_010467728.1, XP_010414818.1
OG0015635	ESY11_g54423_DN3_SP1_c0.t1	XP_010489611.1, XP_010414838.1, XP_010467730.1
OG0015636	ESY11_g54430_DN3_SP0_c0.t1	XP_010414930.1, XP_010489447.1, XP_010467736.1
OG0015637	ESY11_g54593_DN3_SP8_c0.t1	XP_010489491.1, XP_019084754.1, XP_010467879.1
OG0015638	ESY11_g54603_DN3_SP0_c0.t1	XP_010489487.1, XP_010415301.1, XP_010467883.1
OG0015639	ESY11_g54609_DN3_SP2_c0.t1	XP_010489481.1, XP_010467890.1, XP_010415332.1
OG0015640	ESY12_g51061_DN2_SP0_c22.t1	XP_010505885.1, XP_010517608.1, XP_010508747.1
OG0015641	ESY12_g51048_DN3_SP0_c0.t1	XP_010505873.1, XP_010517595.1, XP_010508759.1
OG0015642	ESY12_g51036_DN3_SP0_c0.t1	XP_010508772.1, XP_010505867.1
OG0015643	ESY12_g51025_DN3_SP0_c0.t1	XP_010505861.1, XP_010517578.1, XP_010508783.1
OG0015644	ESY12_g51021_DN3_SP7_c0.t1	XP_010508789.1, XP_010505849.1, XP_010517534.1
OG0015645	ESY2_g33533_DN3_SP0_c0.t1	XP_019102154.1, XP_019100015.1
OG0015646	ESY12_g51002_DN3_SP8_c0.t1	XP_010517527.1, XP_010508798.1
OG0015647	ESY12_g50963_DN3_SP7_c0.t1	XP_010508818.1, XP_010517509.1, XP_019100551.1
OG0015648	ESY12_g50956_DN3_SP1_c0.t1	XP_010505817.1, XP_010508823.1
OG0015649	ESY12_g50867_DN3_SP5_c0.t1	XP_010505767.1, XP_010517460.1, XP_010508870.1
OG0015650	ESY8_g59987_DN3_SP0_c0.t1	XP_010446951.1, XP_010436154.1, XP_010441382.1
OG0015651	ESY12_g50852_DN3_SP8_c0.t1	XP_010517446.1, XP_010508886.1
OG0015652	ESY12_g50848_DN3_SP0_c0.t1	XP_010505752.1, XP_010517444.1, XP_010508887.1
OG0015653	ESY9_g45685_DN3_SP8_c0.t1	XP_010517409.1, XP_010508914.1, XP_010505717.1
OG0015654	ESY9_g45648_DN3_SP1_c0.t1	XP_010505694.1, XP_010517376.1, XP_010508941.1
OG0015655	ESY9_g45636_DN3_SP0_c0.t1	XP_010517369.1, XP_010505687.1, XP_010508945.1
OG0015656	ESY9_g45635_DN3_SP0_c0.t1	XP_010505689.1, XP_010517370.1, XP_010508949.1
OG0015657	ESY9_g45625_DN3_SP0_c0.t1	XP_010517362.1, XP_010505683.1, XP_010508952.1
OG0015658	ESY9_g45571_DN3_SP8_c0.t1	XP_010505646.1, XP_010517318.1, XP_010508994.1
OG0015659	ESY9_g45562_DN3_SP3_c0.t1	XP_010505645.1, XP_010517315.1, XP_010508996.1
OG0015660	ESY9_g45550_DN3_SP0_c0.t1	XP_010505638.1, XP_010509002.1, XP_010517309.1
OG0015661	ESY9_g45521_DN3_SP0_c0.t1	XP_010509015.1, XP_010505615.1, XP_010517289.1
OG0015662	ESY9_g45447_DN3_SP8_c0.t1	XP_010509072.1, XP_010505572.1, XP_010517244.1
OG0015663	ESY9_g45425_DN3_SP7_c0.t1	XP_010517222.1, XP_010509094.1
OG0015664	ESY9_g45410_DN3_SP0_c0.t1	XP_019101251.1, XP_019099772.1
OG0015665	ESY15_g64862_DN3_SP0_c0.t1	XP_010465004.1, XP_019096141.1
OG0015666	ESY9_g45403_DN3_SP2_c0.t1	XP_010509106.1, XP_010505541.1, XP_010517209.1
OG0015667	ESY9_g45401_DN3_SP0_c0.t1	XP_010505539.1, XP_010509108.1, XP_010517206.1
OG0015668	ESY2_g34362_DN3_SP0_c0.t1, ESY9_g45373_DN3_SP0_c0.t1	XP_010509170.1, XP_010505525.1
OG0015669	ESY9_g45363_DN3_SP8_c0.t1	XP_010505509.1, XP_010517170.1, XP_010509156.1
OG0015670	ESY9_g45352_DN3_SP0_c0.t1	XP_010517155.1, XP_010505491.1, XP_010509139.1
OG0015671	ESY10_g14592_DN3_SP0_c0.t1	XP_010502147.1, XP_010424936.1
OG0015672	ESY9_g45347_DN3_SP0_c0.t1	XP_010509138.1, XP_010505485.1, XP_010517152.1
OG0015673	ESY9_g45310_DN3_SP1_c0.t1	XP_010505463.1, XP_010517134.1, XP_010509179.1
OG0015674	ESY9_g45282_DN3_SP0_c0.t1	XP_010509186.1, XP_010517125.1, XP_010505457.1
OG0015675	ESY9_g45242_DN3_SP0_c0.t1	XP_010505431.1, XP_010517104.1, XP_010509216.1
OG0015676	ESY9_g45238_DN3_SP8_c0.t1	XP_010509220.1, XP_010505428.1, XP_010517101.1
OG0015677	ESY9_g45237_DN3_SP7_c0.t1	XP_010509222.1, XP_010505425.1, XP_010517098.1
OG0015678	ESY2_g38084_DN3_SP7_c0.t1	XP_010455291.1, XP_010421789.1, XP_010436327.1
OG0015679	ESY9_g45165_DN3_SP2_c0.t1	XP_010505414.1, XP_010509232.1, XP_010517087.1
OG0015680	ESY31_g32722_DN2_SP0_c0.t1, ESY9_g45090_DN3_SP0_c0.t1	XP_010505377.1, XP_010517057.1, XP_010509273.1
OG0015681	ESY9_g45074_DN3_SP0_c0.t1	XP_010509279.1, XP_019100484.1
OG0015682	ESY5_g5070_DN3_SP6_c0.t1	XP_010427115.1, XP_010514751.1, XP_010503066.1
OG0015683	ESY9_g44957_DN3_SP7_c0.t1	XP_010517038.1, XP_010509296.1, XP_010505358.1
OG0015684	ESY9_g44954_DN3_SP7_c0.t1	XP_010517036.1, XP_010505357.1
OG0015685	ESY9_g44794_DN3_SP8_c0.t1	XP_010509350.1, XP_010517000.1, XP_010505314.1
OG0015686	ESY9_g44777_DN3_SP1_c0.t1	XP_010505301.1, XP_010509362.1, XP_010516984.1
OG0015687	ESY2_g34609_DN3_SP0_c11.t1	XP_010505300.1, XP_010509363.1, XP_010516983.1
OG0015688	ESY9_g44749_DN3_SP2_c0.t1	XP_010516978.1, XP_010509368.1, XP_010505295.1
OG0015689	ESY6_g49539_DN2_SP0_c0.t1	XP_010509391.1, XP_010516956.1, XP_010505274.1
OG0015690	ESY12_g51555_DN3_SP8_c0.t1	XP_010516955.1, XP_010509392.1
OG0015691	ESY9_g44655_DN3_SP0_c0.t1	XP_010505252.1, XP_010516937.2, XP_010509403.1
OG0015692	ESY9_g44653_DN3_SP8_c0.t1	XP_010412908.1, XP_010509406.1, XP_019099761.1
OG0015693	ESY9_g44635_DN3_SP1_c0.t1	XP_010516928.1, XP_010505244.1, XP_010509412.2
