Orthogroup	Euclidium_syriacum	Brassica_oleracea
OG0012282	ESY7_g18372_DN3_SP8_c0.t1	XP_013611274.1
OG0012283	ESY20_g13356_DN2_SP0_c0.t1	XP_013627524.1
OG0012284	ESY7_g18367_DN3_SP0_c26.t1	XP_013611225.1
OG0012285	ESY7_g18328_DN2_SP0_c0.t1	XP_013619105.1
OG0012286	ESY7_g18323_DN3_SP0_c0.t1, ESY3_g29941_DN3_SP0_c0.t1	XP_013629154.1
OG0012287	ESY7_g18259_DN3_SP1_c0.t1	XP_013613142.1, XP_013624892.1
OG0012288	ESY7_g18255_DN3_SP4_c0.t1	XP_013629177.1
OG0012289	ESY7_g18250_DN3_SP8_c0.t1	XP_013606611.1, XP_013616257.1
OG0012290	ESY10_g14591_DN3_SP2_c0.t1	XP_013599323.1
OG0012291	ESY7_g18227_DN2_SP0_c0.t1	XP_013625987.1
OG0012292	ESY7_g18226_DN3_SP8_c0.t1	XP_013619046.1, XP_013628977.1
OG0012293	ESY7_g18219_DN3_SP8_c0.t1	XP_013606660.1
OG0012294	ESY7_g18218_DN3_SP6_c0.t1	XP_013618323.1, XP_013607286.1
OG0012295	ESY7_g18217_DN2_SP0_c0.t1	XP_013609672.1
OG0012296	ESY7_g18211_DN3_SP0_c25.t1	XP_013615941.1, XP_013609212.1
OG0012297	ESY7_g18198_DN3_SP8_c0.t1	XP_013629543.1, XP_013621277.1
OG0012298	ESY7_g18192_DN3_SP8_c0.t1	XP_013611896.1, XP_013628723.1
OG0012299	ESY7_g18183_DN3_SP1_c0.t1	XP_013611918.1
OG0012300	ESY7_g18174_DN3_SP0_c0.t1	XP_013613148.1
OG0012301	ESY7_g18173_DN3_SP7_c0.t1	XP_013611733.1
OG0012302	ESY7_g18166_DN3_SP0_c0.t1	XP_013606863.1
OG0012303	ESY7_g18160_DN3_SP8_c0.t1	XP_013609092.1
OG0012304	ESY7_g18144_DN3_SP6_c0.t1	XP_013610191.1
OG0012305	ESY7_g18101_DN3_SP1_c0.t1	XP_013618996.1
OG0012306	ESY7_g18111_DN3_SP0_c0.t1	XP_013625324.1
OG0012307	ESY7_g18092_DN2_SP1_c0.t1	XP_013610105.1, XP_013620151.1
OG0012308	ESY7_g18090_DN3_SP3_c0.t1	XP_013620147.1
OG0012309	ESY8_g59379_DN2_SP0_c0.t1	XP_013636633.1
OG0012310	ESY7_g18067_DN3_SP6_c13.t1	XP_013630276.1, XP_013621230.1
OG0012312	ESY7_g18042_DN3_SP6_c0.t1	XP_013628865.1
OG0012313	ESY7_g17989_DN3_SP0_c0.t1	XP_013609934.1
OG0012314	ESY7_g17963_DN3_SP0_c0.t1	XP_013611189.1
OG0012315	ESY7_g17910_DN3_SP4_c0.t1	XP_013625775.1
OG0012316	ESY7_g17906_DN3_SP6_c0.t1	XP_013613068.1
OG0012317	ESY7_g17853_DN3_SP6_c0.t1	XP_013626522.1
OG0012318	ESY7_g17838_DN3_SP8_c0.t1	XP_013629374.1
OG0012319	ESY7_g17836_DN3_SP1_c0.t1	XP_013633761.1, XP_013608940.1
OG0012320	ESY7_g17817_DN3_SP7_c0.t1	XP_013621906.1
OG0012321	ESY7_g17795_DN3_SP7_c0.t1	XP_013613204.1
OG0012322	ESY7_g17792_DN3_SP0_c0.t1	XP_013606017.1
OG0012323	ESY7_g17791_DN3_SP5_c0.t1	XP_013616007.1
OG0012324	ESY7_g17785_DN3_SP8_c0.t1	XP_013621223.1
OG0012325	ESY7_g18671_DN3_SP0_c0.t1	XP_013612127.1
OG0012326	ESY7_g18643_DN3_SP0_c0.t1	XP_013608834.1
OG0012327	ESY7_g18641_DN3_SP0_c0.t1	XP_013612582.1
OG0012328	ESY7_g18602_DN3_SP0_c0.t1, ESY7_g18600_DN3_SP0_c0.t1	XP_013629901.1
OG0012329	ESY7_g18598_DN3_SP0_c0.t1	XP_013629899.1
OG0012330	ESY7_g18589_DN3_SP0_c0.t1	XP_013623516.1
OG0012331	ESY7_g18588_DN3_SP0_c0.t1	XP_013612182.1
OG0012332	ESY7_g18587_DN3_SP0_c0.t1	XP_013612408.1
OG0012333	ESY20_g13316_DN3_SP0_c0.t1	XP_013613484.1
OG0012334	ESY8_g58325_DN1_SP0_c0.t1	XP_013611484.1
OG0012335	ESY8_g58308_DN3_SP0_c0.t1	XP_013616230.1
OG0012336	ESY8_g58305_DN3_SP2_c0.t1	XP_013608627.1
OG0012337	ESY8_g58282_DN3_SP7_c0.t1	XP_013610613.1
OG0012338	ESY13_g57020_DN3_SP8_c0.t1	XP_013617704.1, XP_013593509.1
OG0012339	ESY13_g57027_DN3_SP8_c0.t1	XP_013601814.1
OG0012340	ESY11_g54219_DN2_SP0_c0.t1	XP_013610385.1
OG0012341	ESY13_g57031_DN1_SP0_c0.t1	XP_013597182.1, XP_013599514.1
OG0012342	ESY8_g59177_DN3_SP2_c0.t1	XP_013621842.1
OG0012343	ESY8_g59154_DN3_SP4_c0.t1	XP_013631686.1
OG0012344	ESY8_g59120_DN3_SP8_c0.t1	XP_013636057.1, XP_013635848.1
OG0012345	ESY8_g59105_DN3_SP8_c0.t1	XP_013635912.1
OG0012346	ESY8_g59093_DN3_SP0_c0.t1	XP_013636040.1
OG0012347	ESY8_g59091_DN3_SP2_c0.t1	XP_013636041.1
OG0012349	ESY8_g59040_DN3_SP0_c0.t1	XP_013625942.1, XP_013636789.1
OG0012350	ESY8_g59020_DN3_SP0_c0.t1	XP_013625466.1
OG0012351	ESY8_g59014_DN3_SP0_c0.t1	XP_013635900.1
OG0012352	ESY8_g58993_DN3_SP1_c0.t1	XP_013636166.1
OG0012353	ESY8_g58983_DN3_SP0_c0.t1	XP_013633673.1
OG0012354	ESY7_g18488_DN3_SP0_c0.t1, ESY8_g58981_DN3_SP8_c0.t1	XP_013637495.1, XP_013632136.1
OG0012355	ESY8_g58969_DN2_SP0_c13.t1	XP_013633874.1
OG0012356	ESY8_g58948_DN3_SP8_c0.t1	XP_013631510.1
OG0012357	ESY8_g58947_DN3_SP8_c0.t1	XP_013631680.1, XP_013631789.1
OG0012358	ESY4_g23040_DN2_SP0_c3.t1, ESY10_g14444_DN3_SP0_c0.t1	XP_013607038.1
OG0012359	ESY8_g58943_DN3_SP0_c0.t1	XP_013634194.1, XP_013637151.1
OG0012360	ESY8_g58935_DN3_SP8_c0.t1	XP_013636795.1
OG0012361	ESY8_g58929_DN1_SP0_c0.t1	XP_013635864.1
OG0012362	ESY8_g58918_DN2_SP0_c0.t1	XP_013632070.1
OG0012363	ESY8_g58915_DN3_SP3_c0.t1	XP_013631232.1
OG0012364	ESY8_g58865_DN3_SP0_c0.t1	XP_013637553.1
OG0012366	ESY8_g58825_DN3_SP4_c0.t1	XP_013631052.1, XP_013632183.1
OG0012367	ESY8_g58755_DN3_SP0_c0.t1	XP_013634979.1
OG0012369	ESY8_g59243_DN3_SP2_c0.t1	XP_013604288.1
OG0012371	ESY8_g58723_DN3_SP0_c0.t1	XP_013626167.1
OG0012372	ESY8_g59960_DN3_SP1_c0.t1	XP_013592079.1
OG0012373	ESY8_g58664_DN2_SP8_c0.t1	XP_013622474.1
OG0012374	ESY8_g58603_DN3_SP0_c5.t1	XP_013631921.1
OG0012375	ESY8_g58598_DN3_SP4_c0.t1	XP_013636494.1
OG0012376	ESY8_g58578_DN3_SP8_c12.t1	XP_013636730.1
OG0012378	ESY8_g58554_DN3_SP8_c0.t1	XP_013637638.1
OG0012379	ESY8_g58553_DN3_SP0_c0.t1	XP_013635251.1
OG0012380	ESY8_g58496_DN2_SP1_c0.t1	XP_013634100.1
OG0012381	ESY8_g58517_DN3_SP0_c0.t1	XP_013637421.1
OG0012382	ESY8_g58535_DN3_SP8_c0.t1	XP_013631026.1
OG0012383	ESY8_g58482_DN3_SP1_c0.t1	XP_013633503.1, XP_013636347.1
OG0012384	ESY8_g58429_DN2_SP0_c13.t1	XP_013623910.1, XP_013614507.1
OG0012385	ESY8_g58405_DN3_SP2_c0.t1	XP_013623137.1
OG0012386	ESY8_g58400_DN3_SP3_c0.t1	XP_013628307.1
OG0012387	ESY8_g58395_DN2_SP0_c0.t1	XP_013635101.1
OG0012388	ESY8_g58384_DN3_SP3_c0.t1	XP_013629831.1
OG0012389	ESY8_g58372_DN3_SP8_c0.t1	XP_013621889.1
OG0012391	ESY20_g13325_DN3_SP7_c0.t1	XP_013633585.1
OG0012392	ESY20_g12698_DN3_SP8_c0.t1	XP_013629503.1
OG0012393	ESY20_g12683_DN3_SP0_c0.t1	XP_013626134.1
OG0012394	ESY20_g13337_DN3_SP0_c11.t1	XP_013631977.1
OG0012395	ESY20_g12738_DN3_SP0_c0.t1	XP_013633980.1
OG0012396	ESY20_g12790_DN3_SP6_c9.t1	XP_013636522.1
OG0012397	ESY20_g12801_DN3_SP0_c0.t1	XP_013635336.1
OG0012398	ESY20_g12809_DN3_SP0_c0.t1	XP_013631378.1
OG0012399	ESY20_g12811_DN3_SP2_c0.t1	XP_013634073.1
OG0012400	ESY20_g12871_DN3_SP7_c0.t1	XP_013609041.1
OG0012401	ESY20_g12898_DN3_SP0_c0.t1	XP_013594790.1
OG0012402	ESY20_g12908_DN3_SP7_c0.t1	XP_013599151.1
OG0012403	ESY20_g12664_DN3_SP0_c0.t1	XP_013593535.1
OG0012404	ESY6_g49203_DN3_SP0_c0.t1	XP_013614283.1
OG0012405	ESY8_g58589_DN3_SP0_c24.t1	XP_013596618.1
OG0012406	ESY8_g58134_DN3_SP0_c16.t1	XP_013621613.1
OG0012407	ESY8_g58148_DN3_SP1_c0.t1	XP_013597937.1
OG0012408	ESY8_g58152_DN3_SP0_c0.t1	XP_013609886.1
OG0012409	ESY8_g58155_DN3_SP8_c0.t1	XP_013620883.1, XP_013598015.1
OG0012410	ESY8_g58156_DN3_SP0_c0.t1	XP_013598016.1
OG0012411	ESY8_g58158_DN2_SP0_c0.t1	XP_013607091.1
OG0012412	ESY8_g58162_DN3_SP0_c0.t1	XP_013598131.1
OG0012413	ESY8_g58200_DN3_SP8_c0.t1	XP_013595277.1
OG0012414	ESY8_g58256_DN3_SP8_c0.t1	XP_013614309.1, XP_013606121.1
OG0012415	ESY8_g58257_DN3_SP8_c6.t1	XP_013612935.1
OG0012416	ESY13_g56809_DN3_SP0_c0.t1	XP_013590429.1
OG0012417	ESY13_g56745_DN3_SP0_c0.t1	XP_013637973.1
OG0012418	ESY13_g56697_DN3_SP4_c0.t1	XP_013599668.1
OG0012420	ESY13_g56433_DN2_SP0_c19.t1	XP_013607665.1
OG0012424	ESY5_g3496_DN3_SP2_c0.t1	XP_013607547.1
OG0012425	ESY4_g22349_DN3_SP0_c0.t1	XP_013604459.1
OG0012426	ESY4_g22388_DN3_SP0_c0.t1	XP_013602158.1
OG0012427	ESY4_g25346_DN3_SP7_c0.t1	XP_013600340.1, XP_013592621.1
OG0012429	ESY4_g22518_DN3_SP8_c0.t1	XP_013587769.1
OG0012430	ESY7_g17712_DN3_SP0_c0.t1	XP_013602285.1
OG0012431	ESY4_g22230_DN2_SP7_c0.t1	XP_013590196.1
OG0012432	ESY4_g22215_DN3_SP1_c0.t1	XP_013600525.1
OG0012433	ESY2_g34564_DN2_SP6_c0.t1	XP_013595994.1
OG0012434	ESY4_g22219_DN3_SP0_c0.t1	XP_013590700.1
OG0012435	ESY4_g22291_DN3_SP0_c0.t1	XP_013602644.1
OG0012436	ESY4_g22446_DN2_SP2_c0.t1	XP_013637902.1, XP_013626077.1
OG0012437	ESY7_g19060_DN3_SP2_c0.t1, ESY7_g19065_DN3_SP0_c0.t1	XP_013586490.1
OG0012438	ESY4_g22179_DN3_SP0_c0.t1	XP_013593910.1
OG0012439	ESY4_g22888_DN3_SP5_c0.t1	XP_013613569.1
OG0012441	ESY4_g22744_DN3_SP0_c0.t1	XP_013583623.1
OG0012442	ESY4_g22842_DN3_SP8_c0.t1	XP_013622970.1
OG0012443	ESY4_g22815_DN3_SP0_c0.t1	XP_013596995.1
OG0012444	ESY17_g40096_DN3_SP0_c0.t1	XP_013634292.1
OG0012446	ESY4_g22927_DN3_SP0_c0.t1	XP_013629687.1
OG0012447	ESY1_g11274_DN3_SP0_c0.t1	XP_013638333.1
OG0012448	ESY4_g22944_DN3_SP0_c0.t1	XP_013585205.1, XP_013596600.1
OG0012449	ESY2_g33481_DN3_SP1_c0.t1	XP_013597199.1
OG0012450	ESY4_g23063_DN3_SP0_c0.t1	XP_013629763.1
OG0012451	ESY4_g23879_DN2_SP0_c0.t1	XP_013595584.1
OG0012452	ESY4_g23310_DN3_SP0_c0.t1	XP_013585808.1, XP_013630453.1
OG0012453	ESY4_g23313_DN3_SP8_c0.t1	XP_013628335.1
OG0012454	ESY4_g23547_DN3_SP0_c0.t1	XP_013622999.1, XP_013586014.1
OG0012455	ESY4_g23567_DN3_SP0_c0.t1	XP_013587409.1
OG0012456	ESY4_g23763_DN3_SP0_c0.t1	XP_013587428.1
OG0012457	ESY16_g62018_DN3_SP1_c0.t1	XP_013584335.1
OG0012458	ESY16_g61937_DN2_SP0_c0.t1	XP_013593718.1, XP_013584841.1
OG0012459	ESY16_g61919_DN3_SP7_c0.t1	XP_013604031.1
OG0012460	ESY16_g61870_DN3_SP0_c0.t1	XP_013602898.1
OG0012461	ESY16_g61815_DN3_SP6_c0.t1	XP_013638177.1
OG0012462	ESY16_g61807_DN3_SP6_c0.t1	XP_013586984.1, XP_013586629.1
OG0012463	ESY16_g61776_DN3_SP1_c0.t1	XP_013586669.1
OG0012464	ESY16_g61768_DN3_SP8_c0.t1	XP_013586787.1
OG0012465	ESY16_g61755_DN3_SP0_c0.t1	XP_013638965.1
OG0012466	ESY16_g61692_DN3_SP8_c13.t1	XP_013586300.1
OG0012467	ESY16_g61712_DN3_SP4_c0.t1	XP_013639431.1, XP_013637727.1
OG0012468	ESY16_g61701_DN3_SP1_c0.t1	XP_013586228.1
OG0012469	ESY16_g61650_DN2_SP0_c0.t1	XP_013586726.1, XP_013605028.1
OG0012470	ESY6_g49290_DN3_SP8_c0.t1, ESY13_g57851_DN3_SP0_c0.t1	XP_013620908.1
OG0012471	ESY10_g14371_DN3_SP8_c0.t1	XP_013593265.1
OG0012472	ESY10_g14320_DN3_SP0_c0.t1	XP_013598948.1
OG0012473	ESY10_g14307_DN3_SP2_c0.t1	XP_013611999.1
OG0012474	ESY10_g14210_DN2_SP4_c0.t1	XP_013606036.1, XP_013614359.1
OG0012475	ESY10_g14171_DN3_SP8_c0.t1	XP_013607115.1
OG0012476	ESY6_g50318_DN3_SP3_c0.t1	XP_013598884.1
OG0012477	ESY6_g50365_DN3_SP7_c0.t1	XP_013599326.1
OG0012478	ESY6_g50371_DN3_SP6_c0.t1	XP_013614265.1, XP_013611423.1
OG0012479	ESY6_g50376_DN3_SP1_c0.t1	XP_013610002.1, XP_013595618.1
OG0012480	ESY6_g50399_DN3_SP0_c15.t1	XP_013611967.1
OG0012481	ESY6_g50440_DN3_SP6_c0.t1	XP_013628784.1, XP_013607114.1
OG0012482	ESY6_g50439_DN3_SP7_c0.t1	XP_013628783.1
OG0012483	ESY6_g50423_DN3_SP5_c0.t1	XP_013630115.1
OG0012484	ESY6_g50458_DN2_SP0_c0.t1, ESY6_g50460_DN3_SP0_c0.t1	XP_013612151.1
OG0012485	ESY6_g50463_DN3_SP0_c0.t1	XP_013627416.1, XP_013622468.1
OG0012486	ESY6_g50473_DN3_SP0_c0.t1, ESY26_g42325_DN2_SP0_c0.t1	XP_013628522.1
OG0012487	ESY6_g50497_DN3_SP8_c0.t1	XP_013628746.1
OG0012488	ESY6_g50498_DN3_SP0_c0.t1	XP_013628747.1
OG0012489	ESY2_g37061_DN1_SP0_c0.t1	XP_013607225.1
OG0012491	ESY6_g50536_DN3_SP0_c0.t1	XP_013613640.1
OG0012492	ESY6_g50571_DN3_SP8_c0.t1	XP_013625335.1, XP_013617981.1
OG0012493	ESY6_g50603_DN3_SP7_c3.t1	XP_013612019.1
OG0012494	ESY6_g50616_DN3_SP7_c0.t1	XP_013625992.1
OG0012495	ESY6_g50659_DN3_SP8_c0.t1	XP_013630200.1
OG0012496	ESY6_g50668_DN3_SP0_c0.t1	XP_013609364.1
OG0012497	ESY6_g50672_DN3_SP3_c10.t1	XP_013622882.1
OG0012498	ESY6_g50675_DN3_SP1_c0.t1	XP_013628511.1
OG0012499	ESY6_g50692_DN3_SP0_c0.t1	XP_013629301.1
OG0012500	ESY6_g50696_DN2_SP0_c0.t1	XP_013629205.1
OG0012501	ESY6_g50711_DN3_SP7_c0.t1	XP_013623010.1
OG0012502	ESY6_g50716_DN3_SP1_c18.t1	XP_013628331.1
OG0012503	ESY6_g50718_DN3_SP0_c0.t1	XP_013628328.1
OG0012504	ESY6_g50720_DN3_SP0_c0.t1	XP_013623533.1
OG0012505	ESY6_g50732_DN3_SP7_c0.t1	XP_013630649.1
OG0012506	ESY6_g49648_DN3_SP6_c0.t1	XP_013622535.1
OG0012507	ESY6_g49652_DN3_SP8_c0.t1	XP_013621826.1
OG0012508	ESY6_g49665_DN3_SP0_c0.t1	XP_013609255.1
OG0012509	ESY11_g53220_DN3_SP8_c0.t1	XP_013629752.1
OG0012510	ESY6_g49702_DN3_SP0_c0.t1	XP_013628431.1, XP_013611061.1
OG0012511	ESY6_g49706_DN3_SP0_c0.t1	XP_013606788.1
OG0012512	ESY6_g49707_DN3_SP0_c0.t1	XP_013618249.1, XP_013584765.1
OG0012513	ESY6_g49718_DN3_SP4_c3.t1	XP_013612548.1
OG0012514	ESY6_g49754_DN3_SP2_c0.t1	XP_013612825.1
OG0012515	ESY6_g49755_DN3_SP1_c0.t1	XP_013612824.1
OG0012516	ESY6_g49792_DN3_SP8_c0.t1	XP_013625647.1
OG0012517	ESY6_g49795_DN3_SP3_c0.t1, ESY6_g49794_DN3_SP5_c0.t1	XP_013629434.1
OG0012518	ESY6_g49815_DN3_SP6_c0.t1	XP_013625382.1
OG0012519	ESY6_g49823_DN3_SP1_c0.t1	XP_013630022.1
OG0012520	ESY6_g49832_DN3_SP4_c0.t1	XP_013621955.1
OG0012521	ESY6_g49834_DN3_SP8_c26.t1	XP_013606858.1, XP_013622214.1
OG0012522	ESY6_g49842_DN3_SP5_c0.t1	XP_013621957.1
OG0012523	ESY6_g49344_DN3_SP0_c0.t1	XP_013623059.1
OG0012524	ESY5_g4147_DN3_SP0_c0.t1	XP_013638186.1
OG0012525	ESY6_g49355_DN3_SP0_c0.t1	XP_013619946.1, XP_013627778.1
OG0012526	ESY6_g49369_DN2_SP0_c0.t1	XP_013616559.1
OG0012527	ESY6_g49415_DN3_SP6_c0.t1	XP_013621853.1
OG0012528	ESY6_g49433_DN3_SP3_c0.t1	XP_013626888.1, XP_013619319.1
OG0012530	ESY6_g49476_DN2_SP0_c0.t1	XP_013616588.1, XP_013593822.1
OG0012531	ESY6_g49495_DN3_SP8_c0.t1	XP_013606212.1
OG0012532	ESY6_g49497_DN3_SP0_c0.t1	XP_013593125.1
OG0012533	ESY6_g49504_DN3_SP4_c0.t1	XP_013595266.1
OG0012535	ESY6_g49559_DN3_SP0_c0.t1, ESY6_g49556_DN3_SP0_c0.t1	XP_013595353.1
OG0012536	ESY6_g49562_DN3_SP0_c0.t1	XP_013595728.1
OG0012537	ESY6_g49564_DN3_SP0_c0.t1	XP_013598328.1
OG0012538	ESY6_g49566_DN3_SP0_c0.t1	XP_013598341.1
OG0012539	ESY21_g55399_DN3_SP0_c0.t1	XP_013593650.1
OG0012540	ESY6_g50211_DN2_SP0_c0.t1	XP_013618045.1, XP_013618055.1
OG0012541	ESY6_g50209_DN3_SP4_c0.t1	XP_013613816.1, XP_013598061.1
OG0012542	ESY6_g50207_DN3_SP0_c0.t1	XP_013598133.1
OG0012543	ESY6_g50194_DN3_SP0_c0.t1	XP_013595641.1
OG0012544	ESY6_g50191_DN3_SP1_c9.t1	XP_013618042.1
OG0012545	ESY6_g50175_DN3_SP1_c0.t1	XP_013596214.1
OG0012546	ESY6_g50170_DN3_SP7_c0.t1	XP_013599082.1
OG0012547	ESY6_g50135_DN3_SP6_c0.t1	XP_013609949.1, XP_013594055.1
OG0012548	ESY6_g50124_DN3_SP7_c0.t1	XP_013612742.1
OG0012549	ESY6_g50108_DN3_SP0_c0.t1	XP_013596374.1, XP_013609648.1
OG0012550	ESY6_g50093_DN3_SP0_c0.t1	XP_013598569.1, XP_013613005.1
OG0012551	ESY6_g50090_DN3_SP2_c0.t1	XP_013612130.1
OG0012552	ESY6_g50068_DN3_SP0_c0.t1	XP_013598756.1
OG0012553	ESY6_g50066_DN3_SP0_c0.t1	XP_013615402.1, XP_013596401.1
OG0012554	ESY1_g7857_DN3_SP7_c0.t1	XP_013635785.1
OG0012555	ESY6_g50029_DN3_SP1_c0.t1	XP_013615708.1
OG0012556	ESY7_g18819_DN3_SP6_c0.t1	XP_013611743.1
OG0012557	ESY6_g50022_DN3_SP4_c0.t1	XP_013597943.1
OG0012558	ESY7_g18124_DN1_SP0_c0.t1, ESY6_g49988_DN2_SP0_c0.t1	XP_013594037.1
OG0012560	ESY6_g49978_DN3_SP0_c4.t1	XP_013599124.1
OG0012561	ESY6_g49974_DN3_SP0_c0.t1	XP_013593505.1
OG0012562	ESY6_g49967_DN3_SP0_c0.t1	XP_013594200.1, XP_013609651.1
OG0012563	ESY6_g49960_DN3_SP7_c0.t1	XP_013596439.1
OG0012564	ESY6_g49948_DN3_SP2_c0.t1	XP_013620507.1
OG0012565	ESY6_g49947_DN3_SP0_c0.t1	XP_013621017.1, XP_013598552.1
OG0012566	ESY6_g49910_DN3_SP7_c0.t1	XP_013598374.1
OG0012568	ESY6_g49887_DN3_SP5_c6.t1	XP_013618093.1
OG0012569	ESY6_g49884_DN2_SP0_c4.t1	XP_013607350.1
OG0012570	ESY6_g49856_DN3_SP7_c0.t1	XP_013613104.1
OG0012571	ESY6_g49280_DN3_SP4_c0.t1	XP_013618920.1, XP_013609193.1
OG0012572	ESY6_g49278_DN3_SP4_c0.t1	XP_013611342.1
OG0012573	ESY6_g49272_DN2_SP0_c0.t1	XP_013618239.1
OG0012574	ESY6_g49254_DN3_SP8_c0.t1	XP_013622739.1
OG0012575	ESY6_g49247_DN3_SP8_c0.t1	XP_013618356.1
OG0012577	ESY6_g49215_DN3_SP0_c0.t1	XP_013619853.1
OG0012578	ESY6_g49161_DN2_SP0_c24.t1	XP_013619401.1
OG0012579	ESY6_g49140_DN3_SP0_c0.t1	XP_013611687.1
OG0012582	ESY6_g49118_DN3_SP8_c0.t1	XP_013611003.1
OG0012583	ESY6_g49109_DN3_SP8_c0.t1	XP_013611153.1
OG0012584	ESY6_g49105_DN3_SP0_c0.t1	XP_013606316.1
OG0012585	ESY6_g49083_DN3_SP1_c0.t1	XP_013611265.1
OG0012586	ESY6_g49073_DN3_SP1_c0.t1	XP_013625596.1
OG0012587	ESY8_g59217_DN2_SP0_c0.t1	XP_013597594.1, XP_013626288.1
OG0012589	ESY6_g49049_DN1_SP0_c0.t1	XP_013609111.1
OG0012590	ESY6_g49044_DN3_SP8_c0.t1	XP_013615256.1, XP_013610019.1
OG0012591	ESY6_g49011_DN3_SP0_c0.t1	XP_013613467.1
OG0012592	ESY6_g48998_DN1_SP0_c0.t1	XP_013608338.1
OG0012593	ESY6_g48990_DN3_SP0_c0.t1, ESY6_g48904_DN3_SP0_c0.t1	XP_013616483.1
OG0012594	ESY6_g48987_DN3_SP8_c0.t1	XP_013611643.1
OG0012595	ESY6_g48955_DN3_SP7_c0.t1	XP_013616002.1
OG0012596	ESY6_g48953_DN3_SP8_c0.t1	XP_013618773.1
OG0012597	ESY6_g48952_DN3_SP0_c0.t1	XP_013625721.1
OG0012598	ESY6_g48945_DN2_SP0_c0.t1	XP_013630124.1, XP_013610072.1
OG0012599	ESY6_g48943_DN1_SP0_c0.t1	XP_013630125.1
OG0012600	ESY6_g48940_DN3_SP5_c0.t1	XP_013609270.1
OG0012601	ESY6_g48927_DN3_SP0_c0.t1	XP_013625864.1, XP_013610039.1
OG0012602	ESY6_g48867_DN3_SP6_c0.t1	XP_013627308.1
OG0012603	ESY6_g48865_DN3_SP7_c0.t1	XP_013620593.1
OG0012604	ESY6_g48864_DN3_SP0_c0.t1	XP_013620591.1
OG0012605	ESY6_g48793_DN3_SP0_c0.t1	XP_013615353.1
OG0012606	ESY6_g48735_DN3_SP0_c0.t1	XP_013613252.1
OG0012607	ESY6_g48728_DN3_SP1_c0.t1	XP_013611828.1
OG0012609	ESY6_g48638_DN3_SP7_c0.t1	XP_013616255.1
OG0012610	ESY6_g48637_DN3_SP0_c0.t1	XP_013610558.1
OG0012611	ESY6_g48617_DN2_SP0_c0.t1	XP_013613311.1
OG0012613	ESY6_g48580_DN3_SP0_c0.t1	XP_013611527.1
OG0012614	ESY6_g48559_DN3_SP0_c0.t1	XP_013618135.1
OG0012615	ESY6_g48552_DN3_SP8_c0.t1	XP_013608709.1
OG0012616	ESY6_g48536_DN3_SP2_c0.t1	XP_013629233.1
OG0012617	ESY2_g34365_DN3_SP4_c0.t1	XP_013616416.1
OG0012618	ESY6_g48527_DN3_SP3_c0.t1	XP_013629235.1
OG0012619	ESY6_g48520_DN3_SP0_c0.t1	XP_013620275.1
OG0012620	ESY6_g48516_DN3_SP3_c0.t1	XP_013612498.1, XP_013620276.1
OG0012621	ESY6_g48507_DN2_SP0_c0.t1	XP_013626909.1, XP_013609267.1
OG0012622	ESY6_g48470_DN3_SP0_c6.t1	XP_013630759.1, XP_013613003.1
OG0012623	ESY6_g48442_DN3_SP0_c0.t1	XP_013619482.1
OG0012624	ESY19_g42215_DN3_SP5_c0.t1	XP_013591540.1
OG0012625	ESY6_g48427_DN3_SP2_c0.t1	XP_013618108.1
OG0012626	ESY6_g48426_DN3_SP0_c0.t1	XP_013616697.1
OG0012627	ESY6_g48414_DN3_SP0_c0.t1	XP_013611715.1
OG0012628	ESY1_g11282_DN3_SP4_c0.t1	XP_013604333.1
OG0012629	ESY6_g48368_DN3_SP0_c0.t1	XP_013607202.1, XP_013629141.1
OG0012630	ESY6_g48369_DN3_SP2_c0.t1	XP_013629142.1
OG0012631	ESY6_g48394_DN3_SP0_c0.t1	XP_013613814.1, XP_013612522.1
OG0012632	ESY6_g48396_DN3_SP1_c0.t1	XP_013613138.1
OG0012633	ESY2_g34569_DN3_SP0_c0.t1	XP_013593958.1
OG0012634	ESY6_g48250_DN3_SP0_c0.t1	XP_013606786.1
OG0012635	ESY6_g48216_DN3_SP0_c0.t1, ESY6_g48220_DN3_SP0_c0.t1, ESY2_g33714_DN3_SP0_c13.t1, ESY2_g33713_DN3_SP0_c0.t1, ESY2_g33712_DN3_SP0_c0.t1, ESY6_g48006_DN3_SP0_c0.t1, ESY2_g33716_DN3_SP0_c0.t1	XP_013628113.1
OG0012636	ESY3_g28796_DN3_SP0_c0.t1	XP_013638463.1, XP_013639718.1
OG0012637	ESY6_g48202_DN3_SP8_c0.t1	XP_013618789.1, XP_013609998.1
OG0012638	ESY6_g48166_DN3_SP0_c0.t1	XP_013612612.1
OG0012639	ESY3_g28027_DN3_SP1_c0.t1	XP_013629476.1
OG0012640	ESY6_g48177_DN2_SP0_c0.t1	XP_013611732.1
OG0012641	ESY6_g48201_DN3_SP0_c0.t1	XP_013601831.1, XP_013626383.1
OG0012642	ESY6_g48162_DN1_SP0_c0.t1	XP_013606875.1
OG0012643	ESY6_g48088_DN3_SP8_c0.t1	XP_013625576.1
OG0012644	ESY6_g48085_DN3_SP8_c0.t1	XP_013613161.1
OG0012645	ESY6_g48072_DN3_SP0_c0.t1	XP_013608213.1, XP_013613199.1
OG0012646	ESY6_g48007_DN3_SP8_c0.t1	XP_013607418.1
OG0012647	ESY6_g48010_DN3_SP8_c0.t1	XP_013616286.1
