Orthogroup	Euclidium_syriacum	Arabidopsis_arenosa
OG0017473	ESY1_g11648_DN3_SP8_c0.t1	jg15763
OG0017474	ESY1_g11691_DN3_SP0_c0.t1	jg15749
OG0017475	ESY1_g11708_DN3_SP0_c0.t1	jg15743
OG0017477	ESY1_g11801_DN3_SP8_c0.t1	jg15643, jg15717
OG0017479	ESY1_g10538_DN3_SP5_c0.t1	jg15606
OG0017480	ESY1_g10579_DN3_SP6_c0.t1	jg15577
OG0017481	ESY1_g10662_DN2_SP0_c85.t1	jg15537
OG0017482	ESY1_g10696_DN3_SP1_c0.t1	jg15514
OG0017483	ESY1_g10744_DN3_SP3_c0.t1	jg15486
OG0017485	ESY1_g10763_DN3_SP0_c0.t1	jg15473
OG0017486	ESY1_g10799_DN3_SP0_c0.t1	jg15442
OG0017487	ESY1_g10815_DN3_SP0_c0.t1	jg15431
OG0017488	ESY1_g10955_DN3_SP6_c0.t1	jg15377
OG0017489	ESY1_g10973_DN3_SP8_c0.t1	jg15367
OG0017491	ESY1_g11017_DN3_SP0_c0.t1	jg15330
OG0017492	ESY1_g11042_DN3_SP0_c14.t1	jg15317
OG0017493	ESY1_g11051_DN3_SP8_c0.t1	jg15312
OG0017494	ESY1_g11088_DN3_SP0_c0.t1	jg15292
OG0017495	ESY1_g11140_DN3_SP0_c0.t1	jg15255
OG0017497	ESY1_g11174_DN1_SP0_c0.t1	jg15235
OG0017497	ESY1_g11176_DN2_SP0_c0.t1	jg15234
OG0017498	ESY1_g11185_DN3_SP7_c0.t1	jg15226
OG0017500	ESY1_g10466_DN3_SP0_c0.t1	jg15202
OG0017501	ESY1_g10451_DN3_SP1_c0.t1	jg15194
OG0017502	ESY1_g10437_DN3_SP0_c0.t1	jg15184
OG0017503	ESY6_g47525_DN2_SP0_c0.t1	jg22150
OG0017504	ESY6_g47417_DN3_SP7_c0.t1	jg22070
OG0017505	ESY4_g23338_DN3_SP0_c0.t1	jg26760
OG0017506	ESY12_g51117_DN3_SP3_c0.t1	jg26761
OG0017508	ESY3_g27572_DN3_SP0_c0.t1	jg26831
OG0017509	ESY3_g27592_DN3_SP4_c0.t1	jg26829
OG0017511	ESY3_g27417_DN3_SP2_c0.t1	jg26891
OG0017512	ESY3_g27279_DN3_SP0_c0.t1	jg26938
OG0017514	ESY2_g36268_DN3_SP8_c0.t1	jg27034
OG0017515	ESY11_g52413_DN3_SP0_c31.t1	jg27139
OG0017516	ESY2_g35216_DN3_SP0_c0.t1	jg2173
OG0017517	ESY2_g35197_DN3_SP0_c0.t1	jg2214
OG0017518	ESY2_g35188_DN3_SP5_c0.t1	jg2229
OG0017519	ESY19_g41791_DN3_SP7_c0.t1	jg2314
OG0017520	ESY19_g41786_DN3_SP0_c0.t1	jg2329
OG0017521	ESY21_g55186_DN2_SP5_c0.t1	jg2346
OG0017522	ESY2_g34516_DN3_SP6_c0.t1	jg2366
OG0017523	ESY2_g34514_DN3_SP0_c0.t1	jg2364
OG0017524	ESY2_g34480_DN3_SP5_c0.t1	jg2390
OG0017525	ESY2_g34464_DN3_SP7_c0.t1	jg2405
OG0017527	ESY11_g54298_DN3_SP7_c0.t1	jg28007
OG0017528	ESY11_g54398_DN3_SP0_c0.t1	jg28062
OG0017529	ESY11_g53019_DN3_SP0_c0.t1	jg21796
OG0017530	ESY10_g14601_DN3_SP0_c0.t1	jg12958
OG0017531	ESY15_g64743_DN3_SP7_c0.t1	jg21370
OG0017533	ESY12_g50997_DN3_SP0_c0.t1	jg19351
OG0017535	ESY7_g18655_DN1_SP0_c0.t1	jg21981
OG0017536	ESY12_g50893_DN3_SP7_c0.t1	jg19305
OG0017540	ESY9_g45684_DN3_SP7_c0.t1	jg19248
OG0017542	ESY9_g45559_DN1_SP0_c0.t1	jg19182
OG0017543	ESY9_g45552_DN3_SP8_c0.t1	jg19179
OG0017544	ESY9_g45500_DN3_SP0_c31.t1	jg19116
OG0017545	ESY9_g45455_DN2_SP0_c0.t1	jg19136
OG0017546	ESY9_g45439_DN3_SP0_c0.t1	jg19088
OG0017547	ESY9_g45415_DN3_SP8_c0.t1	jg19074
OG0017548	ESY9_g45349_DN3_SP0_c0.t1	jg19041
OG0017550	ESY9_g45325_DN3_SP3_c0.t1	jg19028
OG0017551	ESY9_g45324_DN3_SP1_c0.t1	jg19026
OG0017553	ESY9_g45043_DN3_SP0_c28.t1	jg18936
OG0017554	ESY9_g44962_DN3_SP8_c0.t1	jg18930
OG0017555	ESY9_g44864_DN3_SP0_c0.t1	jg18910
OG0017556	ESY7_g16083_DN1_SP3_c0.t1	jg7659
OG0017557	ESY7_g16094_DN3_SP7_c0.t1	jg11290
OG0017558	ESY7_g16098_DN2_SP6_c0.t1	jg7672
OG0017559	ESY7_g16116_DN3_SP8_c0.t1	jg7677
OG0017560	ESY7_g16127_DN2_SP0_c0.t1	jg7684
OG0017561	ESY7_g16132_DN3_SP8_c13.t1	jg7685
OG0017562	ESY18_g62970_DN3_SP6_c0.t1	jg7643
OG0017563	ESY5_g1118_DN3_SP0_c0.t1	jg31178
OG0017564	ESY8_g59900_DN2_SP0_c0.t1	jg16521
OG0017565	ESY8_g59894_DN2_SP4_c0.t1	jg16524
OG0017566	ESY8_g59871_DN3_SP6_c0.t1	jg16545
OG0017567	ESY8_g59865_DN3_SP7_c0.t1	jg16553
OG0017568	ESY8_g59840_DN3_SP0_c0.t1	jg16566
OG0017569	ESY8_g59833_DN3_SP0_c0.t1	jg16571
OG0017570	ESY8_g59751_DN3_SP0_c0.t1	jg16621
OG0017572	ESY8_g59684_DN3_SP0_c0.t1	jg16680
OG0017573	ESY8_g59666_DN2_SP6_c0.t1	jg16691
OG0017575	ESY8_g59276_DN3_SP5_c0.t1	jg17192
OG0017576	ESY8_g59249_DN3_SP6_c0.t1	jg17293
OG0017577	ESY8_g59209_DN3_SP6_c0.t1	jg17373
OG0017578	ESY8_g59298_DN3_SP8_c0.t1	jg17157
OG0017579	ESY4_g22316_DN3_SP0_c0.t1	jg32518
OG0017580	ESY14_g20849_DN3_SP2_c0.t1	jg32264
OG0017581	ESY14_g20624_DN3_SP0_c0.t1	jg32163
OG0017582	ESY14_g20620_DN3_SP4_c0.t1	jg32142
OG0017585	ESY14_g20390_DN3_SP3_c0.t1	jg32400
OG0017586	ESY14_g19936_DN3_SP0_c0.t1	jg31994
OG0017587	ESY14_g19933_DN3_SP1_c4.t1	jg31991
OG0017588	ESY18_g64006_DN3_SP0_c0.t1	jg7422
OG0017589	ESY18_g63916_DN3_SP0_c0.t1	jg7442
OG0017590	ESY18_g63912_DN3_SP3_c0.t1	jg7448
OG0017592	ESY18_g63305_DN3_SP7_c0.t1	jg7553
OG0017593	ESY18_g63306_DN3_SP8_c0.t1	jg7550
OG0017595	ESY10_g15407_DN2_SP0_c0.t1	jg6590
OG0017596	ESY10_g15591_DN3_SP0_c0.t1	jg6661
OG0017597	ESY10_g15633_DN3_SP5_c0.t1	jg6674
OG0017598	ESY10_g15673_DN3_SP0_c0.t1	jg6714
OG0017599	ESY11_g54815_DN3_SP0_c0.t1	jg28220
OG0017601	ESY11_g54959_DN3_SP8_c5.t1	jg28288
OG0017602	ESY20_g13275_DN3_SP6_c0.t1	jg28306
OG0017603	ESY11_g55002_DN2_SP4_c0.t1	jg28323
OG0017604	ESY12_g52331_DN3_SP0_c0.t1	jg20225
OG0017605	ESY12_g52326_DN3_SP0_c0.t1	jg20223
OG0017607	ESY12_g52236_DN3_SP0_c0.t1	jg20166
OG0017609	ESY12_g52218_DN3_SP7_c0.t1	jg20153
OG0017610	ESY12_g51595_DN3_SP8_c0.t1	jg20098
OG0017611	ESY12_g51608_DN3_SP0_c0.t1	jg20090
OG0017612	ESY12_g51673_DN3_SP0_c0.t1	jg20060
OG0017613	ESY12_g51729_DN3_SP0_c0.t1	jg20025
OG0017614	ESY12_g51874_DN3_SP8_c6.t1	jg19947
OG0017615	ESY12_g51904_DN3_SP1_c0.t1	jg19917, jg19930
OG0017616	ESY12_g51984_DN3_SP6_c0.t1	jg19865
OG0017618	ESY12_g52120_DN3_SP0_c0.t1	jg19761
OG0017619	ESY12_g52125_DN3_SP4_c0.t1	jg19758
OG0017620	ESY12_g52128_DN3_SP0_c0.t1	jg19756
OG0017621	ESY12_g52142_DN3_SP0_c0.t1	jg19746
OG0017622	ESY12_g52153_DN3_SP8_c0.t1	jg19737
OG0017623	ESY11_g54976_DN3_SP6_c0.t1	jg28302
OG0017626	ESY12_g51505_DN3_SP0_c0.t1	jg19643
OG0017627	ESY12_g51296_DN3_SP2_c0.t1	jg19525
OG0017628	ESY12_g51272_DN3_SP0_c0.t1	jg19504
OG0017629	ESY12_g51270_DN2_SP0_c0.t1	jg19501
OG0017630	ESY12_g51226_DN3_SP2_c0.t1	jg19474
OG0017632	ESY3_g32538_DN3_SP0_c0.t1	jg24019
OG0017633	ESY3_g32525_DN3_SP6_c0.t1	jg24026
OG0017634	ESY3_g32463_DN1_SP0_c0.t1	jg24084
OG0017635	ESY3_g32424_DN3_SP7_c0.t1	jg24111
OG0017636	ESY3_g32422_DN3_SP0_c0.t1	jg24114
OG0017637	ESY10_g14863_DN2_SP0_c0.t1	jg20334, jg28514
OG0017639	ESY3_g32333_DN3_SP7_c0.t1	jg24165
OG0017640	ESY3_g32298_DN3_SP0_c0.t1	jg24187
OG0017642	ESY3_g32256_DN3_SP0_c0.t1	jg24211
OG0017643	ESY6_g50315_DN3_SP7_c0.t1	jg23578
OG0017644	ESY3_g31992_DN3_SP0_c0.t1	jg24338
OG0017645	ESY3_g31946_DN3_SP2_c3.t1	jg24360
OG0017646	ESY8_g59545_DN3_SP0_c0.t1	jg16828
OG0017647	ESY3_g31806_DN3_SP7_c0.t1	jg24411
OG0017649	ESY3_g31708_DN3_SP6_c0.t1	jg24452
OG0017650	ESY3_g31597_DN3_SP8_c0.t1	jg24535
OG0017651	ESY3_g31595_DN1_SP0_c0.t1	jg24536
OG0017652	ESY10_g15051_DN3_SP0_c0.t1	jg31211
OG0017653	ESY3_g31543_DN3_SP0_c0.t1	jg24570
OG0017654	ESY3_g31527_DN3_SP8_c0.t1	jg24585
OG0017655	ESY3_g31520_DN3_SP7_c0.t1	jg24594
OG0017656	ESY3_g31513_DN3_SP0_c0.t1	jg24601
OG0017657	ESY3_g31495_DN3_SP0_c0.t1	jg24612
OG0017658	ESY3_g31448_DN3_SP3_c0.t1	jg24635
OG0017660	ESY3_g31418_DN3_SP0_c0.t1	jg24667
OG0017661	ESY3_g31388_DN3_SP1_c0.t1	jg24688, jg24276
OG0017662	ESY3_g31382_DN3_SP8_c5.t1	jg24694
OG0017663	ESY3_g30698_DN3_SP8_c13.t1	jg24727
OG0017664	ESY6_g49337_DN3_SP2_c0.t1	jg5878
OG0017665	ESY3_g30729_DN3_SP1_c0.t1	jg24747
OG0017666	ESY3_g30737_DN3_SP7_c0.t1	jg24756
OG0017667	ESY3_g30741_DN3_SP0_c0.t1	jg24759
OG0017668	ESY3_g30797_DN3_SP0_c0.t1	jg24792
OG0017670	ESY3_g30809_DN2_SP0_c33.t1	jg24800
OG0017671	ESY6_g49102_DN3_SP0_c0.t1, ESY2_g34413_DN3_SP0_c0.t1	jg27074
OG0017672	ESY3_g30956_DN3_SP8_c0.t1	jg24881
OG0017673	ESY3_g30969_DN3_SP8_c0.t1	jg24892
OG0017674	ESY3_g30981_DN3_SP1_c0.t1	jg24900
OG0017675	ESY3_g30989_DN3_SP0_c0.t1	jg24905
OG0017676	ESY6_g49316_DN3_SP4_c0.t1	jg24934
OG0017678	ESY3_g31055_DN3_SP5_c0.t1	jg24956
OG0017679	ESY3_g31057_DN3_SP0_c0.t1	jg24958
OG0017680	ESY3_g31079_DN3_SP7_c0.t1	jg24973
OG0017681	ESY6_g49537_DN3_SP7_c0.t1	jg25002
OG0017682	ESY3_g31160_DN3_SP0_c0.t1	jg25025
OG0017684	ESY3_g30080_DN3_SP4_c14.t1	jg25208
OG0017685	ESY3_g30085_DN3_SP0_c0.t1	jg25212
OG0017686	ESY3_g30117_DN3_SP0_c0.t1	jg25237
OG0017687	ESY3_g30168_DN3_SP7_c0.t1	jg25287
OG0017688	ESY3_g30192_DN3_SP8_c0.t1	jg25809, jg25310
OG0017689	ESY3_g30233_DN3_SP4_c0.t1	jg25339
OG0017690	ESY3_g30255_DN3_SP0_c0.t1	jg25361
OG0017692	ESY3_g30272_DN3_SP0_c0.t1	jg25373
OG0017694	ESY3_g30336_DN3_SP0_c0.t1	jg25417
OG0017696	ESY3_g30434_DN3_SP8_c0.t1	jg25472
OG0017697	ESY3_g30437_DN3_SP0_c0.t1	jg25473
OG0017698	ESY11_g53218_DN3_SP0_c0.t1	jg27395
OG0017699	ESY3_g30518_DN3_SP0_c0.t1	jg25525
OG0017702	ESY3_g30533_DN3_SP8_c6.t1	jg25539
OG0017703	ESY3_g30552_DN2_SP0_c0.t1, ESY3_g30549_DN2_SP0_c0.t1	jg25560
OG0017704	ESY3_g30568_DN3_SP0_c0.t1	jg25571, jg14287
OG0017705	ESY3_g30600_DN3_SP0_c0.t1	jg25604
OG0017706	ESY3_g30607_DN3_SP0_c0.t1	jg25608
OG0017707	ESY3_g29998_DN3_SP0_c0.t1	jg25661
OG0017708	ESY3_g29982_DN3_SP8_c0.t1	jg25680
OG0017709	ESY3_g29900_DN3_SP4_c15.t1	jg25746
OG0017711	ESY3_g29789_DN3_SP8_c0.t1	jg25861
OG0017712	ESY3_g29741_DN3_SP2_c0.t1	jg25903
OG0017713	ESY4_g25488_DN2_SP0_c0.t1	jg9849
OG0017714	ESY3_g29630_DN1_SP0_c0.t1	jg26003
OG0017715	ESY3_g29382_DN2_SP0_c0.t1	jg26117
OG0017716	ESY3_g29375_DN3_SP8_c0.t1	jg26120
OG0017717	ESY3_g29374_DN3_SP0_c5.t1	jg26121
OG0017718	ESY5_g4969_DN3_SP8_c0.t1	jg28783
OG0017719	ESY3_g29357_DN3_SP0_c0.t1	jg26127
OG0017720	ESY17_g38901_DN3_SP7_p0.t1	jg11911
OG0017721	ESY3_g29171_DN3_SP8_c0.t1	jg26248
OG0017722	ESY6_g46901_DN3_SP0_c0.t1	jg21984
OG0017723	ESY8_g60536_DN3_SP0_c0.t1	jg12565
OG0017724	ESY8_g60597_DN3_SP3_c0.t1	jg12557
OG0017725	ESY7_g17829_DN3_SP0_c0.t1	jg12531
OG0017726	ESY8_g60831_DN3_SP7_c0.t1	jg12506
OG0017727	ESY8_g61047_DN3_SP0_c0.t1	jg12379
OG0017728	ESY8_g61066_DN3_SP8_c0.t1	jg12378
OG0017729	ESY8_g61345_DN3_SP8_c0.t1	jg12235
OG0017730	ESY8_g61348_DN3_SP1_c0.t1	jg12233
OG0017731	ESY8_g61354_DN3_SP5_c0.t1	jg12232
OG0017732	ESY17_g40312_DN2_SP0_c0.t1	jg12208
OG0017733	ESY17_g40165_DN3_SP1_c0.t1	jg12144
OG0017734	ESY17_g40071_DN3_SP0_c0.t1	jg12052
OG0017736	ESY3_g28550_DN1_SP0_c0.t1	jg26571
OG0017737	ESY3_g28584_DN3_SP0_c0.t1	jg26561
OG0017738	ESY3_g28665_DN2_SP0_c0.t1	jg26536
OG0017739	ESY3_g28792_DN3_SP0_c47.t1	jg26476
OG0017742	ESY3_g28941_DN3_SP0_c0.t1	jg26424
OG0017744	ESY3_g29064_DN3_SP0_c0.t1	jg26337
OG0017745	ESY3_g29087_DN3_SP8_c0.t1	jg26319
OG0017746	ESY4_g24516_DN2_SP0_c0.t1	jg9398
OG0017747	ESY9_g43241_DN3_SP0_c0.t1	jg9399
OG0017748	ESY4_g24505_DN3_SP0_c0.t1	jg9402
OG0017749	ESY4_g24504_DN3_SP0_c0.t1	jg9403
OG0017750	ESY5_g4655_DN1_SP0_c0.t1	jg9415
OG0017752	ESY6_g49434_DN3_SP2_c0.t1	jg23133
OG0017753	ESY2_g35249_DN3_SP8_c0.t1	jg2086
OG0017754	ESY2_g35319_DN3_SP8_c0.t1	jg1965
OG0017755	ESY2_g35327_DN3_SP1_c0.t1	jg1947
OG0017756	ESY2_g34355_DN2_SP2_c0.t1	jg1795
OG0017757	ESY2_g34373_DN3_SP0_c0.t1	jg1854
OG0017758	ESY2_g34374_DN3_SP8_c0.t1	jg1857
OG0017759	ESY2_g34385_DN3_SP4_c16.t1	jg1906
OG0017761	ESY2_g34280_DN2_SP0_c0.t1	jg1539
OG0017762	ESY2_g34279_DN3_SP0_c0.t1	jg1538
OG0017763	ESY2_g34252_DN3_SP5_c0.t1	jg1506
OG0017764	ESY2_g34243_DN3_SP0_c0.t1	jg1492
OG0017766	ESY7_g16941_DN1_SP6_c0.t1	jg5743
OG0017767	ESY7_g17019_DN3_SP8_c0.t1	jg5703
OG0017768	ESY7_g17065_DN3_SP8_c0.t1	jg5668
OG0017769	ESY10_g15870_DN3_SP0_c0.t1	jg21604
OG0017770	ESY10_g15816_DN3_SP3_c0.t1	jg6808
OG0017771	ESY15_g64784_DN3_SP8_c0.t1	jg21383
OG0017773	ESY1_g10336_DN3_SP4_c0.t1	jg15125
OG0017774	ESY1_g10310_DN3_SP1_c0.t1	jg15111
OG0017776	ESY1_g10129_DN3_SP0_c0.t1	jg15006
OG0017777	ESY5_g5577_DN3_SP6_c0.t1	jg28400
OG0017778	ESY2_g37367_DN3_SP6_c0.t1	jg28406
OG0017779	ESY5_g5560_DN3_SP0_c0.t1	jg28414
OG0017780	ESY5_g5536_DN3_SP0_c0.t1	jg28436
OG0017781	ESY5_g5527_DN3_SP0_c0.t1	jg28444
OG0017782	ESY5_g5522_DN3_SP8_c0.t1	jg28448
OG0017783	ESY15_g65036_DN3_SP1_c0.t1	jg21614
OG0017784	ESY5_g5379_DN3_SP3_c0.t1	jg28540
OG0017785	ESY5_g5349_DN3_SP0_c0.t1	jg28545
OG0017787	ESY5_g5181_DN3_SP0_c0.t1	jg28647
OG0017788	ESY5_g5126_DN3_SP8_c0.t1	jg28683
OG0017789	ESY5_g5085_DN3_SP2_c0.t1	jg28718
OG0017790	ESY5_g5084_DN3_SP0_c0.t1	jg28719
OG0017791	ESY5_g5068_DN3_SP0_c0.t1	jg28728
OG0017792	ESY5_g5065_DN3_SP0_c0.t1	jg28731
OG0017793	ESY5_g5057_DN3_SP8_c0.t1	jg28737
OG0017795	ESY5_g4933_DN3_SP0_c13.t1	jg28805
OG0017796	ESY5_g4898_DN3_SP1_c0.t1	jg28829
OG0017797	ESY5_g4874_DN3_SP0_c0.t1	jg28847
OG0017800	ESY5_g4825_DN3_SP3_c0.t1	jg28877
OG0017801	ESY5_g4795_DN3_SP0_c0.t1	jg28899
OG0017802	ESY5_g4776_DN3_SP0_c0.t1	jg28914
OG0017803	ESY5_g4752_DN1_SP0_c0.t1	jg28932
OG0017805	ESY5_g4723_DN2_SP0_c0.t1	jg28953
OG0017807	ESY5_g4698_DN3_SP0_c0.t1	jg28975
OG0017808	ESY5_g4689_DN3_SP4_c0.t1	jg28985
OG0017811	ESY5_g4548_DN3_SP0_c34.t1	jg29086
OG0017812	ESY5_g4470_DN3_SP7_c0.t1	jg29125
OG0017813	ESY5_g4460_DN3_SP1_c0.t1	jg29143
OG0017814	ESY5_g4456_DN3_SP7_c0.t1	jg29145
OG0017815	ESY5_g3128_DN3_SP0_c0.t1	jg29197
OG0017817	ESY5_g3142_DN3_SP3_c0.t1	jg29208
OG0017818	ESY5_g3151_DN3_SP0_c0.t1	jg29216
OG0017819	ESY5_g3247_DN3_SP8_c0.t1	jg29270
OG0017821	ESY5_g3275_DN3_SP5_c0.t1	jg29290
OG0017822	ESY5_g3277_DN3_SP7_c0.t1	jg29292
OG0017823	ESY5_g3286_DN3_SP0_c0.t1	jg29298
OG0017824	ESY5_g3295_DN3_SP3_c0.t1	jg29301
OG0017825	ESY5_g3299_DN3_SP0_c0.t1	jg29307
OG0017826	ESY5_g3370_DN2_SP0_c8.t1	jg29356
OG0017827	ESY5_g3428_DN3_SP5_c0.t1	jg29395
OG0017828	ESY5_g3457_DN3_SP8_c0.t1	jg29415
OG0017829	ESY5_g3441_DN3_SP8_c0.t1	jg29424
OG0017830	ESY5_g3538_DN3_SP8_c0.t1	jg29479
OG0017831	ESY5_g3543_DN3_SP0_c0.t1	jg29483
OG0017832	ESY5_g3549_DN3_SP8_c15.t1	jg29488
OG0017833	ESY5_g3552_DN3_SP7_c0.t1	jg29491
OG0017834	ESY5_g3577_DN3_SP6_c0.t1	jg29507
OG0017835	ESY5_g3660_DN2_SP0_c0.t1	jg29561
OG0017836	ESY5_g3674_DN3_SP0_c0.t1	jg29585
OG0017837	ESY5_g3700_DN3_SP6_c0.t1	jg29604
OG0017838	ESY5_g3748_DN3_SP8_c0.t1	jg29639
OG0017839	ESY5_g3871_DN3_SP6_c0.t1	jg29745
OG0017841	ESY8_g59392_DN2_SP0_c0.t1	jg17026, jg17025
OG0017842	ESY5_g2677_DN3_SP0_c21.t1	jg29826
OG0017843	ESY5_g2684_DN3_SP0_c0.t1	jg29830
OG0017844	ESY5_g2708_DN3_SP8_c0.t1	jg29844
OG0017845	ESY5_g2736_DN3_SP0_c0.t1	jg29874
OG0017846	ESY5_g2760_DN3_SP0_c0.t1	jg29888
OG0017847	ESY5_g2768_DN3_SP5_c0.t1	jg29893
OG0017848	ESY5_g2792_DN3_SP2_c0.t1	jg29914
OG0017849	ESY5_g2835_DN3_SP0_c0.t1	jg29950
OG0017850	ESY5_g2902_DN3_SP0_c0.t1	jg30015
OG0017851	ESY5_g2935_DN3_SP0_c0.t1	jg30041
OG0017853	ESY5_g3000_DN3_SP5_c0.t1	jg30089
OG0017855	ESY5_g3034_DN3_SP5_c0.t1	jg30114
OG0017856	ESY5_g4376_DN3_SP0_c0.t1	jg30224
OG0017857	ESY5_g4348_DN3_SP7_c18.t1	jg30247
OG0017858	ESY5_g4330_DN3_SP7_c0.t1	jg30262
OG0017861	ESY5_g4258_DN3_SP8_c19.t1, ESY1_g11810_DN2_SP0_c0.t1	jg30316
OG0017862	ESY5_g4216_DN3_SP0_c0.t1	jg30355
OG0017863	ESY5_g4214_DN3_SP0_c0.t1	jg30358
OG0017864	ESY5_g4195_DN3_SP5_c0.t1	jg30372
OG0017865	ESY5_g4189_DN3_SP4_c0.t1	jg30378
OG0017866	ESY5_g4185_DN3_SP0_c0.t1	jg30382
OG0017867	ESY5_g4188_DN3_SP6_c0.t1	jg30379
OG0017868	ESY5_g4164_DN3_SP0_c0.t1	jg30393
OG0017869	ESY5_g4122_DN3_SP2_c0.t1	jg30429
OG0017871	ESY5_g4050_DN3_SP5_c11.t1	jg30484
OG0017872	ESY5_g4034_DN3_SP2_c0.t1	jg30499
OG0017873	ESY17_g39834_DN3_SP0_c0.t1	jg11963
OG0017875	ESY5_g3893_DN3_SP2_c8.t1	jg30638
OG0017876	ESY5_g2455_DN2_SP0_c0.t1	jg30698
OG0017877	ESY5_g2410_DN3_SP0_c0.t1	jg30718
OG0017878	ESY5_g2405_DN3_SP1_c0.t1	jg30723
OG0017879	ESY5_g2403_DN2_SP0_c0.t1	jg30725
OG0017880	ESY5_g2393_DN3_SP8_c0.t1	jg30733
OG0017883	ESY5_g2297_DN2_SP0_c0.t1	jg30808
OG0017884	ESY5_g2254_DN2_SP0_c0.t1	jg30820
OG0017885	ESY12_g51599_DN2_SP0_c0.t1	jg30823
OG0017886	ESY5_g2224_DN3_SP0_c0.t1	jg30835
OG0017887	ESY5_g2227_DN3_SP0_c0.t1	jg31940
OG0017888	ESY5_g2207_DN3_SP0_c0.t1	jg30839
OG0017890	ESY2_g35721_DN3_SP8_c0.t1	jg2801
OG0017891	ESY2_g35710_DN3_SP3_c0.t1	jg2792
OG0017892	ESY2_g35665_DN3_SP0_c0.t1	jg2764
OG0017893	ESY2_g35656_DN3_SP8_c0.t1	jg2746
OG0017895	ESY2_g35626_DN3_SP0_c0.t1	jg2715
OG0017896	ESY2_g35622_DN3_SP3_c0.t1	jg30871
OG0017897	ESY2_g35609_DN3_SP8_c0.t1	jg2696
OG0017898	ESY2_g35600_DN3_SP0_c27.t1	jg2689
OG0017901	ESY2_g35585_DN3_SP7_c0.t1	jg2677
OG0017902	ESY2_g35560_DN3_SP0_c0.t1, ESY2_g35564_DN2_SP0_c0.t1	jg2657
OG0017903	ESY23_g523_DN3_SP8_c0.t1	jg31941
OG0017904	ESY14_g19723_DN3_SP0_c0.t1	jg31955
OG0017906	ESY14_g19794_DN3_SP1_c0.t1	jg31976
OG0017907	ESY8_g60062_DN3_SP0_c0.t1	jg12783
OG0017908	ESY8_g60530_DN2_SP0_c0.t1	jg12567
OG0017909	ESY2_g33678_DN3_SP0_c0.t1, ESY2_g33677_DN3_SP0_c0.t1	jg680
OG0017910	ESY2_g33686_DN3_SP0_c0.t1	jg688
OG0017911	ESY2_g33693_DN3_SP8_c0.t1	jg692
OG0017912	ESY2_g33704_DN3_SP0_c0.t1	jg696
OG0017914	ESY2_g33729_DN3_SP3_c0.t1	jg707
OG0017915	ESY2_g33754_DN2_SP8_c0.t1	jg729
OG0017918	ESY2_g33903_DN3_SP4_c0.t1	jg869
OG0017919	ESY2_g33914_DN3_SP4_c0.t1	jg880
OG0017920	ESY2_g33917_DN3_SP6_c0.t1	jg884
OG0017922	ESY2_g33983_DN3_SP0_c0.t1	jg957
OG0017923	ESY2_g33987_DN3_SP7_c0.t1	jg960
OG0017924	ESY2_g35329_DN3_SP0_c0.t1	jg1941, jg1943
OG0017925	ESY2_g34075_DN3_SP0_c0.t1	jg1106
OG0017926	ESY2_g34086_DN3_SP8_c0.t1	jg1137
OG0017927	ESY2_g34112_DN3_SP5_c0.t1	jg1194
OG0017928	ESY2_g34176_DN3_SP3_c0.t1	jg1349
OG0017929	ESY2_g35330_DN3_SP2_c0.t1	jg1938
OG0017930	ESY2_g34201_DN3_SP0_c0.t1	jg1407
OG0017931	ESY2_g34210_DN3_SP0_c0.t1	jg1423
OG0017932	ESY2_g33333_DN3_SP0_c0.t1, ESY7_g16120_DN2_SP0_c0.t1	jg428
OG0017934	ESY3_g29216_DN3_SP0_c0.t1	jg27488
OG0017935	ESY2_g33246_DN3_SP0_c0.t1	jg358
OG0017936	ESY10_g15033_DN3_SP0_c0.t1	jg20400
OG0017937	ESY10_g15030_DN3_SP0_c0.t1	jg20399
OG0017938	ESY10_g14983_DN3_SP0_c0.t1	jg20390
OG0017939	ESY10_g14930_DN3_SP0_c0.t1	jg20369
OG0017940	ESY10_g14761_DN3_SP0_c0.t1	jg20274
OG0017941	ESY11_g54977_DN3_SP2_c0.t1	jg31268
OG0017942	ESY7_g16600_DN3_SP0_c0.t1	jg20705
OG0017943	ESY7_g16544_DN3_SP3_c0.t1	jg20762
OG0017944	ESY7_g16514_DN3_SP7_c0.t1	jg7803
OG0017945	ESY7_g16456_DN3_SP0_c0.t1	jg7781
OG0017946	ESY4_g24326_DN3_SP8_c0.t1	jg9504
OG0017948	ESY4_g24429_DN3_SP8_c0.t1	jg9438
OG0017949	ESY4_g24431_DN3_SP0_c0.t1	jg9437
OG0017950	ESY2_g38366_DN3_SP2_c0.t1	jg11027
OG0017951	ESY2_g38361_DN3_SP0_c0.t1	jg11023
OG0017952	ESY5_g3503_DN3_SP0_c0.t1	jg32483
OG0017954	ESY2_g38037_DN3_SP8_c0.t1	jg32910
OG0017955	ESY2_g37997_DN3_SP0_c0.t1	jg32928
OG0017956	ESY2_g38004_DN3_SP4_c0.t1	jg32926
OG0017957	ESY2_g37958_DN3_SP8_c0.t1	jg32946
OG0017958	ESY2_g37877_DN3_SP7_c0.t1	jg32973
OG0017959	ESY2_g37856_DN3_SP1_c13.t1	jg32981
OG0017960	ESY2_g35966_DN3_SP5_c0.t1	jg3151
OG0017961	ESY5_g4100_DN3_SP8_c0.t1	jg8279
