Orthogroup	Euclidium_syriacum	Raphanus_sativus
OG0011589	ESY3_g30796_DN3_SP0_c0.t1	XP_018432761.1
OG0011590	ESY3_g30818_DN3_SP3_c0.t1	XP_018486962.1
OG0011591	ESY3_g31006_DN3_SP1_c0.t1	XP_018437799.1
OG0011592	ESY3_g30913_DN3_SP8_c0.t1	XP_018491676.1, XP_018493020.1
OG0011593	ESY3_g30932_DN3_SP2_c0.t1	XP_018489005.1
OG0011594	ESY3_g30939_DN3_SP0_c0.t1, ESY3_g30940_DN3_SP5_c0.t1	XP_018492874.1
OG0011595	ESY3_g30970_DN3_SP0_c0.t1	XP_018432648.1
OG0011596	ESY3_g31002_DN3_SP0_c0.t1	XP_018489656.1, XP_018490489.1, XP_018486915.1, XP_018467411.1
OG0011597	ESY3_g31007_DN3_SP0_c0.t1	XP_018488651.1
OG0011598	ESY3_g31027_DN2_SP0_c0.t1	XP_018490549.1
OG0011599	ESY3_g31045_DN3_SP3_c0.t1	XP_018435039.1, XP_018433062.1
OG0011600	ESY3_g31059_DN3_SP7_c0.t1	XP_018487353.1
OG0011601	ESY3_g31070_DN3_SP5_c2.t1	XP_018489223.1, XP_018432694.1
OG0011602	ESY3_g31089_DN3_SP0_c0.t1, ESY3_g31091_DN1_SP0_c0.t1	XP_018439459.1, XP_018442026.1
OG0011603	ESY3_g31137_DN3_SP0_c4.t1	XP_018489637.1
OG0011604	ESY3_g31147_DN3_SP0_c0.t1	XP_018488919.1
OG0011605	ESY3_g31184_DN3_SP4_c0.t1	XP_018486307.1
OG0011606	ESY3_g31206_DN3_SP0_c0.t1	XP_018489770.1, XP_018488522.1
OG0011608	ESY3_g31267_DN3_SP0_c0.t1	XP_018437220.1, XP_018462120.1
OG0011609	ESY3_g31291_DN3_SP7_c7.t1	XP_018492870.1
OG0011610	ESY3_g31302_DN3_SP8_c0.t1	XP_018489791.1, XP_018489940.1
OG0011611	ESY3_g31300_DN3_SP0_c0.t1, ESY1_g10343_DN3_SP0_c0.t1, ESY3_g31299_DN3_SP0_c0.t1	XP_018435350.1
OG0011612	ESY3_g31329_DN3_SP0_c0.t1	XP_018440606.1, XP_018491059.1
OG0011613	ESY3_g31348_DN3_SP8_c0.t1	XP_018485564.1, XP_018437457.1
OG0011614	ESY3_g31337_DN3_SP2_c0.t1	XP_018441955.1
OG0011615	ESY3_g30022_DN3_SP0_c0.t1	XP_018440816.1
OG0011616	ESY3_g30064_DN3_SP2_c0.t1, ESY11_g52832_DN1_SP0_c0.t1, ESY11_g52833_DN3_SP0_c0.t1	XP_018490592.1
OG0011617	ESY3_g30074_DN3_SP6_c0.t1	XP_018441087.1
OG0011618	ESY3_g30093_DN3_SP0_c0.t1	XP_018491303.1, XP_018463311.1
OG0011619	ESY3_g30107_DN3_SP3_c0.t1	XP_018437184.1, XP_018489825.1
OG0011620	ESY3_g30134_DN3_SP0_c0.t1	XP_018492762.1
OG0011621	ESY3_g30165_DN3_SP0_c0.t1	XP_018435366.1, XP_018490268.1
OG0011622	ESY3_g30169_DN3_SP0_c0.t1	XP_018489112.1, XP_018468457.1, XP_018489124.1
OG0011623	ESY3_g30177_DN3_SP6_c16.t1	XP_018439428.1
OG0011624	ESY3_g30180_DN3_SP0_c3.t1, ESY9_g45267_DN2_SP0_c0.t1	XP_018439425.1
OG0011625	ESY3_g30286_DN3_SP7_c0.t1	XP_018459550.1, XP_018488529.1
OG0011626	ESY2_g35519_DN3_SP0_c0.t1	XP_018443015.1
OG0011627	ESY3_g30314_DN3_SP0_c0.t1	XP_018463104.1, XP_018464075.1
OG0011628	ESY3_g30348_DN3_SP0_c0.t1	XP_018490355.1
OG0011629	ESY3_g30381_DN3_SP0_c0.t1	XP_018440435.1
OG0011630	ESY3_g30406_DN3_SP0_c0.t1	XP_018489359.1, XP_018467112.1
OG0011631	ESY3_g30433_DN3_SP0_c24.t1	XP_018437817.1, XP_018488705.1
OG0011632	ESY3_g30450_DN3_SP8_c0.t1	XP_018440258.1
OG0011633	ESY3_g30503_DN3_SP6_c0.t1	XP_018486544.1, XP_018486539.1
OG0011634	ESY3_g30510_DN3_SP0_c0.t1	XP_018493513.1, XP_018493530.1
OG0011635	ESY3_g30521_DN3_SP0_c0.t1	XP_018489337.1
OG0011636	ESY3_g30531_DN2_SP0_c0.t1	XP_018493238.1, XP_018492259.1
OG0011637	ESY3_g30554_DN3_SP7_c0.t1	XP_018439752.1
OG0011638	ESY3_g30592_DN3_SP8_c9.t1	XP_018442024.1, XP_018441998.1, XP_018492895.1
OG0011639	ESY3_g30634_DN2_SP1_c0.t1	XP_018463721.1, XP_018434959.1, XP_018488599.1
OG0011640	ESY3_g30636_DN3_SP3_c0.t1	XP_018434945.1, XP_018489174.1
OG0011641	ESY3_g30641_DN3_SP0_c0.t1	XP_018435419.1
OG0011642	ESY3_g30011_DN3_SP0_c0.t1	XP_018489540.1
OG0011643	ESY3_g29988_DN3_SP1_c0.t1	XP_018485488.1
OG0011644	ESY3_g29966_DN3_SP8_c0.t1	XP_018490243.1
OG0011645	ESY3_g29889_DN3_SP1_c0.t1	XP_018441079.1
OG0011646	ESY3_g29881_DN3_SP0_c0.t1	XP_018491787.1, XP_018436900.1
OG0011647	ESY3_g29772_DN3_SP0_c0.t1	XP_018440971.1, XP_018489813.1
OG0011648	ESY3_g29734_DN3_SP8_c0.t1	XP_018485942.1, XP_018434392.1
OG0011649	ESY3_g29704_DN3_SP5_c0.t1	XP_018485895.1
OG0011650	ESY3_g29698_DN3_SP0_c0.t1	XP_018441107.1
OG0011651	ESY3_g29694_DN3_SP0_c0.t1	XP_018490131.1
OG0011652	ESY3_g29682_DN3_SP0_c0.t1	XP_018438590.1
OG0011653	ESY3_g29679_DN3_SP5_c0.t1	XP_018492386.1
OG0011654	ESY3_g29664_DN3_SP6_c0.t1	XP_018486175.1, XP_018486182.1
OG0011655	ESY3_g29639_DN3_SP0_c0.t1	XP_018488878.1
OG0011656	ESY3_g29629_DN3_SP0_c0.t1	XP_018490955.1, XP_018491765.1
OG0011658	ESY10_g14630_DN3_SP0_c0.t1	XP_018457190.1
OG0011659	ESY3_g29556_DN2_SP0_c0.t1	XP_018486301.1, XP_018492513.1
OG0011660	ESY3_g29555_DN3_SP8_c0.t1	XP_018488515.1
OG0011661	ESY20_g13250_DN3_SP0_c0.t1, ESY11_g54748_DN3_SP0_c0.t1, ESY3_g29480_DN3_SP0_c0.t1	XP_018454608.1
OG0011662	ESY3_g29431_DN3_SP8_c0.t1	XP_018466767.1, XP_018441157.1, XP_018493458.1
OG0011663	ESY3_g29421_DN2_SP6_c0.t1	XP_018437209.1
OG0011664	ESY3_g29383_DN3_SP8_c0.t1	XP_018441535.1, XP_018487277.1
OG0011665	ESY3_g29325_DN3_SP4_c17.t1	XP_018433781.1, XP_018486233.1
OG0011666	ESY3_g29241_DN3_SP8_c0.t1	XP_018490780.1
OG0011667	ESY3_g29237_DN3_SP6_c0.t1	XP_018486872.1, XP_018486423.1
OG0011669	ESY3_g29108_DN3_SP8_c0.t1	XP_018459591.1
OG0011670	ESY3_g29095_DN3_SP5_c0.t1	XP_018459588.1
OG0011671	ESY6_g47098_DN3_SP0_c0.t1	XP_018454646.1, XP_018454573.1
OG0011673	ESY8_g60786_DN3_SP0_c0.t1	XP_018466045.1, XP_018478783.1
OG0011674	ESY8_g60816_DN3_SP4_c0.t1	XP_018483413.1, XP_018483406.1
OG0011675	ESY8_g60821_DN3_SP0_c0.t1	XP_018458376.1
OG0011676	ESY8_g60832_DN3_SP8_c0.t1	XP_018458375.1
OG0011677	ESY8_g60951_DN3_SP1_c0.t1	XP_018481350.1, XP_018481362.1, XP_018478334.1
OG0011678	ESY8_g60956_DN3_SP0_c0.t1	XP_018484743.1
OG0011679	ESY8_g60984_DN3_SP0_c0.t1	XP_018464365.1, XP_018467264.1
OG0011681	ESY8_g61039_DN3_SP0_c0.t1	XP_018484038.1
OG0011682	ESY8_g61314_DN3_SP2_c0.t1	XP_018483198.1, XP_018485269.1
OG0011683	ESY17_g40202_DN3_SP8_c0.t1	XP_018483883.1, XP_018483882.1
OG0011684	ESY17_g40147_DN3_SP0_c0.t1	XP_018477093.1
OG0011685	ESY17_g40160_DN3_SP0_c0.t1	XP_018477611.1
OG0011686	ESY15_g64860_DN3_SP0_c0.t1	XP_018437439.1, XP_018454977.1
OG0011687	ESY3_g28279_DN3_SP0_c0.t1	XP_018463280.1, XP_018486238.1
OG0011688	ESY3_g28365_DN3_SP2_c0.t1	XP_018466881.1, XP_018434003.1, XP_018493572.1
OG0011689	ESY3_g28373_DN3_SP0_c0.t1	XP_018485552.1
OG0011690	ESY3_g28558_DN3_SP0_c0.t1	XP_018433039.1, XP_018486282.1
OG0011691	ESY3_g28565_DN3_SP0_c0.t1	XP_018489375.1
OG0011692	ESY11_g53742_DN3_SP0_c0.t1	XP_018485982.1, XP_018441015.1
OG0011693	ESY3_g28626_DN3_SP0_c0.t1	XP_018433662.1
OG0011694	ESY3_g28660_DN1_SP0_c0.t1	XP_018491928.1
OG0011696	ESY3_g28712_DN3_SP0_c0.t1	XP_018463969.1, XP_018434419.1, XP_018434435.1
OG0011697	ESY8_g59914_DN2_SP0_c0.t1	XP_018489596.1
OG0011698	ESY3_g28795_DN3_SP6_c0.t1	XP_018491951.1
OG0011699	ESY3_g31373_DN2_SP0_c0.t1, ESY2_g35246_DN3_SP0_c0.t1	XP_018444254.1
OG0011700	ESY3_g28887_DN3_SP8_c0.t1	XP_018487119.1, XP_018486484.1, XP_018465170.1
OG0011701	ESY3_g28917_DN3_SP1_c0.t1	XP_018485431.1
OG0011702	ESY3_g28972_DN3_SP0_c0.t1	XP_018439027.1, XP_018433101.1
OG0011703	ESY3_g28996_DN3_SP3_c0.t1	XP_018432645.1
OG0011704	ESY3_g29003_DN3_SP1_c0.t1	XP_018487108.1, XP_018487106.1
OG0011705	ESY6_g48549_DN2_SP0_c0.t1	XP_018447154.1
OG0011706	ESY4_g24610_DN3_SP7_c0.t1	XP_018480750.1
OG0011707	ESY4_g24566_DN3_SP0_c0.t1	XP_018458033.1, XP_018470238.1
OG0011708	ESY4_g24524_DN3_SP0_c0.t1	XP_018471442.1, XP_018471443.1
OG0011709	ESY4_g24444_DN2_SP0_c0.t1	XP_018480440.1, XP_018457243.1
OG0011710	ESY2_g35234_DN3_SP2_c0.t1	XP_018445026.1, XP_018459510.1
OG0011711	ESY2_g35239_DN3_SP8_c0.t1	XP_018463468.1, XP_018446898.1
OG0011712	ESY2_g35287_DN3_SP7_c0.t1	XP_018443471.1, XP_018461881.1, XP_018462407.1
OG0011713	ESY2_g35286_DN3_SP8_c0.t1	XP_018489208.1, XP_018446050.1
OG0011714	ESY2_g34347_DN3_SP1_c0.t1	XP_018446323.1, XP_018448879.1
OG0011715	ESY2_g34383_DN3_SP8_c0.t1	XP_018446396.1
OG0011716	ESY2_g34288_DN3_SP7_c0.t1	XP_018456556.1
OG0011717	ESY2_g34263_DN3_SP0_c5.t1, ESY2_g34269_DN3_SP2_c0.t1	XP_018454423.1
OG0011718	ESY2_g34245_DN2_SP0_c0.t1	XP_018459918.1
OG0011719	ESY2_g34241_DN3_SP0_c0.t1	XP_018455659.1
OG0011720	ESY2_g34239_DN3_SP0_c0.t1	XP_018441425.1, XP_018461307.1
OG0011721	ESY7_g16918_DN3_SP8_c0.t1	XP_018445538.1
OG0011722	ESY7_g16974_DN3_SP6_c0.t1	XP_018445558.1, XP_018445556.1
OG0011724	ESY7_g17034_DN3_SP0_c0.t1	XP_018445061.1
OG0011725	ESY7_g17054_DN3_SP0_c0.t1	XP_018443107.1, XP_018443070.1
OG0011726	ESY10_g15788_DN3_SP3_c0.t1	XP_018483339.1
OG0011727	ESY10_g15842_DN3_SP7_c0.t1	XP_018437716.1, XP_018438540.1
OG0011728	ESY10_g15937_DN3_SP0_c0.t1	XP_018482993.1, XP_018434603.1
OG0011729	ESY15_g64500_DN3_SP8_c0.t1	XP_018434289.1
OG0011730	ESY1_g10391_DN3_SP0_c0.t1	XP_018482479.1, XP_018437573.1
OG0011731	ESY1_g10381_DN3_SP8_c0.t1	XP_018481274.1, XP_018484036.1
OG0011732	ESY1_g10335_DN3_SP0_c0.t1	XP_018458899.1
OG0011733	ESY1_g10327_DN3_SP1_c0.t1	XP_018440988.1, XP_018438816.1
OG0011734	ESY1_g10316_DN3_SP8_c0.t1	XP_018483175.1
OG0011735	ESY1_g10314_DN3_SP0_c0.t1	XP_018483173.1, XP_018433338.1
OG0011736	ESY1_g10311_DN3_SP0_c0.t1	XP_018437009.1, XP_018437029.1
OG0011737	ESY1_g10306_DN3_SP0_c0.t1	XP_018480324.1, XP_018480328.1
OG0011738	ESY1_g10259_DN3_SP1_c0.t1	XP_018433380.1, XP_018480941.1
OG0011739	ESY8_g59994_DN3_SP2_c0.t1	XP_018484444.1
OG0011740	ESY1_g10202_DN3_SP0_c0.t1	XP_018480815.1, XP_018480825.1
OG0011741	ESY2_g34575_DN1_SP0_c0.t1, ESY1_g10182_DN2_SP0_c0.t1	XP_018470675.1, XP_018481312.1
OG0011742	ESY1_g10168_DN3_SP0_c0.t1	XP_018468063.1
OG0011743	ESY1_g10167_DN1_SP0_c0.t1	XP_018468067.1
OG0011744	ESY5_g5578_DN2_SP7_c0.t1	XP_018433701.1
OG0011745	ESY5_g5572_DN3_SP8_c0.t1	XP_018493377.1
OG0011746	ESY5_g5545_DN3_SP0_c0.t1	XP_018492671.1
OG0011747	ESY5_g5529_DN3_SP7_c0.t1	XP_018487758.1, XP_018486480.1
OG0011748	ESY5_g5506_DN3_SP1_c0.t1	XP_018441792.1
OG0011749	ESY5_g5495_DN3_SP8_c0.t1	XP_018436138.1, XP_018432751.1
OG0011751	ESY5_g5493_DN3_SP3_c0.t1	XP_018492373.1
OG0011752	ESY5_g5487_DN3_SP8_c0.t1	XP_018487599.1, XP_018487546.1
OG0011753	ESY4_g25763_DN3_SP0_c0.t1	XP_018463397.1
OG0011754	ESY5_g5472_DN3_SP8_c5.t1	XP_018432999.1
OG0011755	ESY5_g5468_DN3_SP0_c0.t1	XP_018486968.1
OG0011756	ESY5_g5466_DN3_SP0_c0.t1	XP_018441162.1
OG0011757	ESY5_g5456_DN3_SP0_c0.t1	XP_018481967.1, XP_018462599.1
OG0011758	ESY5_g5429_DN3_SP0_c0.t1	XP_018492258.1
OG0011759	ESY5_g5360_DN2_SP0_c0.t1	XP_018447132.1, XP_018451189.1
OG0011760	ESY5_g5368_DN2_SP0_c0.t1	XP_018443129.1
OG0011761	ESY5_g5339_DN3_SP5_c0.t1	XP_018480619.1
OG0011762	ESY5_g5337_DN2_SP0_c0.t1	XP_018470835.1
OG0011763	ESY5_g5332_DN3_SP8_c0.t1	XP_018432745.1
OG0011764	ESY5_g5274_DN3_SP0_c0.t1	XP_018447967.1, XP_018466510.1
OG0011765	ESY5_g5249_DN3_SP4_c0.t1	XP_018493052.1, XP_018487895.1
OG0011766	ESY5_g5218_DN3_SP7_c0.t1	XP_018480967.1, XP_018483082.1
OG0011767	ESY5_g5108_DN3_SP8_c0.t1	XP_018467331.1, XP_018451311.1
OG0011768	ESY5_g5141_DN3_SP4_c0.t1	XP_018451711.1
OG0011770	ESY5_g5043_DN3_SP0_c0.t1	XP_018479647.1, XP_018479637.1, XP_018479627.1
OG0011771	ESY5_g5030_DN2_SP0_c0.t1	XP_018460734.1, XP_018479608.1
OG0011772	ESY5_g5013_DN3_SP2_c0.t1, ESY5_g5010_DN3_SP0_c0.t1	XP_018488128.1, XP_018488149.1
OG0011773	ESY5_g5005_DN3_SP7_c0.t1	XP_018493390.1, XP_018442369.1
OG0011774	ESY5_g5003_DN3_SP1_c0.t1	XP_018489662.1
OG0011775	ESY5_g4959_DN3_SP8_c0.t1	XP_018482604.1, XP_018447108.1
OG0011776	ESY5_g4934_DN3_SP8_c0.t1	XP_018450937.1
OG0011777	ESY5_g4932_DN3_SP8_c0.t1	XP_018441671.1, XP_018447453.1
OG0011778	ESY5_g4921_DN3_SP8_c0.t1	XP_018469140.1, XP_018439889.1
OG0011779	ESY5_g4822_DN3_SP0_c0.t1	XP_018468597.1
OG0011780	ESY5_g4813_DN3_SP0_c10.t1	XP_018471082.1, XP_018486741.1
OG0011781	ESY5_g4791_DN1_SP0_c0.t1	XP_018434658.1
OG0011782	ESY5_g4775_DN3_SP0_c9.t1, ESY5_g4773_DN3_SP0_c9.t1, ESY5_g4774_DN3_SP0_c13.t1	XP_018471342.1, XP_018447247.1, XP_018447260.1
OG0011783	ESY20_g12978_DN2_SP0_c0.t1, ESY5_g4757_DN3_SP6_c0.t1	XP_018466054.1
OG0011784	ESY5_g4740_DN3_SP8_c0.t1	XP_018489703.1, XP_018492142.1
OG0011785	ESY5_g4696_DN3_SP0_c0.t1	XP_018447160.1
OG0011786	ESY5_g4676_DN2_SP0_c0.t1, ESY5_g4678_DN3_SP0_c0.t1	XP_018487941.1, XP_018489271.1, XP_018471434.1
OG0011787	ESY5_g4672_DN3_SP0_c0.t1	XP_018442863.1, XP_018449072.1
OG0011788	ESY5_g4652_DN3_SP7_c0.t1	XP_018472527.1
OG0011789	ESY5_g4595_DN3_SP5_c0.t1	XP_018475918.1
OG0011790	ESY5_g4578_DN3_SP0_c0.t1	XP_018447632.1, XP_018450860.1
OG0011791	ESY15_g64987_DN3_SP8_c0.t1	XP_018465400.1, XP_018462060.1
OG0011792	ESY5_g4562_DN3_SP8_c0.t1	XP_018487506.1, XP_018493220.1
OG0011794	ESY5_g4483_DN3_SP1_c0.t1	XP_018465870.1, XP_018448206.1
OG0011795	ESY5_g4447_DN3_SP4_c0.t1	XP_018491560.1
OG0011796	ESY3_g27565_DN3_SP1_c0.t1	XP_018492297.1, XP_018492641.1
OG0011797	ESY5_g3071_DN3_SP7_c0.t1	XP_018434388.1
OG0011798	ESY5_g4920_DN3_SP0_c0.t1, ESY5_g3146_DN3_SP8_c0.t1	XP_018490620.1
OG0011799	ESY5_g3153_DN3_SP0_c0.t1	XP_018466588.1
OG0011800	ESY5_g3170_DN3_SP0_c0.t1	XP_018492397.1, XP_018441779.1
OG0011801	ESY6_g46730_DN3_SP8_c0.t1	XP_018452794.1
OG0011802	ESY5_g3191_DN3_SP8_c0.t1	XP_018447359.1, XP_018461722.1, XP_018485760.1
OG0011803	ESY5_g3201_DN3_SP7_c0.t1	XP_018450256.1
OG0011804	ESY5_g3204_DN3_SP1_c0.t1	XP_018493588.1
OG0011805	ESY5_g3218_DN3_SP3_c0.t1	XP_018432651.1, XP_018467360.1
OG0011806	ESY5_g3248_DN3_SP8_c0.t1	XP_018480631.1
OG0011807	ESY5_g3384_DN3_SP8_c0.t1	XP_018462757.1, XP_018487174.1
OG0011808	ESY5_g3267_DN3_SP0_c0.t1	XP_018448973.1, XP_018448969.1, XP_018448975.1, XP_018448979.1
OG0011809	ESY5_g3304_DN3_SP0_c0.t1	XP_018450059.1, XP_018437124.1
OG0011810	ESY5_g3318_DN3_SP0_c0.t1	XP_018471845.1, XP_018460010.1
OG0011811	ESY5_g3320_DN3_SP8_c8.t1	XP_018434076.1
OG0011812	ESY5_g3350_DN3_SP1_c0.t1, ESY5_g3354_DN3_SP0_c0.t1	XP_018460022.1, XP_018450848.1
OG0011813	ESY5_g3379_DN3_SP0_c0.t1	XP_018488458.1, XP_018433816.1
OG0011814	ESY5_g3410_DN3_SP0_c0.t1	XP_018492014.1
OG0011815	ESY5_g3493_DN3_SP0_c0.t1	XP_018437606.1
OG0011816	ESY16_g62335_DN3_SP7_c0.t1, ESY16_g62337_DN3_SP0_c0.t1	XP_018471334.1
OG0011817	ESY5_g3532_DN3_SP2_c0.t1	XP_018485650.1, XP_018440944.1
OG0011818	ESY5_g3566_DN3_SP0_c0.t1	XP_018491710.1, XP_018432992.1
OG0011820	ESY5_g3585_DN3_SP8_c0.t1	XP_018434753.1
OG0011821	ESY5_g3650_DN3_SP0_c0.t1	XP_018468227.1
OG0011822	ESY5_g3672_DN3_SP0_c0.t1	XP_018463285.1, XP_018463706.1
OG0011823	ESY5_g3722_DN3_SP8_c0.t1	XP_018449112.1, XP_018490207.1
OG0011824	ESY5_g3742_DN2_SP0_c0.t1	XP_018489847.1, XP_018439255.1
OG0011825	ESY5_g3743_DN3_SP8_c0.t1	XP_018449119.1, XP_018447719.1, XP_018462885.1
OG0011826	ESY5_g3757_DN2_SP0_c0.t1	XP_018486547.1
OG0011827	ESY5_g3760_DN3_SP0_c0.t1	XP_018447964.1, XP_018451602.1, XP_018447952.1
OG0011828	ESY5_g3762_DN3_SP3_c0.t1	XP_018486646.1
OG0011829	ESY5_g3782_DN3_SP8_c0.t1	XP_018474766.1
OG0011830	ESY5_g3794_DN3_SP8_c0.t1	XP_018447990.1, XP_018461387.1
OG0011831	ESY5_g3812_DN3_SP3_c0.t1	XP_018447274.1
OG0011832	ESY5_g3855_DN3_SP0_c0.t1	XP_018451813.1
OG0011833	ESY5_g3862_DN2_SP0_c0.t1	XP_018449823.1, XP_018488038.1
OG0011834	ESY5_g2606_DN2_SP0_c0.t1	XP_018441790.1, XP_018434970.1
OG0011835	ESY5_g2623_DN3_SP4_c0.t1	XP_018449911.1
OG0011836	ESY5_g2625_DN3_SP0_c0.t1	XP_018450101.1, XP_018450095.1, XP_018450097.1
OG0011837	ESY10_g14006_DN3_SP0_c0.t1, ESY5_g2632_DN3_SP7_c0.t1	XP_018467417.1
OG0011838	ESY5_g2667_DN3_SP0_c0.t1	XP_018486095.1, XP_018438549.1
OG0011840	ESY5_g2714_DN1_SP0_c0.t1, ESY5_g2712_DN2_SP0_c0.t1	XP_018442002.1
OG0011841	ESY5_g2722_DN3_SP0_c0.t1	XP_018481659.1, XP_018449420.1
OG0011842	ESY5_g2723_DN3_SP0_c0.t1	XP_018448091.1
OG0011843	ESY5_g2840_DN3_SP0_c0.t1	XP_018442699.1
OG0011844	ESY5_g2842_DN3_SP8_c0.t1	XP_018436903.1, XP_018469531.1
OG0011845	ESY5_g2846_DN3_SP1_c0.t1	XP_018438496.1, XP_018486302.1
OG0011846	ESY5_g2883_DN3_SP8_c0.t1	XP_018434992.1
OG0011847	ESY5_g2888_DN3_SP0_c0.t1	XP_018451287.1, XP_018486072.1
OG0011848	ESY5_g2891_DN3_SP0_c0.t1	XP_018479708.1
OG0011849	ESY5_g2933_DN2_SP0_c0.t1, ESY5_g2934_DN2_SP0_c0.t1	XP_018441564.1
OG0011850	ESY5_g2946_DN3_SP0_c0.t1	XP_018440325.1
OG0011851	ESY5_g2972_DN2_SP0_c0.t1	XP_018472494.1, XP_018439502.1
OG0011852	ESY5_g3007_DN3_SP2_c0.t1	XP_018435260.1
OG0011853	ESY5_g3038_DN3_SP2_c0.t1	XP_018433510.1
OG0011854	ESY5_g3048_DN3_SP0_c0.t1	XP_018437585.1, XP_018449854.1
OG0011855	ESY5_g4414_DN3_SP8_c0.t1	XP_018436964.1
OG0011856	ESY5_g4408_DN3_SP3_c0.t1	XP_018450163.1
OG0011857	ESY5_g4396_DN3_SP1_c0.t1	XP_018435906.1
OG0011858	ESY5_g4351_DN3_SP3_c0.t1	XP_018479436.1, XP_018451050.1
OG0011859	ESY5_g4349_DN3_SP8_c0.t1	XP_018436036.1
OG0011860	ESY5_g4333_DN3_SP0_c0.t1	XP_018489787.1, XP_018489778.1
OG0011861	ESY5_g4282_DN3_SP0_c0.t1	XP_018463199.1
OG0011862	ESY8_g58937_DN3_SP0_c8.t1, ESY5_g4271_DN3_SP0_c0.t1	XP_018450341.1
OG0011863	ESY5_g4268_DN3_SP6_c0.t1	XP_018473049.1, XP_018438119.1
OG0011864	ESY5_g4265_DN3_SP2_c0.t1	XP_018441763.1, XP_018432697.1
OG0011865	ESY5_g4259_DN3_SP0_c0.t1	XP_018432667.1, XP_018451632.1
OG0011866	ESY5_g4237_DN3_SP1_c0.t1	XP_018440633.1
OG0011867	ESY5_g4204_DN3_SP0_c0.t1	XP_018479348.1
OG0011868	ESY5_g4203_DN3_SP2_c0.t1	XP_018466733.1, XP_018435866.1
OG0011869	ESY5_g4158_DN3_SP8_c0.t1	XP_018474570.1
OG0011870	ESY5_g4092_DN3_SP7_c0.t1	XP_018468271.1
OG0011872	ESY5_g4056_DN2_SP0_c0.t1, ESY5_g4057_DN1_SP0_c0.t1, ESY2_g34412_DN3_SP0_c0.t1	XP_018436466.1
OG0011873	ESY5_g4049_DN3_SP4_c0.t1	XP_018432807.1, XP_018492816.1
OG0011874	ESY5_g4002_DN3_SP2_c0.t1	XP_018462559.1, XP_018467698.1, XP_018449498.1
OG0011875	ESY5_g3994_DN3_SP8_c0.t1	XP_018441093.1, XP_018447704.1
OG0011876	ESY5_g3987_DN3_SP8_c0.t1	XP_018437838.1, XP_018449593.1
OG0011877	ESY5_g3954_DN3_SP0_c0.t1	XP_018440922.1
OG0011878	ESY5_g3950_DN3_SP0_c0.t1	XP_018482538.1, XP_018436842.1
OG0011879	ESY5_g3946_DN3_SP0_c0.t1	XP_018448155.1
OG0011880	ESY5_g3933_DN3_SP8_c0.t1	XP_018492966.1
OG0011881	ESY5_g3931_DN3_SP3_c0.t1	XP_018447364.1
OG0011882	ESY2_g35334_DN3_SP0_c0.t1, ESY2_g35332_DN3_SP0_c0.t1	XP_018453081.1, XP_018453477.1
OG0011883	ESY5_g3915_DN3_SP0_c0.t1	XP_018451075.1
OG0011884	ESY5_g3914_DN3_SP0_c0.t1	XP_018440780.1, XP_018451614.1
OG0011885	ESY5_g3910_DN3_SP1_c0.t1	XP_018437675.1, XP_018450989.1
OG0011886	ESY5_g2409_DN3_SP8_c0.t1	XP_018451272.1, XP_018488676.1
OG0011887	ESY5_g2408_DN3_SP0_c0.t1	XP_018435966.1, XP_018488686.1
OG0011888	ESY5_g2239_DN3_SP2_c0.t1	XP_018441264.1
OG0011889	ESY16_g61470_DN3_SP0_c0.t1	XP_018471105.1
OG0011890	ESY5_g2221_DN3_SP8_c0.t1	XP_018464933.1
OG0011891	ESY8_g59525_DN3_SP0_c0.t1	XP_018437600.1, XP_018433016.1
OG0011892	ESY5_g2195_DN3_SP0_c0.t1	XP_018440604.1
OG0011893	ESY5_g2183_DN2_SP2_c0.t1	XP_018433448.1
OG0011894	ESY2_g35703_DN3_SP2_c0.t1	XP_018457906.1
OG0011895	ESY17_g39971_DN3_SP1_c0.t1	XP_018464100.1
OG0011896	ESY2_g35681_DN3_SP0_c0.t1	XP_018455497.1, XP_018469550.1
OG0011897	ESY21_g55309_DN3_SP6_c0.t1	XP_018482464.1, XP_018482463.1
OG0011898	ESY2_g35652_DN3_SP4_c0.t1	XP_018446472.1, XP_018446473.1
OG0011899	ESY2_g35634_DN3_SP4_c0.t1	XP_018457200.1
OG0011900	ESY2_g35629_DN3_SP0_c0.t1	XP_018461375.1, XP_018455225.1
OG0011901	ESY2_g35614_DN2_SP0_c0.t1	XP_018469883.1, XP_018463641.1
OG0011902	ESY2_g35554_DN3_SP1_c0.t1	XP_018457612.1
OG0011903	ESY2_g35526_DN3_SP3_c0.t1	XP_018453453.1, XP_018465662.1
OG0011904	ESY23_g461_DN3_SP0_c0.t1	XP_018470298.1
OG0011905	ESY8_g59299_DN2_SP0_c0.t1	XP_018481337.1
OG0011906	ESY2_g33519_DN3_SP0_c3.t1	XP_018456471.1
OG0011907	ESY2_g33584_DN3_SP0_c0.t1	XP_018449844.1, XP_018467030.1
OG0011908	ESY2_g33583_DN3_SP0_c0.t1	XP_018466907.1, XP_018469640.1
OG0011909	ESY2_g33613_DN3_SP0_c0.t1	XP_018454650.1, XP_018454983.1
OG0011910	ESY2_g33618_DN2_SP0_c0.t1	XP_018457051.1
OG0011911	ESY2_g33635_DN3_SP0_c0.t1	XP_018456916.1, XP_018456915.1
