Orthogroup	Euclidium_syriacum	Eutrema_salsugineum
OG0014026	ESY2_g34125_DN1_SP0_c0.t1	XP_024004458.1
OG0014027	ESY2_g34187_DN3_SP8_c0.t1	XP_006392417.1
OG0014028	ESY2_g34205_DN3_SP0_c0.t1	XP_006392429.1
OG0014029	ESY2_g34209_DN3_SP8_c0.t1	XP_024016273.1
OG0014031	ESY2_g33347_DN3_SP0_c0.t1, ESY3_g28625_DN3_SP0_c0.t1	XP_024003711.1
OG0014032	ESY2_g33325_DN3_SP8_c0.t1	XP_024003862.1
OG0014033	ESY2_g33301_DN3_SP0_c0.t1	XP_006391641.1, XP_024016269.1
OG0014034	ESY2_g33288_DN3_SP0_c0.t1	XP_006391619.1
OG0014035	ESY2_g33283_DN3_SP0_c0.t1	XP_006391618.1
OG0014036	ESY2_g33280_DN3_SP0_c0.t1	XP_006391615.1
OG0014037	ESY2_g33279_DN3_SP8_c0.t1	XP_006391614.1
OG0014038	ESY2_g33247_DN3_SP7_c0.t1	XP_006391593.1
OG0014039	ESY2_g33313_DN3_SP0_c0.t1, ESY9_g45681_DN1_SP0_c0.t1	XP_024015661.1
OG0014041	ESY10_g14950_DN3_SP4_c0.t1	XP_006398378.1
OG0014043	ESY10_g14774_DN3_SP8_c0.t1	XP_006398447.1
OG0014044	ESY10_g14747_DN3_SP8_c0.t1	XP_006398477.1
OG0014045	ESY7_g16673_DN3_SP0_c0.t1	XP_024010951.1
OG0014046	ESY7_g16649_DN3_SP2_c0.t1	XP_006398092.1
OG0014047	ESY7_g16643_DN3_SP8_c0.t1	XP_006398088.1
OG0014048	ESY7_g16586_DN3_SP0_c0.t1	XP_006398057.1
OG0014049	ESY7_g16582_DN3_SP0_c0.t1	XP_006398055.1
OG0014050	ESY7_g16445_DN3_SP1_c0.t1	XP_006396633.1
OG0014051	ESY7_g16413_DN3_SP8_c0.t1	XP_006396640.2
OG0014052	ESY7_g16404_DN3_SP0_c0.t1	XP_006396646.1
OG0014053	ESY7_g16372_DN3_SP8_c0.t1	XP_006396651.1
OG0014054	ESY34_g45729_DN3_SP0_c0.t1	XP_006412841.1
OG0014055	ESY34_g45724_DN3_SP8_c0.t1	XP_006412835.1
OG0014056	ESY34_g45716_DN3_SP0_c0.t1	XP_006412831.1
OG0014057	ESY4_g24416_DN3_SP0_c0.t1	XP_024005317.1
OG0014058	ESY4_g24435_DN3_SP1_c0.t1	XP_006412799.1
OG0014059	ESY4_g24437_DN3_SP2_c0.t1	XP_006412797.1
OG0014060	ESY2_g38380_DN3_SP0_c0.t1	XP_006414383.1
OG0014061	ESY2_g38364_DN3_SP1_c0.t1, ESY2_g38365_DN3_SP0_c0.t1	XP_006414372.1
OG0014062	ESY2_g38331_DN3_SP0_c0.t1	XP_024006344.1
OG0014063	ESY2_g38308_DN3_SP2_c0.t1	XP_006393490.1
OG0014064	ESY2_g38307_DN3_SP1_c0.t1	XP_024006496.1
OG0014065	ESY2_g37981_DN3_SP0_c0.t1	XP_024006193.1
OG0014066	ESY2_g38069_DN3_SP8_c0.t1	XP_006393446.1
OG0014067	ESY2_g38067_DN3_SP4_c0.t1	XP_006393445.1
OG0014068	ESY2_g37983_DN3_SP8_c0.t1	XP_006393395.1
OG0014069	ESY2_g37999_DN3_SP7_c0.t1, ESY11_g54039_DN3_SP0_c0.t1	XP_006393404.1
OG0014070	ESY2_g37978_DN3_SP0_c0.t1	XP_024005943.1
OG0014071	ESY2_g37913_DN3_SP2_c0.t1	XP_006393351.1
OG0014073	ESY2_g37866_DN3_SP0_c0.t1	XP_006393332.1
OG0014074	ESY2_g37862_DN3_SP0_c0.t1	XP_006393326.1
OG0014075	ESY2_g37843_DN3_SP8_c0.t1	XP_024006007.1
OG0014076	ESY2_g37550_DN3_SP0_c0.t1	XP_006393315.1
OG0014077	ESY2_g37694_DN3_SP4_c0.t1	XP_006393262.1
OG0014079	ESY2_g37691_DN1_SP0_c0.t1	XP_006393259.1
OG0014080	ESY2_g37675_DN3_SP8_c0.t1	XP_006393257.1
OG0014081	ESY2_g35953_DN3_SP0_c0.t1	XP_024006419.1
OG0014082	ESY2_g35951_DN3_SP5_c0.t1	XP_006390378.1
OG0014083	ESY4_g26950_DN3_SP8_c0.t1	XP_006411601.1
OG0014084	ESY4_g25679_DN3_SP3_c0.t1, ESY5_g4101_DN3_SP5_c0.t1	XP_006411605.1
OG0014085	ESY4_g26948_DN3_SP8_c0.t1	XP_024005356.1
OG0014086	ESY4_g26934_DN3_SP0_c0.t1	XP_006411627.1
OG0014087	ESY5_g3372_DN3_SP0_c0.t1	XP_006411634.1
OG0014088	ESY4_g26928_DN3_SP2_c0.t1	XP_006411639.1
OG0014090	ESY4_g26895_DN3_SP0_c0.t1	XP_006411661.1
OG0014091	ESY4_g26878_DN3_SP7_c0.t1	XP_006411670.1
OG0014093	ESY4_g26852_DN3_SP0_c3.t1	XP_006411686.2
OG0014094	ESY4_g26849_DN2_SP0_c0.t1	XP_006411693.1
OG0014095	ESY4_g26841_DN3_SP6_c1.t1	XP_006411700.1
OG0014096	ESY4_g26807_DN3_SP1_c0.t1	XP_006411708.1
OG0014097	ESY4_g26810_DN3_SP1_c0.t1	XP_006411711.1
OG0014098	ESY4_g26780_DN2_SP0_c0.t1	XP_006411738.2
OG0014099	ESY4_g26791_DN3_SP0_c0.t1	XP_006411745.1
OG0014100	ESY8_g60743_DN3_SP0_c0.t1, ESY4_g26768_DN3_SP8_c0.t1	XP_024005826.1
OG0014101	ESY4_g26730_DN3_SP8_c0.t1	XP_006411759.1
OG0014102	ESY15_g64826_DN3_SP0_c0.t1, ESY15_g64827_DN3_SP7_c0.t1	XP_006395224.1
OG0014103	ESY4_g26677_DN3_SP8_c0.t1	XP_006411800.1
OG0014104	ESY4_g26654_DN3_SP0_c0.t1	XP_006411805.1
OG0014106	ESY4_g26638_DN3_SP0_c0.t1	XP_006411815.1
OG0014107	ESY4_g26635_DN3_SP2_c0.t1	XP_006405971.1
OG0014108	ESY6_g48092_DN2_SP0_c19.t1	XP_006418543.1
OG0014110	ESY4_g26596_DN3_SP0_c0.t1	XP_024004327.1
OG0014111	ESY4_g26587_DN3_SP0_c0.t1	XP_006411846.1
OG0014112	ESY4_g26572_DN3_SP0_c82.t1	XP_006411858.1
OG0014113	ESY4_g26523_DN3_SP3_c0.t1	XP_006411888.1
OG0014114	ESY4_g26514_DN1_SP0_c0.t1	XP_006411893.1
OG0014115	ESY4_g26429_DN3_SP0_c0.t1	XP_006411921.1
OG0014116	ESY4_g26413_DN3_SP7_c0.t1	XP_006411930.1
OG0014117	ESY4_g26355_DN3_SP0_c0.t1	XP_024005728.1
OG0014118	ESY4_g26293_DN3_SP0_c0.t1	XP_006411975.1
OG0014119	ESY4_g26286_DN3_SP8_c0.t1	XP_006411976.1
OG0014120	ESY4_g26277_DN3_SP8_c0.t1, ESY4_g26275_DN2_SP0_c0.t1	XP_006411980.1
OG0014121	ESY4_g26247_DN3_SP0_c0.t1	XP_006411993.1
OG0014122	ESY4_g26222_DN3_SP7_c0.t1	XP_006412000.1, XP_006404941.1
OG0014123	ESY4_g26208_DN3_SP7_c6.t1	XP_006412006.1, XP_024013923.1
OG0014124	ESY4_g26207_DN3_SP4_c14.t1	XP_006412008.1, XP_006404935.1
OG0014125	ESY4_g26186_DN3_SP3_c0.t1	XP_024005338.1
OG0014126	ESY4_g26140_DN3_SP0_c0.t1	XP_024005285.1
OG0014127	ESY4_g26103_DN3_SP6_c0.t1	XP_006412049.1
OG0014128	ESY4_g25315_DN3_SP0_c0.t1	XP_006412076.1
OG0014129	ESY4_g25358_DN3_SP0_c0.t1	XP_006412092.1
OG0014130	ESY4_g25729_DN3_SP8_c0.t1	XP_024007459.1
OG0014131	ESY4_g25381_DN3_SP0_c14.t1	XP_006412109.1
OG0014132	ESY4_g25463_DN3_SP0_c0.t1	XP_006412141.2, XP_024004408.1
OG0014133	ESY4_g25477_DN3_SP0_c0.t1	XP_006412155.1
OG0014134	ESY4_g25547_DN3_SP2_c0.t1	XP_006412181.1
OG0014135	ESY4_g25590_DN3_SP8_c0.t1	XP_006412220.1
OG0014136	ESY4_g25634_DN3_SP8_c0.t1	XP_006412230.1
OG0014137	ESY4_g25672_DN3_SP7_c0.t1	XP_024005752.1
OG0014138	ESY4_g25724_DN3_SP1_c0.t1	XP_006412260.1
OG0014139	ESY4_g25293_DN1_SP0_c0.t1	XP_006412495.1
OG0014140	ESY4_g25225_DN2_SP0_c18.t1	XP_024005422.1
OG0014141	ESY4_g25212_DN3_SP0_c0.t1	XP_006412466.1
OG0014142	ESY4_g25194_DN3_SP4_c0.t1, ESY4_g25935_DN3_SP0_c0.t1	XP_006412454.1
OG0014143	ESY4_g25184_DN3_SP0_c0.t1	XP_024005910.1
OG0014144	ESY4_g25177_DN3_SP8_c0.t1	XP_006412444.1
OG0014145	ESY4_g25159_DN3_SP6_c0.t1	XP_006412433.1
OG0014146	ESY4_g25142_DN3_SP6_c0.t1	XP_006412429.1
OG0014147	ESY4_g25139_DN3_SP8_c0.t1	XP_006412426.1
OG0014148	ESY4_g25113_DN3_SP8_c0.t1	XP_006412410.1
OG0014149	ESY4_g25102_DN3_SP0_c0.t1	XP_006412406.1
OG0014150	ESY5_g2129_DN3_SP0_c0.t1, ESY4_g25982_DN3_SP2_c0.t1	XP_006412390.1
OG0014152	ESY4_g25968_DN3_SP8_c0.t1	XP_006412382.1
OG0014153	ESY4_g25910_DN3_SP2_c0.t1	XP_006412366.1
OG0014154	ESY4_g25878_DN3_SP2_c0.t1	XP_006412357.1
OG0014155	ESY4_g25856_DN2_SP0_c0.t1	XP_024005395.1
OG0014156	ESY4_g25834_DN3_SP4_c0.t1	XP_006412331.1
OG0014157	ESY4_g25697_DN3_SP5_c0.t1, ESY4_g25774_DN3_SP0_c0.t1	XP_006412297.1
OG0014158	ESY4_g25686_DN3_SP0_c0.t1	XP_006412285.1
OG0014159	ESY10_g14352_DN2_SP0_c0.t1	XP_006395761.1
OG0014160	ESY4_g24900_DN3_SP4_c0.t1	XP_006412588.1
OG0014161	ESY4_g24895_DN3_SP0_c0.t1	XP_024005244.1
OG0014162	ESY4_g24888_DN3_SP8_c0.t1	XP_006412598.1
OG0014163	ESY4_g24856_DN3_SP0_c0.t1	XP_006412613.1
OG0014164	ESY6_g45980_DN3_SP0_c0.t1	XP_006402006.1
OG0014165	ESY4_g24784_DN3_SP0_c0.t1	XP_006412643.1
OG0014166	ESY4_g24762_DN3_SP0_c29.t1, ESY4_g24759_DN3_SP0_c18.t1	XP_006412655.1
OG0014167	ESY4_g24750_DN3_SP1_c0.t1	XP_006412659.1
OG0014168	ESY4_g24734_DN3_SP6_c0.t1	XP_006412663.1
OG0014169	ESY1_g8602_DN3_SP0_c0.t1	XP_006404353.1
OG0014170	ESY1_g5640_DN3_SP4_c0.t1	XP_024003698.1
OG0014171	ESY9_g42977_DN3_SP8_c0.t1	XP_024015037.1
OG0014172	ESY3_g28091_DN3_SP0_c0.t1	XP_006418793.1
OG0014173	ESY2_g35837_DN3_SP2_c0.t1	XP_006390639.1
OG0014174	ESY2_g35823_DN3_SP8_c9.t1	XP_006390648.1
OG0014175	ESY2_g35815_DN2_SP0_c0.t1	XP_006390654.1
OG0014176	ESY2_g35809_DN3_SP2_c0.t1	XP_006390660.1
OG0014177	ESY2_g35799_DN3_SP0_c0.t1	XP_006390673.1
OG0014178	ESY2_g35790_DN3_SP8_c0.t1	XP_006390680.1
OG0014179	ESY2_g35748_DN3_SP2_c0.t1	XP_006390719.1
OG0014180	ESY2_g35747_DN3_SP1_c0.t1	XP_006390720.1
OG0014181	ESY5_g2128_DN3_SP1_c0.t1	XP_006416119.1
OG0014182	ESY5_g2060_DN3_SP2_c0.t1	XP_006416092.1
OG0014183	ESY2_g34323_DN3_SP2_c0.t1	XP_006391337.1
OG0014185	ESY5_g1876_DN3_SP0_c0.t1	XP_006416029.1
OG0014186	ESY5_g1862_DN3_SP0_c0.t1, ESY5_g1841_DN3_SP6_c0.t1	XP_006416027.1
OG0014187	ESY5_g1536_DN3_SP1_c0.t1	XP_006415957.1
OG0014188	ESY5_g1417_DN3_SP8_c0.t1	XP_006415942.1
OG0014189	ESY5_g1358_DN3_SP8_c0.t1	XP_024008914.1
OG0014190	ESY1_g12406_DN3_SP1_c3.t1	XP_006415907.1
OG0014191	ESY5_g1246_DN1_SP0_c0.t1	XP_006415906.1
OG0014192	ESY5_g1237_DN3_SP8_c0.t1	XP_006415902.1
OG0014193	ESY8_g59188_DN3_SP8_c0.t1	XP_006398042.1
OG0014195	ESY20_g13191_DN3_SP0_c0.t1	XP_006396420.1
OG0014196	ESY20_g13189_DN3_SP8_c0.t1	XP_006396415.1
OG0014197	ESY20_g13177_DN2_SP0_c0.t1	XP_006396408.1
OG0014198	ESY20_g13174_DN3_SP2_c0.t1	XP_006396405.1
OG0014199	ESY20_g13165_DN3_SP7_c20.t1	XP_006396398.1
OG0014200	ESY20_g12854_DN3_SP1_c0.t1	XP_024010033.1
OG0014201	ESY20_g13162_DN3_SP6_c0.t1	XP_024010077.1
OG0014202	ESY20_g13147_DN1_SP0_c0.t1	XP_006396386.2
OG0014204	ESY20_g13134_DN3_SP0_c0.t1	XP_006396368.1
OG0014205	ESY20_g13133_DN3_SP1_c0.t1	XP_006396367.1
OG0014206	ESY20_g13130_DN3_SP1_c0.t1	XP_006396364.1
OG0014207	ESY20_g13124_DN3_SP8_c15.t1	XP_006396358.1
OG0014208	ESY20_g13119_DN2_SP0_c0.t1	XP_006396354.1
OG0014210	ESY20_g13065_DN3_SP0_c0.t1	XP_006396322.1
OG0014211	ESY13_g56092_DN3_SP0_c0.t1	XP_024005800.1
OG0014212	ESY20_g13028_DN3_SP0_c7.t1	XP_006396298.1
OG0014213	ESY20_g12990_DN3_SP0_c0.t1	XP_006396271.1
OG0014214	ESY20_g12989_DN3_SP0_c0.t1	XP_006396270.1
OG0014215	ESY20_g12960_DN3_SP0_c0.t1	XP_006396255.1
OG0014216	ESY20_g12954_DN3_SP0_c0.t1	XP_006396249.2
OG0014217	ESY20_g12950_DN3_SP2_c0.t1	XP_006396245.1
OG0014218	ESY20_g12933_DN2_SP0_c29.t1	XP_006396235.1
OG0014219	ESY20_g12931_DN3_SP2_c18.t1	XP_006396233.1
OG0014220	ESY20_g12930_DN3_SP0_c0.t1	XP_006396232.1
OG0014221	ESY20_g13350_DN3_SP6_c0.t1	XP_006396216.1
OG0014222	ESY20_g13354_DN3_SP0_c0.t1	XP_006396213.1
OG0014223	ESY8_g59945_DN2_SP0_c0.t1	XP_006404532.1
OG0014224	ESY8_g59941_DN3_SP1_c0.t1	XP_024014603.1
OG0014225	ESY5_g887_DN3_SP8_c0.t1	XP_024008586.1
OG0014227	ESY3_g30251_DN3_SP8_c0.t1	XP_006396004.1
OG0014228	ESY7_g19609_DN3_SP0_c0.t1	XP_006396003.1
OG0014229	ESY4_g21701_DN3_SP2_c0.t1	XP_006395997.1
OG0014230	ESY16_g62411_DN3_SP8_c0.t1	XP_006413144.1
OG0014231	ESY16_g62204_DN3_SP0_c0.t1	XP_006413076.1
OG0014232	ESY16_g62169_DN3_SP0_c0.t1	XP_006413065.2
OG0014233	ESY16_g62168_DN3_SP6_c0.t1	XP_006413064.1
OG0014234	ESY4_g23782_DN3_SP7_c0.t1	XP_006413033.1
OG0014235	ESY4_g23783_DN3_SP8_c0.t1	XP_006413031.1
OG0014236	ESY4_g23824_DN3_SP0_c0.t1, ESY4_g23846_DN3_SP0_c0.t1	XP_024005168.1
OG0014238	ESY4_g23902_DN3_SP0_c0.t1	XP_006412993.1
OG0014240	ESY13_g56401_DN2_SP0_c0.t1, ESY7_g19030_DN3_SP0_c0.t1	XP_006412981.1
OG0014241	ESY10_g14117_DN2_SP0_c0.t1	XP_006395665.1
OG0014242	ESY10_g14076_DN3_SP8_c16.t1	XP_006395648.1
OG0014243	ESY5_g2635_DN3_SP1_c0.t1	XP_006417125.2
OG0014245	ESY5_g2691_DN2_SP0_c0.t1	XP_006417100.1
OG0014246	ESY5_g4046_DN3_SP0_c0.t1	XP_006416486.2
OG0014247	ESY5_g3884_DN3_SP3_c0.t1	XP_006416342.1
OG0014248	ESY5_g1838_DN3_SP0_c0.t1	XP_006416025.1
OG0014251	ESY5_g1075_DN3_SP0_c0.t1	XP_006415867.1
OG0014252	ESY5_g1119_DN3_SP0_c0.t1, ESY5_g1120_DN3_SP0_c0.t1	XP_006415858.1
OG0014253	ESY5_g2707_DN3_SP0_c0.t1	XP_006415822.1
OG0014254	ESY13_g58043_DN3_SP0_c0.t1	XP_006415756.1
OG0014255	ESY23_g504_DN2_SP3_c0.t1	XP_006415151.1
OG0014261	ESY2_g34819_DN3_SP0_c0.t1	XP_006390258.1
OG0014262	ESY2_g34693_DN3_SP0_c0.t1	XP_006390156.1
OG0014263	ESY2_g36687_DN3_SP4_c0.t1	XP_006389883.1
OG0014264	ESY3_g32460_DN3_SP0_c0.t1	XP_006408393.1
OG0014265	ESY3_g30140_DN3_SP0_c0.t1	XP_006407275.1
OG0014266	ESY3_g30167_DN3_SP0_c0.t1	XP_006407256.1
OG0014267	ESY3_g28889_DN2_SP0_c0.t1	XP_006406188.1
OG0014268	ESY3_g28095_DN2_SP0_c0.t1	XP_006418796.1
OG0014271	ESY11_g53227_DN3_SP0_c0.t1, ESY11_g53665_DN3_SP0_c0.t1	XP_006409543.1
OG0014273	ESY11_g54558_DN3_SP0_c16.t1	XP_024016406.1
OG0014274	ESY8_g59880_DN2_SP0_c0.t1	XP_006404569.1
OG0014275	ESY8_g59603_DN3_SP8_c0.t1	XP_006404784.1
OG0014277	ESY8_g59479_DN3_SP0_c0.t1	XP_006404904.2
OG0014278	ESY8_g59236_DN3_SP6_c0.t1	XP_024016003.1, XP_024016005.1
OG0014279	ESY1_g12244_DN3_SP0_c0.t1	XP_006401598.1
OG0014280	ESY8_g58511_DN2_SP0_c0.t1	XP_024003958.1
OG0014281	ESY1_g6129_DN3_SP5_c0.t1	XP_006410534.1
OG0014284	ESY9_g43915_DN3_SP2_c0.t1	XP_006410711.1
OG0014286	ESY12_g50953_DN3_SP0_c0.t1	XP_006411331.1
OG0014287	ESY10_g14655_DN3_SP0_c0.t1	XP_006398504.1
OG0014288	ESY10_g14612_DN3_SP0_c0.t1	XP_024011072.1
OG0014290	ESY10_g13863_DN3_SP7_c0.t1	XP_006395525.1
OG0014291	ESY2_g35102_DN3_SP0_c0.t1	XP_024007554.1
OG0014292	ESY2_g35103_DN3_SP1_c0.t1	XP_006395276.1
OG0014295	ESY1_g8603_DN3_SP7_c0.t1	XP_006404352.1
OG0014296	ESY1_g9826_DN3_SP0_c0.t1	XP_006404081.1
OG0014297	ESY1_g9841_DN3_SP0_c0.t1	XP_024013853.1
OG0014298	ESY1_g11041_DN2_SP0_c0.t1	XP_006403649.1
OG0014299	ESY1_g11410_DN3_SP0_c0.t1	XP_006402767.1
OG0014300	ESY7_g19174_DN2_SP0_c0.t1	XP_024007982.1
OG0014301	ESY7_g18972_DN3_SP0_c0.t1, ESY7_g18968_DN3_SP0_c0.t1	XP_006398971.1
OG0014302	ESY7_g18762_DN3_SP0_c0.t1	XP_006399109.1
OG0014303	ESY7_g18324_DN2_SP0_c0.t1	XP_006399739.1
OG0014304	ESY7_g17466_DN3_SP5_c0.t1	XP_006400049.1
OG0014306	ESY19_g41667_DN3_SP4_c0.t1	XP_006397314.1
OG0014307	ESY9_g42830_DN3_SP0_c0.t1	XP_006397243.1
OG0014308	ESY19_g41357_DN3_SP0_c0.t1	XP_006397201.1
OG0014309	ESY12_g51670_DN3_SP2_c0.t1	XP_006397023.1
OG0014311	ESY20_g13160_DN3_SP4_c0.t1	XP_024010074.1
OG0014312	ESY20_g12957_DN3_SP0_c0.t1	XP_024009898.1
OG0014315	ESY16_g62571_DN3_SP0_c0.t1	XP_006413189.1
OG0014316	ESY13_g56244_DN3_SP0_c0.t1	XP_006413240.1
OG0014317	ESY9_g42672_DN3_SP0_c0.t1	XP_006414099.2
OG0014318	ESY16_g61524_DN3_SP0_c0.t1	XP_024004770.1
OG0014320	ESY17_g39122_DN3_SP0_c0.t1	XP_024013078.1
OG0014322	ESY8_g61145_DN3_SP0_c0.t1, ESY19_g41337_DN3_SP0_c0.t1, ESY8_g61144_DN3_SP0_c0.t1, ESY8_g61114_DN3_SP0_c0.t1	XP_024014461.1
OG0014323	ESY7_g16836_DN3_SP3_c0.t1	XP_006398257.1
OG0014325	ESY1_g5977_DN3_SP1_c0.t1	XP_006403270.1
OG0014326	ESY50_g41171_DN3_SP0_c0.t1	XP_006403323.1
OG0014327	ESY15_g64379_DN2_SP0_c0.t1	XP_006395097.1
OG0014330	ESY24_g32876_DN3_SP0_c0.t1	XP_006402070.2
OG0014331	ESY5_g3739_DN3_SP8_c0.t1	XP_024012110.1
OG0014332	ESY5_g4297_DN3_SP5_c0.t1	XP_006402061.1
OG0014333	ESY6_g49413_DN3_SP2_c0.t1	XP_024012558.1
OG0014334	ESY6_g47880_DN1_SP0_c0.t1	XP_006401562.1
OG0014335	ESY6_g47935_DN2_SP0_c0.t1	XP_006401536.2
OG0014336	ESY6_g49360_DN3_SP8_c0.t1	XP_006394393.1
OG0014339	ESY9_g43197_DN3_SP0_c0.t1, ESY9_g43205_DN3_SP0_c0.t1, ESY9_g43204_DN3_SP0_c0.t1	XP_024011447.1
OG0014340	ESY8_g59959_DN3_SP0_c0.t1	XP_024014563.1
OG0014341	ESY20_g13003_DN3_SP0_c0.t1	XP_006396276.1
OG0014342	ESY10_g14103_DN2_SP0_c0.t1	XP_006395715.1
OG0014344	ESY5_g3682_DN3_SP0_c0.t1	XP_006417344.1
OG0014346	ESY2_g36662_DN3_SP1_c0.t1	XP_006389860.1
OG0014373	ESY1_g6778_DN3_SP7_c0.t1	XP_006419132.1
OG0014374	ESY1_g8217_DN3_SP4_c0.t1	XP_006418858.1
OG0014375	ESY1_g8281_DN3_SP0_c33.t1	XP_006404431.1
OG0014376	ESY1_g8295_DN3_SP8_c0.t1	XP_006404426.1
OG0014377	ESY1_g8296_DN3_SP6_c0.t1	XP_006404425.1
OG0014378	ESY1_g8303_DN3_SP0_c0.t1	XP_006404422.1
OG0014379	ESY4_g26058_DN3_SP0_c0.t1	XP_006404408.1
OG0014380	ESY6_g47858_DN3_SP8_c0.t1	XP_006401575.2
OG0014381	ESY1_g9200_DN3_SP8_c0.t1	XP_006404250.1
OG0014382	ESY1_g9189_DN3_SP0_c0.t1	XP_006404259.1
OG0014383	ESY1_g9180_DN3_SP2_c0.t1	XP_006404262.1
OG0014384	ESY1_g9172_DN3_SP0_c0.t1	XP_006404268.1
OG0014385	ESY1_g9121_DN3_SP2_c0.t1	XP_006404274.1
OG0014386	ESY1_g9109_DN3_SP0_c0.t1	XP_006404283.1
OG0014387	ESY1_g9090_DN3_SP1_c0.t1	XP_006404287.1
OG0014388	ESY1_g8850_DN3_SP8_c0.t1	XP_006404315.1
OG0014389	ESY1_g8925_DN3_SP8_c0.t1	XP_006404307.1
OG0014390	ESY16_g62288_DN3_SP0_c0.t1	XP_006415800.1
OG0014391	ESY1_g8757_DN3_SP0_c0.t1	XP_006404324.1
OG0014392	ESY1_g8633_DN3_SP0_c0.t1	XP_006404334.2
OG0014393	ESY1_g8625_DN3_SP0_c0.t1	XP_006404339.1
OG0014394	ESY10_g14669_DN3_SP8_c0.t1	XP_006398492.1
OG0014395	ESY10_g14659_DN3_SP8_c0.t1	XP_006398499.1
OG0014396	ESY10_g14451_DN3_SP8_c0.t1	XP_006395810.1
OG0014397	ESY8_g60293_DN3_SP0_c0.t1	XP_006405490.1
OG0014398	ESY8_g60298_DN3_SP0_c0.t1	XP_024014784.1
OG0014399	ESY8_g60320_DN3_SP0_c0.t1, ESY8_g60335_DN3_SP0_c0.t1	XP_024014622.1
OG0014400	ESY4_g24716_DN2_SP0_c0.t1	XP_006412676.1
OG0014401	ESY16_g61683_DN3_SP0_c0.t1	XP_024013086.1
OG0014402	ESY8_g59190_DN3_SP0_c0.t1	XP_024003709.1
OG0014403	ESY7_g17101_DN3_SP0_c0.t1	XP_006400338.1
OG0014404	ESY2_g35021_DN3_SP0_c10.t1	XP_024012710.1
OG0014405	ESY7_g17140_DN3_SP0_c0.t1	XP_006400308.1
OG0014406	ESY7_g17142_DN3_SP8_c0.t1	XP_006400305.1
OG0014407	ESY7_g17150_DN3_SP3_c0.t1	XP_006400299.1
OG0014408	ESY7_g17166_DN1_SP0_c0.t1	XP_024012177.1
OG0014409	ESY7_g17174_DN3_SP8_c5.t1	XP_006400278.1
OG0014410	ESY7_g17181_DN3_SP0_c0.t1	XP_006400273.1
OG0014411	ESY7_g17203_DN3_SP0_c0.t1	XP_006400256.1
OG0014412	ESY7_g17242_DN3_SP3_c0.t1	XP_006400229.1
OG0014413	ESY7_g17244_DN3_SP0_c0.t1	XP_006400227.1
OG0014414	ESY7_g17248_DN3_SP7_c0.t1	XP_006400222.1
OG0014415	ESY7_g17258_DN3_SP2_c0.t1	XP_006400216.1
OG0014416	ESY7_g17277_DN3_SP0_c0.t1	XP_006400201.1
OG0014418	ESY7_g17352_DN3_SP5_c0.t1	XP_006400146.1
OG0014419	ESY15_g64785_DN3_SP7_c0.t1	XP_024007507.1
OG0014420	ESY7_g17413_DN3_SP0_c0.t1	XP_006400092.1
OG0014421	ESY4_g23989_DN3_SP0_c0.t1	XP_006412962.1
OG0014422	ESY7_g17439_DN3_SP0_c0.t1	XP_024012282.1
OG0014423	ESY7_g17447_DN3_SP7_c0.t1	XP_006400065.1
OG0014424	ESY7_g17460_DN3_SP4_c0.t1	XP_006400057.1
OG0014425	ESY7_g17475_DN3_SP6_c0.t1	XP_006400041.1
OG0014426	ESY7_g17525_DN2_SP0_c0.t1	XP_006400022.1
OG0014427	ESY7_g17527_DN3_SP0_c0.t1	XP_024012634.1
OG0014428	ESY7_g17528_DN3_SP0_c0.t1	XP_006400019.1
OG0014429	ESY7_g17558_DN1_SP0_c18.t1	XP_006399994.2
OG0014430	ESY7_g17571_DN3_SP8_c0.t1	XP_006399982.1
OG0014431	ESY7_g17573_DN3_SP2_c0.t1	XP_006399979.1
OG0014432	ESY7_g17591_DN3_SP0_c0.t1	XP_006399969.1
OG0014433	ESY27_g13409_DN3_SP0_c0.t1	XP_006414823.1
OG0014434	ESY7_g17592_DN3_SP8_c0.t1	XP_006399968.1
OG0014435	ESY7_g17594_DN3_SP8_c0.t1	XP_024011955.1
OG0014436	ESY7_g17598_DN3_SP4_c0.t1	XP_006399963.1
OG0014437	ESY7_g17618_DN2_SP0_c0.t1	XP_006399952.1
OG0014438	ESY7_g17633_DN1_SP0_c0.t1	XP_006399938.1
OG0014439	ESY7_g17640_DN3_SP6_c0.t1	XP_024012509.1
OG0014440	ESY7_g17653_DN3_SP0_c0.t1	XP_006399924.1
OG0014441	ESY7_g17660_DN3_SP8_c0.t1	XP_006399918.1
OG0014442	ESY7_g17663_DN3_SP0_c3.t1	XP_006399916.1
OG0014443	ESY7_g17683_DN2_SP0_c0.t1	XP_006399892.1
OG0014444	ESY7_g17684_DN3_SP0_c0.t1	XP_006399891.1
OG0014445	ESY7_g17691_DN3_SP3_c0.t1	XP_006399884.1
OG0014446	ESY7_g17702_DN3_SP0_c0.t1	XP_006399876.1
OG0014447	ESY7_g17757_DN3_SP0_c0.t1	XP_006399832.2
OG0014448	ESY7_g17764_DN3_SP8_c0.t1	XP_006399831.1
OG0014449	ESY7_g18407_DN3_SP8_c25.t1	XP_006399800.1
OG0014450	ESY7_g18379_DN3_SP0_c0.t1	XP_024012211.1
