Orthogroup	Euclidium_syriacum	Arabis_alpina
OG0013560	ESY3_g32214_DN3_SP4_c0.t1	Aa_G438150.h1.t1
OG0013561	ESY3_g32173_DN3_SP0_c0.t1	Aa_G185520.h1.t1
OG0013562	ESY3_g32171_DN3_SP5_c0.t1	Aa_G185540.h1.t1
OG0013563	ESY3_g32044_DN2_SP0_c0.t1	Aa_G305000.h1.t1
OG0013564	ESY3_g32033_DN3_SP0_c0.t1	Aa_G304960.h1.t1
OG0013565	ESY3_g31996_DN2_SP0_c0.t1	Aa_G4200.h1.t1
OG0013566	ESY3_g31995_DN3_SP0_c0.t1	Aa_G4210.h1.t1
OG0013567	ESY3_g31974_DN2_SP0_c0.t1, ESY3_g31975_DN1_SP0_c0.t1	Aa_G4310.h1.t1
OG0013568	ESY3_g31970_DN3_SP7_c0.t1	Aa_G4320.h1.t1
OG0013569	ESY3_g31952_DN2_SP4_c0.t1, ESY3_g31951_DN3_SP2_c0.t1	Aa_G4410.h1.t1
OG0013571	ESY3_g31920_DN3_SP8_c0.t1	Aa_G4560.h1.t1
OG0013572	ESY3_g31912_DN3_SP0_c0.t1	Aa_G4580.h1.t1
OG0013573	ESY3_g31898_DN3_SP5_c0.t1	Aa_G4650.h1.t1
OG0013574	ESY3_g31825_DN3_SP0_c12.t1	Aa_G4740.h1.t1, Aa_G686360.h1.t1
OG0013575	ESY3_g31789_DN3_SP0_c0.t1	Aa_G5060.h1.t1
OG0013576	ESY3_g31774_DN3_SP7_c0.t1	Aa_G75570.h1.t1
OG0013577	ESY3_g31764_DN3_SP0_c0.t1	Aa_G75600.h1.t1
OG0013578	ESY3_g31674_DN3_SP8_c0.t1	Aa_G51070.h1.t1
OG0013579	ESY3_g31659_DN1_SP0_c0.t1	Aa_G51180.h1.t1
OG0013581	ESY3_g31616_DN2_SP0_c0.t1	Aa_G205810.h1.t1
OG0013582	ESY3_g31614_DN3_SP8_c0.t1	Aa_G205840.h1.t1, Aa_G205830.h1.t1
OG0013583	ESY3_g31589_DN3_SP8_c0.t1	Aa_G163120.h1.t1
OG0013584	ESY3_g31569_DN3_SP8_c7.t1	Aa_G524320.h1.t1
OG0013585	ESY3_g31535_DN3_SP0_c0.t1	Aa_G49760.h1.t1
OG0013586	ESY3_g31524_DN3_SP0_c0.t1	Aa_G49910.h1.t1
OG0013587	ESY3_g31517_DN3_SP0_c0.t1	Aa_G49960.h1.t1, Aa_G492890.h1.t1, Aa_G49970.h1.t1
OG0013588	ESY3_g31512_DN3_SP8_c0.t1	Aa_G47400.h1.t1
OG0013589	ESY3_g31492_DN3_SP8_c0.t1	Aa_G47290.h1.t1
OG0013590	ESY3_g31439_DN3_SP0_c0.t1, ESY15_g64347_DN3_SP0_c0.t1	Aa_G47120.h1.t1
OG0013591	ESY3_g31481_DN3_SP7_c0.t1	Aa_G78860.h1.t1
OG0013592	ESY3_g31420_DN3_SP8_c0.t1	Aa_G78800.h1.t1
OG0013593	ESY3_g31419_DN3_SP2_c0.t1	Aa_G78790.h1.t1, Aa_G139070.h1.t1
OG0013594	ESY3_g31413_DN3_SP6_c0.t1	Aa_G78750.h1.t1
OG0013595	ESY3_g31383_DN3_SP6_c0.t1	Aa_G174620.h1.t1
OG0013596	ESY3_g31374_DN2_SP0_c0.t1	Aa_G174580.h1.t1
OG0013597	ESY3_g30915_DN1_SP0_c0.t1, ESY3_g30702_DN3_SP4_c0.t1	Aa_G174220.h1.t1
OG0013598	ESY3_g30704_DN3_SP0_c0.t1	Aa_G174190.h1.t1
OG0013599	ESY3_g30746_DN3_SP0_c0.t1	Aa_G302030.h1.t1
OG0013600	ESY3_g30760_DN3_SP8_c0.t1	Aa_G302080.h1.t1
OG0013601	ESY3_g30780_DN3_SP8_c0.t1	Aa_G24380.h1.t1
OG0013602	ESY3_g30814_DN3_SP0_c0.t1	Aa_G24200.h1.t1
OG0013603	ESY3_g30819_DN3_SP8_c0.t1	Aa_G24140.h1.t1
OG0013604	ESY3_g30821_DN3_SP0_c0.t1	Aa_G24120.h1.t1
OG0013605	ESY3_g30832_DN3_SP2_c17.t1	Aa_G24080.h1.t1
OG0013606	ESY3_g30835_DN3_SP0_c0.t1	Aa_G24070.h1.t1
OG0013607	ESY3_g30852_DN3_SP8_c0.t1	Aa_G101390.h1.t1
OG0013608	ESY3_g30944_DN2_SP0_c0.t1, ESY3_g30942_DN3_SP0_c0.t1	Aa_G733410.h1.t1, Aa_G733410.h2.t1
OG0013608	ESY3_g30949_DN2_SP0_c0.t1, ESY3_g30946_DN3_SP0_c0.t1	Aa_G403510.h1.t1, Aa_G906910.h1.t1
OG0013609	ESY3_g30954_DN3_SP5_c0.t1	Aa_G34830.h1.t1
OG0013610	ESY3_g30968_DN3_SP0_c0.t1	Aa_G34740.h1.t1
OG0013611	ESY3_g31026_DN3_SP8_c0.t1	Aa_G324480.h1.t1
OG0013612	ESY3_g31028_DN3_SP0_c0.t1	Aa_G324460.h1.t1
OG0013613	ESY6_g49308_DN3_SP0_c0.t1	Aa_G569390.h1.t1
OG0013614	ESY3_g31044_DN3_SP0_c0.t1	Aa_G551280.h1.t1
OG0013615	ESY3_g31047_DN3_SP0_c0.t1	Aa_G322180.h1.t1, Aa_G322250.h1.t1
OG0013616	ESY3_g31086_DN3_SP8_c0.t1	Aa_G678920.h1.t1
OG0013618	ESY3_g31135_DN3_SP0_c0.t1	Aa_G137110.h1.t1
OG0013619	ESY3_g31156_DN3_SP0_c0.t1	Aa_G136940.h1.t1
OG0013620	ESY3_g31157_DN3_SP0_c0.t1, ESY3_g31120_DN3_SP0_c0.t1	Aa_G136930.h1.t1
OG0013622	ESY3_g31168_DN3_SP7_c0.t1	Aa_G136900.h1.t1
OG0013623	ESY3_g31177_DN3_SP0_c0.t1	Aa_G136830.h1.t1
OG0013624	ESY3_g31201_DN3_SP0_c0.t1	Aa_G333270.h1.t1, Aa_G333280.h1.t1
OG0013625	ESY3_g31204_DN3_SP0_c0.t1	Aa_G333240.h1.t1
OG0013626	ESY3_g31220_DN3_SP0_c6.t1	Aa_G195570.h1.t1
OG0013627	ESY3_g31224_DN3_SP8_c0.t1	Aa_G195540.h1.t1
OG0013628	ESY3_g31272_DN3_SP0_c0.t1	Aa_G216030.h1.t1
OG0013629	ESY3_g31285_DN3_SP0_c0.t1	Aa_G397580.h1.t1
OG0013630	ESY3_g31359_DN3_SP4_c0.t1	Aa_G5420.h1.t1
OG0013631	ESY3_g31349_DN3_SP8_c0.t1	Aa_G5320.h1.t1
OG0013632	ESY3_g31343_DN3_SP0_c0.t1	Aa_G5280.h1.t1
OG0013634	ESY3_g30065_DN2_SP0_c0.t1	Aa_G40490.h1.t1
OG0013635	ESY3_g30070_DN2_SP0_c0.t1	Aa_G40460.h1.t1
OG0013636	ESY3_g30082_DN3_SP0_c0.t1	Aa_G40340.h1.t1
OG0013637	ESY3_g30101_DN3_SP3_c0.t1	Aa_G40160.h1.t1
OG0013639	ESY3_g30135_DN2_SP0_c0.t1	Aa_G720250.h1.t1
OG0013641	ESY3_g30175_DN3_SP8_c0.t1	Aa_G373980.h1.t1
OG0013642	ESY3_g30244_DN3_SP0_c0.t1	Aa_G535000.h1.t1
OG0013644	ESY1_g8143_DN2_SP0_c0.t1	Aa_G99300.h1.t1
OG0013645	ESY3_g30324_DN3_SP0_c0.t1	Aa_G237630.h1.t1
OG0013647	ESY3_g30438_DN3_SP0_c0.t1	Aa_G340240.h1.t1
OG0013648	ESY3_g30453_DN3_SP1_c0.t1	Aa_G140330.h1.t1
OG0013650	ESY3_g30506_DN3_SP6_c0.t1	Aa_G1390.h1.t1
OG0013651	ESY3_g30532_DN3_SP0_c0.t1	Aa_G1140.h1.t1
OG0013652	ESY3_g30537_DN3_SP0_c0.t1	Aa_G1090.h1.t1
OG0013653	ESY3_g30540_DN3_SP8_c0.t1, ESY2_g36950_DN3_SP0_c0.t1	Aa_G1060.h1.t1
OG0013654	ESY3_g30544_DN3_SP0_c0.t1	Aa_G1030.h1.t1
OG0013655	ESY3_g30555_DN3_SP8_c0.t1	Aa_G443930.h1.t1
OG0013656	ESY3_g30567_DN3_SP1_c0.t1	Aa_G234970.h1.t1
OG0013657	ESY3_g30599_DN2_SP0_c0.t1	Aa_G507830.h1.t1
OG0013658	ESY3_g30606_DN3_SP8_c0.t1	Aa_G31960.h1.t1
OG0013659	ESY8_g60594_DN3_SP0_c0.t1	Aa_G582880.h1.t1
OG0013660	ESY3_g30614_DN3_SP4_c0.t1	Aa_G32080.h1.t1
OG0013661	ESY3_g30635_DN3_SP0_c0.t1	Aa_G32230.h1.t1
OG0013662	ESY3_g30650_DN3_SP0_c0.t1	Aa_G242060.h1.t1
OG0013663	ESY3_g30654_DN2_SP4_c16.t1	Aa_G242020.h1.t1
OG0013664	ESY3_g30009_DN3_SP8_c0.t1	Aa_G241890.h1.t1
OG0013666	ESY3_g29976_DN3_SP2_c11.t1	Aa_G565940.h1.t1
OG0013667	ESY3_g29975_DN3_SP1_c0.t1	Aa_G532800.h1.t1
OG0013668	ESY3_g29896_DN3_SP7_c0.t1	Aa_G97010.h1.t1
OG0013669	ESY3_g29893_DN3_SP0_c0.t1	Aa_G20430.h1.t1, Aa_G97000.h1.t1
OG0013670	ESY3_g29880_DN3_SP1_c0.t1	Aa_G20490.h1.t1
OG0013671	ESY3_g29877_DN3_SP0_c0.t1	Aa_G20450.h1.t1
OG0013672	ESY3_g29872_DN3_SP7_c0.t1, ESY3_g29874_DN1_SP0_c0.t1	Aa_G20390.h1.t1
OG0013673	ESY3_g29867_DN3_SP7_c0.t1	Aa_G20340.h1.t1
OG0013674	ESY3_g29847_DN3_SP0_c0.t1	Aa_G71110.h1.t1
OG0013675	ESY3_g29846_DN3_SP8_c0.t1	Aa_G71130.h1.t1
OG0013676	ESY3_g29832_DN3_SP4_c0.t1	Aa_G71230.h1.t1
OG0013677	ESY3_g29814_DN3_SP0_c0.t1	Aa_G527560.h1.t1
OG0013678	ESY3_g29811_DN3_SP0_c0.t1	Aa_G53710.h1.t1
OG0013679	ESY3_g29808_DN3_SP0_c0.t1	Aa_G53660.h1.t1
OG0013680	ESY3_g29805_DN3_SP3_c0.t1	Aa_G53620.h1.t1
OG0013681	ESY3_g29788_DN3_SP2_c0.t1	Aa_G587210.h1.t1
OG0013682	ESY3_g29779_DN3_SP6_c0.t1	Aa_G682960.h1.t1, Aa_G682960.h2.t1
OG0013684	ESY3_g29770_DN3_SP0_c0.t1	Aa_G683020.h1.t1
OG0013685	ESY3_g29769_DN3_SP1_c0.t1	Aa_G683030.h1.t1
OG0013686	ESY3_g29768_DN3_SP0_c0.t1	Aa_G683040.h1.t1
OG0013687	ESY3_g29760_DN3_SP7_c0.t1	Aa_G497750.h1.t1
OG0013688	ESY3_g29759_DN3_SP0_c0.t1	Aa_G497760.h1.t1
OG0013689	ESY3_g29737_DN3_SP0_c0.t1	Aa_G176920.h1.t1
OG0013690	ESY3_g29736_DN3_SP0_c0.t1	Aa_G176930.h1.t1
OG0013691	ESY3_g29668_DN2_SP1_c0.t1	Aa_G390020.h1.t1
OG0013692	ESY3_g29627_DN3_SP8_c0.t1	Aa_G669750.h1.t1
OG0013693	ESY3_g29474_DN3_SP6_c0.t1	Aa_G240110.h1.t1
OG0013694	ESY3_g29440_DN3_SP0_c0.t1	Aa_G371420.h1.t1
OG0013695	ESY3_g29439_DN2_SP0_c0.t1	Aa_G371430.h1.t1
OG0013696	ESY3_g29424_DN2_SP8_c0.t1	Aa_G20180.h1.t1
OG0013697	ESY3_g29376_DN3_SP0_c0.t1	Aa_G164580.h1.t1
OG0013698	ESY3_g29352_DN3_SP0_c0.t1	Aa_G164680.h1.t1
OG0013699	ESY3_g29329_DN3_SP8_c0.t1	Aa_G50770.h1.t1
OG0013700	ESY3_g29277_DN3_SP0_c0.t1	Aa_G323950.h1.t1
OG0013701	ESY3_g29258_DN3_SP8_c0.t1	Aa_G152540.h1.t1
OG0013702	ESY3_g29253_DN3_SP0_c0.t1	Aa_G152490.h1.t1, Aa_G403130.h1.t1
OG0013703	ESY3_g29235_DN3_SP0_c0.t1	Aa_G254480.h1.t1, Aa_G242990.h1.t1
OG0013704	ESY3_g29234_DN3_SP1_c0.t1	Aa_G243000.h1.t1
OG0013705	ESY3_g29233_DN3_SP8_c0.t1	Aa_G243010.h1.t1
OG0013706	ESY3_g29232_DN3_SP0_c0.t1	Aa_G800570.h1.t1
OG0013707	ESY3_g29220_DN3_SP0_c0.t1	Aa_G250570.h1.t1
OG0013709	ESY2_g34016_DN3_SP4_c0.t1	Aa_G137220.h1.t1, Aa_G17420.h1.t1
OG0013710	ESY3_g29178_DN3_SP0_c0.t1	Aa_G133320.h1.t1
OG0013711	ESY3_g29167_DN3_SP8_c0.t1	Aa_G133240.h1.t1
OG0013712	ESY3_g29155_DN3_SP8_c0.t1	Aa_G636470.h1.t1
OG0013713	ESY3_g29140_DN3_SP3_c0.t1	Aa_G136600.h1.t1
OG0013714	ESY8_g60841_DN2_SP0_c0.t1, ESY2_g34576_DN3_SP0_c0.t1	Aa_G245570.h1.t1
OG0013715	ESY8_g60896_DN1_SP0_c0.t1	Aa_G245670.h1.t1, Aa_G245670.h2.t1
OG0013716	ESY13_g57632_DN3_SP7_c0.t1	Aa_G311340.h1.t1
OG0013717	ESY8_g60983_DN3_SP0_c0.t1	Aa_G421560.h1.t1
OG0013718	ESY8_g61017_DN3_SP8_c0.t1	Aa_G110030.h1.t1
OG0013719	ESY8_g61024_DN3_SP0_c0.t1	Aa_G110050.h1.t1
OG0013720	ESY8_g61106_DN3_SP8_c0.t1	Aa_G417840.h1.t1
OG0013721	ESY8_g61131_DN3_SP8_c0.t1	Aa_G439620.h1.t1
OG0013722	ESY8_g61202_DN3_SP0_c0.t1	Aa_G551810.h1.t1
OG0013723	ESY8_g61296_DN3_SP8_c0.t1, ESY12_g52135_DN3_SP0_c0.t1	Aa_G336580.h1.t1
OG0013724	ESY2_g35254_DN3_SP0_c0.t1, ESY8_g61335_DN3_SP0_c0.t1	Aa_G505940.h1.t1
OG0013725	ESY8_g61347_DN3_SP8_c0.t1	Aa_G481850.h1.t1
OG0013726	ESY2_g34298_DN3_SP8_c0.t1	Aa_G212960.h1.t1, Aa_G213100.h1.t1
OG0013727	ESY8_g61363_DN3_SP0_c0.t1	Aa_G213110.h1.t1, Aa_G212950.h1.t1
OG0013728	ESY8_g61381_DN3_SP0_c0.t1	Aa_G512950.h1.t1, Aa_G754570.h1.t1
OG0013729	ESY7_g17597_DN3_SP0_c0.t1	Aa_G36200.h1.t1
OG0013730	ESY17_g40163_DN3_SP3_c0.t1	Aa_G503640.h1.t1
OG0013731	ESY17_g39983_DN3_SP8_c0.t1	Aa_G65120.h1.t1
OG0013732	ESY15_g65042_DN3_SP8_c0.t1	Aa_G90160.h1.t1
OG0013733	ESY3_g28260_DN3_SP0_c0.t1	Aa_G178980.h1.t1
OG0013734	ESY3_g28286_DN3_SP7_c0.t1	Aa_G428260.h1.t1
OG0013735	ESY3_g28369_DN3_SP8_c0.t1	Aa_G293360.h1.t1
OG0013736	ESY3_g28443_DN3_SP3_c0.t1	Aa_G71950.h1.t1
OG0013737	ESY3_g28505_DN3_SP1_c0.t1	Aa_G543590.h1.t1
OG0013738	ESY3_g28511_DN3_SP0_c0.t1	Aa_G504320.h1.t1
OG0013739	ESY3_g28637_DN3_SP0_c0.t1, ESY22_g40697_DN3_SP0_c0.t1	Aa_G391610.h1.t1
OG0013740	ESY3_g28663_DN3_SP8_c10.t1	Aa_G427500.h1.t1
OG0013741	ESY3_g28816_DN3_SP0_c0.t1	Aa_G306620.h1.t1
OG0013742	ESY3_g28800_DN3_SP0_c0.t1	Aa_G212350.h1.t1
OG0013743	ESY3_g28790_DN3_SP0_c0.t1	Aa_G96540.h1.t1
OG0013744	ESY11_g54350_DN3_SP4_c0.t1	Aa_G3430.h1.t1
OG0013746	ESY3_g28969_DN1_SP0_c0.t1, ESY10_g14628_DN3_SP8_c0.t1	Aa_G455790.h1.t1
OG0013747	ESY3_g28977_DN3_SP6_c0.t1	Aa_G399640.h1.t1
OG0013748	ESY3_g28995_DN3_SP0_c0.t1	Aa_G171700.h1.t1
OG0013749	ESY3_g29001_DN3_SP8_c0.t1	Aa_G171740.h2.t1, Aa_G171740.h1.t1
OG0013750	ESY3_g29039_DN3_SP8_c0.t1	Aa_G388620.h1.t1
OG0013751	ESY3_g29091_DN3_SP0_c0.t1	Aa_G227460.h1.t1
OG0013752	ESY4_g24605_DN3_SP8_c0.t1	Aa_G325430.h1.t1
OG0013753	ESY2_g34247_DN3_SP0_c0.t1	Aa_G316190.h1.t1
OG0013754	ESY19_g41749_DN3_SP0_c0.t1, ESY2_g35255_DN3_SP5_c0.t1	Aa_G149770.h1.t1
OG0013755	ESY2_g35266_DN3_SP8_c0.t1	Aa_G30800.h1.t1
OG0013756	ESY2_g35341_DN3_SP0_c0.t1	Aa_G664060.h1.t1
OG0013757	ESY2_g34372_DN2_SP3_c0.t1	Aa_G714830.h1.t1
OG0013758	ESY2_g34381_DN3_SP8_c0.t1	Aa_G474690.h1.t1
OG0013759	ESY2_g34382_DN3_SP0_c0.t1	Aa_G474720.h1.t1
OG0013760	ESY2_g34295_DN2_SP0_c0.t1	Aa_G204520.h1.t1
OG0013761	ESY2_g34277_DN3_SP0_c32.t1	Aa_G510110.h1.t1
OG0013762	ESY2_g34273_DN3_SP8_c0.t1	Aa_G256360.h1.t1
OG0013763	ESY7_g16932_DN3_SP8_c0.t1	Aa_G83750.h1.t1
OG0013764	ESY7_g17017_DN3_SP3_c0.t1	Aa_G280290.h1.t1
OG0013765	ESY7_g17022_DN3_SP8_c0.t1	Aa_G280230.h1.t1
OG0013767	ESY7_g17035_DN3_SP3_c0.t1	Aa_G276250.h1.t1
OG0013768	ESY7_g17037_DN3_SP8_c0.t1	Aa_G655880.h1.t1
OG0013769	ESY8_g59258_DN3_SP0_c0.t1	Aa_G495990.h1.t1
OG0013770	ESY8_g59515_DN3_SP0_c0.t1	Aa_G166850.h1.t1
OG0013771	ESY7_g17069_DN3_SP6_c0.t1	Aa_G411030.h1.t1
OG0013772	ESY15_g64234_DN3_SP1_c0.t1	Aa_G361220.h1.t1
OG0013773	ESY10_g15936_DN3_SP1_c0.t1	Aa_G91560.h1.t1
OG0013774	ESY15_g64744_DN3_SP0_c0.t1	Aa_G102150.h1.t1
OG0013775	ESY15_g64742_DN3_SP0_c0.t1	Aa_G102170.h1.t1
OG0013776	ESY1_g10397_DN3_SP0_c0.t1	Aa_G1087670.h1.t1, Aa_G1087670.h2.t1
OG0013777	ESY1_g10362_DN3_SP0_c0.t1	Aa_G114530.h1.t1
OG0013778	ESY1_g10359_DN3_SP0_c5.t1	Aa_G114490.h1.t1
OG0013779	ESY1_g10358_DN2_SP0_c0.t1	Aa_G114480.h1.t1
OG0013781	ESY1_g10349_DN3_SP7_c0.t1	Aa_G114440.h1.t1
OG0013782	ESY1_g10348_DN3_SP8_c0.t1	Aa_G114430.h1.t1
OG0013783	ESY1_g10309_DN3_SP0_c0.t1	Aa_G87910.h1.t1
OG0013784	ESY10_g14417_DN3_SP0_c16.t1, ESY1_g10308_DN3_SP0_c0.t1	Aa_G87920.h1.t1
OG0013785	ESY1_g10292_DN3_SP0_c0.t1	Aa_G87960.h1.t1
OG0013786	ESY1_g10258_DN3_SP5_c0.t1	Aa_G235890.h1.t1
OG0013787	ESY1_g10250_DN3_SP4_c0.t1	Aa_G236130.h1.t1
OG0013788	ESY1_g10234_DN3_SP0_c0.t1	Aa_G236040.h1.t1
OG0013789	ESY1_g10194_DN3_SP0_c0.t1	Aa_G123000.h1.t1
OG0013790	ESY1_g10161_DN3_SP2_c0.t1	Aa_G122810.h1.t1
OG0013791	ESY1_g10147_DN3_SP0_c0.t1	Aa_G122640.h1.t1
OG0013792	ESY10_g14643_DN3_SP8_c0.t1	Aa_G251450.h1.t1
OG0013793	ESY5_g5580_DN2_SP0_c0.t1	Aa_G106330.h1.t1
OG0013794	ESY5_g5571_DN3_SP7_c0.t1	Aa_G106240.h1.t1
OG0013795	ESY5_g5544_DN3_SP2_c0.t1	Aa_G94550.h1.t1
OG0013796	ESY5_g5535_DN3_SP0_c0.t1	Aa_G94470.h1.t1
OG0013797	ESY5_g5524_DN3_SP0_c0.t1	Aa_G94380.h1.t1
OG0013799	ESY5_g5498_DN3_SP0_c0.t1	Aa_G105760.h1.t1
OG0013800	ESY5_g5461_DN3_SP7_c0.t1	Aa_G290750.h1.t1
OG0013801	ESY5_g5459_DN3_SP0_c0.t1	Aa_G290740.h1.t1
OG0013802	ESY5_g5454_DN2_SP0_c0.t1	Aa_G290690.h1.t1
OG0013803	ESY5_g5447_DN3_SP5_c0.t1	Aa_G290630.h1.t1
OG0013804	ESY5_g5432_DN3_SP8_c0.t1	Aa_G531700.h1.t1, Aa_G211790.h1.t1
OG0013805	ESY5_g5395_DN2_SP0_c0.t1, ESY5_g5394_DN1_SP0_c0.t1	Aa_G325250.h1.t1
OG0013806	ESY2_g36477_DN2_SP0_c0.t1	Aa_G424020.h1.t1
OG0013807	ESY5_g5369_DN3_SP3_c0.t1	Aa_G6410.h1.t1
OG0013808	ESY5_g5347_DN3_SP8_c0.t1	Aa_G6460.h1.t1
OG0013809	ESY5_g5344_DN3_SP0_c0.t1	Aa_G6500.h1.t1
OG0013810	ESY5_g5340_DN3_SP0_c10.t1	Aa_G6540.h1.t1
OG0013811	ESY5_g5295_DN3_SP4_c0.t1	Aa_G6780.h1.t1
OG0013812	ESY5_g5283_DN3_SP4_c0.t1	Aa_G6860.h1.t1
OG0013813	ESY5_g5246_DN3_SP5_c0.t1	Aa_G228430.h1.t1
OG0013814	ESY5_g5242_DN3_SP0_c0.t1	Aa_G228380.h1.t1
OG0013815	ESY5_g5305_DN3_SP0_c9.t1, ESY5_g5217_DN3_SP0_c0.t1	Aa_G358040.h1.t1
OG0013816	ESY5_g5168_DN3_SP0_c0.t1	Aa_G134960.h1.t1
OG0013817	ESY5_g5139_DN3_SP0_c0.t1	Aa_G134670.h1.t1
OG0013818	ESY5_g5086_DN3_SP0_c0.t1	Aa_G400280.h1.t1
OG0013819	ESY5_g5081_DN3_SP0_c0.t1	Aa_G400320.h1.t1
OG0013820	ESY5_g4988_DN3_SP0_c0.t1	Aa_G38840.h1.t1
OG0013821	ESY5_g4975_DN3_SP0_c0.t1, ESY5_g4976_DN3_SP0_c0.t1, ESY5_g4974_DN3_SP0_c0.t1	Aa_G38900.h1.t1
OG0013822	ESY5_g4955_DN3_SP0_c0.t1	Aa_G477750.h1.t1
OG0013823	ESY5_g4916_DN3_SP1_c0.t1	Aa_G286260.h1.t1
OG0013824	ESY5_g4915_DN2_SP0_c0.t1	Aa_G286270.h1.t1
OG0013825	ESY5_g4738_DN3_SP0_c0.t1	Aa_G140010.h1.t1
OG0013826	ESY5_g4733_DN3_SP0_c0.t1	Aa_G140040.h1.t1
OG0013827	ESY5_g4694_DN2_SP0_c0.t1	Aa_G22970.h1.t1
OG0013828	ESY5_g4664_DN3_SP0_c0.t1	Aa_G22760.h1.t1
OG0013830	ESY5_g4606_DN3_SP0_c0.t1	Aa_G429890.h1.t1
OG0013831	ESY5_g4594_DN3_SP0_c0.t1	Aa_G429800.h1.t1
OG0013832	ESY5_g4579_DN3_SP1_c0.t1	Aa_G441410.h1.t1
OG0013833	ESY5_g4553_DN3_SP1_c0.t1	Aa_G275860.h1.t1
OG0013834	ESY5_g4538_DN3_SP6_c0.t1	Aa_G275750.h1.t1
OG0013835	ESY17_g40299_DN3_SP0_c0.t1	Aa_G575760.h1.t1
OG0013836	ESY5_g4445_DN3_SP1_c0.t1, ESY4_g26911_DN3_SP0_c0.t1	Aa_G345310.h1.t1
OG0013838	ESY5_g3124_DN3_SP0_c0.t1	Aa_G574640.h1.t1
OG0013839	ESY5_g3135_DN3_SP2_c0.t1	Aa_G368350.h1.t1
OG0013840	ESY2_g34331_DN3_SP0_c0.t1	Aa_G271990.h1.t1
OG0013841	ESY5_g3137_DN3_SP7_c0.t1	Aa_G368330.h1.t1
OG0013842	ESY5_g3206_DN3_SP0_c11.t1	Aa_G80660.h1.t1
OG0013844	ESY5_g3244_DN3_SP4_c0.t1	Aa_G19200.h1.t1
OG0013845	ESY5_g3259_DN3_SP1_c0.t1	Aa_G19110.h1.t1
OG0013846	ESY5_g3270_DN3_SP0_c0.t1	Aa_G592410.h1.t1
OG0013847	ESY5_g3276_DN3_SP2_c0.t1	Aa_G394780.h1.t1
OG0013848	ESY5_g3284_DN3_SP8_c0.t1	Aa_G394730.h1.t1
OG0013849	ESY5_g3301_DN3_SP8_c15.t1	Aa_G193970.h1.t1
OG0013850	ESY5_g3305_DN3_SP1_c0.t1	Aa_G194050.h1.t1
OG0013851	ESY5_g3321_DN3_SP3_c0.t1	Aa_G516450.h1.t1
OG0013852	ESY5_g3347_DN2_SP0_c0.t1	Aa_G160930.h1.t1
OG0013853	ESY5_g3366_DN3_SP0_c0.t1	Aa_G160810.h1.t1
OG0013854	ESY5_g3377_DN2_SP0_c0.t1	Aa_G463950.h1.t1
OG0013855	ESY5_g3425_DN3_SP0_c0.t1	Aa_G165480.h1.t1
OG0013856	ESY5_g3444_DN3_SP7_c0.t1	Aa_G318520.h1.t1
OG0013857	ESY5_g3477_DN3_SP1_c0.t1	Aa_G226630.h1.t1
OG0013859	ESY5_g3492_DN3_SP5_c0.t1	Aa_G564000.h1.t1
OG0013860	ESY5_g1028_DN3_SP8_c0.t1	Aa_G587340.h1.t1
OG0013861	ESY5_g3530_DN3_SP8_c0.t1	Aa_G353480.h1.t1
OG0013862	ESY5_g3542_DN3_SP0_c0.t1	Aa_G43250.h1.t1
OG0013863	ESY5_g3569_DN3_SP2_c0.t1	Aa_G43420.h1.t1, Aa_G543740.h1.t1
OG0013864	ESY5_g3584_DN3_SP8_c0.t1	Aa_G457590.h1.t1
OG0013865	ESY5_g3587_DN2_SP0_c0.t1	Aa_G457650.h1.t1
OG0013866	ESY5_g3594_DN3_SP0_c0.t1	Aa_G457690.h1.t1
OG0013867	ESY5_g3598_DN2_SP0_c0.t1	Aa_G572730.h1.t1
OG0013868	ESY5_g3628_DN3_SP0_c0.t1	Aa_G432820.h1.t1, Aa_G432830.h1.t1
OG0013869	ESY5_g3629_DN3_SP0_c0.t1	Aa_G804110.h1.t1
OG0013870	ESY5_g4450_DN3_SP0_c7.t1	Aa_G457580.h1.t1, Aa_G365750.h1.t1, Aa_G457570.h1.t1
OG0013871	ESY8_g59634_DN3_SP0_c0.t1	Aa_G195500.h1.t1
OG0013872	ESY5_g3709_DN3_SP0_c0.t1	Aa_G339050.h1.t1
OG0013873	ESY5_g3712_DN3_SP1_c0.t1	Aa_G339020.h1.t1
OG0013874	ESY5_g3717_DN3_SP8_c0.t1	Aa_G338990.h1.t1
OG0013875	ESY5_g3721_DN3_SP3_c17.t1	Aa_G338930.h1.t1
OG0013876	ESY5_g3735_DN2_SP0_c0.t1	Aa_G77450.h1.t1
OG0013877	ESY5_g3736_DN3_SP0_c0.t1	Aa_G77440.h1.t1
OG0013878	ESY5_g3747_DN3_SP0_c10.t1	Aa_G298990.h1.t1
OG0013879	ESY5_g3753_DN3_SP3_c1.t1	Aa_G298970.h1.t1
OG0013880	ESY5_g3754_DN3_SP8_c6.t1	Aa_G298960.h1.t1
OG0013881	ESY5_g3853_DN3_SP0_c0.t1	Aa_G291930.h2.t1, Aa_G291930.h1.t1
OG0013882	ESY5_g3857_DN3_SP0_c0.t1	Aa_G292010.h1.t1
OG0013883	ESY5_g3870_DN2_SP0_c0.t1	Aa_G292130.h1.t1
OG0013884	ESY5_g3873_DN3_SP3_c0.t1	Aa_G26510.h1.t1
