Orthogroup	Euclidium_syriacum	Arabidopsis_lyrata_NCBI
OG0013776	ESY1_g10397_DN3_SP0_c0.t1	XP_020879641.1
OG0013777	ESY1_g10362_DN3_SP0_c0.t1	XP_020881208.1
OG0013778	ESY1_g10359_DN3_SP0_c5.t1	XP_002876132.1
OG0013779	ESY1_g10358_DN2_SP0_c0.t1	XP_002877850.1
OG0013781	ESY1_g10349_DN3_SP7_c0.t1	XP_002877849.1
OG0013782	ESY1_g10348_DN3_SP8_c0.t1	XP_020879660.1
OG0013783	ESY1_g10309_DN3_SP0_c0.t1	XP_002876113.1
OG0013784	ESY10_g14417_DN3_SP0_c16.t1, ESY1_g10308_DN3_SP0_c0.t1	XP_002877838.1
OG0013785	ESY1_g10292_DN3_SP0_c0.t1	XP_020882148.1
OG0013786	ESY1_g10258_DN3_SP5_c0.t1	XP_002876109.1
OG0013787	ESY1_g10250_DN3_SP4_c0.t1	XP_020882616.1
OG0013788	ESY1_g10234_DN3_SP0_c0.t1	XP_002877821.1
OG0013789	ESY1_g10194_DN3_SP0_c0.t1	XP_020880403.1
OG0013790	ESY1_g10161_DN3_SP2_c0.t1	XP_020880071.1
OG0013791	ESY1_g10147_DN3_SP0_c0.t1	XP_020879901.1
OG0013792	ESY10_g14643_DN3_SP8_c0.t1	XP_020881288.1
OG0013793	ESY5_g5580_DN2_SP0_c0.t1	XP_020869577.1
OG0013794	ESY5_g5571_DN3_SP7_c0.t1	XP_020880353.1
OG0013795	ESY5_g5544_DN3_SP2_c0.t1	XP_020867966.1
OG0013796	ESY5_g5535_DN3_SP0_c0.t1	XP_020868405.1
OG0013797	ESY5_g5524_DN3_SP0_c0.t1	XP_020870074.1
OG0013799	ESY5_g5498_DN3_SP0_c0.t1	XP_020868349.1
OG0013800	ESY5_g5461_DN3_SP7_c0.t1	XP_020870527.1
OG0013801	ESY5_g5459_DN3_SP0_c0.t1	XP_002892081.1
OG0013802	ESY5_g5454_DN2_SP0_c0.t1	XP_020870618.1
OG0013803	ESY5_g5447_DN3_SP5_c0.t1	XP_002892087.1
OG0013804	ESY5_g5432_DN3_SP8_c0.t1	XP_020866655.1
OG0013805	ESY5_g5395_DN2_SP0_c0.t1, ESY5_g5394_DN1_SP0_c0.t1	XP_020885524.1
OG0013806	ESY3_g30591_DN3_SP4_c0.t1, ESY2_g36477_DN2_SP0_c0.t1	XP_002885091.1
OG0013807	ESY5_g5369_DN3_SP3_c0.t1	XP_020869937.1
OG0013808	ESY5_g5347_DN3_SP8_c0.t1	XP_002889406.1
OG0013809	ESY5_g5344_DN3_SP0_c0.t1	XP_002892113.1
OG0013810	ESY5_g5340_DN3_SP0_c10.t1	XP_002892116.1
OG0013811	ESY5_g5295_DN3_SP4_c0.t1	XP_020868247.1
OG0013812	ESY5_g5283_DN3_SP4_c0.t1	XP_002892135.1
OG0013813	ESY5_g5246_DN3_SP5_c0.t1	XP_020867759.1
OG0013814	ESY5_g5242_DN3_SP0_c0.t1	XP_020867760.1
OG0013815	ESY5_g5305_DN3_SP0_c9.t1, ESY5_g5217_DN3_SP0_c0.t1	XP_002889440.1
OG0013816	ESY5_g5168_DN3_SP0_c0.t1	XP_020867705.1
OG0013817	ESY5_g5139_DN3_SP0_c0.t1	XP_020866087.1
OG0013818	ESY5_g5086_DN3_SP0_c0.t1	XP_020869465.1
OG0013819	ESY5_g5081_DN3_SP0_c0.t1	XP_020868861.1
OG0013820	ESY5_g4988_DN3_SP0_c0.t1	XP_020868053.1
OG0013821	ESY5_g4975_DN3_SP0_c0.t1, ESY5_g4976_DN3_SP0_c0.t1, ESY5_g4974_DN3_SP0_c0.t1	XP_020868535.1
OG0013822	ESY5_g4955_DN3_SP0_c0.t1	XP_020867119.1
OG0013823	ESY5_g4916_DN3_SP1_c0.t1	XP_002892253.2
OG0013824	ESY5_g4915_DN2_SP0_c0.t1	XP_002889528.1
OG0013825	ESY5_g4738_DN3_SP0_c0.t1	XP_020869098.1
OG0013826	ESY5_g4733_DN3_SP0_c0.t1	XP_020870588.1
OG0013827	ESY5_g4694_DN2_SP0_c0.t1	XP_002892331.1
OG0013828	ESY5_g4664_DN3_SP0_c0.t1	XP_002889607.1
OG0013829	ESY5_g4607_DN1_SP0_c0.t1	XP_002889624.1
OG0013830	ESY5_g4606_DN3_SP0_c0.t1	XP_020870138.1
OG0013831	ESY5_g4594_DN3_SP0_c0.t1	XP_002892373.1
OG0013832	ESY5_g4579_DN3_SP1_c0.t1	XP_002892381.1
OG0013833	ESY5_g4553_DN3_SP1_c0.t1	XP_020867664.1
OG0013834	ESY5_g4538_DN3_SP6_c0.t1	XP_002892397.2
OG0013835	ESY17_g40299_DN3_SP0_c0.t1	XP_020874754.1
OG0013836	ESY5_g4445_DN3_SP1_c0.t1, ESY4_g26911_DN3_SP0_c0.t1	XP_002892426.1
OG0013838	ESY5_g3124_DN3_SP0_c0.t1	XP_020867925.1
OG0013839	ESY5_g3135_DN3_SP2_c0.t1	XP_020870332.1
OG0013840	ESY2_g34331_DN3_SP0_c0.t1	XP_020890002.1
OG0013841	ESY5_g3137_DN3_SP7_c0.t1	XP_002889691.1
OG0013842	ESY5_g3206_DN3_SP0_c11.t1	XP_002889718.1
OG0013843	ESY5_g3225_DN3_SP0_c0.t1	XP_002889728.2
OG0013844	ESY5_g3244_DN3_SP4_c0.t1	XP_020866924.1
OG0013845	ESY5_g3259_DN3_SP1_c0.t1	XP_020867889.1
OG0013846	ESY5_g3270_DN3_SP0_c0.t1	XP_020867929.1
OG0013847	ESY5_g3276_DN3_SP2_c0.t1	XP_002892498.1
OG0013848	ESY5_g3284_DN3_SP8_c0.t1	XP_020866914.1
OG0013849	ESY5_g3301_DN3_SP8_c15.t1	XP_020867581.1
OG0013850	ESY5_g3305_DN3_SP1_c0.t1	XP_002892507.1
OG0013851	ESY5_g3321_DN3_SP3_c0.t1	XP_002892511.1
OG0013852	ESY5_g3347_DN2_SP0_c0.t1	XP_002892519.1
OG0013853	ESY5_g3366_DN3_SP0_c0.t1	XP_002892526.1
OG0013854	ESY5_g3377_DN2_SP0_c0.t1	XP_002892531.1
OG0013855	ESY5_g3425_DN3_SP0_c0.t1	XP_020868764.1
OG0013856	ESY5_g3444_DN3_SP7_c0.t1	XP_020870697.1
OG0013857	ESY5_g3477_DN3_SP1_c0.t1	XP_020867882.1
OG0013858	ESY5_g3483_DN3_SP0_c0.t1	XP_020869426.1
OG0013859	ESY5_g3492_DN3_SP5_c0.t1	XP_002889814.1
OG0013860	ESY5_g1028_DN3_SP8_c0.t1	XP_020868983.1
OG0013861	ESY11_g55009_DN1_SP0_c0.t1	XP_020870797.1
OG0013862	ESY5_g3542_DN3_SP0_c0.t1	XP_020866024.1
OG0013863	ESY5_g3569_DN3_SP2_c0.t1	XP_002889841.1
OG0013864	ESY8_g58112_DN1_SP0_c0.t1, ESY5_g3584_DN3_SP8_c0.t1	XP_002892614.1
OG0013865	ESY5_g3587_DN2_SP0_c0.t1	XP_020869392.1
OG0013866	ESY5_g3594_DN3_SP0_c0.t1	XP_002889847.1
OG0013867	ESY5_g3598_DN2_SP0_c0.t1	XP_020869608.1
OG0013868	ESY5_g3628_DN3_SP0_c0.t1	XP_020870715.1
OG0013869	ESY5_g3629_DN3_SP0_c0.t1	XP_002892627.1
OG0013870	ESY5_g4450_DN3_SP0_c7.t1	XP_020868020.1
OG0013871	ESY8_g59634_DN3_SP0_c0.t1	XP_020883855.1
OG0013872	ESY5_g3709_DN3_SP0_c0.t1	XP_020870591.1
OG0013873	ESY5_g3712_DN3_SP1_c0.t1	XP_020866625.1
OG0013874	ESY5_g3717_DN3_SP8_c0.t1	XP_020868949.1
OG0013875	ESY5_g3721_DN3_SP3_c17.t1	XP_020870135.1
OG0013876	ESY5_g3735_DN2_SP0_c0.t1	XP_002892660.1
OG0013877	ESY5_g3736_DN3_SP0_c0.t1	XP_002889902.2
OG0013878	ESY5_g3747_DN3_SP0_c10.t1	XP_020869852.1
OG0013879	ESY5_g3753_DN3_SP3_c1.t1	XP_020868930.1
OG0013880	ESY5_g3754_DN3_SP8_c6.t1	XP_002892669.1
OG0013881	ESY5_g3853_DN3_SP0_c0.t1	XP_020869520.1
OG0013882	ESY5_g3857_DN3_SP0_c0.t1	XP_020869537.1, XP_020869527.1
OG0013883	ESY5_g3870_DN2_SP0_c0.t1	XP_020870525.1
OG0013884	ESY5_g3873_DN3_SP3_c0.t1	XP_002889974.1
OG0013885	ESY5_g3880_DN3_SP8_c0.t1	XP_020867856.1
OG0013886	ESY5_g2569_DN3_SP7_c0.t1	XP_002892723.1
OG0013887	ESY13_g57561_DN3_SP8_c0.t1	XP_020870813.1
OG0013889	ESY5_g2621_DN3_SP6_c17.t1	XP_020870727.1
OG0013890	ESY6_g46728_DN3_SP0_c0.t1	XP_002865900.2
OG0013892	ESY5_g2690_DN3_SP8_c0.t1	XP_002890017.1
OG0013893	ESY5_g2697_DN3_SP0_c0.t1	XP_020870537.1
OG0013894	ESY5_g2759_DN3_SP2_c0.t1	XP_002890040.1
OG0013895	ESY5_g2769_DN3_SP0_c0.t1	XP_020868360.1
OG0013896	ESY5_g2775_DN3_SP3_c0.t1	XP_020867071.1
OG0013897	ESY5_g2778_DN3_SP8_c0.t1	XP_002892798.1
OG0013899	ESY5_g2786_DN3_SP0_c0.t1	XP_020869028.1
OG0013901	ESY5_g2836_DN3_SP0_c0.t1	XP_002890071.1
OG0013902	ESY5_g2838_DN3_SP1_c0.t1	XP_020869885.1
OG0013903	ESY5_g2877_DN3_SP6_c0.t1	XP_002890086.1
OG0013904	ESY5_g2893_DN3_SP0_c0.t1	XP_002892855.1
OG0013905	ESY5_g2949_DN3_SP3_c0.t1	XP_020865638.1
OG0013906	ESY5_g2954_DN3_SP0_c0.t1	XP_002890121.1
OG0013907	ESY5_g2994_DN3_SP8_c0.t1	XP_020867474.1
OG0013910	ESY4_g24714_DN2_SP0_c0.t1, ESY5_g3035_DN3_SP8_c0.t1	XP_020868650.1
OG0013911	ESY5_g3045_DN3_SP0_c0.t1	XP_002892905.1
OG0013912	ESY5_g3057_DN3_SP1_c0.t1	XP_002892910.1
OG0013913	ESY5_g3062_DN3_SP7_c0.t1	XP_020870492.1
OG0013914	ESY5_g3064_DN3_SP0_c0.t1	XP_020870426.1
OG0013915	ESY5_g4412_DN3_SP1_c0.t1	XP_002892918.1
OG0013916	ESY5_g4410_DN3_SP0_c0.t1	XP_020866530.1
OG0013917	ESY5_g4400_DN3_SP0_c0.t1	XP_020868121.1
OG0013918	ESY5_g4357_DN3_SP7_c8.t1	XP_002892938.2
OG0013919	ESY5_g4341_DN3_SP0_c0.t1	XP_002892945.1
OG0013920	ESY7_g19331_DN3_SP1_c0.t1	XP_020871055.1
OG0013921	ESY5_g4326_DN3_SP0_c0.t1	XP_020866369.1
OG0013922	ESY5_g4324_DN3_SP8_c0.t1	XP_002890224.1
OG0013923	ESY5_g4323_DN3_SP5_c0.t1, ESY2_g35833_DN3_SP0_c0.t1	XP_020867525.1
OG0013924	ESY5_g4316_DN3_SP0_c0.t1	XP_020867798.1
OG0013925	ESY5_g4311_DN3_SP0_c0.t1	XP_020868338.1
OG0013926	ESY5_g4263_DN3_SP7_c0.t1	XP_002892971.1
OG0013927	ESY5_g4253_DN3_SP0_c0.t1	XP_020869040.1
OG0013928	ESY5_g4250_DN3_SP0_c0.t1	XP_020869038.1
OG0013929	ESY5_g4242_DN3_SP8_c0.t1	XP_002892983.1
OG0013930	ESY5_g4231_DN3_SP6_c0.t1	XP_002892990.1
OG0013931	ESY5_g4228_DN3_SP8_c0.t1	XP_020869933.1
OG0013932	ESY5_g4208_DN3_SP4_c0.t1	XP_020867438.1
OG0013933	ESY5_g4184_DN3_SP0_c0.t1	XP_020867223.1
OG0013934	ESY5_g4128_DN3_SP0_c0.t1	XP_002890309.1
OG0013935	ESY5_g4116_DN3_SP0_c12.t1	XP_020869414.1
OG0013936	ESY5_g4110_DN3_SP6_c0.t1	XP_020867019.1
OG0013937	ESY5_g4105_DN3_SP7_c0.t1	XP_020869815.1
OG0013938	ESY5_g4096_DN3_SP0_c0.t1, ESY5_g4102_DN3_SP0_c0.t1	XP_002890324.1
OG0013939	ESY5_g4073_DN3_SP0_c0.t1	XP_020870644.1
OG0013940	ESY5_g4066_DN3_SP7_c0.t1	XP_002893051.1
OG0013941	ESY5_g4055_DN3_SP0_c0.t1, ESY5_g4053_DN3_SP0_c0.t1	XP_002890345.1
OG0013942	ESY5_g4045_DN3_SP1_c0.t1	XP_020869333.1
OG0013943	ESY5_g4040_DN3_SP0_c0.t1	XP_002893061.1
OG0013944	ESY5_g4037_DN3_SP6_c0.t1, ESY2_g36038_DN3_SP0_c0.t1	XP_002890351.1
OG0013945	ESY5_g4091_DN3_SP1_c0.t1	XP_002893035.1
OG0013946	ESY5_g4027_DN3_SP0_c0.t1	XP_020867750.1
OG0013947	ESY5_g4013_DN3_SP8_c0.t1	XP_002893078.1
OG0013948	ESY10_g14251_DN3_SP0_c0.t1	XP_002876875.2
OG0013949	ESY5_g3985_DN3_SP0_c0.t1	XP_020870469.1
OG0013950	ESY5_g3980_DN2_SP0_c0.t1	XP_020869860.1
OG0013951	ESY8_g60596_DN3_SP8_c0.t1	XP_002870753.1
OG0013952	ESY5_g3955_DN3_SP0_c0.t1	XP_020867038.1
OG0013953	ESY5_g3953_DN3_SP8_c0.t1	XP_002890385.1
OG0013954	ESY5_g3939_DN3_SP6_c0.t1	XP_020866802.1
OG0013955	ESY5_g3913_DN3_SP1_c0.t1	XP_002890409.1
OG0013956	ESY5_g2470_DN3_SP4_c0.t1	XP_002893159.1
OG0013957	ESY17_g40207_DN3_SP1_c0.t1	XP_002890438.1
OG0013958	ESY5_g2468_DN3_SP5_c0.t1	XP_020868043.1
OG0013959	ESY5_g2462_DN3_SP0_c0.t1	XP_002890443.1
OG0013960	ESY5_g2461_DN3_SP8_c0.t1	XP_020869384.1
OG0013961	ESY5_g2411_DN3_SP0_c0.t1	XP_002890451.1
OG0013962	ESY5_g2384_DN3_SP8_c0.t1	XP_002893187.2
OG0013963	ESY5_g2364_DN3_SP0_c7.t1	XP_002893209.1
OG0013964	ESY5_g2348_DN3_SP4_c16.t1	XP_002893213.1
OG0013965	ESY5_g2330_DN3_SP0_c0.t1	XP_020869716.1
OG0013966	ESY15_g64823_DN3_SP0_c0.t1	XP_020871800.1
OG0013967	ESY5_g2208_DN3_SP0_c0.t1	XP_020866410.1
OG0013968	ESY5_g2199_DN3_SP8_c0.t1	XP_020867329.1
OG0013969	ESY5_g2173_DN3_SP0_c0.t1	XP_002890545.1
OG0013970	ESY5_g2169_DN3_SP0_c0.t1	XP_020869160.1
OG0013973	ESY2_g35734_DN3_SP0_c0.t1	XP_002887394.1
OG0013974	ESY2_g35724_DN3_SP2_c0.t1	XP_020865882.1
OG0013975	ESY2_g35716_DN3_SP0_c0.t1	XP_020889975.1
OG0013976	ESY17_g39131_DN3_SP0_c0.t1, ESY2_g35712_DN3_SP0_c0.t1	XP_002887384.1
OG0013977	ESY2_g35709_DN3_SP0_c7.t1	XP_002887382.1
OG0013978	ESY2_g35689_DN3_SP5_c0.t1	XP_020891536.1
OG0013980	ESY2_g35666_DN3_SP0_c0.t1	XP_002888832.1
OG0013981	ESY2_g35663_DN3_SP4_c0.t1	XP_020889866.1
OG0013982	ESY2_g35643_DN3_SP2_c0.t1	XP_002887346.1
OG0013983	ESY2_g35603_DN3_SP6_c0.t1	XP_002887327.1
OG0013984	ESY2_g35597_DN3_SP0_c0.t1	XP_020890254.1
OG0013985	ESY2_g35587_DN3_SP0_c0.t1	XP_002887319.1
OG0013986	ESY2_g35579_DN3_SP7_c0.t1	XP_020865840.1
OG0013989	ESY2_g35552_DN3_SP0_c0.t1	XP_020891129.1
OG0013991	ESY23_g422_DN3_SP0_c0.t1	XP_002867680.1
OG0013992	ESY23_g449_DN3_SP0_c0.t1	XP_002867679.1
OG0013993	ESY23_g522_DN2_SP0_c0.t1, ESY16_g61449_DN2_SP0_c0.t1	XP_002893744.1
OG0013994	ESY2_g33353_DN3_SP8_c0.t1	XP_020890876.1
OG0013995	ESY2_g33354_DN3_SP0_c0.t1	XP_020891201.1
OG0013996	ESY2_g33355_DN3_SP8_c0.t1	XP_020891398.1
OG0013997	ESY2_g33501_DN3_SP0_c0.t1	XP_020889828.1
OG0013998	ESY2_g33485_DN3_SP7_c0.t1	XP_020891336.1
OG0013999	ESY16_g62365_DN3_SP8_c0.t1	XP_020873396.1
OG0014000	ESY1_g9837_DN3_SP0_c0.t1	XP_020871415.1, XP_020890705.1
OG0014001	ESY2_g33552_DN3_SP8_c0.t1	XP_002886430.1
OG0014002	ESY10_g14653_DN3_SP0_c0.t1	XP_020880177.1
OG0014003	ESY2_g33581_DN3_SP0_c0.t1	XP_020889682.1
OG0014004	ESY2_g33573_DN3_SP8_c0.t1	XP_020889868.1
OG0014005	ESY7_g17279_DN3_SP0_c0.t1, ESY24_g33118_DN3_SP0_c0.t1	XP_020877323.1
OG0014006	ESY2_g33633_DN2_SP0_c0.t1	XP_020890777.1
OG0014007	ESY2_g33676_DN3_SP8_c0.t1	XP_020891446.1
OG0014008	ESY12_g51980_DN3_SP0_c0.t1, ESY2_g33687_DN3_SP8_c0.t1	XP_020889680.1
OG0014009	ESY2_g33745_DN3_SP7_c0.t1	XP_020891028.1
OG0014010	ESY2_g33819_DN3_SP1_c0.t1, ESY2_g38737_DN2_SP0_c0.t1	XP_020890028.1
OG0014011	ESY2_g33828_DN3_SP0_c0.t1	XP_020890065.1
OG0014012	ESY2_g33894_DN2_SP7_c0.t1	XP_002888109.1
OG0014013	ESY2_g33907_DN2_SP0_c0.t1	XP_002888110.2
OG0014014	ESY2_g33909_DN3_SP0_c0.t1	XP_020890060.1
OG0014015	ESY2_g33929_DN3_SP0_c0.t1	XP_020890056.1
OG0014016	ESY2_g33940_DN3_SP0_c0.t1	XP_020890070.1
OG0014017	ESY11_g53075_DN3_SP0_c0.t1	XP_002883782.1
OG0014018	ESY2_g33957_DN3_SP0_c0.t1	XP_002886602.1
OG0014019	ESY2_g33979_DN3_SP8_c3.t1	XP_020890587.1
OG0014020	ESY2_g34004_DN3_SP2_c0.t1	XP_002886633.1
OG0014021	ESY2_g34023_DN3_SP0_c0.t1	XP_002886640.1
OG0014022	ESY2_g34053_DN3_SP8_c0.t1	XP_002886661.1
OG0014023	ESY2_g34078_DN2_SP0_c0.t1, ESY6_g49358_DN2_SP0_c0.t1	XP_020890310.1
OG0014024	ESY2_g34105_DN3_SP7_c0.t1	XP_002886711.2
OG0014026	ESY2_g34125_DN1_SP0_c0.t1	XP_020891093.1
OG0014027	ESY2_g34187_DN3_SP8_c0.t1	XP_020869222.1
OG0014028	ESY2_g34205_DN3_SP0_c0.t1	XP_020868300.1
OG0014029	ESY2_g34209_DN3_SP8_c0.t1	XP_002891951.1
OG0014031	ESY2_g33347_DN3_SP0_c0.t1, ESY3_g28625_DN3_SP0_c0.t1	XP_020865644.1
OG0014032	ESY2_g33325_DN3_SP8_c0.t1	XP_020865911.1
OG0014033	ESY2_g33301_DN3_SP0_c0.t1	XP_002887895.1
OG0014034	ESY2_g33288_DN3_SP0_c0.t1	XP_002887889.2
OG0014035	ESY2_g33283_DN3_SP0_c0.t1	XP_020890676.1
OG0014036	ESY2_g33280_DN3_SP0_c0.t1	XP_002886343.1
OG0014037	ESY2_g33279_DN3_SP8_c0.t1	XP_020891390.1
OG0014038	ESY2_g33247_DN3_SP7_c0.t1	XP_002894187.2
OG0014039	ESY2_g33313_DN3_SP0_c0.t1, ESY9_g45681_DN1_SP0_c0.t1	XP_002887867.1
OG0014040	ESY2_g34296_DN3_SP4_c9.t1	XP_002872409.1
OG0014041	ESY10_g14950_DN3_SP4_c0.t1	XP_020866327.1
OG0014043	ESY10_g14774_DN3_SP8_c0.t1	XP_020871939.1
OG0014044	ESY10_g14747_DN3_SP8_c0.t1	XP_020871666.1
OG0014045	ESY7_g16673_DN3_SP0_c0.t1	XP_002865325.1
OG0014046	ESY7_g16649_DN3_SP2_c0.t1	XP_002863551.1
OG0014047	ESY7_g16643_DN3_SP8_c0.t1	XP_002863555.1
OG0014048	ESY7_g16586_DN3_SP0_c0.t1	XP_002865366.1
OG0014049	ESY7_g16582_DN3_SP0_c0.t1	XP_020871091.1
OG0014050	ESY7_g16445_DN3_SP1_c0.t1	XP_002872736.1
OG0014051	ESY7_g16413_DN3_SP8_c0.t1	XP_020876344.1
OG0014052	ESY7_g16404_DN3_SP0_c0.t1	XP_002872722.1
OG0014053	ESY7_g16372_DN3_SP8_c0.t1	XP_020876359.1
OG0014054	ESY34_g45729_DN3_SP0_c0.t1	XP_002867409.1
OG0014055	ESY34_g45724_DN3_SP8_c0.t1	XP_002869430.1
OG0014056	ESY34_g45716_DN3_SP0_c0.t1	XP_020873131.1
OG0014057	ESY4_g24416_DN3_SP0_c0.t1	XP_020873162.1
OG0014058	ESY4_g24435_DN3_SP1_c0.t1	XP_020872505.1
OG0014059	ESY4_g24437_DN3_SP2_c0.t1	XP_002867383.1
OG0014060	ESY2_g38380_DN3_SP0_c0.t1	XP_002870178.1
OG0014061	ESY2_g38364_DN3_SP1_c0.t1, ESY2_g38365_DN3_SP0_c0.t1	XP_002868146.2
OG0014062	ESY2_g38331_DN3_SP0_c0.t1	XP_020870235.1
OG0014063	ESY2_g38308_DN3_SP2_c0.t1	XP_002894092.1, XP_020880654.1
OG0014064	ESY2_g38307_DN3_SP1_c0.t1	XP_002891405.1
OG0014065	ESY2_g37981_DN3_SP0_c0.t1	XP_002894118.1
OG0014066	ESY2_g38069_DN3_SP8_c0.t1	XP_002894104.1
OG0014067	ESY2_g38067_DN3_SP4_c0.t1	XP_002891421.1
OG0014068	ESY2_g37983_DN3_SP8_c0.t1	XP_020870766.1
OG0014069	ESY2_g37999_DN3_SP7_c0.t1, ESY11_g54039_DN3_SP0_c0.t1	XP_020868742.1
OG0014070	ESY2_g37978_DN3_SP0_c0.t1	XP_020870686.1
OG0014071	ESY2_g37913_DN3_SP2_c0.t1	XP_020869729.1
OG0014072	ESY2_g37879_DN3_SP0_c0.t1	XP_002891459.1
OG0014073	ESY2_g37866_DN3_SP0_c0.t1	XP_002891461.1
OG0014074	ESY2_g37862_DN3_SP0_c0.t1	XP_002891464.2
OG0014075	ESY2_g37843_DN3_SP8_c0.t1	XP_020867923.1, XP_002885674.1
OG0014076	ESY2_g37550_DN3_SP0_c0.t1	XP_002891474.1
OG0014077	ESY2_g37694_DN3_SP4_c0.t1	XP_002891495.1
OG0014079	ESY2_g37691_DN1_SP0_c0.t1	XP_002894180.1
OG0014080	ESY2_g37675_DN3_SP8_c0.t1	XP_020869208.1
OG0014081	ESY2_g35953_DN3_SP0_c0.t1	XP_020890022.1
OG0014082	ESY2_g35951_DN3_SP5_c0.t1	XP_020865802.1
OG0014083	ESY4_g26950_DN3_SP8_c0.t1	XP_002868836.1
OG0014084	ESY4_g25679_DN3_SP3_c0.t1, ESY5_g4101_DN3_SP5_c0.t1	XP_002868837.1
OG0014085	ESY4_g26948_DN3_SP8_c0.t1	XP_002868839.1
OG0014086	ESY4_g26934_DN3_SP0_c0.t1	XP_020872873.1
OG0014087	ESY5_g3372_DN3_SP0_c0.t1	XP_002866799.2
OG0014088	ESY4_g26928_DN3_SP2_c0.t1	XP_020873877.1
OG0014090	ESY4_g26895_DN3_SP0_c0.t1	XP_020874400.1
OG0014091	ESY4_g26878_DN3_SP7_c0.t1	XP_002868864.1
OG0014093	ESY4_g26852_DN3_SP0_c3.t1	XP_020875044.1
OG0014094	ESY4_g26849_DN2_SP0_c0.t1	XP_020875229.1
OG0014095	ESY4_g26841_DN3_SP6_c1.t1	XP_020875535.1
OG0014096	ESY4_g26807_DN3_SP1_c0.t1	XP_020872667.1
OG0014097	ESY4_g26810_DN3_SP1_c0.t1	XP_002868887.1
OG0014098	ESY4_g26780_DN2_SP0_c0.t1	XP_020872779.1
OG0014099	ESY4_g26791_DN3_SP0_c0.t1	XP_020874477.1
OG0014100	ESY8_g60743_DN3_SP0_c0.t1, ESY4_g26768_DN3_SP8_c0.t1	XP_020874480.1
OG0014101	ESY4_g26730_DN3_SP8_c0.t1	XP_020874263.1
OG0014102	ESY15_g64826_DN3_SP0_c0.t1, ESY15_g64827_DN3_SP7_c0.t1	XP_002865589.2
OG0014103	ESY4_g26677_DN3_SP8_c0.t1	XP_002868937.1
OG0014104	ESY4_g26654_DN3_SP0_c0.t1	XP_002868940.1
OG0014106	ESY4_g26638_DN3_SP0_c0.t1	XP_002868944.1
OG0014107	ESY4_g26635_DN3_SP2_c0.t1	XP_002866912.1
OG0014108	ESY6_g48092_DN2_SP0_c19.t1	XP_002885776.2
OG0014110	ESY4_g26596_DN3_SP0_c0.t1	XP_020875324.1
OG0014111	ESY4_g26587_DN3_SP0_c0.t1	XP_002866929.1
OG0014112	ESY4_g26572_DN3_SP0_c82.t1	XP_020872398.1
OG0014113	ESY4_g26523_DN3_SP3_c0.t1	XP_002866948.1
OG0014114	ESY4_g26514_DN1_SP0_c0.t1	XP_002868989.1
OG0014115	ESY4_g26429_DN3_SP0_c0.t1	XP_020875546.1
OG0014116	ESY4_g26413_DN3_SP7_c0.t1	XP_020872135.1
OG0014117	ESY4_g26355_DN3_SP0_c0.t1	XP_002866980.1
OG0014119	ESY4_g26286_DN3_SP8_c0.t1	XP_002867001.1
OG0014120	ESY4_g26277_DN3_SP8_c0.t1, ESY4_g26275_DN2_SP0_c0.t1	XP_020872763.1
OG0014121	ESY4_g26247_DN3_SP0_c0.t1	XP_020875013.1
OG0014122	ESY4_g26222_DN3_SP7_c0.t1	XP_002867016.1
OG0014123	ESY4_g26208_DN3_SP7_c6.t1	XP_020872803.1
OG0014124	ESY4_g26207_DN3_SP4_c14.t1	XP_020872802.1
OG0014125	ESY4_g26186_DN3_SP3_c0.t1	XP_002869040.2
OG0014126	ESY4_g26140_DN3_SP0_c0.t1	XP_020874034.1
OG0014127	ESY4_g26103_DN3_SP6_c0.t1	XP_002869053.1
OG0014128	ESY4_g25315_DN3_SP0_c0.t1	XP_002869072.1
OG0014129	ESY4_g25358_DN3_SP0_c0.t1	XP_002869081.1
OG0014130	ESY4_g25729_DN3_SP8_c0.t1	XP_020873100.1
OG0014131	ESY4_g25381_DN3_SP0_c14.t1	XP_020872215.1
OG0014132	ESY4_g25463_DN3_SP0_c0.t1	XP_020874360.1
OG0014133	ESY4_g25477_DN3_SP0_c0.t1	XP_002869109.1
OG0014134	ESY4_g25547_DN3_SP2_c0.t1	XP_002867102.1
OG0014135	ESY4_g25590_DN3_SP8_c0.t1	XP_020875517.1
OG0014136	ESY4_g25634_DN3_SP8_c0.t1	XP_020875119.1
OG0014137	ESY4_g25672_DN3_SP7_c0.t1	XP_002869156.1
OG0014138	ESY4_g25724_DN3_SP1_c0.t1	XP_002867130.1
OG0014139	ESY4_g25293_DN1_SP0_c0.t1	XP_020873156.1
OG0014140	ESY4_g25225_DN2_SP0_c18.t1	XP_020873911.1
OG0014141	ESY4_g25212_DN3_SP0_c0.t1	XP_002869444.1
OG0014142	ESY4_g25194_DN3_SP4_c0.t1	XP_020875749.1
OG0014143	ESY4_g25184_DN3_SP0_c0.t1	XP_002869260.1
OG0014144	ESY4_g25177_DN3_SP8_c0.t1	XP_020874493.1
OG0014145	ESY4_g25159_DN3_SP6_c0.t1	XP_020874882.1
OG0014146	ESY4_g25142_DN3_SP6_c0.t1	XP_002869241.1
OG0014147	ESY4_g25139_DN3_SP8_c0.t1	XP_020875465.1
OG0014148	ESY4_g25113_DN3_SP8_c0.t1	XP_002867220.1
OG0014149	ESY4_g25102_DN3_SP0_c0.t1	XP_002867217.1
