Orthogroup	Noccaea_praecox	Cardamine_amara
OG0015897	Np003G141100	evm.model.RL_4.2204
OG0015898	Np003G141030	evm.model.RL_4.2212
OG0015899	Np003G140950	evm.model.RL_4.2219
OG0015900	Np003G141580	evm.model.RL_4.2163
OG0015901	Np003G141660	evm.model.RL_4.2155
OG0015902	Np003G141690	evm.model.RL_4.2152
OG0015903	Np003G142440	evm.model.RL_4.2085
OG0015904	Np003G142360	evm.model.RL_4.2091
OG0015905	Np003G142280	evm.model.RL_4.2099
OG0015906	Np003G142200	evm.model.RL_4.2104
OG0015907	Np003G142050	evm.model.RL_4.2115.2.687c86d7
OG0015908	Np003G142860	evm.model.RL_4.2048
OG0015909	Np003G143290	evm.model.RL_4.2014
OG0015910	Np007G423320	evm.model.RL_1.170
OG0015911	Np003G143160	evm.model.RL_4.2026
OG0015912	Np003G143600	evm.model.RL_4.1987
OG0015913	Np003G143750	evm.model.RL_4.1977
OG0015914	Np003G143970	evm.model.RL_4.1959
OG0015915	Np003G144070	evm.model.RL_4.1953
OG0015916	Np003G144110	evm.model.RL_4.1948
OG0015917	Np003G144410	evm.model.RL_4.1922
OG0015918	Np003G144690	evm.model.RL_4.1905
OG0015919	Np003G144670	evm.model.RL_4.1907
OG0015920	Np003G144780	evm.model.RL_4.1898
OG0015921	Np003G144920	evm.model.RL_4.1886
OG0015922	Np003G144990	evm.model.RL_4.1879
OG0015923	Np003G145010	evm.model.RL_4.1877
OG0015924	Np003G145310	evm.model.RL_4.1847
OG0015925	Np003G145370	evm.model.RL_4.1844
OG0015926	Np003G145720	evm.model.RL_4.1828
OG0015927	Np003G145730	evm.model.RL_4.1827
OG0015928	Np003G145940	evm.model.RL_4.1814
OG0015930	Np004G250660	evm.model.RL_5.722
OG0015931	Np003G146480	evm.model.RL_4.1785
OG0015932	Np003G146620	evm.model.RL_4.1778
OG0015933	Np003G146630	evm.model.RL_4.1777
OG0015934	Np003G146690	evm.model.RL_4.1770
OG0015935	Np003G147040	evm.model.RL_4.1737
OG0015936	Np001G013880	evm.model.RL_4.1132
OG0015937	Np001G014250	evm.model.RL_4.1102
OG0015939	Np001G014330	evm.model.RL_4.1092
OG0015940	Np001G014770	evm.model.RL_4.1058
OG0015941	Np001G014910	evm.model.RL_4.1047
OG0015942	Np001G015100	evm.model.RL_4.1033
OG0015943	Np001G015110	evm.model.RL_4.1032
OG0015944	Np001G015560	evm.model.RL_4.988
OG0015946	Np001G049470	evm.model.RL_7.1505
OG0015947	Np001G016220	evm.model.RL_4.937
OG0015948	Np007G402770	evm.model.RL_2.2149
OG0015949	Np001G016760	evm.model.RL_4.888
OG0015950	Np001G017200	evm.model.RL_4.848
OG0015951	Np001G017680	evm.model.RL_4.806
OG0015952	Np001G017840	evm.model.RL_4.783
OG0015953	Np001G017760	evm.model.RL_4.792
OG0015954	Np003G144030	evm.model.RL_4.1955
OG0015955	Np003G132560	evm.model.RL_4.2859
OG0015956	Np002G117960	evm.model.RL_4.2858
OG0015957	Np003G140700	evm.model.RL_4.2242
OG0015958	Np003G140690	evm.model.RL_4.2243
OG0015959	Np003G132480	evm.model.RL_4.2867
OG0015960	Np003G132110	evm.model.RL_4.2890
OG0015961	Np001G018120	evm.model.RL_4.757
OG0015963	Np001G018080	evm.model.RL_4.761
OG0015964	Np003G131740	evm.model.RL_4.2908
OG0015966	Np003G131440	evm.model.RL_4.2931
OG0015967	Np003G131370	evm.model.RL_4.2936
OG0015968	Np003G131190	evm.model.RL_4.2947
OG0015969	Np003G131170	evm.model.RL_4.2949
OG0015970	Np003G131160	evm.model.RL_4.2950.1.687c86dc
OG0015971	Np003G130800	evm.model.RL_4.2963
OG0015972	Np003G130780	evm.model.RL_4.2965
OG0015973	Np003G130730	evm.model.RL_4.2971
OG0015974	Np003G130700	evm.model.RL_4.2975
OG0015975	Np003G130680	evm.model.RL_4.2977
OG0015976	Np003G130380	evm.model.RL_4.3003
OG0015977	Np007G404600	evm.model.RL_1.1449
OG0015978	Np003G130060	evm.model.RL_4.3015
OG0015979	Np003G129960	evm.model.RL_4.3023
OG0015980	Np003G129880	evm.model.RL_4.3029
OG0015981	Np003G129550	evm.model.RL_4.3049
OG0015982	Np004G239100	evm.model.RL_5.1550
OG0015984	Np003G129160	evm.model.RL_4.3079
OG0015985	Np003G129010	evm.model.RL_4.3090
OG0015986	Np001G013670	evm.model.RL_4.1148
OG0015987	Np001G013650	evm.model.RL_4.1150
OG0015988	Np001G013630	evm.model.RL_4.1152
OG0015989	Np001G013540	evm.model.RL_4.1159
OG0015990	Np001G012790	evm.model.RL_4.1207
OG0015992	Np001G012250	evm.model.RL_4.1234
OG0015993	Np001G012160	evm.model.RL_4.1239.3.687c86d2
OG0015994	Np001G012100	evm.model.RL_4.1244
OG0015995	Np001G012040	evm.model.RL_4.1252
OG0015996	Np001G011600	evm.model.RL_4.1292
OG0015997	Np001G011680	evm.model.RL_4.1289
OG0015998	Np001G011820	evm.model.RL_4.1275
OG0015999	Np001G011830	evm.model.RL_4.1274
OG0016000	Np001G011330	evm.model.RL_4.1321
OG0016001	Np001G011240	evm.model.RL_4.1326
OG0016002	Np001G011000	evm.model.RL_4.1343
OG0016003	Np001G010970	evm.model.RL_4.1346
OG0016004	Np001G010920	evm.model.RL_4.1354
OG0016005	Np007G388590	evm.model.RL_1.2456
OG0016006	Np001G010630	evm.model.RL_4.1374
OG0016007	Np001G010550	evm.model.RL_4.1382
OG0016008	Np001G010160	evm.model.RL_4.1411
OG0016009	Np001G010040	evm.model.RL_4.1417
OG0016010	Np001G009800	evm.model.RL_8.2163
OG0016011	Np001G009780	evm.model.RL_8.2165
OG0016012	Np001G009760	evm.model.RL_7.2343
OG0016013	Np001G009560	evm.model.RL_8.2184
OG0016014	Np001G009300	evm.model.RL_8.2210
OG0016015	Np001G009280	evm.model.RL_8.2212
OG0016016	Np001G008930	evm.model.RL_8.2235
OG0016017	Np001G008820	evm.model.RL_8.2244
OG0016018	Np001G007930	evm.model.RL_8.2275
OG0016019	Np001G007890	evm.model.RL_8.2279
OG0016020	Np001G007670	evm.model.RL_8.2294
OG0016021	Np001G007540	evm.model.RL_8.2304
OG0016022	Np001G007530	evm.model.RL_8.2305
OG0016023	Np001G007200	evm.model.RL_8.2328
OG0016024	Np001G007110	evm.model.RL_8.2335
OG0016025	Np001G006980	evm.model.RL_8.2345
OG0016026	Np001G006810	evm.model.RL_8.2363
OG0016027	Np001G006680	evm.model.RL_8.2374
OG0016028	Np001G006590	evm.model.RL_8.2385
OG0016029	Np003G154050	evm.model.RL_8.1956
OG0016030	Np003G154240	evm.model.RL_8.1936
OG0016031	Np003G154350	evm.model.RL_8.1929.3.687c855e
OG0016032	Np003G154360	evm.model.RL_8.1928
OG0016033	Np003G154460	evm.model.RL_8.1922
OG0016034	Np003G154520	evm.model.RL_8.1918
OG0016035	Np003G154760	evm.model.RL_8.1898
OG0016036	Np003G154780	evm.model.RL_8.1896
OG0016037	Np001G053070	evm.model.RL_7.1252
OG0016038	Np001G052990	evm.model.RL_7.1260
OG0016039	Np001G052740	evm.model.RL_7.1280
OG0016040	Np001G052370	evm.model.RL_7.1310
OG0016041	Np001G051950	evm.model.RL_7.1343.1.687c84b9
OG0016042	Np001G051830	evm.model.RL_7.1346
OG0016043	Np001G051750	evm.model.RL_7.1349
OG0016044	Np001G051530	evm.model.RL_7.1365
OG0016045	Np001G051310	evm.model.RL_7.1380
OG0016046	Np001G051180	evm.model.RL_7.1392
OG0016047	Np001G050800	evm.model.RL_7.1424
OG0016048	Np001G050660	evm.model.RL_7.1432
OG0016049	Np001G050610	evm.model.RL_7.1438
OG0016050	Np001G011850	evm.model.RL_4.1273
OG0016051	Np001G050280	evm.model.RL_7.1460
OG0016052	Np001G049930	evm.model.RL_7.1480
OG0016053	Np001G049820	evm.model.RL_7.1487
OG0016054	Np001G049780	evm.model.RL_7.1488
OG0016055	Np004G213100	evm.model.RL_5.2919
OG0016056	Np001G048520	evm.model.RL_7.1536
OG0016057	Np001G048490	evm.model.RL_7.1539
OG0016058	Np001G048440	evm.model.RL_7.1542
OG0016059	Np001G048390	evm.model.RL_7.1548
OG0016060	Np001G048250	evm.model.RL_7.1551
OG0016061	Np001G048210	evm.model.RL_7.1557
OG0016062	Np001G006670	evm.model.RL_8.2375
OG0016063	Np001G048110	evm.model.RL_7.1562
OG0016064	Np001G048070	evm.model.RL_7.1566
OG0016065	Np001G047960	evm.model.RL_7.1580
OG0016066	Np001G047840	evm.model.RL_7.1587
OG0016067	Np001G047710	evm.model.RL_7.1595
OG0016068	Np001G047640	evm.model.RL_7.1606
OG0016069	Np001G047540	evm.model.RL_7.1615
OG0016070	Np001G047470	evm.model.RL_7.1625
OG0016071	Np001G047460	evm.model.RL_7.1626
OG0016072	Np001G047210	evm.model.RL_7.1635
OG0016073	Np001G047160	evm.model.RL_7.1639, evm.model.RL_3.188
OG0016074	Np001G047150	evm.model.RL_7.1640
OG0016075	Np001G047140	evm.model.RL_7.1641
OG0016076	Np001G047090	evm.model.RL_7.1645
OG0016077	Np001G046750	evm.model.RL_7.1673
OG0016078	Np001G046640	evm.model.RL_7.1689
OG0016079	Np001G046590	evm.model.RL_7.1695
OG0016080	Np001G046290	evm.model.RL_7.1721, evm.model.RL_7.1714
OG0016081	Np001G045460	evm.model.RL_7.1789
OG0016082	Np001G045060	evm.model.RL_7.1813
OG0016083	Np005G307270	evm.model.RL_7.1819
OG0016084	Np001G044060	evm.model.RL_7.1911
OG0016085	Np001G043490	evm.model.RL_7.1982
OG0016086	Np001G043470	evm.model.RL_7.1967
OG0016087	Np001G043170	evm.model.RL_7.1958
OG0016088	Np003G143890	evm.model.RL_7.1956
OG0016089	Np001G043150	evm.model.RL_7.2414
OG0016090	Np001G043120	evm.model.RL_7.1954
OG0016091	Np004G257800	evm.model.RL_5.117
OG0016092	Np002G089770	evm.model.RL_3.1199
OG0016093	Np002G091760	evm.model.RL_3.1125
OG0016094	Np002G089960	evm.model.RL_3.1188
OG0016095	Np002G089710	evm.model.RL_3.1203
OG0016096	Np002G090620	evm.model.RL_3.1167
OG0016097	Np002G088820	evm.model.RL_3.1250
OG0016098	Np002G088300	evm.model.RL_3.1271
OG0016099	Np007G408910	evm.model.RL_1.1152
OG0016100	Np002G088700	evm.model.RL_3.1258
OG0016101	Np002G088140	evm.model.RL_3.1276
OG0016102	Np002G087780	evm.model.RL_3.1283
OG0016103	Np002G087770	evm.model.RL_3.1284
OG0016104	Np002G087650	evm.model.RL_3.1288
OG0016105	Np002G087630	evm.model.RL_3.1289
OG0016106	Np002G087420	evm.model.RL_3.1303
OG0016107	Np002G087200	evm.model.RL_3.1318
OG0016108	Np001G007410, Np002G087210	evm.model.RL_3.1319.2.687c84bc
OG0016109	Np002G086950	evm.model.RL_3.1338
OG0016110	Np002G086940	evm.model.RL_3.1339
OG0016111	Np002G086740	evm.model.RL_3.1349
OG0016112	Np002G086200	evm.model.RL_3.1380
OG0016113	Np002G086040	evm.model.RL_3.1394
OG0016114	Np002G085860	evm.model.RL_3.1400
OG0016115	Np002G085740	evm.model.RL_3.1408
OG0016116	Np002G085660	evm.model.RL_3.1416
OG0016118	Np002G085040	evm.model.RL_3.1455
OG0016119	Np002G084840	evm.model.RL_3.545, evm.model.RL_3.1458
OG0016120	Np002G084550	evm.model.RL_3.1483
OG0016121	Np002G084410	evm.model.RL_3.1495.1.687c84bc
OG0016122	Np002G084040	evm.model.RL_3.1517
OG0016123	Np002G084020	evm.model.RL_3.1519
OG0016124	Np002G083880	evm.model.RL_3.1532
OG0016125	Np002G083850	evm.model.RL_3.1535
OG0016126	Np002G083800	evm.model.RL_3.1473, evm.model.RL_3.1541
OG0016127	Np002G083670	evm.model.RL_3.1549
OG0016128	Np002G083620	evm.model.RL_3.1555
OG0016130	Np002G083540	evm.model.RL_3.1560
OG0016131	Np002G083530	evm.model.RL_3.1561
OG0016132	Np002G083500	evm.model.RL_3.1565
OG0016133	Np002G083480	evm.model.RL_3.1567
OG0016134	Np002G083440	evm.model.RL_3.1571
OG0016135	Np002G083410	evm.model.RL_3.1573
OG0016136	Np002G083020	evm.model.RL_3.1603
OG0016137	Np002G073780	evm.model.RL_3.2210
OG0016138	Np002G073970	evm.model.RL_3.2198
OG0016139	Np002G074210	evm.model.RL_3.2196
OG0016140	Np002G074260	evm.model.RL_3.2188
OG0016141	Np002G074600	evm.model.RL_3.2168
OG0016142	Np002G074700	evm.model.RL_3.2165
OG0016143	Np002G074960	evm.model.RL_3.2149
OG0016144	Np002G075040	evm.model.RL_3.2141
OG0016145	Np002G075220	evm.model.RL_3.2127
OG0016146	Np002G075660	evm.model.RL_3.2097
OG0016148	Np002G075970	evm.model.RL_3.2080
OG0016149	Np002G076100	evm.model.RL_3.2072
OG0016150	Np002G076270, Np002G076210	evm.model.RL_3.2065
OG0016151	Np007G389030	evm.model.RL_1.2503
OG0016152	Np002G076400	evm.model.RL_3.2058
OG0016153	Np002G076420	evm.model.RL_3.2056
OG0016154	Np002G076490	evm.model.RL_3.2050
OG0016155	Np002G076500	evm.model.RL_3.2049
OG0016156	Np002G076770	evm.model.RL_3.2037
OG0016157	Np002G076790	evm.model.RL_3.2035
OG0016158	Np002G076890	evm.model.RL_3.2029
OG0016159	Np002G076960	evm.model.RL_3.2023
OG0016160	Np002G077270	evm.model.RL_3.1996
OG0016161	Np002G077680	evm.model.RL_3.1978
OG0016162	Np002G077700	evm.model.RL_3.1976
OG0016163	Np002G077820	evm.model.RL_3.1972
OG0016164	Np004G201610	evm.model.RL_5.2285
OG0016165	Np002G077960	evm.model.RL_3.1961
OG0016166	Np002G077980	evm.model.RL_3.1959
OG0016167	Np002G078020	evm.model.RL_3.1954
OG0016168	Np002G078190	evm.model.RL_3.1939
OG0016169	Np002G078470	evm.model.RL_3.1921
OG0016170	Np002G078580	evm.model.RL_3.1913
OG0016171	Np002G078670	evm.model.RL_3.1905
OG0016173	Np002G078870	evm.model.RL_3.1890
OG0016174	Np002G078990	evm.model.RL_3.1881
OG0016175	Np002G079050, Np002G080590	evm.model.RL_3.1877
OG0016176	Np002G079060, Np002G080580	evm.model.RL_3.1876
OG0016177	Np002G079080, Np002G080560, Np002G079100	evm.model.RL_3.1871
OG0016178	Np002G079130	evm.model.RL_3.1867
OG0016179	Np002G079370	evm.model.RL_3.1847.3.687c84bd
OG0016180	Np002G079380	evm.model.RL_3.1846
OG0016181	Np002G079480	evm.model.RL_3.1841
OG0016182	Np002G079840	evm.model.RL_3.1819
OG0016183	Np002G080040	evm.model.RL_3.1808
OG0016184	Np002G080270	evm.model.RL_3.1786
OG0016185	Np002G080820	evm.model.RL_3.1772
OG0016186	Np002G081150	evm.model.RL_3.1740
OG0016187	Np002G081240	evm.model.RL_3.1737
OG0016188	Np002G081280	evm.model.RL_3.1735
OG0016189	Np002G081420	evm.model.RL_3.1720
OG0016190	Np002G081460	evm.model.RL_3.1716
OG0016191	Np002G081490	evm.model.RL_3.1713
OG0016192	Np002G081560	evm.model.RL_3.1711
OG0016193	Np002G081580	evm.model.RL_3.1708
OG0016194	Np002G081660	evm.model.RL_3.1700
OG0016195	Np002G082090	evm.model.RL_3.1660
OG0016197	Np002G082410	evm.model.RL_3.1642
OG0016198	Np002G082430	evm.model.RL_3.1641
OG0016199	Np002G072980	evm.model.RL_3.2277
OG0016200	Np002G072850	evm.model.RL_3.2294.1.687c84be
OG0016201	Np002G072840	evm.model.RL_3.2295
OG0016202	Np002G072810	evm.model.RL_3.2298
OG0016203	Np002G072770	evm.model.RL_3.2302
OG0016205	Np002G072040	evm.model.RL_3.2356
OG0016206	Np002G071640	evm.model.RL_3.2375
OG0016207	Np002G071530	evm.model.RL_3.2384
OG0016208	Np002G070610	evm.model.RL_3.2457
OG0016209	Np002G070600	evm.model.RL_3.2458.1.687c84be
OG0016210	Np002G070510	evm.model.RL_3.2465
OG0016211	Np002G070490	evm.model.RL_3.2467
OG0016212	Np002G070450	evm.model.RL_3.2472
OG0016213	Np002G070280	evm.model.RL_3.2491
OG0016214	Np002G070090	evm.model.RL_3.2500.4.687c84be
OG0016215	Np002G070140	evm.model.RL_3.1453
OG0016216	Np002G070150	evm.model.RL_3.2505
OG0016217	Np002G070160	evm.model.RL_3.2506
OG0016218	Np007G408530	evm.model.RL_1.1179
OG0016219	Np007G408370	evm.model.RL_1.1193
OG0016220	Np007G408070	evm.model.RL_1.1215
OG0016221	Np007G408000	evm.model.RL_1.1219
OG0016222	Np007G407370	evm.model.RL_1.1264
OG0016223	Np007G407030	evm.model.RL_1.1280
OG0016224	Np007G406960	evm.model.RL_1.1284
OG0016225	Np007G406710	evm.model.RL_1.1292
OG0016226	Np007G406300	evm.model.RL_1.1320.1.687c87ec
OG0016227	Np007G405960	evm.model.RL_1.1340
OG0016228	Np007G405110	evm.model.RL_1.1394
OG0016229	Np007G404980	evm.model.RL_1.1405.3.687c87ed
OG0016230	Np007G404690	evm.model.RL_1.1425
OG0016231	Np007G403900	evm.model.RL_1.1468
OG0016232	Np007G403540	evm.model.RL_1.1479
OG0016233	Np007G402780	evm.model.RL_1.1497
OG0016234	Np007G390110	evm.model.RL_1.1514
OG0016235	Np007G390140	evm.model.RL_1.1518
OG0016236	Np007G390440	evm.model.RL_1.1542
OG0016237	Np007G390530	evm.model.RL_1.1558
OG0016238	Np007G390540	evm.model.RL_1.1559
OG0016239	Np007G390550	evm.model.RL_1.1560
OG0016240	Np007G390580	evm.model.RL_1.1563
OG0016242	Np007G391290	evm.model.RL_1.1586.1.687c87ed
OG0016243	Np007G391470	evm.model.RL_1.1601, evm.model.RL_1.1602
OG0016244	Np007G391680	evm.model.RL_1.1615
OG0016245	Np007G391690	evm.model.RL_1.1616
OG0016246	Np007G391730	evm.model.RL_1.1619.1.687c87ed
OG0016247	Np007G391830	evm.model.RL_1.1624
OG0016248	Np007G391860	evm.model.RL_1.1628
OG0016249	Np007G392170	evm.model.RL_1.1642
OG0016251	Np007G392610	evm.model.RL_1.1667
OG0016253	Np007G392770	evm.model.RL_1.1676
OG0016254	Np007G393260	evm.model.RL_1.1703
OG0016256	Np007G393570	evm.model.RL_1.1713
OG0016257	Np007G393690	evm.model.RL_1.1718
OG0016258	Np007G393750	evm.model.RL_1.1724
OG0016259	Np007G394280	evm.model.RL_1.1748
OG0016260	Np007G394530	evm.model.RL_1.1766
OG0016262	Np007G395130	evm.model.RL_1.1796
OG0016263	Np007G395230	evm.model.RL_1.1802
OG0016264	Np007G395760	evm.model.RL_1.1818
OG0016265	Np007G395900	evm.model.RL_1.1825
OG0016266	Np007G396920	evm.model.RL_1.1865
OG0016267	Np007G396940	evm.model.RL_1.1868
OG0016268	Np007G397090	evm.model.RL_1.1877
OG0016269	Np007G397520	evm.model.RL_1.1889
OG0016270	Np007G397530	evm.model.RL_1.1890
OG0016271	Np007G397660	evm.model.RL_1.1907
OG0016272	Np011G436130	evm.model.RL_1.1969
OG0016273	Np002G119640	evm.model.RL_3.270
OG0016274	Np007G380360	evm.model.RL_1.1991
OG0016275	Np007G380380	evm.model.RL_1.1992
OG0016276	Np007G380490	evm.model.RL_1.2000
OG0016277	Np007G387420	evm.model.RL_1.2374
OG0016278	Np007G381700	evm.model.RL_1.2081
OG0016279	Np007G381470	evm.model.RL_1.2064
OG0016280	Np007G381430	evm.model.RL_1.2059
OG0016281	Np007G382460	evm.model.RL_1.2116, evm.model.RL_1.3065
OG0016282	Np007G382750	evm.model.RL_1.2131
OG0016283	Np007G383210	evm.model.RL_1.2153
OG0016284	Np007G384230	evm.model.RL_1.2212
OG0016285	Np007G384360	evm.model.RL_1.2223
OG0016286	Np007G384690	evm.model.RL_1.2243
OG0016287	Np007G385810	evm.model.RL_1.2296
OG0016288	Np007G386100	evm.model.RL_1.2313
OG0016289	Np007G386150	evm.model.RL_1.2316
OG0016290	Np007G386180	evm.model.RL_1.2319
OG0016291	Np007G387030	evm.model.RL_1.2343
OG0016292	Np007G387260	evm.model.RL_1.2356
OG0016293	Np007G387290	evm.model.RL_1.2361
OG0016294	Np006G363680	evm.model.RL_6.474
OG0016295	Np007G387680	evm.model.RL_1.2391
OG0016296	Np007G387600	evm.model.RL_1.2385
OG0016297	Np007G387820	evm.model.RL_1.2405
OG0016298	Np007G388190	evm.model.RL_1.2439
OG0016299	Np007G388070	evm.model.RL_1.2430
OG0016300	Np007G388870	evm.model.RL_1.2489
OG0016301	Np007G388720	evm.model.RL_1.2472
OG0016302	Np005G292530	evm.model.RL_1.2585
OG0016303	Np003G165290	evm.model.RL_8.1357
OG0016304	Np007G379840	evm.model.RL_1.2625
OG0016305	Np007G389840	evm.model.RL_1.2568
OG0016306	Np007G389320	evm.model.RL_1.2531
OG0016307	Np007G379870	evm.model.RL_1.2622
OG0016308	Np007G380180, Np007G380210	evm.model.RL_1.2589
OG0016309	Np007G379720	evm.model.RL_1.2666
OG0016310	Np007G379680	evm.model.RL_1.2673
OG0016311	Np007G379700, Np007G379650	evm.model.RL_1.2674.2.687c87f0
OG0016312	Np007G379640	evm.model.RL_1.2675
OG0016313	Np007G379600	evm.model.RL_1.2677
OG0016314	Np007G379590	evm.model.RL_1.2678
OG0016315	Np007G379490	evm.model.RL_1.2685
OG0016316	Np007G379450	evm.model.RL_1.2693
OG0016317	Np007G379270	evm.model.RL_1.2690
OG0016318	Np007G379210	evm.model.RL_1.2687
OG0016319	Np005G309570	evm.model.RL_2.650
OG0016320	Np007G378450	evm.model.RL_1.2731
OG0016321	Np007G378420	evm.model.RL_1.2736
OG0016322	Np007G378330	evm.model.RL_1.2739
OG0016323	Np007G378270	evm.model.RL_1.2745
OG0016324	Np007G378260	evm.model.RL_1.2746
OG0016326	Np007G377300	evm.model.RL_1.2822
OG0016327	Np007G377010	evm.model.RL_1.2841
OG0016328	Np007G376760	evm.model.RL_1.2859_evm.model.RL_1.2860.1.687c9a6d
OG0016329	Np007G376660	evm.model.RL_1.2861
OG0016330	Np007G376290	evm.model.RL_1.2888
OG0016331	Np007G376150	evm.model.RL_1.2901
OG0016332	Np007G375600	evm.model.RL_1.2948
OG0016333	Np007G375130, Np001G021540	evm.model.RL_1.2977
OG0016334	Np007G375110, Np001G021520	evm.model.RL_1.2979
OG0016335	Np007G374950	evm.model.RL_1.2991
OG0016336	Np007G374380	evm.model.RL_1.3035
OG0016337	Np007G374600	evm.model.RL_1.3020
OG0016339	Np007G374680	evm.model.RL_1.3014
OG0016340	Np007G374750	evm.model.RL_1.3005
OG0016341	Np007G374030	evm.model.RL_1.3067
OG0016343	Np007G373560	evm.model.RL_1.3113.1.687c87f1
OG0016344	Np007G373440	evm.model.RL_1.3120
OG0016345	Np007G372980	evm.model.RL_1.3148
OG0016346	Np007G372720	evm.model.RL_1.3159
OG0016347	Np007G372680	evm.model.RL_1.3162
OG0016348	Np007G372540	evm.model.RL_1.3177
OG0016349	Np007G372430	evm.model.RL_1.3185
OG0016350	Np007G372410	evm.model.RL_1.3186
OG0016351	Np007G372260	evm.model.RL_1.3200
OG0016352	Np006G323240	evm.model.RL_1.3283
OG0016353	Np007G371700	evm.model.RL_1.3265
OG0016354	Np007G371550	evm.model.RL_1.3287
OG0016355	Np004G190510	evm.model.RL_5.3972
OG0016356	Np004G190540	evm.model.RL_5.3969
OG0016357	Np004G190630	evm.model.RL_5.3963
OG0016358	Np004G190700	evm.model.RL_5.3955
OG0016359	Np004G190860	evm.model.RL_5.3941
OG0016360	Np004G190940	evm.model.RL_5.3935
OG0016361	Np004G191230	evm.model.RL_5.3916
OG0016362	Np004G191430	evm.model.RL_5.3902
OG0016363	Np004G191550	evm.model.RL_5.3895
OG0016364	Np007G406580	evm.model.RL_1.1299
OG0016365	Np004G192010	evm.model.RL_5.3868
OG0016366	Np007G405990	evm.model.RL_1.1337
OG0016367	Np004G192380	evm.model.RL_5.3846
OG0016368	Np004G192590	evm.model.RL_5.3831
OG0016369	Np004G193250	evm.model.RL_5.3788
OG0016370	Np004G193440	evm.model.RL_5.3776
OG0016371	Np004G193690	evm.model.RL_5.3760
OG0016372	Np004G194050	evm.model.RL_5.3739
OG0016373	Np004G194060	evm.model.RL_5.3738
OG0016374	Np004G194080	evm.model.RL_5.3736
OG0016375	Np004G194210	evm.model.RL_5.3725
OG0016376	Np004G194250	evm.model.RL_5.3721
OG0016377	Np004G194340	evm.model.RL_5.3714
OG0016378	Np004G194510	evm.model.RL_5.1858
OG0016379	Np004G194600	evm.model.RL_5.1860
OG0016380	Np004G194700	evm.model.RL_5.1866
OG0016381	Np004G194740	evm.model.RL_5.1868
OG0016382	Np004G194780	evm.model.RL_5.1869
OG0016383	Np004G196210	evm.model.RL_5.1967
OG0016384	Np004G195980	evm.model.RL_5.1957
OG0016385	Np004G195970	evm.model.RL_5.1956
OG0016386	Np004G195770	evm.model.RL_5.1942
OG0016387	Np004G195690	evm.model.RL_5.1930
OG0016388	Np004G195610	evm.model.RL_5.1924
OG0016389	Np004G195600	evm.model.RL_5.1923.1.687c88b8
OG0016390	Np004G196430	evm.model.RL_5.1981
OG0016391	Np004G196510	evm.model.RL_5.1984
