Orthogroup	Noccaea_praecox	Erysimum_linariifolium
OG0016164	Np004G201610	El002G128950
OG0016165	Np002G077960	El004G228020
OG0016166	Np002G077980	El004G228000
OG0016167	Np002G078020	El004G227970
OG0016168	Np002G078190	El004G227800
OG0016169	Np002G078470	El004G227620
OG0016170	Np002G078580	El004G227540
OG0016171	Np002G078670	El004G227460
OG0016172	Np002G078740	El004G227420
OG0016173	Np002G078870	El004G227320
OG0016174	Np002G078990	El004G227230
OG0016175	Np002G079050, Np002G080590	El004G227180
OG0016176	Np002G079060, Np002G080580	El004G227170
OG0016177	Np002G079080, Np002G080560, Np002G079100	El004G227120
OG0016178	Np002G079130	El004G227080
OG0016179	Np002G079370	El004G226870
OG0016180	Np002G079380	El004G226860
OG0016181	Np002G079480	El004G226800
OG0016182	Np002G079840	El004G226550
OG0016183	Np002G080040	El004G226390
OG0016184	Np002G080270	El004G226160
OG0016185	Np002G080820	El004G226020
OG0016186	Np002G081150	El004G225640
OG0016187	Np002G081240	El004G225560
OG0016188	Np002G081280	El004G225490
OG0016189	Np002G081420	El004G225290
OG0016190	Np002G081460	El004G225250
OG0016191	Np002G081490	El006G306340, El004G225220
OG0016192	Np002G081560	El004G225200
OG0016193	Np002G081580	El004G225170
OG0016194	Np002G081660	El004G225100
OG0016195	Np002G082090	El004G224770
OG0016196	Np002G082370, Np002G082270	El004G224590
OG0016197	Np002G082410	El004G224570
OG0016198	Np002G082430	El004G224550
OG0016199	Np002G072980	El004G232220
OG0016200	Np002G072850	El004G232320
OG0016201	Np002G072840	El004G232330
OG0016202	Np002G072810	El004G232360
OG0016203	Np002G072770	El004G232420
OG0016204	Np002G072380	El004G232760
OG0016205	Np002G072040	El004G233110
OG0016206	Np002G071640	El004G233350
OG0016207	Np002G071530	El004G233450
OG0016208	Np002G070610	El004G234330
OG0016209	Np002G070600	El004G234340
OG0016210	Np002G070510	El004G234440
OG0016211	Np002G070490	El004G234450
OG0016212	Np002G070450	El004G234500
OG0016213	Np002G070280	El004G234650
OG0016214	Np002G070090	El004G234810
OG0016215	Np002G070140	El004G234760
OG0016216	Np002G070150	El004G234750
OG0016217	Np002G070160	El004G234740
OG0016218	Np007G408530	El005G248610
OG0016219	Np007G408370	El005G248760
OG0016220	Np007G408070	El005G249030
OG0016221	Np007G408000	El005G249070
OG0016222	Np007G407370	El005G249490
OG0016223	Np007G407030	El005G249650
OG0016224	Np007G406960	El007G347790
OG0016225	Np007G406710	El005G249780
OG0016226	Np007G406300	El005G250130
OG0016227	Np007G405960	El007G352460, El005G250350
OG0016228	Np007G405110	El005G251110
OG0016229	Np007G404980	El005G251210
OG0016230	Np007G404690	El005G251480
OG0016231	Np007G403900	El005G251980
OG0016232	Np007G403540	El005G252120
OG0016233	Np007G402780	El005G252360
OG0016234	Np007G390110	El005G252580
OG0016235	Np007G390140	El005G252640
OG0016236	Np007G390440	El005G252930
OG0016237	Np007G390530	El005G253000
OG0016238	Np007G390540	El005G253010
OG0016239	Np007G390550	El005G253020
OG0016240	Np007G390580	El005G253050
OG0016241	Np001G058050	El002G120110, El002G120070
OG0016242	Np007G391290	El005G253340
OG0016243	Np007G391470	El005G253530
OG0016245	Np007G391690	El005G253730
OG0016246	Np007G391730	El005G253750
OG0016247	Np007G391830	El005G253850
OG0016248	Np007G391860	El005G253880
OG0016249	Np007G392170	El005G254060
OG0016250	Np007G392530	El005G254310
OG0016251	Np007G392610	El005G254380
OG0016253	Np007G392770	El005G254500
OG0016254	Np007G393260	El005G254790
OG0016255	Np007G393320	El005G254870
OG0016256	Np007G393570	El005G255060
OG0016257	Np007G393690	El005G255150
OG0016258	Np007G393750	El005G255220
OG0016259	Np007G394280	El005G255670
OG0016260	Np007G394530	El005G255860
OG0016262	Np007G395130	El005G256240, El005G256220
OG0016263	Np007G395230	El005G256310
OG0016264	Np007G395760	El005G256530
OG0016265	Np007G395900	El005G256610
OG0016266	Np007G396920	El005G257140
OG0016267	Np007G396940	El005G257160
OG0016268	Np007G397090	El005G257250
OG0016269	Np007G397520	El005G257330
OG0016270	Np007G397530	El005G257340
OG0016271	Np007G397660	El005G257480
OG0016272	Np011G436130	El005G258310
OG0016273	Np002G119640	El004G198400, El004G198390
OG0016274	Np007G380360	El005G258590
OG0016275	Np007G380380	El005G258680
OG0016276	Np007G380490	El005G258750
OG0016277	Np007G387420	El005G268160
OG0016278	Np007G381700	El005G259850
OG0016279	Np007G381470	El005G259650
OG0016280	Np007G381430	El005G259570
OG0016281	Np007G382460	El005G260840
OG0016282	Np007G382750	El005G261030
OG0016283	Np007G383210	El005G261330
OG0016284	Np007G384230	El005G264030
OG0016285	Np007G384360	El005G264430
OG0016286	Np007G384690	El005G264960
OG0016287	Np007G385810	El005G266760
OG0016288	Np007G386100	El005G267110
OG0016289	Np007G386150	El005G267140
OG0016290	Np007G386180	El005G267170
OG0016291	Np007G387030	El005G267730
OG0016292	Np007G387260	El005G267880
OG0016293	Np007G387290	El005G267910
OG0016294	Np006G363680	El006G314170
OG0016295	Np007G387680	El005G268460
OG0016296	Np007G387600	El005G268400
OG0016297	Np007G387820	El005G268630
OG0016298	Np007G388190	El005G269220
OG0016299	Np007G388070	El005G268970
OG0016300	Np007G388870	El005G269900
OG0016301	Np007G388720	El005G269560
OG0016302	Np005G292530	El005G271450
OG0016303	Np003G165290	El007G340910
OG0016304	Np007G379840	El005G271860
OG0016305	Np007G389840	El005G271120
OG0016306	Np007G389320	El005G270580, El005G270790
OG0016307	Np007G379870	El005G271890
OG0016308	Np007G380180, Np007G380210	El005G271500
OG0016309	Np007G379720	El005G271950
OG0016310	Np007G379680	El005G271980
OG0016311	Np007G379700, Np007G379650	El005G271990
OG0016312	Np007G379640	El005G272000
OG0016313	Np007G379600	El005G272020
OG0016314	Np007G379590	El005G272040
OG0016315	Np007G379490	El005G272200
OG0016316	Np007G379450	El005G272220
OG0016317	Np007G379270	El005G272310
OG0016318	Np007G379210	El005G272350
OG0016319	Np005G309570	El003G181930
OG0016320	Np007G378450	El005G272650
OG0016321	Np007G378420	El005G272690
OG0016322	Np007G378330	El005G272720
OG0016323	Np007G378270	El005G272760
OG0016324	Np007G378260	El005G272770
OG0016325	Np007G378070	El005G273090
OG0016326	Np007G377300	El005G273680
OG0016327	Np007G377010	El005G273880
OG0016328	Np007G376760	El005G274040
OG0016329	Np007G376660	El005G274120
OG0016330	Np007G376290	El005G274710
OG0016331	Np007G376150	El005G274580
OG0016332	Np007G375600	El005G275200
OG0016333	Np007G375130, Np001G021540	El005G275540
OG0016334	Np007G375110, Np001G021520	El005G275560
OG0016335	Np007G374950	El005G275720
OG0016336	Np007G374380	El005G276930
OG0016337	Np007G374600	El005G276700
OG0016338	Np007G374650	El005G276650
OG0016339	Np007G374680	El005G276630
OG0016340	Np007G374750	El005G276450
OG0016341	Np007G374030	El005G277310
OG0016343	Np007G373560	El005G277770
OG0016344	Np007G373440	El005G277830
OG0016345	Np007G372980	El005G278140
OG0016346	Np007G372720	El005G278340
OG0016347	Np007G372680	El005G278360
OG0016348	Np007G372540	El005G278460
OG0016349	Np007G372430	El005G278560
OG0016350	Np007G372410	El005G278570
OG0016351	Np007G372260	El005G278690
OG0016352	Np006G323240	El005G279520
OG0016353	Np007G371700	El005G279260
OG0016354	Np007G371550	El005G279560
OG0016355	Np004G190510	El002G141050
OG0016356	Np004G190540	El002G141020
OG0016357	Np004G190630	El002G140950
OG0016358	Np004G190700	El002G140830
OG0016359	Np004G190860	El002G140660
OG0016360	Np004G190940	El002G140590
OG0016361	Np004G191230	El002G140320
OG0016362	Np004G191430	El002G140130
OG0016363	Np004G191550	El002G140510, El002G140040
OG0016364	Np007G406580	El005G249900
OG0016365	Np004G192010	El005G262580, El002G139710
OG0016366	Np007G405990	El005G250320
OG0016367	Np004G192380	El002G139380
OG0016368	Np004G192590	El002G139240
OG0016369	Np004G193250	El002G138370
OG0016370	Np004G193440	El002G138530
OG0016371	Np004G193690	El002G138020
OG0016372	Np004G194050	El002G137700
OG0016373	Np004G194060	El002G137690
OG0016374	Np004G194080	El002G137660
OG0016375	Np004G194210	El002G137490
OG0016376	Np004G194250	El002G137450
OG0016377	Np004G194340	El002G137350
OG0016378	Np004G194510	El002G137070
OG0016379	Np004G194600	El002G137040
OG0016380	Np004G194700	El002G136890
OG0016381	Np004G194740	El002G136830
OG0016382	Np004G194780	El002G136790
OG0016383	Np004G196210	El002G135200
OG0016384	Np004G195980	El002G135400
OG0016385	Np004G195970	El002G135410
OG0016386	Np004G195770	El006G319860
OG0016387	Np004G195690	El002G135700
OG0016388	Np004G195610	El002G135780
OG0016389	Np004G195600	El002G135790
OG0016390	Np004G196430	El002G134860
OG0016391	Np004G196510	El002G134830
OG0016392	Np004G196580	El002G134770
OG0016393	Np004G196950	El002G134430
OG0016395	Np004G197140	El002G134180
OG0016396	Np004G197190	El002G134150
OG0016397	Np004G197290	El002G134060
OG0016398	Np004G198160	El002G133520
OG0016399	Np004G198180	El002G133480
OG0016400	Np004G198190	El002G133470
OG0016401	Np004G198210	El002G133460
OG0016402	Np004G198240	El002G133390
OG0016403	Np004G198400	El002G133250
OG0016404	Np004G199290	El002G132220
OG0016405	Np004G199450	El002G132020
OG0016406	Np004G199600	El002G131880
OG0016407	Np004G199680	El002G131790
OG0016409	Np004G199890	El002G131490
OG0016410	Np004G200030	El002G131470
OG0016411	Np004G199920	El002G131430
OG0016412	Np004G200110	El002G131370
OG0016413	Np005G300350	El003G171380
OG0016414	Np005G301070	El003G171530
OG0016415	Np005G301370	El003G171860
OG0016416	Np005G302090	El003G172270
OG0016418	Np005G302120	El007G343590
OG0016419	Np006G341620	El006G296440
OG0016420	Np004G213970	El002G117180
OG0016421	Np006G342030	El006G296830
OG0016422	Np001G053810	El001G022270
OG0016423	Np001G053930	El001G022380
OG0016424	Np001G054160	El001G022570
OG0016425	Np001G054310	El001G022650
OG0016426	Np001G054650	El001G022930
OG0016427	Np001G054780	El001G023030
OG0016428	Np001G054790	El001G023040
OG0016429	Np001G054810	El001G023060
OG0016430	Np001G055450	El001G023690
OG0016431	Np007G415350	El005G242840
OG0016432	Np004G238240	El002G101900
OG0016433	Np001G056220	El001G023980
OG0016434	Np001G056840	El001G024580
OG0016435	Np001G056850	El001G024610, El001G024620
OG0016436	Np001G053680	El001G022150
OG0016437	Np001G053760	El001G022220
OG0016438	Np001G053640	El001G022060
OG0016439	Np001G053570	El001G022010
OG0016440	Np001G053420	El001G021900
OG0016441	Np004G230160	El002G108800
OG0016442	Np001G053400	El001G021880
OG0016443	Np001G053410	El001G021890
OG0016444	Np001G057580	El001G025270
OG0016445	Np001G057760	El001G025430
OG0016446	Np001G058090	El001G025640
OG0016447	Np001G058320	El001G025700
OG0016448	Np001G058340	El001G025730
OG0016449	Np001G058900	El001G026220
OG0016450	Np001G059020	El001G026290
OG0016451	Np001G059060	El001G026320
OG0016452	Np001G060030	El001G027310
OG0016453	Np001G060140	El001G027430
OG0016454	Np001G060360	El001G027530
OG0016455	Np001G060390	El001G027560
OG0016456	Np001G060580	El001G027740
OG0016457	Np001G060910	El001G028000
OG0016458	Np001G061220	El001G028100
OG0016459	Np001G061370	El001G028260
OG0016460	Np001G061530	El001G028420
OG0016461	Np001G061680	El001G028560
OG0016462	Np001G062290	El001G029000
OG0016463	Np001G062360	El001G029040
OG0016464	Np001G062390	El001G029080
OG0016465	Np001G062560	El001G029290
OG0016466	Np001G062630	El001G029340
OG0016467	Np001G062640	El001G029350
OG0016468	Np001G062810	El001G029510
OG0016469	Np001G057710	El001G025390
OG0016470	Np001G063310	El001G030080
OG0016471	Np001G063320	El001G030090
OG0016472	Np001G063420	El001G030160
OG0016473	Np001G064060	El001G030460
OG0016474	Np005G302770	El003G187780
OG0016475	Np001G064770	El001G031100
OG0016476	Np001G065020	El001G031340
OG0016477	Np007G388990	El005G270030
OG0016478	Np001G065270	El001G031590
OG0016479	Np001G065220	El001G031630
OG0016480	Np001G065610	El001G031850
OG0016481	Np001G065980	El001G032050
OG0016482	Np001G066270	El001G032240
OG0016483	Np001G066680	El001G032790
OG0016484	Np001G066930	El001G033040
OG0016485	Np001G067250	El001G033380
OG0016486	Np001G067370	El001G033500
OG0016487	Np001G067420	El001G033550
OG0016488	Np001G067560, Np003G157270	El001G033710
OG0016489	Np001G067860	El001G033950
OG0016490	Np001G067950	El001G034090
OG0016491	Np001G068170	El001G034290
OG0016492	Np001G068450	El001G034480
OG0016493	Np001G068640	El001G034630
OG0016494	Np001G068650	El001G034640
OG0016495	Np001G069220	El001G035110
OG0016496	Np001G069170	El001G034990
OG0016498	Np001G069530	El001G035410
OG0016499	Np001G069570	El001G035450
OG0016500	Np001G069750	El001G035640
OG0016501	Np001G069770	El001G035660
OG0016502	Np001G069790	El001G035670
OG0016503	Np001G069800	El001G035680
OG0016504	Np001G069860	El001G035780
OG0016505	Np001G069890	El001G035810
OG0016506	Np001G069950	El001G035870
OG0016507	Np001G069970	El001G035890
OG0016508	Np001G070000	El001G035930
OG0016509	Np001G068270	El001G035940
OG0016510	Np004G190270	El005G271060, El002G141320
OG0016511	Np004G194400	El002G137220
OG0016512	Np005G312300	El002G136720
OG0016513	Np005G301900	El003G172190
OG0016515	Np005G308510	El007G348180
OG0016516	Np001G052620, Np001G052600	El001G021190
OG0016517	Np001G055380	El001G023610
OG0016518	Np001G056650	El001G024460
OG0016519	Np001G062580	El001G029300
OG0016520	Np001G062770	El001G029470
OG0016521	Np001G018050	El007G350400
OG0016522	Np001G064950	El001G031310
OG0016523	Np006G367770	El006G318920
OG0016524	Np001G065800	El001G032020
OG0016525	Np001G066910	El001G033020
OG0016526	Np001G067920	El003G153510, El001G034030
OG0016527	Np005G300270	El003G171320
OG0016529	Np001G034120	El007G365810
OG0016530	Np001G032650	El007G366940
OG0016531	Np001G039040, Np001G038990	El007G361620
OG0016533	Np006G341010	El006G296080
OG0016535	Np006G335720	El006G291930
OG0016537	Np006G321890	El006G280810
OG0016539	Np002G074980	El004G230500
OG0016540	Np005G310530	El003G183510
OG0016541	Np005G277650	El003G156660
OG0016542	Np005G262920	El003G149860
OG0016543	Np003G173170	El007G344190
OG0016544	Np005G265940	El003G189950
OG0016545	Np005G260070	El003G141720
OG0016546	Np004G258510	El002G083770
OG0016547	Np004G255730	El002G086560
OG0016548	Np004G253850	El002G088230
OG0016549	Np004G252290	El002G089770
OG0016550	Np004G250360	El006G311330
OG0016551	Np004G250110	El002G091830
OG0016552	Np004G248300	El002G093410
OG0016553	Np004G247360	El002G094410
OG0016555	Np004G245970	El002G095390
OG0016556	Np004G243240	El002G097680, El002G097300
OG0016558	Np004G240940	El002G099450
OG0016559	Np004G238510	El002G101640
OG0016560	Np004G238160	El002G101970
OG0016562	Np004G234900	El002G104960
OG0016563	Np002G085810	El004G221540
OG0016565	Np002G090900	El004G218230
OG0016566	Np002G118400	El004G199270
OG0016568	Np004G242370	El007G357000
OG0016569	Np007G385420	El005G265670
OG0016570	Np007G404480	El005G251710
OG0016571	Np007G410120	El005G247320
OG0016572	Np007G411220	El005G246220
OG0016573	Np007G412780	El005G245080
OG0016574	Np007G415450	El005G242740
OG0016575	Np007G417380	El005G241400, El003G169390
OG0016576	Np007G424400, Np007G424380	El005G235980
OG0016577	Np003G125850	El001G081250
OG0016578	Np003G128630	El001G078460
OG0016579	Np003G131200	El001G076250
OG0016580	Np003G132080	El001G075390
OG0016581	Np003G132330	El001G075250
OG0016582	Np003G132970	El001G074610
OG0016583	Np006G370920	El006G321440
OG0016585	Np004G206410	El002G121260
OG0016586	Np004G205960	El002G120550
OG0016587	Np006G362950	El003G161570
OG0016588	Np005G286260	El003G163820
OG0016589	Np004G202260	El002G128290
OG0016591	Np005G296110	El003G169960
OG0016592	Np004G210730	El002G113600
OG0016593	Np003G185180	El001G004220
OG0016594	Np006G355710	El006G300420
OG0016596	Np006G353570, Np006G347210	El006G302080
OG0016597	Np006G358000	El006G306570
OG0016598	Np003G134060	El001G073870
OG0016599	Np003G135750	El001G072490, El001G072500
OG0016600	Np003G136360	El001G071920
OG0016602	Np003G139560	El001G068860
OG0016603	Np003G140420	El001G068060
OG0016604	Np003G140740	El001G067750
OG0016606	Np001G017330	El007G347720
OG0016607	Np001G017430	El007G347900
OG0016608	Np005G313410	El003G187120
OG0016609	Np001G049650	El001G018610
OG0016610	Np004G227920	El002G109840
OG0016611	Np003G154810	El007G333340
OG0016613	Np001G012030	El001G054740
OG0016616	Np004G209300	El002G112170
OG0016617	Np004G210350	El002G113160
OG0016618	Np005G308250	El002G114240
OG0016619	Np004G197220	El002G134120
OG0016621	Np007G382580	El005G260890
OG0016625	Np007G375390	El005G275330
OG0016626	Np001G036620	El006G319460
OG0016627	Np006G365580	El006G316800
OG0016630	Np001G047530	El001G017200
OG0016631	Np001G051170	El001G020050
OG0016632	Np001G051260	El001G020130
OG0016633	Np001G063830, Np001G063990, Np001G063910	El002G123680
OG0016635	Np003G184290	El001G004900
OG0016638	Np005G284310, Np005G284320	El003G162270
OG0016641	Np004G254730	El002G087490, El001G041260
OG0016648	Np001G005000, Np006G332620, Np001G005020, Np006G332640	El006G309140
OG0016657	Np005G276710	El003G155730
OG0016658	Np005G276470	El003G155490
OG0016659	Np005G276420	El003G155460
OG0016660	Np005G276400	El003G155440
OG0016661	Np004G202020	El003G155390
OG0016662	Np005G275910	El003G155050
OG0016663	Np005G275480	El003G154610
OG0016664	Np005G275350	El003G154460
OG0016665	Np005G274660	El003G153380
OG0016666	Np005G274400	El003G153120
OG0016667	Np005G274230	El003G153050
OG0016668	Np005G274220	El003G153040
OG0016669	Np005G272140	El003G151670
OG0016670	Np005G272080	El003G151610
OG0016671	Np005G271240	El003G151050
OG0016672	Np005G270250	El003G150320
OG0016673	Np005G262840	El003G149940
OG0016675	Np005G263600	El003G149200
OG0016676	Np005G263680	El003G149140
OG0016677	Np005G263730	El003G149100
OG0016679	Np003G153860, Np005G264470	El003G148290
OG0016680	Np007G405030	El005G251170
OG0016681	Np005G265380	El003G147670
OG0016682	Np004G215380	El002G118200
OG0016683	Np004G215900	El002G118670
OG0016684	Np004G216000	El002G118730
