Orthogroup	Noccaea_praecox	Aethionema_saxatile
OG0016670	Np005G272080	As001G003610
OG0016671	Np005G271240	As001G004170
OG0016672	Np005G270250	As001G004980
OG0016673	Np005G262840	As001G006280
OG0016675	Np005G263600	As001G010140
OG0016676	Np005G263680	As001G010490
OG0016677	Np005G263730	As001G010550
OG0016679	Np003G153860, Np005G264470	As001G012920
OG0016680	Np007G405030	As011G246940, As001G014100
OG0016681	Np005G265380	As001G014450
OG0016682	Np004G215380	As001G015800
OG0016683	Np004G215900	As001G015940
OG0016684	Np004G216000	As001G016000
OG0016685	Np004G216130, Np004G216080	As001G016020
OG0016686	Np004G205030	As001G016760
OG0016687	Np004G205100	As001G016860
OG0016688	Np005G309650	As001G018340
OG0016689	Np005G317560	As001G018470
OG0016690	Np002G106050	As001G018650
OG0016691	Np002G107520	As001G018930
OG0016692	Np002G107960	As001G019010
OG0016693	Np002G111290	As001G019130
OG0016694	Np002G113120	As001G019610
OG0016695	Np002G113380	As001G019730
OG0016696	Np002G113810	As001G020000
OG0016697	Np002G114160	As001G020100
OG0016698	Np002G115560	As001G020540
OG0016699	Np002G115970	As001G020810
OG0016700	Np002G115990	As001G020820
OG0016701	Np002G116060	As001G020850
OG0016702	Np002G116660	As001G021010
OG0016703	Np002G117310	As001G021430
OG0016704	Np002G119380	As001G022100
OG0016705	Np001G026670	As001G022870
OG0016706	Np001G026420	As001G023040
OG0016707	Np001G026260	As001G023140
OG0016708	Np001G025340	As001G023560
OG0016710	Np001G024850	As001G023930
OG0016712	Np001G023740	As001G024530
OG0016713	Np001G023410	As001G024830
OG0016714	Np001G023050	As001G025060
OG0016715	Np001G022530	As001G025390
OG0016716	Np001G022260	As001G025550
OG0016717	Np001G020510	As001G026610
OG0016718	Np001G020230	As001G026800
OG0016719	Np001G020130	As001G026890
OG0016720	Np001G019850	As001G027060
OG0016721	Np001G018860	As001G027790
OG0016722	Np007G385870	As001G027830, As011G255950
OG0016723	Np001G018750	As001G027880
OG0016724	Np001G018430	As001G028160
OG0016725	Np002G093230	As001G028380
OG0016726	Np002G093490	As001G028460
OG0016727	Np002G093990	As001G028580
OG0016728	Np002G094720	As001G028770
OG0016729	Np002G095380	As001G028910
OG0016730	Np002G096940	As001G029170
OG0016731	Np002G097850	As001G029380
OG0016732	Np002G097910	As001G029410
OG0016733	Np002G099540	As001G029550
OG0016734	Np002G099860	As001G029680
OG0016735	Np002G100530	As001G029740
OG0016736	Np002G102630	As001G029860
OG0016737	Np002G111490	As001G030040
OG0016739	Np002G124790	As001G030190
OG0016740	Np002G124770	As001G030250
OG0016741	Np002G124310	As001G030530
OG0016742	Np002G121010	As001G031810
OG0016743	Np002G120810	As001G031880
OG0016744	Np002G119900	As001G032150
OG0016745	Np002G119770	As001G032200
OG0016746	Np002G119850	As001G032240
OG0016747	Np007G408900	As002G032420
OG0016748	Np005G280200	As002G032490
OG0016750	Np005G279700	As002G032790
OG0016751	Np005G279660	As002G032820
OG0016752	Np006G331150	As002G033750
OG0016753	Np007G413720	As002G033990
OG0016754	Np007G413300	As002G034370
OG0016755	Np007G413210	As002G034440
OG0016756	Np007G412890	As002G034800
OG0016758	Np003G127550	As002G034920
OG0016759	Np007G412570	As002G035200
OG0016760	Np007G411920	As002G035620
OG0016761	Np007G411500	As002G036080
OG0016762	Np007G411010	As002G036710, As002G036690
OG0016763	Np006G327010	As002G036790
OG0016764	Np007G410340	As002G037250
OG0016765	Np007G379950	As002G038970
OG0016766	Np001G005230	As002G039210
OG0016767	Np003G175260	As002G039380
OG0016768	Np003G173920	As002G041330
OG0016769	Np003G173900	As002G041370
OG0016770	Np003G172860	As002G042210
OG0016771	Np003G172670	As002G042270
OG0016772	Np003G170980	As002G042760
OG0016773	Np003G170320	As002G042830
OG0016774	Np003G167750	As002G043650
OG0016775	Np003G167710	As002G043660
OG0016776	Np003G167490	As002G043750
OG0016777	Np003G167440	As002G043780
OG0016778	Np003G166490	As002G044000
OG0016779	Np003G166430	As002G044060
OG0016780	Np003G165140	As002G044450
OG0016781	Np003G165100	As002G044480
OG0016782	Np003G164510	As002G044930
OG0016783	Np003G163800	As002G045250
OG0016784	Np003G160390	As002G047030
OG0016785	Np003G158720	As002G047600
OG0016786	Np003G158050	As002G048070, As007G157400
OG0016787	Np003G157360	As002G048290
OG0016788	Np003G156940	As002G048520
OG0016789	Np003G156450	As002G048790
OG0016790	Np003G155990	As002G049120
OG0016791	Np003G155930	As002G049170
OG0016792	Np003G155120	As002G049630
OG0016794	Np003G138220	As002G051670
OG0016795	Np003G138070	As002G051830
OG0016796	Np003G137880	As002G051940
OG0016797	Np003G137710	As002G052090
OG0016798	Np003G137380	As002G052240
OG0016799	Np003G137260	As002G052320
OG0016800	Np003G137200	As002G052380
OG0016802	Np003G136790	As002G052810
OG0016803	Np003G136590	As002G052980
OG0016804	Np003G136580	As002G052990
OG0016805	Np003G136320	As002G053240
OG0016806	Np003G136220	As002G053390
OG0016807	Np003G135510	As002G053840
OG0016808	Np003G135420	As002G053950
OG0016809	Np003G135340	As002G054030
OG0016810	Np003G135280	As002G054060
OG0016811	Np003G135270	As002G054070
OG0016812	Np003G134510, Np003G134540, Np003G134490	As002G054590
OG0016813	Np003G134230	As002G054790
OG0016814	Np003G134170	As002G054850
OG0016815	Np003G134130	As002G054870
OG0016816	Np003G133320	As002G055360
OG0016817	Np005G292490	As003G056490
OG0016818	Np005G292350	As003G056540
OG0016819	Np005G291960	As003G056680
OG0016820	Np005G291260	As003G057100
OG0016821	Np005G290430	As003G057460
OG0016822	Np005G290170	As003G057650
OG0016823	Np005G289960	As003G057750
OG0016824	Np005G289460	As003G057940
OG0016825	Np005G288620	As004G087100, As003G058350
OG0016826	Np005G288600	As003G058380
OG0016827	Np005G288400	As003G058540
OG0016828	Np005G288260	As003G058620
OG0016829	Np005G287350	As003G058980
OG0016830	Np005G287580	As003G059110
OG0016831	Np005G286960	As003G059510
OG0016832	Np005G286720	As003G059730
OG0016833	Np005G286360	As003G059950
OG0016834	Np005G285490	As003G060410
OG0016835	Np004G206430	As003G062820
OG0016836	Np004G208400	As003G063200
OG0016837	Np004G208540	As003G063260
OG0016838	Np004G224140	As003G063490
OG0016839	Np004G204030	As003G063520
OG0016840	Np004G204670	As003G064010
OG0016841	Np001G042870	As003G064360
OG0016842	Np004G202410	As003G064420
OG0016843	Np004G203450	As003G065050
OG0016844	Np004G203640	As003G065100
OG0016845	Np003G155110	As003G065210
OG0016846	Np004G200640	As003G065490
OG0016847	Np004G200800	As003G065600
OG0016848	Np004G200880	As003G065610
OG0016849	Np004G200900	As003G065640
OG0016850	Np004G210460	As003G065890
OG0016851	Np004G210450	As003G065920
OG0016852	Np004G201940	As003G066400
OG0016853	Np004G210680	As003G066840
OG0016854	Np004G210500	As003G067950
OG0016855	Np004G211220	As003G068940
OG0016856	Np004G211230	As003G068960
OG0016858	Np004G211740	As003G069240
OG0016859	Np004G212640	As003G070080
OG0016860	Np004G212870	As003G070160
OG0016861	Np006G363760	As003G070180
OG0016862	Np006G363750	As003G070190
OG0016863	Np004G213010	As003G070260
OG0016864	Np004G213050	As003G070310
OG0016865	Np004G213520	As003G070780
OG0016866	Np004G213930	As003G071090
OG0016867	Np004G214100	As003G071180
OG0016869	Np005G266720	As003G071830
OG0016870	Np005G267240	As003G072070
OG0016871	Np005G267390	As003G072140
OG0016872	Np005G267900	As003G072500
OG0016874	Np003G141340	As003G073180
OG0016875	Np005G268920	As003G073390
OG0016876	Np006G368510	As007G180030, As003G074210
OG0016877	Np005G262630	As003G074360
OG0016878	Np005G262300	As003G074670
OG0016879	Np005G262000	As003G074920
OG0016880	Np005G261860	As003G075010
OG0016881	Np005G261770	As003G075100
OG0016882	Np005G261700	As003G075130
OG0016883	Np005G261210	As003G075680
OG0016884	Np005G260950	As003G075860
OG0016885	Np005G260650	As003G076050
OG0016886	Np005G260560	As003G076130
OG0016887	Np005G260370	As003G076300
OG0016888	Np005G260320	As003G076360
OG0016889	Np005G260140	As003G076450
OG0016890	Np005G260060, Np005G318760	As003G076580
OG0016891	Np005G260030	As003G076600
OG0016892	Np005G309450	As004G076760
OG0016893	Np005G310620	As004G076810
OG0016894	Np005G311010	As004G077030
OG0016895	Np005G312390	As004G077310
OG0016896	Np005G312420	As004G077340
OG0016897	Np005G315120	As004G078250
OG0016898	Np005G315130	As004G078270
OG0016900	Np005G315980	As004G078580
OG0016901	Np005G316140	As004G078620
OG0016903	Np004G248690	As004G078930
OG0016904	Np007G424950	As004G079110
OG0016905	Np001G045590	As004G079240
OG0016906	Np004G217100	As004G079290
OG0016907	Np003G184620	As004G080760
OG0016908	Np003G175440	As004G080880
OG0016909	Np001G046960	As004G080930
OG0016910	Np006G342530	As004G081060
OG0016911	Np006G343590	As004G081530
OG0016912	Np006G343900	As004G081630
OG0016913	Np001G041560	As004G081840
OG0016914	Np001G041690	As004G081940
OG0016915	Np001G042220	As004G082290
OG0016916	Np001G042930	As004G082880
OG0016917	Np001G043020	As004G082900
OG0016918	Np003G177680, Np003G177770	As004G083250
OG0016919	Np003G177860	As004G083320
OG0016920	Np003G179670	As004G084090
OG0016921	Np003G180550	As004G084540
OG0016922	Np003G182350, Np007G400100	As004G085150
OG0016923	Np003G182930	As004G085430
OG0016924	Np003G183030	As004G085510
OG0016925	Np003G184010	As004G086040
OG0016926	Np003G184700	As004G086190
OG0016927	Np003G184870	As004G086340
OG0016928	Np004G251000	As004G086540
OG0016929	Np001G039600	As004G086730
OG0016930	Np001G036980	As004G088100
OG0016931	Np007G405700	As004G089800
OG0016932	Np005G309830	As004G090060
OG0016933	Np003G126990	As004G090220
OG0016934	Np001G032100	As004G090310
OG0016935	Np002G079430	As004G090330
OG0016936	Np001G032680	As004G090560
OG0016937	Np005G310090	As004G090790
OG0016938	Np001G031540	As004G091010
OG0016939	Np005G310050	As004G091450
OG0016940	Np005G309920	As004G091660
OG0016941	Np007G388530	As004G091720
OG0016942	Np007G388550	As004G091820
OG0016943	Np005G310000	As004G091880
OG0016944	Np007G389190	As004G092110
OG0016945	Np005G310390	As004G092170
OG0016946	Np005G309770	As004G092800
OG0016947	Np005G307860	As004G093420
OG0016948	Np005G308260	As004G093610
OG0016949	Np005G309340	As004G094450
OG0016950	Np005G307070	As004G094570
OG0016951	Np005G306290	As004G095120
OG0016952	Np005G306040	As004G095190
OG0016953	Np005G304030	As004G095990
OG0016954	Np005G304010	As004G096010
OG0016955	Np005G303990	As004G096030
OG0016956	Np005G303850	As004G096060
OG0016957	Np005G303530	As004G096180
OG0016958	Np005G302920	As004G096530
OG0016959	Np005G316160	As004G096750
OG0016960	Np005G316180	As004G096770
OG0016961	Np001G000180	As004G097130
OG0016962	Np005G317720	As004G097300
OG0016963	Np005G318100	As004G097520
OG0016965	Np005G319630	As004G098050
OG0016966	Np005G319680, Np005G319700	As004G098090
OG0016967	Np005G319990	As004G098190
OG0016969	Np005G319430	As004G098250
OG0016970	Np003G188050	As004G098460
OG0016971	Np006G320440	As005G098600, As005G103060
OG0016972	Np006G320510	As005G098630
OG0016973	Np001G012660	As005G098950
OG0016974	Np006G321130	As005G099350
OG0016975	Np006G321370	As005G099500
OG0016976	Np006G322180	As005G100110
OG0016977	Np006G322280	As005G100180
OG0016978	Np006G322660	As005G100450
OG0016979	Np006G323090	As005G100850
OG0016981	Np006G324900	As005G102130
OG0016982	Np006G325340	As005G102440, As005G102430
OG0016983	Np006G326010	As005G103120
OG0016984	Np006G326200	As005G103220
OG0016985	Np006G326290	As005G103290
OG0016986	Np001G064680	As012G285470, As005G103980
OG0016987	Np006G327080	As005G104030
OG0016988	Np006G327360	As005G104130
OG0016989	Np005G292200, Np006G327880	As005G104480
OG0016990	Np006G329340	As005G105390
OG0016991	Np006G330030, Np006G329990	As005G105990
OG0016992	Np006G330140	As005G106160
OG0016995	Np003G125250	As005G106370
OG0016996	Np003G125410	As005G106560
OG0016997	Np003G125450	As005G106600
OG0016998	Np003G125500	As005G106630
OG0016999	Np003G125530	As005G106660
OG0017000	Np003G125780	As005G106900
OG0017001	Np003G125810	As005G106940
OG0017002	Np003G126180	As005G107150
OG0017003	Np003G126390	As005G107290
OG0017004	Np003G126400	As005G107300
OG0017005	Np003G126580	As005G107450
OG0017006	Np003G126980	As005G107940
OG0017007	Np003G127660	As005G108320
OG0017008	Np003G128530	As005G109050
OG0017009	Np003G147720	As005G110420
OG0017011	Np003G148620	As005G111080
OG0017012	Np003G148570	As005G111590
OG0017013	Np003G149290	As005G112430
OG0017014	Np003G149490	As005G112590
OG0017015	Np003G150380	As005G113310
OG0017016	Np003G150750	As005G113580
OG0017017	Np003G150940	As005G113680
OG0017018	Np003G152350	As005G114710
OG0017019	Np003G152900	As005G115540
OG0017020	Np001G006570	As005G115990
OG0017021	Np001G005660	As010G225570, As005G116530
OG0017022	Np001G005450	As005G116680
OG0017023	Np001G005120	As005G116960
OG0017024	Np001G004950	As005G117050
OG0017025	Np001G003970	As005G117840
OG0017026	Np001G003740	As005G117980
OG0017027	Np001G003670	As005G118130
OG0017028	Np001G003520	As005G118240
OG0017029	Np001G003510	As005G118250
OG0017030	Np001G002970	As005G118590
OG0017031	Np001G002880	As005G118640
OG0017033	Np001G002560	As005G118880
OG0017034	Np001G002470	As005G118950
OG0017035	Np001G002370	As005G119050
OG0017036	Np001G002340	As005G119080
OG0017037	Np001G001810	As005G119460
OG0017038	Np001G001530	As005G119680
OG0017039	Np001G001130	As005G119930
OG0017040	Np001G000860	As005G120160
OG0017041	Np001G000550	As005G120460
OG0017042	Np001G000240	As005G120750
OG0017043	Np001G000150	As005G120810
OG0017044	Np003G189890	As006G121000
OG0017045	Np003G189440	As006G121600
OG0017046	Np003G188690	As006G121950
OG0017047	Np003G188260	As006G122170
OG0017048	Np003G188240	As006G122190
OG0017049	Np003G188160	As006G122270, As008G198440
OG0017050	Np003G188030	As006G122360
OG0017051	Np004G210470	As006G122510
OG0017052	Np003G187100	As006G122910
OG0017053	Np003G186490	As006G123320
OG0017054	Np001G040100	As006G124300
OG0017055	Np001G040800	As006G124810
OG0017056	Np001G040970	As006G124870
OG0017057	Np001G040980	As006G124880
OG0017058	Np001G041210	As006G125020
OG0017059	Np006G357300	As006G125850
OG0017060	Np006G355680	As006G126890
OG0017061	Np006G355610	As006G126910
OG0017062	Np006G355220	As006G127170
OG0017063	Np006G348300, Np006G354620	As006G127560
OG0017065	Np006G347260	As006G128000
OG0017066	Np006G351440	As006G128410
OG0017067	Np006G360560	As006G128920
OG0017068	Np006G360040	As006G129230
OG0017069	Np006G359780	As006G129540
OG0017070	Np006G359690	As006G129580
OG0017071	Np006G359210	As006G129860
OG0017072	Np006G358880	As006G130050
OG0017073	Np006G358830	As006G130090
OG0017074	Np006G358250	As006G130330
OG0017075	Np006G361370	As006G130620
OG0017076	Np006G361650	As006G130960
OG0017077	Np006G362210	As006G131280
OG0017078	Np006G362230	As006G131290
OG0017079	Np006G362250	As006G131300
OG0017080	Np006G362440	As006G131530
OG0017081	Np006G362510	As006G131570
OG0017083	Np006G362850	As006G131760
OG0017084	Np006G362900	As006G131830
OG0017085	Np006G363020	As006G131880
OG0017086	Np006G363210	As006G132150
OG0017087	Np006G363200	As006G132170
OG0017088	Np005G277670	As006G132240
OG0017089	Np005G277830	As006G132270
OG0017090	Np005G277960	As006G132300
OG0017091	Np005G278040	As006G132390
OG0017092	Np005G278050	As006G132400
OG0017093	Np005G278120	As006G132430
OG0017094	Np007G424980	As006G132940
OG0017095	Np007G424960	As006G132960
OG0017096	Np007G425130	As006G133190
OG0017097	Np007G425190	As006G133260
OG0017098	Np007G425390	As006G133440
OG0017099	Np007G425480	As006G133580
OG0017100	Np005G279260	As006G134120
OG0017101	Np005G279150	As006G134220
OG0017102	Np005G278980	As006G134340
OG0017103	Np005G278690	As006G134470
OG0017104	Np005G278910	As006G134650
OG0017105	Np007G423860	As006G135110
OG0017106	Np007G423730	As006G135210
OG0017107	Np007G423030	As006G135790
OG0017108	Np007G422920	As006G135870
OG0017109	Np007G422900	As006G135900
OG0017110	Np007G422510	As006G136210
OG0017111	Np007G422330	As006G136350
OG0017112	Np007G422120	As006G136490
OG0017113	Np007G421750	As006G136710
OG0017114	Np007G421240	As006G137280
OG0017115	Np005G318400, Np007G420330	As006G137840
OG0017116	Np007G420090, Np007G420100	As006G137980
OG0017118	Np007G419180	As006G138690
OG0017119	Np007G418790	As006G138820
OG0017120	Np007G418020	As006G139210
OG0017121	Np007G418010	As006G139220
OG0017123	Np007G417680	As006G139530
OG0017124	Np007G417660	As006G139550
OG0017125	Np007G417010	As006G140100
OG0017126	Np007G416930	As006G140150
OG0017129	Np007G416250	As006G140590
OG0017130	Np007G415760	As006G141020
OG0017131	Np007G415490	As006G141140
OG0017132	Np007G415280	As006G141270
OG0017133	Np007G415130	As006G141430
OG0017134	Np007G414620	As006G141730
OG0017135	Np007G414590	As006G141780
OG0017136	Np007G414090	As006G142130
OG0017137	Np006G331810	As006G142600
OG0017138	Np006G332790	As006G143060
OG0017139	Np006G333530, Np006G333490	As006G143460
OG0017140	Np006G333560	As006G143480
OG0017141	Np006G333670	As006G143530
OG0017142	Np006G334160	As006G143650
OG0017143	Np006G334330	As006G143960
OG0017144	Np006G334620	As006G144180
OG0017145	Np006G334640	As006G144200
OG0017146	Np006G339540	As006G144670
OG0017147	Np006G338480	As006G145290
OG0017148	Np006G337980	As006G145620
OG0017149	Np006G337100	As006G146250
OG0017150	Np006G336840	As006G146750
OG0017151	Np006G336780	As006G146790
OG0017152	Np006G335430	As006G148310
OG0017153	Np004G241030	As007G151960
OG0017154	Np004G240760	As007G152150
OG0017155	Np004G240250	As007G152450
OG0017156	Np004G239660	As007G152990
OG0017157	Np004G239600	As007G153060
OG0017158	Np004G239170	As007G153450
OG0017159	Np004G239050	As007G153540
OG0017160	Np004G238930	As007G153660
OG0017161	Np004G238380	As007G154060
OG0017162	Np004G237530	As007G154440
OG0017163	Np004G237770	As007G154650
OG0017164	Np004G237290	As007G154900
OG0017165	Np004G237230	As007G154960
OG0017166	Np004G237190	As007G155020
OG0017167	Np004G237020	As007G155150
OG0017168	Np004G236570	As007G155520
