Orthogroup	Alyssum_gmelinii	Erysimum_linariifolium
OG0016859	Ag007G581930	El002G115590
OG0016860	Ag007G581740	El002G115680
OG0016861	Ag003G246510	El006G314260
OG0016863	Ag007G581600	El002G115810
OG0016864	Ag007G581560	El002G115850
OG0016866	Ag007G580510	El002G117150
OG0016867	Ag007G580390	El002G117250
OG0016868	Ag007G580150	El002G117410
OG0016869	Ag003G285840	El003G146710
OG0016870	Ag003G286580	El003G146450
OG0016871	Ag003G286840	El003G146360
OG0016872	Ag003G288410	El003G145930
OG0016873	Ag003G289330	El003G145420
OG0016874	Ag003G289710	El003G145210
OG0016875	Ag003G290610	El003G144980
OG0016877	Ag003G292520	El003G144010
OG0016878	Ag003G293080	El003G143670
OG0016880	Ag003G294000	El003G143250
OG0016881	Ag003G294270	El003G143140
OG0016882	Ag003G294490	El003G143030
OG0016883	Ag003G295290	El003G142650
OG0016884	Ag003G295780	El003G142460
OG0016885	Ag003G296360	El003G142240
OG0016886	Ag003G296560	El003G142150
OG0016887	Ag003G296790	El003G141980
OG0016888	Ag003G296830	El003G141950
OG0016889	Ag003G296980	El003G141800
OG0016890	Ag003G297060	El003G141710
OG0016891	Ag003G297100	El003G141660
OG0016892	Ag005G412660	El003G181620
OG0016893	Ag002G158090	El003G183650
OG0016895	Ag007G645740	El003G185930
OG0016896	Ag007G645880	El003G186070
OG0016899	Ag007G648340	El003G189210
OG0016900	Ag007G649390	El003G189730
OG0016901	Ag007G649670	El003G189850
OG0016902	Ag002G161960	El006G296180
OG0016903	Ag004G311300	El002G093150
OG0016904	Ag001G100540	El005G235380
OG0016905	Ag007G598120	El001G014920
OG0016906	Ag007G578770	El002G119040
OG0016909	Ag001G053040	El001G016540
OG0016911	Ag002G159050	El006G298170
OG0016912	Ag002G158770	El006G298300
OG0016913	Ag002G158370	El007G358660
OG0016915	Ag002G157530	El007G357710
OG0016916	Ag002G156210, Ag002G153710	El001G049100
OG0016917	Ag008G713530	El007G355390
OG0016920	Ag002G146950	El001G008120
OG0016921	Ag002G145640	El001G007560
OG0016922	Ag002G142660	El001G006200
OG0016923	Ag002G140960	El001G005820
OG0016924	Ag002G140750	El001G005770
OG0016925	Ag002G132960	El001G004980
OG0016926	Ag002G130930, Ag002G130690	El001G004760
OG0016927	Ag002G129980	El001G004560
OG0016928	Ag004G308410	El002G091080
OG0016929	Ag002G126830	El007G361060
OG0016930	Ag002G104850	El007G363830
OG0016931	Ag005G465910	El005G250640
OG0016932	Ag001G042250	El003G182520
OG0016933	Ag006G493860	El007G366740
OG0016934	Ag002G123550	El007G366800
OG0016935	Ag002G114300	El007G366410
OG0016936	Ag002G123700	El001G082350
OG0016937	Ag001G042480	El003G183100
OG0016939	Ag001G042820	El003G183070
OG0016940	Ag001G042360	El003G182560
OG0016941	Ag005G426490	El005G269370
OG0016942	Ag005G426470	El005G269400
OG0016943	Ag001G042520	El003G182850
OG0016944	Ag005G477670	El005G270400
OG0016945	Ag004G333950	El003G183410
OG0016946	Ag005G448240	El003G182420
OG0016947	Ag001G043490	El003G179100
OG0016948	Ag001G045860, Ag001G043680	El003G178440
OG0016949	Ag001G038690	El003G177290
OG0016951	Ag001G037800	El003G175920
OG0016952	Ag001G037470	El003G175690
OG0016953	Ag001G035010	El003G174180
OG0016954	Ag001G034980	El003G174160
OG0016955	Ag001G034960	El003G174140
OG0016956	Ag001G034680	El003G174080
OG0016957	Ag001G034390	El003G173820
OG0016958	Ag001G033720	El003G172900
OG0016959	Ag007G649720	El003G189870
OG0016960	Ag007G614540	El003G189890
OG0016961	Ag001G099230	El007G322060
OG0016962	Ag007G652560	El003G191350
OG0016963	Ag007G654130	El003G191700
OG0016964	Ag007G656330	El003G192730
OG0016965	Ag007G656410	El003G193020
OG0016966	Ag007G656590	El003G193090
OG0016968	Ag003G255250	El003G193350
OG0016969	Ag007G657260	El003G193360
OG0016970	Ag008G717920, Ag008G717970	El001G001590
OG0016971	Ag002G206740	El006G279700
OG0016972	Ag002G206670	El006G279720
OG0016973	Ag008G721100	El006G279970
OG0016974	Ag002G206030	El006G280270
OG0016975	Ag002G205810	El006G280420
OG0016976	Ag002G204410	El006G280980
OG0016977	Ag002G204310	El006G281060
OG0016978	Ag002G203710	El006G281350
OG0016979	Ag002G203120	El006G281860
OG0016980	Ag002G201740	El001G039640, El005G247480, El006G282940
OG0016981	Ag002G200930	El006G283490
OG0016982	Ag002G200080, Ag002G200090	El006G315460
OG0016983	Ag002G198670	El006G284730
OG0016984	Ag002G198550	El006G284830
OG0016985	Ag002G198470	El006G284910
OG0016986	Ag001G090660	El001G031010
OG0016987	Ag002G196860	El006G285540
OG0016988	Ag002G196590	El006G285700
OG0016990	Ag002G191770	El006G287330
OG0016992	Ag002G190810	El006G287930
OG0016993	Ag006G491230	El001G081960
OG0016994	Ag006G491240	El001G081950
OG0016995	Ag006G491330	El001G081880
OG0016996	Ag006G491560	El001G081680
OG0016997	Ag006G491600	El001G081620
OG0016998	Ag006G491620	El001G081600
OG0016999	Ag006G491660	El001G081560
OG0017000	Ag006G492030	El001G081320
OG0017001	Ag006G492160	El001G081290
OG0017002	Ag006G492690	El001G081050
OG0017003	Ag006G492890	El001G080920
OG0017004	Ag006G492900	El001G080910
OG0017005	Ag006G493230	El001G080750
OG0017006	Ag006G493850	El001G080110
OG0017007	Ag006G495590	El001G079340
OG0017008	Ag006G497180	El001G078570
OG0017009	Ag008G719390	El001G060530
OG0017010	Ag008G718210	El001G059920
OG0017011	Ag008G718000	El001G059750
OG0017012	Ag008G718090	El001G059840
OG0017013	Ag008G716700, Ag008G716720	El001G059090
OG0017014	Ag008G716520	El001G058950
OG0017015	Ag008G715120	El001G058180
OG0017016	Ag008G714390	El001G057730
OG0017017	Ag008G714030	El001G057510
OG0017018	Ag008G710240, Ag007G656250	El007G331040
OG0017019	Ag008G709120	El007G331610
OG0017021	Ag008G729740	El007G326950
OG0017022	Ag008G730170	El007G326840
OG0017023	Ag008G730590	El007G326530
OG0017024	Ag008G730750	El007G326400
OG0017025	Ag008G731860	El007G325500
OG0017026	Ag008G732080	El007G325340
OG0017027	Ag008G732250	El007G325250
OG0017028	Ag008G732510	El007G325120
OG0017029	Ag008G732520	El007G325100
OG0017030	Ag008G733070	El007G324620
OG0017031	Ag008G733180	El007G324540
OG0017032	Ag008G733450	El007G324350
OG0017033	Ag008G733620	El007G324240
OG0017034	Ag008G733730	El007G324100
OG0017035	Ag008G733910	El007G323930
OG0017036	Ag008G734000	El007G323900
OG0017037	Ag008G734500	El007G323460
OG0017038	Ag008G734750	El007G323190
OG0017039	Ag005G486940	El007G322890
OG0017040	Ag001G100010	El007G322660
OG0017041	Ag001G099590	El004G230440
OG0017042	Ag001G099290	El007G322120
OG0017044	Ag007G626370, Ag006G518870	El001G000040
OG0017045	Ag006G520060	El001G000460
OG0017046	Ag006G515930	El001G001120
OG0017047	Ag006G515180	El001G001360
OG0017048	Ag006G515160	El001G001420
OG0017049	Ag006G514950	El001G001500
OG0017051	Ag007G584800	El002G113300
OG0017052	Ag006G512530	El001G002390
OG0017053	Ag006G510090	El001G003070
OG0017054	Ag007G586640	El007G360350
OG0017056	Ag007G587430	El007G359340
OG0017057	Ag007G587440	El007G359330
OG0017058	Ag007G587710	El007G359180
OG0017059	Ag007G588930	El006G299320
OG0017060	Ag007G590450	El006G300460
OG0017062	Ag007G591030, Ag007G591020, Ag001G070250	El006G300860
OG0017063	Ag007G591590	El006G301410
OG0017064	Ag007G591970	El006G301760
OG0017065	Ag007G592270	El006G302110
OG0017067	Ag007G594110	El006G303670, El006G303690
OG0017068	Ag007G594930	El006G304330
OG0017069	Ag007G595250	El006G304750
OG0017070	Ag007G595330	El006G304880
OG0017071	Ag007G595770	El006G305280
OG0017072	Ag007G596110	El006G305690
OG0017073	Ag007G596150	El006G305770
OG0017074	Ag007G596610	El006G306250
OG0017075	Ag007G597630	El006G308120
OG0017076	Ag007G597800	El006G308690
OG0017077	Ag007G598130	El006G310320
OG0017078	Ag007G598230	El006G311010
OG0017079	Ag007G598240	El006G310410
OG0017080	Ag006G527430	El006G311400
OG0017081	Ag007G623940	El006G311760
OG0017082	Ag003G293010	El006G312060
OG0017083	Ag006G526500	El006G312610
OG0017085	Ag003G212190	El006G313200
OG0017086	Ag004G400000	El003G191170
OG0017087	Ag006G525450	El006G313660
OG0017088	Ag003G251880	El003G156680
OG0017089	Ag003G251820	El003G156700
OG0017092	Ag003G251400	El003G156900
OG0017093	Ag003G251450	El003G156960
OG0017094	Ag001G100590	El005G235350
OG0017095	Ag001G100550	El005G235370
OG0017096	Ag001G100730	El005G235240
OG0017097	Ag001G100780	El005G235150
OG0017098	Ag001G100970	El005G234980
OG0017099	Ag001G101060	El005G234890
OG0017102	Ag003G250030	El003G157790
OG0017105	Ag005G489970	El005G236270
OG0017106	Ag005G489850	El005G236380
OG0017107	Ag005G488590	El005G237040
OG0017108	Ag005G488460	El005G237140
OG0017109	Ag005G488410	El005G237170
OG0017110	Ag005G487990	El005G237480
OG0017111	Ag005G487840	El005G237620
OG0017112	Ag005G487580	El005G237780
OG0017113	Ag005G486990	El005G238040
OG0017114	Ag005G486230	El005G238580
OG0017115	Ag005G485270	El005G239250
OG0017116	Ag005G484950	El005G239530
OG0017117	Ag005G484860	El005G239630
OG0017118	Ag005G484140	El005G240130
OG0017119	Ag005G483530	El005G240390
OG0017120	Ag005G482840	El005G240820
OG0017121	Ag005G482810	El005G240830
OG0017122	Ag005G482520	El005G241030
OG0017123	Ag005G482360	El005G241130
OG0017124	Ag005G482340	El005G241160
OG0017125	Ag005G481440	El005G241690
OG0017126	Ag005G481370	El005G241750
OG0017127	Ag005G481300	El005G241820
OG0017128	Ag005G480750	El005G242140
OG0017129	Ag005G480640	El005G242230
OG0017130	Ag005G480220	El007G361950, El005G242560
OG0017131	Ag005G479740	El005G242690
OG0017132	Ag005G479480	El005G242890
OG0017133	Ag005G479340	El005G243100
OG0017134	Ag005G478990	El005G243450
OG0017135	Ag005G478960	El005G243480
OG0017136	Ag005G478390	El005G243950
OG0017137	Ag002G186280	El006G289260
OG0017139	Ag002G182040	El006G290250
OG0017140	Ag002G181930	El006G290270
OG0017141	Ag002G181820	El006G290430, El006G290390
OG0017142	Ag002G180220	El006G290840
OG0017144	Ag002G178910	El006G291150
OG0017145	Ag002G178760	El006G291170
OG0017146	Ag002G166060	El006G294710
OG0017147	Ag002G168300	El006G293840
OG0017148	Ag002G170520	El006G293520
OG0017150	Ag002G173650	El006G292610
OG0017151	Ag002G173810	El006G292550
OG0017152	Ag002G176670	El006G291760
OG0017153	Ag004G322860	El002G099380
OG0017154	Ag004G323100	El002G099610
OG0017155	Ag004G324340	El002G100050
OG0017157	Ag004G325270	El002G100570
OG0017158	Ag004G326170	El002G101110
OG0017159	Ag004G326350	El002G101200
OG0017160	Ag004G326510	El002G101330
OG0017161	Ag004G327960	El002G101770
OG0017162	Ag004G329760	El002G102500
OG0017163	Ag004G329360	El002G102280
OG0017164	Ag004G330030	El002G102660
OG0017165	Ag004G330210	El002G102730
OG0017166	Ag004G330260	El002G102770
OG0017167	Ag004G330460	El002G102890
OG0017168	Ag004G331790	El002G103380
OG0017169	Ag004G332260	El002G103780
OG0017170	Ag004G332390	El002G103870
OG0017171	Ag001G012900	El002G135030
OG0017172	Ag004G335570	El002G105300
OG0017173	Ag004G337090	El002G105940
OG0017174	Ag004G337490	El002G106120
OG0017175	Ag004G337700	El002G106150
OG0017176	Ag004G337750	El002G106190
OG0017177	Ag004G337920	El002G106280
OG0017179	Ag004G339730	El002G107630
OG0017180	Ag004G339890	El002G107740
OG0017181	Ag004G340370	El002G120380
OG0017182	Ag004G339950	El002G107900
OG0017183	Ag004G340760	El002G108020
OG0017184	Ag004G341150	El002G108230
OG0017186	Ag003G242810	El002G109350
OG0017187	Ag003G242910	El002G109410
OG0017190	Ag003G245770	El002G111710
OG0017191	Ag002G142570	El002G112130
OG0017192	Ag005G482330	El002G112450
OG0017195	Ag006G552850	El002G113130
OG0017198	Ag007G586190	El003G159330
OG0017200	Ag003G252680	El003G156270
OG0017202	Ag004G318170	El006G315960
OG0017204	Ag001G006530	El006G316960
OG0017206	Ag006G523950	El006G318560
OG0017208	Ag006G523350	El006G319550
OG0017209	Ag006G523080	El006G319670
OG0017210	Ag006G522270	El006G320280
OG0017211	Ag006G522160	El006G320380
OG0017212	Ag006G521460	El006G321050
OG0017213	Ag006G521350	El006G321110
OG0017214	Ag006G521080	El006G321240
OG0017215	Ag006G520620	El006G321490
OG0017216	Ag006G520580	El006G321520
OG0017217	Ag004G321210	El002G098700
OG0017218	Ag004G319730	El002G098030
OG0017219	Ag004G318440	El002G097250
OG0017220	Ag004G318050, Ag004G318040	El002G097070, El002G097060
OG0017221	Ag001G038190, Ag004G316960	El002G096470
OG0017222	Ag004G316830	El002G096430
OG0017224	Ag004G313970	El002G094760
OG0017225	Ag004G313650	El002G094640
OG0017226	Ag004G312760	El002G093930
OG0017227	Ag004G312630	El002G093860
OG0017228	Ag004G312590	El002G093820
OG0017229	Ag004G311730	El002G093270
OG0017230	Ag004G310720	El002G092660
OG0017231	Ag004G310810	El002G092850
OG0017232	Ag004G310110	El002G092230
OG0017233	Ag004G309600	El002G091970
OG0017234	Ag004G366420	El004G208260
OG0017235	Ag004G309450	El002G091930
OG0017236	Ag007G603390, Ag006G533210, Ag001G036640, Ag006G527070, Ag003G252610, Ag008G684580, Ag004G350770, Ag004G358210	El003G161910, El005G276390, El002G120590, El007G356650, El003G186320, El004G206810
OG0017237	Ag004G309330	El002G091850
OG0017238	Ag006G506290	El001G074720
OG0017239	Ag004G308660	El002G091260
OG0017240	Ag004G306620	El002G089720
OG0017241	Ag004G305510	El002G088770
OG0017242	Ag004G305360	El002G088630
OG0017243	Ag004G304930	El002G088250
OG0017244	Ag004G304380	El002G087840
OG0017245	Ag004G303990	El002G087610
OG0017246	Ag004G303270	El002G087140
OG0017247	Ag004G303240	El002G087090
OG0017248	Ag004G302680	El002G086650
OG0017249	Ag004G302420	El002G086380, El002G086340
OG0017250	Ag004G302050	El002G085960
OG0017251	Ag004G302000	El002G085900
OG0017252	Ag004G301240	El002G085460
OG0017253	Ag004G301360	El002G085520
OG0017254	Ag004G301380	El002G085530
OG0017255	Ag004G301500	El002G085560
OG0017256	Ag007G586680	El002G085620
OG0017257	Ag004G300660	El002G085150
OG0017258	Ag004G300490	El002G085020
OG0017259	Ag004G299280	El002G084060
OG0017260	Ag004G299240	El002G084020
OG0017261	Ag004G297770	El002G082970
OG0017262	Ag004G297650	El002G082810
OG0017263	Ag004G297390	El002G082520
OG0017264	Ag004G297320	El002G082450
OG0017265	Ag007G614550	El001G066920
OG0017266	Ag007G614340	El001G066950
OG0017267	Ag007G614240	El001G066970
OG0017268	Ag007G614080	El001G067040
OG0017269	Ag007G616920	El001G066500
OG0017270	Ag007G616930	El001G066490
OG0017271	Ag007G616980	El001G066460
OG0017272	Ag007G618160	El001G062170, El001G066080, El001G062180
OG0017273	Ag007G617760	El001G066240
OG0017274	Ag007G621340	El001G065130
OG0017275	Ag007G622260	El001G064600
OG0017276	Ag007G623400	El001G064220
OG0017277	Ag007G626480	El001G063240
OG0017278	Ag007G626540	El001G063190
OG0017279	Ag007G627620	El001G063050
OG0017280	Ag004G353750, Ag004G353740	El004G218920
OG0017281	Ag007G629270	El001G061600
OG0017283	Ag007G631880	El001G061450
OG0017284	Ag007G633090	El001G061070
OG0017285	Ag007G637090	El001G049390
OG0017286	Ag007G637550	El001G048850
OG0017287	Ag007G641490	El001G047700
OG0017288	Ag007G641140	El007G345220
OG0017289	Ag007G641010	El007G345390
OG0017291	Ag005G404920	El007G349100
OG0017292	Ag006G555470	El007G348350
OG0017293	Ag007G612220	El001G067980
OG0017294	Ag007G612120	El001G068030
OG0017295	Ag006G505590	El001G075030
OG0017296	Ag008G662170	El001G038270
OG0017297	Ag001G000360	El002G141290
OG0017299	Ag006G500310	El001G076970
OG0017300	Ag006G500270	El001G077000
OG0017301	Ag006G500090	El001G077030
OG0017302	Ag006G499940	El001G077150
OG0017303	Ag006G499250	El001G077590
OG0017304	Ag008G720530	El001G052680
OG0017305	Ag008G720450	El001G052610
OG0017306	Ag008G720670	El001G052790
OG0017307	Ag004G328720	El002G102050
OG0017308	Ag008G721790	El001G054500
OG0017309	Ag008G721940	El001G054750
OG0017310	Ag008G722580	El001G055550
OG0017311	Ag008G722470	El001G055430
OG0017312	Ag008G722650	El001G055630
OG0017313	Ag008G722990	El001G055870
OG0017314	Ag008G723100	El001G055930
OG0017315	Ag008G723110	El001G055940
OG0017316	Ag008G724360, Ag008G724350	El001G056950
OG0017317	Ag008G724430	El001G057020
OG0017318	Ag008G725660	El007G329560
OG0017319	Ag008G693890	El007G337520
OG0017320	Ag008G726070	El007G329290
OG0017321	Ag003G259860	El007G328860
OG0017323	Ag008G726820	El007G328740
OG0017324	Ag008G726910	El007G328650
OG0017325	Ag008G727050	El007G328540
OG0017326	Ag008G728790	El007G327580
OG0017327	Ag008G706130	El007G332890
OG0017328	Ag008G706040	El007G332960
OG0017329	Ag008G705970	El007G332990
OG0017331	Ag001G059830, Ag001G063390	El001G021240
OG0017332	Ag001G062980	El001G021100
OG0017333	Ag001G062370	El001G020890
OG0017334	Ag001G061780	El001G020720
OG0017337	Ag008G719470	El001G060730
OG0017338	Ag008G691330	El001G018570
OG0017340	Ag001G056390	El001G018150
OG0017341	Ag001G055830	El001G017860
OG0017342	Ag001G055580	El001G017780
OG0017343	Ag001G054650	El001G017400
OG0017344	Ag001G054180	El001G017280
OG0017345	Ag001G053660	El001G016850
OG0017346	Ag001G052910	El001G016340
OG0017347	Ag006G575750	El001G016110
OG0017348	Ag001G052020	El001G015770
OG0017349	Ag001G037480	El003G175700
OG0017353	Ag008G673380	El001G012600
OG0017354	Ag008G674580	El001G011790
OG0017355	Ag005G479320	El001G060000
OG0017356	Ag004G355070, Ag002G194700	El004G218200
OG0017357	Ag004G355260	El004G218140
OG0017358	Ag007G612490	El001G067890
OG0017359	Ag004G354750	El004G218400
OG0017360	Ag004G354850	El004G218300
OG0017361	Ag004G350740	El004G219720
OG0017362	Ag004G350030	El004G220210
OG0017363	Ag004G349890	El004G220250
OG0017364	Ag004G298220	El007G345100
OG0017366	Ag004G348900	El004G220630
OG0017367	Ag004G348160	El004G220910
OG0017368	Ag004G344650	El004G222250
OG0017369	Ag004G344640	El004G222260
OG0017370	Ag004G344340	El004G222420
OG0017373	Ag004G343470	El004G222970
OG0017374	Ag004G342690	El004G223350
OG0017375	Ag003G215280	El004G231230
OG0017376	Ag003G215330	El004G231160
OG0017377	Ag003G218030	El004G230560
OG0017378	Ag003G218070	El004G230530
OG0017379	Ag003G218190	El004G230430
OG0017380	Ag003G219010, Ag004G373300	El004G230020
OG0017381	Ag003G219620	El004G229670
OG0017382	Ag003G219750	El004G229580
OG0017383	Ag003G219870	El004G229560
OG0017384	Ag003G222150	El004G229030
OG0017385	Ag003G223480	El004G228630
OG0017386	Ag003G224130	El004G228440
OG0017387	Ag004G332570	El002G104030, El037G374560
OG0017388	Ag003G228210	El004G227530
OG0017389	Ag003G229590, Ag003G229600	El004G227220
OG0017390	Ag003G231620	El004G226890
OG0017391	Ag008G719540	El001G060930
OG0017392	Ag003G233040	El004G226610
OG0017393	Ag001G042080	El003G182410
OG0017394	Ag003G234420	El004G226120
OG0017395	Ag003G235000	El004G226040
OG0017396	Ag003G236420	El004G225660
OG0017397	Ag003G236680	El004G225500
OG0017398	Ag003G237140	El004G225300
OG0017399	Ag003G238030	El004G225110
OG0017400	Ag003G239200	El004G224650
OG0017401	Ag003G213630	El004G231920
OG0017402	Ag003G212720	El004G232210
OG0017404	Ag003G211520	El004G233000
OG0017405	Ag003G211270	El004G233060
OG0017406	Ag003G210660	El004G233340
OG0017407	Ag003G210520	El004G233440
OG0017408	Ag003G210230	El004G233530
OG0017409	Ag003G208150	El004G234370
OG0017410	Ag003G207350	El004G234530
OG0017411	Ag003G207670	El004G234690
OG0017412	Ag003G207690	El004G234710
OG0017413	Ag003G207730	El004G234730
OG0017415	Ag005G469860	El005G249090
OG0017416	Ag005G469630	El005G249270
OG0017417	Ag005G468990	El005G249500
OG0017418	Ag005G468440	El005G249690
OG0017419	Ag005G468300	El005G249790
OG0017420	Ag005G465450	El005G250870
OG0017421	Ag005G465430	El005G250880
OG0017422	Ag005G464540	El005G251450
OG0017424	Ag005G464390	El005G251590
OG0017425	Ag005G463870	El005G251910
OG0017426	Ag005G462990	El005G252280
OG0017427	Ag005G461460	El005G253030
OG0017428	Ag005G461090	El005G253230
