Orthogroup	Alyssum_gmelinii	Cardamine_amara
OG0012758	Ag003G228700	evm.model.RL_3.1902
OG0012759	Ag003G254870	evm.model.RL_2.2379
OG0012760	Ag003G255060	evm.model.RL_2.2386
OG0012762	Ag003G268580	evm.model.RL_4.903, evm.model.RL_2.2640
OG0012763	Ag003G277970	evm.model.RL_3.440, evm.model.RL_3.470
OG0012763	Ag004G371490	evm.model.RL_3.474
OG0012764	Ag003G291920	evm.model.RL_2.3283
OG0012765	Ag004G302410	evm.model.RL_5.2425
OG0012766	Ag004G305540	evm.model.RL_5.498
OG0012767	Ag004G308170	evm.model.RL_5.672
OG0012768	Ag004G338390	evm.model.RL_5.3559
OG0012770	Ag004G356020	evm.model.RL_3.2287, evm.model.RL_3.1115
OG0012771	Ag006G516110, Ag004G368130	evm.model.RL_8.113
OG0012772	Ag004G390570, Ag004G390560	evm.model.RL_3.91
OG0012774	Ag005G410140	evm.model.RL_1.3045
OG0012775	Ag005G443180, Ag005G444390	evm.model.RL_1.2009
OG0012776	Ag005G450220	evm.model.RL_1.1842
OG0012777	Ag005G463820	evm.model.RL_1.1466
OG0012778	Ag005G470560	evm.model.RL_1.1180
OG0012779	Ag005G474430	evm.model.RL_1.1000
OG0012780	Ag006G504560	evm.model.RL_4.2895
OG0012781	Ag006G507410	evm.model.RL_2.613
OG0012782	Ag006G521490	evm.model.RL_6.63
OG0012783	Ag006G558810, Ag006G558890, Ag006G558980, Ag006G559020, Ag006G559000, Ag006G558530, Ag006G559040, Ag006G558930, Ag006G558960, Ag006G559220, Ag006G559200, Ag008G722310	evm.model.RL_7.1450
OG0012784	Ag006G577820	evm.model.RL_2.1274
OG0012785	Ag007G585060	evm.model.RL_5.2255
OG0012786	Ag007G595960	evm.model.RL_6.926
OG0012787	Ag007G596470	evm.model.RL_6.885
OG0012788	Ag007G600100	evm.model.RL_4.2777
OG0012789	Ag007G612510	evm.model.RL_4.2248
OG0012790	Ag007G612970	evm.model.RL_4.2234
OG0012791	Ag007G617820	evm.model.RL_4.2106
OG0012792	Ag007G621890	evm.model.RL_4.2008
OG0012793	Ag007G624600	evm.model.RL_4.1926
OG0012794	Ag008G664920	evm.model.RL_7.2437
OG0012795	Ag008G700520	evm.model.RL_8.1762
OG0012796	Ag008G704510	evm.model.RL_8.1856
OG0012800	Ag008G718130	evm.model.RL_4.1620
OG0012801	Ag008G725640	evm.model.RL_8.2198
OG0012802	Ag008G728050	evm.model.RL_7.118
OG0012836	Ag003G253490	evm.model.RL_2.2323
OG0012837	Ag003G253750	evm.model.RL_2.2335
OG0012838	Ag003G253930	evm.model.RL_2.2346
OG0012839	Ag007G607730	evm.model.RL_2.2375
OG0012840	Ag003G255310	evm.model.RL_2.2397
OG0012841	Ag003G256610	evm.model.RL_2.2430
OG0012842	Ag003G258050	evm.model.RL_2.2464
OG0012843	Ag003G258370	evm.model.RL_2.2474
OG0012844	Ag002G188860	evm.model.RL_6.2229
OG0012845	Ag003G259160	evm.model.RL_2.2508
OG0012846	Ag003G261890	evm.model.RL_2.2550
OG0012847	Ag003G266100, Ag003G265310	evm.model.RL_2.2565
OG0012848	Ag003G264840, Ag003G262870, Ag003G264150	evm.model.RL_2.2573
OG0012849	Ag003G266840	evm.model.RL_2.2593
OG0012850	Ag003G266960	evm.model.RL_2.2596.1.687c86e6
OG0012851	Ag003G267580	evm.model.RL_2.2609.1.687c86e6
OG0012852	Ag003G267880	evm.model.RL_2.2616
OG0012853	Ag003G268310	evm.model.RL_2.2634
OG0012854	Ag003G269040	evm.model.RL_2.2659
OG0012855	Ag003G271990	evm.model.RL_2.2705
OG0012856	Ag005G477800, Ag003G272350	evm.model.RL_2.2716
OG0012858	Ag003G279530	evm.model.RL_2.2736
OG0012859	Ag003G279260	evm.model.RL_2.2749
OG0012860	Ag003G279010	evm.model.RL_2.2764
OG0012861	Ag003G278740	evm.model.RL_2.2772
OG0012862	Ag003G278480	evm.model.RL_2.2780
OG0012863	Ag003G277630	evm.model.RL_2.2811
OG0012864	Ag006G513220, Ag003G277780	evm.model.RL_2.2805
OG0012865	Ag003G278150	evm.model.RL_2.2791
OG0012866	Ag003G278250	evm.model.RL_2.2785
OG0012867	Ag003G277280	evm.model.RL_2.2824
OG0012868	Ag003G275990	evm.model.RL_2.2860
OG0012869	Ag003G276190, Ag003G276090, Ag003G276050	evm.model.RL_2.2857
OG0012870	Ag003G276260, Ag003G276290	evm.model.RL_2.2855
OG0012871	Ag003G287030, Ag003G275970	evm.model.RL_2.2863
OG0012872	Ag003G275830	evm.model.RL_2.2869
OG0012873	Ag003G275420	evm.model.RL_2.2879
OG0012875	Ag003G273940	evm.model.RL_2.2906
OG0012876	Ag003G281220	evm.model.RL_2.2949
OG0012877	Ag003G273610	evm.model.RL_2.2917
OG0012878	Ag003G281410	evm.model.RL_2.2953.1.687c86e7
OG0012879	Ag003G282800, Ag003G283470, Ag003G283460	evm.model.RL_2.3003
OG0012880	Ag003G282810	evm.model.RL_2.3004
OG0012881	Ag003G283480	evm.model.RL_2.3031
OG0012883	Ag003G284170	evm.model.RL_2.3039.1.687c86e8
OG0012884	Ag003G292670	evm.model.RL_1.2492
OG0012885	Ag007G579700	evm.model.RL_5.2831
OG0012886	Ag007G579670	evm.model.RL_5.2829
OG0012887	Ag007G579320	evm.model.RL_5.2809
OG0012888	Ag007G579180	evm.model.RL_5.2802
OG0012889	Ag007G578190	evm.model.RL_5.2722
OG0012890	Ag007G578150	evm.model.RL_5.2717
OG0012892	Ag001G101610	evm.model.RL_2.1234
OG0012893	Ag001G101810	evm.model.RL_2.1215
OG0012894	Ag001G101870	evm.model.RL_2.1211
OG0012895	Ag001G101880	evm.model.RL_2.1210
OG0012896	Ag001G101950	evm.model.RL_2.1202
OG0012897	Ag001G074390	evm.model.RL_2.1194
OG0012898	Ag001G101830	evm.model.RL_2.1186
OG0012899	Ag004G364590	evm.model.RL_3.770
OG0012900	Ag004G364640	evm.model.RL_3.761
OG0012901	Ag004G365340, Ag004G364750	evm.model.RL_3.755
OG0012902	Ag004G365570, Ag004G365030	evm.model.RL_3.738
OG0012903	Ag004G365760, Ag004G365220	evm.model.RL_3.730
OG0012904	Ag004G365250, Ag004G365790, Ag001G090580	evm.model.RL_3.725
OG0012905	Ag004G365820	evm.model.RL_3.724, evm.model.RL_3.720_evm.model.RL_3.727
OG0012906	Ag004G366370	evm.model.RL_3.699
OG0012907	Ag004G366400	evm.model.RL_3.689
OG0012908	Ag004G366450	evm.model.RL_3.676
OG0012909	Ag004G367380	evm.model.RL_3.616
OG0012910	Ag004G367470	evm.model.RL_1.2628
OG0012911	Ag004G368320	evm.model.RL_3.568
OG0012912	Ag004G368690	evm.model.RL_3.563
OG0012913	Ag004G369040	evm.model.RL_3.554
OG0012914	Ag004G369140	evm.model.RL_3.543
OG0012915	Ag004G369750	evm.model.RL_3.520
OG0012916	Ag004G369450	evm.model.RL_3.527
OG0012917	Ag004G370020	evm.model.RL_3.506
OG0012918	Ag004G370110	evm.model.RL_3.501
OG0012919	Ag004G371870	evm.model.RL_3.460
OG0012920	Ag004G372120	evm.model.RL_3.447
OG0012921	Ag004G372300	evm.model.RL_3.441, evm.model.RL_3.439
OG0012922	Ag004G373080	evm.model.RL_3.387
OG0012923	Ag004G372520	evm.model.RL_3.434
OG0012924	Ag004G373500	evm.model.RL_3.396
OG0012925	Ag004G374250, Ag005G420040	evm.model.RL_3.370
OG0012927	Ag004G374410	evm.model.RL_3.368
OG0012929	Ag004G374880	evm.model.RL_3.360
OG0012930	Ag004G375140	evm.model.RL_3.351, evm.model.RL_3.352
OG0012931	Ag004G377850	evm.model.RL_3.297
OG0012932	Ag008G658400, Ag003G280130	evm.model.RL_7.2664
OG0012934	Ag004G382670	evm.model.RL_7.2670
OG0012935	Ag001G067590	evm.model.RL_7.2677
OG0012936	Ag005G469950	evm.model.RL_7.2701
OG0012937	Ag008G657920, Ag008G659120	evm.model.RL_7.2707
OG0012938	Ag007G608030	evm.model.RL_7.2709
OG0012939	Ag008G658890, Ag008G659550	evm.model.RL_7.2720
OG0012940	Ag008G660260	evm.model.RL_7.2630
OG0012941	Ag001G032700	evm.model.RL_7.2047, evm.model.RL_7.2620
OG0012942	Ag004G385190	evm.model.RL_7.2589
OG0012943	Ag008G660800	evm.model.RL_7.2581
OG0012944	Ag008G661570	evm.model.RL_7.2558
OG0012945	Ag008G661750	evm.model.RL_7.2554
OG0012946	Ag004G319470	evm.model.RL_5.1241.1.687c88b2
OG0012947	Ag004G333060	evm.model.RL_7.2529
OG0012948	Ag008G662750, Ag005G471810	evm.model.RL_7.2503
OG0012949	Ag008G663190	evm.model.RL_7.2484
OG0012950	Ag008G663440	evm.model.RL_7.2470
OG0012951	Ag008G665120	evm.model.RL_7.2430
OG0012953	Ag008G665970	evm.model.RL_7.2408
OG0012954	Ag008G666120	evm.model.RL_7.2400, evm.model.RL_7.2404
OG0012955	Ag008G666360	evm.model.RL_7.2383
OG0012957	Ag008G666990	evm.model.RL_7.2367
OG0012958	Ag008G667230	evm.model.RL_7.2355
OG0012959	Ag008G667250	evm.model.RL_7.2353
OG0012960	Ag008G667960	evm.model.RL_7.2329
OG0012961	Ag008G668300	evm.model.RL_7.2325
OG0012962	Ag008G668610	evm.model.RL_7.2313
OG0012964	Ag008G668780	evm.model.RL_7.2310
OG0012965	Ag008G669060	evm.model.RL_7.2283
OG0012967	Ag008G669750	evm.model.RL_7.2263
OG0012968	Ag008G670940	evm.model.RL_7.2244.1.687c84bc
OG0012969	Ag008G671060	evm.model.RL_7.2243
OG0012970	Ag008G671860	evm.model.RL_7.2228
OG0012971	Ag005G435870, Ag005G415500	evm.model.RL_7.2209
OG0012972	Ag008G725040	evm.model.RL_7.2179
OG0012973	Ag008G672230	evm.model.RL_7.2178
OG0012974	Ag004G342830	evm.model.RL_7.2176
OG0012975	Ag001G077370	evm.model.RL_7.854, evm.model.RL_7.703
OG0012976	Ag007G584400	evm.model.RL_7.2117
OG0012977	Ag008G699830	evm.model.RL_7.2112
OG0012980	Ag007G647200	evm.model.RL_2.369
OG0012981	Ag004G356610	evm.model.RL_3.1093
OG0012982	Ag004G356660	evm.model.RL_3.1092
OG0012983	Ag004G357180	evm.model.RL_3.1083.2.687c84bb
OG0012984	Ag004G357270	evm.model.RL_3.1082
OG0012985	Ag004G357700	evm.model.RL_3.1057
OG0012986	Ag004G358240	evm.model.RL_3.1042
OG0012987	Ag004G359640	evm.model.RL_3.1004
OG0012988	Ag004G359900, Ag002G193810	evm.model.RL_3.991
OG0012989	Ag004G359980	evm.model.RL_3.990
OG0012990	Ag004G362490	evm.model.RL_3.946.1.687c84bb
OG0012991	Ag004G363670	evm.model.RL_3.928
OG0012992	Ag004G364120	evm.model.RL_3.919
OG0012993	Ag004G364100	evm.model.RL_3.916
OG0012994	Ag004G363880	evm.model.RL_3.901
OG0012995	Ag007G645800	evm.model.RL_3.774
OG0012996	Ag004G364370	evm.model.RL_3.780
OG0012997	Ag006G539070, Ag006G536540	evm.model.RL_1.2539.2.687c87ef
OG0012998	Ag004G401970	evm.model.RL_3.11
OG0012999	Ag004G401650	evm.model.RL_3.23
OG0013000	Ag004G400020	evm.model.RL_3.51, evm.model.RL_3.53
OG0013002	Ag004G397990, Ag004G397970	evm.model.RL_3.63
OG0013003	Ag004G397980, Ag004G397950	evm.model.RL_3.64
OG0013004	Ag004G397070	evm.model.RL_3.71
OG0013005	Ag004G396990	evm.model.RL_3.78
OG0013006	Ag004G396530, Ag004G392000	evm.model.RL_3.81.1.687c84b9
OG0013007	Ag004G396510, Ag004G391980	evm.model.RL_3.82
OG0013008	Ag004G396490, Ag004G391920	evm.model.RL_3.83
OG0013009	Ag004G395400, Ag004G390610	evm.model.RL_3.88
OG0013010	Ag004G394410, Ag004G389440	evm.model.RL_3.109
OG0013011	Ag004G388850, Ag004G393800	evm.model.RL_3.128
OG0013012	Ag004G386980	evm.model.RL_3.148
OG0013013	Ag004G386470	evm.model.RL_3.155
OG0013014	Ag004G386120	evm.model.RL_3.160
OG0013015	Ag004G316680	evm.model.RL_5.1135
OG0013016	Ag004G382530	evm.model.RL_3.182, evm.model.RL_3.195
OG0013017	Ag004G381900	evm.model.RL_3.193
OG0013018	Ag004G380860	evm.model.RL_3.220
OG0013019	Ag004G380820	evm.model.RL_3.223
OG0013020	Ag004G379680	evm.model.RL_3.247
OG0013021	Ag004G315150	evm.model.RL_5.1071
OG0013022	Ag004G379490	evm.model.RL_3.256
OG0013023	Ag004G379450	evm.model.RL_3.233, evm.model.RL_3.257
OG0013024	Ag001G008460	evm.model.RL_2.2098
OG0013029	Ag007G644890	evm.model.RL_2.550
OG0013030	Ag002G190230	evm.model.RL_6.2260
OG0013031	Ag002G189600	evm.model.RL_6.2242
OG0013032	Ag002G188780, Ag002G188770	evm.model.RL_6.2226
OG0013033	Ag002G188820	evm.model.RL_6.2228
OG0013034	Ag003G241020, Ag002G188420	evm.model.RL_6.2214
OG0013035	Ag002G187860	evm.model.RL_6.2188
OG0013036	Ag002G187450	evm.model.RL_6.2175
OG0013037	Ag005G478190	evm.model.RL_1.810
OG0013038	Ag005G477890	evm.model.RL_1.829
OG0013039	Ag005G477790	evm.model.RL_1.835
OG0013040	Ag005G476760	evm.model.RL_1.872
OG0013041	Ag005G476750	evm.model.RL_1.873
OG0013042	Ag005G476260	evm.model.RL_1.903
OG0013043	Ag005G476050	evm.model.RL_1.910
OG0013044	Ag002G118900	evm.model.RL_2.1947
OG0013045	Ag005G475980	evm.model.RL_1.917
OG0013046	Ag005G475920	evm.model.RL_1.921
OG0013047	Ag005G475900	evm.model.RL_1.923
OG0013048	Ag005G475890	evm.model.RL_1.924
OG0013049	Ag005G475660, Ag004G360630	evm.model.RL_1.948.1.687c87eb
OG0013050	Ag005G475640	evm.model.RL_1.950
OG0013051	Ag008G719430	evm.model.RL_4.1681
OG0013052	Ag005G474820	evm.model.RL_1.975
OG0013053	Ag005G474780	evm.model.RL_1.977
OG0013054	Ag005G474730, Ag002G106720	evm.model.RL_1.981
OG0013055	Ag005G474470	evm.model.RL_1.996
OG0013056	Ag004G313370	evm.model.RL_5.987
OG0013057	Ag005G473680	evm.model.RL_1.1028
OG0013058	Ag005G472720	evm.model.RL_1.1062
OG0013059	Ag005G472660	evm.model.RL_1.1065
OG0013060	Ag005G471840	evm.model.RL_1.1112
OG0013061	Ag005G471830	evm.model.RL_1.1113
OG0013062	Ag005G471740	evm.model.RL_1.1118
OG0013064	Ag007G591500	evm.model.RL_4.1477
OG0013065	Ag005G471400	evm.model.RL_1.1136
OG0013066	Ag007G582350	evm.model.RL_2.2315
OG0013067	Ag002G176700	evm.model.RL_6.1955
OG0013068	Ag001G041320	evm.model.RL_8.1051
OG0013070	Ag001G047110, Ag001G045680	evm.model.RL_8.1056
OG0013071	Ag001G046870, Ag001G044570	evm.model.RL_8.1061
OG0013072	Ag001G040640	evm.model.RL_8.1080
OG0013073	Ag004G326830	evm.model.RL_8.1103
OG0013074	Ag001G040980	evm.model.RL_8.1109
OG0013075	Ag001G040390	evm.model.RL_8.1114
OG0013076	Ag003G278550	evm.model.RL_8.1126
OG0013077	Ag001G041080	evm.model.RL_8.1130
OG0013078	Ag004G384740	evm.model.RL_8.2093
OG0013080	Ag005G427210	evm.model.RL_1.2413
OG0013081	Ag008G677130	evm.model.RL_8.1212
OG0013082	Ag008G676600, Ag008G676590	evm.model.RL_8.1224
OG0013083	Ag002G160170	evm.model.RL_8.1229
OG0013084	Ag001G094810	evm.model.RL_8.1254
OG0013085	Ag008G680270	evm.model.RL_8.1267
OG0013088	Ag008G681220	evm.model.RL_8.1301
OG0013089	Ag008G681610, Ag008G668450	evm.model.RL_8.1317
OG0013090	Ag008G681750	evm.model.RL_8.1326
OG0013092	Ag008G684640	evm.model.RL_8.1387
OG0013093	Ag008G686480	evm.model.RL_8.1443
OG0013094	Ag003G252640	evm.model.RL_2.2293
OG0013095	Ag008G690150, Ag008G688280	evm.model.RL_8.1499
OG0013096	Ag008G690160, Ag008G688270	evm.model.RL_8.1498
OG0013098	Ag008G688210, Ag008G690240	evm.model.RL_8.1486
OG0013099	Ag008G687980	evm.model.RL_8.1483
OG0013100	Ag008G687970	evm.model.RL_8.1482
OG0013101	Ag008G687850	evm.model.RL_8.1478.1.687c855b
OG0013102	Ag008G688610, Ag008G689880	evm.model.RL_8.1518
OG0013103	Ag008G689590, Ag008G688910	evm.model.RL_8.1524
OG0013104	Ag001G057760, Ag008G685470	evm.model.RL_8.1538
OG0013105	Ag002G104720	evm.model.RL_1.2607
OG0013107	Ag008G694020	evm.model.RL_8.1574
OG0013108	Ag008G694030	evm.model.RL_8.1575
OG0013109	Ag008G694040	evm.model.RL_8.1576
OG0013110	Ag008G694100	evm.model.RL_8.1579
OG0013111	Ag008G694110	evm.model.RL_8.1580
OG0013112	Ag008G694320	evm.model.RL_8.1591
OG0013113	Ag008G694950	evm.model.RL_8.1615
OG0013114	Ag003G250690	evm.model.RL_2.2194
OG0013115	Ag008G695180	evm.model.RL_8.1618
OG0013116	Ag008G695640	evm.model.RL_8.1634
OG0013117	Ag008G696200	evm.model.RL_8.1648
OG0013118	Ag008G697180, Ag008G696360	evm.model.RL_8.1658
OG0013119	Ag008G696830	evm.model.RL_8.1676
OG0013120	Ag008G697550	evm.model.RL_8.1688
OG0013121	Ag008G698270	evm.model.RL_8.1692.2.687c855d
OG0013122	Ag008G698440	evm.model.RL_8.1708
OG0013123	Ag008G699280	evm.model.RL_8.1717
OG0013124	Ag008G701230	evm.model.RL_8.1791
OG0013125	Ag008G702020	evm.model.RL_8.1800
OG0013126	Ag008G702140	evm.model.RL_8.1802
OG0013127	Ag008G702390	evm.model.RL_8.1809
OG0013128	Ag008G702400	evm.model.RL_8.1810
OG0013129	Ag008G703120	evm.model.RL_8.1827
OG0013130	Ag008G704350	evm.model.RL_8.1851
OG0013131	Ag008G704560	evm.model.RL_8.1861
OG0013132	Ag008G705210	evm.model.RL_8.1883
OG0013133	Ag008G705250	evm.model.RL_5.2909, evm.model.RL_8.1886
OG0013134	Ag001G039890	evm.model.RL_8.977, evm.model.RL_8.994
OG0013135	Ag008G724340	evm.model.RL_4.1406
OG0013136	Ag007G644300	evm.model.RL_4.744
OG0013137	Ag007G611490	evm.model.RL_4.2294
OG0013138	Ag007G611380	evm.model.RL_4.2299
OG0013139	Ag007G611310	evm.model.RL_4.2301
OG0013141	Ag007G609680	evm.model.RL_4.2334
OG0013142	Ag007G609610	evm.model.RL_4.2339
OG0013143	Ag007G609390	evm.model.RL_4.2355
OG0013144	Ag007G609370	evm.model.RL_4.2356
OG0013145	Ag007G609220	evm.model.RL_4.2364
OG0013146	Ag007G609190	evm.model.RL_4.2366
OG0013147	Ag007G609120	evm.model.RL_4.2371
OG0013148	Ag007G608210	evm.model.RL_4.2403.1.687c86d9
OG0013149	Ag007G608070	evm.model.RL_4.2408
OG0013150	Ag007G607870	evm.model.RL_4.2420
OG0013151	Ag007G607840	evm.model.RL_4.2423
OG0013152	Ag007G607710	evm.model.RL_4.2428
OG0013153	Ag007G607510	evm.model.RL_4.2438
OG0013154	Ag007G607320	evm.model.RL_4.2451
OG0013155	Ag007G607260	evm.model.RL_4.2452
OG0013156	Ag007G607090	evm.model.RL_4.2460
OG0013157	Ag007G607080	evm.model.RL_4.2461
OG0013158	Ag007G605880	evm.model.RL_4.2500
OG0013159	Ag007G605850	evm.model.RL_4.2506, evm.model.RL_4.2502
OG0013160	Ag007G604360	evm.model.RL_4.2558
OG0013161	Ag007G603350	evm.model.RL_4.2602
OG0013162	Ag007G603270	evm.model.RL_4.2610
OG0013163	Ag007G602460	evm.model.RL_4.2638
OG0013164	Ag007G602240	evm.model.RL_4.2647
OG0013165	Ag007G602220	evm.model.RL_4.2649.3.687c86da
OG0013166	Ag007G602120	evm.model.RL_4.2657
OG0013167	Ag007G601930	evm.model.RL_4.2670
OG0013168	Ag007G601890	evm.model.RL_4.2672
OG0013169	Ag007G601830	evm.model.RL_4.2673
OG0013170	Ag002G108140, Ag007G601760	evm.model.RL_4.2675
OG0013171	Ag007G601400	evm.model.RL_4.2700
OG0013172	Ag008G724010	evm.model.RL_4.1387
OG0013173	Ag007G601100	evm.model.RL_4.2717
OG0013174	Ag007G600750	evm.model.RL_4.2738
OG0013175	Ag007G600740	evm.model.RL_4.2739
OG0013176	Ag007G600280	evm.model.RL_4.2770
OG0013177	Ag007G600110	evm.model.RL_4.2776
OG0013178	Ag007G600090	evm.model.RL_4.2778
OG0013179	Ag006G507390	evm.model.RL_4.2820
OG0013180	Ag008G726940	evm.model.RL_8.2281
OG0013181	Ag006G506710	evm.model.RL_4.2832
OG0013182	Ag006G577700	evm.model.RL_2.1289
OG0013183	Ag006G577460	evm.model.RL_2.1305
OG0013184	Ag006G577260	evm.model.RL_2.1313
OG0013185	Ag006G577140	evm.model.RL_2.1325
OG0013186	Ag006G577130	evm.model.RL_2.1326
OG0013187	Ag006G576430	evm.model.RL_2.1354
OG0013188	Ag006G575440	evm.model.RL_2.1377
OG0013189	Ag006G575330	evm.model.RL_2.1383
OG0013190	Ag006G575320	evm.model.RL_2.1384
OG0013191	Ag002G107610, Ag002G111220	evm.model.RL_4.232
OG0013192	Ag006G574390	evm.model.RL_2.1412
OG0013193	Ag006G574200	evm.model.RL_2.1423
OG0013194	Ag006G573950	evm.model.RL_2.1433
OG0013195	Ag006G573900	evm.model.RL_2.1437
OG0013196	Ag006G573800	evm.model.RL_2.1441
OG0013197	Ag006G572690, Ag006G572660	evm.model.RL_2.1449
OG0013198	Ag006G573370	evm.model.RL_2.1462
OG0013199	Ag006G573500, Ag006G573490	evm.model.RL_2.1464
OG0013201	Ag006G571290	evm.model.RL_2.1490
OG0013202	Ag006G559700	evm.model.RL_2.1558
OG0013203	Ag001G084790	evm.model.RL_7.624
OG0013204	Ag006G559710	evm.model.RL_2.1561
OG0013205	Ag003G291150	evm.model.RL_2.3257.1.687c86e8
OG0013206	Ag006G561510	evm.model.RL_2.1589
OG0013207	Ag006G564460	evm.model.RL_2.1636
OG0013208	Ag006G564880	evm.model.RL_2.1644
OG0013209	Ag006G565950	evm.model.RL_2.1665
OG0013210	Ag006G555450, Ag006G555510	evm.model.RL_2.1707
OG0013211	Ag006G553800	evm.model.RL_2.1726
OG0013212	Ag004G347680	evm.model.RL_3.1375.5.687c84bc
OG0013213	Ag006G552800	evm.model.RL_2.1742
OG0013214	Ag006G551790	evm.model.RL_2.1767
OG0013216	Ag006G545160, Ag006G542460	evm.model.RL_2.1885
OG0013217	Ag006G545010, Ag006G542610	evm.model.RL_5.2402, evm.model.RL_2.1892
OG0013219	Ag006G544480, Ag006G543110	evm.model.RL_2.1904
OG0013220	Ag006G541680	evm.model.RL_2.1925
OG0013221	Ag006G541090	evm.model.RL_5.2679
OG0013223	Ag006G538150, Ag006G540160	evm.model.RL_5.2630
OG0013224	Ag006G540140, Ag006G538130	evm.model.RL_5.2625
OG0013225	Ag008G718490	evm.model.RL_4.1638.1.687c86d5
OG0013226	Ag007G585520	evm.model.RL_2.2081
OG0013227	Ag006G506240	evm.model.RL_4.2842
OG0013228	Ag006G536930, Ag006G539450	evm.model.RL_5.2598
OG0013229	Ag006G536510, Ag006G539060	evm.model.RL_5.2559
OG0013230	Ag006G538990, Ag006G536470	evm.model.RL_5.2555.1.687c88bc
OG0013231	Ag006G538770, Ag006G536270	evm.model.RL_5.2547
OG0013232	Ag006G536030	evm.model.RL_5.2537
OG0013233	Ag006G535780	evm.model.RL_5.2527, evm.model.RL_5.2529
OG0013234	Ag006G535420	evm.model.RL_5.2508
OG0013235	Ag006G535350	evm.model.RL_5.2479
OG0013236	Ag006G535070	evm.model.RL_5.2464
OG0013237	Ag006G535010	evm.model.RL_5.2460
OG0013238	Ag006G533910	evm.model.RL_5.2411
OG0013240	Ag005G478110	evm.model.RL_1.813
OG0013241	Ag007G579830	evm.model.RL_5.2846
OG0013242	Ag006G531030	evm.model.RL_5.2362
OG0013243	Ag007G584590	evm.model.RL_5.2300
OG0013244	Ag004G363840	evm.model.RL_3.866, evm.model.RL_8.2353
OG0013246	Ag007G585090	evm.model.RL_5.2254
OG0013247	Ag003G249790	evm.model.RL_5.2393
OG0013249	Ag003G248080	evm.model.RL_5.2401
OG0013250	Ag007G584540	evm.model.RL_5.2297
OG0013251	Ag007G584320	evm.model.RL_5.2281
OG0013252	Ag007G583980	evm.model.RL_5.3109
OG0013253	Ag007G584000	evm.model.RL_5.3111.8.687c88bf
OG0013254	Ag007G583650	evm.model.RL_5.3081
OG0013255	Ag007G583560	evm.model.RL_5.3076
OG0013256	Ag007G583540	evm.model.RL_5.3074
OG0013257	Ag007G583020	evm.model.RL_5.3046
OG0013258	Ag007G582790	evm.model.RL_5.3037
OG0013259	Ag007G582590	evm.model.RL_5.3025
OG0013260	Ag007G582460	evm.model.RL_5.3016
OG0013261	Ag008G713710, Ag005G428910	evm.model.RL_1.2362
OG0013262	Ag007G582320	evm.model.RL_5.3003
OG0013263	Ag007G582120	evm.model.RL_5.2987
OG0013264	Ag007G581530	evm.model.RL_5.2914
OG0013265	Ag007G580800	evm.model.RL_5.2904
OG0013266	Ag003G285440	evm.model.RL_2.3063
OG0013267	Ag003G285480	evm.model.RL_2.3066
OG0013268	Ag003G286030	evm.model.RL_2.3088
OG0013269	Ag003G286890	evm.model.RL_2.3113
OG0013271	Ag003G287020	evm.model.RL_2.3123
OG0013272	Ag005G414680	evm.model.RL_1.2965
OG0013273	Ag003G288340	evm.model.RL_2.3149
OG0013274	Ag003G288600	evm.model.RL_2.3161
OG0013275	Ag002G166170, Ag003G288610	evm.model.RL_2.3162
OG0013276	Ag003G288640	evm.model.RL_2.3165
OG0013278	Ag003G288880	evm.model.RL_2.3170.1.687c86e8.1.687c99ff
OG0013279	Ag003G289080	evm.model.RL_2.3178
OG0013280	Ag003G289180	evm.model.RL_2.3180
OG0013281	Ag003G289680	evm.model.RL_2.3212
OG0013282	Ag003G290290	evm.model.RL_2.3229
OG0013283	Ag003G290300	evm.model.RL_7.1308
OG0013284	Ag003G290410	evm.model.RL_2.3235
OG0013285	Ag003G291230	evm.model.RL_2.3260
OG0013286	Ag003G292340	evm.model.RL_2.3301
OG0013287	Ag001G072530	evm.model.RL_7.1044
OG0013288	Ag003G293000, Ag003G292990	evm.model.RL_2.3328
OG0013289	Ag003G293030	evm.model.RL_2.3329
OG0013290	Ag003G293070	evm.model.RL_2.3333
OG0013291	Ag003G293430	evm.model.RL_2.3351
OG0013292	Ag003G293450	evm.model.RL_2.3352.1.687c86e9
OG0013293	Ag003G293460	evm.model.RL_2.3353
OG0013294	Ag007G584120	evm.model.RL_5.3123
OG0013295	Ag003G293510	evm.model.RL_2.3356
OG0013296	Ag003G294780	evm.model.RL_2.3389
OG0013297	Ag003G294890	evm.model.RL_2.3390
OG0013298	Ag003G294900	evm.model.RL_2.3391
