Orthogroup	Cardamine_hirsuta	Odontarrhena_muralis
OG0015965	CARHR206980	Om004G170480
OG0015966	CARHR206840	Om004G170660
OG0015967	CARHR206790	Om004G170720
OG0015968	CARHR207260	Om004G170960
OG0015969	CARHR207280	Om004G170980
OG0015970	CARHR207290	Om004G170990
OG0015971	CARHR207450	Om004G171140
OG0015972	CARHR207470	Om004G171160
OG0015973	CARHR207520	Om004G171210
OG0015974	CARHR207580	Om004G171240
OG0015975	CARHR207600	Om004G171260
OG0015976	CARHR207870	Om004G171660
OG0015977	CARHR090110	Om002G060310
OG0015978	CARHR208000	Om004G171890
OG0015979	CARHR208100	Om004G171960
OG0015980	CARHR208170	Om004G172050
OG0015981	CARHR208370	Om004G172400
OG0015982	CARHR017600	Om005G198110
OG0015983	CARHR208680	Om004G172680
OG0015984	CARHR208750	Om004G172780
OG0015985	CARHR208890	Om004G172900
OG0015986	CARHR187340	Om006G240720
OG0015987	CARHR187290	Om006G240710
OG0015988	CARHR187270	Om006G240690
OG0015989	CARHR187500	Om006G240640
OG0015990	CARHR188140	Om006G240050
OG0015991	CARHR188280	Om006G239920
OG0015992	CARHR188520	Om006G239620
OG0015993	CARHR188580	Om006G239510
OG0015994	CARHR188640	Om006G239460
OG0015995	CARHR188730	Om006G239410
OG0015996	CARHR189130	Om006G238970
OG0015997	CARHR189090	Om006G239000
OG0015998	CARHR188930	Om006G239160
OG0015999	CARHR188920	Om006G239170
OG0016000	CARHR189440	Om006G238750
OG0016001	CARHR189490	Om006G238700
OG0016002	CARHR189680	Om006G238410
OG0016003	CARHR189710	Om006G238370
OG0016004	CARHR189800	Om006G238300
OG0016005	CARHR102220	Om002G076000
OG0016006	CARHR190020	Om006G238060
OG0016007	CARHR190080	Om006G237970
OG0016008	CARHR190410	Om006G237590
OG0016009	CARHR190470	Om006G237510
OG0016010	CARHR274620	Om006G237280
OG0016011	CARHR274640	Om006G237250
OG0016012	CARHR147920	Om006G237240
OG0016013	CARHR274830	Om006G237020
OG0016014	CARHR275130	Om006G236750
OG0016015	CARHR275150	Om006G236730
OG0016016	CARHR275370	Om006G236520
OG0016017	CARHR275470	Om006G236400
OG0016018	CARHR275820	Om006G236010
OG0016019	CARHR275860	Om006G235960
OG0016020	CARHR276000	Om006G235730
OG0016021	CARHR276100	Om006G235650
OG0016022	CARHR276110	Om006G235640
OG0016023	CARHR276350	Om006G235330
OG0016024	CARHR276440	Om006G235170
OG0016025	CARHR276540	Om006G235040
OG0016026	CARHR276710	Om006G234890
OG0016027	CARHR276800	Om006G234800
OG0016028	CARHR276890	Om006G234650
OG0016029	CARHR272670	Om006G247330
OG0016030	CARHR272460	Om006G247520
OG0016031	CARHR272380	Om006G247610
OG0016032	CARHR272370	Om006G247620
OG0016033	CARHR272310	Om006G247690
OG0016034	CARHR272270	Om006G247750
OG0016035	CARHR272040	Om006G247960
OG0016036	CARHR272020	Om006G247980
OG0016037	CARHR160900	Om006G257430
OG0016038	CARHR160830	Om006G257510
OG0016039	CARHR160630	Om006G257720
OG0016040	CARHR160280	Om006G258230
OG0016042	CARHR159910	Om006G258690
OG0016043	CARHR159850	Om006G258760
OG0016044	CARHR159600	Om006G259030
OG0016045	CARHR159170	Om006G259160
OG0016046	CARHR159060	Om006G259290
OG0016047	CARHR158780	Om006G259980
OG0016048	CARHR158670	Om006G260140
OG0016049	CARHR158600	Om006G260220
OG0016050	CARHR188910	Om006G239200
OG0016051	CARHR158260	Om006G260440
OG0016052	CARHR157910	Om006G260920
OG0016053	CARHR157810	Om006G261040
OG0016054	CARHR157790	Om006G261070
OG0016055	CARHR029540	Om007G290350
OG0016056	CARHR157200	Om006G262490
OG0016057	CARHR157170	Om006G262530
OG0016058	CARHR157150	Om006G262630
OG0016059	CARHR157070	Om006G262770
OG0016060	CARHR157000	Om006G262920
OG0016061	CARHR156950	Om006G263030
OG0016062	CARHR276810	Om006G234780
OG0016063	CARHR156890	Om006G263170
OG0016064	CARHR156850	Om006G263300
OG0016065	CARHR156730	Om007G295190
OG0016066	CARHR156640	Om006G263710
OG0016067	CARHR156550	Om006G263750
OG0016068	CARHR156480	Om004G134580, Om006G263910
OG0016069	CARHR156380	Om006G264060
OG0016070	CARHR156300	Om006G264300
OG0016071	CARHR156290	Om006G264410
OG0016072	CARHR156130	Om006G265640
OG0016073	CARHR156090	Om006G265750
OG0016074	CARHR156080	Om006G265760
OG0016075	CARHR156070	Om006G265770
OG0016076	CARHR156040	Om006G265860
OG0016077	CARHR155610	Om006G266450
OG0016078	CARHR155520	Om006G266660
OG0016079	CARHR154880	Om006G266860
OG0016080	CARHR155230	Om006G267110
OG0016081	CARHR149920	Om006G268100
OG0016082	CARHR150430	Om004G174430
OG0016083	CARHR150610	Om001G040130
OG0016084	CARHR104480	Om006G247340
OG0016085	CARHR098710	Om002G077560
OG0016086	CARHR153370	Om006G268380
OG0016087	CARHR184560	Om006G268570
OG0016088	CARHR152570	Om008G328940
OG0016090	CARHR152510	Om006G268540
OG0016091	CARHR001920	Om005G179400
OG0016092	CARHR060870	Om005G211340
OG0016093	CARHR060060	Om005G212350
OG0016094	CARHR060760	Om005G211520
OG0016095	CARHR060910	Om005G211280
OG0016096	CARHR060550	Om005G211790
OG0016097	CARHR061440	Om005G210580
OG0016098	CARHR061660	Om005G210280
OG0016099	CARHR087030	Om002G056250
OG0016100	CARHR061530	Om005G210470
OG0016101	CARHR061720	Om005G210040
OG0016102	CARHR061800	Om005G209950
OG0016103	CARHR061810	Om005G209940
OG0016104	CARHR061890	Om005G209890
OG0016105	CARHR061900	Om007G301960, Om005G209880
OG0016106	CARHR062080	Om005G209720
OG0016107	CARHR062230	Om005G209490
OG0016108	CARHR062240	Om004G150580, Om005G209480
OG0016109	CARHR062440	Om005G209320
OG0016110	CARHR062450	Om005G209310
OG0016111	CARHR062560	Om005G209170
OG0016112	CARHR062940	Om005G208540
OG0016113	CARHR292590	Om005G208390
OG0016114	CARHR063170	Om005G208320
OG0016116	CARHR063320	Om005G208090
OG0016117	CARHR187380	Om006G240770
OG0016118	CARHR063860	Om005G207360
OG0016119	CARHR063900	Om005G207330
OG0016120	CARHR064080	Om005G207100
OG0016121	CARHR064180	Om005G206960
OG0016122	CARHR064390	Om005G206700
OG0016123	CARHR064410	Om005G206680
OG0016124	CARHR064540	Om005G206560
OG0016125	CARHR064580	Om005G206520
OG0016126	CARHR064620	Om005G206460
OG0016127	CARHR291240	Om005G206330
OG0016128	CARHR291180	Om005G206220
OG0016129	CARHR291140	Om005G206150, Om006G266870
OG0016130	CARHR291100	Om005G206080
OG0016131	CARHR291090	Om005G206070
OG0016132	CARHR291060	Om005G206030
OG0016133	CARHR291040	Om005G206010
OG0016134	CARHR290990	Om005G205960
OG0016135	CARHR290970	Om005G205930
OG0016136	CARHR064910	Om004G143120
OG0016137	CARHR071590	Om004G133770
OG0016138	CARHR071470	Om004G134030
OG0016139	CARHR071450	Om004G134050
OG0016140	CARHR071380	Om004G134110
OG0016141	CARHR071170	Om004G134450
OG0016142	CARHR071140	Om004G134530
OG0016143	CARHR070970	Om004G134800
OG0016144	CARHR070860	Om004G134870
OG0016145	CARHR070700	Om004G135050
OG0016146	CARHR070420	Om004G135440
OG0016148	CARHR070260	Om004G135670
OG0016149	CARHR070180	Om004G135780
OG0016150	CARHR070110	Om004G135890
OG0016151	CARHR103010	Om002G076580
OG0016152	CARHR070030	Om004G136020
OG0016153	CARHR070010	Om004G136040
OG0016154	CARHR069950	Om004G136160
OG0016155	CARHR069940	Om004G136170
OG0016156	CARHR069800	Om004G136580
OG0016157	CARHR069780	Om004G136620
OG0016158	CARHR069700	Om004G136720
OG0016159	CARHR069650	Om004G137000
OG0016160	CARHR069400	Om004G137090
OG0016161	CARHR069060	Om004G137630
OG0016162	CARHR069040	Om004G138440
OG0016163	CARHR068960	Om004G138330
OG0016164	CARHR036460	Om007G287740
OG0016165	CARHR068850	Om004G138080
OG0016166	CARHR068830	Om004G138060
OG0016167	CARHR068780	Om004G138000
OG0016168	CARHR068590	Om004G137830
OG0016169	CARHR068410	Om004G138900
OG0016170	CARHR068320	Om004G138790
OG0016171	CARHR068240	Om004G138660
OG0016172	CARHR068200	Om004G138600
OG0016173	CARHR068080	Om004G138960
OG0016174	CARHR067970	Om004G139090
OG0016175	CARHR067910	Om004G139170
OG0016176	CARHR067930	Om004G139180
OG0016177	CARHR067850	Om004G139300
OG0016178	CARHR067810	Om004G139390
OG0016179	CARHR067590	Om004G139680
OG0016180	CARHR067580	Om004G139690
OG0016181	CARHR067510	Om004G139750
OG0016182	CARHR067170	Om004G140110
OG0016183	CARHR067080	Om006G260500, Om004G140230
OG0016184	CARHR066860	Om004G140540
OG0016185	CARHR066720	Om004G140810
OG0016186	CARHR066430	Om004G141170
OG0016187	CARHR066390	Om004G141330
OG0016188	CARHR066370	Om004G141360
OG0016189	CARHR066160	Om004G141790
OG0016190	CARHR066110	Om004G141830
OG0016192	CARHR066060	Om004G141880
OG0016193	CARHR066030	Om004G141930
OG0016194	CARHR065960	Om004G142010
OG0016195	CARHR065600	Om004G142350
OG0016196	CARHR065460	Om004G142460
OG0016197	CARHR065440	Om004G142500
OG0016198	CARHR065410	Om004G142520
OG0016199	CARHR072360	Om004G132660
OG0016200	CARHR072500	Om004G132440
OG0016201	CARHR072510	Om004G132430
OG0016202	CARHR072540	Om004G132390
OG0016203	CARHR072640	Om004G132340
OG0016205	CARHR073220	Om004G131570
OG0016206	CARHR073480	Om004G131330
OG0016207	CARHR073600	Om004G131220
OG0016208	CARHR074300	Om004G130120
OG0016209	CARHR074310	Om004G130110
OG0016210	CARHR074400	Om004G129990
OG0016211	CARHR074420	Om004G129980
OG0016212	CARHR074450	Om004G129900
OG0016213	CARHR074590	Om004G129690
OG0016214	CARHR074690	Om004G129520
OG0016215	CARHR122860	Om004G129580
OG0016216	CARHR063820	Om004G129590
OG0016217	CARHR074760	Om004G129600
OG0016218	CARHR087340	Om002G056650
OG0016219	CARHR087470	Om002G056840
OG0016220	CARHR087700	Om002G057090
OG0016221	CARHR087740	Om002G057150
OG0016222	CARHR088220	Om002G057830
OG0016224	CARHR088420	Om002G058040
OG0016225	CARHR088510	Om002G058170
OG0016226	CARHR088820	Om002G058630
OG0016227	CARHR089060	Om002G058920
OG0016228	CARHR089710	Om002G059820
OG0016229	CARHR089800	Om002G059960
OG0016230	CARHR090040	Om002G060250
OG0016231	CARHR090460	Om002G060770
OG0016232	CARHR090580	Om002G060940
OG0016233	CARHR090800	Om002G061340
OG0016234	CARHR091020	Om002G061610
OG0016235	CARHR091080	Om002G061640
OG0016236	CARHR091380	Om002G062030
OG0016237	CARHR091470	Om002G062200
OG0016238	CARHR091480	Om002G062210
OG0016239	CARHR091490	Om002G062220
OG0016240	CARHR091520	Om002G062280
OG0016242	CARHR091770	Om002G062770
OG0016243	CARHR092010	Om002G063110
OG0016244	CARHR092180	Om002G063380
OG0016245	CARHR092190	Om002G063390
OG0016246	CARHR092210	Om002G063440
OG0016247	CARHR092250	Om002G063500
OG0016248	CARHR092280	Om002G063530
OG0016250	CARHR092700	Om002G063990
OG0016251	CARHR092770	Om002G064050
OG0016252	CARHR092800	Om002G064080
OG0016253	CARHR092900	Om002G064190
OG0016254	CARHR093220	Om002G064610
OG0016255	CARHR093260	Om002G064670
OG0016256	CARHR093330	Om002G064770
OG0016257	CARHR093380	Om002G064820
OG0016258	CARHR093420	Om002G064870
OG0016259	CARHR093720	Om002G065340
OG0016260	CARHR093910	Om002G065570
OG0016261	CARHR094050	Om002G065730
OG0016263	CARHR094340	Om002G066120
OG0016265	CARHR094600	Om002G066540
OG0016266	CARHR095070	Om002G067020
OG0016267	CARHR095090	Om002G067040
OG0016268	CARHR095180	Om002G067140
OG0016269	CARHR095310	Om002G067220
OG0016270	CARHR095320	Om002G067230
OG0016271	CARHR095430	Om002G067360
OG0016272	CARHR096240	Om002G068260
OG0016273	CARHR049870	Om005G224420
OG0016274	CARHR096490	Om002G068570
OG0016275	CARHR096540	Om002G068580
OG0016276	CARHR096620	Om002G068660
OG0016277	CARHR101060	Om002G074450
OG0016278	CARHR097520	Om002G069650
OG0016279	CARHR097400	Om002G069510
OG0016280	CARHR097330	Om002G069480
OG0016281	CARHR097920	Om002G070300
OG0016282	CARHR098100	Om002G070470
OG0016283	CARHR098350	Om002G070780
OG0016284	CARHR099090	Om002G071770
OG0016285	CARHR099190	Om002G071910
OG0016287	CARHR099930	Om002G073100
OG0016288	CARHR100160	Om002G073290
OG0016289	CARHR100190	Om002G073320
OG0016290	CARHR100220	Om002G073350
OG0016291	CARHR100600	Om002G074110
OG0016292	CARHR100790	Om002G074250
OG0016293	CARHR100870	Om002G074290
OG0016294	CARHR115710	Om001G023100
OG0016295	CARHR101340	Om004G167570
OG0016296	CARHR101280	Om002G074750
OG0016297	CARHR101470	Om002G074970
OG0016298	CARHR101970	Om005G201860
OG0016299	CARHR101730	Om002G075300
OG0016300	CARHR102830	Om002G077080
OG0016301	CARHR102490	Om002G076140
OG0016302	CARHR104080	Om007G293690
OG0016303	CARHR265580	Om003G113860
OG0016304	CARHR104790	Om002G079490
OG0016305	CARHR103890	Om007G288440
OG0016307	CARHR104820	Om008G325430
OG0016308	CARHR104150	Om002G078890
OG0016309	CARHR104700	Om002G079570
OG0016310	CARHR104670	Om002G079710
OG0016312	CARHR104240	Om002G079740
OG0016313	CARHR104210	Om002G079980
OG0016314	CARHR104200	Om002G080020
OG0016315	CARHR105310	Om002G080170
OG0016316	CARHR105280	Om002G080190
OG0016317	CARHR105220	Om002G080350
OG0016318	CARHR105200	Om002G080280
OG0016319	CARHR286870	Om003G105740
OG0016320	CARHR105550	Om002G081110
OG0016321	CARHR105620	Om002G081170
OG0016322	CARHR105650	Om002G081320
OG0016323	CARHR105690	Om002G081510
OG0016324	CARHR105700	Om002G081630
OG0016325	CARHR106030	Om002G055380
OG0016326	CARHR106680	Om002G082560
OG0016327	CARHR106910	Om002G082640
OG0016328	CARHR107130	Om002G082960
OG0016329	CARHR107140	Om002G083040
OG0016330	CARHR293400, CARHR290210	Om002G083670
OG0016331	CARHR293540	Om002G083770
OG0016332	CARHR107900	Om002G084330
OG0016333	CARHR108440	Om008G322530
OG0016334	CARHR108450	Om002G084840
OG0016335	CARHR108580	Om002G085020
OG0016336	CARHR109140	Om002G085890
OG0016337	CARHR108960	Om002G085660
OG0016338	CARHR108910	Om002G085600
OG0016339	CARHR108880	Om002G085570
OG0016340	CARHR108750	Om002G085210
OG0016341	CARHR109440	Om002G086350
OG0016342	CARHR215810	Om002G086690
OG0016343	CARHR109780	Om002G086880
OG0016344	CARHR109830	Om002G086950
OG0016345	CARHR110160	Om002G087400
OG0016346	CARHR110310	Om002G087590
OG0016347	CARHR110330	Om002G087610
OG0016348	CARHR110480	Om002G087770
OG0016349	CARHR110630	Om004G143300, Om002G087880
OG0016350	CARHR110640	Om002G087890
OG0016351	CARHR110750	Om002G088010
OG0016352	CARHR111560	Om002G088600
OG0016353	CARHR111400	Om006G254670
OG0016354	CARHR111610	Om002G071330
OG0016355	CARHR045620	Om003G089780
OG0016356	CARHR045580	Om003G089800
OG0016357	CARHR045530	Om003G089880
OG0016358	CARHR045440	Om003G089950
OG0016359	CARHR045290	Om003G090180
OG0016360	CARHR045230	Om003G090240
OG0016361	CARHR044970	Om003G090620
OG0016362	CARHR044800	Om003G090910
OG0016363	CARHR044710	Om003G090980
OG0016364	CARHR088620	Om002G058310
OG0016365	CARHR044420	Om003G091540
OG0016366	CARHR089030	Om002G058880
OG0016367	CARHR044110	Om003G092140, Om003G092020
OG0016368	CARHR043960	Om003G092320
OG0016369	CARHR043500	Om003G093190
OG0016370	CARHR043380	Om003G093440
OG0016371	CARHR043230	Om003G093700
OG0016372	CARHR042960	Om003G094020
OG0016373	CARHR042930	Om003G094030
OG0016374	CARHR042910	Om003G094060
OG0016375	CARHR042760	Om003G094260
OG0016376	CARHR042720	Om003G094310
OG0016377	CARHR042650	Om003G094420
OG0016378	CARHR042440	Om003G094660
OG0016379	CARHR042420	Om003G094680
OG0016380	CARHR042350	Om003G094780
OG0016381	CARHR042330	Om003G094820
OG0016382	CARHR042320	Om003G094860
OG0016383	CARHR040980	Om003G096370
OG0016384	CARHR041120	Om003G096180
OG0016385	CARHR041130	Om003G096170
OG0016386	CARHR041310	Om003G096040
OG0016387	CARHR041520	Om003G095960
OG0016388	CARHR041620	Om003G095890
OG0016389	CARHR041630	Om003G095880
OG0016390	CARHR040700	Om003G096770
OG0016391	CARHR040670	Om003G096800
OG0016392	CARHR040570	Om003G096880
OG0016393	CARHR040190	Om003G097410
OG0016394	CARHR040100	Om003G097560
OG0016395	CARHR040030	Om003G097610
OG0016396	CARHR039990	Om003G097660
OG0016397	CARHR039920	Om003G097740
OG0016398	CARHR039510	Om003G098170
OG0016399	CARHR039480	Om003G098190
OG0016400	CARHR039470	Om003G098200
OG0016401	CARHR039460	Om003G098230
OG0016403	CARHR039260	Om003G098440
OG0016404	CARHR038170	Om003G099380
OG0016405	CARHR038080	Om003G099540
OG0016406	CARHR037990	Om003G099600
OG0016407	CARHR037930	Om003G099690
OG0016408	CARHR290870, CARHR037810	Om003G099790
OG0016409	CARHR037760	Om003G099830
OG0016410	CARHR037740	Om003G099880
OG0016411	CARHR037700	Om003G099920
OG0016412	CARHR037620	Om003G100050
OG0016413	CARHR222660	Om003G100130
OG0016414	CARHR222510	Om003G100320
OG0016415	CARHR290690	Om003G100480
OG0016416	CARHR290270	Om003G100900
OG0016417	CARHR290250	Om003G100940
OG0016418	CARHR290240	Om003G100950
OG0016420	CARHR029950	Om007G291160
OG0016421	CARHR128560, CARHR272540	Om008G340130
OG0016422	CARHR161550	Om006G256650
OG0016423	CARHR161690	Om006G256550
OG0016424	CARHR161960	Om006G256310
OG0016425	CARHR162040	Om006G256230
OG0016426	CARHR162280	Om006G255840
OG0016427	CARHR162430	Om006G255740
OG0016428	CARHR162440	Om006G255730
OG0016429	CARHR162460	Om006G255700
OG0016430	CARHR162940	Om006G255130
OG0016431	CARHR082190	Om002G050270
OG0016432	CARHR018370	Om005G199200
OG0016433	CARHR163260	Om006G254730
OG0016434	CARHR163840	Om006G254040
OG0016435	CARHR163850	Om006G254030
OG0016436	CARHR161460	Om006G256790
OG0016437	CARHR161520	Om006G256700
OG0016438	CARHR161420	Om006G256840
OG0016439	CARHR161370	Om006G256900
OG0016440	CARHR161230	Om006G257020
OG0016441	CARHR023900	Om004G143820
OG0016442	CARHR161200	Om006G257030
OG0016444	CARHR164400	Om006G253220
OG0016445	CARHR164550	Om006G253040
OG0016446	CARHR164780	Om006G252770
OG0016447	CARHR164840	Om006G252740
OG0016448	CARHR164860	Om006G252710
OG0016449	CARHR165310	Om006G252050
OG0016450	CARHR165370	Om006G252020
OG0016451	CARHR165400	Om006G251980
OG0016452	CARHR166110	Om006G251000
OG0016453	CARHR166280	Om006G250820
OG0016454	CARHR166390	Om006G250660
OG0016455	CARHR166420	Om006G250630
OG0016456	CARHR166540	Om003G119270
OG0016457	CARHR166760	Om003G119600
OG0016458	CARHR166870	Om003G119700
OG0016459	CARHR167050	Om003G119860
OG0016460	CARHR167220	Om003G120060
OG0016461	CARHR167320	Om003G120250
OG0016462	CARHR167760	Om003G120720
OG0016463	CARHR167800	Om003G120790
OG0016464	CARHR167930	Om003G120820
OG0016465	CARHR168080, CARHR168050	Om003G120980
OG0016466	CARHR168140	Om003G121070
OG0016467	CARHR168150	Om003G121080
OG0016468	CARHR168330	Om003G121330
OG0016469	CARHR164500	Om006G253080
OG0016470	CARHR168850	Om003G122180
OG0016471	CARHR168860	Om003G122190
OG0016472	CARHR168930	Om003G122280
OG0016473	CARHR169230	Om003G122650
OG0016474	CARHR169760	Om003G123640
OG0016475	CARHR169900	Om003G123780
OG0016476	CARHR170100	Om003G124060
OG0016477	CARHR102970	Om002G076770
OG0016478	CARHR170270	Om003G124300
OG0016479	CARHR170300	Om003G124350
OG0016480	CARHR170470	Om003G124700
OG0016481	CARHR170660	Om003G124980
OG0016482	CARHR170910	Om003G125480
OG0016483	CARHR171240	Om003G125920
OG0016484	CARHR171460	Om003G126110
OG0016485	CARHR171750	Om003G126490
OG0016486	CARHR171830	Om003G126680
OG0016487	CARHR171870	Om003G126730
OG0016488	CARHR171970	Om003G126890
OG0016489	CARHR172110	Om003G127160
OG0016490	CARHR172210	Om003G127340
OG0016491	CARHR172370	Om003G127600
OG0016492	CARHR172540	Om003G127830
OG0016493	CARHR172690	Om003G127980
OG0016494	CARHR172700	Om003G127990
OG0016495	CARHR173090	Om003G128530
OG0016496	CARHR173050	Om003G128490
OG0016498	CARHR173400	Om003G128880
OG0016499	CARHR173430	Om003G128930
OG0016500	CARHR291680	Om003G129120
OG0016501	CARHR291660	Om003G129140
OG0016502	CARHR291640	Om003G129150
OG0016503	CARHR291650	Om003G129160
OG0016504	CARHR291570	Om003G129230
OG0016505	CARHR291540	Om003G129260
OG0016506	CARHR291500	Om003G129310
OG0016507	CARHR291480	Om003G129330
OG0016508	CARHR291440	Om003G129370
OG0016509	CARHR291430	Om003G129380
OG0016510	CARHR045800	Om003G089550
OG0016511	CARHR260380, CARHR042560	Om003G094550
OG0016512	CARHR051420	Om003G094940
OG0016513	CARHR290370	Om003G100830
OG0016515	CARHR218750	Om003G104230
OG0016516	CARHR160520	Om006G257870
OG0016517	CARHR162930	Om006G255210
OG0016518	CARHR163710	Om006G254210
OG0016519	CARHR168100	Om003G121010
OG0016520	CARHR168280	Om003G121270, Om003G121240
OG0016521	CARHR186620	Om003G123820
OG0016522	CARHR170060	Om003G123970
OG0016523	CARHR114390	Om003G122780
OG0016524	CARHR170630	Om003G124930
OG0016525	CARHR171430	Om002G056290, Om003G126090
OG0016526	CARHR172170	Om003G127300
OG0016527	CARHR222720	Om007G275610
OG0016528	CARHR176050	Om008G359000
OG0016529	CARHR174620	Om008G361510
OG0016530	CARHR173570	Om002G051430
