Orthogroup	Raphanus_sativus	Cardamine_amara
OG0014019	XP_018445384.1	evm.model.RL_4.1962
OG0014020	XP_018447016.1, XP_018446991.1, XP_018462892.1	evm.model.RL_4.1942.2.687c86d6
OG0014021	XP_018458917.1, XP_018466986.1	evm.model.RL_4.1930
OG0014022	XP_018443149.1, XP_018442455.1	evm.model.RL_4.1921
OG0014023	XP_018458524.1	evm.model.RL_4.1902
OG0014024	XP_018458521.1	evm.model.RL_4.1903
OG0014025	XP_018472063.1, XP_018469430.1	evm.model.RL_4.1882
OG0014026	XP_018442579.1	evm.model.RL_4.1835
OG0014027	XP_018442632.1, XP_018446333.1	evm.model.RL_3.2118
OG0014028	XP_018444474.1, XP_018444467.1	evm.model.RL_4.1829
OG0014029	XP_018460355.1, XP_018468656.1	evm.model.RL_4.1811
OG0014030	XP_018464808.1, XP_018466329.1, XP_018465384.1	evm.model.RL_4.1803
OG0014031	XP_018445604.1	evm.model.RL_4.1796
OG0014032	XP_018443965.1	evm.model.RL_4.1782
OG0014033	XP_018462344.1, XP_018446989.1	evm.model.RL_4.1761
OG0014034	XP_018442879.1	evm.model.RL_4.1736, evm.model.RL_6.167
OG0014035	XP_018472356.1, XP_018443058.1, XP_018446397.1	evm.model.RL_4.1720
OG0014036	XP_018477967.1	evm.model.RL_4.1110
OG0014037	XP_018454037.1, XP_018471047.1	evm.model.RL_4.1103
OG0014038	XP_018471049.1, XP_018455663.1	evm.model.RL_4.1101
OG0014039	XP_018441510.1	evm.model.RL_4.1099
OG0014040	XP_018433952.1	evm.model.RL_4.1091
OG0014041	XP_018451966.1	evm.model.RL_4.1080
OG0014042	XP_018477930.1, XP_018477655.1	evm.model.RL_4.509
OG0014043	XP_018484152.1	evm.model.RL_4.1053
OG0014044	XP_018456983.1	evm.model.RL_4.1023
OG0014045	XP_018483338.1	evm.model.RL_4.979
OG0014046	XP_018480804.1	evm.model.RL_4.873
OG0014047	XP_018477705.1	evm.model.RL_4.869
OG0014048	XP_018477672.1	evm.model.RL_4.860
OG0014049	XP_018483332.1, XP_018484000.1	evm.model.RL_4.856
OG0014050	XP_018483967.1, XP_018461201.1	evm.model.RL_4.788
OG0014051	XP_018463011.1	evm.model.RL_4.844
OG0014052	XP_018475743.1	evm.model.RL_4.2271.1.687c86d8
OG0014054	XP_018444665.1	evm.model.RL_4.2846
OG0014055	XP_018445158.1, XP_018445332.1	evm.model.RL_4.2854
OG0014056	XP_018450473.1	evm.model.RL_4.2148
OG0014057	XP_018442367.1	evm.model.RL_4.2877
OG0014058	XP_018469746.1	evm.model.RL_4.2881
OG0014059	XP_018472787.1	evm.model.RL_4.2883
OG0014060	XP_018446739.1	evm.model.RL_4.2889
OG0014061	XP_018482550.1	evm.model.RL_4.756
OG0014062	XP_018470181.1	evm.model.RL_4.2924
OG0014063	XP_018468697.1, XP_018445709.1	evm.model.RL_4.2930
OG0014064	XP_018443163.1	evm.model.RL_4.2940.2.687c86dc
OG0014065	XP_018442196.1	evm.model.RL_4.2948
OG0014066	XP_018445982.1	evm.model.RL_4.2954
OG0014067	XP_018442797.1	evm.model.RL_4.2960
OG0014068	XP_018476358.1	evm.model.RL_4.2969
OG0014069	XP_018445046.1	evm.model.RL_4.2979
OG0014070	XP_018442841.1	evm.model.RL_4.2992
OG0014071	XP_018476869.1	evm.model.RL_4.2995
OG0014072	XP_018442140.1, XP_018442134.1	evm.model.RL_4.3012
OG0014073	XP_018469153.1, XP_018446754.1	evm.model.RL_4.3016
OG0014074	XP_018442824.1	evm.model.RL_4.3056
OG0014075	XP_018446338.1, XP_018446339.1	evm.model.RL_4.3053
OG0014076	XP_018443905.1	evm.model.RL_4.3047
OG0014077	XP_018443904.1	evm.model.RL_4.3046
OG0014078	XP_018472567.1	evm.model.RL_4.3064
OG0014079	XP_018442444.1	evm.model.RL_4.3068
OG0014080	XP_018475777.1	evm.model.RL_4.3072
OG0014081	XP_018443270.1, XP_018445462.1	evm.model.RL_4.3073
OG0014082	XP_018456441.1	evm.model.RL_4.3075
OG0014083	XP_018446967.1, XP_018444183.1	evm.model.RL_4.3094
OG0014084	XP_018484014.1	evm.model.RL_4.1151
OG0014085	XP_018441822.1, XP_018463303.1	evm.model.RL_4.1182
OG0014086	XP_018441824.1, XP_018478280.1	evm.model.RL_4.1181
OG0014087	XP_018477057.1	evm.model.RL_4.1208
OG0014088	XP_018480544.1	evm.model.RL_4.1294.1.687c86d3
OG0014089	XP_018482704.1	evm.model.RL_4.1287
OG0014090	XP_018481343.1	evm.model.RL_4.1284
OG0014091	XP_018485254.1	evm.model.RL_4.1298
OG0014092	XP_018457831.1	evm.model.RL_4.1304
OG0014093	XP_018457602.1, XP_018452710.1	evm.model.RL_4.1338
OG0014094	XP_018483278.1	evm.model.RL_4.1356
OG0014095	XP_018491790.1	evm.model.RL_1.2455
OG0014096	XP_018466642.1	evm.model.RL_4.1418
OG0014097	XP_018438766.1	evm.model.RL_4.1420
OG0014098	XP_018491022.1, XP_018491023.1	evm.model.RL_8.2173
OG0014099	XP_018460652.1, XP_018480811.1	evm.model.RL_8.2221
OG0014100	XP_018477321.1	evm.model.RL_8.2225
OG0014101	XP_018452755.1, XP_018463142.1	evm.model.RL_8.2249
OG0014102	XP_018459046.1	evm.model.RL_2.2330
OG0014103	XP_018486707.1, XP_018491729.1	evm.model.RL_8.2276
OG0014105	XP_018471435.1	evm.model.RL_8.2308
OG0014106	XP_018491984.1	evm.model.RL_8.2337
OG0014107	XP_018487263.1, XP_018488147.1	evm.model.RL_8.2343
OG0014108	XP_018492591.1, XP_018492631.1	evm.model.RL_8.2346
OG0014109	XP_018488488.1, XP_018488509.1	evm.model.RL_8.2354
OG0014110	XP_018491389.1	evm.model.RL_8.2365
OG0014111	XP_018457533.1	evm.model.RL_8.2380
OG0014112	XP_018457534.1	evm.model.RL_8.2381
OG0014113	XP_018453083.1, XP_018456364.1	evm.model.RL_8.1953
OG0014114	XP_018453302.1, XP_018465513.1	evm.model.RL_8.1935
OG0014115	XP_018456742.1	evm.model.RL_8.1911
OG0014116	XP_018463827.1, XP_018441051.1	evm.model.RL_7.1237
OG0014117	XP_018438228.1	evm.model.RL_7.1241
OG0014118	XP_018433940.1	evm.model.RL_7.1247
OG0014119	XP_018439731.1	evm.model.RL_7.1253
OG0014120	XP_018454354.1	evm.model.RL_7.1281
OG0014121	XP_018436697.1	evm.model.RL_7.1297
OG0014122	XP_018441934.1	evm.model.RL_7.1315
OG0014123	XP_018485350.1	evm.model.RL_7.1316
OG0014124	XP_018468043.1	evm.model.RL_7.1333.1.687c84b9
OG0014125	XP_018470304.1	evm.model.RL_7.1348.2.687c84b9
OG0014126	XP_018481070.1, XP_018481053.1	evm.model.RL_7.1399
OG0014127	XP_018472114.1	evm.model.RL_7.1414
OG0014128	XP_018436124.1	evm.model.RL_7.1422
OG0014129	XP_018448628.1	evm.model.RL_7.1453
OG0014130	XP_018471992.1	evm.model.RL_7.1458
OG0014131	XP_018465254.1, XP_018463950.1	evm.model.RL_7.1474
OG0014132	XP_018440441.1, XP_018433649.1	evm.model.RL_7.1479
OG0014133	XP_018485829.1, XP_018462176.1	evm.model.RL_7.1518
OG0014134	XP_018446116.1, XP_018445910.1	evm.model.RL_7.1526
OG0014135	XP_018458326.1	evm.model.RL_7.1550
OG0014136	XP_018458316.1	evm.model.RL_7.1559
OG0014137	XP_018437153.1, XP_018463730.1, XP_018491051.1	evm.model.RL_7.1570
OG0014138	XP_018457329.1	evm.model.RL_8.669
OG0014139	XP_018440403.1	evm.model.RL_7.1602
OG0014140	XP_018440519.1	evm.model.RL_7.1614
OG0014141	XP_018437062.1	evm.model.RL_7.1636
OG0014142	XP_018489105.1, XP_018441670.1	evm.model.RL_7.1642
OG0014143	XP_018438389.1	evm.model.RL_7.1644
OG0014144	XP_018439385.1	evm.model.RL_7.1670
OG0014145	XP_018433629.1	evm.model.RL_7.1672
OG0014146	XP_018433919.1, XP_018471716.1	evm.model.RL_7.1711
OG0014147	XP_018464635.1, XP_018489781.1	evm.model.RL_7.1734
OG0014148	XP_018434025.1	evm.model.RL_7.1749
OG0014149	XP_018456636.1	evm.model.RL_3.1783
OG0014150	XP_018436482.1, XP_018464103.1	evm.model.RL_7.1783
OG0014151	XP_018492415.1	evm.model.RL_7.1786
OG0014152	XP_018436502.1	evm.model.RL_7.1798
OG0014153	XP_018439586.1	evm.model.RL_7.1817, evm.model.RL_7.1816
OG0014154	XP_018433175.1	evm.model.RL_7.1820
OG0014155	XP_018440973.1	evm.model.RL_7.1841
OG0014156	XP_018441368.1	evm.model.RL_7.1846
OG0014157	XP_018472103.1	evm.model.RL_7.1866
OG0014158	XP_018437695.1	evm.model.RL_7.1929
OG0014159	XP_018437691.1	evm.model.RL_7.1995
OG0014160	XP_018437692.1	evm.model.RL_7.1994
OG0014161	XP_018434205.1	evm.model.RL_7.1989, evm.model.RL_7.1986
OG0014162	XP_018485059.1	evm.model.RL_6.2707
OG0014163	XP_018463115.1, XP_018459302.1	evm.model.RL_8.894
OG0014164	XP_018436082.1	evm.model.RL_7.2008, evm.model.RL_5.2443
OG0014165	XP_018446194.1	evm.model.RL_3.1142
OG0014166	XP_018472013.1, XP_018456157.1	evm.model.RL_3.1133
OG0014167	XP_018442230.1	evm.model.RL_3.1159
OG0014168	XP_018454815.1	evm.model.RL_3.200
OG0014170	XP_018447009.1, XP_018446232.1	evm.model.RL_3.1170
OG0014171	XP_018455668.1	evm.model.RL_3.1247
OG0014172	XP_018444935.1	evm.model.RL_3.1254
OG0014173	XP_018452413.1	evm.model.RL_3.2421
OG0014174	XP_018472195.1	evm.model.RL_3.1309
OG0014175	XP_018452665.1	evm.model.RL_3.1316
OG0014176	XP_018457775.1	evm.model.RL_3.1321
OG0014177	XP_018468834.1, XP_018461480.1	evm.model.RL_3.1323
OG0014178	XP_018455371.1, XP_018455346.1	evm.model.RL_3.1344
OG0014179	XP_018446747.1, XP_018446760.1	evm.model.RL_3.1386
OG0014180	XP_018469440.1	evm.model.RL_3.1427, evm.model.RL_3.1426
OG0014181	XP_018457241.1	evm.model.RL_3.1452
OG0014182	XP_018452180.1, XP_018455511.1	evm.model.RL_3.1456
OG0014183	XP_018457714.1	evm.model.RL_3.1518
OG0014184	XP_018454241.1	evm.model.RL_3.1529
OG0014185	XP_018445045.1	evm.model.RL_3.1539
OG0014186	XP_018456091.1	evm.model.RL_3.1547
OG0014187	XP_018452697.1	evm.model.RL_3.1552, evm.model.RL_2.800
OG0014188	XP_018458003.1	evm.model.RL_3.1564.1.687c84bc
OG0014189	XP_018455473.1, XP_018455474.1	evm.model.RL_3.1581
OG0014190	XP_018452762.1	evm.model.RL_3.1576
OG0014191	XP_018457535.1	evm.model.RL_3.1593
OG0014192	XP_018452642.1	evm.model.RL_3.1594
OG0014193	XP_018445469.1, XP_018446264.1	evm.model.RL_3.2216
OG0014194	XP_018469466.1	evm.model.RL_3.2174
OG0014195	XP_018470803.1	evm.model.RL_3.2169
OG0014196	XP_018455743.1	evm.model.RL_3.2160
OG0014197	XP_018456000.1, XP_018464128.1	evm.model.RL_3.2135
OG0014198	XP_018455999.1, XP_018455250.1	evm.model.RL_3.2131
OG0014199	XP_018442901.1	evm.model.RL_3.2114
OG0014200	XP_018446418.1	evm.model.RL_3.2111
OG0014201	XP_018444139.1	evm.model.RL_3.2100
OG0014202	XP_018445722.1	evm.model.RL_3.2082
OG0014203	XP_018478069.1	evm.model.RL_3.2066
OG0014204	XP_018445394.1	evm.model.RL_3.2045
OG0014205	XP_018442265.1	evm.model.RL_3.2020
OG0014206	XP_018433193.1, XP_018433194.1	evm.model.RL_3.2018
OG0014207	XP_018445879.1	evm.model.RL_3.2015
OG0014208	XP_018469433.1	evm.model.RL_3.1998
OG0014209	XP_018463481.1, XP_018446240.1	evm.model.RL_3.1989
OG0014210	XP_018444244.1, XP_018468712.1	evm.model.RL_3.1971
OG0014211	XP_018472334.1	evm.model.RL_3.1946
OG0014212	XP_018445651.1, XP_018445676.1	evm.model.RL_3.1945
OG0014213	XP_018445972.1	evm.model.RL_3.1926
OG0014214	XP_018446810.1, XP_018446816.1, XP_018443063.1	evm.model.RL_3.1922
OG0014215	XP_018446567.1, XP_018446569.1	evm.model.RL_3.1903
OG0014216	XP_018445565.1, XP_018445546.1	evm.model.RL_3.1891
OG0014217	XP_018468454.1, XP_018460278.1	evm.model.RL_3.1882
OG0014218	XP_018446665.1	evm.model.RL_3.1860
OG0014219	XP_018445136.1, XP_018445175.1	evm.model.RL_3.1855.1.687c84bd
OG0014220	XP_018446865.1, XP_018459128.1	evm.model.RL_3.1848
OG0014221	XP_018470875.1, XP_018445083.1	evm.model.RL_3.1840
OG0014222	XP_018471043.1	evm.model.RL_3.1833
OG0014223	XP_018443927.1	evm.model.RL_3.1830
OG0014224	XP_018470960.1	evm.model.RL_3.1811
OG0014225	XP_018456840.1	evm.model.RL_3.1807
OG0014226	XP_018453297.1	evm.model.RL_3.1797
OG0014227	XP_018457908.1	evm.model.RL_3.1794
OG0014228	XP_018452975.1	evm.model.RL_3.1791
OG0014229	XP_018460145.1	evm.model.RL_3.1785
OG0014230	XP_018458771.1, XP_018461940.1	evm.model.RL_3.1779
OG0014231	XP_018457038.1	evm.model.RL_3.1750
OG0014232	XP_018452305.1, XP_018452295.1	evm.model.RL_3.1730
OG0014233	XP_018444310.1, XP_018463364.1	evm.model.RL_3.1722.2.687c84bc
OG0014235	XP_018457314.1	evm.model.RL_7.2172, evm.model.RL_3.1669
OG0014236	XP_018457468.1	evm.model.RL_3.1659, evm.model.RL_4.2352, evm.model.RL_4.2351
OG0014237	XP_018454702.1	evm.model.RL_3.1655
OG0014238	XP_018442238.1, XP_018456998.1	evm.model.RL_5.1581
OG0014239	XP_018442464.1, XP_018463056.1	evm.model.RL_3.1640
OG0014240	XP_018466714.1, XP_018444947.1	evm.model.RL_3.1639
OG0014241	XP_018453244.1, XP_018453225.1	evm.model.RL_3.1634
OG0014242	XP_018452553.1	evm.model.RL_3.1621
OG0014243	XP_018444783.1	evm.model.RL_3.2297
OG0014244	XP_018442191.1, XP_018463882.1	evm.model.RL_3.2304
OG0014245	XP_018456493.1	evm.model.RL_3.2313
OG0014246	XP_018457537.1	evm.model.RL_3.2319
OG0014247	XP_018454689.1	evm.model.RL_3.2334, evm.model.RL_3.2333
OG0014248	XP_018456517.1, XP_018456515.1	evm.model.RL_3.2337
OG0014249	XP_018452483.1	evm.model.RL_3.2338
OG0014250	XP_018457178.1	evm.model.RL_3.2345
OG0014251	XP_018455703.1	evm.model.RL_3.2347
OG0014252	XP_018472248.1	evm.model.RL_3.2385
OG0014253	XP_018470250.1, XP_018471667.1	evm.model.RL_3.2407
OG0014254	XP_018461736.1	evm.model.RL_3.2437
OG0014255	XP_018455098.1, XP_018453392.1	evm.model.RL_3.2438
OG0014256	XP_018475730.1, XP_018468278.1	evm.model.RL_3.2443
OG0014257	XP_018469609.1	evm.model.RL_3.2444, evm.model.RL_3.2445
OG0014258	XP_018448719.1	evm.model.RL_3.2447
OG0014259	XP_018445352.1	evm.model.RL_3.2474
OG0014260	XP_018446974.1	evm.model.RL_3.2485
OG0014261	XP_018456728.1	evm.model.RL_3.2489
OG0014262	XP_018462614.1, XP_018441685.1	evm.model.RL_3.2492
OG0014263	XP_018444318.1	evm.model.RL_3.2502
OG0014264	XP_018442361.1	evm.model.RL_3.2504, evm.model.RL_3.216
OG0014265	XP_018485593.1, XP_018485902.1	evm.model.RL_1.1166
OG0014266	XP_018492761.1	evm.model.RL_1.1192
OG0014267	XP_018433943.1	evm.model.RL_1.1228
OG0014268	XP_018493358.1, XP_018459548.1	evm.model.RL_1.1301
OG0014269	XP_018434801.1, XP_018439011.1	evm.model.RL_1.1306
OG0014270	XP_018472559.1	evm.model.RL_8.1414
OG0014271	XP_018438048.1, XP_018438050.1, XP_018463106.1	evm.model.RL_1.1325
OG0014272	XP_018463107.1, XP_018491671.1	evm.model.RL_1.1326
OG0014273	XP_018493094.1	evm.model.RL_1.1330
OG0014274	XP_018441857.1	evm.model.RL_1.1380
OG0014275	XP_018489814.1	evm.model.RL_1.1407
OG0014276	XP_018432818.1, XP_018492755.1	evm.model.RL_1.1409
OG0014277	XP_018485545.1, XP_018485591.1	evm.model.RL_1.1412
OG0014278	XP_018492256.1, XP_018492262.1	evm.model.RL_1.1433
OG0014279	XP_018486179.1	evm.model.RL_1.1446
OG0014280	XP_018485976.1	evm.model.RL_1.1486
OG0014281	XP_018440643.1	evm.model.RL_1.1490
OG0014282	XP_018433521.1	evm.model.RL_1.1516.1.687c87ed
OG0014283	XP_018462270.1, XP_018474770.1	evm.model.RL_8.991
OG0014284	XP_018489540.1	evm.model.RL_1.1529
OG0014285	XP_018433438.1, XP_018433474.1	evm.model.RL_1.1531
OG0014286	XP_018488593.1	evm.model.RL_1.1567
OG0014287	XP_018491970.1	evm.model.RL_1.1585
OG0014288	XP_018485805.1	evm.model.RL_1.1607
OG0014289	XP_018488260.1	evm.model.RL_1.1623
OG0014290	XP_018434707.1, XP_018439661.1	evm.model.RL_1.1641
OG0014291	XP_018486957.1	evm.model.RL_1.1649
OG0014292	XP_018440893.1, XP_018489107.1	evm.model.RL_1.1680
OG0014293	XP_018437320.1	evm.model.RL_1.1684
OG0014294	XP_018490868.1	evm.model.RL_1.1700
OG0014295	XP_018492992.1, XP_018492990.1	evm.model.RL_1.1716
OG0014296	XP_018489930.1	evm.model.RL_1.1734
OG0014297	XP_018437830.1, XP_018437831.1	evm.model.RL_6.944
OG0014298	XP_018488567.1, XP_018488550.1	evm.model.RL_1.1761
OG0014301	XP_018493287.1	evm.model.RL_1.1800
OG0014303	XP_018489302.1	evm.model.RL_1.1826
OG0014304	XP_018432829.1	evm.model.RL_1.1827
OG0014305	XP_018488638.1	evm.model.RL_1.1828
OG0014306	XP_018448118.1	evm.model.RL_5.2052
OG0014307	XP_018486176.1	evm.model.RL_1.1849
OG0014308	XP_018487218.1, XP_018493574.1	evm.model.RL_1.1851
OG0014309	XP_018435923.1	evm.model.RL_5.2040
OG0014310	XP_018492600.1	evm.model.RL_1.1888
OG0014311	XP_018441024.1	evm.model.RL_1.1901
OG0014312	XP_018434087.1	evm.model.RL_1.1906
OG0014313	XP_018490735.1, XP_018490738.1	evm.model.RL_1.1944.1.687c87ee
OG0014314	XP_018490731.1, XP_018486556.1	evm.model.RL_1.1946
OG0014315	XP_018486872.1, XP_018486423.1	evm.model.RL_1.1958.1.687c87ee
OG0014316	XP_018483131.1, XP_018483132.1	evm.model.RL_1.1970
OG0014317	XP_018492668.1	evm.model.RL_1.1971
OG0014318	XP_018492670.1	evm.model.RL_1.1973
OG0014319	XP_018490667.1	evm.model.RL_1.1999
OG0014320	XP_018490015.1	evm.model.RL_1.2008
OG0014321	XP_018491257.1	evm.model.RL_1.2011
OG0014322	XP_018491266.1	evm.model.RL_1.2012
OG0014323	XP_018458538.1, XP_018458539.1	evm.model.RL_1.2072.1.687c87ef
OG0014324	XP_018492543.1	evm.model.RL_1.2057
OG0014325	XP_018486836.1	evm.model.RL_1.2056
OG0014326	XP_018492734.1	evm.model.RL_1.2050
OG0014327	XP_018492435.1	evm.model.RL_1.2049
OG0014328	XP_018458548.1	evm.model.RL_1.2093
OG0014329	XP_018489235.1, XP_018491562.1	evm.model.RL_1.2110
OG0014330	XP_018493015.1	evm.model.RL_1.2164
OG0014331	XP_018446372.1	evm.model.RL_4.1652
OG0014332	XP_018492316.1, XP_018492317.1	evm.model.RL_1.2181
OG0014333	XP_018459945.1, XP_018459939.1	evm.model.RL_1.2194
OG0014334	XP_018488006.1, XP_018492575.1	evm.model.RL_1.2240
OG0014335	XP_018485552.1	evm.model.RL_1.2255
OG0014337	XP_018485617.1	evm.model.RL_1.2272
OG0014338	XP_018480060.1	evm.model.RL_2.903
OG0014339	XP_018485619.1	evm.model.RL_1.2314
OG0014340	XP_018493532.1	evm.model.RL_1.2331
OG0014341	XP_018478146.1	evm.model.RL_1.2337
OG0014342	XP_018432650.1	evm.model.RL_1.2338
OG0014344	XP_018465653.1, XP_018465652.1	evm.model.RL_1.2367
OG0014345	XP_018486728.1, XP_018486720.1	evm.model.RL_1.2377
OG0014346	XP_018486672.1	evm.model.RL_1.2414
OG0014347	XP_018493151.1	evm.model.RL_1.2417
OG0014348	XP_018492344.1	evm.model.RL_1.2427
OG0014349	XP_018432677.1	evm.model.RL_1.2486
OG0014350	XP_018463204.1, XP_018485799.1	evm.model.RL_1.2484
OG0014351	XP_018463202.1, XP_018485801.1	evm.model.RL_1.2473.1.687c87ef
OG0014352	XP_018491583.1	evm.model.RL_1.2619
OG0014353	XP_018452213.1, XP_018464127.1	evm.model.RL_1.3008
OG0014354	XP_018493072.1	evm.model.RL_1.874
OG0014356	XP_018432986.1, XP_018487751.1	evm.model.RL_1.2554
OG0014357	XP_018462221.1, XP_018432985.1	evm.model.RL_1.2553
OG0014358	XP_018432576.1	evm.model.RL_1.2546
OG0014359	XP_018466363.1, XP_018486666.1	evm.model.RL_1.2544
OG0014360	XP_018492818.1	evm.model.RL_1.2533
OG0014361	XP_018493406.1, XP_018485381.1	evm.model.RL_1.2510
OG0014362	XP_018485387.1	evm.model.RL_1.2604
OG0014363	XP_018459202.1	evm.model.RL_1.2765.1.687c87f0
OG0014364	XP_018492562.1	evm.model.RL_1.2590
OG0014365	XP_018487290.1	evm.model.RL_1.2668
OG0014366	XP_018457932.1	evm.model.RL_1.2682.1.687c87f0
OG0014367	XP_018452271.1	evm.model.RL_1.2694
OG0014368	XP_018454342.1	evm.model.RL_1.2696
OG0014369	XP_018461559.1	evm.model.RL_1.2697
OG0014370	XP_018477531.1	evm.model.RL_2.2847
OG0014371	XP_018455662.1, XP_018453933.1	evm.model.RL_1.2709
OG0014372	XP_018433383.1	evm.model.RL_4.3253
OG0014373	XP_018488489.1	evm.model.RL_1.2729
OG0014374	XP_018491525.1	evm.model.RL_5.644
OG0014375	XP_018433473.1	evm.model.RL_1.2776
OG0014376	XP_018485967.1	evm.model.RL_1.2785
OG0014378	XP_018492361.1, XP_018459311.1	evm.model.RL_1.2818
OG0014379	XP_018448658.1	evm.model.RL_5.2406
OG0014380	XP_018464333.1, XP_018486751.1	evm.model.RL_1.2844
OG0014381	XP_018433024.1	evm.model.RL_5.2539
OG0014382	XP_018456394.1	evm.model.RL_1.2878
OG0014383	XP_018433610.1, XP_018465645.1	evm.model.RL_1.2921
OG0014384	XP_018441163.1	evm.model.RL_1.2939
OG0014385	XP_018440665.1, XP_018433428.1	evm.model.RL_1.2952
OG0014386	XP_018434783.1	evm.model.RL_1.3024
OG0014387	XP_018456847.1	evm.model.RL_1.3053
OG0014388	XP_018433359.1	evm.model.RL_1.3054
OG0014389	XP_018434851.1	evm.model.RL_1.3070
OG0014390	XP_018432522.1	evm.model.RL_1.3089
OG0014391	XP_018435002.1	evm.model.RL_1.3090
OG0014392	XP_018438689.1	evm.model.RL_1.3110
OG0014394	XP_018441764.1, XP_018441797.1	evm.model.RL_1.3142
OG0014395	XP_018441638.1	evm.model.RL_1.3175
OG0014396	XP_018440072.1	evm.model.RL_1.3181
OG0014397	XP_018435813.1	evm.model.RL_1.3197
OG0014398	XP_018473366.1	evm.model.RL_1.3227
OG0014400	XP_018434017.1, XP_018440728.1, XP_018439201.1	evm.model.RL_1.3259
OG0014401	XP_018433496.1, XP_018441943.1	evm.model.RL_1.3270
OG0014402	XP_018434584.1, XP_018434563.1	evm.model.RL_1.3267
OG0014403	XP_018482437.1, XP_018481318.1	evm.model.RL_5.4014
OG0014404	XP_018492376.1	evm.model.RL_5.4010
OG0014405	XP_018442628.1	evm.model.RL_5.3962.1.687c88c6
OG0014406	XP_018450841.1	evm.model.RL_5.3961
OG0014407	XP_018439318.1	evm.model.RL_5.3927
OG0014408	XP_018469854.1	evm.model.RL_5.3923
OG0014409	XP_018492009.1	evm.model.RL_5.3920
OG0014410	XP_018456268.1, XP_018457615.1	evm.model.RL_4.13
OG0014411	XP_018451626.1	evm.model.RL_5.3909
OG0014412	XP_018465730.1, XP_018476558.1	evm.model.RL_5.3844
OG0014413	XP_018447324.1	evm.model.RL_5.3839
OG0014414	XP_018493578.1	evm.model.RL_5.3814
OG0014415	XP_018479498.1	evm.model.RL_5.3789
OG0014416	XP_018487187.1	evm.model.RL_5.3746
OG0014417	XP_018489334.1	evm.model.RL_5.3744
OG0014418	XP_018487003.1	evm.model.RL_5.3733
OG0014419	XP_018486989.1	evm.model.RL_5.3713
OG0014420	XP_018432628.1	evm.model.RL_5.3712
OG0014421	XP_018432625.1	evm.model.RL_5.3711
OG0014422	XP_018486443.1, XP_018465801.1	evm.model.RL_5.3701
OG0014423	XP_018439431.1	evm.model.RL_5.1870
OG0014424	XP_018489231.1, XP_018490371.1	evm.model.RL_5.1895
OG0014425	XP_018492039.1, XP_018449144.1	evm.model.RL_5.1900
OG0014426	XP_018493027.1, XP_018486452.1	evm.model.RL_5.1918
OG0014427	XP_018485571.1	evm.model.RL_5.1971
OG0014428	XP_018472797.1	evm.model.RL_5.1959
OG0014429	XP_018478287.1, XP_018486532.1	evm.model.RL_5.1935
OG0014430	XP_018446527.1	evm.model.RL_3.1184, evm.model.RL_3.1186
OG0014431	XP_018436740.1, XP_018486508.1	evm.model.RL_5.1986
OG0014432	XP_018480067.1, XP_018480157.1	evm.model.RL_5.1991
OG0014434	XP_018451400.1	evm.model.RL_5.2018
OG0014435	XP_018462923.1	evm.model.RL_3.933, evm.model.RL_5.2022
OG0014436	XP_018443475.1	evm.model.RL_5.2049
OG0014437	XP_018438103.1	evm.model.RL_5.2058
OG0014438	XP_018450078.1	evm.model.RL_5.2070
OG0014439	XP_018486338.1	evm.model.RL_1.1815
OG0014440	XP_018447645.1	evm.model.RL_5.2084
OG0014441	XP_018447797.1	evm.model.RL_5.2086
OG0014442	XP_018490515.1	evm.model.RL_5.2106
OG0014443	XP_018433594.1	evm.model.RL_5.2111
OG0014444	XP_018490472.1, XP_018488096.1	evm.model.RL_5.2126
OG0014445	XP_018489029.1	evm.model.RL_5.2102
OG0014446	XP_018435223.1, XP_018435242.1, XP_018461834.1	evm.model.RL_5.2155
OG0014447	XP_018447767.1	evm.model.RL_5.2176
