Orthogroup	Arabidopsis_lyrata_Rawat	Erysimum_linariifolium
OG0016825	AL7G33680	El003G165660
OG0016827	AL7G33540	El003G165480
OG0016828	AL7G33440	El003G165380
OG0016829	AL7G33080	El003G165020
OG0016830	AL7G32900	El003G164840
OG0016831	AL7G32570	El003G164560
OG0016832	AL7G32250	El003G164210
OG0016833	nbis-gene-1805	El003G163940
OG0016834	AL7G31270	El003G163230
OG0016835	AL1G47880	El002G121280
OG0016837	nbis-gene-209	El002G122560
OG0016838	AL1G49120	El002G123340
OG0016839	AL1G49800	El002G123440
OG0016840	AL1G50750	El002G124920
OG0016841	AL7G44170	El003G182710
OG0016842	AL1G52490	El002G128240
OG0016843	AL1G51590	El002G126750
OG0016844	AL1G51480	El002G126270
OG0016845	AL8G34040	El007G333600
OG0016846	AL1G53880	El002G130280
OG0016847	AL1G53700	El002G130130
OG0016848	AL1G53530	El002G129680
OG0016849	AL1G53440	El002G129440
OG0016850	AL1G41190	El002G113270
OG0016851	AL1G41180	El002G113260
OG0016852	AL1G52790	El002G128700
OG0016853	AL1G41400	El002G113550
OG0016854	AL1G41210	El002G113310
OG0016855	AL1G41900	El002G113970
OG0016856	AL1G41920	El002G113990
OG0016858	AL1G42680	El002G114620
OG0016859	AL1G43380	El002G115590
OG0016860	AL1G43530	El002G115680
OG0016861	AL4G17010	El006G314260
OG0016862	AL4G17020	El006G314250
OG0016863	AL1G43610	El002G115810
OG0016864	AL1G43650	El002G115850
OG0016865	AL1G44200	El002G116500
OG0016866	AL1G44540	El002G117150
OG0016867	AL1G44640	El002G117250
OG0016868	AL1G44800	El002G117410
OG0016869	AL7G15600	El003G146710
OG0016870	AL7G15330	El003G146450
OG0016871	AL7G15220	El003G146360
OG0016872	AL7G14800	El003G145930
OG0016873	AL7G14230	El003G145420
OG0016874	AL7G13950	El003G145210
OG0016875	AL7G13710	El003G144980
OG0016876	AL4G12210	El006G319530
OG0016877	AL7G12640	El003G144010
OG0016878	AL7G12320	El003G143670
OG0016880	AL7G11900	El003G143250
OG0016881	nbis-gene-1692	El003G143140
OG0016882	AL7G11580	El003G143030
OG0016883	AL7G11110	El003G142650
OG0016884	AL7G10920	El003G142460
OG0016885	AL7G10680	El003G142240
OG0016886	AL7G10590	El003G142150
OG0016887	AL7G10410	El003G141980
OG0016888	AL7G10370	El003G141950
OG0016889	AL7G10220	El003G141800
OG0016891	AL7G10100	El003G141660
OG0016892	AL7G43720	El003G181620
OG0016893	AL7G44840	El003G183650
OG0016894	AL7G45540	El003G180770
OG0016895	AL7G46480	El003G185930
OG0016896	AL7G46510	El003G186070
OG0016897	AL7G51120	El003G189130
OG0016898	AL7G51110	El003G189140
OG0016899	AL7G50920	El003G189210
OG0016900	AL7G50470	El003G189730
OG0016901	AL7G50280	El003G189850
OG0016902	AL4G30940	El006G296180
OG0016903	AL1G20870	El002G093150
OG0016904	AL3G10520	El005G235380
OG0016905	AL5G24560	El001G014920
OG0016906	AL1G45920	El002G119040
OG0016907	AL6G41850	El001G011410
OG0016909	AL5G26450	El001G016540
OG0016910	AL4G30290	El006G296980
OG0016911	AL4G29450	El006G298170
OG0016912	AL4G29300	El006G298300
OG0016913	AL8G17180	El007G358660
OG0016914	AL8G17430	El007G358550
OG0016915	AL8G18220	El007G357710
OG0016916	AL6G39820	El001G049100
OG0016917	nbis-gene-2053, nbis-gene-2052	El007G355390
OG0016918	AL6G43670	El001G009520
OG0016919	AL6G43740	El001G009370
OG0016920	AL6G45020	El001G008120
OG0016921	AL6G45880	El001G007560
OG0016922	AL6G47270	El001G006200
OG0016923	AL6G47690	El001G005820
OG0016924	AL6G35610, AL6G47770	El001G005770
OG0016925	AL6G48550	El001G004980
OG0016926	AL6G48770	El001G004760
OG0016928	AL1G18760	El002G091080
OG0016929	AL8G15280	El007G361060
OG0016930	AL8G13040	El007G363830
OG0016931	AL3G26660	El005G250640
OG0016932	AL7G44050	El003G182520
OG0016933	AL8G10390	El007G366740
OG0016934	AL8G10330	El007G366800
OG0016935	AL8G10790	El007G366410
OG0016936	AL8G11090	El001G082350
OG0016937	AL7G44390	El003G183100
OG0016938	AL8G10520	El007G366580
OG0016939	AL7G44370	El003G183070
OG0016940	AL7G44140	El003G182560
OG0016941	AL3G41970	El005G269370
OG0016942	AL3G42000	El005G269400
OG0016943	AL7G44300	El003G182850
OG0016945	AL7G44540	El003G183410
OG0016946	AL7G44010	El003G182420
OG0016947	AL9U11370	El003G179100
OG0016948	AL9U10970	El003G178440
OG0016949	AL7G43140	El003G177290
OG0016951	AL7G42330	El003G175920
OG0016952	AL7G42200	El003G175690
OG0016954	nbis-gene-1860	El003G174160
OG0016955	AL7G40960	El003G174140
OG0016956	AL7G40890	El003G174080
OG0016957	AL7G40590	El003G173820
OG0016958	AL7G40100	El003G172900
OG0016959	AL7G50250	El003G189870
OG0016960	nbis-gene-1934	El003G189890
OG0016961	AL8G45550	El007G322060
OG0016962	AL7G49360	El003G191350
OG0016963	AL7G49080	El003G191700
OG0016964	AL7G47950	El003G192730
OG0016965	AL7G47840	El003G193020
OG0016966	AL7G47770	El003G193090
OG0016967	AL7G47520	El003G193270
OG0016968	AL7G47380	El003G193350
OG0016969	AL7G47370	El003G193360
OG0016970	AL6G51980	El001G001590
OG0016971	AL4G47700	El006G279700
OG0016972	AL4G47680	El006G279720
OG0016973	AL4G47420	El006G279970
OG0016974	AL4G47100	El006G280270
OG0016975	AL4G46970	El006G280420
OG0016976	AL4G46390	El006G280980
OG0016977	AL4G46310	El006G281060
OG0016978	AL4G45990	El006G281350
OG0016979	AL4G45510	El006G281860
OG0016980	AL4G44650	El001G039640, El005G247480, El006G282940
OG0016981	AL4G44090	El006G283490
OG0016983	AL4G42970	El006G284730
OG0016984	AL4G42860	El006G284830
OG0016985	AL4G42770	El006G284910
OG0016986	AL5G41330	El001G031010
OG0016987	nbis-gene-1149	El006G285540
OG0016988	AL4G41840	El006G285700
OG0016990	AL4G40220	El006G287330
OG0016992	AL4G39520	El006G287930
OG0016993	AL6G10320	El001G081960
OG0016994	AL6G10330	El001G081950
OG0016996	AL6G10600	El001G081680
OG0016997	nbis-gene-1433	El001G081620
OG0016998	AL6G10720	El001G081600
OG0016999	AL6G10750	El001G081560
OG0017000	AL6G10990	El001G081320
OG0017001	AL6G11020	El001G081290
OG0017002	AL6G11280	El001G081050
OG0017003	AL6G11420	El001G080920
OG0017004	AL6G11430	El001G080910
OG0017005	AL6G11630	El001G080750
OG0017006	AL6G12040	El001G080110
OG0017007	AL6G12790	El001G079340
OG0017008	AL6G13670	El001G078570
OG0017009	AL6G31150	El001G060530
OG0017010	AL6G31770	El001G059920
OG0017011	AL6G31920	El001G059750
OG0017012	AL6G31850	El001G059840
OG0017013	AL6G32510	El001G059090
OG0017014	AL6G32640	El001G058950
OG0017015	AL6G33360	El001G058180
OG0017016	AL6G33670	El001G057730
OG0017017	AL6G33920	El001G057510
OG0017018	AL8G36470	El007G331040
OG0017019	AL8G36010	El007G331610
OG0017021	AL8G40730	El007G326950
OG0017022	AL8G40860	El007G326840
OG0017023	AL8G41270	El007G326530
OG0017024	AL8G41360	El007G326400
OG0017025	AL8G42290	El007G325500
OG0017026	AL8G42440	El007G325340
OG0017027	AL8G42540	El007G325250
OG0017028	nbis-gene-2210	El007G325120
OG0017029	AL8G42660	El007G325100
OG0017030	AL8G43080	El007G324620
OG0017031	AL8G43380, AL8G43170	El007G324540
OG0017032	AL8G43420	El007G324350
OG0017033	AL8G43540	El007G324240
OG0017034	AL8G43610	El007G324100
OG0017035	AL8G43730	El007G323930
OG0017036	AL8G43760	El007G323900
OG0017037	AL8G44170	El007G323460
OG0017038	AL8G44420	El007G323190
OG0017039	AL8G43240	El007G322890
OG0017040	AL8G44920	El007G322660
OG0017041	AL2G37570	El004G230440
OG0017042	AL8G45480	El007G322120
OG0017043	AL472U10020, AL8G45580	El007G322030
OG0017044	AL6G53510	El001G000040
OG0017045	AL6G53130	El001G000460
OG0017046	AL6G52220	El001G001120
OG0017047	AL6G52490	El001G001360
OG0017048	AL6G52540	El001G001420
OG0017049	AL6G52640	El001G001500
OG0017050	AL6G51960	El001G001610
OG0017051	AL1G41200	El002G113300
OG0017052	AL6G51140	El001G002390
OG0017053	AL6G50510	El001G003070
OG0017054	AL8G15770	El007G360350
OG0017055	AL8G16380	El007G359680
OG0017056	AL8G16610	El007G359340
OG0017057	AL8G16620	El007G359330
OG0017058	AL8G16770	El007G359180
OG0017059	AL4G28220	El006G299320
OG0017060	AL4G27160	El006G300460
OG0017061	AL4G27100	El006G300500
OG0017062	AL4G26740	El006G300860
OG0017063	AL4G26280	El006G301410
OG0017064	AL4G25820	El006G301760
OG0017065	AL4G25430	El006G302110
OG0017066	AL59U10050, AL4G24870	El006G302780
OG0017067	AL4G23940	El006G303670, El006G303690
OG0017068	AL4G23490	El006G304330
OG0017069	AL4G23230	El006G304750
OG0017070	AL4G23160	El006G304880
OG0017071	AL4G21630	El006G305280
OG0017072	AL4G22010	El006G305690
OG0017073	AL4G22050	El006G305770
OG0017074	AL4G22530	El006G306250
OG0017075	AL4G20800	El006G308120
OG0017076	AL4G20170	El006G308690
OG0017077	AL4G19680	El006G310320
OG0017078	AL4G19640	El006G311010
OG0017079	AL4G19550	El006G310410
OG0017080	AL4G19360	El006G311400
OG0017081	AL4G19300	El006G311760
OG0017082	AL4G19000	El006G312060
OG0017083	AL4G18760	El006G312610
OG0017084	AL4G18620	El006G312800
OG0017085	AL4G18280	El006G313200
OG0017086	AL7G49450	El003G191170
OG0017087	nbis-gene-994	El006G313660
OG0017088	AL7G25260	El003G156680
OG0017089	AL7G25280	El003G156700
OG0017090	AL7G25310	El003G156730
OG0017092	AL7G25420	El003G156900
OG0017093	AL7G25470	El003G156960
OG0017094	AL3G10490	El005G235350
OG0017095	AL3G10510	El005G235370
OG0017096	AL3G10380	El005G235240
OG0017097	AL3G10320	El005G235150
OG0017098	AL3G10110	El005G234980
OG0017099	AL3G10040	El005G234890
OG0017100	AL7G26540	El003G158060
OG0017101	AL7G26430	El003G157940
OG0017102	AL7G26270	El003G157790
OG0017103	AL7G25980	El003G157460
OG0017104	AL7G26160	El003G157680
OG0017105	AL3G11360	El005G236270
OG0017106	AL3G11460	El005G236380
OG0017107	AL3G12200	El005G237040
OG0017108	AL3G12300	El005G237140
OG0017109	AL3G12330	El005G237170
OG0017110	AL3G12800	El005G237480
OG0017111	AL3G13260, AL3G12930	El005G237620
OG0017112	AL3G13120	El005G237780
OG0017113	AL3G13420	El005G238040
OG0017114	AL3G13920	El005G238580
OG0017115	AL3G14680	El005G239250
OG0017116	AL3G14890	El005G239530
OG0017117	nbis-gene-658	El005G239630
OG0017118	AL3G15680	El005G240130
OG0017119	AL3G16080	El005G240390
OG0017120	AL3G16560	El005G240820
OG0017121	AL3G16570	El005G240830
OG0017122	AL3G16740, AL549U10010	El005G241030
OG0017123	AL3G16860	El005G241130
OG0017124	AL3G16880	El005G241160
OG0017125	AL3G17470	El005G241690
OG0017126	AL3G17530	El005G241750
OG0017127	AL3G17600	El005G241820
OG0017128	AL3G17970	El005G242140
OG0017129	AL3G18120	El005G242230
OG0017130	AL3G18590	El007G361950, El005G242560
OG0017131	AL3G18710	El005G242690
OG0017132	AL3G18920	El005G242890
OG0017133	AL3G19050	El005G243100
OG0017134	AL3G19370	El005G243450
OG0017135	AL3G19400	El005G243480
OG0017136	AL3G19860	El005G243950
OG0017137	AL4G38130	El006G289260
OG0017138	AL4G37500	El006G289850
OG0017139	AL4G37030	El006G290250
OG0017140	AL4G36980	El006G290270
OG0017141	AL4G36900, AL4G36920	El006G290430, El006G290390
OG0017142	AL4G36480	El006G290840
OG0017143	AL92U10090, AL4G36420	El006G290910
OG0017144	AL4G36230	El006G291150
OG0017145	AL4G36200	El006G291170
OG0017146	AL4G32230	El006G294710
OG0017147	AL4G32940	El006G293840
OG0017148	AL4G33340	El006G293520
OG0017149	AL4G34000	El006G292850
OG0017150	AL4G34610	El006G292610
OG0017151	AL4G34660	El006G292550
OG0017152	AL4G35710	El006G291760
OG0017153	AL1G27420	El002G099380
OG0017154	AL1G27640	El002G099610
OG0017155	AL1G28140	El002G100050
OG0017156	AL1G28680	El002G100500
OG0017157	AL1G28750	El002G100570
OG0017158	AL1G29190	El002G101110
OG0017159	AL1G29320	El002G101200
OG0017160	AL1G29470	El002G101330
OG0017161	AL1G29960	El002G101770
OG0017162	AL1G30780	El002G102500
OG0017163	AL1G30510	El002G102280
OG0017164	AL1G30930	El002G102660
OG0017165	AL1G30990	El002G102730
OG0017166	AL1G31030	El002G102770
OG0017167	AL1G31150	El002G102890
OG0017168	AL1G31710	El002G103380
OG0017169	AL1G32240	El002G103780
OG0017170	AL1G32310	El002G103870
OG0017171	AL1G58470	El002G135030
OG0017172	AL1G33950	El002G105300
OG0017173	AL1G34650	El002G105940
OG0017174	AL1G34800	El002G106120
OG0017175	AL1G34840	El002G106150
OG0017176	AL1G34880	El002G106190
OG0017177	AL1G34990	El002G106280
OG0017178	AL1G35760	El002G107370
OG0017179	AL1G36080	El002G107630
OG0017180	AL1G36160	El002G107740
OG0017181	AL1G47170	El002G120380
OG0017182	AL1G36270	El002G107900
OG0017183	AL1G36400	El002G108020
OG0017184	AL1G36580	El002G108230
OG0017185	AL1G36680	El002G108390
OG0017187	AL1G37900	El002G109410
OG0017188	AL1G38440	El002G109990
OG0017189	AL1G38940	El002G111450
OG0017190	AL1G39580	El002G111710
OG0017191	AL1G39950	El002G112130
OG0017192	AL1G40250	El002G112450
OG0017193	AL1G40980, AL1G40940	El002G113150
OG0017194	AL1G40930	El002G113140
OG0017195	AL1G40910	El002G113130
OG0017196	AL7G28770	El003G160300
OG0017197	AL4G39060	El006G288330
OG0017198	AL7G27870	El003G159330
OG0017199	AL7G27520	El003G158930
OG0017200	AL7G24870	El003G156270
OG0017202	AL4G16000	El006G315960
OG0017203	AL4G16300	El006G315590
OG0017204	AL4G14830	El006G316960
OG0017205	AL4G14470	El006G317250
OG0017206	AL4G13280	El006G318560
OG0017207	AL4G12710, AL4G12770	El006G319040
OG0017208	AL4G12190	El006G319550
OG0017209	AL4G12060	El006G319670
OG0017210	AL4G11380	El006G320280
OG0017211	AL4G11270	El006G320380
OG0017212	AL4G10720	El006G321050
OG0017213	AL4G10670	El006G321110
OG0017214	AL4G10550	El006G321240
OG0017215	AL4G10300	El006G321490
OG0017216	AL4G10270	El006G321520
OG0017217	AL1G26670	El002G098700
OG0017218	AL1G26030	El002G098030
OG0017219	AL1G25390	El002G097250
OG0017220	AL1G25170	El002G097070
OG0017221	AL1G24530	El002G096470
OG0017222	AL1G24500	El002G096430
OG0017223	AL1G23950	El002G096080
OG0017225	AL1G22450	El002G094640
OG0017226	AL1G21800	El002G093930
OG0017227	AL1G21720	El002G093860
OG0017228	AL1G21680	El002G093820
OG0017229	AL1G21040	El002G093270
OG0017230	AL1G20420	El002G092660
OG0017231	nbis-gene-59	El002G092850
OG0017232	AL1G19940	El002G092230
OG0017233	AL1G19720	El002G091970
OG0017234	AL1G66100	El004G208260
OG0017235	AL1G19660	El002G091930
OG0017237	AL1G19580	El002G091850
OG0017238	AL6G17290	El001G074720
OG0017239	AL1G18960	El002G091260
OG0017240	AL1G17390	El002G089720
OG0017241	AL1G16410	El002G088770
OG0017242	AL1G16230	El002G088630
OG0017243	AL1G15840	El002G088250
OG0017244	AL1G15510	El002G087840
OG0017246	AL1G14760	El002G087140
OG0017247	AL1G14720	El002G087090
OG0017248	AL1G14300	El002G086650
OG0017249	AL1G14000	El002G086380, El002G086340
OG0017250	AL1G13700	El002G085960
OG0017251	AL1G13640	El002G085900
OG0017252	AL1G13150	El002G085460
OG0017253	AL1G13180	El002G085520
OG0017254	AL1G13190	El002G085530
OG0017255	AL1G13300	El002G085560
OG0017256	AL1G13370	El002G085620
OG0017257	AL1G12830	El002G085150
OG0017258	AL1G12670	El002G085020
OG0017259	AL1G11720	El002G084060
OG0017260	AL1G11670	El002G084020
OG0017261	AL1G10580	El002G082970
OG0017262	AL1G10480	El002G082810
OG0017263	AL1G10130	El002G082520
OG0017264	AL1G10070	El002G082450
OG0017265	AL6G25330	El001G066920
OG0017266	AL6G25280	El001G066950
OG0017267	AL6G25260	El001G066970
OG0017268	AL6G25180	El001G067040
OG0017269	AL6G25780	El001G066500
OG0017270	AL6G25790	El001G066490
OG0017271	AL6G25830	El001G066460
OG0017272	AL6G26220	El001G062170, El001G066080
OG0017273	AL6G26100	El001G066240
OG0017274	AL6G27080	El001G065130
OG0017275	nbis-gene-1528	El001G064600
OG0017276	AL6G27750	El001G064220
OG0017277	AL6G28720	El001G063240
OG0017278	AL6G28760	El001G063190
OG0017279	AL6G28870	El001G063050
OG0017280	AL2G27120	El004G218920
OG0017281	AL6G30270	El001G061600
OG0017282	AL6G30370	El001G061470
OG0017283	AL6G30390	El001G061450
OG0017284	AL6G30780	El001G061070
OG0017285	AL6G39610	El001G049390
OG0017286	AL6G40110	El001G048850
OG0017287	AL6G40710	El001G047700
OG0017288	AL8G23420	El007G345220
OG0017289	AL8G23240	El007G345390
OG0017290	AL8G22730	El007G346070, El005G269090
OG0017291	nbis-gene-2058	El007G349100
OG0017292	AL8G21480	El007G348350
OG0017293	AL6G24290	El001G067980
OG0017294	AL6G24240	El001G068030
OG0017295	AL6G16950	El001G075030
OG0017296	AL5G12910	El001G038270
OG0017297	AL1G64300	El002G141290
OG0017298	AL8G20250	El007G351190
OG0017299	AL6G15150	El001G076970
OG0017300	AL6G15120	El001G077000
OG0017301	AL6G15090	El001G077030
OG0017302	AL6G14990	El001G077150
OG0017303	AL6G14590	El001G077590
OG0017304	AL6G37280	El001G052680
OG0017305	AL6G37370	El001G052610
OG0017306	AL6G37210	El001G052790
OG0017307	AL1G30280	El002G102050
OG0017308	AL6G36490	El001G054500
OG0017309	AL6G36330	El001G054750
OG0017310	AL6G35830	El001G055550
OG0017311	AL6G35960	El001G055430
OG0017312	AL6G35730	El001G055630
OG0017313	AL6G35430	El001G055870
OG0017314	AL6G35330	El001G055930
OG0017315	AL6G35320	El001G055940
OG0017316	AL6G34350	El001G056950
OG0017317	AL6G34300	El001G057020
OG0017318	AL8G37940	El007G329560
OG0017319	AL8G30270	El007G337520
OG0017320	AL8G38200	El007G329290
OG0017321	AL8G38630	El007G328860
OG0017322	AL8G38690	El007G328800
OG0017323	AL8G38750	El007G328740
OG0017324	AL8G38840	El007G328650
OG0017325	AL8G38980	El007G328540
OG0017326	AL3G51110	El007G327580
OG0017327	AL8G34810	El007G332890
OG0017328	nbis-gene-2168	El007G332960
OG0017329	AL8G34710	El007G332990
OG0017330	AL5G31750	El001G021580
OG0017331	AL5G31400	El001G021240
OG0017332	AL5G31230	El001G021100
OG0017333	AL5G30980	El001G020890
OG0017334	AL5G30780	El001G020720
OG0017336	AL5G30150	El001G020090
OG0017337	AL6G31050	El001G060730
OG0017338	AL5G28430	El001G018570
OG0017339	AL5G28360	El001G018510
OG0017340	AL5G27930	El001G018150
OG0017341	AL5G27660	El001G017860
OG0017342	AL5G27540	El001G017780
OG0017343	AL5G27200	El001G017400
OG0017344	AL5G27070	El001G017280
OG0017345	AL5G26730	El001G016850
OG0017346	AL5G26180	El001G016340
OG0017347	AL5G25810	El001G016110
OG0017348	AL5G25400	El001G015770
OG0017349	AL7G42210	El003G175700
OG0017350	AL5G23790	El001G014090
OG0017351	AL5G22570	El001G012700
OG0017353	AL5G22420	El001G012600
OG0017354	AL5G21330	El001G011790
OG0017355	AL6G31690	El001G060000
OG0017356	AL2G26490	El004G218200
OG0017357	AL2G26420	El004G218140
OG0017358	AL6G24390	El001G067890
OG0017359	AL2G26680	El004G218400
OG0017360	AL2G26590	El004G218300
OG0017361	AL2G27800	El004G219720
OG0017362	AL2G28270	El004G220210
OG0017363	AL2G28300	El004G220250
OG0017364	AL8G23560	El007G345100
OG0017366	AL2G28620	El004G220630
OG0017367	AL2G28880	El004G220910
OG0017368	AL2G30040	El004G222250
OG0017369	AL2G30050	El004G222260
OG0017370	AL2G30190	El004G222420
OG0017372	AL2G30640	El004G222950
OG0017373	AL2G30660	El004G222970
OG0017374	AL6G46970, AL2G31150	El004G223350
OG0017375	AL2G38240	El004G231230
OG0017376	AL2G38190	El004G231160
OG0017377	AL2G37690	El004G230560
OG0017378	AL2G37660	El004G230530
OG0017379	AL2G37560	El004G230430
OG0017380	AL2G37180	El004G230020
OG0017381	AL2G36880	El004G229670
OG0017382	AL2G36770	El004G229580
OG0017383	AL2G36750	El004G229560
OG0017384	AL2G36280	El004G229030
OG0017385	AL2G35870	El004G228630
OG0017386	AL2G35780	El004G228440
OG0017387	AL1G32460	El002G104030, El037G374560
OG0017388	AL2G34880	El004G227530
OG0017389	AL2G34560	El004G227220
OG0017390	AL2G34200	El004G226890
OG0017391	AL6G30900	El001G060930
OG0017392	AL2G33970	El004G226610
OG0017393	AL7G44000	El003G182410
OG0017394	AL2G33550	El004G226120
OG0017395	AL2G33460	El004G226040
OG0017396	AL2G33190	El004G225660
OG0017397	AL2G33090	El004G225500
OG0017398	AL2G32940	El004G225300
OG0017399	AL2G32750	El004G225110
OG0017400	AL2G32250	El004G224650
OG0017401	AL2G38950	El004G231920
OG0017402	AL2G39200	El004G232210
OG0017403	AL2G39590	El004G232580
OG0017404	AL2G40100	El004G233000
OG0017405	AL2G40180	El004G233060
OG0017406	AL2G40400	El004G233340
OG0017407	AL2G40500	El004G233440
OG0017408	AL2G40580	El004G233530
OG0017409	AL2G41380	El004G234370
OG0017410	AL2G41540	El004G234530
OG0017411	AL2G41700	El004G234690
OG0017413	AL2G41730	El004G234730
OG0017414	nbis-gene-699	El005G248780
OG0017415	AL3G24910	El005G249090
OG0017416	AL3G25150	El005G249270
OG0017417	AL3G25470	El005G249500
OG0017418	AL3G25740	El005G249690
OG0017419	AL3G25860	El005G249790
OG0017420	AL3G26900	El005G250870
OG0017421	AL3G26910	El005G250880
OG0017422	AL3G27390	El005G251450
OG0017423	AL3G27530	El005G251570
OG0017424	AL3G27550	El005G251590
OG0017425	AL3G27840	El005G251910
OG0017426	AL3G28270	El005G252280
OG0017427	AL3G29030	El005G253030
OG0017428	AL3G29290	El005G253230
