Orthogroup	Brassica_oleracea	Arabis_alpina
OG0016073	XP_013589515.1	Aa_G164570.h1.t1
OG0016074	XP_013586259.1	Aa_G164640.h1.t1
OG0016075	XP_013608344.1	Aa_G164650.h1.t1
OG0016076	XP_013636780.1	Aa_G50760.h1.t1
OG0016077	XP_013638437.1	Aa_G550490.h1.t1
OG0016078	XP_013587561.1	Aa_G152580.h1.t1
OG0016079	XP_013585985.1	Aa_G152520.h1.t1
OG0016080	XP_013586738.1	Aa_G152470.h1.t1
OG0016081	XP_013584032.1	Aa_G250550.h1.t1
OG0016082	XP_013587235.1	Aa_G250580.h1.t1
OG0016083	XP_013613984.1	Aa_G133340.h1.t1
OG0016084	XP_013608162.1	Aa_G133330.h1.t1
OG0016085	XP_013637802.1	Aa_G133270.h1.t1
OG0016086	XP_013638789.1	Aa_G221720.h1.t1
OG0016087	XP_013587464.1	Aa_G636450.h1.t1
OG0016088	XP_013618367.1	Aa_G116580.h1.t1
OG0016089	XP_013618072.1	Aa_G116590.h1.t1
OG0016090	XP_013621057.1	Aa_G116610.h1.t1
OG0016091	XP_013621080.1	Aa_G238050.h1.t1
OG0016092	XP_013612460.1	Aa_G105330.h1.t1
OG0016093	XP_013634351.1	Aa_G308840.h1.t1
OG0016094	XP_013631307.1	Aa_G308830.h1.t1
OG0016095	XP_013634262.1	Aa_G245650.h1.t1
OG0016096	XP_013613719.1	Aa_G365260.h1.t1
OG0016097	XP_013634492.1	Aa_G421540.h1.t1
OG0016098	XP_013636957.1	Aa_G110090.h1.t1
OG0016100	XP_013590170.1	Aa_G551800.h1.t1
OG0016101	XP_013635495.1	Aa_G336590.h1.t1
OG0016102	XP_013591419.1	Aa_G336570.h1.t1
OG0016103	XP_013633638.1	Aa_G512890.h1.t1, Aa_G512880.h1.t1
OG0016104	XP_013636960.1	Aa_G333580.h1.t1
OG0016105	XP_013621384.1	Aa_G287040.h1.t1
OG0016106	XP_013593961.1	Aa_G287030.h1.t1
OG0016107	XP_013595467.1	Aa_G200210.h1.t1
OG0016108	XP_013599177.1	Aa_G244830.h1.t1
OG0016109	XP_013595427.1	Aa_G178950.h1.t1
OG0016110	XP_013614860.1	Aa_G538320.h1.t1
OG0016111	XP_013588419.1	Aa_G239900.h1.t1
OG0016112	XP_013593098.1	Aa_G330880.h1.t1
OG0016113	XP_013605488.1	Aa_G505110.h1.t1
OG0016114	XP_013623659.1	Aa_G413610.h1.t1
OG0016115	XP_013587118.1	Aa_G91320.h1.t1
OG0016116	XP_013607479.1	Aa_G96530.h1.t1
OG0016117	XP_013638244.1	Aa_G171730.h1.t1
OG0016118	XP_013625368.1	Aa_G72040.h1.t1
OG0016119	XP_013592804.1	Aa_G72030.h1.t1
OG0016120	XP_013627022.1	Aa_G388640.h1.t1
OG0016121	XP_013638067.1	Aa_G229400.h1.t1
OG0016122	XP_013583663.1	Aa_G229370.h1.t1
OG0016123	XP_013587722.1	Aa_G227450.h1.t1
OG0016124	XP_013585217.1, XP_013589373.1	Aa_G221680.h1.t1
OG0016125	XP_013598573.1	Aa_G325460.h1.t1
OG0016126	XP_013600095.1	Aa_G582400.h1.t1
OG0016129	XP_013591849.1	Aa_G288110.h1.t1
OG0016130	XP_013616443.1	Aa_G149680.h1.t1
OG0016131	XP_013618396.1	Aa_G30890.h1.t1
OG0016132	XP_013616635.1	Aa_G30810.h1.t1
OG0016133	XP_013614779.1	Aa_G30760.h1.t1
OG0016134	XP_013591332.1	Aa_G359640.h1.t1
OG0016135	XP_013612279.1	Aa_G663830.h1.t1
OG0016136	XP_013588810.1	Aa_G405100.h1.t1
OG0016137	XP_013618727.1	Aa_G368200.h1.t1
OG0016138	XP_013591726.1	Aa_G562950.h1.t1
OG0016139	XP_013621226.1	Aa_G628000.h1.t1
OG0016140	XP_013588172.1	Aa_G591920.h1.t1
OG0016141	XP_013614682.1	Aa_G284080.h1.t1
OG0016142	XP_013621483.1	Aa_G407550.h1.t1
OG0016143	XP_013614591.1	Aa_G321700.h1.t1
OG0016144	XP_013608771.1	Aa_G282500.h1.t1
OG0016145	XP_013610182.1	Aa_G62060.h1.t1
OG0016146	XP_013608948.1	Aa_G126120.h1.t1
OG0016147	XP_013613656.1	Aa_G126150.h1.t1
OG0016148	XP_013613674.1	Aa_G126220.h1.t1
OG0016149	XP_013612800.1	Aa_G126230.h1.t1
OG0016150	XP_013609678.1	Aa_G33710.h1.t1
OG0016151	XP_013611638.1	Aa_G446950.h1.t1
OG0016152	XP_013611441.1	Aa_G280220.h1.t1
OG0016153	XP_013628231.1	Aa_G416090.h1.t1
OG0016154	XP_013608394.1	Aa_G410960.h1.t1
OG0016155	XP_013608395.1	Aa_G411010.h1.t1
OG0016156	XP_013608396.1	Aa_G411020.h1.t1
OG0016157	XP_013598301.1	Aa_G542480.h1.t1
OG0016158	XP_013598614.1	Aa_G296640.h1.t1
OG0016159	XP_013608871.1	Aa_G196480.h1.t1
OG0016160	XP_013599140.1	Aa_G296710.h1.t1
OG0016161	XP_013615548.1	Aa_G382520.h1.t1
OG0016162	XP_013593126.1	Aa_G64150.h1.t1
OG0016163	XP_013635491.1	Aa_G114560.h1.t1
OG0016164	XP_013631802.1	Aa_G114550.h1.t1
OG0016165	XP_013595456.1	Aa_G114520.h1.t1
OG0016166	XP_013637362.1	Aa_G339250.h1.t1
OG0016167	XP_013593059.1	Aa_G339180.h1.t1
OG0016168	XP_013605029.1	Aa_G300250.h1.t1
OG0016169	XP_013631216.1	Aa_G485510.h1.t1
OG0016170	XP_013632002.1	Aa_G184990.h1.t1
OG0016171	XP_013631870.1	Aa_G235910.h1.t1
OG0016172	XP_013600244.1	Aa_G236070.h1.t1
OG0016173	XP_013602019.1	Aa_G236060.h1.t1
OG0016174	XP_013603341.1	Aa_G178540.h1.t1
OG0016175	XP_013605165.1	Aa_G123020.h1.t1
OG0016176	XP_013638879.1	Aa_G122990.h1.t1
OG0016177	XP_013593156.1	Aa_G122940.h1.t1
OG0016178	XP_013600847.1	Aa_G122890.h1.t1
OG0016179	XP_013596674.1, XP_013603494.1	Aa_G122700.h1.t1
OG0016180	XP_013605704.1	Aa_G122540.h1.t1
OG0016181	XP_013604421.1	Aa_G122530.h1.t1
OG0016182	XP_013599553.1	Aa_G122460.h1.t1
OG0016183	XP_013605600.1	Aa_G106320.h1.t1
OG0016184	XP_013585429.1	Aa_G106230.h1.t1
OG0016185	XP_013601037.1	Aa_G106210.h1.t1
OG0016186	XP_013585079.1	Aa_G106070.h1.t1
OG0016187	XP_013585078.1	Aa_G94600.h1.t1
OG0016188	XP_013602635.1	Aa_G94570.h1.t1
OG0016189	XP_013605224.1	Aa_G94530.h1.t1
OG0016190	XP_013587215.1	Aa_G94510.h1.t1
OG0016191	XP_013604782.1	Aa_G94500.h1.t1
OG0016192	XP_013604783.1	Aa_G94490.h1.t1
OG0016193	XP_013605764.1	Aa_G94410.h1.t1
OG0016194	XP_013638277.1	Aa_G94340.h1.t1
OG0016196	XP_013586789.1	Aa_G291090.h1.t1
OG0016197	XP_013584713.1	Aa_G105740.h1.t1
OG0016198	XP_013623404.1	Aa_G105830.h1.t1
OG0016199	XP_013637830.1	Aa_G105890.h1.t1
OG0016200	XP_013587184.1	Aa_G325190.h1.t1
OG0016201	XP_013584455.1	Aa_G325170.h1.t1
OG0016202	XP_013600529.1	Aa_G290760.h1.t1
OG0016203	XP_013602333.1	Aa_G65940.h1.t1
OG0016205	XP_013584571.1	Aa_G325290.h1.t1
OG0016206	XP_013637998.1	Aa_G687290.h1.t1
OG0016207	XP_013585755.1	Aa_G452110.h1.t1
OG0016209	XP_013604819.1, XP_013585204.1	Aa_G6520.h1.t1
OG0016210	XP_013586382.1	Aa_G6530.h1.t1
OG0016211	XP_013586297.1	Aa_G6590.h1.t1
OG0016212	XP_013584103.1	Aa_G6730.h1.t1
OG0016213	XP_013604418.1	Aa_G228330.h1.t1
OG0016214	XP_013587721.1	Aa_G135140.h1.t1
OG0016215	XP_013586189.1	Aa_G135010.h1.t1
OG0016216	XP_013586191.1	Aa_G135000.h1.t1
OG0016217	XP_013584171.1	Aa_G134990.h1.t1
OG0016218	XP_013585136.1	Aa_G134850.h1.t1
OG0016219	XP_013603376.1	Aa_G134790.h1.t1
OG0016220	XP_013602386.1	Aa_G134760.h1.t1
OG0016221	XP_013605842.1	Aa_G134680.h1.t1
OG0016222	XP_013605649.1	Aa_G134600.h1.t1
OG0016223	XP_013602203.1	Aa_G400330.h1.t1
OG0016224	XP_013603508.1, XP_013584428.1	Aa_G400490.h1.t1
OG0016225	XP_013585046.1	Aa_G341260.h1.t1
OG0016226	XP_013583961.1, XP_013600674.1	Aa_G38860.h1.t1
OG0016227	XP_013585530.1	Aa_G38890.h1.t1
OG0016228	XP_013586137.1, XP_013637823.1	Aa_G38970.h1.t1
OG0016229	XP_013585133.1	Aa_G217810.h1.t1
OG0016230	XP_013587082.1	Aa_G286230.h1.t1
OG0016231	XP_013583593.1	Aa_G286300.h1.t1
OG0016232	XP_013637890.1	Aa_G286310.h1.t1
OG0016233	XP_013602418.1	Aa_G286330.h1.t1
OG0016234	XP_013583972.1	Aa_G493570.h1.t1
OG0016235	XP_013584126.1	Aa_G600520.h1.t1
OG0016236	XP_013637953.1	Aa_G235340.h1.t1
OG0016237	XP_013639106.1, XP_013602596.1	Aa_G219030.h1.t1
OG0016238	XP_013584164.1	Aa_G219060.h1.t1
OG0016239	XP_013602054.1	Aa_G219080.h1.t1
OG0016241	XP_013584508.1	Aa_G79300.h1.t1
OG0016242	XP_013584861.1	Aa_G79450.h1.t1
OG0016243	XP_013586745.1, XP_013615425.1	Aa_G219890.h1.t1
OG0016244	XP_013603145.1	Aa_G220700.h1.t1
OG0016245	XP_013604637.1	Aa_G220690.h1.t1
OG0016246	XP_013604638.1	Aa_G220670.h1.t1
OG0016247	XP_013603681.1	Aa_G220580.h1.t1
OG0016248	XP_013624374.1	Aa_G256220.h1.t1
OG0016250	XP_013603559.1	Aa_G22810.h1.t1
OG0016251	XP_013585928.1	Aa_G22740.h1.t1
OG0016252	XP_013638958.1	Aa_G22730.h1.t1, Aa_G22720.h1.t1
OG0016253	XP_013600474.1	Aa_G22690.h1.t1
OG0016254	XP_013604704.1	Aa_G22530.h1.t1
OG0016255	XP_013583522.1	Aa_G22510.h1.t1
OG0016256	XP_013583528.1	Aa_G22490.h1.t1
OG0016257	XP_013599462.1	Aa_G22390.h1.t1
OG0016258	XP_013583524.1	Aa_G22370.h1.t1
OG0016259	XP_013603522.1	Aa_G22310.h1.t1
OG0016260	XP_013604027.1, XP_013603415.1	Aa_G429860.h1.t1
OG0016261	XP_013638478.1	Aa_G429820.h1.t1
OG0016262	XP_013638360.1	Aa_G429760.h1.t1
OG0016263	XP_013638274.1	Aa_G663670.h1.t1
OG0016264	XP_013599516.1	Aa_G275930.h1.t1
OG0016265	XP_013622877.1, XP_013597602.1	Aa_G81710.h1.t1
OG0016266	XP_013599460.1	Aa_G516770.h1.t1
OG0016268	XP_013614698.1	Aa_G310510.h1.t1
OG0016269	XP_013584718.1	Aa_G769790.h1.t1
OG0016270	XP_013586760.1	Aa_G375850.h1.t1
OG0016272	XP_013585860.1	Aa_G481440.h1.t1
OG0016273	XP_013600038.1	Aa_G493560.h1.t1
OG0016274	XP_013614526.1	Aa_G369440.h1.t1
OG0016275	XP_013584999.1	Aa_G151870.h1.t1
OG0016276	XP_013586479.1	Aa_G151850.h1.t1
OG0016277	XP_013587538.1	Aa_G151750.h1.t1
OG0016278	XP_013586150.1	Aa_G512740.h1.t1
OG0016279	XP_013585618.1	Aa_G442670.h1.t1
OG0016280	XP_013605814.1	Aa_G442590.h1.t1
OG0016281	XP_013604962.1	Aa_G442570.h1.t1
OG0016282	XP_013585615.1	Aa_G488180.h1.t1
OG0016284	XP_013604936.1	Aa_G80800.h1.t1
OG0016285	XP_013585598.1	Aa_G80770.h1.t1
OG0016286	XP_013585601.1	Aa_G80760.h1.t1
OG0016288	XP_013601410.1	Aa_G19140.h1.t1
OG0016289	XP_013600871.1	Aa_G19130.h1.t1
OG0016290	XP_013585655.1	Aa_G19040.h1.t1
OG0016291	XP_013603736.1	Aa_G129420.h1.t1
OG0016292	XP_013586742.1	Aa_G193980.h1.t1
OG0016293	XP_013602293.1	Aa_G194030.h1.t1, Aa_G193990.h1.t1
OG0016295	XP_013586944.1	Aa_G160990.h1.t1, Aa_G160970.h1.t1
OG0016296	XP_013638518.1	Aa_G160800.h1.t1
OG0016297	XP_013584651.1	Aa_G635810.h1.t1
OG0016298	XP_013637699.1	Aa_G635800.h1.t1
OG0016299	XP_013587201.1	Aa_G463960.h1.t1
OG0016300	XP_013585779.1	Aa_G550200.h1.t1
OG0016301	XP_013585848.1	Aa_G446380.h1.t1
OG0016302	XP_013604855.1	Aa_G446470.h1.t1
OG0016303	XP_013603694.1	Aa_G427940.h1.t1
OG0016304	XP_013602447.1	Aa_G427960.h1.t1
OG0016305	XP_013638906.1	Aa_G43270.h1.t1
OG0016306	XP_013585884.1	Aa_G43360.h1.t1
OG0016307	XP_013639163.1	Aa_G43390.h1.t1
OG0016308	XP_013584158.1	Aa_G151120.h1.t1
OG0016309	XP_013599920.1	Aa_G232700.h1.t1
OG0016310	XP_013602108.1	Aa_G356210.h1.t1
OG0016311	XP_013587316.1	Aa_G469920.h1.t1
OG0016312	XP_013587185.1	Aa_G307210.h1.t1
OG0016314	XP_013605106.1	Aa_G338970.h2.t1, Aa_G338970.h1.t1
OG0016315	XP_013585436.1	Aa_G739690.h1.t1
OG0016316	XP_013638135.1	Aa_G298890.h1.t1
OG0016317	XP_013605546.1	Aa_G193690.h1.t1
OG0016318	XP_013605545.1	Aa_G193660.h1.t1
OG0016319	XP_013613821.1	Aa_G246100.h1.t1
OG0016320	XP_013587307.1	Aa_G10870.h1.t1
OG0016321	XP_013586286.1	Aa_G10800.h1.t1
OG0016323	XP_013600920.1	Aa_G710450.h1.t1
OG0016324	XP_013602345.1	Aa_G319800.h1.t1
OG0016325	XP_013586925.1	Aa_G292040.h1.t1
OG0016326	XP_013601057.1	Aa_G26620.h1.t1
OG0016327	XP_013603441.1, XP_013584359.1	Aa_G501030.h1.t1
OG0016328	XP_013587094.1	Aa_G726110.h1.t1
OG0016329	XP_013586091.1	Aa_G616300.h1.t1
OG0016330	XP_013602457.1, XP_013638903.1	Aa_G616320.h1.t1
OG0016331	XP_013638990.1	Aa_G109580.h1.t1
OG0016332	XP_013584470.1	Aa_G118460.h1.t1
OG0016333	XP_013584532.1	Aa_G118540.h1.t1
OG0016334	XP_013600892.1	Aa_G118570.h1.t1
OG0016335	XP_013638820.1	Aa_G437640.h1.t1
OG0016336	XP_013603693.1	Aa_G569550.h1.t1
OG0016337	XP_013583828.1	Aa_G599490.h1.t1
OG0016338	XP_013585931.1	Aa_G599480.h1.t1
OG0016339	XP_013600712.1	Aa_G592530.h1.t1
OG0016340	XP_013600087.1	Aa_G676730.h1.t1
OG0016341	XP_013605413.1	Aa_G658780.h1.t1
OG0016342	XP_013587621.1	Aa_G93010.h1.t1
OG0016343	XP_013583731.1	Aa_G93030.h1.t1
OG0016344	XP_013584139.1	Aa_G93040.h1.t1
OG0016345	XP_013587083.1	Aa_G117810.h1.t1
OG0016346	XP_013584218.1	Aa_G393280.h1.t1
OG0016347	XP_013602015.1	Aa_G393320.h1.t1
OG0016348	XP_013586620.1	Aa_G121140.h1.t1
OG0016349	XP_013583789.1	Aa_G121300.h1.t1
OG0016350	XP_013585122.1, XP_013601488.1, XP_013603911.1	Aa_G121370.h1.t1
OG0016351	XP_013587294.1	Aa_G163850.h1.t1
OG0016353	XP_013602008.1	Aa_G525770.h1.t1
OG0016354	XP_013585651.1	Aa_G606310.h1.t1
OG0016355	XP_013637542.1	Aa_G435920.h1.t1
OG0016358	XP_013587488.1	Aa_G65540.h1.t1
OG0016359	XP_013602726.1	Aa_G377610.h1.t1
OG0016360	XP_013600051.1	Aa_G377570.h1.t1, Aa_G1025850.h1.t1
OG0016361	XP_013604753.1	Aa_G103870.h1.t1
OG0016363	XP_013583636.1	Aa_G103840.h1.t1
OG0016364	XP_013587498.1	Aa_G103820.h1.t1
OG0016365	XP_013602875.1	Aa_G126430.h1.t1
OG0016366	XP_013602186.1	Aa_G274970.h1.t1
OG0016367	XP_013600858.1	Aa_G671580.h1.t1
OG0016368	XP_013584579.1, XP_013600805.1	Aa_G349090.h1.t1, Aa_G319330.h1.t1
OG0016369	XP_013585977.1	Aa_G349070.h1.t1
OG0016370	XP_013609122.1	Aa_G161730.h1.t1
OG0016371	XP_013603129.1	Aa_G496820.h1.t1
OG0016372	XP_013583885.1	Aa_G495530.h1.t1
OG0016373	XP_013621323.1	Aa_G165910.h1.t1
OG0016375	XP_013638558.1	Aa_G188650.h1.t1
OG0016376	XP_013587704.1	Aa_G188630.h1.t1
OG0016377	XP_013638586.1	Aa_G788280.h1.t1
OG0016378	XP_013639265.1, XP_013603120.1	Aa_G528270.h1.t1
OG0016379	XP_013604611.1	Aa_G278540.h1.t1
OG0016380	XP_013604677.1	Aa_G454430.h1.t1
OG0016381	XP_013588101.1, XP_013638461.1	Aa_G454420.h1.t1
OG0016382	XP_013599712.1	Aa_G454410.h1.t1
OG0016383	XP_013623678.1	Aa_G363370.h2.t1, Aa_G363370.h1.t1
OG0016384	XP_013583984.1	Aa_G583600.h1.t1
OG0016385	XP_013600154.1	Aa_G583560.h1.t1
OG0016386	XP_013600069.1	Aa_G583540.h1.t1
OG0016387	XP_013600068.1	Aa_G190840.h1.t1
OG0016388	XP_013585261.1	Aa_G190810.h1.t1
OG0016389	XP_013615637.1, XP_013585263.1	Aa_G379800.h1.t1
OG0016390	XP_013585939.1	Aa_G55180.h1.t1
OG0016392	XP_013622166.1	Aa_G247150.h1.t1
OG0016393	XP_013602840.1	Aa_G119150.h1.t1
OG0016395	XP_013600336.1	Aa_G548290.h1.t1
OG0016396	XP_013605421.1	Aa_G493840.h1.t1
OG0016397	XP_013585341.1	Aa_G313750.h1.t1
OG0016398	XP_013603087.1	Aa_G192230.h1.t1
OG0016399	XP_013584405.1	Aa_G371560.h1.t1
OG0016400	XP_013605792.1	Aa_G407810.h1.t1
OG0016401	XP_013638271.1	Aa_G407790.h1.t1
OG0016402	XP_013638889.1	Aa_G407760.h1.t1
OG0016403	XP_013587673.1	Aa_G407730.h1.t1
OG0016404	XP_013585943.1	Aa_G323750.h1.t1
OG0016405	XP_013587645.1	Aa_G93390.h1.t1
OG0016406	XP_013596269.1, XP_013584758.1	Aa_G615520.h1.t1
OG0016407	XP_013593560.1	Aa_G204590.h1.t1
OG0016408	XP_013598723.1	Aa_G266440.h1.t1
OG0016409	XP_013593777.1	Aa_G266420.h1.t1
OG0016410	XP_013596692.1	Aa_G266360.h1.t1
OG0016411	XP_013639011.1	Aa_G148850.h1.t1
OG0016412	XP_013586658.1	Aa_G148890.h1.t1
OG0016413	XP_013596857.1	Aa_G334100.h1.t1
OG0016414	XP_013587251.1	Aa_G60700.h1.t1
OG0016416	XP_013632084.1	Aa_G11830.h1.t1
OG0016417	XP_013583892.1	Aa_G86960.h1.t1
OG0016418	XP_013585494.1	Aa_G86950.h1.t1
OG0016419	XP_013604224.1	Aa_G86900.h1.t1
OG0016420	XP_013585496.1	Aa_G86870.h1.t1
OG0016421	XP_013604223.1	Aa_G86860.h1.t1
OG0016422	XP_013638624.1, XP_013585497.1	Aa_G86850.h1.t1
OG0016423	XP_013637695.1	Aa_G458300.h1.t1
OG0016424	XP_013587638.1	Aa_G444720.h1.t1
OG0016425	XP_013586671.1	Aa_G444740.h1.t1
OG0016426	XP_013586672.1	Aa_G444750.h1.t1
OG0016427	XP_013596161.1, XP_013584672.1	Aa_G479800.h1.t1
OG0016428	XP_013595619.1, XP_013584551.1	Aa_G479820.h1.t1
OG0016429	XP_013637722.1	Aa_G479840.h1.t1
OG0016430	XP_013638967.1	Aa_G198680.h1.t1
OG0016431	XP_013584934.1	Aa_G198690.h1.t1
OG0016432	XP_013586968.1	Aa_G528420.h1.t1
OG0016433	XP_013586112.1	Aa_G528430.h1.t1
OG0016434	XP_013585567.1	Aa_G372720.h1.t1
OG0016435	XP_013637716.1	Aa_G371910.h1.t1
OG0016436	XP_013585923.1	Aa_G121780.h1.t1, Aa_G121780.h2.t1
OG0016437	XP_013583689.1	Aa_G121800.h1.t1, Aa_G121800.h2.t1
OG0016438	XP_013638547.1	Aa_G121810.h1.t1
OG0016439	XP_013614911.1	Aa_G653380.h1.t1
OG0016440	XP_013596901.1	Aa_G367210.h1.t1
OG0016441	XP_013588740.1	Aa_G160300.h1.t1
OG0016442	XP_013592358.1	Aa_G245820.h1.t1
OG0016443	XP_013591768.1	Aa_G245880.h1.t1
OG0016444	XP_013591769.1	Aa_G245900.h1.t1
OG0016445	XP_013591788.1	Aa_G149300.h1.t1
OG0016446	XP_013591783.1	Aa_G319470.h1.t1
OG0016447	XP_013588623.1	Aa_G319480.h1.t1
OG0016448	XP_013592443.1	Aa_G319510.h1.t1
OG0016449	XP_013592647.1	Aa_G319530.h1.t1
OG0016450	XP_013590037.1	Aa_G170790.h1.t1
OG0016451	XP_013592550.1	Aa_G170750.h1.t1
OG0016452	XP_013615124.1, XP_013592279.1	Aa_G170720.h1.t1
OG0016453	XP_013588630.1	Aa_G415710.h1.t1
OG0016454	XP_013617206.1	Aa_G232190.h1.t1, Aa_G232200.h1.t1
OG0016455	XP_013615948.1	Aa_G232170.h1.t1
OG0016456	XP_013592516.1	Aa_G232160.h1.t1
OG0016457	XP_013619812.1	Aa_G350310.h1.t1
OG0016458	XP_013588217.1	Aa_G413020.h1.t1
OG0016459	XP_013590223.1	Aa_G437970.h1.t1
OG0016460	XP_013592387.1	Aa_G17730.h1.t1
OG0016461	XP_013619885.1	Aa_G17620.h1.t1
OG0016462	XP_013620520.1	Aa_G521020.h1.t1
OG0016463	XP_013592638.1	Aa_G222000.h1.t1
OG0016464	XP_013589762.1	Aa_G221930.h1.t1
OG0016465	XP_013589757.1	Aa_G504910.h1.t1
OG0016466	XP_013591292.1	Aa_G295000.h1.t1
OG0016467	XP_013637701.1	Aa_G312260.h1.t1
OG0016468	XP_013604587.1	Aa_G376010.h1.t1
OG0016469	XP_013638236.1	Aa_G517730.h1.t1
OG0016470	XP_013605332.1	Aa_G380510.h1.t1
OG0016471	XP_013592632.1, XP_013605775.1	Aa_G107860.h1.t1
OG0016472	XP_013592336.1	Aa_G107890.h1.t1
OG0016473	XP_013592911.1	Aa_G107920.h1.t1
OG0016474	XP_013588187.1	Aa_G124960.h1.t1
OG0016476	XP_013611377.1	Aa_G462380.h1.t1
OG0016477	XP_013612619.1	Aa_G316670.h1.t1
OG0016479	XP_013628438.1	Aa_G125950.h1.t1
OG0016480	XP_013610617.1	Aa_G579360.h1.t1
OG0016481	XP_013612382.1	Aa_G274720.h1.t1
OG0016482	XP_013611986.1	Aa_G357220.h1.t1
OG0016483	XP_013629337.1	Aa_G357260.h1.t1
OG0016484	XP_013608722.1	Aa_G357340.h1.t1
OG0016485	XP_013607077.1	Aa_G357350.h1.t1
OG0016486	XP_013609303.1	Aa_G357360.h1.t1
OG0016487	XP_013632858.1, XP_013607206.1	Aa_G357370.h1.t1
OG0016488	XP_013610952.1	Aa_G262930.h1.t1
OG0016489	XP_013609892.1	Aa_G321890.h1.t1
OG0016490	XP_013611136.1	Aa_G488320.h1.t1
OG0016491	XP_013607329.1	Aa_G151150.h1.t1
OG0016492	XP_013610266.1	Aa_G615110.h1.t1
OG0016493	XP_013637285.1, XP_013606477.1	Aa_G218150.h1.t1
OG0016494	XP_013609317.1	Aa_G593000.h1.t1
OG0016495	XP_013631071.1, XP_013632001.1	Aa_G546270.h1.t1
OG0016496	XP_013612300.1	Aa_G177270.h1.t1
OG0016497	XP_013614411.1	Aa_G177280.h1.t1
OG0016498	XP_013606605.1	Aa_G177340.h1.t1
OG0016499	XP_013632163.1, XP_013621063.1	Aa_G340770.h1.t1
OG0016500	XP_013606198.1	Aa_G340780.h1.t1
OG0016501	XP_013606019.1	Aa_G8540.h1.t1
OG0016502	XP_013607057.1	Aa_G392470.h1.t1
OG0016504	XP_013617366.1	Aa_G330580.h1.t1, Aa_G530920.h1.t1
OG0016505	XP_013597112.1	Aa_G330610.h1.t1
OG0016506	XP_013609628.1	Aa_G262050.h1.t1
OG0016507	XP_013606117.1	Aa_G645830.h1.t1
OG0016508	XP_013612592.1	Aa_G182580.h1.t1
OG0016509	XP_013636242.1	Aa_G436410.h1.t1
OG0016510	XP_013630576.1	Aa_G17430.h1.t1
OG0016512	XP_013636121.1, XP_013605398.1	Aa_G5920.h1.t1
OG0016513	XP_013594531.1	Aa_G669520.h1.t1
OG0016515	XP_013616447.1	Aa_G79820.h1.t1, Aa_G282480.h1.t1
OG0016516	XP_013615946.1	Aa_G282530.h1.t1
OG0016517	XP_013585308.1	Aa_G578680.h1.t1
OG0016518	XP_013637230.1, XP_013607078.1	Aa_G450880.h1.t1
OG0016519	XP_013613121.1	Aa_G46420.h1.t1
OG0016520	XP_013607396.1	Aa_G46390.h1.t1
OG0016521	XP_013635588.1, XP_013608179.1	Aa_G744440.h1.t1
OG0016522	XP_013633721.1	Aa_G100810.h1.t1
OG0016523	XP_013605983.1	Aa_G100890.h1.t1
OG0016524	XP_013611971.1	Aa_G57050.h1.t1
OG0016525	XP_013611970.1	Aa_G361940.h1.t1
OG0016526	XP_013587764.1	Aa_G133840.h1.t1
OG0016527	XP_013606927.1	Aa_G863360.h1.t1, Aa_G283240.h1.t1
OG0016528	XP_013612204.1	Aa_G253440.h1.t1
OG0016529	XP_013608716.1	Aa_G7650.h1.t1
OG0016530	XP_013637865.1	Aa_G123240.h1.t1
OG0016531	XP_013613577.1	Aa_G123190.h1.t1
OG0016532	XP_013606285.1	Aa_G123180.h1.t1
OG0016533	XP_013613584.1	Aa_G295490.h1.t1
OG0016534	XP_013613591.1	Aa_G229980.h1.t1
OG0016535	XP_013613573.1, XP_013607346.1	Aa_G157820.h1.t1
OG0016536	XP_013606392.1	Aa_G261730.h1.t1
OG0016537	XP_013606809.1	Aa_G324240.h1.t1
OG0016538	XP_013610649.1	Aa_G135560.h1.t1
OG0016539	XP_013613365.1	Aa_G313130.h1.t1
OG0016540	XP_013614018.1	Aa_G4000.h1.t1
OG0016541	XP_013610315.1	Aa_G186150.h1.t1
OG0016542	XP_013606470.1	Aa_G186270.h1.t1
OG0016543	XP_013612139.1	Aa_G270090.h1.t1
OG0016544	XP_013607108.1	Aa_G270100.h1.t1
OG0016545	XP_013612987.1	Aa_G488510.h1.t1
OG0016547	XP_013608859.1	Aa_G277430.h1.t1
OG0016548	XP_013612546.1	Aa_G615260.h1.t1
OG0016549	XP_013613038.1	Aa_G208120.h1.t1
OG0016550	XP_013597772.1	Aa_G208110.h1.t1
OG0016551	XP_013594124.1	Aa_G692170.h1.t1
OG0016552	XP_013614723.1	Aa_G295550.h1.t1
OG0016553	XP_013597689.1	Aa_G295510.h1.t1
OG0016554	XP_013593619.1, XP_013595484.1	Aa_G162890.h1.t1
OG0016555	XP_013597794.1	Aa_G63510.h1.t1
OG0016556	XP_013597793.1	Aa_G63530.h1.t1
OG0016557	XP_013610945.1	Aa_G616010.h1.t1
OG0016558	XP_013593368.1	Aa_G123690.h1.t1
OG0016559	XP_013595475.1	Aa_G123700.h1.t1
OG0016560	XP_013598718.1	Aa_G69740.h1.t1
OG0016561	XP_013593086.1	Aa_G123800.h1.t1
OG0016562	XP_013593689.1	Aa_G103130.h1.t1
OG0016563	XP_013596231.1, XP_013593902.1	Aa_G536730.h1.t1
OG0016566	XP_013611282.1	Aa_G257010.h1.t1
OG0016567	XP_013597931.1	Aa_G141950.h1.t1
