Orthogroup	Brassica_oleracea	Euclidium_syriacum
OG0016254	XP_013604704.1	ESY5_g4645_DN3_SP7_c0.t1
OG0016255	XP_013583522.1	ESY5_g4641_DN3_SP0_c19.t1
OG0016256	XP_013583528.1	ESY5_g4634_DN3_SP1_c0.t1
OG0016257	XP_013599462.1	ESY5_g4625_DN3_SP8_c0.t1
OG0016258	XP_013583524.1	ESY5_g4621_DN3_SP5_c8.t1
OG0016259	XP_013603522.1	ESY5_g4608_DN3_SP0_c0.t1
OG0016260	XP_013604027.1, XP_013603415.1	ESY5_g4603_DN2_SP0_c0.t1
OG0016261	XP_013638478.1	ESY5_g4598_DN3_SP0_c0.t1
OG0016262	XP_013638360.1	ESY5_g4586_DN3_SP7_c3.t1
OG0016263	XP_013638274.1	ESY5_g4584_DN3_SP0_c0.t1
OG0016265	XP_013622877.1, XP_013597602.1	ESY11_g53739_DN3_SP0_c0.t1
OG0016266	XP_013599460.1	ESY1_g11344_DN3_SP0_c0.t1
OG0016267	XP_013601871.1, XP_013604129.1	ESY5_g4517_DN2_SP0_c0.t1
OG0016268	XP_013614698.1	ESY5_g4510_DN3_SP0_c0.t1
OG0016269	XP_013584718.1	ESY5_g4511_DN3_SP0_c0.t1
OG0016270	XP_013586760.1	ESY15_g64358_DN2_SP0_c0.t1, ESY5_g4471_DN3_SP8_c0.t1
OG0016271	XP_013587570.1	ESY5_g4473_DN2_SP0_c0.t1
OG0016272	XP_013585860.1	ESY5_g4461_DN3_SP8_c0.t1
OG0016273	XP_013600038.1	ESY5_g4444_DN3_SP5_c0.t1
OG0016274	XP_013614526.1	ESY5_g3081_DN3_SP8_c0.t1
OG0016275	XP_013584999.1	ESY5_g3089_DN3_SP0_c0.t1
OG0016276	XP_013586479.1	ESY5_g3092_DN3_SP8_c0.t1
OG0016277	XP_013587538.1	ESY5_g3108_DN3_SP0_c0.t1
OG0016278	XP_013586150.1	ESY5_g3144_DN3_SP6_c0.t1
OG0016279	XP_013585618.1	ESY5_g3150_DN3_SP8_c0.t1
OG0016280	XP_013605814.1	ESY5_g3157_DN3_SP0_c8.t1
OG0016281	XP_013604962.1	ESY5_g3159_DN3_SP0_c0.t1
OG0016282	XP_013585615.1	ESY5_g3163_DN3_SP2_c0.t1
OG0016283	XP_013603849.1	ESY5_g3169_DN1_SP0_c0.t1
OG0016284	XP_013604936.1	ESY5_g3189_DN3_SP5_c19.t1
OG0016285	XP_013585598.1	ESY5_g3192_DN3_SP1_c0.t1
OG0016286	XP_013585601.1	ESY5_g3193_DN1_SP0_c0.t1
OG0016287	XP_013585147.1	ESY5_g3234_DN3_SP0_c0.t1
OG0016288	XP_013601410.1	ESY5_g3254_DN3_SP8_c0.t1
OG0016289	XP_013600871.1	ESY5_g3255_DN3_SP0_c0.t1
OG0016290	XP_013585655.1	ESY5_g3268_DN2_SP0_c0.t1
OG0016291	XP_013603736.1	ESY5_g4638_DN2_SP0_c0.t1
OG0016291	XP_013627130.1, XP_013627121.1	ESY5_g4639_DN3_SP0_c0.t1, ESY5_g4636_DN3_SP0_c0.t1
OG0016292	XP_013586742.1	ESY5_g3302_DN3_SP3_c0.t1
OG0016293	XP_013602293.1	ESY5_g3303_DN3_SP0_c0.t1
OG0016294	XP_013600452.1, XP_013584648.1	ESY5_g3331_DN3_SP0_c0.t1
OG0016296	XP_013638518.1	ESY5_g3367_DN3_SP0_c0.t1
OG0016297	XP_013584651.1	ESY5_g3368_DN2_SP4_c0.t1
OG0016298	XP_013637699.1	ESY5_g3369_DN3_SP0_c0.t1
OG0016299	XP_013587201.1	ESY5_g3376_DN3_SP1_c0.t1
OG0016302	XP_013604855.1	ESY5_g3454_DN3_SP0_c0.t1
OG0016303	XP_013603694.1	ESY5_g3494_DN3_SP0_c0.t1
OG0016304	XP_013602447.1	ESY5_g3497_DN3_SP7_c0.t1
OG0016305	XP_013638906.1	ESY5_g3545_DN3_SP0_c0.t1
OG0016306	XP_013585884.1	ESY5_g3555_DN3_SP8_c0.t1
OG0016307	XP_013639163.1	ESY5_g3561_DN3_SP1_c0.t1
OG0016308	XP_013584158.1	ESY19_g41640_DN3_SP0_c0.t1
OG0016309	XP_013599920.1	ESY5_g3618_DN3_SP1_c0.t1
OG0016310	XP_013602108.1	ESY8_g59724_DN3_SP7_c0.t1
OG0016311	XP_013587316.1	ESY5_g3679_DN3_SP8_c0.t1
OG0016312	XP_013587185.1	ESY5_g3703_DN3_SP5_c14.t1
OG0016314	XP_013605106.1	ESY5_g3719_DN3_SP0_c0.t1
OG0016315	XP_013585436.1	ESY2_g33684_DN3_SP0_c0.t1
OG0016316	XP_013638135.1	ESY5_g3759_DN3_SP7_c0.t1
OG0016317	XP_013605546.1	ESY5_g3785_DN3_SP0_c0.t1
OG0016318	XP_013605545.1	ESY5_g3786_DN3_SP8_c0.t1
OG0016319	XP_013613821.1	ESY5_g3796_DN3_SP7_c0.t1
OG0016320	XP_013587307.1	ESY5_g3803_DN3_SP8_c0.t1
OG0016321	XP_013586286.1	ESY5_g3810_DN3_SP8_c0.t1
OG0016322	XP_013603792.1, XP_013584847.1	ESY5_g3821_DN3_SP0_c0.t1
OG0016323	XP_013600920.1	ESY5_g3828_DN3_SP8_c0.t1
OG0016324	XP_013602345.1	ESY5_g3837_DN3_SP0_c0.t1
OG0016325	XP_013586925.1	ESY5_g3861_DN3_SP2_c0.t1
OG0016326	XP_013601057.1	ESY5_g2561_DN3_SP0_c0.t1
OG0016327	XP_013603441.1, XP_013584359.1	ESY5_g2598_DN3_SP0_c0.t1
OG0016328	XP_013587094.1	ESY5_g2603_DN3_SP8_c0.t1
OG0016329	XP_013586091.1	ESY5_g2612_DN3_SP0_c0.t1
OG0016331	XP_013638990.1	ESY5_g2658_DN3_SP6_c0.t1
OG0016332	XP_013584470.1	ESY5_g2683_DN2_SP8_c0.t1
OG0016333	XP_013584532.1	ESY5_g2688_DN3_SP0_c0.t1
OG0016334	XP_013600892.1	ESY5_g2689_DN3_SP0_c0.t1
OG0016335	XP_013638820.1	ESY5_g2715_DN3_SP4_c0.t1
OG0016337	XP_013583828.1	ESY5_g2732_DN3_SP2_c0.t1
OG0016338	XP_013585931.1	ESY5_g2731_DN3_SP8_c0.t1
OG0016339	XP_013600712.1	ESY5_g2758_DN3_SP5_c0.t1
OG0016340	XP_013600087.1	ESY5_g2764_DN3_SP6_c0.t1
OG0016341	XP_013605413.1	ESY5_g2766_DN1_SP0_c0.t1
OG0016342	XP_013587621.1	ESY5_g2777_DN3_SP0_c0.t1
OG0016343	XP_013583731.1	ESY5_g2779_DN3_SP6_c0.t1
OG0016344	XP_013584139.1	ESY5_g2780_DN3_SP8_c0.t1
OG0016345	XP_013587083.1	ESY5_g2788_DN3_SP7_c0.t1
OG0016346	XP_013584218.1	ESY5_g2817_DN3_SP8_c0.t1
OG0016347	XP_013602015.1	ESY5_g2821_DN3_SP7_c0.t1
OG0016348	XP_013586620.1	ESY5_g2889_DN3_SP2_c0.t1
OG0016349	XP_013583789.1	ESY5_g2906_DN3_SP0_c0.t1
OG0016350	XP_013585122.1, XP_013601488.1, XP_013603911.1	ESY5_g2917_DN3_SP0_c0.t1
OG0016351	XP_013587294.1	ESY5_g2920_DN3_SP0_c0.t1
OG0016352	XP_013583647.1, XP_013602995.1	ESY5_g2926_DN3_SP6_c0.t1
OG0016353	XP_013602008.1	ESY5_g2953_DN3_SP0_c0.t1
OG0016354	XP_013585651.1	ESY5_g2957_DN3_SP7_c0.t1
OG0016355	XP_013637542.1	ESY17_g39851_DN3_SP0_c0.t1
OG0016357	XP_013638687.1	ESY2_g36018_DN2_SP0_c0.t1
OG0016358	XP_013587488.1	ESY5_g3042_DN3_SP8_c16.t1
OG0016359	XP_013602726.1	ESY5_g3053_DN3_SP1_c0.t1
OG0016361	XP_013604753.1	ESY5_g3067_DN3_SP4_c0.t1
OG0016362	XP_013638206.1	ESY5_g4422_DN3_SP0_c0.t1
OG0016363	XP_013583636.1	ESY5_g4420_DN3_SP0_c0.t1
OG0016364	XP_013587498.1	ESY5_g4418_DN3_SP6_c0.t1
OG0016365	XP_013602875.1	ESY5_g4388_DN3_SP8_c0.t1
OG0016366	XP_013602186.1	ESY5_g4371_DN3_SP2_c0.t1
OG0016369	XP_013585977.1	ESY5_g4350_DN3_SP5_c0.t1
OG0016370	XP_013609122.1	ESY6_g49616_DN3_SP1_c0.t1
OG0016371	XP_013603129.1	ESY5_g4346_DN3_SP8_c0.t1
OG0016372	XP_013583885.1	ESY5_g4340_DN3_SP6_c0.t1
OG0016373	XP_013621323.1	ESY10_g15387_DN3_SP0_c11.t1
OG0016374	XP_013586927.1	ESY5_g4322_DN3_SP0_c0.t1
OG0016375	XP_013638558.1	ESY5_g4321_DN3_SP0_c0.t1
OG0016376	XP_013587704.1	ESY5_g4319_DN3_SP5_c0.t1
OG0016377	XP_013638586.1	ESY5_g4318_DN3_SP0_c0.t1
OG0016379	XP_013604611.1	ESY5_g4310_DN3_SP8_c0.t1
OG0016380	XP_013604677.1	ESY5_g4278_DN3_SP8_c0.t1
OG0016382	XP_013599712.1	ESY5_g4276_DN3_SP1_c0.t1
OG0016383	XP_013623678.1	ESY8_g59206_DN3_SP0_c0.t1
OG0016384	XP_013583984.1	ESY5_g4248_DN3_SP5_c0.t1
OG0016385	XP_013600154.1	ESY5_g4246_DN3_SP6_c0.t1
OG0016386	XP_013600069.1	ESY5_g4243_DN3_SP0_c0.t1
OG0016387	XP_013600068.1	ESY5_g4241_DN3_SP3_c0.t1
OG0016388	XP_013585261.1	ESY5_g4238_DN3_SP7_c0.t1
OG0016389	XP_013615637.1, XP_013585263.1	ESY5_g4236_DN3_SP3_c0.t1
OG0016390	XP_013585939.1	ESY5_g4229_DN3_SP0_c0.t1
OG0016392	XP_013622166.1	ESY2_g38600_DN3_SP0_c0.t1
OG0016393	XP_013602840.1	ESY5_g4166_DN3_SP4_c0.t1
OG0016395	XP_013600336.1	ESY5_g4153_DN3_SP0_c0.t1
OG0016396	XP_013605421.1	ESY5_g4136_DN3_SP0_c0.t1
OG0016397	XP_013585341.1	ESY5_g4117_DN3_SP0_c16.t1
OG0016398	XP_013603087.1	ESY5_g4113_DN3_SP7_c0.t1
OG0016399	XP_013584405.1	ESY5_g4095_DN3_SP0_c0.t1
OG0016400	XP_013605792.1	ESY5_g4088_DN3_SP0_c0.t1
OG0016401	XP_013638271.1	ESY5_g4083_DN3_SP0_c0.t1
OG0016402	XP_013638889.1	ESY5_g4080_DN3_SP0_c0.t1
OG0016403	XP_013587673.1	ESY5_g4077_DN3_SP0_c0.t1
OG0016404	XP_013585943.1	ESY5_g4061_DN3_SP0_c0.t1
OG0016405	XP_013587645.1	ESY5_g4043_DN3_SP1_c0.t1
OG0016407	XP_013593560.1	ESY12_g51248_DN3_SP0_c0.t1
OG0016408	XP_013598723.1	ESY5_g3991_DN3_SP1_c0.t1
OG0016409	XP_013593777.1	ESY5_g3989_DN3_SP0_c0.t1
OG0016410	XP_013596692.1	ESY5_g3981_DN3_SP0_c0.t1
OG0016411	XP_013639011.1	ESY5_g3937_DN3_SP0_c0.t1
OG0016412	XP_013586658.1	ESY5_g3934_DN3_SP3_c0.t1
OG0016413	XP_013596857.1	ESY5_g3905_DN3_SP0_c0.t1
OG0016414	XP_013587251.1	ESY5_g2554_DN3_SP0_c0.t1
OG0016415	XP_013594145.1, XP_013638853.1	ESY5_g2477_DN3_SP0_c0.t1
OG0016416	XP_013632084.1	ESY8_g59542_DN3_SP0_c0.t1
OG0016418	XP_013585494.1	ESY5_g2423_DN3_SP0_c0.t1
OG0016419	XP_013604224.1	ESY5_g2417_DN3_SP8_c23.t1
OG0016420	XP_013585496.1	ESY5_g2415_DN3_SP8_c0.t1
OG0016421	XP_013604223.1	ESY5_g2414_DN3_SP7_c0.t1
OG0016422	XP_013638624.1, XP_013585497.1	ESY5_g2413_DN3_SP1_c0.t1
OG0016423	XP_013637695.1	ESY5_g2402_DN3_SP8_c0.t1
OG0016424	XP_013587638.1	ESY5_g2398_DN3_SP2_c0.t1
OG0016425	XP_013586671.1	ESY5_g2396_DN3_SP7_c0.t1
OG0016426	XP_013586672.1	ESY5_g2394_DN3_SP8_c0.t1
OG0016429	XP_013637722.1	ESY5_g2343_DN3_SP0_c0.t1
OG0016430	XP_013638967.1	ESY5_g2303_DN3_SP6_c0.t1
OG0016431	XP_013584934.1	ESY5_g2293_DN3_SP0_c0.t1
OG0016433	XP_013586112.1	ESY5_g2273_DN3_SP0_c19.t1
OG0016434	XP_013585567.1	ESY5_g2253_DN2_SP0_c0.t1
OG0016435	XP_013637716.1	ESY5_g2236_DN3_SP0_c0.t1
OG0016436	XP_013585923.1	ESY5_g2206_DN3_SP8_c1.t1
OG0016437	XP_013583689.1	ESY5_g2205_DN3_SP3_c0.t1
OG0016438	XP_013638547.1	ESY5_g2203_DN3_SP8_c0.t1
OG0016439	XP_013614911.1	ESY5_g2159_DN3_SP0_c0.t1
OG0016440	XP_013596901.1	ESY5_g2145_DN3_SP0_c0.t1
OG0016441	XP_013588740.1	ESY2_g35735_DN3_SP0_c0.t1
OG0016442	XP_013592358.1	ESY2_g35726_DN3_SP8_c0.t1
OG0016443	XP_013591768.1	ESY2_g35715_DN3_SP4_c0.t1
OG0016444	XP_013591769.1	ESY2_g35713_DN3_SP0_c0.t1
OG0016445	XP_013591788.1	ESY2_g35686_DN2_SP0_c0.t1, ESY2_g35688_DN2_SP0_c0.t1
OG0016446	XP_013591783.1	ESY2_g35680_DN3_SP7_c0.t1
OG0016447	XP_013588623.1	ESY2_g35679_DN2_SP0_c0.t1
OG0016448	XP_013592443.1	ESY2_g35676_DN2_SP0_c0.t1
OG0016449	XP_013592647.1	ESY2_g35673_DN3_SP0_c0.t1
OG0016450	XP_013590037.1	ESY2_g35661_DN3_SP0_c0.t1
OG0016451	XP_013592550.1	ESY2_g35659_DN3_SP0_c0.t1
OG0016452	XP_013615124.1, XP_013592279.1	ESY2_g35655_DN3_SP0_c0.t1
OG0016453	XP_013588630.1	ESY13_g58037_DN3_SP0_c0.t1
OG0016454	XP_013617206.1	ESY2_g35644_DN3_SP0_c0.t1
OG0016455	XP_013615948.1	ESY2_g35641_DN3_SP0_c0.t1
OG0016456	XP_013592516.1	ESY2_g35640_DN3_SP0_c0.t1
OG0016457	XP_013619812.1	ESY2_g35333_DN2_SP0_c0.t1
OG0016458	XP_013588217.1	ESY2_g35621_DN3_SP8_c0.t1
OG0016459	XP_013590223.1	ESY2_g35589_DN3_SP0_c0.t1
OG0016460	XP_013592387.1	ESY2_g35583_DN3_SP2_c0.t1
OG0016461	XP_013619885.1	ESY2_g35572_DN3_SP0_c0.t1
OG0016462	XP_013620520.1	ESY2_g35541_DN3_SP0_c0.t1
OG0016463	XP_013592638.1	ESY2_g35525_DN3_SP0_c0.t1
OG0016464	XP_013589762.1	ESY2_g35515_DN3_SP0_c0.t1
OG0016465	XP_013589757.1	ESY2_g35502_DN3_SP0_c0.t1
OG0016466	XP_013591292.1	ESY2_g35498_DN3_SP7_c0.t1
OG0016467	XP_013637701.1	ESY23_g515_DN3_SP8_c0.t1
OG0016468	XP_013604587.1	ESY23_g517_DN3_SP0_c0.t1
OG0016469	XP_013638236.1	ESY14_g19692_DN3_SP8_c0.t1
OG0016470	XP_013605332.1	ESY14_g19729_DN3_SP0_c0.t1
OG0016472	XP_013592336.1	ESY14_g19782_DN3_SP0_c0.t1
OG0016473	XP_013592911.1	ESY14_g19796_DN3_SP2_c0.t1
OG0016474	XP_013588187.1	ESY14_g19811_DN3_SP8_c0.t1
OG0016476	XP_013611377.1	ESY2_g33498_DN3_SP1_c0.t1
OG0016477	XP_013612619.1	ESY2_g33484_DN3_SP0_c7.t1
OG0016478	XP_013610429.1	ESY2_g33483_DN3_SP1_c0.t1, ESY2_g33480_DN3_SP0_c0.t1
OG0016479	XP_013628438.1	ESY24_g33071_DN3_SP8_c0.t1
OG0016480	XP_013610617.1	ESY2_g33594_DN3_SP0_c0.t1
OG0016481	XP_013612382.1	ESY2_g37163_DN1_SP0_c0.t1
OG0016482	XP_013611986.1	ESY2_g33612_DN3_SP6_c0.t1
OG0016483	XP_013629337.1	ESY2_g33620_DN3_SP0_c0.t1
OG0016484	XP_013608722.1	ESY2_g33624_DN3_SP0_c0.t1
OG0016485	XP_013607077.1	ESY2_g33625_DN3_SP7_c0.t1
OG0016486	XP_013609303.1	ESY2_g33626_DN3_SP0_c0.t1
OG0016487	XP_013632858.1, XP_013607206.1	ESY2_g33630_DN3_SP0_c0.t1
OG0016488	XP_013610952.1	ESY2_g33631_DN3_SP8_c0.t1
OG0016489	XP_013609892.1	ESY2_g33662_DN3_SP0_c0.t1
OG0016490	XP_013611136.1	ESY2_g33670_DN3_SP0_c0.t1
OG0016491	XP_013607329.1	ESY19_g41641_DN3_SP1_c0.t1
OG0016492	XP_013610266.1	ESY2_g33778_DN3_SP0_c0.t1
OG0016494	XP_013609317.1	ESY2_g33808_DN3_SP8_c0.t1
OG0016495	XP_013631071.1, XP_013632001.1	ESY2_g35170_DN3_SP0_c0.t1
OG0016496	XP_013612300.1	ESY2_g33861_DN3_SP0_c0.t1
OG0016497	XP_013614411.1	ESY25_g62782_DN3_SP7_c0.t1
OG0016498	XP_013606605.1	ESY2_g33870_DN3_SP0_c0.t1
OG0016499	XP_013632163.1, XP_013621063.1	ESY2_g33877_DN3_SP0_c0.t1
OG0016500	XP_013606198.1	ESY2_g33878_DN3_SP0_c0.t1
OG0016501	XP_013606019.1	ESY2_g33895_DN3_SP0_c0.t1
OG0016502	XP_013607057.1	ESY2_g33935_DN3_SP2_c0.t1
OG0016503	XP_013606181.1	ESY2_g33946_DN3_SP0_c0.t1
OG0016504	XP_013617366.1	ESY2_g33969_DN3_SP2_c0.t1
OG0016505	XP_013597112.1	ESY2_g33973_DN3_SP8_c0.t1
OG0016506	XP_013609628.1	ESY2_g33982_DN3_SP7_c0.t1
OG0016507	XP_013606117.1	ESY2_g33988_DN3_SP8_c0.t1
OG0016508	XP_013612592.1	ESY2_g34001_DN3_SP4_c0.t1
OG0016509	XP_013636242.1	ESY2_g34297_DN3_SP1_c0.t1
OG0016510	XP_013630576.1	ESY2_g34017_DN3_SP8_c6.t1
OG0016511	XP_013610502.1	ESY2_g34019_DN3_SP5_c0.t1
OG0016512	XP_013636121.1, XP_013605398.1	ESY2_g34041_DN3_SP8_c0.t1
OG0016513	XP_013594531.1	ESY2_g34044_DN3_SP0_c0.t1
OG0016514	XP_013611454.1	ESY2_g34059_DN3_SP4_c0.t1
OG0016515	XP_013616447.1	ESY2_g34068_DN3_SP5_c11.t1
OG0016516	XP_013615946.1	ESY2_g34076_DN3_SP8_c5.t1
OG0016517	XP_013585308.1	ESY16_g62101_DN3_SP1_c0.t1
OG0016518	XP_013637230.1, XP_013607078.1	ESY2_g34083_DN3_SP0_c21.t1
OG0016519	XP_013613121.1	ESY2_g34095_DN3_SP1_c0.t1
OG0016520	XP_013607396.1	ESY2_g34096_DN2_SP5_c0.t1
OG0016521	XP_013635588.1, XP_013608179.1	ESY2_g34109_DN3_SP4_c0.t1
OG0016522	XP_013633721.1	ESY2_g34114_DN2_SP0_c0.t1
OG0016523	XP_013605983.1	ESY2_g34121_DN2_SP0_c0.t1
OG0016524	XP_013611971.1	ESY2_g34144_DN3_SP8_c0.t1
OG0016525	XP_013611970.1	ESY2_g34146_DN3_SP8_c0.t1
OG0016526	XP_013587764.1	ESY2_g34351_DN3_SP0_c0.t1
OG0016527	XP_013606927.1	ESY2_g34165_DN2_SP8_c0.t1
OG0016528	XP_013612204.1	ESY2_g34175_DN3_SP0_c0.t1
OG0016529	XP_013608716.1	ESY2_g34184_DN3_SP8_c0.t1
OG0016530	XP_013637865.1	ESY2_g34206_DN3_SP4_c0.t1
OG0016531	XP_013613577.1	ESY2_g34215_DN3_SP2_c0.t1
OG0016532	XP_013606285.1	ESY2_g34216_DN3_SP0_c0.t1
OG0016533	XP_013613584.1	ESY2_g34224_DN3_SP0_c0.t1
OG0016534	XP_013613591.1	ESY2_g34227_DN3_SP0_c0.t1
OG0016535	XP_013613573.1, XP_013607346.1	ESY2_g34231_DN3_SP0_c0.t1
OG0016536	XP_013606392.1	ESY2_g34232_DN3_SP0_c0.t1
OG0016537	XP_013606809.1	ESY2_g33336_DN3_SP8_c0.t1
OG0016538	XP_013610649.1	ESY2_g33323_DN3_SP0_c0.t1
OG0016539	XP_013613365.1	ESY7_g16487_DN2_SP1_c0.t1
OG0016541	XP_013610315.1	ESY2_g33304_DN3_SP0_c0.t1
OG0016542	XP_013606470.1	ESY2_g33293_DN3_SP0_c0.t1
OG0016543	XP_013612139.1	ESY2_g33282_DN3_SP8_c0.t1
OG0016544	XP_013607108.1	ESY2_g33281_DN3_SP0_c0.t1
OG0016545	XP_013612987.1	ESY2_g33274_DN3_SP5_c0.t1
OG0016547	XP_013608859.1	ESY2_g33256_DN2_SP0_c0.t1
OG0016548	XP_013612546.1	ESY2_g33244_DN3_SP6_c0.t1
OG0016549	XP_013613038.1	ESY10_g15090_DN3_SP0_c0.t1
OG0016550	XP_013597772.1	ESY10_g15089_DN3_SP0_c0.t1
OG0016551	XP_013594124.1	ESY10_g14590_DN2_SP0_c0.t1
OG0016552	XP_013614723.1	ESY10_g14956_DN3_SP0_c0.t1
OG0016553	XP_013597689.1	ESY10_g14949_DN3_SP0_c0.t1
OG0016554	XP_013593619.1, XP_013595484.1	ESY10_g14808_DN3_SP8_c0.t1
OG0016555	XP_013597794.1	ESY10_g14744_DN3_SP2_c0.t1
OG0016556	XP_013597793.1	ESY10_g14742_DN3_SP2_c0.t1
OG0016557	XP_013610945.1	ESY7_g16689_DN3_SP0_c0.t1
OG0016558	XP_013593368.1	ESY7_g16671_DN3_SP0_c0.t1
OG0016559	XP_013595475.1	ESY7_g16664_DN3_SP1_c0.t1
OG0016560	XP_013598718.1	ESY16_g62502_DN3_SP2_c0.t1
OG0016562	XP_013593689.1	ESY7_g16575_DN2_SP0_c0.t1
OG0016563	XP_013596231.1, XP_013593902.1	ESY10_g14279_DN3_SP0_c11.t1
OG0016564	XP_013606853.1	ESY7_g16479_DN3_SP0_c0.t1
OG0016565	XP_013609761.1	ESY7_g16423_DN1_SP0_c0.t1
OG0016566	XP_013611282.1	ESY7_g16383_DN3_SP7_c0.t1
OG0016567	XP_013597931.1	ESY4_g24340_DN3_SP2_c0.t1
OG0016568	XP_013623196.1	ESY4_g24370_DN3_SP7_c0.t1
OG0016569	XP_013598344.1	ESY4_g24377_DN3_SP3_c0.t1
OG0016570	XP_013594318.1	ESY4_g24409_DN3_SP0_c0.t1
OG0016571	XP_013598901.1	ESY4_g24410_DN3_SP0_c0.t1
OG0016572	XP_013625282.1	ESY1_g8249_DN3_SP8_c18.t1
OG0016573	XP_013594237.1	ESY15_g64749_DN3_SP0_c0.t1
OG0016574	XP_013589653.1	ESY2_g38362_DN2_SP6_c0.t1
OG0016575	XP_013585058.1	ESY2_g38317_DN3_SP2_c0.t1
OG0016576	XP_013588578.1	ESY2_g38294_DN3_SP8_c0.t1
OG0016577	XP_013592297.1	ESY2_g38293_DN3_SP0_c0.t1
OG0016578	XP_013591893.1	ESY2_g38292_DN3_SP0_c0.t1
OG0016579	XP_013638091.1	ESY2_g38044_DN3_SP4_c0.t1
OG0016580	XP_013600868.1	ESY2_g38034_DN3_SP0_c0.t1
OG0016581	XP_013604897.1	ESY2_g38027_DN3_SP1_c0.t1
OG0016583	XP_013591276.1	ESY2_g37885_DN3_SP0_c0.t1
OG0016584	XP_013613755.1	ESY2_g37852_DN3_SP0_c0.t1
OG0016585	XP_013638531.1	ESY2_g37823_DN3_SP0_c0.t1
OG0016586	XP_013612295.1	ESY1_g10486_DN3_SP0_c0.t1
OG0016587	XP_013587183.1	ESY2_g37803_DN3_SP5_c0.t1
OG0016588	XP_013590722.1	ESY2_g37733_DN3_SP1_c8.t1
OG0016589	XP_013588983.1	ESY2_g37689_DN2_SP0_c0.t1
OG0016590	XP_013605215.1	ESY2_g37674_DN3_SP0_c0.t1
OG0016591	XP_013602271.1	ESY2_g37673_DN3_SP0_c0.t1
OG0016592	XP_013602987.1	ESY2_g37669_DN3_SP0_c0.t1
OG0016593	XP_013603935.1	ESY2_g37665_DN3_SP0_c0.t1
OG0016594	XP_013603355.1, XP_013584701.1	ESY2_g37664_DN1_SP0_c0.t1
OG0016595	XP_013592727.1	ESY2_g35967_DN3_SP0_c0.t1
OG0016596	XP_013591137.1	ESY2_g35965_DN3_SP0_c0.t1
OG0016597	XP_013591657.1	ESY2_g35955_DN3_SP8_c0.t1
OG0016598	XP_013627680.1	ESY4_g26956_DN3_SP8_c0.t1
OG0016599	XP_013603865.1, XP_013595040.1	ESY4_g26955_DN1_SP0_c0.t1
OG0016602	XP_013595215.1	ESY4_g26944_DN3_SP6_c0.t1
OG0016603	XP_013596373.1	ESY4_g26941_DN3_SP0_c0.t1
OG0016604	XP_013625834.1	ESY4_g26938_DN3_SP0_c0.t1
OG0016605	XP_013622867.1	ESY4_g26937_DN3_SP1_c0.t1
OG0016606	XP_013593182.1	ESY4_g26936_DN3_SP5_c0.t1
OG0016607	XP_013623466.1	ESY4_g26930_DN3_SP0_c0.t1
OG0016608	XP_013626590.1	ESY4_g26929_DN3_SP0_c0.t1
OG0016609	XP_013630291.1	ESY4_g26909_DN3_SP2_c0.t1
OG0016610	XP_013629614.1	ESY4_g26906_DN3_SP0_c0.t1
OG0016611	XP_013629616.1	ESY4_g26902_DN3_SP0_c0.t1
OG0016612	XP_013617976.1	ESY4_g26901_DN2_SP4_c0.t1
OG0016613	XP_013610783.1	ESY4_g26864_DN3_SP4_c0.t1
OG0016614	XP_013620941.1	ESY4_g26846_DN3_SP8_c0.t1
OG0016615	XP_013629017.1	ESY4_g26796_DN3_SP0_c0.t1
OG0016616	XP_013598443.1	ESY4_g26770_DN3_SP0_c0.t1
OG0016617	XP_013599162.1	ESY4_g26774_DN3_SP8_c0.t1
OG0016618	XP_013626231.1	ESY4_g26786_DN3_SP0_c0.t1
OG0016619	XP_013627328.1	ESY4_g26739_DN2_SP0_c0.t1
OG0016620	XP_013630187.1	ESY4_g26725_DN3_SP0_c0.t1
OG0016621	XP_013617129.1	ESY4_g26723_DN3_SP2_c0.t1
OG0016622	XP_013622093.1	ESY4_g26715_DN3_SP1_c0.t1, ESY4_g26713_DN1_SP0_c0.t1
OG0016623	XP_013621897.1	ESY4_g26707_DN2_SP0_c0.t1
OG0016624	XP_013598088.1, XP_013628923.1	ESY4_g26699_DN3_SP8_c0.t1
OG0016625	XP_013618293.1	ESY4_g26697_DN3_SP5_c0.t1
OG0016626	XP_013595845.1	ESY4_g26693_DN3_SP8_c0.t1
OG0016627	XP_013595948.1	ESY4_g26680_DN3_SP3_c0.t1
OG0016628	XP_013608567.1	ESY4_g26648_DN3_SP0_c0.t1
OG0016629	XP_013633812.1	ESY4_g26630_DN3_SP3_c0.t1
OG0016630	XP_013603889.1	ESY4_g26621_DN3_SP0_c0.t1
OG0016631	XP_013595862.1	ESY4_g26627_DN3_SP8_c0.t1
OG0016632	XP_013593472.1	ESY4_g26581_DN3_SP8_c0.t1
OG0016633	XP_013597949.1	ESY4_g26545_DN3_SP0_c0.t1
OG0016634	XP_013595833.1	ESY4_g26481_DN3_SP7_c0.t1
OG0016635	XP_013620633.1	ESY4_g26477_DN3_SP0_c0.t1
OG0016636	XP_013597920.1	ESY4_g26427_DN3_SP8_c0.t1
OG0016638	XP_013625662.1	ESY4_g26346_DN3_SP0_c0.t1
OG0016639	XP_013596924.1	ESY4_g26341_DN3_SP0_c0.t1
OG0016640	XP_013586054.1	ESY4_g26338_DN3_SP7_c0.t1
