Orthogroup	Brassica_oleracea	Cochlearia_excelsa
OG0016053	XP_013585024.1	g6890
OG0016054	XP_013585450.1	g6881
OG0016055	XP_013629343.1	g6869
OG0016056	XP_013608595.1	g13314
OG0016057	XP_013584436.1	g11996
OG0016058	XP_013584624.1, XP_013590344.1	g11990
OG0016059	XP_013587311.1	g6856
OG0016060	XP_013638363.1	g11983
OG0016061	XP_013584080.1	g6848
OG0016062	XP_013638403.1	g6833
OG0016063	XP_013629438.1	g6830
OG0016064	XP_013587420.1	g6823
OG0016065	XP_013585100.1	g11970
OG0016066	XP_013587233.1	g6819
OG0016067	XP_013587229.1	g6820
OG0016069	XP_013638436.1	g11958
OG0016070	XP_013587669.1	g11957
OG0016071	XP_013624252.1	g6786
OG0016072	XP_013623295.1	g6784
OG0016073	XP_013589515.1	g6778
OG0016074	XP_013586259.1	g11952
OG0016075	XP_013608344.1	g11951
OG0016076	XP_013636780.1	g11945
OG0016077	XP_013638437.1	g6756
OG0016078	XP_013587561.1	g11932, g11926
OG0016079	XP_013585985.1	g6749
OG0016080	XP_013586738.1	g6747
OG0016081	XP_013584032.1	g6718
OG0016082	XP_013587235.1	g11912
OG0016083	XP_013613984.1	g13369
OG0016084	XP_013608162.1	g6710
OG0016085	XP_013637802.1	g11897
OG0016086	XP_013638789.1	g11893
OG0016087	XP_013587464.1	g6699
OG0016088	XP_013618367.1	g892
OG0016089	XP_013618072.1	g891
OG0016090	XP_013621057.1	g28389
OG0016091	XP_013621080.1	g885
OG0016092	XP_013612460.1	g14690
OG0016093	XP_013634351.1	g16883
OG0016094	XP_013631307.1	g16884
OG0016095	XP_013634262.1	g16901
OG0016096	XP_013613719.1	g18084
OG0016097	XP_013634492.1	g18087
OG0016098	XP_013636957.1	g46738
OG0016100	XP_013590170.1	g46762
OG0016101	XP_013635495.1	g18115
OG0016102	XP_013591419.1	g46772
OG0016103	XP_013633638.1	g46802
OG0016104	XP_013636960.1	g46840
OG0016105	XP_013621384.1	g10291
OG0016106	XP_013593961.1	g10294
OG0016107	XP_013595467.1	g10298
OG0016108	XP_013599177.1	g10299
OG0016109	XP_013595427.1	g6506
OG0016111	XP_013588419.1	g6542
OG0016112	XP_013593098.1	g6548
OG0016113	XP_013605488.1	g13837
OG0016114	XP_013623659.1	g6565
OG0016115	XP_013587118.1	g11807
OG0016116	XP_013607479.1	g6583
OG0016117	XP_013638244.1	g6637
OG0016118	XP_013625368.1	g13395
OG0016119	XP_013592804.1	g6662
OG0016120	XP_013627022.1	g13392
OG0016121	XP_013638067.1	g6674
OG0016122	XP_013583663.1	g13388
OG0016123	XP_013587722.1	g13384
OG0016124	XP_013585217.1	g6704
OG0016125	XP_013598573.1	g23415
OG0016126	XP_013600095.1	g23447
OG0016127	XP_013607178.1	g11126
OG0016128	XP_013590197.1	g44978
OG0016130	XP_013616443.1	g45001
OG0016131	XP_013618396.1	g45016
OG0016132	XP_013616635.1	g45019
OG0016133	XP_013614779.1	g45021
OG0016134	XP_013591332.1	g45046
OG0016135	XP_013612279.1	g42007
OG0016136	XP_013588810.1	g41914
OG0016137	XP_013618727.1	g45044
OG0016138	XP_013591726.1	g51957
OG0016139	XP_013621226.1	g53640
OG0016141	XP_013614682.1	g45138
OG0016142	XP_013621483.1	g45130
OG0016143	XP_013614591.1	g45102
OG0016144	XP_013608771.1	g41232
OG0016145	XP_013610182.1	g43822
OG0016146	XP_013608948.1	g4902
OG0016147	XP_013613656.1	g4903
OG0016148	XP_013613674.1	g4904
OG0016149	XP_013612800.1	g29072
OG0016150	XP_013609678.1	g4907
OG0016151	XP_013611638.1	g29067
OG0016152	XP_013611441.1	g41466
OG0016153	XP_013628231.1	g4922
OG0016154	XP_013608394.1	g29037
OG0016155	XP_013608395.1	g4933
OG0016156	XP_013608396.1	g41479
OG0016157	XP_013598301.1	g4727
OG0016158	XP_013598614.1	g4673
OG0016159	XP_013608871.1	g4662, g10189
OG0016160	XP_013599140.1	g4764
OG0016161	XP_013615548.1	g4535
OG0016162	XP_013593126.1	g5944
OG0016163	XP_013635491.1	g2413
OG0016164	XP_013631802.1	g11333
OG0016165	XP_013595456.1	g2415
OG0016166	XP_013637362.1	g19276
OG0016167	XP_013593059.1	g2423
OG0016168	XP_013605029.1	g2436
OG0016169	XP_013631216.1	g11340
OG0016170	XP_013632002.1	g16768
OG0016171	XP_013631870.1	g2444
OG0016172	XP_013600244.1	g19292
OG0016173	XP_013602019.1	g19293
OG0016174	XP_013603341.1	g11342
OG0016175	XP_013605165.1	g11344
OG0016176	XP_013638879.1	g19297
OG0016177	XP_013593156.1	g19304
OG0016178	XP_013600847.1	g2468
OG0016179	XP_013596674.1, XP_013603494.1	g2474
OG0016180	XP_013605704.1	g19316
OG0016181	XP_013604421.1	g2485
OG0016182	XP_013599553.1	g11345
OG0016183	XP_013605600.1	g27755
OG0016184	XP_013585429.1	g30726
OG0016185	XP_013601037.1	g49286
OG0016186	XP_013585079.1	g26858
OG0016187	XP_013585078.1	g26859
OG0016188	XP_013602635.1	g49296
OG0016189	XP_013605224.1	g26862
OG0016190	XP_013587215.1	g30729
OG0016191	XP_013604782.1	g49298
OG0016192	XP_013604783.1	g49299
OG0016193	XP_013605764.1	g26864
OG0016194	XP_013638277.1	g49304
OG0016195	XP_013600305.1	g26869
OG0016196	XP_013586789.1	g30735
OG0016197	XP_013584713.1	g49316, g30738
OG0016198	XP_013623404.1	g49321
OG0016199	XP_013637830.1	g26874
OG0016200	XP_013587184.1	g49333
OG0016201	XP_013584455.1	g49336
OG0016202	XP_013600529.1	g49343
OG0016203	XP_013602333.1	g26880
OG0016204	XP_013597132.1	g13663
OG0016205	XP_013584571.1	g26887
OG0016206	XP_013637998.1	g49359
OG0016207	XP_013585755.1	g49364
OG0016209	XP_013604819.1, XP_013585204.1	g49382
OG0016210	XP_013586382.1	g30778
OG0016211	XP_013586297.1	g26896
OG0016212	XP_013584103.1	g26901
OG0016213	XP_013604418.1	g49400
OG0016214	XP_013587721.1	g30812
OG0016215	XP_013586189.1	g49415
OG0016216	XP_013586191.1	g30824
OG0016218	XP_013585136.1	g30832
OG0016219	XP_013603376.1	g26912
OG0016220	XP_013602386.1	g30836
OG0016221	XP_013605842.1	g30838
OG0016222	XP_013605649.1	g49431
OG0016223	XP_013602203.1	g30847
OG0016224	XP_013584428.1	g30861
OG0016225	XP_013585046.1	g26931
OG0016227	XP_013585530.1	g30878
OG0016229	XP_013585133.1	g49470
OG0016230	XP_013587082.1	g30898
OG0016231	XP_013583593.1	g30892
OG0016232	XP_013637890.1	g30891
OG0016233	XP_013602418.1	g49479
OG0016234	XP_013583972.1	g49480
OG0016235	XP_013584126.1	g30908
OG0016236	XP_013637953.1	g49487
OG0016237	XP_013639106.1, XP_013602596.1	g26956
OG0016238	XP_013584164.1	g49491
OG0016239	XP_013602054.1	g26957
OG0016240	XP_013585857.1	g49494
OG0016241	XP_013584508.1	g30931
OG0016242	XP_013584861.1	g30941
OG0016243	XP_013586745.1, XP_013615425.1	g30945
OG0016244	XP_013603145.1	g30955
OG0016245	XP_013604637.1	g30956
OG0016246	XP_013604638.1	g30958
OG0016247	XP_013603681.1	g30961
OG0016248	XP_013624374.1	g41130
OG0016249	XP_013600320.1	g49544
OG0016250	XP_013603559.1	g31000
OG0016251	XP_013585928.1	g26978
OG0016252	XP_013638958.1	g26979
OG0016253	XP_013600474.1	g31009
OG0016254	XP_013604704.1	g49549
OG0016255	XP_013583522.1	g26990
OG0016256	XP_013583528.1	g31019
OG0016257	XP_013599462.1	g31027
OG0016258	XP_013583524.1	g49554
OG0016259	XP_013603522.1	g31033
OG0016260	XP_013604027.1, XP_013603415.1	g49558
OG0016261	XP_013638478.1	g31039
OG0016262	XP_013638360.1	g49560
OG0016263	XP_013638274.1	g31042
OG0016264	XP_013599516.1	g31052
OG0016265	XP_013622877.1	g6147
OG0016266	XP_013599460.1	g17217
OG0016267	XP_013601871.1, XP_013604129.1	g31066
OG0016268	XP_013614698.1	g49569
OG0016269	XP_013584718.1	g31071
OG0016271	XP_013587570.1	g31079
OG0016272	XP_013585860.1	g31083
OG0016273	XP_013600038.1	g26952
OG0016274	XP_013614526.1	g27020
OG0016275	XP_013584999.1	g49608
OG0016276	XP_013586479.1	g31111
OG0016277	XP_013587538.1	g49616
OG0016278	XP_013586150.1	g49678
OG0016279	XP_013585618.1	g49673
OG0016280	XP_013605814.1	g49665
OG0016281	XP_013604962.1	g27031
OG0016282	XP_013585615.1	g49664, g27033
OG0016283	XP_013603849.1	g27044
OG0016284	XP_013604936.1	g31134
OG0016285	XP_013585598.1	g49659
OG0016286	XP_013585601.1	g27050
OG0016287	XP_013585147.1	g49641
OG0016288	XP_013601410.1	g27061
OG0016289	XP_013600871.1	g31162
OG0016290	XP_013585655.1	g31169
OG0016291	XP_013603736.1	g31174
OG0016292	XP_013586742.1	g27077
OG0016293	XP_013602293.1	g31181
OG0016294	XP_013600452.1, XP_013584648.1	g31202
OG0016295	XP_013586944.1	g31208
OG0016296	XP_013638518.1	g49704
OG0016297	XP_013584651.1	g31219
OG0016298	XP_013637699.1	g31220
OG0016300	XP_013585779.1	g49709
OG0016302	XP_013604855.1	g31246
OG0016303	XP_013603694.1	g31258
OG0016304	XP_013602447.1	g49731
OG0016305	XP_013638906.1	g31278
OG0016306	XP_013585884.1	g31282
OG0016307	XP_013639163.1	g49756
OG0016308	XP_013584158.1	g40207
OG0016309	XP_013599920.1	g27145
OG0016310	XP_013602108.1	g24822
OG0016311	XP_013587316.1	g27157
OG0016312	XP_013587185.1	g31327
OG0016315	XP_013585436.1	g27180
OG0016316	XP_013638135.1	g31352
OG0016317	XP_013605546.1	g31372
OG0016318	XP_013605545.1	g49814
OG0016319	XP_013613821.1	g31379
OG0016320	XP_013587307.1	g31384
OG0016321	XP_013586286.1	g49822
OG0016323	XP_013600920.1	g31392
OG0016324	XP_013602345.1	g31398
OG0016325	XP_013586925.1	g31406
OG0016326	XP_013601057.1	g31419
OG0016327	XP_013603441.1, XP_013584359.1	g49867
OG0016328	XP_013587094.1	g49869
OG0016329	XP_013586091.1	g27213
OG0016331	XP_013638990.1	g31464
OG0016332	XP_013584470.1	g31474
OG0016333	XP_013584532.1	g31475
OG0016334	XP_013600892.1	g49885
OG0016335	XP_013638820.1	g49894
OG0016336	XP_013603693.1	g49898
OG0016337	XP_013583828.1	g27254
OG0016338	XP_013585931.1	g27253
OG0016339	XP_013600712.1	g31502
OG0016340	XP_013600087.1	g49903
OG0016341	XP_013605413.1	g31507
OG0016342	XP_013587621.1	g31514
OG0016343	XP_013583731.1	g31517
OG0016344	XP_013584139.1	g27263
OG0016345	XP_013587083.1	g31521
OG0016346	XP_013584218.1	g27275
OG0016347	XP_013602015.1	g31534
OG0016348	XP_013586620.1	g31579
OG0016349	XP_013583789.1	g31590
OG0016351	XP_013587294.1	g31599
OG0016352	XP_013583647.1	g31603
OG0016352	XP_013602995.1	g27305
OG0016353	XP_013602008.1	g49948
OG0016354	XP_013585651.1	g49950
OG0016355	XP_013637542.1	g25217
OG0016356	XP_013603183.1, XP_013586550.1	g27332
OG0016358	XP_013587488.1	g49968
OG0016359	XP_013602726.1	g31651
OG0016360	XP_013600051.1	g54067
OG0016361	XP_013604753.1	g49976
OG0016362	XP_013638206.1	g49978
OG0016363	XP_013583636.1	g31657
OG0016364	XP_013587498.1	g31658
OG0016365	XP_013602875.1	g31679
OG0016366	XP_013602186.1	g31684
OG0016369	XP_013585977.1	g27368
OG0016370	XP_013609122.1	g26787
OG0016371	XP_013603129.1	g27369
OG0016372	XP_013583885.1	g31695
OG0016373	XP_013621323.1	g4728
OG0016374	XP_013586927.1	g27372
OG0016375	XP_013638558.1	g31710
OG0016376	XP_013587704.1	g31711
OG0016377	XP_013638586.1	g50003
OG0016378	XP_013639265.1, XP_013603120.1	g31715, g50007
OG0016379	XP_013604611.1	g31718, g50009
OG0016380	XP_013604677.1	g31726
OG0016381	XP_013588101.1, XP_013638461.1	g31727
OG0016382	XP_013599712.1	g31728
OG0016383	XP_013623678.1	g38267
OG0016384	XP_013583984.1	g31745
OG0016385	XP_013600154.1	g31747
OG0016386	XP_013600069.1	g31750
OG0016387	XP_013600068.1	g50030
OG0016388	XP_013585261.1	g50032
OG0016389	XP_013615637.1, XP_013585263.1	g31753
OG0016390	XP_013585939.1	g31762
OG0016392	XP_013622166.1	g868
OG0016393	XP_013602840.1	g31799
OG0016394	XP_013601512.1	g31808
OG0016395	XP_013600336.1	g50056
OG0016396	XP_013605421.1	g31815
OG0016397	XP_013585341.1	g27428
OG0016398	XP_013603087.1	g31819
OG0016399	XP_013584405.1	g31825
OG0016400	XP_013605792.1	g50072
OG0016401	XP_013638271.1	g31836
OG0016402	XP_013638889.1	g50083
OG0016403	XP_013587673.1	g31844
OG0016404	XP_013585943.1	g31855
OG0016405	XP_013587645.1	g31867
OG0016406	XP_013596269.1, XP_013584758.1	g50098
OG0016407	XP_013593560.1	g6382
OG0016408	XP_013598723.1	g31894
OG0016409	XP_013593777.1	g31896
OG0016410	XP_013596692.1	g50120
OG0016412	XP_013586658.1	g31940
OG0016413	XP_013596857.1	g31951
OG0016414	XP_013587251.1	g31963
OG0016415	XP_013594145.1, XP_013638853.1	g50181
OG0016416	XP_013632084.1	g38424
OG0016417	XP_013583892.1	g50200
OG0016418	XP_013585494.1	g27490
OG0016419	XP_013604224.1	g50203, g31998
OG0016420	XP_013585496.1	g50205
OG0016421	XP_013604223.1	g50206
OG0016422	XP_013638624.1, XP_013585497.1	g32000
OG0016423	XP_013637695.1	g27494
OG0016424	XP_013587638.1	g32008
OG0016425	XP_013586671.1	g32010
OG0016426	XP_013586672.1	g27496
OG0016428	XP_013595619.1, XP_013584551.1	g50230
OG0016429	XP_013637722.1	g50233
OG0016430	XP_013638967.1	g50245
OG0016431	XP_013584934.1	g32038
OG0016432	XP_013586968.1	g50247
OG0016433	XP_013586112.1	g50248
OG0016434	XP_013585567.1	g32044
OG0016435	XP_013637716.1	g50250
OG0016436	XP_013585923.1	g27533
OG0016437	XP_013583689.1	g50253, g27534
OG0016438	XP_013638547.1	g50254
OG0016439	XP_013614911.1	g27542
OG0016441	XP_013588740.1	g45992
OG0016442	XP_013592358.1	g45946
OG0016443	XP_013591768.1	g45942
OG0016444	XP_013591769.1	g45940
OG0016446	XP_013591783.1	g44650
OG0016447	XP_013588623.1	g44651
OG0016448	XP_013592443.1	g45928
OG0016449	XP_013592647.1	g45926
OG0016450	XP_013590037.1	g45914
OG0016451	XP_013592550.1	g45913
OG0016452	XP_013615124.1, XP_013592279.1	g44661
OG0016453	XP_013588630.1	g53933
OG0016454	XP_013617206.1	g45906
OG0016455	XP_013615948.1	g45904
OG0016456	XP_013592516.1	g45903
OG0016457	XP_013619812.1	g45072
OG0016458	XP_013588217.1	g45883
OG0016459	XP_013590223.1	g45872
OG0016460	XP_013592387.1	g45869
OG0016461	XP_013619885.1	g45862, g44696
OG0016462	XP_013620520.1	g45848
OG0016463	XP_013592638.1	g45835
OG0016464	XP_013589762.1	g45830
OG0016466	XP_013591292.1	g45828
OG0016467	XP_013637701.1	g27787, g50665
OG0016468	XP_013604587.1	g32637
OG0016469	XP_013638236.1	g50670
OG0016470	XP_013605332.1	g32649
OG0016471	XP_013592632.1, XP_013605775.1	g50681
OG0016472	XP_013592336.1	g27800
OG0016473	XP_013592911.1	g50689
OG0016474	XP_013588187.1	g50692
OG0016476	XP_013611377.1	g1736
OG0016477	XP_013612619.1	g37127
OG0016478	XP_013610429.1	g40843
OG0016479	XP_013628438.1	g28257, g1401
OG0016480	XP_013610617.1	g40860
OG0016481	XP_013612382.1	g40868
OG0016483	XP_013629337.1	g40879
OG0016484	XP_013608722.1	g40882
OG0016485	XP_013607077.1	g40883
OG0016486	XP_013609303.1	g40884
OG0016487	XP_013632858.1, XP_013607206.1	g44237
OG0016488	XP_013610952.1	g40885
OG0016489	XP_013609892.1	g40892
OG0016490	XP_013611136.1	g40902
OG0016491	XP_013607329.1	g40208
OG0016492	XP_013610266.1	g40934
OG0016493	XP_013637285.1, XP_013606477.1	g40937
OG0016494	XP_013609317.1	g40942
OG0016495	XP_013631071.1, XP_013632001.1	g40962
OG0016496	XP_013612300.1	g44173
OG0016497	XP_013614411.1	g40279
OG0016498	XP_013606605.1	g44166
OG0016499	XP_013632163.1, XP_013621063.1	g40972
OG0016500	XP_013606198.1	g40975
OG0016501	XP_013606019.1	g44152
OG0016502	XP_013607057.1	g44143
OG0016503	XP_013606181.1	g41001
OG0016504	XP_013617366.1	g44137
OG0016505	XP_013597112.1	g41016
OG0016506	XP_013609628.1	g41022
OG0016507	XP_013606117.1	g44125
OG0016508	XP_013612592.1	g44122
OG0016509	XP_013636242.1	g36245
OG0016510	XP_013630576.1	g44108
OG0016511	XP_013610502.1	g41430, g41033
OG0016512	XP_013636121.1, XP_013605398.1	g44100
OG0016513	XP_013594531.1	g41040
OG0016514	XP_013611454.1	g44088
OG0016515	XP_013616447.1	g44071
OG0016516	XP_013615946.1	g41053
OG0016517	XP_013585308.1	g47640
OG0016518	XP_013637230.1, XP_013607078.1	g38258
OG0016519	XP_013613121.1	g44044
OG0016520	XP_013607396.1	g44042
OG0016521	XP_013635588.1, XP_013608179.1	g24716
OG0016522	XP_013633721.1	g44028
OG0016523	XP_013605983.1	g1712
OG0016524	XP_013611971.1	g44015
OG0016525	XP_013611970.1	g44016
OG0016526	XP_013587764.1	g49534
OG0016527	XP_013606927.1	g41093
OG0016528	XP_013612204.1	g1709
OG0016529	XP_013608716.1	g41104
OG0016530	XP_013637865.1	g41115
OG0016531	XP_013613577.1	g43971
OG0016532	XP_013606285.1	g43970
OG0016533	XP_013613584.1	g41122
OG0016534	XP_013613591.1	g1695
OG0016536	XP_013606392.1	g41125
OG0016537	XP_013606809.1	g43513
OG0016538	XP_013610649.1	g40825
OG0016539	XP_013613365.1	g1390
OG0016540	XP_013614018.1	g4639
OG0016542	XP_013606470.1	g40770
OG0016543	XP_013612139.1	g40765
OG0016544	XP_013607108.1	g40764
OG0016545	XP_013612987.1	g40757
OG0016547	XP_013608859.1	g40746
OG0016548	XP_013612546.1	g40731
OG0016549	XP_013613038.1	g40628
OG0016550	XP_013597772.1	g10945
OG0016551	XP_013594124.1	g10771
OG0016552	XP_013614723.1	g10917
OG0016553	XP_013597689.1	g10915
OG0016554	XP_013593619.1, XP_013595484.1	g40703
OG0016555	XP_013597794.1	g40727
OG0016556	XP_013597793.1	g10837
OG0016557	XP_013610945.1	g11028
OG0016558	XP_013593368.1	g40513
OG0016559	XP_013595475.1	g11031
OG0016560	XP_013598718.1	g47587
OG0016561	XP_013593086.1	g11039
OG0016562	XP_013593689.1	g40488
OG0016563	XP_013596231.1, XP_013593902.1	g16687
OG0016564	XP_013606853.1	g18512
OG0016565	XP_013609761.1	g25550
OG0016566	XP_013611282.1	g40458
OG0016567	XP_013597931.1	g23478
OG0016568	XP_013623196.1	g23463
OG0016569	XP_013598344.1	g23462
OG0016570	XP_013594318.1	g47703
OG0016571	XP_013598901.1	g47704
OG0016572	XP_013625282.1	g2818
OG0016573	XP_013594237.1	g10271
OG0016574	XP_013589653.1	g47149
OG0016575	XP_013585058.1	g36276
OG0016576	XP_013588578.1	g54042
OG0016577	XP_013592297.1	g54043
OG0016578	XP_013591893.1	g54044
OG0016579	XP_013638091.1	g54070
OG0016580	XP_013600868.1	g36321
OG0016581	XP_013604897.1	g54075
OG0016582	XP_013588457.1	g54085
OG0016583	XP_013591276.1	g54101
OG0016584	XP_013613755.1	g28084
OG0016585	XP_013638531.1	g36382
OG0016586	XP_013612295.1	g25747
OG0016587	XP_013587183.1	g54118
OG0016588	XP_013590722.1	g28082
OG0016590	XP_013605215.1	g36396
OG0016591	XP_013602271.1	g54133
OG0016593	XP_013603935.1	g54135
OG0016595	XP_013592727.1	g46178
OG0016596	XP_013591137.1	g44488
OG0016597	XP_013591657.1	g44495
OG0016598	XP_013627680.1	g18383
OG0016599	XP_013603865.1, XP_013595040.1	g19270
OG0016600	XP_013593525.1	g19269, g19273
OG0016601	XP_013630078.1	g53552
OG0016602	XP_013595215.1	g18375
OG0016603	XP_013596373.1	g18373
OG0016604	XP_013625834.1	g18370
OG0016605	XP_013622867.1	g18369
OG0016606	XP_013593182.1	g18368
OG0016607	XP_013623466.1	g18358
OG0016608	XP_013626590.1	g18357
OG0016609	XP_013630291.1	g18341
OG0016611	XP_013629616.1	g18340
OG0016612	XP_013617976.1	g18339
OG0016613	XP_013610783.1	g18326
OG0016614	XP_013620941.1	g18317, g22675
OG0016615	XP_013629017.1	g22695
OG0016616	XP_013598443.1	g22700
OG0016617	XP_013599162.1	g22702
OG0016618	XP_013626231.1	g18125
OG0016619	XP_013627328.1	g18303
OG0016620	XP_013630187.1	g22725
OG0016621	XP_013617129.1	g22729
OG0016623	XP_013621897.1	g18142
OG0016624	XP_013628923.1	g22744
OG0016625	XP_013618293.1	g22745
OG0016626	XP_013595845.1	g22748
OG0016628	XP_013608567.1	g22774
OG0016629	XP_013633812.1	g22783
OG0016630	XP_013603889.1	g22796
OG0016631	XP_013595862.1	g48002
OG0016632	XP_013593472.1	g18285
OG0016633	XP_013597949.1	g22823
OG0016634	XP_013595833.1	g22847
OG0016635	XP_013620633.1	g22850
OG0016636	XP_013597920.1	g22868
OG0016638	XP_013625662.1	g18261
OG0016639	XP_013596924.1	g18259
OG0016640	XP_013586054.1	g22893
OG0016641	XP_013617488.1	g47977
OG0016643	XP_013596162.1	g22899
OG0016644	XP_013593570.1	g22925
OG0016645	XP_013593707.1	g22929
OG0016646	XP_013588202.1	g22930
OG0016647	XP_013598024.1	g47954
OG0016648	XP_013608054.1	g22953
OG0016649	XP_013596882.1	g22954
OG0016650	XP_013583365.1	g47951
OG0016651	XP_013598420.1	g22957
OG0016652	XP_013618352.1	g47948
OG0016653	XP_013595572.1	g47943
OG0016654	XP_013595974.1	g47944
OG0016655	XP_013630342.1	g18236
OG0016657	XP_013584146.1	g22973
OG0016658	XP_013623125.1	g22981
OG0016659	XP_013596142.1	g47926
OG0016660	XP_013589101.1	g22986
OG0016661	XP_013596547.1	g23003
OG0016662	XP_013623217.1	g23004
OG0016663	XP_013596507.1	g23006, g18227
OG0016664	XP_013621791.1	g23016
OG0016665	XP_013627717.1	g28917
OG0016666	XP_013601175.1	g23011
OG0016667	XP_013596514.1	g23008
OG0016668	XP_013636067.1	g23020
OG0016669	XP_013621225.1	g23069
OG0016670	XP_013598996.1	g18214
OG0016671	XP_013637112.1	g47882
OG0016672	XP_013636537.1	g18204
OG0016673	XP_013607770.1, XP_013608765.1	g23106
OG0016674	XP_013608668.1	g47873
OG0016675	XP_013604726.1	g16923
OG0016676	XP_013595790.1	g23273
OG0016677	XP_013628351.1	g1413
OG0016678	XP_013628352.1	g1412
OG0016679	XP_013590553.1	g23251
OG0016680	XP_013622756.1	g23242
OG0016681	XP_013639589.1	g16909
OG0016682	XP_013611489.1	g16908
OG0016683	XP_013597186.1	g23192
OG0016684	XP_013599146.1	g9646
OG0016685	XP_013605960.1	g47841
OG0016687	XP_013604400.1	g23177
OG0016688	XP_013604411.1	g23176
OG0016689	XP_013620917.1	g44779
OG0016690	XP_013606488.1	g23174
OG0016691	XP_013616402.1	g4326
OG0016692	XP_013617769.1	g23170
OG0016694	XP_013615921.1	g23143
OG0016695	XP_013605920.1	g23289
OG0016696	XP_013593297.1	g17214
OG0016697	XP_013618431.1	g16938
OG0016698	XP_013595943.1	g16941
OG0016699	XP_013595624.1	g23295
OG0016700	XP_013616048.1	g23297
OG0016701	XP_013622946.1	g47793
OG0016702	XP_013593196.1	g23306
OG0016704	XP_013583279.1	g23572, g47658
OG0016705	XP_013613363.1	g23328
OG0016706	XP_013598615.1	g47775
OG0016707	XP_013598988.1	g47774
OG0016708	XP_013596895.1	g23346
OG0016709	XP_013622386.1	g47766
OG0016710	XP_013636451.1	g23361
OG0016711	XP_013593731.1	g16969
OG0016712	XP_013599396.1	g23376
