Orthogroup	Brassica_oleracea	Arabidopsis_arenosa
OG0017418	XP_013618069.1	jg10277
OG0017419	XP_013593328.1	jg31277
OG0017420	XP_013602699.1	jg10297
OG0017421	XP_013593679.1	jg21396
OG0017422	XP_013596232.1	jg10551
OG0017423	XP_013600894.1	jg10509
OG0017424	XP_013625798.1	jg27365
OG0017425	XP_013598414.1	jg13758
OG0017426	XP_013601786.1	jg10465
OG0017427	XP_013602401.1	jg10418
OG0017428	XP_013585285.1	jg10415
OG0017429	XP_013596341.1	jg10384
OG0017430	XP_013607532.1	jg10365
OG0017431	XP_013597649.1	jg10604
OG0017432	XP_013597577.1	jg10617
OG0017433	XP_013585370.1, XP_013594378.1	jg25947
OG0017434	XP_013614025.1	jg23884
OG0017435	XP_013614027.1	jg23885
OG0017436	XP_013625515.1	jg23891
OG0017437	XP_013586445.1, XP_013627108.1	jg23911
OG0017438	XP_013628678.1	jg23913
OG0017439	XP_013584113.1	jg23929
OG0017440	XP_013622773.1	jg23931
OG0017441	XP_013584776.1	jg23932
OG0017442	XP_013599402.1	jg15252
OG0017443	XP_013616998.1	jg917
OG0017444	XP_013607589.1	jg23767
OG0017445	XP_013618034.1	jg23770
OG0017446	XP_013618031.1	jg23775
OG0017447	XP_013627235.1	jg23783
OG0017448	XP_013611839.1	jg23788
OG0017449	XP_013611838.1	jg23789
OG0017450	XP_013609089.1	jg23795
OG0017451	XP_013599596.1	jg16439
OG0017453	XP_013603496.1	jg16430
OG0017454	XP_013631159.1	jg16416
OG0017455	XP_013634009.1	jg16376
OG0017456	XP_013632235.1	jg16374
OG0017457	XP_013603781.1	jg16330
OG0017458	XP_013604935.1	jg16290
OG0017459	XP_013590892.1	jg16245
OG0017460	XP_013588910.1	jg16242
OG0017461	XP_013590115.1	jg16149
OG0017462	XP_013634596.1, XP_013588192.1	jg16147
OG0017463	XP_013600028.1, XP_013620210.1	jg16138
OG0017464	XP_013603650.1	jg16135
OG0017468	XP_013603633.1	jg16035
OG0017469	XP_013592845.1	jg16032
OG0017470	XP_013590738.1	jg15942
OG0017471	XP_013600316.1	jg15909
OG0017472	XP_013603816.1, XP_013600694.1	jg15786
OG0017473	XP_013604729.1	jg15763
OG0017474	XP_013600828.1	jg15749
OG0017475	XP_013591520.1	jg15743
OG0017477	XP_013600324.1	jg15643, jg15717
OG0017478	XP_013604614.1	jg15608
OG0017479	XP_013603533.1	jg15606
OG0017480	XP_013637026.1	jg15577
OG0017481	XP_013602767.1	jg15537
OG0017482	XP_013605205.1	jg15514
OG0017483	XP_013605009.1	jg15486
OG0017485	XP_013600141.1	jg15473
OG0017486	XP_013599643.1	jg15442
OG0017487	XP_013603190.1	jg15431
OG0017488	XP_013636011.1	jg15377
OG0017489	XP_013604314.1	jg15367
OG0017491	XP_013592905.1	jg15330
OG0017492	XP_013599508.1	jg15317
OG0017493	XP_013599903.1	jg15312
OG0017494	XP_013602880.1	jg15292
OG0017495	XP_013603516.1	jg15255
OG0017496	XP_013599761.1	jg15248
OG0017498	XP_013604350.1	jg15226
OG0017499	XP_013590935.1	jg15204
OG0017500	XP_013635596.1	jg15202
OG0017501	XP_013600203.1	jg15194
OG0017502	XP_013603916.1	jg15184
OG0017503	XP_013618683.1	jg22150
OG0017504	XP_013606857.1	jg22070
OG0017506	XP_013629917.1	jg26761
OG0017507	XP_013630594.1	jg26807
OG0017508	XP_013597572.1	jg26831
OG0017509	XP_013593482.1	jg26829
OG0017510	XP_013596136.1	jg26850
OG0017511	XP_013630758.1	jg26891
OG0017512	XP_013597606.1	jg26938
OG0017513	XP_013593451.1	jg26941
OG0017514	XP_013598167.1	jg27034
OG0017515	XP_013599208.1	jg27139
OG0017516	XP_013588830.1	jg2173
OG0017517	XP_013590776.1	jg2214
OG0017518	XP_013619182.1	jg2229
OG0017519	XP_013592329.1	jg2314
OG0017520	XP_013592793.1	jg2329
OG0017521	XP_013588225.1	jg2346
OG0017522	XP_013591661.1	jg2366
OG0017523	XP_013590882.1, XP_013615003.1	jg2364
OG0017524	XP_013589932.1	jg2390
OG0017525	XP_013613009.1	jg2405
OG0017527	XP_013627545.1	jg28007
OG0017528	XP_013595340.1	jg28062
OG0017529	XP_013604003.1	jg21796
OG0017530	XP_013596927.1	jg12958
OG0017531	XP_013607190.1	jg21370
OG0017533	XP_013623427.1	jg19351
OG0017534	XP_013628905.1	jg19337
OG0017535	XP_013616596.1	jg21981
OG0017536	XP_013632350.1	jg19305
OG0017540	XP_013637280.1	jg19248
OG0017542	XP_013623476.1	jg19182
OG0017543	XP_013631205.1	jg19179
OG0017544	XP_013629105.1	jg19116
OG0017545	XP_013623240.1	jg19136
OG0017546	XP_013627707.1	jg19088
OG0017547	XP_013625788.1	jg19074
OG0017548	XP_013625088.1	jg19041
OG0017549	XP_013637634.1, XP_013597018.1	jg19030
OG0017550	XP_013625075.1	jg19028
OG0017551	XP_013636037.1	jg19026
OG0017552	XP_013639482.1	jg1605, jg1598, jg1593, jg1600
OG0017553	XP_013635125.1	jg18936
OG0017554	XP_013634371.1	jg18930
OG0017555	XP_013626355.1	jg18910
OG0017556	XP_013620849.1	jg7659
OG0017557	XP_013610247.1	jg11290
OG0017558	XP_013609871.1	jg7672
OG0017559	XP_013607100.1	jg7677
OG0017561	XP_013606025.1	jg7685
OG0017562	XP_013621322.1	jg7643
OG0017563	XP_013638447.1	jg31178
OG0017564	XP_013604274.1	jg16521
OG0017565	XP_013634874.1	jg16524
OG0017566	XP_013605174.1	jg16545
OG0017567	XP_013604883.1	jg16553
OG0017568	XP_013603859.1	jg16566
OG0017569	XP_013604618.1	jg16571
OG0017570	XP_013636790.1	jg16621
OG0017571	XP_013604790.1	jg16633
OG0017572	XP_013600142.1	jg16680
OG0017574	XP_013599529.1	jg17086
OG0017575	XP_013635910.1	jg17192
OG0017576	XP_013630295.1	jg17293
OG0017577	XP_013630389.1	jg17373
OG0017578	XP_013635985.1	jg17157
OG0017579	XP_013603827.1	jg32518
OG0017580	XP_013584021.1	jg32264
OG0017581	XP_013599823.1	jg32163
OG0017582	XP_013589811.1	jg32142
OG0017583	XP_013591961.1	jg32094
OG0017585	XP_013589946.1	jg32400
OG0017587	XP_013586065.1	jg31991
OG0017588	XP_013628246.1	jg7422
OG0017589	XP_013608844.1	jg7442
OG0017590	XP_013608742.1	jg7448
OG0017592	XP_013616344.1	jg7553
OG0017593	XP_013606167.1	jg7550
OG0017595	XP_013606222.1	jg6590
OG0017596	XP_013598708.1	jg6661
OG0017597	XP_013612828.1	jg6674
OG0017598	XP_013599060.1	jg6714
OG0017599	XP_013603340.1	jg28220
OG0017600	XP_013598178.1	jg28255
OG0017601	XP_013615335.1, XP_013598067.1	jg28288
OG0017602	XP_013597348.1	jg28306
OG0017603	XP_013604561.1	jg28323
OG0017604	XP_013635855.1	jg20225
OG0017605	XP_013634599.1	jg20223
OG0017607	XP_013635640.1	jg20166
OG0017609	XP_013636032.1	jg20153
OG0017610	XP_013636836.1	jg20098
OG0017611	XP_013626691.1	jg20090
OG0017612	XP_013621961.1, XP_013633548.1	jg20060
OG0017613	XP_013614733.1	jg20025
OG0017614	XP_013633899.1	jg19947
OG0017615	XP_013637646.1	jg19917, jg19930
OG0017616	XP_013635602.1	jg19865
OG0017617	XP_013594970.1	jg9565
OG0017618	XP_013637156.1	jg19761
OG0017619	XP_013634678.1	jg19758
OG0017620	XP_013637005.1	jg19756
OG0017621	XP_013636473.1	jg19746
OG0017622	XP_013626892.1	jg19737
OG0017623	XP_013630129.1	jg28302
OG0017624	XP_013622189.1	jg19665
OG0017625	XP_013634216.1, XP_013634366.1	jg19650
OG0017626	XP_013625974.1	jg19643
OG0017627	XP_013626129.1	jg19525
OG0017628	XP_013623460.1	jg19504
OG0017629	XP_013631345.1	jg19501
OG0017630	XP_013635098.1	jg19474
OG0017632	XP_013635565.1	jg24019
OG0017633	XP_013587491.1	jg24026
OG0017634	XP_013589088.1	jg24084
OG0017635	XP_013584980.1	jg24111
OG0017636	XP_013632575.1	jg24114
OG0017638	XP_013583618.1	jg24164
OG0017639	XP_013583620.1	jg24165
OG0017640	XP_013637838.1	jg24187
OG0017641	XP_013637779.1	jg24206
OG0017642	XP_013630157.1	jg24211
OG0017643	XP_013595835.1	jg23578
OG0017644	XP_013619152.1	jg24338
OG0017645	XP_013585536.1	jg24360
OG0017646	XP_013634802.1	jg16828
OG0017647	XP_013639252.1	jg24411
OG0017648	XP_013638796.1	jg24424
OG0017649	XP_013583995.1	jg24452
OG0017650	XP_013583695.1	jg24535
OG0017651	XP_013587740.1	jg24536
OG0017652	XP_013596877.1	jg31211
OG0017653	XP_013588364.1	jg24570
OG0017654	XP_013630539.1	jg24585
OG0017655	XP_013586594.1	jg24594
OG0017656	XP_013587675.1	jg24601
OG0017657	XP_013629748.1	jg24612
OG0017658	XP_013630714.1	jg24635
OG0017659	XP_013626349.1	jg24644
OG0017660	XP_013587177.1	jg24667
OG0017661	XP_013638496.1	jg24688, jg24276
OG0017662	XP_013618214.1	jg24694
OG0017663	XP_013585317.1	jg24727
OG0017664	XP_013597899.1	jg5878
OG0017665	XP_013638938.1	jg24747
OG0017666	XP_013638031.1	jg24756
OG0017667	XP_013618515.1	jg24759
OG0017668	XP_013616992.1	jg24792
OG0017669	XP_013587304.1	jg24795
OG0017670	XP_013616924.1	jg24800
OG0017671	XP_013610377.1	jg27074
OG0017672	XP_013627182.1	jg24881
OG0017673	XP_013586456.1	jg24892
OG0017674	XP_013584105.1	jg24900
OG0017675	XP_013638880.1	jg24905
OG0017676	XP_013583546.1	jg24934
OG0017678	XP_013638781.1	jg24956
OG0017679	XP_013586400.1	jg24958
OG0017680	XP_013628587.1	jg24973
OG0017681	XP_013583785.1	jg25002
OG0017682	XP_013585724.1	jg25025
OG0017683	XP_013638200.1	jg25098
OG0017684	XP_013627325.1	jg25208
OG0017685	XP_013611409.1	jg25212
OG0017686	XP_013585576.1	jg25237
OG0017687	XP_013611013.1	jg25287
OG0017688	XP_013628213.1	jg25809, jg25310
OG0017689	XP_013587339.1	jg25339
OG0017690	XP_013610820.1	jg25361
OG0017691	XP_013585368.1	jg25369
OG0017692	XP_013638928.1	jg25373
OG0017693	XP_013610663.1	jg25413
OG0017694	XP_013586287.1	jg25417
OG0017695	XP_013616932.1	jg25445
OG0017696	XP_013586235.1	jg25472
OG0017697	XP_013586090.1	jg25473
OG0017698	XP_013597524.1	jg27395
OG0017699	XP_013617617.1	jg25525
OG0017700	XP_013624207.1, XP_013630780.1	jg25537
OG0017702	XP_013625546.1	jg25539
OG0017703	XP_013633505.1	jg25560
OG0017704	XP_013586921.1	jg25571, jg14287
OG0017705	XP_013584188.1	jg25604
OG0017706	XP_013622908.1	jg25608
OG0017707	XP_013619527.1	jg25661
OG0017708	XP_013586579.1	jg25680
OG0017709	XP_013609553.1	jg25746
OG0017710	XP_013587031.1	jg25750
OG0017711	XP_013584057.1	jg25861
OG0017712	XP_013587741.1	jg25903
OG0017713	XP_013603678.1	jg9849
OG0017715	XP_013627433.1	jg26117
OG0017716	XP_013608362.1	jg26120
OG0017717	XP_013608355.1	jg26121
OG0017718	XP_013586132.1	jg28783
OG0017719	XP_013586941.1	jg26127
OG0017720	XP_013605321.1	jg11911
OG0017721	XP_013587571.1	jg26248
OG0017722	XP_013621059.1	jg21984
OG0017723	XP_013634119.1	jg12565
OG0017724	XP_013589257.1	jg12557
OG0017725	XP_013590604.1	jg12531
OG0017726	XP_013637076.1	jg12506
OG0017727	XP_013631392.1	jg12379
OG0017728	XP_013634523.1	jg12378
OG0017729	XP_013634955.1	jg12235
OG0017731	XP_013633795.1	jg12232
OG0017732	XP_013635086.1	jg12208
OG0017733	XP_013587766.1	jg12144
OG0017734	XP_013637166.1	jg12052
OG0017735	XP_013617061.1	jg26634
OG0017736	XP_013597298.1	jg26571
OG0017737	XP_013609348.1	jg26561
OG0017738	XP_013586439.1	jg26536
OG0017739	XP_013607486.1	jg26476
OG0017740	XP_013585583.1	jg26444
OG0017741	XP_013587121.1	jg26435
OG0017742	XP_013583799.1	jg26424
OG0017744	XP_013586569.1	jg26337
OG0017745	XP_013638082.1	jg26319
OG0017746	XP_013584991.1	jg9398
OG0017747	XP_013593959.1, XP_013591300.1	jg9399
OG0017748	XP_013597588.1	jg9402
OG0017749	XP_013588486.1	jg9403
OG0017750	XP_013602150.1	jg9415
OG0017751	XP_013597200.1	jg9420
OG0017752	XP_013622792.1	jg23133
OG0017753	XP_013591391.1	jg2086
OG0017754	XP_013588317.1	jg1965
OG0017755	XP_013588005.1	jg1947
OG0017756	XP_013588271.1	jg1795
OG0017757	XP_013627035.1	jg1854
OG0017758	XP_013616057.1	jg1857
OG0017759	XP_013615163.1	jg1906
OG0017760	XP_013628927.1	jg22324
OG0017761	XP_013609494.1	jg1539
OG0017762	XP_013610455.1	jg1538
OG0017763	XP_013634196.1	jg1506
OG0017764	XP_013609543.1	jg1492
OG0017766	XP_013627310.1	jg5743
OG0017767	XP_013616834.1	jg5703
OG0017768	XP_013606984.1	jg5668
OG0017769	XP_013616444.1	jg21604
OG0017770	XP_013596652.1	jg6808
OG0017771	XP_013612393.1	jg21383
OG0017772	XP_013596642.1	jg28190
OG0017773	XP_013593060.1	jg15125
OG0017774	XP_013598319.1	jg15111
OG0017775	XP_013599994.1	jg15007
OG0017776	XP_013583668.1	jg15006
OG0017777	XP_013585431.1	jg28400
OG0017779	XP_013631644.1	jg28414
OG0017780	XP_013584472.1	jg28436
OG0017781	XP_013639061.1	jg28444
OG0017782	XP_013585836.1	jg28448
OG0017783	XP_013636256.1	jg21614
OG0017784	XP_013637999.1	jg28540
OG0017785	XP_013585756.1	jg28545
OG0017787	XP_013639085.1	jg28647
OG0017788	XP_013584968.1	jg28683
OG0017789	XP_013585274.1	jg28718
OG0017790	XP_013587594.1	jg28719
OG0017791	XP_013587182.1	jg28728
OG0017792	XP_013602205.1	jg28731
OG0017793	XP_013585846.1	jg28737
OG0017794	XP_013584784.1	jg28755
OG0017795	XP_013587283.1	jg28805
OG0017796	XP_013586676.1	jg28829
OG0017797	XP_013601887.1	jg28847
OG0017798	XP_013612187.1	jg21348
OG0017799	XP_013584163.1	jg28869
OG0017800	XP_013585858.1	jg28877
OG0017801	XP_013605399.1	jg28899
OG0017802	XP_013605589.1	jg28914
OG0017803	XP_013605077.1	jg28932
OG0017804	XP_013602551.1	jg28940
OG0017805	XP_013586995.1	jg28953
OG0017806	XP_013598190.1, XP_013639115.1	jg28962
OG0017807	XP_013605662.1	jg28975
OG0017808	XP_013605602.1	jg28985
OG0017809	XP_013599846.1	jg5477, jg29022
OG0017810	XP_013586253.1	jg2037, jg29077
OG0017811	XP_013585959.1	jg29086
OG0017812	XP_013586761.1	jg29125
OG0017813	XP_013605730.1	jg29143
OG0017814	XP_013602318.1	jg29145
OG0017815	XP_013587259.1	jg29197
OG0017816	XP_013621560.1	jg21948
OG0017817	XP_013600856.1	jg29208
OG0017818	XP_013585620.1	jg29216
OG0017819	XP_013638587.1	jg29270
OG0017820	XP_013585653.1	jg29283
OG0017821	XP_013585586.1	jg29290
OG0017822	XP_013604203.1	jg29292
OG0017823	XP_013639144.1	jg29298
OG0017824	XP_013638816.1	jg29301
OG0017825	XP_013604519.1	jg29307
OG0017826	XP_013637697.1	jg29356
OG0017827	XP_013602663.1	jg29395
OG0017828	XP_013604856.1	jg29415
OG0017829	XP_013603063.1	jg29424
OG0017830	XP_013600271.1	jg29479
OG0017831	XP_013638905.1	jg29483
OG0017832	XP_013638489.1	jg29488
OG0017833	XP_013604722.1	jg29491
OG0017834	XP_013600168.1	jg29507
OG0017836	XP_013638353.1	jg29585
OG0017837	XP_013605549.1	jg29604
OG0017839	XP_013599774.1	jg29745
OG0017841	XP_013632102.1	jg17026, jg17025
OG0017842	XP_013584673.1	jg29826
OG0017843	XP_013586474.1	jg29830
OG0017844	XP_013583642.1	jg29844
OG0017845	XP_013599993.1	jg29874
OG0017846	XP_013600605.1	jg29888
OG0017847	XP_013605416.1	jg29893
OG0017848	XP_013585321.1	jg29914
OG0017849	XP_013586757.1	jg29950
OG0017850	XP_013585087.1	jg30015
OG0017851	XP_013585169.1	jg30041
OG0017852	XP_013638313.1	jg30045
OG0017853	XP_013585956.1	jg30089
OG0017855	XP_013604401.1	jg30114
OG0017856	XP_013585329.1	jg30224
OG0017857	XP_013587300.1	jg30247
OG0017858	XP_013599485.1	jg30262
OG0017859	XP_013586696.1	jg30289
OG0017860	XP_013600669.1	jg30308
OG0017861	XP_013613978.1	jg30316
OG0017862	XP_013604764.1, XP_013617913.1	jg30355
OG0017863	XP_013599781.1	jg30358
OG0017864	XP_013586516.1	jg30372
OG0017865	XP_013638932.1	jg30378
OG0017866	XP_013638620.1	jg30382
OG0017867	XP_013605384.1	jg30379
OG0017868	XP_013605921.1	jg30393
OG0017869	XP_013605133.1	jg30429
OG0017870	XP_013602332.1	jg30438
OG0017871	XP_013600026.1	jg30484
OG0017872	XP_013587191.1	jg30499
OG0017873	XP_013636176.1	jg11963
OG0017874	XP_013605691.1	jg30604
OG0017875	XP_013584976.1	jg30638
OG0017876	XP_013584726.1	jg30698
OG0017877	XP_013586252.1	jg30718
OG0017878	XP_013638460.1	jg30723
OG0017879	XP_013585388.1	jg30725
OG0017880	XP_013638494.1	jg30733
OG0017883	XP_013584879.1	jg30808
OG0017884	XP_013596118.1	jg30820
OG0017885	XP_013602684.1	jg30823
OG0017886	XP_013586707.1	jg30835
OG0017887	XP_013592976.1	jg31940
OG0017888	XP_013602834.1	jg30839
OG0017890	XP_013590234.1	jg2801
OG0017891	XP_013588070.1	jg2792
OG0017892	XP_013592157.1	jg2764
OG0017893	XP_013591505.1, XP_013615125.1	jg2746
OG0017894	XP_013592055.1	jg2729
OG0017895	XP_013588755.1	jg2715
OG0017896	XP_013584941.1	jg30871
OG0017897	XP_013592633.1	jg2696
OG0017898	XP_013591810.1	jg2689
OG0017901	XP_013592520.1	jg2677
OG0017902	XP_013590651.1	jg2657
OG0017903	XP_013586654.1	jg31941
OG0017904	XP_013602545.1	jg31955
OG0017905	XP_013637675.1	jg31958
OG0017906	XP_013592910.1	jg31976
OG0017907	XP_013635115.1	jg12783
OG0017908	XP_013633170.1	jg12567
OG0017909	XP_013632850.1	jg680
OG0017910	XP_013633928.1	jg688
OG0017911	XP_013612834.1	jg692
OG0017912	XP_013632107.1	jg696
OG0017913	XP_013606831.1	jg706
OG0017914	XP_013630955.1	jg707
OG0017915	XP_013631503.1	jg729
OG0017917	XP_013606467.1	jg757
OG0017918	XP_013634557.1, XP_013594883.1	jg869
OG0017919	XP_013616881.1	jg880
OG0017920	XP_013609901.1	jg884
OG0017921	XP_013605946.1	jg905
OG0017922	XP_013618081.1	jg957
OG0017923	XP_013606115.1	jg960
OG0017924	XP_013591727.1	jg1941, jg1943
OG0017925	XP_013607744.1	jg1106
OG0017926	XP_013614982.1	jg1137
OG0017927	XP_013636147.1	jg1194
OG0017928	XP_013612205.1	jg1349
OG0017929	XP_013618397.1	jg1938
OG0017930	XP_013585746.1	jg1407
OG0017931	XP_013614915.1	jg1423
OG0017932	XP_013610103.1	jg428
OG0017933	XP_013597895.1	jg13743
OG0017934	XP_013595687.1	jg27488
OG0017935	XP_013609975.1	jg358
OG0017936	XP_013621442.1	jg20400
OG0017937	XP_013597098.1	jg20399
OG0017938	XP_013606964.1	jg20390
OG0017939	XP_013598629.1	jg20369
OG0017940	XP_013620407.1	jg20274
OG0017941	XP_013594078.1	jg31268
OG0017942	XP_013594044.1	jg20705
OG0017943	XP_013619582.1	jg20762
OG0017944	XP_013613183.1	jg7803
OG0017945	XP_013610521.1	jg7781
OG0017946	XP_013618374.1	jg9504
OG0017947	XP_013604349.1	jg9491
OG0017948	XP_013615030.1	jg9438
OG0017949	XP_013639146.1	jg9437
OG0017950	XP_013616693.1	jg11027
OG0017951	XP_013602530.1	jg11023
OG0017952	XP_013599877.1	jg32483
OG0017954	XP_013599742.1	jg32910
OG0017955	XP_013605521.1	jg32928
OG0017956	XP_013587265.1	jg32926
OG0017957	XP_013591652.1	jg32946
OG0017958	XP_013599932.1	jg32973
OG0017959	XP_013613759.1	jg32981
OG0017960	XP_013592728.1	jg3151
OG0017961	XP_013595213.1	jg8279
OG0017962	XP_013586022.1	jg8283
OG0017963	XP_013629550.1	jg8291
OG0017964	XP_013598229.1	jg8313
OG0017965	XP_013597981.1	jg8316
OG0017966	XP_013622625.1	jg8337
OG0017967	XP_013593397.1	jg8338
OG0017968	XP_013625192.1	jg8340
OG0017969	XP_013599165.1	jg8348
OG0017971	XP_013629112.1	jg8387
OG0017972	XP_013602451.1	jg8421
OG0017973	XP_013627421.1	jg14295
OG0017974	XP_013616766.1	jg8432
OG0017976	XP_013614782.1	jg8505
OG0017977	XP_013636856.1	jg8506
OG0017978	XP_013633703.1	jg17339
OG0017979	XP_013589609.1	jg8532
OG0017980	XP_013617842.1, XP_013619791.1	jg8593
OG0017981	XP_013599235.1	jg8615
OG0017982	XP_013597916.1	jg8619
OG0017983	XP_013617779.1	jg8642
OG0017984	XP_013592490.1	jg8660
OG0017985	XP_013599276.1	jg8706
OG0017986	XP_013598726.1	jg8791
OG0017987	XP_013597197.1	jg8834
OG0017988	XP_013584505.1	jg8876
OG0017989	XP_013607740.1	jg8919
OG0017991	XP_013585641.1	jg9147
OG0017992	XP_013635100.1, XP_013635000.1	jg19991
OG0017993	XP_013639740.1	jg9111
OG0017994	XP_013589167.1	jg9085
OG0017995	XP_013596155.1	jg9026
OG0017997	XP_013591762.1	jg8996
OG0017998	XP_013589535.1	jg8983
OG0017999	XP_013621376.1	jg8966
OG0018000	XP_013597880.1	jg9214
OG0018002	XP_013625578.1	jg9242
OG0018003	XP_013596775.1	jg9256
OG0018004	XP_013626510.1	jg9619
OG0018005	XP_013612069.1	jg9267
OG0018007	XP_013593139.1	jg9288
OG0018008	XP_013601101.1	jg9309
OG0018009	XP_013593924.1	jg26668
OG0018010	XP_013593812.1	jg26694
OG0018011	XP_013622095.1	jg26709
OG0018012	XP_013591927.1	jg2901
OG0018013	XP_013592098.1	jg2890
OG0018014	XP_013592127.1	jg2884
OG0018015	XP_013587015.1	jg30968
OG0018016	XP_013584097.1	jg30983
OG0018017	XP_013638640.1	jg31087
OG0018018	XP_013599081.1	jg31141
OG0018019	XP_013602184.1	jg9887
OG0018020	XP_013599739.1	jg17350
OG0018021	XP_013602379.1	jg17138
OG0018022	XP_013609351.1	jg8026
OG0018024	XP_013620866.1	jg8148
OG0018025	XP_013612644.1	jg8144
OG0018026	XP_013610123.1	jg8117
OG0018027	XP_013611831.1	jg8211
OG0018028	XP_013599714.1, XP_013621752.1	jg16501
OG0018029	XP_013631943.1	jg16517
OG0018030	XP_013622689.1	jg31163
OG0018031	XP_013604509.1	jg32481
OG0018032	XP_013617881.1	jg9771
OG0018033	XP_013608489.1	jg9741
OG0018034	XP_013586510.1	jg9716
OG0018035	XP_013610466.1	jg9720
OG0018036	XP_013639447.1	jg9701
OG0018037	XP_013619313.1	jg9699
OG0018038	XP_013619008.1	jg9683
OG0018039	XP_013619820.1	jg9654
OG0018040	XP_013595140.1	jg9642
OG0018043	XP_013639086.1	jg28649
OG0018044	XP_013587579.1	jg29202
OG0018045	XP_013585784.1	jg29364
OG0018046	XP_013602647.1	jg29473
OG0018047	XP_013603302.1	jg29702
OG0018048	XP_013597301.1	jg29824
OG0018048	XP_013628022.1	jg29825
OG0018050	XP_013603850.1, XP_013603474.1, XP_013638895.1	jg30395
OG0018051	XP_013596752.1	jg30872
OG0018052	XP_013585408.1	jg31028
OG0018053	XP_013638043.1	jg31078
OG0018054	XP_013585708.1	jg31108
OG0018055	XP_013619753.1, XP_013627420.1	jg31569
OG0018056	XP_013599764.1	jg31908
OG0018057	XP_013603125.1	jg32492
OG0018058	XP_013607361.1	jg32503, jg32511
OG0018059	XP_013602919.1	jg32530
OG0018060	XP_013590595.1	jg32650
OG0018067	XP_013587964.1	jg1805
OG0018068	XP_013592440.1	jg1934
OG0018069	XP_013630027.1	jg2021
OG0018070	XP_013612911.1	jg2088
OG0018071	XP_013620127.1	jg2357
OG0018072	XP_013619094.1	jg2386
OG0018073	XP_013619896.1, XP_013591101.1	jg2452
OG0018074	XP_013591375.1	jg2518
OG0018075	XP_013616095.1	jg2727
OG0018076	XP_013591047.1	jg2835
OG0018077	XP_013591084.1	jg3041
OG0018078	XP_013590461.1, XP_013619075.1	jg3059
OG0018079	XP_013591552.1	jg3094
OG0018080	XP_013591986.1	jg3112
OG0018081	XP_013589691.1	jg3282
OG0018082	XP_013592640.1	jg3361
OG0018083	XP_013591007.1	jg3497
OG0018084	XP_013590496.1	jg3599
OG0018086	XP_013622610.1	jg24009
OG0018087	XP_013627723.1, XP_013585269.1	jg24696
OG0018088	XP_013587574.1, XP_013587573.1	jg24708
OG0018089	XP_013611215.1	jg25256
OG0018090	XP_013609051.1	jg25924
OG0018091	XP_013585288.1	jg25977
OG0018092	XP_013587236.1	jg26025
OG0018093	XP_013638790.1, XP_013601637.1	jg26035
OG0018094	XP_013596987.1	jg26589
OG0018095	XP_013596972.1, XP_013625608.1	jg26598
OG0018096	XP_013627448.1	jg26871
OG0018097	XP_013625152.1	jg26964, jg26967
OG0018098	XP_013630041.1	jg27403
