Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_NCBI
OG0018594	XP_013628427.1	XP_002885070.1
OG0018595	XP_013610165.1	XP_020886992.1
OG0018596	XP_013585875.1, XP_013629265.1	XP_020872049.1, XP_002882940.1
OG0018597	XP_013586356.1	XP_020889149.1
OG0018599	XP_013608648.1	XP_002883132.1
OG0018600	XP_013618457.1	XP_002875071.1
OG0018601	XP_013585639.1	XP_020886283.1
OG0018602	XP_013587231.1	XP_020887981.1
OG0018604	XP_013623296.1, XP_013594355.1	XP_020887494.1
OG0018605	XP_013637797.1	XP_020887491.1
OG0018606	XP_013638500.1	XP_002885321.2
OG0018607	XP_013586858.1	XP_020886277.1
OG0018609	XP_013607056.1	XP_002864185.1
OG0018610	XP_013613547.1	XP_020872937.1
OG0018611	XP_013633196.1	XP_002868737.1
OG0018612	XP_013596312.1	XP_020878935.1
OG0018613	XP_013583827.1	XP_020886984.1
OG0018614	XP_013617847.1, XP_013639232.1	XP_020888460.1
OG0018615	XP_013619100.1	XP_002876785.1
OG0018616	XP_013616629.1	XP_020889693.1
OG0018617	XP_013627894.1	XP_002886767.1
OG0018618	XP_013625156.1	XP_020868341.1
OG0018619	XP_013623826.1, XP_013612706.1	XP_002873920.1
OG0018620	XP_013609691.1	XP_002873883.1
OG0018621	XP_013596261.1	XP_002876142.1
OG0018622	XP_013596259.1	XP_020880637.1
OG0018623	XP_013601030.1	XP_020868111.1
OG0018624	XP_013601026.1	XP_002889344.1
OG0018625	XP_013601028.1	XP_020869420.1
OG0018627	XP_013600513.1	XP_002889462.1
OG0018628	XP_013584048.1	XP_002889483.1
OG0018629	XP_013587180.1	XP_020867265.1
OG0018630	XP_013587179.1	XP_002892197.1
OG0018631	XP_013585851.1	XP_020867545.1
OG0018632	XP_013638490.1	XP_020870541.1
OG0018633	XP_013586850.1	XP_002892259.2
OG0018635	XP_013586238.1	XP_020868613.1
OG0018636	XP_013585186.1	XP_020869686.1
OG0018637	XP_013583527.1	XP_020868600.1
OG0018638	XP_013603540.1	XP_002889628.1
OG0018639	XP_013584522.1	XP_020866373.1
OG0018640	XP_013587592.1	XP_002892395.2
OG0018641	XP_013600550.1	XP_020870890.1
OG0018642	XP_013601014.1	XP_020870228.1
OG0018643	XP_013600002.1	XP_002889678.2
OG0018644	XP_013587605.1	XP_002892433.1
OG0018645	XP_013586293.1	XP_002889724.1
OG0018646	XP_013587546.1	XP_020867891.1
OG0018647	XP_013604522.1	XP_002892504.2
OG0018648	XP_013586023.1	XP_020869084.1
OG0018649	XP_013585782.1	XP_002892533.1
OG0018650	XP_013584220.1	XP_002889820.1
OG0018652	XP_013604251.1	XP_002892635.1
OG0018653	XP_013638554.1	XP_020867506.1
OG0018655	XP_013638830.1	XP_020870350.1
OG0018656	XP_013586478.1	XP_002892765.1
OG0018657	XP_013587391.1	XP_002892809.1
OG0018658	XP_013637889.1	XP_002892847.1
OG0018659	XP_013583910.1	XP_002892860.2
OG0018660	XP_013586281.1	XP_002890108.1
OG0018661	XP_013586280.1	XP_002892871.1
OG0018662	XP_013585660.1	XP_002892876.1
OG0018664	XP_013605137.1	XP_002892929.1
OG0018665	XP_013619963.1	XP_020885441.1, XP_020879913.1
OG0018666	XP_013605720.1	XP_020866550.1
OG0018667	XP_013586697.1	XP_002892961.1
OG0018668	XP_013638855.1	XP_020870168.1
OG0018670	XP_013597496.1	XP_002893090.1
OG0018671	XP_013638051.1	XP_020869060.1
OG0018672	XP_013638050.1	XP_002890375.1
OG0018673	XP_013637963.1	XP_020869054.1
OG0018674	XP_013636183.1	XP_002863791.1
OG0018675	XP_013586394.1	XP_020867328.1
OG0018676	XP_013585636.1	XP_002890539.1
OG0018677	XP_013591770.1	XP_002887385.1
OG0018678	XP_013589540.1, XP_013599448.1	XP_020873794.1
OG0018679	XP_013584247.1	XP_002893752.1
OG0018680	XP_013591585.1	XP_002891605.1
OG0018681	XP_013609467.1	XP_002886403.1
OG0018683	XP_013610803.1	XP_002886445.1
OG0018684	XP_013606423.1	XP_020865598.1
OG0018685	XP_013609845.1	XP_002886460.1
OG0018686	XP_013632177.1	XP_020891571.1
OG0018687	XP_013606255.1	XP_020890053.1
OG0018688	XP_013606551.1	XP_002886607.1
OG0018689	XP_013606476.1	XP_020890169.1
OG0018690	XP_013593925.1, XP_013610423.1	XP_020891506.1
OG0018691	XP_013612959.1	XP_002891984.1
OG0018692	XP_013621441.1	XP_002891959.1
OG0018693	XP_013630992.1	XP_020874706.1
OG0018694	XP_013608788.1	XP_020891375.1
OG0018695	XP_013619889.1	XP_002865163.1
OG0018696	XP_013597791.1	XP_020871862.1
OG0018697	XP_013610602.1	XP_002874818.1
OG0018698	XP_013598134.1	XP_020872852.1
OG0018702	XP_013590955.1	XP_002891469.2, XP_020879596.1
OG0018703	XP_013639590.1	XP_020869682.1
OG0018705	XP_013613705.1	XP_002894164.1
OG0018706	XP_013630051.1	XP_020872831.1
OG0018709	XP_013598773.1	XP_020872065.1
OG0018710	XP_013629008.1	XP_002866877.1
OG0018711	XP_013589662.1	XP_002866932.1
OG0018713	XP_013597291.1	XP_020875555.1
OG0018714	XP_013622278.1	XP_020874623.1
OG0018715	XP_013593755.1	XP_020873166.1
OG0018716	XP_013607660.1	XP_002868999.1
OG0018717	XP_013603780.1	XP_020874495.1
OG0018718	XP_013618362.1	XP_020875264.1
OG0018719	XP_013606676.1	XP_002869056.1
OG0018720	XP_013627780.1	XP_002867059.2
OG0018721	XP_013590465.1	XP_002869070.1
OG0018722	XP_013617820.1	XP_020874359.1
OG0018723	XP_013623725.1	XP_020872044.1
OG0018724	XP_013635667.1, XP_013596931.1	XP_002869124.1
OG0018725	XP_013627699.1	XP_002885623.2
OG0018726	XP_013597879.1	XP_002869309.1
OG0018728	XP_013630193.1	XP_020879672.1
OG0018729	XP_013594718.1	XP_020888618.1
OG0018730	XP_013599429.1	XP_002885602.2
OG0018731	XP_013589664.1	XP_002887446.1
OG0018732	XP_013590807.1	XP_020889739.1
OG0018733	XP_013638258.1	XP_002890570.1
OG0018734	XP_013585159.1	XP_002893385.1
OG0018735	XP_013625884.1	XP_002874995.1
OG0018736	XP_013606862.1	XP_002875050.1
OG0018737	XP_013584805.1	XP_020869446.1
OG0018738	XP_013639101.1	XP_002892262.1
OG0018739	XP_013600663.1, XP_013586828.1	XP_020867032.1
OG0018740	XP_013587601.1	XP_020869000.1
OG0018741	XP_013585776.1	XP_020866624.1
OG0018743	XP_013596919.1, XP_013639340.1	XP_020869626.1
OG0018744	XP_013637954.1	XP_002890590.1
OG0018745	XP_013587416.1	XP_020867768.1
OG0018746	XP_013584390.1	XP_020869227.1
OG0018747	XP_013600291.1	XP_020870952.1
OG0018748	XP_013638944.1	XP_002890658.1
OG0018749	XP_013584874.1	XP_020868585.1
OG0018750	XP_013587376.1, XP_013627912.1	XP_020870992.1
OG0018751	XP_013586951.1	XP_020869603.1
OG0018752	XP_013587527.1	XP_020867832.1
OG0018753	XP_013625726.1	XP_002893541.1
OG0018755	XP_013600557.1	XP_002893941.1
OG0018757	XP_013590518.1	XP_002891289.1
OG0018758	XP_013590855.1	XP_002894363.1
OG0018761	XP_013607711.1, XP_013594977.1	XP_020890725.1
OG0018762	XP_013608752.1	XP_020891400.1
OG0018763	XP_013610484.1	XP_020891620.1
OG0018764	XP_013613211.1	XP_020869996.1
OG0018766	XP_013613534.1	XP_020890914.1
OG0018767	XP_013630778.1	XP_020889772.1
OG0018768	XP_013591181.1	XP_020891442.1
OG0018769	XP_013591671.1	XP_002887200.1
OG0018770	XP_013588560.1	XP_002887523.1
OG0018771	XP_013615879.1	XP_020891483.1
OG0018772	XP_013588182.1	XP_020890499.1
OG0018773	XP_013590694.1	XP_020890468.1
OG0018774	XP_013590195.1	XP_002887772.1
OG0018775	XP_013592867.1	XP_020891709.1
OG0018776	XP_013616487.1	XP_002887841.1
OG0018777	XP_013590702.1	XP_020891772.1
OG0018780	XP_013609166.1	XP_002884954.1
OG0018781	XP_013586380.1	XP_020888911.1
OG0018782	XP_013603928.1	XP_020889245.1
OG0018783	XP_013639014.1	XP_002883154.2
OG0018784	XP_013631491.1	XP_002863858.2, XP_020887266.1
OG0018785	XP_013610542.1, XP_013628969.1	XP_020888590.1
OG0018786	XP_013597807.1	XP_020887233.1
OG0018788	XP_013630042.1	XP_002885884.1
OG0018790	XP_013595603.1	XP_020889524.1
OG0018792	XP_013626185.1	XP_002886255.1
OG0018793	XP_013614199.1	XP_020888696.1
OG0018794	XP_013603349.1	XP_002886313.1
OG0018795	XP_013634110.1	XP_020885434.1
OG0018796	XP_013602376.1	XP_002880500.1
OG0018797	XP_013636344.1	XP_020883630.1
OG0018798	XP_013604176.1	XP_020884492.1
OG0018799	XP_013631719.1	XP_020885201.1
OG0018800	XP_013632080.1, XP_013603085.1	XP_020885717.1
OG0018801	XP_013603630.1	XP_002878798.1
OG0018804	XP_013626017.1	XP_020885702.1
OG0018806	XP_013627660.1	XP_002879477.1
OG0018807	XP_013634425.1, XP_013634424.1	XP_020885700.1
OG0018808	XP_013627858.1	XP_002881453.1
OG0018809	XP_013636870.1	XP_002881512.1
OG0018811	XP_013634181.1	XP_020884165.1
OG0018812	XP_013627630.1	XP_020883419.1
OG0018813	XP_013613651.1	XP_002875066.1
OG0018814	XP_013618278.1	XP_020881091.1
OG0018815	XP_013607475.1, XP_013593507.1	XP_020881994.1
OG0018816	XP_013597086.1	XP_002877081.1
OG0018817	XP_013627516.1	XP_020880002.1
OG0018818	XP_013626230.1	XP_020879784.1
OG0018820	XP_013633043.1	XP_002876225.1
OG0018822	XP_013593399.1	XP_002875993.1
OG0018823	XP_013593769.1	XP_020882382.1
OG0018824	XP_013605706.1	XP_020879935.1
OG0018825	XP_013588473.1	XP_002876215.1
OG0018826	XP_013605326.1	XP_002878015.1
OG0018827	XP_013601968.1	XP_020881465.1
OG0018828	XP_013604483.1	XP_002876552.1
OG0018829	XP_013603970.1	XP_020882292.1
OG0018830	XP_013609707.1	XP_002871202.1
OG0018831	XP_013630513.1	XP_020876609.1
OG0018832	XP_013596511.1	XP_002872047.1
OG0018833	XP_013597337.1	XP_020879054.1
OG0018834	XP_013593836.1	XP_020876245.1
OG0018835	XP_013626561.1	XP_002872369.1
OG0018836	XP_013623697.1	XP_002874524.1
OG0018837	XP_013617537.1	XP_002874600.1
OG0018838	XP_013627123.1	XP_002874614.1
OG0018839	XP_013611148.1	XP_020878894.1
OG0018840	XP_013610818.1	XP_020876496.1
OG0018841	XP_013627715.1	XP_002874856.1, XP_002874859.2, XP_020876503.1
OG0018842	XP_013594665.1	XP_020872880.1
OG0018843	XP_013584591.1	XP_020874790.1
OG0018844	XP_013592998.1	XP_020875519.1
OG0018845	XP_013587787.1	XP_002869125.1
OG0018847	XP_013600127.1	XP_020872560.1
OG0018848	XP_013594635.1	XP_020873788.1
OG0018849	XP_013595491.1	XP_020873456.1
OG0018850	XP_013583534.1	XP_020873607.1
OG0018851	XP_013591154.1	XP_020873446.1
OG0018852	XP_013599999.1	XP_002867590.1
OG0018853	XP_013599738.1	XP_002869713.1
OG0018854	XP_013595803.1	XP_020872216.1
OG0018855	XP_013617427.1	XP_002868248.1
OG0018856	XP_013631546.1	XP_002870356.1
OG0018858	XP_013599047.1	XP_020875764.1
OG0018859	XP_013605420.1	XP_002870449.1
OG0018860	XP_013633523.1	XP_002870540.1
OG0018861	XP_013588848.1	XP_020874705.1
OG0018862	XP_013618987.1	XP_020888527.1
OG0018863	XP_013609246.1	XP_002863793.1
OG0018864	XP_013627852.1	XP_002865543.1
OG0018865	XP_013598426.1	XP_002863045.2
OG0018866	XP_013595839.1	XP_002863947.1
OG0018867	XP_013621711.1	XP_002865771.1
OG0018868	XP_013637763.1	XP_020887281.1
OG0018869	XP_013610322.1	XP_020891605.1
OG0018870	XP_013627251.1	XP_020872007.1
OG0018871	XP_013620678.1	XP_002864090.1
OG0018872	XP_013610727.1	XP_020871067.1
OG0018873	XP_013621489.1	XP_002865866.1
OG0018875	XP_013614336.1	XP_020871432.1
OG0018876	XP_013614476.1	XP_020871355.1
OG0018877	XP_013627951.1	XP_020879163.1
OG0018878	XP_013613159.1	XP_020889426.1
OG0018879	XP_013617032.1	XP_002864282.1, XP_002864280.2, XP_020871624.1
OG0018880	XP_013623453.1	XP_002864310.1
OG0018881	XP_013627236.1	XP_002866595.1
OG0018882	XP_013599065.1	XP_002865063.1
OG0018883	XP_013610324.1	XP_020871820.1
OG0018885	XP_013617984.1, XP_013597134.1	XP_002866735.1
OG0018886	XP_013597390.1, XP_013617957.1	XP_002869061.1
OG0018888	XP_013612307.1	XP_002872904.1
OG0018890	XP_013610384.1	XP_020878652.1
OG0018892	XP_013627555.1	XP_020883024.1
OG0018894	XP_013619816.1	XP_020891785.1
OG0018912	XP_013603136.1	XP_002875908.1
OG0018913	XP_013600665.1	XP_020880372.1
OG0018914	XP_013604324.1	XP_020880379.1
OG0018915	XP_013597235.1	XP_002875116.1
OG0018916	XP_013588044.1	XP_002870713.1
OG0018918	XP_013629878.1	XP_020877759.1
OG0018919	XP_013616127.1	XP_020876588.1
OG0018920	XP_013613096.1	XP_002873720.1
OG0018921	XP_013609724.1	XP_002873669.1
OG0018922	XP_013613279.1	XP_020878683.1
OG0018923	XP_013615942.1	XP_002873523.1
OG0018924	XP_013610326.1	XP_020879446.1
OG0018925	XP_013620148.1	XP_002873479.1
OG0018926	XP_013620994.1	XP_002873449.1
OG0018928	XP_013626843.1	XP_020877031.1
OG0018930	XP_013600578.1	XP_020873429.1
OG0018931	XP_013626095.1	XP_020885677.1
OG0018933	XP_013608914.1	XP_002873306.1
OG0018934	XP_013634249.1	XP_020882742.1
OG0018935	XP_013612386.1	XP_002865376.1
OG0018936	XP_013596574.1	XP_020873857.1
OG0018937	XP_013599371.1	XP_020873251.1
OG0018938	XP_013627612.1	XP_002890773.1
OG0018939	XP_013622318.1	XP_020869894.1
OG0018940	XP_013586098.1	XP_020870216.1
OG0018941	XP_013603126.1	XP_002890994.1
OG0018942	XP_013596781.1	XP_020881356.1
OG0018943	XP_013597727.1	XP_002876870.2
OG0018944	XP_013610459.1	XP_002875221.2
OG0018946	XP_013613626.1	XP_002866665.1
OG0018947	XP_013616295.1	XP_002864917.1
OG0018948	XP_013626144.1	XP_002864855.1
OG0018949	XP_013618624.1	XP_002866479.1
OG0018950	XP_013619337.1	XP_020879093.1
OG0018952	XP_013610436.1	XP_020871896.1
OG0018953	XP_013607086.1	XP_002864677.1
OG0018954	XP_013612378.1	XP_020887592.1
OG0018957	XP_013610071.1	XP_002864411.1
OG0018958	XP_013605510.1	XP_020881591.1
OG0018959	XP_013616314.1	XP_020875777.1
OG0018960	XP_013607414.1	XP_020877583.1
OG0018961	XP_013607158.1	XP_020875974.1
OG0018962	XP_013620518.1	XP_020875988.1
OG0018963	XP_013626107.1	XP_002873194.1
OG0018964	XP_013623749.1	XP_020879315.1
OG0018965	XP_013607401.1	XP_020878101.1
OG0018966	XP_013584665.1	XP_002883307.1
OG0018967	XP_013620471.1	XP_020877319.1
OG0018968	XP_013607324.1	XP_002873047.1
OG0018969	XP_013609889.1	XP_002870935.1
OG0018970	XP_013618788.1	XP_020876180.1
OG0018971	XP_013635542.1	XP_002868637.1
OG0018972	XP_013591165.1	XP_020875269.1
OG0018978	XP_013598308.1	XP_020867510.1
OG0018979	XP_013589087.1	XP_002891797.1
OG0018980	XP_013633815.1	XP_020884562.1
OG0018982	XP_013627496.1	XP_002878210.1
OG0018985	XP_013599455.1	XP_020873164.1
OG0018987	XP_013609585.1	XP_020877731.1
OG0018988	XP_013626968.1	XP_002865774.1
OG0018989	XP_013620034.1	XP_002865822.1
OG0018990	XP_013590789.1	XP_020890257.1
OG0018991	XP_013589903.1	XP_020865885.1
OG0018992	XP_013587847.1	XP_020891466.1
OG0018993	XP_013589480.1	XP_002888992.1
OG0018994	XP_013590821.1, XP_013614681.1, XP_013592220.1, XP_013590997.1	XP_020891618.1
OG0018995	XP_013593393.1	XP_002869485.2
OG0018997	XP_013627425.1	XP_002865838.1
OG0018998	XP_013591795.1	XP_020890157.1
OG0018999	XP_013598051.1	XP_020872475.1
OG0019000	XP_013616645.1	XP_020887713.1
OG0019001	XP_013610046.1, XP_013613461.1	XP_020871635.1, XP_002865318.1
OG0019002	XP_013590941.1	XP_002894404.1
OG0019003	XP_013610826.1	XP_020871202.1
OG0019004	XP_013628084.1	XP_002879457.2
OG0019005	XP_013633367.1	XP_020883005.1
OG0019006	XP_013637335.1	XP_002881340.1
OG0019008	XP_013607492.1	XP_002867972.2
OG0019009	XP_013597041.1	XP_002870024.1
OG0019011	XP_013590946.1	XP_020875605.1
OG0019012	XP_013601792.1	XP_002869909.1
OG0019013	XP_013596172.1	XP_020872904.1
OG0019015	XP_013604140.1	XP_020872206.1
OG0019017	XP_013638253.1	XP_002891007.1
OG0019019	XP_013614026.1	XP_020886383.1
OG0019020	XP_013585121.1	XP_002882162.1
OG0019021	XP_013599067.1	XP_002865064.1
OG0019023	XP_013603873.1	XP_002876386.1
OG0019024	XP_013601669.1	XP_020881899.1
OG0019029	XP_013628791.1	XP_002885752.2
OG0019030	XP_013630541.1	XP_020888180.1
OG0019031	XP_013592602.1	XP_002888603.1
OG0019032	XP_013593753.1	XP_020888943.1
OG0019033	XP_013625951.1	XP_002879890.1
OG0019035	XP_013627980.1	XP_020888597.1
OG0019037	XP_013609989.1	XP_020876558.1
OG0019038	XP_013616531.1	XP_002872545.1
OG0019039	XP_013605449.1	XP_002884209.1
OG0019040	XP_013614196.1	XP_002886310.1
OG0019041	XP_013587977.1	XP_020879601.1
OG0019043	XP_013637506.1	XP_002880268.1
OG0019044	XP_013632347.1	XP_002880181.1
OG0019045	XP_013634454.1	XP_002882013.2
OG0019046	XP_013635581.1	XP_002880139.1
OG0019047	XP_013635467.1	XP_020884775.1
OG0019048	XP_013635471.1	XP_020885731.1
OG0019049	XP_013634430.1	XP_002880015.1
OG0019051	XP_013587719.1	XP_002882185.1
OG0019052	XP_013635130.1	XP_020886891.1
OG0019053	XP_013612755.1	XP_020878930.1
OG0019054	XP_013596873.1	XP_002865731.1
OG0019055	XP_013627450.1	XP_020887954.1
OG0019057	XP_013623945.1	XP_020877210.1
OG0019058	XP_013638315.1	XP_020885917.1
OG0019059	XP_013629382.1	XP_020887543.1
OG0019060	XP_013586663.1	XP_002884748.1
OG0019062	XP_013585195.1	XP_020888263.1
OG0019063	XP_013621625.1	XP_002885157.1
OG0019064	XP_013583312.1	XP_002885177.1
OG0019065	XP_013586571.1, XP_013583284.1	XP_020889087.1
OG0019066	XP_013629830.1, XP_013616320.1, XP_013584733.1	XP_020888494.1, XP_002862842.2
OG0019067	XP_013596443.1	XP_020881554.1
OG0019068	XP_013635277.1	XP_020874607.1
OG0019069	XP_013593460.1	XP_020886952.1
OG0019070	XP_013628083.1	XP_020888847.1
OG0019071	XP_013583864.1	XP_002885522.1
OG0019072	XP_013586210.1	XP_020886737.1
OG0019074	XP_013611917.1	XP_020868219.1
OG0019075	XP_013626610.1	XP_020878901.1
OG0019078	XP_013605455.1	XP_020866678.1
OG0019080	XP_013599852.1	XP_002892165.1
OG0019081	XP_013585668.1	XP_002889479.1
OG0019083	XP_013638555.1	XP_020868211.1
OG0019084	XP_013638324.1	XP_020869989.1
OG0019085	XP_013586883.1	XP_020868754.1
OG0019086	XP_013638059.1	XP_020867924.1
OG0019087	XP_013638301.1	XP_002892514.1
OG0019088	XP_013596430.1, XP_013604253.1, XP_013636888.1	XP_020869013.1
OG0019090	XP_013638902.1	XP_020868071.1
OG0019092	XP_013615065.1	XP_002890549.1
OG0019094	XP_013590638.1	XP_020889808.1
OG0019095	XP_013591973.1	XP_002893762.1
OG0019097	XP_013620001.1	XP_002888127.1
OG0019098	XP_013631183.1	XP_020890293.1
OG0019099	XP_013631322.1	XP_020883190.1
OG0019100	XP_013609749.1	XP_020891530.1
OG0019102	XP_013609110.1	XP_020871683.1
OG0019104	XP_013593082.1	XP_020871215.1
OG0019105	XP_013621618.1	XP_020888796.1
OG0019106	XP_013596678.1	XP_020870932.1, XP_002863579.1
OG0019107	XP_013617963.1	XP_002864785.1, XP_002864784.1
OG0019108	XP_013590383.1	XP_002891436.1
OG0019111	XP_013593150.1	XP_002868879.1
OG0019112	XP_013611357.1	XP_020874656.1
OG0019113	XP_013634564.1	XP_020872423.1
OG0019114	XP_013620802.1	XP_002867236.1
OG0019115	XP_013587389.1	XP_002869200.1
OG0019116	XP_013604675.1	XP_002869199.1
OG0019117	XP_013625801.1	XP_020875706.1
OG0019119	XP_013610896.1	XP_020879346.1
OG0019120	XP_013614765.1	XP_020878795.1
OG0019121	XP_013603698.1	XP_002880357.1
OG0019122	XP_013584826.1, XP_013601382.1	XP_020874228.1
OG0019124	XP_013601044.1	XP_020869822.1
OG0019125	XP_013585142.1	XP_002892138.2
OG0019126	XP_013584843.1	XP_020870848.1
OG0019127	XP_013601005.1	XP_020866491.1
OG0019130	XP_013639310.1	XP_002893132.1
OG0019132	XP_013614711.1	XP_002890625.1
OG0019133	XP_013586950.1	XP_020869602.1
OG0019134	XP_013623134.1	XP_002893429.1
OG0019135	XP_013593868.1	XP_002890695.1
OG0019136	XP_013594655.1	XP_020870023.1
OG0019139	XP_013591604.1	XP_002891812.1
OG0019140	XP_013591025.1, XP_013601169.1	XP_002891209.1
OG0019142	XP_013601196.1	XP_020866534.1
OG0019143	XP_013613893.1	XP_002893945.1
OG0019144	XP_013590945.1	XP_002893991.1
OG0019145	XP_013632074.1, XP_013590490.1	XP_002891552.1
OG0019146	XP_013591224.1	XP_002891847.1
OG0019149	XP_013612951.1	XP_002891994.2
OG0019150	XP_013634876.1, XP_013588960.1	XP_020866488.1
OG0019151	XP_013608919.1	XP_020868291.1
OG0019152	XP_013610066.1	XP_002894606.1
OG0019153	XP_013600765.1	XP_002878840.1
OG0019154	XP_013639622.1, XP_013617460.1	XP_020871058.1, XP_020874140.1, XP_020880701.1, XP_020884652.1, XP_020880540.1, XP_020871362.1
OG0019155	XP_013611707.1	XP_002888286.1
OG0019157	XP_013605262.1	XP_020865694.1
OG0019158	XP_013588661.1	XP_002887017.1
OG0019160	XP_013619983.1	XP_002888689.1
OG0019161	XP_013619296.1	XP_020891434.1
OG0019162	XP_013592262.1	XP_020887807.1, XP_002887440.1
OG0019163	XP_013616538.1	XP_002888893.1
OG0019164	XP_013588132.1	XP_002887521.1
OG0019165	XP_013588906.1	XP_020891180.1, XP_002889187.2
OG0019166	XP_013585393.1	XP_020888490.1
OG0019167	XP_013585538.1	XP_002884467.1
OG0019168	XP_013624141.1, XP_013584936.1	XP_020888866.1
OG0019171	XP_013624268.1	XP_020888905.1
OG0019172	XP_013596949.1, XP_013594991.1	XP_020889297.1
OG0019174	XP_013596183.1	XP_020888436.1
OG0019175	XP_013625386.1	XP_002885825.1
OG0019177	XP_013609453.1	XP_002883772.1
OG0019178	XP_013630134.1	XP_020887926.1
OG0019179	XP_013629903.1	XP_002883832.1
OG0019180	XP_013597457.1	XP_002883996.1
OG0019181	XP_013602961.1	XP_002884229.1
OG0019182	XP_013635961.1	XP_020884142.1
OG0019183	XP_013635256.1	XP_020884905.1
OG0019184	XP_013632246.1	XP_002880581.2
OG0019185	XP_013603023.1	XP_002880661.1
OG0019186	XP_013601072.1	XP_020883578.1
OG0019187	XP_013635902.1	XP_020883614.1
OG0019189	XP_013637144.1	XP_002880834.1
OG0019190	XP_013635540.1	XP_020882824.1, XP_002862304.1
OG0019191	XP_013632157.1	XP_002879907.2
OG0019192	XP_013616214.1	XP_020881054.1
OG0019193	XP_013616394.1	XP_020880948.1
OG0019195	XP_013595386.1	XP_020881026.1
OG0019196	XP_013594924.1, XP_013595787.1	XP_020879982.1
OG0019199	XP_013589627.1	XP_002877388.1
OG0019200	XP_013627825.1	XP_002875736.1
OG0019201	XP_013603272.1	XP_002875991.1
OG0019203	XP_013603945.1	XP_002877872.1
OG0019205	XP_013629683.1	XP_002871294.1
OG0019206	XP_013610311.1	XP_020878576.1
OG0019208	XP_013608599.1, XP_013626973.1, XP_013621007.1, XP_013609935.1	XP_020877811.1
OG0019209	XP_013599025.1	XP_002874153.1
OG0019212	XP_013609913.1	XP_002872408.1
OG0019213	XP_013627956.1	XP_002874572.2
OG0019214	XP_013623040.1	XP_020879260.1
OG0019215	XP_013623693.1	XP_020876113.1
OG0019216	XP_013607440.1	XP_002875038.2
OG0019218	XP_013623702.1	XP_002866920.1
OG0019220	XP_013601373.1, XP_013626088.1	XP_020873435.1
