Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0015002	XP_013591529.1	XP_006390203.1
OG0015003	XP_013592002.1	XP_006390206.1
OG0015004	XP_013611816.1	XP_006396372.1
OG0015005	XP_013590339.1	XP_006390219.1
OG0015006	XP_013591828.1	XP_006390230.1
OG0015007	XP_013588769.1	XP_006390236.1
OG0015008	XP_013589868.1	XP_006390237.1
OG0015009	XP_013592393.1	XP_006390245.1
OG0015010	XP_013591587.1	XP_006390260.1
OG0015011	XP_013592048.1	XP_006390274.1
OG0015012	XP_013620923.1	XP_006390285.1
OG0015013	XP_013587917.1	XP_006390287.1
OG0015014	XP_013592748.1	XP_006390292.1
OG0015015	XP_013589688.1	XP_006390295.1
OG0015016	XP_013592188.1	XP_006390301.1
OG0015017	XP_013590953.1	XP_006390303.1
OG0015018	XP_013592530.1	XP_006390308.1
OG0015019	XP_013592674.1	XP_006390315.1
OG0015020	XP_013590354.1	XP_006390327.1
OG0015021	XP_013620627.1, XP_013590226.1	XP_024011053.1
OG0015022	XP_013588405.1	XP_006390346.2
OG0015023	XP_013587817.1	XP_006390353.1
OG0015024	XP_013595485.1	XP_006409326.1
OG0015025	XP_013598528.1	XP_024016578.1
OG0015026	XP_013606720.1	XP_006409268.1
OG0015027	XP_013593316.1	XP_006409242.1
OG0015028	XP_013596988.1	XP_006409219.1
OG0015029	XP_013594656.1	XP_006404099.1
OG0015030	XP_013588770.1	XP_006392509.1
OG0015031	XP_013604994.1	XP_006404111.1
OG0015032	XP_013601582.1	XP_006404108.2
OG0015033	XP_013623336.1	XP_006404374.1
OG0015034	XP_013630643.1	XP_006404379.1
OG0015035	XP_013622462.1	XP_006404380.1
OG0015036	XP_013630222.1	XP_006404373.1
OG0015037	XP_013621734.1	XP_006404359.1
OG0015038	XP_013585582.1	XP_006392557.2
OG0015039	XP_013625043.1	XP_006392578.1
OG0015040	XP_013629819.1	XP_006392587.1
OG0015041	XP_013591946.1	XP_006392590.1
OG0015042	XP_013591969.1	XP_024006096.1
OG0015043	XP_013621712.1	XP_006392606.1
OG0015044	XP_013592715.1	XP_006392619.1
OG0015045	XP_013590505.1	XP_006392643.1
OG0015046	XP_013592646.1	XP_006392650.1
OG0015047	XP_013591602.1	XP_024006126.1
OG0015048	XP_013622330.1	XP_006392683.1
OG0015049	XP_013630324.1	XP_024006293.1
OG0015050	XP_013587976.1	XP_006392699.1
OG0015051	XP_013628660.1	XP_006392760.1
OG0015052	XP_013588579.1	XP_024006109.1
OG0015053	XP_013592253.1	XP_006392778.2
OG0015054	XP_013630160.1, XP_013630379.1	XP_006392798.1
OG0015055	XP_013629055.1	XP_006392806.1
OG0015056	XP_013590989.1	XP_006392822.1
OG0015057	XP_013590104.1	XP_006392826.1
OG0015058	XP_013590964.1	XP_024006211.1, XP_006392832.2, XP_006392829.2
OG0015059	XP_013631523.1	XP_006410799.1
OG0015060	XP_013625854.1	XP_006410802.1
OG0015061	XP_013633603.1	XP_006410806.2
OG0015062	XP_013637141.1	XP_024003701.1
OG0015063	XP_013634188.1, XP_013627481.1	XP_006410838.2
OG0015064	XP_013631629.1	XP_006410849.1
OG0015065	XP_013631904.1	XP_024003925.1
OG0015066	XP_013625649.1	XP_006419012.1
OG0015067	XP_013622843.1	XP_006419041.1
OG0015068	XP_013628265.1	XP_006419047.1
OG0015069	XP_013612980.1	XP_006401755.1
OG0015070	XP_013629290.1	XP_006401741.1
OG0015071	XP_013632133.1	XP_006402793.1
OG0015072	XP_013622598.1	XP_006402222.2
OG0015073	XP_013601744.1	XP_006414260.1
OG0015074	XP_013623271.1	XP_006397338.1
OG0015075	XP_013625390.1	XP_006397340.1
OG0015076	XP_013614305.1	XP_006402201.1
OG0015077	XP_013611745.1	XP_006402253.1
OG0015078	XP_013604547.1	XP_006403101.1
OG0015079	XP_013602163.1	XP_006403072.1
OG0015080	XP_013600388.1	XP_006403084.2
OG0015081	XP_013600780.1	XP_006395951.1
OG0015082	XP_013636409.1	XP_006415014.1
OG0015083	XP_013637573.1	XP_024004365.1
OG0015085	XP_013613472.1	XP_024010016.1
OG0015086	XP_013590847.1	XP_006414941.1
OG0015087	XP_013600428.1	XP_006414934.1
OG0015088	XP_013605907.1	XP_024005696.1
OG0015089	XP_013637452.1	XP_006414866.1
OG0015090	XP_013637455.1	XP_006414864.1
OG0015091	XP_013637590.1	XP_006414835.1
OG0015092	XP_013631755.1	XP_006414825.1
OG0015093	XP_013622179.1	XP_024005712.1
OG0015094	XP_013602498.1	XP_006414706.1
OG0015095	XP_013614141.1	XP_006414705.1
OG0015096	XP_013600725.1	XP_006414704.1
OG0015097	XP_013584231.1	XP_006414606.1
OG0015098	XP_013591899.1	XP_006414566.1
OG0015099	XP_013589491.1	XP_006414563.1
OG0015100	XP_013603463.1	XP_006414561.1
OG0015101	XP_013605786.1	XP_006414512.1
OG0015102	XP_013639512.1	XP_006414508.1
OG0015103	XP_013603719.1	XP_006414494.1
OG0015104	XP_013601677.1	XP_006414491.1
OG0015105	XP_013611678.1	XP_006395824.1
OG0015106	XP_013592607.1	XP_006409661.1
OG0015107	XP_013595399.1	XP_006414451.1
OG0015108	XP_013617874.1	XP_006414448.1
OG0015109	XP_013604345.1	XP_006414446.1
OG0015110	XP_013601602.1	XP_024004697.1
OG0015111	XP_013604343.1	XP_006414438.1
OG0015112	XP_013589665.1	XP_024009133.1
OG0015113	XP_013592151.1	XP_006390620.1
OG0015114	XP_013619887.1	XP_006390606.1
OG0015115	XP_013588209.1	XP_006390605.1
OG0015116	XP_013591781.1	XP_006390596.1
OG0015117	XP_013618330.1	XP_006390595.1
OG0015118	XP_013616338.1	XP_006390591.1
OG0015119	XP_013616336.1	XP_006390590.1
OG0015121	XP_013591983.1	XP_006390570.1
OG0015122	XP_013596202.1	XP_006395146.2
OG0015123	XP_013588849.1	XP_006390567.1
OG0015124	XP_013590000.1	XP_006390535.1
OG0015125	XP_013588522.1	XP_006390529.1
OG0015126	XP_013588461.1	XP_006390516.2
OG0015127	XP_013596208.1	XP_006413027.1, XP_006413045.1
OG0015128	XP_013592430.1	XP_006390520.1
OG0015129	XP_013592744.1	XP_006390499.1
OG0015130	XP_013591748.1	XP_006390488.1
OG0015131	XP_013621660.1	XP_024008423.1
OG0015132	XP_013588027.1	XP_006390476.1
OG0015133	XP_013634076.1	XP_006405223.1
OG0015134	XP_013602944.1	XP_006405046.1
OG0015135	XP_013620745.1	XP_006390445.1
OG0015136	XP_013591352.1	XP_006390439.1
OG0015137	XP_013587848.1	XP_006390436.1
OG0015138	XP_013588557.1	XP_024009312.1
OG0015139	XP_013591987.1	XP_006390410.1
OG0015140	XP_013597696.1	XP_006395844.1
OG0015141	XP_013616862.1	XP_006390406.1
OG0015142	XP_013621658.1	XP_024012355.1
OG0015143	XP_013587885.1	XP_006390401.1
OG0015144	XP_013589734.1	XP_006390395.1
OG0015145	XP_013592037.1	XP_006390391.1
OG0015146	XP_013587929.1	XP_006390390.1
OG0015147	XP_013591256.1	XP_006391116.1
OG0015148	XP_013590283.1	XP_024006319.1
OG0015149	XP_013620298.1	XP_006391105.1
OG0015150	XP_013588485.1	XP_024012836.1
OG0015151	XP_013588279.1	XP_006391098.1
OG0015152	XP_013588322.1	XP_006391092.1
OG0015153	XP_013619123.1	XP_006391085.1
OG0015154	XP_013592596.1	XP_006391071.1
OG0015155	XP_013592594.1	XP_006391070.2
OG0015156	XP_013590247.1	XP_006391058.1
OG0015157	XP_013588611.1	XP_024007404.1
OG0015158	XP_013591642.1	XP_006391045.2
OG0015159	XP_013599118.1	XP_006412953.1
OG0015160	XP_013599504.1	XP_006412934.1
OG0015161	XP_013603417.1, XP_013596765.1	XP_006412930.1
OG0015162	XP_013601752.1	XP_006412927.2
OG0015163	XP_013623970.1	XP_006412924.1
OG0015164	XP_013599170.1	XP_006412916.1
OG0015165	XP_013596706.1	XP_006412894.1
OG0015166	XP_013596683.1	XP_006412893.1
OG0015167	XP_013599813.1	XP_024004660.1
OG0015168	XP_013587875.1	XP_006393506.2
OG0015169	XP_013596385.1	XP_006412875.1
OG0015170	XP_013598254.1	XP_024005256.1
OG0015171	XP_013611892.1	XP_006401735.1
OG0015172	XP_013612171.1	XP_006391729.1
OG0015173	XP_013610390.1	XP_006391712.1
OG0015174	XP_013608997.1	XP_006391693.1
OG0015175	XP_013587808.1	XP_006405583.1
OG0015176	XP_013632352.1	XP_006405560.1
OG0015177	XP_013634334.1	XP_006405513.1
OG0015178	XP_013635627.1	XP_006405509.1
OG0015179	XP_013591743.1	XP_006405506.1
OG0015180	XP_013586241.1	XP_006419138.1
OG0015181	XP_013627998.1	XP_006419134.1
OG0015182	XP_013597799.1	XP_006395254.1
OG0015183	XP_013596923.1	XP_006395361.1
OG0015184	XP_013598531.1	XP_024007126.1
OG0015185	XP_013597909.1	XP_006395386.1
OG0015186	XP_013619674.1	XP_024007359.1
OG0015187	XP_013593859.1	XP_006395417.1
OG0015188	XP_013610215.1	XP_006395440.1
OG0015189	XP_013618520.1	XP_006395444.1
OG0015190	XP_013593802.1	XP_024007510.1
OG0015191	XP_013618387.1	XP_006395463.1
OG0015192	XP_013598233.1	XP_024006895.1
OG0015193	XP_013621077.1	XP_006395481.1
OG0015194	XP_013598164.1	XP_006395480.1
OG0015195	XP_013594928.1, XP_013612180.1	XP_006395483.1
OG0015196	XP_013609402.1	XP_006395488.1
OG0015197	XP_013593294.1	XP_006395499.1
OG0015198	XP_013598825.1	XP_006395507.1
OG0015199	XP_013597307.1	XP_006395526.1
OG0015200	XP_013613421.1	XP_006395529.1
OG0015201	XP_013597303.1	XP_006395530.1
OG0015202	XP_013597633.1	XP_006395544.1
OG0015203	XP_013613405.1	XP_006395552.1
OG0015204	XP_013607337.1	XP_006395582.1
OG0015205	XP_013598115.1	XP_006395596.1
OG0015206	XP_013620876.1	XP_024007497.1
OG0015207	XP_013609399.1	XP_006395599.1
OG0015208	XP_013584338.1	XP_024008260.1
OG0015209	XP_013607198.1	XP_006395626.1
OG0015210	XP_013599418.1	XP_006395629.2
OG0015211	XP_013606677.1	XP_006395635.1
OG0015212	XP_013591797.1	XP_006390943.1
OG0015213	XP_013591089.1	XP_024010909.1
OG0015214	XP_013592786.1	XP_006391006.1
OG0015215	XP_013589957.1	XP_006391008.1
OG0015216	XP_013588547.1	XP_006391011.1
OG0015217	XP_013588552.1	XP_006414614.1
OG0015218	XP_013587844.1	XP_006391025.1
OG0015219	XP_013615278.1	XP_006398279.1
OG0015220	XP_013620303.1	XP_006398278.1
OG0015221	XP_013598961.1	XP_006398265.1
OG0015222	XP_013606507.1	XP_024011024.1
OG0015223	XP_013593860.1	XP_024010937.1
OG0015224	XP_013613838.1	XP_006398198.2
OG0015225	XP_013593039.1	XP_006398197.1
OG0015226	XP_013620931.1	XP_006398195.1
OG0015227	XP_013599248.1	XP_006409335.1
OG0015228	XP_013598281.1	XP_006398170.1
OG0015229	XP_013600441.1	XP_006393215.1
OG0015230	XP_013588125.1	XP_006393212.1
OG0015231	XP_013600523.1	XP_024006214.1
OG0015232	XP_013588561.1	XP_006393201.1
OG0015233	XP_013630374.1	XP_006393199.1
OG0015234	XP_013590530.1	XP_006393197.1
OG0015235	XP_013587938.1	XP_006393196.2
OG0015236	XP_013588150.1	XP_024006252.1
OG0015237	XP_013630020.1	XP_006393179.1
OG0015238	XP_013622224.1	XP_006393166.1
OG0015239	XP_013583812.1	XP_006393150.1
OG0015240	XP_013588678.1	XP_006393152.1
OG0015241	XP_013592865.1	XP_006393139.1
OG0015242	XP_013589952.1	XP_006393138.1
OG0015243	XP_013591203.1	XP_006393126.1
OG0015244	XP_013625205.1	XP_006393095.1
OG0015246	XP_013592317.1	XP_006393079.1
OG0015247	XP_013639633.1	XP_024006139.1
OG0015248	XP_013588858.1	XP_006393053.1
OG0015249	XP_013587951.1	XP_006393052.1
OG0015250	XP_013588743.1	XP_006393051.1
OG0015251	XP_013588194.1	XP_006389809.1
OG0015252	XP_013631930.1	XP_024014093.1
OG0015253	XP_013588414.1, XP_013628705.1	XP_006393003.1
OG0015254	XP_013592880.1	XP_006392994.2
OG0015255	XP_013592402.1	XP_006404736.1
OG0015256	XP_013630783.1	XP_006392935.1
OG0015257	XP_013591542.1	XP_006392932.1
OG0015258	XP_013637303.1	XP_006413266.1
OG0015259	XP_013592223.1	XP_006392913.1
OG0015260	XP_013592225.1	XP_006392914.1
OG0015261	XP_013626143.1	XP_006392902.1
OG0015262	XP_013588424.1	XP_006392899.1
OG0015263	XP_013590179.1	XP_006392896.1
OG0015264	XP_013591776.1	XP_024005951.1
OG0015265	XP_013588315.1	XP_006392871.1
OG0015266	XP_013591832.1	XP_006392869.2
OG0015267	XP_013590757.1	XP_006392865.1
OG0015268	XP_013592705.1	XP_006392859.1
OG0015269	XP_013588383.1	XP_006392855.1
OG0015270	XP_013620045.1	XP_006403355.1
OG0015271	XP_013633882.1	XP_006403354.1
OG0015272	XP_013637425.1	XP_006403335.1
OG0015273	XP_013610746.1	XP_006403322.1
OG0015274	XP_013595962.1	XP_006403290.1
OG0015275	XP_013595861.1	XP_006403287.1
OG0015276	XP_013636243.1	XP_024003744.1
OG0015277	XP_013627890.1, XP_013635605.1	XP_006410512.2
OG0015278	XP_013637244.1	XP_006410516.1
OG0015279	XP_013637243.1	XP_006410517.1
OG0015280	XP_013632190.1	XP_006410529.1
OG0015281	XP_013633810.1	XP_006410553.1
OG0015282	XP_013630905.1	XP_006410556.1
OG0015283	XP_013636946.1	XP_006410559.1
OG0015284	XP_013637498.1	XP_006410561.1
OG0015285	XP_013627927.1	XP_006410576.1
OG0015286	XP_013631003.1	XP_006410591.1
OG0015287	XP_013636447.1	XP_006410612.1
OG0015288	XP_013616223.1	XP_024006856.1
OG0015289	XP_013631895.1	XP_006410657.1
OG0015290	XP_013637090.1	XP_006410660.1
OG0015291	XP_013637087.1	XP_006410662.1
OG0015292	XP_013636313.1	XP_006410668.1
OG0015293	XP_013630903.1	XP_024003831.1
OG0015295	XP_013637231.1	XP_006410699.1
OG0015296	XP_013637292.1	XP_006410702.2
OG0015297	XP_013636398.1	XP_024016803.1
OG0015298	XP_013634751.1	XP_006410717.1
OG0015299	XP_013626271.1	XP_006400487.1
OG0015300	XP_013631231.1	XP_006410747.1
OG0015301	XP_013630114.1	XP_006410762.2
OG0015302	XP_013624367.1	XP_006413978.1
OG0015303	XP_013637806.1	XP_006413982.1
OG0015304	XP_013595075.1	XP_024004747.1
OG0015305	XP_013598713.1	XP_006413991.1
OG0015306	XP_013593289.1, XP_013605233.1	XP_006413999.1
OG0015307	XP_013609035.1	XP_006414003.1
OG0015308	XP_013628960.1	XP_006414010.1
OG0015309	XP_013597274.1	XP_006414031.2
OG0015310	XP_013601048.1	XP_006414051.1
OG0015311	XP_013606391.1	XP_006414054.1
OG0015312	XP_013624267.1	XP_006414073.1
OG0015313	XP_013597013.1	XP_024004344.1
OG0015314	XP_013596967.1	XP_006414097.1
OG0015315	XP_013591039.1, XP_013593878.1	XP_006414116.1
OG0015316	XP_013593692.1	XP_024005912.1
OG0015317	XP_013593579.1	XP_024005776.1
OG0015318	XP_013595067.1	XP_024004759.1
OG0015320	XP_013596874.1	XP_006414145.2
OG0015321	XP_013605070.1	XP_006405110.1
OG0015322	XP_013594006.1	XP_006414167.1
OG0015323	XP_013596221.1	XP_006414191.1
OG0015324	XP_013598915.1	XP_024004724.1
OG0015325	XP_013598916.1, XP_013636680.1	XP_006414193.1
OG0015326	XP_013597718.1	XP_006414208.1
OG0015327	XP_013605250.1	XP_006414236.1
OG0015328	XP_013601739.1	XP_024004457.1
OG0015329	XP_013605501.1	XP_006414266.1
OG0015330	XP_013635463.1	XP_024007533.1
OG0015331	XP_013611677.1	XP_006398328.1
OG0015332	XP_013618782.1	XP_006395311.1
OG0015333	XP_013604626.1	XP_006403968.1
OG0015334	XP_013600197.1	XP_006404001.1
OG0015335	XP_013595717.1	XP_006404003.1
OG0015336	XP_013583771.1	XP_006404011.1
OG0015337	XP_013590409.1	XP_006404033.2
OG0015338	XP_013604545.1	XP_024014609.1
OG0015339	XP_013620393.1	XP_006415032.1
OG0015340	XP_013599488.1	XP_006404047.1
OG0015341	XP_013618844.1	XP_006404048.1
OG0015342	XP_013594105.1	XP_006404056.1
OG0015343	XP_013616692.1	XP_006401831.1
OG0015344	XP_013612792.1	XP_006401848.1
OG0015345	XP_013613236.1	XP_006401856.1
OG0015346	XP_013629730.1	XP_006401865.1
OG0015347	XP_013625774.1	XP_024012063.1
OG0015348	XP_013622824.1	XP_006401878.1
OG0015349	XP_013612062.1	XP_006401880.1
OG0015350	XP_013612568.1	XP_006401906.1
OG0015351	XP_013622941.1, XP_013606870.1	XP_006401934.1
OG0015352	XP_013621567.1	XP_024011619.1
OG0015353	XP_013631157.1	XP_006391903.1
OG0015354	XP_013629992.1	XP_024012599.1
OG0015355	XP_013630417.1	XP_006402036.1
OG0015356	XP_013630640.1	XP_006402027.1
OG0015357	XP_013613319.1	XP_024012397.1
OG0015358	XP_013607300.1, XP_013628885.1	XP_024012257.1
OG0015359	XP_013622945.1	XP_006409673.1
OG0015360	XP_013615029.1	XP_024016501.1
OG0015361	XP_013626666.1	XP_006409669.2
OG0015362	XP_013608939.1	XP_006409668.1
OG0015363	XP_013626832.1	XP_024016608.1
OG0015364	XP_013594265.1	XP_024016512.1
OG0015365	XP_013622125.1	XP_006409660.1
OG0015366	XP_013623210.1	XP_006409653.1
OG0015367	XP_013596168.1	XP_006409649.1
OG0015368	XP_013599295.1	XP_006409644.1
OG0015369	XP_013610132.1	XP_006409633.1
OG0015370	XP_013593569.1	XP_006409584.1
OG0015371	XP_013595792.1	XP_006409563.1
OG0015372	XP_013605993.1	XP_006409562.1
OG0015373	XP_013625805.1	XP_024016593.1
OG0015374	XP_013597898.1	XP_024006708.1
OG0015375	XP_013622100.1	XP_006409442.1
OG0015376	XP_013622147.1	XP_006409434.1
OG0015377	XP_013606055.1	XP_006409387.1
OG0015378	XP_013593413.1	XP_006409384.1
OG0015379	XP_013599227.1	XP_024005496.1
OG0015380	XP_013597885.1	XP_006413518.1
OG0015382	XP_013619773.1	XP_024004511.1
OG0015383	XP_013624870.1, XP_013619441.1	XP_024005523.1
OG0015384	XP_013598611.1	XP_006413603.1
OG0015386	XP_013626022.1	XP_006413646.1
OG0015387	XP_013598507.1	XP_006413651.1
OG0015388	XP_013621682.1	XP_006413686.2
OG0015389	XP_013597659.1	XP_024004589.1
OG0015390	XP_013597751.1	XP_006413905.1
OG0015391	XP_013598405.1	XP_006413884.1
OG0015392	XP_013603370.1	XP_006413860.1
OG0015393	XP_013614806.1	XP_006413853.1
OG0015394	XP_013635713.1	XP_006413844.1
OG0015395	XP_013625603.1	XP_024005176.1
OG0015396	XP_013628406.1	XP_006413824.1
OG0015397	XP_013598354.1	XP_006413812.1
OG0015398	XP_013600717.1	XP_006413810.1
OG0015399	XP_013588421.1	XP_006413803.1
OG0015400	XP_013602070.1	XP_006413798.1
OG0015401	XP_013595902.1	XP_006413795.2
OG0015402	XP_013594413.1	XP_006413790.1
OG0015403	XP_013617834.1	XP_006413788.1
OG0015404	XP_013601614.1	XP_006414447.1
OG0015405	XP_013639178.1	XP_006413772.1
OG0015406	XP_013637840.1	XP_006413771.1
OG0015407	XP_013626604.1	XP_024005516.1
OG0015408	XP_013597902.1	XP_006413749.1
OG0015409	XP_013621399.1	XP_024011022.1
OG0015410	XP_013590822.1	XP_006413733.1
OG0015411	XP_013616786.1	XP_024005159.1
OG0015412	XP_013591229.1	XP_006393748.1
OG0015413	XP_013607509.1	XP_006413724.1
OG0015414	XP_013608303.1	XP_024005651.1
OG0015415	XP_013597471.1	XP_006413956.2
OG0015417	XP_013618280.1	XP_006405268.1
OG0015419	XP_013636701.1	XP_006405260.1
OG0015420	XP_013611321.1	XP_006403394.1
OG0015421	XP_013601498.1	XP_006414365.1
OG0015422	XP_013601461.1	XP_006414341.1
OG0015423	XP_013617647.1	XP_006414329.1
OG0015424	XP_013604377.1	XP_006414361.1
OG0015425	XP_013593659.1	XP_006414326.1
OG0015426	XP_013601369.1	XP_024004679.1
OG0015427	XP_013610091.1	XP_006414304.1
OG0015428	XP_013600330.1	XP_024005861.1
OG0015429	XP_013619111.1	XP_006414285.1
OG0015430	XP_013585063.1	XP_006408558.1
OG0015431	XP_013629399.1	XP_006408554.1
OG0015432	XP_013586441.1	XP_006408552.1
OG0015433	XP_013628679.1	XP_006408551.1
OG0015434	XP_013623708.1	XP_006408540.1
OG0015435	XP_013622760.1	XP_006408525.1
OG0015436	XP_013622536.1	XP_006408516.2
OG0015437	XP_013612762.1	XP_024007377.1
OG0015438	XP_013598925.1	XP_006393846.1
OG0015439	XP_013598350.1	XP_006393835.1
OG0015440	XP_013607113.1	XP_024007178.1
OG0015441	XP_013596223.1	XP_006393830.1
OG0015442	XP_013614076.1	XP_006406769.1
OG0015443	XP_013618032.1	XP_024006689.1
OG0015444	XP_013593667.1	XP_006393803.2
OG0015445	XP_013618027.1	XP_024007481.1
OG0015446	XP_013612862.1	XP_006393792.1
OG0015447	XP_013599969.1, XP_013600568.1	XP_006403739.1
OG0015448	XP_013630290.1	XP_024012771.1
OG0015449	XP_013636073.1	XP_024012795.1
OG0015450	XP_013636072.1	XP_006402267.1
OG0015451	XP_013590690.1	XP_006402270.1
OG0015452	XP_013600174.1	XP_006402277.1
OG0015453	XP_013635881.1	XP_024012808.1
OG0015454	XP_013630901.1	XP_006402289.1
OG0015455	XP_013630900.1	XP_006402288.1
OG0015456	XP_013600593.1	XP_006402307.2
OG0015457	XP_013600331.1	XP_006402309.1
OG0015458	XP_013604620.1	XP_006402321.1
OG0015459	XP_013634240.1	XP_006402332.1
OG0015460	XP_013602385.1	XP_006402338.1
OG0015461	XP_013632889.1	XP_006402342.2
OG0015462	XP_013603192.1	XP_006402348.2
OG0015463	XP_013602231.1	XP_024012886.1
OG0015464	XP_013591413.1	XP_006402381.1
OG0015465	XP_013604689.1	XP_024012784.1
OG0015466	XP_013591934.1	XP_006402397.1
OG0015467	XP_013604934.1	XP_024012798.1
OG0015468	XP_013604290.1	XP_006402421.1
OG0015470	XP_013605869.1	XP_006402434.1
OG0015471	XP_013604932.1	XP_006402436.2
OG0015472	XP_013606437.1	XP_006401900.2
OG0015473	XP_013603568.1	XP_006402460.2
OG0015474	XP_013602357.1	XP_006402471.2
OG0015475	XP_013605528.1	XP_006402475.1
OG0015476	XP_013605803.1	XP_006402485.2
OG0015477	XP_013600175.1	XP_024012888.1
OG0015478	XP_013592301.1	XP_006402516.1
OG0015479	XP_013635935.1, XP_013600738.1	XP_024012912.1
OG0015480	XP_013635617.1	XP_006402534.1
OG0015481	XP_013605313.1	XP_006402535.1
OG0015482	XP_013635177.1	XP_024016084.1
OG0015483	XP_013592672.1	XP_006402575.1
OG0015484	XP_013589970.1, XP_013634438.1	XP_006402581.1
OG0015485	XP_013591690.1	XP_006402591.1
OG0015486	XP_013593829.1	XP_006415870.1
OG0015487	XP_013633581.1	XP_006402597.1
OG0015488	XP_013635850.1	XP_024012832.1
OG0015489	XP_013591560.1	XP_006402616.1
OG0015490	XP_013604200.1	XP_006402631.1
OG0015491	XP_013604804.1	XP_006402638.1
OG0015492	XP_013592311.1	XP_006402657.1
OG0015493	XP_013615010.1	XP_006402680.1
OG0015494	XP_013592739.1	XP_006402693.1
OG0015495	XP_013616589.1	XP_006414489.1
OG0015496	XP_013598770.1	XP_006396136.1
OG0015497	XP_013633521.1	XP_024012987.1
OG0015498	XP_013592603.1	XP_006402745.2
OG0015500	XP_013634672.1, XP_013591647.1	XP_006402763.1
OG0015501	XP_013587914.1	XP_006402774.1
OG0015502	XP_013602087.1	XP_006402778.1
OG0015503	XP_013591937.1	XP_006402782.1
OG0015504	XP_013602227.1	XP_006402785.1
OG0015505	XP_013600350.1	XP_024012846.1
OG0015506	XP_013614175.1	XP_006402816.1
OG0015507	XP_013600425.1	XP_024013031.1
OG0015508	XP_013600676.1	XP_006402838.1
OG0015509	XP_013592448.1	XP_024012964.1
OG0015510	XP_013605794.1	XP_006402860.1
OG0015511	XP_013605624.1	XP_024012799.1
OG0015512	XP_013600426.1	XP_006402867.1
OG0015513	XP_013604868.1	XP_006402881.1
OG0015514	XP_013594878.1	XP_024008045.1
OG0015515	XP_013636156.1	XP_006408799.1
OG0015516	XP_013636216.1	XP_006402917.1
OG0015517	XP_013599806.1	XP_006402957.1
OG0015518	XP_013631427.1	XP_006402963.1
OG0015519	XP_013635852.1	XP_006402970.1
OG0015520	XP_013629951.1	XP_006419082.2
