Orthogroup	Arabidopsis_thaliana	Conringia_planisiliqua
OG0019267	AT2G28625.1	CP4_g25880_DN1_SP0_c.t1
OG0019271	AT1G03660.1	CP11_g31859_DN2_SP0_c.t1, CP1_g36709_DN1_SP0_c.t1
OG0019272	AT1G60980.1	CP2_g49197_DN3_SP0_c.t1, CP2_g49196_DN3_SP0_c.t1, CP2_g49195_DN3_SP0_c.t1
OG0019300	AT5G15250.1	CP11_g32445_DN3_SP2_c.t1
OG0019303	AT5G09980.1	CP11_g32932_DN2_SP0_c.t1
OG0019304	AT5G08410.2	CP11_g33048_DN2_SP0_c.t1
OG0019307	AT2G29525.1	CP4_g25796_DN3_SP7_c.t1
OG0019310	AT1G30020.1	CP7_g44894_DN2_SP0_c.t1
OG0019311	AT5G43935.1	CP2_g47947_DN3_SP0_c.t1
OG0019313	AT5G61750.1	CP2_g48129_DN1_SP0_c.t1
OG0019314	AT5G11740.1	CP11_g32758_DN3_SP0_c.t1
OG0019315	AT4G01420.1	CP8_g54281_DN3_SP1_c.t1
OG0019317	AT5G59520.1	CP8_g53964_DN3_SP3_c.t1
OG0019318	AT5G59410.1	CP8_g53952_DN3_SP7_c.t1
OG0019320	AT5G55040.1	CP8_g53474_DN3_SP0_c.t1
OG0019321	AT5G07480.1	CP11_g33146_DN3_SP0_c.t1
OG0019324	AT5G01680.1	CP11_g33739_DN3_SP0_c.t1
OG0019326	AT5G01970.1	CP11_g33768_DN3_SP4_c.t1
OG0019327	AT5G40730.1	CP5_g1337_DN2_SP0_c.t1
OG0019328	AT5G41980.1	CP19_g17830_DN3_SP2_c.t1
OG0019331	AT1G77060.1	CP9_g29350_DN3_SP7_c.t1
OG0019333	AT1G76190.1	CP9_g29263_DN2_SP0_c.t1
OG0019334	AT1G76230.1	CP7_g45106_DN3_SP0_c.t1
OG0019335	AT1G54370.1	CP7_g46479_DN2_SP7_c.t1
OG0019336	AT1G54260.1	CP7_g46347_DN2_SP0_c.t1
OG0019337	AT1G53030.1	CP7_g46221_DN1_SP0_c.t1
OG0019338	AT4G13640.2	CP6_g7699_DN3_SP7_c.t1
OG0019339	AT4G14900.1	CP6_g7430_DN3_SP5_c.t1
OG0019341	AT2G01870.1	CP13_g19624_DN3_SP0_c.t1
OG0019342	AT1G63710.1	CP2_g48908_DN3_SP0_c.t1
OG0019343	AT2G47200.1	CP4_g24000_DN2_SP0_c.t1
OG0019348	AT1G49760.1	CP1_g38129_DN3_SP7_c.t1
OG0019352	AT3G43790.2	CP3_g15627_DN3_SP6_c.t1
OG0019353	AT1G51620.2	CP1_g37965_DN3_SP0_c.t1
OG0019354	AT3G50350.1	CP3_g14345_DN2_SP4_c.t1
OG0019359	AT5G42610.1	CP22_g17070_DN3_SP0_c.t1
OG0019360	AT3G01770.1	CP10_g42120_DN3_SP0_c.t1
OG0019361	AT3G01560.1	CP10_g42139_DN3_SP0_c.t1
OG0019362	AT3G01513.1	CP10_g42144_DN3_SP0_c.t1
OG0019363	AT5G66595.1	CP2_g47584_DN3_SP0_c.t1
OG0019365	AT4G36000.1	CP5_g409_DN3_SP0_c.t1
OG0019366	AT3G63160.1	CP3_g13085_DN3_SP0_c.t1
OG0019367	AT3G62610.1	CP3_g13140_DN3_SP0_c.t1
OG0019368	AT3G61940.1	CP3_g13196_DN3_SP0_c.t1
OG0019375	AT3G54100.1	CP3_g13950_DN3_SP3_c.t1
OG0019376	AT3G53410.1	CP3_g14019_DN3_SP0_c.t1
OG0019378	AT2G04480.1	CP12_g31057_DN3_SP0_c.t1
OG0019379	AT2G04890.1	CP12_g31145_DN1_SP0_c.t1
OG0019380	AT1G68380.1	CP9_g28414_DN3_SP0_c.t1
OG0019386	AT2G25010.1	CP16_g55217_DN3_SP8_c.t1
OG0019387	AT1G35910.1	CP21_g11094_DN3_SP2_c.t1
OG0019388	AT1G35830.1	CP21_g11129_DN3_SP0_c.t1
OG0019390	AT2G20500.1	CP12_g29848_DN3_SP0_c.t1
OG0019393	AT2G46540.1	CP4_g24064_DN2_SP7_c.t1
OG0019394	AT2G44880.2	CP4_g24237_DN3_SP0_c.t1
OG0019396	AT2G44330.1	CP4_g24297_DN3_SP0_c.t1
OG0019397	AT2G44250.1	CP4_g24303_DN3_SP0_c.t1
OG0019403	AT3G08860.1	CP10_g42846_DN3_SP6_c.t1
OG0019404	AT3G13500.1	CP10_g43314_DN1_SP0_c.t1
OG0019408	AT3G20220.1	CP12_g30372_DN2_SP0_c.t1
OG0019409	AT3G20350.1	CP12_g30387_DN3_SP0_c.t1
OG0019410	AT3G20395.1	CP12_g30393_DN3_SP0_c.t1
OG0019411	AT3G21370.1	CP12_g30496_DN3_SP4_c.t1
OG0019412	AT4G30380.2	CP5_g964_DN3_SP0_c.t1
OG0019413	AT1G02040.1	CP1_g36414_DN3_SP0_c.t1
OG0019415	AT1G04980.1	CP1_g36577_DN3_SP8_c.t1
OG0019416	AT1G05640.1	CP1_g36856_DN3_SP3_c.t1
OG0019418	AT1G10460.1	CP1_g37336_DN3_SP0_c.t1
OG0019419	AT1G10560.1	CP1_g37347_DN3_SP0_c.t1
OG0019420	AT1G11540.2	CP1_g37450_DN3_SP1_c.t1
OG0019421	AT1G11570.3	CP1_g37453_DN2_SP5_c.t1
OG0019422	AT1G11740.1	CP1_g37473_DN2_SP0_c.t1
OG0019423	AT1G13510.1, AT1G13540.1	CP1_g37652_DN3_SP0_c.t1
OG0019425	AT1G15580.1	CP7_g46170_DN3_SP1_c.t1
OG0019427	AT1G16690.1	CP7_g46079_DN3_SP4_c.t1
OG0019428	AT1G18900.3	CP7_g45863_DN3_SP0_c.t1
OG0019429	AT1G18940.1	CP7_g45861_DN3_SP3_c.t1
OG0019431	AT1G20030.2	CP7_g45762_DN3_SP2_c.t1
OG0019432	AT1G21528.1	CP7_g45628_DN3_SP0_c.t1
OG0019435	AT1G70340.1	CP9_g28646_DN3_SP0_c.t1, CP9_g28649_DN3_SP0_c.t1
OG0019437	AT1G33280.1	CP7_g44565_DN3_SP0_c.t1
OG0019441	AT1G64235.1	CP13_g19097_DN3_SP0_c.t1
OG0019444	AT5G44360.2	CP13_g20166_DN3_SP0_c.t1
OG0019446	AT4G37235.1	CP5_g325_DN2_SP1_c.t1
OG0019447	AT4G34550.1	CP5_g552_DN2_SP0_c.t1
OG0019451	AT4G31070.1	CP5_g888_DN3_SP0_c.t1
OG0019452	AT1G23250.1, AT1G23240.4	CP7_g45457_DN3_SP0_c.t1
OG0019454	AT4G00240.1	CP8_g54657_DN3_SP6_c.t1
OG0019455	AT4G00190.1	CP8_g54667_DN3_SP0_c.t1
OG0019457	AT2G20970.2	CP16_g54727_DN3_SP0_c.t1
OG0019458	AT1G02850.4	CP1_g36784_DN3_SP1_c.t1
OG0019459	AT1G10400.1	CP1_g37329_DN3_SP1_c.t1
OG0019463	AT1G13620.1	CP1_g37662_DN2_SP1_c.t1
OG0019465	AT1G26970.1	CP7_g45334_DN3_SP4_c.t1
OG0019466	AT1G25400.1	CP7_g45228_DN3_SP0_c.t1
OG0019467	AT1G25300.1	CP7_g45217_DN1_SP0_c.t1
OG0019468	AT1G24430.1	CP7_g45172_DN3_SP0_c.t1
OG0019469	AT4G29370.1	CP5_g1063_DN3_SP0_c.t1
OG0019470	AT1G31175.1	CP7_g44785_DN3_SP0_c.t1
OG0019472	AT1G37130.1	CP1_g41256_DN3_SP7_c.t1
OG0019473	AT1G43900.1	CP1_g40918_DN3_SP8_c.t1
OG0019474	AT1G55970.1	CP7_g46449_DN3_SP0_c.t1
OG0019475	AT1G54340.1	CP7_g46476_DN2_SP8_c.t1
OG0019478	AT1G54820.1	CP2_g50325_DN3_SP2_c.t1
OG0019483	AT1G69470.1	CP9_g28542_DN2_SP0_c.t1
OG0019488	AT3G07500.1	CP10_g42757_DN3_SP0_c.t1
OG0019489	AT3G11240.1	CP10_g43089_DN3_SP0_c.t1
OG0019492	AT3G14730.1	CP10_g43441_DN3_SP0_c.t1
OG0019494	AT3G21450.1	CP13_g20528_DN3_SP0_c.t1, CP12_g30453_DN3_SP0_c.t1, CP12_g30505_DN3_SP0_c.t1
OG0019496	AT2G04910.1	CP12_g31147_DN3_SP0_c.t1
OG0019497	AT2G06005.1	CP17_g5927_DN3_SP7_c.t1
OG0019498	AT2G06255.1	CP17_g5379_DN3_SP0_c.t1
OG0019499	AT2G16090.1	CP10_g44006_DN3_SP1_c.t1
OG0019500	AT2G16230.1	CP10_g43992_DN3_SP1_c.t1
OG0019501	AT2G18870.1	CP2_g49400_DN2_SP0_c.t1
OG0019504	AT2G25640.1	CP16_g55530_DN3_SP0_c.t1
OG0019507	AT2G33980.3	CP4_g25344_DN3_SP1_c.t1
OG0019509	AT2G34990.2	CP4_g25243_DN3_SP0_c.t1
OG0019510	AT2G39100.1	CP4_g24811_DN3_SP0_c.t1
OG0019512	AT2G44980.2	CP4_g24231_DN3_SP8_c.t1
OG0019513	AT2G02515.1	CP13_g19566_DN2_SP0_c.t1
OG0019515	AT3G26934.1	CP13_g19319_DN3_SP0_c.t1
OG0019518	AT3G44450.1	CP3_g15230_DN3_SP0_c.t1
OG0019521	AT3G47295.1	CP3_g14673_DN3_SP1_c.t1
OG0019522	AT3G47530.1	CP3_g14651_DN3_SP0_c.t1
OG0019526	AT5G17165.1	CP11_g32259_DN3_SP0_c.t1
OG0019528	AT5G19710.1	CP8_g54361_DN3_SP0_c.t1
OG0019529	AT5G27370.1	CP2_g48613_DN3_SP0_c.t1, CP7_g46483_DN2_SP0_c.t1
OG0019530	AT5G28650.1	CP2_g48658_DN3_SP1_c.t1
OG0019531	AT4G09180.1	CP16_g55144_DN3_SP4_c.t1
OG0019533	AT4G00850.1	CP8_g54553_DN3_SP1_c.t1
OG0019534	AT4G12950.1	CP5_g983_DN2_SP0_c.t1
OG0019535	AT4G28775.1	CP5_g1115_DN2_SP0_c.t1
OG0019536	AT4G27360.1	CP5_g1277_DN3_SP6_c.t1
OG0019537	AT4G26330.1	CP19_g18006_DN3_SP0_c.t1
OG0019538	AT4G26288.1	CP19_g18010_DN2_SP0_c.t1
OG0019539	AT4G25380.1	CP19_g18107_DN3_SP0_c.t1
OG0019542	AT1G65342.1	CP10_g43846_DN3_SP0_c.t1, CP10_g43848_DN2_SP0_c.t1, CP10_g43845_DN3_SP0_c.t1
OG0019543	AT4G22467.1	CP19_g18436_DN1_SP0_c.t1
OG0019544	AT4G19850.2	CP6_g6837_DN1_SP0_c.t1
OG0019549	AT5G41400.1	CP19_g17885_DN3_SP0_c.t1
OG0019552	AT5G42690.2	CP13_g20746_DN3_SP0_c.t1
OG0019554	AT5G49960.1	CP8_g52238_DN3_SP7_c.t1
OG0019555	AT5G50443.1	CP8_g52876_DN3_SP2_c.t1
OG0019559	AT5G55650.1	CP8_g53550_DN2_SP0_c.t1
OG0019562	AT5G55240.1	CP8_g53500_DN3_SP5_c.t1
OG0019565	AT5G10695.1	CP11_g32859_DN1_SP0_c.t1
OG0019568	AT2G17850.3	CP10_g43737_DN2_SP0_c.t1
OG0019569	AT1G36380.1	CP21_g10967_DN2_SP0_c.t1
OG0019571	AT1G66420.1	CP5_g1851_DN3_SP0_c.t1
OG0019572	AT4G16162.1	CP17_g5924_DN3_SP0_c.t1
OG0019573	AT5G52270.2	CP8_g53180_DN3_SP0_c.t1
OG0019574	AT5G59305.1	CP8_g53941_DN2_SP0_c.t1
OG0019576	AT3G04370.1	CP10_g42429_DN3_SP0_c.t1
OG0019578	AT5G48110.1	CP12_g30924_DN3_SP0_c.t1
OG0019579	AT3G32380.1	CP18_g11566_DN1_SP0_c.t1
OG0019603	AT5G14270.2	CP11_g32541_DN3_SP0_c.t1
OG0019604	AT5G11050.1	CP11_g32824_DN3_SP1_c.t1
OG0019606	AT5G44265.1	CP13_g20178_DN2_SP0_c.t1
OG0019608	AT1G30670.1	CP7_g44829_DN3_SP0_c.t1
OG0019610	AT1G31140.2	CP7_g44788_DN3_SP0_c.t1
OG0019612	AT1G31820.1	CP7_g44723_DN2_SP0_c.t1
OG0019613	AT1G32320.1	CP7_g44663_DN3_SP0_c.t1
OG0019618	AT5G59570.1	CP8_g53969_DN1_SP0_c.t1
OG0019619	AT5G55980.1	CP8_g53581_DN1_SP0_c.t1
OG0019621	AT3G48720.1	CP3_g14506_DN3_SP1_c.t1
OG0019623	AT5G06100.2	CP11_g33198_DN3_SP0_c.t1
OG0019627	AT5G02560.2	CP11_g33622_DN3_SP4_c.t1
OG0019628	AT5G02000.1	CP11_g33771_DN3_SP0_c.t1
OG0019632	AT1G75470.1	CP9_g29188_DN2_SP0_c.t1
OG0019634	AT3G47510.1	CP3_g14653_DN3_SP0_c.t1
OG0019635	AT3G47600.1	CP3_g14641_DN3_SP7_c.t1
OG0019636	AT1G56170.1	CP7_g46469_DN3_SP0_c.t1
OG0019637	AT1G56060.2	CP7_g46455_DN3_SP1_c.t1
OG0019638	AT1G55810.4	CP7_g46427_DN3_SP8_c.t1
OG0019639	AT1G53880.1	CP7_g46307_DN3_SP5_c.t1
OG0019642	AT4G12690.1	CP6_g9749_DN2_SP0_c.t1
OG0019647	AT5G44930.1	CP13_g20081_DN3_SP2_c.t1
OG0019648	AT5G45200.1	CP13_g20032_DN3_SP0_c.t1
OG0019650	AT1G50720.1	CP1_g38044_DN3_SP0_c.t1
OG0019651	AT2G35550.1	CP4_g25188_DN2_SP0_c.t1
OG0019653	AT4G18940.1	CP6_g6914_DN3_SP0_c.t1
OG0019657	AT5G66000.1	CP2_g47519_DN2_SP0_c.t1
OG0019659	AT3G61210.1	CP3_g13280_DN3_SP0_c.t1
OG0019660	AT3G58770.1	CP3_g13479_DN3_SP0_c.t1
OG0019662	AT3G55570.1	CP3_g13791_DN3_SP0_c.t1
OG0019669	AT4G04930.1	CP11_g31886_DN3_SP6_c.t1
OG0019670	AT2G31020.1	CP1_g41345_DN3_SP6_c.t1
OG0019674	AT2G44490.1	CP4_g24280_DN3_SP6_c.t1
OG0019678	AT3G05430.1	CP10_g42535_DN3_SP0_c.t1
OG0019681	AT5G03190.2	CP11_g33573_DN2_SP0_c.t1
OG0019689	AT5G37730.1	CP5_g1731_DN3_SP0_c.t1
OG0019690	AT3G23350.2	CP12_g30699_DN3_SP2_c.t1
OG0019691	AT1G03120.1	CP1_g36754_DN3_SP1_c.t1
OG0019692	AT1G11850.2	CP1_g37484_DN3_SP0_c.t1
OG0019693	AT2G23096.1	CP16_g54948_DN3_SP0_c.t1
OG0019695	AT1G24320.1	CP7_g45164_DN3_SP3_c.t1
OG0019698	AT1G18485.1	CP7_g45908_DN3_SP0_c.t1
OG0019701	AT1G22240.1	CP7_g45561_DN3_SP0_c.t1
OG0019702	AT1G61030.1	CP2_g49187_DN3_SP0_c.t1
OG0019703	AT1G56555.1	CP2_g49854_DN3_SP0_c.t1
OG0019704	AT1G56300.1	CP2_g49951_DN3_SP8_c.t1
OG0019708	AT4G38550.2	CP5_g40_DN2_SP0_c.t1
OG0019709	AT4G39745.1	CP5_g158_DN2_SP0_c.t1
OG0019710	AT4G37860.1	CP5_g226_DN3_SP0_c.t1
OG0019711	AT4G36230.1	CP5_g388_DN3_SP0_c.t1
OG0019712	AT4G33660.1	CP5_g645_DN3_SP3_c.t1
OG0019713	AT4G31760.1	CP5_g826_DN3_SP3_c.t1
OG0019714	AT4G28088.1	CP5_g1193_DN3_SP6_c.t1
OG0019717	AT1G07500.1	CP1_g37031_DN2_SP0_c.t1
OG0019718	AT1G20135.1	CP7_g45747_DN3_SP0_c.t1, CP16_g55220_DN2_SP0_c.t1
OG0019719	AT1G26260.1	CP7_g45272_DN3_SP0_c.t1
OG0019722	AT1G35625.1, AT1G35630.1	CP7_g44162_DN3_SP0_c.t1
OG0019723	AT1G43640.1	CP5_g1419_DN3_SP0_c.t1
OG0019724	AT1G53635.1	CP7_g46283_DN3_SP0_c.t1
OG0019729	AT1G70870.1	CP9_g28713_DN3_SP4_c.t1
OG0019733	AT2G10950.1	CP15_g36077_DN3_SP0_c.t1
OG0019735	AT2G18120.1	CP10_g43703_DN3_SP0_c.t1
OG0019736	AT2G18210.1, AT2G18200.1	CP10_g43692_DN3_SP0_c.t1
OG0019738	AT2G22810.1	CP16_g54914_DN3_SP5_c.t1
OG0019739	AT2G22850.1	CP16_g54919_DN2_SP0_c.t1
OG0019740	AT2G24170.1	CP16_g55075_DN3_SP8_c.t1
OG0019743	AT2G31082.1	CP4_g25649_DN2_SP0_c.t1
OG0019747	AT3G47710.1	CP3_g14629_DN3_SP5_c.t1
OG0019750	AT3G45610.1	CP3_g14869_DN3_SP0_c.t1
OG0019752	AT3G48830.1	CP3_g14493_DN3_SP1_c.t1
OG0019754	AT3G49470.2	CP3_g14427_DN2_SP0_c.t1
OG0019755	AT3G50990.1	CP3_g14270_DN3_SP0_c.t1
OG0019758	AT5G14490.3	CP11_g32518_DN3_SP0_c.t1
OG0019760	AT4G38850.1	CP5_g64_DN2_SP0_c.t1
OG0019764	AT4G30430.1	CP5_g955_DN3_SP0_c.t1
OG0019765	AT4G26660.1	CP19_g17971_DN3_SP1_c.t1
OG0019766	AT4G25530.1	CP19_g18093_DN3_SP0_c.t1, CP19_g18092_DN3_SP0_c.t1
OG0019767	AT4G24715.1	CP19_g18179_DN3_SP0_c.t1
OG0019769	AT4G21865.1	CP19_g18501_DN2_SP0_c.t1
OG0019770	AT4G21480.1	CP6_g6706_DN3_SP8_c.t1
OG0019774	AT5G41030.1	CP19_g17933_DN3_SP0_c.t1
OG0019775	AT5G41600.1	CP19_g17862_DN3_SP1_c.t1
OG0019776	AT5G42140.1	CP9_g28661_DN3_SP4_c.t1
OG0019777	AT5G48570.1	CP2_g48772_DN3_SP6_c.t1
OG0019778	AT5G49230.1	CP2_g48708_DN3_SP0_c.t1
OG0019779	AT5G51390.1	CP8_g53041_DN2_SP0_c.t1
OG0019780	AT5G52410.2	CP8_g53194_DN3_SP0_c.t1
OG0019781	AT1G49360.1	CP20_g4407_DN2_SP0_c.t1
OG0019782	AT5G53895.1	CP8_g53365_DN3_SP0_c.t1
OG0019790	AT3G29970.1	CP2_g48861_DN3_SP5_c.t1
OG0019792	AT3G50845.1	CP3_g14291_DN3_SP4_c.t1
OG0019793	AT1G77950.1	CP9_g29436_DN2_SP3_c.t1
OG0019794	AT5G50660.1, AT5G50560.1	CP8_g52915_DN3_SP0_c.t1
OG0019795	AT3G02245.1	CP10_g42218_DN2_SP0_c.t1
OG0019831	AT4G30540.1	CP5_g944_DN3_SP3_c.t1
OG0019835	AT2G30680.1	CP17_g5054_DN2_SP0_c.t1, CP17_g5053_DN2_SP0_c.t1
OG0019837	AT1G28180.1	CP7_g45075_DN2_SP0_c.t1
OG0019838	AT1G29710.1	CP7_g44943_DN3_SP0_c.t1
OG0019840	AT5G64990.2	CP2_g47799_DN3_SP1_c.t1
OG0019841	AT2G05810.1	CP17_g6269_DN3_SP0_c.t1
OG0019844	AT5G25330.1	CP2_g48441_DN3_SP0_c.t1
OG0019848	AT5G02150.1	CP11_g33659_DN3_SP1_c.t1
OG0019849	AT5G01780.2	CP11_g33747_DN3_SP0_c.t1
OG0019850	AT1G79970.1	CP9_g29724_DN3_SP0_c.t1
OG0019854	AT1G54360.6	CP7_g46478_DN2_SP3_c.t1
OG0019864	AT1G52550.1	CP1_g37871_DN3_SP0_c.t1
OG0019865	AT2G35640.1	CP4_g25177_DN2_SP0_c.t1
OG0019867	AT4G03940.1, AT1G11591.1	CP6_g8095_DN1_SP0_c.t1
OG0019871	AT3G59570.3	CP3_g13430_DN3_SP0_c.t1
OG0019875	AT1G68050.1	CP9_g28377_DN2_SP6_c.t1
OG0019878	AT2G39250.1	CP4_g24799_DN3_SP0_c.t1
OG0019880	AT5G27020.1	CP2_g48569_DN3_SP0_c.t1
OG0019881	AT2G44400.1	CP4_g24290_DN1_SP0_c.t1
OG0019882	AT4G26485.1	CP19_g17990_DN3_SP0_c.t1
OG0019884	AT2G41342.1	CP4_g24584_DN2_SP0_c.t1
OG0019885	AT3G01030.1	CP10_g42198_DN2_SP0_c.t1
OG0019886	AT3G03272.1	CP10_g42323_DN2_SP0_c.t1
OG0019891	AT3G14225.1	CP10_g43396_DN3_SP1_c.t1
OG0019893	AT3G14710.1	CP10_g43439_DN3_SP0_c.t1
OG0019895	AT1G48325.1	CP12_g30091_DN3_SP0_c.t1
OG0019899	AT1G01810.1	CP17_g4834_DN1_SP0_c.t1
OG0019911	AT1G23300.1	CP7_g45453_DN3_SP5_c.t1
OG0019913	AT1G04150.1	CP1_g36663_DN3_SP0_c.t1
OG0019915	AT1G15590.1	CP7_g46169_DN3_SP0_c.t1
OG0019917	AT1G17145.1	CP7_g46032_DN3_SP1_c.t1
OG0019919	AT1G22670.1	CP7_g45518_DN3_SP0_c.t1
OG0019922	AT1G49520.1	CP1_g38158_DN3_SP1_c.t1
OG0019923	AT1G62530.1	CP2_g49026_DN3_SP0_c.t1
OG0019926	AT1G57560.1	CP2_g49748_DN3_SP1_c.t1
OG0019927	AT1G56670.1	CP2_g49792_DN3_SP0_c.t1
OG0019929	AT1G54730.2	CP2_g50454_DN3_SP1_c.t1
OG0019930	AT1G66860.1	CP9_g28229_DN3_SP6_c.t1
OG0019932	AT3G01415.1, AT3G18535.1	CP2_g49054_DN1_SP0_c.t1
OG0019937	AT3G24065.1, AT3G24068.1	CP12_g30720_DN2_SP0_c.t1
OG0019938	AT2G05540.1	CP12_g31600_DN2_SP1_c.t1
OG0019942	AT2G17180.1	CP10_g43835_DN3_SP0_c.t1
OG0019943	AT2G18060.1	CP10_g43710_DN3_SP2_c.t1
OG0019944	AT2G21350.1	CP16_g54761_DN2_SP0_c.t1
OG0019945	AT2G23110.1	CP16_g54949_DN3_SP0_c.t1
OG0019949	AT3G47720.1	CP3_g14628_DN3_SP0_c.t1
OG0019950	AT2G47480.1	CP4_g23974_DN3_SP0_c.t1
OG0019951	AT2G01920.1	CP13_g19615_DN3_SP0_c.t1
OG0019954	AT2G15185.1, AT3G43480.1, AT3G43470.1, AT2G15180.1	CP6_g8861_DN2_SP0_c.t1
OG0019956	AT3G43960.1	CP12_g30282_DN3_SP0_c.t1, CP12_g30283_DN3_SP0_c.t1, CP12_g30281_DN3_SP0_c.t1
OG0019958	AT3G44830.1	CP3_g14997_DN3_SP1_c.t1
OG0019962	AT3G52525.1	CP3_g14106_DN3_SP0_c.t1
OG0019963	AT3G54550.1	CP5_g1562_DN2_SP0_c.t1
OG0019966	AT3G60870.1	CP3_g13306_DN3_SP0_c.t1
OG0019970	AT5G11140.1	CP11_g32816_DN3_SP0_c.t1
OG0019971	AT5G22240.1	CP8_g54175_DN3_SP0_c.t1
OG0019974	AT4G08930.1	CP20_g3866_DN3_SP1_c.t1
OG0019977	AT4G02700.1	CP11_g32032_DN3_SP6_c.t1
OG0019981	AT4G25845.1	CP19_g18056_DN3_SP0_c.t1
OG0019983	AT4G17850.1	CP6_g7040_DN3_SP0_c.t1
OG0019985	AT5G39870.2	CP5_g1473_DN3_SP0_c.t1
OG0019986	AT5G45770.1	CP13_g19939_DN3_SP0_c.t1
OG0019988	AT5G44690.1	CP13_g20118_DN3_SP0_c.t1
OG0019989	AT5G43175.1	CP13_g20351_DN3_SP0_c.t1
OG0019991	AT5G50610.1, AT5G50710.1	CP8_g52920_DN1_SP0_c.t1
OG0019993	AT5G51451.1	CP8_g53046_DN3_SP0_c.t1
OG0019994	AT5G51790.3	CP8_g53116_DN3_SP0_c.t1
OG0019996	AT5G57887.1	CP8_g53786_DN2_SP0_c.t1
OG0019997	AT5G59170.1	CP8_g53923_DN3_SP0_c.t1
OG0019998	AT5G60470.2	CP8_g54069_DN1_SP0_c.t1
OG0020047	AT1G30780.1	CP7_g44816_DN3_SP0_c.t1
OG0020049	AT5G62080.1	CP2_g48097_DN2_SP0_c.t1
OG0020052	AT5G54740.1	CP8_g53442_DN3_SP0_c.t1
OG0020054	AT2G20520.1	CP12_g29845_DN2_SP0_c.t1
OG0020057	AT1G56553.1	CP8_g53204_DN2_SP0_c.t1
OG0020061	AT4G13480.1	CP6_g7945_DN3_SP0_c.t1
OG0020062	AT1G73330.1	CP9_g28969_DN3_SP0_c.t1
OG0020063	AT3G27415.1	CP13_g19263_DN1_SP0_c.t1
OG0020066	AT2G34890.1	CP4_g25253_DN3_SP3_c.t1
OG0020068	AT3G45290.1	CP3_g14889_DN3_SP0_c.t1
OG0020074	AT3G62760.1	CP3_g13126_DN3_SP5_c.t1
OG0020077	AT3G55515.1	CP3_g13798_DN2_SP0_c.t1
OG0020078	AT2G19120.1	CP10_g43614_DN3_SP1_c.t1
OG0020081	AT5G37320.1	CP1_g38497_DN3_SP0_c.t1
OG0020082	AT2G48075.1	CP4_g23922_DN2_SP0_c.t1
OG0020102	AT1G18530.1	CP7_g45902_DN3_SP0_c.t1
OG0020105	AT1G48000.1	CP1_g38344_DN3_SP0_c.t1
OG0020109	AT1G06000.1	CP1_g36891_DN3_SP0_c.t1
OG0020113	AT2G34317.1, AT2G34315.1	CP7_g44513_DN2_SP0_c.t1
OG0020118	AT1G49860.1	CP1_g38117_DN3_SP0_c.t1
OG0020122	AT1G54740.1	CP2_g50444_DN3_SP0_c.t1
OG0020126	AT1G76290.1	CP9_g29272_DN3_SP2_c.t1
OG0020127	AT1G80165.1	CP9_g29702_DN2_SP0_c.t1
OG0020128	AT3G10195.1	CP10_g42981_DN3_SP0_c.t1
OG0020134	AT2G14070.1	CP15_g34916_DN3_SP0_c.t1
OG0020137	AT2G23445.1	CP16_g54997_DN3_SP0_c.t1
OG0020139	AT2G25000.1	CP16_g55213_DN3_SP0_c.t1
OG0020140	AT2G26520.1	CP18_g11638_DN3_SP0_c.t1
OG0020142	AT2G33270.1	CP4_g25422_DN3_SP0_c.t1
OG0020151	AT5G27200.1	CP2_g48626_DN3_SP5_c.t1
OG0020153	AT4G08530.1	CP25_g55858_DN1_SP0_c.t1
OG0020154	AT4G08910.1	CP29_g21979_DN2_SP0_c.t1
OG0020163	AT5G36300.2	CP5_g1964_DN3_SP1_c.t1
OG0020164	AT5G38150.1	CP5_g1675_DN1_SP0_c.t1
OG0020165	AT5G38400.1	CP5_g1640_DN3_SP0_c.t1
OG0020167	AT5G46870.1	CP13_g19817_DN3_SP3_c.t1
OG0020171	AT5G64910.2	CP2_g47805_DN3_SP0_c.t1
OG0020178	AT4G27370.2	CP5_g1276_DN3_SP2_c.t1
OG0020182	ATCG00470.1	CP156_g16816_DN1_SP0_c.t1, CP67_g36390_DN1_SP0_c.t1, CP547_g22392_DN1_SP0_c.t1, CP510_g51848_DN1_SP0_c.t1
OG0020183	ATCG00780.1	CP21_g10687_DN1_SP0_c.t1, CP5_g1862_DN1_SP0_c.t1
OG0020193	AT1G45243.1	CP1_g38695_DN1_SP0_c.t1
OG0020194	AT5G60810.1	CP2_g48230_DN3_SP0_c.t1
OG0020237	AT2G27940.1	CP4_g25970_DN3_SP0_c.t1
OG0020239	AT5G61360.1	CP2_g48168_DN3_SP0_c.t1
OG0020242	AT5G58280.2	CP8_g53829_DN3_SP0_c.t1
OG0020244	AT1G80230.1	CP9_g29693_DN3_SP4_c.t1
OG0020254	AT5G40350.1	CP5_g1384_DN3_SP3_c.t1
OG0020258	AT1G66145.1	CP16_g55102_DN2_SP0_c.t1, CP16_g55104_DN2_SP0_c.t1
OG0020263	AT3G57370.1	CP3_g13611_DN3_SP0_c.t1
OG0020264	AT3G06435.1	CP3_g15184_DN2_SP0_c.t1
OG0020270	AT2G19240.2	CP10_g43603_DN3_SP0_c.t1
OG0020272	AT2G37000.1	CP4_g25042_DN1_SP0_c.t1
OG0020273	AT5G39230.1	CP5_g1557_DN1_SP0_c.t1
OG0020275	AT2G42440.1	CP4_g24483_DN3_SP1_c.t1
