Orthogroup	Arabidopsis_thaliana	Noccaea_praecox
OG0015707	AT2G21280.2	Np006G3708800
OG0015708	AT2G21370.1	Np006G3706800
OG0015709	AT2G21385.1	Np006G3706500
OG0015710	AT2G21520.2	Np006G3704900
OG0015711	AT2G21620.2	Np006G3700300
OG0015712	AT2G21640.1	Np006G3700600, Np006G3700700
OG0015713	AT2G21960.1	Np006G3695200
OG0015715	AT2G22080.1	Np006G3693800
OG0015716	AT2G22260.6	Np006G3691400
OG0015717	AT2G22450.1	Np006G3689300
OG0015718	AT2G22570.1	Np006G3687200
OG0015719	AT2G22840.1	Np006G3681800
OG0015720	AT2G23093.1	Np006G3678200
OG0015721	AT2G23320.1	Np006G3674900
OG0015722	AT2G23370.1	Np006G3674200
OG0015723	AT2G23380.1	Np006G3674100
OG0015724	AT2G23460.1	Np006G3671500, Np006G3670900
OG0015725	AT2G23890.2	Np006G3666500
OG0015726	AT2G25530.1	Np006G3638700
OG0015727	AT2G25490.1	Np006G3639000
OG0015728	AT2G25950.1	Np006G3631100
OG0015729	AT2G26100.1	Np006G3630400
OG0015730	AT2G24860.1	Np006G3647700
OG0015731	AT2G26210.1	Np006G3628600
OG0015732	AT2G26300.1	Np006G3627200
OG0015733	AT2G26200.1	Np006G3628700
OG0015734	AT2G24830.1	Np006G3648300
OG0015735	AT2G26260.1	Np006G3627900
OG0015736	AT2G26460.1	Np006G3625300
OG0015737	AT2G24350.1	Np006G3658400
OG0015738	AT2G25620.1	Np006G3636700
OG0015739	AT1G43580.1	Np004G2034400
OG0015740	AT1G43190.1	Np004G2034600
OG0015741	AT1G43690.1	Np004G2031800
OG0015742	AT1G44000.1	Np004G2029400
OG0015743	AT1G44120.2	Np004G2028500
OG0015744	AT1G44350.1	Np004G2026000
OG0015745	AT1G36980.1	Np004G2049400
OG0015746	AT1G36370.1	Np004G2048800
OG0015747	AT1G36320.1	Np004G2048600
OG0015748	AT1G36060.1	Np004G2047900
OG0015749	AT1G35680.1	Np004G2046200
OG0015750	AT1G35510.1	Np004G2044100
OG0015751	AT1G35490.1	Np004G2044000
OG0015752	AT1G35420.2	Np004G2043100
OG0015753	AT1G34640.1	Np004G2243500
OG0015754	AT1G34580.1	Np005G3088400
OG0015755	AT1G34430.1	Np002G0926200
OG0015756	AT1G34420.1	Np004G2087900
OG0015757	AT1G34380.2	Np004G2087700
OG0015758	AT1G34320.1	Np004G2087000
OG0015759	AT1G34245.1	Np004G2086500
OG0015760	AT1G34200.1	Np004G2086000
OG0015761	AT1G33430.2	Np004G2063800
OG0015762	AT4G08690.1	Np003G1758700
OG0015763	AT4G08550.2	Np003G1758000
OG0015764	AT4G08810.1	Np003G1759700
OG0015765	AT4G10050.1	Np003G1779100
OG0015766	AT4G10090.1	Np003G1779500
OG0015767	AT4G10120.1	Np003G1780000
OG0015768	AT4G10140.1	Np003G1780500
OG0015769	AT4G10170.1	Np003G1780800
OG0015770	AT4G10180.1	Np003G1781000
OG0015771	AT4G10240.1	Np003G1781100
OG0015772	AT4G10300.1	Np003G1782700
OG0015773	AT4G10330.1	Np003G1783400
OG0015774	AT4G10465.1	Np003G1784300
OG0015775	AT4G10630.1	Np003G1787400
OG0015776	AT4G10920.1	Np003G1796700
OG0015777	AT4G10930.1	Np003G1796900
OG0015778	AT4G10970.6	Np003G1797500
OG0015779	AT4G11120.1	Np003G1800000
OG0015780	AT4G11175.1	Np003G1801900
OG0015781	AT4G11230.1	Np003G1802900
OG0015782	AT4G11280.1	Np003G1803200
OG0015783	AT4G11440.1	Np003G1805600
OG0015784	AT4G11450.1	Np003G1805700
OG0015785	AT4G11570.1	Np003G1809000
OG0015786	AT4G11655.1	Np003G1811400
OG0015787	AT4G11670.2	Np003G1811700
OG0015788	AT4G11680.2	Np003G1811900
OG0015789	AT5G19160.1	Np003G1470600
OG0015790	AT5G26240.1	Np001G0138800
OG0015791	AT2G26570.1	Np006G3623500
OG0015792	AT5G48440.1	Np001G0177100
OG0015793	AT5G26600.1	Np001G0142500
OG0015794	AT5G26810.1	Np001G0143300
OG0015795	AT5G26820.1	Np001G0143400
OG0015796	AT5G26930.1	Np001G0144500
OG0015797	AT5G27710.1	Np001G0147700
OG0015798	AT5G27390.2	Np001G0151000
OG0015799	AT5G27395.1	Np001G0151100
OG0015800	AT5G28080.2	Np001G0155600
OG0015801	AT2G19980.1	Np007G3725900
OG0015802	AT2G20000.1	Np007G3725800
OG0015803	AT2G20010.2	Np007G3725500
OG0015804	AT2G20110.2	Np007G3724400
OG0015805	AT2G20120.1, AT2G20130.1	Np007G3724200
OG0015806	AT2G20270.2	Np007G3722700
OG0015807	AT2G20780.1	Np007G3716600
OG0015808	AT2G20495.3	Np007G3720100
OG0015809	AT3G50370.2	Np001G0517500
OG0015810	AT4G31000.1	Np005G2724500
OG0015811	AT3G45900.1	Np001G0456100
OG0015812	AT3G45850.1	Np001G0455700
OG0015813	AT3G45780.1	Np001G0455000
OG0015814	AT2G48070.3	Np006G3205400
OG0015815	AT2G48010.1	Np006G3205900
OG0015816	AT2G47960.1	Np006G3206500
OG0015817	AT2G47830.1	Np006G3208100
OG0015818	AT2G47790.1	Np006G3208600
OG0015819	AT2G47770.1	Np006G3208800
OG0015820	AT2G47760.5	Np006G3208900
OG0015821	AT2G47680.1	Np006G3209900, Np006G3217400
OG0015822	AT2G47600.1	Np006G3210800
OG0015823	AT2G47540.1	Np006G3211300
OG0015824	AT2G47090.1	Np006G3219000
OG0015825	AT2G47070.1	Np006G3219200
OG0015826	AT2G46950.1	Np006G3221100
OG0015827	AT2G46915.1	Np006G3222000
OG0015828	AT2G46900.1	Np006G3222300
OG0015829	AT2G46880.1	Np006G3222500
OG0015830	AT2G46700.1	Np006G3224600
OG0015831	AT2G46640.4	Np006G3225900
OG0015832	AT2G46360.1	Np006G3230100
OG0015833	AT2G46100.1	Np006G3232800
OG0015834	AT2G45880.1	Np006G3235700
OG0015835	AT2G45700.1	Np006G3239000
OG0015836	AT2G45620.1	Np006G3240400
OG0015837	AT2G45610.1	Np006G3240500
OG0015838	AT2G45590.1	Np006G3240700
OG0015839	AT2G45240.1	Np006G3246500
OG0015840	AT2G45210.1	Np006G3246700
OG0015841	AT2G45180.1	Np006G3247000
OG0015842	AT2G45150.1	Np006G3247400
OG0015843	AT2G17970.1	Np007G3751400, Np001G0215400
OG0015844	AT2G45040.1	Np006G3248700
OG0015845	AT2G45010.1	Np006G3248900
OG0015846	AT2G44970.1	Np006G3249300
OG0015847	AT2G44920.2	Np006G3250200
OG0015848	AT2G44850.1	Np009G4321400, Np006G3251000
OG0015849	AT4G03550.1	Np003G1850900
OG0015850	AT2G44760.1	Np006G3252900
OG0015851	AT2G44710.1	Np006G3253700
OG0015852	AT2G44360.1	Np006G3257700
OG0015853	AT2G43990.1	Np006G3262000
OG0015854	AT2G43870.1	Np006G3263700
OG0015855	AT2G43720.1	Np006G3265600
OG0015857	AT2G43465.1	Np006G3269700
OG0015858	AT2G43400.1	Np006G3270300
OG0015859	AT2G43310.1	Np006G3271500
OG0015860	AT2G43235.1	Np006G3272700
OG0015861	AT2G43070.4	Np006G3275500
OG0015862	AT2G42960.1	Np006G3276800
OG0015863	AT2G42900.1	Np006G3278100
OG0015864	AT2G42860.1	Np005G2922100, Np006G3278900
OG0015865	AT2G42850.1	Np006G3279000
OG0015866	AT2G42760.1	Np006G3280200
OG0015867	AT2G42670.2	Np006G3282200
OG0015868	AT2G42660.1	Np006G3282300
OG0015869	AT2G42590.3	Np006G3282800
OG0015870	AT2G42250.1	Np006G3288300
OG0015871	AT2G41950.1	Np006G3291400
OG0015873	AT2G41870.1	Np006G3294700
OG0015874	AT2G41890.1	Np006G3293500
OG0015875	AT2G41900.1	Np006G3293300
OG0015876	AT2G41550.1	Np006G3300000, Np006G3300400
OG0015877	AT2G41520.1	Np006G3300600
OG0015878	AT2G41450.1	Np006G3301500
OG0015880	AT5G47040.1	Np001G0334800
OG0015881	AT3G01220.1	Np007G4244500
OG0015882	AT3G01210.1	Np007G4244400
OG0015883	AT3G01180.1	Np007G4244100
OG0015884	AT3G01170.1	Np007G4243700
OG0015885	AT3G01080.2	Np007G4241600
OG0015886	AT3G01060.1	Np007G4241300
OG0015887	AT3G02110.1	Np007G4239000
OG0015888	AT3G02120.1	Np007G4238700
OG0015889	AT3G02125.1	Np007G4238600
OG0015890	AT3G02180.1	Np007G4237800
OG0015891	AT3G02290.5	Np007G4236600
OG0015892	AT3G02300.2	Np007G4235900
OG0015893	AT3G02450.1	Np007G4234300
OG0015894	AT3G02540.1	Np007G4233200
OG0015895	AT3G02690.1	Np007G4231400
OG0015896	AT3G02700.1	Np007G4231300
OG0015897	AT3G02710.1	Np007G4231200
OG0015898	AT3G02720.1	Np007G4231100
OG0015900	AT3G02820.2	Np007G4229900
OG0015901	AT3G02920.1	Np007G4228500
OG0015902	AT3G03000.1	Np007G4227600
OG0015903	AT3G03010.1	Np007G4227100
OG0015904	AT3G03190.1	Np007G4225100
OG0015905	AT3G03270.1	Np007G4224000
OG0015906	AT3G03520.1	Np007G4220200
OG0015907	AT3G03670.1	Np007G4217000
OG0015908	AT3G03750.2	Np007G4216100
OG0015909	AT3G03773.2	Np007G4215700
OG0015910	AT3G03880.1	Np007G4214200
OG0015911	AT3G03900.1	Np007G4214000
OG0015912	AT3G03970.1	Np007G4212800
OG0015913	AT3G04010.1	Np007G4212400
OG0015914	AT3G04130.1	Np007G4209500
OG0015915	AT3G04140.1	Np007G4209100
OG0015916	AT3G04260.1	Np007G4208300
OG0015917	AT3G04350.1	Np007G4207300
OG0015918	AT3G04500.1	Np007G4205100
OG0015919	AT3G04810.1	Np007G4200200
OG0015921	AT3G05170.1	Np007G4192700
OG0015922	AT3G05210.1	Np007G4192100
OG0015923	AT3G05270.1	Np007G4190900
OG0015924	AT3G05410.2	Np007G4188900
OG0015925	AT5G34930.2	Np005G3096000
OG0015926	AT3G05510.1	Np007G4187500
OG0015927	AT3G05630.1	Np007G4185100
OG0015928	AT3G05720.1	Np007G4183700
OG0015929	AT3G05740.1	Np007G4182900
OG0015930	AT3G05760.1	Np007G4182300
OG0015931	AT3G05820.2	Np007G4180200
OG0015932	AT3G05830.2	Np007G4180100
OG0015933	AT5G37480.1	Np005G3119300
OG0015934	AT3G06140.1	Np007G4174900
OG0015936	AT3G06380.1	Np007G4172200
OG0015937	AT3G06430.1	Np007G4171300
OG0015938	AT3G06440.1	Np007G4170200, Np007G4170600
OG0015939	AT2G05210.1, AT2G04395.1	Np003G1759400
OG0015940	AT3G06840.1	Np007G4163700
OG0015941	AT3G06960.1	Np007G4162400
OG0015942	AT3G07030.5	Np007G4161500
OG0015943	AT3G07060.1	Np007G4160400
OG0015944	AT3G07480.1	Np007G4154100
OG0015945	AT3G07550.1	Np007G4153100
OG0015946	AT3G07568.1	Np007G4152800
OG0015947	AT3G07620.1	Np007G4152000
OG0015948	AT3G07640.1	Np007G4151800
OG0015949	AT3G07670.1	Np007G4151500
OG0015950	AT3G07700.3	Np007G4151200
OG0015951	AT3G07780.2	Np007G4150000
OG0015952	AT3G07860.1	Np007G4148500
OG0015953	AT3G07870.1	Np007G4148200
OG0015954	AT3G08010.1	Np007G4146000
OG0015955	AT3G08660.1	Np007G4143500
OG0015956	AT3G08970.1	Np007G4139500
OG0015957	AT3G08990.1	Np007G4139100
OG0015958	AT3G09040.2	Np007G4138100, Np007G4123800
OG0015959	AT3G09060.1	Np007G4137900
OG0015960	AT3G09080.3	Np007G4137500
OG0015961	AT3G09210.1	Np007G4136600
OG0015962	AT3G09220.1	Np007G4136500
OG0015963	AT3G09250.2	Np007G4136200
OG0015964	AT3G09310.1	Np007G4135200
OG0015965	AT3G09450.1	Np007G4134100
OG0015967	AT3G09580.1	Np007G4132700
OG0015968	AT3G09640.1	Np007G4132100
OG0015969	AT3G09690.1	Np007G4131100
OG0015970	AT3G09720.1	Np007G4130800
OG0015971	AT3G09730.2	Np007G4130700
OG0015972	AT3G09850.1	Np007G4128000
OG0015973	AT3G09860.1	Np007G4127900
OG0015974	AT3G09910.1	Np007G4127300
OG0015975	AT3G10060.1	Np007G4125300
OG0015976	AT3G10070.1	Np007G4125200
OG0015977	AT1G68510.1	Np002G0890200
OG0015978	AT3G10220.1	Np007G4120900
OG0015979	AT3G10320.1	Np007G4119900
OG0015980	AT3G10360.1	Np007G4119500
OG0015981	AT3G10400.1	Np007G4119100
OG0015982	AT3G10405.1	Np007G4119000
OG0015983	AT3G10500.1	Np007G4117300
OG0015984	AT3G10670.1	Np007G4114400
OG0015985	AT3G10690.1	Np007G4114200
OG0015986	AT3G10700.1	Np007G4114100
OG0015987	AT3G10840.1	Np007G4111800
OG0015988	AT3G10940.1	Np007G4110700
OG0015989	AT3G11050.1	Np007G4109100
OG0015990	AT3G11150.1	Np007G4108100
OG0015991	AT3G11260.1	Np007G4105900
OG0015992	AT3G11340.1	Np007G4105100
OG0015993	AT3G11397.1	Np007G4104700
OG0015994	AT3G25250.1	Np007G3879500
OG0015995	AT3G11590.1	Np007G4101800
OG0015996	AT3G12020.2	Np007G4094300
OG0015997	AT3G12040.1	Np007G4094100
OG0015998	AT3G12100.1	Np007G4093500
OG0015999	AT3G12300.1	Np007G4090900
OG0016000	AT3G12345.1	Np007G4090600
OG0016001	AT3G12530.1	Np007G4089100
OG0016002	AT3G12590.1	Np007G4088300
OG0016003	AT3G12750.1	Np007G4086200
OG0016004	AT3G12880.1	Np007G4084500
OG0016005	AT2G01590.1	Np001G0270700
OG0016006	AT3G13110.1	Np007G4080700
OG0016007	AT3G13550.1	Np007G4073700
OG0016008	AT3G13677.1	Np007G4070300
OG0016009	AT3G13780.1	Np007G4067100
OG0016010	AT3G13784.2	Np007G4066600
OG0016011	AT3G13845.1	Np007G4065800
OG0016012	AT3G13860.1	Np007G4065600
OG0016013	AT3G14010.5	Np007G4063000
OG0016014	AT3G14170.2	Np007G4059900
OG0016015	AT3G14370.1	Np007G4056300
OG0016016	AT3G14450.1	Np007G4055000
OG0016017	AT3G14760.1	Np007G4051100
OG0016018	AT3G14860.2	Np007G4049800
OG0016019	AT3G14880.1	Np007G4049600
OG0016020	AT3G14900.1	Np007G4049400
OG0016021	AT3G15080.1	Np007G4046900
OG0016022	AT3G15250.1	Np007G4044800
OG0016023	AT3G15290.1	Np007G4044300
OG0016024	AT3G15410.2	Np007G4039000
OG0016025	AT3G15580.1	Np007G4030900
OG0016026	AT4G26310.2	Np007G4027700
OG0016027	AT3G15900.1	Np007G3901200
OG0016028	AT3G15940.1	Np007G3901500
OG0016029	AT3G16190.1	Np007G3904500
OG0016030	AT3G16260.1	Np007G3905400
OG0016031	AT3G16270.1	Np007G3905500
OG0016032	AT3G16280.2	Np007G3905600
OG0016033	AT3G16310.1	Np007G3905900
OG0016034	AT3G16560.1	Np007G3912900
OG0016035	AT3G16565.3	Np007G3913000
OG0016037	AT3G16910.1	Np007G3917000
OG0016038	AT3G17000.1	Np007G3918400
OG0016039	AT3G17030.1	Np007G3918700
OG0016040	AT3G17180.1	Np007G3921800
OG0016041	AT3G17250.1	Np007G3923300
OG0016042	AT3G17450.1	Np007G3926200
OG0016044	AT3G17680.2	Np007G3929000
OG0016045	AT3G17830.1	Np007G3931900
OG0016046	AT3G17890.1	Np007G3932800
OG0016047	AT3G17930.1	Np007G3933300
OG0016048	AT3G18020.1	Np007G3935800
OG0016049	AT3G18040.3	Np007G3936500
OG0016050	AT3G18060.1	Np007G3937000
OG0016051	AT3G18110.1	Np007G3937600
OG0016052	AT5G42910.1	Np001G0420600
OG0016053	AT3G18220.1	Np007G3940300
OG0016054	AT3G18370.1	Np007G3942900
OG0016055	AT3G18524.1	Np007G3945400
OG0016059	AT3G18800.1	Np007G3950600
OG0016060	AT3G18870.1	Np007G3952000
OG0016061	AT3G18900.4	Np007G3952400
OG0016062	AT3G19080.3	Np007G3956700
OG0016063	AT3G19120.1	Np007G3957700
OG0016064	AT3G19180.1	Np007G3958700
OG0016065	AT3G19200.1	Np007G3959200
OG0016066	AT3G19220.1	Np007G3959400
OG0016067	AT3G19210.1	Np007G3959300
OG0016068	AT3G19310.1	Np007G3960600
OG0016069	AT3G19440.1	Np007G3963900
OG0016070	AT3G19450.1	Np007G3964000
OG0016071	AT3G19610.1	Np007G3969200
OG0016072	AT3G19630.1	Np007G3969500
OG0016073	AT3G19700.1	Np007G3971000
OG0016074	AT3G19780.1	Np007G3975200
OG0016075	AT3G19800.1	Np007G3975300
OG0016076	AT3G19900.1	Np007G3976700
OG0016077	AT3G20015.1	Np007G3981000
OG0016079	AT3G20250.2	Np007G3991600
OG0016080	AT3G20280.1	Np007G3992300
OG0016081	AT3G20475.1	Np011G4359800
OG0016082	AT3G20500.1	Np011G4361700
OG0016083	AT3G20680.1	Np007G3803700
OG0016084	AT3G20720.2	Np007G3803900
OG0016085	AT3G20780.1	Np007G3804800
OG0016086	AT3G20830.1	Np007G3805400
OG0016087	AT3G20870.1	Np007G3806000
OG0016088	AT5G52830.1	Np003G1650800
OG0016089	AT5G52820.1	Np003G1650900
OG0016090	AT5G52800.3	Np003G1651100
OG0016091	AT5G52580.2	Np003G1653000
OG0016092	AT2G13560.1	Np007G3798800
OG0016093	AT5G39790.3	Np005G3159800
OG0016094	AT5G39785.4	Np005G3159700
OG0016095	AT5G39250.1	Np005G3149600
OG0016096	AT5G38900.2	Np005G3144300
OG0016097	AT5G38710.1	Np005G3140300
OG0016098	AT5G38560.1	Np005G3136100
OG0016100	AT5G38060.1	Np005G3128100
OG0016101	AT5G37860.1	Np005G3126200
OG0016102	AT5G37830.1	Np005G3126000
OG0016103	AT5G37530.1	Np005G3121200
OG0016104	AT5G36880.2	Np005G3109700
OG0016105	AT5G48120.1	Np001G0180300
OG0016106	AT5G48040.1	Np001G0180800
OG0016107	AT5G47970.1	Np001G0181200
OG0016108	AT5G47940.1	Np001G0181500
OG0016109	AT3G23760.1	Np007G3854300
OG0016110	AT3G23340.1	Np007G3845700
OG0016111	AT3G23240.1	Np007G3843700
OG0016112	AT3G23160.1	Np007G3842400
OG0016113	AT2G20870.1	Np007G3715600
OG0016114	AT3G22850.1	Np007G3837700
OG0016115	AT3G22590.1	Np007G3834500
OG0016116	AT3G22440.1	Np007G3832200
OG0016118	AT3G21580.1	Np007G3817200
OG0016119	AT3G21570.1	Np007G3817100
OG0016120	AT3G21530.1	Np007G3985500, Np007G3816600
OG0016121	AT3G21360.1	Np007G3814200
OG0016122	AT3G21350.2	Np007G3813500
OG0016123	AT3G21295.1	Np007G3812600
OG0016125	AT4G30310.2	Np005G2734400
OG0016126	AT4G29950.1	Np005G2744800
OG0016127	AT5G43230.1	Np001G0416600
OG0016128	AT1G66480.1	Np002G0947200
OG0016129	AT1G66460.3	Np002G0949700, Np002G0947800
OG0016130	AT1G66345.1	Np002G0953100
OG0016131	AT1G66190.1	Np002G0959300
OG0016132	AT1G66160.1	Np002G0959900
OG0016133	AT1G66140.1	Np002G0960900
OG0016134	AT1G65730.1	Np002G0972900
OG0016135	AT1G65840.1	Np002G0971700
OG0016136	AT1G65900.1	Np002G0969900
OG0016137	AT1G65910.1	Np002G0969500
OG0016138	AT1G65580.1	Np002G0977800
OG0016139	AT1G65070.2	Np002G0998100
OG0016140	AT1G64890.1	Np002G1012900, Np007G4104900
OG0016141	AT5G63930.1	Np002G1024600
OG0016142	AT1G64860.1	Np002G1137100
OG0016143	AT2G44870.1	Np002G0997700
OG0016144	AT2G23840.1	Np004G2120100
OG0016145	AT1G54450.1	Np002G1031700
OG0016146	AT5G18840.1	Np003G1467000
OG0016147	AT5G18820.1	Np003G1466800
OG0016148	AT5G18760.1	Np003G1466400
OG0016149	AT5G18750.1	Np003G1466300
OG0016150	AT5G18690.1	Np003G1465300
OG0016151	AT5G18660.1	Np003G1464900
OG0016152	AT5G18525.1	Np003G1463600
OG0016153	AT5G18390.1	Np003G1459500
OG0016154	AT5G18260.1	Np003G1458100
OG0016155	AT5G18220.1	Np003G1457400
OG0016156	AT5G18210.2	Np003G1457300
OG0016157	AT5G28500.1	Np001G0156800
OG0016158	AT5G49570.1	Np001G0162200
OG0016159	AT5G49480.1	Np001G0163500
OG0016160	AT5G49580.1	Np001G0162100
OG0016161	AT5G49110.2	Np001G0167300
OG0016162	AT2G19870.1	Np007G3727300
OG0016163	AT3G52340.6	Np001G0543600
OG0016164	AT3G52310.1	Np001G0543500
OG0016165	AT3G52280.2	Np001G0543100
OG0016166	AT3G52200.2	Np001G0541600
OG0016167	AT3G52160.1	Np001G0541200
OG0016168	AT3G52050.3	Np001G0539300
OG0016169	AT3G51920.1	Np001G0538100
OG0016170	AT5G41920.1	Np005G3201500
OG0016171	AT3G51890.1	Np001G0537600
OG0016172	AT3G51790.1	Np001G0536400
OG0016173	AT3G51780.1	Np001G0536300
OG0016174	AT3G51740.1	Np001G0535700
OG0016175	AT3G51630.1	Np001G0534200
OG0016176	AT3G51610.1	Np001G0534000
OG0016177	AT3G51580.2	Np001G0533700
OG0016178	AT3G51540.1	Np001G0533300
OG0016179	AT3G51410.1	Np001G0531800
OG0016180	AT3G51320.1	Np001G0530700
OG0016181	AT3G51310.1	Np001G0530600
OG0016182	AT3G51250.1	Np001G0529900
OG0016183	AT1G02170.1	Np004G2599200
OG0016184	AT1G02120.1	Np004G2598500
OG0016185	AT1G02100.1	Np004G2598300
OG0016186	AT1G01990.1	Np004G2596900
OG0016187	AT1G01970.1	Np004G2596700
OG0016188	AT1G01940.1	Np004G2596300
OG0016189	AT1G01910.1	Np004G2595900
OG0016190	AT1G01900.1	Np004G2595700
OG0016191	AT1G01880.1	Np004G2595500
OG0016192	AT1G01860.4	Np004G2595400
OG0016193	AT1G01770.1	Np004G2594100
OG0016194	AT1G01710.1	Np004G2593400
OG0016195	AT1G01695.1	Np004G2593000
OG0016196	AT1G01660.2	Np004G2592600
OG0016197	AT1G01570.2	Np004G2590900
OG0016198	AT1G01470.1	Np004G2589100
OG0016199	AT1G01430.1	Np004G2588700
OG0016200	AT1G01300.1	Np004G2587300
OG0016201	AT1G01280.1	Np004G2587000
OG0016202	AT1G01240.1	Np004G2586600
OG0016203	AT1G02260.1	Np004G2583400
OG0016204	AT2G10970.1	Np007G3802200, Np007G3801900
OG0016205	AT1G02310.2	Np004G2582700
OG0016206	AT1G02330.1	Np004G2582500
OG0016207	AT1G02390.1	Np004G2580800
OG0016209	AT1G02630.1	Np004G2578100
OG0016210	AT1G02640.1	Np004G2577900, Np004G2578000
OG0016211	AT1G02700.1	Np004G2577300
OG0016212	AT1G02820.1	Np004G2576200
OG0016213	AT1G03090.2	Np004G2573200
OG0016214	AT1G03250.2	Np004G2571600
OG0016215	AT1G03380.1	Np004G2570400
OG0016216	AT1G03390.1	Np004G2570300
OG0016217	AT1G03430.1	Np004G2570200
OG0016218	AT1G03560.1	Np004G2568400
OG0016219	AT1G03650.1	Np004G2567800
OG0016220	AT1G03687.1	Np004G2567400
OG0016221	AT1G03750.1	Np004G2566600
OG0016222	AT1G03830.2	Np004G2565500, Np004G2443700
OG0016223	AT1G04030.1	Np004G2563000
OG0016224	AT1G04180.1	Np004G2561100
OG0016225	AT1G04330.1	Np004G2559700
OG0016226	AT1G04550.2	Np004G2557400
OG0016227	AT1G04570.1	Np004G2557100
OG0016228	AT1G04635.1	Np004G2556400
OG0016229	AT1G04890.1	Np004G2553100
OG0016230	AT1G04900.1	Np004G2553000
OG0016231	AT1G04960.2	Np004G2552300
OG0016232	AT1G04970.1	Np004G2552200
OG0016233	AT1G04985.1	Np004G2551600
OG0016234	AT1G05060.1	Np004G2550500
OG0016235	AT1G05100.1	Np004G2550100
OG0016236	AT1G05140.1	Np004G2549600, Np007G4098300
OG0016237	AT1G05310.1	Np004G2546700
OG0016238	AT1G05340.1	Np004G2546100
OG0016239	AT1G05360.1	Np004G2545800
OG0016240	AT1G05380.1	Np004G2545600
OG0016241	AT1G05440.1	Np004G2545000
OG0016242	AT1G05610.2	Np004G2543100
OG0016243	AT1G05670.1	Np004G2542400
OG0016244	AT1G05820.1	Np004G2539300
OG0016245	AT1G05830.1	Np004G2539200
OG0016246	AT1G05840.1	Np004G2539000
OG0016247	AT1G05894.1	Np004G2538300
OG0016248	AT1G54780.1	Np002G1060500
OG0016249	AT1G06400.1	Np004G2533500
OG0016250	AT1G06450.1	Np004G2532900
OG0016251	AT1G06510.1	Np004G2531900
OG0016252	AT1G06520.1	Np004G2531800
OG0016253	AT1G06550.1	Np004G2531400
OG0016254	AT1G06690.1	Np004G2530500
OG0016255	AT1G06710.1	Np004G2530300
OG0016256	AT1G06730.1	Np004G2530100
OG0016257	AT1G06820.1	Np004G2528800
OG0016258	AT1G06840.1	Np004G2528100
OG0016259	AT1G06920.1	Np004G2527500
OG0016260	AT1G06970.1	Np004G2527000
OG0016261	AT1G07000.1	Np004G2526600
OG0016262	AT1G07040.1	Np004G2526000
OG0016263	AT1G07060.2	Np004G2525800
OG0016264	AT1G07250.1	Np004G2523200
OG0016266	AT4G24370.1	Np005G2823600
OG0016267	AT1G07460.2	Np004G2521000
OG0016268	AT1G07530.1	Np004G2519800
OG0016269	AT1G07540.1	Np004G2519700
OG0016270	AT1G07710.1	Np004G2517600
OG0016271	AT1G07725.1	Np004G2517400
OG0016272	AT1G07850.1	Np004G2515400
OG0016273	AT1G05055.1	Np004G2514500
OG0016274	AT1G08125.2	Np004G2512600
OG0016275	AT1G08170.1	Np004G2511700
OG0016276	AT1G08190.1	Np004G2511500
OG0016277	AT1G08280.1	Np004G2510800
OG0016278	AT1G08470.1	Np004G2508800
OG0016279	AT1G08520.1	Np004G2507800
OG0016280	AT1G08590.1	Np004G2506900
OG0016281	AT1G08610.1	Np004G2506700
OG0016282	AT1G08640.1	Np004G2506300
OG0016283	AT1G08670.1	Np004G2505800
OG0016284	AT1G08720.1	Np004G2505400
OG0016285	AT1G08760.1	Np004G2504900
OG0016286	AT1G08770.1	Np004G2504800
OG0016287	AT1G09030.1	Np004G2501900
OG0016288	AT1G09160.1	Np004G2500700
OG0016290	AT1G09240.1	Np004G2499200
OG0016292	AT1G09440.1	Np004G2497300
OG0016293	AT1G09450.1	Np004G2497200
OG0016294	AT1G09610.1	Np004G2495500
OG0016295	AT1G09680.1	Np004G2494500, Np004G2494100
OG0016296	AT1G09810.1	Np004G2492500
OG0016297	AT1G09812.1	Np004G2492400
OG0016298	AT1G09815.1	Np004G2492300
OG0016299	AT1G09850.1	Np004G2491800
OG0016300	AT1G09910.1	Np004G2491100
OG0016301	AT1G10240.1	Np004G2486400
OG0016302	AT1G10320.1	Np004G2485400
OG0016303	AT1G10530.1	Np004G2482100
OG0016304	AT1G10550.1	Np004G2481900
OG0016305	AT1G10800.2	Np004G2478200
OG0016306	AT1G10870.2	Np004G2477600
OG0016307	AT1G10880.1	Np004G2477400
OG0016308	AT4G08280.2	Np003G1753900
OG0016309	AT1G11200.1	Np004G2473900
OG0016310	AT4G13040.3	Np005G3079000
OG0016311	AT1G11545.1	Np004G2468300
OG0016312	AT1G11660.1	Np004G2466000
OG0016313	AT1G11690.1	Np004G2465600
OG0016314	AT1G11760.1	Np004G2463800
OG0016315	AT1G62390.1	Np004G2459300
OG0016316	AT1G12050.1	Np004G2458600
OG0016317	AT1G12244.1	Np004G2456800
OG0016318	AT1G12250.1	Np004G2456700
OG0016319	AT1G12370.2	Np004G2455200
OG0016320	AT1G12430.2	Np004G2454300
OG0016321	AT1G12480.1	Np004G2453200
OG0016322	AT1G12540.1	Np004G2452300
OG0016323	AT1G12570.1	Np004G2451700
OG0016324	AT1G12650.1	Np004G2450200, Np004G2450700
OG0016325	AT1G12800.1	Np004G2448100
OG0016326	AT1G12970.1	Np004G2445300
OG0016327	AT1G13130.1	Np004G2442500
