Orthogroup	Arabis_alpina	Camelina_sativa
OG0015355	Aa_G577680.h1.t1	XP_010482428.1, XP_010442582.1, XP_010442895.1
OG0015356	Aa_G153070.h1.t1	XP_010482435.1, XP_010442586.1, XP_010442849.1
OG0015357	Aa_G153060.h1.t1	XP_010442584.1, XP_010442859.1, XP_010482432.1
OG0015358	Aa_G194490.h1.t1	XP_010467148.1, XP_010496140.1, XP_010488812.1
OG0015359	Aa_G105210.h1.t1	XP_010467209.1, XP_010518308.1, XP_010488890.1
OG0015360	Aa_G105190.h1.t1	XP_010467212.1, XP_010488886.1, XP_010518284.1
OG0015361	Aa_G105180.h1.t1	XP_010518257.1, XP_010488882.1, XP_010467213.1
OG0015362	Aa_G105170.h1.t1	XP_010518234.1, XP_010488881.1, XP_010467214.1
OG0015363	Aa_G105230.h1.t1	XP_010467207.1, XP_019096601.1, XP_010518329.1
OG0015364	Aa_G105120.h1.t1	XP_019092332.1, XP_010517438.1, XP_010488877.1
OG0015365	Aa_G105090.h1.t1	XP_010467226.1, XP_010488873.1, XP_019084057.1
OG0015366	Aa_G105050.h1.t1	XP_010517546.2, XP_010488896.1, XP_010467240.1
OG0015367	Aa_G395310.h1.t1	XP_010488900.1, XP_010517601.1, XP_010467246.1
OG0015368	Aa_G395340.h1.t1	XP_010517639.1, XP_010488901.1, XP_010496763.1
OG0015369	Aa_G409900.h1.t1	XP_010467261.1, XP_010488917.1
OG0015370	Aa_G675140.h1.t1	XP_010488943.1, XP_010518035.1
OG0015371	Aa_G246810.h1.t1	XP_010518126.1, XP_010488952.1, XP_010467292.1
OG0015372	Aa_G246780.h1.t1	XP_010488953.1, XP_010518138.1, XP_010467293.1
OG0015373	Aa_G81690.h1.t1	XP_019084141.1, XP_019092759.1, XP_019096641.1
OG0015374	Aa_G534690.h1.t1	XP_010412409.1, XP_010502755.1, XP_010425523.1
OG0015375	Aa_G110270.h1.t1	XP_010516782.1, XP_010467361.1, XP_010489211.1
OG0015376	Aa_G543470.h1.t1	XP_010489217.1, XP_010516710.1
OG0015377	Aa_G70100.h1.t1	XP_010516099.1, XP_010467411.1, XP_010489281.1
OG0015378	Aa_G70080.h1.t1	XP_010467416.1, XP_010489283.1, XP_010516039.1
OG0015379	Aa_G500510.h1.t1	XP_010448633.1, XP_010439109.1, XP_010433836.1
OG0015380	Aa_G692590.h1.t1	XP_010439135.1, XP_010433861.1, XP_010448656.1
OG0015382	Aa_G20010.h1.t1	XP_010433962.1, XP_010439253.1, XP_010448801.1, XP_010439041.1
OG0015383	Aa_G19990.h1.t1	XP_010448805.1, XP_010433967.1, XP_010439258.1
OG0015384	Aa_G19950.h1.t1	XP_010448810.1, XP_010433974.1, XP_010445197.2
OG0015385	Aa_G6200.h1.t1	XP_010439286.1, XP_010439288.1, XP_010433995.1, XP_010448844.1
OG0015387	Aa_G736890.h1.t1	XP_010434039.1, XP_010448882.1, XP_010439329.1, XP_010497616.1
OG0015388	Aa_G371070.h1.t1	XP_019086031.1, XP_010439359.1, XP_019089355.1
OG0015389	Aa_G448190.h1.t1	XP_010439645.1, XP_010449286.1, XP_010434353.1
OG0015390	Aa_G204000.h1.t1	XP_010449234.1, XP_010434322.1, XP_010439618.1
OG0015391	Aa_G221290.h1.t1	XP_010434301.1, XP_010439593.1, XP_010449197.1
OG0015392	Aa_G581660.h1.t1	XP_010449161.1, XP_010439569.1, XP_010434276.1
OG0015393	Aa_G422640.h1.t1	XP_019088232.1, XP_010449159.1, XP_010434270.1
OG0015394	Aa_G68830.h1.t1, Aa_G581820.h1.t1	XP_010439556.1, XP_010449146.1, XP_010434263.1
OG0015395	Aa_G621210.h1.t1	XP_010439544.1, XP_010434255.1, XP_010449141.1
OG0015396	Aa_G621220.h1.t1	XP_010434252.1, XP_010439538.1
OG0015397	Aa_G37610.h1.t1	XP_010439507.1, XP_010434224.1, XP_010449109.1
OG0015398	Aa_G37620.h1.t1	XP_010434215.1, XP_010449105.1, XP_010439505.1
OG0015399	Aa_G37660.h1.t1	XP_010434209.1, XP_010439503.1, XP_010449100.1
OG0015400	Aa_G59050.h1.t1	XP_010439494.1, XP_010449091.1, XP_019086472.1
OG0015402	Aa_G59000.h1.t1	XP_010449084.1, XP_010439490.1, XP_010434190.1
OG0015403	Aa_G58990.h1.t1	XP_010449082.1, XP_010439489.1, XP_010434189.1
OG0015404	Aa_G127570.h1.t1	XP_010493169.1, XP_010420911.1, XP_019090075.1
OG0015405	Aa_G398700.h1.t1	XP_010449053.1, XP_010439469.1
OG0015406	Aa_G398690.h1.t1	XP_010439468.1, XP_010449051.1, XP_010434171.1
OG0015407	Aa_G599220.h1.t1	XP_010449027.1, XP_010439449.1, XP_010434153.1
OG0015408	Aa_G472150.h1.t1	XP_010434148.1, XP_019089079.1, XP_010439445.1
OG0015409	Aa_G251490.h1.t1	XP_010424879.1, XP_010502110.1
OG0015410	Aa_G298560.h1.t1	XP_010439425.1, XP_010434127.1, XP_010449005.1
OG0015411	Aa_G213280.h1.t1	XP_010449001.1, XP_010434122.1, XP_019087800.1
OG0015412	Aa_G369230.h1.t1	XP_010480968.1
OG0015413	Aa_G213400.h1.t1	XP_010448975.1, XP_010439409.1, XP_010434113.1
OG0015414	Aa_G148310.h1.t1	XP_010449314.1, XP_010434372.1, XP_019088669.1
OG0015415	Aa_G148400.h1.t1	XP_010434386.1, XP_010449327.1, XP_010439682.1
OG0015417	Aa_G652000.h1.t1	XP_010494029.1, XP_010455141.1, XP_010421645.1
OG0015418	Aa_G39390.h1.t1	XP_010418386.1, XP_010473606.1, XP_010430464.1
OG0015419	Aa_G39400.h1.t1	XP_010494169.1, XP_010481999.1, XP_010442157.1
OG0015420	Aa_G39490.h1.t1	XP_010442166.1, XP_010494175.1
OG0015421	Aa_G49570.h1.t1	XP_010434845.1, XP_010440175.1, XP_010449806.1
OG0015422	Aa_G49380.h1.t1	XP_010449783.1, XP_010434816.1
OG0015423	Aa_G49270.h1.t1	XP_010449758.1, XP_010440129.1, XP_010434803.1
OG0015424	Aa_G49540.h1.t1	XP_010436532.1, XP_010440168.1, XP_010449801.1
OG0015425	Aa_G49250.h1.t1	XP_010434799.1, XP_010449754.1, XP_010440127.1
OG0015426	Aa_G406650.h1.t1	XP_010434784.1, XP_010449727.1, XP_010440113.1
OG0015427	Aa_G296040.h1.t1	XP_010434770.1, XP_010449718.1, XP_010440099.1
OG0015428	Aa_G296020.h1.t1	XP_010440097.1, XP_010434767.1, XP_010449715.1
OG0015429	Aa_G173270.h1.t1	XP_010440070.1, XP_010434733.1, XP_010449687.1
OG0015430	Aa_G52450.h1.t1	XP_019098220.1, XP_010497109.1
OG0015431	Aa_G52530.h1.t1	XP_010496433.1, XP_010485353.1, XP_010435675.1
OG0015432	Aa_G52550.h1.t1	XP_010485357.1, XP_010435673.1, XP_010496436.1
OG0015433	Aa_G52560.h1.t1	XP_010435672.1, XP_010485358.1, XP_010496438.1
OG0015434	Aa_G52680.h1.t1	XP_010496275.1, XP_010485371.1, XP_019096981.1, XP_010435657.1
OG0015435	Aa_G451750.h1.t1	XP_010485400.1, XP_010435635.1, XP_010496295.1
OG0015436	Aa_G593170.h1.t1	XP_010496304.1, XP_010485414.1, XP_010435625.1
OG0015437	Aa_G43640.h1.t1, Aa_G43650.h1.t1	XP_010484620.1, XP_010444772.1, XP_010465229.1
OG0015438	Aa_G43770.h1.t1	XP_019086993.1, XP_010465354.1, XP_010484633.1
OG0015439	Aa_G43880.h1.t1	XP_010484648.1, XP_010444800.1, XP_010465524.1
OG0015440	Aa_G43980.h1.t1	XP_010428817.1, XP_010471929.1, XP_010416678.1
OG0015441	Aa_G44050.h1.t1	XP_010465689.1, XP_010484664.1, XP_010444814.1
OG0015442	Aa_G252710.h1.t1	XP_010514237.1, XP_010502502.1, XP_010425271.1
OG0015443	Aa_G113920.h1.t1	XP_010484675.1, XP_010465832.1, XP_019088055.1
OG0015444	Aa_G113900.h1.t1	XP_010484679.2, XP_010444827.1, XP_010465846.1
OG0015445	Aa_G113820.h1.t1	XP_010444837.1, XP_010466032.1, XP_010484685.1
OG0015446	Aa_G113780.h1.t1	XP_010444844.1, XP_010484691.1, XP_010466058.1
OG0015447	Aa_G273250.h1.t1	XP_010413123.1, XP_010512785.2
OG0015448	Aa_G273240.h1.t1	XP_010413126.1, XP_010512784.1
OG0015449	Aa_G273230.h1.t1	XP_010512780.1, XP_010413127.1
OG0015450	Aa_G273190.h1.t1	XP_010468841.1, XP_010512776.1, XP_010413137.1
OG0015451	Aa_G273170.h1.t1	XP_010512774.1, XP_010413138.1, XP_010468839.1
OG0015452	Aa_G273110.h1.t1	XP_010468849.1, XP_010413150.1, XP_010512760.1
OG0015453	Aa_G273090.h1.t1	XP_010512756.1, XP_010468852.1, XP_010413154.1
OG0015454	Aa_G273010.h1.t1	XP_010512744.1, XP_010413166.1
OG0015455	Aa_G273000.h1.t1	XP_010468862.1, XP_010512745.1, XP_010413164.1
OG0015456	Aa_G163690.h1.t1	XP_010413196.1, XP_010468884.1, XP_010512719.1
OG0015457	Aa_G163650.h1.t1	XP_010468888.1, XP_010413199.1, XP_010512715.1
OG0015458	Aa_G163530.h1.t1	XP_010468901.1, XP_010413215.1, XP_010512695.1
OG0015459	Aa_G364340.h1.t1	XP_010512685.1, XP_010512684.1, XP_010413223.1, XP_010468909.1
OG0015460	Aa_G364290.h1.t1	XP_010512677.1, XP_010413236.1, XP_010468917.1
OG0015462	Aa_G236560.h1.t1	XP_010468925.1, XP_010512669.1, XP_010413251.1
OG0015463	Aa_G167860.h1.t1	XP_010512650.1, XP_010468937.1, XP_010413262.1
OG0015464	Aa_G167700.h1.t1	XP_010413283.1, XP_010512627.1, XP_010468963.1
OG0015465	Aa_G167690.h1.t1	XP_010413284.1, XP_010468964.1, XP_010512626.1
OG0015466	Aa_G2590.h1.t1	XP_010468975.1, XP_010413296.1, XP_010512608.1
OG0015467	Aa_G2550.h1.t1	XP_010468979.1, XP_010413298.1, XP_010512606.1
OG0015468	Aa_G2370.h1.t1	XP_010497434.1, XP_010468994.1, XP_010413321.1, XP_010512583.1
OG0015469	Aa_G2260.h1.t1	XP_010413331.1, XP_010413330.1, XP_010469006.1, XP_010512569.1
OG0015470	Aa_G2200.h1.t1	XP_010413336.1, XP_010469032.1, XP_010512565.1
OG0015471	Aa_G2160.h1.t1	XP_010512557.2, XP_010473797.1, XP_019082866.1
OG0015472	Aa_G261130.h1.t1	XP_010444043.1, XP_010442698.1
OG0015474	Aa_G572560.h1.t1	XP_019101734.1, XP_010469090.1
OG0015475	Aa_G80990.h1.t1	XP_010413390.1, XP_010469084.1, XP_019101732.1
OG0015476	Aa_G81060.h1.t1	XP_010413407.1, XP_010469071.1, XP_010512488.1
OG0015477	Aa_G57910.h1.t1, Aa_G479270.h1.t1	XP_010512450.1, XP_010413449.1
OG0015478	Aa_G57930.h1.t1	XP_010413451.1, XP_010469036.1, XP_010512448.1
OG0015479	Aa_G48810.h1.t1	XP_010469132.1, XP_019082502.1
OG0015480	Aa_G48760.h1.t1	XP_010469138.1, XP_010512418.1
OG0015481	Aa_G48750.h1.t1	XP_010469140.1, XP_010413508.1, XP_010512417.1
OG0015482	Aa_G480930.h1.t1	XP_010417366.1, XP_010417367.1, XP_010472616.1, XP_010429602.1
OG0015483	Aa_G208910.h1.t1	XP_010413548.1, XP_010469172.1
OG0015484	Aa_G77270.h1.t1	XP_010512368.1, XP_010469185.1
OG0015485	Aa_G282460.h1.t1, Aa_G77380.h1.t1	XP_010413569.1, XP_010512354.1
OG0015486	Aa_G442230.h1.t1	XP_010477930.1, XP_010460384.1, XP_010499113.1
OG0015487	Aa_G77420.h1.t1	XP_010469199.1, XP_010512342.1, XP_010413574.2
OG0015488	Aa_G103420.h1.t1	XP_019082919.1, XP_010469211.1, XP_010512330.2
OG0015489	Aa_G103330.h1.t1	XP_010469228.1, XP_019082507.1
OG0015490	Aa_G349410.h1.t1	XP_010413615.1, XP_010512290.1, XP_010469246.1
OG0015491	Aa_G349370.h1.t1	XP_010413616.1, XP_010512288.1, XP_010469249.1
OG0015492	Aa_G132780.h1.t1	XP_010512253.1, XP_010413644.1, XP_010469272.1
OG0015493	Aa_G686850.h1.t1	XP_010469309.1, XP_010512217.1, XP_010413683.1
OG0015494	Aa_G340600.h1.t1	XP_010512195.1, XP_010469351.1, XP_010413700.1
OG0015495	Aa_G340610.h1.t1	XP_010413698.1, XP_010469349.1, XP_010512194.1
OG0015496	Aa_G341100.h1.t1	XP_010467085.1, XP_010488778.1, XP_010412737.1
OG0015497	Aa_G350850.h1.t1	XP_010418642.2, XP_010469362.1, XP_019101668.1
OG0015498	Aa_G114290.h1.t1	XP_010504848.1, XP_010516543.1, XP_010427794.1
OG0015500	Aa_G114120.h1.t1	XP_010516514.1, XP_010504820.1
OG0015501	Aa_G433220.h1.t1	XP_019084939.1, XP_010516506.1, XP_019100413.1
OG0015502	Aa_G433210.h1.t1	XP_010504809.1, XP_010427758.1, XP_010516503.1
OG0015503	Aa_G433170.h1.t1	XP_010427754.1, XP_010504804.1, XP_010516498.1
OG0015504	Aa_G433130.h1.t1	XP_010516494.1, XP_010504802.1, XP_010427752.2
OG0015505	Aa_G433120.h1.t1	XP_010504796.1, XP_010516488.1, XP_010427748.1
OG0015506	Aa_G221040.h1.t1	XP_010516440.1, XP_010504738.1, XP_010427697.1
OG0015507	Aa_G345780.h1.t1	XP_019102424.1, XP_010427674.1, XP_010504724.1
OG0015508	Aa_G494450.h1.t1	XP_010516417.1, XP_010427671.1, XP_010504721.1
OG0015509	Aa_G317240.h1.t1	XP_019100396.1, XP_010516403.1
OG0015510	Aa_G114790.h1.t1	XP_010504694.1, XP_010516383.1, XP_010427645.1
OG0015511	Aa_G114820.h1.t1	XP_019084922.1, XP_010516374.1
OG0015512	Aa_G114860.h1.t1	XP_010504683.1, XP_010516370.1, XP_010427633.1
OG0015513	Aa_G461150.h1.t1	XP_010516356.1, XP_010504669.1, XP_010427613.1
OG0015515	Aa_G35720.h1.t1	XP_010472586.1, XP_010417345.1, XP_010429586.1
OG0015516	Aa_G238690.h1.t1	XP_010516311.1, XP_010504626.1
OG0015517	Aa_G174930.h1.t1	XP_010516276.1, XP_010504579.1, XP_010427509.1
OG0015518	Aa_G728360.h1.t1	XP_010516271.1, XP_010504573.1
OG0015520	Aa_G208400.h1.t1	XP_010514837.1, XP_010503154.1, XP_010425935.1
OG0015521	Aa_G373070.h1.t1	XP_010516250.1, XP_010504550.1, XP_010427464.1
OG0015522	Aa_G373090.h1.t1	XP_010504548.1, XP_019102386.1, XP_010427460.1
OG0015523	Aa_G224880.h1.t1	XP_010516229.1, XP_010431391.1, XP_010504521.1
OG0015524	Aa_G268620.h1.t1	XP_010516222.1, XP_010504504.1, XP_010427434.1
OG0015525	Aa_G287160.h1.t1	XP_010504497.1, XP_010516214.1, XP_010427421.1
OG0015526	Aa_G287280.h1.t1	XP_010427408.1, XP_010516200.1, XP_010504480.1
OG0015527	Aa_G287310.h1.t1	XP_010504474.1, XP_010516194.1, XP_010427404.1
OG0015528	Aa_G302290.h1.t1	XP_010504463.1, XP_010516181.1, XP_010427392.1
OG0015529	Aa_G591510.h1.t1	XP_010504453.1, XP_010427384.1, XP_010516172.1
OG0015530	Aa_G591500.h1.t1	XP_010427385.1, XP_010516173.1, XP_010504454.1
OG0015531	Aa_G492390.h1.t1, Aa_G213670.h1.t1	XP_019100350.1, XP_010516144.1
OG0015533	Aa_G306790.h1.t1	XP_010504394.1, XP_010427308.1, XP_010516107.1
OG0015534	Aa_G718090.h1.t1	XP_010516104.1, XP_010504389.1
OG0015535	Aa_G99110.h1.t1	XP_010427300.1, XP_010516098.1, XP_010504387.1
OG0015536	Aa_G99050.h1.t1	XP_010504376.1, XP_010516090.1, XP_019084886.1
OG0015537	Aa_G601480.h1.t1	XP_010504370.1, XP_010427284.1, XP_010516083.1
OG0015538	Aa_G507210.h1.t1	XP_010427277.1, XP_010507456.1, XP_010516074.1
OG0015539	Aa_G507190.h1.t1	XP_010504359.1, XP_010516070.1, XP_010427272.1
OG0015540	Aa_G501180.h1.t1	XP_010504348.1, XP_010427250.1, XP_010516061.1
OG0015541	Aa_G287660.h1.t1	XP_010427235.1, XP_010504329.1, XP_010516044.1
OG0015542	Aa_G301480.h1.t1	XP_010516038.1, XP_010504323.1
OG0015543	Aa_G381390.h1.t1	XP_010504316.1, XP_010516031.1, XP_010427215.1
OG0015544	Aa_G381380.h1.t1	XP_010427212.1, XP_010504314.1, XP_010516030.1
OG0015545	Aa_G381340.h1.t1	XP_010427204.1, XP_010516025.1
OG0015546	Aa_G131720.h1.t1	XP_019093678.1, XP_010415409.1, XP_010511777.1
OG0015547	Aa_G511040.h1.t1	XP_010427172.1, XP_010516000.1, XP_010507439.1
OG0015548	Aa_G600790.h1.t1	XP_010427167.1, XP_010515996.1, XP_010504271.1
OG0015549	Aa_G319020.h1.t1	XP_019100333.1, XP_010515977.1, XP_010427151.1
OG0015550	Aa_G416690.h1.t1	XP_010427144.1, XP_010515971.1, XP_010504248.2
OG0015551	Aa_G416650.h1.t1	XP_010504246.1, XP_010427142.1, XP_010515969.1
OG0015552	Aa_G300550.h1.t1	XP_010427137.1, XP_010504242.2, XP_010515966.1
OG0015553	Aa_G300540.h1.t1	XP_010504240.1, XP_010515963.1
OG0015554	Aa_G277050.h1.t1	XP_010504222.1, XP_010427096.1, XP_010515943.1
OG0015555	Aa_G265980.h1.t1	XP_010478973.1, XP_010500092.1, XP_010461374.1
OG0015556	Aa_G512940.h1.t1	XP_010467063.1, XP_010412569.1, XP_010488754.1
OG0015558	Aa_G582250.h1.t1	XP_010427055.1, XP_010504180.1, XP_010515901.1
OG0015559	Aa_G393790.h1.t1	XP_010515893.1, XP_010427047.1
OG0015560	Aa_G393840.h1.t1	XP_019102339.1
OG0015561	Aa_G402300.h1.t1	XP_010504124.1, XP_010515851.1, XP_010427008.1
OG0015562	Aa_G440890.h1.t1	XP_010468788.1, XP_019096134.1
OG0015563	Aa_G211570.h1.t1	XP_010515795.1, XP_010504062.1, XP_010426940.1
OG0015564	Aa_G212760.h1.t1	XP_010504058.1, XP_010426935.1, XP_010515786.1
OG0015566	Aa_G111460.h1.t1	XP_010504028.1, XP_010426906.1, XP_010515756.1
OG0015567	Aa_G555630.h1.t1	XP_010515744.1, XP_010504016.1, XP_010426890.1
OG0015568	Aa_G153560.h1.t1	XP_010504011.1, XP_010426885.1, XP_019082459.1
OG0015569	Aa_G153530.h1.t1	XP_010515732.1, XP_010426882.1, XP_010504007.1
OG0015571	Aa_G231650.h1.t1	XP_010446126.1, XP_010482789.1, XP_010442956.1
OG0015572	Aa_G82300.h1.t1	XP_010482780.1, XP_010442948.1
OG0015573	Aa_G198280.h1.t1	XP_010445834.1, XP_010482744.1, XP_010442911.1
OG0015574	Aa_G198260.h1.t1	XP_010445810.1, XP_010482738.1, XP_010442908.1
OG0015575	Aa_G134080.h1.t1	XP_010442890.1, XP_010445702.1, XP_010482722.1
OG0015576	Aa_G134070.h1.t1	XP_010442888.1, XP_010482720.1, XP_010445693.1
OG0015577	Aa_G507540.h1.t1	XP_010440214.1
OG0015578	Aa_G306440.h1.t1	XP_010488557.1, XP_010513519.1, XP_010466857.1
OG0015579	Aa_G306430.h1.t1	XP_010466856.1, XP_010490111.1, XP_010513514.1
OG0015580	Aa_G571720.h1.t1	XP_010488564.1, XP_010513586.1, XP_010466869.1
OG0015581	Aa_G400010.h1.t1	XP_010513608.1, XP_010466873.1
OG0015582	Aa_G399990.h1.t1	XP_010488568.1, XP_010466875.1, XP_010513621.1
OG0015583	Aa_G284680.h1.t1	XP_010513683.1, XP_010488578.1, XP_010466897.1
OG0015584	Aa_G284660.h1.t1	XP_010488586.1, XP_010513710.1, XP_010466903.1
OG0015585	Aa_G380090.h1.t1	XP_010513771.1, XP_010466916.1, XP_010488595.1
OG0015586	Aa_G76990.h1.t1	XP_019083570.1, XP_010488623.1, XP_010466933.1
OG0015587	Aa_G77010.h1.t1	XP_010513961.1, XP_010488626.1, XP_010466935.1
OG0015588	Aa_G86390.h1.t1	XP_010514044.1, XP_010490130.1, XP_010468485.1
OG0015589	Aa_G86400.h1.t1	XP_010466943.1, XP_010488632.1
OG0015590	Aa_G680660.h1.t1	XP_010488642.1, XP_010466956.1, XP_010514159.1
OG0015591	Aa_G680680.h1.t1	XP_010514145.1, XP_010488643.1, XP_010466958.1
OG0015592	Aa_G140.h1.t1	XP_010488689.1, XP_010514519.1, XP_010466994.1
OG0015593	Aa_G150.h1.t1	XP_010514529.1, XP_019092803.1, XP_010488686.1
OG0015594	Aa_G210.h1.t1	XP_010514605.1, XP_010488700.1, XP_010467005.1
OG0015595	Aa_G240.h1.t1	XP_010488702.1, XP_010514635.1, XP_010467008.1
OG0015596	Aa_G270.h1.t1	XP_010488704.1, XP_010518560.1
OG0015597	Aa_G320.h1.t1	XP_010488719.1, XP_010518644.1, XP_010467031.1
OG0015598	Aa_G390.h1.t1	XP_010488722.1, XP_010412398.1, XP_010467036.1
OG0015599	Aa_G53670.h1.t1	XP_010467053.1, XP_010412494.1, XP_010488739.1
OG0015600	Aa_G211290.h1.t1	XP_010412509.1, XP_010488742.1, XP_010467055.1
OG0015601	Aa_G221070.h1.t1	XP_010488758.1, XP_010467066.1, XP_010412605.1
OG0015602	Aa_G341090.h1.t1	XP_010467086.1
OG0015603	Aa_G337520.h1.t1	XP_010514722.1, XP_010425818.1, XP_010503039.1
OG0015604	Aa_G579510.h1.t1	XP_010467107.1, XP_010488782.1, XP_010412792.1
OG0015605	Aa_G26880.h1.t1	XP_010466833.1, XP_010488530.1
OG0015606	Aa_G3660.h1.t1	XP_019094166.1, XP_010511585.1
OG0015607	Aa_G510250.h1.t1	XP_010470597.1, XP_010415253.1, XP_010511620.1
OG0015608	Aa_G419250.h1.t1	XP_010511627.1, XP_019083204.1, XP_010470608.1
OG0015609	Aa_G303700.h1.t1	XP_010511636.1, XP_010415278.1, XP_010470618.1
OG0015610	Aa_G260.h1.t1, Aa_G304750.h1.t1	XP_010470631.1, XP_010511648.1
OG0015611	Aa_G586440.h1.t1	XP_010511669.1, XP_010470644.1, XP_010415314.1
OG0015612	Aa_G449650.h1.t1	XP_010511681.1, XP_010415323.1, XP_010470655.1
OG0015613	Aa_G449670.h1.t1	XP_010470657.1, XP_010419049.1, XP_010511686.1
OG0015614	Aa_G55930.h1.t1	XP_010510464.1, XP_010470714.1, XP_010415375.1
OG0015615	Aa_G479380.h1.t1	XP_010415393.1, XP_010511761.1, XP_010470729.1
OG0015616	Aa_G28760.h1.t1	XP_019100949.1, XP_010511786.1, XP_010415413.1
OG0015617	Aa_G131730.h1.t1	XP_010415410.1, XP_010470746.1, XP_019100946.1
OG0015618	Aa_G218620.h1.t1	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1
OG0015619	Aa_G609160.h1.t1	XP_010470764.1, XP_010511809.1, XP_010415440.1
OG0015620	Aa_G790510.h1.t1	XP_010438778.1, XP_010455219.1
OG0015621	Aa_G102240.h1.t1	XP_010482069.1, XP_010493637.1, XP_010442240.1
OG0015622	Aa_G139000.h1.t1	XP_010439675.1, XP_010482146.1
OG0015623	Aa_G139030.h1.t1	XP_010439656.1, XP_010442328.1, XP_010482145.2
OG0015624	Aa_G627290.h1.t1	XP_010493700.1, XP_010482117.1, XP_010442303.1
OG0015626	Aa_G235660.h1.t1	XP_010467612.1, XP_010413917.2
OG0015627	Aa_G611580.h1.t1	XP_010450323.1, XP_010440676.1, XP_010435380.1
OG0015628	Aa_G99940.h1.t1	XP_010467639.1, XP_010489528.1, XP_010414111.1
OG0015629	Aa_G99890.h1.t1	XP_010414134.1, XP_010489532.1, XP_010467641.1
OG0015630	Aa_G415500.h1.t1	XP_010467649.1, XP_010414245.1, XP_010489543.1
OG0015631	Aa_G415460.h1.t1	XP_010489546.1, XP_010414296.1, XP_010467660.1
OG0015632	Aa_G325960.h1.t1	XP_010414341.1, XP_010489551.1, XP_010467663.1
OG0015633	Aa_G483720.h1.t1	XP_019092963.1, XP_019096118.1, XP_010414399.1
OG0015634	Aa_G185840.h1.t1	XP_010489610.1, XP_010467728.1, XP_010414818.1
OG0015635	Aa_G255500.h1.t1	XP_010489611.1, XP_010414838.1, XP_010467730.1
OG0015636	Aa_G190140.h1.t1	XP_010414930.1, XP_010489447.1, XP_010467736.1
OG0015637	Aa_G244910.h1.t1	XP_010489491.1, XP_019084754.1, XP_010467879.1
OG0015638	Aa_G244960.h1.t1	XP_010489487.1, XP_010415301.1, XP_010467883.1
OG0015639	Aa_G143430.h1.t1	XP_010489481.1, XP_010467890.1, XP_010415332.1
OG0015640	Aa_G88440.h1.t1	XP_010505885.1, XP_010517608.1, XP_010508747.1
OG0015641	Aa_G88520.h1.t1	XP_010505873.1, XP_010517595.1, XP_010508759.1
OG0015642	Aa_G684900.h1.t1, Aa_G30080.h1.t1	XP_010508772.1, XP_010505867.1
OG0015643	Aa_G144270.h1.t1	XP_010505861.1, XP_010517578.1, XP_010508783.1
OG0015644	Aa_G144210.h1.t1	XP_010508789.1, XP_010505849.1, XP_010517534.1
OG0015645	Aa_G252730.h1.t1	XP_019102154.1, XP_019100015.1
OG0015646	Aa_G281370.h1.t1	XP_010517527.1, XP_010508798.1
OG0015647	Aa_G401780.h1.t1	XP_010508818.1, XP_010517509.1, XP_019100551.1
OG0015648	Aa_G401750.h1.t1	XP_010505817.1, XP_010508823.1
OG0015649	Aa_G560390.h1.t1	XP_010505767.1, XP_010517460.1, XP_010508870.1
OG0015650	Aa_G184920.h1.t1	XP_010446951.1, XP_010436154.1, XP_010441382.1
OG0015651	Aa_G340380.h1.t1	XP_010517446.1, XP_010508886.1
OG0015652	Aa_G340390.h1.t1	XP_010505752.1, XP_010517444.1, XP_010508887.1
OG0015653	Aa_G224190.h1.t1	XP_010517409.1, XP_010508914.1, XP_010505717.1
OG0015654	Aa_G38330.h1.t1	XP_010505694.1, XP_010517376.1, XP_010508941.1
OG0015655	Aa_G38300.h1.t1	XP_010517369.1, XP_010505687.1, XP_010508945.1
OG0015656	Aa_G38290.h1.t1	XP_010505689.1, XP_010517370.1, XP_010508949.1
OG0015657	Aa_G38250.h1.t1	XP_010517362.1, XP_010505683.1, XP_010508952.1
OG0015658	Aa_G599840.h1.t1	XP_010505646.1, XP_010517318.1, XP_010508994.1
OG0015659	Aa_G599860.h1.t1	XP_010505645.1, XP_010517315.1, XP_010508996.1
OG0015660	Aa_G461890.h1.t1	XP_010505638.1, XP_010509002.1, XP_010517309.1
OG0015661	Aa_G357500.h1.t1	XP_010509015.1, XP_010505615.1, XP_010517289.1
OG0015662	Aa_G202400.h1.t1	XP_010509072.1, XP_010505572.1, XP_010517244.1
OG0015663	Aa_G216870.h1.t1, Aa_G216880.h1.t1	XP_010517222.1, XP_010509094.1
OG0015664	Aa_G486490.h1.t1	XP_019101251.1, XP_019099772.1
OG0015665	Aa_G507380.h1.t1	XP_010465004.1, XP_019096141.1
OG0015666	Aa_G269530.h1.t1	XP_010509106.1, XP_010505541.1, XP_010517209.1
OG0015667	Aa_G269510.h1.t1	XP_010505539.1, XP_010509108.1, XP_010517206.1
OG0015668	Aa_G594440.h1.t1	XP_010509170.1, XP_010505525.1
OG0015671	Aa_G692190.h1.t1	XP_010502147.1, XP_010424936.1
OG0015674	Aa_G542810.h1.t1	XP_010509186.1, XP_010517125.1, XP_010505457.1
OG0015675	Aa_G172160.h1.t1	XP_010505431.1, XP_010517104.1, XP_010509216.1
OG0015676	Aa_G172210.h1.t1	XP_010509220.1, XP_010505428.1, XP_010517101.1
OG0015677	Aa_G172220.h1.t1	XP_010509222.1, XP_010505425.1, XP_010517098.1
