Orthogroup	Arabis_alpina	Cardamine_hirsuta
OG0013600	Aa_G302080.h1.t1	CARHR082850
OG0013601	Aa_G24380.h1.t1	CARHR082980
OG0013602	Aa_G24200.h1.t1	CARHR083250
OG0013603	Aa_G24140.h1.t1	CARHR083300
OG0013604	Aa_G24120.h1.t1	CARHR231700
OG0013605	Aa_G24080.h1.t1	CARHR083350
OG0013606	Aa_G24070.h1.t1	CARHR083370
OG0013607	Aa_G101390.h1.t1	CARHR083480
OG0013609	Aa_G34830.h1.t1	CARHR083950
OG0013610	Aa_G34740.h1.t1	CARHR084060
OG0013611	Aa_G324480.h1.t1	CARHR084430
OG0013612	Aa_G324460.h1.t1	CARHR084460
OG0013613	Aa_G569390.h1.t1	CARHR084580
OG0013614	Aa_G551280.h1.t1	CARHR084630
OG0013615	Aa_G322180.h1.t1, Aa_G322250.h1.t1	CARHR084660
OG0013616	Aa_G678920.h1.t1	CARHR084910
OG0013618	Aa_G137110.h1.t1	CARHR085210
OG0013619	Aa_G136940.h1.t1	CARHR085360
OG0013620	Aa_G136930.h1.t1	CARHR085370
OG0013622	Aa_G136900.h1.t1	CARHR085420
OG0013623	Aa_G136830.h1.t1	CARHR085480
OG0013624	Aa_G333270.h1.t1, Aa_G333280.h1.t1	CARHR085640
OG0013625	Aa_G333240.h1.t1	CARHR085670
OG0013626	Aa_G195570.h1.t1	CARHR085750
OG0013627	Aa_G195540.h1.t1	CARHR085780
OG0013628	Aa_G216030.h1.t1	CARHR086110
OG0013629	Aa_G397580.h1.t1	CARHR086190
OG0013630	Aa_G5420.h1.t1	CARHR086570
OG0013631	Aa_G5320.h1.t1	CARHR086640
OG0013632	Aa_G5280.h1.t1	CARHR086680
OG0013634	Aa_G40490.h1.t1	CARHR086910
OG0013635	Aa_G40460.h1.t1	CARHR086930
OG0013636	Aa_G40340.h1.t1	CARHR087050
OG0013637	Aa_G40160.h1.t1	CARHR087190
OG0013639	Aa_G720250.h1.t1	CARHR087460
OG0013641	Aa_G373980.h1.t1	CARHR087810
OG0013642	Aa_G535000.h1.t1	CARHR088330
OG0013643	Aa_G641630.h1.t1	CARHR088670
OG0013644	Aa_G99300.h1.t1	CARHR155210
OG0013645	Aa_G237630.h1.t1	CARHR088900
OG0013647	Aa_G340240.h1.t1	CARHR089550
OG0013648	Aa_G140330.h1.t1	CARHR089690
OG0013649	Aa_G1470.h1.t1	CARHR089810
OG0013650	Aa_G1390.h1.t1	CARHR089870
OG0013651	Aa_G1140.h1.t1	CARHR090130
OG0013652	Aa_G1090.h1.t1	CARHR090190
OG0013653	Aa_G1060.h1.t1	CARHR090220
OG0013654	Aa_G1030.h1.t1	CARHR090260
OG0013655	Aa_G443930.h1.t1	CARHR090320
OG0013656	Aa_G234970.h1.t1	CARHR090400
OG0013657	Aa_G507830.h1.t1	CARHR091030, CARHR090670
OG0013658	Aa_G31960.h1.t1	CARHR090710, CARHR292070
OG0013659	Aa_G582880.h1.t1	CARHR262390
OG0013660	Aa_G32080.h1.t1	CARHR090800
OG0013661	Aa_G32230.h1.t1	CARHR090880
OG0013662	Aa_G242060.h1.t1	CARHR091100
OG0013663	Aa_G242020.h1.t1	CARHR091140
OG0013664	Aa_G241890.h1.t1	CARHR091250
OG0013665	Aa_G223560.h1.t1	CARHR241530
OG0013666	Aa_G565940.h1.t1	CARHR091550
OG0013667	Aa_G532800.h1.t1	CARHR091560
OG0013668	Aa_G97010.h1.t1	CARHR092050
OG0013669	Aa_G20430.h1.t1, Aa_G97000.h1.t1	CARHR092060
OG0013670	Aa_G20490.h1.t1	CARHR092180
OG0013671	Aa_G20450.h1.t1	CARHR092210
OG0013672	Aa_G20390.h1.t1	CARHR092240
OG0013673	Aa_G20340.h1.t1	CARHR092290
OG0013674	Aa_G71110.h1.t1	CARHR092320
OG0013675	Aa_G71130.h1.t1	CARHR092340, CARHR293550
OG0013676	Aa_G71230.h1.t1	CARHR092440
OG0013677	Aa_G527560.h1.t1	CARHR092610
OG0013678	Aa_G53710.h1.t1	CARHR092650
OG0013679	Aa_G53660.h1.t1	CARHR092670
OG0013680	Aa_G53620.h1.t1	CARHR092700
OG0013681	Aa_G587210.h1.t1	CARHR092910
OG0013682	Aa_G682960.h1.t1, Aa_G682960.h2.t1	CARHR092960
OG0013684	Aa_G683020.h1.t1	CARHR093000
OG0013685	Aa_G683030.h1.t1	CARHR093010
OG0013686	Aa_G683040.h1.t1	CARHR093020
OG0013687	Aa_G497750.h1.t1	CARHR093060
OG0013688	Aa_G497760.h1.t1	CARHR093080
OG0013689	Aa_G176920.h1.t1	CARHR093240
OG0013690	Aa_G176930.h1.t1	CARHR093250
OG0013691	Aa_G390020.h1.t1	CARHR093870
OG0013692	Aa_G669750.h1.t1	CARHR094140
OG0013693	Aa_G240110.h1.t1	CARHR094650
OG0013694	Aa_G371420.h1.t1	CARHR094770
OG0013695	Aa_G371430.h1.t1	CARHR094780
OG0013696	Aa_G20180.h1.t1	CARHR094900
OG0013697	Aa_G164580.h1.t1	CARHR095210
OG0013698	Aa_G164680.h1.t1	CARHR095360
OG0013699	Aa_G50770.h1.t1	CARHR095420
OG0013700	Aa_G323950.h1.t1	CARHR095700
OG0013701	Aa_G152540.h1.t1	CARHR095840
OG0013702	Aa_G152490.h1.t1, Aa_G403130.h1.t1	CARHR095880
OG0013703	Aa_G254480.h1.t1, Aa_G242990.h1.t1	CARHR096130
OG0013704	Aa_G243000.h1.t1	CARHR096140
OG0013705	Aa_G243010.h1.t1	CARHR096150, CARHR096170
OG0013706	Aa_G800570.h1.t1	CARHR096190
OG0013707	Aa_G250570.h1.t1	CARHR096250
OG0013708	Aa_G250660.h1.t1	CARHR096340
OG0013709	Aa_G137220.h1.t1, Aa_G17420.h1.t1	CARHR052860
OG0013710	Aa_G133320.h1.t1	CARHR096550
OG0013711	Aa_G133240.h1.t1	CARHR096650
OG0013712	Aa_G636470.h1.t1	CARHR096730
OG0013713	Aa_G136600.h1.t1	CARHR096810
OG0013714	Aa_G245570.h1.t1	CARHR263020
OG0013715	Aa_G245670.h1.t1, Aa_G245670.h2.t1	CARHR263200
OG0013716	Aa_G311340.h1.t1	CARHR232000
OG0013717	Aa_G421560.h1.t1	CARHR283670, CARHR264050, CARHR288770
OG0013718	Aa_G110030.h1.t1	CARHR214070
OG0013719	Aa_G110050.h1.t1	CARHR214050
OG0013720	Aa_G417840.h1.t1	CARHR214220
OG0013721	Aa_G439620.h1.t1	CARHR214440
OG0013722	Aa_G551810.h1.t1	CARHR214670
OG0013723	Aa_G336580.h1.t1	CARHR214890
OG0013724	Aa_G505940.h1.t1	CARHR215130
OG0013725	Aa_G481850.h1.t1	CARHR215150
OG0013726	Aa_G212960.h1.t1, Aa_G213100.h1.t1	CARHR055500
OG0013727	Aa_G213110.h1.t1, Aa_G212950.h1.t1	CARHR215230
OG0013728	Aa_G512950.h1.t1, Aa_G754570.h1.t1	CARHR215300
OG0013729	Aa_G36200.h1.t1	CARHR215730
OG0013730	Aa_G503640.h1.t1	CARHR216140
OG0013731	Aa_G65120.h1.t1	CARHR216450
OG0013732	Aa_G90160.h1.t1	CARHR184430
OG0013733	Aa_G178980.h1.t1	CARHR099770
OG0013734	Aa_G428260.h1.t1	CARHR099680
OG0013736	Aa_G71950.h1.t1	CARHR099370
OG0013737	Aa_G543590.h1.t1	CARHR099240
OG0013738	Aa_G504320.h1.t1	CARHR099210
OG0013739	Aa_G391610.h1.t1	CARHR098980
OG0013740	Aa_G427500.h1.t1	CARHR098930
OG0013741	Aa_G306620.h1.t1	CARHR098550
OG0013742	Aa_G212350.h1.t1	CARHR098430
OG0013743	Aa_G96540.h1.t1	CARHR098340
OG0013744	Aa_G3430.h1.t1	CARHR056930
OG0013746	Aa_G455790.h1.t1	CARHR097830
OG0013747	Aa_G399640.h1.t1	CARHR097720
OG0013748	Aa_G171700.h1.t1	CARHR097620
OG0013749	Aa_G171740.h2.t1, Aa_G171740.h1.t1	CARHR097590
OG0013750	Aa_G388620.h1.t1	CARHR097440
OG0013751	Aa_G227460.h1.t1	CARHR097190
OG0013752	Aa_G325430.h1.t1	CARHR238260
OG0013753	Aa_G316190.h1.t1	CARHR056020
OG0013754	Aa_G149770.h1.t1	CARHR058190
OG0013755	Aa_G30800.h1.t1	CARHR292320
OG0013756	Aa_G664060.h1.t1	CARHR057120
OG0013757	Aa_G714830.h1.t1	CARHR056840
OG0013758	Aa_G474690.h1.t1	CARHR056990
OG0013759	Aa_G474720.h1.t1	CARHR057050
OG0013760	Aa_G204520.h1.t1	CARHR055530
OG0013761	Aa_G510110.h1.t1	CARHR055640
OG0013762	Aa_G256360.h1.t1	CARHR055670
OG0013763	Aa_G83750.h1.t1	CARHR194050
OG0013764	Aa_G280290.h1.t1	CARHR194430
OG0013765	Aa_G280230.h1.t1	CARHR194480
OG0013766	Aa_G735980.h1.t1	CARHR194520
OG0013767	Aa_G276250.h1.t1	CARHR194590
OG0013768	Aa_G655880.h1.t1	CARHR194610
OG0013769	Aa_G495990.h1.t1	CARHR114790
OG0013770	Aa_G166850.h1.t1	CARHR184620
OG0013771	Aa_G411030.h1.t1	CARHR194860
OG0013772	Aa_G361220.h1.t1	CARHR182220
OG0013773	Aa_G91560.h1.t1	CARHR182110
OG0013774	Aa_G102150.h1.t1	CARHR183850
OG0013775	Aa_G102170.h1.t1	CARHR183890
OG0013776	Aa_G1087670.h1.t1, Aa_G1087670.h2.t1	CARHR162250
OG0013777	Aa_G114530.h1.t1	CARHR162050
OG0013778	Aa_G114490.h1.t1	CARHR162010
OG0013779	Aa_G114480.h1.t1	CARHR161990
OG0013780	Aa_G114470.h1.t1	CARHR162000
OG0013781	Aa_G114440.h1.t1	CARHR161980
OG0013782	Aa_G114430.h1.t1	CARHR161970
OG0013783	Aa_G87910.h1.t1	CARHR161650
OG0013784	Aa_G87920.h1.t1	CARHR161640
OG0013785	Aa_G87960.h1.t1	CARHR161570
OG0013786	Aa_G235890.h1.t1	CARHR161500
OG0013787	Aa_G236130.h1.t1	CARHR161460
OG0013788	Aa_G236040.h1.t1	CARHR161390
OG0013789	Aa_G123000.h1.t1	CARHR161210
OG0013790	Aa_G122810.h1.t1	CARHR161060
OG0013791	Aa_G122640.h1.t1	CARHR160950
OG0013792	Aa_G251450.h1.t1	CARHR143840
OG0013793	Aa_G106330.h1.t1	CARHR000140
OG0013794	Aa_G106240.h1.t1	CARHR156840
OG0013795	Aa_G94550.h1.t1	CARHR000440
OG0013796	Aa_G94470.h1.t1	CARHR000500
OG0013797	Aa_G94380.h1.t1	CARHR000610, CARHR000590
OG0013798	Aa_G270260.h1.t1	CARHR286740
OG0013799	Aa_G105760.h1.t1	CARHR000810
OG0013800	Aa_G290750.h1.t1	CARHR001230
OG0013801	Aa_G290740.h1.t1	CARHR001240
OG0013802	Aa_G290690.h1.t1	CARHR001290
OG0013803	Aa_G290630.h1.t1	CARHR001350
OG0013804	Aa_G531700.h1.t1, Aa_G211790.h1.t1	CARHR001460
OG0013805	Aa_G325250.h1.t1	CARHR001570
OG0013806	Aa_G424020.h1.t1	CARHR090580
OG0013807	Aa_G6410.h1.t1	CARHR001800
OG0013808	Aa_G6460.h1.t1	CARHR001870
OG0013809	Aa_G6500.h1.t1	CARHR001900
OG0013810	Aa_G6540.h1.t1	CARHR001940
OG0013811	Aa_G6780.h1.t1	CARHR002210
OG0013812	Aa_G6860.h1.t1	CARHR002260
OG0013813	Aa_G228430.h1.t1	CARHR002370
OG0013814	Aa_G228380.h1.t1	CARHR002400
OG0013815	Aa_G358040.h1.t1	CARHR002500
OG0013816	Aa_G134960.h1.t1	CARHR002830
OG0013817	Aa_G134670.h1.t1	CARHR003090
OG0013818	Aa_G400280.h1.t1	CARHR003310
OG0013819	Aa_G400320.h1.t1	CARHR003370
OG0013820	Aa_G38840.h1.t1	CARHR003870
OG0013821	Aa_G38900.h1.t1	CARHR003930
OG0013822	Aa_G477750.h1.t1	CARHR004120
OG0013823	Aa_G286260.h1.t1	CARHR004330
OG0013824	Aa_G286270.h1.t1	CARHR004340
OG0013825	Aa_G140010.h1.t1	CARHR005480
OG0013826	Aa_G140040.h1.t1	CARHR005500, CARHR038440
OG0013827	Aa_G22970.h1.t1	CARHR005830
OG0013828	Aa_G22760.h1.t1	CARHR006110
OG0013830	Aa_G429890.h1.t1	CARHR006610
OG0013831	Aa_G429800.h1.t1	CARHR006710
OG0013832	Aa_G441410.h1.t1	CARHR006810
OG0013833	Aa_G275860.h1.t1	CARHR007000
OG0013834	Aa_G275750.h1.t1	CARHR007090
OG0013835	Aa_G575760.h1.t1	CARHR215430
OG0013836	Aa_G345310.h1.t1	CARHR007750
OG0013837	Aa_G151860.h1.t1	CARHR008010
OG0013838	Aa_G574640.h1.t1	CARHR008200
OG0013839	Aa_G368350.h1.t1	CARHR008260
OG0013840	Aa_G271990.h1.t1	CARHR056230
OG0013841	Aa_G368330.h1.t1	CARHR008290
OG0013842	Aa_G80660.h1.t1	CARHR008780
OG0013844	Aa_G19200.h1.t1	CARHR008980
OG0013845	Aa_G19110.h1.t1	CARHR009150
OG0013846	Aa_G592410.h1.t1	CARHR009230
OG0013847	Aa_G394780.h1.t1	CARHR009260
OG0013848	Aa_G394730.h1.t1	CARHR009310
OG0013849	Aa_G193970.h1.t1	CARHR009400
OG0013850	Aa_G194050.h1.t1	CARHR009430
OG0013851	Aa_G516450.h1.t1	CARHR009550
OG0013852	Aa_G160930.h1.t1	CARHR009690
OG0013853	Aa_G160810.h1.t1	CARHR009790
OG0013854	Aa_G463950.h1.t1	CARHR009890
OG0013855	Aa_G165480.h1.t1	CARHR010250
OG0013856	Aa_G318520.h1.t1	CARHR010510
OG0013857	Aa_G226630.h1.t1	CARHR010590
OG0013859	Aa_G564000.h1.t1	CARHR010660
OG0013860	Aa_G587340.h1.t1	CARHR025880
OG0013862	Aa_G43250.h1.t1	CARHR011000
OG0013863	Aa_G43420.h1.t1, Aa_G543740.h1.t1	CARHR011130
OG0013864	Aa_G457590.h1.t1	CARHR011210
OG0013865	Aa_G457650.h1.t1	CARHR011240
OG0013866	Aa_G457690.h1.t1	CARHR011280
OG0013867	Aa_G572730.h1.t1	CARHR011310
OG0013868	Aa_G432820.h1.t1	CARHR011450
OG0013869	Aa_G804110.h1.t1	CARHR011470
OG0013870	Aa_G457570.h1.t1	CARHR011730
OG0013871	Aa_G195500.h1.t1	CARHR114210, CARHR246080
OG0013872	Aa_G339050.h1.t1	CARHR012010
OG0013873	Aa_G339020.h1.t1	CARHR012040
OG0013874	Aa_G338990.h1.t1	CARHR012060
OG0013875	Aa_G338930.h1.t1	CARHR012120
OG0013876	Aa_G77450.h1.t1	CARHR012220
OG0013877	Aa_G77440.h1.t1	CARHR012230
OG0013878	Aa_G298990.h1.t1	CARHR012300
OG0013879	Aa_G298970.h1.t1	CARHR012320
OG0013880	Aa_G298960.h1.t1	CARHR012330
OG0013881	Aa_G291930.h2.t1, Aa_G291930.h1.t1	CARHR013040
OG0013882	Aa_G292010.h1.t1	CARHR013100
OG0013883	Aa_G292130.h1.t1	CARHR013170
OG0013884	Aa_G26510.h1.t1	CARHR013190
OG0013885	Aa_G26570.h1.t1, Aa_G305470.h1.t1	CARHR013280
OG0013886	Aa_G26650.h1.t1	CARHR013340
OG0013887	Aa_G431840.h1.t1	CARHR026420
OG0013888	Aa_G584930.h1.t1	CARHR013550
OG0013889	Aa_G164270.h1.t1	CARHR013670
OG0013890	Aa_G247180.h1.t1	CARHR265110
OG0013892	Aa_G118560.h1.t1	CARHR014090
OG0013893	Aa_G118630.h1.t1	CARHR014120
OG0013895	Aa_G658810.h1.t1	CARHR014630
OG0013896	Aa_G92990.h1.t1	CARHR014680
OG0013897	Aa_G93020.h1.t1	CARHR014710
OG0013898	Aa_G93090.h1.t1	CARHR014770
OG0013899	Aa_G93100.h1.t1	CARHR014780
OG0013900	Aa_G117710.h1.t1	CARHR014890
OG0013901	Aa_G115610.h1.t1	CARHR015210
OG0013902	Aa_G486480.h1.t1, Aa_G242510.h1.t1	CARHR015220
OG0013903	Aa_G394350.h1.t1	CARHR015610
OG0013904	Aa_G121180.h1.t1	CARHR015760
OG0013905	Aa_G525740.h1.t1	CARHR182880
OG0013906	Aa_G525780.h1.t1	CARHR016200
OG0013908	Aa_G9680.h1.t1	CARHR016590
OG0013909	Aa_G205020.h1.t1	CARHR016730
OG0013910	Aa_G66470.h1.t1	CARHR016760
OG0013913	Aa_G103930.h1.t1	CARHR017000
OG0013914	Aa_G103910.h1.t1	CARHR017020
OG0013916	Aa_G103750.h1.t1	CARHR017210
OG0013917	Aa_G131910.h1.t1	CARHR017300
OG0013918	Aa_G275070.h1.t1	CARHR017740
OG0013919	Aa_G324090.h1.t1, Aa_G487860.h1.t1	CARHR017900
OG0013920	Aa_G170220.h1.t1	CARHR265950
OG0013921	Aa_G343570.h1.t1	CARHR018000
OG0013922	Aa_G188700.h1.t1	CARHR018010
OG0013923	Aa_G188690.h1.t1	CARHR018020
OG0013924	Aa_G528300.h1.t1	CARHR018110
OG0013925	Aa_G528250.h1.t1	CARHR018170
OG0013926	Aa_G139700.h1.t1, Aa_G535560.h1.t1	CARHR018470
OG0013927	Aa_G729270.h1.t1	CARHR018580
OG0013928	Aa_G583640.h1.t1	CARHR018600
OG0013929	Aa_G583530.h1.t1	CARHR018690
OG0013930	Aa_G379840.h1.t1	CARHR018800
OG0013931	Aa_G55190.h1.t1	CARHR018830
OG0013932	Aa_G132320.h1.t1	CARHR019000
OG0013933	Aa_G119010.h1.t1	CARHR019220
OG0013934	Aa_G580260.h1.t1	CARHR019630
OG0013935	Aa_G192260.h1.t1	CARHR019690
OG0013936	Aa_G192190.h1.t1	CARHR019750
OG0013937	Aa_G192180.h1.t1	CARHR019770
OG0013938	Aa_G371550.h1.t1	CARHR019790
OG0013939	Aa_G407700.h1.t1	CARHR019970
OG0013940	Aa_G323700.h1.t1	CARHR020010
OG0013941	Aa_G93260.h1.t1	CARHR020100
OG0013942	Aa_G93360.h1.t1	CARHR020150
OG0013943	Aa_G544310.h1.t1	CARHR020210
OG0013944	Aa_G544330.h1.t1	CARHR020230
OG0013945	Aa_G407840.h1.t1	CARHR019840
OG0013946	Aa_G526710.h1.t1	CARHR020300
OG0013947	Aa_G329300.h1.t1	CARHR020380
OG0013948	Aa_G480290.h1.t1	CARHR145660
OG0013949	Aa_G266380.h1.t1	CARHR020580
OG0013950	Aa_G266350.h1.t1	CARHR020620
OG0013951	Aa_G582870.h1.t1	CARHR262400
OG0013952	Aa_G436680.h1.t1	CARHR020820
OG0013953	Aa_G622560.h1.t1	CARHR020850, CARHR199460
OG0013954	Aa_G148840.h1.t1	CARHR020980
OG0013955	Aa_G715280.h1.t1	CARHR021230
OG0013956	Aa_G331070.h1.t1	CARHR021740
OG0013958	Aa_G627020.h1.t1	CARHR021760
OG0013959	Aa_G374440.h1.t1	CARHR021810
OG0013960	Aa_G374430.h1.t1	CARHR021820
OG0013961	Aa_G454260.h1.t1	CARHR022020
OG0013962	Aa_G329460.h1.t1	CARHR022240
OG0013963	Aa_G272120.h1.t1	CARHR022410
OG0013964	Aa_G166090.h1.t1	CARHR022480
OG0013965	Aa_G292610.h1.t1	CARHR022580
OG0013966	Aa_G108680.h1.t1	CARHR184230
OG0013967	Aa_G121760.h1.t1, Aa_G121760.h2.t1	CARHR023110
OG0013968	Aa_G121840.h1.t1	CARHR023190
OG0013969	Aa_G399800.h1.t1	CARHR023310
OG0013970	Aa_G399820.h1.t1, Aa_G149130.h1.t1	CARHR023330
OG0013971	Aa_G399830.h1.t1	CARHR023340
OG0013973	Aa_G160310.h1.t1	CARHR289070
OG0013974	Aa_G245830.h1.t1	CARHR290980
OG0013975	Aa_G245870.h1.t1	CARHR291030
OG0013976	Aa_G626470.h1.t1	CARHR291070
OG0013977	Aa_G149350.h1.t1	CARHR291100
OG0013978	Aa_G149310.h1.t1	CARHR291130
OG0013979	Aa_G319540.h1.t1	CARHR291260
OG0013980	Aa_G297600.h1.t1, Aa_G297610.h1.t1	CARHR064630
OG0013981	Aa_G297640.h1.t1	CARHR064600
OG0013982	Aa_G232180.h1.t1	CARHR064400
OG0013983	Aa_G163380.h1.t1	CARHR064020
OG0013985	Aa_G17790.h1.t1	CARHR063870
OG0013986	Aa_G17660.h1.t1	CARHR063770
OG0013987	Aa_G17610.h1.t1	CARHR063740
OG0013988	Aa_G17590.h1.t1	CARHR063730
OG0013989	Aa_G101690.h1.t1	CARHR063630
OG0013991	Aa_G186970.h1.t1	CARHR231510
OG0013992	Aa_G332010.h1.t1	CARHR231540
OG0013993	Aa_G376030.h1.t1	CARHR032200
OG0013994	Aa_G324280.h1.t1	CARHR046890
OG0013995	Aa_G324290.h1.t1	CARHR046900
OG0013996	Aa_G701650.h1.t1	CARHR046910
OG0013997	Aa_G462410.h1.t1	CARHR047860
OG0013998	Aa_G316680.h1.t1	CARHR047920
OG0013999	Aa_G234110.h1.t1	CARHR234510
OG0014001	Aa_G95360.h1.t1, Aa_G95370.h1.t1	CARHR048340
OG0014002	Aa_G251360.h1.t1	CARHR143740
OG0014003	Aa_G274730.h1.t1	CARHR048680
OG0014004	Aa_G487470.h1.t1	CARHR048740
OG0014005	Aa_G490010.h1.t1	CARHR196610
OG0014006	Aa_G262900.h1.t1	CARHR049110
OG0014007	Aa_G211440.h1.t1	CARHR049460
OG0014008	Aa_G408930.h1.t1	CARHR049560
OG0014009	Aa_G222620.h1.t1	CARHR049950
OG0014010	Aa_G400740.h1.t1	CARHR050640
OG0014011	Aa_G587100.h1.t1	CARHR050720
OG0014012	Aa_G220570.h1.t1, Aa_G825260.h1.t1	CARHR051650
OG0014014	Aa_G8630.h1.t1	CARHR052180
OG0014015	Aa_G549640.h1.t1	CARHR051930
OG0014016	Aa_G392530.h1.t1	CARHR051800
OG0014017	Aa_G105450.h1.t1	CARHR105080
OG0014018	Aa_G222880.h1.t1	CARHR052270
OG0014019	Aa_G193040.h1.t1	CARHR052540
OG0014020	Aa_G147470.h1.t1	CARHR052750
OG0014021	Aa_G238470.h1.t1	CARHR052970
OG0014022	Aa_G18450.h1.t1	CARHR053350
OG0014023	Aa_G282540.h1.t1	CARHR283880
OG0014024	Aa_G11260.h1.t1	CARHR053750
OG0014026	Aa_G485110.h1.t1	CARHR053990
OG0014027	Aa_G7620.h1.t1	CARHR055010
OG0014028	Aa_G280430.h1.t1	CARHR055200
OG0014029	Aa_G123230.h1.t1	CARHR055350
OG0014030	Aa_G261750.h1.t1	CARHR287510, CARHR287530
OG0014031	Aa_G324260.h1.t1	CARHR046860
OG0014032	Aa_G135550.h1.t1	CARHR046730
OG0014033	Aa_G186200.h1.t1	CARHR046620
OG0014034	Aa_G270060.h1.t1	CARHR046510
OG0014035	Aa_G270080.h1.t1	CARHR046500
OG0014036	Aa_G270110.h1.t1	CARHR046470
OG0014037	Aa_G270120.h1.t1	CARHR046460
OG0014038	Aa_G615230.h1.t1	CARHR046240
OG0014039	Aa_G65870.h1.t1	CARHR046220
OG0014040	Aa_G243870.h1.t1	CARHR259640
OG0014041	Aa_G295540.h1.t1	CARHR174610
OG0014042	Aa_G162840.h1.t1	CARHR173890
OG0014043	Aa_G162810.h1.t1	CARHR173850
OG0014044	Aa_G63480.h1.t1	CARHR173570
OG0014046	Aa_G123770.h1.t1	CARHR178210
OG0014047	Aa_G123810.h1.t1	CARHR178260
OG0014049	Aa_G103090.h1.t1	CARHR178650
OG0014050	Aa_G137430.h1.t1	CARHR252460
OG0014051	Aa_G373290.h1.t1	CARHR252300
OG0014052	Aa_G373300.h1.t1	CARHR252560
OG0014053	Aa_G257030.h1.t1	CARHR252600
OG0014054	Aa_G507340.h1.t1	CARHR237240
OG0014055	Aa_G628370.h1.t1	CARHR237320
OG0014056	Aa_G195690.h1.t1	CARHR237360
OG0014057	Aa_G301350.h1.t1	CARHR237680
OG0014058	Aa_G301250.h1.t1	CARHR292020, CARHR237760
OG0014059	Aa_G301230.h1.t1	CARHR237770
OG0014060	Aa_G461360.h1.t1	CARHR222510
OG0014061	Aa_G380680.h1.t1	CARHR222640
OG0014062	Aa_G714940.h1.t1	CARHR037590
OG0014063	Aa_G57520.h1.t1	CARHR037680
OG0014064	Aa_G57530.h1.t1	CARHR037700
OG0014065	Aa_G110640.h1.t1	CARHR038170
OG0014066	Aa_G473360.h1.t1	CARHR037890
OG0014067	Aa_G473350.h1.t1	CARHR037900
OG0014068	Aa_G110660.h1.t1	CARHR038160
OG0014069	Aa_G110730.h1.t1	CARHR038090
OG0014070	Aa_G110630.h1.t1	CARHR038180
OG0014071	Aa_G161240.h1.t1	CARHR038840
OG0014072	Aa_G273760.h1.t1	CARHR038870
OG0014074	Aa_G273800.h1.t1	CARHR038960
OG0014075	Aa_G237870.h1.t1	CARHR039080
OG0014076	Aa_G237860.h1.t1	CARHR039090
OG0014077	Aa_G95930.h1.t1	CARHR039390
OG0014078	Aa_G95910.h1.t1	CARHR039410
OG0014079	Aa_G95900.h1.t1	CARHR039420
OG0014080	Aa_G95870.h1.t1	CARHR039450
OG0014081	Aa_G477050.h1.t1	CARHR068220
OG0014082	Aa_G477070.h1.t1	CARHR068200
OG0014083	Aa_G487080.h1.t1	CARHR149670
OG0014084	Aa_G487100.h1.t1	CARHR293980
OG0014085	Aa_G541040.h1.t1	CARHR294020
OG0014086	Aa_G219320.h1.t1	CARHR294140
OG0014087	Aa_G219280.h1.t1	CARHR294180
OG0014088	Aa_G219240.h1.t1	CARHR294230
OG0014089	Aa_G650390.h1.t1	CARHR294310
OG0014090	Aa_G138000.h1.t1	CARHR294420
OG0014091	Aa_G137940.h1.t1	CARHR247930
OG0014092	Aa_G137920.h1.t1	CARHR247910
OG0014093	Aa_G137800.h1.t1	CARHR247820
OG0014094	Aa_G137770.h1.t1	CARHR247780
OG0014095	Aa_G468060.h1.t1	CARHR247720
OG0014096	Aa_G351870.h1.t1	CARHR247650
OG0014097	Aa_G351900.h1.t1	CARHR247630
OG0014099	Aa_G658830.h1.t1, Aa_G205240.h1.t1	CARHR247290
OG0014100	Aa_G205230.h1.t1	CARHR247280
OG0014101	Aa_G450620.h1.t1	CARHR247070
OG0014102	Aa_G287000.h1.t1	CARHR184290
OG0014103	Aa_G486250.h1.t1	CARHR246710
OG0014104	Aa_G503400.h1.t1	CARHR246650
OG0014105	Aa_G503360.h1.t1	CARHR246610
OG0014106	Aa_G294360.h1.t1	CARHR246510
OG0014107	Aa_G294380.h1.t1	CARHR246500
OG0014108	Aa_G59830.h1.t1	CARHR102870, CARHR102880
OG0014109	Aa_G237330.h1.t1	CARHR246320
OG0014110	Aa_G237350.h1.t1	CARHR246280
OG0014111	Aa_G767190.h1.t1	CARHR246230
OG0014113	Aa_G153340.h1.t1	CARHR245840
OG0014114	Aa_G672600.h1.t1	CARHR245800
OG0014115	Aa_G139410.h1.t1	CARHR245550, CARHR258580
OG0014116	Aa_G139500.h1.t1	CARHR245490
OG0014117	Aa_G637750.h1.t1	CARHR245320
OG0014118	Aa_G493150.h1.t1	CARHR245010
OG0014119	Aa_G493160.h1.t1	CARHR244990
OG0014120	Aa_G670480.h1.t1	CARHR244970
OG0014121	Aa_G467510.h1.t1	CARHR244840
OG0014122	Aa_G179530.h1.t1	CARHR244770
OG0014123	Aa_G179480.h1.t1	CARHR244730
OG0014124	Aa_G179470.h1.t1	CARHR244720
OG0014126	Aa_G285860.h1.t1	CARHR244460
OG0014127	Aa_G514730.h1.t1	CARHR244270
OG0014128	Aa_G157080.h1.t1	CARHR244010
OG0014129	Aa_G426420.h1.t1, Aa_G293850.h1.t1	CARHR243880
OG0014130	Aa_G280760.h1.t1	CARHR216680
OG0014131	Aa_G527810.h1.t1	CARHR243720
