Orthogroup	Arabis_alpina	Eutrema_salsugineum
OG0017147	Aa_G404780.h1.t1	XP_006400671.1
OG0017148	Aa_G404700.h1.t1	XP_006400678.1
OG0017149	Aa_G459160.h1.t1	XP_006400739.1
OG0017150	Aa_G173870.h1.t1	XP_006400769.1
OG0017151	Aa_G470830.h1.t1	XP_006400789.2
OG0017152	Aa_G552210.h1.t1	XP_006400801.1
OG0017153	Aa_G234650.h1.t1	XP_024011643.1
OG0017155	Aa_G936060.h1.t1	XP_006400922.1
OG0017156	Aa_G246250.h1.t1	XP_006401027.1
OG0017157	Aa_G115960.h1.t1	XP_006404463.1
OG0017158	Aa_G93890.h1.t1	XP_006401066.1
OG0017159	Aa_G93820.h1.t1	XP_006401072.1
OG0017160	Aa_G93790.h1.t1	XP_006401074.1
OG0017161	Aa_G93780.h1.t1	XP_024011723.1
OG0017162	Aa_G31450.h1.t1	XP_006401117.1
OG0017163	Aa_G31680.h1.t1	XP_006401145.1
OG0017164	Aa_G31770.h1.t1	XP_006401162.2
OG0017165	Aa_G766510.h1.t1	XP_024012252.1
OG0017166	Aa_G307720.h1.t1	XP_024012662.1
OG0017167	Aa_G69100.h1.t1	XP_006401226.1
OG0017168	Aa_G168030.h1.t1	XP_006413238.1
OG0017169	Aa_G331620.h1.t1	XP_006401245.1
OG0017171	Aa_G355100.h1.t1	XP_024012699.1
OG0017172	Aa_G690980.h1.t1	XP_006401278.1
OG0017173	Aa_G22170.h1.t1	XP_006401303.1
OG0017174	Aa_G601870.h1.t1	XP_006401327.1
OG0017175	Aa_G480130.h1.t1	XP_006401468.1
OG0017176	Aa_G442050.h1.t1	XP_006401480.1
OG0017177	Aa_G542670.h1.t1	XP_006401505.1
OG0017178	Aa_G149060.h1.t1	XP_006401515.1
OG0017180	Aa_G149160.h1.t1	XP_006401523.1
OG0017181	Aa_G608670.h1.t1	XP_006404181.1
OG0017182	Aa_G445110.h1.t1	XP_006404183.1
OG0017183	Aa_G106830.h1.t1	XP_006404199.1, XP_006404201.2
OG0017185	Aa_G275550.h1.t1	XP_006399222.1
OG0017186	Aa_G244300.h1.t1	XP_024012113.1
OG0017190	Aa_G244390.h1.t1	XP_006399184.1
OG0017191	Aa_G244400.h1.t1	XP_006399183.1
OG0017192	Aa_G386460.h1.t1	XP_006399159.1
OG0017193	Aa_G386400.h1.t1	XP_006399154.1
OG0017194	Aa_G414670.h1.t1	XP_006399119.1
OG0017197	Aa_G546990.h1.t1	XP_006399047.1
OG0017198	Aa_G261300.h1.t1	XP_024012179.1
OG0017199	Aa_G170550.h1.t1	XP_006398993.1
OG0017201	Aa_G353240.h1.t1	XP_006398987.1
OG0017202	Aa_G353360.h1.t1	XP_006398976.1
OG0017203	Aa_G634190.h1.t1	XP_006398972.1
OG0017204	Aa_G304010.h1.t1	XP_006398945.2
OG0017207	Aa_G170150.h1.t1	XP_006398795.1
OG0017209	Aa_G478960.h1.t1	XP_006398752.1
OG0017210	Aa_G478940.h1.t1	XP_024012514.1
OG0017211	Aa_G260800.h1.t1	XP_006398742.1
OG0017213	Aa_G260660.h1.t1	XP_006398727.1
OG0017214	Aa_G260610.h1.t1	XP_024011898.1
OG0017215	Aa_G260580.h1.t1	XP_006398717.1
OG0017216	Aa_G274550.h1.t1	XP_024012202.1
OG0017217	Aa_G18650.h1.t1	XP_006398657.1
OG0017218	Aa_G443010.h1.t1	XP_006398646.1
OG0017219	Aa_G54030.h1.t1	XP_006398613.1
OG0017220	Aa_G626110.h1.t1	XP_006398596.1
OG0017221	Aa_G481310.h1.t1	XP_006398594.1
OG0017222	Aa_G481260.h1.t1	XP_006398589.2
OG0017223	Aa_G481250.h1.t1	XP_006398587.1
OG0017225	Aa_G264570.h1.t1	XP_006398571.1
OG0017226	Aa_G553500.h1.t1	XP_006405449.1
OG0017228	Aa_G201140.h1.t1	XP_006405332.1
OG0017229	Aa_G185050.h1.t1	XP_006405302.1
OG0017230	Aa_G239130.h1.t1	XP_006389717.1
OG0017231	Aa_G239140.h1.t1	XP_006389720.2
OG0017232	Aa_G239160.h1.t1	XP_006389723.1
OG0017233	Aa_G484930.h1.t1, Aa_G484920.h1.t1, Aa_G389040.h1.t1	XP_006389750.1
OG0017234	Aa_G385740.h1.t1	XP_006389759.1
OG0017236	Aa_G312050.h1.t1	XP_006389793.1
OG0017237	Aa_G21760.h1.t1	XP_024007674.1
OG0017238	Aa_G293550.h1.t1	XP_006389842.1
OG0017239	Aa_G293560.h1.t1	XP_006389843.1
OG0017240	Aa_G293670.h1.t1	XP_024010035.1
OG0017242	Aa_G457370.h1.t1	XP_006389878.1
OG0017245	Aa_G457940.h1.t1	XP_024008175.1
OG0017246	Aa_G343720.h1.t1	XP_024006368.1
OG0017248	Aa_G204280.h1.t1	XP_006390037.1
OG0017251	Aa_G129480.h1.t1	XP_006390071.1
OG0017252	Aa_G129360.h1.t1	XP_006390085.1
OG0017253	Aa_G129300.h1.t1	XP_024011774.1
OG0017254	Aa_G129260.h1.t1	XP_024007530.1
OG0017255	Aa_G654150.h1.t1	XP_006390097.1
OG0017256	Aa_G215550.h1.t1	XP_006390130.1
OG0017257	Aa_G193630.h1.t1	XP_006390143.1
OG0017258	Aa_G418900.h1.t1	XP_006390160.1
OG0017259	Aa_G738880.h1.t1, Aa_G738880.h2.t1	XP_006390171.1
OG0017260	Aa_G263320.h1.t1	XP_006395459.1
OG0017261	Aa_G281650.h1.t1	XP_006390251.1
OG0017262	Aa_G281720.h1.t1	XP_006390259.2
OG0017263	Aa_G702580.h1.t1	XP_006390268.1
OG0017264	Aa_G656100.h1.t1	XP_006390272.1
OG0017266	Aa_G573000.h1.t1	XP_024005471.1
OG0017267	Aa_G314470.h1.t1	XP_006409308.1
OG0017268	Aa_G459720.h1.t1	XP_006409244.1
OG0017269	Aa_G207440.h1.t1	XP_024013721.1
OG0017270	Aa_G458660.h1.t1	XP_006404388.1
OG0017271	Aa_G205530.h1.t1	XP_006392558.1
OG0017272	Aa_G205670.h1.t1	XP_006392575.1
OG0017273	Aa_G108900.h1.t1	XP_006392577.1
OG0017274	Aa_G109050.h1.t1	XP_024006026.1
OG0017275	Aa_G627410.h1.t1	XP_006409008.1
OG0017277	Aa_G193190.h1.t1	XP_006392620.1
OG0017278	Aa_G193310.h1.t1	XP_024005934.1
OG0017279	Aa_G193280.h1.t1	XP_006392635.1
OG0017280	Aa_G231520.h1.t1	XP_006392664.1
OG0017281	Aa_G375490.h1.t1	XP_006392674.1
OG0017282	Aa_G375430.h1.t1	XP_024006127.1
OG0017283	Aa_G793800.h1.t1	XP_006392685.1
OG0017285	Aa_G118340.h1.t1	XP_006392720.1
OG0017286	Aa_G127870.h1.t1	XP_006392735.1
OG0017287	Aa_G643200.h1.t1, Aa_G225030.h1.t1, Aa_G643180.h1.t1	XP_006392766.2
OG0017288	Aa_G613360.h1.t1	XP_006392777.1
OG0017289	Aa_G101040.h1.t1	XP_006405263.1
OG0017290	Aa_G310050.h1.t1	XP_006404973.1
OG0017291	Aa_G230470.h1.t1	XP_006392827.2
OG0017292	Aa_G313380.h1.t1	XP_006410786.1
OG0017293	Aa_G402660.h1.t1	XP_006410832.2
OG0017294	Aa_G25300.h1.t1	XP_024016674.1
OG0017295	Aa_G656260.h1.t1	XP_006401747.1
OG0017297	Aa_G82820.h1.t1	XP_006396315.1
OG0017298	Aa_G70950.h1.t1	XP_006414795.1
OG0017299	Aa_G70930.h1.t1	XP_024013035.1
OG0017300	Aa_G70910.h1.t1	XP_006403062.1
OG0017301	Aa_G70900.h1.t1	XP_006403068.1
OG0017302	Aa_G363040.h1.t1	XP_006395968.1
OG0017303	Aa_G363030.h1.t1	XP_024013083.1
OG0017304	Aa_G363010.h1.t1	XP_006403096.1
OG0017305	Aa_G391460.h1.t1	XP_024004368.1
OG0017306	Aa_G413400.h1.t1	XP_006414966.1
OG0017307	Aa_G183940.h1.t1	XP_006414944.1
OG0017308	Aa_G198060.h1.t1	XP_024004673.1
OG0017309	Aa_G26530.h1.t1	XP_006417179.1
OG0017310	Aa_G79750.h1.t1	XP_006414859.1
OG0017311	Aa_G250910.h1.t1	XP_006414782.1
OG0017312	Aa_G250900.h1.t1	XP_024005242.1
OG0017313	Aa_G362590.h1.t1	XP_006414698.1
OG0017316	Aa_G31180.h1.t1	XP_006414626.1
OG0017317	Aa_G31290.h1.t1	XP_006414619.1
OG0017318	Aa_G580580.h1.t1	XP_006414483.2
OG0017320	Aa_G565120.h1.t1	XP_024005598.1
OG0017321	Aa_G161690.h1.t1	XP_006402186.2
OG0017324	Aa_G341750.h1.t1	XP_006390600.1
OG0017325	Aa_G341770.h1.t1	XP_006390598.1
OG0017326	Aa_G341820.h1.t1	XP_024010545.1
OG0017327	Aa_G446790.h1.t1	XP_024014109.1
OG0017328	Aa_G303460.h1.t1	XP_006390563.2
OG0017329	Aa_G303500.h1.t1	XP_006390560.1
OG0017330	Aa_G541250.h1.t1	XP_006390538.1
OG0017331	Aa_G203190.h1.t1	XP_006390534.1
OG0017334	Aa_G30640.h1.t1	XP_006390469.1
OG0017335	Aa_G64610.h1.t1	XP_006390402.1
OG0017336	Aa_G299390.h1.t1	XP_006391090.1
OG0017337	Aa_G304200.h1.t1	XP_006391089.1
OG0017338	Aa_G190310.h1.t1	XP_006391080.1
OG0017339	Aa_G305340.h1.t1	XP_006391063.1
OG0017340	Aa_G538480.h1.t1	XP_006391044.1
OG0017342	Aa_G387150.h1.t1	XP_006412938.1
OG0017343	Aa_G185060.h1.t1	XP_024014777.1
OG0017345	Aa_G460000.h1.t1	XP_006405584.1
OG0017347	Aa_G337480.h1.t1	XP_006419129.1
OG0017348	Aa_G337490.h1.t1	XP_006419128.1
OG0017349	Aa_G185330.h1.t1	XP_006395362.1
OG0017350	Aa_G142480.h1.t1	XP_024006860.1
OG0017351	Aa_G34240.h1.t1	XP_006395389.1
OG0017352	Aa_G264290.h1.t1	XP_024006794.1
OG0017354	Aa_G25610.h1.t1	XP_006395534.1
OG0017355	Aa_G276870.h1.t1	XP_006395551.1
OG0017356	Aa_G227110.h1.t1	XP_006395636.1
OG0017357	Aa_G585180.h1.t1	XP_006390980.2
OG0017358	Aa_G540890.h1.t1	XP_006390993.1
OG0017359	Aa_G347600.h1.t1	XP_006391000.2
OG0017360	Aa_G335300.h1.t1	XP_006391004.1
OG0017361	Aa_G452760.h1.t1	XP_006391009.1
OG0017363	Aa_G176640.h1.t1	XP_006398250.1
OG0017364	Aa_G176760.h1.t1	XP_006398243.1
OG0017365	Aa_G118060.h1.t1	XP_006398229.1
OG0017366	Aa_G200160.h1.t1	XP_006398149.1
OG0017367	Aa_G36800.h1.t1	XP_006393132.1
OG0017368	Aa_G36840.h1.t1	XP_006393128.1
OG0017369	Aa_G582080.h1.t1	XP_006393060.1
OG0017372	Aa_G219710.h1.t1	XP_006392949.1
OG0017373	Aa_G386150.h1.t1	XP_006392912.1
OG0017374	Aa_G386140.h1.t1	XP_006392911.1
OG0017375	Aa_G625050.h1.t1	XP_006392906.1
OG0017376	Aa_G465520.h1.t1	XP_006392895.1
OG0017377	Aa_G173610.h1.t1	XP_024005983.1
OG0017378	Aa_G150380.h1.t1	XP_006403344.1
OG0017379	Aa_G150350.h1.t1	XP_006403339.1
OG0017380	Aa_G325410.h1.t1	XP_024007167.1
OG0017381	Aa_G332210.h1.t1	XP_006403267.1
OG0017382	Aa_G113380.h1.t1	XP_024003850.1
OG0017383	Aa_G113390.h1.t1	XP_006410507.1
OG0017384	Aa_G113400.h1.t1	XP_006410509.1
OG0017385	Aa_G465710.h1.t1	XP_006410519.1
OG0017386	Aa_G438700.h1.t1	XP_006410536.1
OG0017388	Aa_G15170.h1.t1	XP_006410642.1
OG0017389	Aa_G264050.h1.t1	XP_006410652.1
OG0017390	Aa_G344560.h1.t1	XP_024003968.1
OG0017391	Aa_G52070.h1.t1	XP_006410694.1
OG0017393	Aa_G24560.h1.t1	XP_006410749.1
OG0017394	Aa_G455320.h1.t1	XP_024004700.1
OG0017396	Aa_G244670.h1.t1	XP_006414022.1
OG0017398	Aa_G150200.h1.t1	XP_006414056.1
OG0017399	Aa_G345100.h1.t1	XP_024004753.1
OG0017401	Aa_G578530.h1.t1	XP_006418855.1
OG0017402	Aa_G671710.h1.t1	XP_006404761.1
OG0017404	Aa_G11460.h1.t1	XP_006403987.1
OG0017405	Aa_G661340.h1.t1	XP_006404004.1
OG0017406	Aa_G649780.h1.t1	XP_006404016.1
OG0017408	Aa_G687760.h1.t1	XP_006401917.1
OG0017409	Aa_G194530.h1.t1	XP_024004400.1
OG0017411	Aa_G105240.h1.t1	XP_006409677.1
OG0017412	Aa_G347080.h1.t1	XP_006409501.1
OG0017413	Aa_G81660.h1.t1	XP_006409477.1
OG0017414	Aa_G601880.h1.t1, Aa_G313550.h1.t1	XP_006409419.1
OG0017415	Aa_G323520.h1.t1	XP_006409411.1
OG0017416	Aa_G436180.h1.t1	XP_024016188.1
OG0017417	Aa_G6210.h1.t1	XP_006413624.2
OG0017419	Aa_G419780.h1.t1	XP_006415754.1
OG0017420	Aa_G419790.h1.t1	XP_006413665.1
OG0017421	Aa_G28500.h1.t1	XP_006395170.1
OG0017422	Aa_G588580.h1.t1	XP_024005664.1
OG0017423	Aa_G245250.h1.t1	XP_006413867.1
OG0017424	Aa_G105470.h1.t1	XP_006409708.1
OG0017426	Aa_G297790.h1.t1	XP_006413828.1
OG0017427	Aa_G318050.h1.t1	XP_006413775.1
OG0017429	Aa_G298500.h1.t1	XP_006413739.1
OG0017430	Aa_G213410.h1.t1	XP_006413723.2
OG0017431	Aa_G148200.h1.t1	XP_006413936.1
OG0017433	Aa_G601200.h1.t1	XP_006406631.1
OG0017434	Aa_G52320.h1.t1	XP_006408574.1
OG0017435	Aa_G52360.h1.t1	XP_006408568.1
OG0017436	Aa_G52430.h1.t1	XP_006408559.1
OG0017438	Aa_G52570.h1.t1	XP_006408550.1
OG0017439	Aa_G451670.h1.t1	XP_006408535.1
OG0017441	Aa_G451690.h1.t1	XP_006408530.2
OG0017442	Aa_G43960.h1.t1	XP_006393824.1
OG0017443	Aa_G44000.h1.t1	XP_024012153.1
OG0017444	Aa_G44090.h1.t1	XP_006393819.1
OG0017445	Aa_G44110.h1.t1	XP_006393815.1
OG0017446	Aa_G113950.h1.t1	XP_006405329.1
OG0017448	Aa_G113800.h1.t1	XP_006393794.1
OG0017449	Aa_G113790.h1.t1	XP_006393793.1
OG0017451	Aa_G273140.h1.t1	XP_006402274.1
OG0017452	Aa_G273050.h1.t1	XP_024012813.1
OG0017453	Aa_G273040.h1.t1	XP_024012904.1
OG0017454	Aa_G272980.h1.t1	XP_024009123.1
OG0017457	Aa_G167880.h1.t1	XP_006402361.1
OG0017458	Aa_G2540.h1.t1	XP_006402401.1
OG0017459	Aa_G33580.h1.t1	XP_024013020.1
OG0017460	Aa_G33550.h1.t1	XP_006402442.1
OG0017461	Aa_G48800.h1.t1	XP_006402529.1
OG0017462	Aa_G48790.h1.t1	XP_024012849.1
OG0017463	Aa_G48710.h1.t1	XP_006402540.1
OG0017464	Aa_G48670.h1.t1	XP_006402544.1
OG0017465	Aa_G77310.h1.t1	XP_006402584.1
OG0017466	Aa_G77350.h1.t1	XP_006402588.1
OG0017467	Aa_G103350.h1.t1	XP_006402614.1
OG0017468	Aa_G132670.h1.t1	XP_006402645.1
OG0017470	Aa_G262300.h1.t1	XP_006402730.1
OG0017471	Aa_G114280.h1.t1	XP_006402746.1
OG0017472	Aa_G114700.h1.t1	XP_006402856.1
OG0017473	Aa_G114880.h1.t1	XP_006402869.1
OG0017474	Aa_G461190.h1.t1	XP_024012934.1, XP_006396050.2
OG0017475	Aa_G369780.h1.t1	XP_006402891.1
OG0017476	Aa_G614480.h1.t1	XP_006402900.1
OG0017477	Aa_G174920.h1.t1	XP_006402953.1
OG0017478	Aa_G654540.h1.t1	XP_006402993.1
OG0017479	Aa_G378310.h1.t1	XP_006402995.2
OG0017480	Aa_G287220.h1.t1	XP_006403024.1
OG0017482	Aa_G213660.h1.t1	XP_024013443.1
OG0017483	Aa_G462100.h1.t1	XP_006403455.1
OG0017484	Aa_G462080.h1.t1	XP_006403456.1
OG0017485	Aa_G718080.h1.t1	XP_024013354.1
OG0017486	Aa_G501200.h1.t1	XP_006403498.1
OG0017487	Aa_G301490.h1.t1	XP_006403513.1
OG0017488	Aa_G416670.h1.t1	XP_006403576.1
OG0017489	Aa_G277010.h1.t1	XP_006403594.1
OG0017490	Aa_G265940.h1.t1	XP_024013742.1
OG0017491	Aa_G582240.h1.t1	XP_024013402.1
OG0017492	Aa_G297410.h1.t1	XP_006403652.1
OG0017493	Aa_G367690.h1.t1	XP_006403656.1
OG0017494	Aa_G402330.h1.t1	XP_024013640.1
OG0017495	Aa_G14320.h1.t1	XP_006403714.2
OG0017496	Aa_G622330.h1.t1, Aa_G622310.h1.t1	XP_006403718.2
OG0017498	Aa_G212790.h1.t1	XP_006403738.1
OG0017499	Aa_G111470.h1.t1	XP_024013759.1
OG0017501	Aa_G555620.h1.t1	XP_006403779.1
OG0017502	Aa_G153540.h1.t1	XP_006403784.1
OG0017503	Aa_G231630.h1.t1	XP_024012168.1
OG0017504	Aa_G349220.h1.t1	XP_006401698.1
OG0017506	Aa_G306420.h1.t1	XP_006418738.1
OG0017508	Aa_G380120.h1.t1	XP_006418679.1
OG0017509	Aa_G380110.h1.t1	XP_006418684.1
OG0017510	Aa_G76960.h1.t1	XP_006418660.1
OG0017511	Aa_G183440.h1.t1	XP_006418623.1
OG0017512	Aa_G100.h1.t1	XP_024009676.1
OG0017513	Aa_G120.h1.t1	XP_006418585.1
OG0017514	Aa_G313880.h1.t1	XP_006418510.1
OG0017515	Aa_G116280.h1.t1	XP_006396122.1
OG0017516	Aa_G3640.h1.t1	XP_006391435.1
OG0017518	Aa_G330720.h1.t1	XP_006391473.1
OG0017519	Aa_G282890.h1.t1	XP_006391230.1
OG0017520	Aa_G490610.h1.t1	XP_006391213.1
OG0017521	Aa_G469580.h1.t1	XP_006391206.1
OG0017522	Aa_G28770.h1.t1	XP_006391193.1
OG0017524	Aa_G286650.h1.t1	XP_006391157.1
OG0017526	Aa_G99920.h1.t1	XP_006409174.1
OG0017527	Aa_G325970.h1.t1	XP_024016596.1
OG0017528	Aa_G185860.h1.t1	XP_024016046.1
OG0017529	Aa_G268650.h1.t1	XP_006403018.1
OG0017531	Aa_G102140.h1.t1	XP_006395192.1
OG0017533	Aa_G281330.h1.t1	XP_006411349.1
OG0017534	Aa_G401790.h1.t1	XP_006411338.1
OG0017538	Aa_G431230.h1.t1	XP_006411289.1
OG0017540	Aa_G224200.h1.t1	XP_006411258.1
OG0017541	Aa_G224230.h1.t1	XP_006411255.1
OG0017542	Aa_G461840.h1.t1	XP_006411188.2
OG0017543	Aa_G461870.h1.t1	XP_006411185.1
OG0017544	Aa_G632240.h1.t1	XP_006411162.1
OG0017545	Aa_G202470.h1.t1	XP_006411143.1
OG0017546	Aa_G216800.h1.t1, Aa_G216800.h2.t1	XP_006411127.1
OG0017547	Aa_G486510.h1.t1	XP_006411116.1
OG0017553	Aa_G272440.h1.t1	XP_006410964.1
OG0017554	Aa_G272390.h1.t1	XP_006410960.1
OG0017555	Aa_G197090.h1.t1	XP_006410940.1
OG0017556	Aa_G300120.h1.t1	XP_006396745.1
OG0017557	Aa_G338000.h1.t1	XP_006396733.1
OG0017558	Aa_G337990.h1.t1	XP_006396732.1
OG0017559	Aa_G337950.h1.t1	XP_024010161.1
OG0017561	Aa_G561110.h1.t1	XP_006396719.1
OG0017562	Aa_G94100.h1.t1	XP_006396767.1
OG0017563	Aa_G637000.h1.t1	XP_006415865.1
OG0017564	Aa_G10110.h1.t1	XP_006404557.1
OG0017565	Aa_G10090.h1.t1	XP_006404560.1
OG0017567	Aa_G157640.h1.t1	XP_006404580.1
OG0017568	Aa_G50370.h1.t1	XP_006404597.1
OG0017569	Aa_G287850.h1.t1	XP_006404604.1
OG0017570	Aa_G145590.h1.t1	XP_024014253.1
OG0017571	Aa_G100270.h1.t1	XP_006404655.1
OG0017572	Aa_G311480.h1.t1	XP_006404716.1
OG0017574	Aa_G373590.h1.t1	XP_006405145.2
OG0017575	Aa_G515720.h1.t1	XP_006408813.1
OG0017576	Aa_G290450.h1.t1	XP_006408861.1
OG0017577	Aa_G363360.h1.t1, Aa_G363360.h2.t1	XP_006398034.1
OG0017578	Aa_G35810.h1.t1	XP_006405235.1
OG0017579	Aa_G112220.h1.t1	XP_024007274.1
OG0017580	Aa_G529500.h1.t1	XP_024010610.1
OG0017581	Aa_G507060.h1.t1	XP_006397423.1
OG0017583	Aa_G377060.h1.t1	XP_006415018.1
OG0017584	Aa_G27140.h1.t1	XP_024007707.1
OG0017585	Aa_G300870.h1.t1	XP_006415081.1
OG0017586	Aa_G353130.h1.t1	XP_006415087.1
OG0017587	Aa_G353110.h1.t1	XP_024008157.1
OG0017588	Aa_G107500.h1.t1	XP_006397019.1
OG0017589	Aa_G474870.h1.t1	XP_006396995.1
OG0017590	Aa_G36160.h1.t1	XP_006396989.1
OG0017592	Aa_G352540.h1.t1	XP_006396883.1
OG0017593	Aa_G352530.h1.t1	XP_024010184.1
OG0017594	Aa_G362830.h1.t1	XP_024012017.1
OG0017595	Aa_G146610.h1.t1	XP_006394921.1
OG0017596	Aa_G430230.h1.t1	XP_024010645.1
OG0017597	Aa_G251090.h1.t1	XP_006394980.1
OG0017598	Aa_G251190.h1.t1	XP_006394995.1
OG0017599	Aa_G166640.h1.t1	XP_006408924.1
OG0017600	Aa_G422290.h1.t1	XP_006408957.1
OG0017601	Aa_G194650.h1.t1	XP_006408999.2
OG0017602	Aa_G440800.h1.t1	XP_006409016.1
OG0017603	Aa_G601340.h1.t1	XP_006409030.1
OG0017604	Aa_G13190.h1.t1	XP_024010813.1
OG0017605	Aa_G13140.h1.t1	XP_006398000.1
OG0017607	Aa_G241250.h1.t1	XP_006397948.2
OG0017609	Aa_G226170.h1.t1	XP_006397936.1
OG0017610	Aa_G177920.h1.t1	XP_006397883.1
OG0017612	Aa_G332560.h1.t1	XP_024010868.1
OG0017613	Aa_G381050.h1.t1	XP_006397810.1
OG0017614	Aa_G16120.h1.t1	XP_006397735.1
OG0017615	Aa_G289600.h1.t1	XP_006397718.1
OG0017616	Aa_G175240.h1.t1	XP_006397680.2
OG0017617	Aa_G317820.h1.t1	XP_024005313.1
OG0017618	Aa_G100540.h1.t1	XP_006397592.1
OG0017619	Aa_G100510.h1.t1	XP_006397586.1
OG0017620	Aa_G100490.h1.t1	XP_006397583.1
OG0017621	Aa_G360550.h1.t1	XP_006397572.1
OG0017622	Aa_G360640.h1.t1	XP_006397563.1
OG0017623	Aa_G440830.h1.t1	XP_024007387.1
OG0017624	Aa_G125410.h1.t1	XP_006397497.1
OG0017625	Aa_G125580.h1.t1	XP_006397487.1
OG0017626	Aa_G401480.h1.t1	XP_006397481.1
OG0017627	Aa_G230800.h1.t1	XP_024003726.1
OG0017628	Aa_G67320.h1.t1	XP_006411471.1
OG0017630	Aa_G145720.h1.t1	XP_024004246.1
OG0017631	Aa_G670360.h1.t1	XP_006398421.1
OG0017632	Aa_G71690.h1.t1	XP_024015000.1
OG0017633	Aa_G71600.h1.t1	XP_006408435.1
OG0017635	Aa_G250270.h1.t1	XP_024015432.1
OG0017636	Aa_G111970.h1.t1	XP_024015602.1
OG0017638	Aa_G267860.h1.t1	XP_006408317.1
OG0017639	Aa_G267850.h1.t1	XP_006408316.1
OG0017640	Aa_G47610.h1.t1	XP_006408301.1
OG0017641	Aa_G44910.h1.t1	XP_006408288.1
OG0017642	Aa_G44970.h1.t1	XP_006408282.1
OG0017643	Aa_G147070.h1.t1	XP_006393868.1
OG0017644	Aa_G4240.h1.t1	XP_006408176.1
OG0017645	Aa_G4430.h1.t1	XP_006408156.1
OG0017646	Aa_G11820.h1.t1	XP_006404852.1
OG0017648	Aa_G5050.h1.t1	XP_006408098.1
OG0017649	Aa_G75730.h1.t1	XP_024015575.1
OG0017650	Aa_G163210.h1.t1	XP_006407993.1
OG0017651	Aa_G163190.h1.t1	XP_006407989.1
OG0017652	Aa_G431830.h1.t1	XP_024008793.1
OG0017653	Aa_G47780.h1.t1	XP_006407956.1
OG0017654	Aa_G49840.h1.t1	XP_006407945.1
OG0017655	Aa_G49940.h1.t1	XP_006407938.1
OG0017657	Aa_G47320.h1.t1	XP_006407922.1
OG0017658	Aa_G47040.h1.t1	XP_006407896.1
OG0017659	Aa_G47860.h1.t1	XP_006407887.1
OG0017660	Aa_G78780.h1.t1	XP_024015473.1
OG0017661	Aa_G174690.h1.t1	XP_006407846.1
OG0017662	Aa_G174610.h1.t1	XP_006407840.1
OG0017663	Aa_G174260.h1.t1	XP_006407807.1
OG0017664	Aa_G174230.h1.t1	XP_006395243.1
OG0017665	Aa_G258580.h1.t1	XP_006407782.1
OG0017666	Aa_G258680.h1.t1	XP_006407773.1
OG0017667	Aa_G302000.h1.t1	XP_006407771.1
OG0017668	Aa_G24300.h1.t1	XP_006407741.1
OG0017669	Aa_G24280.h1.t1	XP_006418524.1
OG0017670	Aa_G24250.h1.t1	XP_006407738.1
OG0017672	Aa_G34820.h1.t1	XP_006407666.1
OG0017673	Aa_G34730.h1.t1	XP_024014999.1
OG0017674	Aa_G34650.h1.t1	XP_006407643.1
OG0017675	Aa_G34590.h1.t1	XP_006407639.2
OG0017676	Aa_G616450.h1.t1	XP_006407614.1
OG0017677	Aa_G322260.h1.t1	XP_024015751.1
OG0017678	Aa_G322210.h1.t1	XP_006407595.1
OG0017679	Aa_G322160.h1.t1	XP_006407592.1
OG0017680	Aa_G338730.h1.t1	XP_006407575.1
OG0017681	Aa_G137120.h1.t1	XP_006407527.1
OG0017683	Aa_G216140.h1.t1	XP_006407445.1
OG0017685	Aa_G40320.h1.t1	XP_006407320.1
OG0017686	Aa_G40040.h1.t1	XP_006407291.1
OG0017687	Aa_G374030.h1.t1	XP_006407255.1
OG0017688	Aa_G175970.h1.t1	XP_006407234.1
OG0017689	Aa_G606960.h1.t1	XP_006407197.1
OG0017690	Aa_G207830.h1.t1	XP_006407182.1
OG0017691	Aa_G327490.h1.t1	XP_006407172.1
OG0017692	Aa_G327420.h1.t1	XP_006407169.1
OG0017693	Aa_G237610.h1.t1	XP_024015748.1
OG0017695	Aa_G56300.h1.t1	XP_006407092.2
OG0017696	Aa_G340260.h1.t1	XP_006407067.1
OG0017697	Aa_G340250.h1.t1	XP_006407066.1
OG0017698	Aa_G105370.h1.t1	XP_006409688.1
OG0017699	Aa_G1270.h1.t1	XP_024015348.1
OG0017700	Aa_G1160.h1.t1	XP_006407010.1
OG0017701	Aa_G1150.h1.t1	XP_024015252.1
OG0017702	Aa_G1130.h1.t1	XP_006407006.1
OG0017705	Aa_G507820.h1.t1	XP_024015250.1
OG0017706	Aa_G31970.h1.t1	XP_024014849.1
OG0017707	Aa_G241820.h1.t1, Aa_G719060.h1.t1	XP_024015245.1
OG0017708	Aa_G223500.h1.t1	XP_006406850.1
OG0017709	Aa_G97050.h1.t1	XP_006406809.1
OG0017710	Aa_G97020.h1.t1	XP_006406806.1
OG0017711	Aa_G587220.h1.t1	XP_006406714.1
OG0017712	Aa_G176880.h1.t1	XP_006406678.1
OG0017713	Aa_G43080.h1.t1	XP_006413233.1
OG0017716	Aa_G164590.h1.t1	XP_006406466.1
OG0017717	Aa_G164600.h1.t1	XP_006406465.1
OG0017718	Aa_G38950.h1.t1	XP_006418108.1
OG0017719	Aa_G164660.h1.t1	XP_006406456.1
OG0017720	Aa_G70940.h1.t1	XP_006403056.1
OG0017721	Aa_G133260.h1.t1	XP_006406349.1
OG0017722	Aa_G116600.h1.t1	XP_006401780.1
