Orthogroup	Arabis_alpina	Arabidopsis_arenosa
OG0018820	Aa_G297390.h1.t1	jg14442
OG0018822	Aa_G462690.h1.t1	jg14831
OG0018826	Aa_G501160.h1.t1	jg15446
OG0018827	Aa_G660550.h1.t1	jg15624
OG0018828	Aa_G77320.h1.t1	jg16099
OG0018829	Aa_G167680.h1.t1	jg16306
OG0018830	Aa_G209840.h1.t1	jg4380
OG0018831	Aa_G236920.h1.t1	jg5371
OG0018832	Aa_G104880.h1.t1	jg6176
OG0018835	Aa_G577670.h1.t1	jg7022
OG0018836	Aa_G151080.h1.t1	jg7046
OG0018837	Aa_G294860.h1.t1	jg7334
OG0018838	Aa_G154310.h1.t1	jg7368
OG0018839	Aa_G352870.h1.t1	jg7501
OG0018841	Aa_G132930.h1.t1	jg7832, jg7834
OG0018842	Aa_G486290.h1.t1	jg8498
OG0018843	Aa_G139490.h1.t1	jg8626
OG0018844	Aa_G426400.h1.t1	jg8795
OG0018845	Aa_G385080.h1.t1	jg8872
OG0018847	Aa_G44530.h1.t1	jg9600
OG0018850	Aa_G69770.h1.t1	jg9792
OG0018852	Aa_G160610.h1.t1	jg9886
OG0018855	Aa_G31130.h1.t1	jg11259
OG0018856	Aa_G79760.h1.t1	jg11438
OG0018858	Aa_G76710.h1.t1	jg11627
OG0018859	Aa_G44300.h1.t1	jg11982
OG0018860	Aa_G512930.h1.t1	jg12210
OG0018861	Aa_G495340.h1.t1	jg12653
OG0018863	Aa_G39480.h1.t1	jg21118
OG0018865	Aa_G649910.h1.t1	jg21407
OG0018867	Aa_G161790.h1.t1	jg21652
OG0018868	Aa_G73910.h1.t1	jg21668
OG0018869	Aa_G125900.h1.t1	jg21696
OG0018870	Aa_G292910.h1.t1	jg21732
OG0018871	Aa_G577660.h1.t1	jg21756
OG0018872	Aa_G83950.h1.t1	jg21783
OG0018873	Aa_G338420.h1.t1	jg21826
OG0018874	Aa_G101950.h1.t1	jg21829
OG0018875	Aa_G265380.h1.t1	jg21855
OG0018876	Aa_G375280.h1.t1	jg21873
OG0018877	Aa_G247260.h1.t1	jg21917
OG0018878	Aa_G116560.h1.t1	jg21992
OG0018880	Aa_G578830.h1.t1	jg22199, jg22201
OG0018881	Aa_G268350.h1.t1	jg23402
OG0018882	Aa_G43790.h1.t1	jg23744
OG0018883	Aa_G113830.h1.t1	jg23784
OG0018884	Aa_G80600.h1.t1	jg23831
OG0018912	Aa_G197620.h1.t1	jg14666
OG0018913	Aa_G765080.h1.t1	jg14650
OG0018915	Aa_G323340.h1.t1	jg13029
OG0018916	Aa_G495390.h1.t1	jg12647
OG0018918	Aa_G162190.h1.t1	jg5523
OG0018919	Aa_G356660.h1.t1	jg5412
OG0018921	Aa_G258080.h1.t1	jg5268
OG0018922	Aa_G19480.h1.t1	jg5137
OG0018925	Aa_G168720.h1.t1	jg4913
OG0018926	Aa_G159080.h1.t1	jg4859
OG0018928	Aa_G210590.h1.t1, Aa_G210580.h1.t1	jg4683
OG0018929	Aa_G187720.h1.t1	jg7919
OG0018930	Aa_G130130.h1.t1	jg9990
OG0018931	Aa_G3100.h1.t1	jg17519
OG0018932	Aa_G236340.h1.t1	jg17540
OG0018933	Aa_G275530.h1.t1	jg4576
OG0018938	Aa_G430710.h1.t1	jg31364
OG0018939	Aa_G417040.h1.t1	jg31566
OG0018940	Aa_G109220.h1.t1	jg31874, jg31877
OG0018941	Aa_G16450.h1.t1	jg31903
OG0018944	Aa_G281930.h1.t1	jg13166
OG0018945	Aa_G165780.h1.t1	jg23654
OG0018948	Aa_G559280.h1.t1	jg23329
OG0018949	Aa_G315910.h1.t1	jg23171
OG0018950	Aa_G230390.h1.t1	jg5849
OG0018954	Aa_G93970.h1.t1	jg22777
OG0018955	Aa_G93910.h1.t1	jg22773
OG0018957	Aa_G571560.h1.t1	jg22421
OG0018959	Aa_G640330.h1.t1	jg4521
OG0018960	Aa_G414860.h1.t1	jg4395
OG0018961	Aa_G547000.h1.t1	jg4343
OG0018962	Aa_G464270.h1.t1	jg4315
OG0018963	Aa_G634210.h1.t1	jg4264
OG0018964	Aa_G465230.h1.t1	jg4220
OG0018965	Aa_G181580.h1.t1	jg4183
OG0018966	Aa_G388590.h1.t1	jg26341
OG0018967	Aa_G260750.h1.t1	jg4013
OG0018968	Aa_G85240.h1.t1	jg3968
OG0018970	Aa_G481240.h1.t1	jg3841
OG0018980	Aa_G12270.h1.t1	jg18769
OG0018981	Aa_G367120.h1.t1	jg14280
OG0018983	Aa_G161770.h1.t1	jg21655
OG0018984	Aa_G126980.h1.t1	jg11551
OG0018985	Aa_G31230.h1.t1	jg11247
OG0018986	Aa_G351570.h1.t1	jg11197
OG0018987	Aa_G161670.h1.t1	jg21665
OG0018989	Aa_G188010.h1.t1	jg21736
OG0018991	Aa_G30330.h1.t1	jg3024
OG0018995	Aa_G209110.h1.t1	jg9564
OG0018997	Aa_G153030.h1.t1	jg21761
OG0019002	Aa_G173520.h1.t1	jg33480
OG0019005	Aa_G12050.h1.t1	jg18540
OG0019006	Aa_G12190.h1.t1	jg18552
OG0019007	Aa_G406020.h1.t1	jg18610
OG0019008	Aa_G533720.h1.t1	jg10704
OG0019009	Aa_G587510.h1.t1	jg10713
OG0019010	Aa_G176480.h1.t1	jg10779
OG0019011	Aa_G185020.h1.t1	jg12837
OG0019014	Aa_G406680.h1.t1	jg10953
OG0019015	Aa_G296110.h1.t1	jg10946
OG0019016	Aa_G295920.h1.t1	jg10922
OG0019018	Aa_G16590.h1.t1	jg31925
OG0019019	Aa_G103900.h1.t1	jg23882
OG0019020	Aa_G52510.h1.t1	jg23900
OG0019022	Aa_G718830.h1.t1	jg15166, jg15730, jg15651
OG0019023	Aa_G483510.h1.t1	jg15691
OG0019026	Aa_G212740.h1.t1	jg15232
OG0019027	Aa_G82350.h1.t1	jg22130
OG0019028	Aa_G399970.h1.t1	jg26789
OG0019029	Aa_G342460.h1.t1	jg26945
OG0019030	Aa_G211210.h1.t1	jg27006
OG0019031	Aa_G449680.h1.t1	jg2283
OG0019035	Aa_G546580.h1.t1	jg25356
OG0019039	Aa_G194760.h1.t1	jg28273
OG0019040	Aa_G505090.h1.t1	jg28317
OG0019042	Aa_G226060.h1.t1	jg28099
OG0019043	Aa_G177850.h1.t1	jg20089
OG0019044	Aa_G16190.h1.t1	jg19940
OG0019045	Aa_G16220.h1.t1	jg19937
OG0019047	Aa_G252360.h1.t1	jg19833
OG0019048	Aa_G252390.h1.t1	jg19829
OG0019049	Aa_G454720.h1.t1	jg19623
OG0019052	Aa_G42600.h1.t1	jg24048
OG0019055	Aa_G4260.h1.t1	jg24340
OG0019058	Aa_G163060.h1.t1	jg24546
OG0019060	Aa_G34690.h1.t1	jg24896
OG0019061	Aa_G24040.h1.t1	jg25063
OG0019062	Aa_G5260.h2.t1, Aa_G5260.h1.t1	jg25169
OG0019063	Aa_G741650.h1.t1, Aa_G602000.h1.t1	jg25730
OG0019064	Aa_G20460.h1.t1	jg25772
OG0019065	Aa_G498850.h1.t1	jg25884
OG0019066	Aa_G250600.h1.t1	jg26210
OG0019067	Aa_G534670.h1.t1	jg13893
OG0019069	Aa_G538330.h1.t1	jg26586
OG0019071	Aa_G516000.h1.t1	jg26510
OG0019072	Aa_G306600.h1.t1	jg26500
OG0019075	Aa_G126110.h1.t1	jg5738
OG0019076	Aa_G126160.h1.t1	jg5734
OG0019077	Aa_G106130.h1.t1	jg28415
OG0019078	Aa_G290730.h1.t1	jg28505
OG0019080	Aa_G134900.h1.t1	jg28665
OG0019081	Aa_G134550.h1.t1	jg28705
OG0019082	Aa_G400350.h1.t1	jg28725
OG0019083	Aa_G38800.h1.t1	jg28767
OG0019084	Aa_G220000.h1.t1	jg28925
OG0019085	Aa_G753790.h1.t1	jg29117
OG0019086	Aa_G151730.h1.t1	jg29192
OG0019087	Aa_G516380.h1.t1	jg29330
OG0019091	Aa_G637380.h1.t1	jg30782
OG0019092	Aa_G785690.h1.t1	jg30862
OG0019093	Aa_G56770.h1.t1	jg2738
OG0019095	Aa_G124910.h1.t1	jg31985
OG0019096	Aa_G18470.h1.t1	jg681
OG0019097	Aa_G222890.h1.t1	jg924
OG0019098	Aa_G301060.h1.t1	jg1061
OG0019099	Aa_G113420.h1.t1	jg18466
OG0019100	Aa_G186170.h1.t1	jg402
OG0019102	Aa_G26250.h1.t1	jg20396
OG0019104	Aa_G845080.h1.t1	jg20288
OG0019105	Aa_G248620.h1.t1	jg20285
OG0019106	Aa_G103050.h1.t1	jg20722, jg20727
OG0019112	Aa_G180370.h1.t1	jg8853
OG0019114	Aa_G9650.h1.t1	jg9138
OG0019115	Aa_G214780.h1.t1	jg9006
OG0019117	Aa_G33060.h1.t1	jg9284
OG0019118	Aa_G191600.h1.t1	jg7997
OG0019120	Aa_G136220.h1.t1	jg8230
OG0019124	Aa_G106160.h1.t1	jg28411
OG0019125	Aa_G6890.h1.t1	jg28608
OG0019126	Aa_G545490.h1.t1, Aa_G599090.h1.t1	jg29066
OG0019127	Aa_G275810.h1.t1	jg29087
OG0019129	Aa_G117660.h1.t1	jg29925
OG0019132	Aa_G583580.h1.t1	jg31051
OG0019134	Aa_G636980.h1.t1	jg31180
OG0019135	Aa_G233420.h1.t1	jg31200
OG0019136	Aa_G646300.h1.t1	jg31228
OG0019138	Aa_G194280.h1.t1	jg31816
OG0019139	Aa_G176050.h1.t1	jg32111, jg33669
OG0019140	Aa_G225790.h1.t1	jg32273
OG0019142	Aa_G287780.h1.t1	jg32375
OG0019144	Aa_G82660.h1.t1	jg32627
OG0019153	Aa_G373620.h1.t1	jg17080, jg1644
OG0019156	Aa_G1112530.h11.t1, Aa_G1112530.h10.t1, Aa_G1112530.h14.t1, Aa_G1112530.h1.t1, Aa_G1112530.h9.t1, Aa_G1112530.h16.t1, Aa_G1112530.h12.t1, Aa_G1112530.h13.t1, Aa_G1112530.h15.t1, Aa_G1112530.h6.t1, Aa_G1112530.h17.t1, Aa_G1112530.h7.t1, Aa_G1112530.h4.t1, Aa_G1112530.h3.t1, Aa_G1112530.h8.t1, Aa_G1112530.h5.t1, Aa_G1112530.h2.t1	jg1880
OG0019157	Aa_G568360.h1.t1	jg1949
OG0019160	Aa_G651510.h1.t1	jg2470
OG0019161	Aa_G187180.h1.t1	jg2891
OG0019163	Aa_G366460.h1.t1	jg2916
OG0019165	Aa_G730800.h1.t1	jg3509, jg3508
OG0019166	Aa_G111900.h1.t1	jg24122
OG0019171	Aa_G72060.h1.t1, Aa_G72050.h1.t1	jg26356
OG0019173	Aa_G279210.h1.t1	jg26916
OG0019174	Aa_G116300.h1.t1	jg27141
OG0019176	Aa_G325480.h1.t1	jg27248, jg27242
OG0019177	Aa_G105530.h1.t1	jg27357
OG0019178	Aa_G105350.h1.t1	jg27396
OG0019179	Aa_G78910.h1.t1, Aa_G760980.h1.t1	jg27451
OG0019181	Aa_G601350.h1.t1	jg28322
OG0019182	Aa_G224820.h1.t1	jg16700
OG0019183	Aa_G421760.h1.t1	jg16865
OG0019185	Aa_G373660.h1.t1	jg17069
OG0019187	Aa_G480960.h1.t1	jg17200
OG0019188	Aa_G480920.h1.t1	jg17216
OG0019189	Aa_G2990.h1.t1	jg17507
OG0019190	Aa_G406470.h1.t1	jg18585
OG0019191	Aa_G88540.h1.t1	jg19386
OG0019192	Aa_G243990.h1.t1	jg12980
OG0019193	Aa_G146420.h1.t1	jg13100
OG0019194	Aa_G172030.h1.t1	jg13122
OG0019195	Aa_G281920.h1.t1	jg13167
OG0019196	Aa_G25670.h1.t1	jg13349
OG0019198	Aa_G554280.h1.t1, Aa_G240470.h1.t1	jg14176
OG0019199	Aa_G672730.h1.t1	jg14279
OG0019200	Aa_G207620.h1.t1	jg14335
OG0019201	Aa_G225320.h1.t1	jg14825
OG0019203	Aa_G235220.h1.t1	jg15176
OG0019204	Aa_G739220.h1.t1	jg15844, jg15845
OG0019205	Aa_G12910.h1.t1	jg4630
OG0019206	Aa_G155080.h1.t1	jg5098
OG0019208	Aa_G253740.h1.t1	jg5646
OG0019209	Aa_G475060.h1.t1	jg6242
OG0019212	Aa_G736780.h1.t1	jg7109, jg7124
OG0019214	Aa_G71430.h1.t1, Aa_G71430.h2.t1	jg7290
OG0019216	Aa_G242230.h1.t1	jg8217
OG0019218	Aa_G294430.h1.t1	jg8531
OG0019219	Aa_G506670.h1.t1	jg9413
OG0019222	Aa_G69790.h1.t1	jg9789
OG0019223	Aa_G481990.h1.t1	jg9813
OG0019227	Aa_G428460.h1.t1	jg11129
OG0019228	Aa_G408310.h1.t1	jg11350
OG0019229	Aa_G367840.h1.t1	jg11389
OG0019230	Aa_G356230.h1.t1	jg11620
OG0019231	Aa_G668700.h1.t1	jg11708
OG0019235	Aa_G185080.h1.t1	jg12825
OG0019236	Aa_G185040.h1.t1	jg12835
OG0019237	Aa_G103570.h1.t1	jg20489
OG0019238	Aa_G32620.h1.t1	jg20928
OG0019239	Aa_G32710.h1.t1	jg20933
OG0019240	Aa_G581150.h1.t1	jg21006
OG0019244	Aa_G17400.h1.t1	jg21606
OG0019247	Aa_G660320.h1.t1, Aa_G660320.h2.t1	jg21704, jg21719
OG0019248	Aa_G263790.h1.t1	jg21977
OG0019249	Aa_G701760.h1.t1	jg22845
OG0019297	Aa_G500680.h1.t1	jg14462
OG0019298	Aa_G1006490.h1.t1, Aa_G288940.h1.t1, Aa_G288930.h1.t1	jg17398, jg28335, jg27303
OG0019299	Aa_G162280.h1.t1	jg5516
OG0019300	Aa_G321030.h1.t1	jg5351
OG0019302	Aa_G72850.h1.t1	jg5230
OG0019303	Aa_G195960.h1.t1	jg4821
OG0019304	Aa_G210670.h1.t1	jg4691
OG0019307	Aa_G199730.h1.t1	jg17969
OG0019308	Aa_G189760.h1.t1	jg18049, jg18051
OG0019309	Aa_G374210.h1.t1	jg18109
OG0019310	Aa_G248820.h1.t1	jg31546
OG0019312	Aa_G61520.h1.t1	jg23134
OG0019314	Aa_G113010.h1.t1, Aa_G267610.h1.t1	jg5006
OG0019315	Aa_G15660.h1.t1	jg8096
OG0019318	Aa_G28010.h1.t1	jg22874
OG0019320	Aa_G702000.h1.t1	jg22327
OG0019321	Aa_G495810.h1.t1	jg4591
OG0019324	Aa_G481300.h1.t1	jg3847
OG0019325	Aa_G271750.h1.t1	jg12185
OG0019326	Aa_G271710.h1.t1	jg3809
OG0019327	Aa_G733520.h1.t1	jg12692
OG0019328	Aa_G184940.h1.t1	jg12846
OG0019330	Aa_G780410.h1.t1	jg3512
OG0019331	Aa_G215590.h1.t1	jg3371
OG0019332	Aa_G81670.h1.t1	jg27642
OG0019335	Aa_G205460.h1.t1	jg33825
OG0019336	Aa_G184610.h1.t1	jg33659
OG0019339	Aa_G31190.h1.t1	jg11250, jg11249
OG0019345	Aa_G149500.h1.t1	jg20593
OG0019346	Aa_G98780.h1.t1	jg20605
OG0019347	Aa_G200200.h1.t1	jg20626
OG0019348	Aa_G732080.h1.t1	jg33102
OG0019349	Aa_G459450.h1.t1	jg33150
OG0019350	Aa_G641980.h1.t1, Aa_G120930.h1.t1, Aa_G642000.h1.t1	jg14274
OG0019351	Aa_G334810.h1.t1	jg33173
OG0019352	Aa_G337620.h1.t1	jg14058
OG0019353	Aa_G225090.h1.t1	jg33321
OG0019355	Aa_G131520.h1.t1	jg14889
OG0019357	Aa_G542170.h1.t1	jg27835
OG0019358	Aa_G419720.h1.t1	jg10289
OG0019359	Aa_G39640.h1.t1	jg21063
OG0019360	Aa_G52610.h1.t1	jg23917
OG0019361	Aa_G451760.h1.t1	jg23939
OG0019363	Aa_G43620.h1.t1	jg23733
OG0019367	Aa_G167850.h1.t1	jg16327
OG0019368	Aa_G2290.h1.t1	jg16257
OG0019370	Aa_G103410.h1.t1	jg16079
OG0019371	Aa_G132630.h1.t1	jg16039
OG0019372	Aa_G271330.h1.t1	jg15973
OG0019373	Aa_G114320.h1.t1	jg15916
OG0019375	Aa_G266050.h1.t1	jg15348
OG0019376	Aa_G14070.h1.t1	jg15272
OG0019379	Aa_G211240.h1.t1	jg27010
OG0019381	Aa_G235700.h1.t1	jg27959
OG0019382	Aa_G38150.h1.t1	jg19215, jg19214
OG0019383	Aa_G125360.h1.t1	jg19682, jg19673
OG0019384	Aa_G487740.h1.t1	jg18926
OG0019385	Aa_G35090.h1.t1	jg7611
OG0019386	Aa_G393080.h1.t1	jg17035
OG0019387	Aa_G576100.h1.t1	jg32269
OG0019388	Aa_G125110.h1.t1	jg32265
OG0019389	Aa_G596980.h1.t1	jg28208
OG0019390	Aa_G194790.h1.t1	jg28269
OG0019391	Aa_G12820.h1.t1	jg20189
OG0019394	Aa_G175350.h1.t1	jg19851
OG0019398	Aa_G374630.h1.t1	jg19585
OG0019401	Aa_G4570.h1.t1	jg24376
OG0019402	Aa_G174500.h1.t1	jg24707
OG0019403	Aa_G24260.h1.t1	jg24799
OG0019406	Aa_G71210.h1.t1	jg25804
OG0019409	Aa_G242870.h1.t1, Aa_G216630.h1.t1	jg26190
OG0019410	Aa_G242960.h1.t1	jg26195
OG0019411	Aa_G229410.h1.t1	jg26328
OG0019413	Aa_G106120.h1.t1	jg28416
OG0019414	Aa_G6680.h1.t1	jg28589
OG0019415	Aa_G286320.h1.t1	jg28825
OG0019417	Aa_G19230.h1.t1	jg29266
OG0019418	Aa_G226640.h1.t1	jg29435
OG0019420	Aa_G469910.h1.t1	jg29589
OG0019422	Aa_G339000.h1.t1	jg29613
OG0019424	Aa_G777170.h1.t1	jg29932
OG0019425	Aa_G355930.h1.t1	jg30046
OG0019427	Aa_G103810.h1.t1	jg30150
OG0019430	Aa_G544370.h1.t1	jg30498
OG0019433	Aa_G160330.h1.t1	jg2810
OG0019436	Aa_G380430.h1.t1, Aa_G380460.h1.t1	jg31950
OG0019437	Aa_G251940.h1.t1	jg31979
OG0019440	Aa_G316700.h1.t1	jg530
OG0019441	Aa_G135590.h1.t1	jg420
OG0019443	Aa_G123840.h1.t1, Aa_G119590.h1.t1, Aa_G123830.h1.t1	jg20676
OG0019445	Aa_G36910.h1.t1	jg33206
OG0019447	Aa_G614660.h1.t1	jg8898
OG0019448	Aa_G9830.h1.t1, Aa_G9810.h1.t1	jg9148
OG0019449	Aa_G425210.h1.t1	jg9120
OG0019451	Aa_G521290.h1.t1	jg9290
OG0019453	Aa_G274070.h1.t1	jg30981
OG0019454	Aa_G242310.h1.t1	jg8221
OG0019455	Aa_G227730.h1.t1	jg8227
OG0019456	Aa_G136050.h1.t1	jg8247
OG0019457	Aa_G36550.h1.t1	jg16503
OG0019458	Aa_G6760.h1.t1	jg28597
OG0019466	Aa_G442220.h1.t1	jg31175
OG0019468	Aa_G61740.h1.t1	jg31235
OG0019470	Aa_G299200.h1.t1	jg31729
OG0019472	Aa_G525030.h1.t1	jg32372
OG0019473	Aa_G605320.h1.t1	jg32584
OG0019474	Aa_G108930.h1.t1	jg33781
OG0019475	Aa_G205490.h1.t1	jg33823
OG0019477	Aa_G11270.h1.t1	jg1182
OG0019478	Aa_G609820.h1.t1	jg1503
OG0019479	Aa_G85850.h1.t1, Aa_G924180.h1.t1, Aa_G967090.h1.t1, Aa_G928800.h1.t1, Aa_G27200.h1.t1, Aa_G471770.h1.t1	jg1791
OG0019480	Aa_G330440.h1.t1	jg20610, jg1898
OG0019481	Aa_G65740.h1.t1, Aa_G65800.h1.t1	jg2046
OG0019482	Aa_G269760.h1.t1	jg2063
OG0019483	Aa_G665510.h1.t1	jg2530
OG0019485	Aa_G99680.h1.t1	jg2569
OG0019487	Aa_G283710.h1.t1	jg3092
OG0019489	Aa_G195520.h1.t1	jg25071
OG0019491	Aa_G340180.h1.t1	jg25480
OG0019492	Aa_G140350.h1.t1	jg25490
OG0019493	Aa_G417640.h1.t1	jg25695
OG0019493	Aa_G558090.h1.t1	jg25694
OG0019497	Aa_G116290.h1.t1	jg27140
OG0019499	Aa_G81610.h1.t1	jg27649
OG0019500	Aa_G110360.h1.t1	jg27664
OG0019504	Aa_G35820.h1.t1	jg17150, jg17155
OG0019505	Aa_G480870.h1.t1	jg17237
OG0019509	Aa_G264020.h1.t1	jg18616
OG0019512	Aa_G175250.h1.t1	jg19864
OG0019514	Aa_G25500.h1.t1	jg13375
OG0019515	Aa_G247960.h1.t1	jg13395
OG0019516	Aa_G825150.h2.t1, Aa_G825150.h1.t1	jg13855
OG0019517	Aa_G99310.h1.t1	jg14440, jg14069
OG0019518	Aa_G115950.h1.t1	jg14154
OG0019519	Aa_G426820.h1.t1	jg14208
OG0019520	Aa_G557700.h1.t1	jg14306
OG0019521	Aa_G41610.h1.t1	jg14517
OG0019522	Aa_G630200.h1.t1	jg14542
OG0019523	Aa_G364350.h1.t1	jg16355
OG0019526	Aa_G309630.h1.t1	jg5542
OG0019527	Aa_G808070.h1.t1, Aa_G691220.h1.t1	jg5776
OG0019531	Aa_G334340.h1.t1	jg7243
OG0019532	Aa_G592060.h1.t1	jg7244
OG0019533	Aa_G78370.h1.t1	jg8157
OG0019537	Aa_G127430.h1.t1	jg9821
OG0019540	Aa_G658270.h1.t1	jg9972
OG0019541	Aa_G556300.h1.t1	jg10080
OG0019542	Aa_G240790.h1.t1, Aa_G240810.h1.t1	jg10138, jg10139
OG0019545	Aa_G78240.h1.t1	jg10657
OG0019546	Aa_G78020.h1.t1	jg10680
OG0019547	Aa_G176290.h1.t1	jg10796
OG0019548	Aa_G370880.h1.t1	jg12716
OG0019549	Aa_G165310.h1.t1	jg12767
OG0019550	Aa_G98770.h1.t1	jg20606
OG0019551	Aa_G485340.h1.t1	jg20694
OG0019552	Aa_G150600.h1.t1	jg21041
OG0019554	Aa_G201700.h1.t1	jg21648
OG0019555	Aa_G550630.h1.t1	jg21714
OG0019556	Aa_G238090.h1.t1	jg21953
OG0019558	Aa_G123710.h1.t1	jg22298, jg22297
OG0019561	Aa_G212120.h2.t1	jg23828
OG0019603	Aa_G72730.h1.t1	jg5242
OG0019604	Aa_G412800.h1.t1	jg4935
OG0019608	Aa_G279740.h1.t1	jg31625
OG0019610	Aa_G299120.h1.t1	jg31720
OG0019611	Aa_G194320.h1.t1	jg31812
OG0019615	Aa_G61500.h1.t1	jg23137
OG0019616	Aa_G398100.h1.t1	jg6383
OG0019617	Aa_G234730.h1.t1	jg22950
OG0019618	Aa_G28220.h1.t1	jg22891
OG0019621	Aa_G168300.h1.t1	jg14697
OG0019626	Aa_G260650.h1.t1	jg4003
OG0019630	Aa_G462560.h1.t1	jg3673
OG0019631	Aa_G475490.h1.t1	jg3617
OG0019634	Aa_G487870.h1.t1	jg14539
OG0019635	Aa_G296250.h1.t1	jg14564
OG0019636	Aa_G205550.h1.t1	jg33813
OG0019638	Aa_G378720.h1.t1	jg33760
OG0019639	Aa_G127830.h1.t1	jg33618
OG0019640	Aa_G501460.h1.t1	jg33526
OG0019641	Aa_G298710.h1.t1	jg11872
OG0019642	Aa_G605440.h1.t1	jg11710
OG0019644	Aa_G425940.h1.t1	jg31204
OG0019646	Aa_G115100.h1.t1	jg32177
OG0019647	Aa_G122050.h1.t1	jg20638
OG0019648	Aa_G813290.h1.t1, Aa_G508650.h1.t1, Aa_G459420.h1.t1	jg20590
OG0019651	Aa_G502580.h1.t1	jg18680
OG0019653	Aa_G244570.h1.t1	jg10695
OG0019654	Aa_G117510.h1.t1	jg10337
OG0019656	Aa_G213120.h1.t1	jg20136
OG0019659	Aa_G57850.h1.t1	jg16173
OG0019660	Aa_G114240.h1.t1	jg15904
OG0019662	Aa_G213580.h1.t1	jg15497
OG0019668	Aa_G666030.h1.t1	jg19237
OG0019669	Aa_G257040.h1.t1	jg7748
OG0019670	Aa_G287790.h1.t1	jg18153
OG0019671	Aa_G377080.h1.t1	jg32091
OG0019674	Aa_G484800.h1.t1	jg19805
OG0019675	Aa_G67400.h1.t1	jg19513
OG0019676	Aa_G111980.h1.t1	jg24113
OG0019678	Aa_G75630.h1.t1	jg24444
OG0019679	Aa_G51050.h1.t1	jg24474
OG0019680	Aa_G174240.h1.t1	jg24729
OG0019681	Aa_G843300.h1.t1	jg4049
OG0019686	Aa_G133290.h1.t1	jg26245
OG0019687	Aa_G150530.h1.t1	jg21035
OG0019688	Aa_G365210.h1.t1	jg12429
OG0019690	Aa_G538310.h1.t1	jg26588
OG0019691	Aa_G228300.h1.t1	jg28628
OG0019694	Aa_G164210.h1.t1	jg15300, jg26951, jg29799
OG0019695	Aa_G61810.h1.t1	jg31245
OG0019700	Aa_G607760.h1.t1	jg30699
OG0019701	Aa_G292620.h1.t1	jg30785
OG0019702	Aa_G271940.h1.t1	jg873
OG0019704	Aa_G123170.h1.t1	jg1430
OG0019706	Aa_G337590.h1.t1	jg14043, jg14047
OG0019708	Aa_G650420.h1.t1	jg8319
OG0019709	Aa_G557550.h1.t1	jg8471
OG0019712	Aa_G258350.h1.t1, Aa_G214790.h1.t1	jg9007
OG0019713	Aa_G74710.h1.t1	jg9224
OG0019717	Aa_G310550.h1.t1	jg29105
OG0019719	Aa_G490140.h1.t1	jg31131
OG0019721	Aa_G891050.h1.t1	jg32172
OG0019726	Aa_G150020.h1.t1	jg784
OG0019730	Aa_G42520.h1.t1	jg24059
OG0019733	Aa_G105560.h1.t1	jg27347
OG0019735	Aa_G235710.h1.t1	jg27960
OG0019737	Aa_G10100.h1.t1	jg16522
OG0019738	Aa_G758150.h1.t1	jg16715
OG0019740	Aa_G162630.h1.t1	jg16887
OG0019744	Aa_G460420.h1.t1	jg18249
OG0019745	Aa_G148640.h1.t1	jg18369
OG0019746	Aa_G537620.h1.t1	jg18834, jg7873
OG0019748	Aa_G238640.h1.t1	jg19946
OG0019749	Aa_G269090.h1.t1	jg20165
OG0019750	Aa_G207600.h1.t1	jg14334
OG0019751	Aa_G207640.h1.t1	jg14336
OG0019752	Aa_G106920.h1.t1	jg14707
OG0019754	Aa_G315170.h1.t1	jg14791
OG0019755	Aa_G476640.h1.t1	jg14982
OG0019756	Aa_G764860.h1.t1	jg16225
OG0019757	Aa_G168660.h1.t1	jg4906
OG0019760	Aa_G137900.h1.t1	jg8352
OG0019761	Aa_G137730.h1.t1	jg8370
OG0019762	Aa_G381660.h1.t1	jg8484
OG0019765	Aa_G618280.h1.t1	jg9784
OG0019766	Aa_G29770.h1.t1	jg9913
OG0019768	Aa_G105490.h1.t1	jg10009
OG0019769	Aa_G213380.h1.t1	jg10369
OG0019770	Aa_G318060.h1.t1	jg10417
OG0019772	Aa_G351580.h1.t1	jg11198
OG0019773	Aa_G151530.h1.t1	jg12580
OG0019775	Aa_G201110.h1.t1	jg12784
OG0019776	Aa_G375630.h1.t1	jg21188
OG0019779	Aa_G84140.h1.t1	jg21809
OG0019781	Aa_G835470.h2.t1, Aa_G835470.h1.t1	jg22002
OG0019782	Aa_G141140.h1.t1	jg22152
OG0019785	Aa_G482330.h1.t1	jg23674
OG0019831	Aa_G567640.h1.t1	jg9356
OG0019832	Aa_G192380.h1.t1	jg14147
OG0019834	Aa_G319250.h1.t1	jg4670
OG0019837	Aa_G48150.h1.t1	jg31339
OG0019839	Aa_G37170.h1.t1	jg23527
OG0019841	Aa_G579470.h1.t1	jg27100
OG0019842	Aa_G13570.h1.t1	jg23200
OG0019843	Aa_G448770.h1.t1	jg23075
OG0019845	Aa_G102640.h1.t1	jg14755
OG0019848	Aa_G18900.h1.t1	jg3946
OG0019849	Aa_G264660.h1.t1	jg3837
OG0019850	Aa_G239000.h1.t1	jg3773
OG0019851	Aa_G484980.h1.t1	jg3764
OG0019853	Aa_G52860.h1.t1	jg14843
OG0019855	Aa_G205560.h1.t1	jg33811
OG0019858	Aa_G342450.h1.t1	jg11712
OG0019861	Aa_G207220.h1.t1	jg20492
OG0019863	Aa_G219720.h1.t1	jg33397
