Orthogroup	Arabis_alpina	Raphanus_sativus
OG0015375	Aa_G110270.h1.t1	XP_018486297.1
OG0015376	Aa_G543470.h1.t1	XP_018491688.1, XP_018432741.1
OG0015377	Aa_G70100.h1.t1	XP_018457440.1
OG0015378	Aa_G70080.h1.t1	XP_018433608.1
OG0015379	Aa_G500510.h1.t1	XP_018470457.1
OG0015380	Aa_G692590.h1.t1	XP_018484326.1
OG0015382	Aa_G20010.h1.t1	XP_018479167.1, XP_018481604.1, XP_018467727.1
OG0015383	Aa_G19990.h1.t1	XP_018444468.1
OG0015384	Aa_G19950.h1.t1	XP_018478922.1
OG0015385	Aa_G6200.h1.t1	XP_018448944.1
OG0015387	Aa_G736890.h1.t1	XP_018470990.1
OG0015388	Aa_G371070.h1.t1	XP_018468438.1, XP_018468436.1
OG0015389	Aa_G448190.h1.t1	XP_018477574.1
OG0015390	Aa_G204000.h1.t1	XP_018451290.1
OG0015391	Aa_G221290.h1.t1	XP_018471204.1
OG0015392	Aa_G581660.h1.t1	XP_018471229.1
OG0015393	Aa_G422640.h1.t1	XP_018472298.1
OG0015394	Aa_G68830.h1.t1, Aa_G581820.h1.t1	XP_018472078.1
OG0015395	Aa_G621210.h1.t1	XP_018448054.1
OG0015396	Aa_G621220.h1.t1	XP_018447498.1
OG0015397	Aa_G37610.h1.t1	XP_018469996.1
OG0015398	Aa_G37620.h1.t1	XP_018469995.1
OG0015399	Aa_G37660.h1.t1	XP_018471732.1
OG0015400	Aa_G59050.h1.t1	XP_018448559.1, XP_018463667.1
OG0015402	Aa_G59000.h1.t1	XP_018471644.1
OG0015403	Aa_G58990.h1.t1	XP_018471643.1
OG0015404	Aa_G127570.h1.t1	XP_018470817.1
OG0015405	Aa_G398700.h1.t1	XP_018468329.1
OG0015406	Aa_G398690.h1.t1	XP_018468086.1
OG0015407	Aa_G599220.h1.t1	XP_018450880.1, XP_018449288.1
OG0015408	Aa_G472150.h1.t1	XP_018481932.1
OG0015409	Aa_G251490.h1.t1	XP_018439890.1, XP_018439888.1
OG0015410	Aa_G298560.h1.t1	XP_018469546.1
OG0015411	Aa_G213280.h1.t1	XP_018471210.1
OG0015412	Aa_G369230.h1.t1	XP_018455836.1, XP_018455862.1
OG0015413	Aa_G213400.h1.t1	XP_018471984.1
OG0015414	Aa_G148310.h1.t1	XP_018471781.1
OG0015415	Aa_G148400.h1.t1	XP_018470205.1, XP_018456032.1
OG0015417	Aa_G652000.h1.t1	XP_018434412.1
OG0015418	Aa_G39390.h1.t1	XP_018434373.1
OG0015419	Aa_G39400.h1.t1	XP_018484876.1
OG0015420	Aa_G39490.h1.t1	XP_018456639.1
OG0015421	Aa_G49570.h1.t1	XP_018470639.1
OG0015422	Aa_G49380.h1.t1	XP_018470873.1, XP_018470862.1
OG0015423	Aa_G49270.h1.t1	XP_018471492.1
OG0015424	Aa_G49540.h1.t1	XP_018450783.1
OG0015425	Aa_G49250.h1.t1	XP_018469319.1, XP_018482445.1
OG0015426	Aa_G406650.h1.t1	XP_018446566.1
OG0015427	Aa_G296040.h1.t1	XP_018452363.1
OG0015428	Aa_G296020.h1.t1	XP_018449095.1
OG0015429	Aa_G173270.h1.t1	XP_018456473.1
OG0015430	Aa_G52450.h1.t1	XP_018489504.1, XP_018490162.1
OG0015431	Aa_G52530.h1.t1	XP_018485637.1
OG0015432	Aa_G52550.h1.t1	XP_018491278.1
OG0015433	Aa_G52560.h1.t1	XP_018491517.1
OG0015434	Aa_G52680.h1.t1	XP_018486756.1
OG0015435	Aa_G451750.h1.t1	XP_018490997.1
OG0015436	Aa_G593170.h1.t1	XP_018486818.1
OG0015437	Aa_G43640.h1.t1, Aa_G43650.h1.t1	XP_018452944.1
OG0015438	Aa_G43770.h1.t1	XP_018436515.1, XP_018434274.1
OG0015439	Aa_G43880.h1.t1	XP_018440741.1
OG0015440	Aa_G43980.h1.t1	XP_018453365.1
OG0015441	Aa_G44050.h1.t1	XP_018437582.1, XP_018463816.1
OG0015442	Aa_G252710.h1.t1	XP_018486733.1
OG0015443	Aa_G113920.h1.t1	XP_018438938.1
OG0015444	Aa_G113900.h1.t1	XP_018440130.1
OG0015445	Aa_G113820.h1.t1	XP_018438937.1
OG0015446	Aa_G113780.h1.t1	XP_018456538.1
OG0015447	Aa_G273250.h1.t1	XP_018450938.1
OG0015448	Aa_G273240.h1.t1	XP_018474407.1, XP_018458966.1
OG0015449	Aa_G273230.h1.t1	XP_018459656.1
OG0015450	Aa_G273190.h1.t1	XP_018459627.1
OG0015451	Aa_G273170.h1.t1	XP_018466765.1
OG0015452	Aa_G273110.h1.t1	XP_018459650.1, XP_018488085.1
OG0015453	Aa_G273090.h1.t1	XP_018459647.1
OG0015454	Aa_G273010.h1.t1	XP_018459638.1
OG0015455	Aa_G273000.h1.t1	XP_018459637.1
OG0015456	Aa_G163690.h1.t1	XP_018485693.1
OG0015457	Aa_G163650.h1.t1	XP_018442348.1
OG0015458	Aa_G163530.h1.t1	XP_018488078.1, XP_018464257.1
OG0015459	Aa_G364340.h1.t1	XP_018477337.1
OG0015460	Aa_G364290.h1.t1	XP_018460343.1
OG0015462	Aa_G236560.h1.t1	XP_018460341.1
OG0015463	Aa_G167860.h1.t1	XP_018488761.1
OG0015464	Aa_G167700.h1.t1	XP_018442667.1
OG0015465	Aa_G167690.h1.t1	XP_018491338.1
OG0015466	Aa_G2590.h1.t1	XP_018446275.1
OG0015467	Aa_G2550.h1.t1	XP_018432582.1
OG0015468	Aa_G2370.h1.t1	XP_018491272.1
OG0015469	Aa_G2260.h1.t1	XP_018489590.1, XP_018465538.1
OG0015470	Aa_G2200.h1.t1	XP_018486878.1
OG0015471	Aa_G2160.h1.t1	XP_018488071.1
OG0015472	Aa_G261130.h1.t1	XP_018451988.1
OG0015474	Aa_G572560.h1.t1	XP_018489092.1, XP_018467222.1
OG0015475	Aa_G80990.h1.t1	XP_018491346.1
OG0015476	Aa_G81060.h1.t1	XP_018486392.1
OG0015477	Aa_G57910.h1.t1, Aa_G479270.h1.t1	XP_018486081.1
OG0015478	Aa_G57930.h1.t1	XP_018442581.1
OG0015479	Aa_G48810.h1.t1	XP_018480182.1, XP_018490894.1
OG0015480	Aa_G48760.h1.t1	XP_018483881.1, XP_018482955.1
OG0015481	Aa_G48750.h1.t1	XP_018432547.1
OG0015482	Aa_G480930.h1.t1	XP_018481620.1
OG0015483	Aa_G208910.h1.t1	XP_018446534.1
OG0015484	Aa_G77270.h1.t1	XP_018481546.1
OG0015485	Aa_G282460.h1.t1, Aa_G77380.h1.t1	XP_018442558.1
OG0015486	Aa_G442230.h1.t1	XP_018485620.1
OG0015487	Aa_G77420.h1.t1	XP_018478425.1, XP_018478416.1
OG0015488	Aa_G103420.h1.t1	XP_018482406.1
OG0015489	Aa_G103330.h1.t1	XP_018446779.1
OG0015490	Aa_G349410.h1.t1	XP_018491111.1
OG0015491	Aa_G349370.h1.t1	XP_018492724.1
OG0015492	Aa_G132780.h1.t1	XP_018446506.1
OG0015493	Aa_G686850.h1.t1	XP_018489534.1, XP_018465570.1
OG0015494	Aa_G340600.h1.t1	XP_018446977.1
OG0015495	Aa_G340610.h1.t1	XP_018444554.1
OG0015496	Aa_G341100.h1.t1	XP_018492818.1
OG0015497	Aa_G350850.h1.t1	XP_018461206.1, XP_018461496.1
OG0015498	Aa_G114290.h1.t1	XP_018446363.1
OG0015500	Aa_G114120.h1.t1	XP_018442264.1
OG0015501	Aa_G433220.h1.t1	XP_018444999.1
OG0015502	Aa_G433210.h1.t1	XP_018486341.1
OG0015503	Aa_G433170.h1.t1	XP_018446786.1
OG0015504	Aa_G433130.h1.t1	XP_018486812.1
OG0015505	Aa_G433120.h1.t1	XP_018485880.1
OG0015506	Aa_G221040.h1.t1	XP_018478677.1
OG0015507	Aa_G345780.h1.t1	XP_018487266.1, XP_018462485.1
OG0015508	Aa_G494450.h1.t1	XP_018486648.1
OG0015509	Aa_G317240.h1.t1	XP_018446304.1, XP_018443634.1
OG0015510	Aa_G114790.h1.t1	XP_018432702.1
OG0015511	Aa_G114820.h1.t1	XP_018432858.1
OG0015512	Aa_G114860.h1.t1	XP_018432872.1
OG0015513	Aa_G461150.h1.t1	XP_018491723.1
OG0015515	Aa_G35720.h1.t1	XP_018483761.1
OG0015516	Aa_G238690.h1.t1	XP_018460284.1
OG0015517	Aa_G174930.h1.t1	XP_018488375.1, XP_018488369.1
OG0015518	Aa_G728360.h1.t1	XP_018458576.1, XP_018459890.1
OG0015520	Aa_G208400.h1.t1	XP_018441368.1
OG0015521	Aa_G373070.h1.t1	XP_018486946.1
OG0015522	Aa_G373090.h1.t1	XP_018446100.1
OG0015523	Aa_G224880.h1.t1	XP_018461218.1
OG0015524	Aa_G268620.h1.t1	XP_018461216.1
OG0015525	Aa_G287160.h1.t1	XP_018486521.1
OG0015526	Aa_G287280.h1.t1	XP_018491341.1
OG0015527	Aa_G287310.h1.t1	XP_018487138.1
OG0015528	Aa_G302290.h1.t1	XP_018490674.1
OG0015529	Aa_G591510.h1.t1	XP_018492517.1
OG0015530	Aa_G591500.h1.t1	XP_018492518.1
OG0015531	Aa_G492390.h1.t1, Aa_G213670.h1.t1	XP_018492308.1
OG0015533	Aa_G306790.h1.t1	XP_018493402.1
OG0015534	Aa_G718090.h1.t1	XP_018432941.1
OG0015535	Aa_G99110.h1.t1	XP_018480280.1
OG0015536	Aa_G99050.h1.t1	XP_018477044.1
OG0015537	Aa_G601480.h1.t1	XP_018481292.1
OG0015538	Aa_G507210.h1.t1	XP_018463705.1
OG0015539	Aa_G507190.h1.t1	XP_018484867.1
OG0015540	Aa_G501180.h1.t1	XP_018446829.1
OG0015541	Aa_G287660.h1.t1	XP_018491035.1
OG0015542	Aa_G301480.h1.t1	XP_018492498.1, XP_018445861.1
OG0015543	Aa_G381390.h1.t1	XP_018488734.1
OG0015544	Aa_G381380.h1.t1	XP_018485671.1
OG0015545	Aa_G381340.h1.t1	XP_018486945.1
OG0015546	Aa_G131720.h1.t1	XP_018446527.1
OG0015547	Aa_G511040.h1.t1	XP_018491965.1
OG0015548	Aa_G600790.h1.t1	XP_018442115.1
OG0015549	Aa_G319020.h1.t1	XP_018446151.1
OG0015550	Aa_G416690.h1.t1	XP_018484100.1
OG0015551	Aa_G416650.h1.t1	XP_018486810.1
OG0015552	Aa_G300550.h1.t1	XP_018491556.1
OG0015553	Aa_G300540.h1.t1	XP_018443910.1
OG0015554	Aa_G277050.h1.t1	XP_018480120.1
OG0015555	Aa_G265980.h1.t1	XP_018451448.1
OG0015556	Aa_G512940.h1.t1	XP_018484026.1
OG0015558	Aa_G582250.h1.t1	XP_018484635.1
OG0015559	Aa_G393790.h1.t1	XP_018486256.1
OG0015561	Aa_G402300.h1.t1	XP_018446622.1
OG0015562	Aa_G440890.h1.t1	XP_018440635.1, XP_018441975.1
OG0015563	Aa_G211570.h1.t1	XP_018483940.1
OG0015564	Aa_G212760.h1.t1	XP_018461243.1, XP_018485730.1
OG0015566	Aa_G111460.h1.t1	XP_018489026.1
OG0015567	Aa_G555630.h1.t1	XP_018486116.1
OG0015568	Aa_G153560.h1.t1	XP_018484775.1
OG0015569	Aa_G153530.h1.t1	XP_018432848.1
OG0015571	Aa_G231650.h1.t1	XP_018447390.1
OG0015572	Aa_G82300.h1.t1	XP_018457668.1
OG0015573	Aa_G198280.h1.t1	XP_018450292.1
OG0015574	Aa_G198260.h1.t1	XP_018457807.1
OG0015575	Aa_G134080.h1.t1	XP_018473353.1
OG0015576	Aa_G134070.h1.t1	XP_018471381.1
OG0015577	Aa_G507540.h1.t1	XP_018477217.1
OG0015578	Aa_G306440.h1.t1	XP_018485562.1
OG0015579	Aa_G306430.h1.t1	XP_018433419.1
OG0015580	Aa_G571720.h1.t1	XP_018493403.1
OG0015581	Aa_G400010.h1.t1	XP_018489429.1, XP_018486710.1
OG0015582	Aa_G399990.h1.t1	XP_018486456.1
OG0015583	Aa_G284680.h1.t1	XP_018485594.1
OG0015584	Aa_G284660.h1.t1	XP_018489354.1, XP_018489350.1
OG0015585	Aa_G380090.h1.t1	XP_018493193.1
OG0015586	Aa_G76990.h1.t1	XP_018486564.1
OG0015587	Aa_G77010.h1.t1	XP_018491511.1
OG0015588	Aa_G86390.h1.t1	XP_018486883.1
OG0015589	Aa_G86400.h1.t1	XP_018486672.1
OG0015590	Aa_G680660.h1.t1	XP_018485844.1
OG0015591	Aa_G680680.h1.t1	XP_018486070.1
OG0015592	Aa_G140.h1.t1	XP_018491790.1
OG0015593	Aa_G150.h1.t1	XP_018486326.1
OG0015594	Aa_G210.h1.t1	XP_018485861.1
OG0015595	Aa_G240.h1.t1	XP_018487024.1
OG0015596	Aa_G270.h1.t1	XP_018485801.1, XP_018463202.1
OG0015597	Aa_G320.h1.t1	XP_018432677.1
OG0015598	Aa_G390.h1.t1	XP_018459310.1
OG0015599	Aa_G53670.h1.t1	XP_018486905.1
OG0015600	Aa_G211290.h1.t1	XP_018491375.1
OG0015601	Aa_G221070.h1.t1	XP_018493406.1
OG0015602	Aa_G341090.h1.t1	XP_018492554.1
OG0015603	Aa_G337520.h1.t1	XP_018491172.1
OG0015604	Aa_G579510.h1.t1	XP_018486666.1
OG0015605	Aa_G26880.h1.t1	XP_018493563.1
OG0015606	Aa_G3660.h1.t1	XP_018464124.1, XP_018443447.1
OG0015607	Aa_G510250.h1.t1	XP_018449723.1
OG0015608	Aa_G419250.h1.t1	XP_018470145.1
OG0015609	Aa_G303700.h1.t1	XP_018454632.1
OG0015610	Aa_G260.h1.t1, Aa_G304750.h1.t1	XP_018446294.1
OG0015611	Aa_G586440.h1.t1	XP_018471346.1
OG0015612	Aa_G449650.h1.t1	XP_018446833.1
OG0015613	Aa_G449670.h1.t1	XP_018446147.1
OG0015614	Aa_G55930.h1.t1	XP_018442230.1
OG0015615	Aa_G479380.h1.t1	XP_018446081.1
OG0015616	Aa_G28760.h1.t1	XP_018456190.1
OG0015617	Aa_G131730.h1.t1	XP_018461455.1
OG0015618	Aa_G218620.h1.t1	XP_018443921.1
OG0015619	Aa_G609160.h1.t1	XP_018453042.1
OG0015620	Aa_G790510.h1.t1	XP_018462338.1, XP_018454662.1
OG0015621	Aa_G102240.h1.t1	XP_018484691.1
OG0015622	Aa_G139000.h1.t1	XP_018483332.1, XP_018484000.1
OG0015623	Aa_G139030.h1.t1	XP_018483333.1, XP_018479359.1
OG0015624	Aa_G627290.h1.t1	XP_018482887.1
OG0015625	Aa_G28470.h1.t1	XP_018482896.1, XP_018464975.1
OG0015626	Aa_G235660.h1.t1	XP_018456586.1, XP_018456584.1
OG0015627	Aa_G611580.h1.t1	XP_018450445.1
OG0015628	Aa_G99940.h1.t1	XP_018434575.1
OG0015629	Aa_G99890.h1.t1	XP_018492250.1
OG0015630	Aa_G415500.h1.t1	XP_018454860.1
OG0015631	Aa_G415460.h1.t1	XP_018434783.1
OG0015632	Aa_G325960.h1.t1	XP_018453128.1
OG0015633	Aa_G483720.h1.t1	XP_018488170.1
OG0015634	Aa_G185840.h1.t1	XP_018455831.1
OG0015635	Aa_G255500.h1.t1	XP_018434851.1
OG0015636	Aa_G190140.h1.t1	XP_018454926.1
OG0015637	Aa_G244910.h1.t1	XP_018441625.1
OG0015638	Aa_G244960.h1.t1	XP_018440573.1
OG0015639	Aa_G143430.h1.t1	XP_018465859.1, XP_018439097.1
OG0015640	Aa_G88440.h1.t1	XP_018474760.1
OG0015641	Aa_G88520.h1.t1	XP_018481327.1
OG0015642	Aa_G684900.h1.t1, Aa_G30080.h1.t1	XP_018434285.1
OG0015643	Aa_G144270.h1.t1	XP_018438002.1
OG0015644	Aa_G144210.h1.t1	XP_018484383.1
OG0015645	Aa_G252730.h1.t1	XP_018443292.1, XP_018443838.1
OG0015646	Aa_G281370.h1.t1	XP_018439762.1, XP_018464387.1
OG0015647	Aa_G401780.h1.t1	XP_018441935.1
OG0015648	Aa_G401750.h1.t1	XP_018478244.1, XP_018434795.1
OG0015649	Aa_G560390.h1.t1	XP_018438603.1
OG0015650	Aa_G184920.h1.t1	XP_018446725.1
OG0015651	Aa_G340380.h1.t1	XP_018476842.1
OG0015652	Aa_G340390.h1.t1	XP_018484679.1
OG0015653	Aa_G224190.h1.t1	XP_018478162.1
OG0015654	Aa_G38330.h1.t1	XP_018440980.1
OG0015655	Aa_G38300.h1.t1	XP_018440567.1
OG0015656	Aa_G38290.h1.t1	XP_018476007.1
OG0015657	Aa_G38250.h1.t1	XP_018437041.1
OG0015658	Aa_G599840.h1.t1	XP_018434271.1
OG0015659	Aa_G599860.h1.t1	XP_018472524.1
OG0015660	Aa_G461890.h1.t1	XP_018434223.1
OG0015661	Aa_G357500.h1.t1	XP_018472620.1
OG0015662	Aa_G202400.h1.t1	XP_018441649.1
OG0015663	Aa_G216870.h1.t1, Aa_G216880.h1.t1	XP_018433734.1
OG0015664	Aa_G486490.h1.t1	XP_018464164.1, XP_018458418.1
OG0015665	Aa_G507380.h1.t1	XP_018472674.1
OG0015666	Aa_G269530.h1.t1	XP_018458475.1, XP_018462939.1
OG0015667	Aa_G269510.h1.t1	XP_018479941.1, XP_018484980.1
OG0015668	Aa_G594440.h1.t1	XP_018478310.1
OG0015671	Aa_G692190.h1.t1	XP_018436925.1
OG0015674	Aa_G542810.h1.t1	XP_018436379.1
OG0015675	Aa_G172160.h1.t1	XP_018481564.1, XP_018484264.1
OG0015676	Aa_G172210.h1.t1	XP_018435103.1
OG0015677	Aa_G172220.h1.t1	XP_018436647.1
OG0015678	Aa_G97520.h1.t1	XP_018458867.1
OG0015679	Aa_G150780.h1.t1	XP_018483359.1
OG0015681	Aa_G619750.h1.t1	XP_018439906.1
OG0015682	Aa_G17940.h1.t1	XP_018434205.1
OG0015683	Aa_G487720.h1.t1	XP_018459356.1
OG0015684	Aa_G576760.h1.t1	XP_018437055.1
OG0015685	Aa_G30110.h1.t1	XP_018476852.1, XP_018464776.1
OG0015686	Aa_G29980.h1.t1	XP_018434850.1
OG0015687	Aa_G29970.h1.t1	XP_018475700.1
OG0015688	Aa_G457190.h1.t1	XP_018474585.1
OG0015689	Aa_G548150.h1.t1	XP_018439641.1
OG0015690	Aa_G548140.h1.t1	XP_018434918.1
OG0015691	Aa_G570370.h1.t1	XP_018474061.1
OG0015692	Aa_G135660.h1.t1	XP_018438376.1
OG0015693	Aa_G135760.h1.t1	XP_018441744.1
OG0015694	Aa_G159780.h1.t1	XP_018439281.1
OG0015695	Aa_G300110.h1.t1	XP_018457019.1
OG0015696	Aa_G320520.h1.t1	XP_018473144.1
OG0015697	Aa_G320530.h1.t1	XP_018456085.1, XP_018456337.1
OG0015698	Aa_G320550.h1.t1	XP_018476670.1
OG0015699	Aa_G320610.h1.t1	XP_018454577.1
OG0015700	Aa_G320690.h1.t1	XP_018454524.1
OG0015702	Aa_G607120.h1.t1	XP_018480493.1
OG0015703	Aa_G35100.h1.t1	XP_018469735.1
OG0015704	Aa_G32610.h1.t1	XP_018480339.1
OG0015706	Aa_G93520.h1.t1	XP_018476566.1
OG0015707	Aa_G314700.h1.t1	XP_018484907.1
OG0015708	Aa_G185120.h1.t1	XP_018439375.1
OG0015709	Aa_G157630.h1.t1	XP_018434328.1
OG0015710	Aa_G287840.h1.t1	XP_018438977.1
OG0015711	Aa_G77600.h1.t1	XP_018438972.1
OG0015713	Aa_G100360.h1.t1	XP_018484491.1
OG0015714	Aa_G100350.h1.t1	XP_018434440.1
OG0015716	Aa_G91710.h1.t1	XP_018438865.1, XP_018438864.1
OG0015717	Aa_G313870.h1.t1	XP_018439596.1
OG0015718	Aa_G311510.h1.t1	XP_018434479.1, XP_018437076.1
OG0015719	Aa_G389580.h1.t1	XP_018465087.1
OG0015720	Aa_G418330.h1.t1	XP_018434405.1
OG0015721	Aa_G204720.h1.t1	XP_018477660.1
OG0015722	Aa_G253070.h1.t1	XP_018441945.1, XP_018437348.1
OG0015723	Aa_G253080.h1.t1	XP_018480286.1
OG0015725	Aa_G217930.h1.t1	XP_018477807.1
OG0015726	Aa_G494170.h1.t1	XP_018437994.1, XP_018435106.1
OG0015727	Aa_G87230.h1.t1	XP_018483795.1
OG0015728	Aa_G480890.h1.t1	XP_018478609.1
OG0015729	Aa_G495970.h1.t1	XP_018478237.1
OG0015730	Aa_G393130.h1.t1	XP_018461463.1
OG0015731	Aa_G709550.h1.t1	XP_018484811.1
OG0015732	Aa_G506520.h1.t1	XP_018493384.1
OG0015733	Aa_G290480.h1.t1	XP_018484807.1
OG0015734	Aa_G155640.h1.t1	XP_018433519.1
OG0015735	Aa_G506480.h1.t1	XP_018492048.1, XP_018491861.1
OG0015736	Aa_G363320.h1.t1	XP_018432811.1
OG0015737	Aa_G310090.h1.t1	XP_018483067.1
OG0015738	Aa_G35840.h1.t1	XP_018441914.1
OG0015739	Aa_G571970.h1.t1	XP_018442432.1
OG0015740	Aa_G169590.h1.t1	XP_018451916.1
OG0015741	Aa_G54770.h1.t1	XP_018438667.1
OG0015742	Aa_G369240.h1.t1	XP_018438567.1
OG0015743	Aa_G382670.h1.t1	XP_018432780.1
OG0015744	Aa_G27720.h1.t1	XP_018437492.1
OG0015745	Aa_G239570.h1.t1	XP_018486534.1
OG0015746	Aa_G471220.h1.t1	XP_018450933.1
OG0015747	Aa_G471210.h1.t1	XP_018450934.1
OG0015748	Aa_G225740.h1.t1	XP_018489446.1
OG0015749	Aa_G260080.h1.t1	XP_018447673.1
OG0015750	Aa_G294040.h1.t1	XP_018459309.1
OG0015751	Aa_G322390.h1.t1	XP_018449939.1
OG0015752	Aa_G689850.h1.t1	XP_018461382.1
OG0015753	Aa_G372590.h1.t1	XP_018487068.1, XP_018487070.1
OG0015754	Aa_G463200.h1.t1	XP_018450154.1
OG0015755	Aa_G554670.h1.t1	XP_018491169.1
OG0015756	Aa_G554660.h1.t1	XP_018451725.1
OG0015757	Aa_G276620.h1.t1	XP_018491181.1
OG0015758	Aa_G60540.h1.t1	XP_018438712.1
OG0015759	Aa_G377000.h1.t1	XP_018485341.1, XP_018485382.1
OG0015761	Aa_G610230.h1.t1	XP_018492456.1
OG0015762	Aa_G97490.h1.t1	XP_018476443.1
OG0015763	Aa_G547730.h1.t1	XP_018453701.1
OG0015764	Aa_G97540.h1.t1	XP_018476546.1
OG0015765	Aa_G294810.h1.t1	XP_018476652.1, XP_018474709.1
OG0015766	Aa_G660740.h1.t1	XP_018457621.1
OG0015767	Aa_G453790.h1.t1	XP_018470877.1
OG0015768	Aa_G453810.h1.t1	XP_018452608.1, XP_018468156.1
OG0015769	Aa_G154350.h1.t1	XP_018473137.1, XP_018474510.1
OG0015770	Aa_G154340.h1.t1	XP_018472719.1
OG0015771	Aa_G154330.h1.t1	XP_018452609.1
OG0015772	Aa_G224020.h1.t1	XP_018475507.1
OG0015773	Aa_G425080.h1.t1	XP_018472158.1
OG0015775	Aa_G558800.h1.t1	XP_018474608.1
OG0015776	Aa_G36130.h1.t1	XP_018473312.1
OG0015777	Aa_G36170.h1.t1	XP_018476356.1
OG0015778	Aa_G275310.h1.t1	XP_018473536.1
OG0015779	Aa_G573280.h1.t1	XP_018453213.1, XP_018452904.1
OG0015780	Aa_G289270.h1.t1	XP_018454651.1
OG0015781	Aa_G477180.h1.t1	XP_018458955.1
OG0015782	Aa_G211170.h1.t1	XP_018459573.1, XP_018457297.1
OG0015783	Aa_G39300.h1.t1	XP_018445190.1
OG0015784	Aa_G39290.h1.t1	XP_018445179.1
OG0015786	Aa_G452360.h1.t1	XP_018462873.1
OG0015787	Aa_G452380.h1.t1	XP_018456498.1
OG0015788	Aa_G452390.h1.t1	XP_018456500.1
OG0015789	Aa_G128830.h1.t1	XP_018442879.1
OG0015790	Aa_G141020.h1.t1	XP_018461962.1
OG0015791	Aa_G597970.h1.t1	XP_018483312.1
OG0015792	Aa_G28580.h1.t1	XP_018478888.1
OG0015793	Aa_G189780.h1.t1	XP_018483632.1
OG0015794	Aa_G691090.h1.t1	XP_018464510.1
OG0015795	Aa_G691100.h1.t1	XP_018433952.1
OG0015796	Aa_G146640.h1.t1	XP_018455769.1
OG0015797	Aa_G26050.h1.t1	XP_018455131.1
OG0015798	Aa_G430240.h1.t1	XP_018477192.1
OG0015799	Aa_G430250.h1.t1	XP_018477191.1
OG0015800	Aa_G761910.h1.t1	XP_018485228.1
OG0015801	Aa_G596990.h1.t1	XP_018455794.1
OG0015802	Aa_G596970.h1.t1	XP_018441638.1
OG0015803	Aa_G513460.h1.t1	XP_018438198.1
OG0015804	Aa_G166630.h1.t1	XP_018438194.1
OG0015805	Aa_G166620.h1.t1	XP_018438193.1
OG0015806	Aa_G166510.h1.t1	XP_018434868.1
OG0015807	Aa_G440840.h1.t1	XP_018433496.1, XP_018441943.1
OG0015808	Aa_G194800.h1.t1	XP_018440426.1
OG0015809	Aa_G177170.h1.t1	XP_018439080.1
OG0015810	Aa_G163900.h1.t1	XP_018470889.1
OG0015811	Aa_G424490.h1.t1	XP_018436499.1
OG0015812	Aa_G424450.h1.t1	XP_018471289.1
OG0015813	Aa_G597830.h1.t1	XP_018492415.1
OG0015814	Aa_G13130.h1.t1	XP_018433693.1, XP_018439187.1
OG0015815	Aa_G13080.h1.t1	XP_018472851.1
OG0015816	Aa_G13030.h1.t1	XP_018440995.1, XP_018440902.1
OG0015817	Aa_G12890.h1.t1	XP_018462048.1, XP_018472660.1
OG0015818	Aa_G12860.h1.t1	XP_018477407.1
OG0015819	Aa_G12840.h1.t1	XP_018477408.1
OG0015820	Aa_G12830.h1.t1	XP_018441502.1
OG0015821	Aa_G206150.h1.t1	XP_018441577.1
OG0015822	Aa_G206070.h1.t1	XP_018440306.1
OG0015823	Aa_G241260.h1.t1	XP_018433206.1
OG0015824	Aa_G453120.h1.t1	XP_018465367.1, XP_018434352.1
OG0015825	Aa_G593410.h1.t1	XP_018439364.1, XP_018467095.1
OG0015826	Aa_G494570.h1.t1, Aa_G177950.h1.t1	XP_018441703.1
OG0015827	Aa_G177910.h1.t1	XP_018438795.1
OG0015828	Aa_G177900.h1.t1	XP_018438798.1
OG0015829	Aa_G177880.h1.t1	XP_018437783.1
OG0015830	Aa_G469430.h1.t1	XP_018477543.1
OG0015831	Aa_G332680.h1.t1	XP_018437063.1
OG0015832	Aa_G536040.h1.t1	XP_018438747.1, XP_018438748.1
OG0015833	Aa_G16870.h1.t1	XP_018433990.1
OG0015834	Aa_G17100.h1.t1	XP_018436598.1
OG0015835	Aa_G15920.h1.t1	XP_018485059.1
OG0015836	Aa_G16000.h1.t1	XP_018484051.1
OG0015837	Aa_G16010.h1.t1	XP_018438226.1
OG0015838	Aa_G16030.h1.t1	XP_018477179.1
OG0015839	Aa_G705910.h1.t1	XP_018433747.1
OG0015840	Aa_G443460.h1.t1	XP_018475284.1
OG0015841	Aa_G443500.h1.t1	XP_018476408.1
OG0015842	Aa_G443530.h1.t1	XP_018476571.1
OG0015843	Aa_G197450.h1.t1	XP_018433151.1
OG0015844	Aa_G175200.h1.t1	XP_018437367.1
OG0015845	Aa_G175220.h1.t1	XP_018440002.1
OG0015846	Aa_G175260.h1.t1	XP_018480000.1, XP_018439525.1
OG0015847	Aa_G175320.h1.t1	XP_018436894.1
OG0015848	Aa_G467060.h1.t1	XP_018482494.1
OG0015849	Aa_G132950.h1.t1	XP_018455759.1
OG0015850	Aa_G252330.h1.t1	XP_018433692.1
OG0015851	Aa_G252380.h1.t1	XP_018464253.1
OG0015852	Aa_G479530.h1.t1	XP_018477305.1
OG0015853	Aa_G360540.h1.t1	XP_018439883.1
OG0015855	Aa_G445360.h1.t1	XP_018484651.1
OG0015856	Aa_G581360.h1.t1	XP_018483077.1, XP_018483076.1
OG0015857	Aa_G125300.h1.t1	XP_018441095.1
