Orthogroup	Arabis_alpina	Arabidopsis_lyrata_Rawat
OG0016616	Aa_G352060.h1.t1	AL7G11260
OG0016617	Aa_G352100.h1.t1	AL7G11310
OG0016618	Aa_G539080.h1.t1, Aa_G553670.h1.t1	AL7G11400
OG0016619	Aa_G450570.h1.t1	AL7G11750
OG0016620	Aa_G693490.h1.t1	AL7G11890
OG0016621	Aa_G901630.h1.t1	AL7G11910
OG0016622	Aa_G381710.h1.t1	AL7G12000
OG0016623	Aa_G381670.h1.t1	AL7G12040
OG0016624	Aa_G437440.h1.t1	AL7G12080
OG0016625	Aa_G437430.h1.t1	AL7G12090
OG0016626	Aa_G702350.h1.t1	AL7G12130
OG0016627	Aa_G486270.h1.t1	AL7G12240
OG0016628	Aa_G503350.h1.t1	AL7G12400
OG0016629	Aa_G224750.h1.t1	AL7G12530
OG0016630	Aa_G294530.h1.t1	AL7G12680
OG0016631	Aa_G237320.h1.t1	AL7G12730
OG0016632	Aa_G95130.h1.t1	AL7G12870
OG0016633	Aa_G561530.h1.t1	AL7G13140
OG0016634	Aa_G402090.h1.t1	AL7G13560
OG0016635	Aa_G402120.h1.t1	AL7G13590
OG0016636	Aa_G139430.h1.t1	AL7G13730
OG0016638	Aa_G363190.h1.t1	AL7G14020
OG0016639	Aa_G363170.h1.t1	AL7G15130
OG0016641	Aa_G223260.h1.t1	AL7G14130
OG0016642	Aa_G223240.h1.t1	AL7G14160
OG0016643	Aa_G223200.h1.t1	AL7G14210
OG0016644	Aa_G179560.h1.t1	AL7G14600
OG0016645	Aa_G179500.h1.t1	AL7G14670
OG0016646	Aa_G179490.h1.t1	AL7G14680
OG0016647	Aa_G453320.h1.t1	AL7G14870
OG0016648	Aa_G285830.h1.t1	AL7G14950
OG0016649	Aa_G285850.h1.t1	AL7G14970
OG0016650	Aa_G285870.h1.t1	AL7G15000
OG0016651	Aa_G285890.h1.t1	AL7G15020
OG0016652	Aa_G514650.h1.t1	AL7G15080
OG0016653	Aa_G514680.h1.t1	AL7G15110
OG0016654	Aa_G514700.h1.t1	AL7G15140
OG0016655	Aa_G514740.h1.t1	AL7G15180
OG0016656	Aa_G790180.h1.t1	AL7G19490
OG0016657	Aa_G376370.h1.t1	AL7G15330
OG0016658	Aa_G157090.h1.t1	AL7G15490
OG0016659	Aa_G157120.h1.t1	AL7G15530
OG0016660	Aa_G590230.h1.t1	AL7G15560
OG0016661	Aa_G527850.h1.t1	AL7G15730
OG0016662	Aa_G527840.h1.t1	AL7G15740
OG0016663	Aa_G739570.h1.t1	AL7G15780
OG0016664	Aa_G105080.h1.t1	AL7G15930
OG0016666	Aa_G293870.h1.t1	AL7G15850
OG0016667	Aa_G548450.h1.t1	AL7G15810
OG0016668	Aa_G118840.h1.t1	AL7G15960
OG0016669	Aa_G503120.h1.t1	AL7G16580
OG0016670	Aa_G503100.h1.t1	AL7G16590
OG0016671	Aa_G614670.h1.t1	AL7G16680
OG0016672	Aa_G258870.h1.t1	AL7G16930
OG0016673	Aa_G258820.h1.t1	AL7G16990
OG0016674	Aa_G499490.h1.t1	AL7G17050
OG0016675	Aa_G724260.h1.t1	AL7G19500
OG0016676	Aa_G9870.h1.t1	AL7G19420
OG0016677	Aa_G415910.h1.t1	AL8G24320
OG0016678	Aa_G415920.h1.t1	AL8G24330
OG0016679	Aa_G153910.h1.t1	AL7G19130
OG0016680	Aa_G631720.h1.t1	AL7G18940
OG0016681	Aa_G468840.h1.t1	AL7G18810
OG0016682	Aa_G468830.h1.t1	AL7G18800
OG0016683	Aa_G376660.h1.t1	AL7G18270
OG0016684	Aa_G147150.h1.t1	AL8G44640
OG0016685	Aa_G328860.h1.t1	AL7G18080
OG0016686	Aa_G328820.h1.t1	AL7G18070
OG0016687	Aa_G328810.h1.t1	AL7G18060
OG0016688	Aa_G328800.h1.t1	AL7G18050
OG0016689	Aa_G283300.h1.t1	AL2G28120
OG0016690	Aa_G328780.h1.t1	AL7G18030
OG0016691	Aa_G34250.h1.t1	nbis-gene-1234
OG0016692	Aa_G592070.h1.t1	AL7G17980
OG0016693	Aa_G112230.h1.t1	AL7G24440
OG0016694	Aa_G432460.h1.t1	AL7G17470
OG0016695	Aa_G598860.h1.t1	AL7G19830
OG0016696	Aa_G112800.h1.t1	AL1G17900
OG0016697	Aa_G324890.h1.t1	AL7G19840
OG0016698	Aa_G325040.h1.t1	AL7G19960
OG0016699	Aa_G98610.h1.t1	AL7G19980
OG0016700	Aa_G45770.h1.t1	AL7G20050
OG0016701	Aa_G74840.h1.t1	AL7G20170
OG0016702	Aa_G74830.h1.t1	AL7G20200
OG0016703	Aa_G145100.h1.t1	AL7G20380
OG0016705	Aa_G59720.h1.t1	AL7G20640
OG0016707	Aa_G33000.h1.t1	AL7G20860
OG0016708	Aa_G33020.h1.t1	AL7G20880
OG0016709	Aa_G520610.h1.t1	AL7G20980
OG0016710	Aa_G120660.h1.t1	AL7G21100
OG0016711	Aa_G190550.h1.t1	AL7G21270
OG0016712	Aa_G190530.h1.t1	AL7G21290
OG0016713	Aa_G190510.h1.t1	AL7G21300
OG0016714	Aa_G254350.h1.t1	AL5G27000
OG0016715	Aa_G254310.h1.t1	AL5G26980
OG0016717	Aa_G227320.h1.t1	AL3G39050
OG0016718	Aa_G199050.h1.t1	AL3G39340
OG0016719	Aa_G199020.h1.t1	nbis-gene-778
OG0016720	Aa_G187280.h1.t1	AL2G32360
OG0016721	Aa_G199360.h1.t1	AL2G32170
OG0016722	Aa_G199350.h1.t1	AL2G32160
OG0016723	Aa_G475200.h1.t1	AL2G31720
OG0016724	Aa_G62640.h1.t1	AL1G36850
OG0016725	Aa_G62340.h1.t1	AL1G37250
OG0016726	Aa_G487220.h1.t1	AL1G37480
OG0016727	Aa_G274000.h1.t1	AL1G37790
OG0016728	Aa_G274040.h1.t1	AL1G37900
OG0016729	Aa_G255010.h1.t1	AL1G38770
OG0016730	Aa_G254970.h1.t1	AL1G38900
OG0016731	Aa_G579810.h1.t1	AL1G38950
OG0016732	Aa_G469120.h1.t1	AL1G39080
OG0016733	Aa_G539020.h1.t1	AL1G39280
OG0016734	Aa_G92130.h1.t1	AL1G39410
OG0016735	Aa_G191450.h1.t1, Aa_G191460.h1.t1	AL6G51260
OG0016736	Aa_G46610.h1.t1	AL6G51500
OG0016737	Aa_G53170.h1.t1	AL6G52010
OG0016738	Aa_G67800.h1.t1	AL6G52450
OG0016740	Aa_G67930.h1.t1	AL6G52280
OG0016741	Aa_G53290.h1.t1	AL7G39210, AL6G52150
OG0016743	Aa_G511720.h1.t1	AL6G52980
OG0016744	Aa_G242190.h1.t1	AL6G53150
OG0016746	Aa_G416980.h1.t1	AL2G19130
OG0016747	Aa_G136150.h1.t1	AL6G53420
OG0016748	Aa_G136130.h1.t1	AL6G53450
OG0016749	Aa_G36360.h1.t1	AL4G40370
OG0016750	Aa_G36390.h1.t1	AL4G47010
OG0016751	Aa_G36400.h1.t1	AL1G28330
OG0016752	Aa_G36540.h1.t1	AL4G10090
OG0016753	Aa_G36560.h1.t1	AL4G10110
OG0016755	Aa_G545630.h1.t1	AL1G40370
OG0016756	Aa_G587370.h1.t1	AL1G39690
OG0016757	Aa_G38540.h1.t1	AL7G26720
OG0016758	Aa_G69800.h1.t1	AL7G26270
OG0016759	Aa_G86640.h1.t1	AL7G26080
OG0016760	Aa_G107230.h1.t1	AL7G25410
OG0016761	Aa_G133100.h1.t1	AL7G24960
OG0016763	Aa_G212550.h1.t1	AL7G24860
OG0016764	Aa_G360400.h1.t1	AL7G24840
OG0016766	Aa_G382880.h1.t1	AL7G24610
OG0016767	Aa_G231290.h1.t1	AL7G24540
OG0016768	Aa_G440810.h1.t1, Aa_G512400.h1.t1	AL7G24380
OG0016769	Aa_G44440.h1.t1	AL7G24260
OG0016770	Aa_G309830.h1.t1	AL5G14010
OG0016771	Aa_G220620.h1.t1, Aa_G220630.h1.t1	AL1G15820
OG0016772	Aa_G369390.h1.t1	nbis-gene-51
OG0016773	Aa_G121070.h1.t1	AL1G27190
OG0016774	Aa_G192240.h1.t1	AL1G31690
OG0016775	Aa_G292670.h1.t1	AL1G35760
OG0016777	Aa_G62420.h1.t1	AL1G37180
OG0016778	Aa_G487240.h1.t1	AL1G37500
OG0016780	Aa_G126660.h1.t1	AL1G38440
OG0016781	Aa_G254990.h1.t1	AL1G38880
OG0016782	Aa_G283500.h1.t1, Aa_G641490.h1.t1	AL1G39590
OG0016783	Aa_G797470.h1.t1	AL1G39990
OG0016785	Aa_G59010.h1.t1	AL1G40980, AL1G40940
OG0016786	Aa_G593970.h1.t1, Aa_G593940.h1.t1	AL1G40950
OG0016787	Aa_G271080.h1.t1	AL1G42060
OG0016788	Aa_G216390.h1.t1	AL1G44990
OG0016789	Aa_G299250.h1.t1	AL1G49250
OG0016790	Aa_G16520.h1.t1	AL1G46840
OG0016794	Aa_G532950.h1.t1	AL1G58990
OG0016795	Aa_G109030.h1.t1	AL1G64030
OG0016798	Aa_G704990.h1.t1	AL2G23730
OG0016801	Aa_G410750.h1.t1, Aa_G294640.h1.t1	AL2G36070
OG0016802	Aa_G87840.h1.t1	AL2G36170
OG0016803	Aa_G104270.h1.t1	AL2G37500
OG0016805	Aa_G137020.h1.t1	AL3G22190
OG0016806	Aa_G374050.h1.t1	AL3G24890
OG0016808	Aa_G152590.h1.t1	AL3G33870
OG0016809	Aa_G538290.h1.t1	AL3G38030
OG0016811	Aa_G302840.h1.t1	AL3G43270
OG0016812	Aa_G116410.h1.t1	AL3G43880
OG0016814	Aa_G105200.h1.t1	AL3G45710
OG0016815	Aa_G269150.h1.t1	AL3G46900
OG0016816	Aa_G347060.h1.t1, Aa_G347050.h1.t1	AL3G47600
OG0016817	Aa_G459710.h1.t1	AL3G50810
OG0016818	Aa_G197440.h1.t1	AL3G51010
OG0016819	Aa_G576230.h1.t1	AL3G47800
OG0016820	Aa_G638780.h1.t1	AL4G10180
OG0016821	Aa_G145560.h1.t1, Aa_G495370.h1.t1, Aa_G442650.h1.t1	AL4G11210
OG0016822	Aa_G251650.h1.t1	AL4G12280
OG0016823	Aa_G436800.h1.t1, Aa_G436840.h1.t1	AL4G14470
OG0016824	Aa_G670600.h1.t1	AL4G14680
OG0016826	Aa_G35880.h1.t1, Aa_G35910.h1.t1	AL4G17020
OG0016827	Aa_G290460.h1.t1	AL4G18620
OG0016828	Aa_G597540.h1.t1	AL59U10050, AL4G24870
OG0016830	Aa_G154720.h1.t1	AL4G27200
OG0016831	Aa_G113440.h1.t1	AL4G29370
OG0016832	Aa_G286450.h1.t1	AL4G31960
OG0016833	Aa_G505630.h1.t1	AL4G32180
OG0016836	Aa_G100600.h1.t1	AL4G43160
OG0016837	Aa_G296270.h1.t1	AL5G26910
OG0016838	Aa_G16920.h1.t1	AL4G45270
OG0016839	Aa_G13000.h1.t1	AL39U10120, AL4G47520
OG0016840	Aa_G244040.h1.t1	AL5G10830
OG0016842	Aa_G328990.h1.t1	AL5G14140
OG0016843	Aa_G83280.h1.t1	AL5G14840
OG0016844	Aa_G142440.h1.t1	AL5G18460
OG0016848	Aa_G102430.h1.t1	AL7G43100, AL1G51330, AL3G38970, AL1G38060, AL1G23100, AL2G10750, AL284U10020, AL284U10010, AL8G27850, nbis-gene-576, AL1G54270, AL6G51970, AL3G46260
OG0016849	Aa_G192410.h1.t1	AL5G22500
OG0016850	Aa_G115940.h1.t1	AL5G22570
OG0016851	Aa_G648010.h1.t1	AL5G23860
OG0016852	Aa_G99320.h1.t1	AL5G25450
OG0016853	Aa_G826280.h1.t1	AL5G25910
OG0016854	Aa_G88990.h1.t1	AL5G26320
OG0016855	Aa_G207480.h1.t1	AL5G26710
OG0016856	Aa_G446200.h1.t1	AL5G30050
OG0016857	Aa_G491070.h1.t1	AL5G30860
OG0016859	Aa_G14140.h1.t1	AL5G34290
OG0016860	Aa_G18830.h1.t1	AL6G11310
OG0016862	Aa_G68080.h1.t1	AL6G31810
OG0016863	Aa_G719350.h1.t1	AL6G36430
OG0016865	Aa_G294880.h1.t1	AL6G43670
OG0016866	Aa_G107490.h1.t1	AL6G44780
OG0016867	Aa_G318200.h1.t1	AL6G45670
OG0016868	Aa_G35240.h1.t1	AL6G46770
OG0016869	Aa_G188890.h1.t1	AL6G50130
OG0016870	Aa_G384400.h1.t1	nbis-gene-1656
OG0016871	Aa_G137910.h1.t1	AL7G10720
OG0016872	Aa_G223080.h1.t1	AL7G14330
OG0016874	Aa_G76480.h1.t1	AL7G24620
OG0016875	Aa_G774590.h1.t1	AL7G25310
OG0016876	Aa_G234060.h1.t1	AL7G25890
OG0016878	Aa_G514880.h1.t1	AL7G26540
OG0016879	Aa_G42950.h1.t1	AL7G26790
OG0016880	Aa_G42980.h1.t1	nbis-gene-1777
OG0016881	Aa_G43050.h1.t1	AL7G26850
OG0016882	Aa_G43070.h1.t1	AL7G26880
OG0016883	Aa_G5840.h1.t1	AL7G26920
OG0016885	Aa_G404020.h1.t1	AL7G27060
OG0016886	Aa_G160650.h1.t1	AL7G27270
OG0016890	Aa_G37630.h1.t1	AL7G32930
OG0016891	Aa_G659670.h1.t1	AL7G34790
OG0016892	Aa_G78060.h1.t1	AL7G35040
OG0016893	Aa_G587500.h1.t1	AL7G35510
OG0016894	Aa_G722720.h1.t1	AL7G45090
OG0016895	Aa_G194950.h1.t1	AL7G45540
OG0016896	Aa_G403000.h1.t1	AL7G45560
OG0016897	Aa_G417780.h1.t1	AL7G52510
OG0016898	Aa_G110040.h1.t1	AL7G51920
OG0016899	Aa_G298360.h1.t1	AL7G48490
OG0016900	Aa_G118080.h1.t1	AL8G13160, AL8G13180
OG0016901	Aa_G103160.h1.t1	AL8G15570
OG0016902	Aa_G102180.h1.t1	AL8G21040
OG0016904	Aa_G142830.h1.t1	AL8G24340, AL6G39810
OG0016905	Aa_G313120.h1.t1	AL8G24800
OG0016906	Aa_G124300.h1.t1	AL8G24990
OG0016907	Aa_G338140.h1.t1	AL8G25820
OG0016908	Aa_G101890.h1.t1	AL8G25920
OG0016909	Aa_G375270.h1.t1	AL8G26230
OG0016910	Aa_G238100.h1.t1	AL8G27010
OG0016912	Aa_G197810.h1.t1	AL290U10010
OG0016913	Aa_G607890.h1.t1	AL8G32860, AL8G32880
OG0016915	Aa_G146990.h1.t1	AL8G44810
OG0016917	Aa_G39810.h1.t1	AL1G67110
OG0016924	Aa_G1023870.h1.t1, Aa_G1020350.h1.t1	nbis-gene-1966
OG0016938	Aa_G99360.h1.t1	AL5G25400
OG0016939	Aa_G88890.h1.t1	AL5G26180
OG0016940	Aa_G197570.h1.t1	AL5G27940
OG0016941	Aa_G363990.h1.t1	AL5G27660
OG0016942	Aa_G561380.h1.t1	AL5G27450
OG0016943	Aa_G711580.h1.t1	AL5G27500
OG0016944	Aa_G658660.h1.t1	AL5G27200
OG0016945	Aa_G251460.h1.t1	AL5G10290
OG0016947	Aa_G378330.h1.t1	AL7G45890
OG0016948	Aa_G396230.h1.t1	AL6G29300
OG0016949	Aa_G85840.h1.t1	AL6G29080
OG0016950	Aa_G106540.h1.t1	AL6G28870
OG0016951	Aa_G325630.h1.t1	AL6G28760
OG0016952	Aa_G387530.h1.t1	AL6G28720
OG0016953	Aa_G136070.h1.t1	AL6G53510
OG0016954	Aa_G264850.h1.t1	AL6G28450
OG0016955	Aa_G309610.h1.t1	AL6G28230
OG0016956	Aa_G158010.h1.t1	AL6G27460
OG0016957	Aa_G539760.h1.t1	nbis-gene-1528
OG0016958	Aa_G1045980.h1.t1	AL6G27150
OG0016959	Aa_G412310.h1.t1	AL6G27080
OG0016960	Aa_G240260.h1.t1	AL6G25990
OG0016961	Aa_G450440.h1.t1	AL6G25770
OG0016962	Aa_G105430.h1.t1	AL3G45230
OG0016964	Aa_G258100.h1.t1	AL6G25180
OG0016965	Aa_G54840.h1.t1	AL1G51870
OG0016968	Aa_G209470.h1.t1	AL6G24300
OG0016969	Aa_G209460.h1.t1	AL6G24290
OG0016970	Aa_G526430.h1.t1	AL6G24240
OG0016971	Aa_G526410.h1.t1	AL6G24210
OG0016972	Aa_G722730.h1.t1	AL7G45100
OG0016974	Aa_G138280.h1.t1	AL6G23180
OG0016975	Aa_G256510.h1.t1	AL6G22930
OG0016976	Aa_G233030.h1.t1	AL6G22800
OG0016977	Aa_G278970.h1.t1	AL6G22620
OG0016978	Aa_G636340.h1.t1	AL6G22270
OG0016979	Aa_G116880.h1.t1	AL6G22210
OG0016980	Aa_G116790.h1.t1	AL6G22110
OG0016982	Aa_G486080.h1.t1	AL6G21570
OG0016983	Aa_G168810.h1.t1	AL6G21450
OG0016984	Aa_G168730.h1.t1	AL6G21410
OG0016985	Aa_G168580.h1.t1	AL6G21250
OG0016986	Aa_G356440.h1.t1	AL6G20680
OG0016987	Aa_G356450.h1.t1	AL6G20670
OG0016988	Aa_G458450.h1.t1	AL6G20520
OG0016989	Aa_G195970.h1.t1	AL6G20430
OG0016990	Aa_G195940.h1.t1	AL6G20390
OG0016991	Aa_G125340.h1.t1	AL6G20370
OG0016992	Aa_G516750.h1.t1	AL6G20100
OG0016994	Aa_G231090.h1.t1	nbis-gene-1498
OG0016996	Aa_G365590.h1.t1	AL6G19800
OG0016997	Aa_G130510.h1.t1	AL6G19720
OG0016998	Aa_G130480.h1.t1, Aa_G130480.h2.t1	AL6G19680
OG0016999	Aa_G130430.h1.t1	AL6G19620
OG0017000	Aa_G130380.h1.t1	AL6G19520
OG0017002	Aa_G319170.h1.t1	AL6G18710
OG0017003	Aa_G319290.h1.t1	AL6G18620
OG0017004	Aa_G392830.h1.t1	AL6G18440
OG0017005	Aa_G541400.h1.t1	AL6G18360
OG0017006	Aa_G541370.h1.t1	AL6G18330
OG0017008	Aa_G130010.h1.t1	AL7G28170
OG0017009	Aa_G304000.h1.t1	AL4G19620
OG0017010	Aa_G536210.h1.t1	AL4G19530
OG0017012	Aa_G205290.h1.t1	AL4G19640
OG0017013	Aa_G205320.h1.t1	AL4G19680
OG0017014	Aa_G236330.h1.t1	AL4G20170
OG0017015	Aa_G624460.h1.t1	AL4G20800
OG0017019	Aa_G561370.h1.t1	AL4G22050
OG0017024	Aa_G60280.h1.t1	AL4G23160
OG0017025	Aa_G578980.h1.t1	AL4G23230
OG0017026	Aa_G412160.h1.t1	AL4G23490
OG0017028	Aa_G277490.h1.t1	AL1G56680
OG0017030	Aa_G85980.h1.t1	AL4G25820
OG0017031	Aa_G589120.h1.t1	AL4G26280
OG0017032	Aa_G653510.h1.t1, Aa_G251480.h1.t1	AL7G12550
OG0017034	Aa_G445720.h1.t1	AL4G27000
OG0017037	Aa_G219550.h1.t1	AL8G16980
OG0017038	Aa_G519850.h1.t1	AL8G16770
OG0017039	Aa_G203740.h1.t1	AL8G16610
OG0017040	Aa_G215330.h1.t1, Aa_G134620.h1.t1	AL1G13370
OG0017041	Aa_G215370.h1.t1	AL8G15770
OG0017042	Aa_G90840.h1.t1	AL7G27920
OG0017043	Aa_G29840.h1.t1	AL7G27640
OG0017045	Aa_G39630.h1.t1	AL8G18690
OG0017046	Aa_G513970.h1.t1	AL1G53700
OG0017047	Aa_G438490.h1.t1	AL1G53440
OG0017048	Aa_G438560.h1.t1	AL1G41200
OG0017049	Aa_G438580.h1.t1	AL1G41190
OG0017050	Aa_G326510.h1.t1	AL1G41180
OG0017051	Aa_G533060.h1.t1	AL1G52650
OG0017052	Aa_G533100.h1.t1	AL1G52790
OG0017053	Aa_G128430.h1.t1	AL1G52910
OG0017054	Aa_G244030.h1.t1	AL5G10840
OG0017056	Aa_G130800.h1.t1	AL1G41320
OG0017058	Aa_G61920.h1.t1	AL1G41900
OG0017060	Aa_G408500.h1.t1	AL1G42680
OG0017061	Aa_G348130.h1.t1	AL1G43060
OG0017063	Aa_G108280.h1.t1	AL1G43650
OG0017064	Aa_G248870.h1.t1	AL1G43850
OG0017065	Aa_G248830.h1.t1	AL1G43900
OG0017066	Aa_G538610.h1.t1	AL1G44100
OG0017067	Aa_G138690.h1.t1	AL1G44410
OG0017068	Aa_G70980.h1.t1	AL7G43950
OG0017069	Aa_G138760.h1.t1	AL1G44540
OG0017071	Aa_G355720.h1.t1	AL1G45360
OG0017072	Aa_G414410.h1.t1	AL1G49640
OG0017073	Aa_G434730.h1.t1	AL1G49580
OG0017074	Aa_G194290.h1.t1	AL1G45920
OG0017076	Aa_G109280.h1.t1	AL1G46540
OG0017078	Aa_G16440.h1.t1	AL1G46750
OG0017079	Aa_G146340.h1.t1	AL5G12440
OG0017080	Aa_G536740.h1.t1	AL5G12910
OG0017082	Aa_G480460.h1.t1	AL5G13230
OG0017083	Aa_G282020.h1.t1	AL5G13290
OG0017084	Aa_G147130.h1.t1	AL8G44660
OG0017085	Aa_G180850.h1.t1	AL8G44420
OG0017086	Aa_G165920.h1.t1	AL8G44210
OG0017087	Aa_G165870.h1.t1	AL8G44170
OG0017088	Aa_G23580.h1.t1	AL8G43760
OG0017089	Aa_G23550.h1.t1	AL8G43730
OG0017090	Aa_G23480.h1.t1	AL8G43660
OG0017091	Aa_G131350.h1.t1	AL2G16400
OG0017091	Aa_G131310.h1.t1	AL2G18300
OG0017092	Aa_G23360.h1.t1	AL8G43540
OG0017093	Aa_G500390.h1.t1	AL8G43420
OG0017094	Aa_G81440.h1.t1	AL8G43170, AL8G43380
OG0017095	Aa_G81500.h1.t1	AL8G43100
OG0017096	Aa_G527030.h1.t1	AL8G43080
OG0017097	Aa_G292860.h1.t1	AL8G42970
OG0017098	Aa_G37310.h1.t1	AL8G42850
OG0017099	Aa_G37250.h1.t1	AL8G42770
OG0017101	Aa_G37140.h1.t1	nbis-gene-2210
OG0017103	Aa_G20730.h1.t1	AL8G42440
OG0017104	Aa_G20850.h1.t1	AL8G42290
OG0017105	Aa_G306150.h1.t1	AL8G41900
OG0017106	Aa_G51580.h1.t1	AL8G41680
OG0017107	Aa_G268330.h1.t1	AL8G41360
OG0017108	Aa_G268250.h1.t1	AL8G41270
OG0017109	Aa_G76200.h1.t1	AL8G41160
OG0017110	Aa_G76180.h1.t1	AL8G41140
OG0017111	Aa_G76010.h1.t1	AL8G40860
OG0017112	Aa_G75360.h1.t1	AL8G40380
OG0017113	Aa_G492170.h1.t1	AL8G40100
OG0017114	Aa_G492210.h1.t1	AL3G51110
OG0017115	Aa_G406230.h1.t1	AL8G39920
OG0017116	Aa_G13770.h1.t1	AL8G39610
OG0017117	Aa_G131040.h1.t1	AL8G38980
OG0017119	Aa_G401200.h1.t1	AL8G38240
OG0017120	Aa_G590900.h1.t1	AL8G38170
OG0017121	Aa_G97980.h1.t1	AL6G34230
OG0017122	Aa_G97930.h1.t1	AL6G34300
OG0017124	Aa_G104760.h1.t1	AL6G34650
OG0017125	Aa_G578260.h1.t1	AL6G34960
OG0017126	Aa_G630870.h1.t1	AL6G35110
OG0017127	Aa_G377410.h1.t1	AL6G35320
OG0017128	Aa_G377420.h1.t1	AL6G35330
OG0017129	Aa_G45480.h1.t1	AL6G35960
OG0017130	Aa_G45310.h1.t1	AL6G36150, AL6G36140
OG0017131	Aa_G392300.h1.t1, Aa_G571960.h1.t1	AL6G36330
OG0017132	Aa_G169060.h1.t1	AL6G36490
OG0017133	Aa_G12900.h1.t1	AL4G47420
OG0017134	Aa_G550360.h1.t1	AL6G37280
OG0017135	Aa_G552770.h1.t1	AL6G37370
OG0017139	Aa_G181310.h1.t1	AL6G31050
OG0017140	Aa_G181260.h1.t1	AL6G31150
OG0017141	Aa_G230450.h1.t1	AL6G31360
OG0017142	Aa_G68380.h1.t1	AL6G31480
OG0017143	Aa_G68120.h1.t1	AL6G31770
OG0017144	Aa_G642590.h1.t1	AL6G31850
OG0017145	Aa_G15710.h1.t1	AL6G31920
OG0017147	Aa_G404780.h1.t1	AL6G32560
OG0017148	Aa_G404700.h1.t1	AL6G32640
OG0017149	Aa_G459160.h1.t1	AL6G33360
OG0017150	Aa_G173870.h1.t1	AL6G33670
OG0017151	Aa_G470830.h1.t1	AL6G33920
OG0017152	Aa_G552210.h1.t1	AL6G34060
OG0017153	Aa_G234650.h1.t1	AL8G36680
OG0017154	Aa_G33870.h1.t1	AL8G36470
OG0017155	Aa_G936060.h1.t1	AL8G36270
OG0017156	Aa_G246250.h1.t1	AL8G35230
OG0017157	Aa_G115960.h1.t1	AL5G22540
OG0017158	Aa_G93890.h1.t1	AL8G34810
OG0017159	Aa_G93820.h1.t1	nbis-gene-2168
OG0017160	Aa_G93790.h1.t1	AL8G34710
OG0017161	Aa_G93780.h1.t1	AL8G34700
OG0017162	Aa_G31450.h1.t1	AL8G34310
OG0017163	Aa_G31680.h1.t1	AL8G34040
OG0017164	Aa_G31770.h1.t1	AL8G33900
OG0017165	Aa_G766510.h1.t1	AL8G33820
OG0017167	Aa_G69100.h1.t1	AL8G33200
OG0017168	Aa_G168030.h1.t1	AL7G26930
OG0017169	Aa_G331620.h1.t1	AL8G33010
OG0017171	Aa_G355100.h1.t1	AL8G32750
OG0017172	Aa_G690980.h1.t1	AL8G32700
OG0017173	Aa_G22170.h1.t1	AL8G32430
OG0017174	Aa_G601870.h1.t1	AL8G32140
OG0017175	Aa_G480130.h1.t1	AL8G30850
OG0017176	Aa_G442050.h1.t1	AL8G30750
OG0017177	Aa_G542670.h1.t1	AL8G30430
OG0017178	Aa_G149060.h1.t1	AL8G30350
OG0017180	Aa_G149160.h1.t1	AL8G30270
OG0017181	Aa_G608670.h1.t1	AL5G28590
OG0017182	Aa_G445110.h1.t1	AL5G28570
OG0017183	Aa_G106830.h1.t1	AL5G28450
OG0017185	Aa_G275550.h1.t1	AL6G17680
OG0017186	Aa_G244300.h1.t1	AL6G17340
OG0017188	Aa_G244330.h1.t1	AL6G17290
OG0017189	Aa_G244340.h1.t1	AL6G17280
OG0017190	Aa_G244390.h1.t1	AL6G17230
OG0017191	Aa_G244400.h1.t1	AL6G17210
OG0017192	Aa_G386460.h1.t1	AL6G16950
OG0017193	Aa_G386400.h1.t1	AL6G16890
OG0017194	Aa_G414670.h1.t1	AL6G16550
OG0017196	Aa_G209750.h1.t1	AL6G17380, AL6G16290
OG0017197	Aa_G546990.h1.t1	AL7G39550
OG0017198	Aa_G261300.h1.t1	AL6G15640
OG0017199	Aa_G170550.h1.t1	AL6G15150
OG0017200	Aa_G170580.h1.t1	AL6G15120
OG0017201	Aa_G353240.h1.t1	AL6G15090
OG0017202	Aa_G353360.h1.t1	AL6G14990
OG0017203	Aa_G634190.h1.t1	AL6G14960
OG0017204	Aa_G304010.h1.t1	AL6G14590
OG0017207	Aa_G170150.h1.t1	AL6G12790
OG0017208	Aa_G259840.h1.t1, Aa_G259830.h1.t1	AL6G12580
OG0017209	Aa_G478960.h1.t1	AL6G12260
OG0017210	Aa_G478940.h1.t1	AL6G12240
OG0017211	Aa_G260800.h1.t1	AL6G12120
OG0017212	Aa_G522850.h1.t1	AL8G10390
OG0017213	Aa_G260660.h1.t1	AL6G11990
OG0017214	Aa_G260610.h1.t1	AL6G11910
OG0017215	Aa_G260580.h1.t1	AL6G11860
OG0017216	Aa_G274550.h1.t1	AL6G11430
OG0017217	Aa_G18650.h1.t1	AL6G11170
OG0017218	Aa_G443010.h1.t1	AL6G11000
OG0017219	Aa_G54030.h1.t1	AL6G10600
OG0017221	Aa_G481310.h1.t1	AL6G10380
OG0017222	Aa_G481260.h1.t1	AL6G10330
OG0017223	Aa_G481250.h1.t1	AL6G10320
OG0017224	Aa_G264590.h1.t1	AL6G10180
OG0017225	Aa_G264570.h1.t1	AL6G10150
OG0017226	Aa_G553500.h1.t1	AL7G49080
OG0017228	Aa_G201140.h1.t1	AL7G47840
OG0017229	Aa_G185050.h1.t1	AL7G47370
OG0017230	Aa_G239130.h1.t1	AL2G41700
OG0017232	Aa_G239160.h1.t1	AL2G41730
