Orthogroup	Capsella_rubella	Aethionema_saxatile
OG0015409	XP_006281746.2	As005G116590
OG0015410	XP_023640026.1	As005G116860
OG0015411	XP_006279923.1	As005G116890
OG0015412	XP_006293789.1	As005G116980
OG0015413	XP_006279929.1	As005G117210
OG0015414	XP_006279545.1	As005G117320
OG0015415	XP_006279787.1	As005G117340
OG0015416	XP_023637315.1	As005G117360
OG0015417	XP_006279898.1	As005G117420
OG0015418	XP_023645466.1	As005G117470
OG0015419	XP_006280506.1	As005G117510
OG0015420	XP_023638803.1	As005G117590
OG0015421	XP_006281755.1	As005G117660
OG0015422	XP_006280612.2	As005G117860
OG0015423	XP_023640396.1	As005G117910
OG0015424	XP_006281591.1	As005G118260
OG0015425	XP_023643254.1	As005G118390
OG0015426	XP_006280974.2	As005G118480
OG0015427	XP_023636785.1	As005G118610
OG0015428	XP_023633550.1	As005G118660
OG0015429	XP_006280375.2	As005G118750
OG0015430	XP_006280393.1	As005G118940
OG0015431	XP_006280510.1	As005G118960
OG0015432	XP_023638786.1	As005G119010
OG0015433	XP_006280214.1	As005G119090
OG0015434	XP_006280633.1	As005G119130
OG0015435	XP_006282234.1	As005G119190
OG0015436	XP_006280329.1	As005G119300
OG0015437	XP_006280187.1	As005G119310
OG0015438	XP_006280060.1	As005G119350
OG0015439	XP_006279789.1	As005G119620
OG0015440	XP_006293838.1	As005G119740
OG0015441	XP_006280959.2	As005G119770
OG0015442	XP_023643187.1	As005G119810
OG0015443	XP_006280557.1	As005G120010
OG0015444	XP_006282211.1	As005G120220
OG0015445	XP_006280859.1	As005G120260
OG0015446	XP_023636481.1	As005G120380
OG0015447	XP_006280905.1	As005G120530
OG0015448	XP_023638362.1	As005G120580
OG0015449	XP_006280157.1	As005G120620
OG0015450	XP_006281860.2	As005G120670
OG0015451	XP_023638326.1	As005G120800
OG0015452	XP_006281838.1	As005G120900
OG0015453	XP_006286684.1	As006G121080
OG0015454	XP_006287263.1	As006G121230
OG0015455	XP_006287426.1	As006G121470
OG0015456	XP_006288720.1	As006G121620
OG0015457	XP_023636887.1	As006G121890
OG0015458	XP_023637404.1	As006G121900
OG0015459	XP_006287774.1	As006G122010
OG0015460	XP_023636323.1	As006G122070
OG0015461	XP_006288361.1	As006G122140
OG0015462	XP_006286739.1	As006G122600
OG0015463	XP_006287040.1	As006G122740
OG0015464	XP_006287578.1	As006G122820
OG0015465	XP_006288587.1	As006G122890
OG0015466	XP_006286564.1	As006G123280
OG0015467	XP_006288418.1	As006G123420
OG0015468	XP_006287579.1	As006G123440
OG0015469	XP_006286506.1	As006G123450
OG0015470	XP_006280641.2	As006G123710
OG0015471	XP_006287199.2	As006G123730
OG0015472	XP_006281763.1	As006G124310
OG0015473	XP_006279558.1	As006G124360
OG0015474	XP_006280354.2	As006G124380
OG0015475	XP_006281830.1	As006G124390
OG0015476	XP_023640717.1	As006G124540
OG0015477	XP_006281615.1	As006G124630
OG0015478	XP_006280294.1	As006G124660
OG0015479	XP_006279679.1	As006G124780
OG0015480	XP_006279940.2	As006G124800
OG0015481	XP_006280386.2	As006G124820
OG0015482	XP_006282187.1	As006G125070
OG0015483	XP_006293361.1	As006G125700
OG0015484	XP_006294179.1	As006G126020
OG0015485	XP_023640485.1	As006G126180
OG0015486	XP_006295213.1	As006G126400
OG0015487	XP_006293929.1	As006G126440
OG0015488	XP_006295070.1	As006G126450
OG0015489	XP_006295219.2	As006G126810
OG0015490	XP_023640659.1	As006G127190
OG0015491	XP_006293935.1	As006G127340
OG0015492	XP_006293618.1	As006G127360
OG0015493	XP_023640576.1	As006G127780
OG0015494	XP_006294040.1	As006G128200
OG0015495	XP_023640107.1	As006G128320
OG0015496	XP_006293616.1	As006G128570
OG0015497	XP_023640988.1	As006G129100
OG0015498	XP_006294546.1	As006G129410
OG0015499	XP_006294797.1	As006G129570
OG0015500	XP_006293604.1	As006G129620
OG0015501	XP_006295346.1	As006G129690
OG0015502	XP_023640096.1	As006G129930
OG0015503	XP_006294965.1	As006G129990
OG0015504	XP_023639843.1	As006G130040
OG0015505	XP_023640259.1	As006G130060
OG0015506	XP_006294057.1	As006G130100
OG0015507	XP_006294108.1	As006G130130
OG0015508	XP_023640237.1	As006G130260
OG0015509	XP_006293611.1	As006G130580
OG0015510	XP_006293746.1	As006G130600
OG0015511	XP_006293569.1	As006G130670
OG0015512	XP_006293969.1	As006G130730
OG0015513	XP_023640973.1	As006G130780
OG0015514	XP_006296317.1	As006G130870
OG0015515	XP_006293547.1	As006G131000
OG0015516	XP_006293962.2	As006G131010
OG0015517	XP_006293376.1	As006G131200
OG0015518	XP_006295089.2	As006G131230
OG0015519	XP_006296073.1	As006G131240
OG0015520	XP_023640826.1	As006G131310
OG0015521	XP_006294090.1	As006G131350
OG0015522	XP_006304213.1	As006G131440
OG0015523	XP_006287817.1	As006G131470
OG0015524	XP_006296190.1	As006G131500
OG0015525	XP_006293917.1	As006G131590
OG0015526	XP_023640178.1	As006G131690
OG0015527	XP_006294280.1	As006G131700
OG0015528	XP_023640881.1	As006G131730
OG0015529	XP_023633190.1	As006G131810
OG0015530	XP_006294008.1	As006G131840
OG0015531	XP_023640049.1	As006G131890
OG0015532	XP_006295714.1	As006G132010
OG0015533	XP_006293617.1	As006G132120
OG0015534	XP_006283048.1	As006G132340
OG0015535	XP_006297296.1	As006G132880
OG0015536	XP_023641329.1	As006G133040
OG0015537	XP_006298261.2	As006G133280
OG0015538	XP_023641836.1	As006G133320
OG0015539	XP_023645445.1	As006G133350
OG0015540	XP_006298775.1	As006G133410
OG0015541	XP_006299844.1	As006G133460
OG0015542	XP_006297990.1	As006G133530
OG0015543	XP_023641226.1	As006G133550
OG0015544	XP_006300243.1	As006G133590
OG0015545	XP_006279343.2	As006G133670
OG0015546	XP_006299686.1	As006G133760
OG0015547	XP_023633469.1	As006G133790
OG0015548	XP_006279340.1	As006G133820
OG0015549	XP_023633501.1	As006G133840
OG0015550	XP_006296113.2	As006G133860
OG0015551	XP_006279331.1	As006G133870
OG0015552	XP_006279335.1	As006G133950
OG0015553	XP_006287754.1	As006G133980
OG0015554	XP_006287816.1	As006G134000
OG0015555	XP_023633678.1	As006G134270
OG0015556	XP_006284029.1	As006G134520
OG0015557	XP_023642333.1	As006G134820
OG0015558	XP_006298962.1	As006G134860
OG0015559	XP_006297594.1	As006G135090
OG0015560	XP_006300032.1	As006G135100
OG0015561	XP_006296858.1	As006G135120
OG0015562	XP_006298828.1	As006G135180
OG0015563	XP_023642498.1	As006G135290
OG0015564	XP_023642415.1	As006G135300
OG0015565	XP_006299835.1	As006G135430
OG0015566	XP_006299858.1	As006G135650
OG0015567	XP_023641200.1	As006G135690
OG0015568	XP_006297405.1	As006G135710
OG0015569	XP_006298245.1	As006G135820
OG0015570	XP_006298263.1	As006G135940
OG0015571	XP_006298698.1	As006G136030
OG0015572	XP_006299762.1	As006G136040
OG0015573	XP_006298706.1	As006G136300
OG0015574	XP_006297431.1	As006G136580
OG0015575	XP_006299929.1	As006G136740
OG0015576	XP_023641551.1	As006G136850
OG0015577	XP_006298625.1	As006G137160
OG0015578	XP_006297158.1	As006G137400
OG0015579	XP_006296937.1	As006G137470
OG0015580	XP_006299082.1	As006G137510
OG0015581	XP_006296821.1	As006G137950
OG0015582	XP_023641429.1	As006G138030
OG0015583	XP_006299027.1	As006G138410
OG0015584	XP_006297224.1	As006G138660
OG0015585	XP_006297716.1	As006G138790
OG0015586	XP_006298266.1	As006G138880
OG0015587	XP_006298372.1	As006G138990
OG0015588	XP_006296883.1	As006G139000
OG0015589	XP_006297694.2	As006G139100
OG0015590	XP_006298584.1	As006G139140
OG0015591	XP_023638243.1	As012G286110
OG0015592	XP_006297896.1	As006G139950
OG0015593	XP_006297445.2	As006G140040
OG0015594	XP_006298539.2	As006G140470
OG0015595	XP_006297569.1	As006G140600
OG0015596	XP_023641286.1	As012G267700, As006G140670
OG0015597	XP_006297816.1	As006G140700
OG0015598	XP_006296804.1	As006G140750
OG0015599	XP_006297410.1	As006G140820
OG0015600	XP_006299479.1	As006G140840
OG0015601	XP_006297949.1	As006G141040
OG0015602	XP_006297628.1	As006G141070
OG0015603	XP_023641596.1	As006G141190
OG0015604	XP_006298975.2	As006G141240
OG0015605	XP_006298429.1	As006G141380
OG0015606	XP_023641529.1	As006G141410
OG0015607	XP_006297088.1	As006G141440
OG0015608	XP_006297331.1	As006G141520
OG0015609	XP_006298683.1	As006G141610
OG0015610	XP_006297777.1	As006G141620
OG0015611	XP_006300088.1	As006G141770
OG0015612	XP_006296694.1	As006G142250
OG0015613	XP_023641408.1	As006G142270
OG0015614	XP_006293840.2	As006G142640
OG0015615	XP_023640665.1	As006G142660
OG0015616	XP_006295229.1	As006G142870
OG0015617	XP_006293799.2	As006G143020
OG0015618	XP_006295692.1	As006G143080
OG0015619	XP_006294270.1	As006G143380
OG0015620	XP_006294666.1	As006G143400
OG0015621	XP_006293689.1	As006G143660
OG0015622	XP_006294168.1	As006G143910
OG0015623	XP_006295551.1	As006G143990
OG0015624	XP_006296442.1	As006G144080, As007G166830
OG0015625	XP_006293504.1	As006G144130
OG0015626	XP_006293442.1	As006G144470
OG0015627	XP_006294647.1	As006G144860
OG0015628	XP_006297741.1	As006G144940
OG0015629	XP_023639680.1	As006G144980
OG0015630	XP_006295077.1	As006G145160
OG0015631	XP_023639673.1	As006G145360
OG0015632	XP_006295460.1	As006G145550
OG0015633	XP_006296443.1	As006G145580
OG0015634	XP_006294724.1	As006G145670
OG0015635	XP_006296216.2, XP_006296219.1	As006G145680
OG0015636	XP_023641881.1	As006G145750, As011G258620
OG0015637	XP_006295230.1	As006G145830
OG0015638	XP_006296196.1	As006G145880
OG0015639	XP_006294870.1	As006G145890
OG0015640	XP_006293506.1	As006G146020
OG0015641	XP_023640841.1	As006G146320, As006G146310
OG0015642	XP_006294816.1	As006G146660
OG0015643	XP_006294589.1	As006G146680
OG0015644	XP_006294495.1	As006G147180
OG0015645	XP_023640077.1	As006G147330
OG0015646	XP_006294550.1	As006G147340
OG0015647	XP_006295953.1	As006G147490
OG0015648	XP_006296531.1	As006G147510
OG0015649	XP_006293846.1	As006G147890
OG0015651	XP_006294202.1	As006G148780
OG0015652	XP_006304525.1	As007G152230
OG0015653	XP_006305845.1	As007G152250
OG0015654	XP_023646023.1	As007G152570
OG0015655	XP_006306369.1	As007G152780, As012G282080
OG0015656	XP_023645923.1	As007G152920
OG0015657	XP_023645633.1	As007G153100
OG0015658	XP_006304316.1	As007G153410
OG0015659	XP_006305734.1	As007G153490
OG0015660	XP_006306700.1	As007G153690
OG0015661	XP_023645955.1	As007G153830
OG0015662	XP_006304885.1	As007G153840
OG0015663	XP_006304808.1	As007G153860
OG0015664	XP_006305310.1	As007G153890
OG0015665	XP_023633057.1	As007G153930
OG0015666	XP_023645043.1	As007G154000
OG0015667	XP_006307007.1	As007G154170
OG0015668	XP_006305935.2	As007G154530
OG0015669	XP_023633137.1	As007G154610
OG0015670	XP_006304965.1	As007G154630
OG0015671	XP_023633136.1	As007G154710
OG0015672	XP_006302150.1	As007G154720
OG0015673	XP_006305676.1	As007G155130
OG0015674	XP_006306210.1	As007G155240
OG0015675	XP_006307461.2	As007G155280
OG0015676	XP_023632801.1	As007G155380
OG0015677	XP_006307016.1	As007G155470
OG0015678	XP_006303432.1	As007G155510
OG0015679	XP_006304178.1	As007G155670
OG0015680	XP_006307629.1	As007G155710
OG0015681	XP_006306486.1	As007G155740
OG0015682	XP_006306888.1	As007G155770
OG0015683	XP_023632611.1	As007G156290
OG0015684	XP_006303171.1	As007G156650
OG0015685	XP_023644891.1	As007G156680
OG0015686	XP_006304635.1	As007G156750
OG0015687	XP_006307427.1	As007G156910
OG0015688	XP_006306288.2	As007G157080
OG0015689	XP_006306166.1	As007G157560
OG0015690	XP_006303894.1	As007G157630
OG0015691	XP_023644831.1	As007G157640
OG0015692	XP_006303243.1	As007G157750
OG0015693	XP_023644908.1	As007G157800
OG0015694	XP_006306531.1	As007G157820
OG0015695	XP_006304769.1	As007G157860, As007G157970, As007G157870
OG0015696	XP_006304328.2	As007G158140
OG0015697	XP_006303258.1	As007G158190
OG0015698	XP_006304237.1	As007G158520
OG0015699	XP_006304546.1	As007G158620
OG0015700	XP_006304306.1	As007G158710
OG0015701	XP_006305047.1	As007G158910
OG0015702	XP_023633030.1	As007G159100
OG0015703	XP_023645274.1	As007G159110
OG0015704	XP_006306396.1	As007G159170
OG0015705	XP_006304329.1	As007G159230
OG0015706	XP_006306762.1	As007G159320
OG0015707	XP_006306339.1	As007G159540
OG0015708	XP_006305671.1	As007G159780
OG0015709	XP_023645818.1	As007G159870
OG0015710	XP_006307628.1	As007G159950
OG0015711	XP_023645015.1	As007G160240
OG0015712	XP_006303626.1	As007G160550
OG0015713	XP_006306437.1	As007G160620
OG0015714	XP_006303169.1	As007G160780
OG0015715	XP_006300707.1	As007G160910
OG0015716	XP_006304788.1	As007G160970
OG0015717	XP_006302275.1	As007G161110
OG0015718	XP_006303703.1	As007G161130
OG0015719	XP_006304911.1	As007G161230
OG0015720	XP_006305211.2	As007G161330
OG0015721	XP_006303882.1	As007G161680
OG0015722	XP_006305681.1	As007G161870
OG0015723	XP_006307565.1	As007G161920
OG0015724	XP_006305582.1	As007G162300
OG0015725	XP_006304119.1	As007G162310
OG0015726	XP_023644837.1	As007G162360
OG0015727	XP_006303919.1	As007G162640
OG0015728	XP_006285260.1	As007G162690
OG0015729	XP_023635105.1	As007G162750
OG0015730	XP_006285997.1	As007G162830
OG0015731	XP_006282544.1	As007G162960
OG0015732	XP_006285210.1	As007G163010
OG0015733	XP_023634943.1	As007G163090
OG0015734	XP_006293890.1	As007G163190
OG0015735	XP_006283607.2	As007G163330
OG0015736	XP_023634734.1	As007G163490
OG0015737	XP_006282961.1	As007G163560
OG0015738	XP_006285667.1	As007G163570
OG0015739	XP_006285931.1	As007G163740
OG0015740	XP_006283270.2	As007G164320
OG0015741	XP_006283026.1	As007G164380
OG0015742	XP_006284353.1	As007G164660
OG0015743	XP_006285475.1	As007G164780
OG0015744	XP_023635648.1	As007G165360
OG0015745	XP_006286259.1	As007G165640
OG0015746	XP_006284272.1	As007G165700
OG0015747	XP_006279683.1	As007G165750
OG0015748	XP_006305019.1	As007G165970
OG0015749	XP_006285134.1	As007G166010
OG0015750	XP_006284487.1	As007G166990
OG0015751	XP_006295387.1	As009G207500, As007G167110
OG0015752	XP_006296309.1	As007G177490
OG0015753	XP_006295092.2	As007G177560
OG0015754	XP_006294293.1	As007G177840
OG0015755	XP_006293942.1	As007G179090
OG0015756	XP_006296515.1	As007G179260
OG0015757	XP_006293655.1	As007G179480
OG0015758	XP_006295423.1	As007G179550
OG0015759	XP_006294625.1	As007G179600
OG0015760	XP_006283888.1	As007G179710
OG0015761	XP_006294129.2	As007G179750
OG0015762	XP_006293984.1	As007G179890
OG0015763	XP_006294884.1	As007G180140
OG0015764	XP_023638281.1	As007G180180
OG0015765	XP_006294135.1	As007G180270
OG0015766	XP_023639430.1	As007G180540
OG0015767	XP_023641014.1	As007G180600
OG0015768	XP_006296468.1	As007G180610
OG0015769	XP_023639486.1	As007G180730
OG0015770	XP_023639777.1	As007G180790
OG0015771	XP_023640005.1	As007G180900
OG0015772	XP_006294653.1	As007G181930
OG0015773	XP_006296348.1	As007G182020
OG0015774	XP_006294350.1	As007G182100
OG0015775	XP_006279817.2	As007G182210
OG0015776	XP_006305417.1	As008G182870
OG0015777	XP_023645717.1	As008G183020
OG0015778	XP_006304131.1	As008G183100
OG0015779	XP_023645601.1	As008G183110
OG0015780	XP_006307479.1	As008G183130
OG0015781	XP_006304252.1	As008G183190
OG0015782	XP_006304464.1	As008G183380
OG0015783	XP_023644893.1	As008G183420
OG0015784	XP_023645650.1	As008G183540
OG0015785	XP_006306393.1	As008G183670
OG0015786	XP_006304161.1	As008G183710
OG0015787	XP_006307650.1	As008G183870
OG0015788	XP_006306135.2	As008G183920
OG0015789	XP_023645956.1	As008G184080
OG0015790	XP_006303153.1	As008G184170
OG0015791	XP_006307445.1	As008G184360
OG0015792	XP_006303312.1	As008G184620
OG0015793	XP_006303946.1	As008G184670
OG0015794	XP_006304711.1	As008G184740
OG0015795	XP_006306686.2	As008G184780
OG0015796	XP_023644848.1	As008G184870
OG0015797	XP_006304754.2	As008G185070
OG0015798	XP_023632805.1	As008G185080
OG0015799	XP_006307619.1	As008G185280
OG0015800	XP_023645169.1	As008G185610
OG0015801	XP_006306834.1	As008G185760
OG0015802	XP_006305439.1	As008G185930
OG0015803	XP_006303047.1	As008G185940
OG0015804	XP_006305492.2	As008G186070
OG0015805	XP_006305467.1	As008G186280
OG0015806	XP_023644712.1	As008G186670
OG0015807	XP_006305142.1	As008G186730
OG0015808	XP_006305846.2	As008G186750
OG0015809	XP_006307578.2	As008G186860
OG0015810	XP_006305398.1	As008G187050
OG0015811	XP_006305727.1	As008G187080
OG0015812	XP_006306425.1	As008G187210
OG0015813	XP_006304862.1	As008G187360
OG0015814	XP_023645456.1	As008G187500
OG0015815	XP_006304299.1	As008G187520
OG0015816	XP_023632895.1	As008G187570
OG0015817	XP_023633234.1	As008G187620
OG0015818	XP_006306630.1	As008G187790
OG0015819	XP_023645691.1	As008G188100
OG0015820	XP_006307058.1	As008G188330
OG0015821	XP_023632650.1	As008G188340
OG0015822	XP_006307382.1	As008G188490
OG0015823	XP_006304210.1	As008G188620
OG0015824	XP_006305368.1	As008G188700
OG0015825	XP_023632944.1	As008G188800
OG0015826	XP_006304477.1	As008G189010
OG0015827	XP_006304207.1	As008G189510
OG0015828	XP_006306655.1	As008G189900
OG0015829	XP_006306095.1	As008G189950
OG0015830	XP_006305381.1	As008G190890
OG0015831	XP_006306426.1	As008G191890
OG0015832	XP_023634456.1, XP_023645801.1	As008G192030
OG0015833	XP_023638304.1	As008G192290
OG0015834	XP_006306847.1	As008G192560
OG0015835	XP_006305486.1	As008G192900
OG0015836	XP_006303302.1	As008G193090
OG0015837	XP_006303732.1	As008G193170
OG0015838	XP_006306042.1	As008G193190
OG0015839	XP_006305018.1	As008G193290
OG0015840	XP_006306699.1	As008G193310
OG0015841	XP_006307051.1	As008G193320
OG0015842	XP_006306676.1	As008G193420
OG0015843	XP_006306187.2	As008G193480
OG0015844	XP_006306354.1	As008G193580
OG0015845	XP_006304917.1	As008G193590
OG0015846	XP_006305857.1	As008G193610
OG0015847	XP_006306038.1	As008G193670
OG0015848	XP_006307017.1	As008G194250
OG0015849	XP_023632839.1	As008G194350
OG0015850	XP_006280436.1	As008G194360
OG0015851	XP_006304682.2	As008G194370
OG0015852	XP_006303960.2	As008G194390
OG0015853	XP_006303862.1	As008G194860
OG0015854	XP_023644600.1	As008G194910
OG0015855	XP_023646026.1	As008G195260
OG0015856	XP_006305299.1	As008G195290
OG0015857	XP_006307618.1	As008G195430
OG0015858	XP_023632804.1	As008G195480
OG0015859	XP_006307306.1	As008G195540
OG0015860	XP_023645134.1	As008G195550
OG0015861	XP_006306024.2	As008G195640
OG0015862	XP_006303956.1	As008G196010
OG0015863	XP_006287022.1	As008G196120
OG0015864	XP_023645370.1	As008G196580
OG0015865	XP_006306477.1	As008G196620
OG0015866	XP_023645416.1	As008G196630
OG0015867	XP_006306944.1	As008G196800
OG0015868	XP_023645335.1	As008G197000
OG0015869	XP_023645271.1	As008G197110
OG0015870	XP_006306146.2	As008G197120
OG0015871	XP_006306694.1	As008G197130
OG0015872	XP_006305556.1	As008G197250
OG0015873	XP_006306852.1	As008G197400
OG0015874	XP_006303463.1	As008G197670
OG0015875	XP_006303299.1	As008G197810
OG0015876	XP_006306829.1	As008G197860
OG0015877	XP_006307128.2	As008G197960
OG0015878	XP_006303529.1	As008G198050
OG0015879	XP_006305510.1	As008G198150
OG0015880	XP_006304532.2	As008G198170
OG0015881	XP_006306019.1	As008G198600
OG0015882	XP_006307480.1	As008G198940
OG0015883	XP_006305484.1	As008G199100
OG0015884	XP_023645093.1	As008G199150
OG0015885	XP_006303692.1	As008G199250
OG0015886	XP_006306838.2	As008G199260
OG0015887	XP_006305215.1	As008G199280
OG0015888	XP_023644739.1	As008G199320
OG0015889	XP_006307695.1	As008G199360
OG0015890	XP_023633010.1	As008G199370
OG0015891	XP_023645583.1	As008G199440
OG0015892	XP_023644716.1	As008G199570
OG0015893	XP_023644677.1	As008G199660
OG0015894	XP_006289792.1	As009G199730
