Orthogroup	Capsella_rubella	Erysimum_linariifolium
OG0016053	XP_006290921.1	El001G018650
OG0016054	XP_006290867.1	El001G018630
OG0016055	XP_006306611.1	El002G115940
OG0016056	XP_023638333.1	El001G018070
OG0016057	XP_006291353.1	El001G018040
OG0016058	XP_006290702.2	El001G018000
OG0016059	XP_006293335.2	El001G017920
OG0016060	XP_006291924.1	El001G017840
OG0016061	XP_006290533.1	El001G017790
OG0016062	XP_006281131.1	El007G327620
OG0016063	XP_006290943.1	El001G017710
OG0016064	XP_006291484.1	El001G017670
OG0016065	XP_006292360.1	El001G017520
OG0016066	XP_006290330.1	El001G017460
OG0016067	XP_006291392.1	El001G017370
OG0016068	XP_006291372.1	El001G017290
OG0016069	XP_006290614.1	El001G017210
OG0016070	XP_006290929.1	El001G017130
OG0016071	XP_006291228.1	El001G017120
OG0016072	XP_006291809.1	El001G016840
OG0016073	XP_006290796.2	El001G016780
OG0016074	XP_006291717.1	El001G016770
OG0016075	XP_006291796.1	El001G016760
OG0016076	XP_006290793.1	El001G016710
OG0016077	XP_006293113.1	El001G016350
OG0016078	XP_006291711.1	El001G016170
OG0016079	XP_006290336.1	El001G016080
OG0016080	XP_006291907.1	El001G015810
OG0016081	XP_006293346.2	El001G014760
OG0016082	XP_006291005.1	El001G014290
OG0016083	XP_023637960.1	El001G014200, El005G260980
OG0016084	XP_006293067.1	El001G012680
OG0016085	XP_006291786.1	El001G011870
OG0016086	XP_023639232.1	El001G011820
OG0016087	XP_006290563.1	El001G011770
OG0016088	XP_006293246.1	El001G011740
OG0016089	XP_006291823.1	El001G040280
OG0016090	XP_006290991.1	El003G190950
OG0016091	XP_006305036.1	El002G084280
OG0016092	XP_006300327.1	El004G218830
OG0016093	XP_006300710.2	El004G217730
OG0016094	XP_006300427.1	El004G218720
OG0016095	XP_006302748.2	El004G218870
OG0016096	XP_006300867.1	El004G218430
OG0016097	XP_006300957.1	El004G219470
OG0016098	XP_006302215.1	El004G219700
OG0016099	XP_006298543.1	El005G248300
OG0016100	XP_023642979.1	El004G219560
OG0016101	XP_006301605.1	El004G219810
OG0016102	XP_006301711.1	El004G219940
OG0016103	XP_006301413.1	El004G219960
OG0016104	XP_023643054.1	El004G220070
OG0016105	XP_006301179.1	El004G220080
OG0016106	XP_023642848.1	El004G220240
OG0016107	XP_006301926.1	El004G220420
OG0016108	XP_006301944.1	El004G220430
OG0016109	XP_023643282.1	El004G220640
OG0016110	XP_006301543.2	El004G220650
OG0016111	XP_023644188.1	El004G220800, El007G360500
OG0016112	XP_006301787.2	El004G221160
OG0016113	XP_006302832.1	El004G221360
OG0016114	XP_023643703.1	El004G221480
OG0016115	XP_006302346.2	El004G221680
OG0016116	XP_006300442.1	El004G221750
OG0016117	XP_006289474.2	El001G051720
OG0016118	XP_023643131.1	El004G222270
OG0016119	XP_006302234.1	El004G222290
OG0016120	XP_006301021.1	El004G222480
OG0016121	XP_006302749.1	El004G222680
OG0016122	XP_006302594.2	El004G222990
OG0016123	XP_006300353.1	El004G223010
OG0016124	XP_006301271.1	El004G223150
OG0016125	XP_006302759.1	El004G223170
OG0016126	XP_006301286.1	El004G223210
OG0016127	XP_006302123.1	El004G223300
OG0016128	XP_006301999.1	El004G223360
OG0016129	XP_006302624.1	El004G223420
OG0016130	XP_006302181.1	El004G223480
OG0016131	XP_006301552.1	El004G223490
OG0016132	XP_006301758.1	El004G223520
OG0016133	XP_006302817.2	El004G223540
OG0016134	XP_023643631.1	El004G223580
OG0016135	XP_023643004.1	El004G223600
OG0016136	XP_006302242.1	El004G223990
OG0016137	XP_006301526.1	El004G231460
OG0016138	XP_006302085.1	El004G231260
OG0016139	XP_006300833.1	El004G231240
OG0016140	XP_023643877.1	El004G231080
OG0016141	XP_006300478.1	El004G230760
OG0016142	XP_006302296.1	El004G230700
OG0016143	XP_006302722.1	El004G230520
OG0016144	XP_006300985.1	El004G230450
OG0016145	XP_006302725.2	El004G230250
OG0016146	XP_006302409.1	El004G229900
OG0016148	XP_006302191.1	El004G229660
OG0016149	XP_006302126.1	El004G229570
OG0016150	XP_006302985.1	El004G229490
OG0016151	XP_006296676.1	El005G270070
OG0016152	XP_006302504.2	El004G229400
OG0016153	XP_006302723.1	El004G229380
OG0016154	XP_006301133.1	El004G229280
OG0016155	XP_006300748.1	El004G229270
OG0016156	XP_006301582.1	El004G229060
OG0016157	XP_006301726.1	El004G229040
OG0016158	XP_006301774.1	El004G228950
OG0016159	XP_006300534.1	El004G228900
OG0016160	XP_023643486.1	El004G228620
OG0016161	XP_006302682.2	El004G228290
OG0016162	XP_006300664.1	El004G228260
OG0016163	XP_006302664.2	El004G228160
OG0016164	XP_006305539.1	El002G128950
OG0016165	XP_006302113.1	El004G228020
OG0016166	XP_006301007.1	El004G228000
OG0016167	XP_006300472.1	El004G227970
OG0016168	XP_006302145.1	El004G227800
OG0016169	XP_006303106.2	El004G227620
OG0016170	XP_006300780.1	El004G227540
OG0016171	XP_006302167.1	El004G227460
OG0016172	XP_006302858.2	El004G227420
OG0016173	XP_006302127.1	El004G227320
OG0016174	XP_006300319.1	El004G227230
OG0016175	XP_023643491.1	El004G227180
OG0016176	XP_006301886.1	El004G227170
OG0016177	XP_006300775.1	El004G227120
OG0016178	XP_023644181.1	El004G227080
OG0016179	XP_006300809.1	El004G226870
OG0016180	XP_006302473.1	El004G226860
OG0016181	XP_006300406.1	El004G226800
OG0016182	XP_023643967.1	El004G226550
OG0016183	XP_006303017.1	El004G226390
OG0016184	XP_006301055.1	El004G226160
OG0016185	XP_006301136.1	El004G226020
OG0016186	XP_006302279.1	El004G225640
OG0016187	XP_006301843.1	El004G225560
OG0016188	XP_023643669.1	El004G225490
OG0016189	XP_006300819.2	El004G225290
OG0016190	XP_006302323.1	El004G225250
OG0016191	XP_006302297.1	El004G225220
OG0016192	XP_023643041.1	El004G225200
OG0016193	XP_023643723.1	El004G225170
OG0016194	XP_006301850.1	El004G225100
OG0016195	XP_023643248.1	El004G224770
OG0016196	XP_006300604.1	El004G224590
OG0016197	XP_006301970.1	El004G224570
OG0016198	XP_006300448.1	El004G224550
OG0016199	XP_006301635.2	El004G232220
OG0016200	XP_006300371.1	El004G232320
OG0016201	XP_006301680.1	El004G232330
OG0016202	XP_006302038.1	El004G232360
OG0016203	XP_006301930.1	El004G232420
OG0016204	XP_006302939.1	El004G232760
OG0016205	XP_023643482.1	El004G233110
OG0016206	XP_006301270.1	El004G233350
OG0016207	XP_006301911.1	El004G233450
OG0016208	XP_006302990.1	El004G234330
OG0016209	XP_006291145.1	El004G234340
OG0016210	XP_006301426.1	El004G234440
OG0016211	XP_006301858.2	El004G234450
OG0016212	XP_023642836.1	El004G234500
OG0016213	XP_006301202.1	El004G234650
OG0016214	XP_006301745.1	El004G234810
OG0016215	XP_006301408.1	El004G234760
OG0016216	XP_006301222.1	El004G234750
OG0016217	XP_023644166.1	El004G234740
OG0016218	XP_023642511.1	El005G248610
OG0016220	XP_006299370.1	El005G249030
OG0016221	XP_006297464.1	El005G249070
OG0016222	XP_006298657.1	El005G249490
OG0016223	XP_006298908.1	El005G249650
OG0016224	XP_006297053.1	El007G347790
OG0016225	XP_006298198.2	El005G249780
OG0016226	XP_006297276.1	El005G250130
OG0016227	XP_023642679.1	El007G352460, El005G250350
OG0016228	XP_006298693.1	El005G251110
OG0016229	XP_006297516.1	El005G251210
OG0016230	XP_006298294.1	El005G251480
OG0016231	XP_023642045.1	El005G251980
OG0016232	XP_006297621.1	El005G252120
OG0016233	XP_023642622.1	El005G252360
OG0016234	XP_006298773.1	El005G252580
OG0016235	XP_006297092.1	El005G252640
OG0016236	XP_023642070.1	El005G252930
OG0016237	XP_006299403.2	El005G253000
OG0016238	XP_023642791.1	El005G253010
OG0016239	XP_006298435.1	El005G253020
OG0016240	XP_006298114.1	El005G253050
OG0016242	XP_006298642.2	El005G253340
OG0016243	XP_006297499.1	El005G253530
OG0016245	XP_006297320.1	El005G253730
OG0016246	XP_006296968.1	El005G253750
OG0016247	XP_006298187.1	El005G253850
OG0016248	XP_006297126.1	El005G253880
OG0016249	XP_006297573.1	El005G254060
OG0016250	XP_023641163.1	El005G254310
OG0016251	XP_023642752.1	El005G254380
OG0016252	XP_023642482.1	El005G254410
OG0016253	XP_006298439.1	El005G254500
OG0016254	XP_006297912.1	El005G254790
OG0016255	XP_006299635.1	El005G254870
OG0016256	XP_006299483.1	El005G255060
OG0016257	XP_006297248.1	El005G255150
OG0016258	XP_006296830.1	El005G255220
OG0016259	XP_006296982.1	El005G255670
OG0016260	XP_006296923.1	El005G255860
OG0016261	XP_023642645.1	El005G255980
OG0016262	XP_006297125.1	El005G256240, El005G256220
OG0016263	XP_023641591.1	El005G256310
OG0016264	XP_023641762.1	El005G256530
OG0016265	XP_006296813.2	El005G256610
OG0016267	XP_006297934.1	El005G257160
OG0016268	XP_006300009.1	El005G257250
OG0016269	XP_006298467.1	El005G257330
OG0016270	XP_006298144.1	El005G257340
OG0016271	XP_006298503.1	El005G257480
OG0016272	XP_006297840.1	El005G258310
OG0016273	XP_006301825.2	El004G198400, El004G198390
OG0016274	XP_023642200.1	El005G258590
OG0016275	XP_006300184.1	El005G258680
OG0016276	XP_006298014.2	El005G258750
OG0016277	XP_006298736.1	El005G268160
OG0016278	XP_006298779.1	El005G259850
OG0016279	XP_023641610.1	El005G259650
OG0016281	XP_006298384.1	El005G260840
OG0016282	XP_006300112.1	El005G261030
OG0016283	XP_006299103.1	El005G261330
OG0016284	XP_006297409.1	El005G264030
OG0016285	XP_006298479.1	El005G264430
OG0016286	XP_006298839.1	El005G264960
OG0016287	XP_006300091.1	El005G266760
OG0016288	XP_006299507.1	El005G267110
OG0016289	XP_006297731.1	El005G267140
OG0016290	XP_006298381.2	El005G267170
OG0016291	XP_006296868.1	El005G267730
OG0016292	XP_023642742.1	El005G267880
OG0016293	XP_006296723.1	El005G267910
OG0016294	XP_023640685.1	El006G314170
OG0016295	XP_006297261.2	El005G268460
OG0016296	XP_006298195.1	El005G268400
OG0016297	XP_023642816.1	El005G268630
OG0016298	XP_006298576.1	El005G269220
OG0016299	XP_006299254.1	El005G268970
OG0016300	XP_006297093.2	El005G269900
OG0016301	XP_006299911.1	El005G269560
OG0016302	XP_006279403.1	El005G271450
OG0016303	XP_023637992.1	El007G340910
OG0016304	XP_006300140.1	El005G271860
OG0016305	XP_006298227.1	El005G271120
OG0016306	XP_006297841.1	El005G270580, El005G270790
OG0016307	XP_023642147.1	El005G271890
OG0016308	XP_006293074.1	El005G271500
OG0016309	XP_006297649.1	El005G271950
OG0016310	XP_006297717.1	El005G271980
OG0016311	XP_006298824.1	El005G271990
OG0016312	XP_006297152.1	El005G272000
OG0016313	XP_006298449.1	El005G272020
OG0016314	XP_023641483.1	El005G272040
OG0016315	XP_006298899.1	El005G272200
OG0016316	XP_006299976.2	El005G272220
OG0016317	XP_006297796.1	El005G272310
OG0016318	XP_006298221.1	El005G272350
OG0016319	XP_023634062.1	El003G181930
OG0016320	XP_006299425.1	El005G272650
OG0016321	XP_006296713.1	El005G272690
OG0016322	XP_006298447.2	El005G272720
OG0016323	XP_023642670.1	El005G272760
OG0016324	XP_006299807.1	El005G272770
OG0016325	XP_006299618.2	El005G273090
OG0016326	XP_006296975.1	El005G273680
OG0016327	XP_006298765.1	El005G273880
OG0016328	XP_006297931.1	El005G274040
OG0016329	XP_006298098.2	El005G274120
OG0016330	XP_006297058.1	El005G274710
OG0016331	XP_006297980.1	El005G274580
OG0016332	XP_023641828.1	El005G275200
OG0016333	XP_006300108.1	El005G275540
OG0016334	XP_006298389.1	El005G275560
OG0016335	XP_006297155.1	El005G275720
OG0016336	XP_023642445.1	El005G276930
OG0016337	XP_006298841.1	El005G276700
OG0016338	XP_006298896.1	El005G276650
OG0016339	XP_006298623.1	El005G276630
OG0016340	XP_006300063.2	El005G276450
OG0016341	XP_006297899.1	El005G277310
OG0016342	XP_006296989.1	El005G277540
OG0016343	XP_023642770.1	El005G277770
OG0016344	XP_006298267.1	El005G277830
OG0016345	XP_006296926.1	El005G278140
OG0016346	XP_006297289.1	El005G278340
OG0016347	XP_006299698.1	El005G278360
OG0016348	XP_006296917.1	El005G278460
OG0016349	XP_006297342.1	El005G278560
OG0016350	XP_006298323.1	El005G278570
OG0016351	XP_006298612.2	El005G278690
OG0016352	XP_006299647.1	El005G279520
OG0016353	XP_006298194.1	El005G279260
OG0016354	XP_006298774.1	El005G279560
OG0016355	XP_023632619.1	El002G141050
OG0016356	XP_006303771.1	El002G141020
OG0016357	XP_006307317.1	El002G140950
OG0016358	XP_006305328.1	El002G140830
OG0016359	XP_006307030.1	El002G140660
OG0016360	XP_006306239.1	El002G140590
OG0016361	XP_006304735.1	El002G140320
OG0016362	XP_006304389.1	El002G140130
OG0016363	XP_023645206.1	El002G140040
OG0016364	XP_023642221.1	El005G249900
OG0016365	XP_006306998.1	El005G262580, El002G139710
OG0016366	XP_023642801.1	El005G250320
OG0016367	XP_006305331.1	El002G139380
OG0016368	XP_006306086.2	El002G139240
OG0016369	XP_006307076.1	El002G138370
OG0016370	XP_006305326.2	El002G138530
OG0016371	XP_006306180.1	El002G138020
OG0016372	XP_006306214.1	El002G137700
OG0016373	XP_006307465.1	El002G137690
OG0016374	XP_006305856.1	El002G137660
OG0016375	XP_006306256.1	El002G137490
OG0016376	XP_023646047.1	El002G137450
OG0016377	XP_006306295.1	El002G137350
OG0016378	XP_006306796.1	El002G137070
OG0016379	XP_006307159.1	El002G137040
OG0016380	XP_006306206.1	El002G136890
OG0016381	XP_006306954.2	El002G136830
OG0016382	XP_006306739.1	El002G136790
OG0016383	XP_023633069.1	El002G135200
OG0016384	XP_006303343.2	El002G135400
OG0016385	XP_006307686.1	El002G135410
OG0016386	XP_006293787.1	El006G319860
OG0016387	XP_006307704.1	El002G135700
OG0016388	XP_023645310.1	El002G135780
OG0016389	XP_023645309.1	El002G135790
OG0016390	XP_006304246.1	El002G134860
OG0016391	XP_006306934.1	El002G134830
OG0016392	XP_006303250.1	El002G134770
OG0016393	XP_023645092.1	El002G134430
OG0016394	XP_006279140.1	El002G134230
OG0016395	XP_023632986.1	El002G134180
OG0016396	XP_006306250.1	El002G134150
OG0016397	XP_006306749.1	El002G134060
OG0016398	XP_006303848.1	El002G133520
OG0016399	XP_023645105.1	El002G133480
OG0016400	XP_006305454.1	El002G133470
OG0016401	XP_023645296.1	El002G133460
OG0016402	XP_023633200.1	El002G133390
OG0016403	XP_006304442.1	El002G133250
OG0016404	XP_006307518.1	El002G132220
OG0016405	XP_006306266.1	El002G132020
OG0016406	XP_006305144.2	El002G131880
OG0016407	XP_023644802.1	El002G131790
OG0016409	XP_006306591.1	El002G131490
OG0016410	XP_006307365.1	El002G131470
OG0016411	XP_006303163.1	El002G131430
OG0016412	XP_006304008.1	El002G131370
OG0016413	XP_006285779.1	El003G171380
OG0016414	XP_006282550.1	El003G171530
OG0016415	XP_006283282.1	El003G171860
OG0016416	XP_006284495.1	El003G172270
OG0016417	XP_006283848.1	El003G172290
OG0016418	XP_006283836.2	El007G343590
OG0016419	XP_006295921.2	El006G296440
OG0016420	XP_006305272.1	El002G117180
OG0016421	XP_006296381.1	El006G296830
OG0016422	XP_006292000.1	El001G022270
OG0016423	XP_023639233.1	El001G022380
OG0016424	XP_006290738.1	El001G022570
OG0016425	XP_006291364.1	El001G022650
OG0016426	XP_023639037.1	El001G022930
OG0016427	XP_006291061.1	El001G023030
OG0016428	XP_006293125.1	El001G023040
OG0016429	XP_006290686.1	El001G023060
OG0016430	XP_023637832.1	El001G023690
OG0016431	XP_006297090.1	El005G242840
OG0016432	XP_006303637.1	El002G101900
OG0016433	XP_006293052.1	El001G023980
OG0016434	XP_006291362.1	El001G024580
OG0016435	XP_006290869.1	El001G024610
OG0016436	XP_023637972.1	El001G022150
OG0016437	XP_006291700.1	El001G022220
OG0016438	XP_023638388.1	El001G022060
OG0016439	XP_006292185.1	El001G022010
OG0016440	XP_006290847.1	El001G021900
OG0016441	XP_006307154.1	El002G108800
OG0016442	XP_006291778.2	El001G021880
OG0016443	XP_006290591.1	El001G021890
OG0016444	XP_006290711.1	El001G025270
OG0016445	XP_006291523.1	El001G025430
OG0016446	XP_023639309.1	El001G025640
OG0016447	XP_006290797.1	El001G025700
OG0016448	XP_023638532.1	El001G025730
OG0016449	XP_023638448.1	El001G026220
OG0016450	XP_006290373.1	El001G026290
OG0016451	XP_006292463.1	El001G026320
OG0016452	XP_006292431.1	El001G027310
OG0016453	XP_023637955.1	El001G027430
OG0016454	XP_006291636.1	El001G027530
OG0016455	XP_023637968.1	El001G027560
OG0016456	XP_023638744.1	El001G027740
OG0016457	XP_023637893.1	El001G028000
OG0016458	XP_006291592.1	El001G028100
OG0016459	XP_023638676.1	El001G028260
OG0016460	XP_006291321.1	El001G028420
OG0016461	XP_006292243.1	El001G028560
OG0016462	XP_006293304.1	El001G029000
OG0016463	XP_023637798.1	El001G029040
OG0016464	XP_006290615.1	El001G029080
OG0016465	XP_006291346.1	El001G029290
OG0016466	XP_006291548.1	El001G029340
OG0016467	XP_006290696.1	El001G029350
OG0016468	XP_006290370.1	El001G029510
OG0016469	XP_006291261.1	El001G025390
OG0016470	XP_023638255.1	El001G030080
OG0016471	XP_006291642.2	El001G030090
OG0016472	XP_023639164.1	El001G030160
OG0016473	XP_006291323.2	El001G030460
OG0016474	XP_006291459.2	El003G187780
OG0016475	XP_023637829.1	El001G031100
OG0016476	XP_006290351.1	El001G031340
OG0016477	XP_006296789.1	El005G270030
OG0016478	XP_006292239.1	El001G031590
OG0016479	XP_006293043.1	El001G031630
OG0016480	XP_023637883.1	El001G031850
OG0016481	XP_006291453.1	El001G032050
OG0016482	XP_006291254.1	El001G032240
OG0016483	XP_006290712.1	El001G032790
OG0016484	XP_023638440.1	El001G033040
OG0016485	XP_006293252.2	El001G033380
OG0016486	XP_006291035.1	El001G033500
OG0016487	XP_006291847.1	El001G033550
OG0016488	XP_006293268.1	El001G033710
OG0016489	XP_006290523.2	El001G033950
OG0016490	XP_006291671.1	El001G034090
OG0016491	XP_006290312.1	El001G034290
OG0016492	XP_006290678.1	El001G034480
OG0016493	XP_006292713.1	El001G034630
OG0016494	XP_006291368.1	El001G034640
OG0016495	XP_006291882.1	El001G035110
OG0016496	XP_006292651.1	El001G034990
OG0016497	XP_006293072.2	El001G035370
OG0016498	XP_006291245.1	El001G035410
OG0016499	XP_006291814.1	El001G035450
OG0016500	XP_023637969.1	El001G035640
OG0016501	XP_006293017.1	El001G035660
OG0016502	XP_006292218.1	El001G035670
OG0016503	XP_006292690.1	El001G035680
OG0016504	XP_023638129.1, XP_023638954.1	El001G035780
OG0016505	XP_006292577.1	El001G035810
OG0016506	XP_006292523.2	El001G035870
OG0016507	XP_006291413.1	El001G035890
OG0016508	XP_023638370.1	El001G035930
OG0016509	XP_006292627.1	El001G035940
OG0016510	XP_006304031.1	El005G271060, El002G141320
OG0016511	XP_006306942.1	El002G137220
OG0016512	XP_006299148.1	El002G136710
OG0016512	XP_023644545.1	El002G136720
OG0016513	XP_006283110.1	El003G172190
OG0016515	XP_006284624.1	El007G348180
OG0016516	XP_006291089.1	El001G021190
OG0016517	XP_006292658.1	El001G023610
OG0016518	XP_006291352.1	El001G024460
OG0016519	XP_006290682.1	El001G029300
OG0016520	XP_023638960.1	El001G029470
OG0016521	XP_023633553.1	El007G350400
OG0016522	XP_006290936.1	El001G031310
OG0016523	XP_006295325.1	El006G318920
OG0016524	XP_006292270.1	El001G032020
OG0016525	XP_006290613.1	El001G033020
OG0016526	XP_006293216.1	El003G153510, El001G034030
OG0016527	XP_006284485.1	El003G171320
OG0016528	XP_023637445.1	El007G364190
OG0016529	XP_006279851.1	El007G365810
OG0016530	XP_006280219.1	El007G366940
OG0016531	XP_006280083.1	El007G361620
OG0016533	XP_006295027.1	El006G296080
OG0016535	XP_006294540.1	El006G291930
OG0016536	XP_006296465.2	El006G285680
OG0016537	XP_023640650.1	El006G280810
OG0016538	XP_006295712.2	El006G319180
OG0016539	XP_006302396.1	El004G230500
OG0016540	XP_006285052.1	El003G183510
OG0016541	XP_006283946.1	El003G156660
OG0016542	XP_023634650.1	El003G149860
OG0016543	XP_006280874.1	El007G344190
OG0016545	XP_023634482.1	El003G141720
OG0016546	XP_006307205.1	El002G083770
OG0016547	XP_006304026.1	El002G086560
OG0016548	XP_006307349.2	El002G088230
