Orthogroup	Capsella_rubella	Odontarrhena_muralis
OG0015719	XP_006304911.1	Om004G147020
OG0015720	XP_006305211.2	Om003G124950
OG0015721	XP_006303882.1	Om004G147610
OG0015722	XP_006305681.1	Om004G131990
OG0015723	XP_006307565.1	Om006G263420
OG0015724	XP_006305582.1	Om005G202140
OG0015725	XP_006304119.1	Om004G149350
OG0015726	XP_023644837.1	Om006G238540
OG0015727	XP_006303919.1	Om004G151810
OG0015728	XP_006285260.1	Om007G280240
OG0015729	XP_023635105.1	Om002G051420
OG0015730	XP_006285997.1	Om005G185130
OG0015732	XP_006285210.1	Om007G291210
OG0015733	XP_023634943.1	Om007G315270
OG0015734	XP_006293890.1	Om004G150560
OG0015735	XP_006283607.2	Om007G285620
OG0015736	XP_023634734.1	Om007G285670
OG0015737	XP_006282961.1	Om007G285690
OG0015738	XP_006285667.1	Om008G333230
OG0015739	XP_006285931.1	Om006G273970
OG0015740	XP_006283270.2	Om007G285930
OG0015741	XP_006283026.1	Om007G286000
OG0015743	XP_006285475.1	Om007G286320
OG0015744	XP_023635648.1	Om007G286560
OG0015745	XP_006286259.1	Om007G286430, Om011G365030
OG0015746	XP_006284272.1	Om007G286400
OG0015747	XP_006279683.1	Om003G127070
OG0015748	XP_006305019.1	Om005G186450
OG0015749	XP_006285134.1	Om001G021450
OG0015750	XP_006284487.1	Om001G021270
OG0015751	XP_006295387.1	Om004G151690
OG0015752	XP_006296309.1	Om004G154600
OG0015753	XP_006295092.2	Om001G007990
OG0015754	XP_006294293.1	Om003G095560
OG0015755	XP_006293942.1	Om004G152330, Om004G155250
OG0015756	XP_006296515.1	Om002G046770
OG0015757	XP_006293655.1	Om004G152090
OG0015758	XP_006295423.1	Om004G152020
OG0015759	XP_006294625.1	Om004G151310
OG0015760	XP_006283888.1	Om001G021460
OG0015761	XP_006294129.2	Om004G154470
OG0015762	XP_006293984.1	Om004G154340
OG0015763	XP_006294884.1	Om004G154050
OG0015764	XP_023638281.1	Om006G253350
OG0015765	XP_006294135.1	Om004G153820
OG0015766	XP_023639430.1	Om004G153550
OG0015767	XP_023641014.1	Om004G153500
OG0015768	XP_006296468.1	Om004G153490
OG0015769	XP_023639486.1	Om004G155840
OG0015770	XP_023639777.1	Om004G155890
OG0015771	XP_023640005.1	Om004G156000
OG0015772	XP_006294653.1	Om004G156420
OG0015773	XP_006296348.1	Om001G033090
OG0015774	XP_006294350.1	Om004G156570
OG0015776	XP_006305417.1	Om005G194750
OG0015777	XP_023645717.1	Om005G194510
OG0015778	XP_006304131.1	Om005G194420
OG0015779	XP_023645601.1	Om005G194410
OG0015780	XP_006307479.1	Om005G194390
OG0015781	XP_006304252.1	Om005G194270
OG0015782	XP_006304464.1	Om005G193980
OG0015783	XP_023644893.1	Om005G194020
OG0015784	XP_023645650.1	Om005G193810
OG0015785	XP_006306393.1	Om005G193860
OG0015786	XP_006304161.1	Om005G193650
OG0015787	XP_006307650.1	Om005G193390
OG0015788	XP_006306135.2	Om005G192940
OG0015790	XP_006303153.1	Om005G192860
OG0015791	XP_006307445.1	Om005G192540
OG0015792	XP_006303312.1	Om005G192130
OG0015793	XP_006303946.1	Om005G192040
OG0015794	XP_006304711.1	Om005G191950
OG0015795	XP_006306686.2	Om005G191880
OG0015796	XP_023644848.1	Om005G191790
OG0015797	XP_006304754.2	Om005G191590
OG0015798	XP_023632805.1	Om005G191600
OG0015799	XP_006307619.1	Om005G191380
OG0015800	XP_023645169.1	Om005G190940
OG0015801	XP_006306834.1	Om005G190810
OG0015802	XP_006305439.1	Om005G190560
OG0015803	XP_006303047.1	Om005G223560
OG0015804	XP_006305492.2	Om005G190290
OG0015805	XP_006305467.1	Om005G190020
OG0015806	XP_023644712.1	Om005G189650
OG0015807	XP_006305142.1	Om005G189530
OG0015808	XP_006305846.2	Om005G189510
OG0015809	XP_006307578.2	Om005G189380
OG0015810	XP_006305398.1	Om005G189170
OG0015811	XP_006305727.1	Om005G189150
OG0015812	XP_006306425.1	Om005G188910, Om002G078120
OG0015813	XP_006304862.1	Om005G188770
OG0015814	XP_023645456.1	Om005G188130
OG0015815	XP_006304299.1	Om005G188160
OG0015816	XP_023632895.1	Om005G188210
OG0015817	XP_023633234.1	Om005G188260
OG0015818	XP_006306630.1	Om005G188520
OG0015819	XP_023645691.1	Om005G187940
OG0015820	XP_006307058.1	Om005G187550
OG0015821	XP_023632650.1	Om005G187540
OG0015822	XP_006307382.1	Om005G187390
OG0015823	XP_006304210.1	Om005G187320
OG0015824	XP_006305368.1	Om005G187300
OG0015825	XP_023632944.1	Om005G187150
OG0015826	XP_006304477.1	Om005G187040
OG0015827	XP_006304207.1	Om005G186810
OG0015828	XP_006306655.1	Om005G186620
OG0015829	XP_006306095.1	Om005G186720
OG0015830	XP_006305381.1	Om005G186050
OG0015831	XP_006306426.1	Om005G185530
OG0015832	XP_023634456.1, XP_023645801.1	Om005G185560
OG0015833	XP_023638304.1	Om002G082350
OG0015834	XP_006306847.1	Om005G185300
OG0015835	XP_006305486.1	Om005G184990
OG0015836	XP_006303302.1	Om005G184570
OG0015837	XP_006303732.1	Om005G184470
OG0015838	XP_006306042.1	Om005G184440
OG0015839	XP_006305018.1	Om005G184050
OG0015840	XP_006306699.1	Om005G184330
OG0015841	XP_006307051.1	Om005G184310
OG0015842	XP_006306676.1	Om005G184180
OG0015843	XP_006306187.2	Om005G184160
OG0015844	XP_006306354.1	Om005G184020
OG0015845	XP_006304917.1	Om005G184010
OG0015846	XP_006305857.1	Om005G183970
OG0015847	XP_006306038.1	Om005G183920
OG0015848	XP_006307017.1	Om005G183390
OG0015849	XP_023632839.1	Om005G183250
OG0015850	XP_006280436.1	Om007G309140
OG0015851	XP_006304682.2	Om005G183240
OG0015852	XP_006303960.2	Om005G183220
OG0015853	XP_006303862.1	Om005G182800
OG0015854	XP_023644600.1	Om005G182750
OG0015855	XP_023646026.1	Om005G182340
OG0015856	XP_006305299.1	Om005G182320
OG0015857	XP_006307618.1	Om005G185840
OG0015858	XP_023632804.1	Om005G182200
OG0015859	XP_006307306.1	Om005G182160
OG0015860	XP_023645134.1	Om005G182150
OG0015861	XP_006306024.2	Om005G182030
OG0015862	XP_006303956.1	Om005G181550
OG0015863	XP_006287022.1	Om001G016900
OG0015864	XP_023645370.1	Om005G181070
OG0015865	XP_006306477.1	Om005G181040
OG0015866	XP_023645416.1	Om005G181030
OG0015867	XP_006306944.1	Om005G180490
OG0015868	XP_023645335.1	Om005G180830
OG0015869	XP_023645271.1	Om005G180330
OG0015870	XP_006306146.2	Om005G180300
OG0015871	XP_006306694.1	Om005G180290
OG0015872	XP_006305556.1	Om005G180150
OG0015873	XP_006306852.1	Om005G179960
OG0015874	XP_006303463.1	Om005G179620
OG0015875	XP_006303299.1	Om005G179480
OG0015876	XP_006306829.1	Om005G179410
OG0015877	XP_006307128.2	Om005G179170
OG0015878	XP_006303529.1	Om005G179310
OG0015879	XP_006305510.1	Om005G179100
OG0015880	XP_006304532.2	Om005G179080
OG0015881	XP_006306019.1	Om005G178610
OG0015882	XP_006307480.1	Om005G178480
OG0015883	XP_006305484.1	Om005G178090
OG0015884	XP_023645093.1	Om005G178140
OG0015885	XP_006303692.1	Om005G177900
OG0015886	XP_006306838.2	Om005G177890
OG0015887	XP_006305215.1	Om005G177880
OG0015888	XP_023644739.1	Om005G177840
OG0015889	XP_006307695.1	Om005G177810
OG0015890	XP_023633010.1	Om005G177790
OG0015891	XP_023645583.1	Om005G177720
OG0015892	XP_023644716.1	Om005G177650
OG0015893	XP_023644677.1	Om005G177570
OG0015894	XP_006289792.1	Om007G302100
OG0015895	XP_006289626.1	Om007G301170
OG0015896	XP_006286603.1	Om007G301360
OG0015897	XP_023636359.1	Om007G301620
OG0015898	XP_006286544.1	Om007G301700
OG0015899	XP_023635975.1	Om007G301790
OG0015900	XP_006288433.1	Om007G301030
OG0015901	XP_006288492.1	Om007G300900
OG0015902	XP_006289420.2	Om007G300810
OG0015903	XP_023636786.1	Om007G299750
OG0015904	XP_006288333.1	Om007G299830
OG0015905	XP_006288240.1	Om007G299980
OG0015906	XP_006286917.1	Om007G300070
OG0015908	XP_006286845.1	Om007G299140
OG0015909	XP_006287512.1	Om007G298640
OG0015910	XP_006299986.1	Om002G043840
OG0015911	XP_023637008.1	Om007G298830
OG0015912	XP_006289145.1	Om007G298210
OG0015913	XP_023637324.1	Om007G298050
OG0015914	XP_006289504.1	Om007G297740
OG0015915	XP_006286573.2	Om007G297640
OG0015917	XP_006289442.1	Om007G297310
OG0015918	XP_006286488.1	Om007G297150
OG0015919	XP_006289282.1	Om007G297170
OG0015920	XP_006288268.2	Om007G297060
OG0015921	XP_023637341.1	Om007G296830
OG0015922	XP_006289579.1	Om007G296720
OG0015923	XP_006288302.1	Om007G296700
OG0015924	XP_006287098.2	Om007G296360
OG0015925	XP_006286355.1	Om007G296290
OG0015926	XP_006288483.1	Om007G296060
OG0015927	XP_006289696.1	Om007G296050
OG0015928	XP_006287650.2	Om007G295900
OG0015929	XP_006286909.1	Om007G295870
OG0015930	XP_006306525.1	Om005G186640
OG0015931	XP_006289483.1	Om007G295420
OG0015932	XP_006287025.1	Om007G295320
OG0015933	XP_006287826.1	Om007G295310
OG0015934	XP_006287631.1	Om007G295180
OG0015935	XP_006289787.2	Om007G294860
OG0015936	XP_006290072.1	Om007G294660
OG0015937	XP_006287664.1	Om007G294330
OG0015939	XP_023637250.1	Om007G294280
OG0015940	XP_006288157.1	Om007G293870
OG0015941	XP_006288099.2	Om004G131440
OG0015942	XP_023636977.1	Om007G293570
OG0015943	XP_023636772.1	Om007G293560
OG0015944	XP_006287586.2	Om007G293300
OG0015946	XP_023638819.1	Om006G261320
OG0015947	XP_006282171.1	Om007G303540
OG0015948	XP_023634863.1	Om002G061350
OG0015950	XP_006279873.2	Om007G305980, Om009G363090
OG0015951	XP_006280150.1	Om010G364920, Om007G309280
OG0015952	XP_006281739.1	Om007G308030
OG0015953	XP_006279966.1	Om007G308240
OG0015954	XP_006286713.1	Om007G297660
OG0015955	XP_006287094.1	Om004G169760
OG0015956	XP_006289396.1, XP_006279172.2	Om004G169690
OG0015957	XP_006287632.1	Om007G302140
OG0015958	XP_023637516.1	Om007G302150
OG0015959	XP_006286677.1	Om004G169900
OG0015960	XP_006289319.1	Om004G170170
OG0015961	XP_006280608.1	Om002G084040
OG0015962	XP_006305130.1	Om001G015250
OG0015963	XP_006280492.2	Om008G358740
OG0015964	XP_006286559.1	Om004G170390
OG0015965	XP_006288953.1	Om004G170480
OG0015966	XP_006288259.1	Om004G170660
OG0015967	XP_006287574.1	Om004G170720
OG0015968	XP_023636197.1	Om004G170960
OG0015969	XP_006287311.1	Om004G170980
OG0015970	XP_023636438.1	Om004G170990
OG0015971	XP_006287867.1	Om004G171140
OG0015972	XP_006288437.1	Om004G171160
OG0015973	XP_006287504.1	Om004G171210
OG0015974	XP_006287273.1	Om004G171240
OG0015975	XP_006287086.1	Om004G171260
OG0015976	XP_006288997.1	Om004G171660
OG0015977	XP_023642184.1	Om002G060310
OG0015978	XP_006287996.1	Om004G171890
OG0015979	XP_006289209.1	Om004G171960
OG0015980	XP_006288222.1	Om004G172050
OG0015981	XP_006286934.1	Om004G172400
OG0015982	XP_006306528.1	Om005G198110
OG0015983	XP_006286816.1	Om004G172680
OG0015984	XP_006286376.1	Om004G172780
OG0015985	XP_023635795.1	Om004G172900
OG0015986	XP_006289278.1	Om006G240720
OG0015987	XP_023635959.1	Om006G240710
OG0015988	XP_006290118.1	Om006G240690
OG0015989	XP_006288877.2	Om006G240640
OG0015990	XP_006289879.1	Om006G240050
OG0015991	XP_006288736.1	Om006G239920
OG0015992	XP_006288885.1	Om006G239620
OG0015993	XP_006287508.1	Om006G239510
OG0015994	XP_006289241.1	Om006G239460
OG0015995	XP_023636511.1	Om006G239410
OG0015996	XP_006287156.1	Om006G238970
OG0015997	XP_023635780.1	Om006G239000
OG0015998	XP_006288304.1	Om006G239160
OG0015999	XP_023636490.1	Om006G239170
OG0016000	XP_006289749.1	Om006G238750
OG0016001	XP_006287298.1	Om006G238700
OG0016002	XP_006287134.1	Om006G238410
OG0016003	XP_006287442.1	Om006G238370
OG0016004	XP_006287966.1	Om006G238300
OG0016005	XP_023641109.1	Om002G076000
OG0016006	XP_023635755.1	Om006G238060
OG0016007	XP_023636299.1	Om006G237970
OG0016009	XP_006287921.1	Om006G237510
OG0016010	XP_023636206.1	Om006G237280
OG0016011	XP_006282075.1	Om006G237250
OG0016012	XP_006292961.1	Om006G237240
OG0016013	XP_006281903.1	Om006G237020
OG0016014	XP_006280363.1	Om006G236750
OG0016015	XP_006280383.1	Om006G236730
OG0016016	XP_023642235.1	Om006G236520
OG0016017	XP_006279662.1	Om006G236400
OG0016018	XP_006280451.1	Om006G236010
OG0016019	XP_006280595.1	Om006G235960
OG0016020	XP_006282034.1	Om006G235730
OG0016021	XP_006279913.1	Om006G235650
OG0016022	XP_006282174.1	Om006G235640
OG0016023	XP_006280331.1	Om006G235330
OG0016024	XP_006279581.1	Om006G235170
OG0016025	XP_023633456.1	Om006G235040
OG0016026	XP_006281155.2	Om006G234890
OG0016027	XP_006280287.1	Om006G234800
OG0016028	XP_023641077.1	Om006G234650
OG0016029	XP_006281858.1	Om006G247330
OG0016030	XP_023633592.1	Om006G247520
OG0016031	XP_006279969.1	Om006G247610
OG0016032	XP_023636575.1	Om006G247620
OG0016033	XP_023643469.1	Om006G247690
OG0016034	XP_023633596.1	Om006G247750
OG0016035	XP_023638494.1	Om006G247960
OG0016036	XP_006279807.1	Om006G247980
OG0016037	XP_023638335.1	Om006G257430
OG0016038	XP_006291123.1	Om006G257510
OG0016039	XP_006292378.1	Om006G257720
OG0016040	XP_006291871.1	Om006G258230
OG0016042	XP_006291327.1	Om006G258690
OG0016043	XP_023637888.1	Om006G258760
OG0016044	XP_023638510.1	Om006G259030
OG0016045	XP_006290734.1	Om006G259160
OG0016046	XP_006290947.1	Om006G259290
OG0016047	XP_006292229.1	Om006G259980
OG0016048	XP_006292362.2	Om006G260140
OG0016049	XP_006290272.1	Om006G260220
OG0016050	XP_006288106.1	Om006G239200
OG0016051	XP_006291319.2	Om006G260440
OG0016052	XP_006291302.1	Om006G260920
OG0016053	XP_006290921.1	Om006G261040
OG0016054	XP_006290867.1	Om006G261070
OG0016055	XP_006306611.1	Om007G290350
OG0016056	XP_023638333.1	Om006G262490
OG0016057	XP_006291353.1	Om006G262530
OG0016058	XP_006290702.2	Om006G262630
OG0016059	XP_006293335.2	Om006G262770
OG0016060	XP_006291924.1	Om006G262920
OG0016061	XP_006290533.1	Om006G263030
OG0016062	XP_006281131.1	Om006G234780
OG0016063	XP_006290943.1	Om006G263170
OG0016064	XP_006291484.1	Om006G263300
OG0016065	XP_006292360.1	Om007G295190
OG0016066	XP_006290330.1	Om006G263710
OG0016067	XP_006291392.1	Om006G263750
OG0016068	XP_006291372.1	Om004G134580, Om006G263910
OG0016069	XP_006290614.1	Om006G264060
OG0016070	XP_006290929.1	Om006G264300
OG0016071	XP_006291228.1	Om006G264410
OG0016072	XP_006291809.1	Om006G265640
OG0016073	XP_006290796.2	Om006G265750
OG0016074	XP_006291717.1	Om006G265760
OG0016075	XP_006291796.1	Om006G265770
OG0016076	XP_006290793.1	Om006G265860
OG0016077	XP_006293113.1	Om006G266450
OG0016078	XP_006291711.1	Om006G266660
OG0016079	XP_006290336.1	Om006G266860
OG0016080	XP_006291907.1	Om006G267110
OG0016081	XP_006293346.2	Om006G268100
OG0016082	XP_006291005.1	Om004G174430
OG0016083	XP_023637960.1	Om001G040130
OG0016084	XP_006293067.1	Om006G247340
OG0016085	XP_006291786.1	Om002G077560
OG0016086	XP_023639232.1	Om006G268380
OG0016087	XP_006290563.1	Om006G268570
OG0016088	XP_006293246.1	Om008G328940
OG0016090	XP_006290991.1	Om006G268540
OG0016091	XP_006305036.1	Om005G179400
OG0016092	XP_006300327.1	Om005G211340
OG0016093	XP_006300710.2	Om005G212350
OG0016094	XP_006300427.1	Om005G211520
OG0016095	XP_006302748.2	Om005G211280
OG0016096	XP_006300867.1	Om005G211790
OG0016097	XP_006300957.1	Om005G210580
OG0016098	XP_006302215.1	Om005G210280
OG0016099	XP_006298543.1	Om002G056250
OG0016100	XP_023642979.1	Om005G210470
OG0016101	XP_006301605.1	Om005G210040
OG0016102	XP_006301711.1	Om005G209950
OG0016103	XP_006301413.1	Om005G209940
OG0016104	XP_023643054.1	Om005G209890
OG0016105	XP_006301179.1	Om007G301960, Om005G209880
OG0016106	XP_023642848.1	Om005G209720
OG0016107	XP_006301926.1	Om005G209490
OG0016108	XP_006301944.1	Om004G150580, Om005G209480
OG0016109	XP_023643282.1	Om005G209320
OG0016110	XP_006301543.2	Om005G209310
OG0016111	XP_023644188.1	Om005G209170
OG0016112	XP_006301787.2	Om005G208540
OG0016113	XP_006302832.1	Om005G208390
OG0016114	XP_023643703.1	Om005G208320
OG0016115	XP_006302346.2	Om005G208190
OG0016116	XP_006300442.1	Om005G208090
OG0016117	XP_006289474.2	Om006G240770
OG0016118	XP_023643131.1	Om005G207360
OG0016119	XP_006302234.1	Om005G207330
OG0016120	XP_006301021.1	Om005G207100
OG0016121	XP_006302749.1	Om005G206960
OG0016122	XP_006302594.2	Om005G206700
OG0016123	XP_006300353.1	Om005G206680
OG0016124	XP_006301271.1	Om005G206560
OG0016125	XP_006302759.1	Om005G206520
OG0016126	XP_006301286.1	Om005G206460
OG0016127	XP_006302123.1	Om005G206330
OG0016128	XP_006301999.1	Om005G206220
OG0016129	XP_006302624.1	Om005G206150, Om006G266870
OG0016130	XP_006302181.1	Om005G206080
OG0016131	XP_006301552.1	Om005G206070
OG0016132	XP_006301758.1	Om005G206030
OG0016133	XP_006302817.2	Om005G206010
OG0016134	XP_023643631.1	Om005G205960
OG0016135	XP_023643004.1	Om005G205930
OG0016136	XP_006302242.1	Om004G143120
OG0016137	XP_006301526.1	Om004G133770
OG0016138	XP_006302085.1	Om004G134030
OG0016139	XP_006300833.1	Om004G134050
OG0016140	XP_023643877.1	Om004G134110
OG0016141	XP_006300478.1	Om004G134450
OG0016142	XP_006302296.1	Om004G134530
OG0016143	XP_006302722.1	Om004G134800
OG0016144	XP_006300985.1	Om004G134870
OG0016145	XP_006302725.2	Om004G135050
OG0016146	XP_006302409.1	Om004G135440
OG0016148	XP_006302191.1	Om004G135670
OG0016149	XP_006302126.1	Om004G135780
OG0016150	XP_006302985.1	Om004G135890
OG0016151	XP_006296676.1	Om002G076580
OG0016152	XP_006302504.2	Om004G136020
OG0016153	XP_006302723.1	Om004G136040
OG0016154	XP_006301133.1	Om004G136160
OG0016155	XP_006300748.1	Om004G136170
OG0016156	XP_006301582.1	Om004G136580
OG0016157	XP_006301726.1	Om004G136620
OG0016158	XP_006301774.1	Om004G136720
OG0016159	XP_006300534.1	Om004G137000
OG0016160	XP_023643486.1	Om004G137090
OG0016161	XP_006302682.2	Om004G137630
OG0016162	XP_006300664.1	Om004G138440
OG0016163	XP_006302664.2	Om004G138330
OG0016164	XP_006305539.1	Om007G287740
OG0016165	XP_006302113.1	Om004G138080
OG0016166	XP_006301007.1	Om004G138060
OG0016167	XP_006300472.1	Om004G138000
OG0016168	XP_006302145.1	Om004G137830
OG0016169	XP_006303106.2	Om004G138900
OG0016170	XP_006300780.1	Om004G138790
OG0016171	XP_006302167.1	Om004G138660
OG0016172	XP_006302858.2	Om004G138600
OG0016173	XP_006302127.1	Om004G138960
OG0016174	XP_006300319.1	Om004G139090
OG0016175	XP_023643491.1	Om004G139170
OG0016176	XP_006301886.1	Om004G139180
OG0016177	XP_006300775.1	Om004G139300
OG0016178	XP_023644181.1	Om004G139390
OG0016179	XP_006300809.1	Om004G139680
OG0016180	XP_006302473.1	Om004G139690
OG0016181	XP_006300406.1	Om004G139750
OG0016182	XP_023643967.1	Om004G140110
OG0016183	XP_006303017.1	Om006G260500, Om004G140230
OG0016184	XP_006301055.1	Om004G140540
OG0016185	XP_006301136.1	Om004G140810
OG0016186	XP_006302279.1	Om004G141170
OG0016187	XP_006301843.1	Om004G141330
OG0016188	XP_023643669.1	Om004G141360
OG0016189	XP_006300819.2	Om004G141790
OG0016190	XP_006302323.1	Om004G141830
OG0016192	XP_023643041.1	Om004G141880
OG0016193	XP_023643723.1	Om004G141930
OG0016194	XP_006301850.1	Om004G142010
OG0016195	XP_023643248.1	Om004G142350
OG0016196	XP_006300604.1	Om004G142460
OG0016197	XP_006301970.1	Om004G142500
OG0016198	XP_006300448.1	Om004G142520
OG0016199	XP_006301635.2	Om004G132660
OG0016200	XP_006300371.1	Om004G132440
OG0016201	XP_006301680.1	Om004G132430
OG0016202	XP_006302038.1	Om004G132390
OG0016203	XP_006301930.1	Om004G132340
OG0016204	XP_006302939.1	Om004G131980
OG0016205	XP_023643482.1	Om004G131570
OG0016206	XP_006301270.1	Om004G131330
OG0016207	XP_006301911.1	Om004G131220
OG0016208	XP_006302990.1	Om004G130120
OG0016209	XP_006291145.1	Om004G130110
OG0016210	XP_006301426.1	Om004G129990
OG0016211	XP_006301858.2	Om004G129980
OG0016212	XP_023642836.1	Om004G129900
OG0016213	XP_006301202.1	Om004G129690
OG0016214	XP_006301745.1	Om004G129520
OG0016215	XP_006301408.1	Om004G129580
OG0016216	XP_006301222.1	Om004G129590
OG0016217	XP_023644166.1	Om004G129600
OG0016218	XP_023642511.1	Om002G056650
OG0016220	XP_006299370.1	Om002G057090
OG0016221	XP_006297464.1	Om002G057150
OG0016222	XP_006298657.1	Om002G057830
OG0016223	XP_006298908.1	Om002G058030
OG0016224	XP_006297053.1	Om002G058040
OG0016225	XP_006298198.2	Om002G058170
OG0016226	XP_006297276.1	Om002G058630
OG0016227	XP_023642679.1	Om002G058920
OG0016228	XP_006298693.1	Om002G059820
OG0016229	XP_006297516.1	Om002G059960
OG0016230	XP_006298294.1	Om002G060250
OG0016231	XP_023642045.1	Om002G060770
OG0016232	XP_006297621.1	Om002G060940
OG0016233	XP_023642622.1	Om002G061340
OG0016234	XP_006298773.1	Om002G061610
OG0016235	XP_006297092.1	Om002G061640
OG0016236	XP_023642070.1	Om002G062030
OG0016237	XP_006299403.2	Om002G062200
OG0016238	XP_023642791.1	Om002G062210
OG0016239	XP_006298435.1	Om002G062220
OG0016240	XP_006298114.1	Om002G062280
OG0016241	XP_006301849.1	Om007G283590
OG0016242	XP_006298642.2	Om002G062770
OG0016243	XP_006297499.1	Om002G063110
OG0016244	XP_006298985.2	Om002G063380
OG0016245	XP_006297320.1	Om002G063390
OG0016246	XP_006296968.1	Om002G063440
OG0016247	XP_006298187.1	Om002G063500
OG0016248	XP_006297126.1	Om002G063530
