Orthogroup	Capsella_rubella	Cardamine_amara
OG0014273	XP_006297223.1	evm.model.RL_1.1330
OG0014274	XP_006296603.2	evm.model.RL_1.1380
OG0014275	XP_006300241.1	evm.model.RL_1.1407
OG0014276	XP_006297254.1	evm.model.RL_1.1409
OG0014277	XP_023642386.1	evm.model.RL_1.1412
OG0014278	XP_006298313.2	evm.model.RL_1.1433
OG0014279	XP_023642145.1	evm.model.RL_1.1446
OG0014280	XP_023642684.1	evm.model.RL_1.1486
OG0014281	XP_006299359.1	evm.model.RL_1.1490
OG0014282	XP_023642716.1	evm.model.RL_1.1516.1.687c87ed
OG0014283	XP_006288571.1	evm.model.RL_8.991
OG0014284	XP_006300103.1	evm.model.RL_1.1529
OG0014285	XP_023641599.1	evm.model.RL_1.1531
OG0014286	XP_006297882.1	evm.model.RL_1.1567
OG0014287	XP_006297304.2	evm.model.RL_1.1585
OG0014288	XP_006297187.1	evm.model.RL_1.1607
OG0014289	XP_006298483.1	evm.model.RL_1.1623
OG0014290	XP_006298043.2	evm.model.RL_1.1641
OG0014291	XP_006297734.1	evm.model.RL_1.1649
OG0014292	XP_006297014.1	evm.model.RL_1.1680
OG0014293	XP_006298790.1	evm.model.RL_1.1684
OG0014294	XP_006299054.1	evm.model.RL_1.1700
OG0014295	XP_006297202.1	evm.model.RL_1.1716
OG0014296	XP_006298957.1	evm.model.RL_1.1734
OG0014297	XP_023640869.1	evm.model.RL_6.944
OG0014298	XP_023642702.1	evm.model.RL_1.1761
OG0014301	XP_006299375.1	evm.model.RL_1.1800
OG0014302	XP_023637666.1	evm.model.RL_4.3066
OG0014303	XP_006298745.1	evm.model.RL_1.1826
OG0014304	XP_006296929.2	evm.model.RL_1.1827
OG0014305	XP_023641830.1	evm.model.RL_1.1828
OG0014306	XP_006306175.1	evm.model.RL_5.2052
OG0014307	XP_006297988.1	evm.model.RL_1.1849
OG0014308	XP_006299232.1	evm.model.RL_1.1851
OG0014309	XP_006303249.1	evm.model.RL_5.2040
OG0014310	XP_006296879.1	evm.model.RL_1.1888
OG0014311	XP_006296869.1	evm.model.RL_1.1901
OG0014312	XP_006297358.1	evm.model.RL_1.1906
OG0014313	XP_023641204.1	evm.model.RL_1.1944.1.687c87ee
OG0014314	XP_006297113.1	evm.model.RL_1.1946
OG0014315	XP_006296624.1	evm.model.RL_1.1958.1.687c87ee
OG0014316	XP_006297622.1	evm.model.RL_1.1970
OG0014317	XP_006297698.1	evm.model.RL_1.1971
OG0014318	XP_006297062.1	evm.model.RL_1.1973
OG0014319	XP_006297133.1	evm.model.RL_1.1999
OG0014320	XP_006299878.1	evm.model.RL_1.2008
OG0014321	XP_006297730.1	evm.model.RL_1.2011
OG0014322	XP_006298296.1	evm.model.RL_1.2012
OG0014323	XP_006298732.1	evm.model.RL_1.2072.1.687c87ef
OG0014324	XP_006298007.2	evm.model.RL_1.2057
OG0014325	XP_006298250.2	evm.model.RL_1.2056
OG0014326	XP_006297135.1	evm.model.RL_1.2050
OG0014327	XP_023641159.1	evm.model.RL_1.2049
OG0014328	XP_023642664.1	evm.model.RL_1.2093
OG0014329	XP_006298586.1	evm.model.RL_1.2110
OG0014330	XP_023642494.1	evm.model.RL_1.2164
OG0014331	XP_023636648.1	evm.model.RL_4.1652
OG0014332	XP_006299940.1	evm.model.RL_1.2181
OG0014333	XP_006297648.1	evm.model.RL_1.2194
OG0014334	XP_006298259.1	evm.model.RL_1.2240
OG0014335	XP_023642508.1	evm.model.RL_1.2255
OG0014337	XP_006297744.2	evm.model.RL_1.2272
OG0014338	XP_006284234.1	evm.model.RL_2.903
OG0014339	XP_006298301.1	evm.model.RL_1.2314
OG0014340	XP_006299509.1	evm.model.RL_1.2331
OG0014341	XP_006297413.1	evm.model.RL_1.2337
OG0014342	XP_006297253.1	evm.model.RL_1.2338
OG0014343	XP_006298632.2	evm.model.RL_1.2339
OG0014344	XP_023641990.1	evm.model.RL_1.2367
OG0014345	XP_006297695.2	evm.model.RL_1.2377
OG0014346	XP_006298734.1	evm.model.RL_1.2414
OG0014347	XP_023642023.1	evm.model.RL_1.2417
OG0014348	XP_006299062.1	evm.model.RL_1.2427
OG0014349	XP_023641573.1	evm.model.RL_1.2486
OG0014350	XP_006297309.1	evm.model.RL_1.2484
OG0014351	XP_006298032.1	evm.model.RL_1.2473.1.687c87ef
OG0014352	XP_006296972.1	evm.model.RL_1.2619
OG0014353	XP_006299793.1	evm.model.RL_1.3008
OG0014354	XP_006299399.2	evm.model.RL_1.874
OG0014355	XP_006297186.1	evm.model.RL_1.2562
OG0014356	XP_006297020.1	evm.model.RL_1.2554
OG0014357	XP_023641737.1	evm.model.RL_1.2553
OG0014358	XP_006297624.1	evm.model.RL_1.2546
OG0014359	XP_006298511.2	evm.model.RL_1.2544
OG0014360	XP_006297583.1	evm.model.RL_1.2533
OG0014361	XP_006296708.1	evm.model.RL_1.2510
OG0014362	XP_006297328.1	evm.model.RL_1.2604
OG0014363	XP_006298616.1	evm.model.RL_1.2765.1.687c87f0
OG0014364	XP_006297071.1	evm.model.RL_1.2590
OG0014365	XP_023642288.1	evm.model.RL_1.2668
OG0014366	XP_023642576.1	evm.model.RL_1.2682.1.687c87f0
OG0014367	XP_023641533.1	evm.model.RL_1.2694
OG0014368	XP_006298726.1	evm.model.RL_1.2696
OG0014369	XP_006297176.2	evm.model.RL_1.2697
OG0014370	XP_023633962.1	evm.model.RL_2.2847
OG0014371	XP_006297197.1	evm.model.RL_1.2709
OG0014372	XP_006287077.1	evm.model.RL_4.3253
OG0014373	XP_006297389.1	evm.model.RL_1.2729
OG0014374	XP_006306913.1	evm.model.RL_5.644
OG0014375	XP_006296983.2	evm.model.RL_1.2776
OG0014376	XP_023642792.1	evm.model.RL_1.2785
OG0014378	XP_006299964.2	evm.model.RL_1.2818
OG0014379	XP_006307564.1	evm.model.RL_5.2406
OG0014380	XP_006298307.1	evm.model.RL_1.2844
OG0014381	XP_006307221.1	evm.model.RL_5.2539
OG0014382	XP_006297162.1	evm.model.RL_1.2878
OG0014383	XP_006297340.1, XP_023642429.1	evm.model.RL_1.2921
OG0014384	XP_023642723.1	evm.model.RL_1.2939
OG0014385	XP_006299385.1	evm.model.RL_1.2952
OG0014386	XP_006297927.1	evm.model.RL_1.3024
OG0014387	XP_006296964.1	evm.model.RL_1.3053
OG0014388	XP_023642457.1	evm.model.RL_1.3054
OG0014389	XP_006296974.2	evm.model.RL_1.3070
OG0014390	XP_006296987.1	evm.model.RL_1.3089
OG0014391	XP_006297852.1	evm.model.RL_1.3090
OG0014392	XP_006300135.1	evm.model.RL_1.3110
OG0014394	XP_006298045.1	evm.model.RL_1.3142
OG0014395	XP_006297034.2	evm.model.RL_1.3175
OG0014396	XP_006300027.1	evm.model.RL_1.3181
OG0014397	XP_006296647.1	evm.model.RL_1.3197
OG0014398	XP_006298730.1	evm.model.RL_1.3227
OG0014399	XP_006297644.1	evm.model.RL_1.3244
OG0014400	XP_023642373.1	evm.model.RL_1.3259
OG0014401	XP_006297425.1	evm.model.RL_1.3270
OG0014402	XP_006298316.1	evm.model.RL_1.3267
OG0014403	XP_006303769.1	evm.model.RL_5.4014
OG0014404	XP_023645059.1	evm.model.RL_5.4010
OG0014405	XP_023645507.1	evm.model.RL_5.3962.1.687c88c6
OG0014406	XP_006303391.1	evm.model.RL_5.3961
OG0014407	XP_006304933.1	evm.model.RL_5.3927, evm.model.RL_5.3931
OG0014408	XP_006305207.1	evm.model.RL_5.3923
OG0014409	XP_023645249.1	evm.model.RL_5.3920
OG0014410	XP_006279490.1	evm.model.RL_4.13
OG0014411	XP_023645802.1	evm.model.RL_5.3909
OG0014412	XP_006307146.1	evm.model.RL_5.3844
OG0014413	XP_006306272.2	evm.model.RL_5.3839
OG0014414	XP_006303232.1	evm.model.RL_5.3814
OG0014415	XP_006307524.2	evm.model.RL_5.3789
OG0014416	XP_006305683.1	evm.model.RL_5.3746
OG0014417	XP_006305391.1	evm.model.RL_5.3744
OG0014418	XP_006305780.1	evm.model.RL_5.3733
OG0014419	XP_006306897.1	evm.model.RL_5.3713
OG0014420	XP_006305087.1	evm.model.RL_5.3712
OG0014421	XP_006304948.1	evm.model.RL_5.3711
OG0014422	XP_006305590.1	evm.model.RL_5.3701
OG0014423	XP_006307729.2	evm.model.RL_5.1870
OG0014424	XP_023645879.1	evm.model.RL_5.1895
OG0014425	XP_006303644.1	evm.model.RL_5.1900
OG0014426	XP_006307385.1	evm.model.RL_5.1918
OG0014427	XP_006306778.1	evm.model.RL_5.1971
OG0014428	XP_006303566.1	evm.model.RL_5.1959
OG0014429	XP_006306946.1	evm.model.RL_5.1935
OG0014430	XP_023644120.1	evm.model.RL_3.1184, evm.model.RL_3.1186
OG0014431	XP_006303962.1	evm.model.RL_5.1986
OG0014432	XP_006305048.1	evm.model.RL_5.1991
OG0014433	XP_023645185.1	evm.model.RL_5.2003
OG0014434	XP_006306595.1	evm.model.RL_5.2018
OG0014435	XP_023645452.1	evm.model.RL_3.933, evm.model.RL_5.2022
OG0014436	XP_006307645.1	evm.model.RL_5.2049
OG0014437	XP_023644850.1	evm.model.RL_5.2058
OG0014438	XP_006305198.1	evm.model.RL_5.2070
OG0014439	XP_023642538.1	evm.model.RL_1.1815
OG0014440	XP_006305746.1	evm.model.RL_5.2084
OG0014441	XP_006303632.1	evm.model.RL_5.2086
OG0014442	XP_023632548.1	evm.model.RL_5.2106
OG0014444	XP_006304910.1	evm.model.RL_5.2126
OG0014445	XP_006305885.1	evm.model.RL_5.2102
OG0014446	XP_006304891.1	evm.model.RL_5.2155
OG0014447	XP_006304702.1	evm.model.RL_5.2176
OG0014448	XP_006305350.1	evm.model.RL_5.2185
OG0014449	XP_006284042.1	evm.model.RL_2.1175
OG0014450	XP_023633656.1	evm.model.RL_2.1158
OG0014451	XP_023637862.1	evm.model.RL_7.958
OG0014452	XP_006282826.2	evm.model.RL_2.1154
OG0014453	XP_023635354.1	evm.model.RL_2.1141.1.687c86e2
OG0014454	XP_006284808.1	evm.model.RL_2.1133
OG0014455	XP_006283024.1	evm.model.RL_2.1122
OG0014456	XP_006296015.1	evm.model.RL_6.1560
OG0014457	XP_006293433.1	evm.model.RL_6.1558
OG0014458	XP_006295340.1	evm.model.RL_6.1547
OG0014459	XP_023638770.1	evm.model.RL_7.1195
OG0014460	XP_006291374.1	evm.model.RL_7.1189
OG0014461	XP_006293002.1	evm.model.RL_7.2095
OG0014462	XP_023638755.1	evm.model.RL_7.1164
OG0014463	XP_006291785.1	evm.model.RL_7.1163
OG0014464	XP_006292015.1	evm.model.RL_7.1162
OG0014465	XP_006291176.1	evm.model.RL_7.1156
OG0014466	XP_006293263.1	evm.model.RL_7.1145
OG0014467	XP_006292688.1	evm.model.RL_7.1132
OG0014468	XP_006291062.1	evm.model.RL_7.1120.3.687c84b8
OG0014469	XP_006291522.2	evm.model.RL_7.1116
OG0014470	XP_006301220.1	evm.model.RL_3.1178
OG0014471	XP_006292489.1	evm.model.RL_7.1054
OG0014472	XP_006290465.1	evm.model.RL_7.1048
OG0014473	XP_006291519.1	evm.model.RL_7.993
OG0014474	XP_006291033.1	evm.model.RL_7.973
OG0014475	XP_006291190.2	evm.model.RL_7.1202
OG0014476	XP_006287162.1	evm.model.RL_4.2146
OG0014477	XP_006291668.1	evm.model.RL_7.1214
OG0014478	XP_006291630.2	evm.model.RL_7.1216
OG0014479	XP_006291288.1	evm.model.RL_7.1229
OG0014480	XP_006293149.1	evm.model.RL_7.934
OG0014481	XP_006292418.1	evm.model.RL_7.929
OG0014482	XP_006290746.1	evm.model.RL_7.891
OG0014483	XP_006291476.1	evm.model.RL_7.856
OG0014484	XP_006290865.1	evm.model.RL_7.835, evm.model.RL_2.1964
OG0014485	XP_006290263.1	evm.model.RL_7.834.2.687c84b6
OG0014486	XP_006290685.1	evm.model.RL_7.829
OG0014487	XP_023638641.1	evm.model.RL_7.807
OG0014488	XP_006291485.1	evm.model.RL_7.737
OG0014489	XP_006293087.1	evm.model.RL_7.740
OG0014490	XP_006293886.1	evm.model.RL_6.2176
OG0014491	XP_006292990.1	evm.model.RL_7.719
OG0014492	XP_023638128.1	evm.model.RL_7.693
OG0014493	XP_006291776.1	evm.model.RL_7.688
OG0014494	XP_006291817.1	evm.model.RL_7.684
OG0014495	XP_023638589.1	evm.model.RL_7.648
OG0014496	XP_006290276.1	evm.model.RL_7.564
OG0014497	XP_023639311.1	evm.model.RL_7.543
OG0014498	XP_006292988.2	evm.model.RL_7.537
OG0014499	XP_006292847.1	evm.model.RL_7.514
OG0014500	XP_006290675.1	evm.model.RL_7.500
OG0014501	XP_023637859.1	evm.model.RL_7.450
OG0014502	XP_006290498.1	evm.model.RL_7.448
OG0014503	XP_006290894.2	evm.model.RL_7.437
OG0014504	XP_006291531.2	evm.model.RL_7.418
OG0014505	XP_006292311.1	evm.model.RL_7.416
OG0014506	XP_006292056.1	evm.model.RL_7.372
OG0014507	XP_006290753.1	evm.model.RL_7.375
OG0014508	XP_006291543.1	evm.model.RL_7.356
OG0014509	XP_023638265.1	evm.model.RL_7.334.2.687c84b4
OG0014510	XP_006291451.2	evm.model.RL_7.324
OG0014511	XP_006290433.1	evm.model.RL_7.698
OG0014512	XP_023638045.1	evm.model.RL_7.303
OG0014513	XP_006293062.1	evm.model.RL_7.297
OG0014514	XP_006282259.1	evm.model.RL_7.279
OG0014515	XP_006291494.1	evm.model.RL_7.263
OG0014516	XP_006293132.1	evm.model.RL_7.219
OG0014517	XP_006292392.1	evm.model.RL_7.204
OG0014518	XP_023638771.1	evm.model.RL_7.189.1.687c84b3
OG0014519	XP_006292948.1	evm.model.RL_7.177
OG0014520	XP_006292924.1	evm.model.RL_7.170
OG0014521	XP_006293160.1	evm.model.RL_7.169
OG0014522	XP_006290508.1	evm.model.RL_7.168
OG0014523	XP_006291115.1	evm.model.RL_7.151
OG0014524	XP_006290289.1	evm.model.RL_7.116
OG0014525	XP_006293300.1	evm.model.RL_7.78
OG0014526	XP_006291238.1	evm.model.RL_7.49.2.687c84b2
OG0014527	XP_023639031.1	evm.model.RL_7.48
OG0014529	XP_006292384.1	evm.model.RL_7.23
OG0014530	XP_006292109.1	evm.model.RL_7.20
OG0014531	XP_006293229.1	evm.model.RL_7.12
OG0014532	XP_023638368.1	evm.model.RL_7.11
OG0014533	XP_006293077.1	evm.model.RL_7.7
OG0014537	XP_006290961.1	evm.model.RL_7.907
OG0014538	XP_006291930.1	evm.model.RL_7.755
OG0014541	XP_023644324.1	evm.model.RL_3.1969
OG0014542	XP_006279494.1	evm.model.RL_4.681
OG0014543	XP_006295158.1	evm.model.RL_6.1642
OG0014544	XP_006296146.1	evm.model.RL_6.1677
OG0014545	XP_023639462.1	evm.model.RL_6.1975
OG0014546	XP_006298535.1	evm.model.RL_1.407
OG0014547	XP_006301978.1	evm.model.RL_3.2446
OG0014548	XP_006301170.1	evm.model.RL_3.2268
OG0014549	XP_006302672.1	evm.model.RL_3.2212
OG0014550	XP_006302087.1	evm.model.RL_3.1832
OG0014551	XP_006282769.1	evm.model.RL_2.2576
OG0014553	XP_006283502.1	evm.model.RL_2.2704
OG0014554	XP_006285442.1	evm.model.RL_2.2328
OG0014555	XP_006282992.1	evm.model.RL_2.2838.1.687c86e7
OG0014556	XP_006299631.2	evm.model.RL_1.462
OG0014557	XP_023644679.1	evm.model.RL_8.2925
OG0014558	XP_006305443.2	evm.model.RL_5.627
OG0014561	XP_023632812.1	evm.model.RL_5.1460
OG0014562	XP_023643277.1	evm.model.RL_3.1373
OG0014563	XP_023644134.1	evm.model.RL_3.1343
OG0014564	XP_006300820.1	evm.model.RL_3.1223
OG0014565	XP_023643593.1	evm.model.RL_3.781
OG0014566	XP_006300951.1	evm.model.RL_3.258
OG0014567	XP_006299613.2	evm.model.RL_1.1934
OG0014568	XP_023642787.1	evm.model.RL_1.3198
OG0014569	XP_006298649.2	evm.model.RL_1.2987
OG0014570	XP_006297984.1	evm.model.RL_1.2399
OG0014571	XP_006298268.2	evm.model.RL_1.2317
OG0014572	XP_006297200.1	evm.model.RL_1.1864, evm.model.RL_1.1882, evm.model.RL_1.1881
OG0014573	XP_006298326.1	evm.model.RL_1.1321
OG0014574	XP_023642587.1	evm.model.RL_1.869
OG0014575	XP_006289618.1	evm.model.RL_4.2911
OG0014576	XP_006288446.1	evm.model.RL_4.2850
OG0014578	XP_023635123.1	evm.model.RL_2.1890
OG0014579	XP_006285095.1	evm.model.RL_2.1674
OG0014580	XP_006285872.1	evm.model.RL_2.1489
OG0014581	XP_023633855.1	evm.model.RL_2.1323
OG0014582	XP_006285199.1	evm.model.RL_2.1282
OG0014583	XP_023645330.1	evm.model.RL_5.2745
OG0014584	XP_006306537.1	evm.model.RL_5.3030
OG0014585	XP_006286169.1	evm.model.RL_2.2069
OG0014586	XP_006285281.1	evm.model.RL_2.2049
OG0014587	XP_006294944.1	evm.model.RL_6.1039
OG0014588	XP_006279803.1	evm.model.RL_1.269
OG0014589	XP_023637169.1	evm.model.RL_4.2257
OG0014590	XP_006289426.2	evm.model.RL_4.2185
OG0014591	XP_006289966.1	evm.model.RL_4.1894
OG0014592	XP_023635260.1, XP_006291726.1	evm.model.RL_4.834
OG0014593	XP_023634334.1, XP_023635032.1	evm.model.RL_2.170.1.687c86e0
OG0014594	XP_006281465.2	evm.model.RL_8.1895, evm.model.RL_1.1964, evm.model.RL_4.1116, evm.model.RL_2.537
OG0014595	XP_023638986.1	evm.model.RL_8.2025
OG0014596	XP_006287721.1	evm.model.RL_4.1474
OG0014597	XP_006288990.1	evm.model.RL_4.1499
OG0014598	XP_006289607.2, XP_006289502.1	evm.model.RL_4.1501
OG0014599	XP_006289073.1	evm.model.RL_4.1644
OG0014600	XP_006279667.1	evm.model.RL_8.2666
OG0014601	XP_023633483.1	evm.model.RL_8.2711
OG0014602	XP_006303290.1	evm.model.RL_5.1708
OG0014603	XP_006305812.1	evm.model.RL_5.1792
OG0014605	XP_023643461.1, XP_006300407.1	evm.model.RL_3.684
OG0014607	XP_023644272.1	evm.model.RL_3.987
OG0014609	XP_006298997.1	evm.model.RL_1.2605
OG0014611	XP_006298534.1	evm.model.RL_1.2975
OG0014612	XP_006296362.2	evm.model.RL_6.293
OG0014614	XP_006295897.1	evm.model.RL_6.1997
OG0014618	XP_023637130.1	evm.model.RL_8.804
OG0014619	XP_023636095.1, XP_023636096.1	evm.model.RL_8.795
OG0014623	XP_023633474.1	evm.model.RL_8.1773
OG0014637	XP_006286011.1	evm.model.RL_2.2351
OG0014639	XP_006285432.1	evm.model.RL_2.2374
OG0014640	XP_006284063.1	evm.model.RL_2.2376
OG0014641	XP_006285784.1	evm.model.RL_2.2381
OG0014642	XP_006285284.2	evm.model.RL_2.2385
OG0014643	XP_006286132.1	evm.model.RL_2.2395
OG0014644	XP_006300895.1	evm.model.RL_3.2120
OG0014645	XP_006284532.1	evm.model.RL_2.2413
OG0014646	XP_006285995.1	evm.model.RL_2.2414
OG0014647	XP_023634120.1	evm.model.RL_2.2426
OG0014648	XP_006285646.1	evm.model.RL_2.2433
OG0014649	XP_006284472.1	evm.model.RL_2.2435
OG0014650	XP_006283793.1	evm.model.RL_2.2454
OG0014651	XP_006284336.1	evm.model.RL_2.2455
OG0014652	XP_006283052.1	evm.model.RL_2.2466.1.687c86e6
OG0014653	XP_006282897.2	evm.model.RL_2.2470
OG0014655	XP_006284138.1	evm.model.RL_2.2478
OG0014656	XP_006300611.1	evm.model.RL_3.2159
OG0014657	XP_006294012.1	evm.model.RL_2.2493
OG0014659	XP_006294480.1	evm.model.RL_2.2501
OG0014660	XP_006294960.1	evm.model.RL_2.2502
OG0014661	XP_006285674.1	evm.model.RL_2.2546
OG0014662	XP_006284642.2	evm.model.RL_2.2591
OG0014663	XP_006284792.1	evm.model.RL_2.2594
OG0014665	XP_006282675.1	evm.model.RL_2.2600
OG0014666	XP_006285782.1	evm.model.RL_2.3502
OG0014667	XP_006284411.1	evm.model.RL_2.2617
OG0014668	XP_006283303.1	evm.model.RL_2.2625
OG0014669	XP_023634008.1	evm.model.RL_2.2632
OG0014670	XP_006283264.1	evm.model.RL_2.2652
OG0014671	XP_006283853.1	evm.model.RL_2.2655
OG0014672	XP_006306705.1	evm.model.RL_5.734
OG0014673	XP_006284104.1	evm.model.RL_2.2671
OG0014674	XP_006284169.2	evm.model.RL_2.2691
OG0014675	XP_006285327.1	evm.model.RL_2.2693
OG0014676	XP_006282612.2	evm.model.RL_2.2694
OG0014677	XP_006283546.1	evm.model.RL_2.2701
OG0014678	XP_006283678.1	evm.model.RL_2.2703
OG0014679	XP_006283595.1	evm.model.RL_2.2717
OG0014680	XP_006284455.1	evm.model.RL_2.2738
OG0014681	XP_006283206.1	evm.model.RL_2.2739
OG0014682	XP_023633901.1	evm.model.RL_2.2748
OG0014683	XP_006294374.1	evm.model.RL_6.477
OG0014684	XP_023635321.1	evm.model.RL_2.2777
OG0014685	XP_006284574.1	evm.model.RL_2.2804
OG0014686	XP_006285526.1	evm.model.RL_2.2795
OG0014687	XP_006283300.2	evm.model.RL_2.2793
OG0014689	XP_006283479.1	evm.model.RL_2.2945
OG0014690	XP_006282959.1	evm.model.RL_2.2859
OG0014691	XP_023634221.1	evm.model.RL_2.2864
OG0014692	XP_023634215.1	evm.model.RL_2.2865
OG0014693	XP_006284011.1	evm.model.RL_2.2867
OG0014695	XP_006285149.1	evm.model.RL_2.2888
OG0014696	XP_006285695.1	evm.model.RL_2.2951
OG0014697	XP_023635235.1	evm.model.RL_2.2931
OG0014698	XP_023635555.1	evm.model.RL_2.2915
OG0014699	XP_006285043.1	evm.model.RL_2.2909
OG0014700	XP_006284378.1	evm.model.RL_2.2957
OG0014701	XP_023639826.1, XP_023635399.1	evm.model.RL_2.2955
OG0014702	XP_006284171.1	evm.model.RL_2.2980
OG0014703	XP_006284791.1	evm.model.RL_2.2989
OG0014704	XP_006299838.1	evm.model.RL_1.2869
OG0014705	XP_023641993.1	evm.model.RL_1.3216
OG0014706	XP_006283772.2	evm.model.RL_2.3049
OG0014707	XP_006283193.1	evm.model.RL_2.3055
OG0014708	XP_006284015.1	evm.model.RL_2.3059
OG0014709	XP_006305672.1	evm.model.RL_5.2822
OG0014710	XP_023645248.1	evm.model.RL_5.2805
OG0014711	XP_006304872.1	evm.model.RL_5.2799
OG0014712	XP_006306929.1	evm.model.RL_5.2783
OG0014713	XP_006304811.1	evm.model.RL_5.2781
OG0014714	XP_006307294.1	evm.model.RL_5.2766
OG0014715	XP_006305833.1	evm.model.RL_5.2765
OG0014716	XP_023645546.1	evm.model.RL_5.2738
OG0014717	XP_006304218.1	evm.model.RL_5.2734
OG0014718	XP_023644440.1	evm.model.RL_5.2731
OG0014719	XP_006307334.1	evm.model.RL_5.2729
OG0014720	XP_006304723.2	evm.model.RL_5.2723
OG0014721	XP_006307290.2	evm.model.RL_5.2709
OG0014722	XP_006304148.1	evm.model.RL_5.2707
OG0014723	XP_006285003.1	evm.model.RL_2.1255
OG0014724	XP_006282749.1	evm.model.RL_2.1254
OG0014725	XP_006282848.1	evm.model.RL_2.1247
OG0014726	XP_023635295.1	evm.model.RL_2.1244
OG0014727	XP_023635297.1	evm.model.RL_2.1243
OG0014728	XP_006284142.2	evm.model.RL_2.1241
OG0014729	XP_006286156.1	evm.model.RL_2.1228
OG0014730	XP_023634516.1	evm.model.RL_2.1212
OG0014731	XP_023635200.1	evm.model.RL_2.1191
OG0014732	XP_006282522.1	evm.model.RL_2.1183
OG0014733	XP_006300408.1	evm.model.RL_3.772
OG0014734	XP_006290310.1	evm.model.RL_3.754
OG0014735	XP_006302547.2	evm.model.RL_3.744
OG0014736	XP_023643164.1	evm.model.RL_3.1129
OG0014737	XP_006300606.1	evm.model.RL_3.717
OG0014738	XP_006300310.1	evm.model.RL_3.709
OG0014739	XP_006301295.1	evm.model.RL_3.670
OG0014740	XP_023643367.1	evm.model.RL_3.656
OG0014741	XP_006302802.1	evm.model.RL_3.644
OG0014742	XP_006302348.1	evm.model.RL_3.589, evm.model.RL_3.582
OG0014743	XP_006302552.1	evm.model.RL_3.538
OG0014744	XP_006295890.1	evm.model.RL_6.1886
OG0014745	XP_006295561.1	evm.model.RL_2.2494
OG0014746	XP_023643490.1	evm.model.RL_3.477
OG0014747	XP_006302526.1	evm.model.RL_3.462.1.687c84ba
OG0014748	XP_006302973.1	evm.model.RL_3.393
OG0014749	XP_023643502.1	evm.model.RL_3.409
OG0014750	XP_006300659.1	evm.model.RL_3.361
OG0014751	XP_006302821.1	evm.model.RL_3.290
OG0014753	XP_023638781.1	evm.model.RL_5.8
OG0014754	XP_006291409.1	evm.model.RL_7.2680
OG0014755	XP_006290438.2	evm.model.RL_7.2683
OG0014756	XP_023639293.1	evm.model.RL_7.2689
OG0014757	XP_006292582.1	evm.model.RL_7.2700
OG0014758	XP_006291984.1	evm.model.RL_7.2708
OG0014759	XP_006291608.1	evm.model.RL_7.2710
OG0014760	XP_006290885.1	evm.model.RL_7.2712
OG0014761	XP_023638495.1	evm.model.RL_7.2717
OG0014762	XP_006291802.1	evm.model.RL_7.2640
OG0014763	XP_006290421.1	evm.model.RL_7.2635
OG0014764	XP_006290632.1	evm.model.RL_7.2604
OG0014765	XP_006292485.1	evm.model.RL_7.2571
OG0014766	XP_006291507.2	evm.model.RL_7.2563
OG0014767	XP_023638383.1	evm.model.RL_7.2562
OG0014768	XP_006292399.1	evm.model.RL_2.74
OG0014769	XP_006291759.1	evm.model.RL_7.2520
OG0014771	XP_006293016.1	evm.model.RL_7.2508
OG0014772	XP_023638670.1	evm.model.RL_7.2505
OG0014773	XP_006293157.1	evm.model.RL_7.2488
OG0014774	XP_006292768.1	evm.model.RL_7.2443
OG0014775	XP_006291719.1	evm.model.RL_7.2424
OG0014776	XP_023638393.1	evm.model.RL_7.2422
OG0014777	XP_023637845.1	evm.model.RL_7.2415
OG0014778	XP_006291579.1	evm.model.RL_7.2412
OG0014779	XP_006293183.1	evm.model.RL_7.2406
OG0014780	XP_006291416.1	evm.model.RL_7.2370
OG0014781	XP_006290539.1	evm.model.RL_7.2356
OG0014782	XP_006290914.1	evm.model.RL_7.2352
OG0014783	XP_006291532.2	evm.model.RL_7.2339
OG0014784	XP_006290852.1	evm.model.RL_7.2330
OG0014785	XP_023638213.1	evm.model.RL_7.2320
OG0014786	XP_006291431.1	evm.model.RL_7.2314
OG0014787	XP_006291738.1	evm.model.RL_7.2290
OG0014788	XP_006291066.1	evm.model.RL_7.2266
OG0014789	XP_006290795.1	evm.model.RL_7.2256
OG0014790	XP_023637797.1	evm.model.RL_7.2245
OG0014791	XP_023639006.1	evm.model.RL_7.2223
