Orthogroup	Rorippa_islandica	Eutrema_salsugineum
OG0014912	Roisl.0030s0051.1.p	XP_006398772.1
OG0014913	Roisl.0030s0028.1.p	XP_006398761.2
OG0014914	Roisl.0034s0164.1.p	XP_006398739.1
OG0014915	Roisl.0034s0165.1.p	XP_006398738.1
OG0014916	Roisl.0034s0168.1.p	XP_006392262.1
OG0014918	Roisl.0034s0141.1.p	XP_006398700.1
OG0014919	Roisl.0034s0130.1.p	XP_006398689.1
OG0014920	Roisl.0034s0125.1.p	XP_006398683.1
OG0014921	Roisl.0034s0124.1.p	XP_006398682.1
OG0014922	Roisl.0034s0112.1.p	XP_024011161.1
OG0014923	Roisl.0034s0110.1.p	XP_006398668.1
OG0014924	Roisl.0034s0105.1.p	XP_006398661.1
OG0014925	Roisl.0034s0102.1.p	XP_006398655.1
OG0014926	Roisl.0034s0099.1.p	XP_006398652.1
OG0014927	Roisl.0034s0092.1.p	XP_006398648.1
OG0014928	Roisl.0034s0080.1.p	XP_024011866.1
OG0014929	Roisl.0034s0069.1.p	XP_006398624.1
OG0014930	Roisl.0034s0067.1.p	XP_006398621.1
OG0014931	Roisl.0034s0064.1.p	XP_024011513.1
OG0014932	Roisl.0034s0062.1.p	XP_006398616.1
OG0014933	Roisl.0034s0060.1.p	XP_024011704.1
OG0014934	Roisl.0034s0055.1.p	XP_006398610.1
OG0014935	Roisl.0034s0054.1.p	XP_006398608.1
OG0014936	Roisl.0034s0048.1.p	XP_006398604.1
OG0014937	Roisl.0034s0046.1.p	XP_006398602.1
OG0014938	Roisl.0034s0040.1.p	XP_006398595.1
OG0014939	Roisl.0034s0016.1.p	XP_006398567.1
OG0014940	Roisl.0034s0014.1.p	XP_006398564.2
OG0014941	Roisl.0034s0013.1.p	XP_006398563.1
OG0014942	Roisl.0034s0010.1.p	XP_024011824.1
OG0014943	Roisl.0079s0212.1.p	XP_006409560.1
OG0014944	Roisl.0034s0007.1.p	XP_006398553.2
OG0014945	Roisl.0009s0150.1.p	XP_006405424.1
OG0014946	Roisl.0009s0108.1.p	XP_006405386.1
OG0014947	Roisl.0009s0092.1.p	XP_024014637.1
OG0014948	Roisl.0009s0065.1.p	XP_006405324.1
OG0014949	Roisl.0115s0037.1.p	XP_006389739.1
OG0014950	Roisl.0115s0031.1.p	XP_006389706.1
OG0014951	Roisl.0115s0025.1.p	XP_006389712.2
OG0014952	Roisl.0115s0010.1.p	XP_006389724.1
OG0014953	Roisl.0115s0012.1.p	XP_006389727.2
OG0014954	Roisl.0115s0013.1.p	XP_006389729.1
OG0014955	Roisl.0115s0017.1.p	XP_006389737.1
OG0014956	Roisl.0115s0039.1.p	XP_006389744.1
OG0014957	Roisl.0115s0046.1.p	XP_006389752.1
OG0014958	Roisl.0115s0054.1.p	XP_006389764.1
OG0014959	Roisl.0115s0066.1.p	XP_006404811.2
OG0014960	Roisl.0115s0070.1.p	XP_006389782.2
OG0014961	Roisl.0115s0076.1.p	XP_006389789.1
OG0014962	Roisl.0115s0110.1.p	XP_006389819.1
OG0014963	Roisl.0115s0136.1.p	XP_006389840.1
OG0014964	Roisl.0115s0142.1.p	XP_006389846.1
OG0014965	Roisl.0046s0398.1.p	XP_006394956.1
OG0014966	Roisl.0115s0174.1.p	XP_006389876.2
OG0014967	Roisl.0115s0182.1.p	XP_024007278.1
OG0014968	Roisl.0115s0185.1.p	XP_006389889.1
OG0014969	Roisl.0015s0074.1.p	XP_006415803.1
OG0014970	Roisl.0115s0210.1.p	XP_006389918.1
OG0014971	Roisl.0115s0211.1.p	XP_006389919.1
OG0014972	Roisl.0115s0216.1.p	XP_006389923.1
OG0014973	Roisl.0082s0496.1.p	XP_006408849.2
OG0014974	Roisl.0115s0228.1.p	XP_006389935.1
OG0014975	Roisl.0115s0233.1.p	XP_006389939.2
OG0014976	Roisl.0115s0236.1.p	XP_006389941.2
OG0014977	Roisl.0115s0237.1.p	XP_006389943.1
OG0014978	Roisl.0115s0252.1.p	XP_024006464.1
OG0014979	Roisl.0115s0256.1.p	XP_006389960.1
OG0014980	Roisl.0004s0035.1.p	XP_006389970.1
OG0014981	Roisl.0004s0096.1.p	XP_006390033.1
OG0014982	Roisl.0004s0098.1.p	XP_024011036.1
OG0014983	Roisl.0004s0105.1.p	XP_024007105.1
OG0014984	Roisl.0004s0125.1.p	XP_006390062.1
OG0014985	Roisl.0004s0131.1.p	XP_024012878.1
OG0014986	Roisl.0004s0132.1.p	XP_006390068.1
OG0014987	Roisl.0004s0141.1.p	XP_024009017.1
OG0014988	Roisl.0004s0148.1.p	XP_006390082.1
OG0014989	Roisl.0004s0153.1.p	XP_006390089.1
OG0014990	Roisl.0053s0074.1.p	XP_006395936.1
OG0014991	Roisl.0004s0171.1.p	XP_024014380.1
OG0014992	Roisl.0004s0175.1.p	XP_006390111.1
OG0014993	Roisl.0004s0180.1.p	XP_006390118.1
OG0014994	Roisl.0004s0219.1.p	XP_024012740.1
OG0014995	Roisl.0004s0223.1.p	XP_006390166.1
OG0014996	Roisl.0004s0227.1.p	XP_006390170.1
OG0014997	Roisl.0004s0234.1.p	XP_006390179.1
OG0014998	Roisl.0004s0238.1.p	XP_006390185.1
OG0014999	Roisl.0004s0242.1.p	XP_006390191.1, XP_006390190.1
OG0015000	Roisl.0004s0244.1.p	XP_006390194.1
OG0015001	Roisl.0004s0251.1.p	XP_006390202.1
OG0015002	Roisl.0004s0252.1.p	XP_006390203.1
OG0015003	Roisl.0004s0256.1.p	XP_006390206.1
OG0015004	Roisl.0191s0605.1.p	XP_006396372.1
OG0015005	Roisl.0004s0267.1.p	XP_006390219.1
OG0015006	Roisl.0004s0278.1.p	XP_006390230.1
OG0015007	Roisl.0004s0281.1.p	XP_006390236.1
OG0015008	Roisl.0004s0282.1.p	XP_006390237.1
OG0015009	Roisl.0004s0291.1.p	XP_006390245.1
OG0015010	Roisl.0004s0307.1.p	XP_006390260.1
OG0015011	Roisl.0004s0315.1.p	XP_006390274.1
OG0015012	Roisl.0004s0328.1.p	XP_006390285.1
OG0015013	Roisl.0004s0330.1.p	XP_006390287.1
OG0015014	Roisl.0004s0338.1.p	XP_006390292.1
OG0015015	Roisl.0004s0341.1.p	XP_006390295.1
OG0015016	Roisl.0004s0348.1.p	XP_006390301.1
OG0015017	Roisl.0004s0350.1.p	XP_006390303.1
OG0015018	Roisl.0004s0354.1.p	XP_006390308.1
OG0015019	Roisl.0004s0358.1.p	XP_006390315.1
OG0015020	Roisl.0004s0372.1.p	XP_006390327.1
OG0015021	Roisl.0004s0379.1.p	XP_024011053.1
OG0015022	Roisl.0004s0383.1.p	XP_006390346.2
OG0015023	Roisl.0004s0389.1.p	XP_006390353.1
OG0015024	Roisl.0066s0210.1.p	XP_006409326.1
OG0015025	Roisl.0066s0186.1.p	XP_024016578.1
OG0015026	Roisl.0066s0175.1.p	XP_006409268.1
OG0015027	Roisl.0066s0142.1.p	XP_006409242.1
OG0015028	Roisl.0066s0128.1.p	XP_006409219.1
OG0015029	Roisl.0046s0920.1.p	XP_006404099.1
OG0015030	Roisl.0194s0024.1.p	XP_006392509.1
OG0015031	Roisl.0046s0908.1.p	XP_006404111.1
OG0015032	Roisl.0046s0910.1.p	XP_006404108.2
OG0015033	Roisl.0209s0456.1.p	XP_006404374.1
OG0015034	Roisl.0209s0449.1.p	XP_006404379.1
OG0015035	Roisl.0209s0448.1.p	XP_006404380.1
OG0015036	Roisl.0209s0457.1.p	XP_006404373.1
OG0015037	Roisl.0209s0476.1.p	XP_006404359.1
OG0015038	Roisl.0007s0805.1.p	XP_006392557.2
OG0015039	Roisl.0007s0770.1.p	XP_006392578.1
OG0015040	Roisl.0021s0499.1.p	XP_006392587.1
OG0015041	Roisl.0021s0502.1.p	XP_006392590.1
OG0015042	Roisl.0021s0510.1.p	XP_024006096.1
OG0015043	Roisl.0021s0518.1.p	XP_006392606.1
OG0015044	Roisl.0021s0534.1.p	XP_006392619.1
OG0015045	Roisl.0021s0553.1.p	XP_006392643.1
OG0015046	Roisl.0006s0542.1.p	XP_006392650.1
OG0015047	Roisl.0006s0525.1.p	XP_024006126.1
OG0015048	Roisl.0006s0522.1.p	XP_006392683.1
OG0015049	Roisl.0006s0517.1.p	XP_024006293.1
OG0015050	Roisl.0006s0502.1.p	XP_006392699.1
OG0015051	Roisl.0006s0450.1.p	XP_006392760.1
OG0015052	Roisl.0006s0445.1.p	XP_024006109.1
OG0015053	Roisl.0006s0431.1.p	XP_006392778.2
OG0015054	Roisl.0006s0407.1.p	XP_006392798.1
OG0015055	Roisl.0006s0399.1.p	XP_006392806.1
OG0015056	Roisl.0006s0386.1.p	XP_006392822.1
OG0015057	Roisl.0006s0382.1.p	XP_006392826.1
OG0015058	Roisl.0006s0380.1.p	XP_024006211.1, XP_006392832.2, XP_006392829.2
OG0015059	Roisl.0028s1057.1.p	XP_006410799.1
OG0015060	Roisl.0028s1060.1.p	XP_006410802.1
OG0015061	Roisl.0028s1065.1.p	XP_006410806.2
OG0015062	Roisl.0054s0014.1.p	XP_024003701.1
OG0015063	Roisl.0054s0039.1.p	XP_006410838.2
OG0015064	Roisl.0017s0003.1.p	XP_006410849.1
OG0015065	Roisl.0017s0018.1.p	XP_024003925.1
OG0015066	Roisl.0209s0279.1.p	XP_006419012.1
OG0015067	Roisl.0020s0150.1.p	XP_006419041.1
OG0015068	Roisl.0020s0158.1.p	XP_006419047.1
OG0015069	Roisl.0031s0073.1.p	XP_006401755.1
OG0015070	Roisl.0031s0086.1.p	XP_006401741.1
OG0015071	Roisl.0026s0062.1.p	XP_006402793.1
OG0015072	Roisl.0006s0587.1.p	XP_006402222.2
OG0015073	Roisl.0061s0023.1.p	XP_006414260.1
OG0015074	Roisl.0020s0020.1.p	XP_006397338.1
OG0015075	Roisl.0058s0104.1.p	XP_006397340.1
OG0015076	Roisl.0214s0078.1.p	XP_006402201.1
OG0015077	Roisl.0191s0705.1.p	XP_006402253.1
OG0015078	Roisl.0213s0026.1.p	XP_006403101.1
OG0015079	Roisl.0015s0163.1.p	XP_006403072.1
OG0015080	Roisl.0015s0166.1.p	XP_006403084.2
OG0015081	Roisl.0053s0057.1.p	XP_006395951.1
OG0015082	Roisl.0179s0007.1.p	XP_006415014.1
OG0015083	Roisl.0082s0043.1.p	XP_024004365.1
OG0015085	Roisl.0020s0027.1.p	XP_024010016.1
OG0015086	Roisl.0214s0908.1.p	XP_006414941.1
OG0015087	Roisl.0058s0004.1.p	XP_006414934.1
OG0015088	Roisl.0075s0062.1.p	XP_024005696.1
OG0015089	Roisl.0075s0079.1.p	XP_006414866.1
OG0015090	Roisl.0075s0081.1.p	XP_006414864.1
OG0015091	Roisl.0075s0117.1.p	XP_006414835.1
OG0015092	Roisl.0075s0119.1.p	XP_006414825.1
OG0015093	Roisl.0075s0173.1.p	XP_024005712.1
OG0015094	Roisl.0075s0196.1.p	XP_006414706.1
OG0015095	Roisl.0075s0197.1.p	XP_006414705.1
OG0015096	Roisl.0075s0199.1.p	XP_006414704.1
OG0015097	Roisl.0002s0216.1.p	XP_006414606.1
OG0015098	Roisl.0002s0209.1.p	XP_006414566.1
OG0015099	Roisl.0002s0205.1.p	XP_006414563.1
OG0015101	Roisl.0002s0164.1.p	XP_006414512.1
OG0015102	Roisl.0002s0160.1.p	XP_006414508.1
OG0015103	Roisl.0115s0506.1.p	XP_006414494.1
OG0015104	Roisl.0002s0149.1.p	XP_006414491.1
OG0015105	Roisl.0011s0105.1.p	XP_006395824.1
OG0015106	Roisl.0062s0011.1.p	XP_006409661.1
OG0015107	Roisl.0002s0107.1.p	XP_006414451.1
OG0015108	Roisl.0002s0104.1.p	XP_006414448.1
OG0015109	Roisl.0002s0102.1.p	XP_006414446.1
OG0015110	Roisl.0002s0099.1.p	XP_024004697.1
OG0015111	Roisl.0002s0096.1.p	XP_006414438.1
OG0015112	Roisl.0019s0219.1.p	XP_024009133.1
OG0015113	Roisl.0019s0218.1.p	XP_006390620.1
OG0015114	Roisl.0019s0192.1.p	XP_006390606.1
OG0015115	Roisl.0019s0191.1.p	XP_006390605.1
OG0015116	Roisl.0019s0180.1.p	XP_006390596.1
OG0015117	Roisl.0019s0179.1.p	XP_006390595.1
OG0015118	Roisl.0019s0175.1.p	XP_006390591.1
OG0015119	Roisl.0019s0174.1.p	XP_006390590.1
OG0015120	Roisl.0019s0168.1.p	XP_006390585.1
OG0015121	Roisl.0019s0150.1.p	XP_006390570.1
OG0015122	Roisl.0014s0129.1.p	XP_006395146.2
OG0015123	Roisl.0019s0148.1.p	XP_006390567.1
OG0015124	Roisl.0019s0117.1.p	XP_006390535.1
OG0015125	Roisl.0019s0113.1.p	XP_006390529.1
OG0015126	Roisl.0019s0104.1.p	XP_006390516.2
OG0015127	Roisl.0022s0434.1.p	XP_006413027.1, XP_006413045.1
OG0015128	Roisl.0019s0101.1.p	XP_006390520.1
OG0015129	Roisl.0019s0089.1.p	XP_006390499.1
OG0015130	Roisl.0004s0512.1.p	XP_006390488.1
OG0015131	Roisl.0004s0508.1.p	XP_024008423.1
OG0015132	Roisl.0004s0501.1.p	XP_006390476.1
OG0015133	Roisl.0023s0110.1.p	XP_006405223.1
OG0015134	Roisl.0214s0021.1.p	XP_006405046.1
OG0015135	Roisl.0004s0477.1.p	XP_006390445.1
OG0015136	Roisl.0004s0472.1.p	XP_006390439.1
OG0015138	Roisl.0004s0464.1.p	XP_024009312.1
OG0015139	Roisl.0004s0442.1.p	XP_006390410.1
OG0015140	Roisl.0011s0088.1.p	XP_006395844.1
OG0015141	Roisl.0004s0436.1.p	XP_006390406.1
OG0015142	Roisl.0004s0435.1.p	XP_024012355.1
OG0015143	Roisl.0004s0431.1.p	XP_006390401.1
OG0015144	Roisl.0004s0425.1.p	XP_006390395.1
OG0015145	Roisl.0004s0424.1.p	XP_006390391.1
OG0015146	Roisl.0004s0422.1.p	XP_006390390.1
OG0015147	Roisl.0019s0691.1.p	XP_006391116.1
OG0015148	Roisl.0019s0690.1.p	XP_024006319.1
OG0015149	Roisl.0019s0681.1.p	XP_006391105.1
OG0015150	Roisl.0019s0680.1.p	XP_024012836.1
OG0015151	Roisl.0019s0675.1.p	XP_006391098.1
OG0015152	Roisl.0019s0670.1.p	XP_006391092.1
OG0015153	Roisl.0019s0662.1.p	XP_006391085.1
OG0015154	Roisl.0019s0652.1.p	XP_006391071.1
OG0015155	Roisl.0019s0651.1.p	XP_006391070.2
OG0015156	Roisl.0019s0638.1.p	XP_006391058.1
OG0015157	Roisl.0019s0628.1.p	XP_024007404.1
OG0015158	Roisl.0019s0600.1.p	XP_006391045.2
OG0015159	Roisl.0022s0526.1.p	XP_006412953.1
OG0015160	Roisl.0044s0007.1.p	XP_006412934.1
OG0015161	Roisl.0044s0008.1.p	XP_006412930.1
OG0015162	Roisl.0044s0012.1.p	XP_006412927.2
OG0015164	Roisl.0044s0021.1.p	XP_006412916.1
OG0015165	Roisl.0044s0043.1.p	XP_006412894.1
OG0015166	Roisl.0044s0044.1.p	XP_006412893.1
OG0015167	Roisl.0044s0057.1.p	XP_024004660.1
OG0015169	Roisl.0044s0065.1.p	XP_006412875.1
OG0015170	Roisl.0044s0073.1.p	XP_024005256.1
OG0015171	Roisl.0031s0092.1.p	XP_006401735.1
OG0015172	Roisl.0010s0192.1.p	XP_006391729.1
OG0015173	Roisl.0010s0204.1.p	XP_006391712.1
OG0015174	Roisl.0050s0107.1.p	XP_006391693.1
OG0015175	Roisl.0009s0275.1.p	XP_006405583.1
OG0015176	Roisl.0009s0251.1.p	XP_006405560.1
OG0015177	Roisl.0009s0221.1.p	XP_006405513.1
OG0015178	Roisl.0009s0218.1.p	XP_006405509.1
OG0015179	Roisl.0009s0216.1.p	XP_006405506.1
OG0015180	Roisl.0208s0045.1.p	XP_006419138.1
OG0015181	Roisl.0208s0022.1.p	XP_006419134.1
OG0015182	Roisl.0185s0044.1.p	XP_006395254.1
OG0015183	Roisl.0025s0073.1.p	XP_006395361.1
OG0015184	Roisl.0188s0120.1.p	XP_024007126.1
OG0015185	Roisl.0025s0027.1.p	XP_006395386.1
OG0015186	Roisl.0011s0572.1.p	XP_024007359.1
OG0015187	Roisl.0011s0555.1.p	XP_006395417.1
OG0015188	Roisl.0011s0544.1.p	XP_006395440.1
OG0015189	Roisl.0011s0541.1.p	XP_006395444.1
OG0015190	Roisl.0011s0531.1.p	XP_024007510.1
OG0015191	Roisl.0011s0519.1.p	XP_006395463.1
OG0015192	Roisl.0011s0509.1.p	XP_024006895.1
OG0015193	Roisl.0011s0505.1.p	XP_006395481.1
OG0015194	Roisl.0011s0504.1.p	XP_006395480.1
OG0015195	Roisl.0011s0503.1.p	XP_006395483.1
OG0015196	Roisl.0011s0497.1.p	XP_006395488.1
OG0015197	Roisl.0011s0485.1.p	XP_006395499.1
OG0015198	Roisl.0011s0475.1.p	XP_006395507.1
OG0015199	Roisl.0011s0456.1.p	XP_006395526.1
OG0015200	Roisl.0011s0452.1.p	XP_006395529.1
OG0015201	Roisl.0011s0448.1.p	XP_006395530.1
OG0015202	Roisl.0011s0432.1.p	XP_006395544.1
OG0015203	Roisl.0011s0424.1.p	XP_006395552.1
OG0015204	Roisl.0011s0386.1.p	XP_006395582.1
OG0015205	Roisl.0011s0380.1.p	XP_006395596.1
OG0015206	Roisl.0011s0377.1.p	XP_024007497.1
OG0015207	Roisl.0011s0376.1.p	XP_006395599.1
OG0015208	Roisl.0007s0296.1.p	XP_024008260.1
OG0015209	Roisl.0011s0341.1.p	XP_006395626.1
OG0015210	Roisl.0011s0337.1.p	XP_006395629.2
OG0015211	Roisl.0011s0330.1.p	XP_006395635.1
OG0015212	Roisl.0019s0538.1.p	XP_006390943.1
OG0015213	Roisl.0019s0548.1.p	XP_024010909.1
OG0015214	Roisl.0019s0587.1.p	XP_006391006.1
OG0015215	Roisl.0019s0588.1.p	XP_006391008.1
OG0015216	Roisl.0019s0591.1.p	XP_006391011.1
OG0015217	Roisl.0002s0221.1.p	XP_006414614.1
OG0015218	Roisl.0019s0620.1.p	XP_006391025.1
OG0015219	Roisl.0005s0235.1.p	XP_006398279.1
OG0015220	Roisl.0005s0236.1.p	XP_006398278.1
OG0015221	Roisl.0005s0259.1.p	XP_006398265.1
OG0015222	Roisl.0005s0264.1.p	XP_024011024.1
OG0015223	Roisl.0005s0287.1.p	XP_024010937.1
OG0015224	Roisl.0005s0324.1.p	XP_006398198.2
OG0015225	Roisl.0005s0325.1.p	XP_006398197.1
OG0015226	Roisl.0005s0326.1.p	XP_006398195.1
OG0015227	Roisl.0066s0223.1.p	XP_006409335.1
OG0015228	Roisl.0005s0367.1.p	XP_006398170.1
OG0015229	Roisl.0006s0043.1.p	XP_006393215.1
OG0015230	Roisl.0006s0047.1.p	XP_006393212.1
OG0015231	Roisl.0006s0053.1.p	XP_024006214.1
OG0015232	Roisl.0006s0057.1.p	XP_006393201.1
OG0015233	Roisl.0006s0058.1.p	XP_006393199.1
OG0015234	Roisl.0006s0060.1.p	XP_006393197.1
OG0015235	Roisl.0006s0061.1.p	XP_006393196.2
OG0015236	Roisl.0006s0064.1.p	XP_024006252.1
OG0015237	Roisl.0006s0076.1.p	XP_006393179.1
OG0015238	Roisl.0006s0086.1.p	XP_006393166.1
OG0015239	Roisl.0006s0098.1.p	XP_006393150.1
OG0015240	Roisl.0006s0099.1.p	XP_006393152.1
OG0015241	Roisl.0006s0110.1.p	XP_006393139.1
OG0015242	Roisl.0006s0111.1.p	XP_006393138.1
OG0015243	Roisl.0006s0123.1.p	XP_006393126.1
OG0015244	Roisl.0006s0153.1.p	XP_006393095.1
OG0015245	Roisl.0006s0170.1.p	XP_006393080.1
OG0015246	Roisl.0006s0171.1.p	XP_006393079.1
OG0015247	Roisl.0006s0186.1.p	XP_024006139.1
OG0015248	Roisl.0006s0200.1.p	XP_006393053.1
OG0015249	Roisl.0006s0201.1.p	XP_006393052.1
OG0015250	Roisl.0006s0202.1.p	XP_006393051.1
OG0015251	Roisl.0115s0096.1.p	XP_006389809.1
OG0015252	Roisl.0051s0043.1.p	XP_024014093.1
OG0015253	Roisl.0006s0228.1.p	XP_006393003.1
OG0015254	Roisl.0006s0234.1.p	XP_006392994.2
OG0015255	Roisl.0006s0291.1.p	XP_006404736.1
OG0015256	Roisl.0006s0282.1.p	XP_006392935.1
OG0015257	Roisl.0006s0280.1.p	XP_006392932.1
OG0015258	Roisl.0022s0235.1.p	XP_006413266.1
OG0015259	Roisl.0006s0305.1.p	XP_006392913.1
OG0015260	Roisl.0006s0306.1.p	XP_006392914.1
OG0015261	Roisl.0006s0316.1.p	XP_006392902.1
OG0015262	Roisl.0006s0318.1.p	XP_006392899.1
OG0015263	Roisl.0006s0320.1.p	XP_006392896.1
OG0015264	Roisl.0006s0331.1.p	XP_024005951.1
OG0015265	Roisl.0006s0336.1.p	XP_006392871.1
OG0015266	Roisl.0006s0339.1.p	XP_006392869.2
OG0015267	Roisl.0006s0346.1.p	XP_006392865.1
OG0015268	Roisl.0006s0352.1.p	XP_006392859.1
OG0015269	Roisl.0006s0354.1.p	XP_006392855.1
OG0015270	Roisl.0055s0060.1.p	XP_006403355.1
OG0015271	Roisl.0214s0321.1.p	XP_006403354.1
OG0015272	Roisl.0214s0293.1.p	XP_006403335.1
OG0015273	Roisl.0214s0280.1.p	XP_006403322.1
OG0015274	Roisl.0012s0060.1.p	XP_006403290.1
OG0015275	Roisl.0012s0061.1.p	XP_006403287.1
OG0015276	Roisl.0028s0760.1.p	XP_024003744.1
OG0015277	Roisl.0028s0767.1.p	XP_006410512.2
OG0015278	Roisl.0028s0772.1.p	XP_006410516.1
OG0015279	Roisl.0028s0773.1.p	XP_006410517.1
OG0015280	Roisl.0028s0788.1.p	XP_006410529.1
OG0015281	Roisl.0028s0814.1.p	XP_006410553.1
OG0015282	Roisl.0028s0819.1.p	XP_006410556.1
OG0015283	Roisl.0028s0821.1.p	XP_006410559.1
OG0015284	Roisl.0028s0823.1.p	XP_006410561.1
OG0015285	Roisl.0028s0835.1.p	XP_006410576.1
OG0015286	Roisl.0028s0851.1.p	XP_006410591.1
OG0015287	Roisl.0028s0872.1.p	XP_006410612.1
OG0015288	Roisl.0188s0096.1.p	XP_024006856.1
OG0015289	Roisl.0028s0916.1.p	XP_006410657.1
OG0015290	Roisl.0028s0919.1.p	XP_006410660.1
OG0015291	Roisl.0028s0920.1.p	XP_006410662.1
OG0015292	Roisl.0209s0201.1.p, Roisl.0028s0926.1.p	XP_006410668.1
OG0015293	Roisl.0028s0928.1.p	XP_024003831.1
OG0015294	Roisl.0028s0929.1.p	XP_024003991.1
OG0015295	Roisl.0028s0958.1.p	XP_006410699.1
OG0015296	Roisl.0028s0962.1.p	XP_006410702.2
OG0015297	Roisl.0028s0967.1.p	XP_024016803.1
OG0015298	Roisl.0028s0977.1.p	XP_006410717.1
OG0015299	Roisl.0041s0070.1.p	XP_006400487.1
OG0015300	Roisl.0028s1003.1.p	XP_006410747.1
OG0015301	Roisl.0028s1019.1.p	XP_006410762.2
OG0015302	Roisl.0091s0365.1.p	XP_006413978.1
OG0015303	Roisl.0091s0373.1.p	XP_006413982.1
OG0015304	Roisl.0047s0037.1.p	XP_024004747.1
OG0015305	Roisl.0091s0379.1.p	XP_006413991.1
OG0015306	Roisl.0091s0385.1.p	XP_006413999.1
OG0015307	Roisl.0091s0390.1.p	XP_006414003.1
OG0015308	Roisl.0091s0395.1.p	XP_006414010.1
OG0015309	Roisl.0091s0412.1.p	XP_006414031.2
OG0015310	Roisl.0091s0429.1.p	XP_006414051.1
OG0015311	Roisl.0091s0430.1.p	XP_006414054.1
OG0015312	Roisl.0091s0448.1.p	XP_006414073.1
OG0015313	Roisl.0091s0453.1.p	XP_024004344.1
OG0015314	Roisl.0091s0467.1.p	XP_006414097.1
OG0015315	Roisl.0091s0485.1.p	XP_006414116.1
OG0015316	Roisl.0091s0491.1.p	XP_024005912.1
OG0015317	Roisl.0091s0493.1.p	XP_024005776.1
OG0015318	Roisl.0091s0508.1.p	XP_024004759.1
OG0015320	Roisl.0091s0513.1.p	XP_006414145.2
OG0015321	Roisl.0023s0020.1.p	XP_006405110.1
OG0015322	Roisl.0091s0526.1.p	XP_006414167.1
OG0015323	Roisl.0091s0552.1.p	XP_006414191.1
OG0015324	Roisl.0091s0554.1.p	XP_024004724.1
OG0015325	Roisl.0091s0555.1.p	XP_006414193.1
OG0015326	Roisl.0091s0568.1.p	XP_006414208.1
OG0015327	Roisl.0091s0601.1.p	XP_006414236.1
OG0015328	Roisl.0091s0624.1.p	XP_024004457.1
OG0015329	Roisl.0091s0627.1.p	XP_006414266.1
OG0015330	Roisl.0053s0080.1.p	XP_024007533.1
OG0015331	Roisl.0005s0184.1.p	XP_006398328.1
OG0015332	Roisl.0188s0072.1.p	XP_006395311.1
OG0015333	Roisl.0046s1051.1.p	XP_006403968.1
OG0015334	Roisl.0046s1031.1.p	XP_006404001.1
OG0015335	Roisl.0046s1024.1.p	XP_006404003.1
OG0015336	Roisl.0046s1009.1.p	XP_006404011.1
OG0015337	Roisl.0046s0981.1.p	XP_006404033.2
OG0015338	Roisl.0046s0979.1.p	XP_024014609.1
OG0015339	Roisl.0046s0975.1.p	XP_006415032.1
OG0015340	Roisl.0046s0959.1.p	XP_006404047.1
OG0015341	Roisl.0046s0958.1.p	XP_006404048.1
OG0015342	Roisl.0046s0950.1.p	XP_006404056.1
OG0015343	Roisl.0189s0119.1.p	XP_006401831.1
OG0015344	Roisl.0189s0137.1.p	XP_006401848.1
OG0015345	Roisl.0189s0146.1.p	XP_006401856.1
OG0015346	Roisl.0189s0154.1.p	XP_006401865.1
OG0015347	Roisl.0189s0155.1.p	XP_024012063.1
OG0015348	Roisl.0189s0165.1.p	XP_006401878.1
OG0015349	Roisl.0189s0168.1.p	XP_006401880.1
OG0015350	Roisl.0189s0185.1.p	XP_006401906.1
OG0015351	Roisl.0189s0211.1.p	XP_006401934.1
OG0015352	Roisl.0189s0205.1.p	XP_024011619.1
OG0015353	Roisl.0189s0202.1.p	XP_006391903.1
OG0015354	Roisl.0189s0214.1.p	XP_024012599.1
OG0015355	Roisl.0012s0012.1.p	XP_006402036.1
OG0015356	Roisl.0081s0009.1.p	XP_006402027.1
OG0015357	Roisl.0081s0008.1.p	XP_024012397.1
OG0015358	Roisl.0214s0129.1.p	XP_024012257.1
OG0015359	Roisl.0066s0446.1.p	XP_006409673.1
OG0015360	Roisl.0066s0401.1.p	XP_024016501.1
OG0015361	Roisl.0062s0024.1.p	XP_006409669.2
OG0015362	Roisl.0062s0023.1.p	XP_006409668.1
OG0015363	Roisl.0066s0443.1.p	XP_024016608.1
OG0015364	Roisl.0062s0012.1.p	XP_024016512.1
OG0015365	Roisl.0062s0009.1.p	XP_006409660.1
OG0015366	Roisl.0062s0004.1.p	XP_006409653.1
OG0015367	Roisl.0047s0063.1.p	XP_006409649.1
OG0015368	Roisl.0047s0060.1.p	XP_006409644.1
OG0015369	Roisl.0047s0039.1.p	XP_006409633.1
OG0015370	Roisl.0045s0101.1.p	XP_006409584.1
OG0015371	Roisl.0045s0087.1.p	XP_006409563.1
OG0015372	Roisl.0045s0085.1.p	XP_006409562.1
OG0015374	Roisl.0185s0081.1.p	XP_024006708.1
OG0015375	Roisl.0065s0004.1.p	XP_006409442.1
OG0015376	Roisl.0012s0001.1.p	XP_006409434.1
OG0015377	Roisl.0066s0270.1.p	XP_006409387.1
OG0015378	Roisl.0066s0266.1.p	XP_006409384.1
OG0015379	Roisl.0008s0206.1.p	XP_024005496.1
OG0015380	Roisl.0008s0188.1.p	XP_006413518.1
OG0015381	Roisl.0008s0187.1.p	XP_024004505.1
OG0015382	Roisl.0091s0023.1.p	XP_024004511.1
OG0015383	Roisl.0091s0025.1.p	XP_024005523.1
