Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_Rawat
OG0016732	Roisl.0191s0349.1.p	AL1G39080
OG0016733	Roisl.0191s0369.1.p	AL1G39280
OG0016734	Roisl.0191s0380.1.p	AL1G39410
OG0016735	Roisl.0191s0594.1.p	AL6G51260
OG0016736	Roisl.0191s0602.1.p	AL6G51500
OG0016737	Roisl.0191s0652.1.p	AL6G52010
OG0016738	Roisl.0191s0568.1.p	AL6G52450
OG0016739	Roisl.0191s0560.1.p	AL6G52360
OG0016740	Roisl.0191s0544.1.p	AL6G52280
OG0016741	Roisl.0191s0531.1.p	AL7G39210, AL6G52150
OG0016742	Roisl.0191s0530.1.p	AL6G52140
OG0016743	Roisl.0191s0484.1.p	AL6G52980
OG0016744	Roisl.0015s0048.1.p	AL6G53150
OG0016745	Roisl.0015s0033.1.p	AL6G53290
OG0016746	Roisl.0211s0011.1.p	AL2G19130
OG0016747	Roisl.0015s0020.1.p	AL6G53420
OG0016748	Roisl.0015s0018.1.p	AL6G53450
OG0016749	Roisl.0001s0284.1.p	AL4G40370
OG0016750	Roisl.0067s0073.1.p	AL4G47010
OG0016751	Roisl.0007s0514.1.p	AL1G28330
OG0016752	Roisl.0063s0014.1.p	AL4G10090
OG0016753	Roisl.0063s0016.1.p	AL4G10110
OG0016754	Roisl.0063s0018.1.p	AL4G10130
OG0016755	Roisl.0015s0064.1.p	AL1G40370
OG0016756	Roisl.0191s0406.1.p	AL1G39690
OG0016757	Roisl.0022s0284.1.p	AL7G26720
OG0016758	Roisl.0022s0323.1.p	AL7G26270
OG0016759	Roisl.0022s0340.1.p	AL7G26080
OG0016760	Roisl.0022s0399.1.p	AL7G25410
OG0016761	Roisl.0022s0441.1.p	AL7G24960
OG0016762	Roisl.0022s0448.1.p	AL7G24870
OG0016763	Roisl.0022s0449.1.p	AL7G24860
OG0016764	Roisl.0022s0451.1.p	AL7G24840
OG0016765	Roisl.0022s0459.1.p	AL7G24730
OG0016766	Roisl.0022s0470.1.p	AL7G24610
OG0016767	Roisl.0022s0476.1.p	AL7G24540
OG0016768	Roisl.0022s0495.1.p	AL7G24380
OG0016769	Roisl.0022s0509.1.p	AL7G24260
OG0016770	Roisl.0011s0310.1.p	AL5G14010
OG0016771	Roisl.0091s0852.1.p	AL1G15820
OG0016772	Roisl.0091s1098.1.p	nbis-gene-51
OG0016774	Roisl.0007s0217.1.p	AL1G31690
OG0016775	Roisl.0191s0064.1.p	AL1G35760
OG0016777	Roisl.0191s0179.1.p	AL1G37180
OG0016778	Roisl.0191s0209.1.p	AL1G37500
OG0016779	Roisl.0191s0279.1.p	AL1G38280
OG0016780	Roisl.0191s0294.1.p	AL1G38440
OG0016781	Roisl.0191s0330.1.p	AL1G38880
OG0016782	Roisl.0191s0399.1.p	AL1G39590
OG0016783	Roisl.0191s0438.1.p	AL1G39990
OG0016784	Roisl.0015s0117.1.p	AL1G40930
OG0016785	Roisl.0015s0118.1.p	AL1G40980, AL1G40940
OG0016786	Roisl.0015s0119.1.p	AL1G40950
OG0016788	Roisl.0061s0010.1.p, Roisl.0213s0347.1.p	AL1G44990
OG0016789	Roisl.0213s0400.1.p	AL1G49250
OG0016790	Roisl.0209s0161.1.p	AL1G46840
OG0016791	Roisl.0027s0114.1.p	AL1G51880
OG0016792	Roisl.0006s0056.1.p	AL1G57450, AL1G57440
OG0016793	Roisl.0075s0189.1.p	AL7G15990
OG0016793	Roisl.0001s0132.1.p	AL1G57910
OG0016794	Roisl.0006s0181.1.p	AL1G58990
OG0016795	Roisl.0021s0501.1.p	AL1G64030
OG0016797	Roisl.0209s0085.1.p	AL2G23710
OG0016798	Roisl.0209s0086.1.p	AL2G23730
OG0016801	Roisl.0004s0289.1.p	AL2G36070
OG0016802	Roisl.0004s0280.1.p	AL2G36170
OG0016803	Roisl.0004s0167.1.p	AL2G37500
OG0016805	Roisl.0074s0940.1.p	AL3G22190
OG0016806	Roisl.0074s0682.1.p	AL3G24890
OG0016808	Roisl.0115s0333.1.p	AL3G33870
OG0016809	Roisl.0053s0351.1.p	AL3G38030
OG0016810	Roisl.0053s0286.1.p	AL8G18970, AL3G39000
OG0016811	Roisl.0213s0674.1.p	AL3G43270
OG0016812	Roisl.0038s0021.1.p	AL3G43880
OG0016814	Roisl.0066s0448.1.p	AL3G45710
OG0016815	Roisl.0047s0010.1.p	AL3G46900
OG0016816	Roisl.0045s0025.1.p	AL3G47600
OG0016817	Roisl.0066s0145.1.p	AL3G50810
OG0016818	Roisl.0066s0122.1.p	AL3G51010
OG0016819	Roisl.0214s0432.1.p	AL3G47800
OG0016820	Roisl.0063s0023.1.p	AL4G10180
OG0016821	Roisl.0046s0650.1.p	AL4G11210
OG0016822	Roisl.0046s0559.1.p	AL4G12280
OG0016823	Roisl.0004s0003.1.p	AL4G14470
OG0016824	Roisl.0004s0017.1.p	AL4G14680
OG0016826	Roisl.0023s0105.1.p	AL4G17020
OG0016827	Roisl.0082s0463.1.p	AL4G18620
OG0016828	Roisl.0033s0024.1.p	AL59U10050, AL4G24870
OG0016829	Roisl.0033s0143.1.p	AL4G26170
OG0016830	Roisl.0017s0464.1.p	AL4G27200
OG0016832	Roisl.0028s1010.1.p	AL4G31960
OG0016833	Roisl.0028s1038.1.p	AL4G32180
OG0016835	Roisl.0017s0284.1.p	AL92U10090, AL4G36420
OG0016836	Roisl.0028s0169.1.p	AL4G43160
OG0016837	Roisl.0209s0478.1.p	AL5G26910
OG0016838	Roisl.0035s0144.1.p	AL4G45270
OG0016839	Roisl.0067s0024.1.p	AL39U10120, AL4G47520
OG0016840	Roisl.0011s0074.1.p	AL5G10830
OG0016841	Roisl.0011s0286.1.p	AL5G13630, AL5G13660
OG0016842	Roisl.0011s0324.1.p	AL5G14140
OG0016843	Roisl.0011s0385.1.p	AL5G14840
OG0016844	Roisl.0188s0118.1.p	AL5G18460
OG0016845	Roisl.0111s0026.1.p	AL5G19870
OG0016846	Roisl.0185s0063.1.p	AL5G20020
OG0016849	Roisl.0037s0015.1.p	AL5G22500
OG0016850	Roisl.0037s0005.1.p	AL5G22570
OG0016851	Roisl.0019s0077.1.p	AL5G23860
OG0016852	Roisl.0209s0358.1.p, Roisl.0058s0033.1.p	AL5G25450
OG0016853	Roisl.0209s0392.1.p	AL5G25910
OG0016854	Roisl.0209s0416.1.p	AL5G26320
OG0016855	Roisl.0209s0455.1.p	AL5G26710
OG0016856	Roisl.0046s0942.1.p	AL5G30050
OG0016857	Roisl.0046s1011.1.p	AL5G30860
OG0016858	Roisl.0046s1212.1.p	AL5G33090
OG0016859	Roisl.0046s1313.1.p	AL5G34290
OG0016860	Roisl.0034s0115.1.p	AL6G11310
OG0016861	Roisl.0210s0931.1.p	nbis-gene-1509, nbis-gene-1508
OG0016862	Roisl.0210s1754.1.p	AL6G31810
OG0016863	Roisl.0046s0157.1.p	AL6G36430
OG0016864	Roisl.0060s0023.1.p	AL6G43010
OG0016865	Roisl.0020s0057.1.p	AL6G43670
OG0016866	Roisl.0057s0031.1.p	AL6G44780
OG0016867	Roisl.0213s0600.1.p	AL6G45670
OG0016868	Roisl.0213s0523.1.p	AL6G46770
OG0016869	Roisl.0082s0390.1.p	AL6G50130
OG0016870	Roisl.0082s0329.1.p	nbis-gene-1656
OG0016871	Roisl.0115s0716.1.p	AL7G10720
OG0016872	Roisl.0001s0288.1.p	AL7G14330
OG0016874	Roisl.0022s0469.1.p	AL7G24620
OG0016875	Roisl.0022s0407.1.p	AL7G25310
OG0016876	Roisl.0022s0362.1.p	AL7G25890
OG0016877	Roisl.0022s0344.1.p	AL7G26050
OG0016878	Roisl.0022s0297.1.p	AL7G26540
OG0016879	Roisl.0022s0278.1.p	AL7G26790
OG0016880	Roisl.0022s0275.1.p	nbis-gene-1777
OG0016881	Roisl.0022s0272.1.p	AL7G26850
OG0016882	Roisl.0022s0269.1.p	AL7G26880
OG0016883	Roisl.0022s0264.1.p	AL7G26920
OG0016884	Roisl.0022s0254.1.p	AL7G27010
OG0016885	Roisl.0022s0249.1.p	AL7G27060
OG0016886	Roisl.0022s0228.1.p	AL7G27270
OG0016887	Roisl.0022s0100.1.p	AL7G28670
OG0016888	Roisl.0008s0153.1.p	AL4G33900, AL7G29930, AL7G29910
OG0016889	Roisl.0008s0149.1.p	AL7G29960
OG0016890	Roisl.0091s0213.1.p	AL7G32930
OG0016891	Roisl.0091s0375.1.p	AL7G34790
OG0016892	Roisl.0091s0402.1.p	AL7G35040
OG0016893	Roisl.0091s0438.1.p	AL7G35510
OG0016895	Roisl.0008s0102.1.p	AL7G45540
OG0016896	Roisl.0008s0107.1.p	AL7G45560
OG0016897	Roisl.0046s0024.1.p	AL7G52510
OG0016898	Roisl.0213s0799.1.p	AL7G51920
OG0016899	Roisl.0009s0121.1.p	AL7G48490
OG0016900	Roisl.0005s0296.1.p	AL8G13160, AL8G13180
OG0016901	Roisl.0012s0262.1.p	AL8G15570
OG0016902	Roisl.0014s0026.1.p	AL8G21040
OG0016903	Roisl.0014s0091.1.p, Roisl.0014s0144.1.p	AL8G21840
OG0016904	Roisl.0214s0139.1.p	AL8G24340, AL6G39810
OG0016905	Roisl.0214s0242.1.p	AL8G24800
OG0016906	Roisl.0012s0039.1.p	AL8G24990
OG0016907	Roisl.0189s0224.1.p	AL8G25820
OG0016908	Roisl.0189s0207.1.p	AL8G25920
OG0016909	Roisl.0189s0175.1.p	AL8G26230
OG0016910	Roisl.0031s0013.1.p	AL8G27010
OG0016912	Roisl.0080s0612.1.p	AL290U10010
OG0016915	Roisl.0024s0609.1.p	AL8G44810
OG0016917	Roisl.0209s0103.1.p, Roisl.0214s0860.1.p	AL1G67110
OG0016918	Roisl.0046s0364.1.p	AL1G30740
OG0016919	Roisl.0022s0341.1.p	AL7G26070
OG0016920	Roisl.0210s1300.1.p	nbis-gene-1526
OG0016938	Roisl.0209s0355.1.p	AL5G25400
OG0016939	Roisl.0209s0403.1.p	AL5G26180
OG0016940	Roisl.0046s0773.1.p	AL5G27940
OG0016941	Roisl.0046s0745.1.p	AL5G27660
OG0016942	Roisl.0046s0723.1.p	AL5G27450
OG0016943	Roisl.0046s0727.1.p	AL5G27500
OG0016944	Roisl.0046s0700.1.p	AL5G27200
OG0016945	Roisl.0011s0026.1.p	AL5G10290
OG0016946	Roisl.0011s0096.1.p	AL5G11020
OG0016947	Roisl.0008s0121.1.p	AL7G45890
OG0016948	Roisl.0210s1515.1.p	AL6G29300
OG0016949	Roisl.0210s1500.1.p	AL6G29080
OG0016950	Roisl.0210s1478.1.p	AL6G28870
OG0016951	Roisl.0210s1466.1.p	AL6G28760
OG0016952	Roisl.0210s1462.1.p	AL6G28720
OG0016953	Roisl.0015s0011.1.p	AL6G53510
OG0016954	Roisl.0210s1435.1.p	AL6G28450
OG0016955	Roisl.0210s1415.1.p	AL6G28230
OG0016956	Roisl.0210s1349.1.p	AL6G27460
OG0016957	Roisl.0210s1340.1.p	nbis-gene-1528
OG0016958	Roisl.0210s1324.1.p	AL6G27150
OG0016959	Roisl.0210s1318.1.p	AL6G27080
OG0016960	Roisl.0210s1220.1.p	AL6G25990
OG0016961	Roisl.0210s1200.1.p	AL6G25770
OG0016962	Roisl.0188s0023.1.p	AL3G45230
OG0016963	Roisl.0009s0274.1.p	nbis-gene-1934
OG0016964	Roisl.0210s1146.1.p	AL6G25180
OG0016965	Roisl.0185s0005.1.p	AL1G51870
OG0016966	Roisl.0210s1084.1.p	AL6G24500
OG0016967	Roisl.0210s1081.1.p	AL6G24470
OG0016968	Roisl.0210s1065.1.p	AL6G24300
OG0016969	Roisl.0210s1064.1.p	AL6G24290
OG0016970	Roisl.0210s1059.1.p	AL6G24240
OG0016971	Roisl.0210s1055.1.p	AL6G24210
OG0016972	Roisl.0053s0111.1.p	AL7G45100
OG0016974	Roisl.0210s0961.1.p	AL6G23180
OG0016975	Roisl.0210s0939.1.p	AL6G22930
OG0016977	Roisl.0210s0911.1.p	AL6G22620
OG0016978	Roisl.0210s0876.1.p	AL6G22270
OG0016979	Roisl.0210s0871.1.p	AL6G22210
OG0016980	Roisl.0210s0862.1.p	AL6G22110
OG0016981	Roisl.0210s0832.1.p	AL6G21770
OG0016982	Roisl.0210s0811.1.p	AL6G21570
OG0016983	Roisl.0210s0803.1.p	AL6G21450
OG0016984	Roisl.0210s0798.1.p	AL6G21410
OG0016985	Roisl.0210s0786.1.p	AL6G21250
OG0016986	Roisl.0210s0736.1.p	AL6G20680
OG0016987	Roisl.0210s0734.1.p	AL6G20670
OG0016988	Roisl.0210s0722.1.p	AL6G20520
OG0016989	Roisl.0210s0712.1.p	AL6G20430
OG0016990	Roisl.0210s0709.1.p	AL6G20390
OG0016991	Roisl.0210s0707.1.p	AL6G20370
OG0016992	Roisl.0210s0679.1.p	AL6G20100
OG0016993	Roisl.0074s0485.1.p	AL3G27130
OG0016994	Roisl.0210s0668.1.p	nbis-gene-1498
OG0016995	Roisl.0210s0662.1.p	AL6G19940
OG0016996	Roisl.0210s0647.1.p	AL6G19800
OG0016997	Roisl.0210s0635.1.p	AL6G19720
OG0016998	Roisl.0210s0638.1.p	AL6G19680
OG0016999	Roisl.0210s0630.1.p	AL6G19620
OG0017000	Roisl.0210s0625.1.p	AL6G19520
OG0017001	Roisl.0210s0596.1.p	AL6G18930
OG0017002	Roisl.0210s0574.1.p	AL6G18710
OG0017003	Roisl.0210s0564.1.p	AL6G18620
OG0017004	Roisl.0210s0549.1.p	AL6G18440
OG0017005	Roisl.0210s0543.1.p	AL6G18360
OG0017006	Roisl.0210s0540.1.p	AL6G18330
OG0017007	Roisl.0210s0509.1.p	AL6G18040
OG0017008	Roisl.0022s0143.1.p	AL7G28170
OG0017009	Roisl.0029s0074.1.p	AL4G19620
OG0017010	Roisl.0215s0014.1.p	AL4G19530
OG0017011	Roisl.0215s0011.1.p	AL4G19550
OG0017012	Roisl.0029s0068.1.p	AL4G19640
OG0017013	Roisl.0029s0066.1.p	AL4G19680
OG0017014	Roisl.0029s0012.1.p	AL4G20170
OG0017015	Roisl.0209s0490.1.p	AL4G20800
OG0017016	Roisl.0046s0671.1.p	AL4G20840
OG0017017	Roisl.0204s0067.1.p	AL4G21470
OG0017018	Roisl.0204s0024.1.p	AL4G22530
OG0017019	Roisl.0082s0557.1.p	AL4G22050
OG0017020	Roisl.0082s0562.1.p	AL4G22010
OG0017021	Roisl.0082s0599.1.p	AL4G21630
OG0017024	Roisl.0082s0634.1.p	AL4G23160
OG0017025	Roisl.0082s0641.1.p	AL4G23230
OG0017026	Roisl.0082s0670.1.p	AL4G23490
OG0017027	Roisl.0082s0768.1.p	AL4G24540, AL4G24530
OG0017028	Roisl.0050s0010.1.p	AL1G56680
OG0017029	Roisl.0033s0076.1.p	AL4G25430
OG0017030	Roisl.0033s0103.1.p	AL4G25820
OG0017031	Roisl.0033s0134.1.p	AL4G26280
OG0017032	Roisl.0001s0440.1.p	AL7G12550
OG0017033	Roisl.0017s0497.1.p	AL4G26890
OG0017034	Roisl.0017s0482.1.p	AL4G27000
OG0017035	Roisl.0017s0445.1.p	AL4G27410
OG0017036	Roisl.0028s0658.1.p	AL4G28180
OG0017037	Roisl.0012s0109.1.p	AL8G16980
OG0017038	Roisl.0012s0124.1.p	AL8G16770
OG0017039	Roisl.0012s0146.1.p	AL8G16610
OG0017040	Roisl.0210s0315.1.p	AL1G13370
OG0017041	Roisl.0012s0248.1.p	AL8G15770
OG0017042	Roisl.0022s0165.1.p	AL7G27920
OG0017043	Roisl.0022s0194.1.p	AL7G27640
OG0017044	Roisl.0080s0764.1.p	AL8G31270
OG0017045	Roisl.0055s0032.1.p	AL8G18690
OG0017046	Roisl.0013s0210.1.p	AL1G53700
OG0017047	Roisl.0013s0228.1.p	AL1G53440
OG0017048	Roisl.0213s0031.1.p	AL1G41200
OG0017049	Roisl.0213s0030.1.p	AL1G41190
OG0017050	Roisl.0213s0029.1.p	AL1G41180
OG0017051	Roisl.0179s0014.1.p	AL1G52650
OG0017052	Roisl.0066s0393.1.p	AL1G52790
OG0017053	Roisl.0066s0376.1.p	AL1G52910
OG0017054	Roisl.0011s0075.1.p	AL5G10840
OG0017055	Roisl.0213s0032.1.p	AL1G41210
OG0017056	Roisl.0213s0042.1.p	AL1G41320
OG0017057	Roisl.0213s0049.1.p	AL1G41400
OG0017058	Roisl.0213s0093.1.p	AL1G41900
OG0017059	Roisl.0213s0136.1.p	AL1G42580
OG0017060	Roisl.0213s0141.1.p	AL1G42680
OG0017061	Roisl.0213s0176.1.p	AL1G43060
OG0017062	Roisl.0213s0225.1.p	AL1G43530
OG0017063	Roisl.0213s0244.1.p	AL1G43650
OG0017064	Roisl.0213s0263.1.p	AL1G43850
OG0017066	Roisl.0213s0281.1.p	AL1G44100
OG0017067	Roisl.0213s0305.1.p	AL1G44410
OG0017068	Roisl.0015s0149.1.p	AL7G43950
OG0017069	Roisl.0213s0312.1.p	AL1G44540
OG0017070	Roisl.0213s0323.1.p	AL1G44640
OG0017071	Roisl.0213s0372.1.p	AL1G45360
OG0017072	Roisl.0213s0425.1.p	AL1G49640
OG0017073	Roisl.0213s0431.1.p	AL1G49580
OG0017074	Roisl.0213s0462.1.p	AL1G45920
OG0017076	Roisl.0209s0190.1.p	AL1G46540
OG0017077	Roisl.0209s0188.1.p	AL1G46560
OG0017078	Roisl.0209s0172.1.p	AL1G46750
OG0017079	Roisl.0011s0183.1.p	AL5G12440
OG0017080	Roisl.0011s0213.1.p	AL5G12910
OG0017081	Roisl.0011s0246.1.p	AL5G13160
OG0017082	Roisl.0011s0251.1.p	AL5G13230
OG0017083	Roisl.0011s0261.1.p, Roisl.0011s0256.1.p	AL5G13290
OG0017084	Roisl.0024s0594.1.p	AL8G44660
OG0017085	Roisl.0024s0572.1.p	AL8G44420
OG0017086	Roisl.0024s0551.1.p	AL8G44210
OG0017087	Roisl.0024s0548.1.p	AL8G44170
OG0017088	Roisl.0024s0506.1.p	AL8G43760
OG0017089	Roisl.0024s0502.1.p	AL8G43730
OG0017090	Roisl.0024s0493.1.p	AL8G43660
OG0017091	Roisl.0021s0400.1.p	AL2G16400
OG0017092	Roisl.0024s0481.1.p	AL8G43540
OG0017093	Roisl.0024s0470.1.p	AL8G43420
OG0017094	Roisl.0024s0452.1.p	AL8G43170, AL8G43380
OG0017095	Roisl.0024s0447.1.p	AL8G43100
OG0017096	Roisl.0024s0440.1.p	AL8G43080
OG0017097	Roisl.0024s0433.1.p	AL8G42970
OG0017098	Roisl.0024s0421.1.p	AL8G42850
OG0017099	Roisl.0024s0415.1.p	AL8G42770
OG0017100	Roisl.0024s0405.1.p	AL8G42660
OG0017101	Roisl.0024s0404.1.p	nbis-gene-2210
OG0017102	Roisl.0024s0394.1.p	AL8G42540
OG0017103	Roisl.0024s0384.1.p	AL8G42440
OG0017104	Roisl.0024s0370.1.p	AL8G42290
OG0017105	Roisl.0024s0334.1.p	AL8G41900
OG0017106	Roisl.0024s0312.1.p	AL8G41680
OG0017107	Roisl.0024s0289.1.p	AL8G41360
OG0017108	Roisl.0024s0281.1.p	AL8G41270
OG0017109	Roisl.0024s0272.1.p	AL8G41160
OG0017110	Roisl.0024s0269.1.p	AL8G41140
OG0017111	Roisl.0024s0251.1.p	AL8G40860
OG0017112	Roisl.0024s0206.1.p	AL8G40380
OG0017113	Roisl.0024s0180.1.p	AL8G40100
OG0017114	Roisl.0024s0175.1.p	AL3G51110
OG0017115	Roisl.0024s0161.1.p	AL8G39920
OG0017116	Roisl.0024s0134.1.p	AL8G39610
OG0017117	Roisl.0080s0031.1.p	AL8G38980
OG0017118	Roisl.0080s0089.1.p	AL8G38350
OG0017119	Roisl.0080s0098.1.p	AL8G38240
OG0017120	Roisl.0080s0105.1.p	AL8G38170
OG0017121	Roisl.0210s1971.1.p	AL6G34230
OG0017122	Roisl.0210s1976.1.p	AL6G34300
OG0017123	Roisl.0210s1981.1.p	AL6G34350
OG0017124	Roisl.0210s2005.1.p	AL6G34650
OG0017125	Roisl.0210s2034.1.p	AL6G34960
OG0017126	Roisl.0210s2051.1.p	AL6G35110
OG0017127	Roisl.0046s0071.1.p	AL6G35320
OG0017128	Roisl.0046s0072.1.p	AL6G35330
OG0017129	Roisl.0046s0116.1.p	AL6G35960
OG0017130	Roisl.0046s0136.1.p	AL6G36150, AL6G36140
OG0017131	Roisl.0046s0149.1.p	AL6G36330
OG0017132	Roisl.0046s0163.1.p	AL6G36490
OG0017133	Roisl.0067s0034.1.p	AL4G47420
OG0017134	Roisl.0046s0231.1.p	AL6G37280
OG0017135	Roisl.0046s0239.1.p	AL6G37370
OG0017137	Roisl.0046s0288.1.p, Roisl.0014s0038.1.p	AL5G44720
OG0017138	Roisl.0210s1658.1.p	AL6G30900
OG0017139	Roisl.0210s1673.1.p	AL6G31050
OG0017140	Roisl.0210s1683.1.p	AL6G31150
OG0017141	Roisl.0210s1704.1.p	AL6G31360
OG0017142	Roisl.0210s1718.1.p	AL6G31480
OG0017143	Roisl.0210s1749.1.p	AL6G31770
OG0017144	Roisl.0210s1758.1.p	AL6G31850
OG0017145	Roisl.0210s1763.1.p	AL6G31920
OG0017146	Roisl.0210s1819.1.p	AL6G32510
OG0017147	Roisl.0210s1824.1.p	AL6G32560
OG0017148	Roisl.0210s1833.1.p	AL6G32640
OG0017149	Roisl.0210s1896.1.p	AL6G33360
OG0017150	Roisl.0210s1925.1.p	AL6G33670
OG0017151	Roisl.0210s1940.1.p	AL6G33920
OG0017152	Roisl.0210s1954.1.p	AL6G34060
OG0017153	Roisl.0080s0260.1.p	AL8G36680
OG0017154	Roisl.0080s0277.1.p	AL8G36470
OG0017155	Roisl.0080s0299.1.p	AL8G36270
OG0017156	Roisl.0080s0399.1.p	AL8G35230
OG0017157	Roisl.0037s0010.1.p	AL5G22540
OG0017158	Roisl.0080s0435.1.p	AL8G34810
OG0017159	Roisl.0080s0441.1.p	nbis-gene-2168
OG0017160	Roisl.0080s0444.1.p	AL8G34710
OG0017161	Roisl.0080s0445.1.p	AL8G34700
OG0017162	Roisl.0080s0474.1.p	AL8G34310
OG0017163	Roisl.0080s0500.1.p	AL8G34040
OG0017164	Roisl.0080s0511.1.p	AL8G33900
OG0017165	Roisl.0080s0519.1.p	AL8G33820
OG0017167	Roisl.0080s0581.1.p	AL8G33200
OG0017168	Roisl.0022s0263.1.p	AL7G26930
OG0017169	Roisl.0080s0595.1.p	AL8G33010
OG0017170	Roisl.0007s0655.1.p, Roisl.0007s0660.1.p	AL1G26780
OG0017171	Roisl.0080s0619.1.p	AL8G32750
OG0017172	Roisl.0080s0624.1.p	AL8G32700
OG0017173	Roisl.0080s0655.1.p	AL8G32430
OG0017174	Roisl.0080s0679.1.p	AL8G32140
OG0017176	Roisl.0080s0812.1.p	AL8G30750
OG0017177	Roisl.0080s0842.1.p	AL8G30430
OG0017178	Roisl.0080s0848.1.p	AL8G30350
OG0017179	Roisl.0080s0849.1.p	AL8G30340
OG0017180	Roisl.0080s0856.1.p	AL8G30270
OG0017181	Roisl.0046s0829.1.p	AL5G28590
OG0017182	Roisl.0046s0827.1.p	AL5G28570
OG0017183	Roisl.0046s0816.1.p	AL5G28450
OG0017184	Roisl.0046s0814.1.p	AL5G28430
OG0017185	Roisl.0210s0477.1.p	AL6G17680
OG0017186	Roisl.0210s0450.1.p	AL6G17340
OG0017187	Roisl.0210s0448.1.p	AL6G17310
OG0017188	Roisl.0210s0446.1.p	AL6G17290
OG0017189	Roisl.0210s0445.1.p	AL6G17280
OG0017190	Roisl.0210s0441.1.p	AL6G17230
OG0017191	Roisl.0210s0440.1.p	AL6G17210
OG0017192	Roisl.0210s0416.1.p	AL6G16950
OG0017193	Roisl.0210s0411.1.p	AL6G16890
OG0017194	Roisl.0042s0014.1.p	AL6G16550
OG0017195	Roisl.0053s0126.1.p	AL7G45150
OG0017196	Roisl.0042s0036.1.p	AL6G16290
OG0017197	Roisl.0042s0082.1.p	AL6G15760
OG0017198	Roisl.0042s0094.1.p	AL6G15640
OG0017199	Roisl.0042s0133.1.p	AL6G15150
OG0017200	Roisl.0042s0136.1.p, Roisl.0018s0049.1.p	AL6G15120
OG0017201	Roisl.0042s0140.1.p	AL6G15090
OG0017202	Roisl.0042s0151.1.p	AL6G14990
OG0017203	Roisl.0056s0024.1.p	AL6G14960
OG0017204	Roisl.0030s0217.1.p	AL6G14590
OG0017205	Roisl.0030s0134.1.p	AL6G13670
OG0017207	Roisl.0030s0066.1.p	AL6G12790
OG0017208	Roisl.0030s0052.1.p	AL6G12580
OG0017209	Roisl.0030s0015.1.p	AL6G12260
OG0017210	Roisl.0030s0013.1.p	AL6G12240
OG0017211	Roisl.0030s0002.1.p	AL6G12120
OG0017212	Roisl.0005s0023.1.p	AL8G10390
OG0017216	Roisl.0034s0126.1.p	AL6G11430
OG0017217	Roisl.0034s0104.1.p	AL6G11170
OG0017218	Roisl.0034s0090.1.p	AL6G11000
OG0017219	Roisl.0034s0058.1.p	AL6G10600
OG0017221	Roisl.0034s0039.1.p	AL6G10380
OG0017222	Roisl.0034s0033.1.p	AL6G10330
OG0017223	Roisl.0034s0032.1.p	AL6G10320
OG0017224	Roisl.0034s0021.1.p	AL6G10180
OG0017225	Roisl.0034s0018.1.p	AL6G10150
OG0017226	Roisl.0009s0165.1.p	AL7G49080
OG0017227	Roisl.0009s0120.1.p	AL7G48480
OG0017228	Roisl.0009s0070.1.p	AL7G47840
OG0017229	Roisl.0009s0023.1.p	AL7G47370
OG0017230	Roisl.0115s0021.1.p	AL2G41700
OG0017232	Roisl.0115s0008.1.p	AL2G41730
OG0017234	Roisl.0115s0051.1.p	AL2G41380
OG0017235	Roisl.0115s0069.1.p	AL2G41170
OG0017236	Roisl.0115s0079.1.p	AL2G41060
OG0017237	Roisl.0115s0130.1.p	AL2G40580
OG0017238	Roisl.0115s0138.1.p	AL2G40510
OG0017239	Roisl.0115s0139.1.p	AL2G40500
OG0017240	Roisl.0115s0150.1.p	AL2G40400
OG0017241	Roisl.0115s0173.1.p	AL2G40210
OG0017242	Roisl.0066s0338.1.p	AL2G40180
OG0017243	Roisl.0115s0180.1.p	AL2G40100
OG0017244	Roisl.0115s0196.1.p	AL2G39920
OG0017245	Roisl.0115s0253.1.p	AL2G39200
OG0017246	Roisl.0004s0041.1.p	AL2G38950
OG0017247	Roisl.0004s0085.1.p	AL2G38440
OG0017248	Roisl.0004s0099.1.p	AL2G38240
OG0017249	Roisl.0004s0103.1.p	AL2G38190
OG0017250	Roisl.0004s0109.1.p	AL2G38090
OG0017251	Roisl.0004s0136.1.p	AL2G37840
OG0017252	Roisl.0004s0149.1.p	AL2G37690
OG0017253	Roisl.0004s0152.1.p	AL2G37660
OG0017254	Roisl.0004s0156.1.p	AL2G37620
OG0017255	Roisl.0004s0162.1.p	AL2G37560
OG0017256	Roisl.0004s0193.1.p	AL2G37180
OG0017257	Roisl.0004s0203.1.p	AL2G37050
OG0017258	Roisl.0004s0218.1.p	AL2G36880
OG0017259	Roisl.0004s0228.1.p	AL2G36750
OG0017260	Roisl.0011s0523.1.p	AL5G16520
OG0017261	Roisl.0004s0298.1.p	AL2G35950
OG0017262	Roisl.0004s0306.1.p	AL2G35870
OG0017263	Roisl.0004s0310.1.p	AL2G35810
OG0017264	Roisl.0004s0313.1.p	AL2G35780
OG0017265	Roisl.0004s0339.1.p	AL2G35530
OG0017266	Roisl.0214s0883.1.p	AL1G66620
OG0017267	Roisl.0066s0199.1.p	AL3G50300
OG0017268	Roisl.0066s0144.1.p	AL3G50820
OG0017269	Roisl.0209s0452.1.p	AL5G26670
OG0017270	Roisl.0209s0443.1.p	AL5G26590
OG0017271	Roisl.0007s0804.1.p	AL1G64510
OG0017272	Roisl.0007s0774.1.p	AL1G64300
