Orthogroup	Rorippa_islandica	Cochlearia_excelsa
OG0016456	Roisl.0019s0414.1.p	g45903
OG0016457	Roisl.0213s0861.1.p	g45072
OG0016458	Roisl.0019s0438.1.p	g45883
OG0016459	Roisl.0019s0466.1.p	g45872
OG0016460	Roisl.0019s0473.1.p	g45869
OG0016461	Roisl.0019s0479.1.p	g45862
OG0016462	Roisl.0019s0501.1.p	g45848
OG0016463	Roisl.0019s0512.1.p	g45835
OG0016464	Roisl.0019s0518.1.p	g45830
OG0016466	Roisl.0019s0527.1.p	g45828
OG0016467	Roisl.0209s0146.1.p	g27787
OG0016468	Roisl.0043s0003.1.p	g32637
OG0016469	Roisl.0209s0137.1.p	g50670
OG0016470	Roisl.0209s0124.1.p	g32649
OG0016471	Roisl.0209s0105.1.p	g50681
OG0016472	Roisl.0040s0106.1.p	g27800
OG0016473	Roisl.0040s0104.1.p	g50689
OG0016474	Roisl.0040s0098.1.p	g50692
OG0016475	Roisl.0184s0214.1.p	g43761
OG0016476	Roisl.0010s0171.1.p	g1736
OG0016477	Roisl.0010s0163.1.p	g37127
OG0016478	Roisl.0010s0162.1.p	g40843
OG0016479	Roisl.0080s0252.1.p	g28257, g1401
OG0016480	Roisl.0010s0097.1.p	g40860
OG0016481	Roisl.0010s0110.1.p	g40868
OG0016483	Roisl.0010s0078.1.p, Roisl.0010s0079.1.p	g40879
OG0016484	Roisl.0010s0076.1.p	g40882
OG0016485	Roisl.0010s0075.1.p	g40883
OG0016486	Roisl.0010s0074.1.p	g40884
OG0016487	Roisl.0010s0073.1.p	g44237
OG0016488	Roisl.0010s0072.1.p	g40885
OG0016489	Roisl.0010s0038.1.p	g40892
OG0016490	Roisl.0209s0554.1.p	g40902
OG0016491	Roisl.0020s0035.1.p	g40208
OG0016492	Roisl.0209s0636.1.p	g40934
OG0016493	Roisl.0209s0641.1.p	g40937
OG0016494	Roisl.0209s0653.1.p	g40942
OG0016495	Roisl.0209s0685.1.p	g40962
OG0016496	Roisl.0209s0721.1.p	g44173
OG0016497	Roisl.0020s0059.1.p	g40279
OG0016498	Roisl.0209s0726.1.p	g44166
OG0016499	Roisl.0209s0732.1.p	g40972
OG0016500	Roisl.0209s0733.1.p	g40975
OG0016501	Roisl.0209s0752.1.p	g44152
OG0016502	Roisl.0214s0546.1.p	g44143
OG0016503	Roisl.0214s0565.1.p	g41001
OG0016504	Roisl.0214s0582.1.p	g44137
OG0016505	Roisl.0214s0584.1.p	g41016
OG0016506	Roisl.0214s0597.1.p	g41022
OG0016507	Roisl.0214s0601.1.p	g44125
OG0016508	Roisl.0214s0617.1.p	g44122
OG0016509	Roisl.0214s0446.1.p	g36245
OG0016510	Roisl.0214s0626.1.p	g44108
OG0016511	Roisl.0214s0629.1.p	g41430, g41033
OG0016512	Roisl.0214s0652.1.p	g44100
OG0016513	Roisl.0214s0657.1.p	g41040
OG0016514	Roisl.0214s0674.1.p	g44088
OG0016515	Roisl.0214s0692.1.p	g44071
OG0016516	Roisl.0214s0697.1.p	g41053
OG0016517	Roisl.0022s0438.1.p	g47640
OG0016518	Roisl.0214s0708.1.p	g38258
OG0016519	Roisl.0214s0734.1.p	g44044
OG0016520	Roisl.0214s0735.1.p	g44042
OG0016521	Roisl.0214s0756.1.p	g24716
OG0016522	Roisl.0214s0764.1.p	g44028
OG0016523	Roisl.0214s0770.1.p	g1712
OG0016524	Roisl.0066s0436.1.p	g44015
OG0016525	Roisl.0214s0828.1.p	g44016
OG0016526	Roisl.0195s0017.1.p	g49534
OG0016527	Roisl.0214s0855.1.p	g41093
OG0016528	Roisl.0214s0864.1.p	g1709
OG0016529	Roisl.0008s0059.1.p	g41104
OG0016530	Roisl.0008s0025.1.p	g41115
OG0016531	Roisl.0019s0003.1.p	g43971
OG0016532	Roisl.0019s0004.1.p	g43970
OG0016533	Roisl.0019s0022.1.p	g41122
OG0016534	Roisl.0019s0067.1.p	g1695
OG0016536	Roisl.0184s0070.1.p	g41125
OG0016537	Roisl.0050s0085.1.p	g43513
OG0016538	Roisl.0050s0075.1.p	g40825
OG0016539	Roisl.0214s0240.1.p	g1390
OG0016540	Roisl.0198s0043.1.p	g4639
OG0016542	Roisl.0050s0053.1.p	g40770
OG0016543	Roisl.0050s0048.1.p	g40765
OG0016544	Roisl.0050s0047.1.p	g40764
OG0016545	Roisl.0050s0038.1.p	g40757
OG0016547	Roisl.0050s0018.1.p	g40746
OG0016548	Roisl.0050s0004.1.p	g40731
OG0016549	Roisl.0005s0175.1.p	g40628
OG0016550	Roisl.0005s0174.1.p	g10945
OG0016551	Roisl.0011s0065.1.p	g10771
OG0016552	Roisl.0005s0108.1.p	g10917
OG0016553	Roisl.0005s0106.1.p	g10915
OG0016554	Roisl.0005s0038.1.p	g40703
OG0016555	Roisl.0053s0113.1.p	g40727
OG0016556	Roisl.0019s0166.1.p	g10837
OG0016557	Roisl.0012s0342.1.p	g11028
OG0016558	Roisl.0012s0337.1.p	g40513
OG0016559	Roisl.0012s0335.1.p	g11031
OG0016560	Roisl.0022s0315.1.p	g47587
OG0016561	Roisl.0012s0325.1.p	g11039
OG0016562	Roisl.0012s0268.1.p	g40488
OG0016563	Roisl.0011s0211.1.p	g16687
OG0016564	Roisl.0082s0279.1.p	g18512
OG0016565	Roisl.0082s0258.1.p	g25550
OG0016566	Roisl.0082s0254.1.p	g40458
OG0016567	Roisl.0044s0086.1.p	g23478
OG0016568	Roisl.0044s0107.1.p	g23463
OG0016570	Roisl.0044s0126.1.p	g47703
OG0016571	Roisl.0044s0127.1.p	g47704
OG0016572	Roisl.0209s0391.1.p	g2818
OG0016573	Roisl.0014s0040.1.p	g10271
OG0016574	Roisl.0002s0037.1.p	g47149
OG0016575	Roisl.0013s0151.1.p	g36276
OG0016576	Roisl.0013s0137.1.p	g54042
OG0016577	Roisl.0013s0135.1.p	g54043
OG0016578	Roisl.0013s0134.1.p	g54044
OG0016579	Roisl.0013s0120.1.p	g54070
OG0016580	Roisl.0013s0115.1.p	g36321
OG0016581	Roisl.0013s0113.1.p	g54075
OG0016582	Roisl.0082s0397.1.p	g54085
OG0016583	Roisl.0013s0065.1.p	g54101
OG0016584	Roisl.0013s0050.1.p	g28084
OG0016585	Roisl.0013s0037.1.p	g36382
OG0016586	Roisl.0213s0620.1.p	g25747
OG0016587	Roisl.0013s0032.1.p	g54118
OG0016588	Roisl.0013s0021.1.p	g28082
OG0016590	Roisl.0006s0005.1.p	g36396
OG0016591	Roisl.0006s0006.1.p	g54133
OG0016593	Roisl.0006s0012.1.p	g54135
OG0016595	Roisl.0004s0398.1.p	g46178
OG0016596	Roisl.0004s0400.1.p	g44488
OG0016597	Roisl.0004s0407.1.p	g44495
OG0016598	Roisl.0115s0779.1.p	g18383
OG0016599	Roisl.0115s0778.1.p	g19270
OG0016600	Roisl.0115s0777.1.p	g19269, g19273
OG0016601	Roisl.0115s0774.1.p	g53552
OG0016602	Roisl.0115s0763.1.p	g18375
OG0016603	Roisl.0115s0761.1.p	g18373
OG0016604	Roisl.0115s0758.1.p	g18370
OG0016605	Roisl.0115s0757.1.p	g18369
OG0016606	Roisl.0115s0756.1.p	g18368
OG0016607	Roisl.0115s0749.1.p	g18358
OG0016608	Roisl.0115s0748.1.p	g18357
OG0016609	Roisl.0115s0733.1.p	g18341
OG0016611	Roisl.0115s0731.1.p	g18340
OG0016612	Roisl.0115s0730.1.p	g18339
OG0016613	Roisl.0115s0713.1.p	g18326
OG0016614	Roisl.0115s0700.1.p	g22675
OG0016615	Roisl.0115s0673.1.p	g22695
OG0016616	Roisl.0115s0667.1.p	g22700
OG0016617	Roisl.0115s0661.1.p	g22702
OG0016618	Roisl.0115s0655.1.p	g18125
OG0016619	Roisl.0001s0509.1.p	g18303
OG0016620	Roisl.0001s0500.1.p	g22725
OG0016621	Roisl.0001s0498.1.p	g22729
OG0016623	Roisl.0001s0485.1.p	g18142
OG0016624	Roisl.0001s0480.1.p	g22744
OG0016625	Roisl.0001s0479.1.p	g22745
OG0016626	Roisl.0001s0476.1.p	g22748
OG0016628	Roisl.0001s0453.1.p	g22774
OG0016629	Roisl.0001s0442.1.p	g22783
OG0016630	Roisl.0001s0429.1.p	g22796
OG0016631	Roisl.0001s0424.1.p	g48002
OG0016632	Roisl.0001s0409.1.p	g18285
OG0016633	Roisl.0001s0392.1.p	g22823
OG0016634	Roisl.0001s0355.1.p	g22847
OG0016635	Roisl.0001s0352.1.p	g22850
OG0016636	Roisl.0001s0342.1.p	g22868
OG0016639	Roisl.0001s0216.1.p	g18259
OG0016640	Roisl.0001s0305.1.p	g22893
OG0016641	Roisl.0001s0304.1.p	g47977
OG0016643	Roisl.0001s0299.1.p	g22899
OG0016644	Roisl.0001s0267.1.p	g22925
OG0016645	Roisl.0001s0262.1.p	g22929
OG0016646	Roisl.0001s0261.1.p	g22930
OG0016647	Roisl.0001s0246.1.p	g47954
OG0016648	Roisl.0001s0234.1.p	g22953
OG0016649	Roisl.0001s0232.1.p	g22954
OG0016650	Roisl.0001s0230.1.p	g47951
OG0016651	Roisl.0001s0228.1.p	g22957
OG0016652	Roisl.0001s0221.1.p	g47948
OG0016653	Roisl.0001s0218.1.p	g47943
OG0016654	Roisl.0001s0215.1.p	g47944
OG0016655	Roisl.0001s0210.1.p	g18236
OG0016657	Roisl.0001s0198.1.p	g22973
OG0016658	Roisl.0001s0183.1.p	g22981
OG0016659	Roisl.0001s0180.1.p	g47926
OG0016660	Roisl.0001s0177.1.p	g22986
OG0016661	Roisl.0001s0155.1.p	g23003
OG0016662	Roisl.0001s0154.1.p	g23004
OG0016663	Roisl.0001s0151.1.p	g23006, g18227
OG0016664	Roisl.0001s0138.1.p	g23016
OG0016666	Roisl.0001s0144.1.p	g23011
OG0016667	Roisl.0001s0148.1.p	g23008
OG0016668	Roisl.0001s0134.1.p	g23020
OG0016669	Roisl.0001s0068.1.p	g23069
OG0016670	Roisl.0001s0067.1.p	g18214
OG0016671	Roisl.0001s0057.1.p	g47882
OG0016672	Roisl.0001s0032.1.p	g18204
OG0016673	Roisl.0001s0027.1.p	g23106
OG0016674	Roisl.0001s0021.1.p	g47873
OG0016675	Roisl.0003s0249.1.p	g16923
OG0016676	Roisl.0003s0260.1.p	g23273
OG0016677	Roisl.0214s0143.1.p	g1413
OG0016678	Roisl.0214s0142.1.p	g1412
OG0016679	Roisl.0003s0283.1.p	g23251
OG0016680	Roisl.0003s0309.1.p	g23242
OG0016681	Roisl.0003s0324.1.p	g16909
OG0016682	Roisl.0003s0325.1.p	g16908
OG0016683	Roisl.0008s0270.1.p	g23192
OG0016684	Roisl.0024s0591.1.p	g9646
OG0016685	Roisl.0008s0288.1.p	g47841
OG0016687	Roisl.0008s0290.1.p	g23177
OG0016688	Roisl.0008s0291.1.p	g23176
OG0016689	Roisl.0019s0639.1.p	g44779
OG0016690	Roisl.0008s0293.1.p	g23174
OG0016691	Roisl.0025s0025.1.p	g4326
OG0016692	Roisl.0008s0297.1.p	g23170
OG0016694	Roisl.0008s0343.1.p	g23143
OG0016695	Roisl.0003s0221.1.p	g23289
OG0016696	Roisl.0091s1046.1.p	g17214
OG0016697	Roisl.0003s0220.1.p	g16938
OG0016698	Roisl.0003s0210.1.p	g16941
OG0016699	Roisl.0003s0208.1.p	g23295
OG0016700	Roisl.0003s0206.1.p	g23297
OG0016701	Roisl.0003s0197.1.p	g47793
OG0016702	Roisl.0003s0196.1.p	g23306
OG0016704	Roisl.0022s0491.1.p	g23572, g47658
OG0016705	Roisl.0003s0155.1.p	g23328
OG0016706	Roisl.0003s0138.1.p	g47775
OG0016707	Roisl.0003s0137.1.p	g47774
OG0016708	Roisl.0003s0135.1.p	g23346
OG0016709	Roisl.0003s0125.1.p	g47766
OG0016710	Roisl.0003s0113.1.p	g23361
OG0016711	Roisl.0003s0095.1.p	g16969
OG0016712	Roisl.0003s0093.1.p	g23376
OG0016713	Roisl.0003s0092.1.p	g23377
OG0016714	Roisl.0046s0677.1.p	g2736
OG0016715	Roisl.0209s0485.1.p	g19503
OG0016716	Roisl.0053s0291.1.p	g6493
OG0016717	Roisl.0053s0282.1.p	g6488
OG0016718	Roisl.0053s0267.1.p	g11731
OG0016719	Roisl.0053s0264.1.p	g11729
OG0016720	Roisl.0019s0227.1.p	g46010
OG0016721	Roisl.0019s0248.1.p	g45999
OG0016722	Roisl.0019s0249.1.p	g45998
OG0016723	Roisl.0019s0307.1.p	g44619
OG0016724	Roisl.0191s0157.1.p	g32061
OG0016725	Roisl.0191s0186.1.p	g50296
OG0016726	Roisl.0191s0207.1.p	g27554
OG0016727	Roisl.0191s0232.1.p	g32083
OG0016728	Roisl.0191s0254.1.p, Roisl.0191s0237.1.p	g32081
OG0016729	Roisl.0191s0323.1.p	g32140
OG0016730	Roisl.0191s0333.1.p	g50345
OG0016731	Roisl.0191s0338.1.p	g32145
OG0016732	Roisl.0191s0349.1.p	g32149
OG0016733	Roisl.0191s0369.1.p	g32162
OG0016734	Roisl.0191s0380.1.p	g32165
OG0016736	Roisl.0191s0602.1.p	g39517
OG0016737	Roisl.0191s0652.1.p	g39490
OG0016739	Roisl.0191s0560.1.p	g45259
OG0016740	Roisl.0191s0544.1.p	g25398
OG0016742	Roisl.0191s0530.1.p	g39481
OG0016743	Roisl.0191s0484.1.p	g39456
OG0016744	Roisl.0015s0048.1.p	g25354
OG0016746	Roisl.0211s0011.1.p	g53688
OG0016747	Roisl.0015s0020.1.p	g25340
OG0016748	Roisl.0015s0018.1.p	g25338
OG0016750	Roisl.0067s0073.1.p	g38557
OG0016751	Roisl.0007s0514.1.p	g38556
OG0016752	Roisl.0063s0014.1.p	g50845
OG0016753	Roisl.0063s0016.1.p	g50846
OG0016754	Roisl.0063s0018.1.p	g50848
OG0016755	Roisl.0015s0064.1.p	g32245
OG0016756	Roisl.0191s0406.1.p	g50371
OG0016757	Roisl.0022s0284.1.p	g17140
OG0016758	Roisl.0022s0323.1.p	g47592
OG0016759	Roisl.0022s0340.1.p	g23675
OG0016760	Roisl.0022s0399.1.p	g23639
OG0016761	Roisl.0022s0441.1.p	g47642
OG0016762	Roisl.0022s0448.1.p	g23609
OG0016763	Roisl.0022s0449.1.p	g23608
OG0016764	Roisl.0022s0451.1.p	g47646
OG0016765	Roisl.0022s0459.1.p	g17073
OG0016766	Roisl.0022s0470.1.p	g23583
OG0016767	Roisl.0022s0476.1.p	g23579
OG0016768	Roisl.0022s0495.1.p	g23569
OG0016769	Roisl.0022s0509.1.p	g47663
OG0016770	Roisl.0011s0310.1.p	g10629
OG0016771	Roisl.0091s0852.1.p	g49519
OG0016772	Roisl.0091s1098.1.p	g27023, g31109
OG0016774	Roisl.0007s0217.1.p	g50066, g31818
OG0016775	Roisl.0191s0064.1.p	g32026
OG0016777	Roisl.0191s0179.1.p	g32103
OG0016778	Roisl.0191s0209.1.p	g32091
OG0016779	Roisl.0191s0281.1.p, Roisl.0191s0279.1.p	g50332, g50329
OG0016780	Roisl.0191s0294.1.p	g32125
OG0016782	Roisl.0191s0399.1.p	g32183
OG0016783	Roisl.0191s0438.1.p	g32206
OG0016784	Roisl.0015s0117.1.p	g27635
OG0016786	Roisl.0015s0119.1.p	g50416
OG0016788	Roisl.0061s0010.1.p, Roisl.0213s0347.1.p	g32496
OG0016789	Roisl.0213s0400.1.p	g50581
OG0016790	Roisl.0209s0161.1.p	g50654, g50655
OG0016792	Roisl.0006s0056.1.p	g28065
OG0016793	Roisl.0075s0189.1.p	g40956
OG0016794	Roisl.0006s0181.1.p	g54191
OG0016795	Roisl.0021s0501.1.p	g36738
OG0016797	Roisl.0209s0085.1.p	g19570
OG0016798	Roisl.0209s0086.1.p	g45023
OG0016801	Roisl.0004s0289.1.p	g46247
OG0016802	Roisl.0004s0280.1.p	g46250
OG0016803	Roisl.0004s0167.1.p	g46341
OG0016805	Roisl.0074s0940.1.p	g12359, g7415
OG0016806	Roisl.0074s0682.1.p	g12249
OG0016808	Roisl.0115s0333.1.p	g11933
OG0016809	Roisl.0053s0351.1.p	g11760
OG0016810	Roisl.0053s0286.1.p	g13480
OG0016811	Roisl.0213s0674.1.p	g11620
OG0016812	Roisl.0038s0021.1.p	g13595
OG0016814	Roisl.0066s0448.1.p	g14487
OG0016815	Roisl.0047s0010.1.p	g6181
OG0016817	Roisl.0066s0145.1.p	g14000
OG0016818	Roisl.0066s0122.1.p	g6033
OG0016819	Roisl.0214s0432.1.p	g13819
OG0016820	Roisl.0063s0023.1.p	g50850
OG0016821	Roisl.0046s0650.1.p	g36945
OG0016822	Roisl.0046s0559.1.p	g43565
OG0016823	Roisl.0004s0003.1.p	g50977
OG0016824	Roisl.0004s0017.1.p	g38386
OG0016826	Roisl.0023s0105.1.p	g51049
OG0016827	Roisl.0082s0463.1.p	g38294
OG0016828	Roisl.0033s0024.1.p	g37891
OG0016829	Roisl.0033s0143.1.p	g39874
OG0016830	Roisl.0017s0464.1.p	g39826
OG0016835	Roisl.0017s0284.1.p	g51755
OG0016836	Roisl.0028s0169.1.p	g52161
OG0016837	Roisl.0209s0478.1.p	g19508
OG0016838	Roisl.0035s0144.1.p	g52293
OG0016839	Roisl.0067s0024.1.p	g53413
OG0016841	Roisl.0011s0286.1.p	g10647
OG0016843	Roisl.0011s0385.1.p	g10585
OG0016844	Roisl.0188s0118.1.p	g10401
OG0016845	Roisl.0111s0026.1.p	g10327
OG0016847	Roisl.0210s1851.1.p	g764
OG0016849	Roisl.0037s0015.1.p	g11463
OG0016850	Roisl.0037s0005.1.p	g11462
OG0016851	Roisl.0019s0077.1.p	g11444
OG0016852	Roisl.0209s0358.1.p, Roisl.0058s0033.1.p	g2871
OG0016854	Roisl.0209s0416.1.p	g19521
OG0016855	Roisl.0209s0455.1.p	g2773
OG0016856	Roisl.0046s0942.1.p	g19374
OG0016857	Roisl.0046s1011.1.p	g19351
OG0016858	Roisl.0046s1212.1.p	g19251
OG0016859	Roisl.0046s1313.1.p	g19200
OG0016860	Roisl.0034s0115.1.p	g45309
OG0016862	Roisl.0210s1754.1.p	g28943
OG0016863	Roisl.0046s0157.1.p	g561
OG0016864	Roisl.0060s0023.1.p	g40260
OG0016865	Roisl.0020s0057.1.p	g25842
OG0016866	Roisl.0057s0031.1.p	g40330
OG0016867	Roisl.0213s0600.1.p	g25722
OG0016868	Roisl.0213s0523.1.p	g40391
OG0016869	Roisl.0082s0390.1.p	g39613
OG0016871	Roisl.0115s0716.1.p	g18329
OG0016872	Roisl.0001s0288.1.p	g22911
OG0016874	Roisl.0022s0469.1.p	g40155
OG0016875	Roisl.0022s0407.1.p	g17084
OG0016876	Roisl.0022s0362.1.p	g47610
OG0016878	Roisl.0022s0297.1.p	g17133
OG0016879	Roisl.0022s0278.1.p	g23712
OG0016880	Roisl.0022s0275.1.p	g23715
OG0016881	Roisl.0022s0272.1.p	g23719
OG0016882	Roisl.0022s0269.1.p	g17146, g47578
OG0016883	Roisl.0022s0264.1.p	g47573
OG0016884	Roisl.0022s0254.1.p	g23724
OG0016885	Roisl.0022s0249.1.p	g47565
OG0016886	Roisl.0022s0228.1.p	g47557
OG0016887	Roisl.0022s0100.1.p	g23831
OG0016888	Roisl.0008s0153.1.p	g23895
OG0016890	Roisl.0091s0213.1.p	g24032
OG0016891	Roisl.0091s0375.1.p	g24136
OG0016893	Roisl.0091s0438.1.p	g47281
OG0016894	Roisl.0053s0110.1.p, Roisl.0053s0108.1.p	g46852
OG0016895	Roisl.0008s0102.1.p	g25064
OG0016896	Roisl.0008s0107.1.p	g37060
OG0016897	Roisl.0046s0024.1.p	g18112
OG0016899	Roisl.0009s0121.1.p	g16806
OG0016902	Roisl.0014s0026.1.p	g10277
OG0016903	Roisl.0014s0091.1.p, Roisl.0014s0144.1.p	g10236
OG0016904	Roisl.0214s0139.1.p	g1410
OG0016905	Roisl.0214s0242.1.p	g28280
OG0016906	Roisl.0012s0039.1.p	g1367
OG0016908	Roisl.0189s0207.1.p	g41173
OG0016909	Roisl.0189s0175.1.p	g28355
OG0016910	Roisl.0031s0013.1.p	g884
OG0016911	Roisl.0031s0038.1.p	g28388, g36025
OG0016912	Roisl.0080s0612.1.p	g28591
OG0016915	Roisl.0024s0609.1.p	g37
OG0016918	Roisl.0046s0364.1.p	g29917, g22658, g22632, g22221, g22640, g22645, g22644, g29933, g22649, g22218, g15075, g29937, g29929, g22627, g29921, g29919
OG0016938	Roisl.0209s0355.1.p	g19552
OG0016939	Roisl.0209s0403.1.p	g19525
OG0016941	Roisl.0046s0745.1.p	g19468
OG0016942	Roisl.0046s0723.1.p	g2767
OG0016943	Roisl.0046s0727.1.p	g11393
OG0016944	Roisl.0046s0700.1.p	g19490
OG0016946	Roisl.0011s0096.1.p	g10744
OG0016947	Roisl.0008s0121.1.p	g46837
OG0016948	Roisl.0210s1515.1.p	g4936
OG0016949	Roisl.0210s1500.1.p	g4947
OG0016950	Roisl.0210s1478.1.p	g29011
OG0016951	Roisl.0210s1466.1.p	g4984
OG0016952	Roisl.0210s1462.1.p	g28992
OG0016953	Roisl.0015s0011.1.p	g25334
OG0016954	Roisl.0210s1435.1.p	g29138
OG0016955	Roisl.0210s1415.1.p	g45747
OG0016956	Roisl.0210s1349.1.p	g29190
OG0016957	Roisl.0210s1340.1.p	g5046
OG0016959	Roisl.0210s1318.1.p	g45722
OG0016960	Roisl.0210s1220.1.p	g29271
OG0016961	Roisl.0210s1200.1.p	g29279
OG0016963	Roisl.0009s0274.1.p	g46685
OG0016964	Roisl.0210s1146.1.p	g5185
OG0016965	Roisl.0185s0005.1.p	g28181
OG0016966	Roisl.0210s1084.1.p	g29332
OG0016967	Roisl.0210s1081.1.p	g5239
OG0016968	Roisl.0210s1065.1.p	g5254
OG0016969	Roisl.0210s1064.1.p	g5255
OG0016970	Roisl.0210s1059.1.p	g5259
OG0016971	Roisl.0210s1055.1.p	g5260
OG0016972	Roisl.0053s0111.1.p	g46851
OG0016974	Roisl.0210s0961.1.p	g45596
OG0016975	Roisl.0210s0939.1.p	g5324
OG0016977	Roisl.0210s0911.1.p	g45580
OG0016978	Roisl.0210s0876.1.p	g29436
OG0016979	Roisl.0210s0871.1.p	g29439
OG0016980	Roisl.0210s0862.1.p	g29446
OG0016981	Roisl.0210s0832.1.p	g29456
OG0016982	Roisl.0210s0811.1.p	g45557
OG0016983	Roisl.0210s0803.1.p	g5396
OG0016984	Roisl.0210s0798.1.p	g45551
OG0016985	Roisl.0210s0786.1.p	g29485
OG0016986	Roisl.0210s0736.1.p	g29510
OG0016987	Roisl.0210s0734.1.p	g5424
OG0016988	Roisl.0210s0722.1.p	g29522
OG0016989	Roisl.0210s0712.1.p	g29527
OG0016990	Roisl.0210s0709.1.p	g5436
OG0016991	Roisl.0210s0707.1.p	g45524
OG0016992	Roisl.0210s0679.1.p	g45520
OG0016993	Roisl.0074s0485.1.p	g7142
OG0016994	Roisl.0210s0668.1.p	g29555
OG0016995	Roisl.0210s0662.1.p	g5454
OG0016997	Roisl.0210s0635.1.p	g5466
OG0016999	Roisl.0210s0630.1.p	g45509
OG0017000	Roisl.0210s0625.1.p	g29570
OG0017001	Roisl.0210s0596.1.p	g29583
OG0017002	Roisl.0210s0574.1.p	g29590
OG0017006	Roisl.0210s0540.1.p	g29603
OG0017007	Roisl.0210s0509.1.p	g29614
OG0017008	Roisl.0022s0143.1.p	g17186
OG0017009	Roisl.0029s0074.1.p	g29760
OG0017010	Roisl.0215s0014.1.p	g40191
OG0017011	Roisl.0215s0011.1.p	g40190
OG0017012	Roisl.0029s0068.1.p	g40189
OG0017013	Roisl.0029s0066.1.p	g40187
OG0017014	Roisl.0029s0012.1.p	g40151
OG0017015	Roisl.0209s0490.1.p	g40133
OG0017016	Roisl.0046s0671.1.p	g40131
OG0017018	Roisl.0204s0024.1.p	g40088
OG0017019	Roisl.0082s0557.1.p	g37818
OG0017020	Roisl.0082s0562.1.p	g37820
OG0017021	Roisl.0082s0599.1.p	g40037
OG0017023	Roisl.0082s0619.1.p	g40023
OG0017024	Roisl.0082s0634.1.p	g39983
OG0017025	Roisl.0082s0641.1.p	g39989
OG0017026	Roisl.0082s0670.1.p	g40012
OG0017028	Roisl.0050s0010.1.p	g40737
OG0017029	Roisl.0033s0076.1.p	g39907
OG0017030	Roisl.0033s0103.1.p	g51226
OG0017031	Roisl.0033s0134.1.p	g51234
OG0017032	Roisl.0001s0440.1.p	g18296
OG0017033	Roisl.0017s0497.1.p	g39830
OG0017034	Roisl.0017s0482.1.p	g37912
OG0017036	Roisl.0028s0658.1.p	g51313
OG0017037	Roisl.0012s0109.1.p	g39731
OG0017038	Roisl.0012s0124.1.p	g11112
OG0017039	Roisl.0012s0146.1.p	g39716
OG0017040	Roisl.0210s0315.1.p	g23551
OG0017041	Roisl.0012s0248.1.p	g11060
OG0017043	Roisl.0022s0194.1.p	g17165
OG0017044	Roisl.0080s0764.1.p	g1028
OG0017045	Roisl.0055s0032.1.p	g37009
OG0017046	Roisl.0013s0210.1.p	g54002
OG0017047	Roisl.0013s0228.1.p	g28122
OG0017048	Roisl.0213s0031.1.p	g27637
OG0017049	Roisl.0213s0030.1.p	g50423
OG0017050	Roisl.0213s0029.1.p	g50422
OG0017051	Roisl.0179s0014.1.p	g36177
OG0017052	Roisl.0066s0393.1.p	g36182
OG0017053	Roisl.0066s0376.1.p	g36196
OG0017055	Roisl.0213s0032.1.p	g50429
OG0017056	Roisl.0213s0042.1.p	g27641
OG0017057	Roisl.0213s0049.1.p	g32304
OG0017058	Roisl.0213s0093.1.p	g27654
OG0017059	Roisl.0213s0136.1.p	g27670
OG0017060	Roisl.0213s0141.1.p	g50493
OG0017061	Roisl.0213s0176.1.p	g32391
OG0017063	Roisl.0213s0244.1.p	g50518
OG0017064	Roisl.0213s0263.1.p	g32426
OG0017067	Roisl.0213s0305.1.p	g50539
OG0017068	Roisl.0015s0149.1.p	g17925
OG0017069	Roisl.0213s0312.1.p	g50543
OG0017070	Roisl.0213s0323.1.p	g32476
OG0017071	Roisl.0213s0372.1.p	g32508
OG0017072	Roisl.0213s0425.1.p	g32526
OG0017073	Roisl.0213s0431.1.p	g50598
OG0017074	Roisl.0213s0462.1.p	g32541
OG0017075	Roisl.0209s0196.1.p	g32606
OG0017076	Roisl.0209s0190.1.p	g32609
OG0017077	Roisl.0209s0188.1.p	g32611
OG0017078	Roisl.0209s0172.1.p	g32621
OG0017079	Roisl.0011s0183.1.p	g10687
OG0017080	Roisl.0011s0213.1.p	g1533
OG0017081	Roisl.0011s0246.1.p	g10664
OG0017082	Roisl.0011s0251.1.p	g1549
OG0017084	Roisl.0024s0594.1.p	g9643
OG0017085	Roisl.0024s0572.1.p	g55
OG0017086	Roisl.0024s0551.1.p	g68
OG0017088	Roisl.0024s0506.1.p	g106
OG0017089	Roisl.0024s0502.1.p	g108
OG0017090	Roisl.0024s0493.1.p	g116
OG0017092	Roisl.0024s0481.1.p	g121
OG0017093	Roisl.0024s0470.1.p	g134
OG0017094	Roisl.0024s0452.1.p	g18667
OG0017096	Roisl.0024s0440.1.p	g9709
OG0017097	Roisl.0024s0433.1.p	g155
OG0017098	Roisl.0024s0421.1.p	g161
OG0017100	Roisl.0024s0405.1.p	g170
OG0017101	Roisl.0024s0404.1.p	g171
OG0017102	Roisl.0024s0394.1.p	g192
OG0017103	Roisl.0024s0384.1.p	g199
OG0017104	Roisl.0024s0370.1.p	g9744
OG0017105	Roisl.0024s0334.1.p	g228
OG0017106	Roisl.0024s0312.1.p	g9771
OG0017107	Roisl.0024s0289.1.p	g254
OG0017108	Roisl.0024s0281.1.p	g259
OG0017109	Roisl.0024s0272.1.p	g262
OG0017110	Roisl.0024s0269.1.p	g264
OG0017111	Roisl.0024s0251.1.p	g9804
OG0017113	Roisl.0024s0180.1.p	g9829
