Orthogroup	Euclidium_syriacum	Alyssum_gmelinii
OG0016816	ESY7_g18531_DN3_SP0_c0.t1	Ag006G508170
OG0016817	ESY9_g42587_DN3_SP1_c6.t1	Ag006G575770
OG0016819	ESY9_g42632_DN3_SP0_c0.t1	Ag006G575260
OG0016820	ESY9_g42697_DN2_SP0_c0.t1	Ag006G574220
OG0016821	ESY9_g42827_DN3_SP0_c0.t1	Ag006G572980
OG0016822	ESY9_g42900_DN3_SP0_c0.t1	Ag006G571820
OG0016823	ESY9_g42964_DN3_SP2_c0.t1	Ag006G571240
OG0016826	ESY9_g43258_DN3_SP0_c0.t1	Ag006G559820
OG0016827	ESY9_g43285_DN3_SP0_c0.t1	Ag006G561160
OG0016828	ESY9_g43302_DN3_SP3_c0.t1	Ag006G561380
OG0016829	ESY9_g43404_DN3_SP1_c0.t1	Ag006G563480
OG0016830	ESY9_g43446_DN3_SP0_c0.t1	Ag006G564120
OG0016831	ESY9_g43642_DN3_SP0_c0.t1	Ag006G565690
OG0016833	ESY9_g43545_DN1_SP0_c0.t1	Ag006G567580
OG0016834	ESY9_g43759_DN3_SP8_c0.t1	Ag006G553000, Ag002G118640
OG0016835	ESY14_g20390_DN3_SP3_c0.t1	Ag006G539920, Ag006G537430
OG0016836	ESY14_g20123_DN3_SP7_c0.t1	Ag006G536640, Ag006G539230
OG0016838	ESY14_g20620_DN3_SP4_c0.t1	Ag006G535740
OG0016839	ESY14_g20624_DN3_SP0_c0.t1	Ag006G535670
OG0016840	ESY14_g20849_DN3_SP2_c0.t1	Ag006G534870
OG0016841	ESY11_g54625_DN1_SP0_c18.t1	Ag001G005970
OG0016843	ESY4_g21928_DN3_SP8_c0.t1	Ag006G531040
OG0016844	ESY5_g3503_DN3_SP0_c0.t1	Ag001G027380
OG0016845	ESY6_g48534_DN3_SP8_c0.t1	Ag008G705000
OG0016847	ESY4_g22525_DN3_SP0_c0.t1	Ag007G584990
OG0016848	ESY4_g22550_DN3_SP8_c0.t1	Ag007G584890
OG0016852	ESY4_g22482_DN3_SP8_c0.t1	Ag007G584550
OG0016853	ESY9_g43251_DN3_SP0_c0.t1	Ag007G583940
OG0016854	ESY4_g22438_DN3_SP7_c0.t1	Ag007G584130
OG0016855	ESY4_g22707_DN3_SP0_c0.t1	Ag007G583320
OG0016856	ESY3_g28719_DN3_SP3_c0.t1	Ag007G583270
OG0016858	ESY20_g13359_DN3_SP0_c0.t1	Ag007G582710
OG0016860	ESY4_g23297_DN3_SP0_c0.t1	Ag007G581740
OG0016861	ESY8_g59309_DN3_SP8_c0.t1	Ag003G246510
OG0016864	ESY4_g23312_DN3_SP0_c0.t1	Ag007G581560
OG0016866	ESY4_g23666_DN3_SP8_c0.t1	Ag007G580510
OG0016867	ESY4_g23682_DN3_SP0_c0.t1	Ag007G580390
OG0016868	ESY10_g14750_DN3_SP0_c0.t1	Ag007G580150
OG0016869	ESY4_g25356_DN3_SP0_c0.t1	Ag003G285840
OG0016870	ESY4_g26016_DN3_SP5_c0.t1	Ag003G286580
OG0016871	ESY4_g26044_DN3_SP4_c0.t1	Ag003G286840
OG0016872	ESY4_g26190_DN3_SP0_c0.t1	Ag003G288410
OG0016875	ESY4_g26430_DN3_SP3_c0.t1	Ag003G290610
OG0016877	ESY4_g26617_DN3_SP0_c0.t1	Ag003G292520
OG0016878	ESY4_g26661_DN3_SP8_c0.t1	Ag003G293080
OG0016879	ESY4_g26713_DN1_SP0_c0.t1, ESY4_g26715_DN3_SP1_c0.t1	Ag003G293620
OG0016880	ESY4_g26724_DN3_SP6_c0.t1	Ag003G294000
OG0016881	ESY4_g26737_DN1_SP0_c0.t1	Ag003G294270
OG0016882	ESY4_g26750_DN3_SP0_c0.t1	Ag003G294490
OG0016883	ESY4_g26823_DN3_SP3_c0.t1	Ag003G295290
OG0016884	ESY4_g26846_DN3_SP8_c0.t1	Ag003G295780
OG0016885	ESY4_g26877_DN3_SP2_c0.t1	Ag003G296360
OG0016886	ESY4_g26898_DN3_SP0_c0.t1, ESY9_g42431_DN3_SP0_c0.t1	Ag003G296560
OG0016887	ESY4_g26924_DN3_SP0_c0.t1	Ag003G296790
OG0016888	ESY4_g26927_DN3_SP7_c0.t1	Ag003G296830
OG0016889	ESY4_g26940_DN3_SP8_c0.t1	Ag003G296980
OG0016890	ESY4_g26949_DN3_SP0_c0.t1	Ag003G297060
OG0016891	ESY5_g4100_DN3_SP8_c0.t1	Ag003G297100
OG0016892	ESY17_g39195_DN3_SP8_c0.t1	Ag005G412660
OG0016893	ESY17_g39140_DN3_SP0_c0.t1	Ag002G158090
OG0016895	ESY8_g61354_DN3_SP5_c0.t1	Ag007G645740
OG0016896	ESY8_g61345_DN3_SP8_c0.t1	Ag007G645880
OG0016899	ESY8_g60831_DN3_SP7_c0.t1	Ag007G648340
OG0016900	ESY8_g60597_DN3_SP3_c0.t1	Ag007G649390
OG0016901	ESY8_g60536_DN3_SP0_c0.t1	Ag007G649670
OG0016903	ESY5_g3428_DN3_SP5_c0.t1	Ag004G311300
OG0016904	ESY3_g32646_DN3_SP0_c0.t1	Ag001G100540
OG0016905	ESY2_g33515_DN3_SP0_c15.t1	Ag007G598120
OG0016906	ESY16_g61824_DN2_SP0_c0.t1	Ag007G578770
OG0016909	ESY4_g26058_DN3_SP0_c0.t1	Ag001G053040
OG0016912	ESY1_g5996_DN3_SP2_c0.t1	Ag002G158770
OG0016913	ESY2_g36838_DN3_SP0_c0.t1	Ag002G158370
OG0016915	ESY1_g6330_DN3_SP0_c0.t1	Ag002G157530
OG0016916	ESY1_g6665_DN3_SP5_c0.t1	Ag002G156210, Ag002G153710
OG0016920	ESY18_g63912_DN3_SP3_c0.t1	Ag002G146950
OG0016921	ESY21_g55408_DN3_SP0_c0.t1	Ag002G145640
OG0016922	ESY18_g62970_DN3_SP6_c0.t1	Ag002G142660
OG0016923	ESY7_g16116_DN3_SP8_c0.t1	Ag002G140960
OG0016924	ESY7_g16127_DN2_SP0_c0.t1	Ag002G140750
OG0016925	ESY7_g16419_DN1_SP0_c0.t1	Ag002G132960
OG0016926	ESY7_g16456_DN3_SP0_c0.t1	Ag002G130930, Ag002G130690
OG0016927	ESY7_g16514_DN3_SP7_c0.t1	Ag002G129980
OG0016928	ESY5_g3128_DN3_SP0_c0.t1	Ag004G308410
OG0016929	ESY7_g16600_DN3_SP0_c0.t1	Ag002G126830
OG0016930	ESY7_g16814_DN3_SP0_c0.t1	Ag002G104850
OG0016932	ESY17_g39035_DN3_SP7_c0.t1	Ag001G042250
OG0016933	ESY10_g14772_DN3_SP0_c0.t1	Ag006G493860
OG0016934	ESY10_g14761_DN3_SP0_c0.t1	Ag002G123550
OG0016935	ESY10_g14844_DN3_SP0_c0.t1	Ag002G114300
OG0016936	ESY10_g14744_DN3_SP2_c0.t1	Ag002G123700
OG0016937	ESY17_g39865_DN3_SP8_c0.t1	Ag001G042480
OG0016939	ESY11_g54858_DN3_SP4_c0.t1	Ag001G042820
OG0016940	ESY5_g4861_DN3_SP0_c0.t1	Ag001G042360
OG0016941	ESY3_g27279_DN3_SP0_c0.t1	Ag005G426490
OG0016943	ESY17_g39821_DN3_SP8_c0.t1	Ag001G042520
OG0016944	ESY2_g34413_DN3_SP0_c0.t1, ESY6_g49102_DN3_SP0_c0.t1	Ag005G477670
OG0016945	ESY17_g39834_DN3_SP0_c0.t1	Ag004G333950
OG0016946	ESY17_g38901_DN3_SP7_p0.t1	Ag005G448240
OG0016949	ESY15_g65671_DN3_SP0_c0.t1	Ag001G038690
OG0016950	ESY15_g65880_DN3_SP0_c0.t1	Ag001G038290
OG0016951	ESY5_g3271_DN3_SP0_c0.t1	Ag001G037800
OG0016952	ESY15_g65510_DN3_SP0_c0.t1	Ag001G037470
OG0016954	ESY22_g40907_DN3_SP0_c0.t1	Ag001G034980
OG0016955	ESY22_g40909_DN3_SP0_c0.t1	Ag001G034960
OG0016956	ESY22_g40974_DN3_SP7_c0.t1	Ag001G034680
OG0016957	ESY22_g41062_DN3_SP0_c0.t1	Ag001G034390
OG0016958	ESY2_g38856_DN3_SP0_c36.t1	Ag001G033720
OG0016960	ESY8_g60517_DN3_SP1_c0.t1	Ag007G614540
OG0016961	ESY6_g50751_DN3_SP1_c13.t1	Ag001G099230
OG0016962	ESY8_g60293_DN3_SP0_c0.t1	Ag007G652560
OG0016963	ESY8_g60244_DN3_SP6_c0.t1	Ag007G654130
OG0016964	ESY8_g60079_DN3_SP0_c0.t1	Ag007G656330
OG0016965	ESY8_g60070_DN3_SP6_c0.t1	Ag007G656410
OG0016966	ESY8_g60060_DN3_SP8_c0.t1	Ag007G656590
OG0016968	ESY8_g60017_DN3_SP2_c0.t1	Ag003G255250
OG0016969	ESY8_g60016_DN3_SP0_c0.t1	Ag007G657260
OG0016971	ESY12_g52331_DN3_SP0_c0.t1	Ag002G206740
OG0016972	ESY12_g52326_DN3_SP0_c0.t1	Ag002G206670
OG0016973	ESY12_g52296_DN3_SP0_c0.t1	Ag008G721100
OG0016974	ESY12_g52236_DN3_SP0_c0.t1	Ag002G206030
OG0016975	ESY12_g52218_DN3_SP7_c0.t1	Ag002G205810
OG0016976	ESY12_g51595_DN3_SP8_c0.t1	Ag002G204410
OG0016977	ESY12_g51608_DN3_SP0_c0.t1	Ag002G204310
OG0016978	ESY12_g51667_DN3_SP0_c0.t1	Ag002G203710
OG0016979	ESY12_g51729_DN3_SP0_c0.t1	Ag002G203120
OG0016980	ESY12_g51885_DN3_SP0_c10.t1	Ag002G201740
OG0016981	ESY12_g51984_DN3_SP6_c0.t1	Ag002G200930
OG0016982	ESY12_g52031_DN3_SP0_c0.t1	Ag002G200080, Ag002G200090
OG0016983	ESY12_g52128_DN3_SP0_c0.t1	Ag002G198670
OG0016984	ESY12_g52142_DN3_SP0_c0.t1	Ag002G198550
OG0016985	ESY12_g52153_DN3_SP8_c0.t1	Ag002G198470
OG0016988	ESY12_g51505_DN3_SP0_c0.t1	Ag002G196590
OG0016989	ESY12_g51564_DN3_SP0_c0.t1	Ag002G195610
OG0016990	ESY12_g51252_DN3_SP0_c0.t1	Ag002G191770
OG0016991	ESY12_g51160_DN3_SP0_c0.t1	Ag002G191130
OG0016992	ESY12_g51144_DN3_SP0_c0.t1	Ag002G190810
OG0016993	ESY7_g19628_DN3_SP0_c0.t1	Ag006G491230
OG0016994	ESY7_g19629_DN3_SP0_c0.t1	Ag006G491240
OG0016995	ESY7_g19637_DN3_SP5_c0.t1	Ag006G491330
OG0016996	ESY7_g19608_DN3_SP4_c0.t1	Ag006G491560
OG0016997	ESY7_g19601_DN3_SP0_c0.t1	Ag006G491600
OG0016998	ESY7_g19599_DN3_SP0_c0.t1	Ag006G491620
OG0016999	ESY7_g19597_DN3_SP0_c0.t1	Ag006G491660
OG0017000	ESY7_g19572_DN2_SP0_c0.t1	Ag006G492030
OG0017001	ESY7_g19568_DN3_SP0_c0.t1	Ag006G492160
OG0017002	ESY7_g19535_DN3_SP0_c0.t1	Ag006G492690
OG0017003	ESY7_g19524_DN3_SP0_c0.t1	Ag006G492890
OG0017004	ESY7_g19523_DN3_SP0_c0.t1	Ag006G492900
OG0017005	ESY7_g19493_DN3_SP1_c0.t1	Ag006G493230
OG0017006	ESY7_g19434_DN3_SP6_c0.t1	Ag006G493850
OG0017007	ESY7_g19312_DN3_SP0_c0.t1	Ag006G495590
OG0017008	ESY7_g19173_DN3_SP0_c0.t1	Ag006G497180
OG0017009	ESY6_g49859_DN3_SP3_c0.t1	Ag008G719390
OG0017010	ESY6_g49234_DN3_SP4_c0.t1	Ag008G718210
OG0017011	ESY6_g49216_DN1_SP0_c0.t1	Ag008G718000
OG0017012	ESY6_g49222_DN3_SP1_c0.t1	Ag008G718090
OG0017013	ESY6_g49151_DN3_SP0_c0.t1	Ag008G716700, Ag008G716720
OG0017014	ESY6_g49135_DN3_SP8_c0.t1	Ag008G716520
OG0017015	ESY6_g49034_DN3_SP0_c0.t1	Ag008G715120
OG0017017	ESY6_g48991_DN3_SP8_c15.t1	Ag008G714030
OG0017019	ESY6_g48737_DN3_SP2_c0.t1	Ag008G709120
OG0017021	ESY6_g48989_DN3_SP0_c0.t1	Ag008G729740
OG0017023	ESY6_g50737_DN3_SP0_c0.t1	Ag008G730590
OG0017024	ESY6_g50727_DN3_SP0_c0.t1	Ag008G730750
OG0017025	ESY6_g50610_DN3_SP0_c0.t1	Ag008G731860
OG0017026	ESY6_g50585_DN3_SP8_c0.t1	Ag008G732080
OG0017027	ESY6_g50562_DN3_SP0_c0.t1	Ag008G732250
OG0017028	ESY6_g50542_DN3_SP0_c0.t1	Ag008G732510
OG0017029	ESY6_g50541_DN3_SP3_c0.t1	Ag008G732520
OG0017030	ESY6_g50493_DN3_SP0_c0.t1	Ag008G733070
OG0017032	ESY6_g50461_DN3_SP0_c0.t1	Ag008G733450
OG0017035	ESY6_g50434_DN3_SP0_c0.t1	Ag008G733910
OG0017036	ESY6_g50438_DN3_SP0_c0.t1	Ag008G734000
OG0017037	ESY6_g50372_DN3_SP0_c0.t1	Ag008G734500
OG0017038	ESY6_g50361_DN3_SP0_c0.t1	Ag008G734750
OG0017039	ESY6_g50315_DN3_SP7_c0.t1	Ag005G486940
OG0017040	ESY6_g50284_DN3_SP0_c0.t1	Ag001G100010
OG0017041	ESY6_g49427_DN3_SP6_c0.t1	Ag001G099590
OG0017042	ESY6_g50745_DN2_SP0_c10.t1	Ag001G099290
OG0017044	ESY20_g13369_DN2_SP8_c0.t1	Ag007G626370, Ag006G518870
OG0017046	ESY20_g13026_DN3_SP0_c0.t1	Ag006G515930
OG0017048	ESY20_g13069_DN1_SP0_c0.t1	Ag006G515160
OG0017049	ESY20_g13079_DN3_SP5_c0.t1	Ag006G514950
OG0017052	ESY20_g13177_DN2_SP0_c0.t1	Ag006G512530
OG0017053	ESY20_g13273_DN3_SP0_c0.t1	Ag006G510090
OG0017054	ESY8_g58211_DN3_SP0_c0.t1	Ag007G586640
OG0017056	ESY20_g12912_DN3_SP8_c0.t1	Ag007G587430
OG0017057	ESY20_g12911_DN3_SP2_c0.t1	Ag007G587440
OG0017058	ESY20_g12880_DN3_SP4_c0.t1	Ag007G587710
OG0017059	ESY20_g12722_DN3_SP0_c0.t1	Ag007G588930
OG0017060	ESY8_g58402_DN3_SP0_c0.t1	Ag007G590450
OG0017062	ESY8_g58453_DN3_SP0_c0.t1	Ag007G591030, Ag007G591020, Ag001G070250
OG0017064	ESY8_g58555_DN3_SP8_c0.t1	Ag007G591970
OG0017065	ESY8_g58609_DN2_SP3_c0.t1	Ag007G592270
OG0017067	ESY8_g58792_DN3_SP0_c0.t1, ESY4_g26599_DN2_SP0_c0.t1	Ag007G594110
OG0017068	ESY8_g58854_DN3_SP4_c15.t1	Ag007G594930
OG0017069	ESY8_g58892_DN2_SP1_c0.t1	Ag007G595250
OG0017070	ESY8_g58897_DN3_SP0_c0.t1	Ag007G595330
OG0017071	ESY8_g58931_DN3_SP0_c0.t1	Ag007G595770
OG0017072	ESY8_g58968_DN3_SP0_c0.t1	Ag007G596110
OG0017073	ESY8_g58974_DN3_SP0_c0.t1	Ag007G596150
OG0017076	ESY8_g59111_DN3_SP4_c0.t1	Ag007G597800
OG0017078	ESY8_g59173_DN3_SP7_c0.t1	Ag007G598230
OG0017079	ESY8_g59174_DN2_SP6_c0.t1	Ag007G598240
OG0017080	ESY8_g59209_DN3_SP6_c0.t1	Ag006G527430
OG0017082	ESY8_g59224_DN2_SP5_c0.t1	Ag003G293010
OG0017083	ESY8_g59244_DN3_SP0_c0.t1	Ag006G526500
OG0017085	ESY8_g59255_DN1_SP0_c0.t1	Ag003G212190
OG0017087	ESY8_g59276_DN3_SP5_c0.t1	Ag006G525450
OG0017088	ESY16_g62190_DN3_SP0_c0.t1	Ag003G251880
OG0017089	ESY16_g62192_DN3_SP8_c0.t1	Ag003G251820
OG0017091	ESY16_g62237_DN3_SP6_c0.t1	Ag003G251390
OG0017092	ESY16_g62238_DN3_SP0_c0.t1	Ag003G251400
OG0017093	ESY16_g62250_DN3_SP2_c0.t1	Ag003G251450
OG0017094	ESY3_g32649_DN3_SP4_c0.t1	Ag001G100590
OG0017095	ESY3_g32647_DN3_SP0_c0.t1	Ag001G100550
OG0017096	ESY3_g32659_DN3_SP0_c0.t1	Ag001G100730
OG0017097	ESY3_g32666_DN3_SP0_c0.t1	Ag001G100780
OG0017098	ESY3_g32683_DN3_SP0_c0.t1	Ag001G100970
OG0017099	ESY3_g32692_DN3_SP0_c0.t1	Ag001G101060
OG0017102	ESY16_g62487_DN3_SP7_c0.t1	Ag003G250030
OG0017105	ESY3_g32539_DN2_SP0_c0.t1	Ag005G489970
OG0017106	ESY3_g32525_DN3_SP6_c0.t1	Ag005G489850
OG0017107	ESY3_g32441_DN3_SP0_c0.t1	Ag005G488590
OG0017108	ESY3_g32424_DN3_SP7_c0.t1	Ag005G488460
OG0017109	ESY3_g32422_DN3_SP0_c0.t1	Ag005G488410
OG0017110	ESY3_g32356_DN3_SP0_c0.t1	Ag005G487990
OG0017112	ESY3_g32298_DN3_SP0_c0.t1	Ag005G487580
OG0017113	ESY3_g32256_DN3_SP0_c0.t1	Ag005G486990
OG0017114	ESY3_g32129_DN3_SP8_c0.t1	Ag005G486230
OG0017115	ESY3_g31975_DN1_SP0_c0.t1, ESY3_g31974_DN2_SP0_c0.t1	Ag005G485270
OG0017117	ESY3_g31923_DN3_SP0_c0.t1	Ag005G484860
OG0017119	ESY3_g31708_DN3_SP6_c0.t1	Ag005G483530
OG0017120	ESY3_g31634_DN3_SP7_c0.t1	Ag005G482840
OG0017121	ESY3_g31632_DN3_SP0_c0.t1	Ag005G482810
OG0017122	ESY3_g31613_DN3_SP7_c0.t1, ESY9_g43681_DN3_SP0_c0.t1, ESY9_g43682_DN3_SP0_c0.t1	Ag005G482520
OG0017123	ESY3_g31597_DN3_SP8_c0.t1	Ag005G482360
OG0017124	ESY3_g31595_DN1_SP0_c0.t1	Ag005G482340
OG0017125	ESY3_g31527_DN3_SP8_c0.t1	Ag005G481440
OG0017126	ESY3_g31520_DN3_SP7_c0.t1	Ag005G481370
OG0017127	ESY3_g31513_DN3_SP0_c0.t1	Ag005G481300
OG0017128	ESY3_g31448_DN3_SP3_c0.t1	Ag005G480750
OG0017130	ESY3_g31397_DN2_SP0_c0.t1	Ag005G480220
OG0017131	ESY3_g31382_DN3_SP8_c5.t1	Ag005G479740
OG0017132	ESY3_g30666_DN3_SP3_c0.t1	Ag005G479480
OG0017133	ESY3_g30698_DN3_SP8_c13.t1	Ag005G479340
OG0017134	ESY3_g30737_DN3_SP7_c0.t1	Ag005G478990
OG0017135	ESY3_g30741_DN3_SP0_c0.t1	Ag005G478960
OG0017136	ESY3_g30809_DN2_SP0_c33.t1	Ag005G478390
OG0017137	ESY12_g50857_DN3_SP0_c0.t1	Ag002G186280
OG0017139	ESY9_g45559_DN1_SP0_c0.t1	Ag002G182040
OG0017140	ESY9_g45552_DN3_SP8_c0.t1	Ag002G181930
OG0017141	ESY9_g45536_DN2_SP2_c0.t1	Ag002G181820
OG0017142	ESY9_g45455_DN2_SP0_c0.t1	Ag002G180220
OG0017144	ESY9_g45415_DN3_SP8_c0.t1	Ag002G178910
OG0017145	ESY9_g45410_DN3_SP0_c0.t1	Ag002G178760
OG0017146	ESY9_g44247_DN3_SP4_c0.t1	Ag002G166060
OG0017148	ESY9_g44655_DN3_SP0_c0.t1	Ag002G170520
OG0017150	ESY9_g44962_DN3_SP8_c0.t1	Ag002G173650
OG0017151	ESY9_g45043_DN3_SP0_c28.t1	Ag002G173810
OG0017152	ESY9_g45324_DN3_SP1_c0.t1	Ag002G176670
OG0017153	ESY5_g2906_DN3_SP0_c0.t1	Ag004G322860
OG0017155	ESY5_g3000_DN3_SP5_c0.t1	Ag004G324340
OG0017157	ESY5_g3067_DN3_SP4_c0.t1	Ag004G325270
OG0017158	ESY5_g4376_DN3_SP0_c0.t1	Ag004G326170
OG0017159	ESY5_g4367_DN3_SP0_c0.t1	Ag004G326350
OG0017160	ESY5_g4348_DN3_SP7_c18.t1	Ag004G326510
OG0017162	ESY5_g4214_DN3_SP0_c0.t1	Ag004G329760
OG0017163	ESY5_g4241_DN3_SP3_c0.t1	Ag004G329360
OG0017164	ESY5_g4195_DN3_SP5_c0.t1	Ag004G330030
OG0017165	ESY5_g4189_DN3_SP4_c0.t1	Ag004G330210
OG0017166	ESY5_g4185_DN3_SP0_c0.t1	Ag004G330260
OG0017167	ESY5_g4164_DN3_SP0_c0.t1	Ag004G330460
OG0017169	ESY5_g4061_DN3_SP0_c0.t1	Ag004G332260
OG0017170	ESY5_g4050_DN3_SP5_c11.t1	Ag004G332390
OG0017172	ESY5_g3893_DN3_SP2_c8.t1	Ag004G335570
OG0017173	ESY5_g2455_DN2_SP0_c0.t1	Ag004G337090
OG0017174	ESY5_g2413_DN3_SP1_c0.t1	Ag004G337490
OG0017175	ESY5_g2410_DN3_SP0_c0.t1	Ag004G337700
OG0017176	ESY5_g2405_DN3_SP1_c0.t1	Ag004G337750
OG0017177	ESY5_g2393_DN3_SP8_c0.t1	Ag004G337920
OG0017179	ESY5_g2273_DN3_SP0_c19.t1	Ag004G339730
OG0017180	ESY12_g51599_DN2_SP0_c0.t1	Ag004G339890
OG0017181	ESY5_g2227_DN3_SP0_c0.t1	Ag004G340370
OG0017182	ESY5_g2224_DN3_SP0_c0.t1	Ag004G339950
OG0017183	ESY5_g2198_DN3_SP8_c0.t1	Ag004G340760
OG0017186	ESY5_g1884_DN3_SP8_c0.t1	Ag003G242810
OG0017187	ESY5_g1877_DN3_SP1_c0.t1	Ag003G242910
OG0017190	ESY5_g1238_DN3_SP4_c0.t1	Ag003G245770
OG0017191	ESY5_g1118_DN3_SP0_c0.t1	Ag002G142570
OG0017192	ESY10_g15051_DN3_SP0_c0.t1	Ag005G482330
OG0017195	ESY6_g46771_DN3_SP0_c0.t1	Ag006G552850
OG0017200	ESY4_g23792_DN3_SP1_c0.t1	Ag003G252680
OG0017202	ESY8_g59392_DN2_SP0_c0.t1	Ag004G318170
OG0017204	ESY8_g59437_DN3_SP0_c0.t1	Ag001G006530
OG0017206	ESY8_g59580_DN3_SP2_c0.t1	Ag006G523950
OG0017208	ESY8_g59666_DN2_SP6_c0.t1	Ag006G523350
OG0017209	ESY8_g59684_DN3_SP0_c0.t1	Ag006G523080
OG0017211	ESY8_g59751_DN3_SP0_c0.t1	Ag006G522160
OG0017212	ESY8_g59833_DN3_SP0_c0.t1	Ag006G521460
OG0017213	ESY8_g59840_DN3_SP0_c0.t1	Ag006G521350
OG0017214	ESY8_g59865_DN3_SP7_c0.t1	Ag006G521080
OG0017215	ESY8_g59894_DN2_SP4_c0.t1	Ag006G520620
OG0017216	ESY8_g59900_DN2_SP0_c0.t1	Ag006G520580
OG0017217	ESY5_g2835_DN3_SP0_c0.t1	Ag004G321210
OG0017218	ESY5_g2760_DN3_SP0_c0.t1	Ag004G319730
OG0017219	ESY5_g2677_DN3_SP0_c21.t1	Ag004G318440
OG0017221	ESY5_g3876_DN1_SP0_c26.t1	Ag001G038190, Ag004G316960
OG0017222	ESY5_g3871_DN3_SP6_c0.t1	Ag004G316830
OG0017224	ESY5_g3674_DN3_SP0_c0.t1	Ag004G313970
OG0017225	ESY5_g3660_DN2_SP0_c0.t1	Ag004G313650
OG0017226	ESY5_g3552_DN3_SP7_c0.t1	Ag004G312760
OG0017227	ESY5_g3543_DN3_SP0_c0.t1	Ag004G312630
OG0017228	ESY5_g3538_DN3_SP8_c0.t1	Ag004G312590
OG0017229	ESY5_g3457_DN3_SP8_c0.t1	Ag004G311730
OG0017230	ESY5_g3370_DN2_SP0_c8.t1	Ag004G310720
OG0017231	ESY5_g3380_DN3_SP7_c0.t1	Ag004G310810
OG0017232	ESY5_g3299_DN3_SP0_c0.t1	Ag004G310110
OG0017234	ESY2_g34206_DN3_SP4_c0.t1	Ag004G366420
OG0017236	ESY14_g20666_DN2_SP0_c96.t1, ESY21_g55859_DN3_SP0_c0.t1	Ag007G603390, Ag006G533210, Ag001G036640, Ag006G527070, Ag003G252610, Ag008G684580, Ag004G350770, Ag004G358210, Ag001G076730
OG0017237	ESY5_g3247_DN3_SP8_c0.t1	Ag004G309330
OG0017238	ESY7_g18493_DN3_SP0_c0.t1	Ag006G506290
OG0017239	ESY5_g3151_DN3_SP0_c0.t1	Ag004G308660
OG0017241	ESY5_g4680_DN3_SP7_c0.t1	Ag004G305510
OG0017242	ESY5_g4698_DN3_SP0_c0.t1	Ag004G305360
OG0017243	ESY5_g4745_DN2_SP0_c0.t1	Ag004G304930
OG0017244	ESY5_g4790_DN3_SP0_c0.t1	Ag004G304380
OG0017245	ESY5_g4825_DN3_SP3_c0.t1	Ag004G303990
OG0017246	ESY5_g4896_DN3_SP8_c0.t1	Ag004G303270
OG0017247	ESY5_g4899_DN3_SP0_c0.t1	Ag004G303240
OG0017248	ESY5_g4969_DN3_SP8_c0.t1	Ag004G302680
OG0017249	ESY5_g5016_DN3_SP0_c0.t1	Ag004G302420
OG0017250	ESY5_g5068_DN3_SP0_c0.t1	Ag004G302050
OG0017251	ESY5_g5080_DN3_SP0_c0.t1	Ag004G302000
OG0017252	ESY5_g5113_DN3_SP4_c0.t1	Ag004G301240
OG0017253	ESY5_g5124_DN3_SP2_c0.t1	Ag004G301360
OG0017254	ESY5_g5126_DN3_SP8_c0.t1	Ag004G301380
OG0017255	ESY5_g5137_DN3_SP1_c0.t1	Ag004G301500
OG0017256	ESY8_g58202_DN3_SP0_c32.t1	Ag007G586680
OG0017257	ESY5_g5181_DN3_SP0_c0.t1	Ag004G300660
OG0017258	ESY5_g5215_DN3_SP1_c0.t1	Ag004G300490
OG0017259	ESY5_g5349_DN3_SP0_c0.t1	Ag004G299280
OG0017260	ESY5_g5379_DN3_SP3_c0.t1	Ag004G299240
OG0017261	ESY5_g5527_DN3_SP0_c0.t1	Ag004G297770
OG0017262	ESY5_g5536_DN3_SP0_c0.t1	Ag004G297650
OG0017263	ESY5_g5569_DN3_SP8_c0.t1	Ag004G297390
OG0017264	ESY5_g5577_DN3_SP6_c0.t1	Ag004G297320
OG0017265	ESY7_g17591_DN3_SP0_c0.t1	Ag007G614550
OG0017266	ESY7_g17594_DN3_SP8_c0.t1	Ag007G614340
OG0017267	ESY7_g17598_DN3_SP4_c0.t1	Ag007G614240
OG0017268	ESY7_g17614_DN3_SP8_c0.t1	Ag007G614080
OG0017269	ESY7_g17528_DN3_SP0_c0.t1	Ag007G616920
OG0017270	ESY7_g17527_DN3_SP0_c0.t1	Ag007G616930
OG0017271	ESY7_g17525_DN2_SP0_c0.t1	Ag007G616980
OG0017273	ESY7_g17475_DN3_SP6_c0.t1	Ag007G617760
OG0017274	ESY7_g17342_DN3_SP0_c0.t1	Ag007G621340
OG0017276	ESY7_g17258_DN3_SP2_c0.t1	Ag007G623400
OG0017277	ESY7_g17143_DN3_SP0_c41.t1	Ag007G626480
OG0017278	ESY7_g17139_DN3_SP4_c0.t1	Ag007G626540
OG0017279	ESY7_g17123_DN3_SP0_c0.t1	Ag007G627620
OG0017280	ESY2_g34480_DN3_SP5_c0.t1	Ag004G353750, Ag004G353740
OG0017281	ESY7_g16941_DN1_SP6_c0.t1	Ag007G629270
OG0017283	ESY7_g16913_DN3_SP0_c0.t1	Ag007G631880
OG0017284	ESY7_g16872_DN3_SP0_c0.t1	Ag007G633090
OG0017285	ESY10_g15591_DN3_SP0_c0.t1	Ag007G637090
OG0017286	ESY10_g15673_DN3_SP0_c0.t1	Ag007G637550
OG0017287	ESY10_g15816_DN3_SP3_c0.t1	Ag007G641490
OG0017288	ESY10_g15870_DN3_SP0_c0.t1	Ag007G641140
