Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_hirsuta
OG0015404	XP_002871951.1	CARHR290280
OG0015405	XP_020873714.1	CARHR228170
OG0015406	XP_020873497.1	CARHR228180
OG0015407	XP_002869877.1	CARHR228320
OG0015408	XP_020873257.1	CARHR228390
OG0015409	XP_020881291.1	CARHR143870
OG0015410	XP_020873824.1	CARHR228520
OG0015411	XP_020873234.1	CARHR228530
OG0015412	XP_002893977.1	CARHR035770
OG0015413	XP_020873270.1	CARHR228640
OG0015414	XP_002867926.1	CARHR226480
OG0015415	XP_020872090.1	CARHR226380
OG0015417	XP_020876968.1	CARHR185890
OG0015418	XP_020890232.1	CARHR047740
OG0015419	XP_002865541.1	CARHR284920
OG0015420	XP_020869468.1	CARHR285100
OG0015421	XP_020873958.1	CARHR222710
OG0015422	XP_002868130.1	CARHR222890
OG0015423	XP_020873961.1	CARHR223060
OG0015424	XP_002868139.1	CARHR222740
OG0015425	XP_002870144.1	CARHR223090
OG0015426	XP_002868107.1	CARHR223230
OG0015427	XP_020875164.1	CARHR223400
OG0015428	XP_020875277.1	CARHR223420
OG0015429	XP_020874001.1	CARHR223580
OG0015430	XP_002882155.1	CARHR075000
OG0015431	XP_020887055.1	CARHR075070
OG0015432	XP_020887054.1	CARHR075090
OG0015433	XP_020886462.1	CARHR075110
OG0015434	XP_020885946.1	CARHR075210
OG0015435	XP_020887463.1	CARHR075360
OG0015436	XP_020886090.1	CARHR075440
OG0015437	XP_020867755.1	CARHR281150
OG0015438	XP_002865061.1	CARHR281220
OG0015439	XP_020881924.1	CARHR034750
OG0015440	XP_002887679.1	CARHR070850
OG0015441	XP_020887408.1	CARHR281410
OG0015442	XP_020880290.1	CARHR147050
OG0015443	XP_002866769.1	CARHR281560
OG0015444	XP_020883927.1	CARHR281580
OG0015445	XP_002866775.1	CARHR281660
OG0015446	XP_020871739.1	CARHR281710
OG0015447	XP_020881767.1	CARHR291420
OG0015448	XP_002878522.1	CARHR291430
OG0015449	XP_002878521.1	CARHR291440
OG0015450	XP_002876725.1	CARHR291480
OG0015451	XP_020881763.1	CARHR291500
OG0015452	XP_002876721.1	CARHR291560
OG0015453	XP_020882106.1	CARHR291570
OG0015454	XP_002878509.1	CARHR291650
OG0015455	XP_020882118.1	CARHR291640
OG0015456	XP_020882169.1	CARHR173430
OG0015457	XP_002876708.1	CARHR173400
OG0015458	XP_002876698.1	CARHR173260
OG0015459	XP_020879708.1	CARHR173140
OG0015460	XP_002876691.1	CARHR173090
OG0015461	XP_020882155.1	CARHR173050
OG0015462	XP_002878474.1	CARHR173000
OG0015463	XP_002876681.1	CARHR172890
OG0015464	XP_002876671.1	CARHR172700
OG0015465	XP_020879869.1	CARHR172690
OG0015466	XP_002878444.1	CARHR172570
OG0015467	XP_020880148.1	CARHR172540
OG0015468	XP_002878427.2	CARHR172370
OG0015470	XP_020880836.1	CARHR172210
OG0015471	XP_020880842.1	CARHR172170
OG0015472	XP_002864138.1	CARHR264790
OG0015473	XP_020881594.1	CARHR171970
OG0015474	XP_002876620.1	CARHR171870
OG0015475	XP_002876618.1	CARHR171830
OG0015476	XP_002876611.1	CARHR171750
OG0015477	XP_020880200.1	CARHR171460
OG0015478	XP_002876596.1	CARHR171430
OG0015479	XP_020880419.1	CARHR171310
OG0015480	XP_020881140.1	CARHR171250
OG0015481	XP_020881141.1	CARHR171240
OG0015482	XP_002878899.1	CARHR115320
OG0015483	XP_020880429.1	CARHR170910
OG0015484	XP_020881182.1	CARHR170790
OG0015485	XP_020880135.1	CARHR170660
OG0015486	XP_002893427.1	CARHR026070
OG0015487	XP_020882180.1	CARHR170620
OG0015488	XP_020880874.1	CARHR170550
OG0015489	XP_020880110.1	CARHR170470
OG0015490	XP_002878307.1	CARHR170300
OG0015491	XP_020880249.1	CARHR170270
OG0015492	XP_020880117.1	CARHR170120
OG0015493	XP_020879720.1	CARHR169900
OG0015494	XP_002876501.1	CARHR169780
OG0015495	XP_002876500.1	CARHR169760
OG0015496	XP_020888163.1	CARHR103380
OG0015497	XP_020880538.1	CARHR169550
OG0015498	XP_002878242.1	CARHR169230
OG0015500	XP_002878232.1	CARHR169040
OG0015501	XP_002878227.1	CARHR168950
OG0015502	XP_020880569.1	CARHR168930
OG0015503	XP_020880557.1	CARHR168890
OG0015504	XP_002878223.1	CARHR168860
OG0015505	XP_002878222.2	CARHR168850
OG0015506	XP_002878182.1	CARHR168330
OG0015507	XP_020880799.1	CARHR168150
OG0015508	XP_020880800.1	CARHR168140
OG0015509	XP_020881357.1	CARHR168050, CARHR168080
OG0015510	XP_020881228.1	CARHR167930
OG0015511	XP_020879754.1	CARHR167810, CARHR167800
OG0015512	XP_020882244.1	CARHR167760
OG0015513	XP_020880872.1	CARHR167610
OG0015514	XP_020875634.1	CARHR237470, CARHR120310, CARHR237440
OG0015515	XP_020883625.1	CARHR115440
OG0015516	XP_020881229.1	CARHR167240
OG0015517	XP_020881517.1	CARHR166860
OG0015518	XP_002876377.1	CARHR166760
OG0015519	XP_020880242.1	CARHR166720
OG0015520	XP_020881127.1	CARHR150960
OG0015521	XP_002876367.1	CARHR166570
OG0015522	XP_020882575.1	CARHR166540
OG0015523	XP_002878074.2	CARHR166390
OG0015524	XP_020880891.1	CARHR166320
OG0015525	XP_020882511.1	CARHR166280
OG0015526	XP_020879841.1	CARHR166110
OG0015527	XP_002878056.1	CARHR166080
OG0015528	XP_002878051.1	CARHR166010
OG0015529	XP_020880202.1	CARHR165950
OG0015530	XP_020880203.1	CARHR165940
OG0015531	XP_002876318.1	CARHR165700
OG0015532	XP_020890195.1	CARHR047900
OG0015533	XP_002876299.1	CARHR165400
OG0015534	XP_002878031.1	CARHR165370
OG0015535	XP_020882367.1	CARHR165310
OG0015536	XP_020881586.1	CARHR165260
OG0015537	XP_002876289.1	CARHR165230
OG0015538	XP_020882278.1	CARHR165190
OG0015539	XP_002876285.1	CARHR165170
OG0015540	XP_020881542.1	CARHR165080
OG0015541	XP_002878009.1	CARHR164970
OG0015542	XP_002878006.1	CARHR164910
OG0015543	XP_020882158.1	CARHR164860
OG0015544	XP_002876276.1	CARHR164850
OG0015545	XP_020880470.1	CARHR164780
OG0015546	XP_002888640.1	CARHR060740
OG0015547	XP_020881312.1	CARHR164550
OG0015548	XP_002876261.1	CARHR164500
OG0015549	XP_020879943.1	CARHR164400
OG0015550	XP_020880618.1	CARHR164360
OG0015551	XP_020879620.1	CARHR164320
OG0015552	XP_020881773.1	CARHR164300
OG0015553	XP_002877974.1	CARHR164290
OG0015554	XP_002876249.1	CARHR164160
OG0015555	XP_020891123.1	CARHR034830
OG0015556	XP_002883685.1	CARHR103070
OG0015557	XP_020881463.1	CARHR163870
OG0015558	XP_020882458.1	CARHR163840
OG0015559	XP_002876230.1	CARHR163780
OG0015560	XP_020881323.1	CARHR163760
OG0015561	XP_002877926.1	CARHR163460
OG0015562	XP_002886301.1	CARHR111400
OG0015563	XP_020881158.1	CARHR162940
OG0015564	XP_020881378.1	CARHR162920
OG0015565	XP_002877896.1	CARHR162870
OG0015566	XP_002877889.1	CARHR162700
OG0015567	XP_002876165.1	CARHR162580
OG0015568	XP_020880194.1	CARHR162460
OG0015569	XP_002876159.1	CARHR162430
OG0015570	XP_020881999.1	CARHR162280
OG0015571	XP_020884385.1	CARHR266990
OG0015572	XP_020885719.1	CARHR266910
OG0015573	XP_020888513.1	CARHR266590
OG0015574	XP_002864243.1	CARHR266570
OG0015575	XP_002865969.1	CARHR266360
OG0015576	XP_002864235.1	CARHR266350
OG0015577	XP_002868163.1	CARHR290690
OG0015578	XP_002883522.1	CARHR100590
OG0015579	XP_020887939.1	CARHR100600
OG0015580	XP_020888495.1	CARHR100670
OG0015581	XP_020886160.1	CARHR100790
OG0015582	XP_020888777.1	CARHR100870
OG0015583	XP_002885671.1	CARHR101060
OG0015584	XP_020886071.1	CARHR101080
OG0015585	XP_020889352.1	CARHR101170
OG0015586	XP_002883574.1	CARHR101450
OG0015587	XP_002863091.1	CARHR101470
OG0015588	XP_002883590.1	CARHR101560
OG0015589	XP_002883591.1	CARHR101570
OG0015590	XP_020887961.1	CARHR101730
OG0015591	XP_020887963.1	CARHR101740
OG0015592	XP_002883636.1	CARHR102210
OG0015593	XP_002885751.1	CARHR102220
OG0015594	XP_002883646.1	CARHR102420
OG0015595	XP_020888098.1	CARHR102490
OG0015596	XP_002883649.2	CARHR102500
OG0015597	XP_020888955.1	CARHR102750
OG0015598	XP_002885774.1	CARHR102830
OG0015599	XP_002885787.1	CARHR102970
OG0015600	XP_020886020.1	CARHR103010
OG0015601	XP_020888659.1	CARHR103100
OG0015602	XP_020889007.1	CARHR103360
OG0015603	XP_020880971.1	CARHR098710
OG0015604	XP_002885803.1	CARHR103520
OG0015605	XP_020887401.1	CARHR100420
OG0015606	XP_002888549.1	CARHR058940
OG0015607	XP_020865625.1	CARHR059460
OG0015608	XP_020889597.1	CARHR059560
OG0015609	XP_020865655.1	CARHR059670
OG0015610	XP_020891445.1	CARHR059780
OG0015611	XP_020891139.1	CARHR059920
OG0015612	XP_020891365.1	CARHR060060
OG0015613	XP_020890213.1	CARHR060080
OG0015614	XP_002888627.1	CARHR060460
OG0015615	XP_020890715.1	CARHR060550
OG0015616	XP_002887160.2	CARHR060680
OG0015617	XP_002887157.1	CARHR060760
OG0015618	XP_020865904.1	CARHR060870
OG0015619	XP_020865664.1	CARHR060910
OG0015620	XP_002872352.1	CARHR260060
OG0015621	XP_020890594.1	CARHR184070
OG0015622	XP_002863924.1	CARHR182940
OG0015623	XP_002865670.1	CARHR182950
OG0015624	XP_020891769.1	CARHR183310
OG0015625	XP_002863907.1, XP_002863048.1	CARHR291970
OG0015626	XP_020886670.1	CARHR108580
OG0015627	XP_002868396.1	CARHR217070
OG0015628	XP_020887658.1	CARHR108770
OG0015629	XP_002886163.1	CARHR108880
OG0015630	XP_020886332.1	CARHR108960
OG0015631	XP_020889459.1	CARHR109010
OG0015632	XP_020888398.1	CARHR109060
OG0015633	XP_020886325.1	CARHR109140
OG0015634	XP_020889316.1	CARHR109440
OG0015635	XP_002884187.1	CARHR109460
OG0015636	XP_020888883.1	CARHR109510
OG0015637	XP_002886048.1	CARHR109780
OG0015638	XP_002886044.1	CARHR109830
OG0015639	XP_020888902.1	CARHR109870
OG0015640	XP_020884355.1	CARHR136300
OG0015641	XP_020884139.1	CARHR136210
OG0015642	XP_020883991.1	CARHR136160
OG0015643	XP_002881752.1	CARHR136080
OG0015644	XP_002881749.1	CARHR136040
OG0015645	XP_020879714.1	CARHR152570
OG0015646	XP_020883143.1	CARHR135960
OG0015647	XP_020885435.1	CARHR135800
OG0015648	XP_002879883.1	CARHR135770
OG0015649	XP_020883742.1	CARHR135470
OG0015650	XP_020874923.1	CARHR212550
OG0015651	XP_002881711.1	CARHR135350
OG0015652	XP_020882950.1	CARHR135330
OG0015653	XP_002879844.1	CARHR135080
OG0015654	XP_020883995.1	CARHR134870
OG0015655	XP_020884180.1	CARHR134840
OG0015656	XP_020884179.1	CARHR134830
OG0015657	XP_002881682.1	CARHR134800
OG0015658	XP_020883513.1	CARHR134510
OG0015659	XP_002881668.1	CARHR134490
OG0015660	XP_002879805.2	CARHR134420
OG0015661	XP_020883745.1	CARHR134280
OG0015662	XP_002881630.1	CARHR133850
OG0015663	XP_020883464.1	CARHR133700
OG0015664	XP_020885531.1	CARHR133620
OG0015665	XP_002882775.1	CARHR287100
OG0015666	XP_002881620.1	CARHR133580
OG0015667	XP_002879768.1	CARHR292910, CARHR133560
OG0015668	XP_002879762.1	CARHR133410
OG0015669	XP_020882889.1	CARHR133330
OG0015670	XP_020882920.1	CARHR133260
OG0015671	XP_020880915.1	CARHR144210
OG0015672	XP_002879752.1	CARHR133230, CARHR035360
OG0015673	XP_002881591.1	CARHR133030
OG0015674	XP_020882755.1	CARHR132960
OG0015675	XP_020882883.1	CARHR132760
OG0015676	XP_002879729.2	CARHR132730
OG0015677	XP_002881566.1	CARHR132720
OG0015678	XP_002874554.1	CARHR259750
OG0015679	XP_002881561.1	CARHR132620
OG0015680	XP_020885383.1	CARHR131730
OG0015681	XP_002879707.1	CARHR131770
OG0015682	XP_002875637.1	CARHR152710
OG0015683	XP_020883399.1	CARHR131920
OG0015684	XP_002881524.1, XP_020884288.1	CARHR131940
OG0015685	XP_020883378.1	CARHR132250
OG0015686	XP_020885180.1	CARHR132350
OG0015687	XP_002881498.1	CARHR132360
OG0015688	XP_002879656.1	CARHR131710
OG0015689	XP_020883613.1	CARHR131610
OG0015690	XP_002881489.1	CARHR131600
OG0015691	XP_020883838.1	CARHR131510
OG0015692	XP_020883893.1	CARHR131490
OG0015693	XP_020884578.1	CARHR131420
OG0015694	XP_020885770.1	CARHR131340
OG0015695	XP_020877638.1	CARHR253600
OG0015696	XP_020877662.1	CARHR253140
OG0015697	XP_002874794.1	CARHR253150
OG0015698	XP_020877636.1	CARHR253090
OG0015699	XP_002874798.1	CARHR253040
OG0015700	XP_002874804.1	CARHR252930
OG0015701	XP_002865455.1	CARHR180910
OG0015703	XP_020877743.1	CARHR254130
OG0015704	XP_020879625.1	CARHR180720
OG0015705	XP_020875880.1	CARHR254430
OG0015706	XP_020877647.1	CARHR253740
OG0015707	XP_002880372.2	CARHR112150
OG0015708	XP_002880377.1	CARHR112250
OG0015709	XP_002878549.1	CARHR112270
OG0015710	XP_020884479.1	CARHR112450
OG0015711	XP_020884185.1	CARHR112610
OG0015712	XP_002878563.1	CARHR112630
OG0015713	XP_002878582.1	CARHR113040
OG0015714	XP_020883046.1	CARHR113050, CARHR113060
OG0015715	XP_002878587.2	CARHR113210
OG0015716	XP_002878604.2	CARHR113490
OG0015717	XP_020884637.1	CARHR113630
OG0015718	XP_002880452.1	CARHR113760
OG0015719	XP_002878638.1	CARHR114150
OG0015720	XP_020885240.1	CARHR114450
OG0015721	XP_002878677.1	CARHR292960
OG0015722	XP_020884086.1	CARHR293000
OG0015723	XP_020884080.1	CARHR293010
OG0015724	XP_002878687.2	CARHR293100
OG0015725	XP_002878705.1	CARHR184860
OG0015726	XP_002878860.1	CARHR115890
OG0015727	XP_020883315.1	CARHR115980
OG0015728	XP_002878909.1	CARHR287330
OG0015729	XP_002880742.1	CARHR114820
OG0015730	XP_020883036.1	CARHR116800
OG0015731	XP_020884531.1	CARHR115040
OG0015732	XP_020884449.1	CARHR115230
OG0015733	XP_020885109.1	CARHR115020
OG0015734	XP_002880634.1	CARHR294580
OG0015735	XP_020885374.1	CARHR115100
OG0015736	XP_020884954.1	CARHR114530
OG0015737	XP_002878748.1	CARHR117720
OG0015738	XP_020885415.1	CARHR115680
OG0015739	XP_020869343.1	CARHR035390
OG0015740	XP_002893943.1	CARHR035330
OG0015741	XP_020868437.1	CARHR035580
OG0015742	XP_002893975.1	CARHR035760
OG0015743	XP_002891285.2	CARHR035810
OG0015744	XP_002893987.1	CARHR035910
OG0015745	XP_002891225.1	CARHR034780
OG0015746	XP_002893915.1	CARHR034990
OG0015747	XP_020868905.1	CARHR034980
OG0015748	XP_020870094.1	CARHR034670
OG0015749	XP_002891198.1	CARHR034470
OG0015750	XP_020868625.1	CARHR034260
OG0015751	XP_020866466.1	CARHR034250
OG0015752	XP_002891182.1	CARHR034180
OG0015753	XP_020869397.1	CARHR033940
OG0015754	XP_002891108.1	CARHR033900
OG0015755	XP_020867439.1	CARHR033860
OG0015756	XP_002891102.1	CARHR033850
OG0015757	XP_020867316.1	CARHR033840
OG0015758	XP_020868951.1	CARHR033780
OG0015759	XP_002891089.1	CARHR033740
OG0015760	XP_002891083.1	CARHR033710
OG0015761	XP_002893769.1	CARHR032880
OG0015762	XP_020877488.1	CARHR259660
OG0015763	XP_020877458.1	CARHR259580
OG0015764	XP_020877463.1	CARHR259780
OG0015766	XP_002872489.1	CARHR261110
OG0015767	XP_020876794.1	CARHR261210
OG0015768	XP_002872493.1	CARHR261230
OG0015769	XP_020876854.1	CARHR256650
OG0015770	XP_020876855.1	CARHR256640
OG0015771	XP_002874613.1	CARHR256620
OG0015772	XP_020878560.1	CARHR256370
OG0015773	XP_020876688.1	CARHR256310
OG0015774	XP_002872516.1	CARHR256180
OG0015775	XP_002874639.1	CARHR255960
OG0015776	XP_020879098.1	CARHR255690
OG0015777	XP_020876555.1	CARHR255670
OG0015778	XP_002874661.1	CARHR255630
OG0015779	XP_020878808.1	CARHR255460
OG0015780	XP_002872555.1	CARHR255400
OG0015781	XP_020876071.1	CARHR255350
OG0015782	XP_002872570.1	CARHR255310
OG0015783	XP_002872587.1	CARHR255110
OG0015784	XP_020878318.1	CARHR255100
OG0015785	XP_020877443.1	CARHR254840
OG0015786	XP_020876523.1	CARHR254730
OG0015787	XP_020877024.1	CARHR254700
OG0015788	XP_002874711.1	CARHR254690
OG0015789	XP_002871866.1	CARHR193780
OG0015790	XP_002872208.1	CARHR187130
OG0015791	XP_020883562.1	CARHR115260
OG0015792	XP_002865635.1	CARHR183670
OG0015793	XP_020879589.1	CARHR186840
OG0015794	XP_020879101.1	CARHR186720
OG0015795	XP_020878668.1	CARHR186710
OG0015796	XP_002872245.1	CARHR186640
OG0015797	XP_020876950.1	CARHR186230
OG0015798	XP_002872272.1	CARHR185990
OG0015799	XP_002872273.1	CARHR185980
OG0015800	XP_020876910.1	CARHR185010
OG0015802	XP_020888177.1	CARHR110420
OG0015803	XP_002883952.1	CARHR110480
OG0015804	XP_020887986.1	CARHR110630
OG0015805	XP_002883944.1	CARHR110640
OG0015806	XP_020886993.1	CARHR110750
OG0015807	XP_020887686.1	CARHR111450
OG0015808	XP_020887325.1	CARHR111050
OG0015809	XP_020879856.1	CARHR159850
OG0015810	XP_002869350.1	CARHR238930
OG0015811	XP_020880656.1	CARHR154260
OG0015812	XP_002877438.2	CARHR154150
OG0015813	XP_020880442.1	CARHR149890
OG0015814	XP_002880341.1	CARHR143460
OG0015815	XP_002880339.1	CARHR143400
OG0015816	XP_020883162.1	CARHR143350
OG0015817	XP_002882134.1	CARHR143220
OG0015818	XP_002882132.1	CARHR143160
OG0015819	XP_020883154.1	CARHR143140
OG0015820	XP_002882131.2	CARHR143130
OG0015821	XP_002882127.1	CARHR143070
OG0015822	XP_002882124.1	CARHR143000
OG0015823	XP_002880311.1	CARHR142950
OG0015824	XP_020883416.1	CARHR142470
OG0015825	XP_020883222.1	CARHR142430
OG0015826	XP_002882095.1	CARHR142300
OG0015827	XP_020884265.1	CARHR142270
OG0015828	XP_002880272.1	CARHR142250
OG0015829	XP_020885020.1, XP_002862756.1	CARHR142230
OG0015830	XP_020882876.1	CARHR142050
OG0015831	XP_020885069.1	CARHR141980
OG0015832	XP_020884943.1	CARHR141630
OG0015833	XP_020884050.1	CARHR141360
OG0015834	XP_002882038.1	CARHR141150
OG0015835	XP_020884250.1	CARHR140930
OG0015836	XP_002880188.1	CARHR140840
OG0015837	XP_002880187.1	CARHR140830
OG0015838	XP_002880185.1	CARHR140810
OG0015839	XP_002880167.1	CARHR140460
OG0015840	XP_002880165.1	CARHR140440
OG0015841	XP_020882744.1	CARHR140400
OG0015842	XP_020883937.1	CARHR140370
OG0015843	XP_020886293.1	CARHR108440
OG0015844	XP_020883047.1	CARHR140290
OG0015845	XP_002880151.1	CARHR140270
OG0015846	XP_002881992.1	CARHR140200
OG0015847	XP_020885644.1	CARHR140160
OG0015848	XP_002880143.1	CARHR140110
OG0015849	XP_020876343.1	CARHR251980
OG0015850	XP_002881980.2	CARHR139980
OG0015851	XP_020882768.1	CARHR139930
OG0015852	XP_002881961.1	CARHR139520
OG0015853	XP_002880076.1	CARHR139160
OG0015854	XP_002881935.1	CARHR139050
OG0015855	XP_002880064.1	CARHR138910
OG0015856	XP_020883600.1	CARHR138670
OG0015857	XP_020884207.1	CARHR138550
OG0015858	XP_020884586.1	CARHR138470
OG0015859	XP_020883302.1	CARHR138400
OG0015860	XP_020883354.1	CARHR138310
OG0015861	XP_002881886.1	CARHR138150
OG0015862	XP_020885319.1	CARHR138020
OG0015863	XP_020885410.1	CARHR137970
OG0015865	XP_002880006.2	CARHR137930
OG0015866	XP_020882992.1	CARHR137840
OG0015867	XP_002881866.1	CARHR137780
OG0015868	XP_002881865.1	CARHR137770
OG0015869	XP_020883439.1	CARHR137730
OG0015870	XP_002881828.1	CARHR137290
OG0015871	XP_002879962.1	CARHR137070
OG0015872	XP_020883757.1	CARHR136830
OG0015873	XP_020885343.1	CARHR136960
OG0015874	XP_002881807.1	CARHR136980
OG0015875	XP_020883576.1	CARHR136990
OG0015876	XP_020884164.1	CARHR136680
OG0015877	XP_002879936.1	CARHR136650
OG0015878	XP_020883865.1	CARHR136560
OG0015879	XP_020882605.1	CARHR173970
OG0015880	XP_020888114.1	CARHR174430
OG0015881	XP_002884288.1	CARHR075820
OG0015882	XP_020888148.1	CARHR075830
OG0015883	XP_020888142.1	CARHR075860
OG0015884	XP_002884292.1	CARHR075880
OG0015885	XP_002884294.1	CARHR075990
OG0015886	XP_020888161.1	CARHR076010
OG0015887	XP_002884303.1	CARHR076070
OG0015888	XP_020886122.1	CARHR076080
OG0015889	XP_020886123.1	CARHR076090
OG0015890	XP_020886917.1	CARHR076150
OG0015891	XP_002882219.1	CARHR076250
OG0015892	XP_020886900.1	CARHR076260
OG0015893	XP_002884320.1	CARHR076420
OG0015894	XP_020887332.1	CARHR076540
OG0015895	XP_020888067.1	CARHR076690
OG0015896	XP_020888068.1	CARHR076700
OG0015897	XP_020888066.1	CARHR076710
OG0015898	XP_002882249.1	CARHR076720
OG0015899	XP_020886374.1	CARHR076730
OG0015900	XP_020889330.1	CARHR076830
OG0015901	XP_020887903.1	CARHR076950
OG0015902	XP_020889456.1	CARHR077020
OG0015903	XP_020885900.1, XP_020886485.1	CARHR077030
OG0015904	XP_020887190.1	CARHR077210
OG0015905	XP_002884367.1	CARHR077290
OG0015906	XP_020888894.1	CARHR077530
OG0015907	XP_002884404.1	CARHR077730
OG0015908	XP_020888933.1	CARHR077810, CARHR077800
OG0015909	XP_002882306.1	CARHR077840
OG0015910	XP_020887045.1	CARHR078000
OG0015911	XP_002884417.1	CARHR078020
OG0015912	XP_002884422.1	CARHR078110
OG0015913	XP_002884423.1	CARHR078140
OG0015914	XP_020887016.1	CARHR078260
OG0015915	XP_020887013.1	CARHR078270
OG0015916	XP_020887001.1	CARHR078410
OG0015917	XP_020889021.1	CARHR078530
OG0015918	XP_020889341.1	CARHR078690
OG0015919	XP_020889398.1	CARHR079060
OG0015920	XP_020886522.1	CARHR079120, CARHR079110
OG0015921	XP_002882400.1	CARHR079510
OG0015922	XP_002882403.1	CARHR079550
OG0015923	XP_020886780.1	CARHR079610
OG0015924	XP_002882410.2	CARHR079750
OG0015925	XP_020874229.1	CARHR286880
OG0015926	XP_002882420.1	CARHR079900
OG0015927	XP_020886155.1	CARHR080080
OG0015928	XP_020887211.1	CARHR080170
OG0015929	XP_020886802.1	CARHR080210
OG0015930	XP_002882434.1	CARHR080230
OG0015931	XP_002884536.1	CARHR080270
OG0015932	XP_020887893.1	CARHR080290
OG0015933	XP_020875666.1	CARHR215460
OG0015934	XP_020889250.1	CARHR080650
OG0015935	XP_020885889.1, XP_002862662.1, XP_020888997.1	CARHR081050
OG0015936	XP_020887551.1	CARHR080900
OG0015937	XP_002884579.1	CARHR080960
OG0015938	XP_020887526.1	CARHR080970
OG0015939	XP_020886787.1	CARHR103050
OG0015940	XP_020887995.1	CARHR081450
OG0015941	XP_002884616.1	CARHR081560
OG0015942	XP_020889275.1	CARHR081620
OG0015943	XP_002882508.1	CARHR081650
OG0015944	XP_020887080.1	CARHR082130
OG0015945	XP_002882535.1	CARHR082230
OG0015946	XP_020889567.1	CARHR082260
OG0015947	XP_020885964.1	CARHR082320
OG0015948	XP_002882540.1	CARHR082340
OG0015949	XP_002882542.1	CARHR082380
OG0015950	XP_020889303.1	CARHR082410
OG0015951	XP_002882550.1	CARHR082490
OG0015952	XP_020888868.1	CARHR082580
OG0015953	XP_020888508.1	CARHR082600
OG0015954	XP_002882566.1	CARHR082760
OG0015955	XP_020887358.1	CARHR082960
