Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat
OG0023450	XP_020872454.1	AL1G50920, nbis-gene-1909, AL6G42540, AL1G54000
OG0023452	XP_020872580.1, XP_020879496.1	nbis-gene-1511
OG0023453	XP_020872773.1	AL883U10030
OG0023454	XP_020873401.1	AL8G21790, AL877U10010
OG0023456	XP_020873758.1	AL7G25750
OG0023457	XP_020873820.1	AL86U10040, AL5G12250
OG0023459	XP_020874085.1	AL855U10010
OG0023460	XP_020874860.1	nbis-gene-600
OG0023462	XP_020875373.1	AL7G11550
OG0023463	XP_020875414.1	AL7G19270
OG0023464	XP_020876144.1	AL7G49560, AL6G43030, AL9U11850
OG0023467	XP_020876756.1	AL6G21220, AL8G32350, AL4G44980, AL1G48250
OG0023468	XP_020876984.1	AL2G20040
OG0023472	XP_020878099.1, XP_020878963.1	nbis-gene-1431, nbis-gene-1432, AL8G18960
OG0023473	XP_020878791.1	AL6G33440
OG0023476	XP_020880750.1	AL6G46700, AL2G22600
OG0023477	XP_020881461.1	AL5G25320
OG0023478	XP_020881620.1	AL5G26110
OG0023479	XP_020881667.1	AL5G28800
OG0023481	XP_020882564.1	AL5G28750
OG0023482	XP_020884685.1	AL5G34710, AL5G21190
OG0023483	XP_020884693.1	AL4G23460, AL3G43860, AL109U10010, AL4G27530
OG0023484	XP_020884746.1	AL4G34850
OG0023485	XP_020886508.1	AL580U10010
OG0023491	XP_020890741.1	nbis-gene-419
OG0023494	YP_009357251.1	AL2G21000
OG0024143	XP_002889049.1	AL2G35990
OG0024172	XP_020871956.1	AL3G18870
OG0024211	XP_002885330.1	AL3G33280
OG0024251	XP_020868352.1	AL4G41150, AL1G10870
OG0024255	XP_002889586.1	AL1G16050
OG0024258	XP_020870834.1	AL1G28010
OG0024261	XP_020869042.1	AL1G30400
OG0024267	XP_020890827.1	AL2G10730
OG0024270	XP_002872490.1	nbis-gene-1620
OG0024274	XP_020882003.1	AL6G43600
OG0024277	XP_020866122.1	AL1G49070
OG0024280	XP_020876067.1	AL6G14940
OG0024288	XP_020866177.1	AL1G55150
OG0024289	XP_020870728.1	AL1G54380, AL1G25020
OG0024292	XP_002891610.1	AL1G58750, AL1G58780
OG0024294	XP_020866462.1	AL1G59420
OG0024295	XP_020866415.1	AL1G59940
OG0024299	XP_020865586.1	AL2G10900
OG0024300	XP_020870399.1	AL8G19990
OG0024301	XP_020890708.1	AL2G14130
OG0024303	XP_020890726.1	AL2G15440
OG0024307	XP_020872673.1	AL7G18600
OG0024311	XP_002891961.1	nbis-gene-328
OG0024312	XP_020868319.1	AL1G66000
OG0024324	XP_020891176.1	AL2G23970
OG0024329	XP_002888628.1	AL2G26620
OG0024330	XP_002888629.1	AL2G26630
OG0024331	XP_002887262.1	nbis-gene-571
OG0024332	XP_002887323.1	AL2G30110
OG0024339	XP_002862283.1	AL777U10010
OG0024340	XP_020889460.1	AL3G11820, AL3G11840
OG0024341	XP_020888863.1	AL3G12050
OG0024348	XP_020888362.1	AL3G21020
OG0024349	XP_002884862.1	AL3G23310
OG0024351	XP_002882926.1	AL3G27710
OG0024353	XP_020889158.1	AL3G30330
OG0024354	XP_020886746.1	AL3G35140
OG0024361	XP_020887409.1	AL3G38340, AL3G38350
OG0024369	XP_002885886.1	AL3G45500
OG0024371	XP_020888752.1	AL3G47100
OG0024373	XP_020890323.1	AL2G17560
OG0024375	XP_020888424.1	AL3G49860
OG0024381	XP_020885401.1	AL4G14540
OG0024383	XP_020879611.1, XP_020882590.1	AL5G18020
OG0024389	XP_020885452.1	AL4G20230
OG0024392	XP_002879345.1	AL4G27110
OG0024393	XP_002879373.1	AL4G27560
OG0024401	XP_020873659.1	AL4G36320, AL92U10020
OG0024404	XP_002881720.2	AL4G38240
OG0024405	XP_020883295.1	AL4G39750
OG0024406	XP_002879952.1	AL4G40090
OG0024409	XP_020885059.1	AL4G42950
OG0024413	XP_002875193.1	AL5G12820
OG0024414	XP_020880632.1	AL5G10320
OG0024422	XP_020881719.1	AL5G17880
OG0024424	XP_020882237.1	AL5G18660
OG0024429	XP_020882521.1	AL5G21390
OG0024430	XP_002875649.1	AL5G22310
OG0024431	XP_020881509.1	AL5G22320
OG0024433	XP_002877447.2	AL5G24710
OG0024434	XP_002877620.2	AL5G28050
OG0024435	XP_020882184.1	AL5G29760
OG0024436	XP_002876044.1	AL5G30930
OG0024440	XP_002878452.2	AL5G45100
OG0024441	XP_020877620.1	AL6G11920
OG0024444	XP_020879370.1	nbis-gene-1450
OG0024451	XP_020875889.1	AL6G19550
OG0024453	XP_002871532.1	AL6G23470
OG0024454	XP_020879529.1	AL6G33880
OG0024457	XP_020878540.1	AL6G34690
OG0024466	XP_002872567.2	AL6G45610, AL6G45590
OG0024470	XP_020876385.1	AL6G49060
OG0024474	XP_020879603.1	AL5G30710
OG0024475	XP_020875271.1	AL7G19990
OG0024481	XP_020873938.1	AL7G32990
OG0024482	XP_020875081.1	AL7G35370
OG0024483	XP_002870173.1	AL1G65450
OG0024489	XP_020874924.1	AL7G47160
OG0024497	XP_020890234.1	AL2G11590
OG0024499	XP_020870523.1, XP_020877117.1	AL3G43210
OG0024500	XP_002865129.1	AL8G10780
OG0024502	XP_020887784.1	AL8G17900
OG0024504	XP_020888143.1	AL8G17390
OG0024505	XP_002891169.1	AL1G50020
OG0024506	XP_020889018.1	AL340U10010, AL3G48430
OG0024515	XP_002864837.2	AL8G40140
OG0024532	XP_002862218.1	AL883U10010
OG0024533	XP_002883168.2, XP_002862234.2	AL862U10010, AL3G32620
OG0024534	XP_002864238.2	AL8G28070
OG0024535	XP_002865204.2	nbis-gene-1985
OG0024536	XP_002865422.1, XP_002888531.1	AL8G16830, AL2G24680
OG0024537	XP_002868008.1	AL7G36300
OG0024538	XP_002876928.2, XP_002868403.2	AL5G14320, AL7G43920
OG0024539	XP_002868406.1	AL7G47440, AL6G14470, AL7G43960
OG0024540	XP_002871970.1	AL6G32760
OG0024540	XP_002870227.1	AL7G39850
OG0024541	XP_002870695.2	AL7G49280
OG0024542	XP_002870772.1	AL7G50680
OG0024544	XP_002873487.2	AL6G21510
OG0024546	XP_002876011.1	AL5G30080
OG0024547	XP_002877462.1	AL5G24980
OG0024549	XP_002879908.1	AL4G39070
OG0024550	XP_002880091.2	AL4G43100
OG0024550	XP_020882983.1	AL4G43090
OG0024551	XP_002880350.2	nbis-gene-928
OG0024552	XP_002887061.1	AL2G24670, AL2G24850, AL2G24830
OG0024553	XP_002888806.2	nbis-gene-590
OG0024554	XP_002889944.1	AL1G24010
OG0024554	XP_002889947.1	AL1G24050
OG0024555	XP_020865714.1	AL2G24420, AL2G23010
OG0024559	XP_020867638.1	AL6G52160, AL1G66340
OG0024560	XP_020881862.1, XP_020867951.1, XP_020885263.1	AL3G45690
OG0024561	XP_020868115.1	AL1G10270
OG0024564	XP_020868914.1	AL384U10010
OG0024566	XP_020869467.1, XP_020884715.1	AL1G25760, AL4G26360
OG0024567	XP_020869737.1, XP_020872431.1	nbis-gene-1864, AL8G37400
OG0024569	XP_020870631.1	AL1G55960
OG0024569	XP_020870254.1	AL1G38560
OG0024572	XP_020870655.1	nbis-gene-108
OG0024573	XP_020870748.1	AL8G39820
OG0024574	XP_020870770.1	AL1G23250
OG0024574	XP_020879690.1	AL5G32130
OG0024575	XP_020870967.1	AL1G44910
OG0024576	XP_020871424.1	AL8G24760
OG0024577	XP_020871430.1	AL64U10040, AL8G25800
OG0024578	XP_020872342.1, XP_020871437.1	AL205U10010, nbis-gene-2107
OG0024579	XP_020871475.1	AL8G38450
OG0024580	XP_020871806.1	AL1G36760, AL8G28440
OG0024582	XP_020884940.1	AL3G52800
OG0024582	XP_020872098.1	AL3G50350
OG0024583	XP_020872354.1	AL7G46830
OG0024587	XP_020872786.1	AL159U10030
OG0024588	XP_020889526.1, XP_020873092.1	AL126U10020, AL3G34330
OG0024590	XP_020873769.1	AL7G30230
OG0024592	XP_020874096.1	AL5G42330
OG0024593	XP_020874110.1	AL7G43460, AL5G12050, AL7G43530
OG0024594	XP_020874189.1	AL864U10010, AL6G14820, AL7G51300
OG0024595	XP_020874499.1	AL53U10050
OG0024595	XP_020882902.1	AL4G33310
OG0024596	XP_020875046.1, XP_020888582.1	AL8G19170, AL27U10040
OG0024598	XP_020875596.1	nbis-gene-1889
OG0024599	XP_020876189.1, XP_020877945.1	AL6G38770
OG0024600	XP_020876269.1	AL6G53110
OG0024601	XP_020877344.1	AL6G43660
OG0024602	XP_020877515.1	AL6G42050
OG0024603	XP_020878021.1	AL6G11500
OG0024604	XP_020878219.1	nbis-gene-1534
OG0024606	XP_020878848.1	AL6G32690
OG0024613	XP_020882372.1	AL5G38510, AL5G23650
OG0024616	XP_020882891.1	AL4G16370
OG0024617	XP_020883099.1	nbis-gene-1060
OG0024618	XP_020883130.1	AL4G37800
OG0024620	XP_020883292.1	AL4G39910
OG0024621	XP_020883335.1	AL4G26120
OG0024623	XP_020891662.1	AL2G24430
OG0024623	XP_020883569.1	AL5G20520
OG0024624	XP_020883818.1	AL4G22430, AL7G48060, AL5G22630
OG0024625	XP_020883872.1, XP_020883873.1	AL4G44450, AL4G44470
OG0024629	XP_020885161.1	AL4G16030
OG0024630	XP_020886074.1	AL3G40400
OG0024635	XP_020886585.1	AL8G22580
OG0024636	XP_020886587.1	AL3G24520
OG0024639	XP_020887828.1	nbis-gene-370, nbis-gene-896
OG0024640	XP_020888941.1	AL3G12690, AL3G12660
OG0024641	XP_020889243.1	AL3G31050
OG0024644	XP_020890338.1	AL2G16840, AL2G29330
OG0024646	XP_020891657.1	AL2G11400
OG0025785	XP_002862355.1	AL649U10020
OG0025828	XP_002893586.2	AL1G43720
OG0025910	XP_002892708.2	AL1G24280
OG0025937	XP_020881846.1	AL5G25780
OG0025957	XP_002889550.2	AL1G15310
OG0025962	XP_020869530.1	AL1G24420
OG0025968	XP_020869700.1	AL1G30500
OG0025970	XP_020870435.1	AL1G35600
OG0025980	XP_002893849.1	AL1G49760
OG0025983	XP_020869434.1	AL1G46360
OG0026008	XP_002894173.1	AL1G56410
OG0026009	XP_020869617.1	AL1G56440
OG0026019	XP_002887883.2	AL2G10330
OG0026028	XP_020880098.1	AL5G41880
OG0026035	XP_020867637.1	AL1G66300
OG0026036	XP_002891964.1	AL1G66200
OG0026037	XP_002894622.2	AL1G65680
OG0026048	XP_020865698.1	AL2G23060
OG0026055	XP_002888630.1	AL2G26640
OG0026058	XP_020875021.1	AL834U10010
OG0026061	XP_020891766.1	AL2G30320
OG0026062	XP_002887336.2	AL2G30440
OG0026068	XP_020877123.1	AL6G41030
OG0026070	XP_002869501.1	AL7G24120
OG0026071	XP_020886922.1	AL3G11540
OG0026081	XP_002882581.1	AL3G19700
OG0026082	XP_020886490.1	AL3G21740
OG0026086	XP_020871419.1	AL8G23960
OG0026092	XP_020885907.1	AL3G34910
OG0026095	XP_020889555.1	AL3G44090
OG0026105	XP_002885784.1	AL3G42650
OG0026117	XP_020886052.1	AL3G44260
OG0026118	XP_002865498.1	AL8G18560
OG0026119	XP_002883865.1	AL3G46680
OG0026127	XP_002884140.1	AL3G51850
OG0026134	XP_020882702.1	nbis-gene-582
OG0026146	XP_020884704.1	AL4G24940
OG0026148	XP_020872397.1	AL199U10010
OG0026149	XP_020884726.1	AL4G29320
OG0026150	XP_020884936.1	AL4G31380
OG0026155	XP_020884985.1	AL4G40970
OG0026156	XP_020882687.1	AL4G42250
OG0026158	XP_002880110.2	AL4G43410
OG0026170	XP_020880745.1	AL5G18210
OG0026172	XP_020880306.1	AL5G18750
OG0026175	XP_020886165.1	AL6G39290
OG0026179	XP_020881807.1	AL5G21510
OG0026189	XP_020881669.1	AL5G28860
OG0026191	XP_002876045.1	AL5G30940
OG0026203	XP_020877624.1	AL6G18500
OG0026205	XP_020875859.1	AL6G23330
OG0026211	XP_020875876.1	AL6G34370
OG0026213	XP_020879356.1	AL6G35530
OG0026224	XP_020883179.1	AL4G34080
OG0026231	XP_002874568.1	AL6G43050
OG0026234	XP_020871407.1	AL8G22120
OG0026237	XP_020876047.1	AL6G15240
OG0026241	XP_020876419.1	AL6G48840
OG0026242	XP_020877206.1	AL6G48950
OG0026244	XP_002872783.1	AL6G49540
OG0026246	XP_020875562.1	AL7G10490
OG0026248	XP_002869045.1	AL7G14940
OG0026251	XP_020875282.1	AL7G17290
OG0026252	XP_002862298.1	AL7G17770
OG0026258	XP_020875261.1	AL7G22810
OG0026263	XP_002867874.1	AL7G33340
OG0026264	XP_020872438.1	AL7G34480
OG0026265	XP_002870051.1	AL7G36020
OG0026268	XP_020874983.1	AL7G38920
OG0026279	XP_002870402.1	AL7G43730
OG0026280	XP_020872464.1	AL7G43870
OG0026285	XP_020889043.1	AL3G50610
OG0026288	XP_020872324.1	AL7G48310
OG0026293	XP_020888854.1	AL3G45990
OG0026299	XP_020870858.1	AL8G21430
OG0026307	XP_020890045.1	AL8G22800
OG0026315	XP_020866670.1	AL8G27200
OG0026321	XP_020871113.1	AL8G39830
OG0026322	XP_002864852.2	AL8G40590
OG0026324	XP_002865095.2	AL8G45720
OG0026341	XP_002862190.2	nbis-gene-2219
OG0026342	XP_002862201.1	AL939U10020
OG0026343	XP_002862216.2	AL890U10010
OG0026344	XP_002862339.2	AL675U10020
OG0026345	XP_002862422.2	AL491U10010
OG0026346	XP_002862427.2	AL487U10010
OG0026347	XP_002862484.1, XP_020874941.1	AL7G42270
OG0026348	XP_002862529.2	AL375U10020
OG0026349	XP_002862582.1	AL307U10030
OG0026350	XP_002862912.2	AL92U10100
OG0026351	XP_002863004.1	AL58U10020
OG0026352	XP_002863602.1	AL6G36800, AL8G15760
OG0026353	XP_002868625.2	nbis-gene-1923
OG0026354	XP_020875812.1, XP_002868766.2	AL7G51960
OG0026355	XP_002868779.2	AL7G52260
OG0026356	XP_002869844.2	AL7G31650
OG0026357	XP_002871336.2	AL6G19090
OG0026358	XP_002871377.2	nbis-gene-1497
OG0026359	XP_002871815.2	nbis-gene-1541
OG0026360	XP_002872729.1	AL6G48620
OG0026361	XP_002873387.1	AL6G19600
OG0026363	XP_002874848.2	AL6G49100
OG0026364	XP_002874855.1	nbis-gene-1654
OG0026365	XP_002875126.2	nbis-gene-1188
OG0026366	XP_002875256.1	AL5G13950, AL5G13980
OG0026367	XP_002877197.1	AL9U10980, AL5G19760
OG0026368	XP_002877217.2	AL5G20210
OG0026369	XP_002877488.2	AL5G25340
OG0026370	XP_002878377.1	AL5G43640, AL5G29540
OG0026371	XP_002881143.2, XP_020871298.1	AL307U10010
OG0026372	XP_002881257.2	AL4G28570
OG0026373	XP_002881997.1	AL4G44230
OG0026374	XP_002883610.2	AL3G41460
OG0026375	XP_002883991.1	AL3G48840
OG0026376	XP_002884390.1	AL3G13270, AL3G13240
OG0026377	XP_002884407.1	AL3G13530
OG0026378	XP_002891375.2, XP_002885780.2	AL3G42600
OG0026379	XP_002887667.2	AL2G37230
OG0026380	XP_002889291.2	AL2G41030
OG0026381	XP_002889484.2	nbis-gene-31
OG0026382	XP_002891053.1	AL1G48080
OG0026384	XP_020865725.1	AL2G25310
OG0026389	XP_020866189.1	AL1G56650, AL1G58540
OG0026390	XP_020866474.1	AL1G16970, AL1G17100
OG0026391	XP_020866861.1	AL1G41120
OG0026392	XP_020867025.1	AL1G28950
OG0026396	XP_020868002.1	AL1G60360
OG0026398	XP_020868337.1	AL1G29900
OG0026400	XP_020868874.1	AL1G53090
OG0026401	XP_020869050.1	AL1G30410
OG0026402	XP_020869062.1	AL1G18570
OG0026405	XP_020869587.1	AL1G28050
OG0026406	XP_020869858.1	AL1G33200, AL5G21650
OG0026407	XP_020869901.1	AL1G21150
OG0026408	XP_020870101.1	AL1G36980
OG0026409	XP_020870214.1	AL1G17120
OG0026410	XP_020870233.1	nbis-gene-152
OG0026412	XP_020870739.1	AL8G39810
OG0026413	XP_020878120.1, XP_020870928.1	AL6G27240
OG0026414	XP_020870954.1	AL1G48810
OG0026415	XP_020871047.1	AL285U10020
OG0026418	XP_020876034.1, XP_020871342.1	AL6G16160
OG0026419	XP_020871343.1, XP_020879362.1	AL6G16150
OG0026420	XP_020879790.1, XP_020871411.1	AL298U10020
OG0026422	XP_020871492.1	AL8G44370, AL2G23170
OG0026423	XP_020871685.1	AL70U10090, AL275U10010
OG0026426	XP_020872266.1	AL7G47580, AL7G47560
OG0026428	XP_020880363.1, XP_020872363.1	AL8G18420
OG0026434	XP_020872594.1	AL7G43340, AL7G43290
OG0026435	XP_020872642.1	AL4G22340, AL7G38180
OG0026438	XP_020873286.1	AL7G28930
OG0026439	XP_020873771.1	AL7G26700
OG0026442	XP_020874155.1	AL68U10050, AL4G34740
OG0026443	XP_020874350.1	AL61U10010
OG0026445	XP_020874938.1	AL8G16480, AL37U10010
OG0026447	XP_020875062.1	AL7G15200
OG0026449	XP_020875576.1	AL7G46600
OG0026450	XP_020875656.1	AL7G45300, AL8G23290
OG0026451	XP_020875661.1	AL8G23700, AL1G65570
OG0026452	XP_020875816.1	AL9U10160
OG0026453	XP_020875824.1	AL6G30730
OG0026454	XP_020875861.1	AL6G32680
OG0026455	XP_020875989.1	AL9U11240, AL9U11270
OG0026456	XP_020876058.1	AL6G14510
OG0026457	XP_020876458.1	AL6G48540
OG0026458	XP_020876489.1	AL6G49290
OG0026461	XP_020890983.1, XP_020876783.1	AL6G38330
OG0026462	XP_020876829.1	AL6G29650
OG0026464	XP_020877609.1	AL772U10010
OG0026467	XP_020878713.1	nbis-gene-981, AL6G35380
OG0026468	XP_020878806.1	AL6G38270
OG0026470	XP_020882655.1, XP_020879350.1	AL66U10040
OG0026472	XP_020879939.1	AL5G37780
OG0026475	XP_020880961.1	AL5G28080
OG0026476	XP_020881197.1	nbis-gene-1217, AL5G15930
OG0026477	XP_020881298.1	AL5G15020
OG0026478	XP_020881371.1	AL5G24820, AL5G24840
OG0026479	XP_020889962.1, XP_020881686.1	nbis-gene-1260
OG0026480	XP_020881810.1	nbis-gene-1128
OG0026482	XP_020881845.1	AL5G25760
OG0026483	XP_020881901.1	nbis-gene-1371
OG0026485	XP_020882074.1	AL5G41550, AL5G41620
OG0026487	XP_020882693.1	nbis-gene-552
OG0026488	XP_020883516.1	nbis-gene-1890
OG0026490	XP_020884665.1	AL4G20660
OG0026491	XP_020884730.1	AL4G29950
OG0026494	XP_020885002.1	nbis-gene-2189
OG0026497	XP_020885817.1	AL8G23530, AL4G21220
OG0026498	XP_020889013.1, XP_020886388.1	AL3G10070
OG0026500	XP_020886492.1	AL288U10050
OG0026503	XP_020886635.1	AL3G28280
OG0026507	XP_020887493.1	AL8G10050
OG0026508	XP_020887682.1	AL3G52500
OG0026512	XP_020888171.1	AL3G21940
OG0026513	XP_020888427.1, XP_020888794.1	nbis-gene-682
OG0026514	XP_020888459.1	nbis-gene-746
OG0026515	XP_020888526.1	AL2G23870
OG0026516	XP_020890481.1, XP_020890512.1	AL8G22400
OG0026519	XP_020891277.1	AL4G15920, AL2G32650
OG0029642	XP_002862158.2	AL1058U10010
OG0029643	XP_002862164.2	AL1032U10010
OG0029644	XP_002862173.2	AL998U10010
OG0029645	XP_002862195.2	AL947U10010
OG0029646	XP_002862203.1	AL937U10010
OG0029647	XP_002862211.2	AL904U10010
OG0029648	XP_002862221.2	AL881U10020
OG0029649	XP_002862254.2	AL825U10010
OG0029650	XP_002862261.2	AL813U10010
OG0029651	XP_002862270.2	AL801U10010
OG0029653	XP_002862301.1	AL735U10010
OG0029654	XP_002862307.1	AL727U10010
OG0029655	XP_002862319.2	AL705U10010
OG0029656	XP_002862330.1	AL685U10020
OG0029657	XP_002862334.1	AL678U10010
OG0029658	XP_002862391.2	AL580U10020
OG0029659	XP_002862392.2	AL575U10020
OG0029660	XP_002862404.1	AL535U10010
OG0029661	XP_002862423.2	AL491U10030
OG0029662	XP_002862493.2	AL419U10010
OG0029663	XP_002862503.1	AL400U10010
OG0029664	XP_002862505.2	AL398U10020
OG0029665	XP_002862565.1	AL337U10010
OG0029666	XP_002862589.2	AL303U10010
OG0029667	XP_002862624.1	AL283U10040
OG0029668	XP_002862715.2	AL219U10030
OG0029669	XP_002862754.2	AL181U10010
OG0029670	XP_002862809.2	AL142U10010
OG0029671	XP_002862907.1	AL92U10040
OG0029672	XP_002862910.1	AL92U10050
OG0029673	XP_002862938.1	nbis-gene-1967
OG0029674	XP_002863236.2	AL9U10010
OG0029675	XP_002863650.1	AL8G16850
OG0029676	XP_002863881.1	AL8G20960
OG0029677	XP_002864234.1	AL8G27980
OG0029678	XP_002864431.1	AL8G31690
OG0029679	XP_002865098.2	AL8G10020
OG0029680	XP_002865141.2	AL8G11000
OG0029681	XP_002866080.1	AL8G30700
OG0029682	XP_002866315.2	AL8G35520
OG0029683	XP_002866897.1	AL7G12210
OG0029684	XP_002867853.1	AL7G32720
OG0029685	XP_002868112.2	nbis-gene-1841
OG0029686	XP_002868553.1	AL7G46930
OG0029687	XP_002868581.1	AL7G47700
OG0029688	XP_002868830.1	AL7G53140
OG0029689	XP_002869387.1	AL7G21970
OG0029690	XP_002872044.1	AL6G34430
OG0029691	XP_002872566.1	AL6G45580
OG0029692	XP_002872615.2	AL6G46370
OG0029693	XP_002873539.2	AL6G22710
OG0029694	XP_002875872.2	AL5G27260
OG0029695	XP_002876257.1	AL5G35610
OG0029696	XP_002876482.1	AL6G46780
OG0029698	XP_002876665.2	AL5G44900
OG0029701	XP_002880192.2	AL4G44890
OG0029702	XP_002880995.1	AL4G22960
OG0029703	XP_002883280.2	AL3G34930
OG0029704	XP_002883324.2	AL3G36080
OG0029705	XP_002883925.2	AL3G47660
OG0029706	XP_002885490.2	AL3G36470
OG0029707	XP_002885596.2	AL3G38740
OG0029708	XP_002885892.2	AL3G45560
OG0029709	XP_002886580.1	nbis-gene-409
OG0029710	XP_002888478.1	AL2G23670
OG0029711	XP_002888496.2	nbis-gene-1793
OG0029712	XP_002889782.1	AL1G20670
OG0029716	XP_002892540.1	AL1G20620
OG0029717	XP_002893479.1	AL1G41070
OG0029720	XP_020865672.1	AL2G10600
OG0029722	XP_020865706.1	AL2G23850
OG0029723	XP_020865717.1	AL2G24730
OG0029726	XP_020865733.1	AL2G27980
OG0029730	XP_020865765.1	AL2G39730
OG0029733	XP_020866016.1	AL1G61030
OG0029734	XP_020866028.1	AL1G59700
OG0029736	XP_020866143.1	AL1G51300
OG0029737	XP_020866145.1	AL1G51400
OG0029739	XP_020866194.1	AL1G56980
OG0029740	XP_020866199.1	AL1G58440
OG0029741	XP_020866226.1	AL1G64150
OG0029742	XP_020866286.1	AL1G36890
OG0029743	XP_020866360.1	AL1G48040
OG0029744	XP_020866401.1	AL1G49530
OG0029746	XP_020866757.1	AL1G57760
OG0029747	XP_020866793.1	AL1G16300
OG0029748	XP_020866920.1	AL1G33280
OG0029749	XP_020867214.1	AL1G26640
OG0029750	XP_020867218.1	AL1G17110
OG0029751	XP_020867377.1	AL1G36770
OG0029752	XP_020867475.1	AL1G28120
OG0029754	XP_020868225.1	AL964U10010
OG0029758	XP_020868583.1	AL1G39350
OG0029760	XP_020869166.1	AL1G21620
OG0029761	XP_020869176.1	AL383U10010
OG0029764	XP_020869433.1	AL1G37830
OG0029766	XP_020869504.1	AL1G64720
OG0029767	XP_020869535.1	AL1G24260
OG0029768	XP_020869538.1	AL1G24270
OG0029769	XP_020869722.1	AL1G30750
OG0029771	XP_020870084.1	AL1G36960
OG0029775	XP_020870259.1	AL1G38700
OG0029777	XP_020870335.1	AL371U10030
OG0029779	XP_020870491.1	AL1G51140
OG0029781	XP_020870559.1	nbis-gene-295
OG0029782	XP_020870562.1	AL365U10020
OG0029783	XP_020870598.1	AL1G64930
OG0029784	XP_020870602.1	AL1G66220
OG0029785	XP_020870704.1	AL1G53150
OG0029786	XP_020870763.1	AL1G26410
OG0029787	XP_020870837.1	AL1G49080
OG0029788	XP_020870902.1	AL1G17780
OG0029789	XP_020870949.1	AL358U10020
OG0029790	XP_020870982.1	AL1G22700
OG0029791	XP_020871026.1	AL8G21470
OG0029792	XP_020871096.1	AL8G18930
OG0029793	XP_020871098.1	AL350U10020
OG0029796	XP_020871386.1	AL8G20570
OG0029798	XP_020871398.1	AL1069U10010
OG0029799	XP_020871412.1	AL8G22480
OG0029801	XP_020871439.1	AL293U10030
OG0029802	XP_020871457.1	nbis-gene-2155
OG0029803	XP_020871464.1	AL288U10010
OG0029804	XP_020871482.1	AL8G40770
OG0029806	XP_020871961.1	AL242U10010
OG0029808	XP_020872217.1	AL7G43410
OG0029809	XP_020872219.1	AL215U10050
OG0029810	XP_020872288.1	AL7G49580
OG0029812	XP_020872376.1	AL201U10030
OG0029814	XP_020872394.1	AL7G14180
OG0029821	XP_020872668.1	AL7G18550
OG0029822	XP_020872685.1	AL26U10090
OG0029823	XP_020872767.1	AL161U10030
OG0029824	XP_020872807.1	AL159U10040
OG0029830	XP_020873530.1	AL1048U10010
OG0029831	XP_020873573.1	nbis-gene-2
OG0029832	XP_020873703.1	AL92U10030
OG0029833	XP_020873734.1	AL7G28230
OG0029836	XP_020874046.1	AL7G37900
OG0029839	XP_020874139.1	AL7G45290
OG0029845	XP_020874630.1	AL48U10060
OG0029847	XP_020874665.1	AL48U10030
OG0029849	XP_020875266.1	AL7G45730
OG0029850	XP_020875358.1	AL7G45050
OG0029852	XP_020875556.1	AL7G13050
OG0029853	XP_020875600.1	AL7G46370
OG0029854	XP_020875610.1	AL7G19630
OG0029855	XP_020875686.1	AL7G45760
OG0029856	XP_020875891.1	AL6G35160
OG0029857	XP_020876041.1	AL6G15180
OG0029858	XP_020876060.1	AL6G15190
OG0029860	XP_020876079.1	AL6G45570
OG0029861	XP_020876081.1	AL6G43990
OG0029862	XP_020876140.1	AL6G37810
OG0029865	XP_020876491.1	AL6G49250
OG0029874	XP_020877164.1	AL6G43780
OG0029875	XP_020877176.1	AL6G46050
OG0029881	XP_020877955.1	AL6G46390
OG0029882	XP_020878244.1	AL6G23300
OG0029884	XP_020878380.1	AL756U10010
OG0029885	XP_020878440.1	AL6G46020
OG0029887	XP_020878664.1	AL6G36420
OG0029888	XP_020878665.1	AL8G29080
OG0029890	XP_020879075.1	AL8G35270
OG0029892	XP_020879146.1	AL6G41160
OG0029893	XP_020879180.1	AL6G14320
OG0029895	XP_020879316.1	AL6G38230
OG0029897	XP_020879376.1	AL6G17390
OG0029898	XP_020879414.1	AL6G19110
OG0029900	XP_020879477.1	AL1025U10010
OG0029907	XP_020879871.1	AL1089U10010
OG0029910	XP_020880099.1	AL5G41900
OG0029913	XP_020880687.1	AL5G13990
OG0029916	XP_020880946.1	AL5G41950
