Orthogroup	Arabidopsis_lyrata_NCBI	Brassica_rapa
OG0018340	XP_002873950.2	XP_009126365.1
OG0018341	XP_020877023.1	XP_009120864.1
OG0018342	XP_002871955.1	XP_009120777.1
OG0018343	XP_020886190.1	XP_009120470.1
OG0018344	XP_002866313.2	XP_033138002.1
OG0018345	XP_020868924.1	XP_009120425.2
OG0018346	XP_020881014.1	XP_009120399.1
OG0018347	XP_020887576.1	XP_009120378.1
OG0018348	XP_020881260.1	XP_033140246.1
OG0018349	XP_020881654.1	XP_009132111.1
OG0018350	XP_020883265.1	XP_009132127.2
OG0018352	XP_002864446.1	XP_009132312.1
OG0018353	XP_020881965.1	XP_018508045.2
OG0018354	XP_002877671.1	XP_009149739.1
OG0018355	XP_002874903.2	XP_009111265.1
OG0018356	XP_002871258.1	XP_009122360.1
OG0018357	XP_020876541.1	XP_018510730.1
OG0018358	XP_002873204.1	XP_009122139.1
OG0018359	XP_002871113.1	XP_009130840.1
OG0018360	XP_002872982.1	XP_009133583.1
OG0018361	XP_020878797.1	XP_009125446.1
OG0018362	XP_002873036.1	XP_009122812.1
OG0018363	XP_002870939.2	XP_033137560.1
OG0018364	XP_020879579.1	XP_018512145.1
OG0018365	XP_020877920.1	XP_009122850.1
OG0018366	XP_020877922.1	XP_009130648.1
OG0018367	XP_020876309.1	XP_018513126.1
OG0018368	XP_020875800.1	XP_009130615.1
OG0018369	XP_002884684.2	XP_009115127.1
OG0018370	XP_002870642.2	XP_009140081.1
OG0018371	XP_020874952.1	XP_009125186.1
OG0018372	XP_020865770.1	XP_018508688.1
OG0018373	XP_020891642.1	XP_009104432.1
OG0018374	XP_002887801.1	XP_009106697.1
OG0018375	XP_020865865.1	XP_009106663.2
OG0018376	XP_002887778.2	XP_009104536.1
OG0018377	XP_002887775.1	XP_009128343.1
OG0018378	XP_002887727.1	XP_018512331.1
OG0018379	XP_020891531.1	XP_009106415.1
OG0018380	XP_020890656.1	XP_009106399.1
OG0018381	XP_002893259.1	XP_009149824.1
OG0018382	XP_002889130.1	XP_009106384.1
OG0018383	XP_020891438.1	XP_018508833.1
OG0018384	XP_002883912.1	XP_018510988.1
OG0018385	XP_020890988.1	XP_009106298.1
OG0018386	XP_020890971.1	XP_009106292.1
OG0018387	XP_002887576.1	XP_009106173.1
OG0018388	XP_002889012.1	XP_009104722.1
OG0018389	XP_020887280.1	XP_009121106.1
OG0018390	XP_002884076.1	XP_033135700.1
OG0018391	XP_020870484.1	XP_033132431.1
OG0018392	XP_002888427.1	XP_009127411.1
OG0018393	XP_020868448.1	XP_009106941.1
OG0018394	XP_020869874.1	XP_009147560.1, XP_009147557.1
OG0018395	XP_002891772.1	XP_009123649.1
OG0018396	XP_020883184.1	XP_033145131.1
OG0018397	XP_002879603.1	XP_009133076.1
OG0018398	XP_002881465.1	XP_033146811.1
OG0018400	XP_002870419.1	XP_009108059.1
OG0018401	XP_002868421.1	XP_009124275.1
OG0018403	XP_002863230.2	XP_009149084.1
OG0018404	XP_002863200.1	XP_009107669.1
OG0018405	XP_020874767.1	XP_009139612.2
OG0018406	XP_002870337.2	XP_009144684.1
OG0018407	XP_002870328.1	XP_009109568.1
OG0018408	XP_002868294.1	XP_009139527.1
OG0018409	XP_020874621.1	XP_009148344.1
OG0018410	XP_020874242.1	XP_009144705.2
OG0018411	XP_002888923.1	XP_009105993.1
OG0018412	XP_002887489.2	XP_009127999.1
OG0018413	XP_020868731.1	XP_009102998.2
OG0018415	XP_020889776.1	XP_009104755.1
OG0018416	XP_002887553.1	XP_009128060.1
OG0018417	XP_020865798.1	XP_009104747.1
OG0018418	XP_002881900.1	XP_033145839.1
OG0018419	XP_020889994.1	XP_009127668.1
OG0018420	XP_020865906.1	XP_018508361.1
OG0018421	XP_020890228.1	XP_009105471.1
OG0018422	XP_002869506.1	XP_009144441.1
OG0018423	XP_020874884.1	XP_009130593.2
OG0018424	XP_020874604.1	XP_009129383.1
OG0018425	XP_020872959.1	XP_009140224.2
OG0018426	XP_020872936.1	XP_009150457.1
OG0018427	XP_002877331.1	XP_009117877.1
OG0018428	XP_020880856.1	XP_009151915.1
OG0018429	XP_002875625.1	XP_009123274.1
OG0018430	XP_002875422.1	XP_009151897.1
OG0018431	XP_002865222.1	XP_009101564.1
OG0018433	XP_002865279.2	XP_033136833.1
OG0018434	XP_020885867.1	XP_009101625.1
OG0018435	XP_020881937.1	XP_009111602.2
OG0018436	XP_002891592.1	XP_009147806.1
OG0018437	XP_020870257.1	XP_009147778.1
OG0018438	XP_020870040.1	XP_009144868.1
OG0018440	XP_020868001.1	XP_033132394.1
OG0018441	XP_020870234.1	XP_033128685.1
OG0018442	XP_020868143.1	XP_009147661.1
OG0018443	XP_002863703.2	XP_033140626.1
OG0018444	XP_020885665.1	XP_018512948.1
OG0018445	XP_020883011.1	XP_033147209.1
OG0018446	XP_020883105.1	XP_009143692.1
OG0018447	XP_002879552.1	XP_033146954.1
OG0018448	XP_020884544.1	XP_009144134.1, XP_009141497.1
OG0018449	XP_020873058.1	XP_009132000.1
OG0018451	XP_002868013.1	XP_009136900.1
OG0018452	XP_002870076.1	XP_033129801.1
OG0018453	XP_002868707.1	XP_009139907.1
OG0018454	XP_020872063.1	XP_033129526.1
OG0018455	XP_002870091.1	XP_033134052.1
OG0018457	XP_020885397.1	XP_009101521.1
OG0018458	XP_020880933.1	XP_033136989.1
OG0018459	XP_020882469.1	XP_033133168.1
OG0018460	XP_020879739.1	XP_009101317.1, XP_009129196.1
OG0018461	XP_002877736.1	XP_009115695.1
OG0018462	XP_020885944.1	XP_033144088.1
OG0018463	XP_020886347.1	XP_009112241.1
OG0018464	XP_020887914.1	XP_009123668.1
OG0018465	XP_002883808.1	XP_009112237.1
OG0018466	XP_020889376.1	XP_009121183.1
OG0018467	XP_002867748.1	XP_009137282.1
OG0018468	XP_020873491.1	XP_009136004.2
OG0018469	XP_002877145.1	XP_009151824.1
OG0018470	XP_020874050.1	XP_009133290.1
OG0018471	XP_020887461.1	XP_009134604.2
OG0018472	XP_002869946.1	XP_009133495.1
OG0018473	XP_002869936.1	XP_009133712.1
OG0018475	XP_020872908.1	XP_009137184.1
OG0018476	XP_020872409.1	XP_009133108.1
OG0018477	XP_020874276.1	XP_009145326.1
OG0018478	XP_020873934.1	XP_009108295.1
OG0018479	XP_020886382.1	XP_009124823.1
OG0018480	XP_020886562.1	XP_009134569.1
OG0018481	XP_002882154.1	XP_009124053.1
OG0018482	XP_020888193.1	XP_033139467.1
OG0018483	XP_020888081.1	XP_018513299.1
OG0018484	XP_020885945.1	XP_009134590.1
OG0018485	XP_002882174.1	XP_009134606.1
OG0018486	XP_020888713.1	NP_001288826.1
OG0018487	XP_002882179.1	XP_009147438.1
OG0018488	XP_002866759.1	XP_009103542.1
OG0018489	XP_020889484.1	XP_033134149.1
OG0018490	XP_020871938.1	XP_009112285.1
OG0018491	XP_020878111.1	XP_009112282.1
OG0018495	XP_002878465.2	XP_009116919.1
OG0018497	XP_020878530.1	XP_009133969.1
OG0018498	XP_002878386.1	XP_009116817.2
OG0018499	XP_020881458.1	XP_009116809.1
OG0018500	XP_020881016.1	XP_018510052.1
OG0018501	XP_020880504.1	XP_009104182.1
OG0018502	XP_020880555.1	XP_009116531.1
OG0018503	XP_020881345.1	XP_009123678.2
OG0018505	XP_020879938.1	XP_009104003.1
OG0018506	XP_020882624.1	XP_009116314.1
OG0018507	XP_020881450.1	XP_009116193.1
OG0018508	XP_002876224.1	XP_009139295.2
OG0018509	XP_002876221.1	XP_009139381.1
OG0018510	XP_002877901.1	XP_009139435.1
OG0018511	XP_002877885.2	XP_009115979.1
OG0018512	XP_002877875.1	XP_009139443.1
OG0018513	XP_020887164.1	XP_009102399.1
OG0018514	XP_020888453.1	XP_009112687.1
OG0018515	XP_020890807.1	XP_009105224.1
OG0018516	XP_002875465.1	XP_033144493.1
OG0018517	XP_002887144.1	XP_009105328.1
OG0018518	XP_002887147.1	XP_009127582.1
OG0018519	XP_002886262.1	XP_009102220.1
OG0018520	XP_002883997.1	XP_009102181.1
OG0018521	XP_002881755.1	XP_033145854.1
OG0018523	XP_002881659.1, XP_002879803.1	XP_009143307.1
OG0018524	XP_002881563.2	XP_033147540.1
OG0018525	XP_020882728.1, XP_020874142.1	XP_009143448.1
OG0018526	XP_002874735.2	XP_009114651.1
OG0018527	XP_020885613.1	XP_009140275.2
OG0018528	XP_002880440.1	XP_009140349.1
OG0018529	XP_002875595.1	XP_009120119.1
OG0018530	XP_002893972.2	XP_009123046.1
OG0018531	XP_002893919.1	XP_009123807.1
OG0018532	XP_020868791.1	XP_009102854.1
OG0018534	XP_002893770.1	XP_009114795.1
OG0018535	XP_020878460.1	XP_009134184.1
OG0018536	XP_002872578.1	XP_009108177.1
OG0018537	XP_020878873.1	XP_009111722.2
OG0018539	XP_020876882.1	XP_033129610.1
OG0018540	XP_002872271.1	XP_009151203.1
OG0018542	XP_002886274.1	XP_033130430.1
OG0018543	XP_020888493.1	XP_009117473.1
OG0018544	XP_020871578.1	XP_009146817.1
OG0018545	XP_020883655.1	XP_009142480.2
OG0018546	XP_002882091.1	XP_009142589.2
OG0018547	XP_002882007.1	XP_009143130.1
OG0018548	XP_020871545.1	XP_033140627.1
OG0018549	XP_002884477.2	XP_018509346.1
OG0018550	XP_002868345.2	XP_009139606.1
OG0018551	XP_002880024.1	XP_009142910.1
OG0018552	XP_002881883.1	XP_033148322.1
OG0018553	XP_002880012.1	XP_009142893.1
OG0018554	XP_002881874.1	XP_009142875.1
OG0018555	XP_002881802.1	XP_009142015.1
OG0018556	XP_020883264.1	XP_009142824.1
OG0018557	XP_020885670.1	XP_009133479.1, XP_009142737.1
OG0018558	XP_002884302.1	XP_033148636.1, XP_009147384.3
OG0018559	XP_002882222.1	XP_009117910.1
OG0018560	XP_020888539.1	XP_009134677.1
OG0018562	XP_020889333.1	XP_033146785.1
OG0018563	XP_020889335.1	XP_009147312.1
OG0018564	XP_020886480.1	XP_009130358.2
OG0018565	XP_002884382.1	XP_009134728.1
OG0018566	XP_002882296.2	XP_009130370.1
OG0018567	XP_020887851.1	XP_009130372.1
OG0018568	XP_002882350.1	XP_009123991.1
OG0018569	XP_020885937.1	XP_009123980.1
OG0018570	XP_020887957.1	XP_009134768.1
OG0018571	XP_002884468.1	XP_009124196.1
OG0018572	XP_020888112.1	XP_009124081.1
OG0018573	XP_002884507.2	XP_009147249.1
OG0018574	XP_002884521.2	XP_009147217.1
OG0018575	XP_020886800.1	XP_033148210.1
OG0018576	XP_020888781.1	XP_009134940.1
OG0018577	XP_002884639.1	XP_033146595.1
OG0018578	XP_020887989.1	XP_009147065.1
OG0018579	XP_020887214.1	XP_009146977.1
OG0018580	XP_020876842.1	XP_009139646.1
OG0018581	XP_020887465.1	XP_009146920.1
OG0018582	XP_002884767.1	XP_009146882.1
OG0018583	XP_002884827.1	XP_009135142.1
OG0018584	XP_002870774.1	XP_009139903.1
OG0018585	XP_020888220.1	XP_009121159.2
OG0018586	XP_002884919.1	XP_009120404.1
OG0018587	XP_002884925.1	XP_009146589.1
OG0018588	XP_020886441.1	XP_009124690.1
OG0018589	XP_020888496.1	XP_009124726.1
OG0018590	XP_020888914.1	XP_009124733.1
OG0018591	XP_020886268.1	XP_009135291.1
OG0018592	XP_002882858.2	XP_018513123.1
OG0018593	XP_020889041.1	XP_009146374.1
OG0018594	XP_002885070.1	XP_009135426.1
OG0018595	XP_020886992.1	XP_033139929.1
OG0018596	XP_020872049.1, XP_002882940.1	XP_009135441.1
OG0018597	XP_020889149.1	XP_009146084.1
OG0018598	XP_020889229.1	XP_033147813.1
OG0018599	XP_002883132.1	XP_009112721.1
OG0018600	XP_002875071.1	XP_009129246.1
OG0018601	XP_020886283.1	XP_009145821.1
OG0018602	XP_020887981.1	XP_009145818.1
OG0018604	XP_020887494.1	XP_009135643.1, XP_009111657.1
OG0018605	XP_020887491.1	XP_009145766.1
OG0018606	XP_002885321.2	XP_009145763.1
OG0018607	XP_020886277.1	XP_009145689.1
OG0018609	XP_002864185.1	XP_009119804.1
OG0018610	XP_020872937.1	XP_009139906.1
OG0018611	XP_002868737.1	XP_009140210.1
OG0018612	XP_020878935.1	XP_033129673.1
OG0018613	XP_020886984.1	XP_018514530.1
OG0018614	XP_020888460.1	XP_009109600.1, XP_033129909.1
OG0018615	XP_002876785.1	XP_009127480.1
OG0018617	XP_002886767.1	XP_009123333.1
OG0018618	XP_020868341.1	XP_009136136.1
OG0018619	XP_002873920.1	XP_033138736.1
OG0018620	XP_002873883.1	XP_009120987.1
OG0018621	XP_002876142.1	XP_009136675.1
OG0018622	XP_020880637.1	XP_009136662.1
OG0018623	XP_020868111.1	XP_033134752.1
OG0018624	XP_002889344.1	XP_009118848.1
OG0018625	XP_020869420.1	XP_009118847.1
OG0018627	XP_002889462.1	XP_009111152.1
OG0018628	XP_002889483.1	XP_009119348.2, XP_033138354.1
OG0018629	XP_020867265.1	XP_009119330.1
OG0018630	XP_002892197.1	XP_009119332.1
OG0018631	XP_020867545.1	XP_009119304.1
OG0018632	XP_020870541.1	XP_033138189.1
OG0018633	XP_002892259.2	XP_009119214.1
OG0018634	XP_020867987.1	XP_018509981.1
OG0018635	XP_020868613.1	XP_009119154.1
OG0018636	XP_020869686.1	XP_033138471.1
OG0018637	XP_020868600.1	XP_033137784.1
OG0018638	XP_002889628.1	XP_009118465.2
OG0018639	XP_020866373.1	XP_033138126.1, XP_033138125.1
OG0018640	XP_002892395.2	XP_033138567.1
OG0018641	XP_020870890.1	XP_018510177.1
OG0018642	XP_020870228.1	XP_009110924.1
OG0018643	XP_002889678.2	XP_033128651.1, XP_033133468.1
OG0018644	XP_002892433.1	XP_009148065.1
OG0018645	XP_002889724.1	XP_009148152.2
OG0018646	XP_020867891.1	XP_009148171.1
OG0018647	XP_002892504.2	XP_009111213.3
OG0018648	XP_020869084.1	XP_009148280.1
OG0018649	XP_002892533.1	XP_009148302.2
OG0018650	XP_002889820.1	XP_009148402.1
OG0018652	XP_002892635.1	XP_018509990.1
OG0018653	XP_020867506.1	XP_009148492.1
OG0018655	XP_020870350.1	XP_033128737.1
OG0018656	XP_002892765.1	XP_009123957.1
OG0018657	XP_002892809.1	XP_009148823.1
OG0018658	XP_002892847.1	XP_009148892.1
OG0018659	XP_002892860.2	XP_009148920.1
OG0018660	XP_002890108.1	XP_009148949.1
OG0018661	XP_002892871.1	XP_009148948.1
OG0018662	XP_002892876.1	XP_009148960.1
OG0018663	XP_002892913.2	XP_018510139.1, XP_018515272.1
OG0018664	XP_002892929.1	XP_009117737.1
OG0018665	XP_020885441.1, XP_020879913.1	XP_018512415.1
OG0018666	XP_020866550.1	XP_009117725.2
OG0018667	XP_002892961.1	XP_009149217.1
OG0018668	XP_020870168.1	XP_009149451.1
OG0018670	XP_002893090.1	XP_009103353.2
OG0018671	XP_020869060.1	XP_009149509.1
OG0018672	XP_002890375.1	XP_009149510.2
OG0018673	XP_020869054.1	XP_033128064.1
OG0018674	XP_002863791.1	XP_009141950.2
OG0018675	XP_020867328.1	XP_009115595.1
OG0018676	XP_002890539.1	XP_009115591.1
OG0018677	XP_002887385.1	XP_009105831.1
OG0018678	XP_020873794.1	XP_009137876.1
OG0018679	XP_002893752.1	XP_033136207.1, XP_009151461.1
OG0018680	XP_002891605.1	XP_009105315.1
OG0018681	XP_002886403.1	XP_033136364.1
OG0018682	XP_020891191.1	XP_009112988.1
OG0018683	XP_002886445.1	XP_009113034.2
OG0018684	XP_020865598.1	XP_009113040.1
OG0018685	XP_002886460.1	XP_009113056.1
OG0018686	XP_020891571.1	XP_009123366.1
OG0018687	XP_020890053.1	XP_018510678.2
OG0018688	XP_002886607.1	XP_009113198.1
OG0018689	XP_020890169.1	XP_009113259.1
OG0018690	XP_020891506.1	XP_009113322.1
OG0018691	XP_002891984.1	XP_009113379.1
OG0018692	XP_002891959.1	XP_009122978.1
OG0018693	XP_020874706.1	XP_009140698.1
OG0018694	XP_020891375.1	XP_009112885.1
OG0018695	XP_002865163.1	XP_033141451.1
OG0018696	XP_020871862.1	XP_018515349.1
OG0018697	XP_002874818.1	XP_033136465.1
OG0018698	XP_020872852.1	XP_009128483.2
OG0018701	XP_020867040.1	XP_033146810.1
OG0018702	XP_002891469.2, XP_020879596.1	XP_009147926.1
OG0018705	XP_002894164.1	XP_009107318.1
OG0018706	XP_020872831.1	XP_033132647.1
OG0018709	XP_020872065.1	XP_009101863.1
OG0018710	XP_002866877.1	XP_009109455.1
OG0018711	XP_002866932.1	XP_009133189.1
OG0018712	XP_002866934.1	XP_018509247.1
OG0018713	XP_020875555.1	XP_009138525.1
OG0018714	XP_020874623.1	XP_009109375.1
OG0018715	XP_020873166.1	XP_033128250.1
OG0018716	XP_002868999.1	XP_009137940.1
OG0018717	XP_020874495.1	XP_009138665.1
OG0018718	XP_020875264.1	XP_009148401.1
OG0018719	XP_002869056.1	XP_009149310.1
OG0018721	XP_002869070.1	XP_009151254.1
OG0018722	XP_020874359.1	XP_009105444.1
OG0018723	XP_020872044.1	XP_033134064.1
OG0018724	XP_002869124.1	XP_009108669.1
OG0018725	XP_002885623.2	XP_009108749.1
OG0018726	XP_002869309.1	XP_009138046.1
OG0018728	XP_020879672.1	XP_033130008.1
OG0018729	XP_020888618.1	XP_009106468.1
OG0018730	XP_002885602.2	XP_009102570.1
OG0018731	XP_002887446.1	XP_009113590.1
OG0018732	XP_020889739.1	XP_009104849.1
OG0018733	XP_002890570.1	XP_009115554.1
OG0018734	XP_002893385.1	XP_009115399.1
OG0018735	XP_002874995.1	XP_009134515.1
OG0018736	XP_002875050.1	XP_009111527.1
OG0018737	XP_020869446.1	XP_009119694.1
OG0018738	XP_002892262.1	XP_009119211.1
OG0018739	XP_020867032.1	XP_009118553.1
OG0018740	XP_020869000.1	XP_009119060.1
OG0018741	XP_020866624.1	XP_009148500.1
OG0018742	XP_002892679.1, XP_020867288.1	XP_009118106.2
OG0018743	XP_020869626.1	XP_033130838.1, XP_009145550.3
OG0018744	XP_002890590.1	XP_009115509.1
OG0018745	XP_020867768.1	XP_018510313.1
OG0018746	XP_020869227.1	XP_009115435.1
OG0018747	XP_020870952.1	XP_009110055.1
OG0018748	XP_002890658.1	XP_009115361.1
OG0018750	XP_020870992.1	XP_009115634.1, XP_009110010.1
OG0018751	XP_020869603.1	XP_009115324.1
OG0018752	XP_020867832.1	XP_009115301.2
OG0018753	XP_002893541.1	XP_033133510.1
OG0018755	XP_002893941.1	XP_009107487.1
OG0018757	XP_002891289.1	XP_033129238.1
OG0018758	XP_002894363.1	XP_009147704.1
OG0018761	XP_020890725.1	XP_009113236.1, XP_009104359.1
OG0018762	XP_020891400.1	XP_009103847.1
OG0018763	XP_020891620.1	XP_033136176.1
OG0018764	XP_020869996.1	XP_009113371.1
OG0018766	XP_020890914.1	XP_009127381.1
OG0018767	XP_020889772.1	XP_009106895.1
OG0018769	XP_002887200.1	XP_009105421.1, XP_018508721.1
OG0018770	XP_002887523.1	XP_009106062.1
OG0018771	XP_020891483.1	XP_033132028.1
OG0018772	XP_020890499.1	XP_018508786.1
OG0018773	XP_020890468.1	XP_009106562.1
OG0018774	XP_002887772.1	XP_009106643.1
OG0018775	XP_020891709.1	XP_009106645.1
OG0018776	XP_002887841.1	XP_009128446.1
OG0018777	XP_020891772.1	XP_009106772.2
OG0018780	XP_002884954.1	XP_009124727.1
OG0018781	XP_020888911.1	XP_009146460.2
OG0018782	XP_020889245.1	XP_009107927.1
OG0018783	XP_002883154.2	XP_009145851.1
OG0018784	XP_002863858.2, XP_020887266.1	XP_009106119.1
OG0018785	XP_020888590.1	XP_009114578.1
OG0018786	XP_020887233.1	XP_009102342.1
OG0018788	XP_002885884.1	XP_018513596.2
OG0018790	XP_020889524.1	XP_009121222.1
OG0018792	XP_002886255.1	XP_009150714.1
OG0018793	XP_020888696.1	XP_018508262.1
OG0018794	XP_002886313.1	XP_009117463.1
OG0018795	XP_020885434.1	XP_009140453.1
OG0018796	XP_002880500.1	XP_033136712.1
OG0018797	XP_020883630.1	XP_009140465.1
OG0018798	XP_020884492.1	XP_033136680.1
OG0018799	XP_020885201.1	XP_009140562.2
OG0018800	XP_020885717.1	XP_033136675.1
OG0018801	XP_002878798.1	XP_009117101.1
OG0018804	XP_020885702.1	XP_009133922.1
OG0018806	XP_002879477.1	XP_033141974.1
OG0018807	XP_020885700.1	XP_009141374.2, XP_009143784.1
OG0018808	XP_002881453.1	XP_009133089.1
OG0018809	XP_002881512.1	XP_009143489.1
OG0018811	XP_020884165.1	XP_033145550.1
OG0018812	XP_020883419.1	XP_033142597.1
OG0018813	XP_002875066.1	XP_009107130.1
OG0018814	XP_020881091.1	XP_009129138.1
OG0018815	XP_020881994.1	XP_009152076.1
OG0018816	XP_002877081.1	XP_018510181.1, XP_009151910.1
OG0018817	XP_020880002.1	XP_009123263.1
OG0018819	XP_020880436.1	XP_009150216.1
OG0018822	XP_002875993.1	XP_009136519.1
OG0018823	XP_020882382.1	XP_009136556.1
OG0018824	XP_020879935.1	XP_009115812.1
OG0018825	XP_002876215.1	XP_009103876.1, XP_009139386.1
OG0018826	XP_002878015.1	XP_018510487.1
OG0018827	XP_020881465.1	XP_009116352.1
OG0018828	XP_002876552.1	XP_009116725.2
OG0018829	XP_020882292.1	XP_009117215.1
OG0018830	XP_002871202.1	XP_009122221.1
OG0018831	XP_020876609.1	XP_009131466.1
OG0018832	XP_002872047.1	XP_009136370.1
OG0018833	XP_020879054.1	XP_009150954.2
OG0018834	XP_020876245.1	XP_009151255.1
OG0018835	XP_002872369.1	XP_009134080.1
OG0018836	XP_002874524.1	XP_009134089.1
OG0018837	XP_002874600.1	XP_018512453.1
OG0018838	XP_002874614.1	XP_009134185.1
OG0018839	XP_020878894.1	XP_009121494.1
OG0018840	XP_020876496.1	XP_009114521.1
OG0018841	XP_002874856.1, XP_002874859.2, XP_020876503.1	XP_009134338.1
OG0018842	XP_020872880.1	XP_009129160.1
OG0018843	XP_020874790.1	XP_009138989.1
OG0018844	XP_020875519.1	XP_009138371.1
OG0018845	XP_002869125.1	XP_009108765.1
OG0018847	XP_020872560.1	XP_009109096.1
OG0018848	XP_020873788.1	XP_009142911.2
OG0018849	XP_020873456.1	XP_009142784.1
OG0018850	XP_020873607.1	XP_009142488.1
OG0018851	XP_020873446.1	XP_009142336.1
OG0018852	XP_002867590.1	XP_009139534.1
OG0018853	XP_002869713.1	XP_009138132.2
OG0018854	XP_020872216.1	XP_009136861.1
OG0018855	XP_002868248.1	XP_009148089.3
OG0018856	XP_002870356.1	XP_009139599.2
OG0018858	XP_020875764.1	XP_033131297.1
OG0018859	XP_002870449.1	XP_009108011.1
OG0018860	XP_002870540.1	XP_009139731.1
OG0018861	XP_020874705.1	XP_009125137.1
OG0018862	XP_020888527.1	XP_033141272.1
OG0018863	XP_002863793.1	XP_009113443.1
OG0018865	XP_002863045.2	XP_009151659.1
OG0018866	XP_002863947.1	XP_033129762.1
OG0018867	XP_002865771.1	XP_009134038.1
OG0018868	XP_020887281.1	XP_009114914.1
OG0018869	XP_020891605.1	XP_009118891.2
OG0018870	XP_020872007.1	XP_009132697.1
OG0018871	XP_002864090.1	XP_009127329.1
OG0018872	XP_020871067.1	XP_009140871.1
OG0018873	XP_002865866.1	XP_009127297.1
OG0018874	XP_020873069.1	XP_018512716.1
OG0018875	XP_020871432.1	XP_009132587.1
OG0018876	XP_020871355.1	XP_009127268.1
OG0018877	XP_020879163.1	XP_009132544.3
OG0018878	XP_020889426.1	XP_009119816.1
OG0018879	XP_002864282.1, XP_002864280.2, XP_020871624.1	XP_009127144.1
OG0018880	XP_002864310.1	XP_009132449.1
OG0018881	XP_002866595.1	XP_009150481.1
OG0018882	XP_002865063.1	XP_009103524.1
OG0018883	XP_020871820.1	XP_009112277.1
OG0018885	XP_002866735.1	XP_033141236.1, XP_033132004.1
OG0018886	XP_002869061.1	XP_033136252.1
OG0018888	XP_002872904.1	XP_009111426.1
OG0018890	XP_020878652.1	XP_033138484.1
OG0018892	XP_020883024.1	XP_009133311.1
OG0018894	XP_020891785.1	XP_033131430.1, XP_009128011.1
OG0018912	XP_002875908.1	XP_009149815.1
OG0018913	XP_020880372.1	XP_009149828.1
OG0018914	XP_020880379.1	XP_009149850.2
OG0018915	XP_002875116.1	XP_009101271.1
OG0018916	XP_002870713.1	XP_009125135.1
OG0018918	XP_020877759.1	XP_009131570.1
OG0018919	XP_020876588.1	XP_009126073.2
OG0018920	XP_002873720.1	XP_009121582.1
OG0018921	XP_002873669.1	XP_009121659.1
