Orthogroup	Arabidopsis_lyrata_NCBI	Capsella_rubella
OG0015711	XP_020884185.1	XP_023639777.1
OG0015712	XP_002878563.1	XP_023640556.1
OG0015713	XP_002878582.1	XP_006296468.1
OG0015714	XP_020883046.1	XP_023641014.1
OG0015715	XP_002878587.2	XP_023639430.1
OG0015716	XP_002878604.2	XP_006295426.1
OG0015717	XP_020884637.1	XP_006294135.1
OG0015718	XP_002880452.1	XP_006294884.1
OG0015719	XP_002878638.1	XP_006293984.1
OG0015720	XP_020885240.1	XP_006294129.2
OG0015721	XP_002878677.1	XP_006294625.1
OG0015722	XP_020884086.1	XP_006296258.1
OG0015723	XP_020884080.1	XP_006295423.1
OG0015724	XP_002878687.2	XP_006293655.1
OG0015725	XP_002878705.1	XP_006293942.1
OG0015726	XP_002878860.1	XP_006293890.1
OG0015727	XP_020883315.1	XP_006293838.1
OG0015728	XP_002878909.1	XP_006295006.1
OG0015729	XP_002880742.1	XP_023640049.1
OG0015730	XP_020883036.1	XP_006295092.2
OG0015731	XP_020884531.1	XP_006295051.1
OG0015732	XP_020884449.1	XP_023640178.1
OG0015733	XP_020885109.1	XP_023633190.1
OG0015734	XP_002880634.1	XP_006296432.1
OG0015735	XP_020885374.1	XP_023640881.1
OG0015736	XP_020884954.1	XP_006293917.1
OG0015737	XP_002878748.1	XP_023639339.1
OG0015738	XP_020885415.1	XP_006294374.1
OG0015739	XP_020869343.1	XP_006307532.2
OG0015740	XP_002893943.1	XP_023633271.1
OG0015741	XP_020868437.1	XP_006307053.1
OG0015742	XP_002893975.1	XP_006304121.1
OG0015743	XP_002891285.2	XP_006304821.2
OG0015744	XP_002893987.1	XP_006307296.2
OG0015745	XP_002891225.1	XP_023633187.1
OG0015746	XP_002893915.1	XP_006307065.1
OG0015747	XP_020868905.1	XP_006307651.1
OG0015748	XP_020870094.1	XP_006303237.1
OG0015749	XP_002891198.1	XP_006305607.1
OG0015750	XP_020868625.1	XP_006304663.1
OG0015751	XP_020866466.1	XP_006305878.1
OG0015752	XP_002891182.1	XP_023645875.1
OG0015753	XP_020869397.1	XP_006303445.1
OG0015754	XP_002891108.1	XP_006307287.1
OG0015755	XP_020867439.1	XP_006307286.2
OG0015756	XP_002891102.1	XP_006304713.1
OG0015757	XP_020867316.1	XP_006305228.1
OG0015758	XP_020868951.1	XP_006306964.1
OG0015759	XP_002891089.1	XP_023646050.1, XP_006305864.1
OG0015760	XP_002891083.1	XP_006305229.1
OG0015761	XP_002893769.1	XP_023644597.1
OG0015762	XP_020877488.1	XP_006288267.1
OG0015763	XP_020877458.1	XP_023636417.1
OG0015765	XP_002874604.1	XP_006288071.1
OG0015766	XP_002872489.1	XP_023636864.1
OG0015767	XP_020876794.1	XP_023636497.1
OG0015768	XP_002872493.1	XP_006288744.1
OG0015769	XP_020876854.1	XP_006288500.1
OG0015770	XP_020876855.1	XP_006289806.2
OG0015771	XP_002874613.1	XP_006289760.2
OG0015772	XP_020878560.1	XP_006288876.1
OG0015773	XP_020876688.1	XP_006286605.1
OG0015774	XP_002872516.1	XP_006289340.1
OG0015775	XP_002874639.1	XP_006286786.1
OG0015776	XP_020879098.1	XP_006288802.1
OG0015777	XP_020876555.1	XP_023636336.1
OG0015778	XP_002874661.1	XP_023636356.1
OG0015779	XP_020878808.1	XP_023636590.1
OG0015780	XP_002872555.1	XP_006288860.1
OG0015781	XP_020876071.1	XP_006289909.1
OG0015782	XP_002872570.1	XP_006287590.1
OG0015783	XP_002872587.1	XP_006286373.1
OG0015784	XP_020878318.1	XP_006287161.1
OG0015785	XP_020877443.1	XP_006287963.1
OG0015786	XP_020876523.1	XP_006288648.1
OG0015787	XP_020877024.1	XP_006286936.1
OG0015788	XP_002874711.1	XP_006287901.1
OG0015789	XP_002871866.1	XP_006287694.1
OG0015790	XP_002872208.1	XP_006290072.1
OG0015791	XP_020883562.1	XP_006293713.1
OG0015792	XP_002865635.1	XP_006280436.1
OG0015793	XP_020879589.1	XP_006287664.1
OG0015794	XP_020879101.1	XP_023637250.1
OG0015795	XP_020878668.1	XP_006286480.1
OG0015796	XP_002872245.1	XP_006289523.1
OG0015797	XP_020876950.1	XP_006288157.1
OG0015798	XP_002872272.1	XP_023636977.1
OG0015799	XP_002872273.1	XP_023636772.1
OG0015800	XP_020876910.1	XP_006287586.2
OG0015801	XP_020886939.1	XP_006299459.2
OG0015802	XP_020888177.1	XP_006297034.2
OG0015803	XP_002883952.1	XP_006296917.1
OG0015804	XP_020887986.1	XP_006297342.1
OG0015805	XP_002883944.1	XP_006298323.1
OG0015806	XP_020886993.1	XP_006298612.2
OG0015807	XP_020887686.1	XP_006297425.1
OG0015808	XP_020887325.1	XP_006298241.2
OG0015809	XP_020879856.1	XP_023637888.1
OG0015810	XP_002869350.1	XP_006283459.1
OG0015811	XP_020880656.1	XP_006291264.1
OG0015812	XP_002877438.2	XP_023638409.1
OG0015813	XP_020880442.1	XP_006292321.1
OG0015814	XP_002880341.1	XP_023639676.1
OG0015815	XP_002880339.1	XP_006295825.2
OG0015816	XP_020883162.1	XP_006293426.1
OG0015817	XP_002882134.1	XP_006296572.2
OG0015818	XP_002882132.1	XP_006295658.1
OG0015819	XP_020883154.1	XP_006295036.1
OG0015820	XP_002882131.2	XP_006294178.2
OG0015821	XP_002882127.1	XP_006293613.1
OG0015822	XP_002882124.1	XP_006293968.1
OG0015823	XP_002880311.1	XP_006295080.1
OG0015824	XP_020883416.1	XP_023640650.1
OG0015825	XP_020883222.1	XP_023639628.1
OG0015826	XP_002882095.1	XP_023643564.1, XP_006293976.2
OG0015827	XP_020884265.1	XP_023640759.1
OG0015828	XP_002880272.1	XP_023640195.1
OG0015829	XP_020885020.1, XP_002862756.1	XP_023640934.1
OG0015830	XP_020882876.1	XP_006293857.1
OG0015831	XP_020885069.1	XP_006293507.2
OG0015832	XP_020884943.1	XP_023640813.1
OG0015833	XP_020884050.1	XP_023639484.1
OG0015834	XP_002882038.1	XP_006293786.1
OG0015835	XP_020884250.1	XP_006293744.1
OG0015836	XP_002880188.1	XP_006295859.1
OG0015837	XP_002880187.1	XP_006296220.1
OG0015838	XP_002880185.1	XP_023640491.1
OG0015839	XP_002880167.1	XP_006296333.1
OG0015840	XP_002880165.1	XP_006295154.1
OG0015841	XP_020882744.1	XP_006295216.1
OG0015842	XP_020883937.1	XP_023639648.1
OG0015843	XP_020886293.1	XP_006300108.1
OG0015844	XP_020883047.1	XP_006293383.1
OG0015845	XP_002880151.1	XP_006294886.1
OG0015846	XP_002881992.1	XP_006294052.1
OG0015847	XP_020885644.1	XP_006294952.1
OG0015848	XP_002880143.1	XP_023640805.1
OG0015849	XP_020876343.1	XP_023637481.1
OG0015850	XP_002881980.2	XP_006295679.1
OG0015851	XP_020882768.1	XP_006293703.1
OG0015852	XP_002881961.1	XP_006295211.1
OG0015853	XP_002880076.1	XP_006296075.1
OG0015854	XP_002881935.1	XP_006295652.1
OG0015855	XP_002880064.1	XP_006295181.1
OG0015856	XP_020883600.1	XP_023640151.1
OG0015857	XP_020884207.1	XP_006294367.1
OG0015858	XP_020884586.1	XP_006295895.1
OG0015859	XP_020883302.1	XP_006296106.1
OG0015860	XP_020883354.1	XP_006294241.1
OG0015861	XP_002881886.1	XP_006293936.2
OG0015862	XP_020885319.1	XP_023640075.1
OG0015863	XP_020885410.1	XP_023640512.1
OG0015864	XP_002880007.1	XP_006296166.1
OG0015865	XP_002880006.2	XP_006295434.1
OG0015866	XP_020882992.1	XP_006294801.1
OG0015867	XP_002881866.1	XP_023640943.1
OG0015868	XP_002881865.1	XP_006295407.1
OG0015869	XP_020883439.1	XP_006294817.1
OG0015870	XP_002881828.1	XP_006296500.2
OG0015871	XP_002879962.1	XP_006294802.1
OG0015872	XP_020883757.1	XP_023639655.1
OG0015873	XP_020885343.1	XP_006294746.1
OG0015874	XP_002881807.1	XP_006295802.1
OG0015875	XP_020883576.1	XP_006293740.1
OG0015876	XP_020884164.1	XP_006294191.2
OG0015877	XP_002879936.1	XP_006296537.2
OG0015878	XP_020883865.1	XP_023640270.1
OG0015879	XP_020882605.1	XP_006280035.1
OG0015880	XP_020888114.1	XP_006279987.1
OG0015881	XP_002884288.1	XP_023642332.1
OG0015882	XP_020888148.1	XP_023642333.1
OG0015883	XP_020888142.1	XP_006297008.1
OG0015884	XP_002884292.1	XP_006298962.1
OG0015885	XP_002884294.1	XP_006297602.1
OG0015886	XP_020888161.1	XP_006297653.1
OG0015887	XP_002884303.1	XP_006297594.1
OG0015888	XP_020886122.1	XP_006300032.1
OG0015889	XP_020886123.1	XP_006299561.1
OG0015890	XP_020886917.1	XP_006298828.1
OG0015891	XP_002882219.1	XP_023642498.1
OG0015892	XP_020886900.1	XP_023642415.1
OG0015893	XP_002884320.1	XP_006299835.1
OG0015894	XP_020887332.1	XP_006299986.1
OG0015895	XP_020888067.1	XP_023641200.1
OG0015896	XP_020888068.1	XP_006298406.1
OG0015897	XP_020888066.1	XP_006297405.1
OG0015898	XP_002882249.1	XP_006297870.1
OG0015900	XP_020889330.1	XP_006298245.1
OG0015901	XP_020887903.1	XP_006298263.1
OG0015902	XP_020889456.1	XP_006298698.1
OG0015903	XP_020885900.1, XP_020886485.1	XP_006299762.1
OG0015904	XP_020887190.1	XP_006298522.1
OG0015905	XP_002884367.1	XP_006298706.1
OG0015906	XP_020888894.1	XP_006297431.1
OG0015907	XP_002884404.1	XP_006299929.1
OG0015908	XP_020888933.1	XP_023641551.1
OG0015909	XP_002882306.1	XP_006298626.2
OG0015910	XP_020887045.1	XP_006298625.1
OG0015911	XP_002884417.1	XP_006298545.1
OG0015912	XP_002884422.1	XP_023641400.1
OG0015913	XP_002884423.1	XP_006297514.1
OG0015914	XP_020887016.1	XP_006298882.2
OG0015915	XP_020887013.1	XP_006297158.1
OG0015916	XP_020887001.1	XP_006296937.1
OG0015917	XP_020889021.1	XP_006299082.1
OG0015918	XP_020889341.1	XP_006298367.2
OG0015919	XP_020889398.1	XP_006296690.1
OG0015920	XP_020886522.1	XP_023642810.1
OG0015921	XP_002882400.1	XP_023642365.1
OG0015922	XP_002882403.1	XP_023641689.1
OG0015923	XP_020886780.1	XP_006297224.1
OG0015924	XP_002882410.2	XP_006298266.1
OG0015925	XP_020874229.1	XP_006285821.2
OG0015926	XP_002882420.1	XP_006297716.1
OG0015927	XP_020886155.1	XP_006296883.1
OG0015928	XP_020887211.1	XP_006297694.2
OG0015929	XP_020886802.1	XP_006297250.1
OG0015930	XP_002882434.1	XP_006298584.1
OG0015931	XP_002884536.1	XP_023642214.1
OG0015932	XP_020887893.1	XP_006298085.1
OG0015933	XP_020875666.1	XP_006284638.1
OG0015934	XP_020889250.1	XP_006297898.2
OG0015936	XP_020887551.1	XP_006297896.1
OG0015937	XP_002884579.1	XP_006297445.2
OG0015938	XP_020887526.1	XP_006297213.1
OG0015939	XP_020886787.1	XP_023641423.1
OG0015940	XP_020887995.1	XP_006298539.2
OG0015941	XP_002884616.1	XP_006297569.1
OG0015942	XP_020889275.1	XP_006297816.1
OG0015943	XP_002882508.1	XP_006296804.1
OG0015944	XP_020887080.1	XP_023641596.1
OG0015945	XP_002882535.1	XP_006298975.2
OG0015946	XP_020889567.1	XP_006299004.2
OG0015947	XP_020885964.1	XP_023642788.1
OG0015948	XP_002882540.1	XP_006298429.1
OG0015949	XP_002882542.1	XP_023641529.1
OG0015950	XP_020889303.1	XP_006297088.1
OG0015951	XP_002882550.1	XP_006297331.1
OG0015952	XP_020888868.1	XP_006298683.1
OG0015953	XP_020888508.1	XP_006297777.1
OG0015954	XP_002882566.1	XP_006300088.1
OG0015955	XP_020887358.1	XP_006297291.1
OG0015956	XP_002882594.1	XP_006296694.1
OG0015957	XP_020888742.1	XP_023641408.1
OG0015958	XP_020887582.1	XP_006299083.1
OG0015959	XP_002884709.1	XP_006299210.1
OG0015960	XP_020885929.1	XP_023641865.1
OG0015961	XP_002884721.1	XP_006299690.1
OG0015962	XP_020886086.1	XP_006300118.1
OG0015963	XP_020886213.1	XP_006298427.1
OG0015964	XP_020886600.1	XP_023641129.1
OG0015965	XP_002882620.1	XP_006299591.1
OG0015966	XP_002882623.1	XP_023642274.1
OG0015967	XP_002884742.1	XP_006299185.1
OG0015968	XP_020885886.1	XP_006298395.1
OG0015969	XP_020885881.1	XP_006297424.1
OG0015970	XP_020887507.1	XP_006297379.1
OG0015971	XP_002882635.1	XP_006297822.1
OG0015972	XP_002884758.1	XP_006299668.1
OG0015973	XP_002882641.1	XP_006298868.1
OG0015974	XP_020888374.1	XP_006298571.1
OG0015975	XP_002882651.1	XP_006298469.1
OG0015976	XP_020886400.1	XP_006297380.1
OG0015977	XP_002887186.1	XP_006301915.1
OG0015978	XP_002882657.1	XP_006298430.1
OG0015979	XP_002884789.1	XP_006296660.1
OG0015980	XP_002884790.1	XP_006299607.1
OG0015981	XP_002882666.1	XP_006300227.1
OG0015982	XP_020886488.1	XP_023642290.1
OG0015983	XP_020886650.1	XP_006297351.1
OG0015984	XP_020886855.1	XP_006298079.1
OG0015985	XP_020887708.1	XP_006296680.1
OG0015986	XP_020889310.1	XP_006297747.1
OG0015987	XP_020888973.1	XP_006297588.1
OG0015988	XP_002884823.1	XP_006299773.1
OG0015990	XP_020888276.1	XP_006299660.1
OG0015991	XP_020888319.1	XP_006299957.1
OG0015992	XP_002882723.1	XP_023642509.1
OG0015994	XP_002883596.1	XP_006297748.1
OG0015995	XP_020888221.1	XP_006297210.1
OG0015996	XP_020888211.1	XP_023641445.1
OG0015997	XP_002884879.1	XP_006298394.1
OG0015998	XP_002884882.1	XP_023641676.1
OG0015999	XP_002884897.1	XP_006298936.1
OG0016000	XP_020888318.1	XP_006299728.1
OG0016001	XP_002884909.1	XP_006298543.1
OG0016002	XP_020888203.1	XP_006299331.1
OG0016003	XP_002884924.1	XP_006299048.1
OG0016004	XP_020888753.1	XP_006300142.1
OG0016005	XP_002875081.1	XP_006291937.1
OG0016006	XP_002884944.1	XP_006299370.1
OG0016007	XP_002884971.1	XP_006298657.1
OG0016008	XP_020888601.1	XP_006298908.1
OG0016009	XP_002882845.1	XP_006298198.2
OG0016010	XP_020888925.1	XP_023642153.1
OG0016011	XP_020885982.1	XP_023642221.1
OG0016012	XP_002884993.1	XP_006296696.1
OG0016013	XP_002882865.1	XP_006297276.1
OG0016014	XP_020887169.1	XP_023642801.1
OG0016015	XP_002885040.1	XP_006297552.1
OG0016016	XP_020889448.1	XP_006298113.1
OG0016017	XP_002882892.1	XP_006298693.1
OG0016018	XP_002885058.1	XP_006297516.1
OG0016019	XP_020888820.1	XP_006300241.1
OG0016020	XP_020888804.1	XP_006297254.1
OG0016021	XP_020888078.1	XP_006298294.1
OG0016022	XP_020887185.1	XP_006299186.1
OG0016023	XP_002882924.1	XP_023642145.1
OG0016024	XP_020886836.1	XP_023642045.1
OG0016025	XP_002885095.1	XP_006298789.2
OG0016026	XP_020873680.1	XP_023634863.1
OG0016027	XP_020889478.1	XP_006298773.1
OG0016028	XP_002885116.1	XP_006297092.1
OG0016029	XP_002885128.1	XP_023642070.1
OG0016030	XP_002882993.1	XP_006299403.2
OG0016031	XP_002882994.1	XP_023642791.1
OG0016032	XP_002882995.1	XP_006298435.1
OG0016033	XP_020887441.1	XP_006298114.1
OG0016034	XP_020889137.1	XP_006297304.2
OG0016035	XP_020889208.1	XP_006298642.2
OG0016036	XP_020889216.1	XP_006298496.1
OG0016037	XP_020889127.1	XP_006297320.1
OG0016038	XP_020889197.1	XP_006298187.1
OG0016039	XP_020889121.1	XP_006297126.1
OG0016040	XP_002885191.1	XP_006297573.1
OG0016041	XP_020889155.1	XP_006297734.1
OG0016042	XP_020889096.1	XP_023642752.1
OG0016043	XP_002883062.1	XP_023642482.1
OG0016044	XP_020889196.1	XP_006300245.2
OG0016045	XP_002883090.1	XP_006299054.1
OG0016046	XP_002883094.1	XP_006298697.2
OG0016047	XP_002885234.1	XP_006299635.1
OG0016048	XP_002883101.1	XP_006299483.1
OG0016049	XP_002883103.2	XP_006297202.1
OG0016050	XP_002883105.1	XP_006297248.1
OG0016051	XP_020887102.1	XP_006296830.1
OG0016052	XP_002865471.1	XP_006281554.1
OG0016053	XP_002883120.1	XP_006298957.1
OG0016054	XP_002883128.1	XP_006296982.1
OG0016055	XP_020888948.1	XP_006296923.1
OG0016056	XP_002885268.1	XP_023641197.1
OG0016057	XP_020886170.1	XP_023642645.1
OG0016058	XP_020887506.1	XP_006299842.1
OG0016059	XP_002883152.1	XP_023642079.1
OG0016060	XP_002885283.1	XP_006299375.1
OG0016061	XP_020886740.1	XP_023641591.1
OG0016062	XP_020889364.1	XP_023642538.1
OG0016063	XP_020887466.1	XP_023641762.1
OG0016064	XP_020887706.1	XP_006296994.1
OG0016065	XP_002885299.1	XP_006298745.1
OG0016066	XP_002883167.1	XP_023641830.1
OG0016067	XP_020887980.1	XP_006296929.2
OG0016068	XP_020886191.1	XP_006297790.1
OG0016069	XP_002883182.1	XP_006297582.1
OG0016070	XP_020888785.1	XP_006297988.1
OG0016071	XP_020887495.1	XP_006297200.1
OG0016072	XP_020887492.1	XP_006297934.1
OG0016073	XP_020887978.1	XP_006300009.1
OG0016074	XP_020886412.1	XP_006296879.1
OG0016075	XP_002883204.1	XP_006298467.1
OG0016076	XP_020889032.1	XP_006298503.1
OG0016077	XP_002885351.1	XP_006297584.1
OG0016078	XP_020886762.1	XP_006299613.2
OG0016079	XP_020888885.1	XP_006296919.1
OG0016080	XP_020887098.1	XP_006297113.1
OG0016081	XP_020889339.1	XP_023641567.1
OG0016082	XP_020886681.1	XP_006297698.1
OG0016083	XP_002885395.1	XP_023642200.1
OG0016084	XP_002883265.1	XP_006300184.1
OG0016085	XP_020888533.1	XP_006297133.1
OG0016086	XP_002885406.1	XP_006299878.1
OG0016087	XP_020887932.1	XP_006298296.1
OG0016088	XP_020871995.1	XP_006280638.1
OG0016089	XP_002864196.1	XP_006280339.2
OG0016090	XP_020867000.1	XP_006281914.1
OG0016091	XP_020886660.1	XP_023637992.1
OG0016092	XP_002883801.1	XP_023642147.1
OG0016093	XP_020872970.1	XP_006284269.1
OG0016094	XP_020872923.1	XP_023634809.1
OG0016095	XP_020872976.1	XP_006284405.1
OG0016096	XP_020872977.1	XP_006284346.2
OG0016097	XP_020875111.1	XP_006283665.1
OG0016098	XP_020873180.1	XP_006282882.1
OG0016100	XP_002870875.2	XP_006293303.1
OG0016101	XP_020874154.1	XP_006285023.1
OG0016102	XP_002870570.1	XP_023633925.1
OG0016103	XP_002868526.1	XP_023634911.1
OG0016104	XP_002870488.1	XP_023634514.1
OG0016105	XP_002865608.2	XP_023638972.1
OG0016106	XP_002863847.1	XP_006280492.2
OG0016107	XP_002865587.1	XP_006280608.1
OG0016108	XP_020868059.1	XP_006280050.1
OG0016109	XP_002885592.2	XP_006298598.2
OG0016110	XP_020888480.1	XP_006297681.1
OG0016111	XP_002883413.1	XP_006298479.1
OG0016112	XP_020888899.1	XP_006297409.1
OG0016113	XP_002886312.1	XP_006298774.1
OG0016114	XP_002883381.1	XP_006299940.1
OG0016115	XP_002883372.1	XP_023642494.1
OG0016116	XP_020886700.1	XP_006299103.1
OG0016117	XP_020888456.1	XP_023641806.1
OG0016118	XP_002885450.1	XP_006297865.1
OG0016119	XP_002885449.1	XP_006298779.1
OG0016120	XP_020887249.1	XP_006299891.1
OG0016121	XP_002883301.1	XP_006298007.2
OG0016122	XP_020888978.1	XP_006298250.2
OG0016123	XP_020889385.1	XP_006297135.1
OG0016124	XP_002883273.1	XP_023642211.1
OG0016125	XP_020874265.1	XP_006285674.1
OG0016126	XP_020872841.1	XP_006283119.1
OG0016127	XP_002865440.2	XP_023644054.1
OG0016128	XP_002888502.1	XP_006302789.1
OG0016129	XP_020889940.1	XP_023643360.1
OG0016130	XP_002887023.1	XP_006302104.1
OG0016131	XP_002888487.1	XP_006300544.1
OG0016132	XP_002887012.2	XP_006302286.1
OG0016133	XP_020865642.1	XP_006302700.1
OG0016134	XP_020891471.1	XP_006300806.1
OG0016135	XP_002886983.1	XP_006302171.1
OG0016136	XP_020865895.1	XP_006302313.2
OG0016137	XP_002888465.1	XP_006301376.1
OG0016138	XP_020890403.1	XP_023642983.1
OG0016139	XP_002888306.1	XP_006300706.2
OG0016140	XP_020890919.1	XP_006300479.1
OG0016141	XP_020867410.1	XP_006279918.1
OG0016142	XP_002886771.2	XP_006302143.2
OG0016143	XP_002886801.2	XP_023643188.1
OG0016144	XP_020867459.1	XP_023642882.1
OG0016145	XP_002894582.1	XP_006300408.1
OG0016146	XP_020878900.1	XP_006287631.1
OG0016147	XP_020878906.1	XP_006287368.1
OG0016148	XP_020877976.1	XP_006287826.1
OG0016149	XP_002871838.1	XP_006287025.1
OG0016150	XP_002873911.1	XP_006286401.1
OG0016151	XP_002873908.1	XP_006289483.1
OG0016152	XP_002873901.2	XP_006289251.1
OG0016153	XP_020878952.1	XP_006287650.2
OG0016154	XP_020878824.1	XP_006289709.1
OG0016155	XP_002873877.1	XP_006289696.1
OG0016156	XP_002871809.1	XP_006288483.1
OG0016157	XP_020878074.1	XP_006287784.1
OG0016158	XP_002865742.1	XP_006282171.1
OG0016159	XP_020871665.1	XP_006281170.2
OG0016160	XP_020885565.1	XP_023642506.1
OG0016162	XP_020886943.1	XP_006297289.1
OG0016163	XP_020880987.1	XP_006291191.1
OG0016164	XP_020880981.1	XP_006292375.2
OG0016165	XP_002877853.1	XP_006291364.1
OG0016166	XP_020879657.1	XP_006290738.1
OG0016167	XP_002877845.1	XP_006292369.2
OG0016168	XP_020882534.1	XP_023639233.1
OG0016169	XP_002877832.1	XP_006292000.1
OG0016170	XP_020875190.1	XP_006282634.1
OG0016171	XP_020880432.1	XP_006291700.1
OG0016172	XP_020880126.1	XP_023638388.1
OG0016173	XP_020880125.1	XP_006291668.1
OG0016174	XP_020881152.1	XP_006292185.1
OG0016175	XP_020880405.1	XP_006290847.1
OG0016176	XP_002877814.1	XP_006291778.2
OG0016177	XP_020880406.1	XP_006291288.1
OG0016178	XP_002876093.1	XP_006291174.1
OG0016179	XP_020881681.1	XP_006292663.2
OG0016180	XP_002877796.1	XP_023638335.1
OG0016181	XP_020879927.1	XP_023639307.1
OG0016182	XP_002876076.1	XP_006291123.1
OG0016183	XP_020869576.1	XP_023644677.1
OG0016184	XP_020868849.1	XP_023644716.1
OG0016185	XP_002892026.1	XP_006305182.2
OG0016186	XP_020870510.1	XP_023633010.1
OG0016187	XP_002892034.1	XP_006307695.1
OG0016188	XP_002892036.1	XP_023644739.1
OG0016189	XP_020867970.1	XP_006305215.1
OG0016190	XP_002892038.1	XP_006306838.2
OG0016191	XP_020867965.1	XP_006303692.1
OG0016192	XP_020867972.1	XP_006305307.1
OG0016193	XP_020870062.1	XP_023645093.1
OG0016194	XP_020870069.1	XP_006307592.1
OG0016195	XP_020869976.1	XP_006307577.1
OG0016196	XP_020869665.1	XP_023645161.1
OG0016197	XP_002892055.1	XP_006303976.1
OG0016198	XP_002889364.1	XP_006305749.1
OG0016199	XP_020869315.1	XP_006307480.1
OG0016200	XP_020870179.1	XP_006307379.1
OG0016201	XP_020870178.1	XP_006306019.1
OG0016202	XP_020870010.1	XP_023645242.1
OG0016203	XP_020868096.1	XP_006303980.1
OG0016204	XP_002885842.1	XP_006293074.1
OG0016205	XP_020868090.1	XP_006304532.2
OG0016206	XP_002892100.1	XP_006305510.1
OG0016207	XP_002889399.1	XP_006307128.2
OG0016208	XP_002892112.1	XP_006306036.1
OG0016209	XP_020869574.1	XP_006305036.1
OG0016210	XP_020868989.1	XP_006306829.1
OG0016211	XP_002889416.2	XP_006303299.1
OG0016212	XP_002892126.1	XP_006303463.1
OG0016213	XP_020868323.1	XP_006306852.1
OG0016214	XP_020869285.1	XP_006305556.1
OG0016215	XP_002889457.1	XP_006306694.1
OG0016216	XP_002892159.1	XP_006306146.2
OG0016217	XP_002889458.1	XP_023645271.1
OG0016218	XP_002892169.1	XP_006306944.1
OG0016219	XP_002892172.2	XP_006305658.2
OG0016220	XP_020870437.1	XP_006305052.1
OG0016221	XP_002889473.1	XP_006306750.1
OG0016222	XP_020869188.1	XP_023645335.1
OG0016223	XP_002889489.1	XP_006304427.1
OG0016224	XP_002889495.1	XP_006307620.1
OG0016225	XP_002892209.1	XP_006303192.1
OG0016226	XP_020869407.1	XP_006304026.1
OG0016227	XP_002892226.1	XP_006303956.1
OG0016228	XP_020867467.1	XP_006303397.1
OG0016230	XP_020867915.1	XP_006305960.1
OG0016231	XP_020870369.1	XP_023645134.1
OG0016232	XP_002889530.1	XP_006307306.1
OG0016233	XP_002892257.1	XP_006304927.1
