Orthogroup	Camelina_sativa	Odontarrhena_muralis
OG0015498	XP_010470045.1, XP_010510576.1, XP_010414480.1	Om007G283220
OG0015499	XP_010414494.1, XP_010510593.1, XP_010470057.1	Om007G283380
OG0015500	XP_010470061.1, XP_010414497.1, XP_010510611.1	Om007G283430
OG0015501	XP_019093503.1, XP_019101465.1, XP_019082780.1	Om007G283480
OG0015502	XP_010470101.1, XP_010414549.1, XP_010510641.1	Om007G283760
OG0015503	XP_010414582.1, XP_010470130.1, XP_010510677.1	Om007G283900
OG0015504	XP_010510680.1, XP_010470135.1, XP_010414585.1	Om007G283930
OG0015505	XP_010414587.1, XP_010474013.2, XP_010510682.1	Om007G283950
OG0015506	XP_010473199.1, XP_010417954.1, XP_010510695.1	Om007G283990
OG0015507	XP_010414605.1, XP_010470154.1, XP_010510698.1	Om007G284050
OG0015508	XP_010417936.1, XP_010473182.1, XP_010510719.1	Om007G284270
OG0015509	XP_010417851.1, XP_010473095.1, XP_010510820.1	Om007G285110
OG0015510	XP_010473097.1, XP_010510816.1	Om007G285090
OG0015511	XP_010473107.1, XP_010417869.1, XP_010510805.1	Om007G285010
OG0015512	XP_010417872.1, XP_010510799.1, XP_010473112.1	Om007G284930
OG0015514	XP_010510779.1, XP_019083608.1, XP_010473134.1	Om007G284770
OG0015515	XP_010417833.1, XP_010473072.1, XP_010510846.1	Om007G285290
OG0015516	XP_010473071.1, XP_010417832.1	Om007G285300
OG0015517	XP_019101500.1, XP_010473056.1, XP_010417817.1	Om007G285430
OG0015518	XP_010417815.1, XP_010510872.1, XP_010473054.1	Om007G285450
OG0015519	XP_010510853.1, XP_010473069.1, XP_010417828.1	Om007G285460
OG0015520	XP_010510740.1, XP_010473162.1	Om007G285540
OG0015521	XP_010508611.1, XP_010517728.1, XP_010506023.1	Om006G234300
OG0015522	XP_010487849.1, XP_010475538.1	Om001G028820
OG0015523	XP_010426543.1, XP_010456324.1, XP_010419538.1	Om004G157120
OG0015524	XP_010429676.1, XP_010472681.1, XP_010417446.1	Om005G199380
OG0015525	XP_010429668.1, XP_010472675.1, XP_010417439.1	Om004G149390
OG0015526	XP_010472659.1, XP_010417419.1, XP_019085147.1	Om004G151030
OG0015528	XP_010472654.1, XP_010417410.1, XP_010429646.1	Om002G062040
OG0015529	XP_010417402.1, XP_010472647.1, XP_010429640.1	Om004G150970
OG0015530	XP_019093703.1, XP_010417399.1, XP_010429637.1	Om002G059890
OG0015531	XP_010429624.1, XP_010417388.1, XP_010472638.1	Om004G150380
OG0015532	XP_010429602.1, XP_010417367.1, XP_010417366.1, XP_010472616.1	Om003G125840
OG0015533	XP_010429586.1, XP_010417345.1, XP_010472586.1	Om004G150890
OG0015534	XP_010448136.1, XP_010438617.1, XP_010433372.1	Om001G020370
OG0015535	XP_010496304.1, XP_010485414.1, XP_010435625.1	Om002G042650
OG0015536	XP_010496295.1, XP_010435635.1, XP_010485400.1	Om002G042570
OG0015537	XP_010485358.1, XP_010496438.1, XP_010435672.1	Om002G042310
OG0015538	XP_010435675.1, XP_010485353.1, XP_010496433.1	Om002G042260
OG0015539	XP_010499311.1, XP_010460585.1, XP_010478173.1	Om007G288380
OG0015540	XP_010497109.1, XP_019098220.1	Om002G042160
OG0015541	XP_010496424.1, XP_010435683.1, XP_010497035.1, XP_010496441.2	Om002G042090
OG0015542	XP_010496891.1, XP_010496414.1	Om002G042040
OG0015543	XP_010507643.1, XP_010487872.1, XP_010466074.1	Om002G042030
OG0015544	XP_010496404.1, XP_010496895.1	Om002G042000
OG0015545	XP_010496815.1, XP_010424022.1, XP_010490483.1	Om004G177460
OG0015546	XP_010486393.1, XP_010462347.1, XP_010464463.1	Om004G177420
OG0015547	XP_010490489.1, XP_010424012.2, XP_010496824.1	Om004G177390
OG0015548	XP_010490491.1, XP_010424009.1, XP_010456345.1	Om004G177360
OG0015549	XP_010483145.1, XP_010443319.1, XP_010451396.1	Om004G177350
OG0015550	XP_019093593.1, XP_019101405.1, XP_010414284.1	Om004G177320
OG0015551	XP_019089967.1, XP_019097284.1, XP_019084410.1	Om004G177310
OG0015552	XP_010424000.1, XP_010451932.1, XP_010490501.1, XP_010456346.1	Om004G177220
OG0015553	XP_010456347.1, XP_010423996.1, XP_010490504.1	Om004G177170
OG0015554	XP_010423995.1, XP_010451934.1, XP_010490506.1	Om004G177150
OG0015555	XP_010433479.1, XP_010438736.1, XP_010448252.1	Om002G065070
OG0015556	XP_010448209.1, XP_010438695.1, XP_010433438.1	Om006G233940
OG0015557	XP_010517690.1, XP_010485525.1, XP_010463557.1	Om002G043010
OG0015558	XP_010463567.1, XP_010418364.1, XP_010485532.1	Om002G043060
OG0015559	XP_010445019.1, XP_010485446.1, XP_010463602.1	Om002G043390
OG0015560	XP_010445700.1, XP_010485447.1, XP_010463604.1	Om002G043400
OG0015561	XP_010463605.1, XP_010485449.1, XP_019099336.1	Om002G043420
OG0015562	XP_010455021.1, XP_010463613.1, XP_010485455.1	Om002G043470
OG0015563	XP_010468719.1, XP_010463629.1, XP_010485473.1	Om002G043600
OG0015564	XP_010485470.1, XP_010463631.1, XP_010469616.1	Om002G043610
OG0015565	XP_010490331.1, XP_010463648.1, XP_010485489.1	Om002G043750
OG0015566	XP_010467974.1, XP_010417325.1, XP_010489648.1	Om002G043980, Om006G272850
OG0015567	XP_010467975.1, XP_010463690.1, XP_010485590.2	Om002G044020
OG0015568	XP_010500992.1, XP_010463693.1	Om002G044040
OG0015569	XP_010501789.1, XP_010485611.1, XP_010463708.1	Om002G044180
OG0015570	XP_010485624.1, XP_010503399.1, XP_010463730.1	Om002G044310
OG0015571	XP_010485634.1, XP_010463738.1, XP_010504847.1, XP_010489651.1	Om002G044430
OG0015572	XP_010485635.1, XP_010504964.1, XP_010463739.1	Om002G044440
OG0015573	XP_010508189.1, XP_010485662.1, XP_010463777.1	Om002G044710
OG0015574	XP_010511433.1, XP_010485692.1, XP_010463801.1	Om002G045050
OG0015575	XP_010463825.1, XP_010513283.1, XP_019096318.1, XP_010485714.1	Om002G045230
OG0015576	XP_010485727.2, XP_010463834.1	Om002G045300
OG0015577	XP_010463855.1, XP_010515509.1, XP_010485751.1	Om002G045510
OG0015578	XP_010412703.1, XP_010485787.1, XP_010463888.1	Om002G045860
OG0015579	XP_010463904.1, XP_010485796.1	Om002G045940
OG0015580	XP_010485809.1, XP_010463914.1, XP_010414155.1	Om002G046220
OG0015581	XP_010418480.1, XP_010463962.1, XP_010489673.1	Om002G046560
OG0015582	XP_010463968.1, XP_010417695.1, XP_010485865.1	Om002G046630
OG0015583	XP_010464026.1, XP_019100000.1, XP_010485917.1	Om002G047140
OG0015584	XP_010425089.1, XP_010485958.1, XP_010464045.1	Om002G047330
OG0015585	XP_010428225.1, XP_010464077.1	Om002G047620
OG0015586	XP_010426613.1, XP_010426982.1, XP_010485984.1, XP_010464065.1	Om002G047530
OG0015587	XP_010464092.1, XP_010486019.1, XP_010430058.1	Om002G047820
OG0015588	XP_010430169.1, XP_010464093.1, XP_010486020.1	Om002G047830
OG0015589	XP_010431108.1, XP_010486044.1, XP_010464114.1	Om002G048000
OG0015590	XP_010486051.1, XP_010431849.1, XP_010464126.1	Om002G048080
OG0015591	XP_010413597.1, XP_010469222.1, XP_010512324.1	Om003G124750
OG0015592	XP_010486146.1, XP_010439287.1, XP_010464209.1	Om002G048960
OG0015593	XP_010464215.1, XP_010439900.1, XP_019097101.1	Om002G049020
OG0015594	XP_010445311.1, XP_010464273.1, XP_010486214.1	Om002G049520
OG0015595	XP_010486226.1, XP_010464314.1, XP_010446491.1	Om002G049670
OG0015596	XP_010486994.1, XP_010465045.1, XP_010499364.1	Om002G056470, Om001G039140
OG0015597	XP_019096832.1, XP_010447262.1, XP_019092440.1	Om002G049740
OG0015598	XP_010447682.1, XP_010464303.1, XP_010486238.1	Om002G049770
OG0015599	XP_010464319.1, XP_010486254.1	Om002G049840
OG0015600	XP_010464320.1, XP_010449209.1	Om002G049860
OG0015601	XP_010451051.1, XP_010486277.1, XP_010464350.1	Om002G050020
OG0015602	XP_010464354.1, XP_010486282.1, XP_010451395.1	Om002G050050
OG0015603	XP_010452569.1, XP_010486309.1, XP_010464371.1	Om002G050210
OG0015604	XP_010486317.1, XP_019100506.1, XP_010464385.1	Om002G050300
OG0015605	XP_010456375.1, XP_010486333.1, XP_010464400.1	Om002G050420
OG0015606	XP_010486336.1, XP_010456598.1, XP_010464405.1	Om002G050450
OG0015607	XP_010456734.1, XP_010486338.1, XP_010464409.1	Om002G050480
OG0015608	XP_010486348.1, XP_010457416.1, XP_010464417.1	Om002G050580
OG0015609	XP_010486358.1, XP_010458478.1, XP_010464427.1	Om002G050650
OG0015610	XP_010458724.1, XP_010486360.1, XP_010464429.1	Om002G050660
OG0015611	XP_010486381.1, XP_010460888.1, XP_010464448.1	Om002G050830
OG0015612	XP_010464523.1, XP_010467441.1, XP_019096162.1	Om002G051410
OG0015613	XP_019092910.1, XP_010467712.1, XP_010486452.1	Om002G051450
OG0015614	XP_010517446.1, XP_010508886.1	Om008G330160
OG0015615	XP_010517444.1, XP_010505752.1, XP_010508887.1	Om008G330190
OG0015616	XP_010505717.1, XP_010508914.1, XP_010517409.1	Om008G330600
OG0015617	XP_010517376.1, XP_010505694.1, XP_010508941.1	Om008G331280
OG0015618	XP_010508949.1, XP_010505689.1, XP_010517370.1	Om008G331240
OG0015619	XP_010517318.1, XP_010505646.1, XP_010508994.1	Om008G331640
OG0015620	XP_010517315.1, XP_010508996.1, XP_010505645.1	Om008G331670
OG0015621	XP_010517256.1, XP_010507623.1, XP_010509063.1	Om008G332340
OG0015622	XP_010505615.1, XP_010517289.1, XP_010509015.1	Om008G331970
OG0015623	XP_010509072.1, XP_010505572.1, XP_010517244.1	Om008G332520
OG0015624	XP_010509077.1, XP_010505567.1, XP_010517240.1	Om008G332610
OG0015625	XP_010509085.2, XP_010509081.2, XP_010505563.1, XP_010517235.1	Om008G332650
OG0015626	XP_010505118.1, XP_010509535.1, XP_010516798.1	Om008G337970
OG0015627	XP_010516842.1, XP_010505162.1, XP_010509489.1	Om008G337380
OG0015628	XP_019096141.1, XP_010465004.1	Om008G332970
OG0015629	XP_010509482.1, XP_010516851.1, XP_010505173.1	Om008G337210
OG0015630	XP_010507580.1, XP_010513022.1, XP_010516885.1	Om008G336880
OG0015631	XP_010509433.1, XP_010507584.1	Om008G336580
OG0015632	XP_010505246.1, XP_019100761.1, XP_010516932.1	Om008G336340
OG0015633	XP_019099761.1, XP_010509406.1, XP_010412908.1	Om008G336270
OG0015634	XP_010516956.1, XP_010505274.1, XP_010509391.1	Om008G336100
OG0015635	XP_010509392.1, XP_010516955.1	Om008G336110
OG0015636	XP_010514145.1, XP_010488643.1, XP_010466958.1	Om002G075310
OG0015637	XP_010509368.1, XP_010516978.1, XP_010505295.1	Om008G335970
OG0015638	XP_010516983.1, XP_010505300.1, XP_010509363.1	Om008G335930
OG0015639	XP_010516984.1, XP_010509362.1, XP_010505301.1	Om008G335920
OG0015640	XP_010509350.1, XP_010505314.1, XP_010517000.1	Om008G335800
OG0015641	XP_010509325.1, XP_010517023.1, XP_010505342.1	Om008G335430
OG0015642	XP_010517036.1, XP_010505357.1	Om008G335240
OG0015643	XP_010509296.1, XP_010517038.1, XP_010505358.1	Om008G335220
OG0015644	XP_010505509.1, XP_010517170.1, XP_010509156.1	Om008G333340
OG0015645	XP_010517155.1, XP_010505491.1, XP_010509139.1	Om008G333430
OG0015646	XP_010505485.1, XP_010509138.1, XP_010517152.1	Om008G333540
OG0015647	XP_010517104.1, XP_010505431.1, XP_010509216.1	Om008G334250
OG0015648	XP_010517101.1, XP_010509220.1, XP_010505428.1	Om008G334300
OG0015649	XP_010517090.1, XP_010509230.1, XP_010505417.1	Om008G334560
OG0015651	XP_019101297.1, XP_010505098.1, XP_010516783.1	Om008G338120
OG0015652	XP_010497304.1, XP_010476658.1, XP_010459105.1	Om005G196450
OG0015653	XP_010459109.1, XP_010476662.1, XP_010497346.1	Om005G196490
OG0015654	XP_010476707.1, XP_010497649.1, XP_010459146.1	Om005G196990
OG0015655	XP_010459164.1, XP_010476731.1	Om005G197180
OG0015656	XP_010476756.1, XP_010497853.1, XP_010459185.1	Om005G197390
OG0015657	XP_010497984.1, XP_010459205.1, XP_010476778.1	Om005G197610
OG0015658	XP_010459254.1, XP_010498035.1, XP_010476831.1	Om005G198020
OG0015659	XP_010498049.1, XP_010459270.1, XP_010476841.1	Om005G198100
OG0015660	XP_019099048.1, XP_010459298.1	Om005G198390
OG0015661	XP_019097084.1, XP_019091347.1, XP_019095105.1	Om005G198780
OG0015662	XP_010459344.1, XP_010476903.1, XP_010498102.1	Om005G198770
OG0015663	XP_010498099.1, XP_010459342.1, XP_010476898.1	Om005G198750
OG0015664	XP_010476892.1, XP_010459336.1, XP_010498095.1	Om005G198710
OG0015665	XP_010476886.1, XP_010459324.1, XP_010498084.1	Om005G198630
OG0015666	XP_010476915.1, XP_010498126.1	Om005G198870
OG0015667	XP_010498147.1, XP_010476936.1, XP_010459380.1	Om005G199160
OG0015668	XP_010459439.2, XP_010477001.2, XP_010498214.1	Om005G199810
OG0015669	XP_010459432.1, XP_010498197.1, XP_010476991.1	Om005G199700
OG0015670	XP_010476985.1, XP_010498195.1, XP_010459422.1	Om005G199670
OG0015671	XP_010476967.1, XP_010459413.2, XP_010498181.1	Om005G199560
OG0015672	XP_010416190.1, XP_010471439.1	Om004G140700
OG0015673	XP_010477064.1, XP_010459504.1, XP_010498277.1	Om005G200470
OG0015674	XP_010459525.1, XP_010477079.1, XP_010498287.1	Om005G200680
OG0015675	XP_010459532.1, XP_010498292.1, XP_010477087.1	Om005G200720
OG0015676	XP_010498301.1, XP_010477097.1, XP_010459549.1	Om005G200840
OG0015677	XP_010462782.1, XP_010498315.1, XP_010477109.1	Om005G200930
OG0015678	XP_010498323.1, XP_010459569.1, XP_010477119.1	Om005G200970
OG0015679	XP_010498345.1, XP_010459594.1, XP_010477138.1	Om005G201230
OG0015680	XP_010477143.1, XP_010498348.1, XP_010459600.1	Om005G201260
OG0015681	XP_010477149.1, XP_010498355.1, XP_010459606.1	Om005G201290
OG0015682	XP_010498361.1, XP_010477162.1, XP_019094419.1, XP_010459613.1	Om005G201390
OG0015683	XP_010459694.1, XP_010501533.1, XP_010477243.1	Om005G202260
OG0015684	XP_010477295.1, XP_010459736.1, XP_010498486.1	Om005G202610
OG0015685	XP_010477300.1, XP_010459741.1, XP_010459742.1	Om005G202640
OG0015686	XP_010498498.1, XP_010477315.1	Om005G202710
OG0015687	XP_010459778.1, XP_010477342.1, XP_010498528.1	Om005G203030
OG0015688	XP_010459799.1, XP_010477363.1, XP_010498558.1	Om005G203260
OG0015689	XP_010498608.1, XP_010462822.1, XP_010496335.1	Om005G203890
OG0015690	XP_010459878.1, XP_010496320.1, XP_010498617.1	Om005G203960
OG0015691	XP_010496319.1, XP_010498618.1	Om005G203970
OG0015692	XP_010480584.1	Om005G204140
OG0015693	XP_010477426.1, XP_010498635.1, XP_010459899.1	Om005G204180
OG0015694	XP_010459900.1, XP_010477427.1, XP_010498636.1	Om005G204200
OG0015695	XP_010457618.2, XP_019094902.1, XP_010484909.1	Om005G182660
OG0015696	XP_010477470.1, XP_019097153.1	Om005G204630
OG0015697	XP_019091948.1, XP_010498682.1, XP_010477479.1	Om005G204680
OG0015698	XP_010460003.1, XP_010477507.1, XP_010498716.1	Om005G204980
OG0015699	XP_010477520.1, XP_010460017.1, XP_019099143.1	Om005G205120
OG0015700	XP_010498749.1, XP_010477528.1, XP_010460028.1	Om005G205200
OG0015701	XP_010460047.1, XP_010477552.1, XP_010498766.1	Om005G205330
OG0015702	XP_010498783.1, XP_010477571.1, XP_010460064.1	Om005G205550
OG0015703	XP_010477573.1, XP_019091204.1	Om005G205570
OG0015704	XP_010498792.1, XP_010460076.1, XP_010477582.1	Om005G205630
OG0015705	XP_010460086.1, XP_010477594.1, XP_010498812.1	Om005G206950
OG0015706	XP_010460100.1, XP_010477607.1, XP_010498823.1	Om004G143400
OG0015707	XP_010498847.1, XP_010460125.1, XP_010477634.1	Om004G143760
OG0015708	XP_010477687.1, XP_010498894.2, XP_010460161.1	Om004G144460
OG0015709	XP_010477723.1, XP_010460174.1, XP_010498923.1	Om004G144550
OG0015710	XP_010477737.1, XP_010460186.1, XP_010498934.1	Om004G144690
OG0015711	XP_010487044.1, XP_010457867.1, XP_010475456.1	Om005G184550
OG0015712	XP_010477820.1, XP_010460268.1, XP_010499000.1	Om004G145510
OG0015713	XP_010477835.1, XP_010499015.1, XP_010460285.1	Om004G145990
OG0015714	XP_010477851.1, XP_010460306.1, XP_010499038.1	Om004G146220
OG0015715	XP_010415532.1, XP_010511932.1, XP_010470881.1	Om005G209830
OG0015716	XP_010499070.1, XP_010460334.1, XP_010460333.1, XP_010477878.1	Om004G146590
OG0015717	XP_010511896.1, XP_010470853.1, XP_010415520.1	Om005G210360
OG0015718	XP_010460363.1, XP_010477914.1	Om004G146780
OG0015719	XP_010477898.1, XP_010460345.1, XP_010499101.1	Om004G147020
OG0015720	XP_010499113.1, XP_010460384.1, XP_010477930.1	Om003G124950
OG0015721	XP_010499147.1, XP_010462911.1, XP_019094453.1	Om004G147610
OG0015722	XP_010478018.1, XP_010499173.1, XP_010460456.1	Om004G131990
OG0015723	XP_019097249.1, XP_019091453.1, XP_010478021.2	Om006G263420
OG0015724	XP_010477230.1, XP_010459683.1, XP_010498434.1	Om005G202140
OG0015725	XP_010461466.1, XP_010479068.1, XP_010500173.1	Om004G149350
OG0015726	XP_010500170.1, XP_010479067.1, XP_010461465.1	Om006G238540
OG0015727	XP_019094186.1, XP_010460505.1	Om004G151810
OG0015728	XP_010448594.1, XP_010439070.1, XP_010433801.1	Om007G280240
OG0015729	XP_010448584.1, XP_010433793.1, XP_010439063.1	Om002G051420
OG0015730	XP_019087352.1, XP_010433779.1, XP_010448571.1	Om005G185130
OG0015732	XP_010448552.1, XP_010439019.1, XP_010433755.1	Om007G291210
OG0015733	XP_010439005.1, XP_010433746.1, XP_019089720.1	Om007G315270
OG0015734	XP_010429545.1, XP_010417320.1	Om004G150560
OG0015735	XP_010448531.1, XP_010438983.1, XP_010433737.1	Om007G285620
OG0015736	XP_010433728.1, XP_010438973.1, XP_010448522.1	Om007G285670
OG0015737	XP_010433723.1, XP_010438965.1, XP_010448515.1	Om007G285690
OG0015738	XP_010438964.1, XP_010433720.1, XP_019089610.1	Om008G333230
OG0015739	XP_010448501.1, XP_010438955.1, XP_010433709.1	Om006G273970
OG0015740	XP_010448485.1, XP_010433693.1, XP_010438932.1	Om007G285930
OG0015741	XP_010438926.1, XP_019089437.1	Om007G286000
OG0015743	XP_010448443.1, XP_019086223.1, XP_010438889.1	Om007G286320
OG0015744	XP_010448415.1, XP_010438867.1, XP_010433619.1	Om007G286560
OG0015745	XP_010433633.1, XP_010438880.1	Om007G286430, Om011G365030
OG0015746	XP_010433636.1, XP_019087347.1, XP_010448433.1	Om007G286400
OG0015747	XP_010442698.1, XP_010444043.1	Om003G127070
OG0015748	XP_010488892.1, XP_010501379.1, XP_010458083.1	Om005G186450
OG0015749	XP_010433306.1, XP_010448080.1, XP_010438550.1	Om001G021450
OG0015750	XP_010438565.1, XP_010448090.1, XP_010433326.1	Om001G021270
OG0015751	XP_010429522.1, XP_010472527.1, XP_010417292.1	Om004G151690
OG0015752	XP_010429474.1, XP_010417238.1, XP_010472498.1	Om004G154600
OG0015753	XP_010429481.1, XP_010472502.1, XP_010417247.1	Om001G007990
OG0015754	XP_010417214.1, XP_010472467.1, XP_010429441.1	Om003G095560
OG0015755	XP_010429341.1, XP_010417128.1, XP_019093082.1	Om004G152330, Om004G155250
OG0015756	XP_010472359.1, XP_019083732.1, XP_019085798.1	Om002G046770
OG0015757	XP_010472342.1, XP_010417098.1, XP_010429295.1	Om004G152090
OG0015758	XP_010472335.1, XP_019082704.1, XP_010429288.1	Om004G152020
OG0015759	XP_010472333.1, XP_010429281.1, XP_010417085.1	Om004G151310
OG0015760	XP_010433309.1, XP_010438548.1, XP_010448076.1	Om001G021460
OG0015761	XP_010472309.1, XP_010417066.1, XP_010429255.1	Om004G154470
OG0015762	XP_010472281.1, XP_010419272.1, XP_010429218.1	Om004G154340
OG0015763	XP_010417016.1, XP_010429179.1, XP_010472245.1	Om004G154050
OG0015764	XP_010515963.1, XP_010504240.1	Om006G253350
OG0015765	XP_010417003.1, XP_010472233.1, XP_010429166.1	Om004G153820
OG0015766	XP_010416961.1, XP_019085079.1, XP_010474410.1, XP_010474411.1, XP_019098788.1	Om004G153550
OG0015767	XP_010429115.1, XP_010472192.1, XP_010416952.1	Om004G153500
OG0015768	XP_010472193.1, XP_010416953.1, XP_010429116.1	Om004G153490
OG0015769	XP_010429091.1, XP_010416926.1, XP_010472165.1	Om004G155840
OG0015770	XP_010472161.1, XP_010416921.1, XP_010429085.1	Om004G155890
OG0015771	XP_010472148.1, XP_010429070.1, XP_010416904.1	Om004G156000
OG0015772	XP_010472092.1, XP_010429008.1, XP_010416855.1	Om004G156420
OG0015773	XP_010428997.1, XP_010472080.1, XP_010416844.1	Om001G033090
OG0015774	XP_010416842.1, XP_010428994.1	Om004G156570
OG0015775	XP_010472073.1	Om004G156680
OG0015776	XP_010496186.1, XP_010458951.1, XP_010476506.1	Om005G194750
OG0015777	XP_010476495.1, XP_010496046.1, XP_010458936.1	Om005G194510
OG0015778	XP_010476480.1, XP_010495921.1, XP_010458924.1	Om005G194420
OG0015779	XP_010495910.1, XP_010476479.1, XP_010458923.1	Om005G194410
OG0015780	XP_010495872.2, XP_010458915.1, XP_010476477.1	Om005G194390
OG0015781	XP_010458909.1, XP_010495829.1, XP_010476463.1	Om005G194270
OG0015782	XP_010458873.1, XP_010476435.1, XP_010495714.1	Om005G193980
OG0015783	XP_010495699.1, XP_010458869.1, XP_010476431.1	Om005G194020
OG0015784	XP_010495613.1, XP_010458848.1, XP_010476412.1	Om005G193810
OG0015785	XP_010458853.1, XP_010495643.1, XP_010476417.1	Om005G193860
OG0015786	XP_019091402.1, XP_010495511.1, XP_010476384.1	Om005G193650
OG0015787	XP_010476357.1, XP_010495386.1, XP_010458805.1	Om005G193390
OG0015788	XP_019098475.1, XP_019098976.1, XP_010458773.1	Om005G192940
OG0015790	XP_010476308.1, XP_010495042.1, XP_010458762.1	Om005G192860
OG0015791	XP_010458738.1, XP_010494820.1, XP_010476281.1	Om005G192540
OG0015792	XP_010458694.1, XP_010476236.1, XP_010494456.1	Om005G192130
OG0015793	XP_010494342.1, XP_010458683.1	Om005G192040
OG0015794	XP_010476220.1, XP_010458675.1, XP_010494221.1	Om005G191950
