Orthogroup	Camelina_sativa	Aethionema_saxatile
OG0016019	XP_010444078.1, XP_010483943.1, XP_010458214.1	As009G218590
OG0016020	XP_010458417.1, XP_010444059.1, XP_010483917.1	As009G218690
OG0016021	XP_010458538.1, XP_010483900.1, XP_010444042.1	As009G218790
OG0016022	XP_010458549.1, XP_010444041.1, XP_010483899.1	As009G218810
OG0016023	XP_019088366.1, XP_010483971.1, XP_010459041.1	As009G219030
OG0016024	XP_010444115.1, XP_010483977.1, XP_010459179.1	As009G219080
OG0016025	XP_010444127.1, XP_010483987.1, XP_010459278.1	As009G219170
OG0016026	XP_010444154.1, XP_010484003.1	As009G219320
OG0016027	XP_010484014.1, XP_010459552.1, XP_010444180.1	As009G219400
OG0016028	XP_010484029.1, XP_010459797.1, XP_019088404.1	As009G219460
OG0016029	XP_010483481.1, XP_010454232.1, XP_010443626.1	As009G219590
OG0016030	XP_010443602.1	As009G219740
OG0016031	XP_010443591.1, XP_010483452.1, XP_010453831.1	As009G219820
OG0016032	XP_010453842.1, XP_010483453.1, XP_010443593.1	As009G219830
OG0016033	XP_010483445.1, XP_010443585.1, XP_010453760.1	As009G219890
OG0016034	XP_019088441.1, XP_010453709.1	As009G219930
OG0016035	XP_010453349.1, XP_010443540.1, XP_010483394.1	As009G220140
OG0016036	XP_010443537.1, XP_010453332.2, XP_010483388.1	As009G220160
OG0016037	XP_010515538.1, XP_010503827.1, XP_010431241.1	As010G220340
OG0016038	XP_010503811.1, XP_010426671.1, XP_010515523.1	As010G220380
OG0016039	XP_010426647.1, XP_010515487.1, XP_010503783.1	As010G220500
OG0016040	XP_010426619.1, XP_010515448.1	As010G220750
OG0016041	XP_010426590.1, XP_010503716.1, XP_010515406.1	As010G221020
OG0016042	XP_010426585.1, XP_010503713.1, XP_010515402.1	As010G221060
OG0016043	XP_010515398.1, XP_010503707.1, XP_010426581.1	As010G221100
OG0016044	XP_010515387.1, XP_010426568.1, XP_010503694.1	As010G221210
OG0016045	XP_010503678.1, XP_010515377.1	As010G221260
OG0016046	XP_010503667.1, XP_010426529.1, XP_010515364.1	As010G221320
OG0016047	XP_010426496.1, XP_019102305.1, XP_010503638.1	As010G221540
OG0016048	XP_010515322.1, XP_010503625.1, XP_010426485.1	As010G221630
OG0016049	XP_010503619.1, XP_010426480.1, XP_010515310.1	As010G221670
OG0016050	XP_010421276.1, XP_010454769.1, XP_010493613.1	As010G221780
OG0016051	XP_010503595.1, XP_010426441.1	As010G221910
OG0016052	XP_010507332.1, XP_010515252.1, XP_019085747.1	As010G222190
OG0016053	XP_010503546.1, XP_010426401.1, XP_010515235.1	As010G222250
OG0016054	XP_010515234.1, XP_010426402.1, XP_010503544.1	As010G222270
OG0016055	XP_010478363.1, XP_010460765.1, XP_010499506.1	As010G222470
OG0016056	XP_010515161.1, XP_010426336.1, XP_010503473.1	As010G222730
OG0016057	XP_010515158.1, XP_010426331.1, XP_010503468.1	As010G222750
OG0016058	XP_010426327.1, XP_010515155.1, XP_010503465.1	As010G222790
OG0016059	XP_010515147.1, XP_010426320.1	As010G222850
OG0016060	XP_010426312.1, XP_010515139.1, XP_010503454.1	As010G222890
OG0016061	XP_010503444.1, XP_010426288.1, XP_010515133.1	As010G222950
OG0016062	XP_010459656.1, XP_010459572.1, XP_010444178.1	As010G222960
OG0016063	XP_010426285.1, XP_010515127.1, XP_010503438.1	As010G223020
OG0016064	XP_010426281.1, XP_010515124.1, XP_010503436.1	As010G223060
OG0016065	XP_010515112.1, XP_010503423.1	As010G223150
OG0016066	XP_010515105.1, XP_010426264.1, XP_010503409.1	As010G223270
OG0016067	XP_010426247.1, XP_010515100.1, XP_010503395.1	As010G223330
OG0016068	XP_010503389.1, XP_010426233.1	As010G223380
OG0016069	XP_010515077.1, XP_010426217.1, XP_010503377.1	As010G223460
OG0016070	XP_010515068.1, XP_010426208.1, XP_010503367.1	As010G223500
OG0016071	XP_010503365.1, XP_010515067.1, XP_010426207.1	As010G223510
OG0016072	XP_010503350.1, XP_010426192.1, XP_010515055.1	As010G223600
OG0016073	XP_010515051.1, XP_010426186.1	As010G223640
OG0016074	XP_010515050.1, XP_010507281.1, XP_010426185.1	As010G223650
OG0016075	XP_010503343.1, XP_010426184.1, XP_010515049.1	As010G223660
OG0016076	XP_010503340.1, XP_010426182.1	As010G223690
OG0016077	XP_010426151.1, XP_010503313.1, XP_010515020.1	As010G224090
OG0016078	XP_010426137.1, XP_010507261.1, XP_010515009.1	As010G224180
OG0016079	XP_019099669.1, XP_010515001.1, XP_019084783.1	As010G224280
OG0016080	XP_010514981.1, XP_010503267.1, XP_010426094.1	As010G224480
OG0016081	XP_010514896.1, XP_010496797.1	As010G224980
OG0016082	XP_010425966.1, XP_010514879.1	As010G225260
OG0016083	XP_010425954.1, XP_010514868.1	As010G225320
OG0016084	XP_010503096.1, XP_010425859.1	As010G226200
OG0016085	XP_010503039.1, XP_010425818.1, XP_010514722.1	As010G226850
OG0016086	XP_010412484.1, XP_010503037.1, XP_019085465.1	As010G226900
OG0016087	XP_019085463.1, XP_010503028.1, XP_010514712.1	As010G227020
OG0016088	XP_019102154.1, XP_019100015.1	As010G227060
OG0016089	XP_010514237.1, XP_010502502.1, XP_010425271.1	As010G227080
OG0016090	XP_010503021.1, XP_010425801.1	As010G227190
OG0016091	XP_010474673.1, XP_010457245.1	As010G227480
OG0016092	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1	As010G228590
OG0016093	XP_010511681.1, XP_010470655.1, XP_010415323.1	As010G229120
OG0016094	XP_010415410.1, XP_010470746.1, XP_019100946.1	As010G229300
OG0016095	XP_010511809.1, XP_010415440.1, XP_010470764.1	As010G229620
OG0016096	XP_010415393.1, XP_010511761.1, XP_010470729.1	As010G229760
OG0016097	XP_010470818.1, XP_010511873.1, XP_010415491.1	As010G231290
OG0016098	XP_010470845.1, XP_010415516.1, XP_010511902.1	As010G231330
OG0016099	XP_010486970.1, XP_010499090.1, XP_010465025.1	As010G231500
OG0016100	XP_010470866.1, XP_010511886.1	As010G231570
OG0016101	XP_010470839.1, XP_010415509.1, XP_010511909.1	As010G231710
OG0016102	XP_010474226.1, XP_010470830.1, XP_010511922.1, XP_019101626.1, XP_019093324.1	As010G231820
OG0016103	XP_019101633.1, XP_010470872.1	As010G231830
OG0016104	XP_010511925.1, XP_010415530.1, XP_010470875.1	As010G231870
OG0016105	XP_010415528.1, XP_010470874.1	As010G232010
OG0016106	XP_010470894.1, XP_019101634.1, XP_010415548.1	As010G232200
OG0016107	XP_010415577.2, XP_010511962.1, XP_010470918.1	As010G232430
OG0016108	XP_010415578.1, XP_010470920.1, XP_010511961.1	As010G232440
OG0016109	XP_010511989.1, XP_010470939.1, XP_010415595.1	As010G232610
OG0016110	XP_010470938.1, XP_010415596.1, XP_010511988.1	As010G232620
OG0016111	XP_010470957.1, XP_019101643.1	As010G232710
OG0016112	XP_019093741.1, XP_010415653.1, XP_010512049.1	As010G232890
OG0016113	XP_010415670.1, XP_010512064.1, XP_010470999.1	As010G233020
OG0016114	XP_010512076.1, XP_010471003.1	As010G233070
OG0016115	XP_010474251.1, XP_010512093.1, XP_010415689.1	As010G233150
OG0016116	XP_010415700.1, XP_010512098.1, XP_010471016.1	As010G233200
OG0016117	XP_010493868.1, XP_010421479.1	As010G233370
OG0016118	XP_010427844.1, XP_010471061.1, XP_010415747.1	As010G233570
OG0016119	XP_010427849.1, XP_010471065.1	As010G233590
OG0016120	XP_010471085.1, XP_010427875.1, XP_010415771.1	As010G233740
OG0016121	XP_010427898.1, XP_010471095.1, XP_010415787.1	As010G233820
OG0016122	XP_010471116.1, XP_010427927.1, XP_010415806.1	As010G234020
OG0016123	XP_010471117.1, XP_010427928.1	As010G234040
OG0016124	XP_019084960.1, XP_019093505.1, XP_010415832.1	As010G234150
OG0016125	XP_010415836.1, XP_010471140.1, XP_010427952.1	As010G234170
OG0016126	XP_010415839.1, XP_010471146.1	As010G234220
OG0016127	XP_010471157.1, XP_010427979.1, XP_010415852.1	As010G234290
OG0016128	XP_010427985.1, XP_010471163.1, XP_010415860.1	As010G234340
OG0016129	XP_010471166.1, XP_010415866.1, XP_010427991.1	As010G234390
OG0016130	XP_010471171.1, XP_019083294.1, XP_010427995.1	As010G234470
OG0016131	XP_010415873.1, XP_010427996.1, XP_010471174.1	As010G234480
OG0016132	XP_010415879.2, XP_010471179.1, XP_010428001.1	As010G234510
OG0016133	XP_010415882.1, XP_010471182.1, XP_010428006.1	As010G234530
OG0016134	XP_010428015.2, XP_010415888.1, XP_010471187.1	As010G234570
OG0016135	XP_010471189.1, XP_010428019.1	As010G234600
OG0016136	XP_010428064.1, XP_010415941.1	As010G234920
OG0016137	XP_010472021.1, XP_010416784.1, XP_010428932.1	As010G235300
OG0016138	XP_010416767.1, XP_010428906.1, XP_010471999.1	As010G235440
OG0016139	XP_010471997.1, XP_010416764.1, XP_010428901.1	As010G235470
OG0016140	XP_010428875.1, XP_010416753.1	As010G235540
OG0016141	XP_010428850.1, XP_010471962.1, XP_010416722.1	As010G235760
OG0016142	XP_010428845.1, XP_010416716.1	As010G235800
OG0016143	XP_010471939.1, XP_010428823.1, XP_010416688.1	As010G236030
OG0016144	XP_010471931.1, XP_010416679.1, XP_010428816.1	As010G236100
OG0016145	XP_010416655.1, XP_010428793.1, XP_010471912.1	As010G236230
OG0016146	XP_010416616.1, XP_010471853.1, XP_010428758.1	As010G236550
OG0016147	XP_010428747.1, XP_010471838.1, XP_010416601.1	As010G236650
OG0016148	XP_010416598.1, XP_010471829.1, XP_010428736.1	As010G236730
OG0016149	XP_010416582.1, XP_010428726.1, XP_010471817.1	As010G236830
OG0016150	XP_010479593.1, XP_010416576.2, XP_010474367.1	As010G236910
OG0016151	XP_010412509.1, XP_010488742.1, XP_010467055.1	As010G236960
OG0016152	XP_010428708.1	As010G237000
OG0016153	XP_010471801.1, XP_010428707.1, XP_010416568.1	As010G237020
OG0016154	XP_010428697.1, XP_010471789.1, XP_010416555.1	As010G237090
OG0016155	XP_010428698.1, XP_010471790.1, XP_010416556.1	As010G237100
OG0016156	XP_010416535.1, XP_010471773.1, XP_010428676.1	As010G237270
OG0016157	XP_010428674.1, XP_010416532.1, XP_010471772.1	As010G237300
OG0016158	XP_010428666.1, XP_010471764.1	As010G237350
OG0016159	XP_010428662.1, XP_010471760.1, XP_010416521.1	As010G237400
OG0016160	XP_010471726.1, XP_010428633.1	As010G237640
OG0016161	XP_010416455.1, XP_010471685.1, XP_010471682.1, XP_010428592.1	As010G237840
OG0016162	XP_010428589.1, XP_019093083.1, XP_010416453.1	As010G237870
OG0016163	XP_019093119.1, XP_010416446.1, XP_010428582.1	As010G237940
OG0016164	XP_010500206.1, XP_010461501.1, XP_010479098.1	As010G237960
OG0016165	XP_010471656.1, XP_010416432.1, XP_010428568.1	As010G238130
OG0016166	XP_010471654.1, XP_010416425.1, XP_010428564.1	As010G238150
OG0016167	XP_010471648.1, XP_010416419.1, XP_010428559.1	As010G238180
OG0016168	XP_019082680.1, XP_010428537.1, XP_010471634.1	As010G238290
OG0016169	XP_010416373.1, XP_010471610.1, XP_010428513.1	As010G238500
OG0016170	XP_010471599.1, XP_010428498.1, XP_019083376.1	As010G238550
OG0016171	XP_010428488.1, XP_010416350.1	As010G238640
OG0016172	XP_010416346.1, XP_010428483.1, XP_010471583.1	As010G238670
OG0016173	XP_010428471.1, XP_010416334.1, XP_010471567.1	As010G238760
OG0016174	XP_010471558.1, XP_010428458.1	As010G238850
OG0016175	XP_010428455.1, XP_019094029.1	As010G238890
OG0016176	XP_010471554.1, XP_010428452.1	As010G238900
OG0016177	XP_010471549.1, XP_010428447.1	As010G238960
OG0016178	XP_010428440.1, XP_010471544.1, XP_010416310.1	As010G238990
OG0016179	XP_010428414.1, XP_010471518.1, XP_010416283.1	As010G239200
OG0016180	XP_010471523.1, XP_010428413.1, XP_010416282.1	As010G239210
OG0016181	XP_010428406.1, XP_010471512.1, XP_010416275.1	As010G239240
OG0016182	XP_010471494.1, XP_010428365.1, XP_010416237.1	As010G239460
OG0016183	XP_010428354.1, XP_010471484.1, XP_010416226.1	As010G239540
OG0016184	XP_019094007.1, XP_019084994.1, XP_019093042.1	As010G239770
OG0016185	XP_010471429.1, XP_010416176.1, XP_010428297.1	As010G239950
OG0016186	XP_010416143.1, XP_010428265.1	As010G240230
OG0016187	XP_010471395.1, XP_019083339.1, XP_019085047.1	As010G240270
OG0016188	XP_010428243.1, XP_010416126.1, XP_010471387.1	As010G240310
OG0016189	XP_019083327.1, XP_010428223.1, XP_010471371.2	As010G240540
OG0016190	XP_010416101.1, XP_010428217.1, XP_010471362.1	As010G240570
OG0016191	XP_010416088.1, XP_010471359.1	As010G240600
OG0016192	XP_010471354.1, XP_019084982.1, XP_010416084.1	As010G240620
OG0016193	XP_010471353.1, XP_010428210.1, XP_010416080.1	As010G240680, As010G240660
OG0016194	XP_010471341.1, XP_010416073.1, XP_010428200.1	As010G240820
OG0016195	XP_010428161.1, XP_010416031.1, XP_010471299.1	As010G241080
OG0016196	XP_010471279.1, XP_010428139.1, XP_010416003.1	As010G241240
OG0016197	XP_010471276.1, XP_010416000.1, XP_010428137.1	As010G241260
OG0016198	XP_010415998.1, XP_010471275.1, XP_010428133.1	As010G241280
OG0016199	XP_010472709.1, XP_010429706.1	As010G242130
OG0016200	XP_010429751.1, XP_010417502.1, XP_010472723.1	As010G242250
OG0016201	XP_010472726.1, XP_010417501.1, XP_010429755.1	As010G242260
OG0016202	XP_010429759.1, XP_010472729.1, XP_010417507.1	As010G242290
OG0016203	XP_010417514.1, XP_019093610.1, XP_019085162.1	As010G242350
OG0016204	XP_010472778.1, XP_010429805.1, XP_010417588.1	As010G242640, As010G242630
OG0016205	XP_010417622.1, XP_010429850.1, XP_010472815.1	As010G242970
OG0016206	XP_010429876.1, XP_010417642.1	As010G243150
OG0016207	XP_010472855.1, XP_010417653.1	As010G243250
OG0016208	XP_019082777.1, XP_010429998.1, XP_010472974.1	As010G244050
OG0016209	XP_010472976.1, XP_010429999.1, XP_010417741.1	As010G244060
OG0016210	XP_010417750.1, XP_010430008.1, XP_019093398.1	As010G244170
OG0016211	XP_010417752.1	As010G244200
OG0016212	XP_010430021.1, XP_010417756.1, XP_010472996.1	As010G244240
OG0016213	XP_010473013.1, XP_010417781.1, XP_010430048.1	As010G244390
OG0016214	XP_010473033.1, XP_010417798.1, XP_010430068.1	As010G244500
OG0016215	XP_010473028.1, XP_010417791.1, XP_010431663.1	As010G244550
OG0016216	XP_010417790.1, XP_010473027.1, XP_010430062.1	As010G244560
OG0016217	XP_010473023.1, XP_010430056.1, XP_010417786.1	As010G244570
OG0016218	XP_010487006.1, XP_010499531.1	As011G244690
OG0016219	XP_010487027.1, XP_010465080.1	As011G244780
OG0016220	XP_010500015.1, XP_010465110.1, XP_010487057.1	As011G244950
OG0016221	XP_019098669.1, XP_010487065.1, XP_010500094.1, XP_010465124.1	As011G244990
OG0016222	XP_010487117.1, XP_010500711.1, XP_010465198.1	As011G245520
OG0016223	XP_010487130.1, XP_019101637.1, XP_010465215.1	As011G245620
OG0016224	XP_010501005.1, XP_010465219.1	As011G245640
OG0016225	XP_010487148.1, XP_010501185.1, XP_010465242.1	As011G245730
OG0016226	XP_010501543.1, XP_019092578.1, XP_010487187.1	As011G246040
OG0016227	XP_010487212.1, XP_019092615.1	As011G246260
OG0016228	XP_010487279.1, XP_010502088.1, XP_010465381.1	As011G246880
OG0016229	XP_010487297.1, XP_010502215.1, XP_010465403.1	As011G246980
OG0016230	XP_010487323.1, XP_010502463.1	As011G247190
OG0016231	XP_010487369.1, XP_010502929.1, XP_010465511.1	As011G247590
OG0016232	XP_010465521.1, XP_010487378.1, XP_010503070.1	As011G247700
OG0016233	XP_010487403.1, XP_010465550.1, XP_010503344.1	As011G247880
OG0016234	XP_010465582.1, XP_010487432.1, XP_010503569.1	As011G248100
OG0016235	XP_010465589.1, XP_010487437.1, XP_010503605.1	As011G248130
OG0016236	XP_010465631.1, XP_010503927.1	As011G248350
OG0016237	XP_010504053.1, XP_010487478.1, XP_010465640.1	As011G248430
OG0016238	XP_010487480.1, XP_010465644.1, XP_010504065.2	As011G248440
OG0016239	XP_010487482.1, XP_010504078.1, XP_019101019.1, XP_019092604.1	As011G248450
OG0016240	XP_010487485.1, XP_010465651.1, XP_010504110.1	As011G248480
OG0016242	XP_010487518.1, XP_010465681.1	As011G248820
OG0016243	XP_010487542.1, XP_010504635.1, XP_010465698.1	As011G248960
OG0016244	XP_010465715.1, XP_010504779.1, XP_010487562.1	As011G249100
OG0016245	XP_010465716.1, XP_010487563.1	As011G249110
OG0016246	XP_010487565.1, XP_010504823.1, XP_010465721.1	As011G249130
OG0016247	XP_010504881.1, XP_010487570.1, XP_010465730.1	As011G249170
OG0016248	XP_010504902.1, XP_010487571.1	As011G249190
OG0016249	XP_010505106.1, XP_010468225.1	As011G249320
OG0016250	XP_010505382.1, XP_010487619.1, XP_010465782.1	As011G249480
OG0016251	XP_010487630.1, XP_010505273.1	As011G249550
OG0016252	XP_010505224.1, XP_010487637.1	As011G249580
OG0016253	XP_010505568.1, XP_010487645.1, XP_010465806.1	As011G249650
OG0016254	XP_010506064.1, XP_010487687.1	As011G249940
OG0016255	XP_010487699.1, XP_010465861.1, XP_010506157.1	As011G249990
OG0016256	XP_010487713.1, XP_010465876.1	As011G250060
OG0016257	XP_010465881.1, XP_010487720.1, XP_010506341.1	As011G250110
OG0016258	XP_010465891.1, XP_010506378.1	As011G250160
OG0016259	XP_010506834.1, XP_010465929.1, XP_010487757.1	As011G250430
OG0016260	XP_010465956.1, XP_010506962.1	As011G250640
OG0016261	XP_010465977.1, XP_010507067.1, XP_010419743.1, XP_010487790.1	As011G250750
OG0016262	XP_010466016.1, XP_010487807.1, XP_010507247.2	As011G250960
OG0016263	XP_019092733.1, XP_019096378.1, XP_019096871.1	As011G251050
OG0016264	XP_010507442.1, XP_010487838.1, XP_010466045.1	As011G251210
OG0016265	XP_019092829.1	As011G257300, As011G251280
OG0016266	XP_010466114.1, XP_010487907.1, XP_010507845.1	As011G251680
OG0016267	XP_010487908.1, XP_010507864.1, XP_010466116.1	As011G251700
OG0016268	XP_010468302.1, XP_010489950.1, XP_010420074.1	As011G251810
OG0016269	XP_010466141.1, XP_010508086.1, XP_010487925.1	As011G251890
OG0016270	XP_010466142.1, XP_010487932.1	As011G251900
OG0016271	XP_010487944.1, XP_010508184.1, XP_010466154.1	As011G252000
OG0016272	XP_010508988.1, XP_010488028.1, XP_010466244.2	As011G252770
OG0016273	XP_019093417.1, XP_010418205.1, XP_010430263.1	As011G252900
OG0016274	XP_010466272.1, XP_010488057.1, XP_010509213.1	As011G252940
OG0016275	XP_010466275.1, XP_010509249.1	As011G252960
OG0016276	XP_010509356.1, XP_010488066.1	As011G253040
OG0016277	XP_010488578.1, XP_010466897.1, XP_010513683.1	As011G253250
OG0016278	XP_010510372.1, XP_010488170.1, XP_010466405.1	As011G253380
OG0016279	XP_019096949.1, XP_010466383.1	As011G253500
OG0016281	XP_010510855.1, XP_010496825.1	As011G254020
OG0016282	XP_019092877.1, XP_019083019.1, XP_019097037.1	As011G254210
OG0016283	XP_010466529.1, XP_010488272.1, XP_010511354.1	As011G254460
OG0016284	XP_010488360.1, XP_010466629.1, XP_010512126.1	As011G255100
OG0016285	XP_010512204.1, XP_010466640.1, XP_010488373.1	As011G255240
OG0016286	XP_010488402.1	As011G255390
OG0016287	XP_010488479.1, XP_010466768.1, XP_010424600.1	As011G255940
OG0016288	XP_010513251.1, XP_010466790.1, XP_010488501.1	As011G256190
OG0016289	XP_010466793.1, XP_010488505.1, XP_010513276.1	As011G256230
OG0016290	XP_010513292.1, XP_010488512.1, XP_010466802.1	As011G256250
OG0016291	XP_010490111.1, XP_010513514.1, XP_010466856.1	As011G256580
OG0016292	XP_010513608.1, XP_010466873.1	As011G256710
OG0016293	XP_010466875.1, XP_010513621.1, XP_010488568.1	As011G256740
OG0016294	XP_010417329.1, XP_010472570.1, XP_010429558.1	As011G256790
OG0016295	XP_010490126.2, XP_010468480.2	As011G257160
OG0016296	XP_010466922.1, XP_010513803.1, XP_010488601.1	As011G257500
OG0016297	XP_010466935.1, XP_010488626.1, XP_010513961.1	As011G257620
OG0016298	XP_010514247.1, XP_010488658.1, XP_010466968.1	As011G258430
OG0016299	XP_010514159.1, XP_010466956.1, XP_010488642.1	As011G258650
OG0016300	XP_010467036.1, XP_010488722.1, XP_010412398.1	As011G258660
OG0016301	XP_010488702.1, XP_010514635.1, XP_010467008.1	As011G258930
OG0016302	XP_019092857.1, XP_010488817.1, XP_010496145.1	As011G259270
OG0016303	XP_019088710.1, XP_010445069.1, XP_019096013.1	As011G260650
OG0016304	XP_010467187.1, XP_010488858.1	As011G260930
OG0016305	XP_010467128.1, XP_010488800.1, XP_010412980.1	As011G261100
OG0016306	XP_010488777.1, XP_010467087.1, XP_010412733.1, XP_010468528.2	As011G261580
OG0016307	XP_010488849.1, XP_010518445.1	As011G261770
OG0016308	XP_010425853.1, XP_010514775.1, XP_010503089.1	As011G261860
OG0016309	XP_010467207.1, XP_010518329.1, XP_019096601.1	As011G262040
OG0016310	XP_010488890.1, XP_010467209.1, XP_010518308.1	As011G262060
OG0016311	XP_010488889.1, XP_010467210.1, XP_010518299.1	As011G262090
