Orthogroup	Eutrema_salsugineum	Raphanus_sativus
OG0012901	XP_006390552.1	XP_018457038.1
OG0012902	XP_024005762.1	XP_018469975.1, XP_018455671.1
OG0012903	XP_006390515.2	XP_018461940.1, XP_018458771.1
OG0012904	XP_006390509.1	XP_018460145.1
OG0012905	XP_024012593.1	XP_018453297.1
OG0012906	XP_006390496.1	XP_018442586.1
OG0012907	XP_006390483.1	XP_018456062.1, XP_018456054.1
OG0012908	XP_006390464.1	XP_018443927.1
OG0012909	XP_024005491.1, XP_006390460.1	XP_018471043.1
OG0012910	XP_006409012.1	XP_018434563.1, XP_018434584.1
OG0012911	XP_006390438.1	XP_018445593.1
OG0012912	XP_006390424.1	XP_018446665.1
OG0012913	XP_006390413.1, XP_006404917.1	XP_018446560.1
OG0012914	XP_006390400.1	XP_018468454.1, XP_018460278.1
OG0012915	XP_006390389.1	XP_018445565.1, XP_018445546.1
OG0012916	XP_006391120.1	XP_018453328.1
OG0012917	XP_006391118.1	XP_018455668.1
OG0012918	XP_024008091.1	XP_018444935.1
OG0012919	XP_006391100.1	XP_018468190.1
OG0012920	XP_024011986.1	XP_018469472.1
OG0012921	XP_006391037.1	XP_018472195.1
OG0012922	XP_006412957.1	XP_018463886.1, XP_018481522.1, XP_018479078.1
OG0012923	XP_024016472.1	XP_018482530.1, XP_018482533.1
OG0012924	XP_006412921.1	XP_018470537.1, XP_018470531.1
OG0012925	XP_006412913.1	XP_018453991.1, XP_018447240.1
OG0012926	XP_006403274.2	XP_018480660.1
OG0012927	XP_006412870.1	XP_018483514.1, XP_018483513.1
OG0012928	XP_006412860.1	XP_018460074.1, XP_018477276.1
OG0012929	XP_006391732.1	XP_018457754.1
OG0012930	XP_006391728.1	XP_018456483.1
OG0012931	XP_006419142.1	XP_018434272.1
OG0012932	XP_006391688.1	XP_018454277.1
OG0012933	XP_006405566.2	XP_018442958.1
OG0012934	XP_006405565.1	XP_018442247.1
OG0012935	XP_024014565.1	XP_018480605.1, XP_018481248.1
OG0012936	XP_006405514.1	XP_018477492.1
OG0012937	XP_006402062.1	XP_018476645.1, XP_018475042.1
OG0012938	XP_006395288.2	XP_018433714.1
OG0012939	XP_006404482.1	XP_018437695.1
OG0012940	XP_006404510.2	XP_018437691.1
OG0012941	XP_006395352.1	XP_018482462.1, XP_018480387.1
OG0012942	XP_006395390.1	XP_018477762.1
OG0012943	XP_006404503.1	XP_018434937.1
OG0012944	XP_024007370.1	XP_018479381.1, XP_018433929.1
OG0012945	XP_006395405.1	XP_018441291.1
OG0012946	XP_006397910.1	XP_018441748.1
OG0012947	XP_006404508.1	XP_018437692.1
OG0012948	XP_024006982.1	XP_018457988.1
OG0012949	XP_006395446.1	XP_018435670.1, XP_018482670.1
OG0012950	XP_006395457.1	XP_018480863.1, XP_018478790.1
OG0012951	XP_006395479.1	XP_018436691.1, XP_018477534.1
OG0012952	XP_006401851.1	XP_018452795.1
OG0012953	XP_006395496.1	XP_018484563.1
OG0012954	XP_024007070.1	XP_018456835.1
OG0012955	XP_024007552.1	XP_018467387.1, XP_018466536.1
OG0012956	XP_024006700.1	XP_018441402.1, XP_018462419.1
OG0012957	XP_024007195.1	XP_018480637.1
OG0012958	XP_006395601.1	XP_018441243.1, XP_018482730.1
OG0012959	XP_006395612.1	XP_018438353.1, XP_018466008.1
OG0012960	XP_006395613.1	XP_018477776.1, XP_018462351.1
OG0012961	XP_006401772.1	XP_018457120.1
OG0012962	XP_006390949.1	XP_018446747.1, XP_018446760.1
OG0012963	XP_006390960.1	XP_018457801.1, XP_018457712.1
OG0012964	XP_006390970.1	XP_018460413.1, XP_018452866.1
OG0012965	XP_006391016.1	XP_018443490.1, XP_018462358.1
OG0012966	XP_006391022.1	XP_018468834.1, XP_018461480.1
OG0012967	XP_006391028.1	XP_018457132.1
OG0012968	XP_006391030.1	XP_018452665.1
OG0012969	XP_006398303.1	XP_018482908.1
OG0012970	XP_006397321.2	XP_018455658.1
OG0012971	XP_006398280.1	XP_018433690.1
OG0012972	XP_024011121.1	XP_018482454.1
OG0012973	XP_006398271.1	XP_018460585.1, XP_018483179.1
OG0012974	XP_006398270.2	XP_018437410.1
OG0012975	XP_006398264.1	XP_018484692.1, XP_018478044.1
OG0012976	XP_006398263.1	XP_018465689.1, XP_018478708.1
OG0012977	XP_006398252.1	XP_018480561.1, XP_018480575.1
OG0012978	XP_006398247.2	XP_018461600.1, XP_018477837.1
OG0012979	XP_006409692.1	XP_018433420.1
OG0012980	XP_006398237.2	XP_018481284.1, XP_018480474.1
OG0012982	XP_006398199.1	XP_018455894.1
OG0012983	XP_024010959.1	XP_018484185.1
OG0012984	XP_006393244.1	XP_018450078.1
OG0012985	XP_006393243.1	XP_018447131.1
OG0012986	XP_006393233.1	XP_018480924.1
OG0012987	XP_024006019.1	XP_018438103.1
OG0012988	XP_006393176.1	XP_018462923.1
OG0012989	XP_024005351.1	XP_018472341.1
OG0012990	XP_024006003.1	XP_018486508.1, XP_018436740.1
OG0012991	XP_024006031.1	XP_018493422.1
OG0012992	XP_006393100.1	XP_018485571.1
OG0012993	XP_006393084.1	XP_018493058.1
OG0012994	XP_006393085.1	XP_018472797.1
OG0012995	XP_006393083.1	XP_018449371.1
OG0012996	XP_024006340.1	XP_018470783.1
OG0012997	XP_006393063.1	XP_018478287.1, XP_018486532.1
OG0012998	XP_006393035.1	XP_018486452.1, XP_018493027.1
OG0012999	XP_006393034.1	XP_018492785.1
OG0013000	XP_006392952.1	XP_018439431.1
OG0013001	XP_006392951.1	XP_018439412.1, XP_018466371.1
OG0013002	XP_006392931.1	XP_018486443.1, XP_018465801.1
OG0013003	XP_006395273.1	XP_018454091.1, XP_018456221.1
OG0013004	XP_006392868.1	XP_018486826.1
OG0013005	XP_006392854.1	XP_018488780.1, XP_018490570.1
OG0013006	XP_006392843.2	XP_018489769.1, XP_018442488.1
OG0013007	XP_006403353.1	XP_018456608.1, XP_018456606.1
OG0013008	XP_006403327.1	XP_018478767.1, XP_018484147.1
OG0013009	XP_006403311.1	XP_018485301.1
OG0013010	XP_006403309.1	XP_018455084.1
OG0013011	XP_024005253.1, XP_006403297.1	XP_018484584.1
OG0013012	XP_006410503.2	XP_018484364.1
OG0013013	XP_006410505.1	XP_018477285.1
OG0013014	XP_024010507.1, XP_024013183.1	XP_018479590.1
OG0013014	XP_024004861.1, XP_024009345.1	XP_018462927.1
OG0013015	XP_006402002.1	XP_018464144.1, XP_018454685.1
OG0013016	XP_006410592.1	XP_018483124.1, XP_018483123.1
OG0013017	XP_024003681.1	XP_018476385.1
OG0013018	XP_006410616.1	XP_018476056.1
OG0013019	XP_006410631.1	XP_018484003.1, XP_018460978.1, XP_018441060.1
OG0013020	XP_006410651.1	XP_018484192.1
OG0013021	XP_006410656.1	XP_018434772.1
OG0013023	XP_006410680.1	XP_018482056.1
OG0013024	XP_006410693.1	XP_018477741.1, XP_018478947.1
OG0013025	XP_006410696.1	XP_018442009.1, XP_018442008.1
OG0013026	XP_006410707.1	XP_018441940.1
OG0013027	XP_006403396.1	XP_018452991.1
OG0013028	XP_024016800.1	XP_018483542.1
OG0013029	XP_006410741.1	XP_018477694.1
OG0013030	XP_006410746.1	XP_018459732.1, XP_018480533.1
OG0013031	XP_024004698.1	XP_018451824.1
OG0013033	XP_006413998.1	XP_018449051.1, XP_018449246.1
OG0013034	XP_006414040.1	XP_018469977.1, XP_018469980.1
OG0013035	XP_006414027.2	XP_018436346.1
OG0013036	XP_006414021.2	XP_018472179.1
OG0013037	XP_024004750.1	XP_018471293.1
OG0013038	XP_024007168.1	XP_018479367.1, XP_018458459.1, XP_018440116.1
OG0013039	XP_006414059.1	XP_018483188.1
OG0013040	XP_006414074.1	XP_018472481.1
OG0013041	XP_006414075.1	XP_018472457.1
OG0013042	XP_024016585.1, XP_006414090.2	XP_018469737.1
OG0013043	XP_024005551.1	XP_018462848.1, XP_018481873.1
OG0013044	XP_006414132.1	XP_018461959.1, XP_018447233.1
OG0013045	XP_006395109.1	XP_018480804.1
OG0013046	XP_006390936.1	XP_018453185.1
OG0013047	XP_006414182.1	XP_018483855.1
OG0013048	XP_006414189.1	XP_018483770.1
OG0013049	XP_006414192.1	XP_018472086.1
OG0013050	XP_024004764.1	XP_018449376.1, XP_018449374.1
OG0013051	XP_024005166.1	XP_018471738.1
OG0013052	XP_024005047.1	XP_018461954.1, XP_018468496.1
OG0013054	XP_006414237.1	XP_018481970.1, XP_018481972.1
OG0013055	XP_006398485.1	XP_018440615.1
OG0013056	XP_006403959.1	XP_018480367.1
OG0013057	XP_006403963.1	XP_018454354.1
OG0013058	XP_006403979.1	XP_018466742.1, XP_018468901.1, XP_018436867.1, XP_018437039.1, XP_018484497.1
OG0013059	XP_006403989.1	XP_018480671.1
OG0013060	XP_024013453.1	XP_018485350.1
OG0013061	XP_006402423.1	XP_018488643.1
OG0013063	XP_006404021.1	XP_018436114.1, XP_018439631.1
OG0013064	XP_006404025.1	XP_018468043.1
OG0013065	XP_006404031.1	XP_018450889.1
OG0013066	XP_006404040.1	XP_018438373.1, XP_018469336.1
OG0013067	XP_024004506.1	XP_018467741.1
OG0013068	XP_006413540.1	XP_018485339.1
OG0013069	XP_006413543.1	XP_018471329.1
OG0013070	XP_024011667.1	XP_018473506.1
OG0013071	XP_024011462.1	XP_018447467.1
OG0013072	XP_006401908.1	XP_018455567.1, XP_018463685.1
OG0013073	XP_006401924.1	XP_018455071.1
OG0013074	XP_006401961.1	XP_018457018.1, XP_018457017.1
OG0013075	XP_006401981.1	XP_018476227.1, XP_018456282.1
OG0013076	XP_006401992.1	XP_018475818.1, XP_018459282.1
OG0013077	XP_006402025.1	XP_018476241.1
OG0013078	XP_006402007.1	XP_018472730.1
OG0013079	XP_024016357.1	XP_018435404.1, XP_018455790.1
OG0013080	XP_006409701.1	XP_018492562.1
OG0013081	XP_006409659.1	XP_018452271.1
OG0013082	XP_006409621.1	XP_018433383.1
OG0013083	XP_006409603.1	XP_018488489.1
OG0013084	XP_006409573.1	XP_018434247.1
OG0013085	XP_006409545.1	XP_018438661.1, XP_018438659.1
OG0013086	XP_006409544.1	XP_018459202.1
OG0013087	XP_006409534.1	XP_018453940.1, XP_018461389.1
OG0013088	XP_024016464.1	XP_018433473.1
OG0013089	XP_024016644.1	XP_018485967.1
OG0013090	XP_006409496.1	XP_018440956.1, XP_018440299.1
OG0013091	XP_006409473.1	XP_018437654.1
OG0013092	XP_006409406.1	XP_018464333.1, XP_018486751.1
OG0013093	XP_006409383.1	XP_018433652.1
OG0013094	XP_006409369.1	XP_018433024.1
OG0013095	XP_006413502.1	XP_018470088.1
OG0013096	XP_006413500.1	XP_018463404.1
OG0013097	XP_006413506.1	XP_018470083.1
OG0013098	XP_006413507.1	XP_018470323.1
OG0013099	XP_006413524.1	XP_018483564.1, XP_018478106.1
OG0013100	XP_006413545.1	XP_018461539.1
OG0013101	XP_006411793.1	XP_018477681.1
OG0013102	XP_006413611.1	XP_018472442.1
OG0013103	XP_006413612.1	XP_018484108.1
OG0013104	XP_006413630.1	XP_018447545.1
OG0013106	XP_006413654.2	XP_018482140.1
OG0013107	XP_006413662.2	XP_018448443.1
OG0013108	XP_006413681.1	XP_018448483.1, XP_018472434.1
OG0013109	XP_006413687.1	XP_018468431.1, XP_018468432.1
OG0013110	XP_006402422.1	XP_018488933.1
OG0013111	XP_006413696.1	XP_018471921.1, XP_018470397.1
OG0013112	XP_006413703.1	XP_018463051.1
OG0013113	XP_024004567.1	XP_018463050.1
OG0013114	XP_006413915.1	XP_018464342.1, XP_018464345.1
OG0013115	XP_024005194.1	XP_018485287.1
OG0013116	XP_006404148.1	XP_018450362.1
OG0013117	XP_006413899.1	XP_018450851.1
OG0013118	XP_024005081.1	XP_018447125.1
OG0013119	XP_006393699.1	XP_018492042.1
OG0013120	XP_006413858.1	XP_018471227.1, XP_018485255.1
OG0013121	XP_024004526.1	XP_018479192.1
OG0013122	XP_024012003.1	XP_018473124.1
OG0013123	XP_006413800.1	XP_018470307.1
OG0013124	XP_006413797.1	XP_018448566.1
OG0013125	XP_024007635.1	XP_018448658.1
OG0013126	XP_024005764.1	XP_018471231.1
OG0013127	XP_006413746.1	XP_018450271.1, XP_018448491.1
OG0013128	XP_006413745.1	XP_018471383.1
OG0013129	XP_024005200.1	XP_018469536.1
OG0013130	XP_006413941.1	XP_018478584.1, XP_018471630.1
OG0013131	XP_006397132.1	XP_018458878.1
OG0013132	XP_006397214.1	XP_018456163.1, XP_018452638.1
OG0013133	XP_006397202.1	XP_018462307.1, XP_018472731.1
OG0013134	XP_006397198.1	XP_018476820.1
OG0013135	XP_006395462.1	XP_018457198.1
OG0013136	XP_006405262.1	XP_018452503.1
OG0013137	XP_006403398.2	XP_018458008.1
OG0013138	XP_006411153.1	XP_018440168.1
OG0013139	XP_006403391.1	XP_018457979.1
OG0013140	XP_006403374.1	XP_018484013.1
OG0013141	XP_024013256.1	XP_018465461.1, XP_018435788.1
OG0013142	XP_006403368.1	XP_018449685.1
OG0013143	XP_006402041.1	XP_018475842.1
OG0013144	XP_006403364.1	XP_018454847.1
OG0013145	XP_006414364.1	XP_018470347.1
OG0013146	XP_006414357.1	XP_018472057.1
OG0013147	XP_006414354.2	XP_018477666.1
OG0013148	XP_006414339.1	XP_018460243.1
OG0013149	XP_006414331.1	XP_018467096.1, XP_018454839.1
OG0013150	XP_024005513.1	XP_018468314.1
OG0013151	XP_006414308.1	XP_018468838.1, XP_018482078.1, XP_018481902.1
OG0013152	XP_006414288.1	XP_018453189.1
OG0013153	XP_006414284.1	XP_018465422.1, XP_018456486.1
OG0013154	XP_006414273.1	XP_018484804.1, XP_018449415.1, XP_018463586.1
OG0013155	XP_006408580.1	XP_018435253.1, XP_018439202.1
OG0013156	XP_006408576.1	XP_018439197.1
OG0013157	XP_006408573.2	XP_018466368.1
OG0013158	XP_006408562.1	XP_018489944.1
OG0013159	XP_024014308.1	XP_018471093.1, XP_018471088.1
OG0013160	XP_006408549.1	XP_018491627.1, XP_018474390.1
OG0013161	XP_006408547.1	XP_018467434.1, XP_018464131.1
OG0013162	XP_006408528.2	XP_018490993.1
OG0013163	XP_006408514.1	XP_018492216.1, XP_018434103.1
OG0013164	XP_006393851.1	XP_018436247.1, XP_018440217.1
OG0013165	XP_006414439.1	XP_018472200.1
OG0013166	XP_006393845.1	XP_018433022.1, XP_018441874.1
OG0013167	XP_024007343.1	XP_018456344.1
OG0013168	XP_006393821.1	XP_018454986.1, XP_018433603.1
OG0013169	XP_006393825.1	XP_018439228.1
OG0013170	XP_006400262.1	XP_018468189.1
OG0013171	XP_006393807.1	XP_018456208.1, XP_018438939.1
OG0013172	XP_006408976.1	XP_018473366.1
OG0013173	XP_006393795.1	XP_018490321.1, XP_018456592.1
OG0013174	XP_006393791.1	XP_018456539.1
OG0013175	XP_024006692.1	XP_018450466.1
OG0013176	XP_006393780.1	XP_018438931.1, XP_018456558.1
OG0013177	XP_006402259.1	XP_018459557.1, XP_018493359.1
OG0013178	XP_006392235.1	XP_018454242.1
OG0013179	XP_006405525.1, XP_006391482.1	XP_018445039.1
OG0013180	XP_006402275.1	XP_018487127.1
OG0013181	XP_006402281.1	XP_018488084.1, XP_018488083.1
OG0013182	XP_024013005.1	XP_018459639.1
OG0013183	XP_006402290.1	XP_018459653.1
OG0013184	XP_024012783.1	XP_018459651.1
OG0013185	XP_006402304.1	XP_018483464.1, XP_018478053.1
OG0013186	XP_006402306.1	XP_018483465.1
OG0013187	XP_024012907.1	XP_018488080.1, XP_018480552.1
OG0013188	XP_006402339.1	XP_018480507.1, XP_018465892.1
OG0013189	XP_006402349.1	XP_018484827.1
OG0013190	XP_006402350.1	XP_018466591.1, XP_018481482.1
OG0013191	XP_006402406.1	XP_018462788.1, XP_018445443.1
OG0013192	XP_006402416.1	XP_018466243.1, XP_018488944.1
OG0013193	XP_006402440.1	XP_018444912.1
OG0013194	XP_006402441.1	XP_018459363.1, XP_018444921.1
OG0013195	XP_006402456.1	XP_018480282.1, XP_018462764.1
OG0013196	XP_006402472.1	XP_018442424.1, XP_018442428.1
OG0013197	XP_006401965.2	XP_018474565.1
OG0013198	XP_006402521.1	XP_018445192.1, XP_018445191.1
OG0013199	XP_006402577.1	XP_018444562.1, XP_018488803.1
OG0013200	XP_006402586.1	XP_018489946.1, XP_018488640.1
OG0013201	XP_006402595.1	XP_018483889.1, XP_018477410.1
OG0013202	XP_024014178.1	XP_018466783.1, XP_018434607.1
OG0013203	XP_006402615.2	XP_018460725.1, XP_018490045.1
OG0013204	XP_024012779.1	XP_018466640.1, XP_018493077.1
OG0013205	XP_006402646.2	XP_018491575.1
OG0013206	XP_024012857.1	XP_018459594.1
OG0013207	XP_006402665.1	XP_018485525.1
OG0013208	XP_024007403.1	XP_018482553.1
OG0013209	XP_006402687.1	XP_018442929.1, XP_018489165.1
OG0013210	XP_006392469.1	XP_018458162.1
OG0013211	XP_006402729.2	XP_018460415.1
OG0013212	XP_006391345.1	XP_018458720.1
OG0013213	XP_006413173.1	XP_018472261.1
OG0013214	XP_006402770.2	XP_018478233.1, XP_018477603.1
OG0013215	XP_024013017.1	XP_018480154.1
OG0013216	XP_024013350.1	XP_018433411.1
OG0013217	XP_006402802.1	XP_018487044.1, XP_018446271.1
OG0013218	XP_006402804.1, XP_006390393.2	XP_018481940.1
OG0013219	XP_024012738.1	XP_018480142.1, XP_018480144.1, XP_018465175.1
OG0013220	XP_006402825.1	XP_018446184.1, XP_018445714.1
OG0013221	XP_006402826.1	XP_018446185.1, XP_018445716.1
OG0013222	XP_006402842.1	XP_018482754.1, XP_018462610.1
OG0013223	XP_006402873.1	XP_018442767.1
OG0013224	XP_006402877.2	XP_018488023.1, XP_018490548.1
OG0013225	XP_024012789.1	XP_018492193.1, XP_018492184.1
OG0013226	XP_024013001.1	XP_018491160.1
OG0013227	XP_006402937.1	XP_018490361.1
OG0013228	XP_006402946.1	XP_018488386.1, XP_018488385.1
OG0013229	XP_006402950.1	XP_018458584.1
OG0013230	XP_006402960.1	XP_018492130.1, XP_018488361.1
OG0013231	XP_024012862.1	XP_018488013.1, XP_018490827.1
OG0013232	XP_006402978.1	XP_018460411.1, XP_018458573.1
OG0013233	XP_006403003.1	XP_018489386.1, XP_018461221.1, XP_018467350.1
OG0013234	XP_006403004.1	XP_018461222.1
OG0013235	XP_006403011.1	XP_018462999.1, XP_018461231.1
OG0013236	XP_006395140.1	XP_018477445.1
OG0013237	XP_006403025.1	XP_018486134.1
OG0013238	XP_024012955.1	XP_018488010.1, XP_018488011.1
OG0013239	XP_006403449.1	XP_018458429.1, XP_018490743.1
OG0013240	XP_006403450.1	XP_018458432.1, XP_018489007.1
OG0013241	XP_006403463.1	XP_018493401.1
OG0013242	XP_024013535.1	XP_018432556.1
OG0013243	XP_006403508.1	XP_018491037.1
OG0013244	XP_006403525.1	XP_018452362.1, XP_018452372.1
OG0013245	XP_006403526.1	XP_018491940.1, XP_018491941.1
OG0013246	XP_006403538.1	XP_018464132.1, XP_018489947.1
OG0013247	XP_024013769.1	XP_018465312.1, XP_018467073.1
OG0013248	XP_006403564.1	XP_018490242.1, XP_018489707.1
OG0013249	XP_006403597.1, XP_006391872.1	XP_018477442.1
OG0013250	XP_006403602.1	XP_018492432.1
OG0013251	XP_024006608.1	XP_018476254.1, XP_018444758.1
OG0013252	XP_006403618.1	XP_018490643.1
OG0013253	XP_024004778.1, XP_006414351.1	XP_018471104.1
OG0013254	XP_006403651.1	XP_018488428.1
OG0013256	XP_006403689.1	XP_018486068.1
OG0013257	XP_006403693.1	XP_018484261.1, XP_018460322.1
OG0013258	XP_006403701.1	XP_018487969.1
OG0013259	XP_006403702.2	XP_018486436.1
OG0013260	XP_006403734.1	XP_018482075.1
OG0013261	XP_006403756.1	XP_018483996.1
OG0013262	XP_006403759.1	XP_018493438.1
OG0013263	XP_006403761.1	XP_018492774.1
OG0013264	XP_006403796.1	XP_018438125.1, XP_018462455.1
OG0013265	XP_006401642.1	XP_018449300.1
OG0013266	XP_024012267.1	XP_018472215.1
OG0013267	XP_006401644.1	XP_018472216.1
OG0013268	XP_006401648.1	XP_018447304.1, XP_018447725.1
OG0013269	XP_006401700.1	XP_018456635.1
OG0013270	XP_006401715.1	XP_018444849.1, XP_018456554.1
OG0013271	XP_006401731.1	XP_018468923.1, XP_018452005.1
OG0013272	XP_006414386.2	XP_018470028.1
OG0013273	XP_006414390.1	XP_018472370.1
OG0013274	XP_006413423.2	XP_018469918.1
OG0013275	XP_006414397.1	XP_018483688.1
OG0013276	XP_024009222.1	XP_018465653.1, XP_018465652.1
OG0013277	XP_006418696.1	XP_018486728.1, XP_018486720.1
OG0013278	XP_006418643.1	XP_018493151.1
OG0013279	XP_006418633.1	XP_018492344.1
OG0013280	XP_006418632.1	XP_018492342.1
OG0013281	XP_006418616.1	XP_018491531.1
OG0013282	XP_006418567.1	XP_018485860.1
OG0013283	XP_006418541.1	XP_018485507.1
OG0013284	XP_006418542.1	XP_018487146.1
OG0013285	XP_006418534.1	XP_018491223.1
OG0013286	XP_006396146.1	XP_018485526.1, XP_018432938.1
OG0013287	XP_006396126.1	XP_018432576.1
OG0013288	XP_006418586.1	XP_018462221.1, XP_018432985.1
OG0013289	XP_006418587.1	XP_018432986.1, XP_018487751.1
OG0013291	XP_006418767.2	XP_018493532.1
OG0013292	XP_006396125.1	XP_018478146.1
OG0013293	XP_006418748.1	XP_018432650.1
OG0013295	XP_006391427.1	XP_018446575.1, XP_018445031.1
OG0013296	XP_006391449.1	XP_018444306.1, XP_018444125.1
OG0013297	XP_024013274.1	XP_018445537.1
OG0013298	XP_006391466.1	XP_018455335.1, XP_018455343.1
OG0013299	XP_006391470.1	XP_018467865.1
OG0013300	XP_006391481.1	XP_018468050.1
OG0013301	XP_006391485.1	XP_018446921.1
OG0013302	XP_006391510.1	XP_018446970.1
OG0013303	XP_006391259.1	XP_018456157.1, XP_018472013.1
OG0013304	XP_006391253.1	XP_018445682.1, XP_018461897.1
OG0013305	XP_006391243.1	XP_018446194.1
OG0013306	XP_024012358.1	XP_018445072.1
OG0013307	XP_006391200.1	XP_018447009.1, XP_018446232.1
OG0013308	XP_006391185.1	XP_018446526.1
OG0013309	XP_006391148.1	XP_018461396.1
OG0013310	XP_006391135.1	XP_018469525.1, XP_018455259.1
OG0013311	XP_006395914.1	XP_018442719.1, XP_018443146.1
OG0013312	XP_006409214.1	XP_018442066.1
OG0013313	XP_006409171.1	XP_018433552.1, XP_018466325.1
OG0013314	XP_024016149.1	XP_018489414.1, XP_018436937.1, XP_018436934.1
OG0013315	XP_006405412.1	XP_018478143.1
OG0013316	XP_006409145.1	XP_018454851.1, XP_018453963.1
OG0013317	XP_006409126.2	XP_018437285.1
OG0013318	XP_006409122.1	XP_018456847.1
OG0013319	XP_006409121.1	XP_018433359.1
OG0013320	XP_006409097.1	XP_018432522.1
OG0013321	XP_006409095.1	XP_018435002.1
OG0013322	XP_006409083.1	XP_018486990.1, XP_018457307.1
OG0013323	XP_006409076.1	XP_018441743.1, XP_018441488.1
OG0013324	XP_006409060.2	XP_018439134.1, XP_018455310.1
OG0013325	XP_006409036.1	XP_018460546.1, XP_018434989.1
OG0013326	XP_006408880.1	XP_018441764.1, XP_018441797.1
OG0013327	XP_006408888.1	XP_018440414.1
OG0013328	XP_006411383.1	XP_018439604.1, XP_018439605.1
OG0013329	XP_006411382.1	XP_018439609.1, XP_018439608.1
OG0013330	XP_006411367.1	XP_018478395.1
OG0013331	XP_006418712.1	XP_018477605.1
OG0013332	XP_024003775.1	XP_018484917.1
OG0013333	XP_006411363.1	XP_018441836.1, XP_018476958.1
OG0013334	XP_006411353.1	XP_018476045.1
OG0013335	XP_006411348.1	XP_018477186.1
OG0013336	XP_006411330.1	XP_018441811.1
OG0013337	XP_024004224.1	XP_018480535.1
OG0013338	XP_006411319.1	XP_018480998.1, XP_018461156.1
OG0013339	XP_006411298.1	XP_018441085.1
OG0013340	XP_006411269.1	XP_018474974.1
OG0013341	XP_006411250.1	XP_018476063.1
OG0013342	XP_006411237.1	XP_018441554.1
OG0013343	XP_024004208.1	XP_018483678.1, XP_018483677.1
OG0013344	XP_006411197.2	XP_018466219.1, XP_018483096.1
OG0013345	XP_024003852.1	XP_018483095.1
OG0013346	XP_006411152.1	XP_018440169.1
