Orthogroup	Eutrema_salsugineum	Conringia_planisiliqua
OG0017195	XP_006395908.1	CP5_g2003_DN3_SP5_c.t1
OG0017198	XP_024012179.1	CP11_g33331_DN3_SP7_c.t1
OG0017199	XP_006398993.1	CP11_g33363_DN3_SP8_c.t1
OG0017201	XP_006398987.1	CP11_g33369_DN3_SP0_c.t1
OG0017202	XP_006398976.1	CP11_g33379_DN3_SP0_c.t1
OG0017203	XP_006398972.1	CP11_g33384_DN3_SP3_c.t1
OG0017204	XP_006398945.2	CP11_g33405_DN3_SP8_c.t1
OG0017205	XP_024011696.1	CP11_g33488_DN3_SP0_c.t1
OG0017206	XP_006398812.2	CP11_g33533_DN3_SP0_c.t1
OG0017207	XP_006398795.1	CP11_g33549_DN3_SP1_c.t1
OG0017209	XP_006398752.1	CP11_g33588_DN3_SP5_c.t1
OG0017210	XP_024012514.1	CP11_g33590_DN1_SP0_c.t1
OG0017211	XP_006398742.1	CP11_g33595_DN2_SP0_c.t1
OG0017213	XP_006398727.1	CP11_g33608_DN3_SP0_c.t1
OG0017214	XP_024011898.1	CP11_g33615_DN3_SP6_c.t1
OG0017215	XP_006398717.1	CP11_g33618_DN3_SP0_c.t1
OG0017216	XP_024012202.1	CP11_g33653_DN2_SP0_c.t1
OG0017217	XP_006398657.1	CP11_g33676_DN3_SP1_c.t1
OG0017218	XP_006398646.1	CP11_g33687_DN3_SP8_c.t1
OG0017219	XP_006398613.1	CP11_g33719_DN3_SP5_c.t1
OG0017220	XP_006398596.1	CP11_g33735_DN3_SP4_c.t1
OG0017221	XP_006398594.1	CP11_g33738_DN3_SP5_c.t1
OG0017222	XP_006398589.2	CP11_g33743_DN3_SP1_c.t1
OG0017223	XP_006398587.1	CP2_g48987_DN3_SP0_c.t1
OG0017225	XP_006398571.1	CP11_g33755_DN1_SP0_c.t1
OG0017226	XP_006405449.1	CP5_g1347_DN3_SP5_c.t1
OG0017227	XP_006405396.1	CP19_g17920_DN3_SP6_c.t1
OG0017228	XP_006405332.1	CP19_g17870_DN3_SP6_c.t1
OG0017229	XP_006405302.1	CP19_g17840_DN3_SP0_c.t1
OG0017230	XP_006389717.1	CP9_g29736_DN3_SP6_c.t1
OG0017231	XP_006389720.2	CP9_g29738_DN2_SP8_c.t1
OG0017232	XP_006389723.1	CP9_g29740_DN3_SP8_c.t1
OG0017233	XP_006389750.1	CP9_g29711_DN3_SP0_c.t1
OG0017234	XP_006389759.1	CP9_g29705_DN3_SP0_c.t1
OG0017235	XP_006389781.1	CP9_g29683_DN2_SP0_c.t1
OG0017236	XP_006389793.1	CP9_g29673_DN3_SP0_c.t1
OG0017237	XP_024007674.1	CP9_g29628_DN3_SP0_c.t1
OG0017238	XP_006389842.1	CP9_g29620_DN3_SP0_c.t1
OG0017239	XP_006389843.1	CP9_g29619_DN3_SP0_c.t1
OG0017240	XP_024010035.1	CP9_g29608_DN3_SP4_c.t1
OG0017241	XP_006389873.1	CP9_g29593_DN3_SP0_c.t1
OG0017242	XP_006389878.1	CP9_g29590_DN2_SP0_c.t1
OG0017243	XP_006389884.1	CP9_g29585_DN3_SP0_c.t1
OG0017244	XP_006389900.1	CP9_g29571_DN3_SP4_c.t1
OG0017245	XP_024006487.1, XP_024008175.1	CP9_g29516_DN2_SP8_c.t1
OG0017246	XP_024006368.1	CP9_g29492_DN3_SP3_c.t1
OG0017248	XP_006390037.1	CP9_g29438_DN3_SP3_c.t1
OG0017249	XP_006390040.1	CP9_g29434_DN3_SP4_c.t1
OG0017250	XP_024009441.1	CP9_g29427_DN2_SP1_c.t1
OG0017251	XP_006390071.1	CP9_g29406_DN3_SP3_c.t1
OG0017252	XP_006390085.1	CP9_g29392_DN3_SP6_c.t1
OG0017253	XP_024011774.1	CP9_g29389_DN3_SP8_c.t1
OG0017254	XP_024007530.1	CP9_g29385_DN3_SP1_c.t1
OG0017255	XP_006390097.1	CP9_g29378_DN3_SP0_c.t1
OG0017257	XP_006390143.1	CP9_g29335_DN3_SP0_c.t1
OG0017258	XP_006390160.1	CP9_g29320_DN3_SP8_c.t1
OG0017259	XP_006390171.1	CP9_g29310_DN1_SP0_c.t1
OG0017260	XP_006395459.1	CP13_g19279_DN3_SP0_c.t1
OG0017261	XP_006390251.1	CP9_g29238_DN3_SP4_c.t1
OG0017262	XP_006390259.2	CP9_g29231_DN3_SP0_c.t1
OG0017264	XP_006390272.1	CP9_g29224_DN3_SP2_c.t1
OG0017265	XP_006390293.2	CP9_g29196_DN1_SP0_c.t1
OG0017266	XP_024005471.1	CP2_g49816_DN2_SP0_c.t1
OG0017267	XP_006409308.1	CP10_g43801_DN3_SP6_c.t1
OG0017268	XP_006409244.1	CP10_g43742_DN3_SP8_c.t1
OG0017269	XP_024013721.1	CP3_g14659_DN3_SP8_c.t1
OG0017271	XP_006392558.1	CP7_g46472_DN3_SP8_c.t1
OG0017272	XP_006392575.1	CP7_g46454_DN3_SP8_c.t1
OG0017273	XP_006392577.1	CP7_g46452_DN3_SP0_c.t1
OG0017274	XP_024006026.1	CP7_g46436_DN3_SP3_c.t1
OG0017275	XP_006409008.1	CP12_g29826_DN2_SP2_c.t1
OG0017277	XP_006392620.1	CP7_g46407_DN3_SP0_c.t1
OG0017278	XP_024005934.1	CP7_g46392_DN3_SP0_c.t1, CP7_g46393_DN3_SP7_c.t1
OG0017280	XP_006392664.1	CP7_g46375_DN2_SP0_c.t1
OG0017281	XP_006392674.1	CP7_g46369_DN3_SP6_c.t1
OG0017282	XP_024006127.1	CP7_g46366_DN3_SP2_c.t1
OG0017283	XP_006392685.1	CP7_g46359_DN3_SP6_c.t1
OG0017285	XP_006392720.1	CP7_g46327_DN2_SP0_c.t1
OG0017286	XP_006392735.1	CP7_g46310_DN3_SP6_c.t1
OG0017288	XP_006392777.1	CP7_g46278_DN3_SP0_c.t1
OG0017289	XP_006405263.1	CP22_g17655_DN3_SP0_c.t1
OG0017290	XP_006404973.1	CP16_g55115_DN3_SP1_c.t1
OG0017291	XP_006392827.2	CP7_g46230_DN3_SP0_c.t1
OG0017293	XP_006410832.2	CP4_g25081_DN3_SP0_c.t1
OG0017294	XP_024016674.1	CP4_g25062_DN3_SP8_c.t1
OG0017296	XP_006397349.1	CP30_g9978_DN3_SP6_c.t1
OG0017297	XP_006396315.1	CP26_g51209_DN3_SP8_c.t1
OG0017298	XP_006414795.1	CP5_g2508_DN2_SP0_c.t1
OG0017299	XP_024013035.1	CP5_g2502_DN3_SP8_c.t1
OG0017300	XP_006403062.1	CP5_g2405_DN3_SP3_c.t1
OG0017301	XP_006403068.1	CP5_g2388_DN3_SP8_c.t1
OG0017302	XP_006395968.1	CP5_g2240_DN3_SP8_c.t1
OG0017303	XP_024013083.1	CP5_g2241_DN3_SP4_c.t1
OG0017304	XP_006403096.1	CP5_g2245_DN3_SP2_c.t1
OG0017305	XP_024004368.1	CP6_g8740_DN3_SP8_c.t1
OG0017306	XP_006414966.1	CP6_g8610_DN3_SP0_c.t1
OG0017308	XP_024004673.1	CP6_g7761_DN3_SP2_c.t1
OG0017310	XP_006414859.1	CP6_g7665_DN3_SP0_c.t1
OG0017311	XP_006414782.1	CP3_g14531_DN2_SP0_c.t1
OG0017312	XP_024005242.1	CP3_g14532_DN3_SP0_c.t1
OG0017313	XP_006414698.1	CP6_g7492_DN3_SP0_c.t1
OG0017315	XP_006414631.1	CP6_g7433_DN3_SP0_c.t1
OG0017316	XP_006414626.1	CP6_g7431_DN3_SP0_c.t1
OG0017317	XP_006414619.1	CP6_g7418_DN3_SP8_c.t1
OG0017318	XP_006414483.2	CP6_g7333_DN2_SP0_c.t1
OG0017320	XP_024005598.1	CP6_g7307_DN2_SP0_c.t1
OG0017321	XP_006402186.2	CP8_g52497_DN3_SP5_c.t1
OG0017323	XP_006390604.1	CP9_g28931_DN1_SP0_c.t1
OG0017324	XP_006390600.1	CP9_g28935_DN3_SP5_c.t1
OG0017325	XP_006390598.1	CP9_g28937_DN3_SP6_c.t1
OG0017326	XP_024010545.1	CP9_g28942_DN3_SP8_c.t1
OG0017327	XP_024014109.1	CP16_g55145_DN3_SP0_c.t1
OG0017328	XP_006390563.2	CP9_g28974_DN3_SP0_c.t1
OG0017329	XP_006390560.1	CP9_g28976_DN1_SP0_c.t1
OG0017330	XP_006390538.1	CP9_g28993_DN3_SP8_c.t1
OG0017331	XP_006390534.1	CP9_g28997_DN3_SP0_c.t1
OG0017333	XP_024007515.1	CP9_g29010_DN3_SP4_c.t1
OG0017334	XP_006390469.1	CP9_g29049_DN3_SP0_c.t1
OG0017335	XP_006390402.1	CP9_g29104_DN2_SP5_c.t1
OG0017336	XP_006391090.1	CP9_g28472_DN3_SP8_c.t1
OG0017337	XP_006391089.1	CP9_g28473_DN3_SP0_c.t1
OG0017338	XP_006391080.1	CP9_g28479_DN3_SP4_c.t1
OG0017339	XP_006391063.1	CP9_g28490_DN3_SP7_c.t1
OG0017340	XP_006391044.1	CP9_g28509_DN3_SP1_c.t1
OG0017342	XP_006412938.1	CP5_g1138_DN3_SP0_c.t1
OG0017343	XP_024014777.1	CP19_g17841_DN3_SP2_c.t1
OG0017345	XP_006405584.1	CP5_g1471_DN3_SP4_c.t1
OG0017346	XP_006405559.1	CP5_g1443_DN3_SP6_c.t1
OG0017347	XP_006419129.1	CP3_g15841_DN3_SP7_c.t1
OG0017348	XP_006419128.1	CP3_g15840_DN3_SP8_c.t1
OG0017349	XP_006395362.1	CP13_g19192_DN3_SP8_c.t1
OG0017350	XP_024006860.1	CP13_g19166_DN3_SP0_c.t1
OG0017351	XP_006395389.1	CP13_g19219_DN3_SP5_c.t1
OG0017352	XP_024006794.1	CP13_g19241_DN3_SP2_c.t1
OG0017353	XP_006395523.1	CP13_g19334_DN3_SP3_c.t1
OG0017354	XP_006395534.1	CP13_g19345_DN3_SP5_c.t1
OG0017355	XP_006395551.1	CP13_g19364_DN3_SP1_c.t1
OG0017357	XP_006390980.2	CP9_g28579_DN3_SP1_c.t1
OG0017358	XP_006390993.1	CP9_g28563_DN3_SP0_c.t1
OG0017359	XP_006391000.2	CP9_g28557_DN3_SP1_c.t1
OG0017360	XP_006391004.1	CP9_g28554_DN3_SP0_c.t1
OG0017362	XP_006391032.1	CP9_g28523_DN3_SP0_c.t1
OG0017363	XP_006398250.1	CP13_g19949_DN3_SP7_c.t1
OG0017364	XP_006398243.1	CP13_g19954_DN3_SP0_c.t1
OG0017365	XP_006398229.1	CP13_g19966_DN3_SP0_c.t1
OG0017366	XP_006398149.1	CP13_g20058_DN3_SP7_c.t1
OG0017367	XP_006393132.1	CP1_g38060_DN3_SP8_c.t1
OG0017368	XP_006393128.1	CP1_g38054_DN3_SP8_c.t1
OG0017369	XP_006393060.1	CP1_g37987_DN3_SP8_c.t1
OG0017373	XP_006392912.1	CP1_g37875_DN3_SP1_c.t1
OG0017374	XP_006392911.1	CP1_g37874_DN3_SP0_c.t1
OG0017375	XP_006392906.1	CP1_g37870_DN3_SP0_c.t1
OG0017376	XP_006392895.1	CP1_g37861_DN3_SP8_c.t1
OG0017377	XP_024005983.1	CP1_g37853_DN3_SP1_c.t1
OG0017378	XP_006403344.1	CP13_g20569_DN3_SP1_c.t1
OG0017379	XP_006403339.1	CP13_g20547_DN3_SP0_c.t1
OG0017380	XP_024007167.1	CP5_g2058_DN3_SP1_c.t1
OG0017381	XP_006403267.1	CP13_g20320_DN3_SP2_c.t1
OG0017382	XP_024003850.1	CP4_g25384_DN3_SP1_c.t1
OG0017383	XP_006410507.1	CP4_g25383_DN3_SP7_c.t1
OG0017384	XP_006410509.1	CP4_g25381_DN3_SP2_c.t1
OG0017386	XP_006410536.1	CP4_g25353_DN3_SP2_c.t1
OG0017387	XP_006410589.1	CP4_g25298_DN3_SP0_c.t1
OG0017388	XP_006410642.1	CP4_g25255_DN3_SP0_c.t1
OG0017389	XP_006410652.1	CP4_g25246_DN3_SP0_c.t1
OG0017390	XP_024003968.1	CP4_g25228_DN3_SP0_c.t1
OG0017391	XP_006410694.1	CP4_g25208_DN3_SP7_c.t1
OG0017392	XP_006410706.1	CP4_g25196_DN2_SP0_c.t1
OG0017393	XP_006410749.1	CP4_g25159_DN3_SP8_c.t1
OG0017394	XP_024004700.1	CP6_g6874_DN3_SP7_c.t1
OG0017396	XP_006414022.1	CP6_g6904_DN3_SP5_c.t1
OG0017398	XP_006414056.1	CP6_g6931_DN3_SP8_c.t1
OG0017399	XP_024004753.1	CP6_g6946_DN2_SP0_c.t1
OG0017400	XP_006414123.1	CP6_g6983_DN2_SP0_c.t1
OG0017401	XP_006418855.1	CP3_g14722_DN3_SP0_c.t1
OG0017402	XP_006404761.1	CP16_g54925_DN2_SP0_c.t1
OG0017403	XP_006415154.1	CP7_g44621_DN3_SP1_c.t1
OG0017404	XP_006403987.1	CP3_g14287_DN3_SP0_c.t1
OG0017405	XP_006404004.1	CP3_g14302_DN3_SP0_c.t1
OG0017406	XP_006404016.1	CP3_g14312_DN3_SP0_c.t1
OG0017407	XP_006401828.1	CP8_g53193_DN3_SP4_c.t1
OG0017409	XP_024004400.1	CP6_g7011_DN3_SP4_c.t1
OG0017410	XP_006414211.1	CP6_g7074_DN3_SP2_c.t1
OG0017412	XP_006409501.1	CP10_g44028_DN3_SP8_c.t1
OG0017413	XP_006409477.1	CP10_g44013_DN3_SP7_c.t1
OG0017414	XP_006409419.1	CP10_g43917_DN3_SP4_c.t1
OG0017415	XP_006409411.1	CP10_g43908_DN3_SP8_c.t1
OG0017416	XP_024016188.1	CP10_g43850_DN3_SP0_c.t1
OG0017417	XP_006413624.2	CP19_g18398_DN1_SP0_c.t1
OG0017418	XP_006413647.1	CP19_g18427_DN1_SP0_c.t1
OG0017419	XP_006415754.1	CP7_g45130_DN3_SP1_c.t1
OG0017420	XP_006413665.1	CP19_g18441_DN3_SP8_c.t1
OG0017421	XP_006395170.1	CP2_g48776_DN3_SP0_c.t1
OG0017422	XP_024005664.1	CP6_g6811_DN3_SP0_c.t1
OG0017423	XP_006413867.1	CP6_g6786_DN3_SP7_c.t1
OG0017424	XP_006409708.1	CP15_g35772_DN3_SP0_c.t1
OG0017425	XP_006395287.1	CP13_g19120_DN1_SP0_c.t1
OG0017426	XP_006413828.1	CP6_g6753_DN3_SP8_c.t1
OG0017427	XP_006413775.1	CP6_g6707_DN3_SP7_c.t1
OG0017428	XP_006413773.2	CP6_g6704_DN2_SP0_c.t1
OG0017429	XP_006413739.1	CP19_g18513_DN3_SP1_c.t1
OG0017430	XP_006413723.2	CP19_g18494_DN3_SP0_c.t1
OG0017431	XP_006413936.1	CP6_g6842_DN3_SP8_c.t1
OG0017433	XP_006406631.1	CP12_g30160_DN3_SP0_c.t1
OG0017434	XP_006408574.1	CP10_g42092_DN3_SP3_c.t1
OG0017435	XP_006408568.1	CP10_g42096_DN3_SP5_c.t1
OG0017436	XP_006408559.1	CP10_g42102_DN3_SP1_c.t1
OG0017437	XP_006408553.1	CP10_g42113_DN3_SP0_c.t1
OG0017438	XP_006408550.1	CP10_g42115_DN3_SP2_c.t1
OG0017440	XP_006408531.1	CP10_g42131_DN3_SP4_c.t1
OG0017441	XP_006408530.2	CP10_g42132_DN2_SP0_c.t1
OG0017442	XP_006393824.1	CP2_g47554_DN3_SP4_c.t1
OG0017443	XP_024012153.1	CP8_g53540_DN3_SP0_c.t1
OG0017444	XP_006393819.1	CP2_g47549_DN3_SP4_c.t1
OG0017445	XP_006393815.1	CP2_g47546_DN3_SP8_c.t1
OG0017446	XP_006405329.1	CP2_g47540_DN3_SP0_c.t1
OG0017448	XP_006393794.1	CP2_g47526_DN3_SP8_c.t1
OG0017449	XP_006393793.1	CP2_g47525_DN2_SP3_c.t1
OG0017451	XP_006402274.1	CP3_g13055_DN3_SP5_c.t1
OG0017452	XP_024012813.1	CP3_g13064_DN3_SP0_c.t1
OG0017453	XP_024012904.1	CP3_g13065_DN3_SP2_c.t1
OG0017454	XP_024009123.1	CP3_g13072_DN3_SP5_c.t1
OG0017456	XP_006402314.1	CP3_g13097_DN1_SP0_c.t1
OG0017457	XP_006402361.1	CP3_g13137_DN3_SP0_c.t1
OG0017458	XP_006402401.1	CP3_g13170_DN3_SP6_c.t1
OG0017459	XP_024013020.1	CP3_g13211_DN2_SP0_c.t1
OG0017460	XP_006402442.1	CP3_g13214_DN3_SP0_c.t1
OG0017461	XP_006402529.1	CP3_g13302_DN3_SP5_c.t1
OG0017462	XP_024012849.1	CP3_g13304_DN1_SP0_c.t1
OG0017463	XP_006402540.1	CP3_g13312_DN3_SP6_c.t1
OG0017464	XP_006402544.1	CP3_g13315_DN2_SP0_c.t1
OG0017465	XP_006402584.1	CP3_g13348_DN3_SP0_c.t1
OG0017466	XP_006402588.1	CP3_g13352_DN3_SP8_c.t1
OG0017467	XP_006402614.1	CP3_g13373_DN3_SP6_c.t1
OG0017468	XP_006402645.1	CP3_g13403_DN3_SP5_c.t1
OG0017470	XP_006402730.1	CP3_g13469_DN3_SP8_c.t1
OG0017471	XP_006402746.1	CP3_g13476_DN2_SP0_c.t1
OG0017472	XP_006402856.1	CP3_g13583_DN3_SP8_c.t1
OG0017473	XP_006402869.1	CP3_g13595_DN3_SP8_c.t1
OG0017474	XP_024012934.1, XP_006396050.2	CP3_g13610_DN3_SP0_c.t1
OG0017475	XP_006402891.1	CP3_g13616_DN3_SP0_c.t1
OG0017476	XP_006402900.1	CP3_g13628_DN3_SP7_c.t1
OG0017480	XP_006403024.1	CP3_g13743_DN3_SP6_c.t1
OG0017482	XP_024013443.1	CP3_g13784_DN3_SP1_c.t1
OG0017483	XP_006403455.1	CP3_g13801_DN3_SP6_c.t1
OG0017484	XP_006403456.1	CP3_g13803_DN3_SP8_c.t1
OG0017485	XP_024013354.1	CP3_g13815_DN3_SP2_c.t1
OG0017486	XP_006403498.1	CP3_g13844_DN3_SP1_c.t1
OG0017487	XP_006403513.1	CP3_g13855_DN3_SP6_c.t1
OG0017488	XP_006403576.1	CP3_g13916_DN3_SP8_c.t1
OG0017489	XP_006403594.1	CP3_g13929_DN3_SP8_c.t1
OG0017490	XP_024013742.1	CP3_g13957_DN3_SP8_c.t1
OG0017491	XP_024013402.1	CP3_g13966_DN3_SP0_c.t1
OG0017493	XP_006403656.1	CP3_g13982_DN3_SP8_c.t1
OG0017494	XP_024013640.1	CP3_g13995_DN3_SP1_c.t1
OG0017495	XP_006403714.2	CP3_g14036_DN3_SP0_c.t1
OG0017497	XP_006403731.2	CP3_g14054_DN2_SP0_c.t1
OG0017498	XP_006403738.1	CP3_g14061_DN3_SP7_c.t1
OG0017499	XP_024013759.1	CP3_g14080_DN3_SP0_c.t1
OG0017500	XP_006403768.1	CP3_g14082_DN2_SP0_c.t1
OG0017501	XP_006403779.1	CP3_g14090_DN2_SP4_c.t1
OG0017502	XP_006403784.1	CP3_g14096_DN1_SP0_c.t1
OG0017504	XP_006401698.1	CP8_g53314_DN3_SP6_c.t1
OG0017505	XP_006418740.1	CP12_g30838_DN3_SP0_c.t1
OG0017506	XP_006418738.1	CP12_g30839_DN3_SP3_c.t1
OG0017507	XP_006418700.1	CP12_g30859_DN3_SP0_c.t1
OG0017508	XP_006418679.1	CP12_g30874_DN2_SP0_c.t1
OG0017509	XP_006418684.1	CP12_g30873_DN3_SP3_c.t1
OG0017510	XP_006418660.1	CP12_g30888_DN3_SP0_c.t1
OG0017511	XP_006418623.1	CP12_g30988_DN3_SP1_c.t1
OG0017512	XP_024009676.1	CP12_g31046_DN3_SP5_c.t1
OG0017513	XP_006418585.1	CP12_g31038_DN3_SP7_c.t1
OG0017514	XP_006418510.1	CP12_g31433_DN3_SP8_c.t1
OG0017516	XP_006391435.1	CP9_g28222_DN3_SP1_c.t1
OG0017517	XP_006391461.1	CP39_g21137_DN3_SP0_c.t1
OG0017518	XP_006391473.1	CP39_g21147_DN3_SP5_c.t1
OG0017519	XP_006391230.1	CP9_g28335_DN3_SP8_c.t1
OG0017520	XP_006391213.1	CP9_g28355_DN3_SP8_c.t1
OG0017521	XP_006391206.1	CP9_g28360_DN3_SP7_c.t1
OG0017522	XP_006391193.1	CP9_g28372_DN3_SP6_c.t1
OG0017523	XP_006391191.1	CP9_g28374_DN3_SP3_c.t1
OG0017524	XP_006391157.1	CP9_g28404_DN3_SP5_c.t1
OG0017526	XP_006409174.1	CP10_g43687_DN3_SP4_c.t1
OG0017527	XP_024016596.1	CP10_g43669_DN3_SP7_c.t1
OG0017528	XP_024016046.1	CP10_g43635_DN3_SP0_c.t1
OG0017529	XP_006403018.1	CP3_g13735_DN2_SP1_c.t1
OG0017530	XP_006395877.1	CP13_g19656_DN2_SP0_c.t1
OG0017531	XP_006395192.1	CP2_g48793_DN3_SP8_c.t1
OG0017533	XP_006411349.1	CP4_g24637_DN3_SP0_c.t1
OG0017535	XP_024012703.1	CP8_g53226_DN3_SP0_c.t1
OG0017536	XP_006411301.1	CP4_g24673_DN3_SP7_c.t1
OG0017537	XP_006411297.1	CP4_g24680_DN3_SP0_c.t1
OG0017538	XP_006411289.1	CP4_g24688_DN3_SP2_c.t1
OG0017540	XP_006411258.1	CP4_g24712_DN3_SP8_c.t1
OG0017541	XP_006411255.1	CP4_g24715_DN3_SP2_c.t1
OG0017542	XP_006411188.2	CP4_g24765_DN3_SP0_c.t1
OG0017543	XP_006411185.1	CP4_g24767_DN3_SP8_c.t1
OG0017546	XP_006411127.1	CP4_g24817_DN3_SP2_c.t1
OG0017547	XP_006411116.1	CP4_g24830_DN3_SP8_c.t1
OG0017548	XP_006411074.2	CP4_g24865_DN3_SP0_c.t1
OG0017550	XP_006411058.1	CP4_g24878_DN2_SP2_c.t1
OG0017551	XP_024016706.1	CP4_g24879_DN3_SP0_c.t1
OG0017554	XP_006410960.1	CP4_g24961_DN3_SP8_c.t1
OG0017555	XP_006410940.1	CP4_g24981_DN3_SP0_c.t1
OG0017556	XP_006396745.1	CP11_g31783_DN1_SP1_c.t1
OG0017557	XP_006396733.1	CP11_g31798_DN3_SP5_c.t1, CP11_g31779_DN3_SP2_c.t1
OG0017558	XP_006396732.1	CP11_g31800_DN3_SP7_c.t1
OG0017559	XP_024010161.1	CP11_g31805_DN3_SP8_c.t1
OG0017560	XP_006396721.1	CP11_g31813_DN2_SP0_c.t1
OG0017561	XP_006396719.1	CP11_g31815_DN3_SP8_c.t1
OG0017562	XP_006396767.1	CP20_g4451_DN3_SP7_c.t1
OG0017563	XP_006415865.1	CP7_g45225_DN3_SP0_c.t1
OG0017564	XP_006404557.1	CP16_g54743_DN2_SP0_c.t1
OG0017565	XP_006404560.1	CP16_g54746_DN3_SP2_c.t1
OG0017566	XP_006404571.1	CP16_g54758_DN3_SP6_c.t1
OG0017567	XP_006404580.1	CP16_g54763_DN3_SP7_c.t1
OG0017568	XP_006404597.1	CP16_g54777_DN3_SP2_c.t1
OG0017569	XP_006404604.1	CP16_g54782_DN3_SP2_c.t1
OG0017570	XP_024014253.1	CP16_g54823_DN3_SP0_c.t1
OG0017571	XP_006404655.1	CP16_g54836_DN2_SP0_c.t1
OG0017572	XP_006404716.1	CP16_g54887_DN3_SP3_c.t1
OG0017573	XP_006404726.1	CP16_g54896_DN3_SP6_c.t1
OG0017574	XP_006405145.2	CP16_g55278_DN3_SP3_c.t1
OG0017575	XP_006408813.1	CP16_g55727_DN3_SP7_c.t1
OG0017576	XP_006408861.1	CP18_g12311_DN3_SP6_c.t1
OG0017577	XP_006398034.1	CP18_g11694_DN3_SP7_c.t1
OG0017578	XP_006405235.1	CP16_g55537_DN3_SP8_c.t1
OG0017579	XP_024007274.1	CP1_g39934_DN3_SP0_c.t1
OG0017580	XP_024010610.1	CP21_g11176_DN3_SP5_c.t1
OG0017581	XP_006397423.1	CP7_g44426_DN3_SP3_c.t1
OG0017582	XP_006397419.1	CP7_g44430_DN3_SP7_c.t1
OG0017583	XP_006415018.1	CP7_g44483_DN3_SP4_c.t1
OG0017584	XP_024007707.1	CP7_g44492_DN3_SP8_c.t1
OG0017586	XP_006415087.1	CP7_g44549_DN3_SP1_c.t1
OG0017587	XP_024008157.1	CP7_g44550_DN3_SP4_c.t1
OG0017588	XP_006397019.1	CP20_g4245_DN3_SP0_c.t1
OG0017589	XP_006396995.1	CP20_g4268_DN3_SP0_c.t1
OG0017590	XP_006396989.1	CP20_g4285_DN3_SP7_c.t1
OG0017591	XP_006396986.2	CP20_g4288_DN3_SP2_c.t1
OG0017592	XP_006396883.1	CP20_g4367_DN3_SP7_c.t1
OG0017593	XP_024010184.1	CP20_g4369_DN3_SP8_c.t1
OG0017594	XP_024012017.1	CP8_g54407_DN3_SP4_c.t1
OG0017595	XP_006394921.1	CP2_g48565_DN2_SP0_c.t1
OG0017597	XP_006394980.1	CP2_g48618_DN3_SP6_c.t1
OG0017598	XP_006394995.1	CP2_g48633_DN3_SP7_c.t1
OG0017599	XP_006408924.1	CP10_g43522_DN3_SP0_c.t1
OG0017600	XP_006408957.1	CP12_g29859_DN3_SP7_c.t1
OG0017601	XP_006408999.2	CP12_g29832_DN3_SP8_c.t1
OG0017602	XP_006409016.1	CP12_g29818_DN2_SP3_c.t1
OG0017603	XP_006409030.1	CP12_g29803_DN3_SP7_c.t1
OG0017604	XP_024010813.1	CP4_g23917_DN3_SP1_c.t1
OG0017605	XP_006398000.1	CP4_g23921_DN3_SP1_c.t1
OG0017607	XP_006397948.2	CP4_g23967_DN2_SP0_c.t1
OG0017609	XP_006397936.1	CP4_g23980_DN3_SP7_c.t1
OG0017610	XP_006397883.1	CP4_g24027_DN3_SP8_c.t1
OG0017611	XP_006397876.1	CP4_g24035_DN3_SP6_c.t1
OG0017612	XP_024010868.1	CP4_g24066_DN3_SP0_c.t1
OG0017613	XP_006397810.1	CP4_g24097_DN3_SP0_c.t1
OG0017614	XP_006397735.1	CP4_g24177_DN3_SP8_c.t1
OG0017615	XP_006397718.1	CP4_g24193_DN3_SP1_c.t1
OG0017616	XP_006397680.2	CP4_g24230_DN3_SP8_c.t1
OG0017617	XP_024005313.1	CP5_g1129_DN3_SP1_c.t1
OG0017618	XP_006397592.1	CP4_g24314_DN3_SP2_c.t1
OG0017619	XP_006397586.1	CP4_g24317_DN3_SP1_c.t1
OG0017620	XP_006397583.1	CP4_g24319_DN3_SP6_c.t1
OG0017621	XP_006397572.1	CP4_g24329_DN3_SP4_c.t1
OG0017622	XP_006397563.1	CP4_g24336_DN3_SP8_c.t1
OG0017623	XP_024007387.1	CP11_g32276_DN3_SP6_c.t1
OG0017624	XP_006397497.1	CP4_g24395_DN3_SP2_c.t1
OG0017626	XP_006397481.1	CP4_g24410_DN3_SP1_c.t1
OG0017627	XP_024003726.1	CP4_g24500_DN3_SP5_c.t1
OG0017628	XP_006411471.1	CP4_g24516_DN3_SP0_c.t1
OG0017630	XP_006411450.1	CP4_g24542_DN3_SP8_c.t1
OG0017631	XP_006398421.1	CP13_g19767_DN3_SP5_c.t1
OG0017632	XP_024015000.1	CP10_g42207_DN2_SP0_c.t1
OG0017633	XP_006408435.1	CP10_g42215_DN3_SP6_c.t1
OG0017634	XP_006408397.1	CP10_g42258_DN2_SP0_c.t1
OG0017635	XP_024015432.1	CP10_g42280_DN3_SP8_c.t1
OG0017639	XP_006408316.1	CP10_g42328_DN3_SP7_c.t1
OG0017640	XP_006408301.1	CP10_g42338_DN3_SP0_c.t1
OG0017641	XP_006408288.1	CP10_g42351_DN3_SP3_c.t1
OG0017642	XP_006408282.1	CP10_g42357_DN3_SP8_c.t1
OG0017643	XP_006393868.1	CP2_g47599_DN2_SP7_c.t1
OG0017644	XP_006408176.1	CP10_g42445_DN3_SP4_c.t1
OG0017645	XP_006408156.1	CP10_g42463_DN3_SP7_c.t1
OG0017646	XP_006404852.1	CP16_g55017_DN3_SP0_c.t1
