Orthogroup	Eutrema_salsugineum	Cardamine_hirsuta
OG0015143	XP_006390401.1	CARHR067970
OG0015144	XP_006390395.1	CARHR068040
OG0015145	XP_006390391.1	CARHR068060
OG0015146	XP_006390390.1	CARHR068080
OG0015147	XP_006391116.1	CARHR061430
OG0015148	XP_024006319.1	CARHR061440
OG0015149	XP_006391105.1	CARHR061530
OG0015150	XP_024012836.1	CARHR061540
OG0015151	XP_006391098.1	CARHR061600
OG0015152	XP_006391092.1	CARHR061660
OG0015153	XP_006391085.1	CARHR061720
OG0015154	XP_006391071.1	CARHR061800
OG0015155	XP_006391070.2	CARHR061810
OG0015156	XP_006391058.1	CARHR061960
OG0015157	XP_024007404.1	CARHR062050
OG0015158	XP_006391045.2	CARHR062080
OG0015159	XP_006412953.1	CARHR236220
OG0015160	XP_006412934.1	CARHR236380
OG0015161	XP_006412930.1	CARHR236390
OG0015162	XP_006412927.2	CARHR236430
OG0015163	XP_006412924.1	CARHR236460
OG0015164	XP_006412916.1	CARHR236530
OG0015165	XP_006412894.1	CARHR236700
OG0015166	XP_006412893.1	CARHR236710
OG0015167	XP_024004660.1	CARHR236820
OG0015168	XP_006393506.2	CARHR236850
OG0015169	XP_006412875.1	CARHR236880
OG0015170	XP_024005256.1	CARHR236970
OG0015171	XP_006401735.1	CARHR266250
OG0015172	XP_006391729.1	CARHR047660
OG0015173	XP_006391712.1	CARHR047380
OG0015174	XP_006391693.1	CARHR047040
OG0015175	XP_006405583.1	CARHR262280
OG0015176	XP_006405560.1	CARHR262070
OG0015177	XP_006405513.1	CARHR261800
OG0015178	XP_006405509.1	CARHR261770
OG0015179	XP_006405506.1	CARHR261750
OG0015180	XP_006419138.1	CARHR152510
OG0015181	XP_006419134.1	CARHR153370
OG0015182	XP_006395254.1	CARHR153340
OG0015183	XP_006395361.1	CARHR292490
OG0015184	XP_024007126.1	CARHR151700
OG0015185	XP_006395386.1	CARHR149620
OG0015186	XP_024007359.1	CARHR149220
OG0015187	XP_006395417.1	CARHR148960
OG0015188	XP_006395440.1	CARHR148810
OG0015189	XP_006395444.1	CARHR148770
OG0015190	XP_024007510.1	CARHR148680
OG0015191	XP_006395463.1	CARHR148530
OG0015192	XP_024006895.1	CARHR148380
OG0015193	XP_006395481.1	CARHR148340
OG0015194	XP_006395480.1	CARHR148330
OG0015195	XP_006395483.1	CARHR148320
OG0015196	XP_006395488.1	CARHR148270
OG0015197	XP_006395499.1	CARHR148130
OG0015198	XP_006395507.1	CARHR147990
OG0015199	XP_006395526.1	CARHR147820
OG0015200	XP_006395529.1	CARHR147750
OG0015201	XP_006395530.1	CARHR147740
OG0015202	XP_006395544.1	CARHR147570
OG0015203	XP_006395552.1	CARHR147490
OG0015204	XP_006395582.1	CARHR147140
OG0015205	XP_006395596.1	CARHR147070
OG0015206	XP_024007497.1	CARHR147040
OG0015207	XP_006395599.1	CARHR147030
OG0015208	XP_024008260.1	CARHR019010
OG0015209	XP_006395626.1	CARHR146680
OG0015210	XP_006395629.2	CARHR146660
OG0015211	XP_006395635.1	CARHR288540
OG0015212	XP_006390943.1	CARHR063040
OG0015213	XP_024010909.1	CARHR062940
OG0015214	XP_006391006.1	CARHR062450
OG0015215	XP_006391008.1	CARHR062440
OG0015216	XP_006391011.1	CARHR062400
OG0015217	XP_006414614.1	CARHR221600
OG0015218	XP_006391025.1	CARHR062260
OG0015219	XP_006398279.1	CARHR175990
OG0015220	XP_006398278.1	CARHR176010
OG0015221	XP_006398265.1	CARHR176170
OG0015222	XP_024011024.1	CARHR176220
OG0015223	XP_024010937.1	CARHR176410
OG0015224	XP_006398198.2	CARHR176840
OG0015225	XP_006398197.1	CARHR176850
OG0015226	XP_006398195.1	CARHR176860
OG0015227	XP_006409335.1	CARHR293540
OG0015228	XP_006398170.1	CARHR177370
OG0015229	XP_006393215.1	CARHR039850
OG0015230	XP_006393212.1	CARHR039880
OG0015231	XP_024006214.1	CARHR039920
OG0015232	XP_006393201.1	CARHR039980
OG0015233	XP_006393199.1	CARHR039990
OG0015234	XP_006393197.1	CARHR040010
OG0015235	XP_006393196.2	CARHR040030
OG0015236	XP_024006252.1	CARHR040100
OG0015237	XP_006393179.1	CARHR040190
OG0015238	XP_006393166.1	CARHR040340
OG0015239	XP_006393150.1	CARHR040450
OG0015240	XP_006393152.1	CARHR040460
OG0015241	XP_006393139.1	CARHR040550
OG0015242	XP_006393138.1	CARHR040570
OG0015243	XP_006393126.1	CARHR040700
OG0015244	XP_006393095.1	CARHR040980
OG0015245	XP_006393080.1	CARHR041120
OG0015246	XP_006393079.1	CARHR041130
OG0015247	XP_024006139.1	CARHR041310
OG0015248	XP_006393053.1	CARHR041610
OG0015249	XP_006393052.1	CARHR041620
OG0015250	XP_006393051.1	CARHR041630
OG0015251	XP_006389809.1	CARHR074070
OG0015252	XP_024014093.1	CARHR117360
OG0015253	XP_006393003.1	CARHR041880
OG0015254	XP_006392994.2	CARHR041940
OG0015255	XP_006404736.1	CARHR042350
OG0015256	XP_006392935.1	CARHR042420
OG0015257	XP_006392932.1	CARHR042440
OG0015258	XP_006413266.1	CARHR233280
OG0015259	XP_006392913.1	CARHR042600
OG0015260	XP_006392914.1	CARHR042610
OG0015261	XP_006392902.1	CARHR042720
OG0015262	XP_006392899.1	CARHR042740
OG0015263	XP_006392896.1	CARHR042760
OG0015264	XP_024005951.1	CARHR042860
OG0015265	XP_006392871.1	CARHR042930
OG0015266	XP_006392869.2	CARHR042960
OG0015267	XP_006392865.1	CARHR043040
OG0015268	XP_006392859.1	CARHR043090
OG0015269	XP_006392855.1	CARHR043110
OG0015270	XP_006403355.1	CARHR181660
OG0015271	XP_006403354.1	CARHR181720
OG0015272	XP_006403335.1	CARHR181260
OG0015273	XP_006403322.1	CARHR181120
OG0015274	XP_006403290.1	CARHR180800
OG0015275	XP_006403287.1	CARHR180760
OG0015276	XP_024003744.1	CARHR127620
OG0015277	XP_006410512.2	CARHR127690
OG0015278	XP_006410516.1	CARHR127750
OG0015279	XP_006410517.1	CARHR127760
OG0015280	XP_006410529.1	CARHR127920
OG0015281	XP_006410553.1	CARHR128190
OG0015282	XP_006410556.1	CARHR128240
OG0015283	XP_006410559.1	CARHR128260
OG0015284	XP_006410561.1	CARHR128280
OG0015285	XP_006410576.1	CARHR128390
OG0015286	XP_006410591.1	CARHR128560, CARHR272540
OG0015287	XP_006410612.1	CARHR128740
OG0015288	XP_024006856.1	CARHR151910
OG0015289	XP_006410657.1	CARHR129170
OG0015290	XP_006410660.1	CARHR129200
OG0015291	XP_006410662.1	CARHR129210
OG0015292	XP_006410668.1	CARHR129260
OG0015293	XP_024003831.1	CARHR129270, CARHR180830, CARHR141110
OG0015294	XP_024003991.1	CARHR135180
OG0015295	XP_006410699.1	CARHR129560
OG0015296	XP_006410702.2	CARHR129600
OG0015297	XP_024016803.1	CARHR129650
OG0015298	XP_006410717.1	CARHR129770
OG0015299	XP_006400487.1	CARHR284960
OG0015300	XP_006410747.1	CARHR130030
OG0015301	XP_006410762.2	CARHR130170
OG0015302	XP_006413978.1	CARHR226230
OG0015303	XP_006413982.1	CARHR226180
OG0015305	XP_006413991.1	CARHR226130
OG0015306	XP_006413999.1	CARHR226050
OG0015307	XP_006414003.1	CARHR226020
OG0015308	XP_006414010.1	CARHR225980
OG0015309	XP_006414031.2	CARHR225880
OG0015310	XP_006414051.1	CARHR225680
OG0015311	XP_006414054.1	CARHR225670
OG0015312	XP_006414073.1	CARHR225510
OG0015313	XP_024004344.1	CARHR225460
OG0015314	XP_006414097.1	CARHR225310
OG0015315	XP_006414116.1	CARHR225130
OG0015316	XP_024005912.1	CARHR225070
OG0015317	XP_024005776.1	CARHR225060
OG0015318	XP_024004759.1	CARHR224930
OG0015320	XP_006414145.2	CARHR224870
OG0015321	XP_006405110.1	CARHR116530
OG0015322	XP_006414167.1	CARHR224710
OG0015323	XP_006414191.1	CARHR224480
OG0015324	XP_024004724.1	CARHR224460
OG0015325	XP_006414193.1	CARHR224450
OG0015326	XP_006414208.1	CARHR224340
OG0015327	XP_006414236.1	CARHR223990
OG0015328	XP_024004457.1	CARHR223750
OG0015329	XP_006414266.1	CARHR223720
OG0015330	XP_024007533.1	CARHR216780
OG0015331	XP_006398328.1	CARHR175480
OG0015332	XP_006395311.1	CARHR152240
OG0015333	XP_006403968.1	CARHR160550
OG0015334	XP_006404001.1	CARHR160330
OG0015335	XP_006404003.1	CARHR160280
OG0015336	XP_006404011.1	CARHR160200
OG0015337	XP_006404033.2	CARHR159910
OG0015338	XP_024014609.1	CARHR159890
OG0015339	XP_006415032.1	CARHR159830
OG0015340	XP_006404047.1	CARHR159600
OG0015341	XP_006404048.1	CARHR159590
OG0015342	XP_006404056.1	CARHR159170
OG0015343	XP_006401831.1	CARHR265340
OG0015344	XP_006401848.1	CARHR265150
OG0015345	XP_006401856.1	CARHR265100
OG0015346	XP_006401865.1	CARHR265040
OG0015347	XP_024012063.1	CARHR265020
OG0015348	XP_006401878.1	CARHR264940
OG0015349	XP_006401880.1	CARHR264910
OG0015350	XP_006401906.1	CARHR264700
OG0015351	XP_006401934.1	CARHR264400
OG0015352	XP_024011619.1	CARHR264520
OG0015353	XP_006391903.1	CARHR264570
OG0015354	XP_024012599.1	CARHR264370
OG0015355	XP_006402036.1	CARHR257180
OG0015356	XP_006402027.1	CARHR257030
OG0015357	XP_024012397.1	CARHR257040
OG0015358	XP_024012257.1	CARHR104040
OG0015359	XP_006409673.1	CARHR104670
OG0015360	XP_024016501.1	CARHR104240
OG0015361	XP_006409669.2	CARHR104210
OG0015362	XP_006409668.1	CARHR104200
OG0015363	XP_024016608.1	CARHR104700
OG0015364	XP_024016512.1	CARHR105340
OG0015365	XP_006409660.1	CARHR105280
OG0015366	XP_006409653.1	CARHR105220
OG0015367	XP_006409649.1	CARHR105200
OG0015368	XP_006409644.1	CARHR286390
OG0015369	XP_006409633.1	CARHR284790
OG0015370	XP_006409584.1	CARHR105620
OG0015371	XP_006409563.1	CARHR105690
OG0015372	XP_006409562.1	CARHR105700
OG0015373	XP_024016593.1	CARHR106280
OG0015374	XP_024006708.1	CARHR153580
OG0015375	XP_006409442.1	CARHR106620
OG0015376	XP_006409434.1	CARHR106680
OG0015377	XP_006409387.1	CARHR107130
OG0015378	XP_006409384.1	CARHR107140
OG0015379	XP_024005496.1	CARHR231370
OG0015380	XP_006413518.1	CARHR231180
OG0015381	XP_024004505.1	CARHR231170
OG0015383	XP_024005523.1	CARHR229980
OG0015384	XP_006413603.1	CARHR229940
OG0015386	XP_006413646.1	CARHR229450
OG0015387	XP_006413651.1	CARHR229420
OG0015388	XP_006413686.2	CARHR228990
OG0015389	XP_024004589.1	CARHR226660
OG0015390	XP_006413905.1	CARHR226870
OG0015391	XP_006413884.1	CARHR227130
OG0015392	XP_006413860.1	CARHR227300
OG0015393	XP_006413853.1	CARHR227360
OG0015394	XP_006413844.1	CARHR227420
OG0015395	XP_024005176.1	CARHR227490
OG0015396	XP_006413824.1	CARHR227510
OG0015397	XP_006413812.1	CARHR227750
OG0015398	XP_006413810.1	CARHR227760
OG0015399	XP_006413803.1	CARHR227800
OG0015400	XP_006413798.1	CARHR227870
OG0015401	XP_006413795.2	CARHR227900
OG0015402	XP_006413790.1	CARHR227930
OG0015403	XP_006413788.1	CARHR227940
OG0015404	XP_006414447.1	CARHR290280
OG0015405	XP_006413772.1	CARHR228170
OG0015406	XP_006413771.1	CARHR228180
OG0015407	XP_024005516.1	CARHR228320
OG0015408	XP_006413749.1	CARHR228390
OG0015409	XP_024011022.1	CARHR143870
OG0015410	XP_006413733.1	CARHR228520
OG0015411	XP_024005159.1	CARHR228530
OG0015412	XP_006393748.1	CARHR035770
OG0015413	XP_006413724.1	CARHR228640
OG0015414	XP_024005651.1	CARHR226480
OG0015415	XP_006413956.2	CARHR226380
OG0015417	XP_006405268.1	CARHR185890
OG0015419	XP_006405260.1	CARHR284920
OG0015420	XP_006403394.1	CARHR285100
OG0015421	XP_006414365.1	CARHR222710
OG0015422	XP_006414341.1	CARHR222890
OG0015423	XP_006414329.1	CARHR223060
OG0015424	XP_006414361.1	CARHR222740
OG0015425	XP_006414326.1	CARHR223090
OG0015426	XP_024004679.1	CARHR223230
OG0015427	XP_006414304.1	CARHR223400
OG0015428	XP_024005861.1	CARHR223420
OG0015429	XP_006414285.1	CARHR223580
OG0015430	XP_006408558.1	CARHR075000
OG0015431	XP_006408554.1	CARHR075070
OG0015432	XP_006408552.1	CARHR075090
OG0015433	XP_006408551.1	CARHR075110
OG0015434	XP_006408540.1	CARHR075210
OG0015435	XP_006408525.1	CARHR075360
OG0015436	XP_006408516.2	CARHR075440
OG0015437	XP_024007377.1	CARHR281150
OG0015438	XP_006393846.1	CARHR281220
OG0015439	XP_006393835.1	CARHR034750
OG0015440	XP_024007178.1	CARHR070850
OG0015441	XP_006393830.1	CARHR281410
OG0015442	XP_006406769.1	CARHR147050
OG0015443	XP_024006689.1	CARHR281560
OG0015444	XP_006393803.2	CARHR281580
OG0015445	XP_024007481.1	CARHR281660
OG0015446	XP_006393792.1	CARHR281710
OG0015447	XP_006403739.1	CARHR291420
OG0015448	XP_024012771.1	CARHR291430
OG0015449	XP_024012795.1	CARHR291440
OG0015450	XP_006402267.1	CARHR291480
OG0015451	XP_006402270.1	CARHR291500
OG0015452	XP_006402277.1	CARHR291560
OG0015453	XP_024012808.1	CARHR291570
OG0015454	XP_006402289.1	CARHR291650
OG0015455	XP_006402288.1	CARHR291640
OG0015456	XP_006402307.2	CARHR173430
OG0015457	XP_006402309.1	CARHR173400
OG0015458	XP_006402321.1	CARHR173260
OG0015459	XP_006402332.1	CARHR173140
OG0015460	XP_006402338.1	CARHR173090
OG0015461	XP_006402342.2	CARHR173050
OG0015462	XP_006402348.2	CARHR173000
OG0015463	XP_024012886.1	CARHR172890
OG0015464	XP_006402381.1	CARHR172700
OG0015465	XP_024012784.1	CARHR172690
OG0015466	XP_006402397.1	CARHR172570
OG0015467	XP_024012798.1	CARHR172540
OG0015468	XP_006402421.1	CARHR172370
OG0015470	XP_006402434.1	CARHR172210
OG0015471	XP_006402436.2	CARHR172170
OG0015472	XP_006401900.2	CARHR264790
OG0015473	XP_006402460.2	CARHR171970
OG0015474	XP_006402471.2	CARHR171870
OG0015475	XP_006402475.1	CARHR171830
OG0015476	XP_006402485.2	CARHR171750
OG0015477	XP_024012888.1	CARHR171460
OG0015478	XP_006402516.1	CARHR171430
OG0015479	XP_024012912.1	CARHR171310
OG0015480	XP_006402534.1	CARHR171250
OG0015481	XP_006402535.1	CARHR171240
OG0015482	XP_024016084.1	CARHR115320
OG0015483	XP_006402575.1	CARHR170910
OG0015484	XP_006402581.1	CARHR170790
OG0015485	XP_006402591.1	CARHR170660
OG0015486	XP_006415870.1	CARHR026070
OG0015487	XP_006402597.1	CARHR170620
OG0015488	XP_024012832.1	CARHR170550
OG0015489	XP_006402616.1	CARHR170470
OG0015490	XP_006402631.1	CARHR170300
OG0015491	XP_006402638.1	CARHR170270
OG0015492	XP_006402657.1	CARHR170120
OG0015493	XP_006402680.1	CARHR169900
OG0015494	XP_006402693.1	CARHR169780
OG0015495	XP_006414489.1	CARHR169760
OG0015496	XP_006396136.1	CARHR103380
OG0015497	XP_024012987.1	CARHR169550
OG0015498	XP_006402745.2	CARHR169230
OG0015500	XP_006402763.1	CARHR169040
OG0015501	XP_006402774.1	CARHR168950
OG0015502	XP_006402778.1	CARHR168930
OG0015503	XP_006402782.1	CARHR168890
OG0015504	XP_006402785.1	CARHR168860
OG0015505	XP_024012846.1	CARHR168850
OG0015506	XP_006402816.1	CARHR168330
OG0015507	XP_024013031.1	CARHR168150
OG0015508	XP_006402838.1	CARHR168140
OG0015509	XP_024012964.1	CARHR168050, CARHR168080
OG0015510	XP_006402860.1	CARHR167930
OG0015511	XP_024012799.1	CARHR167810, CARHR167800
OG0015512	XP_006402867.1	CARHR167760
OG0015513	XP_006402881.1	CARHR167610
OG0015514	XP_024008045.1	CARHR237470, CARHR120310, CARHR237440
OG0015515	XP_006408799.1	CARHR115440
OG0015516	XP_006402917.1	CARHR167240
OG0015517	XP_006402957.1	CARHR166860
OG0015518	XP_006402963.1	CARHR166760
OG0015519	XP_006402970.1	CARHR166720
OG0015520	XP_006419082.2	CARHR150960
OG0015521	XP_006402985.1	CARHR166570
OG0015522	XP_006402989.1	CARHR166540
OG0015523	XP_024013004.1	CARHR166390
OG0015524	XP_006403015.1	CARHR166320
OG0015525	XP_006403020.1	CARHR166280
OG0015526	XP_006403032.1	CARHR166110
OG0015527	XP_006403035.1	CARHR166080
OG0015528	XP_006403401.1	CARHR166010
OG0015529	XP_006403414.1	CARHR165950
OG0015530	XP_006403413.1	CARHR165940
OG0015531	XP_006403434.1	CARHR165700
OG0015532	XP_006391742.1	CARHR047900
OG0015533	XP_006403464.1	CARHR165400
OG0015534	XP_006403467.1	CARHR165370
OG0015535	XP_006403471.1	CARHR165310
OG0015536	XP_006403480.1	CARHR165260
OG0015537	XP_006403483.1	CARHR165230
OG0015538	XP_006395332.1	CARHR165190
OG0015539	XP_006403487.1	CARHR165170
OG0015540	XP_006403496.1	CARHR165080
OG0015541	XP_006403510.1	CARHR164970
OG0015542	XP_006403514.1	CARHR164910
OG0015543	XP_006403521.1	CARHR164860
OG0015544	XP_006403524.2	CARHR164850
OG0015545	XP_006403529.1	CARHR164780
OG0015546	XP_006391187.1	CARHR060740
OG0015547	XP_006403552.1	CARHR164550
OG0015548	XP_006403557.1	CARHR164500
OG0015549	XP_024013429.1	CARHR164400
OG0015550	XP_006403573.1	CARHR164360
OG0015551	XP_006403578.1	CARHR164320
OG0015552	XP_006403581.1	CARHR164300
OG0015553	XP_006403582.1	CARHR164290
OG0015554	XP_006391874.1, XP_006403600.1	CARHR164160
OG0015555	XP_024007003.1	CARHR034830
OG0015556	XP_024014709.1	CARHR103070
OG0015557	XP_006403633.1	CARHR163870
OG0015558	XP_006403637.1	CARHR163840
OG0015559	XP_006403644.1	CARHR163780
OG0015560	XP_024013832.1	CARHR163760
OG0015561	XP_006403675.1	CARHR163460
OG0015562	XP_006409010.1	CARHR111400
OG0015563	XP_024013439.1	CARHR162940
OG0015564	XP_006403735.1	CARHR162920
OG0015565	XP_024013547.1	CARHR162870
OG0015566	XP_024013698.1	CARHR162700
OG0015567	XP_006403780.1	CARHR162580
OG0015568	XP_024013521.1	CARHR162460
OG0015569	XP_006403785.1	CARHR162430
OG0015570	XP_006403797.1	CARHR162280
OG0015571	XP_006401652.1	CARHR266990
OG0015572	XP_006401666.1	CARHR266910
OG0015573	XP_006401702.1	CARHR266590
OG0015574	XP_006401705.1	CARHR266570
OG0015575	XP_006401720.1	CARHR266360
OG0015576	XP_006401721.1	CARHR266350
OG0015577	XP_006414396.1	CARHR290690
OG0015578	XP_006418742.1	CARHR100590
OG0015579	XP_006418741.2	CARHR100600
OG0015580	XP_006418731.1	CARHR100670
OG0015581	XP_006418721.1	CARHR100790
OG0015582	XP_006418716.1	CARHR100870
OG0015583	XP_006418701.1	CARHR101060
OG0015584	XP_006418697.2	CARHR101080
OG0015585	XP_006418686.1	CARHR101170
OG0015586	XP_024009649.1	CARHR101450
OG0015587	XP_006418656.1	CARHR101470
OG0015588	XP_006418648.1	CARHR101560
OG0015589	XP_024009561.1	CARHR101570
OG0015590	XP_006418630.2	CARHR101730
OG0015591	XP_024009714.1	CARHR101740
OG0015592	XP_006418578.1	CARHR102210
OG0015593	XP_006418576.1	CARHR102220
OG0015594	XP_006418568.1	CARHR102420
OG0015595	XP_006418561.1	CARHR102490
OG0015596	XP_006418560.1	CARHR102500
OG0015597	XP_006418554.1	CARHR102750
OG0015598	XP_006418545.1	CARHR102830
OG0015599	XP_006418528.1	CARHR102970
OG0015600	XP_006395112.1	CARHR103010
OG0015601	XP_006396162.1	CARHR103100
OG0015602	XP_006396141.1	CARHR103360
OG0015603	XP_006419140.2	CARHR098710
OG0015604	XP_006396130.1	CARHR103520
OG0015605	XP_006418760.1	CARHR100420
OG0015606	XP_006391437.1	CARHR058940
OG0015607	XP_024012409.1	CARHR059460
OG0015608	XP_006391474.1	CARHR059560
OG0015609	XP_024010550.1	CARHR059670
OG0015610	XP_006391295.1	CARHR059780
OG0015611	XP_006391284.1	CARHR059920
OG0015612	XP_024007952.1	CARHR060060
OG0015613	XP_024014016.1	CARHR060080
OG0015614	XP_006391214.1	CARHR060460
OG0015615	XP_006391205.1	CARHR060550
OG0015616	XP_006391192.2	CARHR060680
OG0015617	XP_006391186.1	CARHR060760
OG0015618	XP_006391174.1	CARHR060870
OG0015619	XP_006391167.1	CARHR060910
OG0015620	XP_006397362.1	CARHR260060
OG0015621	XP_006395206.1	CARHR184070
OG0015622	XP_024007372.1	CARHR182940
OG0015623	XP_006395116.1	CARHR182950
OG0015624	XP_006395153.2	CARHR183310
OG0015625	XP_006395162.1	CARHR291970
OG0015626	XP_006409198.1	CARHR108580
OG0015627	XP_006403052.1	CARHR217070
OG0015628	XP_006409176.1	CARHR108770
OG0015629	XP_006409172.1	CARHR108880
OG0015630	XP_006409161.1	CARHR108960
OG0015631	XP_006409156.1	CARHR109010
OG0015632	XP_024016552.1	CARHR109060
OG0015633	XP_024016566.1	CARHR109140
OG0015634	XP_006409110.1	CARHR109440
OG0015635	XP_006409106.1	CARHR109460
OG0015636	XP_006409093.1	CARHR109510
OG0015637	XP_006409066.1	CARHR109780
OG0015638	XP_006409062.1	CARHR109830
OG0015639	XP_006409058.1	CARHR109870
OG0015640	XP_006411386.1	CARHR136300
OG0015641	XP_006411377.1	CARHR136210
OG0015642	XP_024003860.1	CARHR136160
OG0015643	XP_006411362.1	CARHR136080
OG0015644	XP_024003784.1	CARHR136040
OG0015645	XP_006400215.1	CARHR152570
OG0015646	XP_024016762.1	CARHR135960
OG0015647	XP_006411337.1	CARHR135800
OG0015648	XP_024016724.1	CARHR135770
OG0015649	XP_006411295.1	CARHR135470
OG0015650	XP_024014809.1	CARHR212550
OG0015651	XP_006411284.1	CARHR135350
OG0015652	XP_006411282.1	CARHR135330
OG0015653	XP_006411259.1	CARHR135080
OG0015654	XP_024016813.1	CARHR134870
OG0015655	XP_006411236.1	CARHR134840
OG0015656	XP_006411235.1	CARHR134830
OG0015657	XP_006411228.1	CARHR134800
OG0015658	XP_006411194.1	CARHR134510
OG0015659	XP_006411191.1	CARHR134490
OG0015660	XP_006411183.1	CARHR134420
OG0015661	XP_006411168.1	CARHR134280
OG0015662	XP_006411133.2	CARHR133850
OG0015663	XP_006411120.1	CARHR133700
OG0015664	XP_024004243.1	CARHR133620
OG0015665	XP_006397356.1	CARHR287100
OG0015666	XP_006411110.2	CARHR133580
OG0015668	XP_024003963.1	CARHR133410
OG0015669	XP_006411084.1	CARHR133330
OG0015670	XP_024004292.1	CARHR133260
OG0015671	XP_024007534.1	CARHR144210
OG0015672	XP_006411070.1	CARHR133230, CARHR035360
OG0015673	XP_006411053.1	CARHR133030
OG0015674	XP_006411048.1	CARHR132960
OG0015675	XP_024003859.1	CARHR132760
OG0015676	XP_024003827.1	CARHR132730
OG0015677	XP_006411015.1	CARHR132720
OG0015678	XP_006397260.1	CARHR259750
OG0015679	XP_006411006.1	CARHR132620
OG0015680	XP_006410972.1, XP_006410973.1	CARHR131730
OG0015681	XP_024004201.1	CARHR131770
OG0015682	XP_006408048.1	CARHR152710
OG0015683	XP_006410956.1	CARHR131920
OG0015684	XP_006410954.1	CARHR131940
OG0015685	XP_006410917.1	CARHR132250
OG0015686	XP_006410904.1	CARHR132350
OG0015687	XP_006410903.1	CARHR132360
OG0015688	XP_006410899.1	CARHR131710
OG0015689	XP_006410890.1	CARHR131610
OG0015690	XP_006410889.1	CARHR131600
OG0015691	XP_024003969.1	CARHR131510
OG0015692	XP_006410878.1	CARHR131490
OG0015693	XP_024003914.1	CARHR131420
OG0015694	XP_006410861.1	CARHR131340
OG0015695	XP_006396744.1	CARHR253600
OG0015696	XP_024010117.1	CARHR253140
OG0015697	XP_006396703.1	CARHR253150
