Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_Rawat
OG0017050	XP_006415743.1	AL1G41180
OG0017051	XP_006393680.1	AL1G52650
OG0017052	XP_006393672.1	AL1G52790
OG0017053	XP_006393646.1	AL1G52910
OG0017054	XP_006395856.1	AL5G10840
OG0017055	XP_006415739.1	AL1G41210
OG0017056	XP_006415727.1	AL1G41320
OG0017057	XP_006415717.1	AL1G41400
OG0017058	XP_024008696.1	AL1G41900
OG0017059	XP_024009046.1	AL1G42580
OG0017060	XP_006415623.1	AL1G42680
OG0017061	XP_006415593.1	AL1G43060
OG0017062	XP_024008343.1	AL1G43530
OG0017063	XP_006415543.2	AL1G43650
OG0017064	XP_024008822.1	AL1G43850
OG0017065	XP_024007781.1	AL1G43900
OG0017066	XP_006415502.1	AL1G44100
OG0017067	XP_006415471.1	AL1G44410
OG0017068	XP_006395974.1	AL7G43950
OG0017069	XP_006415462.1	AL1G44540
OG0017070	XP_006415447.1	AL1G44640
OG0017071	XP_006415385.1	AL1G45360
OG0017072	XP_006415333.1	AL1G49640
OG0017073	XP_006415324.1	AL1G49580
OG0017074	XP_006415290.1	AL1G45920
OG0017076	XP_006415211.1	AL1G46540
OG0017077	XP_006415208.1	AL1G46560
OG0017078	XP_024008382.1	AL1G46750
OG0017079	XP_006395751.1	AL5G12440
OG0017080	XP_006395725.1	AL5G12910
OG0017081	XP_006395707.2	AL5G13160
OG0017082	XP_024007584.1	AL5G13230
OG0017083	XP_024007395.1	AL5G13290
OG0017084	XP_006393874.1	AL8G44660
OG0017085	XP_006393896.2	AL8G44420
OG0017086	XP_006393913.1	AL8G44210
OG0017087	XP_006393916.2	AL8G44170
OG0017088	XP_024006964.1	AL8G43760
OG0017089	XP_006393964.1	AL8G43730
OG0017090	XP_006393971.2	AL8G43660
OG0017092	XP_006393982.2	AL8G43540
OG0017093	XP_024007331.1	AL8G43420
OG0017094	XP_006394013.1	AL8G43170, AL8G43380
OG0017095	XP_024007164.1	AL8G43100
OG0017096	XP_006394023.1	AL8G43080
OG0017097	XP_024007089.1	AL8G42970
OG0017098	XP_006394052.1	AL8G42850
OG0017099	XP_006394061.1	AL8G42770
OG0017100	XP_006394072.1	AL8G42660
OG0017101	XP_024007528.1	nbis-gene-2210
OG0017102	XP_006394084.1	AL8G42540
OG0017103	XP_006394093.1	AL8G42440
OG0017104	XP_006394107.1	AL8G42290
OG0017105	XP_006394145.1	AL8G41900
OG0017106	XP_006394167.2	AL8G41680
OG0017107	XP_024007519.1	AL8G41360
OG0017108	XP_006394216.1	AL8G41270
OG0017109	XP_006394227.1	AL8G41160
OG0017110	XP_006394229.2	AL8G41140
OG0017111	XP_006394245.2	AL8G40860
OG0017112	XP_006394291.2	AL8G40380
OG0017113	XP_024007057.1	AL8G40100
OG0017114	XP_006394325.1	AL3G51110
OG0017115	XP_006394339.1	AL8G39920
OG0017116	XP_006394367.1	AL8G39610
OG0017117	XP_024007570.1	AL8G38980
OG0017118	XP_006394487.1	AL8G38350
OG0017119	XP_024006811.1	AL8G38240
OG0017120	XP_006394500.1	AL8G38170
OG0017121	XP_006394572.1	AL6G34230
OG0017122	XP_006394579.1	AL6G34300
OG0017123	XP_006394584.2	AL6G34350
OG0017124	XP_006394605.1	AL6G34650
OG0017126	XP_006394641.1	AL6G35110
OG0017127	XP_024006679.1	AL6G35320
OG0017128	XP_006394659.1	AL6G35330
OG0017129	XP_006394695.1	AL6G35960
OG0017130	XP_024009801.1, XP_006394710.1	AL6G36150, AL6G36140
OG0017131	XP_024007035.1	AL6G36330
OG0017132	XP_006394735.1	AL6G36490
OG0017133	XP_006394774.1	AL4G47420
OG0017134	XP_006394801.1	AL6G37280
OG0017135	XP_006394807.1	AL6G37370
OG0017137	XP_006394855.1	AL5G44720
OG0017138	XP_006400501.2	AL6G30900
OG0017139	XP_006400514.1	AL6G31050
OG0017140	XP_006400525.2	AL6G31150
OG0017141	XP_006400543.2	AL6G31360
OG0017142	XP_006400559.1	AL6G31480
OG0017143	XP_006400589.1	AL6G31770
OG0017144	XP_006400598.1	AL6G31850
OG0017145	XP_006400603.1	AL6G31920
OG0017147	XP_006400671.1	AL6G32560
OG0017148	XP_006400678.1	AL6G32640
OG0017149	XP_006400739.1	AL6G33360
OG0017150	XP_006400769.1	AL6G33670
OG0017151	XP_006400789.2	AL6G33920
OG0017152	XP_006400801.1	AL6G34060
OG0017153	XP_024011643.1	AL8G36680
OG0017154	XP_006410780.1	AL8G36470
OG0017155	XP_006400922.1	AL8G36270
OG0017156	XP_006401027.1	AL8G35230
OG0017157	XP_006404463.1	AL5G22540
OG0017158	XP_006401066.1	AL8G34810
OG0017159	XP_006401072.1	nbis-gene-2168
OG0017160	XP_006401074.1	AL8G34710
OG0017161	XP_024011723.1	AL8G34700
OG0017162	XP_006401117.1	AL8G34310
OG0017163	XP_006401145.1	AL8G34040
OG0017164	XP_006401162.2	AL8G33900
OG0017165	XP_024012252.1	AL8G33820
OG0017167	XP_006401226.1	AL8G33200
OG0017168	XP_006413238.1	AL7G26930
OG0017169	XP_006401245.1	AL8G33010
OG0017170	XP_006416974.1	AL1G26780
OG0017171	XP_024012699.1	AL8G32750
OG0017172	XP_006401278.1	AL8G32700
OG0017173	XP_006401303.1	AL8G32430
OG0017174	XP_006401327.1	AL8G32140
OG0017175	XP_006401468.1	AL8G30850
OG0017176	XP_006401480.1	AL8G30750
OG0017177	XP_006401505.1	AL8G30430
OG0017178	XP_006401515.1	AL8G30350
OG0017179	XP_006401516.2	AL8G30340
OG0017180	XP_006401523.1	AL8G30270
OG0017181	XP_006404181.1	AL5G28590
OG0017182	XP_006404183.1	AL5G28570
OG0017183	XP_006404199.1, XP_006404201.2	AL5G28450
OG0017184	XP_006404203.1	AL5G28430
OG0017185	XP_006399222.1	AL6G17680
OG0017186	XP_024012113.1	AL6G17340
OG0017187	XP_006399193.1	AL6G17310
OG0017190	XP_006399184.1	AL6G17230
OG0017191	XP_006399183.1	AL6G17210
OG0017192	XP_006399159.1	AL6G16950
OG0017193	XP_006399154.1	AL6G16890
OG0017194	XP_006399119.1	AL6G16550
OG0017195	XP_006395908.1	AL7G45150
OG0017197	XP_006399047.1	AL6G15760, AL7G39550
OG0017198	XP_024012179.1	AL6G15640
OG0017199	XP_006398993.1	AL6G15150
OG0017201	XP_006398987.1	AL6G15090
OG0017202	XP_006398976.1	AL6G14990
OG0017203	XP_006398972.1	AL6G14960
OG0017204	XP_006398945.2	AL6G14590
OG0017205	XP_024011696.1	AL6G13670
OG0017207	XP_006398795.1	AL6G12790
OG0017209	XP_006398752.1	AL6G12260
OG0017210	XP_024012514.1	AL6G12240
OG0017211	XP_006398742.1	AL6G12120
OG0017213	XP_006398727.1	AL6G11990
OG0017214	XP_024011898.1	AL6G11910
OG0017215	XP_006398717.1	AL6G11860
OG0017216	XP_024012202.1	AL6G11430
OG0017217	XP_006398657.1	AL6G11170
OG0017218	XP_006398646.1	AL6G11000
OG0017219	XP_006398613.1	AL6G10600
OG0017221	XP_006398594.1	AL6G10380
OG0017222	XP_006398589.2	AL6G10330
OG0017223	XP_006398587.1	AL6G10320
OG0017225	XP_006398571.1	AL6G10150
OG0017226	XP_006405449.1	AL7G49080
OG0017227	XP_006405396.1	AL7G48480
OG0017228	XP_006405332.1	AL7G47840
OG0017229	XP_006405302.1	AL7G47370
OG0017230	XP_006389717.1	AL2G41700
OG0017232	XP_006389723.1	AL2G41730
OG0017233	XP_006389750.1	AL2G41460
OG0017234	XP_006389759.1	AL2G41380
OG0017235	XP_006389781.1	AL2G41170
OG0017236	XP_006389793.1	AL2G41060
OG0017237	XP_024007674.1	AL2G40580
OG0017238	XP_006389842.1	AL2G40510
OG0017239	XP_006389843.1	AL2G40500
OG0017240	XP_024010035.1	AL2G40400
OG0017241	XP_006389873.1	AL2G40210
OG0017242	XP_006389878.1	AL2G40180
OG0017243	XP_006389884.1	AL2G40100
OG0017244	XP_006389900.1	AL2G39920
OG0017245	XP_024006487.1, XP_024008175.1	AL2G39200
OG0017246	XP_024006368.1	AL2G38950
OG0017248	XP_006390037.1	AL2G38240
OG0017249	XP_006390040.1	AL2G38190
OG0017250	XP_024009441.1	AL2G38090
OG0017251	XP_006390071.1	AL2G37840
OG0017252	XP_006390085.1	AL2G37690
OG0017253	XP_024011774.1	AL2G37660
OG0017254	XP_024007530.1	AL2G37620
OG0017255	XP_006390097.1	AL2G37560
OG0017256	XP_006390130.1	AL2G37180
OG0017257	XP_006390143.1	AL2G37050
OG0017258	XP_006390160.1	AL2G36880
OG0017259	XP_006390171.1	AL2G36750
OG0017260	XP_006395459.1	AL5G16520
OG0017261	XP_006390251.1	AL2G35950
OG0017262	XP_006390259.2	AL2G35870
OG0017263	XP_006390268.1	AL2G35810
OG0017264	XP_006390272.1	AL2G35780
OG0017265	XP_006390293.2	AL2G35530
OG0017266	XP_024005471.1	AL1G66620
OG0017267	XP_006409308.1	AL3G50300
OG0017268	XP_006409244.1	AL3G50820
OG0017269	XP_024013721.1	AL5G26670
OG0017270	XP_006404388.1	AL5G26590
OG0017271	XP_006392558.1	AL1G64510
OG0017272	XP_006392575.1	AL1G64300
OG0017273	XP_006392577.1	AL1G64260
OG0017274	XP_024006026.1	AL1G64000
OG0017275	XP_006409008.1	AL3G53800
OG0017277	XP_006392620.1	AL1G63630
OG0017278	XP_024005934.1	AL1G63450
OG0017279	XP_006392635.1	AL1G63500
OG0017280	XP_006392664.1	AL1G63310
OG0017281	XP_006392674.1	AL1G63240
OG0017282	XP_024006127.1	AL1G63210
OG0017283	XP_006392685.1	AL1G63140
OG0017285	XP_006392720.1	AL1G62800
OG0017286	XP_006392735.1	AL1G62630
OG0017287	XP_006392766.2	AL1G62350
OG0017288	XP_006392777.1	AL1G62190
OG0017289	XP_006405263.1	AL7G44170
OG0017290	XP_006404973.1	AL4G14830
OG0017291	XP_006392827.2	AL1G61470
OG0017292	XP_006410786.1	AL4G32230
OG0017293	XP_006410832.2	AL4G32790
OG0017294	XP_024016674.1	AL4G33000
OG0017295	XP_006401747.1	AL8G27710
OG0017296	XP_006397349.1	AL6G41330
OG0017297	XP_006396315.1	AL8G23780
OG0017298	XP_006414795.1	AL7G44000
OG0017299	XP_024013035.1	AL7G44030
OG0017300	XP_006403062.1	AL7G44050
OG0017301	XP_006403068.1	AL7G44120
OG0017302	XP_006395968.1	AL7G44390
OG0017303	XP_024013083.1	AL7G44380
OG0017304	XP_006403096.1	AL7G44370
OG0017305	XP_024004368.1	AL9U11670
OG0017306	XP_006414966.1	AL9U10970
OG0017307	XP_006414944.1	AL9U10680
OG0017308	XP_024004673.1	AL7G43140
OG0017309	XP_006417179.1	AL1G24530
OG0017310	XP_006414859.1	AL7G42760
OG0017311	XP_006414782.1	AL7G42210
OG0017312	XP_024005242.1	AL7G42200
OG0017313	XP_006414698.1	AL7G41620
OG0017315	XP_006414631.1	nbis-gene-1860
OG0017316	XP_006414626.1	AL7G40960
OG0017317	XP_006414619.1	AL7G40890
OG0017318	XP_006414483.2	nbis-gene-1851
OG0017320	XP_024005598.1	AL7G39570
OG0017321	XP_006402186.2	AL8G24100
OG0017323	XP_006390604.1	AL2G32750
OG0017324	XP_006390600.1	AL2G32790
OG0017325	XP_006390598.1	AL2G32810
OG0017326	XP_024010545.1	AL2G32860
OG0017328	XP_006390563.2	AL2G33160
OG0017329	XP_006390560.1	AL2G33190
OG0017330	XP_006390538.1	AL2G33350
OG0017331	XP_006390534.1	AL2G33410
OG0017333	XP_024007515.1	AL2G33550
OG0017334	XP_006390469.1	AL2G33970
OG0017335	XP_006390402.1	AL2G34560
OG0017336	XP_006391090.1	AL2G27800
OG0017337	XP_006391089.1	AL2G27810
OG0017338	XP_006391080.1	AL2G27910
OG0017339	XP_006391063.1	AL2G28080
OG0017340	XP_006391044.1	AL2G28300
OG0017342	XP_006412938.1	AL7G23980
OG0017343	XP_024014777.1	AL7G47380
OG0017345	XP_006405584.1	AL7G50250
OG0017346	XP_006405559.1	AL7G49980
OG0017347	XP_006419129.1	AL5G21330
OG0017348	XP_006419128.1	AL5G21340
OG0017349	XP_006395362.1	AL5G18090
OG0017350	XP_024006860.1	AL5G18500
OG0017351	XP_006395389.1	AL5G17430
OG0017352	XP_024006794.1	AL5G17090
OG0017353	XP_006395523.1	AL5G15650
OG0017354	XP_006395534.1	AL5G15520
OG0017355	XP_006395551.1	AL5G15250
OG0017356	XP_006395636.1	AL5G14210
OG0017357	XP_006390980.2	AL2G28880
OG0017358	XP_006390993.1	AL2G28770
OG0017359	XP_006391000.2	AL2G28700
OG0017360	XP_006391004.1	AL2G28660
OG0017361	XP_006391009.1	AL2G28620
OG0017362	XP_006391032.1	AL2G28420
OG0017363	XP_006398250.1	AL8G12970
OG0017364	XP_006398243.1	AL8G13040
OG0017365	XP_006398229.1	AL8G13130
OG0017366	XP_006398149.1	AL8G14390, AL8G14190
OG0017367	XP_006393132.1	AL1G58240
OG0017368	XP_006393128.1	AL1G58290
OG0017369	XP_006393060.1	nbis-gene-285
OG0017372	XP_006392949.1	AL1G60300
OG0017373	XP_006392912.1	AL1G60770
OG0017374	XP_006392911.1	AL1G60780
OG0017375	XP_006392906.1	AL1G60810
OG0017376	XP_006392895.1	AL1G60930
OG0017377	XP_024005983.1	AL1G61070
OG0017378	XP_006403344.1	AL8G18220
OG0017379	XP_006403339.1	AL8G18110
OG0017380	XP_024007167.1	AL7G44840
OG0017381	XP_006403267.1	AL8G17180
OG0017382	XP_024003850.1	AL4G29290
OG0017383	XP_006410507.1	AL4G29300
OG0017384	XP_006410509.1	AL4G29310
OG0017385	XP_006410519.1	AL4G29450
OG0017386	XP_006410536.1	AL4G29640
OG0017387	XP_006410589.1	AL4G30410
OG0017388	XP_006410642.1	AL4G30880
OG0017389	XP_006410652.1	AL4G30970
OG0017390	XP_024003968.1	AL4G31160
OG0017391	XP_006410694.1	AL4G31410
OG0017392	XP_006410706.1	AL4G31530
OG0017393	XP_006410749.1	AL4G31910
OG0017394	XP_024004700.1	AL7G34740
OG0017396	XP_006414022.1	AL7G35130
OG0017397	XP_006414016.2	AL7G35030
OG0017398	XP_006414056.1	AL7G35460
OG0017399	XP_024004753.1	AL7G35640
OG0017400	XP_006414123.1	AL7G36060
OG0017401	XP_006418855.1	AL5G25810
OG0017402	XP_006404761.1	nbis-gene-951
OG0017403	XP_006415154.1	AL4G19410
OG0017404	XP_006403987.1	AL5G31230
OG0017405	XP_006404004.1	AL5G30980
OG0017406	XP_006404016.1	AL5G30780
OG0017407	XP_006401828.1	AL8G26800
OG0017408	XP_006401917.1	AL8G26020
OG0017409	XP_024004400.1	AL3G44200
OG0017410	XP_006414211.1	AL3G44100
OG0017411	XP_006409677.1	AL3G45550
OG0017414	XP_006409419.1	AL3G49200
OG0017415	XP_006409411.1	AL3G49360
OG0017416	XP_024016188.1	AL3G49950
OG0017417	XP_006413624.2	AL7G30770
OG0017418	XP_006413647.1	AL7G31050
OG0017419	XP_006415754.1	AL1G40910
OG0017420	XP_006413665.1	AL7G31270
OG0017421	XP_006395170.1	AL8G21480
OG0017423	XP_006413867.1	AL7G33440
OG0017425	XP_006395287.1	AL5G19330
OG0017426	XP_006413828.1	AL7G33080
OG0017427	XP_006413775.1	AL7G32600
OG0017428	XP_006413773.2	AL7G32570
OG0017429	XP_006413739.1	AL7G32190
OG0017430	XP_006413723.2	nbis-gene-1805
OG0017431	XP_006413936.1	AL7G34320
OG0017433	XP_006406631.1	AL3G31480
OG0017434	XP_006408574.1	AL3G10040
OG0017435	XP_006408568.1	AL3G10050
OG0017436	XP_006408559.1	AL3G10110
OG0017437	XP_006408553.1	AL3G10300
OG0017438	XP_006408550.1	AL3G10320
OG0017439	XP_006408535.1	AL3G10490
OG0017440	XP_006408531.1	AL3G10510
OG0017441	XP_006408530.2	AL3G10520
OG0017442	XP_006393824.1	AL5G34090
OG0017443	XP_024012153.1	AL2G15880
OG0017444	XP_006393819.1	AL8G45260
OG0017445	XP_006393815.1	AL8G45280
OG0017446	XP_006405329.1	AL8G45330
OG0017448	XP_006393794.1	AL8G45540
OG0017449	XP_006393793.1	AL8G45550
OG0017451	XP_006402274.1	AL5G46300
OG0017452	XP_024012813.1	AL5G46210
OG0017453	XP_024012904.1	AL5G46200
OG0017454	XP_024009123.1	AL5G46120
OG0017456	XP_006402314.1	AL5G45840
OG0017457	XP_006402361.1	AL5G45390
OG0017458	XP_006402401.1	AL5G44940
OG0017459	XP_024013020.1	AL5G44370
OG0017460	XP_006402442.1	AL5G43810, AL5G44340
OG0017461	XP_006402529.1	AL5G43230
OG0017462	XP_024012849.1	AL5G43210
OG0017463	XP_006402540.1	AL5G43130
OG0017464	XP_006402544.1	AL5G43080
OG0017465	XP_006402584.1	AL5G42660
OG0017466	XP_006402588.1	AL5G42610
OG0017467	XP_006402614.1	AL5G42390
OG0017468	XP_006402645.1	AL5G41970
OG0017470	XP_006402730.1	AL5G40910
OG0017471	XP_006402746.1	AL5G40590
OG0017472	XP_006402856.1	AL5G39300
OG0017473	XP_006402869.1	AL5G39100
OG0017474	XP_024012934.1, XP_006396050.2	AL5G38910
OG0017475	XP_006402891.1	AL5G38860
OG0017476	XP_006402900.1	AL5G38670
OG0017477	XP_006402953.1	AL5G38100
OG0017478	XP_006402993.1	AL5G37700
OG0017479	XP_006402995.2	AL5G37680
OG0017480	XP_006403024.1	AL5G37380
OG0017481	XP_006403415.1	AL5G37110
OG0017482	XP_024013443.1	AL5G36840
OG0017483	XP_006403455.1	AL5G36630
OG0017484	XP_006403456.1	AL5G36610
OG0017485	XP_024013354.1	AL5G36490
OG0017486	XP_006403498.1	AL5G36160
OG0017487	XP_006403513.1	AL5G36050
OG0017488	XP_006403576.1	AL5G35490
OG0017489	XP_006403594.1	AL5G35320
OG0017490	XP_024013742.1	AL5G35030
OG0017491	XP_024013402.1	AL5G34930
OG0017492	XP_006403652.1	AL5G34800
OG0017493	XP_006403656.1	AL5G34740
OG0017494	XP_024013640.1	AL5G34520
OG0017495	XP_006403714.2	AL5G34140
OG0017496	XP_006403718.2	AL5G34050
OG0017497	XP_006403731.2	nbis-gene-1357, AL5G33930
OG0017498	XP_006403738.1	AL5G33810
OG0017499	XP_024013759.1	AL5G33590
OG0017500	XP_006403768.1	AL5G33570
OG0017502	XP_006403784.1	AL5G33400
OG0017503	XP_024012168.1	AL8G28950
OG0017504	XP_006401698.1	AL8G28210
OG0017506	XP_006418738.1	AL3G39980
OG0017507	XP_006418700.1	AL3G40440
OG0017508	XP_006418679.1	AL3G40630
OG0017509	XP_006418684.1	AL3G40620
OG0017510	XP_006418660.1	AL3G40810
OG0017512	XP_024009676.1	AL3G41970
OG0017513	XP_006418585.1	AL3G42000
OG0017514	XP_006418510.1	AL3G42770
OG0017515	XP_006396122.1	AL3G43560
OG0017516	XP_006391435.1	AL2G25020
OG0017517	XP_006391461.1	AL2G25350
OG0017518	XP_006391473.1	AL2G25480
OG0017519	XP_006391230.1	AL2G26420
OG0017520	XP_006391213.1	AL2G26590
OG0017521	XP_006391206.1	AL2G26680
OG0017522	XP_006391193.1	AL2G26900
OG0017523	XP_006391191.1	AL2G26880
OG0017524	XP_006391157.1	AL2G27120
OG0017526	XP_006409174.1	AL3G51520
OG0017527	XP_024016596.1	AL3G51740
OG0017528	XP_024016046.1	AL3G53100
OG0017529	XP_006403018.1	AL8G25620
OG0017531	XP_006395192.1	nbis-gene-2058
OG0017532	XP_024003966.1	AL4G39210
OG0017533	XP_006411349.1	AL4G38760
OG0017534	XP_006411338.1	AL4G38580
OG0017535	XP_024012703.1	nbis-gene-2108
OG0017536	XP_006411301.1	AL4G38270
OG0017538	XP_006411289.1	AL4G38130
OG0017540	XP_006411258.1	AL4G37750
OG0017541	XP_006411255.1	AL301U10010, AL4G37720
OG0017542	XP_006411188.2	AL4G37030
OG0017543	XP_006411185.1	AL4G36980
OG0017544	XP_006411162.1	AL4G36710
OG0017545	XP_006411143.1	AL4G36480
OG0017546	XP_006411127.1	AL4G36350
OG0017547	XP_006411116.1	AL4G36230
OG0017548	XP_006411074.2	AL4G35850
OG0017549	XP_006411060.2	AL4G35740
OG0017550	XP_006411058.1	AL4G35720
OG0017551	XP_024016706.1	AL4G35710
OG0017553	XP_006410964.1	AL4G34660
OG0017554	XP_006410960.1	AL4G34610
OG0017555	XP_006410940.1	AL4G34020
OG0017556	XP_006396745.1	AL6G47500
OG0017557	XP_006396733.1	AL7G41300
OG0017558	XP_006396732.1	AL6G47640
OG0017559	XP_024010161.1	AL6G47690
OG0017560	XP_006396721.1	AL6G35610, AL6G47770
OG0017561	XP_006396719.1	AL6G47780
OG0017562	XP_006396767.1	AL6G47270
OG0017563	XP_006415865.1	AL1G39950
OG0017564	XP_006404557.1	AL4G10270
OG0017565	XP_006404560.1	AL4G10300
OG0017566	XP_006404571.1	AL4G10460
OG0017567	XP_006404580.1	AL4G10550
OG0017568	XP_006404597.1	AL4G10670
OG0017569	XP_006404604.1	AL4G10720
OG0017570	XP_024014253.1	AL4G11270
OG0017571	XP_006404655.1	AL4G11380
OG0017572	XP_006404716.1	AL4G12060
OG0017573	XP_006404726.1	AL4G12190
OG0017574	XP_006405145.2	AL4G16600
OG0017575	XP_006408813.1	nbis-gene-994
OG0017576	XP_006408861.1	AL4G18610
OG0017577	XP_006398034.1	AL4G19360
OG0017578	XP_006405235.1	AL4G17260
OG0017579	XP_024007274.1	AL1G51670
OG0017580	XP_024010610.1	AL1G50750
OG0017581	XP_006397423.1	AL1G49800
OG0017582	XP_006397419.1	AL1G49120
OG0017583	XP_006415018.1	nbis-gene-209
OG0017585	XP_006415081.1	AL1G47880
OG0017586	XP_006415087.1	AL1G47810
OG0017587	XP_024008157.1	AL1G47790
OG0017588	XP_006397019.1	AL6G44760
OG0017589	XP_006396995.1	AL6G44960
OG0017590	XP_006396989.1	AL6G45020
OG0017591	XP_006396986.2	AL6G45050
OG0017592	XP_006396883.1	AL6G46210
OG0017593	XP_024010184.1	AL6G46190
OG0017594	XP_024012017.1	AL6G30780
OG0017595	XP_006394921.1	AL6G38870
OG0017596	XP_024010645.1, XP_024006951.1	AL6G39610
OG0017597	XP_006394980.1	AL6G39790
OG0017598	XP_006394995.1	AL6G40110
OG0017599	XP_006408924.1	AL3G47990
OG0017600	XP_006408957.1	AL3G53360
OG0017601	XP_006408999.2	AL3G53730
OG0017602	XP_006409016.1	AL3G53920
OG0017603	XP_006409030.1	AL3G54160
OG0017604	XP_024010813.1	AL4G47700
OG0017605	XP_006398000.1	AL4G47680
OG0017607	XP_006397948.2	AL4G47100
OG0017609	XP_006397936.1	AL4G46970
OG0017610	XP_006397883.1	AL4G46390
OG0017611	XP_006397876.1	AL4G46310
OG0017612	XP_024010868.1	AL4G45950
OG0017613	XP_006397810.1	AL4G45510
OG0017614	XP_006397735.1	AL4G44720
OG0017615	XP_006397718.1	AL4G44510
OG0017616	XP_006397680.2	AL4G44090
OG0017617	XP_024005313.1	nbis-gene-1766
OG0017618	XP_006397592.1	AL4G43020
OG0017619	XP_006397586.1	AL4G42990
OG0017620	XP_006397583.1	AL4G42970
OG0017621	XP_006397572.1	AL4G42860
OG0017622	XP_006397563.1	AL4G42770
OG0017623	XP_024007387.1	AL3G53900
OG0017624	XP_006397497.1	nbis-gene-1149
OG0017625	XP_006397487.1	AL4G41880
OG0017626	XP_006397481.1	AL4G41840
OG0017627	XP_024003726.1	AL4G40600
OG0017628	XP_006411471.1	AL4G40420
OG0017630	XP_006411450.1	AL4G40130
OG0017631	XP_006398421.1	AL8G10790
OG0017632	XP_024015000.1	AL3G11370
OG0017633	XP_006408435.1	AL3G11460
OG0017634	XP_006408397.1	AL3G12020
OG0017635	XP_024015432.1	AL3G12300
OG0017636	XP_024015602.1	AL3G12330
OG0017638	XP_006408317.1	AL3G12930, AL3G13260
OG0017639	XP_006408316.1	AL3G12940
OG0017640	XP_006408301.1	AL3G13120
OG0017641	XP_006408288.1	AL3G13360, nbis-gene-1602
OG0017642	XP_006408282.1	AL3G13420
OG0017643	XP_006393868.1	AL8G43240
OG0017644	XP_006408176.1	AL3G14610
OG0017645	XP_006408156.1	AL3G14870
OG0017646	XP_006404852.1	AL4G13630
OG0017648	XP_006408098.1	AL3G15680
OG0017649	XP_024015575.1	AL3G16080
OG0017650	XP_006407993.1	AL3G16860
OG0017651	XP_006407989.1	AL3G16880
OG0017652	XP_024008793.1	AL1G40250
OG0017653	XP_006407956.1	AL3G17300
OG0017654	XP_006407945.1	AL3G17470
OG0017655	XP_006407938.1	AL3G17530
OG0017657	XP_006407922.1	AL3G17720
OG0017658	XP_006407896.1	AL3G17970
OG0017659	XP_006407887.1	AL3G18120
OG0017660	XP_024015473.1	AL3G18400
OG0017661	XP_006407846.1	AL3G18640
OG0017662	XP_006407840.1	AL3G18710
OG0017663	XP_006407807.1	AL3G19050
OG0017664	XP_006395243.1	AL6G31690
OG0017665	XP_006407782.1	AL3G19270
OG0017666	XP_006407773.1	AL3G19370
OG0017667	XP_006407771.1	AL3G19400
OG0017668	XP_006407741.1	nbis-gene-677
OG0017669	XP_006418524.1	nbis-gene-680
OG0017670	XP_006407738.1	AL3G19860
OG0017673	XP_024014999.1	AL3G20870
OG0017674	XP_006407643.1	AL3G20960
OG0017675	XP_006407639.2	AL3G21010
OG0017676	XP_006407614.1	AL3G21340
OG0017677	XP_024015751.1	AL3G21500
OG0017678	XP_006407595.1	AL3G21550
OG0017679	XP_006407592.1	AL3G21570
OG0017680	XP_006407575.1	AL3G21720
OG0017681	XP_006407527.1	AL3G22090
OG0017683	XP_006407445.1	AL3G23000
OG0017684	XP_006407324.2	nbis-gene-696
OG0017685	XP_006407320.1	AL3G24220
OG0017686	XP_006407291.1	AL3G24490
OG0017687	XP_006407255.1	AL3G24910
OG0017688	XP_006407234.1	AL3G25150
OG0017689	XP_006407197.1	AL3G25470
OG0017690	XP_006407182.1	AL3G25720
OG0017691	XP_006407172.1	AL3G25810
OG0017692	XP_006407169.1	AL3G25860
OG0017693	XP_024015748.1	AL3G26280
OG0017695	XP_006407092.2	AL3G26660
OG0017696	XP_006407067.1	AL3G26900
OG0017697	XP_006407066.1	AL3G26910
OG0017698	XP_006409688.1	AL3G45300
OG0017699	XP_024015348.1	AL3G27390
OG0017700	XP_006407010.1	AL3G27520
OG0017701	XP_024015252.1	AL3G27530
OG0017702	XP_006407006.1	AL3G27550
OG0017703	XP_006409654.1, XP_006406990.2	AL3G27730
OG0017705	XP_024015250.1	AL3G28230
OG0017706	XP_024014849.1	AL3G28270
OG0017707	XP_024015245.1	AL3G28840
OG0017708	XP_006406850.1	AL3G29030
OG0017709	XP_006406809.1	AL3G29680
OG0017710	XP_006406806.1	AL3G29710
OG0017712	XP_006406678.1	AL3G31040
OG0017713	XP_006413233.1	AL7G26890
OG0017715	XP_006406470.1	AL3G33160
OG0017716	XP_006406466.1	AL3G33190
