Orthogroup	Eutrema_salsugineum	Euclidium_syriacum
OG0013350	XP_006411124.1	ESY7_g16640_DN3_SP8_c0.t1
OG0013351	XP_006411122.1	ESY9_g45436_DN3_SP5_c0.t1
OG0013352	XP_006411086.2	ESY9_g45365_DN3_SP1_c0.t1
OG0013353	XP_006404381.1	ESY1_g8418_DN3_SP8_c0.t1
OG0013354	XP_006404970.1	ESY8_g59438_DN3_SP1_c0.t1
OG0013355	XP_006411065.1	ESY9_g45337_DN3_SP8_c0.t1
OG0013356	XP_024009466.1	ESY1_g6822_DN3_SP0_c0.t1
OG0013357	XP_006410946.2	ESY9_g44879_DN3_SP0_c0.t1
OG0013358	XP_006411030.1	ESY9_g45258_DN3_SP0_c0.t1
OG0013359	XP_024003934.1	ESY9_g45181_DN3_SP6_c0.t1
OG0013360	XP_024003948.1	ESY2_g38372_DN3_SP5_c0.t1
OG0013361	XP_006410990.1	ESY9_g45130_DN3_SP0_c0.t1
OG0013362	XP_024011033.1	ESY10_g14620_DN3_SP8_c0.t1
OG0013363	XP_006410958.1	ESY9_g44958_DN3_SP7_c0.t1
OG0013364	XP_006410948.1	ESY9_g44913_DN3_SP5_c0.t1
OG0013365	XP_006410927.1	ESY9_g44819_DN3_SP1_c0.t1
OG0013367	XP_024003920.1	ESY9_g44789_DN3_SP0_c0.t1
OG0013369	XP_024004196.1	ESY9_g44657_DN2_SP0_c0.t1
OG0013370	XP_006410879.1	ESY9_g44654_DN3_SP7_c0.t1
OG0013372	XP_024015478.1	ESY3_g29219_DN3_SP0_c0.t1
OG0013373	XP_006410865.1	ESY9_g44598_DN3_SP8_c0.t1
OG0013374	XP_006413253.1	ESY12_g51393_DN3_SP6_c0.t1
OG0013375	XP_006396723.1	ESY7_g16125_DN1_SP0_c0.t1
OG0013376	XP_006396713.1	ESY7_g16141_DN3_SP3_c0.t1
OG0013377	XP_006417919.1	ESY5_g4674_DN2_SP0_c0.t1
OG0013378	XP_006391636.1, XP_006406448.1	ESY3_g29333_DN3_SP8_c0.t1
OG0013379	XP_006406446.1	ESY3_g29332_DN3_SP0_c0.t1
OG0013380	XP_006404727.1	ESY8_g59665_DN3_SP0_c0.t1, ESY8_g59663_DN3_SP0_c0.t1
OG0013381	XP_024010036.1	ESY7_g18993_DN3_SP0_c0.t1
OG0013382	XP_024009851.1	ESY18_g63047_DN3_SP6_c0.t1
OG0013383	XP_024010523.1	ESY18_g63050_DN3_SP0_c0.t1
OG0013384	XP_006396840.1	ESY18_g63129_DN3_SP2_c14.t1
OG0013385	XP_006396787.1	ESY18_g62997_DN3_SP8_c0.t1
OG0013386	XP_006396756.1	ESY7_g15989_DN3_SP0_c0.t1
OG0013387	XP_006404553.1	ESY8_g59904_DN3_SP8_c0.t1
OG0013388	XP_006391860.2	ESY8_g59855_DN3_SP0_c0.t1
OG0013389	XP_006404616.1	ESY8_g59819_DN3_SP5_c0.t1
OG0013390	XP_006404627.1	ESY8_g59811_DN3_SP1_c0.t1
OG0013391	XP_006404630.1	ESY8_g59798_DN3_SP5_c0.t1
OG0013392	XP_006404646.1	ESY8_g59752_DN3_SP2_c0.t1
OG0013393	XP_006404651.1	ESY8_g59748_DN3_SP0_c0.t1
OG0013394	XP_024013885.1	ESY8_g59746_DN3_SP8_c0.t1
OG0013395	XP_006404662.1	ESY8_g59735_DN3_SP8_c0.t1
OG0013396	XP_006404684.1	ESY8_g59711_DN3_SP0_c0.t1
OG0013397	XP_024014330.1	ESY8_g59708_DN3_SP0_c0.t1
OG0013398	XP_006404702.1	ESY8_g59694_DN3_SP0_c0.t1
OG0013399	XP_006404719.1	ESY8_g59682_DN2_SP3_c0.t1
OG0013400	XP_024014244.1	ESY8_g59667_DN3_SP1_c0.t1
OG0013401	XP_006404768.1	ESY8_g59627_DN3_SP7_c0.t1
OG0013402	XP_006404861.1	ESY8_g59528_DN2_SP0_c0.t1
OG0013403	XP_024013874.1	ESY8_g59538_DN2_SP0_c0.t1
OG0013404	XP_006405141.1	ESY8_g59359_DN3_SP8_c0.t1
OG0013405	XP_006405198.2	ESY8_g59338_DN3_SP0_c0.t1
OG0013406	XP_006405115.2	ESY8_g59373_DN3_SP2_c0.t1
OG0013407	XP_006408825.1, XP_024006321.1	ESY8_g59269_DN3_SP5_c0.t1
OG0013408	XP_006408832.1	ESY8_g59264_DN3_SP8_c0.t1
OG0013409	XP_006408858.1	ESY8_g59250_DN3_SP1_c0.t1
OG0013410	XP_024010906.1	ESY8_g59211_DN3_SP0_c0.t1
OG0013411	XP_024014211.1	ESY8_g59378_DN3_SP8_c0.t1
OG0013412	XP_024014141.1	ESY8_g59385_DN3_SP2_c0.t1
OG0013413	XP_006405067.1	ESY8_g59387_DN3_SP1_c0.t1
OG0013414	XP_024016039.1	ESY8_g59234_DN3_SP1_c0.t1
OG0013415	XP_006405246.2	ESY8_g59288_DN3_SP6_c0.t1
OG0013416	XP_006408871.1	ESY8_g59284_DN3_SP8_c6.t1
OG0013417	XP_006393693.1	ESY13_g57359_DN3_SP0_c0.t1
OG0013418	XP_006415757.1	ESY13_g57228_DN3_SP0_c0.t1
OG0013419	XP_024006850.1	ESY4_g21906_DN3_SP6_c10.t1
OG0013420	XP_006415778.1	ESY13_g57664_DN3_SP7_c7.t1
OG0013421	XP_006393776.1	ESY4_g21767_DN3_SP8_c0.t1
OG0013422	XP_006393760.1	ESY10_g14369_DN2_SP4_c0.t1
OG0013423	XP_024006166.1, XP_024006479.1	ESY14_g21523_DN3_SP2_c0.t1
OG0013424	XP_006393711.1	ESY14_g21496_DN3_SP0_c0.t1, ESY23_g150_DN3_SP0_c0.t1
OG0013425	XP_024006902.1	ESY14_g20979_DN3_SP8_c0.t1
OG0013426	XP_006403585.1	ESY14_g20806_DN3_SP2_c0.t1
OG0013427	XP_024010633.1, XP_024009524.1	ESY14_g20748_DN3_SP0_c0.t1
OG0013428	XP_024010653.1	ESY14_g20681_DN3_SP1_c0.t1
OG0013429	XP_024010642.1	ESY9_g43391_DN2_SP0_c0.t1
OG0013430	XP_024010639.1	ESY4_g25085_DN2_SP0_c0.t1
OG0013431	XP_006396064.1	ESY14_g20586_DN3_SP0_c0.t1
OG0013432	XP_006396071.1	ESY14_g20570_DN3_SP0_c18.t1
OG0013433	XP_006415028.1	ESY14_g19955_DN3_SP0_c0.t1
OG0013434	XP_024009164.1	ESY14_g19958_DN3_SP0_c0.t1
OG0013435	XP_006406024.1	ESY8_g60313_DN3_SP0_c0.t1, ESY2_g34305_DN3_SP2_c0.t1
OG0013436	XP_006415057.1	ESY14_g20174_DN2_SP8_c0.t1
OG0013437	XP_024008971.1	ESY14_g20389_DN3_SP0_c0.t1
OG0013438	XP_006415083.1	ESY14_g20393_DN2_SP0_c0.t1
OG0013439	XP_006415084.2	ESY14_g20394_DN3_SP8_c0.t1
OG0013440	XP_006415095.1	ESY14_g19873_DN2_SP0_c0.t1
OG0013441	XP_006415097.2	ESY14_g19872_DN3_SP0_c17.t1
OG0013442	XP_006397152.1	ESY19_g41173_DN3_SP8_c0.t1
OG0013443	XP_006397219.1	ESY19_g41335_DN3_SP6_c0.t1
OG0013444	XP_024009994.1	ESY25_g62767_DN3_SP0_c0.t1
OG0013445	XP_006397101.1	ESY10_g13987_DN3_SP5_c0.t1
OG0013446	XP_006397096.1	ESY6_g47276_DN2_SP0_c0.t1
OG0013447	XP_006397069.1	ESY18_g64192_DN3_SP8_c0.t1
OG0013448	XP_006397006.1	ESY3_g32461_DN3_SP0_c0.t1
OG0013449	XP_006396970.1	ESY18_g63815_DN3_SP6_c0.t1
OG0013450	XP_006396966.1	ESY18_g63728_DN3_SP2_c0.t1, ESY18_g63723_DN3_SP5_c0.t1
OG0013451	XP_006396958.1	ESY18_g63713_DN3_SP1_c22.t1
OG0013452	XP_024009911.1	ESY18_g63582_DN3_SP0_c0.t1
OG0013453	XP_006396924.1	ESY18_g63528_DN3_SP0_c0.t1
OG0013454	XP_006396920.1	ESY18_g63472_DN3_SP8_c0.t1
OG0013455	XP_006400470.1	ESY7_g16896_DN3_SP1_c0.t1
OG0013456	XP_006400474.1	ESY7_g16891_DN1_SP0_c0.t1
OG0013457	XP_006400480.1	ESY7_g16880_DN3_SP8_c10.t1
OG0013458	XP_024006926.1	ESY10_g15300_DN3_SP8_c0.t1
OG0013459	XP_006394902.1	ESY10_g15367_DN3_SP8_c0.t1
OG0013460	XP_006394904.1	ESY10_g15369_DN3_SP2_c0.t1
OG0013461	XP_006394906.1	ESY10_g15376_DN3_SP0_c0.t1
OG0013462	XP_024007134.1	ESY10_g15459_DN3_SP3_c0.t1
OG0013463	XP_024007669.1	ESY10_g15485_DN3_SP6_c0.t1
OG0013464	XP_006394948.1	ESY10_g15490_DN3_SP1_c0.t1
OG0013465	XP_006394951.1	ESY10_g15503_DN3_SP7_c0.t1
OG0013467	XP_006414149.1	ESY11_g52711_DN3_SP0_c0.t1
OG0013469	XP_006408939.1	ESY11_g54840_DN3_SP0_c0.t1
OG0013470	XP_006408990.1	ESY3_g31444_DN3_SP0_c0.t1
OG0013471	XP_024016009.1	ESY11_g54984_DN3_SP0_c0.t1
OG0013472	XP_006418895.1	ESY1_g8083_DN3_SP0_c0.t1
OG0013473	XP_006418991.1	ESY1_g7912_DN3_SP0_c0.t1
OG0013474	XP_006397987.1	ESY12_g52306_DN3_SP0_c0.t1
OG0013475	XP_006404279.1	ESY12_g52297_DN3_SP2_c25.t1
OG0013476	XP_006397975.1	ESY12_g52293_DN2_SP0_c0.t1
OG0013477	XP_006397974.1	ESY12_g52285_DN3_SP0_c0.t1, ESY12_g52290_DN3_SP0_c0.t1
OG0013478	XP_006397966.1	ESY12_g52265_DN3_SP0_c0.t1
OG0013479	XP_006397953.1	ESY12_g52251_DN3_SP0_c9.t1
OG0013480	XP_006397952.1	ESY12_g52249_DN3_SP5_c0.t1
OG0013481	XP_006397947.1	ESY12_g52234_DN3_SP8_c0.t1
OG0013482	XP_006397944.1	ESY12_g52230_DN3_SP8_c0.t1
OG0013483	XP_006397925.1	ESY12_g52209_DN3_SP8_c0.t1
OG0013484	XP_006397926.1	ESY12_g52208_DN3_SP0_c0.t1
OG0013485	XP_006397924.1	ESY12_g51437_DN3_SP0_c0.t1
OG0013486	XP_006397893.1	ESY12_g51408_DN3_SP8_c0.t1
OG0013487	XP_006397892.1	ESY12_g51409_DN3_SP0_c0.t1
OG0013488	XP_024010774.1	ESY12_g51594_DN3_SP5_c0.t1
OG0013489	XP_006397863.1	ESY12_g51634_DN2_SP0_c0.t1
OG0013491	XP_006397851.2	ESY3_g31479_DN3_SP2_c0.t1
OG0013492	XP_006397850.1	ESY12_g51665_DN3_SP1_c0.t1
OG0013493	XP_024010866.1	ESY12_g51667_DN3_SP0_c0.t1
OG0013494	XP_006397838.1	ESY12_g51691_DN3_SP2_c0.t1
OG0013495	XP_006397826.1	ESY12_g51708_DN3_SP0_c0.t1
OG0013496	XP_006397820.2	ESY12_g51715_DN3_SP6_c0.t1
OG0013497	XP_006397818.1	ESY12_g51717_DN3_SP3_c0.t1
OG0013498	XP_006397815.2	ESY12_g51726_DN3_SP6_c0.t1
OG0013499	XP_006397805.1	ESY12_g51733_DN3_SP0_c0.t1, ESY12_g51736_DN3_SP0_c0.t1, ESY12_g51735_DN1_SP0_c0.t1
OG0013500	XP_006397785.1	ESY12_g51778_DN3_SP8_c0.t1
OG0013501	XP_006397782.1	ESY12_g51780_DN3_SP0_c0.t1
OG0013502	XP_006397764.1	ESY12_g51791_DN3_SP5_c0.t1
OG0013503	XP_024010748.1	ESY12_g51795_DN3_SP2_c0.t1
OG0013504	XP_024010890.1	ESY12_g51851_DN3_SP0_c0.t1
OG0013505	XP_006397733.1	ESY12_g51875_DN3_SP2_c0.t1
OG0013506	XP_006397711.1	ESY12_g51917_DN3_SP2_c0.t1
OG0013507	XP_006397706.1, XP_024010900.1	ESY12_g51921_DN3_SP6_c0.t1
OG0013508	XP_006397681.1	ESY12_g51983_DN3_SP0_c0.t1
OG0013510	XP_006397647.1	ESY12_g52043_DN3_SP1_c0.t1
OG0013511	XP_006397641.1	ESY12_g52057_DN3_SP0_c0.t1
OG0013512	XP_024010811.1	ESY12_g52060_DN3_SP0_c0.t1
OG0013513	XP_006397629.1	ESY12_g52070_DN3_SP7_c0.t1
OG0013514	XP_024010732.1	ESY12_g52083_DN3_SP0_c0.t1
OG0013515	XP_006397616.1	ESY12_g52085_DN2_SP0_c0.t1
OG0013516	XP_006397608.1	ESY12_g52096_DN3_SP0_c0.t1
OG0013518	XP_006397575.1	ESY12_g52136_DN2_SP0_c0.t1
OG0013519	XP_024010872.1	ESY12_g52189_DN3_SP0_c0.t1
OG0013520	XP_006418986.1	ESY1_g7920_DN3_SP2_c0.t1
OG0013521	XP_006397524.1	ESY12_g51453_DN3_SP0_c0.t1
OG0013522	XP_006397510.1	ESY12_g51472_DN3_SP0_c0.t1
OG0013523	XP_006397491.1, XP_006397490.1	ESY12_g51496_DN3_SP0_c0.t1
OG0013524	XP_006397484.2	ESY12_g51504_DN3_SP0_c0.t1
OG0013525	XP_006411578.1	ESY12_g51535_DN2_SP0_c0.t1
OG0013526	XP_006411574.1	ESY12_g51541_DN3_SP0_c0.t1
OG0013527	XP_006411571.1	ESY12_g51545_DN3_SP3_c0.t1
OG0013528	XP_006411547.1	ESY12_g51574_DN3_SP0_c0.t1
OG0013529	XP_006411540.1	ESY12_g51583_DN3_SP8_c0.t1
OG0013530	XP_006411537.1	ESY12_g51585_DN3_SP2_c6.t1
OG0013531	XP_006411502.1	ESY12_g51335_DN3_SP3_c0.t1
OG0013532	XP_006395129.1	ESY15_g64399_DN3_SP8_c0.t1
OG0013533	XP_006411487.1	ESY12_g51298_DN3_SP0_c0.t1
OG0013534	XP_006411484.1	ESY12_g51293_DN3_SP2_c0.t1
OG0013535	XP_006411475.1	ESY12_g51276_DN3_SP1_c0.t1
OG0013536	XP_006411430.1	ESY12_g51201_DN3_SP8_c0.t1
OG0013537	XP_006411431.1	ESY12_g51202_DN3_SP8_c0.t1
OG0013538	XP_006411432.1	ESY12_g51207_DN2_SP0_c0.t1, ESY12_g51206_DN3_SP0_c0.t1
OG0013539	XP_006411433.1	ESY1_g12079_DN3_SP0_c0.t1
OG0013540	XP_006411437.1	ESY12_g51209_DN3_SP0_c0.t1
OG0013541	XP_006411403.1	ESY12_g51127_DN1_SP8_c16.t1
OG0013542	XP_006411398.1	ESY12_g51118_DN3_SP0_c0.t1
OG0013543	XP_006408495.1	ESY3_g32610_DN3_SP2_c0.t1, ESY8_g60846_DN1_SP0_c0.t1
OG0013544	XP_006408494.1	ESY3_g32609_DN3_SP0_c0.t1
OG0013545	XP_024014876.1	ESY3_g32601_DN3_SP0_c0.t1
OG0013546	XP_006408469.2	ESY3_g32579_DN3_SP0_c15.t1
OG0013547	XP_006397354.1	ESY15_g64861_DN3_SP8_c0.t1
OG0013548	XP_024015397.1	ESY3_g32520_DN3_SP7_c9.t1
OG0013549	XP_006408418.1	ESY3_g32491_DN3_SP0_c0.t1
OG0013551	XP_006408387.1	ESY3_g32447_DN3_SP1_c0.t1
OG0013552	XP_006408360.1	ESY3_g32401_DN3_SP5_c0.t1
OG0013553	XP_006408320.1	ESY3_g32342_DN3_SP0_c0.t1
OG0013554	XP_006408314.1	ESY3_g32331_DN3_SP0_c0.t1
OG0013555	XP_006408291.2	ESY3_g32278_DN3_SP8_c0.t1
OG0013556	XP_006408284.1	ESY3_g32259_DN3_SP6_c0.t1
OG0013557	XP_006408277.1	ESY3_g32250_DN3_SP0_c0.t1
OG0013558	XP_006408276.1	ESY3_g32249_DN3_SP8_c0.t1
OG0013559	XP_006408275.1	ESY3_g32240_DN3_SP0_c0.t1
OG0013560	XP_006408260.1	ESY3_g32214_DN3_SP4_c0.t1
OG0013561	XP_006408247.1	ESY3_g32173_DN3_SP0_c0.t1
OG0013562	XP_006408246.1	ESY3_g32171_DN3_SP5_c0.t1
OG0013563	XP_006408198.1	ESY3_g32044_DN2_SP0_c0.t1
OG0013564	XP_006408192.1	ESY3_g32033_DN3_SP0_c0.t1
OG0013565	XP_006408180.1	ESY3_g31996_DN2_SP0_c0.t1
OG0013566	XP_006408179.1	ESY3_g31995_DN3_SP0_c0.t1
OG0013567	XP_024015740.1	ESY3_g31974_DN2_SP0_c0.t1, ESY3_g31975_DN1_SP0_c0.t1
OG0013568	XP_006408169.1	ESY3_g31970_DN3_SP7_c0.t1
OG0013569	XP_006408160.1	ESY3_g31952_DN2_SP4_c0.t1, ESY3_g31951_DN3_SP2_c0.t1
OG0013571	XP_006408139.1	ESY3_g31920_DN3_SP8_c0.t1
OG0013572	XP_006408138.1	ESY3_g31912_DN3_SP0_c0.t1
OG0013573	XP_006408129.1	ESY3_g31898_DN3_SP5_c0.t1
OG0013574	XP_024015453.1	ESY3_g31825_DN3_SP0_c12.t1
OG0013575	XP_006408097.1	ESY3_g31789_DN3_SP0_c0.t1
OG0013576	XP_006408085.1	ESY3_g31774_DN3_SP7_c0.t1
OG0013577	XP_006408082.1	ESY3_g31764_DN3_SP0_c0.t1
OG0013578	XP_006408047.1	ESY3_g31674_DN3_SP8_c0.t1
OG0013579	XP_006408036.1	ESY3_g31659_DN1_SP0_c0.t1
OG0013581	XP_006408010.1	ESY3_g31616_DN2_SP0_c0.t1
OG0013582	XP_006408008.1	ESY3_g31614_DN3_SP8_c0.t1
OG0013583	XP_006407983.1	ESY3_g31589_DN3_SP8_c0.t1
OG0013584	XP_006407970.1	ESY3_g31569_DN3_SP8_c7.t1
OG0013585	XP_006407952.1	ESY3_g31535_DN3_SP0_c0.t1
OG0013586	XP_006407941.1	ESY3_g31524_DN3_SP0_c0.t1
OG0013587	XP_024015007.1	ESY3_g31517_DN3_SP0_c0.t1
OG0013588	XP_006407930.1	ESY3_g31512_DN3_SP8_c0.t1
OG0013589	XP_006407919.1	ESY3_g31492_DN3_SP8_c0.t1
OG0013590	XP_006407904.1	ESY3_g31439_DN3_SP0_c0.t1, ESY15_g64347_DN3_SP0_c0.t1
OG0013591	XP_006407872.1	ESY3_g31481_DN3_SP7_c0.t1
OG0013592	XP_006407866.1	ESY3_g31420_DN3_SP8_c0.t1
OG0013593	XP_024015470.1	ESY3_g31419_DN3_SP2_c0.t1
OG0013594	XP_006407861.1	ESY3_g31413_DN3_SP6_c0.t1
OG0013595	XP_006407841.1	ESY3_g31383_DN3_SP6_c0.t1
OG0013596	XP_006407836.2	ESY3_g31374_DN2_SP0_c0.t1
OG0013597	XP_006407805.1	ESY3_g30915_DN1_SP0_c0.t1
OG0013598	XP_006407803.2	ESY3_g30704_DN3_SP0_c0.t1
OG0013599	XP_006407768.1	ESY3_g30746_DN3_SP0_c0.t1
OG0013600	XP_006407763.1	ESY3_g30760_DN3_SP8_c0.t1
OG0013601	XP_006407752.1	ESY3_g30780_DN3_SP8_c0.t1
OG0013602	XP_006407733.1	ESY3_g30814_DN3_SP0_c0.t1
OG0013603	XP_006407725.1	ESY3_g30819_DN3_SP8_c0.t1
OG0013604	XP_006413452.1	ESY3_g30821_DN3_SP0_c0.t1
OG0013605	XP_006407720.1	ESY3_g30832_DN3_SP2_c17.t1
OG0013606	XP_006407718.1	ESY3_g30835_DN3_SP0_c0.t1
OG0013607	XP_006407709.1	ESY3_g30852_DN3_SP8_c0.t1
OG0013609	XP_006407667.1	ESY3_g30954_DN3_SP5_c0.t1
OG0013610	XP_006407654.1	ESY3_g30968_DN3_SP0_c0.t1
OG0013611	XP_006407623.1	ESY3_g31026_DN3_SP8_c0.t1
OG0013612	XP_006407621.2	ESY3_g31028_DN3_SP0_c0.t1
OG0013613	XP_006407608.1	ESY6_g49308_DN3_SP0_c0.t1
OG0013614	XP_024015769.1	ESY3_g31044_DN3_SP0_c0.t1
OG0013615	XP_006407599.1	ESY3_g31047_DN3_SP0_c0.t1
OG0013616	XP_006407569.1	ESY3_g31086_DN3_SP8_c0.t1
OG0013617	XP_006407532.1	ESY8_g60450_DN1_SP0_c0.t1, ESY3_g31130_DN2_SP0_c0.t1
OG0013618	XP_006407526.1	ESY3_g31135_DN3_SP0_c0.t1
OG0013619	XP_006407504.1	ESY3_g31156_DN3_SP0_c0.t1
OG0013620	XP_006407502.2	ESY3_g31157_DN3_SP0_c0.t1, ESY3_g31120_DN3_SP0_c0.t1
OG0013621	XP_006407501.1	ESY3_g31158_DN2_SP0_c0.t1, ESY3_g31159_DN2_SP0_c0.t1
OG0013622	XP_006407499.1	ESY3_g31168_DN3_SP7_c0.t1
OG0013623	XP_006407493.1	ESY3_g31177_DN3_SP0_c0.t1
OG0013625	XP_006407473.1	ESY3_g31204_DN3_SP0_c0.t1
OG0013626	XP_006407467.1	ESY3_g31220_DN3_SP0_c6.t1
OG0013627	XP_006407464.1	ESY3_g31224_DN3_SP8_c0.t1
OG0013628	XP_006407434.1	ESY3_g31272_DN3_SP0_c0.t1
OG0013629	XP_024015701.1	ESY3_g31285_DN3_SP0_c0.t1
OG0013630	XP_006407381.2	ESY3_g31359_DN3_SP4_c0.t1
OG0013631	XP_006407372.1	ESY3_g31349_DN3_SP8_c0.t1
OG0013632	XP_006407366.1	ESY3_g31343_DN3_SP0_c0.t1
OG0013633	XP_006407357.1	ESY3_g30020_DN3_SP3_c0.t1
OG0013634	XP_006407338.1	ESY3_g30065_DN2_SP0_c0.t1
OG0013635	XP_006407335.1	ESY3_g30070_DN2_SP0_c0.t1
OG0013636	XP_006407322.1	ESY3_g30082_DN3_SP0_c0.t1
OG0013637	XP_024015631.1	ESY3_g30101_DN3_SP3_c0.t1
OG0013638	XP_006407294.1	ESY3_g30115_DN2_SP0_c0.t1
OG0013639	XP_024015181.1	ESY3_g30135_DN2_SP0_c0.t1
OG0013640	XP_006407259.1	ESY3_g30164_DN3_SP0_c0.t1
OG0013641	XP_006407250.1	ESY3_g30175_DN3_SP8_c0.t1
OG0013642	XP_006407191.1	ESY3_g30244_DN3_SP0_c0.t1
OG0013644	XP_006418880.1	ESY1_g8143_DN2_SP0_c0.t1
OG0013645	XP_006407133.1	ESY3_g30324_DN3_SP0_c0.t1
OG0013646	XP_006407086.1	ESY3_g30408_DN3_SP0_c0.t1
OG0013647	XP_006407065.1	ESY3_g30438_DN3_SP0_c0.t1
OG0013648	XP_006407048.1	ESY3_g30453_DN3_SP1_c0.t1
OG0013650	XP_024015570.1	ESY3_g30506_DN3_SP6_c0.t1
OG0013651	XP_006407007.1	ESY3_g30532_DN3_SP0_c0.t1
OG0013652	XP_006407002.1	ESY3_g30537_DN3_SP0_c0.t1
OG0013653	XP_006406998.1	ESY3_g30540_DN3_SP8_c0.t1, ESY2_g36950_DN3_SP0_c0.t1
OG0013654	XP_006406994.1	ESY3_g30544_DN3_SP0_c0.t1
OG0013655	XP_006406987.1	ESY3_g30555_DN3_SP8_c0.t1
OG0013656	XP_006406977.1	ESY3_g30567_DN3_SP1_c0.t1
OG0013657	XP_006406949.1	ESY3_g30599_DN2_SP0_c0.t1
OG0013658	XP_006406944.1	ESY3_g30606_DN3_SP8_c0.t1
OG0013659	XP_006405590.1	ESY8_g60594_DN3_SP0_c0.t1
OG0013660	XP_006406930.2	ESY3_g30614_DN3_SP4_c0.t1
OG0013662	XP_024015520.1	ESY3_g30650_DN3_SP0_c0.t1
OG0013663	XP_024014840.1	ESY3_g30654_DN2_SP4_c16.t1
OG0013664	XP_006406879.2	ESY3_g30009_DN3_SP8_c0.t1
OG0013666	XP_006406843.1	ESY3_g29976_DN3_SP2_c11.t1
OG0013667	XP_006406842.1	ESY3_g29975_DN3_SP1_c0.t1
OG0013668	XP_006406805.1	ESY3_g29896_DN3_SP7_c0.t1
OG0013669	XP_006406804.1	ESY3_g29893_DN3_SP0_c0.t1
OG0013670	XP_006406793.1	ESY3_g29880_DN3_SP1_c0.t1
OG0013671	XP_006406788.1	ESY3_g29877_DN3_SP0_c0.t1
OG0013672	XP_006406781.1	ESY3_g29872_DN3_SP7_c0.t1, ESY3_g29874_DN1_SP0_c0.t1
OG0013673	XP_006406776.1	ESY3_g29867_DN3_SP7_c0.t1
OG0013674	XP_006406772.1	ESY3_g29847_DN3_SP0_c0.t1
OG0013675	XP_006406770.1	ESY3_g29846_DN3_SP8_c0.t1
OG0013676	XP_006406758.1	ESY3_g29832_DN3_SP4_c0.t1
OG0013677	XP_024014165.1, XP_006406742.1	ESY3_g29814_DN3_SP0_c0.t1
OG0013678	XP_024015438.1	ESY3_g29811_DN3_SP0_c0.t1
OG0013679	XP_006406740.1	ESY3_g29808_DN3_SP0_c0.t1
OG0013680	XP_024015797.1	ESY3_g29805_DN3_SP3_c0.t1
OG0013681	XP_006406713.1	ESY3_g29788_DN3_SP2_c0.t1
OG0013682	XP_006406710.1	ESY3_g29779_DN3_SP6_c0.t1
OG0013683	XP_006406709.1	ESY3_g29774_DN2_SP0_c0.t1
OG0013684	XP_006406706.1	ESY3_g29770_DN3_SP0_c0.t1
OG0013685	XP_024015674.1	ESY3_g29769_DN3_SP1_c0.t1
OG0013686	XP_006406703.1	ESY3_g29768_DN3_SP0_c0.t1
OG0013687	XP_006406699.1	ESY3_g29760_DN3_SP7_c0.t1
OG0013688	XP_006406697.2	ESY3_g29759_DN3_SP0_c0.t1
OG0013689	XP_006406674.1	ESY3_g29737_DN3_SP0_c0.t1
OG0013690	XP_006406672.1	ESY3_g29736_DN3_SP0_c0.t1
OG0013691	XP_006406597.1	ESY3_g29668_DN2_SP1_c0.t1
OG0013692	XP_006406570.1	ESY3_g29627_DN3_SP8_c0.t1
OG0013693	XP_006406522.1	ESY3_g29474_DN3_SP6_c0.t1
OG0013694	XP_006406507.1	ESY3_g29440_DN3_SP0_c0.t1
OG0013695	XP_006406505.1	ESY3_g29439_DN2_SP0_c0.t1
OG0013696	XP_006406498.1	ESY3_g29424_DN2_SP8_c0.t1
OG0013697	XP_006406467.1	ESY3_g29376_DN3_SP0_c0.t1
OG0013698	XP_006406451.2	ESY3_g29352_DN3_SP0_c0.t1
OG0013699	XP_006406445.1, XP_006391638.1	ESY3_g29329_DN3_SP8_c0.t1
OG0013700	XP_024015225.1	ESY3_g29277_DN3_SP0_c0.t1
OG0013701	XP_006406408.1	ESY3_g29258_DN3_SP8_c0.t1
OG0013702	XP_024015782.1	ESY3_g29253_DN3_SP0_c0.t1
OG0013703	XP_006406384.1	ESY3_g29235_DN3_SP0_c0.t1
OG0013704	XP_006406383.1	ESY3_g29234_DN3_SP1_c0.t1
OG0013705	XP_006406382.1	ESY3_g29233_DN3_SP8_c0.t1
OG0013706	XP_006406381.1	ESY3_g29232_DN3_SP0_c0.t1
OG0013707	XP_024014588.1	ESY3_g29220_DN3_SP0_c0.t1
OG0013709	XP_006392186.1	ESY2_g34016_DN3_SP4_c0.t1
OG0013710	XP_006406355.1	ESY3_g29178_DN3_SP0_c0.t1
OG0013711	XP_024015431.1	ESY3_g29167_DN3_SP8_c0.t1
OG0013712	XP_006406339.1	ESY3_g29155_DN3_SP8_c0.t1
OG0013713	XP_006406331.1	ESY3_g29140_DN3_SP3_c0.t1
OG0013714	XP_006405635.1	ESY8_g60841_DN2_SP0_c0.t1, ESY2_g34576_DN3_SP0_c0.t1
OG0013715	XP_006405656.1	ESY8_g60896_DN1_SP0_c0.t1
OG0013716	XP_006413410.1	ESY13_g57632_DN3_SP7_c0.t1
OG0013717	XP_006405706.2	ESY8_g60983_DN3_SP0_c0.t1
OG0013718	XP_006405734.1	ESY8_g61017_DN3_SP8_c0.t1
OG0013719	XP_006405746.1	ESY8_g61024_DN3_SP0_c0.t1
OG0013720	XP_024014352.1	ESY8_g61106_DN3_SP8_c0.t1
OG0013721	XP_006405788.1	ESY8_g61131_DN3_SP8_c0.t1
