Orthogroup	Eutrema_salsugineum	Arabidopsis_arenosa
OG0014515	XP_024015827.1	jg17591
OG0014516	XP_006408622.1	jg17613
OG0014517	XP_024016078.1	jg17637
OG0014518	XP_006408712.1	jg17645
OG0014519	XP_006408713.1	jg17646
OG0014520	XP_006409754.1	jg17681
OG0014521	XP_006409796.1	jg17721
OG0014522	XP_006409810.1	jg17731
OG0014523	XP_006409826.1	jg17758
OG0014524	XP_024003636.1	jg17761
OG0014525	XP_006409836.1	jg17768
OG0014526	XP_024016854.1	jg17773
OG0014527	XP_024003820.1	jg17785
OG0014528	XP_006415101.2, XP_024016856.1	jg17793
OG0014529	XP_006409860.1	jg17797
OG0014530	XP_006409876.1	jg17814
OG0014531	XP_024016675.1	jg17829
OG0014532	XP_024003723.1	jg17833
OG0014533	XP_006409898.1	jg17841
OG0014534	XP_006409899.1	jg17842
OG0014535	XP_024004261.1	jg17860
OG0014536	XP_006409946.1	jg17900
OG0014537	XP_006409950.1	jg17903
OG0014538	XP_006410008.1	jg17968
OG0014539	XP_006410019.1	jg17984
OG0014540	XP_006410024.1	jg17986
OG0014541	XP_006410047.1	jg18031
OG0014542	XP_006410061.1	jg18042
OG0014543	XP_006410080.1	jg18050
OG0014544	XP_006410090.1	jg18059
OG0014545	XP_006410136.1	jg18068
OG0014546	XP_006410132.1	jg18073
OG0014547	XP_006410188.2	jg18139
OG0014548	XP_006410247.1	jg6048
OG0014549	XP_006402846.2	jg15796
OG0014550	XP_006410263.1	jg18192
OG0014551	XP_006410264.2	jg18193
OG0014552	XP_006410265.1	jg18194
OG0014553	XP_006410281.1	jg18205
OG0014554	XP_006410283.2	jg18212
OG0014555	XP_006413461.1	jg10060
OG0014556	XP_024003761.1	jg18252
OG0014557	XP_006410327.1	jg18259
OG0014558	XP_006410337.1	jg18269
OG0014559	XP_006410341.1	jg18276
OG0014560	XP_006410346.1	jg18282
OG0014561	XP_006410393.1	jg18335
OG0014562	XP_006410380.1	jg18318
OG0014563	XP_006410364.1	jg18300
OG0014564	XP_024004256.1	jg18295
OG0014565	XP_006410407.1	jg18354
OG0014566	XP_006410409.1	jg18357
OG0014567	XP_006410429.1	jg18375
OG0014568	XP_006410430.2	jg18376
OG0014569	XP_006410482.1	jg18439
OG0014570	XP_006403239.1	jg20867
OG0014571	XP_024013286.1, XP_006409823.2	jg20844
OG0014572	XP_006403192.1	jg20831
OG0014573	XP_024013249.1	jg20826
OG0014574	XP_006403176.1	jg20824
OG0014575	XP_006403175.1	jg20820
OG0014576	XP_006403164.1	jg20807
OG0014577	XP_006403155.1	jg20800
OG0014578	XP_006403135.1	jg20778
OG0014579	XP_024013273.1	jg20777
OG0014580	XP_006403132.2	jg20775
OG0014581	XP_006403125.1	jg20769
OG0014582	XP_006413323.1	jg9942
OG0014583	XP_006413317.1	jg9934
OG0014584	XP_006413313.1	jg9930
OG0014585	XP_006413305.1	jg9923
OG0014586	XP_024005592.1	jg9922
OG0014587	XP_006413297.1	jg9912
OG0014588	XP_006413295.1	jg9910
OG0014589	XP_006393531.1	jg32811
OG0014590	XP_006393556.1	jg32799
OG0014591	XP_006393565.2	jg32790
OG0014592	XP_024006240.1	jg32766, jg32268
OG0014593	XP_006393596.1	jg32755
OG0014594	XP_006415746.1	jg31286
OG0014595	XP_006393684.1	jg32660
OG0014596	XP_006390169.1	jg3325
OG0014597	XP_006393673.1	jg32669, jg32680
OG0014598	XP_006393667.1	jg32694
OG0014599	XP_024006262.1	jg32713
OG0014600	XP_006393637.1	jg32715
OG0014601	XP_006415732.1	jg31298
OG0014602	XP_006415731.1	jg31299
OG0014603	XP_006415720.1	jg31306
OG0014604	XP_006415713.2	jg31313
OG0014605	XP_006415693.1	jg31332
OG0014606	XP_006415684.1	jg31343
OG0014607	XP_006415670.1	jg31359
OG0014609	XP_006415656.1	jg31370
OG0014610	XP_024008925.1	jg31414
OG0014611	XP_006415596.1	jg31445
OG0014612	XP_006415577.1	jg31466
OG0014613	XP_006415564.1	jg31483
OG0014614	XP_006415555.1	jg31500
OG0014615	XP_006415544.1	jg31522
OG0014616	XP_006415538.1	jg31531
OG0014617	XP_006415525.1	jg31542
OG0014618	XP_006418917.2, XP_024008559.1	jg31549
OG0014619	XP_006415514.1	jg31551
OG0014620	XP_006415464.2	jg31605
OG0014621	XP_006415459.1	jg31609
OG0014622	XP_006415457.1	jg31611
OG0014623	XP_006413418.1	jg10024
OG0014624	XP_006415446.1	jg31619
OG0014625	XP_006415440.1	jg31622
OG0014626	XP_006415437.1	jg31626
OG0014627	XP_006415408.1	jg31655
OG0014628	XP_006415402.1	jg31658
OG0014629	XP_006415395.1	jg31663
OG0014630	XP_024008837.1	jg31692
OG0014631	XP_006415364.1	jg31722
OG0014632	XP_024008385.1	jg31728
OG0014633	XP_006415344.1	jg31746
OG0014634	XP_006415334.1	jg31755
OG0014635	XP_006415328.1	jg31771
OG0014636	XP_006415325.1	jg31774
OG0014637	XP_006415323.1	jg31777
OG0014638	XP_006415304.1	jg31808
OG0014639	XP_024008426.1	jg31809
OG0014640	XP_006415302.1	jg31810
OG0014641	XP_024008147.1	jg31823
OG0014642	XP_006415248.1	jg31852
OG0014643	XP_006415245.1	jg31853
OG0014644	XP_006415237.1	jg31863
OG0014645	XP_024008376.1	jg31872
OG0014646	XP_006415217.2	jg31881
OG0014647	XP_006415182.1	jg31904
OG0014648	XP_006395766.1	jg13069
OG0014649	XP_006395759.1	jg13076
OG0014650	XP_006395742.2	jg13102
OG0014651	XP_006395732.1	jg13119
OG0014652	XP_006395705.1	jg13143
OG0014654	XP_006395703.1	jg13146
OG0014655	XP_006395688.1	jg13165
OG0014656	XP_024007653.1	jg13168
OG0014657	XP_006393880.1	jg23706
OG0014658	XP_006393883.1	jg23702
OG0014659	XP_006393903.1	jg23679
OG0014660	XP_006393923.1	jg23655
OG0014661	XP_006393926.1	jg23652
OG0014662	XP_006393927.1	jg23651
OG0014663	XP_006393929.1	jg23648
OG0014664	XP_006393930.1	jg23647
OG0014665	XP_006393946.1	jg23635
OG0014666	XP_006393950.1	jg23632
OG0014667	XP_006393954.1	jg23630
OG0014668	XP_006393968.1	jg23618
OG0014669	XP_006393973.1	jg23612
OG0014670	XP_024006849.1, XP_024006924.1	jg23611
OG0014671	XP_006393979.1	jg23607
OG0014672	XP_006393992.1	jg23593
OG0014673	XP_006394008.1	jg23574
OG0014674	XP_006394020.2	jg23565
OG0014675	XP_024007437.1	jg23529
OG0014676	XP_006394071.1	jg23525
OG0014677	XP_006396513.1	jg23506
OG0014678	XP_024007326.1	jg23495
OG0014679	XP_006394105.1	jg23490
OG0014680	XP_006394119.1	jg23480
OG0014681	XP_006394128.1	jg23470
OG0014682	XP_024007652.1	jg23464
OG0014683	XP_006394152.1	jg23449
OG0014684	XP_006394155.1	jg23445
OG0014685	XP_006394156.1	jg23443
OG0014686	XP_006394160.1	jg23439
OG0014687	XP_006394171.1	jg23419
OG0014688	XP_006394184.1	jg23412
OG0014689	XP_006394192.1	jg23406
OG0014690	XP_006394217.1	jg23390
OG0014691	XP_006394224.1	jg23385
OG0014692	XP_024007619.1	jg23377
OG0014693	XP_024007054.1	jg23336
OG0014694	XP_006394278.1	jg23315
OG0014695	XP_006394279.1	jg23314
OG0014696	XP_006394281.1	jg23311
OG0014697	XP_006394283.1	jg23309, jg27631
OG0014698	XP_024007548.1	jg23308
OG0014699	XP_006394306.1	jg19517
OG0014700	XP_006394295.1	jg23300
OG0014701	XP_006394312.1	jg23281
OG0014702	XP_006394314.1	jg23279
OG0014703	XP_006394317.1	jg23274
OG0014704	XP_006394328.1	jg23263
OG0014705	XP_006394329.2	jg23262
OG0014706	XP_024007613.1	jg23229
OG0014707	XP_006394377.1	jg23209
OG0014708	XP_006394409.1	jg23185
OG0014709	XP_006394410.2	jg23184
OG0014710	XP_006394429.1	jg23163
OG0014711	XP_006394436.1	jg23159
OG0014712	XP_006394438.1	jg23157
OG0014713	XP_006394442.1	jg23149
OG0014714	XP_006394450.1	jg23138
OG0014715	XP_024007609.1	jg23136
OG0014717	XP_006394481.1	jg23115
OG0014718	XP_024006742.1	jg23106
OG0014719	XP_006394501.2	jg23094
OG0014720	XP_006394513.1	jg23083
OG0014721	XP_006394522.1	jg23072
OG0014722	XP_006394537.1	jg23056
OG0014723	XP_006394549.1	jg13383
OG0014724	XP_006394550.1	jg23038
OG0014725	XP_006394551.1	jg23036
OG0014726	XP_006394558.1	jg23027
OG0014727	XP_006394580.1	jg6157
OG0014728	XP_024007448.1	jg6197
OG0014729	XP_006394615.2	jg6200
OG0014730	XP_024006746.1	jg6220
OG0014731	XP_006394637.1	jg6223
OG0014732	XP_006394646.1	jg6237
OG0014733	XP_006393687.1	jg32658
OG0014734	XP_006394667.1	jg6262
OG0014735	XP_006418988.1	jg14366
OG0014736	XP_006394682.1	jg6281
OG0014737	XP_006394683.1	jg6282
OG0014738	XP_006394684.1	jg6283
OG0014739	XP_006394687.1	jg6289, jg6287
OG0014740	XP_006394689.1	jg6292
OG0014741	XP_006394693.1	jg6296
OG0014742	XP_006394705.2	jg6313
OG0014743	XP_024007117.1	jg6314
OG0014745	XP_006394707.1	jg6316
OG0014746	XP_006394715.1	jg6326
OG0014747	XP_006394728.1	jg6342
OG0014748	XP_006394733.1	jg6352
OG0014749	XP_024007523.1	jg6356
OG0014750	XP_006394739.1	jg6359
OG0014751	XP_006394744.1	jg6366
OG0014752	XP_024006958.1	jg6409
OG0014753	XP_006394840.1	jg6487
OG0014754	XP_006394849.1	jg6494
OG0014755	XP_006394851.1	jg6496
OG0014756	XP_006394853.1	jg6498
OG0014757	XP_006394860.2	jg6515
OG0014758	XP_006400494.1	jg5797
OG0014759	XP_006400528.1	jg5828
OG0014760	XP_006400545.1	jg5846
OG0014761	XP_006400568.1	jg5867
OG0014763	XP_006400590.1	jg5888
OG0014764	XP_006400606.1	jg5904
OG0014765	XP_006400608.1	jg5906
OG0014766	XP_006400609.1	jg5907
OG0014767	XP_006400620.1	jg5923
OG0014768	XP_006400622.1	jg5924
OG0014769	XP_024011762.1	jg5929
OG0014770	XP_006400656.1	jg5956
OG0014771	XP_006400675.1	jg5971
OG0014772	XP_006400693.1	jg5986
OG0014773	XP_024011959.1	jg6007
OG0014774	XP_006400717.2	jg6014
OG0014775	XP_006400720.1	jg6015
OG0014776	XP_006416137.1	jg30853
OG0014777	XP_006400735.1	jg6038
OG0014778	XP_006400744.1	jg6051
OG0014779	XP_006400745.1	jg6052
OG0014780	XP_024012706.1	jg6057
OG0014781	XP_006400778.1	jg6096
OG0014782	XP_006400792.1	jg6117
OG0014783	XP_024009745.1	jg26788
OG0014784	XP_006400795.2	jg6120
OG0014785	XP_006400796.1	jg6122
OG0014786	XP_006401863.2	jg21187
OG0014787	XP_006401687.1	jg22081
OG0014788	XP_006400817.1	jg23014
OG0014789	XP_006400830.1	jg23000
OG0014790	XP_006400831.1	jg22998
OG0014791	XP_006400836.2	jg22995
OG0014792	XP_024012456.1	jg22993
OG0014793	XP_024012698.1	jg22957
OG0014794	XP_024016475.1	jg243
OG0014795	XP_006400911.2	jg22920
OG0014796	XP_006400919.1	jg22913
OG0014797	XP_006400957.1	jg22878
OG0014798	XP_024014717.1	jg12385
OG0014799	XP_024012426.1	jg22873
OG0014800	XP_006400970.1	jg22869
OG0014801	XP_006400982.1	jg22855
OG0014802	XP_006400985.2	jg22853
OG0014803	XP_006401005.2	jg22835
OG0014804	XP_006401006.1	jg22833
OG0014805	XP_006401053.1	jg22784
OG0014806	XP_006401062.1	jg22774
OG0014807	XP_006401070.1	jg22767
OG0014808	XP_024011719.1	jg22766
OG0014809	XP_006401082.1	jg22757
OG0014810	XP_006401106.1	jg22736
OG0014811	XP_024012085.1	jg22730
OG0014812	XP_006401116.1	jg22728
OG0014813	XP_006401125.1	jg22720
OG0014814	XP_006401127.1	jg22718
OG0014815	XP_006401189.1	jg22663
OG0014816	XP_006401128.1	jg22716
OG0014817	XP_006401132.2	jg22712
OG0014818	XP_006401147.2	jg22698
OG0014819	XP_006401151.1	jg22695
OG0014820	XP_006401172.1	jg22678
OG0014821	XP_006401175.1	jg22676
OG0014822	XP_024012301.1	jg22673
OG0014823	XP_006401181.2	jg22670
OG0014824	XP_006401183.1	jg22668
OG0014825	XP_006401207.2	jg22643
OG0014826	XP_006401210.1	jg22641
OG0014827	XP_006395858.1	jg12974
OG0014828	XP_006409179.1	jg27981
OG0014829	XP_006409571.1	jg27557
OG0014830	XP_006401249.1	jg22598
OG0014831	XP_006401248.1	jg22599
OG0014832	XP_006401236.1	jg22612
OG0014833	XP_024011860.1	jg22556
OG0014834	XP_006401293.1	jg22555
OG0014835	XP_006401304.1	jg22541
OG0014836	XP_024012112.1	jg22470
OG0014837	XP_006401378.1	jg22458
OG0014838	XP_024012281.1	jg22456
OG0014839	XP_006401418.1	jg22410
OG0014840	XP_006401397.1	jg22435
OG0014841	XP_006401399.1	jg22433
OG0014842	XP_006401402.1	jg22430
OG0014843	XP_024012635.1	jg22424
OG0014845	XP_024012482.1	jg22411
OG0014846	XP_006401436.1	jg22394
OG0014847	XP_024011991.1	jg22386
OG0014848	XP_006401454.1	jg22378
OG0014849	XP_006401524.1	jg22309
OG0014850	XP_006404127.1	jg14814
OG0014851	XP_024013639.1	jg14781, jg21514
OG0014852	XP_024013846.1	jg14772
OG0014853	XP_006404170.1	jg14754
OG0014854	XP_006404192.1	jg14726
OG0014855	XP_024013408.1	jg14725
OG0014856	XP_006404215.1	jg14705
OG0014857	XP_006396449.1	jg1584
OG0014858	XP_006396464.1	jg7963
OG0014859	XP_006399230.1	jg4590
OG0014860	XP_024012573.1	jg4581
OG0014861	XP_006411144.1	jg19135
OG0014862	XP_024012071.1	jg4544
OG0014863	XP_006399182.1	jg4530
OG0014864	XP_006399165.1	jg4513
OG0014865	XP_006399161.1	jg4507
OG0014866	XP_006399155.1	jg4500
OG0014867	XP_006399152.1	jg4495
OG0014868	XP_006399126.1	jg4457, jg4433, jg4458
OG0014869	XP_024011768.1	jg4409
OG0014870	XP_006404452.2	jg1744
OG0014871	XP_006399069.1	jg4370
OG0014872	XP_024012025.1	jg4368
OG0014873	XP_006413466.1	jg10065
OG0014874	XP_006399058.1	jg4352
OG0014875	XP_006399057.2	jg4351
OG0014876	XP_006399056.1	jg4350
OG0014877	XP_006399054.2	jg4348
OG0014879	XP_006399040.1	jg4337
OG0014880	XP_006399038.1	jg4335
OG0014881	XP_006399034.1	jg4333
OG0014882	XP_006399028.2	jg4328
OG0014883	XP_006399025.1	jg4326
OG0014884	XP_006399000.1	jg4292
OG0014885	XP_006398985.1	jg4278
OG0014886	XP_006398984.1	jg4277
OG0014887	XP_006398978.1	jg4271
OG0014888	XP_006398970.1	jg4263
OG0014889	XP_006398948.1	jg4242
OG0014890	XP_006398944.1	jg4238
OG0014894	XP_006398911.1	jg4203
OG0014895	XP_006398900.1	jg4191
OG0014896	XP_006398895.1	jg4187
OG0014897	XP_024011978.1	jg4179
OG0014898	XP_006398884.2	jg4178
OG0014899	XP_006398878.1	jg4170
OG0014900	XP_006398870.1	jg4161
OG0014902	XP_006398856.1	jg4143
OG0014903	XP_006398852.1	jg4137
OG0014904	XP_006398845.1	jg4131
OG0014905	XP_006395937.1	jg11970
OG0014906	XP_006398827.1	jg4114
OG0014907	XP_006398823.1	jg4110
OG0014908	XP_024011573.1	jg4109
OG0014909	XP_006398815.1	jg4106
OG0014910	XP_006398797.1	jg4083
OG0014911	XP_006398780.1	jg4066
OG0014912	XP_006398772.1	jg4059
OG0014913	XP_006398761.2	jg4044
OG0014914	XP_006398739.1	jg4016
OG0014915	XP_006398738.1	jg4015
OG0014916	XP_006392262.1	jg4011
OG0014917	XP_006398721.1	jg4001
OG0014918	XP_006398700.1	jg3974
OG0014919	XP_006398689.1	jg3960
OG0014920	XP_006398683.1	jg3949
OG0014921	XP_006398682.1	jg3948
OG0014922	XP_024011161.1	jg3936
OG0014923	XP_006398668.1	jg3934
OG0014924	XP_006398661.1	jg3930
OG0014925	XP_006398655.1	jg3925
OG0014926	XP_006398652.1	jg3921
OG0014927	XP_006398648.1	jg3911
OG0014928	XP_024011866.1	jg3899
OG0014930	XP_006398621.1	jg3889
OG0014931	XP_024011513.1	jg3886
OG0014932	XP_006398616.1	jg3884
OG0014933	XP_024011704.1	jg3871
OG0014934	XP_006398610.1	jg3865
OG0014935	XP_006398608.1	jg3864
OG0014936	XP_006398604.1	jg3857
OG0014937	XP_006398602.1	jg3855
OG0014938	XP_006398595.1	jg3849
OG0014939	XP_006398567.1	jg3819
OG0014940	XP_006398564.2	jg3817
OG0014941	XP_006398563.1	jg3816
OG0014942	XP_024011824.1	jg3811
OG0014943	XP_006409560.1	jg24770
OG0014944	XP_006398553.2	jg3808
OG0014945	XP_006405424.1	jg12701
OG0014946	XP_006405386.1	jg12745
OG0014947	XP_024014637.1	jg12758
OG0014948	XP_006405324.1	jg12785
OG0014949	XP_006389739.1	jg3770
OG0014950	XP_006389706.1	jg3775
OG0014951	XP_006389712.2	jg3780
OG0014952	XP_006389724.1	jg3789
OG0014953	XP_006389727.2	jg3790
OG0014954	XP_006389729.1	jg3791
OG0014955	XP_006389737.1	jg3795
OG0014956	XP_006389744.1	jg3767
OG0014957	XP_006389752.1	jg3760
OG0014958	XP_006389764.1	jg3752
OG0014959	XP_006404811.2	jg3742
OG0014960	XP_006389782.2	jg3736
OG0014961	XP_006389789.1	jg3729
OG0014962	XP_006389819.1	jg3698
OG0014963	XP_006389840.1	jg3674
OG0014964	XP_006389846.1	jg3668
OG0014965	XP_006394956.1	jg6646
OG0014966	XP_006389876.2	jg3644
OG0014967	XP_024007278.1	jg3635
OG0014968	XP_006389889.1	jg3633
OG0014969	XP_006415803.1	jg31232
OG0014970	XP_006389918.1	jg3602
OG0014971	XP_006389919.1	jg3601
OG0014972	XP_006389923.1	jg3595
OG0014973	XP_006408849.2	jg17249
OG0014974	XP_006389935.1	jg3585
OG0014975	XP_006389939.2	jg3580
OG0014976	XP_006389941.2	jg3576
OG0014977	XP_006389943.1	jg3575
OG0014978	XP_024006464.1	jg3561
OG0014979	XP_006389960.1	jg3557
OG0014980	XP_006389970.1	jg3540
OG0014981	XP_006390033.1	jg3474
OG0014982	XP_024011036.1	jg3472
OG0014983	XP_024007105.1	jg3463
OG0014984	XP_006390062.1	jg3444
OG0014985	XP_024012878.1	jg3437
OG0014986	XP_006390068.1	jg3435
OG0014987	XP_024009017.1	jg3426
OG0014988	XP_006390082.1	jg3418
OG0014989	XP_006390089.1	jg3413
OG0014990	XP_006395936.1	jg11972
OG0014991	XP_024014380.1	jg3394
OG0014992	XP_006390111.1	jg3389
OG0014993	XP_006390118.1	jg3384
OG0014994	XP_024012740.1	jg3334
OG0014995	XP_006390166.1	jg3328
OG0014996	XP_006390170.1	jg3324
OG0014997	XP_006390179.1	jg3318
OG0014998	XP_006390185.1	jg3314
OG0014999	XP_006390191.1, XP_006390190.1	jg3310
OG0015000	XP_006390194.1	jg3308
OG0015001	XP_006390202.1	jg3301
OG0015002	XP_006390203.1	jg3300
OG0015003	XP_006390206.1	jg3294
OG0015005	XP_006390219.1	jg3284
OG0015006	XP_006390230.1	jg3274
OG0015007	XP_006390236.1	jg3267
OG0015008	XP_006390237.1	jg3266
OG0015009	XP_006390245.1	jg3258
OG0015010	XP_006390260.1	jg3243
OG0015011	XP_006390274.1	jg3234
OG0015013	XP_006390287.1	jg3223
OG0015014	XP_006390292.1	jg3213
OG0015015	XP_006390295.1	jg3210
OG0015016	XP_006390301.1	jg3203
OG0015017	XP_006390303.1	jg3201
OG0015018	XP_006390308.1	jg3197
OG0015019	XP_006390315.1	jg3193
OG0015020	XP_006390327.1	jg3179
OG0015021	XP_024011053.1	jg3171
OG0015022	XP_006390346.2	jg3167
OG0015023	XP_006390353.1	jg3161
OG0015024	XP_006409326.1	jg27855
OG0015025	XP_024016578.1	jg27887
OG0015026	XP_006409268.1	jg27899
OG0015027	XP_006409242.1	jg27918
OG0015028	XP_006409219.1	jg27929
OG0015029	XP_006404099.1	jg14841
OG0015030	XP_006392509.1	jg15774
OG0015031	XP_006404111.1	jg14827, jg14828
OG0015032	XP_006404108.2	jg14829
OG0015033	XP_006404374.1	jg14537
OG0015034	XP_006404379.1	jg14532
OG0015035	XP_006404380.1	jg14531
OG0015036	XP_006404373.1	jg14538
OG0015037	XP_006404359.1	jg14565
OG0015038	XP_006392557.2	jg33818
OG0015039	XP_006392578.1	jg33783
OG0015040	XP_006392587.1	jg33772
OG0015041	XP_006392590.1	jg33769
OG0015042	XP_024006096.1	jg33762
OG0015043	XP_006392606.1	jg33754
OG0015044	XP_006392619.1	jg33721
OG0015045	XP_006392643.1	jg33697
OG0015046	XP_006392650.1	jg33691
OG0015047	XP_024006126.1	jg33677
OG0015048	XP_006392683.1	jg33672
OG0015049	XP_024006293.1	jg33668
OG0015050	XP_006392699.1	jg33657
OG0015051	XP_006392760.1	jg33597
OG0015052	XP_024006109.1	jg33594
OG0015053	XP_006392778.2	jg33574
OG0015054	XP_006392798.1	jg33541
OG0015055	XP_006392806.1	jg33531
OG0015056	XP_006392822.1	jg33519
OG0015057	XP_006392826.1	jg33515
OG0015058	XP_024006211.1, XP_006392832.2, XP_006392829.2	jg33513
OG0015059	XP_006410799.1	jg18760
OG0015060	XP_006410802.1	jg18763
OG0015061	XP_006410806.2	jg18767
OG0015062	XP_024003701.1	jg18772
OG0015063	XP_006410838.2	jg18802
OG0015064	XP_006410849.1	jg18815
OG0015065	XP_024003925.1	jg18824
OG0015066	XP_006419012.1	jg14350
OG0015067	XP_006419041.1	jg14302
OG0015068	XP_006419047.1	jg14297
OG0015069	XP_006401755.1	jg22025
OG0015070	XP_006401741.1	jg22038
OG0015071	XP_006402793.1	jg15854
OG0015072	XP_006402222.2	jg16799
OG0015073	XP_006414260.1	jg310
OG0015074	XP_006397338.1	jg7026
OG0015075	XP_006397340.1	jg6970
OG0015076	XP_006402201.1	jg21649
OG0015077	XP_006402253.1	jg21608
OG0015078	XP_006403101.1	jg11873
OG0015079	XP_006403072.1	jg11922
OG0015080	XP_006403084.2	jg11929
OG0015081	XP_006395951.1	jg11961
OG0015082	XP_006415014.1	jg11707
OG0015083	XP_024004365.1	jg11662
OG0015085	XP_024010016.1	jg7034
OG0015086	XP_006414941.1	jg11560
OG0015087	XP_006414934.1	jg11546
OG0015088	XP_024005696.1	jg11463
OG0015089	XP_006414866.1	jg11447
OG0015090	XP_006414864.1	jg11444
OG0015091	XP_006414835.1	jg11403
OG0015092	XP_006414825.1	jg11397
OG0015093	XP_024005712.1	jg11347
OG0015094	XP_006414706.1	jg11322
OG0015095	XP_006414705.1	jg11321
OG0015096	XP_006414704.1	jg11319
OG0015097	XP_006414606.1	jg11236
OG0015098	XP_006414566.1	jg11224
OG0015099	XP_006414563.1	jg11216
OG0015100	XP_006414561.1	jg11214
OG0015101	XP_006414512.1	jg11172
OG0015102	XP_006414508.1	jg11169
OG0015103	XP_006414494.1	jg26350
OG0015104	XP_006414491.1	jg11158
OG0015105	XP_006395824.1	jg13011
OG0015106	XP_006409661.1	jg27447
OG0015107	XP_006414451.1	jg11118
OG0015108	XP_006414448.1	jg11109
OG0015109	XP_006414446.1	jg11108
OG0015110	XP_024004697.1	jg11105
OG0015111	XP_006414438.1	jg11103
OG0015112	XP_024009133.1	jg2911
OG0015113	XP_006390620.1	jg2912
OG0015114	XP_006390606.1	jg2938
OG0015115	XP_006390605.1	jg2939
OG0015116	XP_006390596.1	jg2948
OG0015117	XP_006390595.1	jg2949
OG0015118	XP_006390591.1	jg2953
OG0015119	XP_006390590.1	jg2954
OG0015121	XP_006390570.1	jg2972
OG0015122	XP_006395146.2	jg21434
OG0015123	XP_006390567.1	jg2975
OG0015124	XP_006390535.1	jg3003
OG0015125	XP_006390529.1	jg3007
OG0015126	XP_006390516.2	jg3014
OG0015127	XP_006413027.1, XP_006413045.1	jg9663
OG0015128	XP_006390520.1	jg3017
OG0015129	XP_006390499.1	jg3027
OG0015130	XP_006390488.1	jg3040
OG0015131	XP_024008423.1	jg3043
OG0015132	XP_006390476.1	jg3049
OG0015133	XP_006405223.1	jg17143
OG0015134	XP_006405046.1	jg17011
OG0015135	XP_006390445.1	jg3079
OG0015136	XP_006390439.1	jg3085
OG0015138	XP_024009312.1	jg3093
OG0015139	XP_006390410.1	jg3110
OG0015140	XP_006395844.1	jg12990
OG0015143	XP_006390401.1	jg3120
OG0015144	XP_006390395.1	jg3126
OG0015145	XP_006390391.1	jg3127
OG0015146	XP_006390390.1	jg3129
OG0015147	XP_006391116.1	jg2435
OG0015148	XP_024006319.1	jg2436
OG0015149	XP_006391105.1	jg2444
OG0015150	XP_024012836.1	jg2445
OG0015151	XP_006391098.1	jg2453
OG0015152	XP_006391092.1	jg2460
OG0015153	XP_006391085.1	jg2469
OG0015154	XP_006391071.1	jg2476
OG0015155	XP_006391070.2	jg2477
OG0015156	XP_006391058.1	jg2489
OG0015157	XP_024007404.1	jg2496
OG0015158	XP_006391045.2	jg2499
OG0015159	XP_006412953.1	jg9588
OG0015160	XP_006412934.1	jg9571
OG0015161	XP_006412930.1	jg9570
OG0015162	XP_006412927.2	jg9567
OG0015163	XP_006412924.1	jg9563
OG0015164	XP_006412916.1	jg9557
OG0015165	XP_006412894.1	jg9536
OG0015166	XP_006412893.1	jg9535
OG0015167	XP_024004660.1	jg9525
OG0015168	XP_006393506.2	jg9522
OG0015169	XP_006412875.1	jg9519
