Orthogroup	Eutrema_salsugineum	Rorippa_islandica
OG0018737	XP_006418423.2	Roisl.0210s0094.1.p
OG0018738	XP_024008099.1	Roisl.0091s0755.1.p
OG0018739	XP_006409153.2	Roisl.0003s0159.1.p
OG0018740	XP_006417912.1	Roisl.0091s0915.1.p
OG0018741	XP_006417324.1	Roisl.0021s0253.1.p
OG0018743	XP_024008046.1	Roisl.0191s0045.1.p
OG0018744	XP_006416062.1	Roisl.0191s0201.1.p
OG0018745	XP_006416046.1	Roisl.0191s0221.1.p
OG0018746	XP_024008463.1	Roisl.0191s0295.1.p
OG0018747	XP_006415983.1	Roisl.0191s0309.1.p
OG0018748	XP_024008994.1	Roisl.0191s0374.1.p
OG0018749	XP_006415911.2	Roisl.0191s0382.1.p
OG0018751	XP_006415875.1	Roisl.0191s0422.1.p
OG0018752	XP_006415859.1	Roisl.0191s0440.1.p
OG0018753	XP_006415632.1	Roisl.0213s0134.1.p
OG0018757	XP_006393725.1	Roisl.0179s0068.1.p
OG0018758	XP_006392946.1	Roisl.0006s0292.1.p
OG0018760	XP_024016340.1	Roisl.0021s0528.1.p, Roisl.0209s0604.1.p, Roisl.0209s0595.1.p, Roisl.0179s0119.1.p
OG0018761	XP_006392060.2	Roisl.0209s0751.1.p
OG0018762	XP_006392142.1	Roisl.0214s0581.1.p
OG0018763	XP_006392288.1	Roisl.0214s0711.1.p
OG0018764	XP_006392400.1	Roisl.0214s0863.1.p
OG0018766	XP_024010597.1	Roisl.0021s0637.1.p
OG0018767	XP_006391525.1	Roisl.0209s0024.1.p
OG0018769	XP_024006626.1	Roisl.0019s0683.1.p
OG0018770	XP_006390472.1	Roisl.0004s0498.1.p
OG0018771	XP_024012523.1	Roisl.0004s0199.1.p
OG0018772	XP_006390100.1	Roisl.0004s0166.1.p
OG0018773	XP_006389978.1	Roisl.0004s0043.1.p
OG0018775	XP_006389909.1	Roisl.0115s0204.1.p
OG0018776	XP_024008230.1	Roisl.0115s0055.1.p
OG0018777	XP_024010979.1	Roisl.0115s0045.1.p
OG0018779	XP_006407278.1	Roisl.0074s0705.1.p
OG0018781	XP_006407179.1	Roisl.0074s0615.1.p
OG0018783	XP_006406558.1	Roisl.0074s0047.1.p
OG0018786	XP_006396116.2	Roisl.0038s0039.1.p
OG0018788	XP_006409681.1	Roisl.0066s0421.1.p
OG0018790	XP_006409461.1	Roisl.0053s0152.1.p
OG0018791	XP_006403301.1	Roisl.0011s0029.1.p, Roisl.0214s0261.1.p
OG0018793	XP_006409019.1	Roisl.0214s0514.1.p
OG0018794	XP_006409026.2	Roisl.0214s0522.1.p
OG0018795	XP_006404809.1	Roisl.0006s0597.1.p
OG0018796	XP_006404829.1	Roisl.0006s0584.1.p
OG0018797	XP_006404836.2	Roisl.0006s0576.1.p
OG0018798	XP_006404909.1	Roisl.0021s0597.1.p
OG0018799	XP_006404990.1	Roisl.0051s0041.1.p
OG0018800	XP_024014114.1	Roisl.0051s0059.1.p
OG0018801	XP_006405029.1	Roisl.0214s0029.1.p
OG0018804	XP_024016044.1	Roisl.0010s0015.1.p
OG0018805	XP_006410784.1	Roisl.0028s1040.1.p, Roisl.0028s1041.1.p
OG0018806	XP_006410546.1	Roisl.0028s0805.1.p
OG0018807	XP_006410577.1	Roisl.0028s0837.1.p
OG0018808	XP_024004147.1	Roisl.0054s0031.1.p
OG0018809	XP_024003988.1	Roisl.0017s0091.1.p
OG0018810	XP_006411224.1, XP_006397050.1	Roisl.0017s0363.1.p
OG0018811	XP_006397492.1	Roisl.0028s0279.1.p
OG0018812	XP_006397904.1	Roisl.0035s0029.1.p
OG0018813	XP_006398514.1	Roisl.0011s0021.1.p
OG0018814	XP_006395776.1	Roisl.0011s0154.1.p
OG0018815	XP_024006888.1	Roisl.0011s0387.1.p
OG0018816	XP_024006865.1	Roisl.0025s0012.1.p
OG0018817	XP_006419133.1	Roisl.0208s0039.1.p
OG0018818	XP_024009660.1	Roisl.0027s0097.1.p
OG0018819	XP_006419013.1	Roisl.0209s0278.1.p, Roisl.0209s0277.1.p
OG0018820	XP_024013768.1	Roisl.0046s1355.1.p
OG0018821	XP_024013595.1	Roisl.0046s0883.1.p
OG0018822	XP_006404106.1	Roisl.0046s0912.1.p
OG0018823	XP_006404006.1	Roisl.0046s1016.1.p
OG0018824	XP_024013463.1	Roisl.0046s1082.1.p
OG0018825	XP_006403670.1	Roisl.0046s1338.1.p
OG0018826	XP_006403494.1	Roisl.0046s1503.1.p
OG0018827	XP_006402977.1	Roisl.0046s1659.1.p
OG0018828	XP_006402585.1	Roisl.0018s0154.1.p
OG0018829	XP_006402383.1	Roisl.0018s0366.1.p
OG0018830	XP_006399086.1	Roisl.0042s0045.1.p
OG0018831	XP_006400066.1	Roisl.0210s1246.1.p
OG0018832	XP_006394595.1	Roisl.0210s1991.1.p
OG0018833	XP_006394686.2	Roisl.0046s0104.1.p
OG0018834	XP_024007418.1	Roisl.0046s0477.1.p
OG0018835	XP_006397339.1	Roisl.0061s0002.1.p
OG0018838	XP_024010203.1	Roisl.0020s0094.1.p
OG0018840	XP_006396645.1	Roisl.0082s0256.1.p
OG0018841	XP_006396586.2	Roisl.0082s0315.1.p
OG0018842	XP_006390828.1, XP_006404950.2	Roisl.0001s0468.1.p
OG0018843	XP_006411929.2	Roisl.0001s0398.1.p
OG0018844	XP_024005255.1	Roisl.0001s0170.1.p
OG0018845	XP_006412183.1	Roisl.0001s0086.1.p
OG0018846	XP_006418951.1	Roisl.0198s0042.1.p
OG0018847	XP_006412964.1	Roisl.0022s0514.1.p
OG0018848	XP_006413129.1	Roisl.0022s0353.1.p
OG0018849	XP_006413141.1	Roisl.0022s0343.1.p
OG0018850	XP_006413164.1	Roisl.0022s0318.1.p
OG0018851	XP_006413180.1	Roisl.0022s0302.1.p
OG0018852	XP_006413271.1	Roisl.0022s0230.1.p
OG0018853	XP_006413420.1	Roisl.0022s0095.1.p
OG0018855	XP_006414634.1	Roisl.0002s0243.1.p
OG0018856	XP_006414861.1	Roisl.0075s0085.1.p
OG0018859	XP_006395930.1	Roisl.0053s0083.1.p
OG0018860	XP_006405862.1	Roisl.0064s0016.1.p
OG0018861	XP_006405495.1	Roisl.0009s0203.1.p
OG0018862	XP_024013226.1	Roisl.0189s0024.1.p
OG0018863	XP_006403395.1	Roisl.0189s0009.1.p
OG0018864	XP_006405264.2, XP_006417856.1	Roisl.0041s0062.1.p
OG0018865	XP_006395160.1	Roisl.0014s0110.1.p
OG0018866	XP_006395102.2	Roisl.0036s0058.1.p
OG0018867	XP_006402198.1	Roisl.0214s0084.1.p
OG0018868	XP_006402177.1	Roisl.0214s0179.1.p
OG0018869	XP_006402130.1	Roisl.0214s0194.1.p
OG0018870	XP_006402073.1, XP_006402071.2	Roisl.0214s0255.1.p
OG0018871	XP_006402037.1	Roisl.0012s0015.1.p
OG0018872	XP_006402003.1	Roisl.0189s0255.1.p
OG0018873	XP_006401964.1	Roisl.0189s0219.1.p
OG0018874	XP_024012347.1	Roisl.0189s0213.1.p
OG0018875	XP_024011835.1	Roisl.0189s0193.1.p
OG0018876	XP_006401898.1	Roisl.0189s0176.1.p
OG0018877	XP_006401846.1	Roisl.0189s0133.1.p
OG0018878	XP_006401775.1	Roisl.0031s0046.1.p
OG0018880	XP_006401612.1	Roisl.0052s0044.1.p
OG0018881	XP_006394200.1	Roisl.0024s0291.1.p
OG0018882	XP_006393844.1	Roisl.0024s0630.1.p
OG0018883	XP_024006779.1	Roisl.0024s0669.1.p
OG0018885	XP_006393877.1	Roisl.0024s0590.1.p
OG0018886	XP_024005666.1	Roisl.0001s0200.1.p
OG0018888	XP_006396291.2	Roisl.0191s0534.1.p
OG0018890	XP_006401241.1	Roisl.0080s0592.1.p
OG0018892	XP_024003944.1	Roisl.0017s0260.1.p
OG0018894	XP_006390508.1	Roisl.0019s0098.1.p
OG0018913	XP_006404272.1	Roisl.0046s0757.1.p
OG0018914	XP_006404306.1	Roisl.0046s0716.1.p
OG0018915	XP_006395807.1	Roisl.0011s0126.1.p
OG0018916	XP_006405500.1	Roisl.0009s0212.1.p
OG0018917	XP_006412867.2	Roisl.0044s0071.1.p
OG0018918	XP_006400235.1	Roisl.0210s1397.1.p
OG0018919	XP_006400112.1	Roisl.0210s1285.1.p
OG0018920	XP_006400058.1	Roisl.0210s1238.1.p
OG0018922	XP_006399813.1	Roisl.0210s1013.1.p
OG0018923	XP_006399667.1	Roisl.0210s0878.1.p
OG0018925	XP_024011825.1	Roisl.0210s0797.1.p
OG0018926	XP_006399523.1	Roisl.0210s0747.1.p
OG0018928	XP_024012185.1	Roisl.0210s0581.1.p
OG0018930	XP_006413380.2	Roisl.0022s0125.1.p
OG0018931	XP_006408613.1	Roisl.0010s0011.1.p
OG0018932	XP_024015983.1	Roisl.0029s0011.1.p
OG0018933	XP_006399220.1	Roisl.0210s0475.1.p
OG0018934	XP_006404593.2	Roisl.0082s0137.1.p
OG0018935	XP_006403127.1	Roisl.0012s0245.1.p
OG0018936	XP_006413310.1	Roisl.0022s0184.1.p
OG0018937	XP_024005498.1	Roisl.0008s0229.1.p
OG0018938	XP_006415664.1	Roisl.0213s0099.1.p
OG0018939	XP_006415500.1	Roisl.0213s0283.1.p
OG0018940	XP_006415220.1	Roisl.0209s0197.1.p
OG0018941	XP_006415183.1	Roisl.0209s0171.1.p
OG0018942	XP_006395746.1	Roisl.0011s0187.1.p
OG0018943	XP_006395733.1	Roisl.0011s0207.1.p
OG0018944	XP_006395687.2	Roisl.0011s0266.1.p
OG0018945	XP_006393924.1	Roisl.0024s0537.1.p
OG0018946	XP_006394047.1	Roisl.0024s0425.1.p
OG0018947	XP_024007340.1	Roisl.0024s0358.1.p
OG0018948	XP_024007380.1	Roisl.0024s0235.1.p
OG0018949	XP_006394421.2	Roisl.0080s0026.1.p
OG0018950	XP_006400549.1	Roisl.0210s1709.1.p
OG0018952	XP_006400841.2	Roisl.0080s0221.1.p
OG0018953	XP_006400864.1	Roisl.0080s0240.1.p
OG0018954	XP_006401059.1	Roisl.0080s0428.1.p
OG0018955	XP_006401063.1, XP_006409593.1	Roisl.0080s0432.1.p
OG0018956	XP_024011241.1	Roisl.0031s0006.1.p
OG0018957	XP_006401411.1	Roisl.0080s0752.1.p
OG0018958	XP_006404168.1	Roisl.0046s0848.1.p
OG0018959	XP_024012386.1	Roisl.0210s0432.1.p
OG0018960	XP_006399097.2	Roisl.0042s0033.1.p
OG0018961	XP_006399048.1	Roisl.0042s0081.1.p
OG0018967	XP_006398733.1	Roisl.0034s0167.1.p
OG0018968	XP_006398696.1	Roisl.0034s0136.1.p
OG0018969	XP_024011928.1	Roisl.0034s0083.1.p
OG0018970	XP_006398586.1	Roisl.0034s0031.1.p
OG0018971	XP_006405425.1	Roisl.0009s0151.1.p
OG0018974	XP_006390304.1	Roisl.0004s0352.1.p
OG0018979	XP_006392701.1	Roisl.0006s0500.1.p
OG0018980	XP_006410810.1	Roisl.0054s0011.1.p
OG0018981	XP_006419066.1	Roisl.0027s0118.1.p
OG0018983	XP_006402195.1	Roisl.0214s0089.1.p
OG0018984	XP_006414940.1	Roisl.0058s0003.1.p
OG0018985	XP_006414621.1	Roisl.0002s0238.1.p
OG0018986	XP_024004815.1	Roisl.0002s0192.1.p
OG0018987	XP_006402182.1	Roisl.0214s0106.1.p
OG0018988	XP_006402183.1	Roisl.0214s0104.1.p
OG0018989	XP_006402065.1	Roisl.0012s0052.1.p
OG0018991	XP_024005661.1, XP_006390503.1	Roisl.0019s0093.1.p
OG0018993	XP_006390386.1	Roisl.0004s0418.1.p
OG0018994	XP_024012029.1	Roisl.0019s0669.1.p
OG0018997	XP_006402033.1	Roisl.0012s0010.1.p
OG0018999	XP_024011081.1	Roisl.0005s0307.1.p
OG0019002	XP_024006100.1	Roisl.0006s0349.1.p
OG0019003	XP_006403350.1	Roisl.0214s0316.1.p
OG0019004	XP_024004207.1	Roisl.0028s0751.1.p
OG0019006	XP_006410597.1	Roisl.0028s0855.1.p
OG0019007	XP_006410649.1	Roisl.0028s0907.1.p
OG0019008	XP_006414048.1	Roisl.0091s0425.1.p
OG0019009	XP_006414062.1	Roisl.0091s0437.1.p
OG0019010	XP_024005777.1	Roisl.0091s0494.1.p
OG0019011	XP_006405297.1	Roisl.0009s0020.1.p
OG0019012	XP_006413827.1	Roisl.0091s0226.1.p
OG0019014	XP_006414316.1	Roisl.0091s0653.1.p
OG0019016	XP_006414287.1	Roisl.0091s0645.1.p
OG0019017	XP_006415155.1	Roisl.0209s0152.1.p
OG0019018	XP_024009098.1	Roisl.0209s0154.1.p
OG0019019	XP_006408578.1	Roisl.0016s0002.1.p
OG0019021	XP_024007345.1	Roisl.0024s0631.1.p
OG0019022	XP_006409034.1, XP_006396056.1	Roisl.0026s0168.1.p
OG0019023	XP_024012811.1	Roisl.0026s0207.1.p
OG0019024	XP_006403448.1	Roisl.0046s1545.1.p
OG0019027	XP_006401671.1	Roisl.0184s0087.1.p
OG0019028	XP_006418715.1	Roisl.0053s0209.1.p
OG0019029	XP_006418573.1	Roisl.0049s0012.1.p
OG0019031	XP_006391267.1	Roisl.0019s0819.1.p
OG0019035	XP_024014889.1	Roisl.0074s0621.1.p
OG0019037	XP_006396987.1	Roisl.0213s0648.1.p
OG0019038	XP_006396960.1	Roisl.0213s0629.1.p
OG0019039	XP_006408981.1	Roisl.0214s0469.1.p
OG0019040	XP_006409023.1	Roisl.0214s0518.1.p
OG0019041	XP_006418981.1	Roisl.0209s0296.1.p
OG0019042	XP_006397923.2	Roisl.0035s0006.1.p, Roisl.0035s0008.1.p, Roisl.0035s0007.1.p
OG0019044	XP_006397730.1	Roisl.0028s0031.1.p
OG0019045	XP_006397727.2	Roisl.0028s0035.1.p
OG0019046	XP_006397662.2	Roisl.0028s0104.1.p
OG0019047	XP_024010853.1	Roisl.0028s0112.1.p
OG0019048	XP_024010717.1	Roisl.0028s0119.1.p
OG0019049	XP_006411572.1	Roisl.0028s0315.1.p
OG0019050	XP_024004281.1	Roisl.0028s0343.1.p
OG0019051	XP_024015303.1	Roisl.0016s0090.1.p
OG0019052	XP_024011085.1	Roisl.0016s0161.1.p
OG0019054	XP_006395070.1	Roisl.0036s0091.1.p
OG0019059	XP_006407958.2	Roisl.0079s0011.1.p
OG0019063	XP_006406821.1	Roisl.0074s0286.1.p
OG0019064	XP_006406791.1	Roisl.0074s0251.1.p
OG0019065	XP_006406696.1	Roisl.0074s0163.1.p
OG0019066	XP_006406374.2	Roisl.0115s0379.1.p
OG0019067	XP_024007320.1	Roisl.0005s0246.1.p
OG0019068	XP_024014691.1	Roisl.0046s0018.1.p
OG0019069	XP_024015495.1	Roisl.0053s0355.1.p
OG0019071	XP_006406133.1	Roisl.0115s0622.1.p
OG0019072	XP_006406136.1	Roisl.0115s0619.1.p
OG0019075	XP_006400441.1	Roisl.0210s1598.1.p
OG0019076	XP_024012218.1	Roisl.0210s1593.1.p
OG0019077	XP_006418482.1	Roisl.0210s0022.1.p
OG0019078	XP_006418400.1	Roisl.0210s0117.1.p
OG0019079	XP_024008103.1	Roisl.0210s0281.1.p
OG0019080	XP_006418227.1	Roisl.0210s0287.1.p
OG0019081	XP_006418193.1	Roisl.0210s0322.1.p
OG0019082	XP_024008841.1, XP_024008310.1	Roisl.0210s0341.1.p
OG0019084	XP_024007888.1	Roisl.0091s0838.1.p
OG0019085	XP_024007892.1	Roisl.0091s1043.1.p
OG0019086	XP_006417708.1	Roisl.0091s1111.1.p
OG0019090	XP_006417142.1	Roisl.0021s0422.1.p
OG0019091	XP_024008308.1	Roisl.0191s0054.1.p
OG0019092	XP_006416131.1	Roisl.0191s0137.1.p
OG0019094	XP_006390827.1	Roisl.0019s0439.1.p
OG0019095	XP_006415096.2	Roisl.0040s0088.1.p
OG0019096	XP_006391870.1	Roisl.0209s0562.1.p
OG0019097	XP_024013261.1	Roisl.0214s0577.1.p
OG0019099	XP_006410511.2	Roisl.0028s0766.1.p
OG0019101	XP_024006038.1	Roisl.0006s0378.1.p
OG0019102	XP_006398361.1	Roisl.0005s0133.1.p
OG0019103	XP_006398382.1	Roisl.0005s0103.1.p
OG0019104	XP_024011054.1	Roisl.0005s0030.1.p
OG0019105	XP_006398451.1	Roisl.0005s0028.1.p
OG0019108	XP_006393403.1	Roisl.0013s0102.1.p
OG0019109	XP_006393353.1	Roisl.0013s0071.1.p
OG0019110	XP_024006420.1	Roisl.0019s0242.1.p
OG0019111	XP_006411697.2	Roisl.0006s0471.1.p
OG0019112	XP_006412161.2	Roisl.0001s0112.1.p
OG0019113	XP_006412501.1	Roisl.0003s0237.1.p
OG0019114	XP_024005503.1	Roisl.0003s0273.1.p
OG0019115	XP_006412327.2	Roisl.0008s0311.1.p
OG0019116	XP_024005373.1	Roisl.0008s0314.1.p
OG0019117	XP_024005082.1	Roisl.0003s0131.1.p
OG0019118	XP_006396426.1	Roisl.0191s0671.1.p
OG0019119	XP_006396218.1	Roisl.0015s0032.1.p
OG0019120	XP_006396214.1	Roisl.0015s0028.1.p
OG0019121	XP_006404549.1	Roisl.0063s0026.1.p
OG0019122	XP_006413034.1	Roisl.0022s0444.1.p
OG0019123	XP_006395674.1	Roisl.0011s0280.1.p
OG0019124	XP_006418485.1	Roisl.0210s0019.1.p
OG0019125	XP_006418285.2	Roisl.0210s0225.1.p
OG0019126	XP_006417836.2	Roisl.0091s0983.1.p
OG0019127	XP_024008443.1	Roisl.0091s1004.1.p
OG0019129	XP_024008839.1	Roisl.0007s0698.1.p
OG0019132	XP_006415976.1	Roisl.0191s0316.1.p
OG0019134	XP_006415862.1	Roisl.0191s0436.1.p
OG0019135	XP_024007862.1	Roisl.0191s0460.1.p
OG0019138	XP_006418059.1	Roisl.0213s0463.1.p
OG0019139	XP_006392688.1	Roisl.0006s0518.1.p
OG0019140	XP_006396030.1	Roisl.0210s2142.1.p
OG0019142	XP_006396019.1	Roisl.0210s2168.1.p
OG0019143	XP_006395989.1	Roisl.0185s0020.1.p
OG0019144	XP_006393721.1	Roisl.0179s0058.1.p
OG0019151	XP_024004185.1	Roisl.0184s0078.1.p
OG0019152	XP_006392485.1	Roisl.0189s0056.1.p
OG0019153	XP_006405130.1	Roisl.0023s0038.1.p
OG0019158	XP_006391368.1	Roisl.0055s0011.1.p
OG0019159	XP_006391139.1	Roisl.0019s0711.1.p
OG0019160	XP_006391082.1	Roisl.0019s0660.1.p
OG0019161	XP_024005959.1	Roisl.0019s0237.1.p
OG0019162	XP_006390644.1	Roisl.0019s0236.1.p
OG0019163	XP_006390617.1	Roisl.0019s0215.1.p
OG0019164	XP_024016057.1	Roisl.0115s0243.1.p
OG0019166	XP_006408358.1	Roisl.0016s0230.1.p
OG0019168	XP_024015285.1	Roisl.0079s0084.1.p
OG0019170	XP_024015699.1	Roisl.0115s0474.1.p
OG0019172	XP_006418819.1	Roisl.0053s0287.1.p
OG0019174	XP_024009082.1	Roisl.0038s0053.1.p
OG0019175	XP_024009581.1	Roisl.0038s0012.1.p
OG0019177	XP_024016641.1	Roisl.0188s0005.1.p
OG0019178	XP_006409686.1	Roisl.0066s0410.1.p
OG0019179	XP_006407879.1	Roisl.0040s0007.1.p
OG0019180	XP_006409067.1	Roisl.0206s0016.1.p
OG0019181	XP_024015980.1	Roisl.0209s0780.1.p
OG0019182	XP_024014097.1	Roisl.0046s0562.1.p
OG0019183	XP_024014300.1	Roisl.0021s0589.1.p
OG0019184	XP_024014175.1	Roisl.0051s0014.1.p
OG0019185	XP_006405118.1	Roisl.0023s0032.1.p
OG0019186	XP_024010556.1, XP_024016654.1	Roisl.0091s0208.1.p, Roisl.0036s0027.1.p
OG0019187	XP_006408821.1	Roisl.0118s0002.1.p
OG0019188	XP_006408830.1	Roisl.0118s0009.1.p
OG0019189	XP_006408619.1	Roisl.0010s0017.1.p
OG0019190	XP_006410620.1	Roisl.0028s0879.1.p
OG0019191	XP_006411375.1	Roisl.0028s0512.1.p
OG0019192	XP_006395852.2	Roisl.0011s0078.1.p
OG0019193	XP_006395744.1	Roisl.0011s0189.1.p
OG0019195	XP_024007529.1	Roisl.0011s0267.1.p
OG0019196	XP_024007555.1	Roisl.0011s0436.1.p
OG0019198	XP_006419121.1	Roisl.0027s0021.1.p
OG0019199	XP_024009687.1	Roisl.0027s0115.1.p
OG0019200	XP_006419020.1	Roisl.0209s0269.1.p
OG0019201	XP_006404113.1	Roisl.0046s0906.1.p
OG0019203	XP_006403795.2	Roisl.0046s1226.1.p
OG0019205	XP_006397978.2	Roisl.0210s0530.1.p
OG0019206	XP_006399774.1	Roisl.0210s0979.1.p
OG0019207	XP_024014315.1	Roisl.0210s1363.1.p
OG0019209	XP_006394654.1	Roisl.0210s2060.1.p
OG0019211	XP_024007157.1	Roisl.0046s0103.1.p, Roisl.0091s0557.1.p, Roisl.0046s0106.1.p
OG0019212	XP_006397275.1	Roisl.0020s0003.1.p
OG0019213	XP_006397188.1	Roisl.0060s0017.1.p
OG0019214	XP_024010000.1	Roisl.0184s0136.1.p
OG0019215	XP_024010086.1	Roisl.0213s0634.1.p
OG0019216	XP_006396230.1	Roisl.0015s0044.1.p
OG0019218	XP_006411826.1	Roisl.0001s0433.1.p
OG0019220	XP_024004494.1	Roisl.0022s0354.1.p
OG0019221	XP_006413136.1	Roisl.0022s0348.1.p
OG0019222	XP_006413161.1	Roisl.0022s0322.1.p
OG0019223	XP_006413185.2	Roisl.0022s0298.1.p
OG0019224	XP_006413275.1	Roisl.0022s0227.1.p
OG0019225	XP_006413307.2	Roisl.0022s0188.1.p
OG0019226	XP_006413413.1	Roisl.0022s0103.1.p
OG0019228	XP_006414744.1	Roisl.0075s0170.1.p
OG0019229	XP_006414819.1	Roisl.0075s0128.1.p
OG0019231	XP_006395961.1	Roisl.0202s0010.1.p
OG0019233	XP_006405453.1	Roisl.0009s0171.1.p
OG0019234	XP_006405331.1	Roisl.0009s0069.1.p
OG0019236	XP_006405300.1	Roisl.0009s0022.1.p
OG0019237	XP_006409921.1	Roisl.0028s0895.1.p, Roisl.0028s0892.1.p, Roisl.0019s0764.1.p
OG0019239	XP_024013169.1	Roisl.0012s0057.1.p
OG0019241	XP_006395237.1	Roisl.0188s0131.1.p
OG0019242	XP_006395145.1	Roisl.0014s0128.1.p
OG0019243	XP_006395087.1	Roisl.0198s0020.1.p
OG0019246	XP_006402191.1	Roisl.0214s0097.1.p
OG0019249	XP_024011857.1	Roisl.0080s0368.1.p
OG0019250	XP_024016261.1	Roisl.0073s0017.1.p
OG0019251	XP_024009256.1	Roisl.0073s0038.1.p
OG0019253	XP_024012261.1	Roisl.0073s0013.1.p, Roisl.0073s0012.1.p
OG0019254	XP_006403277.1	Roisl.0012s0070.1.p
OG0019256	XP_006414379.2	Roisl.0002s0047.1.p
OG0019257	XP_006414254.1	Roisl.0091s0615.1.p
OG0019260	XP_006395637.1	Roisl.0011s0326.1.p
OG0019261	XP_006418104.2	Roisl.0091s0706.1.p
OG0019263	XP_006415933.1	Roisl.0191s0360.1.p
OG0019264	XP_006393320.1	Roisl.0013s0049.1.p
OG0019265	XP_006397068.1	Roisl.0020s0131.1.p
OG0019266	XP_006394472.2	Roisl.0080s0072.1.p
OG0019267	XP_006409894.1	Roisl.0082s0632.1.p
OG0019268	XP_006407854.1	Roisl.0079s0114.1.p
OG0019269	XP_024015249.1	Roisl.0074s0351.1.p
OG0019272	XP_006392085.1	Roisl.0214s0529.1.p
OG0019274	XP_006415651.2	Roisl.0213s0110.1.p
OG0019297	XP_006418864.1	Roisl.0209s0384.1.p
OG0019299	XP_006400228.1	Roisl.0210s1390.1.p
OG0019300	XP_024012290.1	Roisl.0210s1228.1.p
OG0019301	XP_024012287.1	Roisl.0210s1190.1.p
OG0019302	XP_006399926.1	Roisl.0210s1116.1.p
OG0019303	XP_006399483.2	Roisl.0210s0711.1.p
OG0019307	XP_006410009.1	Roisl.0082s0745.1.p
OG0019310	XP_006415521.2	Roisl.0213s0267.1.p
OG0019317	XP_006400951.1	Roisl.0080s0329.1.p
OG0019318	XP_006400964.1	Roisl.0080s0341.1.p
OG0019321	XP_024012713.1	Roisl.0210s0489.1.p
OG0019324	XP_006398593.1	Roisl.0034s0038.1.p
OG0019326	XP_006398555.1	Roisl.0034s0008.1.p
OG0019329	XP_006389756.1	Roisl.0115s0050.1.p
OG0019330	XP_006389992.1	Roisl.0004s0057.1.p
OG0019332	XP_006409479.1	Roisl.0045s0010.1.p
OG0019334	XP_006415730.1	Roisl.0004s0268.1.p
OG0019335	XP_006392551.1	Roisl.0007s0811.1.p
OG0019336	XP_006392696.2	Roisl.0006s0505.1.p
OG0019340	XP_006414457.1	Roisl.0002s0110.1.p
OG0019341	XP_006395843.1	Roisl.0011s0089.1.p
OG0019342	XP_006391721.1	Roisl.0010s0195.1.p
OG0019343	XP_006397912.1	Roisl.0035s0018.1.p
OG0019344	XP_024007440.1	Roisl.0011s0334.1.p
OG0019348	XP_006393217.1	Roisl.0006s0040.1.p
OG0019350	XP_006408625.1	Roisl.0027s0110.1.p
OG0019351	XP_006393160.1	Roisl.0006s0090.1.p
OG0019353	XP_006393027.1	Roisl.0006s0217.1.p
OG0019354	XP_024013711.1	Roisl.0046s0974.1.p
OG0019357	XP_006409347.1	Roisl.0066s0231.1.p
OG0019358	XP_024005315.1	Roisl.0091s0078.1.p
OG0019360	XP_006408545.1	Roisl.0016s0036.1.p
OG0019361	XP_006408524.1	Roisl.0016s0056.1.p
OG0019363	XP_006393855.1	Roisl.0024s0618.1.p
OG0019364	XP_006393847.1	Roisl.0024s0628.1.p
OG0019366	XP_006402303.1	Roisl.0018s0457.1.p
OG0019367	XP_006402364.1	Roisl.0018s0394.1.p
OG0019368	XP_006402427.1	Roisl.0018s0324.1.p
OG0019369	XP_006402549.1	Roisl.0018s0195.1.p
OG0019371	XP_006402642.1	Roisl.0018s0098.1.p, Roisl.0018s0100.1.p
OG0019372	XP_006402702.1	Roisl.0018s0044.1.p
OG0019376	XP_006403692.1	Roisl.0046s1318.1.p
OG0019377	XP_006397827.2	Roisl.0035s0110.1.p
OG0019378	XP_024009282.1	Roisl.0049s0003.1.p
OG0019379	XP_006418535.1	Roisl.0213s0735.1.p
OG0019380	XP_006391144.1	Roisl.0019s0718.1.p
OG0019384	XP_006410957.2	Roisl.0017s0114.1.p
OG0019388	XP_006397480.1	Roisl.0210s2125.1.p
OG0019389	XP_006408913.1	Roisl.0214s0401.1.p
OG0019390	XP_006408972.1	Roisl.0214s0464.1.p, Roisl.0214s0457.1.p
OG0019391	XP_006397970.1	Roisl.0067s0044.1.p
OG0019393	XP_024010871.1	Roisl.0035s0085.1.p
OG0019394	XP_024010758.1	Roisl.0028s0095.1.p
OG0019395	XP_024010851.1	Roisl.0028s0113.1.p
OG0019396	XP_024010694.1	Roisl.0028s0157.1.p
OG0019398	XP_006411539.1	Roisl.0028s0346.1.p
OG0019404	XP_006407209.2	Roisl.0074s0639.1.p
OG0019405	XP_024015705.1	Roisl.0074s0553.1.p
OG0019406	XP_006406757.1	Roisl.0074s0224.1.p
OG0019408	XP_006406409.1	Roisl.0115s0339.1.p
OG0019410	XP_006406386.2	Roisl.0115s0364.1.p
OG0019411	XP_006406276.2	Roisl.0115s0486.1.p
OG0019412	XP_006412713.2	Roisl.0003s0045.1.p
OG0019413	XP_006418481.2	Roisl.0210s0023.1.p
OG0019414	XP_006418304.1	Roisl.0210s0206.1.p
OG0019417	XP_006417615.1	Roisl.0091s1190.1.p
OG0019420	XP_006417348.1	Roisl.0021s0232.1.p
OG0019421	XP_006417345.1	Roisl.0021s0235.1.p
OG0019422	XP_024008862.1	Roisl.0021s0259.1.p
OG0019426	XP_006416796.1	Roisl.0007s0470.1.p
OG0019427	XP_006416791.1	Roisl.0007s0466.1.p
