Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_NCBI
OG0015985	XP_006407519.1	XP_020887708.1
OG0015986	XP_006407518.1	XP_020889310.1
OG0015987	XP_006407500.1	XP_020888973.1
OG0015988	XP_006407487.1	XP_002884823.1
OG0015989	XP_006407476.1	XP_002862448.2, XP_002882711.1
OG0015990	XP_006407469.2	XP_020888276.1
OG0015991	XP_006407462.1	XP_020888319.1
OG0015992	XP_006407455.1	XP_002882723.1
OG0015993	XP_006407452.1	XP_020888308.1
OG0015994	XP_006418639.1	XP_002883596.1
OG0015995	XP_006407431.1	XP_020888221.1
OG0015996	XP_006407380.1	XP_020888211.1
OG0015997	XP_006407378.1	XP_002884879.1
OG0015998	XP_006407371.1	XP_002884882.1
OG0015999	XP_006407345.1	XP_002884897.1
OG0016000	XP_006407340.1	XP_020888318.1
OG0016001	XP_006407325.1	XP_002884909.1
OG0016002	XP_006407317.1	XP_020888203.1
OG0016003	XP_006407300.1	XP_002884924.1
OG0016004	XP_006407286.1	XP_020888753.1
OG0016005	XP_006395876.1	XP_002875081.1
OG0016006	XP_006407261.1	XP_002884944.1
OG0016007	XP_024015476.1	XP_002884971.1
OG0016008	XP_006407183.1	XP_020888601.1
OG0016009	XP_006407170.1	XP_002882845.1
OG0016010	XP_024015490.1	XP_020888925.1
OG0016011	XP_024015105.1	XP_020885982.1
OG0016012	XP_006407158.1	XP_002884993.1
OG0016013	XP_024015399.1	XP_002882865.1
OG0016014	XP_006407119.1	XP_020887169.1
OG0016015	XP_006407088.1	XP_002885040.1
OG0016016	XP_006407070.1	XP_020889448.1
OG0016017	XP_006407047.1	XP_002882892.1
OG0016018	XP_024015639.1	XP_002885058.1
OG0016019	XP_024015658.1	XP_020888820.1
OG0016020	XP_006407033.2	XP_020888804.1
OG0016021	XP_006407018.1	XP_020888078.1
OG0016022	XP_006406997.1	XP_020887185.1
OG0016023	XP_024015676.1	XP_002882924.1
OG0016024	XP_006406969.1	XP_020886836.1
OG0016025	XP_006406950.1	XP_002885095.1
OG0016026	XP_006406929.1	XP_020873680.1
OG0016027	XP_006406904.1	XP_020889478.1
OG0016028	XP_006406901.1	XP_002885116.1
OG0016029	XP_006406865.1	XP_002885128.1
OG0016030	XP_006406854.1	XP_002882993.1
OG0016031	XP_006406853.1	XP_002882994.1
OG0016032	XP_006406852.1	XP_002882995.1
OG0016033	XP_006406848.1	XP_020887441.1
OG0016034	XP_006406827.1	XP_020889137.1
OG0016035	XP_006406826.1	XP_020889208.1
OG0016036	XP_006406814.1	XP_020889216.1
OG0016038	XP_006406780.1	XP_020889197.1
OG0016039	XP_006406777.1	XP_020889121.1
OG0016040	XP_006406756.1, XP_006406794.1	XP_002885191.1
OG0016041	XP_006406747.1	XP_020889155.1
OG0016042	XP_006406728.1	XP_020889096.1
OG0016043	XP_006406724.1	XP_002883062.1
OG0016044	XP_024015673.1	XP_020889196.1
OG0016045	XP_006406686.1	XP_002883090.1
OG0016046	XP_006406677.1	XP_002883094.1
OG0016047	XP_006406673.1	XP_002885234.1
OG0016048	XP_006406664.1	XP_002883101.1
OG0016049	XP_024015425.1	XP_002883103.2
OG0016050	XP_006406659.1	XP_002883105.1
OG0016051	XP_006406650.1	XP_020887102.1
OG0016052	XP_024013188.1	XP_002865471.1
OG0016053	XP_006406634.1	XP_002883120.1
OG0016054	XP_006406614.1	XP_002883128.1
OG0016055	XP_024015165.1	XP_020888948.1
OG0016056	XP_006406582.2	XP_002885268.1
OG0016057	XP_024015019.1	XP_020886170.1
OG0016058	XP_006406566.1	XP_020887506.1
OG0016059	XP_006406562.1	XP_002883152.1
OG0016060	XP_006406554.1	XP_002885283.1
OG0016061	XP_024015467.1	XP_020886740.1
OG0016062	XP_024015786.1	XP_020889364.1
OG0016063	XP_024015606.1	XP_020887466.1
OG0016064	XP_006406529.1	XP_020887706.1
OG0016065	XP_006406526.1	XP_002885299.1
OG0016066	XP_006406524.1	XP_002883167.1
OG0016067	XP_006406525.1	XP_020887980.1
OG0016068	XP_006406514.1	XP_020886191.1
OG0016069	XP_006406501.1	XP_002883182.1
OG0016070	XP_006406500.1	XP_020888785.1
OG0016071	XP_006406480.1	XP_020887495.1
OG0016072	XP_006406477.1	XP_020887492.1
OG0016073	XP_006406469.1	XP_020887978.1
OG0016074	XP_024015576.1	XP_020886412.1
OG0016075	XP_006406457.1	XP_002883204.1
OG0016076	XP_006406444.1	XP_020889032.1
OG0016077	XP_006406427.1	XP_002885351.1
OG0016079	XP_006406407.1	XP_020888885.1
OG0016081	XP_006406378.1	XP_020889339.1
OG0016082	XP_006406376.1	XP_020886681.1
OG0016083	XP_006406359.1	XP_002885395.1
OG0016084	XP_006406356.1	XP_002883265.1
OG0016085	XP_006406350.1	XP_020888533.1
OG0016086	XP_024015533.1	XP_002885406.1
OG0016087	XP_006406337.1	XP_020887932.1
OG0016088	XP_006401776.1	XP_020871995.1
OG0016089	XP_006401779.1	XP_002864196.1
OG0016090	XP_006401781.2	XP_020867000.1
OG0016091	XP_006401805.1	XP_020886660.1
OG0016092	XP_006409684.1	XP_002883801.1
OG0016093	XP_024014695.1	XP_020872970.1
OG0016094	XP_006405597.2	XP_020872923.1
OG0016095	XP_006405652.1	XP_020872976.1
OG0016096	XP_006405682.1	XP_020872977.1
OG0016097	XP_006405715.1	XP_020875111.1
OG0016098	XP_024014615.1	XP_020873180.1
OG0016099	XP_024011170.1	XP_020871459.1
OG0016100	XP_006405810.1	XP_002870875.2
OG0016101	XP_006405822.1	XP_020874154.1
OG0016102	XP_006405824.1	XP_002870570.1
OG0016103	XP_006405865.2	XP_002868526.1
OG0016104	XP_006405975.1	XP_002870488.1
OG0016105	XP_006395217.1	XP_002865608.2
OG0016106	XP_006395222.1	XP_002863847.1
OG0016107	XP_006395226.1	XP_002865587.1
OG0016108	XP_024007525.1	XP_020868059.1
OG0016109	XP_006418840.2	XP_002885592.2
OG0016110	XP_024015076.1	XP_020888480.1
OG0016111	XP_006406062.1	XP_002883413.1
OG0016112	XP_006406073.1	XP_020888899.1
OG0016113	XP_006409025.1	XP_002886312.1
OG0016114	XP_006406120.1	XP_002883381.1
OG0016115	XP_006406146.1	XP_002883372.1
OG0016116	XP_006406163.2	XP_020886700.1
OG0016117	XP_006406249.1	XP_020888456.1
OG0016118	XP_006406254.1	XP_002885450.1
OG0016119	XP_024015585.1	XP_002885449.1
OG0016120	XP_006406259.1	XP_020887249.1
OG0016121	XP_006406277.1	XP_002883301.1
OG0016122	XP_006406279.1	XP_020888978.1
OG0016123	XP_006406288.1	XP_020889385.1
OG0016124	XP_024015553.1	XP_002883273.1
OG0016125	XP_006412722.1	XP_020874265.1
OG0016126	XP_006412782.1	XP_020872841.1
OG0016127	XP_024013291.1	XP_002865440.2
OG0016128	XP_006391401.2	XP_002888502.1
OG0016129	XP_006391398.1	XP_020889940.1
OG0016130	XP_006391386.1	XP_002887023.1
OG0016131	XP_006391357.1	XP_002888487.1
OG0016132	XP_006391350.1	XP_002887012.2
OG0016133	XP_006391348.1	XP_020865642.1
OG0016134	XP_006391519.1	XP_020891471.1
OG0016135	XP_006391313.1	XP_002886983.1
OG0016136	XP_006391324.1	XP_020865895.1
OG0016137	XP_006391326.1	XP_002888465.1
OG0016138	XP_006391543.1	XP_020890403.1
OG0016139	XP_006397403.1	XP_002888306.1
OG0016140	XP_006390235.1	XP_020890919.1
OG0016141	XP_006397386.1	XP_020867410.1
OG0016142	XP_024009504.1	XP_002886771.2
OG0016143	XP_006397407.1	XP_002886801.2
OG0016144	XP_006415605.1	XP_020867459.1
OG0016145	XP_006392526.2	XP_002894582.1
OG0016146	XP_006400440.1	XP_020878900.1
OG0016147	XP_006400437.1	XP_020878906.1
OG0016148	XP_024011942.1	XP_020877976.1
OG0016149	XP_006400429.1	XP_002871838.1
OG0016150	XP_006400421.1	XP_002873911.1
OG0016151	XP_006400418.1	XP_002873908.1
OG0016152	XP_006400402.1	XP_002873901.2
OG0016153	XP_006400384.1	XP_020878952.1
OG0016154	XP_024012544.1	XP_020878824.1
OG0016155	XP_006400369.1	XP_002873877.1
OG0016156	XP_006400368.1	XP_002871809.1
OG0016157	XP_006395018.1	XP_020878074.1
OG0016158	XP_006395051.1	XP_002865742.1
OG0016160	XP_006395049.1	XP_020885565.1
OG0016161	XP_006395094.1	XP_020871316.1
OG0016162	XP_006408904.1	XP_020886943.1
OG0016163	XP_024013522.1	XP_020880987.1
OG0016164	XP_024013506.1	XP_020880981.1
OG0016165	XP_006403818.1	XP_002877853.1
OG0016166	XP_006403827.1	XP_020879657.1
OG0016167	XP_006403835.1	XP_002877845.1
OG0016168	XP_024013756.1	XP_020882534.1
OG0016169	XP_006403868.1	XP_002877832.1
OG0016170	XP_006405294.1	XP_020875190.1
OG0016171	XP_006403871.2	XP_020880432.1
OG0016172	XP_006403881.1	XP_020880126.1
OG0016173	XP_006403882.1	XP_020880125.1
OG0016174	XP_006403886.1	XP_020881152.1
OG0016175	XP_006403896.1	XP_020880405.1
OG0016176	XP_006403899.1	XP_002877814.1
OG0016177	XP_006403902.1	XP_020880406.1
OG0016178	XP_006403906.1	XP_002876093.1
OG0016179	XP_006403915.2	XP_020881681.1
OG0016180	XP_006403930.1	XP_002877796.1
OG0016181	XP_006403931.1	XP_020879927.1
OG0016182	XP_006403938.1	XP_002876076.1
OG0016183	XP_006393817.1	XP_020869576.1
OG0016184	XP_024008195.1	XP_020868849.1
OG0016185	XP_006418491.1	XP_002892026.1
OG0016186	XP_006418477.1	XP_020870510.1
OG0016187	XP_006418475.1	XP_002892034.1
OG0016188	XP_006418472.1	XP_002892036.1
OG0016189	XP_006418469.1	XP_020867970.1
OG0016190	XP_006418467.1	XP_002892038.1
OG0016191	XP_024008726.1	XP_020867965.1
OG0016192	XP_006418465.1	XP_020867972.1
OG0016193	XP_024009077.1	XP_020870062.1
OG0016194	XP_006418448.1	XP_020870069.1
OG0016195	XP_024009088.1	XP_020869976.1
OG0016196	XP_024008340.1	XP_020869665.1
OG0016197	XP_006418434.2	XP_002892055.1
OG0016198	XP_006418426.1	XP_002889364.1
OG0016199	XP_006418420.1	XP_020869315.1
OG0016200	XP_006418409.1	XP_020870179.1
OG0016201	XP_006418407.1	XP_020870178.1
OG0016202	XP_024007845.1	XP_020870010.1
OG0016203	XP_006418365.1	XP_020868096.1
OG0016204	XP_006409703.1	XP_002885842.1
OG0016205	XP_006418357.1	XP_020868090.1
OG0016206	XP_006418356.1	XP_002892100.1
OG0016207	XP_006418348.1	XP_002889399.1
OG0016208	XP_006418392.1	XP_002892112.1
OG0016209	XP_006418322.1	XP_020869574.1
OG0016210	XP_006418321.1	XP_020868989.1
OG0016211	XP_006418314.1	XP_002889416.2
OG0016212	XP_006418300.1	XP_002892126.1
OG0016213	XP_024008121.1	XP_020868323.1
OG0016214	XP_006418253.1	XP_020869285.1
OG0016215	XP_006418239.1	XP_002889457.1
OG0016216	XP_006418238.1	XP_002892159.1
OG0016217	XP_006418236.2	XP_002889458.1
OG0016218	XP_006418224.1	XP_002892169.1
OG0016219	XP_006418216.1	XP_002892172.2
OG0016220	XP_006418213.1	XP_020870437.1
OG0016221	XP_006418207.1	XP_002889473.1
OG0016222	XP_006397379.1	XP_020869188.1
OG0016223	XP_024007688.1	XP_002889489.1
OG0016224	XP_006418157.1	XP_002889495.1
OG0016225	XP_006418140.1	XP_002892209.1
OG0016226	XP_006418118.1	XP_020869407.1
OG0016227	XP_006418115.1	XP_002892226.1
OG0016228	XP_006418106.1, XP_006410608.1	XP_020867467.1
OG0016229	XP_024007706.1	XP_020867914.1
OG0016230	XP_006418084.1	XP_020867915.1
OG0016231	XP_006418076.1	XP_020870369.1
OG0016232	XP_006418075.1	XP_002889530.1
OG0016233	XP_006418073.1	XP_002892257.1
OG0016234	XP_006418065.1	XP_020867986.1
OG0016235	XP_006418061.1	XP_002889536.1
OG0016237	XP_006418040.1	XP_002892282.1
OG0016238	XP_006418037.1	XP_002892283.1
OG0016239	XP_006418029.1	XP_002889546.1
OG0016240	XP_006418031.2	XP_020866998.1
OG0016241	XP_024009290.1	XP_002892290.2
OG0016242	XP_024008972.1	XP_020867981.1
OG0016244	XP_006417984.1	XP_002889569.1
OG0016245	XP_006417983.1	XP_020867687.1
OG0016246	XP_006417982.1	XP_002892309.1
OG0016247	XP_006417974.1	XP_002889574.1
OG0016248	XP_006392487.1	XP_002891911.1
OG0016249	XP_006417927.1	XP_002892339.1
OG0016250	XP_006417918.1	XP_002889604.1
OG0016251	XP_006417907.1	XP_002889608.1
OG0016252	XP_006417906.1	XP_002892346.1
OG0016253	XP_006417903.1	XP_020869234.1
OG0016254	XP_006417892.1	XP_002892353.1
OG0016255	XP_006417889.1	XP_002892355.2
OG0016256	XP_024009009.1	XP_002889615.1
OG0016257	XP_006417877.1	XP_002892360.1
OG0016258	XP_006417874.1	XP_020868593.1
OG0016259	XP_006417868.1	XP_002892365.1
OG0016260	XP_006417862.1	XP_002889627.1
OG0016261	XP_006417857.1	XP_002892371.1
OG0016262	XP_006417851.1	XP_002892376.1
OG0016263	XP_006417849.2	XP_020868783.1
OG0016264	XP_006417821.1	XP_002889638.1
OG0016265	XP_024016507.1	XP_020886988.1
OG0016266	XP_006413441.1	XP_020873779.1
OG0016267	XP_006417802.2	XP_020870900.1
OG0016268	XP_006417795.1	XP_020870887.1
OG0016269	XP_006417794.1	XP_002892405.1
OG0016270	XP_006417764.1	XP_020868738.1
OG0016271	XP_006417770.1	XP_002892415.1
OG0016272	XP_006417759.1	XP_020868704.1
OG0016273	XP_006418067.2	XP_020867985.1
OG0016274	XP_024007800.1	XP_020867839.1
OG0016275	XP_006417719.1	XP_002892444.1
OG0016276	XP_006417717.1	XP_002889681.1
OG0016277	XP_006417710.1	XP_020869183.1
OG0016278	XP_006417683.1	XP_020866922.1
OG0016279	XP_006417679.1	XP_020868664.1
OG0016280	XP_006417669.1	XP_020869740.1
OG0016281	XP_006417667.1	XP_020866311.1
OG0016282	XP_024009107.1	XP_020866321.1
OG0016283	XP_006417660.1	XP_002892468.1
OG0016284	XP_006417654.1	XP_020869692.1
OG0016285	XP_006417651.1	XP_002889713.1
OG0016286	XP_006417650.1	XP_002889714.1
OG0016287	XP_006417619.1	XP_002892478.1
OG0016288	XP_006417602.1	XP_020867885.1
OG0016289	XP_024008492.1	XP_020866284.1
OG0016290	XP_006417593.1	XP_002889737.1
OG0016292	XP_006417572.1	XP_020867579.1
OG0016293	XP_024007838.1	XP_020867578.1
OG0016294	XP_006417555.1	XP_002889761.1
OG0016295	XP_006417549.1	XP_002892516.1
OG0016296	XP_006417533.2	XP_020868178.1
OG0016297	XP_006417531.1	XP_002889771.1
OG0016298	XP_006417530.1	XP_020868201.1
OG0016299	XP_006417526.1	XP_020868181.1
OG0016300	XP_006417519.2	XP_002892534.1
OG0016301	XP_006417485.1	XP_020867583.1
OG0016302	XP_024008229.1	XP_020867793.1
OG0016303	XP_024009140.1	XP_020868840.1
OG0016304	XP_006417453.1	XP_020868837.1
OG0016305	XP_006417415.2	XP_002892600.2
OG0016306	XP_006417408.1	XP_002892606.1
OG0016307	XP_006417407.1	XP_020870709.1
OG0016308	XP_006397318.1	XP_002872387.1
OG0016309	XP_006417379.1	XP_020867851.1
OG0016310	XP_006414971.2	XP_020876939.1
OG0016311	XP_006417347.1	XP_002892650.1
OG0016312	XP_006417329.1	XP_020866928.1
OG0016313	XP_024008082.1	XP_002889888.1
OG0016314	XP_024008477.1	XP_020870791.1
OG0016315	XP_006417278.1	XP_020891480.1
OG0016316	XP_006417270.1	XP_020867844.1
OG0016317	XP_006417254.1	XP_020870206.1
OG0016318	XP_006417253.1	XP_020870203.1
OG0016319	XP_006417242.1	XP_002892684.1
OG0016320	XP_024008288.1	XP_020869022.1
OG0016321	XP_006417230.1	XP_020867855.1
OG0016322	XP_006417224.1	XP_020869346.1
OG0016323	XP_006417220.1	XP_002892695.1
OG0016324	XP_006417212.2	XP_020868676.1
OG0016325	XP_006417194.1	XP_002892714.1
OG0016326	XP_006417170.1	XP_002889977.1
OG0016327	XP_006417151.1	XP_002889989.1
OG0016328	XP_006417148.1	XP_020867291.1
OG0016329	XP_006417143.1	XP_002889994.2
OG0016330	XP_024008442.1	XP_020870882.1
OG0016331	XP_006417115.1	XP_020866958.1
OG0016332	XP_006417105.1	XP_020868023.1
OG0016333	XP_024008993.1	XP_002890015.1
OG0016334	XP_006417098.1	XP_002892767.1
OG0016335	XP_006417085.1	XP_020869153.1
OG0016336	XP_006417081.1	XP_002890026.1
OG0016337	XP_006417068.1	XP_002890034.1
OG0016338	XP_006417071.2	XP_002890033.1
OG0016339	XP_024008681.1	XP_002892790.1
OG0016340	XP_024008894.1	XP_020869270.1
OG0016341	XP_024009035.1	XP_002890042.1
OG0016342	XP_006417031.1	XP_002890047.1
OG0016343	XP_024008377.1	XP_002892799.1
OG0016344	XP_006417029.1	XP_002890048.1
OG0016345	XP_006417021.1	XP_020870391.1
OG0016346	XP_006417002.1	XP_002892814.1
OG0016347	XP_006416999.1	XP_002890063.1
OG0016348	XP_006416936.1	XP_002892852.1
OG0016349	XP_006416921.1	XP_002890098.1
OG0016351	XP_006416907.1	XP_020866838.1
OG0016352	XP_006416902.1	XP_002890105.1
OG0016353	XP_006416888.1	XP_002892875.1
OG0016354	XP_024008291.1	XP_020870649.1
OG0016355	XP_006395965.1	XP_020890269.1
OG0016356	XP_006416851.1	XP_020867554.1
OG0016357	XP_006416848.1	XP_002892894.1
OG0016358	XP_006416825.1	XP_002890160.1
OG0016359	XP_006416817.1	XP_002890167.1
OG0016360	XP_006416813.2	XP_020868559.1
OG0016361	XP_006416802.1	XP_020870429.1
OG0016362	XP_024008703.1	XP_020866906.1
OG0016363	XP_006416795.1	XP_002890179.1
OG0016364	XP_006416793.1	XP_020867778.1
OG0016365	XP_006416755.1	XP_002890195.1
OG0016366	XP_006416745.1	XP_020866813.1
OG0016368	XP_006416731.1	XP_020870978.1
OG0016369	XP_006416728.1	XP_002892939.1
OG0016370	XP_006402188.1	XP_002864035.1
OG0016371	XP_006416724.1	XP_002890215.2
OG0016372	XP_006416718.2	XP_002890219.1
OG0016373	XP_024007204.1	XP_020878381.1
OG0016374	XP_006416703.1	XP_020867513.1
OG0016375	XP_024008695.1	XP_020867515.1
OG0016376	XP_006416698.1	XP_002892953.1
OG0016377	XP_024009083.1	XP_002890229.1
OG0016378	XP_006416691.1	XP_002892956.1
OG0016379	XP_006416687.1	XP_020868333.1
OG0016380	XP_006416669.1	XP_020866901.1
OG0016382	XP_006416668.1	XP_002892966.1
OG0016384	XP_024008504.1	XP_002890258.2
OG0016385	XP_006416644.1	XP_002892981.1
OG0016386	XP_006416641.1	XP_002890260.1
OG0016387	XP_006416639.1	XP_002892984.1
OG0016388	XP_006416637.1	XP_020869029.1
OG0016389	XP_006416632.2	XP_002890265.1
OG0016390	XP_006416625.1	XP_020869708.1
OG0016391	XP_024010487.1, XP_024010486.1	XP_002872348.2
OG0016392	XP_024012643.1	XP_002864156.1
OG0016393	XP_006416578.1	XP_002893008.1
OG0016394	XP_006416567.1	XP_020870007.1
OG0016395	XP_006416563.1	XP_002893017.1
OG0016396	XP_006416547.1	XP_020870013.1
OG0016397	XP_024008813.1	XP_020869374.1
OG0016398	XP_006418764.2	XP_020867022.1
OG0016399	XP_006416529.2	XP_002893032.2
OG0016400	XP_006416521.1	XP_002890327.1
OG0016401	XP_006416519.1	XP_002893041.1
OG0016402	XP_024009208.1	XP_020868411.1
OG0016403	XP_024008657.1	XP_002893044.1
OG0016404	XP_006416500.2	XP_020870087.1
OG0016405	XP_024008265.1	XP_020867330.1
OG0016406	XP_006416461.1	XP_002890355.1
OG0016407	XP_006418611.1	XP_002883625.1
OG0016408	XP_006416441.1	XP_020869313.1
OG0016409	XP_024009197.1	XP_020869293.1
OG0016410	XP_006416431.1	XP_020870856.1
OG0016411	XP_006416388.1	XP_002893116.1
OG0016412	XP_006416384.1	XP_020866957.1
OG0016413	XP_006416354.1	XP_020870738.1
OG0016414	XP_006416336.1	XP_002890424.2
OG0016415	XP_006416316.1	XP_020869337.1
OG0016416	XP_006404853.1	XP_020884950.1
OG0016417	XP_006416290.1	XP_020871013.1
OG0016418	XP_006416289.1	XP_002890445.1
OG0016419	XP_024008891.1	XP_020867727.1
OG0016420	XP_006416282.1	XP_002890449.2
OG0016421	XP_024008117.1	XP_020867398.1
OG0016422	XP_024008118.1	XP_020867400.1
OG0016423	XP_006416269.1	XP_020866887.1
OG0016424	XP_006416268.2	XP_002890461.1
OG0016425	XP_024008180.1	XP_002890463.1
OG0016426	XP_006416264.1	XP_002890464.1
OG0016427	XP_006416227.1	XP_002890496.1
OG0016428	XP_006416224.1	XP_002893215.1
OG0016429	XP_006416222.1	XP_020867712.1
OG0016430	XP_006416197.1	XP_020868432.1
OG0016431	XP_006416195.1	XP_002893232.1
OG0016432	XP_006416189.1	XP_002893236.1
OG0016433	XP_006416188.1	XP_020866447.1
OG0016434	XP_006416181.2	XP_002890521.1
OG0016435	XP_024008600.1	XP_020870985.1
OG0016436	XP_006416160.1	XP_002890532.1
OG0016438	XP_024008267.1	XP_002890535.1
OG0016439	XP_006416132.1	XP_002890548.1
OG0016440	XP_006416128.1	XP_020869404.1
OG0016441	XP_006390733.1	XP_020865927.1
OG0016442	XP_024007505.1	XP_020865881.1
OG0016443	XP_006390747.1	XP_002888845.2
OG0016444	XP_006390749.1	XP_020889976.1
OG0016445	XP_006390759.1	XP_002887380.2
OG0016446	XP_006390764.1	XP_002887376.1
OG0016447	XP_006390765.1	XP_020890592.1
OG0016448	XP_006390769.1	XP_020891628.1
OG0016449	XP_006390772.1	XP_020865933.1
OG0016450	XP_006390788.1	XP_002888827.1
OG0016451	XP_006390790.1	XP_002887357.1
OG0016452	XP_006390793.1	XP_002888826.1
OG0016453	XP_006393685.1	XP_020869945.1
OG0016454	XP_006390801.1	XP_002888822.1
OG0016455	XP_006390804.1	XP_002887345.1
OG0016456	XP_006390805.1	XP_020889708.1
OG0016458	XP_006390825.1	XP_020865596.1
OG0016459	XP_024012574.1	XP_002887320.1
OG0016460	XP_006390864.1	XP_020891533.1
OG0016461	XP_006390873.1	XP_020889886.1
OG0016462	XP_024009526.1	XP_002887293.1
OG0016463	XP_006390913.1	XP_002888760.1
OG0016464	XP_006390922.1	XP_002887282.2
OG0016465	XP_006390925.1	XP_020891451.1
OG0016466	XP_006390929.1	XP_002888753.1
OG0016468	XP_006415147.1	XP_002891011.1
OG0016469	XP_024008188.1	XP_020870159.1
OG0016470	XP_024008222.1	XP_020866610.1
OG0016471	XP_006415121.1	XP_002891032.2
OG0016472	XP_024009006.1	XP_002893759.1
OG0016473	XP_006415111.1, XP_006415114.1	XP_020867958.1
OG0016474	XP_006415109.1	XP_020870499.1
OG0016476	XP_024015677.1	XP_002886399.2
OG0016477	XP_006391747.1	XP_002887961.1
OG0016478	XP_006391748.1	XP_002886401.1
OG0016479	XP_024012557.1	XP_002866374.1
OG0016480	XP_006391785.1	XP_002887981.1
OG0016481	XP_006391715.1	XP_020889872.1
OG0016482	XP_024015569.1	XP_020890420.1
OG0016483	XP_006391818.1	XP_020865851.1
OG0016484	XP_006391823.1	XP_020865854.1
OG0016485	XP_006391824.1	XP_002886454.1
OG0016486	XP_006391825.1	XP_020865853.1
OG0016488	XP_006391827.1	XP_020890771.1
OG0016489	XP_006391855.1	XP_020865920.1
OG0016490	XP_006391865.1	XP_020891305.1
OG0016491	XP_006397315.1	XP_002872388.1
OG0016492	XP_006391948.1	XP_020889716.1
OG0016493	XP_006391955.1	XP_020891313.1
OG0016494	XP_006391966.1	XP_020891341.1
OG0016495	XP_006391989.1	XP_002888081.1
OG0016496	XP_006392008.1	XP_002888089.1
OG0016497	XP_006397122.1	XP_020877342.1
OG0016499	XP_006392029.2	XP_002888100.1
OG0016500	XP_024004100.1	XP_020890030.1
OG0016501	XP_006392061.1	XP_020890042.1
OG0016502	XP_006392105.1	XP_002888122.1
OG0016503	XP_024013652.1	XP_002888125.1
OG0016504	XP_006392143.1	XP_020891735.1
OG0016505	XP_006392152.1	XP_002886608.1
OG0016506	XP_006392163.1	XP_020891214.1
OG0016507	XP_024004010.1	XP_020889969.1
OG0016508	XP_006392177.1	XP_002886632.1
OG0016509	XP_006405973.1	XP_002884200.1
OG0016510	XP_006392187.1	XP_020890491.1
OG0016511	XP_006392190.1	XP_002886638.1
OG0016512	XP_006392220.1	XP_020890308.1
OG0016513	XP_006392225.1	XP_002888168.2
OG0016514	XP_006392247.1	XP_020890318.1
OG0016515	XP_006392274.1	XP_002886674.1
OG0016516	XP_024004915.1	XP_020890301.1
