Orthogroup	Aethionema_saxatile	Alyssum_gmelinii
OG0013570	As005G117240	Ag008G730960
OG0013571	As005G117280	Ag008G731020
OG0013572	As005G117380	Ag008G731120
OG0013573	As005G117410	Ag008G731220
OG0013574	As005G117480	Ag008G731270
OG0013575	As005G117520	Ag008G731400
OG0013576	As005G117580	Ag008G731490
OG0013577	As005G117710	Ag008G731650
OG0013578	As005G117760	Ag008G731710
OG0013579	As005G117800	Ag003G280820, Ag008G731810
OG0013580	As005G118140	Ag008G732260
OG0013581	As005G118280	Ag008G732580
OG0013582	As005G118530	Ag008G733020
OG0013583	As005G118790	Ag008G733460
OG0013584	As005G118800	Ag008G733470
OG0013585	As005G118820	Ag008G733570
OG0013586	As005G118910	Ag008G733650
OG0013587	As005G118990	Ag008G733790, Ag008G733830
OG0013588	As005G119100	Ag008G734020
OG0013589	As005G119120	Ag008G734050
OG0013590	As005G119150	Ag008G734080
OG0013591	As005G119290	Ag008G734280
OG0013592	As005G119340	Ag008G734360
OG0013593	As005G119410	Ag008G734450
OG0013594	As005G119470	Ag008G734510
OG0013595	As005G119530, As005G119920, As005G119520, As005G119510	Ag008G734560
OG0013596	As005G119550	Ag008G734580
OG0013597	As005G119660	Ag008G734720
OG0013599	As005G119840	Ag003G276410
OG0013600	As005G119960	Ag008G735100
OG0013601	As005G120100	Ag001G100070
OG0013602	As005G120440	Ag001G099610
OG0013603	As005G120560	Ag001G099490
OG0013604	As005G120630	Ag001G099380
OG0013605	As005G120730	Ag001G099310
OG0013606	As005G120770	Ag001G099270
OG0013607	As005G120830	Ag001G099200, Ag003G251370
OG0013608	As005G120850, As005G120860	Ag001G099180
OG0013609	As006G121110	Ag007G609650, Ag006G519120
OG0013610	As006G121130	Ag006G519170
OG0013611	As006G121150	Ag006G519320
OG0013612	As006G121220	Ag006G516850
OG0013613	As006G121410	Ag006G517180
OG0013614	As006G121610	Ag006G520050
OG0013615	As006G121630	Ag006G520020
OG0013616	As006G121640	Ag006G520000
OG0013617	As006G121970	Ag006G515770
OG0013618	As006G122050	Ag006G515530
OG0013619	As006G122060	Ag006G515520
OG0013620	As006G122130	Ag006G515370
OG0013621	As006G122160	Ag006G515230
OG0013622	As006G122330	Ag006G514920
OG0013623	As006G122580	Ag006G513750
OG0013624	As006G122610	Ag006G513600
OG0013625	As006G122630	Ag006G513080
OG0013626	As006G122650	Ag006G513100
OG0013627	As006G122780	Ag006G512830
OG0013628	As006G122830	Ag006G512650
OG0013629	As006G122840	Ag006G512640
OG0013630	As006G122880	Ag006G512570
OG0013631	As006G123010	Ag004G299750
OG0013632	As006G123160	Ag006G511190
OG0013633	As006G123470	Ag006G509920
OG0013634	As006G123640	Ag007G599550
OG0013635	As006G123650	Ag007G599560
OG0013636	As006G123660	Ag006G508540
OG0013637	As006G123740	Ag007G599470
OG0013638	As006G123760	Ag007G599440
OG0013639	As006G123820	Ag007G599370
OG0013640	As006G123950	Ag007G599170
OG0013641	As006G123970	Ag007G599120
OG0013642	As006G124100	Ag007G598930
OG0013643	As006G124150	Ag007G586420
OG0013644	As006G124160	Ag007G586430
OG0013645	As006G124340	Ag007G586690
OG0013646	As006G124490	Ag007G586940
OG0013647	As006G124510	Ag007G586960
OG0013648	As006G124590	Ag007G587050
OG0013649	As006G124830	Ag007G587340
OG0013650	As006G124940	Ag007G587580
OG0013651	As006G125060	Ag007G587830
OG0013652	As006G125100	Ag007G587940
OG0013653	As006G125480	Ag007G588510
OG0013654	As006G125500	Ag007G588460
OG0013655	As006G125550	Ag007G588410
OG0013656	As006G125570	Ag007G588390
OG0013657	As006G125640	Ag007G589400
OG0013658	As006G126010	Ag007G588710
OG0013659	As006G126280	Ag007G589610
OG0013660	As006G126340	Ag007G589490
OG0013661	As006G126370	Ag007G589850
OG0013662	As006G126380	Ag007G589860
OG0013663	As006G126480	Ag007G590150
OG0013664	As006G126720	Ag007G590200
OG0013665	As006G126820	Ag007G590330
OG0013666	As006G126860	Ag007G590430
OG0013667	As006G127000	Ag007G590630
OG0013668	As006G127460	Ag007G591470
OG0013669	As006G127490	Ag007G591510
OG0013670	As006G127600	Ag007G591660
OG0013671	As006G127720	Ag007G591890
OG0013672	As006G127790	Ag007G591950
OG0013673	As006G127850	Ag007G592060
OG0013674	As006G127880	Ag007G592110
OG0013675	As006G127950	Ag007G592220
OG0013676	As006G128180	Ag007G592620
OG0013677	As006G128250	Ag007G592680
OG0013678	As006G128440	Ag008G681180
OG0013679	As006G128590	Ag007G593550
OG0013680	As006G128700	Ag007G593770
OG0013681	As006G128730	Ag007G593800
OG0013682	As006G129130	Ag007G594730
OG0013683	As006G129380	Ag007G595060
OG0013684	As006G129760	Ag003G296850
OG0013685	As006G129910	Ag007G595840
OG0013686	As006G129980	Ag007G595950
OG0013687	As006G130140	Ag007G596230
OG0013688	As006G130160	Ag007G596250
OG0013689	As006G130210	Ag007G596400
OG0013690	As006G130230	Ag007G596440
OG0013691	As006G130390	Ag007G596740
OG0013692	As006G130510	Ag007G597760
OG0013693	As006G130550	Ag007G597710, Ag007G597720
OG0013694	As006G130770	Ag007G597260
OG0013695	As006G130840	Ag007G597080
OG0013696	As006G131150, As006G131120	Ag007G597920
OG0013697	As006G131160, As006G131180	Ag007G597930
OG0013698	As006G131210	Ag007G598030
OG0013699	As006G131270	Ag007G598110
OG0013700	As006G131320	Ag007G598280
OG0013701	As006G131370	Ag007G598310, Ag002G148020
OG0013702	As006G131390	Ag003G246410
OG0013703	As006G131410	Ag007G628240
OG0013704	As006G131450	Ag007G634310
OG0013705	As006G131540	Ag006G525810
OG0013706	As006G131620	Ag008G716030
OG0013707	As006G131680	Ag006G526650
OG0013708	As006G131750	Ag007G593600
OG0013709	As006G137250, As006G131770	Ag005G486300
OG0013710	As006G131850	Ag006G525800
OG0013711	As006G131910	Ag007G631330
OG0013712	As006G131960	Ag006G525700
OG0013713	As006G131990	Ag006G525490
OG0013714	As006G132200	Ag006G527900
OG0013715	As006G132220	Ag003G252060
OG0013716	As006G132700	Ag003G251000
OG0013717	As006G132750	Ag005G490600
OG0013719	As006G133250	Ag001G100770
OG0013720	As006G133290	Ag001G100800
OG0013721	As006G133300	Ag001G100810
OG0013722	As006G133370	Ag001G100880
OG0013723	As006G133810	Ag006G490840
OG0013724	As006G133910	Ag006G490920
OG0013725	As006G133960	Ag006G491050
OG0013726	As006G134010	Ag006G490980
OG0013727	As006G134150	Ag008G698080
OG0013728	As006G134450	Ag008G694590
OG0013729	As006G134990	Ag005G490180
OG0013730	As006G135010	Ag005G490130
OG0013731	As006G135220	Ag005G489840
OG0013732	As006G135250	Ag005G489800
OG0013733	As006G135420	Ag005G489050
OG0013734	As006G135570	Ag007G643600
OG0013735	As006G135700	Ag005G488790
OG0013737	As006G136230	Ag005G487970
OG0013738	As006G136320	Ag005G487870
OG0013739	As006G136370	Ag005G487820
OG0013740	As006G136450	Ag003G266480, Ag003G265700
OG0013741	As006G136610	Ag005G487230
OG0013742	As006G136810	Ag005G486910
OG0013743	As006G136910	Ag005G486770
OG0013744	As006G136930	Ag005G486750
OG0013745	As006G137170	Ag005G486420
OG0013746	As006G137180	Ag005G486400
OG0013747	As006G137390	Ag005G486020
OG0013748	As006G137500	Ag005G485670
OG0013749	As006G137540	Ag005G485750
OG0013750	As006G137720	Ag005G485470
OG0013751	As006G137730	Ag005G485460
OG0013752	As006G137810, As012G286990	Ag005G485330
OG0013753	As006G137850	Ag005G485220
OG0013754	As006G138020	Ag005G484900
OG0013755	As006G138080	Ag005G484830
OG0013756	As006G138190	Ag005G484670
OG0013757	As006G138280	Ag005G484530
OG0013758	As006G138480, As006G138520	Ag005G484180
OG0013759	As006G138560	Ag005G483990
OG0013760	As006G138670	Ag005G484130
OG0013761	As006G139050	Ag005G483170
OG0013762	As006G139120	Ag005G482960
OG0013763	As006G139380	Ag005G482550
OG0013764	As006G139400	Ag005G482530
OG0013765	As006G139730	Ag005G482070
OG0013766	As006G139990	Ag005G481560
OG0013767	As006G140120	Ag005G481420
OG0013768	As006G140300	Ag005G481160
OG0013769	As006G140330	Ag005G481090
OG0013770	As006G140410	Ag005G480840
OG0013771	As006G140830	Ag005G480390
OG0013772	As006G141130	Ag005G479750
OG0013773	As006G141310	Ag002G146430
OG0013774	As006G141460	Ag005G479300
OG0013775	As006G141480	Ag005G479280
OG0013776	As006G141760	Ag005G478980
OG0013777	As006G141830	Ag005G478870
OG0013778	As006G141970	Ag005G478660
OG0013779	As006G142170	Ag005G478340
OG0013780	As006G142530	Ag002G186510
OG0013781	As006G142790	Ag002G185290, Ag002G185280
OG0013782	As006G142880	Ag002G185060
OG0013783	As006G142970	Ag001G079970
OG0013784	As006G143050	Ag002G184120
OG0013785	As006G143300	Ag002G183140
OG0013786	As006G143370	Ag002G182940
OG0013787	As006G143470	Ag002G182030
OG0013788	As006G143500	Ag002G181900
OG0013789	As006G143750	Ag002G180560
OG0013790	As006G143820	Ag002G180160
OG0013791	As006G143940	Ag002G180140
OG0013792	As006G144040	Ag002G179720
OG0013793	As006G144060	Ag002G179700
OG0013794	As006G144150	Ag002G179080
OG0013795	As006G144240	Ag002G178270
OG0013796	As006G144390	Ag002G177930
OG0013797	As006G144540	Ag002G165520
OG0013798	As006G144830	Ag002G166610
OG0013799	As006G145130	Ag002G167740
OG0013800	As006G145210	Ag002G168060
OG0013801	As006G145300	Ag002G168310
OG0013802	As006G145390	Ag002G168540
OG0013803	As006G145450	Ag002G169580
OG0013804	As006G145510	Ag002G169990
OG0013805	As006G145590	Ag002G170500
OG0013806	As006G145940	Ag002G171660
OG0013807	As006G146360	Ag002G176470
OG0013808	As006G146380	Ag002G172770
OG0013809	As006G146730	Ag002G173330
OG0013810	As006G147910	Ag002G175060
OG0013811	As006G147930	Ag002G175030
OG0013812	As006G147950	Ag001G057960
OG0013813	As006G148390	Ag007G628410
OG0013814	As006G148770	Ag002G164700
OG0013816	As007G151890	Ag004G322740
OG0013817	As007G152790	Ag004G324830
OG0013818	As007G153000, As010G242510	Ag004G325190
OG0013819	As007G153020	Ag004G325210
OG0013820	As007G153080	Ag004G325330
OG0013821	As007G153160	Ag004G325450
OG0013822	As007G153240	Ag004G325550
OG0013823	As007G153550	Ag004G318470
OG0013824	As007G153600	Ag004G326430
OG0013825	As007G153750	Ag004G326920
OG0013826	As007G153760	Ag004G327080
OG0013828	As007G153900	Ag004G327400
OG0013829	As007G154180	Ag004G328180
OG0013830	As007G154340	Ag004G328660
OG0013831	As007G154520	Ag004G329650
OG0013832	As007G154680	Ag004G329330
OG0013833	As007G154740	Ag004G328960
OG0013834	As007G154770	Ag004G328780
OG0013835	As007G154800	Ag004G329870
OG0013836	As007G155030	Ag004G330270, Ag004G330250
OG0013838	As007G155540	Ag004G331810
OG0013839	As007G155550	Ag004G331820
OG0013840	As007G155610	Ag004G332600
OG0013841	As007G155650	Ag004G331990
OG0013842	As007G155750	Ag004G332120
OG0013843	As007G155890	Ag004G332400
OG0013844	As007G155910	Ag004G332440
OG0013845	As007G156030	Ag004G332810
OG0013846	As007G156080	Ag004G332990
OG0013847	As007G156230	Ag004G333480
OG0013848	As007G156640	Ag004G334410
OG0013849	As007G156850	Ag004G335080
OG0013851	As007G157270	Ag004G336710
OG0013852	As007G157360	Ag004G336940
OG0013853	As007G157370	Ag004G336950
OG0013854	As007G157520	Ag004G337390, Ag004G337310
OG0013855	As007G157600	Ag004G337440
OG0013856	As007G157680, As009G209870	Ag004G337690
OG0013857	As007G157760	Ag004G337810
OG0013858	As007G158100	Ag004G338470
OG0013859	As007G158820	Ag004G340380
OG0013860	As007G158830	Ag004G340390
OG0013861	As007G158850	Ag004G340410
OG0013862	As007G158870, As010G234440	Ag004G340610
OG0013863	As007G159510	Ag003G241990
OG0013864	As007G159930, As007G159920	Ag003G242920
OG0013865	As007G159940	Ag003G242960
OG0013866	As007G160200, As007G163880	Ag003G243780
OG0013867	As007G160450	Ag003G244370
OG0013868	As007G160470	Ag006G498100, Ag003G244430
OG0013869	As007G160500	Ag003G244450
OG0013870	As007G160630	Ag003G245050
OG0013871	As007G160740	Ag003G245260
OG0013872	As007G161040	Ag003G245760
OG0013874	As007G161160	Ag004G312080
OG0013875	As007G161790	Ag007G611200
OG0013876	As007G161990	Ag004G355610
OG0013877	As007G162020	Ag003G246960
OG0013878	As007G162120	Ag006G531440
OG0013879	As007G162340	Ag006G528660
OG0013880	As007G162880	Ag001G014360
OG0013882	As007G163460	Ag007G598370
OG0013883	As007G163480	Ag007G598380
OG0013884	As007G163720	Ag007G598570
OG0013885	As007G164350	Ag007G598800, Ag007G598810
OG0013886	As007G164420	Ag007G586320
OG0013887	As007G164460	Ag007G586290
OG0013888	As007G166900	Ag003G278670
OG0013889	As007G167130	Ag006G524990
OG0013890	As007G176850	Ag007G605510
OG0013891	As007G176860	Ag006G525940
OG0013892	As007G176890	Ag006G526180
OG0013893	As007G176960	Ag003G277070
OG0013894	As007G177050	Ag006G526310
OG0013895	As007G177060	Ag006G526320
OG0013896	As007G177140	Ag003G246740
OG0013897	As007G177550	Ag006G526690
OG0013898	As007G177690	Ag006G575800
OG0013899	As007G177720	Ag006G525380
OG0013900	As007G179250	Ag004G337050
OG0013901	As007G179820	Ag006G523660
OG0013903	As010G237390, As007G180000	Ag003G222470
OG0013904	As007G180040	Ag002G138970
OG0013905	As007G180260	Ag006G522970
OG0013906	As007G180410	Ag006G522610
OG0013907	As007G180570	Ag006G522240
OG0013908	As007G180590	Ag006G522190
OG0013909	As007G180630	Ag006G522150
OG0013910	As007G180700	Ag006G521780
OG0013911	As007G180930	Ag006G521360
OG0013912	As007G181750, As007G181400	Ag006G520920
OG0013914	As007G182230	Ag006G518360
OG0013915	As008G182290	Ag004G322700
OG0013916	As008G182730	Ag004G321250
OG0013917	As008G182740	Ag004G321220
OG0013918	As008G182840	Ag004G321010
OG0013919	As008G183060	Ag004G320200
OG0013920	As008G183170	Ag004G319840
OG0013921	As008G183550	Ag004G318960
OG0013922	As008G183570	Ag004G318830, Ag001G080090
OG0013923	As008G183690	Ag004G318630
OG0013924	As008G183800	Ag004G318480
OG0013926	As008G183970	Ag004G317850
OG0013927	As008G184330	Ag004G317160
OG0013928	As008G184540	Ag004G316470
OG0013929	As008G184570	Ag004G316450
OG0013930	As008G185340	Ag004G315110
OG0013931	As008G185470	Ag004G314860
OG0013932	As008G185480	Ag004G314850
OG0013933	As008G185630	Ag004G314620
OG0013934	As008G185700	Ag004G314500
OG0013935	As008G186520	Ag004G313090
OG0013936	As008G186580	Ag004G312990
OG0013937	As008G186770	Ag004G312620
OG0013938	As008G186890	Ag005G425830
OG0013939	As008G186900	Ag005G425820
OG0013940	As008G187070	Ag004G327360
OG0013941	As008G187580	Ag004G310780
OG0013942	As008G187630	Ag004G310830
OG0013943	As008G188160	Ag004G310430
OG0013944	As008G188210	Ag004G310380
OG0013945	As008G188310	Ag004G310160
OG0013946	As008G188350	Ag004G310120
OG0013947	As008G188370	Ag004G309940
OG0013948	As008G188420	Ag004G309890
OG0013949	As008G188510	Ag004G309830
OG0013950	As008G190280	Ag004G308770
OG0013951	As008G190340	Ag008G679770, Ag004G308650
OG0013952	As008G190650	Ag006G544590, Ag004G308590
OG0013953	As008G190930	Ag004G308500
OG0013955	As008G191810	Ag004G307600
OG0013956	As008G192690	Ag004G307020
OG0013957	As008G192820	Ag004G306850
OG0013958	As008G192950	Ag004G306660, Ag004G306630
OG0013959	As008G193040	Ag004G306300
OG0013960	As008G193150	Ag004G306160
OG0013961	As008G193160	Ag004G306150
OG0013962	As008G193390	Ag004G305840
OG0013963	As008G193690	Ag002G140460, Ag004G305560
OG0013964	As008G193880	Ag004G305390
OG0013966	As008G194420	Ag004G304800
OG0013967	As008G194600	Ag004G304510
OG0013968	As008G194700	Ag004G304370
OG0013969	As008G194950	Ag004G303900
OG0013970	As008G195380	Ag004G303410
OG0013971	As008G195590	Ag004G303180
OG0013972	As008G195630	Ag004G303130
OG0013973	As008G195860	Ag004G302920
OG0013974	As008G196050	Ag004G302570
OG0013975	As008G196280	Ag004G302310
OG0013976	As008G196360	Ag004G302210
OG0013977	As008G196430	Ag004G302170
OG0013978	As008G197020	Ag004G300870
OG0013979	As008G197330	Ag004G300390
OG0013980	As008G197450	Ag004G300200
OG0013981	As008G197480	Ag004G300150
OG0013982	As008G197830	Ag004G299690
OG0013983	As008G198220	Ag004G299170
OG0013984	As008G198360	Ag004G298850
OG0013985	As008G198500	Ag004G298710
OG0013986	As008G198520	Ag004G298670
OG0013987	As008G198550	Ag004G298640
OG0013988	As008G198570	Ag004G298620
OG0013989	As008G198610	Ag004G298520
OG0013990	As008G198710	Ag004G298200
OG0013991	As008G198750	Ag004G298270
OG0013992	As008G199020	Ag004G297980
OG0013993	As008G199210	Ag004G297660
OG0013994	As008G199240	Ag004G297640, Ag008G698810
OG0013995	As008G199270	Ag006G499310
OG0013996	As008G199300	Ag004G297570
OG0013997	As008G199560	Ag004G297360
OG0013998	As008G199670	Ag004G297290
OG0013999	As009G199800	Ag007G613050
OG0014000	As009G199870	Ag007G614570
OG0014001	As009G199940	Ag007G632530
OG0014002	As009G199970	Ag007G614090
OG0014003	As009G200000	Ag007G614060
OG0014004	As009G200300	Ag007G613280
OG0014005	As009G200520	Ag007G615840
OG0014006	As009G201060	Ag007G618650
OG0014007	As009G201480	Ag007G619390, Ag001G060430
OG0014008	As009G201490	Ag007G619480
OG0014009	As009G201500	Ag007G619490
OG0014010	As009G201540	Ag007G619750
OG0014011	As009G201570	Ag007G619860
OG0014012	As009G201730	Ag007G620200
OG0014013	As009G201740	Ag007G620220
OG0014014	As009G201970	Ag007G621060
OG0014015	As009G202080	Ag007G621280
OG0014016	As009G202100	Ag007G621350
OG0014017	As009G202460	Ag005G488560
OG0014018	As009G202620	Ag007G623160
OG0014019	As009G202730	Ag007G623700
OG0014020	As009G203000	Ag007G624180
OG0014021	As009G203030	Ag007G624570
OG0014022	As009G203140	Ag007G624700
OG0014023	As009G203270	Ag007G625270
OG0014024	As009G203280	Ag007G625260
OG0014025	As009G203560	Ag007G626460
OG0014026	As009G204020	Ag007G628610
OG0014027	As009G204070	Ag003G218780
OG0014028	As009G204080	Ag007G631470
OG0014029	As009G204290	Ag007G630830
OG0014030	As009G204360	Ag007G630490
OG0014031	As009G204450	Ag007G630270
OG0014032	As009G204570	Ag007G629840
OG0014033	As009G204750	Ag007G629090
OG0014034	As009G205040	Ag007G632640
OG0014035	As009G205160	Ag007G633120
OG0014036	As009G205480	Ag007G634710
OG0014037	As009G205580	Ag007G634900
OG0014038	As009G205600	Ag007G634940
OG0014039	As009G205620	Ag007G634960
OG0014040	As009G205690	Ag007G635140
OG0014041	As009G205770	Ag007G635560
OG0014042	As009G205960	Ag007G587520, Ag002G122220
OG0014043	As009G206140	Ag007G636620
OG0014044	As009G206610	Ag007G637270
OG0014045	As009G207020	Ag007G638540
OG0014046	As009G208120	Ag006G576000
OG0014047	As009G208180	Ag003G227550
OG0014048	As009G208390	Ag004G323550
OG0014049	As009G208670	Ag007G643650
OG0014050	As009G209110	Ag007G642980
OG0014051	As009G209440	Ag003G236700
OG0014052	As009G210490	Ag007G611910
OG0014053	As009G210740	Ag006G505700
OG0014054	As009G211140	Ag006G506090
OG0014055	As009G211410	Ag006G505860
OG0014056	As009G211610	Ag007G615890
OG0014057	As009G211770	Ag006G505110
OG0014058	As009G211800	Ag006G505070, Ag002G118660
OG0014059	As009G211810	Ag006G504990
OG0014060	As009G211920	Ag006G504770
OG0014061	As009G212020	Ag007G644730
OG0014062	As009G212520	Ag006G503420
OG0014063	As009G212590	Ag006G503080
OG0014064	As009G212680	Ag006G502300, Ag008G721910
OG0014065	As009G212760	Ag006G501860
OG0014066	As009G212810	Ag006G501770
OG0014067	As009G212940	Ag006G501630
OG0014068	As009G213020	Ag006G501340
OG0014069	As009G213090	Ag006G501160
OG0014070	As009G213210	Ag006G500640
OG0014071	As009G213240	Ag006G500610
OG0014072	As009G213830	Ag006G500260
OG0014073	As009G213880	Ag006G500020
OG0014074	As009G214040	Ag006G499110
OG0014075	As009G214060	Ag006G499130
OG0014076	As009G214110	Ag006G499260
OG0014077	As009G214120	Ag006G499270
OG0014078	As009G214340	Ag006G498960
OG0014079	As009G214370	Ag006G498760
OG0014080	As009G214430	Ag006G498700
OG0014081	As009G214460	Ag006G498590
OG0014082	As009G214480	Ag006G498290
OG0014083	As009G214660	Ag006G497990
OG0014084	As009G214880	Ag008G719940
OG0014085	As009G215130	Ag008G720440
