Orthogroup	Aethionema_saxatile	Eutrema_salsugineum
OG0017433	As011G251100	XP_006406547.1
OG0017434	As011G251320, As011G257260	XP_006406523.1
OG0017435	As011G251690	XP_024014882.1
OG0017436	As011G251730	XP_024015804.1
OG0017437	As011G251800	XP_006406470.1
OG0017438	As011G251830	XP_006406466.1
OG0017439	As011G251850	XP_006406465.1
OG0017440	As011G253410	XP_006406259.1
OG0017441	As011G253620	XP_006406286.1
OG0017442	As011G253630	XP_024015699.1
OG0017443	As011G253740	XP_006406250.1
OG0017444	As011G253750	XP_006406249.1
OG0017445	As011G254470	XP_006406162.1
OG0017446	As011G254660	XP_024012347.1
OG0017447	As011G254670	XP_006406133.1
OG0017448	As011G255200	XP_006406064.1
OG0017449	As011G255660	XP_006418849.1
OG0017450	As011G256590	XP_006418740.1
OG0017451	As011G256600	XP_006418738.1
OG0017452	As011G256900	XP_006418700.1
OG0017453	As011G257510	XP_006418684.1
OG0017454	As011G258860	XP_006405235.1
OG0017455	As011G259390	XP_006418510.1
OG0017456	As011G259850	XP_006414211.1
OG0017457	As011G260710	XP_006409693.1
OG0017458	As011G260920	XP_006409682.1
OG0017459	As011G261410	XP_006396122.1
OG0017460	As011G262020	XP_006409677.1
OG0017461	As011G262190	XP_024016512.1
OG0017462	As011G263070	XP_006409477.1
OG0017463	As011G263370	XP_024016509.1
OG0017464	As011G264230	XP_006409337.1
OG0017465	As011G264420	XP_006409308.1
OG0017466	As011G264660	XP_006409261.1
OG0017467	As011G264750	XP_006409244.1
OG0017468	As011G265270	XP_024016596.1
OG0017469	As011G265620	XP_024016046.1
OG0017470	As011G266090	XP_006409058.1
OG0017471	As011G266720	XP_006408924.1
OG0017472	As011G267000	XP_006408950.1
OG0017473	As011G267080	XP_006408957.1
OG0017474	As011G267310	XP_006412961.1
OG0017475	As011G267470	XP_006409016.1
OG0017476	As011G267490	XP_024007387.1
OG0017477	As011G267540	XP_006409011.2
OG0017478	As011G267600	XP_006409026.2
OG0017479	As011G267610	XP_006409030.1
OG0017480	As012G267760	XP_006392558.1
OG0017481	As012G267990	XP_024006026.1
OG0017483	As012G268300	XP_006392620.1
OG0017484	As012G268760	XP_006392664.1
OG0017485	As012G268860	XP_024006127.1
OG0017486	As012G268880	XP_006392683.1
OG0017487	As012G268890	XP_006392685.1
OG0017488	As012G269090	XP_006392701.1
OG0017489	As012G269340	XP_006392735.1
OG0017490	As012G269510	XP_006392766.2
OG0017491	As012G270000	XP_006392827.2
OG0017492	As012G270020	XP_006392834.2
OG0017493	As012G270550	XP_006392899.1
OG0017494	As012G270610	XP_006392906.1
OG0017495	As012G272020	XP_006393128.1
OG0017496	As012G272070	XP_006393132.1
OG0017497	As012G272300	XP_006393166.1
OG0017498	As012G272490	XP_006393197.1
OG0017499	As012G273340	XP_006393324.1
OG0017500	As012G273400	XP_006393336.1
OG0017501	As012G273420	XP_006393338.1
OG0017502	As012G273520	XP_006393372.1
OG0017503	As012G273580	XP_006393385.2
OG0017504	As012G273840	XP_006393423.1
OG0017505	As012G274210	XP_006414369.2
OG0017506	As012G274240	XP_024005859.1
OG0017507	As012G274740	XP_006414446.1
OG0017510	As012G275060	XP_006415471.1
OG0017511	As012G275330	XP_006410597.1
OG0017512	As012G275390	XP_006410589.1
OG0017513	As012G275720	XP_006403836.1
OG0017514	As012G275730	XP_006403834.1
OG0017515	As012G276220	XP_006403779.1
OG0017516	As012G276290	XP_006403768.1
OG0017517	As012G276550	XP_024013547.1
OG0017518	As012G276570	XP_006403738.1
OG0017519	As012G277530	XP_006403663.1
OG0017520	As012G277590	XP_006403656.1
OG0017521	As012G277600	XP_006403655.1
OG0017522	As012G277660	XP_024013832.1
OG0017523	As012G278100	XP_024013742.1
OG0017524	As012G279520	XP_006403576.1
OG0017525	As012G279810	XP_006403600.1, XP_006391874.1
OG0017526	As012G280000	XP_006403594.1
OG0017527	As012G281010	XP_006403513.1
OG0017528	As012G281300	XP_006403498.1
OG0017529	As012G281340	XP_006403494.1
OG0017530	As012G281740	XP_024013354.1
OG0017531	As012G281930	XP_006403456.1
OG0017532	As012G281950	XP_006403455.1
OG0017533	As012G282090	XP_024013443.1
OG0017534	As012G282370	XP_006403401.1
OG0017535	As012G282420	XP_006403415.1
OG0017536	As012G282570	XP_006403024.1
OG0017537	As012G282840	XP_006402995.2
OG0017538	As012G283060	XP_006402970.1
OG0017539	As012G283850	XP_006402891.1
OG0017540	As012G284040	XP_006402869.1
OG0017541	As012G284930	XP_006402763.1
OG0017542	As012G285060	XP_006402746.1
OG0017543	As012G285160	XP_006402730.1
OG0017545	As012G285830	XP_006402645.1
OG0017546	As012G286320	XP_006402584.1
OG0017547	As012G286730	XP_006403854.1
OG0017548	As012G286890	XP_006402544.1
OG0017549	As012G286940	XP_006402540.1
OG0017550	As012G287820	XP_024013020.1
OG0017551	As012G288120	XP_006402401.1
OG0017552	As012G288460	XP_006402361.1
OG0017553	As012G288680	XP_006402348.2
OG0017554	As012G289260	XP_024012904.1
OG0017555	As012G289360	XP_006402274.1
OG0017556	As012G289400	XP_006402529.1
OG0017751	As001G000580	XP_024005313.1
OG0017752	As001G000610	XP_006412922.1
OG0017754	As001G003390	XP_024005082.1
OG0017755	As001G004160	XP_006412544.1
OG0017756	As001G004690	XP_006412501.1
OG0017758	As001G013660	XP_006391232.1
OG0017759	As001G014550	XP_006412180.1
OG0017760	As001G015100	XP_006412144.1
OG0017761	As001G016170	XP_006412400.2
OG0017762	As001G016780	XP_006415220.1
OG0017763	As001G016950	XP_006415198.1
OG0017764	As001G017030	XP_006415183.1
OG0017765	As001G017220	XP_024004310.1
OG0017766	As001G018460	XP_006392520.1
OG0017767	As001G019040	XP_006392427.1
OG0017768	As001G020500	XP_006392197.1
OG0017769	As001G020560	XP_006392187.1
OG0017770	As001G020980	XP_006392142.1
OG0017771	As001G022000	XP_006391954.1
OG0017772	As001G022330	XP_006398505.2
OG0017773	As001G022390	XP_006398514.1
OG0017774	As001G022440	XP_006398521.1
OG0017775	As001G022510	XP_006398529.1
OG0017776	As001G022640	XP_006398544.1
OG0017777	As001G022880	XP_006395856.1
OG0017778	As001G023820	XP_006395744.1
OG0017779	As001G023890	XP_006395738.1
OG0017780	As001G023950	XP_024006973.1
OG0017781	As001G024030	XP_006395709.2
OG0017782	As001G025500	XP_024007555.1
OG0017783	As001G025670	XP_006395523.1
OG0017784	As001G026190	XP_006395459.1
OG0017786	As001G026760	XP_006395394.1
OG0017788	As001G027740	XP_006395295.1
OG0017789	As001G028890	XP_006391387.1
OG0017790	As001G028930	XP_024009542.1
OG0017791	As001G029180	XP_006391326.1
OG0017792	As001G029340	XP_006391540.1
OG0017793	As001G029350	XP_006391541.1
OG0017794	As001G030080	XP_006401502.1
OG0017795	As001G030620	XP_006391628.1
OG0017796	As001G031410	XP_024004808.1
OG0017797	As002G034690	XP_006407643.1
OG0017798	As002G035490	XP_006413030.1
OG0017799	As002G037590	XP_006407413.1
OG0017800	As002G039270	XP_006397339.1
OG0017801	As002G041910	XP_006402148.1
OG0017802	As002G042770	XP_006402037.1
OG0017803	As002G043470	XP_006401964.1
OG0017804	As002G044490	XP_006401780.1
OG0017805	As002G044580	XP_006401773.1
OG0017806	As003G057210, As002G045270	XP_006414062.1
OG0017807	As002G045440	XP_006401612.1
OG0017808	As002G045720	XP_024012168.1
OG0017809	As002G048870	XP_006401236.1
OG0017810	As002G049360	XP_006401179.1
OG0017811	As002G050380	XP_006399818.1
OG0017812	As002G050620	XP_006399789.1
OG0017813	As002G051650	XP_006399667.1
OG0017814	As002G053060	XP_024012216.1
OG0017815	As002G053360, As002G053380	XP_006399483.2
OG0017816	As002G053910	XP_006399411.1
OG0017817	As002G054300	XP_006399350.2
OG0017818	As002G054350	XP_006399344.2
OG0017819	As002G054370	XP_006399340.2
OG0017820	As002G054830	XP_006399290.2
OG0017821	As002G055250	XP_006399233.1
OG0017822	As002G055270	XP_024012713.1
OG0017823	As003G056020	XP_024005778.1
OG0017824	As003G056300	XP_006414173.1
OG0017825	As003G056940	XP_024015495.1
OG0017826	As003G057310	XP_006414048.1
OG0017827	As003G057790	XP_006413978.1
OG0017828	As003G059180	XP_006413796.1
OG0017829	As003G060560	XP_006413642.1
OG0017830	As003G061150	XP_006410620.1
OG0017831	As003G061670	XP_024004506.1
OG0017832	As003G062790	XP_006415085.1
OG0017833	As003G063560	XP_006397426.1
OG0017834	As003G063980	XP_024008645.1
OG0017836	As003G064280	XP_006396019.1
OG0017837	As003G064570	XP_006393725.1
OG0017838	As003G064660	XP_006393752.2
OG0017839	As003G064880	XP_006395984.1
OG0017840	As003G069280	XP_006415632.1
OG0017841	As003G070390	XP_024008822.1
OG0017842	As003G070610	XP_006415521.2
OG0017843	As003G071100	XP_006415460.1
OG0017844	As003G071150	XP_006415452.1
OG0017845	As003G071800	XP_024005255.1
OG0017846	As003G071980	XP_006412074.1
OG0017847	As003G073350	XP_006411926.1
OG0017848	As003G073450	XP_006411913.1
OG0017850	As003G073750	XP_006411881.1
OG0017852	As003G074370	XP_006411826.1
OG0017853	As003G074740	XP_006390828.1, XP_006404950.2
OG0017854	As003G075140	XP_006411752.1
OG0017855	As004G077270	XP_006405863.1
OG0017856	As004G077320	XP_006405845.1
OG0017857	As004G077760	XP_006405768.1
OG0017858	As004G078410	XP_024014627.1
OG0017859	As004G078680	XP_006410652.1
OG0017860	As004G079810	XP_006410679.1
OG0017861	As004G080340	XP_006397211.1
OG0017862	As004G080510	XP_024010396.1
OG0017864	As004G081610	XP_006410511.2
OG0017865	As004G082460	XP_006403365.2, XP_006391491.1
OG0017866	As004G082620	XP_024013226.1
OG0017867	As004G082640	XP_006411358.1
OG0017868	As004G083290	XP_006397115.2
OG0017869	As004G083560	XP_006397087.1
OG0017870	As004G083580	XP_024010203.1
OG0017871	As004G083910	XP_006397023.1
OG0017872	As004G084070	XP_024010024.1
OG0017873	As004G084110	XP_006396987.1
OG0017874	As004G084470	XP_006396919.1
OG0017875	As004G084840	XP_006396830.1
OG0017876	As004G085320	XP_006396745.1
OG0017878	As004G088030	XP_006398229.1
OG0017879	As004G088280	XP_006398266.1
OG0017880	As004G088820	XP_006398329.1
OG0017881	As004G089080	XP_006398356.1
OG0017882	As004G089160	XP_006398368.1
OG0017883	As004G089540	XP_024011098.1
OG0017884	As004G090170	XP_006395963.1
OG0017885	As004G090570	XP_006398482.1
OG0017886	As007G161930, As004G093870, As004G093880, As004G091090, As007G161910, As007G161890	XP_006415694.1, XP_006415801.1
OG0017887	As004G092010	XP_024013035.1
OG0017888	As004G092540	XP_006395929.1
OG0017889	As004G092760	XP_006391711.1
OG0017890	As004G093190	XP_006414983.1
OG0017893	As004G093760	XP_006414944.1
OG0017894	As004G094490	XP_006414881.2
OG0017895	As004G094830	XP_006414855.1
OG0017896	As004G095090	XP_006414819.1
OG0017897	As004G095100	XP_024004685.1
OG0017898	As004G095250	XP_006414751.1
OG0017899	As004G095310	XP_006414741.1
OG0017900	As004G095630	XP_006414698.1
OG0017901	As004G096650	XP_006414483.2
OG0017903	As004G097370	XP_006405484.1
OG0017904	As004G097740	XP_006405396.1
OG0017905	As005G099870	XP_006397904.1
OG0017906	As005G100150	XP_006397879.1
OG0017907	As005G100470	XP_024010871.1
OG0017908	As005G101690	XP_006397727.2
OG0017909	As005G101780	XP_006397715.2
OG0017910	As005G102410	XP_024010853.1
OG0017911	As005G102970	XP_006397602.1
OG0017912	As005G104210	XP_006411585.1
OG0017913	As005G104340	XP_006411570.1
OG0017914	As005G104420	XP_006411565.2
OG0017915	As005G104570	XP_006411549.1
OG0017916	As005G105090	XP_006411471.1
OG0017917	As005G105220	XP_024003726.1
OG0017918	As005G106330	XP_024012073.1
OG0017919	As005G106350	XP_006398594.1
OG0017920	As005G106360	XP_006398595.1
OG0017921	As005G106510	XP_006398607.1
OG0017922	As005G106910	XP_006398646.1
OG0017923	As005G108240	XP_006402585.1
OG0017924	As005G108460	XP_006398812.2
OG0017925	As005G110150	XP_024012692.1
OG0017926	As005G112220	XP_006400640.1
OG0017927	As005G114540	XP_024011643.1
OG0017928	As005G115480	XP_006400940.1
OG0017929	As005G115920	XP_024012312.1
OG0017930	As005G117490	XP_006394149.1
OG0017931	As005G117740	XP_024007340.1
OG0017932	As005G120290	XP_006393844.1
OG0017933	As005G120430	XP_006393823.1
OG0017934	As005G120600	XP_024007115.1
OG0017935	As005G120760, As010G220320	XP_024006779.1
OG0017936	As006G121040	XP_024010010.1
OG0017937	As006G121050	XP_006396202.2
OG0017938	As006G121160	XP_006396218.1
OG0017939	As006G121500	XP_006396245.1
OG0017940	As006G121930	XP_006396291.2
OG0017941	As006G121960	XP_006396297.1
OG0017942	As006G122340	XP_024009966.1
OG0017943	As006G123210	XP_006396448.1
OG0017944	As006G125580	XP_024016719.1
OG0017945	As006G126920	XP_006410310.1
OG0017946	As006G128580	XP_024003978.1
OG0017947	As006G128660	XP_006410032.1
OG0017948	As006G129660	XP_024008089.1
OG0017949	As006G130630	XP_006408649.2
OG0017950	As006G131380	XP_006392929.2
OG0017951	As006G131640	XP_006398015.1
OG0017952	As006G132110	XP_006408867.1
OG0017953	As006G132850	XP_006408511.1
OG0017954	As006G133060	XP_006408523.1
OG0017955	As006G133140, As006G139910	XP_006407958.2
OG0017956	As006G133160	XP_006408541.2
OG0017957	As006G133450	XP_006408561.1
OG0017958	As006G133510	XP_024015108.1
OG0017959	As006G133620	XP_006398549.1
OG0017961	As006G133800	XP_006398560.1
OG0017963	As006G134390	XP_006413123.2
OG0017964	As006G134440	XP_024004494.1
OG0017965	As006G134540	XP_006413141.1
OG0017966	As006G135860	XP_006408374.1
OG0017967	As006G136360	XP_006408316.1
OG0017968	As006G136520	XP_006408299.1
OG0017969	As006G136570	XP_006408295.2
OG0017970	As006G136640	XP_006408289.1
OG0017971	As006G136650	XP_006408288.1
OG0017972	As006G137710	XP_006408181.1
OG0017973	As006G137800	XP_006408173.1
OG0017974	As006G137970	XP_006408155.1
OG0017975	As006G138490	XP_006407523.1
OG0017976	As006G138570	XP_024015016.1
OG0017977	As006G138580	XP_024015017.1
OG0017978	As006G138980	XP_006408049.1
OG0017979	As006G139130	XP_006408033.1
OG0017980	As006G139930	XP_006407956.1
OG0017981	As006G141210	XP_006407830.2
OG0017982	As006G141370	XP_006407816.1
OG0017983	As006G141650	XP_006407782.1
OG0017984	As006G142070	XP_006409431.1
OG0017985	As006G142090	XP_006418524.1
OG0017986	As006G143810	XP_006411162.1
OG0017987	As006G144840	XP_006410800.1
OG0017989	As006G144960	XP_006410810.1
OG0017990	As006G145960	XP_006410914.1
OG0017991	As006G147540	XP_024003916.1
OG0017993	As007G151950	XP_006416922.1
OG0017994	As007G152140	XP_006416898.1
OG0017995	As007G152170	XP_006416895.1
OG0017996	As007G153340	XP_006416760.2
OG0017997	As007G154090	XP_024008240.1
OG0017998	As007G154470	XP_006416615.1
OG0017999	As007G154980	XP_006416593.2
OG0018000	As007G155450	XP_006416540.1
OG0018001	As007G156340	XP_006416425.1
OG0018002	As007G156420	XP_006416420.1
OG0018003	As007G156430	XP_006416418.1
OG0018004	As007G156470	XP_006416414.1
OG0018005	As007G157500	XP_006416293.1
OG0018006	As007G158510	XP_006416196.1
OG0018007	As007G158780	XP_006395218.1
OG0018008	As007G158940	XP_006416152.1
OG0018009	As007G159340	XP_006416115.1
OG0018010	As007G159680	XP_006416062.1
OG0018011	As007G160230	XP_024008463.1
OG0018012	As007G160750	XP_006415928.1
OG0018013	As007G161410	XP_006415862.1
OG0018014	As007G162210	XP_006415788.1
OG0018015	As007G162950	XP_006413428.1
OG0018016	As007G164020	XP_006413361.2
OG0018018	As007G176790	XP_006405100.1
OG0018019	As007G176910	XP_024014210.1
OG0018020	As007G177340	XP_006405043.1
OG0018021	As007G178230	XP_006404956.1
OG0018022	As007G178520	XP_006404914.2
OG0018023	As007G179040	XP_006404888.1
OG0018024	As007G179270	XP_006404851.1
OG0018025	As007G179410	XP_024014276.1
OG0018026	As007G179640	XP_006404813.1
OG0018027	As007G180020	XP_024014320.1
OG0018028	As007G180350	XP_006404692.1
OG0018030	As008G183940	XP_006417141.1
OG0018031	As008G186130	XP_006393717.1
OG0018032	As008G186990	XP_006417447.1
OG0018033	As008G188140	XP_006417553.1
OG0018034	As008G189190	XP_006417629.1
OG0018035	As008G192070	XP_006417772.1
OG0018036	As008G192850	XP_006417810.1
OG0018037	As008G194020	XP_006390316.1
OG0018038	As008G194150	XP_006417962.1
OG0018039	As008G194710	XP_006418006.1
OG0018040	As008G194840	XP_006418024.1
OG0018041	As008G195610	XP_006418081.1
OG0018042	As008G195700	XP_006418090.1
OG0018043	As008G196480	XP_006418164.1
OG0018044	As008G196500	XP_006418166.1
OG0018045	As008G196780	XP_006404782.1
OG0018046	As008G197700	XP_006418304.1
OG0018047	As008G198540	XP_006418400.1
OG0018048	As008G198840	XP_006418423.2
OG0018049	As008G199330	XP_006418473.1
OG0018050	As008G199350	XP_006418474.2
OG0018051	As008G199390	XP_006418478.1
OG0018052	As009G200080	XP_024012554.1
OG0018053	As009G200250	XP_006399927.2
OG0018054	As009G200390	XP_024012403.1
OG0018055	As009G200710	XP_006400018.1
OG0018056	As009G201270	XP_006400050.1
OG0018057	As009G203700, As009G203690	XP_006400316.1
OG0018058	As009G203980	XP_006400355.1
OG0018059	As009G204180	XP_006400377.1
OG0018060	As009G204760	XP_024011769.1
OG0018061	As009G205810	XP_006394917.1
OG0018063	As009G207000	XP_006395015.1
OG0018064	As009G207090	XP_024007418.1
OG0018065	As009G207770	XP_006395102.2
OG0018066	As009G210250	XP_006399862.2
OG0018067	As009G212080	XP_006395220.1
OG0018068	As009G212550	XP_006399086.1
OG0018069	As009G212930	XP_006399047.1
OG0018071	As009G214310	XP_024012330.1
OG0018072	As009G216120	XP_006394692.1
OG0018073	As009G216330	XP_006394686.2
OG0018074	As009G217960	XP_006394516.1
OG0018075	As009G218000	XP_006394512.1
OG0018077	As009G218160	XP_024006811.1
OG0018078	As009G218390	XP_006394464.1
OG0018079	As009G219730	XP_006401060.1
OG0018080	As010G221500	XP_006404106.1
OG0018081	As010G222210	XP_006404183.1
OG0018082	As010G222290	XP_006404199.1, XP_006404201.2
OG0018083	As010G224160	XP_006404443.1
OG0018085	As010G226980	XP_006419128.1
OG0018086	As010G227230	XP_006404263.1
OG0018087	As010G227260	XP_006401381.1
OG0018088	As010G227610	XP_006396181.1
OG0018089	As010G228620	XP_006391215.2
OG0018090	As010G231490	XP_024006313.1
OG0018091	As010G231730	XP_006391080.1
OG0018092	As010G232060	XP_006391057.2
OG0018093	As010G232300	XP_024006190.1
OG0018094	As010G234130	XP_024007012.1
OG0018095	As010G234520	XP_006390748.1
OG0018096	As010G236140	XP_006390100.1
OG0018097	As010G236260	XP_006390114.1
OG0018098	As010G236310	XP_006390123.2
OG0018099	As010G237120	XP_006390204.1
OG0018100	As010G237670	XP_006390268.1
OG0018101	As010G238280	XP_006390326.1
OG0018102	As010G238410	XP_006390340.1
OG0018103	As010G238450	XP_006390347.1
OG0018104	As010G238810	XP_006390396.1
OG0018105	As010G238830	XP_006390398.2
OG0018106	As010G238930	XP_024008326.1, XP_006396711.2
OG0018107	As010G239440	XP_006390472.1
OG0018108	As010G240700	XP_006390600.1
OG0018109	As010G240760	XP_006398006.2
OG0018110	As010G241180	XP_024009048.1
OG0018111	As010G242560	XP_006389913.1
OG0018113	As010G242790	XP_006389891.1
OG0018114	As010G244420	XP_006389714.1
OG0018115	As011G244670	XP_006407296.1
OG0018116	As011G244790	XP_006407278.1
OG0018117	As011G245030	XP_006407253.1
OG0018118	As011G245110	XP_006407246.1
OG0018119	As011G245120	XP_006407245.1
OG0018120	As011G245130	XP_006419109.2
OG0018121	As011G245710	XP_006407172.1
OG0018122	As011G247240	XP_024015253.1
OG0018123	As011G247500	XP_024015043.1
OG0018124	As011G250080	XP_006406662.1
OG0018125	As011G250520	XP_024015750.1
OG0018126	As011G254150	XP_006406206.1
OG0018127	As011G254250	XP_006406193.1
OG0018128	As011G254920	XP_006406106.1
OG0018129	As011G255840	XP_006418828.1
OG0018130	As011G255930	XP_006418821.2
OG0018131	As011G255970	XP_006403086.1
OG0018132	As011G258240	XP_024009550.1
OG0018133	As011G259010	XP_006418536.1
OG0018134	As011G259190	XP_006409689.1
OG0018135	As011G260510	XP_024016641.1
OG0018136	As011G261360	XP_024009082.1
