Orthogroup	Aethionema_saxatile	Cochlearia_excelsa
OG0015102	As003G072590	g22929
OG0015103	As003G072990	g22899
OG0015105	As003G073040	g47977
OG0015106	As003G073050	g22893
OG0015107	As003G073080	g18259
OG0015108	As003G073370	g22868
OG0015109	As003G073430	g22854
OG0015110	As003G073480	g22850
OG0015111	As003G073510	g22847
OG0015113	As003G073820	g13016
OG0015114	As003G073910	g22823
OG0015115	As003G074100	g18285
OG0015116	As003G074270	g48002
OG0015117	As003G074340	g22796
OG0015118	As003G074420	g22788
OG0015119	As003G074450	g18296
OG0015120	As003G074470	g22783
OG0015121	As003G074680	g22766
OG0015122	As003G075000	g22729
OG0015123	As003G075030	g22725
OG0015124	As003G075110	g18303
OG0015125	As003G075470	g18125
OG0015126	As003G075540	g22702
OG0015128	As003G075830	g18313
OG0015129	As003G076000	g18326
OG0015130	As003G076040	g41010
OG0015131	As003G076110	g18334
OG0015132	As003G076140	g18337
OG0015133	As003G076160	g18339
OG0015134	As003G076420	g18375
OG0015135	As003G076440	g18373
OG0015136	As003G076480	g18369
OG0015137	As003G076490	g18368
OG0015138	As003G076550	g18363
OG0015139	As003G076570	g18358
OG0015140	As003G076640	g18383
OG0015141	As004G076680	g13984
OG0015142	As004G076750	g16742
OG0015143	As004G076850	g46922
OG0015144	As004G076880	g46851
OG0015145	As004G076960	g25094
OG0015146	As004G076970	g45085
OG0015147	As004G077210	g46807
OG0015148	As004G077240	g46802
OG0015149	As004G077440	g46772
OG0015150	As004G077470	g18115
OG0015151	As004G077510	g46762
OG0015152	As004G077810	g46740
OG0015154	As004G077910	g18087
OG0015155	As004G078220	g16901
OG0015157	As004G078560	g16884
OG0015158	As004G078570	g16883
OG0015159	As004G078640	g40573
OG0015160	As004G078700	g32508
OG0015161	As004G078840	g51499
OG0015162	As004G078870	g37991
OG0015163	As004G078890	g51502
OG0015164	As004G079220	g2915
OG0015165	As004G079260	g2917
OG0015166	As004G079310	g50615
OG0015167	As004G079440	g51528
OG0015168	As004G079470	g51525
OG0015169	As004G079500	g38003
OG0015170	As004G079550	g51518
OG0015171	As004G079610	g25858
OG0015172	As004G080130	g27862
OG0015173	As004G080240	g40260
OG0015174	As004G080520	g40231
OG0015175	As004G080540	g40230
OG0015176	As004G080560	g40229
OG0015178	As004G080620	g40225
OG0015179	As004G080630	g27922
OG0015180	As004G080830	g40208
OG0015181	As004G081070	g37086
OG0015182	As004G081120	g51429
OG0015183	As004G081180	g51424
OG0015184	As004G081380	g51403
OG0015185	As004G081430	g51398
OG0015186	As004G081550	g51389
OG0015187	As004G081560	g51388
OG0015188	As004G081670	g51371
OG0015190	As004G081950	g11129
OG0015191	As004G081980	g37058, g11131
OG0015192	As004G081990	g11133
OG0015193	As004G082160	g37049
OG0015194	As004G082170	g18431
OG0015195	As004G082230	g37056
OG0015196	As004G082360	g37028
OG0015197	As004G082380	g37027
OG0015198	As004G082590	g18443
OG0015199	As004G082680	g36971
OG0015200	As004G082690	g28968
OG0015201	As004G082720	g39707
OG0015202	As004G082780	g18453
OG0015203	As004G082810	g18454
OG0015204	As004G083350	g40284
OG0015205	As004G083420	g40292
OG0015206	As004G083460	g40296
OG0015207	As004G083540	g40297
OG0015208	As004G083550	g40298
OG0015209	As004G083630	g40303
OG0015210	As004G083730	g40313
OG0015211	As004G083890	g40326
OG0015212	As004G083930	g40330
OG0015213	As004G083980	g40335
OG0015214	As004G084080	g40338
OG0015215	As004G084100	g40339
OG0015216	As004G084120	g25763
OG0015217	As004G084220	g40348
OG0015218	As004G084340	g40355
OG0015219	As004G084390	g25729
OG0015220	As004G084420	g25724
OG0015221	As004G084620	g25695
OG0015222	As004G084630	g25698
OG0015223	As004G084780	g40385
OG0015224	As004G084880	g40391
OG0015225	As004G084990	g45145
OG0015226	As004G085050	g10291
OG0015227	As004G085210	g17290
OG0015228	As004G085490	g40423
OG0015229	As004G085520	g40426
OG0015231	As004G085610	g40434
OG0015232	As004G085660	g45155
OG0015233	As004G085700	g40443
OG0015234	As004G085810	g40454
OG0015235	As004G086060	g25550
OG0015236	As004G086250	g18512
OG0015237	As004G086640	g40491
OG0015238	As004G087020	g11040
OG0015239	As004G087030	g11039
OG0015240	As004G087140	g11031
OG0015241	As004G087800	g40553
OG0015242	As004G088080	g10976
OG0015243	As004G088220	g40575
OG0015244	As004G088270	g10968
OG0015245	As004G088320	g40585
OG0015246	As004G088390, As010G240070	g17994
OG0015247	As004G088450	g43974
OG0015248	As004G088460	g10961
OG0015249	As012G268470, As004G088490	g27982
OG0015251	As004G088800	g41838
OG0015252	As004G088890	g10945
OG0015253	As004G088920	g10834
OG0015254	As004G089280	g19043
OG0015255	As004G089630	g10904
OG0015256	As004G090730	g17928
OG0015257	As004G090770	g46877
OG0015258	As004G091080	g10869
OG0015259	As004G091110	g10870
OG0015260	As004G092140	g25187
OG0015261	As004G092160	g11655
OG0015262	As004G092270	g46862
OG0015263	As004G092440	g11645
OG0015264	As004G092490	g25132
OG0015265	As004G093010	g46947
OG0015266	As004G093170	g6397
OG0015267	As004G093410	g17223
OG0015268	As004G093450	g24822
OG0015269	As004G093670	g6436
OG0015270	As004G093680	g11693
OG0015271	As004G093890	g46986
OG0015272	As004G094480	g24651
OG0015273	As004G094560	g47007
OG0015274	As004G094940	g17808
OG0015275	As004G095070	g47034
OG0015276	As004G095320	g24537
OG0015277	As004G095580	g24528
OG0015278	As004G095590	g47049
OG0015279	As004G095600, As011G255090	g11764
OG0015280	As004G096000	g17709
OG0015281	As004G096480	g24461
OG0015282	As004G096580	g24451
OG0015283	As004G096760	g16874
OG0015284	As004G096860	g16862
OG0015285	As004G097120	g16847
OG0015286	As004G097140	g46679
OG0015287	As004G097280	g46672
OG0015288	As004G097670	g16817
OG0015289	As004G097940	g46649
OG0015290	As004G098470	g46790
OG0015291	As005G098640	g37775
OG0015292	As005G098710	g22970
OG0015293	As005G098740	g37768
OG0015294	As005G098780	g37765
OG0015295	As005G099030	g37756
OG0015296	As005G099050	g37755
OG0015297	As005G099060	g37754
OG0015298	As005G099270	g37742
OG0015299	As005G099280	g37741
OG0015300	As005G099340	g50832
OG0015301	As005G099370	g12729
OG0015302	As005G099410	g50829
OG0015303	As005G099890	g13239
OG0015304	As005G099920	g37711
OG0015305	As005G100120	g50805
OG0015306	As005G100140	g50804
OG0015307	As005G100310	g38252
OG0015308	As005G100370	g37677
OG0015310	As005G100660	g37667
OG0015311	As005G100760	g52300
OG0015312	As005G101050	g52293
OG0015313	As005G101200	g52286
OG0015314	As005G101470	g37617
OG0015315	As005G101480	g52263
OG0015316	As005G101500	g37616
OG0015318	As005G101890	g52226
OG0015319	As005G101920	g37593
OG0015320	As005G101950	g52230
OG0015321	As005G101980	g52231
OG0015322	As005G102090	g38240
OG0015323	As005G102110	g37577
OG0015324	As005G102240	g52203
OG0015325	As005G102290	g52197
OG0015326	As005G102460	g38237
OG0015327	As005G102870	g38230
OG0015329	As005G103210	g52147
OG0015330	As005G103600	g38219
OG0015331	As005G103760	g37508
OG0015332	As005G103880	g52118
OG0015333	As005G103910	g37501
OG0015334	As005G104080	g38207
OG0015335	As005G104240	g37484
OG0015336	As005G104390	g38199
OG0015337	As005G104440	g37470
OG0015338	As005G104490	g37466
OG0015339	As005G104620	g38195
OG0015340	As005G104630	g37461
OG0015342	As005G104760	g52071
OG0015343	As005G104910	g37448
OG0015344	As005G105030	g52021
OG0015345	As005G105230	g52044
OG0015346	As005G106030	g37393
OG0015347	As005G106520	g18090
OG0015348	As005G106530	g45286
OG0015349	As005G106850	g5817
OG0015350	As005G106890	g5813
OG0015351	As005G106990	g5805
OG0015352	As005G107080	g45301
OG0015353	As005G107130	g45306
OG0015354	As005G107270	g5796
OG0015355	As005G107350	g29860
OG0015356	As005G107690	g45333
OG0015357	As005G107750	g45338
OG0015358	As005G107990	g29843
OG0015359	As005G108010	g29841
OG0015360	As005G108030	g5755
OG0015361	As005G108160	g5745
OG0015362	As005G108250	g5739
OG0015363	As005G108300	g5733
OG0015364	As005G108340	g5730
OG0015365	As005G108560	g29832, g45366
OG0015366	As005G108570	g5443
OG0015367	As005G108650	g45367
OG0015368	As005G108780	g29818
OG0015369	As005G108830	g29813
OG0015370	As005G108900	g5710
OG0015372	As005G109400	g29798
OG0015373	As005G109420	g5695
OG0015374	As005G109950	g29111
OG0015375	As005G110890	g708
OG0015376	As005G111250	g41408
OG0015377	As005G112330	g28914
OG0015378	As005G112380	g28911
OG0015379	As005G112440	g47640
OG0015380	As005G112530	g744
OG0015381	As005G112560	g747
OG0015382	As005G112890	g41370
OG0015383	As005G113120	g771
OG0015384	As005G113190	g41361
OG0015385	As005G113260	g788
OG0015386	As005G113350	g795
OG0015387	As005G113430	g41359
OG0015388	As005G113650	g809
OG0015389	As005G113980	g41332
OG0015390	As005G114130	g41330
OG0015391	As005G114170	g28826
OG0015393	As005G114530	g44916
OG0015394	As005G114570	g863
OG0015395	As005G114780	g28766
OG0015396	As005G114880	g1631
OG0015397	As005G115170	g28731
OG0015398	As005G115420	g1243
OG0015399	As005G115630	g28739
OG0015400	As005G115730	g39242
OG0015401	As005G116010	g9826
OG0015402	As005G116180	g309
OG0015404	As005G116270	g304
OG0015405	As005G116280	g303
OG0015406	As005G116300	g9816
OG0015407	As005G116310	g300
OG0015408	As005G116330	g299
OG0015409	As005G116590	g282
OG0015410	As005G116860	g263
OG0015411	As005G116890	g261
OG0015412	As005G116980	g37273
OG0015413	As005G117210	g245
OG0015414	As005G117320	g9771
OG0015415	As005G117340	g239, g9769
OG0015416	As005G117360	g9766, g237
OG0015417	As005G117420	g233
OG0015418	As005G117470	g9762
OG0015419	As005G117510	g228
OG0015420	As005G117590	g217
OG0015421	As005G117660	g213
OG0015422	As005G117860	g9742
OG0015423	As005G117910	g9734
OG0015424	As005G118260	g9723
OG0015425	As005G118390	g161
OG0015426	As005G118480	g155
OG0015427	As005G118610	g9707
OG0015429	As005G118750	g138
OG0015430	As005G118940	g9689
OG0015431	As005G118960	g9688
OG0015432	As005G119010	g112
OG0015433	As005G119090	g9682
OG0015434	As005G119130	g102
OG0015435	As005G119190	g97
OG0015436	As005G119300	g83
OG0015437	As005G119310	g82
OG0015438	As005G119350	g78
OG0015439	As005G119620	g62
OG0015440	As005G119740	g36850
OG0015441	As005G119770	g9653
OG0015442	As005G119810	g50
OG0015443	As005G120010	g37
OG0015444	As005G120220	g32
OG0015445	As005G120260	g30
OG0015446	As005G120380	g19
OG0015448	As005G120580	g9627
OG0015449	As005G120620	g19628
OG0015450	As005G120670	g9625
OG0015451	As005G120800	g19623
OG0015452	As005G120900	g9
OG0015454	As006G121230	g39458
OG0015455	As006G121470	g39456
OG0015456	As006G121620	g25354
OG0015457	As006G121890	g39481
OG0015459	As006G122010	g25398
OG0015460	As006G122070	g45259
OG0015462	As006G122600	g45226
OG0015463	As006G122740	g39519
OG0015465	As006G122890	g25451
OG0015466	As006G123280	g45236
OG0015467	As006G123420	g39595
OG0015468	As006G123440	g39597
OG0015469	As006G123450	g39598
OG0015470	As006G123710	g45210
OG0015471	As006G123730	g45207
OG0015472	As006G124310	g11061
OG0015473	As006G124360	g11065
OG0015474	As006G124380	g39679
OG0015475	As006G124390	g39680
OG0015476	As006G124540	g11081
OG0015477	As006G124630	g39697
OG0015478	As006G124660	g11088
OG0015479	As006G124780	g11090
OG0015480	As006G124800	g39708
OG0015481	As006G124820	g39710
OG0015482	As006G125070	g39728
OG0015483	As006G125700	g39787
OG0015484	As006G126020	g51322
OG0015485	As006G126180	g51306
OG0015486	As006G126400	g51290
OG0015487	As006G126440	g51288
OG0015490	As006G127190	g51252
OG0015491	As006G127340	g39848
OG0015492	As006G127360	g51241
OG0015493	As006G127780	g51228
OG0015494	As006G128200	g51198
OG0015495	As006G128320	g39936
OG0015496	As006G128570	g51181
OG0015497	As006G129100	g51122
OG0015498	As006G129410	g40002
OG0015499	As006G129570	g39985
OG0015500	As006G129620	g39977
OG0015501	As006G129690	g37843
OG0015502	As006G129930	g40045
OG0015503	As006G129990	g40062
OG0015504	As006G130040	g37821
OG0015505	As006G130060	g40066
OG0015506	As006G130100	g40068
OG0015507	As006G130130	g40071
OG0015508	As006G130260	g37812, g53449
OG0015509	As006G130580	g40139
OG0015510	As006G130600	g40137
OG0015511	As006G130670	g40128
OG0015512	As006G130730	g43660
OG0015513	As006G130780	g40122
OG0015514	As006G130870	g40114
OG0015515	As006G131000	g40154
OG0015516	As006G131010	g37795
OG0015517	As006G131200	g40176
OG0015518	As006G131230	g40179
OG0015519	As006G131240	g40180
OG0015520	As006G131310	g40191
OG0015521	As006G131350	g315
OG0015522	As006G131440	g17214
OG0015523	As006G131470	g25340
OG0015524	As006G131500	g38267
OG0015525	As006G131590	g36795
OG0015526	As006G131690	g38286
OG0015527	As006G131700	g38287
OG0015528	As006G131730	g38290
OG0015529	As006G131810	g36818
OG0015530	As006G131840	g36822
OG0015531	As006G131890	g38301
OG0015533	As006G132120	g51074
OG0015534	As006G132340	g23635
OG0015535	As006G132880	g32638
OG0015536	As006G133040	g12718
OG0015537	As006G133280	g7949
OG0015538	As006G133320	g7951
OG0015539	As006G133350	g27649
OG0015540	As006G133410	g12723
OG0015541	As006G133460	g7954
OG0015542	As006G133530	g3021
OG0015543	As006G133550	g12724
OG0015544	As006G133590	g12727
OG0015545	As006G133670	g17247
OG0015546	As006G133760	g5871
OG0015547	As006G133790	g45283
OG0015548	As006G133820	g45284
OG0015549	As006G133840	g5872
OG0015550	As006G133860	g5869
OG0015551	As006G133870	g5868
OG0015552	As006G133950	g5864
OG0015553	As006G133980	g42871, g5861
OG0015554	As006G134000	g5860
OG0015555	As006G134270	g47587
OG0015556	As006G134520	g47604, g23673
OG0015557	As006G134820	g7921
OG0015558	As006G134860	g7919
OG0015559	As006G135090	g7904
OG0015560	As006G135100	g12748
OG0015561	As006G135120	g7902
OG0015562	As006G135180	g7895
OG0015563	As006G135290	g7881
OG0015564	As006G135300	g7882
OG0015565	As006G135430	g7874
OG0015566	As006G135650	g45761
OG0015567	As006G135690	g12757
OG0015568	As006G135710	g7860
OG0015569	As006G135820	g7855
OG0015570	As006G135940	g7841
OG0015571	As006G136030	g12665
OG0015573	As006G136300	g12651
OG0015574	As006G136580	g7820
OG0015575	As006G136740	g7816
OG0015576	As006G136850	g7811
OG0015577	As006G137160	g12802
OG0015578	As006G137400	g7784
OG0015579	As006G137470	g7783
OG0015580	As006G137510	g7777, g7768
OG0015581	As006G137950	g7742
OG0015582	As006G138030	g7740
OG0015583	As006G138410	g12846
OG0015584	As006G138660	g12560
OG0015585	As006G138790	g12551
OG0015586	As006G138880	g12862
OG0015587	As006G138990	g12543
OG0015588	As006G139000	g7693
OG0015589	As006G139100	g12534
OG0015590	As006G139140	g12528
OG0015592	As006G139950	g12493
OG0015593	As006G140040	g12488
OG0015594	As006G140470	g12470
OG0015595	As006G140600	g12464
OG0015596	As012G267700, As006G140670	g12271
OG0015597	As006G140700	g12946
OG0015598	As006G140750	g12458
OG0015599	As006G140820	g12452
OG0015600	As006G140840	g12954
OG0015601	As006G141040	g7599
OG0015603	As006G141190	g7590
OG0015604	As006G141240	g12973
OG0015605	As006G141380	g7575
OG0015606	As006G141410	g12980
OG0015607	As006G141440	g12434
OG0015608	As006G141520	g7567
OG0015609	As006G141610	g7563
OG0015610	As006G141620	g12428
OG0015611	As006G141770	g12994
OG0015612	As006G142250	g7523
OG0015613	As006G142270	g7520
OG0015614	As006G142640	g37348
OG0015616	As006G142870	g38138
OG0015617	As006G143020	g51837
OG0015618	As006G143080	g51833
OG0015619	As006G143380	g37326
OG0015620	As006G143400	g51787
OG0015621	As006G143660	g37312
OG0015622	As006G143910	g51773
OG0015623	As006G143990	g51752
OG0015625	As006G144130	g51744
OG0015626	As006G144470	g38021
OG0015627	As006G144860	g38032
OG0015628	As006G144940	g1678
OG0015629	As006G144980	g51580
OG0015630	As006G145160	g51593
OG0015631	As006G145360	g38047
OG0015632	As006G145550	g38052
OG0015633	As006G145580	g51620
OG0015634	As006G145670	g38056
OG0015635	As006G145680	g37195
OG0015636	As006G145750, As011G258620	g6395
OG0015637	As006G145830	g37199
OG0015638	As006G145880	g37202
OG0015639	As006G145890	g38066
OG0015641	As006G146320, As006G146310	g37219
OG0015642	As006G146660	g51660
OG0015643	As006G146680	g38078
OG0015644	As006G147180	g51732
OG0015645	As006G147330	g37286
OG0015646	As006G147340	g37284
OG0015647	As006G147490	g37257
OG0015648	As006G147510	g51701
OG0015649	As006G147890	g37248
OG0015650	As006G148120	g20611, g20608, g8340, g21630, g21085, g22561, g48434
OG0015651	As006G148780	g51544
OG0015652	As007G152230	g49948
OG0015653	As007G152250	g49950
OG0015654	As007G152570	g31634
OG0015655	As007G152780, As012G282080	g49966
OG0015656	As007G152920	g31651
OG0015657	As007G153100	g31657
OG0015658	As007G153410	g31679
OG0015659	As007G153490	g31684
OG0015660	As007G153690	g27369
OG0015661	As007G153830	g50003
OG0015662	As007G153840	g31711
OG0015663	As007G153860	g31710
OG0015664	As007G153890	g27371
OG0015665	As007G153930	g49998
OG0015666	As007G154000	g50009, g31718
OG0015667	As007G154170	g31726
OG0015668	As007G154530	g31762
OG0015669	As007G154610	g31753
OG0015670	As007G154630	g50032
OG0015671	As007G154710	g31745
OG0015672	As007G154720	g44559
OG0015673	As007G155130	g31799
OG0015674	As007G155240	g50056
OG0015675	As007G155280	g31812
OG0015676	As007G155380	g31815
OG0015677	As007G155470	g27428
OG0015678	As007G155510	g31819
OG0015679	As007G155670	g31836
OG0015680	As007G155710	g50083
OG0015681	As007G155740	g31844
OG0015682	As007G155770	g27433
OG0015683	As007G156290	g50120
OG0015685	As007G156680	g31940
OG0015686	As007G156750	g31945
OG0015687	As007G156910	g31951
OG0015688	As007G157080	g31963
OG0015689	As007G157560	g27490
OG0015690	As007G157630	g50205
OG0015691	As007G157640	g50206
OG0015692	As007G157750	g32007
OG0015693	As007G157800	g32010
OG0015694	As007G157820	g27496
OG0015695	As007G157860, As007G157970, As007G157870	g30926
OG0015696	As007G158140	g32023
OG0015697	As007G158190	g50233
OG0015698	As007G158520	g32038
OG0015699	As007G158620	g32044
OG0015700	As007G158710	g50250
OG0015701	As007G158910	g50254
OG0015702	As007G159100	g27538
OG0015703	As007G159110	g50271
OG0015704	As007G159170	g27542
OG0015706	As007G159320	g32061
OG0015707	As007G159540	g32103
OG0015708	As007G159780	g32087
OG0015709	As007G159870	g32083
OG0015710	As007G159950	g32079
OG0015711	As007G160240	g49560
OG0015712	As007G160550	g32145
OG0015713	As007G160620	g32149
OG0015714	As007G160780	g32162
OG0015715	As007G160910	g44779
