Orthogroup	Aethionema_saxatile	Brassica_oleracea
OG0013285	As003G073700	XP_013589129.1
OG0013286	As003G074200	XP_013593164.1
OG0013287	As003G074220	XP_013604391.1, XP_013599467.1
OG0013288	As003G074610	XP_013608567.1
OG0013289	As003G074620	XP_013617095.1
OG0013290	As003G074660	XP_013585599.1
OG0013291	As003G074830	XP_013593492.1
OG0013292	As003G074840	XP_013618293.1
OG0013293	As003G074850	XP_013628923.1, XP_013598088.1
OG0013294	As003G074870	XP_013637902.1, XP_013626077.1
OG0013295	As003G074880	XP_013621897.1
OG0013296	As003G075400	XP_013593710.1
OG0013297	As003G075410	XP_013625186.1
OG0013298	As003G075420	XP_013594955.1
OG0013299	As003G075580, As003G075570	XP_013598443.1
OG0013300	As012G273680, As003G075610	XP_013629017.1
OG0013301	As003G075730	XP_013630244.1
OG0013302	As003G076060	XP_013630408.1, XP_013593613.1
OG0013303	As003G076120	XP_013630427.1
OG0013304	As003G076170	XP_013629616.1
OG0013305	As003G076370	XP_013604109.1, XP_013610666.1, XP_013584987.1
OG0013306	As003G076380	XP_013595225.1
OG0013307	As003G076470	XP_013625834.1
OG0013308	As003G076510	XP_013596916.1
OG0013309	As003G076590	XP_013601724.1
OG0013310	As004G076720	XP_013601783.1, XP_013635113.1
OG0013311	As004G076830	XP_013636163.1
OG0013312	As004G076950	XP_013631607.1
OG0013313	As004G076990	XP_013634292.1
OG0013314	As004G077050	XP_013633858.1
OG0013315	As004G077120	XP_013588463.1
OG0013316	As004G077230	XP_013598935.1
OG0013317	As004G077280	XP_013637382.1
OG0013318	As004G077300	XP_013631261.1
OG0013319	As004G077330	XP_013633745.1
OG0013321	As004G077460	XP_013631976.1
OG0013322	As004G077660	XP_013592177.1
OG0013323	As004G077730	XP_013632138.1
OG0013324	As004G077770	XP_013631392.1
OG0013325	As004G077840	XP_013592615.1
OG0013326	As004G077870	XP_013636583.1
OG0013327	As004G077880	XP_013636582.1
OG0013328	As004G078030	XP_013613719.1
OG0013329	As004G078180	XP_013633952.1
OG0013330	As004G078510	XP_013613541.1
OG0013331	As004G078590	XP_013630974.1
OG0013332	As004G078600	XP_013636847.1
OG0013333	As004G078850	XP_013613656.1
OG0013334	As004G079230	XP_013584106.1
OG0013335	As004G079250	XP_013628937.1
OG0013336	As004G079330	XP_013609655.1
OG0013337	As004G079410	XP_013597868.1
OG0013338	As004G079530	XP_013634611.1, XP_013637293.1
OG0013339	As004G079570	XP_013631270.1
OG0013340	As004G079780	XP_013635036.1
OG0013341	As004G080070	XP_013625369.1
OG0013342	As004G080180	XP_013608692.1
OG0013343	As004G080290	XP_013629519.1
OG0013344	As004G080300	XP_013611458.1
OG0013345	As004G080310	XP_013622395.1
OG0013346	As004G080360	XP_013606326.1
OG0013347	As004G080380	XP_013621700.1
OG0013348	As004G080530	XP_013625635.1
OG0013349	As004G080590	XP_013619221.1
OG0013350	As004G080720	XP_013595408.1
OG0013351	As004G080770	XP_013637985.1
OG0013352	As004G080800	XP_013606001.1
OG0013353	As004G080820	XP_013584158.1
OG0013354	As004G080840	XP_013607276.1
OG0013355	As004G081160	XP_013637498.1
OG0013356	As004G081640	XP_013631752.1, XP_013629792.1
OG0013357	As004G081650	XP_013631891.1
OG0013358	As004G081690	XP_013636241.1
OG0013359	As004G081850	XP_013637292.1
OG0013360	As004G081890	XP_013596508.1
OG0013361	As004G081930	XP_013607204.1
OG0013362	As004G081970	XP_013595977.1
OG0013363	As004G082030	XP_013637103.1
OG0013364	As004G082100	XP_013637198.1
OG0013365	As004G082190	XP_013636733.1
OG0013366	As004G082200	XP_013600525.1
OG0013367	As004G082350	XP_013607313.1
OG0013368	As004G082440	XP_013609171.1
OG0013369	As004G082490	XP_013602135.1
OG0013370	As004G082520	XP_013619450.1
OG0013371	As004G082600	XP_013636572.1
OG0013372	As004G082660	XP_013636753.1
OG0013373	As004G082670	XP_013611919.1
OG0013374	As004G082700	XP_013609458.1
OG0013375	As004G082730	XP_013614283.1
OG0013376	As004G082770	XP_013610088.1
OG0013377	As004G082790	XP_013625868.1
OG0013378	As004G082800	XP_013606712.1
OG0013379	As004G082820	XP_013616409.1
OG0013380	As004G082870	XP_013612092.1
OG0013381	As004G083000	XP_013598133.1
OG0013382	As004G083060	XP_013631583.1
OG0013383	As004G083160	XP_013609282.1
OG0013384	As004G083260	XP_013614411.1
OG0013385	As004G083310	XP_013609727.1
OG0013386	As004G083390	XP_013609116.1
OG0013387	As004G083430	XP_013609273.1
OG0013388	As004G083500	XP_013584566.1
OG0013389	As004G083610	XP_013625323.1
OG0013390	As004G084170	XP_013623613.1
OG0013391	As004G084270	XP_013611717.1
OG0013392	As004G084440	XP_013606962.1
OG0013393	As004G084460	XP_013612397.1
OG0013394	As004G084510	XP_013608661.1, XP_013608662.1
OG0013395	As004G084550	XP_013621553.1
OG0013396	As004G084600	XP_013612764.1
OG0013397	As004G084670	XP_013606413.1
OG0013398	As004G084700	XP_013613313.1
OG0013399	As004G084770	XP_013606223.1
OG0013400	As004G084890	XP_013613251.1
OG0013401	As004G085060	XP_013622647.1
OG0013402	As004G085540	XP_013611536.1
OG0013403	As004G085580	XP_013623418.1
OG0013404	As004G085980	XP_013630526.1
OG0013405	As004G086020	XP_013606259.1
OG0013406	As004G086130	XP_013609883.1
OG0013407	As004G086260	XP_013611143.1
OG0013408	As004G086490	XP_013619582.1
OG0013409	As004G086570, As006G134200	XP_013593689.1
OG0013410	As004G087060	XP_013614855.1
OG0013411	As004G087150	XP_013593368.1
OG0013412	As004G087190	XP_013610945.1
OG0013413	As004G087670	XP_013607805.1, XP_013622092.1
OG0013414	As008G186220, As004G087770	XP_013620931.1
OG0013415	As004G087780, As004G093230	XP_013593039.1
OG0013416	As004G087810	XP_013610934.1
OG0013417	As004G088010	XP_013595703.1
OG0013418	As004G088060	XP_013596112.1
OG0013419	As004G088140	XP_013599113.1
OG0013420	As004G088170	XP_013596073.1
OG0013421	As004G088200	XP_013610948.1
OG0013422	As004G088240	XP_013594135.1
OG0013423	As004G088570	XP_013619490.1
OG0013424	As004G088880	XP_013613038.1
OG0013425	As004G089300	XP_013611342.1
OG0013426	As004G091180	XP_013609312.1
OG0013427	As004G091190	XP_013593815.1
OG0013428	As004G091320	XP_013603881.1
OG0013429	As004G092310, As004G092410	XP_013628106.1
OG0013430	As006G141320, As004G092770	XP_013636409.1
OG0013431	As004G092870	XP_013600520.1
OG0013432	As004G092970, As011G258550	XP_013628749.1
OG0013433	As004G093000	XP_013637573.1
OG0013434	As004G093440, As011G257580	XP_013595311.1
OG0013435	As004G093750	XP_013603765.1
OG0013436	As004G094000, As011G256570	XP_013630688.1
OG0013437	As004G094530	XP_013631873.1
OG0013438	As004G094630	XP_013604220.1
OG0013439	As004G095050	XP_013600391.1
OG0013440	As004G095130	XP_013600808.1
OG0013441	As004G095200	XP_013614235.1
OG0013442	As004G095430	XP_013606500.1
OG0013443	As004G095480	XP_013633845.1
OG0013444	As004G095640	XP_013607242.1
OG0013445	As004G095980	XP_013592480.1
OG0013446	As004G096080	XP_013588552.1
OG0013447	As004G096120	XP_013584231.1
OG0013448	As004G096160	XP_013591899.1
OG0013449	As004G096170	XP_013605918.1
OG0013450	As004G096590	XP_013601677.1
OG0013451	As004G096610	XP_013601659.1
OG0013452	As004G096820	XP_013592391.1
OG0013453	As004G096970	XP_013634994.1
OG0013454	As004G097160	XP_013591743.1
OG0013455	As004G097490	XP_013634665.1
OG0013456	As004G097810	XP_013635965.1
OG0013457	As004G098010	XP_013588455.1, XP_013630986.1
OG0013458	As004G098320	XP_013632002.1
OG0013459	As004G098410	XP_013592772.1
OG0013460	As004G098490	XP_013592079.1
OG0013461	As005G098690	XP_013622277.1
OG0013462	As005G098980	XP_013629681.1
OG0013463	As005G099040	XP_013635052.1
OG0013464	As005G099160	XP_013639309.1, XP_013636006.1
OG0013465	As005G099180	XP_013636005.1
OG0013466	As005G099300	XP_013636109.1
OG0013467	As005G099400	XP_013637442.1, XP_013632356.1
OG0013468	As005G099600	XP_013628673.1
OG0013469	As005G099960	XP_013632004.1, XP_013602366.1
OG0013470	As005G099980	XP_013634532.1
OG0013471	As005G100080, As005G100050, As005G100070, As005G100060	XP_013631500.1
OG0013472	As005G100100	XP_013631666.1
OG0013473	As005G100440	XP_013615220.1, XP_013631885.1
OG0013474	As005G100680	XP_013637120.1
OG0013475	As005G100740	XP_013637134.1
OG0013476	As005G100770	XP_013636201.1
OG0013477	As005G100790	XP_013630982.1
OG0013478	As005G100820	XP_013631386.1
OG0013479	As005G100980	XP_013635680.1
OG0013480	As005G101100	XP_013631098.1
OG0013481	As005G101120	XP_013636022.1
OG0013482	As005G101210	XP_013635973.1
OG0013483	As005G101220	XP_013635974.1
OG0013484	As005G101490	XP_013631176.1
OG0013485	As005G101830	XP_013630497.1
OG0013486	As005G102450	XP_013630341.1
OG0013487	As005G102500, As005G102510	XP_013635850.1
OG0013488	As005G102530	XP_013635466.1
OG0013489	As005G102590	XP_013634497.1
OG0013490	As005G102660	XP_013636953.1
OG0013491	As005G102810	XP_013636826.1
OG0013492	As005G102830	XP_013630945.1
OG0013493	As005G102910	XP_013625905.1
OG0013494	As005G103170	XP_013631488.1
OG0013495	As005G103320	XP_013634859.1, XP_013627318.1
OG0013496	As005G103530	XP_013635218.1
OG0013497	As005G103790	XP_013632018.1
OG0013498	As005G103930	XP_013631700.1
OG0013499	As005G103990	XP_013631229.1
OG0013500	As005G104060	XP_013631477.1
OG0013501	As005G104270	XP_013629372.1
OG0013502	As005G104350	XP_013634152.1
OG0013503	As005G104400	XP_013634198.1
OG0013504	As005G104650	XP_013633524.1
OG0013505	As012G284770, As005G104860	XP_013591937.1
OG0013506	As005G105120	XP_013635047.1
OG0013507	As005G105200	XP_013637056.1
OG0013508	As005G105780	XP_013631894.1
OG0013510	As005G106680, As006G142210	XP_013625888.1
OG0013511	As005G106770	XP_013610682.1
OG0013512	As005G106950	XP_013606412.1
OG0013513	As005G107000	XP_013627409.1
OG0013514	As005G107090	XP_013612226.1
OG0013515	As005G107170	XP_013606295.1
OG0013516	As005G107220	XP_013607135.1
OG0013517	As005G107320	XP_013620136.1, XP_013608895.1
OG0013518	As005G107370	XP_013609798.1
OG0013519	As005G107660	XP_013622388.1
OG0013520	As005G107880	XP_013610512.1
OG0013521	As005G107890	XP_013610516.1
OG0013522	As005G108330	XP_013620600.1
OG0013523	As005G108350	XP_013609884.1, XP_013620602.1
OG0013524	As005G108430	XP_013629468.1
OG0013525	As005G108530	XP_013606465.1
OG0013526	As005G108540	XP_013612143.1
OG0013527	As005G108670	XP_013611350.1
OG0013528	As005G108790	XP_013627521.1
OG0013529	As005G108950	XP_013606302.1
OG0013530	As005G108960	XP_013609498.1
OG0013531	As005G109160	XP_013611103.1
OG0013532	As005G109240	XP_013619633.1, XP_013609376.1
OG0013533	As005G109270	XP_013613340.1
OG0013535	As005G109350	XP_013613223.1
OG0013536	As005G109360	XP_013613222.1
OG0013537	As005G110400	XP_013618239.1
OG0013539	As005G110580	XP_013613104.1
OG0013540	As005G111850	XP_013625245.1
OG0013541	As005G111940	XP_013611902.1
OG0013542	As005G112550	XP_013611687.1
OG0013543	As005G112980	XP_013618236.1
OG0013544	As005G113090	XP_013611265.1
OG0013545	As005G113100	XP_013625596.1
OG0013546	As005G113200	XP_013616530.1
OG0013547	As005G113690	XP_013616483.1
OG0013548	As005G113700	XP_013611643.1
OG0013549	As005G113760, As005G113740	XP_013619098.1
OG0013550	As005G113970	XP_013616002.1
OG0013551	As005G113990	XP_013618773.1
OG0013552	As005G114000	XP_013625721.1
OG0013553	As005G114110	XP_013630125.1
OG0013554	As005G114190	XP_013606764.1
OG0013555	As005G114550	XP_013627308.1
OG0013556	As005G115580	XP_013613252.1
OG0013557	As005G115640	XP_013611828.1
OG0013558	As005G115650	XP_013612536.1
OG0013559	As005G115780	XP_013613569.1
OG0013560	As005G115980	XP_013621893.1
OG0013561	As005G116140	XP_013612548.1
OG0013562	As005G116210	XP_013606788.1
OG0013563	As005G116470	XP_013609255.1
OG0013564	As005G116600	XP_013622535.1
OG0013565	As005G116710	XP_013622782.1, XP_013612657.1
OG0013566	As005G116930	XP_013625366.1
OG0013567	As005G117020	XP_013630649.1
OG0013569	As005G117170	XP_013628331.1
OG0013570	As005G117240	XP_013623010.1
OG0013571	As005G117280	XP_013616072.1
OG0013572	As005G117380	XP_013629402.1
OG0013573	As005G117410	XP_013620997.1
OG0013574	As005G117480	XP_013628511.1
OG0013575	As005G117520	XP_013609364.1
OG0013576	As005G117580	XP_013630200.1
OG0013578	As005G117760	XP_013625876.1
OG0013579	As005G117800	XP_013625992.1
OG0013580	As005G118140	XP_013628778.1, XP_013620191.1
OG0013581	As005G118280	XP_013613640.1
OG0013582	As005G118530	XP_013628747.1
OG0013583	As005G118790	XP_013612151.1
OG0013584	As005G118800	XP_013622781.1
OG0013585	As005G118820	XP_013621876.1
OG0013586	As005G118910	XP_013622849.1
OG0013587	As005G118990	XP_013626681.1
OG0013588	As005G119100	XP_013607114.1, XP_013628784.1
OG0013589	As005G119120	XP_013628305.1
OG0013590	As005G119150	XP_013616609.1
OG0013591	As005G119290	XP_013611967.1
OG0013592	As005G119340	XP_013637938.1
OG0013593	As005G119410	XP_013597543.1
OG0013594	As005G119470	XP_013611423.1, XP_013614265.1
OG0013595	As005G119530, As005G119920, As005G119520, As005G119510	XP_013593208.1
OG0013596	As005G119550	XP_013599326.1
OG0013597	As005G119660	XP_013610330.1
OG0013598	As005G119830	XP_013597134.1, XP_013617984.1
OG0013599	As005G119840	XP_013599146.1
OG0013600	As005G119960	XP_013598884.1
OG0013601	As005G120100	XP_013598967.1
OG0013602	As005G120440	XP_013595820.1
OG0013603	As005G120560	XP_013607589.1
OG0013604	As005G120630	XP_013611447.1, XP_013618033.1
OG0013605	As005G120730	XP_013611994.1
OG0013606	As005G120770	XP_013618027.1
OG0013607	As005G120830	XP_013612215.1
OG0013608	As005G120850, As005G120860	XP_013609089.1
OG0013609	As006G121110	XP_013627524.1
OG0013610	As006G121130	XP_013612495.1
OG0013611	As006G121150	XP_013625427.1
OG0013612	As006G121220	XP_013625185.1
OG0013613	As006G121410	XP_013624106.1
OG0013614	As006G121610	XP_013611830.1
OG0013615	As006G121630	XP_013607011.1
OG0013616	As006G121640	XP_013609227.1
OG0013617	As006G121970	XP_013611851.1
OG0013618	As006G122050	XP_013628633.1
OG0013619	As006G122060	XP_013611414.1
OG0013620	As006G122130	XP_013609137.1
OG0013621	As006G122160	XP_013609075.1
OG0013622	As006G122330	XP_013629346.1
OG0013623	As006G122580	XP_013609055.1
OG0013624	As006G122610	XP_013609023.1
OG0013625	As006G122630	XP_013623092.1
OG0013626	As006G122650	XP_013625597.1
OG0013627	As006G122780	XP_013623016.1
OG0013628	As006G122830	XP_013625716.1
OG0013629	As006G122840	XP_013629889.1
OG0013630	As006G122880	XP_013629820.1
OG0013632	As006G123160	XP_013612148.1
OG0013633	As006G123470	XP_013619493.1
OG0013634	As006G123640	XP_013613484.1
OG0013635	As006G123650	XP_013610674.1
OG0013636	As006G123660	XP_013626214.1
OG0013637	As006G123740	XP_013630213.1
OG0013638	As006G123760	XP_013612551.1
OG0013639	As006G123820	XP_013611484.1
OG0013640	As006G123950	XP_013616230.1
OG0013641	As006G123970	XP_013608627.1
OG0013642	As006G124100	XP_013610613.1
OG0013643	As006G124150	XP_013614307.1
OG0013644	As006G124160	XP_013612935.1
OG0013645	As006G124340	XP_013595277.1
OG0013646	As006G124490	XP_013598131.1
OG0013647	As006G124510	XP_013607091.1
OG0013648	As006G124590	XP_013594072.1
OG0013649	As006G124830	XP_013593535.1
OG0013650	As006G124940	XP_013594790.1
OG0013651	As006G125060	XP_013609041.1
OG0013652	As006G125100	XP_013593927.1, XP_013633035.1
OG0013653	As006G125480	XP_013636522.1
OG0013654	As006G125500	XP_013635336.1
OG0013655	As006G125550	XP_013631378.1
OG0013656	As006G125570	XP_013634073.1
OG0013657	As006G125640	XP_013623020.1
OG0013658	As006G126010	XP_013631149.1
OG0013659	As006G126280	XP_013626134.1
OG0013660	As006G126340	XP_013631046.1
OG0013661	As006G126370	XP_013633585.1
OG0013662	As006G126380	XP_013637434.1
OG0013663	As006G126480	XP_013621889.1
OG0013664	As006G126720	XP_013629831.1
OG0013665	As006G126820	XP_013635101.1
OG0013666	As006G126860	XP_013628307.1
OG0013667	As006G127000	XP_013631054.1
OG0013668	As006G127460	XP_013631872.1
OG0013669	As006G127490	XP_013631026.1
OG0013670	As006G127600	XP_013637421.1
OG0013671	As006G127720	XP_013634100.1
OG0013672	As006G127790	XP_013637638.1
OG0013673	As006G127850	XP_013636016.1
OG0013674	As006G127880	XP_013636730.1
OG0013675	As006G127950	XP_013636494.1
OG0013676	As006G128180	XP_013622474.1
OG0013677	As006G128250	XP_013626079.1
OG0013678	As006G128440	XP_013622824.1
OG0013679	As006G128590	XP_013626167.1
OG0013680	As006G128700	XP_013636876.1
OG0013681	As006G128730	XP_013634979.1
OG0013682	As006G129130	XP_013633714.1
OG0013683	As006G129380	XP_013637553.1
OG0013684	As006G129760	XP_013626590.1
OG0013685	As006G129910	XP_013637173.1
OG0013686	As006G129980	XP_013637620.1
OG0013687	As006G130140	XP_013632136.1, XP_013637495.1
OG0013688	As006G130160	XP_013633673.1
OG0013689	As006G130210	XP_013636767.1
OG0013690	As006G130230	XP_013636166.1
OG0013691	As006G130390	XP_013635900.1
OG0013692	As006G130510	XP_013635912.1
OG0013693	As006G130550	XP_013627757.1
OG0013695	As006G130840	XP_013626234.1
OG0013696	As006G131150, As006G131120	XP_013628725.1
OG0013697	As006G131160, As006G131180	XP_013630899.1
OG0013698	As006G131210	XP_013631686.1
OG0013699	As006G131270	XP_013597854.1
OG0013700	As006G131320	XP_013621842.1
OG0013701	As006G131370	XP_013636752.1
OG0013702	As006G131390	XP_013605317.1
OG0013703	As006G131410	XP_013631952.1
OG0013704	As006G131450	XP_013615129.1
OG0013705	As006G131540	XP_013605363.1
OG0013706	As006G131620	XP_013626288.1, XP_013597594.1
OG0013707	As006G131680	XP_013634945.1
OG0013708	As006G131750	XP_013604288.1
OG0013709	As006G137250, As006G131770	XP_013585843.1
OG0013710	As006G131850	XP_013622640.1
OG0013711	As006G131910	XP_013602215.1
OG0013712	As006G131960	XP_013633796.1
OG0013713	As006G131990	XP_013631420.1
OG0013714	As006G132200	XP_013628188.1
OG0013715	As006G132220	XP_013637903.1
OG0013716	As006G132700	XP_013597517.1
OG0013717	As006G132750	XP_013585645.1
OG0013718	As006G133210	XP_013586444.1
OG0013719	As006G133250	XP_013625806.1
OG0013720	As006G133290	XP_013627108.1, XP_013586445.1
OG0013721	As006G133300	XP_013586441.1
OG0013722	As006G133370	XP_013603930.1
OG0013723	As006G133810	XP_013628644.1
OG0013724	As006G133910	XP_013618597.1
OG0013725	As006G133960	XP_013593471.1
OG0013726	As006G134010	XP_013615691.1, XP_013623920.1, XP_013608562.1, XP_013607080.1
OG0013727	As006G134150	XP_013611732.1
OG0013728	As006G134450	XP_013620788.1
OG0013730	As006G135010	XP_013594421.1
OG0013731	As006G135220	XP_013584201.1
OG0013732	As006G135250	XP_013583539.1
OG0013733	As006G135420	XP_013594870.1
OG0013734	As006G135570	XP_013598834.1
OG0013735	As006G135700	XP_013633172.1
OG0013736	As006G135980	XP_013585393.1
OG0013737	As006G136230	XP_013587496.1
OG0013738	As006G136320	XP_013602437.1, XP_013585019.1
OG0013739	As006G136370	XP_013637706.1
OG0013740	As006G136450	XP_013596265.1
OG0013741	As006G136610	XP_013623204.1
OG0013742	As006G136810	XP_013584716.1
OG0013743	As006G136910	XP_013639805.1
OG0013744	As006G136930	XP_013586329.1
OG0013745	As006G137170	XP_013638153.1
OG0013746	As006G137180	XP_013584345.1
OG0013747	As006G137390	XP_013584087.1
OG0013748	As006G137500	XP_013585172.1
OG0013749	As006G137540	XP_013623310.1
OG0013750	As006G137720	XP_013628275.1
OG0013751	As006G137730	XP_013587198.1
OG0013752	As006G137810, As012G286990	XP_013584889.1
OG0013753	As006G137850	XP_013628375.1
OG0013754	As006G138020	XP_013630113.1
OG0013755	As006G138080	XP_013586764.1
OG0013756	As006G138190	XP_013629909.1
OG0013757	As006G138280	XP_013584899.1
OG0013758	As006G138480, As006G138520	XP_013583737.1
