Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_Rawat
OG0018441	As006G133780	AL7G46140
OG0018442	As006G134730	AL3G10920
OG0018443	As006G135080	AL3G11330
OG0018444	As006G135330	AL3G11620
OG0018445	As006G135500	nbis-gene-642
OG0018446	As006G136340	AL3G12920
OG0018447	As006G137580	AL3G14400
OG0018448	As006G138680	AL6G39570
OG0018449	As006G139710	AL3G17000
OG0018450	As007G160390	AL1G38670
OG0018452	As007G161270	AL1G39830
OG0018453	As007G162990	AL7G28710
OG0018454	As007G163580	AL7G28370
OG0018455	As007G164820	AL7G27730
OG0018456	As007G177260	AL4G15740
OG0018458	As007G179520	AL4G13370
OG0018459	As007G180970	AL4G10630
OG0018460	As007G181960	AL4G10200
OG0018461	As008G185690	AL1G22850
OG0018462	As008G186190	AL1G22360
OG0018463	As008G188790	AL1G19630
OG0018464	As008G188930	AL1G19520
OG0018465	As008G188940	AL8G15790
OG0018466	As008G192210	AL1G17770
OG0018468	As008G196520	AL1G13690
OG0018469	As008G196760	AL1G13010
OG0018470	As008G199430	AL1G10240
OG0018471	As008G199470	AL1G10180
OG0018472	As009G199770	AL6G24590
OG0018473	As009G200620	AL6G25660
OG0018474	As009G201370	AL6G26060
OG0018475	As009G202810	nbis-gene-305
OG0018476	As009G202940	AL6G27940
OG0018477	As009G204670	AL6G30210
OG0018478	As009G205650	AL6G38660
OG0018479	As009G206110	AL6G39350
OG0018480	As009G207630	AL8G23000
OG0018481	As009G209590	AL8G21550
OG0018482	As009G212400	AL6G16310
OG0018483	As009G215280	AL6G37300
OG0018484	As009G216310, As009G216060, As009G216070	AL6G35820
OG0018485	As009G218360	AL8G38560
OG0018486	As010G220560	AL5G31410
OG0018487	As010G220770	AL5G30900
OG0018488	As010G222120	AL5G28890
OG0018489	As010G222640	AL5G27940
OG0018490	As010G222680	AL5G27920
OG0018491	As010G222800	AL5G27770
OG0018492	As010G222810	AL5G27760
OG0018493	As010G223140	AL5G27340
OG0018494	As010G223790	AL5G26460
OG0018495	As010G225150	AL5G24240, AL8G10100
OG0018496	As010G225380, As010G225390	AL5G26820
OG0018497	As010G226310	AL1G18430
OG0018498	As010G228360	AL2G26110
OG0018499	As010G231720	AL2G27900
OG0018500	As010G233810	AL2G30400
OG0018501	As010G236390	AL2G37220
OG0018502	As010G237180	AL2G36420
OG0018503	As010G240090	AL2G33330
OG0018504	As010G240980	AL2G32500
OG0018505	As010G241070	AL2G32370
OG0018506	As010G241890	AL2G38930
OG0018507	As010G242580	AL2G39690
OG0018508	As010G243750	AL2G41060
OG0018509	As011G245070	AL3G24990
OG0018510	As011G245750	AL3G25870
OG0018511	As011G246490	AL3G26720
OG0018512	As011G256750	AL3G40180
OG0018513	As011G259580	AL3G44200
OG0018514	As011G260960	AL3G45320
OG0018515	As011G263230	AL3G52350
OG0018516	As011G265600	AL3G53120
OG0018517	As011G265630, As012G281660	AL3G53080
OG0018518	As011G267400	AL3G54030
OG0018519	As012G270800	AL1G60450
OG0018520	As012G271770	AL1G58980
OG0018522	As012G286830	AL5G43030
OG0018523	As012G288280	AL5G45110
OG0018524	As012G288520	AL5G45660
OG0018525	As012G289270	AL5G46220
OG0018526	As012G289420	AL5G46340
OG0018675	As001G012080	AL7G17820
OG0018676	As001G015820	AL1G49310
OG0018677	As001G017190	nbis-gene-195
OG0018678	As001G018150	AL7G38610
OG0018679	As001G018830	AL1G65730
OG0018680	As001G023010	AL5G10980
OG0018681	As001G025680	AL5G15660
OG0018682	As001G027690	AL7G43810
OG0018683	As001G029930	AL2G19150
OG0018684	As001G031950	AL2G13090
OG0018685	As002G032500	AL7G27250
OG0018686	As002G033710	AL4G38650
OG0018687	As002G040380	AL8G23540
OG0018689	As002G041010	AL8G24030
OG0018690	As002G041780	AL8G24170
OG0018691	As002G043970	AL8G26490
OG0018692	As002G044080	AL8G26630
OG0018693	As002G044540	AL8G27290
OG0018694	As002G047430	AL8G31230
OG0018695	As002G047590	AL8G31390
OG0018696	As002G050120	AL8G19840
OG0018697	As003G055650	AL7G37460
OG0018698	As003G059190	AL7G32780
OG0018699	As003G059440	AL7G32660
OG0018700	As003G060460	AL7G31190
OG0018702	As003G064540	AL1G52380
OG0018703	As003G065000	AL1G51610
OG0018705	As003G070750	AL1G44130
OG0018707	As004G077220	AL7G46250
OG0018708	As004G080220	AL6G43090
OG0018710	As004G081920	AL8G17370
OG0018711	As004G082020	AL8G17540
OG0018712	As004G082060, As004G082050, As007G162680	AL8G17570
OG0018713	As004G082840	AL8G19330
OG0018714	As012G288640	AL5G45530
OG0018715	As004G083820	AL6G44580
OG0018716	As004G087740	AL144U10030
OG0018717	As004G092740	AL9U12170
OG0018718	As004G092750	AL9U12160
OG0018719	As004G095290	AL7G41990
OG0018720	As004G095970	AL7G41030
OG0018721	As004G097210	AL7G49520
OG0018723	As004G098260	AL7G47360
OG0018724	As005G100130	AL4G46370
OG0018725	As005G102140	AL4G44080
OG0018726	As005G102690	AL4G43510
OG0018727	As005G103950	AL4G41960
OG0018728	As005G104330	AL4G41630
OG0018729	As005G106280	AL6G10310
OG0018731	As005G107160	AL6G11290
OG0018732	As005G109460	AL6G13950
OG0018733	As005G119580	AL8G44280
OG0018734	As005G120270	AL8G45010
OG0018735	As005G120300	AL8G45040
OG0018736	As006G120950	AL6G53550
OG0018738	As006G123500	AL6G50330
OG0018739	As006G126200	nbis-gene-1061
OG0018740	As006G131110	AL4G19980
OG0018741	As006G131330	AL4G19600
OG0018742	As006G132410	AL7G25440
OG0018743	As006G133340	AL3G10230
OG0018744	As006G133430	AL3G10120
OG0018745	As006G135050	AL3G11270
OG0018746	As006G136560	AL3G12620
OG0018747	As006G137490	AL3G14360
OG0018748	As006G138090	AL3G15170
OG0018749	As006G142120	AL3G19850
OG0018750	As006G147300	AL3G53560
OG0018751	As007G157480	AL1G34680, AL1G34670
OG0018752	As007G160710	AL1G39160
OG0018753	As007G178100	AL4G14840
OG0018754	As007G179240	AL4G13670
OG0018756	As008G187040	AL1G21380
OG0018759	As008G198200	AL1G11620
OG0018760	As008G199420	AL1G10250
OG0018761	As009G202820	AL6G27870
OG0018762	As009G218680	AL8G39030
OG0018763	As009G218870	AL8G39230
OG0018764	As009G219720	AL8G34900
OG0018767	As010G224330	AL5G25740
OG0018768	As010G224990	AL5G24370
OG0018769	As010G225020	AL5G25750, AL4G43980
OG0018770	As010G225580	AL5G23690
OG0018771	As010G227070	AL5G21240
OG0018772	As010G232830	AL2G27240
OG0018774	As010G233500	AL2G30000, AL1G37090
OG0018775	As010G235260	AL4G42330, AL2G38490
OG0018776	As010G238100	AL1G32450
OG0018777	As010G239130	AL2G34250
OG0018778	As010G241200	AL3G48140, AL2G32270
OG0018779	As010G244180	AL2G41440, AL2G41450
OG0018780	As011G245610	AL3G25640
OG0018781	As011G246850	AL3G27040
OG0018782	As011G246910	AL3G27110
OG0018783	As011G248910	AL3G29530
OG0018784	As011G252610	AL3G34070
OG0018786	As011G253550	AL3G35440
OG0018787	As011G255110	AL7G22200
OG0018788	As011G261250	AL3G43750
OG0018789	As011G264190	AL3G49990
OG0018790	As011G264690	AL3G21230
OG0018791	As011G266020	AL3G48990
OG0018792	As012G267710	AL1G64560
OG0018793	As012G271010	AL1G60080
OG0018794	As012G272350	AL1G57800
OG0018795	As012G272650	AL1G57210
OG0018796	As012G273530	AL1G55310
OG0018797	As012G283370	AL5G38320
OG0018798	As012G284230	AL5G39460
OG0018799	As012G285340	AL5G41170
OG0018800	As012G287260, As012G287250	AL5G43480
OG0018801	As012G289040	AL5G46000
OG0018802	As012G289280	AL5G46240
OG0018940	As001G000440	AL2G28960
OG0018941	As001G003320	AL7G21000
OG0018942	As001G015780	AL1G49400
OG0018944	As001G018660	AL1G65270
OG0018945	As001G018950	AL1G65910
OG0018946	As001G019230	AL1G67100
OG0018947	As001G023800	AL5G12580
OG0018948	As001G024370	AL5G13560
OG0018949	As001G024460	AL5G13770
OG0018950	As001G025810	AL5G15940
OG0018951	As001G027030	AL5G18040
OG0018952	As002G033060	AL7G26610
OG0018953	As002G039580	AL8G23460
OG0018954	As002G041110	AL8G24070
OG0018955	As002G044230	AL8G26830
OG0018956	As002G047250	AL6G23350, AL6G23280
OG0018958	As002G053460	AL6G20290
OG0018959	As002G054470	AL6G18870
OG0018961	As003G062410	AL1G47280
OG0018962	As003G063620	AL1G49930
OG0018963	As003G064680	AL1G51960
OG0018964	As003G074000	AL7G12990
OG0018965	As003G075350	AL1G67440
OG0018966	As003G076230	AL7G10480
OG0018967	As004G079360	AL4G31600
OG0018968	As004G079830	AL1G47020
OG0018969	As004G081760	AL4G29190
OG0018970	As004G082970	AL8G19730
OG0018971	As004G084190	AL6G45190
OG0018972	As004G086650	AL8G15410, AL8G15450, AL184U10010
OG0018973	As004G093840	AL9U10520
OG0018974	As005G102840	AL4G43390
OG0018975	As005G119320	AL7G29470
OG0018976	As005G120140	AL8G44900
OG0018977	As006G121190	AL6G53240
OG0018979	As006G129600	nbis-gene-1029
OG0018980	As006G130970	AL4G20160
OG0018981	As006G132890	AL3G10650
OG0018982	As006G143980	AL92U10060, AL4G36400
OG0018983	As006G144230	AL7G17840
OG0018985	As007G158840	AL1G40600
OG0018986	As007G161570	AL1G40140
OG0018987	As007G181610, As007G181270	AL5G20340
OG0018989	As008G187150	AL1G21250
OG0018990	As008G195510	AL1G14710
OG0018991	As008G197360	AL1G12590
OG0018992	As008G197800	AL1G12080
OG0018993	As009G204630	AL6G30160
OG0018994	As009G215550	AL6G36750
OG0018995	As009G218300	AL8G38510
OG0018996	As010G222460	AL5G28200
OG0018997	As010G223580	AL5G26740
OG0018998	As010G225770	AL5G23430
OG0018999	As010G226020	AL5G22960
OG0019000	As010G232570	AL2G28580
OG0019001	As010G234640	AL2G31460
OG0019002	As010G241590	AL2G38680, AL2G38700
OG0019004	As011G249120	AL3G29890
OG0019005	As011G251150	AL3G32410
OG0019006	As011G255080	AL3G37690
OG0019007	As011G255570	AL3G38390, AL3G45240
OG0019008	As011G265070	AL3G51310
OG0019009	As012G268060	AL1G63930
OG0019012	As012G273220	AL1G55980
OG0019013	As012G274530	AL7G39200
OG0019014	As012G277120	AL5G34330
OG0019015	As012G286160	AL5G42440
OG0019016	As205G296980, As249G297460, As260G297520, As160G296680, As061G295250, As323G297920, As384G298060	nbis-gene-497
OG0019129	As001G006880	AL6G41410, nbis-gene-2226
OG0019130	As001G016370	AL1G45930
OG0019131	As001G019100	nbis-gene-335
OG0019132	As001G021400	AL2G15410
OG0019133	As001G031160	AL2G11520
OG0019134	As002G044350	AL8G27020
OG0019135	As002G046770	AL8G30520
OG0019136	As002G047090	AL8G30790
OG0019137	As002G052100	AL6G21760
OG0019138	As003G058070	AL7G34230
OG0019139	As003G059500	AL7G32590
OG0019140	As003G062660	AL1G47680
OG0019141	As003G062950	AL5G21620, AL5G21680
OG0019142	As003G064020	AL1G50790
OG0019143	As003G064070	AL1G50810
OG0019144	As003G064260	AL1G51170
OG0019145	As003G065540	AL1G53730
OG0019146	As003G073550	AL7G13530
OG0019147	As004G080600	AL6G42420
OG0019148	As004G082420	AL8G18460
OG0019149	As004G086560	AL8G15530
OG0019150	As004G087080	AL8G14850
OG0019151	As004G087720	AL8G13890
OG0019153	As004G092290	AL9U10860
OG0019155	As005G102270	AL4G43970
OG0019156	As005G104660	AL4G41250
OG0019157	As005G106340	AL6G10370
OG0019158	As005G108660	AL6G13230
OG0019160	As005G115160	AL8G35880
OG0019161	As006G127580	AL4G26250, AL426U10010
OG0019162	As006G131930	AL4G18180
OG0019163	As006G133680	AL6G10060
OG0019164	As006G135890	AL3G12320
OG0019165	As006G138970	AL3G16250
OG0019167	As006G143180	AL4G37400
OG0019168	As007G155360	AL1G31500
OG0019169	As007G157460	AL1G34660
OG0019170	As007G158800	AL1G47160
OG0019171	As007G179920	AL4G12400
OG0019172	As007G181880	AL4G10280
OG0019173	As008G192610	AL1G17680
OG0019174	As008G199190	AL1G10510
OG0019175	As009G218450	AL8G38670
OG0019176	As009G218940, As009G218950	AL8G39370
OG0019178	As010G224470, As010G224460	AL5G25480
OG0019179	As010G226080	AL5G22720
OG0019180	As010G226170	AL5G22550
OG0019181	As010G227350	AL5G23630
OG0019182	As010G237220	AL2G36370
OG0019184	As010G242670	nbis-gene-621
OG0019187	As011G246820	AL3G27010
OG0019188	As011G252480	AL3G33920
OG0019189	As011G267170	AL3G53510
OG0019191	As012G287680	AL5G44170
OG0019192	As012G289150	AL1G64480
OG0019305	As001G004020	AL7G20250
OG0019307	As001G011420	AL1061U10010
OG0019308	As001G017440	AL7G37740
OG0019309	As001G018670	AL1G65280
OG0019311	As002G043350	AL8G25680
OG0019312	As002G047730	AL8G31560
OG0019313	As002G048160, As002G054970, As002G054980	AL6G18190
OG0019314	As002G053980	AL6G19680
OG0019315	As003G056660	AL7G36110
OG0019316	As003G063930	AL1G50500
OG0019317	As003G065690	AL7G42460
OG0019319	As003G075840	AL7G10950
OG0019320	As004G077600	AL7G52720
OG0019323	As004G096310	AL7G40380
OG0019324	As004G097990	AL7G48020
OG0019325	As005G099360	AL4G47090
OG0019326	As005G100730	AL4G45690
OG0019327	As005G105150	AL4G40510
OG0019328	As006G128810	AL4G24230
OG0019329	As006G132000	AL4G17870
OG0019330	As006G134670	nbis-gene-2141
OG0019332	As006G141450	AL3G19070
OG0019333	As007G154890	nbis-gene-104
OG0019334	As007G156210	nbis-gene-113
OG0019335	As007G179510	AL4G13420
OG0019337	As008G196460	AL1G13750
OG0019339	As009G206870	AL6G40060
OG0019340	As010G223530	AL5G26880
OG0019341	As010G228450	AL4G27130
OG0019342	As010G243290	AL2G40520
OG0019343	As010G244120	AL2G41390
OG0019344	As011G246330	AL3G26510
OG0019345	As011G255160, As011G255170	AL3G37820
OG0019347	As011G264990	AL3G51210
OG0019349	As012G269890	AL1G61630
OG0019350	As012G288430	AL5G45360
OG0019447	As001G002590	AL7G21600
OG0019450	As001G018620	AL1G65190
OG0019451	As001G018740	AL1G65420
OG0019453	As001G028000	nbis-gene-1261
OG0019454	As001G028080	AL7G51570
OG0019455	As002G038050	AL3G23580
OG0019457	As002G054650	AL6G18650
OG0019459	As003G071380, As003G071300	AL1G44870
OG0019460	As012G281090, As004G088630	AL7G35940, AL8G12340
OG0019461	As004G092670	AL9U12220
OG0019462	As005G099430	AL4G47040
OG0019464	As005G113220	AL6G33230
OG0019465	As005G116520	AL8G16190
OG0019466	As006G124010	AL6G49700
OG0019467	As006G134690	AL7G26220
OG0019468	As006G139960	AL2G26860
OG0019469	As006G140730	AL3G18260
OG0019470	As006G144510	AL4G32060
OG0019471	As006G148710	AL7G26440
OG0019472	As007G181200, As007G181500	AL8G12400
OG0019473	As008G185950	AL1G22640
OG0019474	As009G206790	AL6G40000
OG0019475	As009G208080, As009G207740	AL8G22240
OG0019476	As010G220290	AL5G31800
OG0019477	As010G221770	AL5G29240
OG0019478	As010G225140	AL5G24250
OG0019479	As010G225160	AL5G24230
OG0019480	As010G226270	AL5G22470
OG0019481	As010G240290	AL2G33100
OG0019482	As010G240670	AL2G32820
OG0019483	As010G244210	AL2G41480
OG0019484	As011G246830	AL3G27020
OG0019485	As011G249630	AL1G54930
OG0019486	As011G261550	AL3G43340
OG0019487	As011G261880	AL3G44760
OG0019488	As011G262310	AL3G46280
OG0019490	As011G265840	AL3G52810
OG0019491	As012G267670	AL1G64580
OG0019492	As012G267880	AL1G64220
OG0019494	As012G273440	AL1G56030
OG0019495	As012G288900	AL4G47670
OG0019617	As001G004350	AL7G39820
OG0019618	As001G017120	AL1G46870
OG0019619	As001G019240	AL1G67130
OG0019620	As002G035140	AL3G21280
OG0019621	As002G043690	AL8G26080
OG0019622	As002G049640	AL8G34050
OG0019623	As002G050030	AL6G41210
OG0019624	As002G052720, As002G052680, As002G052710	AL8G43150
OG0019625	As003G073670	AL7G13380
OG0019626	As003G076010	AL7G10760
OG0019627	As004G077740	AL7G52180
OG0019628	As004G089500	AL8G11410
OG0019629	As005G117440	AL6G20020
OG0019630	As006G122210	AL6G52590
OG0019632	As006G131520	AL4G19370
OG0019633	As007G154940	AL1G30970
OG0019634	As007G179730	AL4G12950
OG0019635	As008G187060	AL8G29190
OG0019637	As009G206080, As012G284490	AL6G39280
OG0019638	As010G221510	AL5G29690
OG0019639	As010G225930	AL5G23240
OG0019641	As010G230250, As010G230270, As010G230260	nbis-gene-836
OG0019643	As010G235910	AL1G57870, AL8G28860
OG0019644	As010G237030	AL2G36580
OG0019645	As011G247970	AL3G28430
OG0019647	As011G263030	AL3G47770
OG0019649	As012G267790	AL1G64460
OG0019650	As012G274090	AL1G54510
OG0019651	As012G276060	AL5G33240
OG0019652	As012G285120	AL5G40810
OG0019653	As012G289370	AL5G46310
OG0019775	As001G002740	AL7G21470
OG0019776	As001G018500	AL1G65010
OG0019777	As001G018630	AL1G65140
OG0019778	As001G025740	AL1G41880
OG0019782	As003G059130	nbis-gene-1807
OG0019784	As003G076260	AL7G10450
OG0019785	As004G078970	AL8G11510
OG0019786	As004G087450	AL8G14260
OG0019788	As004G093770	AL9U10670
OG0019789	As005G101440, As005G101460, As005G101450	AL4G44800
OG0019790	As005G102720, As005G102700	AL4G43500
OG0019791	As006G136500	AL3G12990, AL288U10030
OG0019793	As007G152310	AL1G27990
OG0019794	As007G158350	AL1G35850, AL1G35820, AL3G43850
OG0019795	As008G194190	AL1G15950
OG0019797	As010G225900	AL5G23300
OG0019798	As010G239650	AL2G33690
OG0019799	As010G241370	AL2G32070
OG0019800	As011G247720	AL3G28150
OG0019802	As011G256200	nbis-gene-777, nbis-gene-776, nbis-gene-628
OG0019803	As011G259550	AL5G26140
OG0019804	As012G285980	AL5G42210
OG0019930	As419G298090, As289G297800, As160G296630, As001G011540, As240G297410, As205G296940	nbis-gene-468, nbis-gene-508
OG0019933	As001G030770	AL2G10850
OG0019934	As002G039950	AL8G23760
OG0019937	As002G046510	AL8G30160
OG0019938	As002G047810, As002G048140	AL8G32130
OG0019940	As003G073110	AL7G14030
OG0019941	As004G077450	AL7G46740
OG0019942	As004G080120	AL6G43250
OG0019943	As004G083360	AL6G43840
OG0019944	As004G083740	AL6G44510
OG0019945	As004G084050	AL6G44970
OG0019946	As004G085130	AL6G47210
OG0019947	As004G086840, As004G086900	AL8G15110
OG0019948	As004G094070	AL9U10260
OG0019949	As004G098530	AL7G15580
OG0019950	As005G099580	AL4G46900
OG0019951	As005G107560	AL6G11770
OG0019954	As006G134410	nbis-gene-1770
OG0019955	As006G145570, As009G217220	nbis-gene-1092
OG0019956	As007G153330	nbis-gene-97
OG0019957	As007G160260	AL1G38510
OG0019959	As008G184250, As008G184240	AL1G24760
OG0019961	As009G213500, As009G213410	AL8G43290
OG0019962	As010G225940	AL5G23130
OG0019963	As010G243990	AL2G41280
OG0020094	As001G021100	AL2G15850
OG0020096	As001G024570, As007G161020	AL5G14040
OG0020097	As002G045990	nbis-gene-2133
OG0020098	As002G047460	AL8G31260
OG0020099	As003G058970	AL7G33090
OG0020100	As003G063870	AL1G50420
OG0020101	As003G066420	AL1G53310
OG0020103	As004G081780	AL4G29170
OG0020104	As004G082930	AL8G19660
OG0020105	As005G118020, As005G118040, As005G118050, As005G118080, As005G118070	AL8G42450
OG0020107	As006G133640	AL6G10020
OG0020108	As006G139370	AL3G16700
OG0020112	As008G198880	AL6G27250
OG0020115	As009G212690	nbis-gene-863, nbis-gene-1476
OG0020116	As010G224790	AL5G24860
OG0020118	As011G253530	AL3G35470
OG0020119	As012G287110	AL5G43360
OG0020268	As001G026250, As001G026240	AL5G16630, AL5G16620
OG0020270	As001G027820	AL5G19390
OG0020271	As001G028290	AL2G25700
OG0020272	As001G028810	AL2G24270, AL2G23250
OG0020274	As002G040360, As004G090380	AL9U10730, AL6G41400
OG0020276	As002G040930	AL8G23990
OG0020278	As003G061050	AL7G30400
OG0020281	As004G097550	AL7G49030
OG0020288	As007G158700	AL1G36220
OG0020289	As007G160490	AL1G38890
OG0020292	As008G197930	AL1G11880
OG0020293	As008G198120	AL1G11700
OG0020295	As009G200240, As009G200230	AL6G24840
OG0020298	As010G223340	AL5G27140
OG0020299	As010G224490	AL5G25440
OG0020300	As010G227280	AL5G21160
OG0020303	As011G246300	AL3G26480
OG0020470	As001G022150	AL2G13710
OG0020471	As001G029420	AL2G22200
OG0020472	As001G030020	AL1G64660, AL1G57230
OG0020473	As002G041890	AL8G24270
OG0020475	As003G075750	AL7G11040
OG0020479	As004G094110	AL4G11090
OG0020480	As005G098700	AL4G47600
OG0020483	As006G132100	nbis-gene-993
OG0020484	As006G135910	AL3G12340
OG0020485	As007G158400	AL1G35840, AL3G43840, AL1G35800
OG0020488	As012G272470	AL1G57550, AL7G52240
OG0020489	As311G297880	nbis-gene-467, nbis-gene-509
OG0020666	As001G000250	nbis-gene-1767
OG0020668	As001G018160	AL7G38620
OG0020669	As001G018390	AL1G64920
OG0020671	As002G035050	AL3G21220
OG0020673	As003G069620	AL1G45620
OG0020674	As003G070770	AL1G44190
OG0020677	As006G140290	AL258U10020, AL3G17390
OG0020682	As008G199530	AL1G10160
OG0020683	As009G200950	nbis-gene-1521
OG0020684	As009G214700	AL6G13970
OG0020687	As010G235740	nbis-gene-610
OG0020689	As012G284000	AL4G39880
OG0020690	As012G288990	AL5G45950
OG0020881	As001G004850	AL8G41860
OG0020885	As002G034240	AL357U10020
OG0020889	As004G085220	AL1G23370
OG0020891	As007G158580	AL2G31780
OG0020893	As009G202910	AL6G27960
OG0020895	As010G227290	AL5G20930
OG0021218	As003G057480	AL7G35110
OG0021219	As003G064370	AL1G51230
OG0021221	As004G085450, As006G146100	AL3G47090
OG0021230	As006G135490	AL3G11850
OG0021233	As008G197380	AL1G12570
OG0021234	As009G205710	AL5G24980
OG0021236	As010G228970	AL3G49130
OG0021238	As011G247330	AL3G27610
OG0021567	As004G077170	AL7G46390
OG0021568	As004G083840, As006G137960	AL1G57100
OG0021569	As004G093050	AL9U11660
OG0021574	As006G125150	AL8G16990, AL8G17030, AL178U10010
OG0021575	As006G130010	AL4G21950
