Orthogroup	Aethionema_saxatile	Brassica_rapa
OG0014780	As001G025470	XP_009152043.1
OG0014781	As001G025590	XP_009152026.1
OG0014782	As001G025640	XP_009152023.1
OG0014783	As001G025790	XP_009152010.1
OG0014784	As001G025850	XP_009152003.1
OG0014785	As001G025950	XP_009111553.1
OG0014786	As001G026000	XP_009151991.1
OG0014787	As001G026160	XP_009129431.1
OG0014788	As001G026400	XP_009111573.1
OG0014789	As001G026540	XP_018515004.1
OG0014790	As001G026670	XP_009129395.2
OG0014791	As001G026820	XP_033140781.1
OG0014792	As001G026830	XP_009151903.1
OG0014793	As001G027070	XP_009151869.1
OG0014794	As001G027230	XP_009151854.1
OG0014795	As001G027260	XP_009151846.2
OG0014796	As001G027770, As004G078300	XP_009139835.1
OG0014797	As001G027890	XP_033140739.1
OG0014798	As001G028090	XP_009151756.1
OG0014800	As001G028200	XP_009124638.2
OG0014801	As001G028270	XP_009127533.1
OG0014802	As001G028370	XP_009127524.1
OG0014803	As001G028400	XP_009127521.1
OG0014804	As001G028560	XP_009105234.1
OG0014805	As001G028800	XP_009105205.1
OG0014806	As001G028900	XP_009127483.1
OG0014807	As001G029010	XP_009127472.1
OG0014808	As001G029090	XP_009105189.1
OG0014809	As001G029190	XP_009105171.1
OG0014810	As001G029240	XP_009127456.1
OG0014811	As001G029270	XP_009105166.1
OG0014812	As001G029310	XP_009105157.1
OG0014813	As001G029390	XP_009105153.1
OG0014814	As001G029540	XP_009127392.1
OG0014815	As001G029640	XP_009127386.1
OG0014816	As001G029670	XP_009127382.2
OG0014818	As001G029810	XP_033131185.1
OG0014819	As001G029830	XP_009128472.1
OG0014820	As001G029850	XP_009127724.1
OG0014821	As001G029900	XP_018511963.2
OG0014822	As001G029910	XP_009128462.1
OG0014823	As001G029960	XP_009113433.1
OG0014824	As001G029980	XP_018510675.1
OG0014825	As001G030030	XP_033129190.1
OG0014826	As001G030170	XP_009114221.1
OG0014827	As001G030260	XP_009115753.1
OG0014828	As001G030380	XP_009152140.1
OG0014829	As001G030440	XP_009124666.1
OG0014830	As001G030490	XP_009112872.1
OG0014831	As001G030510	XP_009112837.1
OG0014832	As001G030580	XP_018510635.1
OG0014833	As001G031010	XP_009112911.1
OG0014834	As001G031090	XP_033135369.1
OG0014835	As001G031200	XP_009112928.1
OG0014836	As001G031290	XP_009112942.1
OG0014837	As001G031320	XP_009112945.1
OG0014838	As001G031330, As001G031340	XP_009112748.1
OG0014839	As001G031370	XP_033136352.1
OG0014840	As001G031380	XP_009112747.1
OG0014841	As001G031530	XP_009112974.1
OG0014842	As001G031740	XP_009113032.1
OG0014843	As001G031820	XP_009113041.1
OG0014844	As001G031870	XP_009113045.1
OG0014845	As001G031890	XP_009113050.1
OG0014846	As001G031910	XP_009113053.2
OG0014847	As001G032040	XP_033134784.1
OG0014848	As002G032410	XP_009146609.2
OG0014849	As002G032480	XP_033133052.1
OG0014850	As002G032590	XP_009139703.1
OG0014851	As002G032680	XP_018513275.1, XP_018509444.1
OG0014852	As002G032840	XP_009142049.1
OG0014853	As002G032880	XP_009137584.1
OG0014854	As002G033180	XP_009133473.1
OG0014856	As002G033290	XP_009141963.1
OG0014857	As002G033380	XP_009141951.1
OG0014858	As002G033490	XP_009142719.1
OG0014859	As002G033620	XP_009142714.1
OG0014860	As002G033760	XP_009142706.1
OG0014861	As002G033800	XP_009142705.1
OG0014862	As002G033940	XP_009135069.1
OG0014863	As002G033960	XP_009123475.2
OG0014864	As002G034040	XP_009123446.1
OG0014865	As002G034090	XP_009123421.1
OG0014866	As002G034180	XP_009146939.1
OG0014867	As002G034310	XP_009146927.2
OG0014868	As002G034400	XP_009146921.1
OG0014869	As002G034490	XP_009123262.1
OG0014870	As002G034670	XP_009123226.1
OG0014871	As002G034680	XP_009123211.1
OG0014872	As002G034930	XP_009146893.1
OG0014873	As002G034940	XP_009146891.1
OG0014874	As002G034990	XP_009146886.1
OG0014875	As002G035040, As005G108510	XP_009125514.1
OG0014876	As002G035230	XP_033147888.1
OG0014877	As002G035250	XP_009146875.1
OG0014878	As002G035460	XP_009146860.1
OG0014879	As002G035560	XP_009146850.1
OG0014880	As002G035590	XP_009135104.1
OG0014881	As002G035630	XP_009146844.1
OG0014882	As002G036170	XP_009146811.1
OG0014883	As002G040530, As002G036390	XP_009126941.1
OG0014884	As002G036630	XP_009146780.1
OG0014885	As002G036780	XP_009146792.1
OG0014886	As002G036830	XP_009146754.1
OG0014887	As002G036930	XP_009122356.1
OG0014888	As002G037110, As002G037100	XP_009146735.1
OG0014889	As002G038310	XP_033147419.1
OG0014890	As002G038630	XP_009120892.1
OG0014891	As002G038750	XP_009146647.1
OG0014892	As002G038920	XP_009146616.1
OG0014893	As002G039340	XP_009134081.1
OG0014894	As002G039430	XP_009123552.1
OG0014895	As002G039440	XP_009134079.1
OG0014896	As002G039880	XP_009127374.1
OG0014897	As002G041360	XP_009135758.1
OG0014898	As002G041960	XP_009118892.1
OG0014899	As002G042150	XP_009148079.1
OG0014900	As002G042300	XP_009127350.1
OG0014901	As002G042320	XP_009127348.1
OG0014902	As002G042390	XP_009132696.1
OG0014903	As002G042600	XP_009140890.1
OG0014904	As002G042780	XP_009132677.1
OG0014905	As002G043290	XP_009132613.1
OG0014906	As002G043490	XP_009107333.1
OG0014907	As002G043500	XP_009132597.1
OG0014908	As002G043580	XP_009127281.1
OG0014909	As002G043600	XP_009127276.1
OG0014910	As002G043620	XP_009123384.1
OG0014911	As002G043860	XP_009106970.1
OG0014912	As002G043950	XP_009132550.1
OG0014913	As002G043960	XP_009132551.1
OG0014914	As002G043990	XP_033138422.1, XP_018513412.1
OG0014915	As002G044010	XP_009106908.1, XP_033128883.1
OG0014916	As002G044020	XP_018513411.1
OG0014917	As002G044190	XP_009127249.1
OG0014918	As006G143690, As002G044300	XP_009127234.2
OG0014919	As002G044330	XP_009127231.1
OG0014920	As002G044510	XP_009127213.1
OG0014921	As002G044720	XP_009132484.1
OG0014922	As002G044870	XP_009132500.1
OG0014923	As002G045010	XP_009119840.1
OG0014924	As002G045190	XP_009119890.1
OG0014925	As002G045220	XP_009127165.2
OG0014926	As002G045350	XP_009119909.1
OG0014927	As002G045740	XP_009119927.1
OG0014928	As002G046160	XP_009127090.1
OG0014929	As002G046600	XP_009120010.1
OG0014930	As002G046980	XP_033132823.1
OG0014931	As002G047140	XP_009120049.1
OG0014932	As002G047230	XP_009120057.1
OG0014933	As002G047290	XP_033139626.1
OG0014934	As002G047360	XP_009132370.1
OG0014935	As002G047870	XP_009120125.1
OG0014936	As002G047960	XP_009120138.1
OG0014937	As002G048060	XP_009132313.1
OG0014938	As002G048130	XP_009132302.1
OG0014939	As002G048270	XP_009120169.1
OG0014940	As002G048370	XP_009120184.1
OG0014941	As002G048380	XP_009120182.1
OG0014942	As002G048720	XP_009132151.1
OG0014943	As002G048740	XP_009120224.1
OG0014944	As002G048750	XP_018510780.1
OG0014945	As002G049100	XP_009126838.1
OG0014946	As002G049310	XP_009120281.1
OG0014947	As002G049340	XP_009120284.1
OG0014948	As002G049440	XP_009120294.1, XP_009132108.1
OG0014949	As002G049530	XP_009132102.1
OG0014950	As002G049610	XP_009126804.1
OG0014951	As002G049930	XP_009120326.2
OG0014952	As002G049950	XP_009132081.1
OG0014953	As002G050010	NP_001288838.1
OG0014954	As002G050080	XP_009141245.1
OG0014955	As002G050250	XP_009125906.1
OG0014956	As002G050260	XP_009125909.1
OG0014957	As002G050540	XP_009131319.1
OG0014958	As002G050740	XP_033142471.1
OG0014959	As002G051100	XP_009125851.1
OG0014960	As002G051360	XP_009121908.1
OG0014961	As002G051710, As002G051690	XP_009121934.1
OG0014962	As002G051740	XP_009125808.1
OG0014963	As002G051850	XP_009121950.1
OG0014964	As002G051900	XP_033138548.1
OG0014965	As002G051920	XP_009121965.1
OG0014966	As002G052130	XP_009125786.1
OG0014967	As002G052180	XP_009122001.1
OG0014968	As002G052190	XP_009122002.1
OG0014969	As002G052220	XP_009143421.1
OG0014970	As002G052280	XP_009122011.1
OG0014971	As002G052310	XP_009122014.1
OG0014972	As002G052340	XP_009125267.1
OG0014973	As002G052540	XP_009131173.1
OG0014974	As002G052560	XP_009125286.1
OG0014975	As002G052760	XP_009122045.1
OG0014976	As002G052800	XP_009131160.1
OG0014977	As002G052830	XP_009122052.1
OG0014978	As002G052920	XP_018511090.1
OG0014979	As002G053100	XP_009122076.1
OG0014980	As002G053110	XP_009122078.1
OG0014981	As002G053320	XP_009122102.1
OG0014982	As002G053600	XP_009125354.1
OG0014983	As002G053650	XP_009122527.1
OG0014984	As002G053780	XP_009122518.1
OG0014985	As002G053790	XP_009125763.1
OG0014986	As002G054080	XP_009122494.1
OG0014987	As002G054540	XP_009131058.1
OG0014988	As002G054570	XP_009125725.1
OG0014989	As002G054810	XP_033144935.1
OG0014990	As002G055170	XP_009122324.2
OG0014991	As002G055260	XP_009130996.1
OG0014992	As002G055340	XP_009125687.1
OG0014993	As002G055420	XP_009122350.1
OG0014994	As003G055600	XP_009144687.1
OG0014995	As003G055730	XP_009108319.1
OG0014996	As003G055750	XP_009144551.1
OG0014997	As003G056110	XP_009136869.1
OG0014998	As003G056130	XP_009136870.1
OG0014999	As003G056770	XP_009108360.1
OG0015000	As003G056950	XP_009131789.1
OG0015001	As003G057060	XP_009132000.1
OG0015002	As003G057080	XP_018508855.2
OG0015003	As003G057130	XP_009132069.1
OG0015004	As003G057250	XP_009136957.1
OG0015005	As003G057270	NP_001288965.1
OG0015006	As003G057520	XP_033144513.1
OG0015007	As003G057590	XP_009132535.1
OG0015008	As003G057740	XP_009132764.1
OG0015009	As003G057950	XP_009133120.1
OG0015010	As003G057960	XP_009133147.2
OG0015011	As003G058020	XP_009133206.1
OG0015012	As003G058260	XP_033128978.1
OG0015013	As003G058670, As003G058710	XP_009133906.1
OG0015014	As003G058780	XP_009134010.1
OG0015015	As003G058830	XP_009134054.1
OG0015016	As003G058880	XP_009110367.1
OG0015017	As003G059070	XP_018508067.1
OG0015018	As003G059140	XP_009134603.1
OG0015019	As003G059260, As009G200120	XP_018511204.1
OG0015020	As003G059280	XP_009134680.1
OG0015021	As003G059490	XP_009134802.1
OG0015022	As003G059550	XP_009134846.1
OG0015023	As003G059580	XP_033133212.1
OG0015024	As003G059700	XP_009137204.2
OG0015025	As003G059820	XP_009135238.1
OG0015026	As003G059870	XP_009135289.1
OG0015027	As003G059990	XP_009135472.1
OG0015028	As003G060500	XP_009135961.1
OG0015029	As003G060660	XP_009136073.1
OG0015030	As003G060860	XP_009136244.1
OG0015031	As003G060910	XP_018513614.1
OG0015032	As003G061040	XP_009136680.1
OG0015033	As003G062040	XP_009137568.1
OG0015034	As003G062250	XP_009137727.1
OG0015035	As003G062320	XP_033132256.1
OG0015036	As003G062360	XP_009151458.1
OG0015037	As003G062390	XP_009114848.1
OG0015038	As003G062440	XP_009107963.1
OG0015039	As003G062460	XP_009151462.1
OG0015040	As003G062610	XP_009123749.1
OG0015041	As003G062630	XP_033135497.1
OG0015042	As003G062670	XP_009114808.2
OG0015043	As003G062730	XP_009114800.2
OG0015044	As003G063280	XP_009114750.1
OG0015045	As003G063310	XP_009114748.1
OG0015046	As003G063350	XP_009114739.1
OG0015047	As003G063460	XP_009107921.1
OG0015048	As003G063800	XP_009114716.1
OG0015049	As003G063840	XP_009107656.1
OG0015050	As003G063850	XP_033135787.1
OG0015051	As003G063960	XP_009107913.1
OG0015052	As003G064090	XP_033148750.1
OG0015053	As003G064180	XP_009107903.1
OG0015054	As003G064190	XP_009144941.1
OG0015056	As003G064230	XP_033148751.1
OG0015057	As003G064580	NP_001288853.1
OG0015058	As003G064600	XP_009145050.1
OG0015059	As003G064650	XP_009123047.1
OG0015060	As003G064830	XP_009123033.1
OG0015061	As003G064890	XP_009107489.1
OG0015062	As003G064970	XP_009127576.1
OG0015063	As003G065040	XP_009111402.1
OG0015064	As003G065110	XP_009107484.1
OG0015065	As003G065220	XP_009129550.1
OG0015066	As003G065290	XP_009124513.1
OG0015067	As003G065400	XP_009118936.1
OG0015068	As003G065470	XP_033137525.1
OG0015069	As003G065560	XP_009107422.1
OG0015070	As003G065820	XP_009118921.1
OG0015071	As003G066010	XP_009107645.1
OG0015072	As003G066280	XP_009123535.1
OG0015073	As003G066290	XP_009123534.2
OG0015074	As003G066300	XP_018511404.1
OG0015076	As003G066600	XP_009107400.1
OG0015077	As003G067310	XP_009109771.1
OG0015078	As003G067480	XP_009135821.1
OG0015079	As003G068120	XP_009113734.1
OG0015080	As003G068230	XP_009109776.1
OG0015081	As003G068390, As009G218090	XP_009136481.1
OG0015082	As003G068640	XP_009109748.2
OG0015083	As003G068970	XP_009113673.1
OG0015084	As003G069850	XP_009109677.1
OG0015085	As003G070140	XP_009115224.1
OG0015086	As003G070300	XP_009115213.1
OG0015087	As003G070450	XP_009115202.1
OG0015088	As003G070490	XP_009115198.1
OG0015089	As003G070650	XP_009115195.1
OG0015090	As003G070670	XP_009115192.1
OG0015091	As003G071110	XP_009115133.1
OG0015092	As003G071230	XP_009115114.1
OG0015093	As003G071250	XP_009115060.1
OG0015094	As003G071660	XP_009102464.2
OG0015095	As003G071880	XP_009151519.1
OG0015096	As003G072160	XP_033132977.1
OG0015097	As003G072230	XP_033142588.1
OG0015098	As003G072270	XP_009148401.1
OG0015099	As003G072330	XP_009138403.1
OG0015100	As003G072350	XP_009147422.1
OG0015101	As003G072450	XP_009146238.2
OG0015102	As003G072590	XP_009138423.1
OG0015103	As003G072990	XP_009141825.1
OG0015104	As003G073030	XP_033144271.1
OG0015105	As003G073040	XP_009141493.1
OG0015106	As003G073050	XP_018511219.1
OG0015107	As003G073080	XP_009141323.1
OG0015108	As003G073370	XP_009138470.1
OG0015109	As003G073430	XP_009138482.1
OG0015110	As003G073480	XP_009137739.1
OG0015111	As003G073510	XP_009137560.1
OG0015112	As003G073660	XP_009136438.1, XP_009136332.1
OG0015113	As003G073820	XP_009124274.2
OG0015114	As003G073910	XP_009138512.1
OG0015115	As003G074100	XP_009138533.2
OG0015116	As003G074270	XP_009132152.1
OG0015117	As003G074340	XP_009131836.1
OG0015118	As003G074420	XP_009131305.1
OG0015119	As003G074450	XP_033133127.1
OG0015120	As003G074470	XP_009139691.1
OG0015121	As003G074680	XP_009129775.1
OG0015122	As003G075000	XP_009126909.1
OG0015123	As003G075030	XP_009109453.1
OG0015124	As003G075110	XP_009109460.1
OG0015125	As003G075470	XP_009109472.1
OG0015126	As003G075540	XP_009101881.2
OG0015127	As003G075720	XP_009102260.1
OG0015128	As003G075830	XP_033141620.1
OG0015129	As003G076000	XP_009136626.1
OG0015130	As003G076040	XP_009101926.2
OG0015131	As003G076110	XP_009109532.1
OG0015132	As003G076140	XP_009109534.1
OG0015133	As003G076160	XP_009119419.2
OG0015134	As003G076420	XP_009101951.1
OG0015135	As003G076440	XP_009101950.1
OG0015136	As003G076480	XP_009109555.1
OG0015137	As003G076490	XP_009101946.1
OG0015138	As003G076550	XP_009125880.1
OG0015139	As003G076570	XP_009109553.1
OG0015140	As003G076640	XP_009124989.1
OG0015141	As004G076680	XP_009102283.1
OG0015142	As004G076750	XP_033145793.1
OG0015143	As004G076850	XP_009144655.1
OG0015144	As004G076880	XP_009144649.1
OG0015145	As004G076960	XP_009124221.2
OG0015146	As004G076970	XP_009127400.1
OG0015147	As004G077210	XP_009139725.1
OG0015149	As004G077440	XP_033131571.1
OG0015150	As004G077470	XP_009139755.1
OG0015151	As004G077510	XP_009125056.1
OG0015152	As004G077810	XP_009125078.1
OG0015153	As004G077850	XP_009125091.1
OG0015154	As004G077910	XP_009139802.1
OG0015155	As004G078220	XP_009139826.2
OG0015156	As004G078420	XP_009139907.1
OG0015157	As004G078560	XP_033145966.1
OG0015158	As004G078570	XP_009139925.1
OG0015159	As004G078640	XP_009114397.1
OG0015160	As004G078700	XP_009107751.1
OG0015161	As004G078840	XP_009143703.1
OG0015162	As004G078870	XP_009143701.1
OG0015163	As004G078890	XP_009143700.1
OG0015164	As004G079220	XP_009150055.1
OG0015165	As004G079260	XP_009150051.1
OG0015166	As004G079310	XP_009145225.1
OG0015167	As004G079440	XP_009141497.1, XP_009144134.1
OG0015168	As004G079470	XP_009141487.1
OG0015169	As004G079500	XP_009143665.1
OG0015170	As004G079550	XP_009141485.1
OG0015171	As004G079610	XP_009143679.1
OG0015172	As004G080130	XP_009114734.1
OG0015173	As004G080240	XP_009134143.1
OG0015174	As004G080520	XP_033144996.1
OG0015175	As004G080540	XP_009113502.1
OG0015176	As004G080560	XP_009134106.1
OG0015177	As004G080610	XP_009134103.1
OG0015178	As004G080620	XP_009113492.1
OG0015179	As004G080630	XP_009123838.1
OG0015180	As004G080830	XP_009151422.1
OG0015181	As004G081070	XP_009132982.1, XP_009141467.1
OG0015182	As004G081120	XP_033147643.1
OG0015183	As004G081180	XP_009143805.1
OG0015184	As004G081380	XP_009143825.1
OG0015185	As004G081430	XP_033146305.1
OG0015186	As004G081550	XP_009143831.1
OG0015187	As004G081560	XP_009143834.1
OG0015188	As004G081670	XP_009141331.1
OG0015189	As004G081800	XP_009143857.1, XP_009141320.1
OG0015190	As004G081950	XP_009101801.2
OG0015191	As004G081980	XP_009101807.1
OG0015192	As004G081990	XP_009101808.1
OG0015193	As004G082160	XP_009101822.1
OG0015194	As004G082170	XP_009114017.1
OG0015195	As004G082230	XP_009101831.1
OG0015196	As004G082360	XP_009101838.2
OG0015197	As004G082380	XP_009123697.1
OG0015198	As004G082590	XP_033141270.1
OG0015199	As004G082680	XP_009113445.1
OG0015200	As004G082690	XP_009120855.1
OG0015201	As004G082720	XP_009101759.1
OG0015202	As004G082780	XP_009131728.1
OG0015203	As004G082810	XP_009138557.1
OG0015204	As004G083350	XP_009134180.1
OG0015205	As004G083420	XP_033140683.1
OG0015206	As004G083460	XP_009134181.1
OG0015207	As004G083540	XP_009134182.1
OG0015208	As004G083550	XP_033135208.1
OG0015209	As004G083630	XP_009128718.1
OG0015210	As004G083730	XP_009113615.1
OG0015211	As004G083890	XP_009134200.1
OG0015212	As004G083930	XP_009128702.1
OG0015213	As004G083980	XP_009108220.1
OG0015214	As004G084080	NP_001288923.1
OG0015215	As004G084100	XP_033142019.1
OG0015216	As004G084120	XP_009108209.1
OG0015217	As004G084220	XP_009108199.1
OG0015218	As004G084340	XP_009108192.1
OG0015219	As004G084390	XP_033140686.1
OG0015220	As004G084420	XP_009108183.1
OG0015221	As004G084620	XP_009108158.1
OG0015222	As004G084630	XP_009128669.1
OG0015223	As004G084780	XP_009114655.1
OG0015224	As004G084880	XP_033134824.1
OG0015225	As004G084990	XP_033141523.1
OG0015226	As004G085050	XP_009129703.1
OG0015227	As004G085210	XP_033142726.1
OG0015228	As004G085490	XP_033142099.1
OG0015229	As004G085520	XP_009114586.1
OG0015230	As004G085590	XP_009114580.1
OG0015231	As004G085610	XP_009134299.1
OG0015232	As004G085660	XP_009114574.1
OG0015233	As004G085700	XP_009114558.2
OG0015234	As004G085810	XP_033136381.1
OG0015235	As004G086060	XP_009114519.2
OG0015236	As004G086250	XP_009114493.1
OG0015237	As004G086640	XP_009113913.1
OG0015238	As004G087020	XP_009101689.1
OG0015239	As004G087030	XP_009101687.1
OG0015240	As004G087140	XP_009101643.1
OG0015241	As004G087800	XP_009128781.2
OG0015242	As004G088080	XP_009101583.1
OG0015243	As004G088220	XP_009114390.2
OG0015244	As004G088270	XP_009101565.2
OG0015245	As004G088320	XP_009128819.1
OG0015246	As004G088390, As010G240070	XP_009104804.2
OG0015247	As004G088450	XP_009128827.1
OG0015248	As004G088460	XP_009128830.1
OG0015249	As012G268470, As004G088490	XP_009103727.1
OG0015250	As004G088770	XP_033128337.1, XP_009128854.1, XP_033136898.1
OG0015251	As004G088800	XP_009114361.1
OG0015252	As004G088890	XP_009101518.2
OG0015253	As004G088920	XP_009101380.1
OG0015254	As004G089280	XP_009116312.1
OG0015255	As004G089630	XP_009101454.1
OG0015256	As004G090730	XP_009144640.1
OG0015257	As004G090770	XP_009124271.1
OG0015258	As004G091080	XP_009114280.1
OG0015259	As004G091110	XP_033128240.1
OG0015260	As004G092140	XP_033132277.1
OG0015261	As004G092160	XP_009136139.1
OG0015262	As004G092270	XP_009124258.1
OG0015263	As004G092440	XP_033131637.1
OG0015264	As004G092490	XP_009124252.2
OG0015265	As004G093010	XP_009139659.1
