Orthogroup	Aethionema_saxatile	Odontarrhena_muralis
OG0016176	As010G238900	Om004G139180
OG0016177	As010G238960	Om004G139300
OG0016178	As010G238990	Om004G139390
OG0016179	As010G239200	Om004G139680
OG0016180	As010G239210	Om004G139690
OG0016181	As010G239240	Om004G139750
OG0016182	As010G239460	Om004G140110
OG0016183	As010G239540	Om006G260500, Om004G140230
OG0016184	As010G239770	Om004G140540
OG0016185	As010G239950	Om004G140810
OG0016186	As010G240230	Om004G141170
OG0016187	As010G240270	Om004G141330
OG0016188	As010G240310	Om004G141360
OG0016189	As010G240540	Om004G141790
OG0016190	As010G240570	Om004G141830
OG0016191	As010G240600	Om004G141860
OG0016192	As010G240620	Om004G141880
OG0016193	As010G240680, As010G240660	Om004G141930
OG0016194	As010G240820	Om004G142010
OG0016195	As010G241080	Om004G142350
OG0016196	As010G241240	Om004G142460
OG0016197	As010G241260	Om004G142500
OG0016198	As010G241280	Om004G142520
OG0016199	As010G242130	Om004G132660
OG0016200	As010G242250	Om004G132440
OG0016201	As010G242260	Om004G132430
OG0016202	As010G242290	Om004G132390
OG0016203	As010G242350	Om004G132340
OG0016204	As010G242640, As010G242630	Om004G131980
OG0016205	As010G242970	Om004G131570
OG0016206	As010G243150	Om004G131330
OG0016207	As010G243250	Om004G131220
OG0016208	As010G244050	Om004G130120
OG0016209	As010G244060	Om004G130110
OG0016210	As010G244170	Om004G129990
OG0016211	As010G244200	Om004G129980
OG0016212	As010G244240	Om004G129900
OG0016213	As010G244390	Om004G129690
OG0016214	As010G244500	Om004G129520
OG0016215	As010G244550	Om004G129580
OG0016216	As010G244560	Om004G129590
OG0016217	As010G244570	Om004G129600
OG0016218	As011G244690	Om002G056650
OG0016219	As011G244780	Om002G056840
OG0016220	As011G244950	Om002G057090
OG0016221	As011G244990	Om002G057150
OG0016222	As011G245520	Om002G057830
OG0016223	As011G245620	Om002G058030
OG0016224	As011G245640	Om002G058040
OG0016225	As011G245730	Om002G058170
OG0016226	As011G246040	Om002G058630
OG0016227	As011G246260	Om002G058920
OG0016228	As011G246880	Om002G059820
OG0016229	As011G246980	Om002G059960
OG0016230	As011G247190	Om002G060250
OG0016231	As011G247590	Om002G060770
OG0016232	As011G247700	Om002G060940
OG0016233	As011G247880	Om002G061340
OG0016234	As011G248100	Om002G061610
OG0016235	As011G248130	Om002G061640
OG0016236	As011G248350	Om002G062030
OG0016237	As011G248430	Om002G062200
OG0016238	As011G248440	Om002G062210
OG0016239	As011G248450	Om002G062220
OG0016240	As011G248480	Om002G062280
OG0016241	As011G248790, As011G248800	Om007G283590
OG0016242	As011G248820	Om002G062770
OG0016243	As011G248960	Om002G063110
OG0016244	As011G249100	Om002G063380
OG0016245	As011G249110	Om002G063390
OG0016246	As011G249130	Om002G063440
OG0016247	As011G249170	Om002G063500
OG0016248	As011G249190	Om002G063530
OG0016250	As011G249480	Om002G063990
OG0016251	As011G249550	Om002G064050
OG0016252	As011G249580	Om002G064080
OG0016253	As011G249650	Om002G064190
OG0016254	As011G249940	Om002G064610
OG0016255	As011G249990	Om002G064670
OG0016256	As011G250060	Om002G064770
OG0016257	As011G250110	Om002G064820
OG0016258	As011G250160	Om002G064870
OG0016259	As011G250430	Om002G065340
OG0016260	As011G250640	Om002G065570
OG0016261	As011G250750	Om002G065730
OG0016263	As011G251050	Om002G066120
OG0016264	As011G251210	Om002G066400
OG0016265	As011G257300, As011G251280	Om002G066540
OG0016266	As011G251680	Om002G067020
OG0016267	As011G251700	Om002G067040
OG0016268	As011G251810	Om002G067140
OG0016269	As011G251890	Om002G067220
OG0016270	As011G251900	Om002G067230
OG0016271	As011G252000	Om002G067360
OG0016272	As011G252770	Om002G068260
OG0016273	As011G252900	Om005G224420
OG0016274	As011G252940	Om002G068570
OG0016275	As011G252960	Om002G068580
OG0016276	As011G253040	Om002G068660
OG0016277	As011G253250	Om002G074450
OG0016278	As011G253380	Om002G069650
OG0016279	As011G253500	Om002G069510
OG0016280	As011G253540	Om002G069480
OG0016281	As011G254020	Om002G070300
OG0016282	As011G254210	Om002G070470
OG0016283	As011G254460	Om002G070780
OG0016284	As011G255100	Om002G071770
OG0016285	As011G255240	Om002G071910
OG0016287	As011G255940	Om002G073100
OG0016288	As011G256190	Om002G073290
OG0016289	As011G256230	Om002G073320
OG0016290	As011G256250	Om002G073350
OG0016291	As011G256580	Om002G074110
OG0016292	As011G256710	Om002G074250
OG0016293	As011G256740	Om002G074290
OG0016294	As011G256790	Om001G023100
OG0016295	As011G257160	Om004G167570
OG0016296	As011G257500	Om002G074750
OG0016297	As011G257620	Om002G074970
OG0016298	As011G258430	Om005G201860
OG0016299	As011G258650	Om002G075300
OG0016300	As011G258660	Om002G077080
OG0016301	As011G258930	Om002G076140
OG0016302	As011G259270	Om007G293690
OG0016303	As011G260650	Om003G113860
OG0016304	As011G260930	Om002G079490
OG0016305	As011G261100	Om007G288440
OG0016307	As011G261770	Om008G325430
OG0016308	As011G261860	Om002G078890
OG0016309	As011G262040	Om002G079570
OG0016310	As011G262060	Om002G079710
OG0016312	As011G262100	Om002G079740
OG0016313	As011G262110	Om002G079980
OG0016314	As011G262120	Om002G080020
OG0016315	As011G262200	Om002G080170
OG0016316	As011G262220	Om002G080190
OG0016317	As011G262290	Om002G080350
OG0016318	As011G262300	Om002G080280
OG0016319	As011G262360	Om003G105740
OG0016320	As011G262580	Om002G081110
OG0016321	As011G262620	Om002G081170
OG0016322	As011G262650	Om002G081320
OG0016323	As011G262700	Om002G081510
OG0016324	As011G262710	Om002G081630
OG0016325	As011G262860	Om002G055380
OG0016326	As011G263400	Om002G082560
OG0016327	As011G263540	Om002G082640
OG0016328	As011G263680	Om002G082960
OG0016329	As011G263710	Om002G083040
OG0016330	As011G264160	Om002G083670
OG0016331	As011G264250	Om002G083770
OG0016332	As011G264640	Om002G084330
OG0016333	As011G264890	Om008G322530
OG0016334	As011G264910	Om002G084840
OG0016335	As011G265030	Om002G085020
OG0016336	As011G265180	Om002G085890
OG0016337	As011G265350	Om002G085660
OG0016338	As011G265400	Om002G085600
OG0016339	As011G265430	Om002G085570
OG0016340	As011G265480	Om002G085210
OG0016341	As011G265650	Om002G086350
OG0016342	As011G265850	Om002G086690
OG0016343	As011G266030	Om002G086880
OG0016344	As011G266050	Om002G086950
OG0016345	As011G266400	Om002G087400
OG0016346	As011G266530	Om002G087590
OG0016347	As011G266580	Om002G087610
OG0016348	As011G266630	Om002G087770
OG0016349	As011G266740	Om004G143300, Om002G087880
OG0016350	As011G266750	Om002G087890
OG0016351	As011G266940	Om002G088010
OG0016352	As011G267410	Om002G088600
OG0016353	As011G267550	Om006G254670
OG0016354	As011G267590	Om002G071330
OG0016355	As012G267940	Om003G089780
OG0016356	As012G267970	Om003G089800
OG0016357	As012G268040	Om003G089880
OG0016358	As012G268120	Om003G089950
OG0016359	As012G268290	Om003G090180
OG0016360	As012G268360	Om003G090240
OG0016361	As012G268710	Om003G090620
OG0016362	As012G268850	Om003G090910
OG0016363	As012G268920	Om003G090980
OG0016364	As012G268940	Om002G058310
OG0016365	As012G269190	Om003G091540
OG0016366	As012G269230	Om002G058880
OG0016367	As012G269420	Om003G092140, Om003G092020
OG0016368	As012G269520	Om003G092320
OG0016369	As012G269850	Om003G093190
OG0016370	As012G269950	Om003G093440
OG0016371	As012G270100	Om003G093700
OG0016372	As012G270420	Om003G094020
OG0016373	As012G270430	Om003G094030
OG0016374	As012G270450	Om003G094060
OG0016375	As012G270530	Om003G094260
OG0016376	As012G270570	Om003G094310
OG0016377	As012G270630	Om003G094420
OG0016378	As012G270740	Om003G094660
OG0016379	As012G270770	Om003G094680
OG0016380	As012G270860	Om003G094780
OG0016381	As012G270880	Om003G094820
OG0016382	As012G270900	Om003G094860
OG0016383	As012G271630	Om003G096370
OG0016384	As012G271710	Om003G096180
OG0016385	As012G271720	Om003G096170
OG0016386	As012G271780	Om003G096040
OG0016387	As012G271850	Om003G095960
OG0016388	As012G271910	Om003G095890
OG0016389	As012G271920	Om003G095880
OG0016390	As012G271990	Om003G096770
OG0016391	As012G272030	Om003G096800
OG0016392	As012G272080	Om003G096880
OG0016393	As012G272370	Om003G097410
OG0016394	As012G272460	Om003G097560
OG0016395	As012G272480	Om003G097610
OG0016396	As012G272510	Om003G097660
OG0016397	As012G272580	Om003G097740
OG0016398	As012G272850	Om003G098170
OG0016399	As012G272870	Om003G098190
OG0016400	As012G272880	Om003G098200
OG0016401	As012G272890	Om003G098230
OG0016403	As012G273040	Om003G098440
OG0016404	As012G273630	Om003G099380
OG0016405	As012G273740	Om003G099540
OG0016406	As012G273800	Om003G099600
OG0016407	As012G273880	Om003G099690
OG0016408	As012G273970, As022G292030	Om003G099790
OG0016409	As012G274020	Om003G099830
OG0016410	As012G274030	Om003G099880
OG0016411	As012G274050	Om003G099920
OG0016412	As012G274140	Om003G100050
OG0016413	As012G274220	Om003G100130
OG0016414	As012G274350	Om003G100320
OG0016415	As012G274500	Om003G100480
OG0016416	As012G274750	Om003G100900
OG0016417	As012G274770	Om003G100940
OG0016418	As012G274780	Om003G100950
OG0016420	As012G275020	Om007G291160
OG0016421	As012G275370	Om008G340130
OG0016422	As012G275470	Om006G256650
OG0016423	As012G275560	Om006G256550
OG0016424	As012G275760	Om006G256310
OG0016425	As012G275910	Om006G256230
OG0016426	As012G276050	Om006G255840
OG0016427	As012G276170	Om006G255740
OG0016428	As012G276180	Om006G255730
OG0016429	As012G276190	Om006G255700
OG0016430	As012G276610	Om006G255130
OG0016431	As012G276810, As012G276650	Om002G050270
OG0016432	As012G277080	Om005G199200
OG0016433	As012G277100	Om006G254730
OG0016434	As012G277870	Om006G254040
OG0016435	As012G277890	Om006G254030
OG0016436	As012G278500	Om006G256790
OG0016437	As012G278550	Om006G256700
OG0016438	As012G278860	Om006G256840
OG0016439	As012G279010	Om006G256900
OG0016440	As012G279080	Om006G257020
OG0016441	As012G279420	Om004G143820
OG0016442	As012G279460	Om006G257030
OG0016444	As012G280170	Om006G253220
OG0016445	As012G280290	Om006G253040
OG0016446	As012G280720	Om006G252770
OG0016447	As012G280880	Om006G252740
OG0016448	As012G280930	Om006G252710
OG0016449	As012G281720	Om006G252050
OG0016450	As012G281750	Om006G252020
OG0016451	As012G281790	Om006G251980
OG0016452	As012G282550	Om006G251000
OG0016453	As012G282640	Om006G250820
OG0016454	As012G282720	Om006G250660
OG0016455	As012G282750	Om006G250630
OG0016456	As012G282900	Om003G119270
OG0016457	As012G283090	Om003G119600
OG0016458	As012G283180	Om003G119700
OG0016459	As012G283340	Om003G119860
OG0016460	As012G283570	Om003G120060
OG0016461	As012G283660	Om003G120250
OG0016462	As012G284060	Om003G120720
OG0016463	As012G284080	Om003G120790
OG0016464	As012G284110	Om003G120820
OG0016465	As012G284210	Om003G120980
OG0016466	As012G284250	Om003G121070
OG0016467	As012G284260	Om003G121080
OG0016468	As012G284420	Om003G121330
OG0016469	As012G284710	Om006G253080
OG0016470	As012G284730	Om003G122180
OG0016471	As012G284740	Om003G122190
OG0016472	As012G284810	Om003G122280
OG0016473	As012G285070	Om003G122650
OG0016474	As012G285420	Om003G123640
OG0016475	As012G285570	Om003G123780
OG0016476	As012G285740	Om003G124060
OG0016477	As012G285780	Om002G076770
OG0016478	As012G285920	Om003G124300
OG0016479	As012G285950	Om003G124350
OG0016480	As012G286100	Om003G124700
OG0016481	As012G286260	Om003G124980
OG0016482	As012G286610	Om003G125480
OG0016483	As012G286970	Om003G125920
OG0016484	As012G287160	Om003G126110
OG0016485	As012G287410	Om003G126490
OG0016486	As012G287470	Om003G126680
OG0016487	As012G287530	Om003G126730
OG0016488	As012G287650	Om003G126890
OG0016489	As012G287790	Om003G127160
OG0016490	As012G287870	Om003G127340
OG0016491	As012G288000	Om003G127600
OG0016492	As012G288110	Om003G127830
OG0016493	As012G288290	Om003G127980
OG0016494	As012G288300	Om003G127990
OG0016495	As012G288600	Om003G128530
OG0016496	As012G288620	Om003G128490
OG0016497	As012G288930	Om003G128850
OG0016498	As012G288960	Om003G128880
OG0016499	As012G289000	Om003G128930
OG0016500	As012G289180	Om003G129120
OG0016501	As012G289200	Om003G129140
OG0016502	As012G289210	Om003G129150
OG0016503	As012G289220	Om003G129160
OG0016504	As012G289300	Om003G129230
OG0016505	As012G289330	Om003G129260
OG0016506	As012G289410	Om003G129310
OG0016507	As012G289430	Om003G129330
OG0016508	As012G289480	Om003G129370
OG0016509	As012G289490	Om003G129380
OG0016657	As001G000110	Om001G022240
OG0016659	As001G000320	Om001G022690
OG0016660	As001G000340	Om001G022710
OG0016661	As001G000380	Om001G022780
OG0016662	As001G000710	Om001G023400
OG0016663	As001G000940	Om001G023850
OG0016664	As001G001060	Om001G024020
OG0016665	As001G001690	Om001G024960
OG0016666	As001G001910	Om001G025370
OG0016667	As001G002050	Om001G025460
OG0016668	As001G002060	Om001G025480
OG0016669	As001G003520	Om001G027620
OG0016670	As001G003610	Om001G027720
OG0016671	As001G004170	Om001G028510
OG0016672	As001G004980	Om001G029360
OG0016673	As001G006280	Om001G029830
OG0016675	As001G010140	Om001G030880
OG0016676	As001G010490	Om001G030970
OG0016677	As001G010550	Om001G031030
OG0016679	As001G012920	Om001G032330
OG0016680	As011G246940, As001G014100	Om002G059880
OG0016681	As001G014450	Om001G033270
OG0016682	As001G015800	Om007G291860
OG0016683	As001G015940	Om007G292160
OG0016684	As001G016000	Om007G292240
OG0016685	As001G016020	Om007G292260
OG0016686	As001G016760	Om007G277010
OG0016687	As001G016860	Om007G276940
OG0016688	As001G018340	Om007G291080
OG0016689	As001G018470	Om005G196890
OG0016690	As001G018650	Om005G216400
OG0016692	As001G019010	Om005G216950
OG0016693	As001G019130	Om011G365870, Om005G218240
OG0016694	As001G019610	Om005G218720
OG0016695	As001G019730	Om005G218890
OG0016696	As001G020000	Om005G219270
OG0016697	As001G020100	Om005G219520
OG0016699	As001G020810	Om005G220700
OG0016700	As001G020820	Om005G220730
OG0016701	As001G020850	Om005G220860
OG0016702	As001G021010	Om005G221610
OG0016703	As001G021430	Om005G222070
OG0016704	As001G022100	Om005G224070
OG0016706	As001G023040	Om006G274990
OG0016708	As001G023560	Om006G274550
OG0016709	As001G023920	Om006G274140
OG0016710	As001G023930	Om006G274130
OG0016712	As001G024530	Om006G273460
OG0016713	As001G024830	Om006G272940
OG0016715	As001G025390	Om006G272380
OG0016716	As001G025550	Om006G272170
OG0016717	As001G026610	Om006G271030
OG0016718	As001G026800	Om006G269670
OG0016719	As001G026890	Om006G269850
OG0016720	As001G027060	Om006G270480
OG0016721	As001G027790	Om006G269340
OG0016722	As001G027830, As011G255950	Om002G073110
OG0016725	As001G028380	Om005G212920
OG0016726	As001G028460	Om005G213110
OG0016727	As001G028580	Om005G213320
OG0016728	As001G028770	Om005G213550
OG0016729	As001G028910	Om005G213740
OG0016730	As001G029170	Om005G214420
OG0016731	As001G029380	Om005G214960
OG0016733	As001G029550	Om005G215270
OG0016734	As001G029680	Om005G215440
OG0016735	As001G029740	Om005G215580
OG0016736	As001G029860	Om005G215750
OG0016737	As001G030040	Om005G218140, Om011G365300
OG0016738	As001G030070	Om005G215830
OG0016739	As001G030190	Om005G228930
OG0016740	As001G030250	Om005G228880
OG0016741	As001G030530	Om005G228510
OG0016742	As001G031810	Om005G225330
OG0016743	As001G031880	Om005G225140
OG0016744	As001G032150	Om005G224610
OG0016745	As001G032200	Om005G224500
OG0016746	As001G032240	Om005G224530
OG0016747	As002G032420	Om002G056260
OG0016748	As002G032490	Om001G017030
OG0016749	As002G032780	Om002G065310
OG0016752	As002G033750	Om008G329250
OG0016753	As002G033990	Om002G051630
OG0016754	As002G034370	Om002G052150
OG0016755	As002G034440	Om002G052260
OG0016756	As002G034800	Om002G052440
OG0016758	As002G034920	Om004G174450
OG0016759	As002G035200	Om002G052860
OG0016760	As002G035620	Om002G053230
OG0016761	As002G036080	Om002G053710
OG0016762	As002G036710, As002G036690	Om002G054290
OG0016763	As002G036790	Om004G166190
OG0016764	As002G037250	Om002G054890
OG0016765	As002G038970	Om002G079390
OG0016766	As002G039210	Om006G233640
OG0016767	As002G039380	Om003G107120
OG0016769	As002G041370	Om003G101060
OG0016770	As002G042210	Om003G111390
OG0016772	As002G042760	Om003G111480
OG0016774	As002G043650	Om003G112920
OG0016775	As002G043660	Om003G112940
OG0016776	As002G043750	Om003G113000
OG0016778	As002G044000	Om003G113280
OG0016779	As002G044060	Om003G113370
OG0016780	As002G044450	Om006G252220
OG0016781	As002G044480	Om001G030170
OG0016782	As002G044930	Om004G152650, Om003G114350
OG0016783	As002G045250	Om003G115060
OG0016784	As002G047030	Om003G117050
OG0016785	As002G047600	Om003G117990
OG0016786	As002G048070, As007G157400	Om003G118630
OG0016787	As002G048290	Om006G250400
OG0016788	As002G048520	Om006G250100
OG0016789	As002G048790	Om006G249720
OG0016790	As002G049120	Om006G249350
OG0016791	As002G049170	Om006G249260
OG0016792	As002G049630	Om006G248340
OG0016793	As002G050900	Om004G162320
OG0016794	As002G051670	Om004G163520
OG0016795	As002G051830	Om004G163760
OG0016796	As002G051940	Om004G164030
OG0016797	As002G052090	Om004G164270
OG0016798	As002G052240	Om004G164560
OG0016799	As002G052320	Om004G164660
OG0016800	As002G052380	Om004G164740
OG0016801	As002G052530	Om004G165010
OG0016802	As002G052810	Om004G165420
OG0016803	As002G052980	Om004G165670
OG0016804	As002G052990	Om004G165680
OG0016805	As002G053240	Om004G165990
OG0016806	As002G053390	Om004G166170
OG0016807	As002G053840	Om004G166830
OG0016808	As002G053950	Om004G166960
OG0016809	As002G054030	Om004G167050
OG0016811	As002G054070	Om004G167100
OG0016812	As002G054590	Om004G167740
OG0016813	As002G054790	Om004G167990
OG0016814	As002G054850	Om004G168050
OG0016815	As002G054870	Om004G168090
OG0016816	As002G055360	Om004G168940
OG0016817	As003G056490	Om001G001500
OG0016818	As003G056540	Om001G001770
OG0016819	As003G056680	Om001G001980
OG0016820	As003G057100	Om001G002650
OG0016821	As003G057460	Om001G003250
OG0016822	As003G057650	Om001G003730
OG0016823	As003G057750	Om001G004080
OG0016824	As003G057940	Om001G004590, Om001G004580
OG0016825	As004G087100, As003G058350	Om001G005560
