Orthogroup	Aethionema_saxatile	Erysimum_linariifolium
OG0014716	As001G016730	El002G119600
OG0014717	As001G016770	El002G119650
OG0014718	As001G016790	El002G119700
OG0014719	As001G016800	El002G119710
OG0014720	As001G016900	El002G119750
OG0014721	As001G017020	El002G119930
OG0014722	As001G017040	El002G119950
OG0014723	As001G017390	El003G170100
OG0014724	As001G017410	El003G170110
OG0014725	As001G017480	El003G170400
OG0014727	As001G017530	El003G170450
OG0014728	As001G017550	El003G170470
OG0014729	As001G017640	El003G170620
OG0014730	As001G017860	El003G170810
OG0014731	As001G018120	El003G171250
OG0014732	As001G018300	El003G171330
OG0014733	As001G018350	El004G210740
OG0014734	As001G018510	El004G202990
OG0014735	As001G018640	El004G209380
OG0014736	As001G018810	El004G217740
OG0014737	As001G018820	El004G208860
OG0014738	As001G018850	El004G208800
OG0014739	As001G019070	El004G207480
OG0014740	As001G019150	El004G206900
OG0014741	As001G019190	El004G206420
OG0014742	As001G019580	El004G204740
OG0014743	As001G020150	El004G202680
OG0014745	As001G020460	El003G153570
OG0014746	As001G020650	El004G201310
OG0014747	As001G020860	El004G201050
OG0014748	As001G021170	El004G200320
OG0014749	As001G021290	El004G200150
OG0014750	As001G021560	El004G199770
OG0014751	As001G022030	El004G198890
OG0014752	As001G022140	El004G198530
OG0014753	As001G022210	El001G035990
OG0014754	As001G022470	El001G036230
OG0014755	As001G022490	El001G036250
OG0014756	As001G022580	El001G036310
OG0014757	As001G022720	El001G036510
OG0014758	As001G022780	El001G036580
OG0014759	As001G022800	El001G036600
OG0014760	As001G022820	El001G036630
OG0014761	As001G022860	El001G036670
OG0014762	As001G022930	El001G036780
OG0014763	As001G023000	El001G036830
OG0014764	As001G023300	El001G037120
OG0014765	As001G023660	El001G037880
OG0014766	As001G023760	El001G037970
OG0014767	As001G023770	El001G037980
OG0014768	As001G023860	El001G038100
OG0014769	As001G024060	El001G038510
OG0014770	As001G024080	El001G038530
OG0014771	As001G024230	El001G038730
OG0014772	As001G024280	El001G038800
OG0014773	As001G024430	El001G039000
OG0014774	As001G024790	El001G039790
OG0014775	As001G024990	El001G040100
OG0014776	As001G025010	El001G040120
OG0014777	As001G025070	El001G040270
OG0014778	As001G025090	El001G040310
OG0014779	As001G025170	El001G040390
OG0014780	As001G025470	El001G040960
OG0014781	As001G025590	El001G041190
OG0014782	As001G025640	El001G041230
OG0014783	As001G025790	El001G041460
OG0014784	As001G025850	El001G041590
OG0014785	As001G025950	El001G041740
OG0014786	As001G026000	El001G041800
OG0014787	As001G026160	El001G042070
OG0014788	As001G026400	El001G042410
OG0014789	As001G026540	El001G042540
OG0014790	As001G026670	El001G042700
OG0014791	As001G026820	El001G042990
OG0014792	As001G026830	El001G043000
OG0014793	As001G027070	El001G043670
OG0014794	As001G027230	El001G044050
OG0014795	As001G027260	El001G044150
OG0014796	As001G027770, As004G078300	El003G189150
OG0014797	As001G027890	El001G045620
OG0014798	As001G028090	El001G046230
OG0014799	As004G077960, As001G028170	El003G188040
OG0014800	As001G028200	El004G199350
OG0014801	As001G028270	El004G217270
OG0014802	As001G028370	El004G217180
OG0014803	As001G028400	El004G217150
OG0014804	As001G028560	El004G216320
OG0014805	As001G028800	El004G215710
OG0014806	As001G028900	El004G215570
OG0014807	As001G029010	El004G215330
OG0014808	As001G029090	El004G215180
OG0014809	As001G029190	El004G214810
OG0014810	As001G029240	El004G214560
OG0014811	As001G029270	El004G214280
OG0014812	As001G029310	El004G213990
OG0014813	As001G029390	El004G213680
OG0014814	As001G029540	El004G212560
OG0014815	As001G029640	El004G211810
OG0014816	As001G029670	El004G211740
OG0014817	As001G029780	El004G211490
OG0014818	As001G029810	El004G211190
OG0014819	As001G029830	El004G211140
OG0014820	As001G029850	El004G211090
OG0014821	As001G029900	El007G326610
OG0014822	As001G029910	El004G211020
OG0014823	As001G029960	El002G128590
OG0014824	As001G029980	El004G210910
OG0014825	As001G030030	El001G002130
OG0014826	As001G030170	El004G193780
OG0014827	As001G030260	El001G020920
OG0014828	As001G030380	El001G039070
OG0014829	As001G030440	El004G194050
OG0014830	As001G030490	El004G194110
OG0014831	As001G030510	El004G194130
OG0014832	As001G030580	El004G194260
OG0014833	As001G031010	El004G195160
OG0014834	As001G031090	El004G195470
OG0014835	As001G031200	El004G195700
OG0014836	As001G031290	El004G195940
OG0014837	As001G031320	El004G195960
OG0014838	As001G031330, As001G031340	El004G195980
OG0014839	As001G031370	El004G196050
OG0014840	As001G031380	El004G196060
OG0014841	As001G031530	El004G196540
OG0014842	As001G031740	El004G197090
OG0014843	As001G031820	El004G197350
OG0014844	As001G031870	El004G197530
OG0014845	As001G031890	El004G197550
OG0014846	As001G031910	El004G197570
OG0014847	As001G032040	El004G197980
OG0014848	As002G032410	El005G248340
OG0014849	As002G032480	El003G155960
OG0014850	As002G032590	El003G158540
OG0014852	As002G032840	El003G158290
OG0014853	As002G032880	El003G158220
OG0014854	As002G033180	El006G288190
OG0014855	As002G033260	El003G183960, El003G183880, El003G185400, El003G183900, El003G183750, El003G183810
OG0014856	As002G033290	El006G288310
OG0014857	As002G033380	El006G288520
OG0014858	As002G033490	El006G288360
OG0014859	As002G033620	El006G288630
OG0014860	As002G033760	El006G288800
OG0014861	As002G033800	El006G288850
OG0014862	As002G033940	El005G244260
OG0014863	As002G033960	El005G244280
OG0014864	As002G034040	El005G244380
OG0014865	As002G034090	El005G244420
OG0014866	As002G034180	El005G244480
OG0014867	As002G034310	El005G244630
OG0014868	As002G034400	El005G244740
OG0014869	As002G034490	El005G244850
OG0014870	As002G034670	El005G244910
OG0014871	As002G034680	El005G244920
OG0014872	As002G034930	El005G245060
OG0014873	As002G034940	El005G245070
OG0014874	As002G034990	El005G245130
OG0014875	As002G035040, As005G108510	El001G079080
OG0014876	As002G035230	El005G245340
OG0014877	As002G035250	El005G245350
OG0014878	As002G035460	El005G245560
OG0014879	As002G035560	El005G245660
OG0014880	As002G035590	El005G245700
OG0014881	As002G035630	El005G245740
OG0014883	As002G040530, As002G036390	El007G335560
OG0014884	As002G036630	El005G246500
OG0014885	As002G036780	El005G246360
OG0014886	As002G036830	El005G246550
OG0014887	As002G036930	El005G246620
OG0014888	As002G037110, As002G037100	El005G246870
OG0014889	As002G038310	El005G247850
OG0014890	As002G038630	El005G247990
OG0014891	As002G038750	El005G247900
OG0014892	As002G038920	El005G248150
OG0014893	As002G039340	El001G011480
OG0014894	As002G039430	El007G345160
OG0014895	As002G039440	El001G011510
OG0014896	As002G039880	El007G344880
OG0014897	As002G041360	El005G259870
OG0014898	As002G041960	El007G344180
OG0014899	As002G042150	El002G090910
OG0014900	As002G042300	El007G343630
OG0014901	As002G042320	El007G343580
OG0014902	As002G042390	El007G343500
OG0014903	As002G042600	El007G343360
OG0014904	As002G042780	El007G343130
OG0014905	As002G043290	El007G342790
OG0014907	As002G043500	El007G342280
OG0014908	As002G043580	El007G342160
OG0014909	As002G043600	El007G342140
OG0014910	As002G043620	El007G342100
OG0014911	As002G043860	El007G341710
OG0014912	As002G043950	El007G341550
OG0014913	As002G043960	El007G341540
OG0014914	As002G043990	El007G341480
OG0014915	As002G044010	El007G341460
OG0014916	As002G044020	El007G341450
OG0014917	As002G044190	El007G341200
OG0014918	As006G143690, As002G044300	El007G341050
OG0014919	As002G044330	El007G341000
OG0014920	As002G044510	El007G340710
OG0014921	As002G044720	El007G339840
OG0014922	As002G044870	El007G340030
OG0014923	As002G045010	El007G340210
OG0014924	As002G045190	El007G339670
OG0014925	As002G045220	El007G339640
OG0014926	As002G045350	El007G339460
OG0014927	As002G045740	El007G338870
OG0014928	As002G046160	El007G338000
OG0014929	As002G046600	El007G337510
OG0014931	As002G047140	El007G347980
OG0014932	As002G047230	El007G336690
OG0014933	As002G047290	El007G336620
OG0014934	As002G047360	El007G336530
OG0014935	As002G047870	El007G336030
OG0014936	As002G047960	El007G335940
OG0014937	As002G048060	El007G335840
OG0014939	As002G048270	El007G335340
OG0014940	As002G048370	El007G335220
OG0014941	As002G048380	El007G335210
OG0014942	As002G048720	El007G334820
OG0014943	As002G048740	El007G334800
OG0014944	As002G048750	El007G334790
OG0014945	As002G049100	El007G334310
OG0014946	As002G049310	El007G333940
OG0014947	As002G049340	El007G333920
OG0014948	As002G049440	El007G333810
OG0014949	As002G049530	El007G333720
OG0014950	As002G049610	El007G333630
OG0014951	As002G049930	El007G333400
OG0014952	As002G049950	El007G333380
OG0014953	As002G050010	El005G264570
OG0014954	As002G050080	El001G011600
OG0014955	As002G050250	El001G068310
OG0014956	As002G050260	El001G068300
OG0014957	As002G050540	El001G068610
OG0014958	As002G050740	El001G068840
OG0014959	As002G051100	El001G069360
OG0014960	As002G051360	El001G069660
OG0014961	As002G051710, As002G051690	El001G070080, El001G070070, El006G303810, El001G045160
OG0014962	As002G051740	El001G070110
OG0014963	As002G051850	El001G070240
OG0014964	As002G051900	El001G070330
OG0014965	As002G051920	El001G070350
OG0014966	As002G052130	El001G070560
OG0014967	As002G052180	El001G070840
OG0014968	As002G052190	El001G070870
OG0014969	As002G052220	El006G292090
OG0014970	As002G052280	El001G070980
OG0014971	As002G052310	El001G071010
OG0014972	As002G052340	El001G071040
OG0014973	As002G052540	El001G071220
OG0014974	As002G052560	El001G071230
OG0014975	As002G052760	El001G071450
OG0014976	As002G052800	El001G071480
OG0014977	As002G052830	El001G071550
OG0014978	As002G052920	El001G071610
OG0014979	As002G053100	El001G071790
OG0014980	As002G053110	El001G071810
OG0014981	As002G053320	El001G072040
OG0014982	As002G053600	El002G125140, El001G072370
OG0014983	As002G053650	El001G072420
OG0014984	As002G053780	El001G072580
OG0014985	As002G053790	El001G072590
OG0014986	As002G054080	El001G072910
OG0014987	As002G054540	El001G073440
OG0014988	As002G054570	El001G073470
OG0014989	As002G054810	El001G073750
OG0014990	As002G055170	El001G074170
OG0014991	As002G055260	El001G074270
OG0014992	As002G055340	El001G074370
OG0014993	As002G055420	El001G074460
OG0014994	As003G055600	El003G169920
OG0014995	As003G055730	El003G169730
OG0014996	As003G055750	El003G169710
OG0014997	As003G056110	El003G169140
OG0014998	As003G056130	El003G169130
OG0014999	As003G056770	El003G168190
OG0015000	As003G056950	El003G168050
OG0015001	As003G057060	El003G167910
OG0015002	As003G057080	El003G167890
OG0015003	As003G057130	El003G167840
OG0015004	As003G057250	El003G167570
OG0015005	As003G057270	El003G167540
OG0015006	As003G057520	El003G167110
OG0015007	As003G057590	El003G167000
OG0015008	As003G057740	El003G166700
OG0015009	As003G057950	El003G166260
OG0015010	As003G057960	El003G166250
OG0015011	As003G058020	El003G166200
OG0015012	As003G058260	El003G165750
OG0015013	As003G058670, As003G058710	El003G165330
OG0015014	As003G058780	El003G165260
OG0015015	As003G058830	El003G165190
OG0015016	As003G058880	El002G102150
OG0015017	As003G059070	El003G164900
OG0015018	As003G059140	El003G164800
OG0015019	As003G059260, As009G200120	El001G067230
OG0015020	As003G059280	El003G164730
OG0015021	As003G059490	El003G164590
OG0015022	As003G059550	El003G164530
OG0015023	As003G059580	El003G164490
OG0015024	As003G059700	El003G164260
OG0015025	As003G059820	El003G164120
OG0015026	As003G059870	El003G164070
OG0015027	As003G059990	El003G163720
OG0015028	As003G060500	El003G162980
OG0015029	As003G060660	El003G162800
OG0015030	As003G060860	El003G162620
OG0015031	As003G060910	El003G162580
OG0015032	As003G061040	El001G047400
OG0015033	As003G062040	El003G160940
OG0015034	As003G062250	El003G160670
OG0015035	As003G062320	El002G120340
OG0015036	As003G062360	El002G120400
OG0015037	As003G062390	El002G120440
OG0015038	As003G062440	El002G120630
OG0015039	As003G062460	El002G120650
OG0015040	As003G062610	El002G120960
OG0015041	As003G062630	El002G120980
OG0015042	As003G062670	El002G121020
OG0015043	As003G062730	El002G121070
OG0015044	As003G063280	El002G122600
OG0015045	As003G063310	El002G122640
OG0015046	As003G063350	El002G122910
OG0015047	As003G063460	El002G123240
OG0015048	As003G063800	El002G123940
OG0015049	As003G063840	El002G123850
OG0015050	As003G063850	El002G123820
OG0015051	As003G063960	El002G123580
OG0015052	As003G064090	El002G125020
OG0015053	As003G064180	El002G125220
OG0015054	As003G064190	El002G125240
OG0015055	As003G064200	El002G125250
OG0015056	As003G064230	El002G125410
OG0015057	As003G064580	El002G128000
OG0015058	As003G064600	El002G127770
OG0015059	As003G064650	El002G127610
OG0015060	As003G064830	El002G127240
OG0015061	As003G064890	El002G127080
OG0015062	As003G064970	El002G126910
OG0015063	As003G065040	El002G126760, El002G126780
OG0015064	As003G065110	El002G126310
OG0015065	As003G065220	El002G128450
OG0015066	As003G065290	El003G171350
OG0015067	As003G065400	El002G130620
OG0015068	As003G065470	El002G130480, El002G130440
OG0015069	As003G065560	El002G130150
OG0015070	As003G065820	El002G129420
OG0015071	As003G066010	El002G126140
OG0015072	As003G066280	El002G128850
OG0015073	As003G066290	El002G128860
OG0015074	As003G066300	El002G128920
OG0015075	As003G066550	El007G357060
OG0015076	As003G066600	El002G130960
OG0015077	As003G067310	El002G113530
OG0015078	As003G067480	El005G261590
OG0015079	As003G068120	El002G113390
OG0015080	As003G068230	El002G113400
OG0015081	As003G068390, As009G218090	El007G329320
OG0015082	As003G068640	El002G113850
OG0015083	As003G068970	El002G114000
OG0015084	As003G069850	El002G115090
OG0015085	As003G070140	El002G115660
OG0015086	As003G070300	El002G115840
OG0015087	As003G070450	El002G116050
OG0015088	As003G070490	El002G116080
OG0015089	As003G070650	El002G116180
OG0015090	As003G070670	El002G116200
OG0015091	As003G071110	El002G117170
OG0015092	As003G071230	El002G117300
OG0015093	As003G071250	El002G117350
OG0015094	As003G071660	El003G146900
OG0015095	As003G071880	El003G146670
OG0015096	As003G072160	El003G146340
OG0015097	As003G072230	El003G146250
OG0015098	As003G072270	El003G146190, El003G146220
OG0015099	As003G072330	El003G146130
OG0015100	As003G072350	El003G146090
OG0015101	As003G072450	El003G145980
OG0015102	As003G072590	El003G145800
OG0015103	As003G072990	El003G145400
OG0015104	As003G073030	El003G145360
OG0015105	As003G073040	El003G145340
OG0015106	As003G073050	El003G145330
OG0015107	As003G073080	El003G146270
OG0015108	As003G073370	El003G145000
OG0015109	As003G073430	El003G144940
OG0015110	As003G073480	El003G144890
OG0015111	As003G073510	El003G144860
OG0015112	As003G073660	El003G144670
OG0015113	As003G073820	El003G182920
OG0015114	As003G073910	El003G144590
OG0015115	As003G074100	El003G144290
OG0015116	As003G074270	El003G144130
OG0015117	As003G074340	El003G144090
OG0015118	As003G074420	El003G143920
OG0015119	As003G074450	El003G143880
OG0015120	As003G074470	El003G143860
OG0015121	As003G074680	El003G143650
OG0015122	As003G075000	El003G143260
OG0015123	As003G075030	El003G143230
OG0015124	As003G075110	El003G143130
OG0015125	As003G075470	El003G142880
OG0015126	As003G075540	El003G142790
OG0015127	As003G075720	El003G142610
OG0015128	As003G075830	El003G142500
OG0015129	As003G076000	El003G142340
OG0015130	As003G076040	El003G142270
OG0015131	As003G076110	El003G142170
OG0015132	As003G076140	El003G142140
OG0015133	As003G076160	El003G142120
OG0015134	As003G076420	El003G141760
OG0015135	As003G076440	El003G141790
OG0015136	As003G076480	El003G141830
OG0015137	As003G076490	El003G141850
OG0015138	As003G076550	El003G141900
OG0015139	As003G076570	El003G141920
OG0015140	As003G076640	El003G141590
OG0015141	As004G076680	El003G181560
OG0015142	As004G076750	El003G185250
OG0015143	As004G076850	El003G184130
OG0015144	As004G076880	El003G183970
OG0015145	As004G076960	El003G184350
OG0015146	As004G076970	El004G213200
OG0015147	As004G077210	El003G185530
OG0015148	As004G077240	El003G185600
OG0015149	As004G077440	El003G186290
OG0015150	As004G077470	El003G186340
OG0015151	As004G077510	El003G186700
