Orthogroup	Aethionema_saxatile	Euclidium_syriacum
OG0014971	As002G052310	ESY7_g18106_DN3_SP2_c0.t1
OG0014972	As002G052340	ESY7_g18101_DN3_SP1_c0.t1
OG0014973	As002G052540	ESY7_g18072_DN3_SP2_c0.t1
OG0014974	As002G052560	ESY7_g18070_DN3_SP1_c0.t1
OG0014975	As002G052760	ESY7_g18045_DN3_SP0_c0.t1
OG0014976	As002G052800	ESY7_g18042_DN3_SP6_c0.t1
OG0014977	As002G052830	ESY7_g18036_DN3_SP0_c0.t1
OG0014978	As002G052920	ESY7_g18021_DN2_SP0_c0.t1
OG0014979	As002G053100	ESY7_g17989_DN3_SP0_c0.t1
OG0014980	As002G053110	ESY7_g17988_DN3_SP8_c0.t1
OG0014981	As002G053320	ESY7_g17944_DN3_SP0_c0.t1
OG0014982	As002G053600	ESY7_g17895_DN3_SP0_c0.t1
OG0014983	As002G053650	ESY7_g17887_DN3_SP0_c0.t1
OG0014984	As002G053780	ESY7_g17851_DN3_SP3_c0.t1
OG0014985	As002G053790	ESY7_g17847_DN3_SP0_c0.t1
OG0014986	As002G054080	ESY7_g17796_DN3_SP5_c0.t1
OG0014987	As002G054540	ESY7_g18675_DN3_SP0_c0.t1
OG0014988	As002G054570	ESY7_g18672_DN3_SP1_c0.t1
OG0014989	As002G054810	ESY7_g18635_DN3_SP0_c0.t1
OG0014990	As002G055170	ESY7_g18564_DN3_SP8_c0.t1
OG0014992	As002G055340	ESY7_g18535_DN3_SP0_c0.t1
OG0014993	As002G055420	ESY7_g18522_DN3_SP0_c0.t1
OG0014994	As003G055600	ESY9_g42419_DN3_SP0_c0.t1
OG0014995	As003G055730	ESY2_g36815_DN3_SP8_c0.t1
OG0014996	As003G055750	ESY9_g42436_DN3_SP0_c0.t1
OG0014997	As003G056110	ESY9_g42494_DN3_SP8_c0.t1
OG0014998	As003G056130	ESY9_g42496_DN3_SP8_c0.t1
OG0015000	As003G056950	ESY9_g42674_DN3_SP8_c0.t1
OG0015001	As003G057060	ESY9_g42701_DN3_SP6_c0.t1
OG0015002	As003G057080	ESY9_g42699_DN3_SP0_c0.t1
OG0015003	As003G057130	ESY9_g42693_DN3_SP0_c0.t1
OG0015004	As003G057250	ESY9_g42744_DN2_SP8_c0.t1
OG0015005	As003G057270	ESY9_g42753_DN3_SP8_c0.t1
OG0015006	As003G057520	ESY9_g42864_DN3_SP2_c0.t1, ESY9_g42866_DN3_SP0_c0.t1
OG0015007	As003G057590	ESY9_g42888_DN1_SP0_c0.t1
OG0015008	As003G057740	ESY9_g42959_DN2_SP2_c0.t1
OG0015009	As003G057950	ESY9_g43058_DN3_SP0_c0.t1
OG0015010	As003G057960	ESY9_g43060_DN3_SP0_c0.t1
OG0015011	As003G058020	ESY9_g43066_DN3_SP8_c0.t1
OG0015012	As003G058260	ESY9_g43235_DN3_SP0_c0.t1
OG0015013	As003G058670, As003G058710	ESY9_g43320_DN3_SP0_c0.t1
OG0015014	As003G058780	ESY9_g43339_DN1_SP0_c0.t1
OG0015015	As003G058830	ESY9_g43352_DN3_SP8_c0.t1
OG0015016	As003G058880	ESY5_g4246_DN3_SP6_c0.t1
OG0015017	As003G059070	ESY9_g43426_DN3_SP0_c0.t1
OG0015018	As003G059140	ESY9_g43456_DN3_SP6_c0.t1
OG0015019	As003G059260, As009G200120	ESY7_g17633_DN1_SP0_c0.t1
OG0015020	As003G059280	ESY9_g43475_DN3_SP0_c0.t1
OG0015021	As003G059490	ESY9_g43651_DN3_SP7_c0.t1
OG0015022	As003G059550	ESY9_g43640_DN3_SP8_c0.t1
OG0015023	As003G059580	ESY9_g43631_DN3_SP0_c0.t1
OG0015024	As003G059700	ESY9_g43611_DN3_SP2_c10.t1
OG0015025	As003G059820	ESY9_g43578_DN3_SP0_c0.t1
OG0015026	As003G059870	ESY9_g43569_DN3_SP0_c0.t1
OG0015027	As003G059990	ESY9_g43686_DN3_SP8_c0.t1
OG0015028	As003G060500	ESY9_g43783_DN3_SP1_c0.t1
OG0015029	As003G060660	ESY9_g43846_DN3_SP1_c0.t1
OG0015030	As003G060860	ESY26_g42322_DN3_SP0_c0.t1
OG0015031	As003G060910	ESY26_g42344_DN1_SP0_c0.t1
OG0015032	As003G061040	ESY23_g16_DN3_SP0_c0.t1
OG0015033	As003G062040	ESY23_g312_DN3_SP0_c0.t1
OG0015034	As003G062250	ESY23_g449_DN3_SP0_c0.t1
OG0015035	As003G062320	ESY23_g517_DN3_SP0_c0.t1
OG0015036	As003G062360	ESY23_g523_DN3_SP8_c0.t1
OG0015037	As003G062390	ESY14_g19692_DN3_SP8_c0.t1
OG0015038	As003G062440	ESY14_g19729_DN3_SP0_c0.t1
OG0015040	As003G062610	ESY14_g19782_DN3_SP0_c0.t1
OG0015041	As003G062630	ESY14_g19796_DN3_SP2_c0.t1
OG0015042	As003G062670	ESY14_g19811_DN3_SP8_c0.t1
OG0015043	As003G062730	ESY14_g19872_DN3_SP0_c17.t1
OG0015044	As003G063280	ESY14_g20540_DN3_SP0_c0.t1
OG0015045	As003G063310	ESY14_g20549_DN1_SP1_c0.t1
OG0015046	As003G063350	ESY14_g20571_DN3_SP8_c0.t1
OG0015047	As003G063460	ESY4_g26042_DN3_SP0_c0.t1
OG0015048	As003G063800	ESY14_g20697_DN3_SP0_c0.t1
OG0015049	As003G063840	ESY1_g12412_DN3_SP1_c0.t1
OG0015050	As003G063850	ESY14_g20745_DN3_SP8_c0.t1
OG0015051	As003G063960	ESY14_g20840_DN3_SP0_c0.t1
OG0015052	As003G064090	ESY14_g20855_DN3_SP0_c0.t1
OG0015053	As003G064180	ESY14_g21081_DN3_SP8_c38.t1
OG0015055	As003G064200	ESY14_g21058_DN3_SP0_c0.t1
OG0015056	As003G064230	ESY14_g21427_DN2_SP8_c0.t1
OG0015057	As003G064580	ESY14_g20904_DN3_SP0_c0.t1
OG0015058	As003G064600	ESY14_g20909_DN3_SP0_c0.t1
OG0015059	As003G064650	ESY14_g21550_DN3_SP0_c0.t1
OG0015060	As003G064830	ESY4_g21788_DN3_SP1_c0.t1
OG0015061	As003G064890	ESY4_g22316_DN3_SP0_c0.t1
OG0015062	As003G064970	ESY4_g25343_DN3_SP0_c0.t1
OG0015063	As003G065040	ESY9_g42918_DN3_SP0_c13.t1
OG0015064	As003G065110	ESY2_g36436_DN3_SP0_c0.t1
OG0015065	As003G065220	ESY3_g32470_DN3_SP5_c0.t1
OG0015066	As003G065290	ESY4_g22349_DN3_SP0_c0.t1
OG0015067	As003G065400	ESY4_g21963_DN3_SP0_c0.t1
OG0015068	As003G065470	ESY2_g35326_DN3_SP0_c0.t1
OG0015069	As003G065560	ESY7_g17712_DN3_SP0_c0.t1
OG0015070	As003G065820	ESY7_g18256_DN3_SP1_c0.t1
OG0015071	As003G066010	ESY4_g21702_DN3_SP8_c0.t1
OG0015072	As003G066280	ESY1_g11241_DN3_SP0_c0.t1
OG0015073	As003G066290	ESY4_g22212_DN3_SP0_c0.t1
OG0015074	As003G066300	ESY4_g22213_DN3_SP3_c0.t1
OG0015075	As003G066550	ESY4_g24732_DN3_SP1_c0.t1
OG0015076	As003G066600	ESY4_g22388_DN3_SP0_c0.t1
OG0015077	As003G067310	ESY5_g3335_DN3_SP0_c0.t1
OG0015078	As003G067480	ESY3_g28816_DN3_SP0_c0.t1
OG0015079	As003G068120	ESY4_g22098_DN3_SP0_c0.t1
OG0015080	As003G068230	ESY4_g22096_DN3_SP0_c0.t1
OG0015081	As003G068390, As009G218090	ESY6_g49498_DN3_SP1_c10.t1
OG0015082	As003G068640	ESY4_g22816_DN3_SP0_c0.t1
OG0015083	As003G068970	ESY4_g22711_DN3_SP5_c0.t1
OG0015084	As003G069850	ESY4_g23080_DN3_SP0_c0.t1
OG0015085	As003G070140	ESY4_g23295_DN3_SP1_c0.t1
OG0015086	As003G070300	ESY4_g23311_DN3_SP8_c0.t1
OG0015087	As003G070450	ESY4_g23467_DN3_SP5_c0.t1
OG0015088	As003G070490	ESY7_g17758_DN3_SP0_c0.t1
OG0015089	As003G070650	ESY4_g23493_DN3_SP1_c0.t1
OG0015090	As003G070670	ESY4_g23540_DN3_SP0_c0.t1
OG0015091	As003G071110	ESY4_g23669_DN3_SP0_c0.t1
OG0015092	As003G071230	ESY4_g23687_DN3_SP7_c0.t1
OG0015093	As003G071250	ESY4_g23714_DN3_SP0_c0.t1
OG0015094	As003G071660	ESY4_g25383_DN3_SP8_c0.t1
OG0015095	As003G071880	ESY4_g25345_DN3_SP0_c0.t1
OG0015096	As003G072160	ESY4_g26102_DN1_SP0_c0.t1
OG0015097	As003G072230	ESY4_g26114_DN3_SP0_c0.t1
OG0015098	As003G072270	ESY4_g26118_DN3_SP6_c0.t1
OG0015099	As003G072330	ESY4_g26130_DN3_SP0_c0.t1
OG0015100	As003G072350	ESY4_g26132_DN3_SP0_c0.t1
OG0015101	As003G072450	ESY4_g26184_DN3_SP5_c0.t1
OG0015102	As003G072590	ESY4_g26213_DN3_SP0_c0.t1
OG0015103	As003G072990	ESY4_g26313_DN3_SP6_c0.t1
OG0015104	As003G073030	ESY4_g26325_DN3_SP0_c0.t1
OG0015105	As003G073040	ESY4_g26337_DN3_SP2_c0.t1
OG0015106	As003G073050	ESY4_g26338_DN3_SP7_c0.t1
OG0015107	As003G073080	ESY4_g26341_DN3_SP0_c0.t1
OG0015108	As003G073370	ESY4_g26427_DN3_SP8_c0.t1
OG0015109	As003G073430	ESY4_g26462_DN3_SP6_c0.t1
OG0015110	As003G073480	ESY4_g26477_DN3_SP0_c0.t1
OG0015111	As003G073510	ESY4_g26481_DN3_SP7_c0.t1
OG0015113	As003G073820	ESY17_g39859_DN3_SP0_c0.t1
OG0015114	As003G073910	ESY4_g26545_DN3_SP0_c0.t1
OG0015115	As003G074100	ESY4_g26581_DN3_SP8_c0.t1
OG0015116	As003G074270	ESY4_g26627_DN3_SP8_c0.t1
OG0015117	As003G074340	ESY4_g26621_DN3_SP0_c0.t1
OG0015118	As003G074420	ESY4_g26611_DN3_SP0_c0.t1
OG0015119	As003G074450	ESY3_g30323_DN3_SP0_c0.t1
OG0015120	As003G074470	ESY4_g26630_DN3_SP3_c0.t1
OG0015121	As003G074680	ESY4_g26126_DN3_SP1_c0.t1
OG0015122	As003G075000	ESY4_g26723_DN3_SP2_c0.t1
OG0015123	As003G075030	ESY4_g26725_DN3_SP0_c0.t1
OG0015124	As003G075110	ESY4_g26739_DN2_SP0_c0.t1
OG0015125	As003G075470	ESY4_g26786_DN3_SP0_c0.t1
OG0015126	As003G075540	ESY4_g26774_DN3_SP8_c0.t1
OG0015127	As003G075720	ESY4_g26813_DN3_SP0_c0.t1
OG0015128	As003G075830	ESY4_g26841_DN3_SP6_c1.t1
OG0015129	As003G076000	ESY4_g26864_DN3_SP4_c0.t1
OG0015131	As003G076110	ESY4_g26894_DN3_SP7_c12.t1
OG0015132	As003G076140	ESY4_g26899_DN3_SP0_c0.t1
OG0015133	As003G076160	ESY4_g26901_DN2_SP4_c0.t1
OG0015134	As003G076420	ESY4_g26944_DN3_SP6_c0.t1
OG0015135	As003G076440	ESY4_g26941_DN3_SP0_c0.t1
OG0015136	As003G076480	ESY4_g26937_DN3_SP1_c0.t1
OG0015137	As003G076490	ESY4_g26936_DN3_SP5_c0.t1
OG0015138	As003G076550	ESY5_g3372_DN3_SP0_c0.t1
OG0015139	As003G076570	ESY4_g26930_DN3_SP0_c0.t1
OG0015140	As003G076640	ESY4_g26956_DN3_SP8_c0.t1
OG0015141	As004G076680	ESY17_g39210_DN3_SP5_c0.t1
OG0015142	As004G076750	ESY7_g17597_DN3_SP0_c0.t1
OG0015143	As004G076850	ESY17_g40010_DN3_SP0_c0.t1
OG0015144	As004G076880	ESY17_g40067_DN2_SP0_c0.t1
OG0015145	As004G076960	ESY17_g40071_DN3_SP0_c0.t1
OG0015146	As004G076970	ESY2_g34385_DN3_SP4_c16.t1
OG0015147	As004G077210	ESY17_g40276_DN3_SP0_c0.t1
OG0015148	As004G077240	ESY17_g40311_DN3_SP8_c0.t1
OG0015149	As004G077440	ESY8_g61297_DN3_SP8_c0.t1
OG0015150	As004G077470	ESY8_g61295_DN3_SP0_c0.t1
OG0015151	As004G077510	ESY8_g61203_DN3_SP2_c0.t1
OG0015152	As004G077810	ESY8_g61037_DN3_SP7_c0.t1
OG0015153	As004G077850	ESY8_g61020_DN2_SP0_c0.t1
OG0015154	As004G077910	ESY8_g60994_DN3_SP4_c0.t1
OG0015155	As004G078220	ESY8_g60890_DN2_SP0_c0.t1
OG0015156	As004G078420	ESY8_g60801_DN3_SP8_c0.t1
OG0015157	As004G078560	ESY8_g60599_DN3_SP2_c0.t1
OG0015158	As004G078570	ESY8_g60598_DN3_SP7_c0.t1
OG0015159	As004G078640	ESY7_g16827_DN3_SP6_c0.t1
OG0015160	As004G078700	ESY16_g62023_DN3_SP0_c0.t1
OG0015161	As004G078840	ESY9_g43864_DN3_SP8_c0.t1
OG0015164	As004G079220	ESY2_g33516_DN3_SP4_c0.t1
OG0015165	As004G079260	ESY1_g7921_DN3_SP0_c0.t1
OG0015166	As004G079310	ESY16_g61814_DN3_SP0_c0.t1
OG0015167	As004G079440	ESY9_g43917_DN3_SP0_c26.t1
OG0015168	As004G079470	ESY9_g43908_DN3_SP8_c0.t1
OG0015170	As004G079550	ESY9_g43902_DN3_SP0_c0.t1
OG0015171	As004G079610	ESY9_g43890_DN3_SP5_c0.t1
OG0015172	As004G080130	ESY14_g20589_DN3_SP8_c0.t1
OG0015173	As004G080240	ESY19_g41464_DN3_SP1_c0.t1
OG0015174	As004G080520	ESY25_g62652_DN3_SP0_c20.t1
OG0015175	As004G080540	ESY2_g38084_DN3_SP7_c0.t1
OG0015176	As004G080560	ESY21_g55114_DN3_SP0_c0.t1
OG0015177	As004G080610	ESY10_g15060_DN2_SP0_c0.t1, ESY9_g42795_DN3_SP0_c0.t1
OG0015178	As004G080620	ESY19_g41785_DN3_SP2_c0.t1
OG0015179	As004G080630	ESY14_g21094_DN3_SP6_c0.t1
OG0015180	As004G080830	ESY19_g41641_DN3_SP1_c0.t1
OG0015181	As004G081070	ESY1_g5819_DN2_SP0_c0.t1
OG0015182	As004G081120	ESY5_g3750_DN3_SP0_c0.t1
OG0015183	As004G081180	ESY1_g5836_DN3_SP0_c0.t1
OG0015185	As004G081430	ESY1_g6162_DN3_SP8_c0.t1
OG0015186	As004G081550	ESY10_g15053_DN3_SP6_c0.t1
OG0015187	As004G081560	ESY10_g15054_DN3_SP0_c0.t1
OG0015188	As004G081670	ESY16_g61720_DN3_SP0_c0.t1
OG0015190	As004G081950	ESY2_g33476_DN3_SP0_c0.t1
OG0015192	As004G081990	ESY1_g5966_DN3_SP0_c0.t1
OG0015193	As004G082160	ESY50_g41171_DN3_SP0_c0.t1
OG0015194	As004G082170	ESY1_g5952_DN3_SP0_c0.t1
OG0015195	As004G082230	ESY1_g6383_DN2_SP0_c0.t1
OG0015196	As004G082360	ESY1_g6230_DN3_SP1_c0.t1
OG0015197	As004G082380	ESY3_g32156_DN2_SP0_c0.t1
OG0015198	As004G082590	ESY1_g6459_DN3_SP0_c0.t1
OG0015199	As004G082680	ESY1_g6568_DN3_SP8_c0.t1
OG0015200	As004G082690	ESY6_g49291_DN3_SP6_c0.t1
OG0015201	As004G082720	ESY6_g49202_DN3_SP0_c0.t1
OG0015202	As004G082780	ESY8_g58159_DN3_SP0_c0.t1
OG0015203	As004G082810	ESY1_g6619_DN3_SP8_c20.t1
OG0015204	As004G083350	ESY25_g62733_DN3_SP8_c0.t1
OG0015205	As004G083420	ESY2_g38539_DN2_SP8_c11.t1
OG0015207	As004G083540	ESY25_g62609_DN3_SP8_c0.t1
OG0015208	As004G083550	ESY25_g62608_DN2_SP1_c0.t1
OG0015209	As004G083630	ESY25_g62591_DN3_SP2_c0.t1
OG0015210	As004G083730	ESY2_g33478_DN3_SP2_c0.t1
OG0015211	As004G083890	ESY18_g64050_DN3_SP0_c0.t1
OG0015212	As004G083930	ESY18_g63989_DN3_SP2_c0.t1
OG0015213	As004G083980	ESY3_g32461_DN3_SP0_c0.t1
OG0015214	As004G084080	ESY18_g63913_DN3_SP1_c0.t1
OG0015215	As004G084100	ESY18_g63911_DN3_SP2_c0.t1
OG0015217	As004G084220	ESY18_g63713_DN3_SP1_c22.t1
OG0015218	As004G084340	ESY18_g63658_DN3_SP0_c0.t1
OG0015219	As004G084390	ESY18_g63620_DN3_SP0_c0.t1
OG0015220	As004G084420	ESY18_g63582_DN3_SP0_c0.t1
OG0015221	As004G084620	ESY18_g63306_DN3_SP8_c0.t1
OG0015222	As004G084630	ESY18_g63305_DN3_SP7_c0.t1
OG0015223	As004G084780	ESY18_g63091_DN3_SP3_c0.t1
OG0015224	As004G084880	ESY18_g63053_DN3_SP0_c0.t1
OG0015226	As004G085050	ESY15_g64800_DN3_SP0_c0.t1
OG0015227	As004G085210	ESY9_g43792_DN2_SP0_c0.t1
OG0015228	As004G085490	ESY7_g16125_DN1_SP0_c0.t1
OG0015229	As004G085520	ESY7_g16132_DN3_SP8_c13.t1
OG0015230	As004G085590	ESY7_g16178_DN3_SP2_c0.t1
OG0015231	As004G085610	ESY7_g16207_DN3_SP8_c0.t1
OG0015232	As004G085660	ESY7_g16221_DN3_SP7_c0.t1
OG0015233	As004G085700	ESY7_g16297_DN3_SP1_c0.t1
OG0015234	As004G085810	ESY7_g16348_DN3_SP0_c0.t1, ESY7_g18993_DN3_SP0_c0.t1
OG0015235	As004G086060	ESY7_g16423_DN1_SP0_c0.t1
OG0015236	As004G086250	ESY7_g16479_DN3_SP0_c0.t1
OG0015237	As004G086640	ESY7_g16582_DN3_SP0_c0.t1
OG0015238	As004G087020	ESY7_g16643_DN3_SP8_c0.t1
OG0015240	As004G087140	ESY7_g16664_DN3_SP1_c0.t1
OG0015241	As004G087800	ESY7_g16775_DN3_SP7_c0.t1
OG0015242	As004G088080	ESY7_g16812_DN3_SP0_c0.t1
OG0015243	As004G088220	ESY7_g16838_DN3_SP3_c0.t1
OG0015244	As004G088270	ESY7_g16848_DN2_SP4_c0.t1
OG0015245	As004G088320	ESY7_g16857_DN3_SP0_c0.t1
OG0015246	As004G088390, As010G240070	ESY2_g34851_DN3_SP8_c0.t1
OG0015247	As004G088450	ESY10_g15258_DN3_SP0_c0.t1
OG0015248	As004G088460	ESY10_g15254_DN3_SP0_c0.t1
OG0015249	As012G268470, As004G088490	ESY2_g36288_DN3_SP6_c0.t1
OG0015251	As004G088800	ESY10_g14550_DN3_SP0_c13.t1
OG0015252	As004G088890	ESY10_g15089_DN3_SP0_c0.t1
OG0015253	As004G088920	ESY10_g14738_DN3_SP7_c0.t1
OG0015254	As004G089280	ESY11_g53019_DN3_SP0_c0.t1
OG0015255	As004G089630	ESY10_g14909_DN3_SP8_c0.t1
OG0015256	As004G090730	ESY17_g39102_DN3_SP8_c0.t1
OG0015257	As004G090770	ESY17_g39882_DN3_SP0_c0.t1
OG0015258	As004G091080	ESY10_g14811_DN3_SP1_c0.t1
OG0015259	As004G091110	ESY10_g14824_DN3_SP1_c0.t1
OG0015260	As004G092140	ESY17_g39838_DN3_SP0_c0.t1
OG0015261	As004G092160	ESY3_g27150_DN3_SP8_c0.t1
OG0015262	As004G092270	ESY1_g10261_DN3_SP0_c0.t1
OG0015263	As004G092440	ESY11_g53892_DN3_SP8_c0.t1
OG0015264	As004G092490	ESY16_g61499_DN3_SP0_c0.t1
OG0015265	As004G093010	ESY17_g39772_DN3_SP8_c0.t1
OG0015266	As004G093170	ESY3_g27494_DN3_SP7_c0.t1
OG0015267	As004G093410	ESY4_g22317_DN3_SP0_c0.t1
OG0015268	As004G093450	ESY8_g59724_DN3_SP7_c0.t1
OG0015269	As004G093670	ESY3_g27595_DN3_SP0_c0.t1
OG0015271	As004G093890	ESY7_g18593_DN3_SP0_c0.t1
OG0015272	As004G094480	ESY15_g65693_DN3_SP4_c0.t1
OG0015273	As004G094560	ESY15_g65879_DN3_SP1_c46.t1
OG0015274	As004G094940	ESY27_g13450_DN3_SP1_c0.t1
OG0015275	As004G095070	ESY27_g13409_DN3_SP0_c0.t1
OG0015276	As004G095320	ESY15_g65437_DN3_SP0_c0.t1
OG0015277	As004G095580	ESY22_g40640_DN3_SP7_c0.t1
OG0015278	As004G095590	ESY22_g40641_DN3_SP0_c0.t1
OG0015279	As004G095600, As011G255090	ESY3_g28584_DN3_SP0_c0.t1
OG0015280	As004G096000	ESY22_g40906_DN3_SP0_c0.t1
OG0015281	As004G096480	ESY2_g38864_DN3_SP7_c0.t1
OG0015282	As004G096580	ESY2_g38805_DN3_SP0_c0.t1
OG0015283	As004G096760	ESY8_g60521_DN3_SP6_c0.t1
OG0015284	As004G096860	ESY8_g60431_DN3_SP8_c0.t1
OG0015285	As004G097120	ESY8_g60345_DN3_SP0_c0.t1
OG0015286	As004G097140	ESY8_g60340_DN3_SP6_c0.t1
OG0015287	As004G097280	ESY8_g60298_DN3_SP0_c0.t1
OG0015288	As004G097670	ESY8_g60201_DN3_SP0_c0.t1
OG0015289	As004G097940	ESY8_g60107_DN3_SP0_c0.t1
OG0015290	As004G098470	ESY8_g59966_DN1_SP0_c0.t1
OG0015291	As005G098640	ESY12_g52324_DN3_SP2_c0.t1
OG0015292	As005G098710	ESY12_g52314_DN3_SP0_c0.t1
OG0015293	As005G098740	ESY12_g52310_DN3_SP2_c0.t1
OG0015294	As005G098780	ESY12_g52307_DN3_SP0_c0.t1
OG0015295	As005G099030	ESY12_g52291_DN3_SP3_c0.t1
OG0015296	As005G099050	ESY12_g52277_DN3_SP0_c0.t1
OG0015297	As005G099060	ESY12_g52276_DN3_SP4_c0.t1
OG0015298	As005G099270	ESY12_g52252_DN3_SP4_c0.t1
OG0015299	As005G099280	ESY12_g52251_DN3_SP0_c9.t1
OG0015300	As005G099340	ESY12_g52237_DN3_SP3_c0.t1
OG0015301	As005G099370	ESY12_g52234_DN3_SP8_c0.t1
OG0015302	As005G099410	ESY12_g52230_DN3_SP8_c0.t1
OG0015303	As005G099890	ESY12_g51391_DN3_SP8_c0.t1
OG0015304	As005G099920	ESY12_g51395_DN3_SP4_c0.t1
OG0015305	As005G100120	ESY12_g51596_DN3_SP1_c0.t1
OG0015306	As005G100140	ESY12_g51598_DN3_SP0_c0.t1
OG0015307	As005G100310	ESY12_g51638_DN3_SP8_c0.t1
OG0015308	As005G100370	ESY12_g51657_DN3_SP0_c0.t1
OG0015309	As005G100490	ESY12_g51673_DN3_SP0_c0.t1
OG0015310	As005G100660	ESY12_g51691_DN3_SP2_c0.t1
OG0015311	As005G100760	ESY12_g51713_DN1_SP0_c0.t1
OG0015312	As005G101050	ESY12_g51762_DN3_SP0_c0.t1
OG0015313	As005G101200	ESY12_g51789_DN3_SP8_c0.t1
OG0015314	As005G101470	ESY12_g51849_DN3_SP0_c0.t1
OG0015315	As005G101480	ESY12_g51850_DN3_SP0_c0.t1
OG0015317	As005G101760	ESY12_g51904_DN3_SP1_c0.t1
OG0015318	As005G101890	ESY12_g51924_DN3_SP8_c0.t1
OG0015319	As005G101920	ESY12_g51926_DN3_SP0_c0.t1
OG0015320	As005G101950	ESY12_g51954_DN3_SP0_c0.t1
OG0015321	As005G101980	ESY12_g51945_DN3_SP6_c0.t1
OG0015322	As005G102090	ESY12_g51976_DN1_SP0_c0.t1
OG0015323	As005G102110	ESY12_g51979_DN3_SP8_c0.t1
OG0015324	As005G102240	ESY12_g52007_DN3_SP7_c0.t1
OG0015325	As005G102290	ESY12_g52015_DN3_SP0_c0.t1
OG0015326	As005G102460	ESY12_g52036_DN3_SP0_c0.t1
OG0015327	As005G102870	ESY12_g52093_DN3_SP6_c0.t1
OG0015328	As005G103100	ESY12_g52125_DN3_SP4_c0.t1
OG0015329	As005G103210	ESY12_g52141_DN3_SP0_c0.t1
OG0015330	As005G103600	ESY12_g52189_DN3_SP0_c0.t1
OG0015331	As005G103760	ESY12_g52206_DN3_SP6_c0.t1
OG0015332	As005G103880	ESY12_g51469_DN3_SP0_c0.t1
OG0015333	As005G103910	ESY12_g51472_DN3_SP0_c0.t1
OG0015334	As005G104080	ESY4_g24845_DN3_SP0_c0.t1
OG0015335	As005G104240	ESY12_g51530_DN3_SP7_c0.t1
OG0015336	As005G104390	ESY12_g51546_DN3_SP8_c0.t1
OG0015337	As005G104440	ESY12_g51556_DN2_SP0_c0.t1
OG0015338	As005G104490	ESY12_g51565_DN3_SP5_c0.t1
OG0015339	As005G104620	ESY12_g51576_DN3_SP0_c0.t1
OG0015340	As005G104630	ESY12_g51577_DN3_SP6_c0.t1
OG0015341	As005G104690	ESY12_g51587_DN3_SP4_c0.t1
OG0015342	As005G104760	ESY12_g51359_DN3_SP8_c0.t1
OG0015343	As005G104910	ESY12_g51335_DN3_SP3_c0.t1
OG0015344	As005G105030	ESY12_g51267_DN3_SP5_c0.t1
OG0015345	As005G105230	ESY12_g51297_DN2_SP3_c17.t1
OG0015346	As005G106030	ESY12_g51159_DN3_SP0_c0.t1
OG0015347	As005G106520	ESY7_g19613_DN3_SP7_c0.t1
OG0015348	As005G106530	ESY7_g19611_DN3_SP6_c0.t1
OG0015349	As005G106850	ESY7_g19579_DN3_SP7_c0.t1
OG0015350	As005G106890	ESY7_g19574_DN3_SP0_c0.t1
OG0015351	As005G106990	ESY7_g19554_DN2_SP0_c0.t1
OG0015352	As005G107080	ESY7_g19545_DN3_SP0_c0.t1
OG0015353	As005G107130	ESY7_g19538_DN3_SP8_c0.t1
OG0015354	As005G107270	ESY7_g19525_DN3_SP4_c0.t1
OG0015355	As005G107350	ESY7_g19516_DN3_SP6_c0.t1
OG0015356	As005G107690	ESY7_g19462_DN3_SP5_c0.t1
OG0015357	As005G107750	ESY7_g19447_DN3_SP0_c0.t1
OG0015358	As005G107990	ESY7_g19398_DN3_SP8_c0.t1
OG0015359	As005G108010	ESY7_g19384_DN3_SP0_c0.t1
OG0015360	As005G108030	ESY7_g19382_DN3_SP0_c12.t1
OG0015361	As005G108160	ESY7_g19356_DN3_SP4_c4.t1
OG0015362	As005G108250	ESY7_g19331_DN3_SP1_c0.t1
OG0015363	As005G108300	ESY7_g19317_DN3_SP0_c0.t1
OG0015364	As005G108340	ESY7_g19305_DN3_SP2_c0.t1
OG0015365	As005G108560	ESY7_g19241_DN3_SP3_c0.t1
OG0015366	As005G108570	ESY7_g17925_DN3_SP8_c0.t1
OG0015367	As005G108650	ESY7_g19237_DN2_SP0_c0.t1
OG0015368	As005G108780	ESY7_g19217_DN3_SP0_c16.t1
OG0015369	As005G108830	ESY7_g19213_DN3_SP8_c0.t1, ESY7_g18592_DN2_SP0_c0.t1
OG0015370	As005G108900	ESY7_g19201_DN3_SP0_c0.t1
OG0015371	As005G109080	ESY7_g19166_DN2_SP2_c0.t1
OG0015372	As005G109400	ESY7_g19113_DN3_SP3_c0.t1
OG0015373	As005G109420	ESY7_g19112_DN3_SP0_c0.t1
OG0015374	As005G109950	ESY6_g49871_DN3_SP0_c0.t1
OG0015375	As005G110890	ESY6_g49233_DN3_SP0_c0.t1
OG0015376	As005G111250	ESY6_g49247_DN3_SP8_c0.t1
OG0015377	As005G112330	ESY6_g49161_DN2_SP0_c24.t1
OG0015378	As005G112380	ESY6_g49155_DN3_SP7_c0.t1
OG0015379	As005G112440	ESY16_g62101_DN3_SP1_c0.t1
OG0015380	As005G112530	ESY6_g49144_DN3_SP8_c0.t1
OG0015381	As005G112560	ESY6_g49137_DN3_SP0_c0.t1
OG0015382	As005G112890	ESY6_g49117_DN3_SP5_c0.t1
OG0015383	As005G113120	ESY6_g49069_DN3_SP8_c0.t1
OG0015384	As005G113190	ESY6_g49062_DN3_SP0_c0.t1
