Orthogroup	Aethionema_saxatile	Arabidopsis_arenosa
OG0015334	As005G104080	jg19651
OG0015335	As005G104240	jg19631
OG0015336	As005G104390	jg19620
OG0015337	As005G104440	jg19614
OG0015338	As005G104490	jg19606
OG0015339	As005G104620	jg19593
OG0015340	As005G104630	jg19592
OG0015341	As005G104690	jg19582
OG0015342	As005G104760	jg19575
OG0015343	As005G104910	jg19549
OG0015344	As005G105030	jg19492
OG0015345	As005G105230	jg19526
OG0015346	As005G106030	jg19438
OG0015347	As005G106520	jg3864
OG0015348	As005G106530	jg3865
OG0015349	As005G106850	jg3903
OG0015350	As005G106890	jg3907
OG0015351	As005G106990	jg3925
OG0015352	As005G107080	jg3930
OG0015353	As005G107130	jg3934
OG0015354	As005G107270	jg3948
OG0015355	As005G107350	jg3960
OG0015356	As005G107690	jg3999
OG0015357	As005G107750	jg4006
OG0015358	As005G107990	jg4040
OG0015359	As005G108010	jg4042, jg3741
OG0015360	As005G108030	jg4044
OG0015361	As005G108160	jg4059
OG0015362	As005G108250	jg22011
OG0015363	As005G108300	jg4080
OG0015364	As005G108340	jg4083
OG0015365	As005G108560	jg4110
OG0015366	As005G108570	jg4805
OG0015367	As005G108650	jg4114
OG0015368	As005G108780	jg4126
OG0015369	As005G108830	jg4131
OG0015370	As005G108900	jg4137
OG0015372	As005G109400	jg4178
OG0015373	As005G109420	jg4179
OG0015374	As005G109950	jg5797
OG0015375	As005G110890	jg5888
OG0015376	As005G111250	jg5876
OG0015377	As005G112330	jg5949
OG0015378	As005G112380	jg5956
OG0015379	As005G112440	jg9676
OG0015380	As005G112530	jg5966
OG0015381	As005G112560	jg5971
OG0015382	As005G112890	jg5986
OG0015383	As005G113120	jg6007
OG0015384	As005G113190	jg6014
OG0015385	As005G113260	jg6038
OG0015386	As005G113350	jg6052
OG0015387	As005G113430	jg6057
OG0015388	As005G113650	jg6096
OG0015389	As005G113980	jg23014
OG0015390	As005G114130	jg22998
OG0015391	As005G114170	jg22995
OG0015392	As005G114260	jg26265
OG0015393	As005G114530	jg2254
OG0015394	As005G114570	jg22944
OG0015395	As005G114780	jg22920
OG0015396	As005G114880	jg22913
OG0015397	As005G115170	jg22873
OG0015398	As005G115420	jg22833
OG0015399	As005G115630	jg22878
OG0015400	As005G115730	jg22853
OG0015401	As005G116010	jg23281
OG0015402	As005G116180	jg23300
OG0015404	As005G116270	jg23308
OG0015405	As005G116280	jg23309
OG0015406	As005G116300	jg23311
OG0015407	As005G116310	jg23314
OG0015408	As005G116330	jg23315
OG0015409	As005G116590	jg23336
OG0015410	As005G116860	jg23377
OG0015411	As005G116890	jg23385
OG0015412	As005G116980	jg19018
OG0015413	As005G117210	jg23412
OG0015414	As005G117320	jg23423
OG0015415	As005G117340	jg23425
OG0015416	As005G117360	jg23428
OG0015417	As005G117420	jg23445
OG0015418	As005G117470	jg23449
OG0015419	As005G117510	jg23455
OG0015420	As005G117590	jg23464
OG0015421	As005G117660	jg23470
OG0015422	As005G117860	jg23490
OG0015423	As005G117910	jg23495
OG0015424	As005G118260	jg23525
OG0015425	As005G118390	jg23540
OG0015426	As005G118480	jg23553
OG0015427	As005G118610	jg23565
OG0015428	As005G118660	jg23574
OG0015430	As005G118940	jg23610
OG0015431	As005G118960	jg23612
OG0015432	As005G119010	jg23618
OG0015433	As005G119090	jg23625
OG0015434	As005G119130	jg23630
OG0015435	As005G119190	jg23635
OG0015436	As005G119300	jg23647
OG0015437	As005G119310	jg23648
OG0015438	As005G119350	jg23652
OG0015439	As005G119620	jg23679
OG0015440	As005G119740	jg17128
OG0015441	As005G119770	jg23702
OG0015442	As005G119810	jg23706
OG0015443	As005G120010	jg23723
OG0015444	As005G120220	jg21596
OG0015445	As005G120260	jg23741
OG0015446	As005G120380	jg23752
OG0015447	As005G120530	jg23763
OG0015448	As005G120580	jg23770
OG0015449	As005G120620	jg23775
OG0015450	As005G120670	jg23779
OG0015451	As005G120800	jg23790
OG0015452	As005G120900	jg23801
OG0015453	As006G121080	jg8239
OG0015454	As006G121230	jg8167
OG0015455	As006G121470	jg8194
OG0015456	As006G121620	jg8213
OG0015457	As006G121890	jg8111
OG0015459	As006G122010	jg8125
OG0015460	As006G122070	jg8131
OG0015461	As006G122140	jg8141
OG0015462	As006G122600	jg8068
OG0015464	As006G122820	jg8035
OG0015465	As006G122890	jg8026
OG0015466	As006G123280	jg7967
OG0015467	As006G123420	jg7953
OG0015468	As006G123440	jg7951
OG0015469	As006G123450	jg7948
OG0015470	As006G123710	jg23506
OG0015471	As006G123730	jg7877
OG0015472	As006G124310	jg20769
OG0015473	As006G124360	jg20775
OG0015474	As006G124380	jg20777
OG0015475	As006G124390	jg20778
OG0015476	As006G124540	jg20794
OG0015477	As006G124630	jg20803
OG0015478	As006G124660	jg20807
OG0015479	As006G124780	jg20820
OG0015480	As006G124800	jg20826
OG0015481	As006G124820	jg20831
OG0015482	As006G125070	jg20867
OG0015483	As006G125700	jg18295
OG0015484	As006G126020	jg18376
OG0015485	As006G126180	jg18336
OG0015486	As006G126400	jg18282
OG0015487	As006G126440	jg18276
OG0015488	As006G126450	jg18275
OG0015489	As006G126810	jg18259
OG0015490	As006G127190	jg18205
OG0015491	As006G127340	jg18194
OG0015492	As006G127360	jg18193
OG0015493	As006G127780	jg18139
OG0015494	As006G128200	jg18073
OG0015495	As006G128320	jg18059
OG0015496	As006G128570	jg18031
OG0015497	As006G129100	jg17903
OG0015498	As006G129410	jg17860
OG0015499	As006G129570	jg17842
OG0015500	As006G129620	jg17833
OG0015501	As006G129690	jg17829
OG0015502	As006G129930	jg17793
OG0015503	As006G129990	jg17773
OG0015504	As006G130040	jg17768
OG0015505	As006G130060	jg17765
OG0015506	As006G130100	jg17761
OG0015507	As006G130130	jg17758
OG0015508	As006G130260	jg17721
OG0015509	As006G130580	jg17573
OG0015510	As006G130600	jg17575
OG0015511	As006G130670	jg17591
OG0015512	As006G130730	jg17613
OG0015513	As006G130780	jg17620, jg17621, jg17625
OG0015514	As006G130870	jg17645
OG0015515	As006G131000	jg17534
OG0015516	As006G131010	jg17525
OG0015517	As006G131200	jg17451
OG0015518	As006G131230	jg17444
OG0015519	As006G131240	jg17515
OG0015520	As006G131310	jg17426
OG0015521	As006G131350	jg19517
OG0015522	As006G131440	jg29124
OG0015523	As006G131470	jg8237
OG0015524	As006G131500	jg17375
OG0015525	As006G131590	jg17358
OG0015526	As006G131690	jg17323
OG0015527	As006G131700	jg17316
OG0015528	As006G131730	jg17312
OG0015529	As006G131810	jg17302
OG0015530	As006G131840	jg17293
OG0015531	As006G131890	jg17242
OG0015532	As006G132010	jg17215
OG0015533	As006G132120	jg17185
OG0015534	As006G132340	jg9708
OG0015535	As006G132880	jg23945
OG0015536	As006G133040	jg23938
OG0015537	As006G133280	jg23912
OG0015538	As006G133320	jg23904
OG0015539	As006G133350	jg31332
OG0015540	As006G133410	jg23894
OG0015541	As006G133460	jg23889
OG0015542	As006G133530	jg23885
OG0015543	As006G133550	jg26071
OG0015544	As006G133590	jg23883
OG0015545	As006G133670	jg3808
OG0015546	As006G133760	jg24770
OG0015547	As006G133790	jg3811
OG0015548	As006G133820	jg3816
OG0015549	As006G133840	jg3817
OG0015550	As006G133860	jg18069
OG0015551	As006G133870	jg3819
OG0015552	As006G133950	jg3829
OG0015553	As006G133980	jg3832
OG0015554	As006G134000	jg3833
OG0015555	As006G134270	jg9795
OG0015556	As006G134520	jg9771
OG0015557	As006G134820	jg23982
OG0015558	As006G134860	jg23988
OG0015559	As006G135090	jg24016
OG0015560	As006G135100	jg24017
OG0015561	As006G135120	jg24019
OG0015562	As006G135180	jg24024
OG0015563	As006G135290	jg24044
OG0015564	As006G135300	jg24045
OG0015565	As006G135430	jg24060
OG0015566	As006G135650	jg24084
OG0015567	As006G135690	jg24090
OG0015568	As006G135710	jg24092
OG0015569	As006G135820	jg24104
OG0015570	As006G135940	jg24118
OG0015571	As006G136030	jg24126
OG0015572	As006G136040	jg24129
OG0015573	As006G136300	jg24159
OG0015574	As006G136580	jg24196
OG0015575	As006G136740	jg24215
OG0015576	As006G136850	jg24223
OG0015577	As006G137160	jg24244
OG0015578	As006G137400	jg24280
OG0015579	As006G137470	jg24306
OG0015580	As006G137510	jg24314
OG0015581	As006G137950	jg24360
OG0015582	As006G138030	jg24370
OG0015583	As006G138410	jg24411
OG0015584	As006G138660	jg24427
OG0015585	As006G138790	jg24456
OG0015587	As006G138990	jg24476
OG0015588	As006G139000	jg24477
OG0015589	As006G139100	jg24490
OG0015590	As006G139140	jg24498
OG0015592	As006G139950	jg24572
OG0015593	As006G140040	jg24578
OG0015594	As006G140470	jg24634
OG0015595	As006G140600	jg24645
OG0015596	As012G267700, As006G140670	jg25224
OG0015597	As006G140700	jg24654
OG0015598	As006G140750	jg24656
OG0015599	As006G140820	jg24665
OG0015600	As006G140840	jg24667
OG0015601	As006G141040	jg24684
OG0015602	As006G141070	jg24688, jg24276
OG0015603	As006G141190	jg24703
OG0015604	As006G141240	jg24710
OG0015605	As006G141380	jg24722
OG0015606	As006G141410	jg24725
OG0015607	As006G141440	jg24728
OG0015609	As006G141610	jg24743
OG0015610	As006G141620	jg24744
OG0015611	As006G141770	jg24758
OG0015612	As006G142250	jg24813
OG0015613	As006G142270	jg24817
OG0015614	As006G142640	jg19280
OG0015615	As006G142660	jg19277
OG0015616	As006G142870	jg19249
OG0015617	As006G143020	jg19227
OG0015618	As006G143080	jg19222
OG0015619	As006G143380	jg19187
OG0015620	As006G143400	jg19185
OG0015621	As006G143660	jg19135
OG0015622	As006G143910	jg19161
OG0015623	As006G143990	jg19093
OG0015624	As006G144080, As007G166830	jg19088
OG0015625	As006G144130	jg19083
OG0015626	As006G144470	jg18725
OG0015627	As006G144860	jg18763
OG0015628	As006G144940	jg25191
OG0015629	As006G144980	jg18772
OG0015630	As006G145160	jg18798
OG0015631	As006G145360	jg18820
OG0015632	As006G145550	jg18840
OG0015633	As006G145580	jg18843
OG0015634	As006G145670	jg18856
OG0015635	As006G145680	jg18855
OG0015636	As006G145750, As011G258620	jg26882
OG0015637	As006G145830	jg18865
OG0015638	As006G145880	jg18871
OG0015639	As006G145890	jg18873
OG0015640	As006G146020	jg18883
OG0015641	As006G146320, As006G146310	jg18910
OG0015642	As006G146660	jg18922
OG0015643	As006G146680	jg18924
OG0015644	As006G147180	jg19048
OG0015645	As006G147330	jg19042
OG0015646	As006G147340	jg19039
OG0015647	As006G147490	jg18986
OG0015648	As006G147510	jg18982
OG0015649	As006G147890	jg18975
OG0015651	As006G148780	jg18711
OG0015652	As007G152230	jg30056
OG0015653	As007G152250	jg30062
OG0015654	As007G152570	jg30097
OG0015655	As007G152780, As012G282080	jg30114
OG0015656	As007G152920	jg30130
OG0015657	As007G153100	jg30147
OG0015658	As007G153410	jg30219
OG0015659	As007G153490	jg30229
OG0015660	As007G153690	jg30249
OG0015661	As007G153830	jg30274
OG0015662	As007G153840	jg30273
OG0015663	As007G153860	jg30271
OG0015664	As007G153890	jg30267
OG0015665	As007G153930	jg30262
OG0015666	As007G154000	jg30283
OG0015667	As007G154170	jg30299
OG0015668	As007G154530	jg30348
OG0015669	As007G154610	jg30340
OG0015670	As007G154630	jg30338
OG0015671	As007G154710	jg30326
OG0015672	As007G154720	jg3014
OG0015673	As007G155130	jg30391
OG0015674	As007G155240	jg30408
OG0015675	As007G155280	jg30413
OG0015676	As007G155380	jg30422
OG0015677	As007G155470	jg30433
OG0015678	As007G155510	jg30437
OG0015679	As007G155670	jg30457
OG0015680	As007G155710	jg30460
OG0015681	As007G155740	jg30463
OG0015682	As007G155770	jg30471
OG0015683	As007G156290	jg30541
OG0015684	As007G156650	jg30590, jg30593
OG0015685	As007G156680	jg30596
OG0015686	As007G156750	jg30604
OG0015687	As007G156910	jg30632
OG0015688	As007G157080	jg30648
OG0015689	As007G157560	jg30704
OG0015690	As007G157630	jg30712
OG0015691	As007G157640	jg30713
OG0015692	As007G157750	jg30725
OG0015693	As007G157800	jg30730
OG0015694	As007G157820	jg30732
OG0015695	As007G157860, As007G157970, As007G157870	jg28869
OG0015697	As007G158190	jg30780
OG0015698	As007G158520	jg30809
OG0015699	As007G158620	jg30821
OG0015700	As007G158710	jg30830
OG0015701	As007G158910	jg30842
OG0015702	As007G159100	jg30852
OG0015703	As007G159110	jg30853
OG0015704	As007G159170	jg30861
OG0015705	As007G159230	jg30871
OG0015706	As007G159320	jg30880
OG0015707	As007G159540	jg30912
OG0015708	As007G159780	jg30955
OG0015709	As007G159870	jg30969
OG0015710	As007G159950	jg30983
OG0015711	As007G160240	jg29056
OG0015712	As007G160550	jg31079
OG0015714	As007G160780	jg31111
OG0015715	As007G160910	jg2488
OG0015716	As007G160970	jg31135
OG0015717	As007G161110	jg2453
OG0015718	As007G161130	jg31151
OG0015719	As007G161230	jg31163
OG0015720	As007G161330	jg31174
OG0015721	As007G161680	jg31210
OG0015722	As007G161870	jg31232
OG0015723	As007G161920	jg31236
OG0015724	As007G162300	jg30532
OG0015725	As007G162310	jg32659
OG0015726	As007G162360	jg32658
OG0015727	As007G162640	jg31274
OG0015728	As007G162690	jg10060
OG0015729	As007G162750	jg10053
OG0015730	As007G162830	jg10042
OG0015731	As007G162960	jg10029
OG0015732	As007G163010	jg10024
OG0015733	As007G163090	jg10017
OG0015734	As007G163190	jg17132
OG0015735	As007G163330	jg10004, jg10002
OG0015736	As007G163490	jg9998
OG0015737	As007G163560	jg9992
OG0015738	As007G163570	jg9991
OG0015740	As007G164320	jg9967
OG0015741	As007G164380	jg9958
OG0015742	As007G164660	jg9941
OG0015743	As007G164780	jg9930
OG0015744	As007G165360	jg9912
OG0015745	As007G165640	jg9920
OG0015746	As007G165700	jg9922
OG0015747	As007G165750	jg20680, jg21869
OG0015748	As007G165970	jg29208
OG0015749	As007G166010	jg9664
OG0015750	As007G166990	jg9673
OG0015751	As009G207500, As007G167110	jg17086
OG0015752	As007G177490	jg17011
OG0015753	As007G177560	jg17023
OG0015754	As007G177840	jg16958
OG0015755	As007G179090	jg16848
OG0015756	As007G179260	jg16828
OG0015757	As007G179480	jg16807
OG0015758	As007G179550	jg16798
OG0015759	As007G179600	jg16790
OG0015760	As007G179710	jg9662
OG0015761	As007G179750	jg16756
OG0015762	As007G179890	jg16717
OG0015763	As007G180140	jg16684
OG0015764	As007G180180	jg15373
OG0015765	As007G180270	jg16671
OG0015766	As007G180540	jg16634
OG0015767	As007G180600	jg16624
OG0015768	As007G180610	jg16623
OG0015769	As007G180730	jg16586
OG0015770	As007G180790	jg16579
OG0015771	As007G180900	jg16570
OG0015772	As007G181930	jg16517
OG0015773	As007G182020	jg16507
OG0015774	As007G182100	jg16504
OG0015775	As007G182210	jg13226
OG0015776	As008G182870	jg29933
OG0015777	As008G183020	jg29914
OG0015778	As008G183100	jg29903
OG0015779	As008G183110	jg29902
OG0015780	As008G183130	jg29900
OG0015781	As008G183190	jg29893
OG0015782	As008G183380	jg29874
OG0015783	As008G183420	jg29870
OG0015784	As008G183540	jg29849
OG0015785	As008G183670	jg29858
OG0015786	As008G183710	jg29832
OG0015787	As008G183870	jg29818
OG0015788	As008G183920	jg29785
OG0015789	As008G184080	jg29803
OG0015790	As008G184170	jg29778
OG0015791	As008G184360	jg29755
OG0015793	As008G184670	jg29700
OG0015794	As008G184740	jg29692
OG0015796	As008G184870	jg29682
OG0015797	As008G185070	jg29667
OG0015798	As008G185080	jg29668
OG0015799	As008G185280	jg29647
OG0015800	As008G185610	jg29616
OG0015801	As008G185760	jg29606
OG0015802	As008G185930	jg29590
OG0015803	As008G185940	jg769
OG0015804	As008G186070	jg29563
OG0015805	As008G186280	jg29536
OG0015806	As008G186670	jg29496
OG0015807	As008G186730	jg29488
OG0015808	As008G186750	jg29484
OG0015809	As008G186860	jg29472
OG0015810	As008G187050	jg29449
OG0015811	As008G187080	jg29445
OG0015812	As008G187210	jg29424
OG0015813	As008G187360	jg29404, jg29407
OG0015814	As008G187500	jg29353
OG0015815	As008G187520	jg29355
OG0015816	As008G187570	jg29360
OG0015817	As008G187620	jg29364
OG0015818	As008G187790	jg29382
OG0015819	As008G188100	jg29338
OG0015820	As008G188330	jg29310
OG0015821	As008G188340	jg29309
OG0015822	As008G188490	jg29292
OG0015823	As008G188620	jg29286
OG0015824	As008G188700	jg29284
OG0015825	As008G188800	jg29274
OG0015826	As008G189010	jg29261
OG0015827	As008G189510	jg29238
OG0015828	As008G189900	jg29222
OG0015829	As008G189950	jg29230
OG0015830	As008G190890	jg29175
OG0015831	As008G191890	jg29126
OG0015832	As008G192030	jg29128
OG0015833	As008G192290	jg13899
OG0015834	As008G192560	jg29108
OG0015835	As008G192900	jg29086
OG0015836	As008G193090	jg29058
OG0015837	As008G193170	jg29053
OG0015838	As008G193190	jg29049
OG0015839	As008G193290	jg29006
OG0015840	As008G193310	jg29031
OG0015841	As008G193320	jg29029
OG0015842	As008G193420	jg29019
OG0015843	As008G193480	jg29017
OG0015844	As008G193580	jg29003
OG0015845	As008G193590	jg29002
OG0015846	As008G193610	jg29000
OG0015847	As008G193670	jg28995
OG0015848	As008G194250	jg28944
OG0015849	As008G194350	jg28933
OG0015850	As008G194360	jg21381
OG0015851	As008G194370	jg28932
OG0015852	As008G194390	jg28930
OG0015853	As008G194860	jg28882
OG0015854	As008G194910	jg28876
OG0015855	As008G195260	jg28847
OG0015856	As008G195290	jg28845
OG0015857	As008G195430	jg28837
OG0015858	As008G195480	jg28829
OG0015859	As008G195540	jg28824
OG0015860	As008G195550	jg28820
OG0015861	As008G195640	jg28812
OG0015862	As008G196010	jg28776
OG0015863	As008G196120	jg5931
OG0015864	As008G196580	jg28722
OG0015865	As008G196620	jg28719
OG0015866	As008G196630	jg28718
OG0015867	As008G196800	jg28671
OG0015868	As008G197000	jg28699
OG0015869	As008G197110	jg28657
OG0015870	As008G197120	jg28656
OG0015871	As008G197130	jg28655
OG0015872	As008G197250	jg28640
OG0015873	As008G197400	jg28624
OG0015874	As008G197670	jg28593
OG0015875	As008G197810	jg28580
OG0015876	As008G197860	jg28571
OG0015877	As008G197960	jg28547
OG0015878	As008G198050	jg28556
OG0015879	As008G198150	jg28539
OG0015880	As008G198170	jg28538
OG0015881	As008G198600	jg28500
OG0015882	As008G198940	jg28482
OG0015883	As008G199100	jg28448
OG0015884	As008G199150	jg28443
OG0015885	As008G199250	jg28434
OG0015886	As008G199260	jg28433
OG0015887	As008G199280	jg28432
OG0015888	As008G199320	jg28429
OG0015889	As008G199360	jg28426
OG0015890	As008G199370	jg28422
OG0015891	As008G199440	jg28414
OG0015892	As008G199570	jg28405
OG0015893	As008G199660	jg28398
OG0015894	As009G199730	jg5200
OG0015895	As009G199900	jg5277
OG0015896	As009G200020	jg5260
OG0015897	As009G200180	jg5238
OG0015898	As009G200260	jg5229
OG0015899	As009G200320	jg5222
OG0015900	As009G200400	jg5288
OG0015901	As009G200500	jg5297
OG0015902	As009G200540	jg5301
OG0015903	As009G201040	jg5376
OG0015904	As009G201100	jg5369
OG0015905	As009G201220	jg5360
OG0015906	As009G201290	jg5355
OG0015907	As009G201430	jg5342
OG0015908	As009G201700	jg5417
OG0015910	As009G201980	jg24072
OG0015911	As009G202030	jg5438
OG0015913	As009G202580	jg5490
OG0015914	As009G202770	jg5511
OG0015915	As009G202830	jg5517
OG0015916	As009G202870	jg5521
OG0015917	As009G203130	jg5551
OG0015918	As009G203320	jg5571
OG0015919	As009G203360	jg5569
OG0015920	As009G203410	jg5579
OG0015921	As009G203510	jg5590
OG0015922	As009G203590	jg5598
OG0015923	As009G203610	jg5600
OG0015924	As009G203920	jg5629
OG0015925	As009G203950	jg5631
OG0015926	As009G204100	jg5663
OG0015927	As009G204110	jg5664
OG0015928	As009G204200	jg5683
OG0015929	As009G204250	jg5685
OG0015930	As009G204270	jg29224
OG0015931	As009G204530	jg5713
OG0015932	As009G204590	jg5728
OG0015933	As009G204610	jg5729
OG0015934	As009G204660	jg5737
OG0015935	As009G205030	jg5769
OG0015936	As009G205210	jg6535
OG0015937	As009G205590	jg6570
OG0015938	As009G205670, As009G205660	jg6579
