Orthogroup	Aethionema_saxatile	Noccaea_praecox
OG0016130	As010G234470	Np002G083540
OG0016131	As010G234480	Np002G083530
OG0016132	As010G234510	Np002G083500
OG0016133	As010G234530	Np002G083480
OG0016134	As010G234570	Np002G083440
OG0016135	As010G234600	Np002G083410
OG0016136	As010G234920	Np002G083020
OG0016137	As010G235300	Np002G073780
OG0016138	As010G235440	Np002G073970
OG0016139	As010G235470	Np002G074210
OG0016140	As010G235540	Np002G074260
OG0016141	As010G235760	Np002G074600
OG0016142	As010G235800	Np002G074700
OG0016143	As010G236030	Np002G074960
OG0016144	As010G236100	Np002G075040
OG0016145	As010G236230	Np002G075220
OG0016146	As010G236550	Np002G075660
OG0016148	As010G236730	Np002G075970
OG0016149	As010G236830	Np002G076100
OG0016150	As010G236910	Np002G076270, Np002G076210
OG0016151	As010G236960	Np007G389030
OG0016152	As010G237000	Np002G076400
OG0016153	As010G237020	Np002G076420
OG0016154	As010G237090	Np002G076490
OG0016155	As010G237100	Np002G076500
OG0016156	As010G237270	Np002G076770
OG0016157	As010G237300	Np002G076790
OG0016158	As010G237350	Np002G076890
OG0016159	As010G237400	Np002G076960
OG0016160	As010G237640	Np002G077270
OG0016161	As010G237840	Np002G077680
OG0016162	As010G237870	Np002G077700
OG0016163	As010G237940	Np002G077820
OG0016164	As010G237960	Np004G201610
OG0016165	As010G238130	Np002G077960
OG0016166	As010G238150	Np002G077980
OG0016167	As010G238180	Np002G078020
OG0016168	As010G238290	Np002G078190
OG0016169	As010G238500	Np002G078470
OG0016170	As010G238550	Np002G078580
OG0016171	As010G238640	Np002G078670
OG0016172	As010G238670	Np002G078740
OG0016173	As010G238760	Np002G078870
OG0016174	As010G238850	Np002G078990
OG0016175	As010G238890	Np002G079050, Np002G080590
OG0016176	As010G238900	Np002G079060, Np002G080580
OG0016177	As010G238960	Np002G079080, Np002G080560, Np002G079100
OG0016178	As010G238990	Np002G079130
OG0016179	As010G239200	Np002G079370
OG0016180	As010G239210	Np002G079380
OG0016181	As010G239240	Np002G079480
OG0016182	As010G239460	Np002G079840
OG0016183	As010G239540	Np002G080040
OG0016184	As010G239770	Np002G080270
OG0016185	As010G239950	Np002G080820
OG0016186	As010G240230	Np002G081150
OG0016187	As010G240270	Np002G081240
OG0016188	As010G240310	Np002G081280
OG0016189	As010G240540	Np002G081420
OG0016190	As010G240570	Np002G081460
OG0016191	As010G240600	Np002G081490
OG0016192	As010G240620	Np002G081560
OG0016193	As010G240680, As010G240660	Np002G081580
OG0016194	As010G240820	Np002G081660
OG0016195	As010G241080	Np002G082090
OG0016196	As010G241240	Np002G082370, Np002G082270
OG0016197	As010G241260	Np002G082410
OG0016198	As010G241280	Np002G082430
OG0016199	As010G242130	Np002G072980
OG0016200	As010G242250	Np002G072850
OG0016201	As010G242260	Np002G072840
OG0016202	As010G242290	Np002G072810
OG0016203	As010G242350	Np002G072770
OG0016204	As010G242640, As010G242630	Np002G072380
OG0016205	As010G242970	Np002G072040
OG0016206	As010G243150	Np002G071640
OG0016207	As010G243250	Np002G071530
OG0016208	As010G244050	Np002G070610
OG0016209	As010G244060	Np002G070600
OG0016210	As010G244170	Np002G070510
OG0016211	As010G244200	Np002G070490
OG0016212	As010G244240	Np002G070450
OG0016213	As010G244390	Np002G070280
OG0016214	As010G244500	Np002G070090
OG0016215	As010G244550	Np002G070140
OG0016216	As010G244560	Np002G070150
OG0016217	As010G244570	Np002G070160
OG0016218	As011G244690	Np007G408530
OG0016219	As011G244780	Np007G408370
OG0016220	As011G244950	Np007G408070
OG0016221	As011G244990	Np007G408000
OG0016222	As011G245520	Np007G407370
OG0016223	As011G245620	Np007G407030
OG0016224	As011G245640	Np007G406960
OG0016225	As011G245730	Np007G406710
OG0016226	As011G246040	Np007G406300
OG0016227	As011G246260	Np007G405960
OG0016228	As011G246880	Np007G405110
OG0016229	As011G246980	Np007G404980
OG0016230	As011G247190	Np007G404690
OG0016231	As011G247590	Np007G403900
OG0016232	As011G247700	Np007G403540
OG0016233	As011G247880	Np007G402780
OG0016234	As011G248100	Np007G390110
OG0016235	As011G248130	Np007G390140
OG0016236	As011G248350	Np007G390440
OG0016237	As011G248430	Np007G390530
OG0016238	As011G248440	Np007G390540
OG0016239	As011G248450	Np007G390550
OG0016240	As011G248480	Np007G390580
OG0016241	As011G248790, As011G248800	Np001G058050
OG0016242	As011G248820	Np007G391290
OG0016243	As011G248960	Np007G391470
OG0016244	As011G249100	Np007G391680
OG0016245	As011G249110	Np007G391690
OG0016246	As011G249130	Np007G391730
OG0016247	As011G249170	Np007G391830
OG0016248	As011G249190	Np007G391860
OG0016249	As011G249320	Np007G392170
OG0016250	As011G249480	Np007G392530
OG0016251	As011G249550	Np007G392610
OG0016253	As011G249650	Np007G392770
OG0016254	As011G249940	Np007G393260
OG0016255	As011G249990	Np007G393320
OG0016256	As011G250060	Np007G393570
OG0016257	As011G250110	Np007G393690
OG0016258	As011G250160	Np007G393750
OG0016259	As011G250430	Np007G394280
OG0016260	As011G250640	Np007G394530
OG0016262	As011G250960	Np007G395130
OG0016263	As011G251050	Np007G395230
OG0016264	As011G251210	Np007G395760
OG0016265	As011G257300, As011G251280	Np007G395900
OG0016266	As011G251680	Np007G396920
OG0016267	As011G251700	Np007G396940
OG0016268	As011G251810	Np007G397090
OG0016269	As011G251890	Np007G397520
OG0016270	As011G251900	Np007G397530
OG0016271	As011G252000	Np007G397660
OG0016272	As011G252770	Np011G436130
OG0016273	As011G252900	Np002G119640
OG0016274	As011G252940	Np007G380360
OG0016275	As011G252960	Np007G380380
OG0016276	As011G253040	Np007G380490
OG0016277	As011G253250	Np007G387420
OG0016278	As011G253380	Np007G381700
OG0016279	As011G253500	Np007G381470
OG0016280	As011G253540	Np007G381430
OG0016281	As011G254020	Np007G382460
OG0016282	As011G254210	Np007G382750
OG0016283	As011G254460	Np007G383210
OG0016284	As011G255100	Np007G384230
OG0016285	As011G255240	Np007G384360
OG0016286	As011G255390	Np007G384690
OG0016287	As011G255940	Np007G385800, Np007G385810
OG0016288	As011G256190	Np007G386100
OG0016289	As011G256230	Np007G386150
OG0016290	As011G256250	Np007G386180
OG0016291	As011G256580	Np007G387030
OG0016292	As011G256710	Np007G387260
OG0016293	As011G256740	Np007G387290
OG0016294	As011G256790	Np006G363680
OG0016295	As011G257160	Np007G387680
OG0016296	As011G257500	Np007G387600
OG0016297	As011G257620	Np007G387820
OG0016298	As011G258430	Np007G388190
OG0016299	As011G258650	Np007G388070
OG0016300	As011G258660	Np007G388870
OG0016301	As011G258930	Np007G388720
OG0016302	As011G259270	Np005G292530
OG0016303	As011G260650	Np003G165290
OG0016304	As011G260930	Np007G379840
OG0016305	As011G261100	Np007G389840
OG0016306	As011G261580	Np007G389320
OG0016307	As011G261770	Np007G379870
OG0016308	As011G261860	Np007G380180, Np007G380210
OG0016309	As011G262040	Np007G379720
OG0016310	As011G262060	Np007G379680
OG0016311	As011G262090	Np007G379700, Np007G379650
OG0016312	As011G262100	Np007G379640
OG0016313	As011G262110	Np007G379600
OG0016314	As011G262120	Np007G379590
OG0016315	As011G262200	Np007G379490
OG0016316	As011G262220	Np007G379450
OG0016317	As011G262290	Np007G379270
OG0016318	As011G262300	Np007G379210
OG0016319	As011G262360	Np005G309570
OG0016320	As011G262580	Np007G378450
OG0016321	As011G262620	Np007G378420
OG0016322	As011G262650	Np007G378330
OG0016323	As011G262700	Np007G378270
OG0016324	As011G262710	Np007G378260
OG0016325	As011G262860	Np007G378070
OG0016326	As011G263400	Np007G377300
OG0016327	As011G263540	Np007G377010
OG0016328	As011G263680	Np007G376760
OG0016329	As011G263710	Np007G376660
OG0016330	As011G264160	Np007G376290
OG0016331	As011G264250	Np007G376150
OG0016332	As011G264640	Np007G375600
OG0016333	As011G264890	Np007G375130, Np001G021540
OG0016334	As011G264910	Np007G375110, Np001G021520
OG0016335	As011G265030	Np007G374950
OG0016336	As011G265180	Np007G374380
OG0016337	As011G265350	Np007G374600
OG0016338	As011G265400	Np007G374650
OG0016339	As011G265430	Np007G374680
OG0016340	As011G265480	Np007G374750
OG0016341	As011G265650	Np007G374030
OG0016343	As011G266030	Np007G373560
OG0016344	As011G266050	Np007G373440
OG0016345	As011G266400	Np007G372980
OG0016346	As011G266530	Np007G372720
OG0016347	As011G266580	Np007G372680
OG0016348	As011G266630	Np007G372540
OG0016349	As011G266740	Np007G372430
OG0016350	As011G266750	Np007G372410
OG0016351	As011G266940	Np007G372260
OG0016352	As011G267410	Np006G323240
OG0016353	As011G267550	Np007G371700
OG0016354	As011G267590	Np007G371550
OG0016355	As012G267940	Np004G190510
OG0016356	As012G267970	Np004G190540
OG0016357	As012G268040	Np004G190630
OG0016358	As012G268120	Np004G190700
OG0016359	As012G268290	Np004G190860
OG0016360	As012G268360	Np004G190940
OG0016361	As012G268710	Np004G191230
OG0016362	As012G268850	Np004G191430
OG0016363	As012G268920	Np004G191550
OG0016364	As012G268940	Np007G406580
OG0016365	As012G269190	Np004G192010
OG0016366	As012G269230	Np007G405990
OG0016367	As012G269420	Np004G192380
OG0016368	As012G269520	Np004G192590
OG0016369	As012G269850	Np004G193250
OG0016370	As012G269950	Np004G193440
OG0016371	As012G270100	Np004G193690
OG0016372	As012G270420	Np004G194050
OG0016373	As012G270430	Np004G194060
OG0016374	As012G270450	Np004G194080
OG0016375	As012G270530	Np004G194210
OG0016376	As012G270570	Np004G194250
OG0016377	As012G270630	Np004G194340
OG0016378	As012G270740	Np004G194510
OG0016379	As012G270770	Np004G194600
OG0016380	As012G270860	Np004G194700
OG0016381	As012G270880	Np004G194740
OG0016382	As012G270900	Np004G194780
OG0016383	As012G271630	Np004G196210
OG0016384	As012G271710	Np004G195980
OG0016385	As012G271720	Np004G195970
OG0016386	As012G271780	Np004G195770
OG0016387	As012G271850	Np004G195690
OG0016388	As012G271910	Np004G195610
OG0016389	As012G271920	Np004G195600
OG0016390	As012G271990	Np004G196430
OG0016391	As012G272030	Np004G196510
OG0016392	As012G272080	Np004G196580
OG0016393	As012G272370	Np004G196950
OG0016395	As012G272480	Np004G197140
OG0016396	As012G272510	Np004G197190
OG0016397	As012G272580	Np004G197290
OG0016398	As012G272850	Np004G198160
OG0016399	As012G272870	Np004G198180
OG0016400	As012G272880	Np004G198190
OG0016401	As012G272890	Np004G198210
OG0016402	As012G272930	Np004G198240
OG0016403	As012G273040	Np004G198400
OG0016404	As012G273630	Np004G199290
OG0016405	As012G273740	Np004G199450
OG0016406	As012G273800	Np004G199600
OG0016407	As012G273880	Np004G199680
OG0016408	As012G273970, As022G292030	Np002G088600
OG0016409	As012G274020	Np004G199890
OG0016410	As012G274030	Np004G200030
OG0016411	As012G274050	Np004G199920
OG0016412	As012G274140	Np004G200110
OG0016413	As012G274220	Np005G300350
OG0016414	As012G274350	Np005G301070
OG0016415	As012G274500	Np005G301370
OG0016416	As012G274750	Np005G302090
OG0016418	As012G274780	Np005G302120
OG0016419	As012G275010	Np006G341620
OG0016420	As012G275020	Np004G213970
OG0016421	As012G275370	Np006G342030
OG0016422	As012G275470	Np001G053810
OG0016423	As012G275560	Np001G053930
OG0016424	As012G275760	Np001G054160
OG0016425	As012G275910	Np001G054310
OG0016426	As012G276050	Np001G054650
OG0016427	As012G276170	Np001G054780
OG0016428	As012G276180	Np001G054790
OG0016429	As012G276190	Np001G054810
OG0016430	As012G276610	Np001G055450
OG0016431	As012G276810, As012G276650	Np007G415350
OG0016432	As012G277080	Np004G238240
OG0016433	As012G277100	Np001G056220
OG0016434	As012G277870	Np001G056840
OG0016435	As012G277890	Np001G056850
OG0016436	As012G278500	Np001G053680
OG0016437	As012G278550	Np001G053760
OG0016438	As012G278860	Np001G053640
OG0016439	As012G279010	Np001G053570
OG0016440	As012G279080	Np001G053420
OG0016441	As012G279420	Np004G230160
OG0016442	As012G279460	Np001G053400
OG0016443	As012G279750	Np001G053410
OG0016444	As012G280170	Np001G057580
OG0016445	As012G280290	Np001G057760
OG0016446	As012G280720	Np001G058090
OG0016447	As012G280880	Np001G058320
OG0016448	As012G280930	Np001G058340
OG0016449	As012G281720	Np001G058900
OG0016450	As012G281750	Np001G059020
OG0016451	As012G281790	Np001G059060
OG0016452	As012G282550	Np001G060030
OG0016453	As012G282640	Np001G060140
OG0016454	As012G282720	Np001G060360
OG0016455	As012G282750	Np001G060390
OG0016456	As012G282900	Np001G060580
OG0016457	As012G283090	Np001G060910
OG0016458	As012G283180	Np001G061220
OG0016459	As012G283340	Np001G061370
OG0016460	As012G283570	Np001G061530
OG0016461	As012G283660	Np001G061680
OG0016462	As012G284060	Np001G062290
OG0016463	As012G284080	Np001G062360
OG0016464	As012G284110	Np001G062390
OG0016465	As012G284210	Np001G062560
OG0016466	As012G284250	Np001G062630
OG0016467	As012G284260	Np001G062640
OG0016468	As012G284420	Np001G062810
OG0016469	As012G284710	Np001G057710
OG0016470	As012G284730	Np001G063310
OG0016471	As012G284740	Np001G063320
OG0016472	As012G284810	Np001G063420
OG0016473	As012G285070	Np001G064060
OG0016474	As012G285420	Np005G302770
OG0016475	As012G285570	Np001G064770
OG0016476	As012G285740	Np001G065020
OG0016477	As012G285780	Np007G388990
OG0016478	As012G285920	Np001G065270
OG0016479	As012G285950	Np001G065220
OG0016480	As012G286100	Np001G065610
OG0016481	As012G286260	Np001G065980
OG0016482	As012G286610	Np001G066270
OG0016483	As012G286970	Np001G066680
OG0016484	As012G287160	Np001G066930
OG0016485	As012G287410	Np001G067250
OG0016486	As012G287470	Np001G067370
OG0016487	As012G287530	Np001G067420
OG0016488	As012G287650	Np001G067560, Np003G157270
OG0016489	As012G287790	Np001G067860
OG0016490	As012G287870	Np001G067950
OG0016491	As012G288000	Np001G068170
OG0016492	As012G288110	Np001G068450
OG0016493	As012G288290	Np001G068640
OG0016494	As012G288300	Np001G068650
OG0016495	As012G288600	Np001G069220
OG0016496	As012G288620	Np001G069170
OG0016498	As012G288960	Np001G069530
OG0016499	As012G289000	Np001G069570
OG0016500	As012G289180	Np001G069750
OG0016501	As012G289200	Np001G069770
OG0016502	As012G289210	Np001G069790
OG0016503	As012G289220	Np001G069800
OG0016504	As012G289300	Np001G069860
OG0016505	As012G289330	Np001G069890
OG0016506	As012G289410	Np001G069950
OG0016507	As012G289430	Np001G069970
OG0016508	As012G289480	Np001G070000
OG0016509	As012G289490	Np001G068270
OG0016657	As001G000110	Np005G276710
OG0016658	As001G000300	Np005G276470
OG0016659	As001G000320	Np005G276420
OG0016660	As001G000340	Np005G276400
OG0016661	As001G000380	Np004G202020
OG0016662	As001G000710	Np005G275910
OG0016663	As001G000940	Np005G275480
OG0016664	As001G001060	Np005G275350
OG0016665	As001G001690	Np005G274660
OG0016666	As001G001910	Np005G274400
OG0016667	As001G002050	Np005G274230
OG0016668	As001G002060	Np005G274220
OG0016669	As001G003520	Np005G272140
OG0016670	As001G003610	Np005G272080
OG0016671	As001G004170	Np005G271240
OG0016672	As001G004980	Np005G270250
OG0016673	As001G006280	Np005G262840
OG0016675	As001G010140	Np005G263600
OG0016676	As001G010490	Np005G263680
OG0016677	As001G010550	Np005G263730
OG0016679	As001G012920	Np003G153860, Np005G264470
OG0016680	As011G246940, As001G014100	Np007G405030
OG0016681	As001G014450	Np005G265380
OG0016682	As001G015800	Np004G215380
OG0016683	As001G015940	Np004G215900
OG0016684	As001G016000	Np004G216000
OG0016685	As001G016020	Np004G216130, Np004G216080
OG0016686	As001G016760	Np004G205030
OG0016687	As001G016860	Np004G205100
OG0016688	As001G018340	Np005G309650
OG0016689	As001G018470	Np005G317560
OG0016690	As001G018650	Np002G106050
OG0016691	As001G018930	Np002G107520
OG0016692	As001G019010	Np002G107960
OG0016693	As001G019130	Np002G111290
OG0016694	As001G019610	Np002G113120
OG0016695	As001G019730	Np002G113380
OG0016696	As001G020000	Np002G113810
OG0016697	As001G020100	Np002G114160
OG0016698	As001G020540	Np002G115560
OG0016699	As001G020810	Np002G115970
OG0016700	As001G020820	Np002G115990
OG0016701	As001G020850	Np002G116060
OG0016702	As001G021010	Np002G116660
OG0016703	As001G021430	Np002G117310
OG0016704	As001G022100	Np002G119380
OG0016705	As001G022870	Np001G026670
OG0016706	As001G023040	Np001G026420
OG0016707	As001G023140	Np001G026260
OG0016708	As001G023560	Np001G025340
OG0016710	As001G023930	Np001G024850
OG0016712	As001G024530	Np001G023740
OG0016713	As001G024830	Np001G023410
OG0016714	As001G025060	Np001G023050
OG0016715	As001G025390	Np001G022530
OG0016716	As001G025550	Np001G022260
OG0016717	As001G026610	Np001G020510
OG0016718	As001G026800	Np001G020230
OG0016719	As001G026890	Np001G020130
OG0016720	As001G027060	Np001G019850
OG0016721	As001G027790	Np001G018860
OG0016722	As001G027830, As011G255950	Np007G385870
OG0016723	As001G027880	Np001G018750
OG0016724	As001G028160	Np001G018430
OG0016725	As001G028380	Np002G093230
OG0016726	As001G028460	Np002G093490
OG0016727	As001G028580	Np002G093990
OG0016728	As001G028770	Np002G094720
OG0016729	As001G028910	Np002G095380
OG0016730	As001G029170	Np002G096940
OG0016731	As001G029380	Np002G097850
OG0016732	As001G029410	Np002G097910
OG0016733	As001G029550	Np002G099540
OG0016734	As001G029680	Np002G099860
OG0016735	As001G029740	Np002G100530
OG0016736	As001G029860	Np002G102630
OG0016737	As001G030040	Np002G111490
OG0016739	As001G030190	Np002G124790
OG0016740	As001G030250	Np002G124770
OG0016741	As001G030530	Np002G124310
OG0016742	As001G031810	Np002G121010
OG0016743	As001G031880	Np002G120810
OG0016744	As001G032150	Np002G119900
OG0016745	As001G032200	Np002G119770
OG0016746	As001G032240	Np002G119850
OG0016747	As002G032420	Np007G408900
OG0016748	As002G032490	Np005G280200
OG0016750	As002G032790	Np005G279700
OG0016751	As002G032820	Np005G279660
OG0016752	As002G033750	Np006G331150
OG0016753	As002G033990	Np007G413720
OG0016754	As002G034370	Np007G413300
OG0016755	As002G034440	Np007G413210
OG0016756	As002G034800	Np007G412890
OG0016758	As002G034920	Np003G127550
OG0016759	As002G035200	Np007G412570
OG0016760	As002G035620	Np007G411920
OG0016761	As002G036080	Np007G411500
OG0016762	As002G036710, As002G036690	Np007G411010
OG0016763	As002G036790	Np006G327010
