Orthogroup	Aethionema_saxatile	Capsella_rubella
OG0014353	As011G260760	XP_006299793.1
OG0014354	As011G260990	XP_006299399.2
OG0014355	As011G261150	XP_006297186.1
OG0014356	As011G261300	XP_006297020.1
OG0014357	As011G261310	XP_023641737.1
OG0014358	As011G261430	XP_006297624.1
OG0014359	As011G261500	XP_006298511.2
OG0014360	As011G261560	XP_006297583.1
OG0014361	As011G261670	XP_006296708.1
OG0014362	As011G261790	XP_006297328.1
OG0014363	As011G261840	XP_006298616.1
OG0014364	As011G261870	XP_006297071.1
OG0014365	As011G262050	XP_023642288.1
OG0014366	As011G262170	XP_023642576.1
OG0014367	As011G262210	XP_023641533.1
OG0014368	As011G262330	XP_006298726.1
OG0014369	As011G262340	XP_006297176.2
OG0014370	As011G262390	XP_023633962.1
OG0014371	As011G262400	XP_006297197.1
OG0014372	As011G262460	XP_006287077.1
OG0014373	As011G262570	XP_006297389.1
OG0014374	As011G262660	XP_006306913.1
OG0014375	As011G262940	XP_006296983.2
OG0014376	As011G262990	XP_023642792.1
OG0014377	As011G263040	XP_006298909.1
OG0014378	As011G263350	XP_006299964.2
OG0014379	As011G263450	XP_006307564.1
OG0014380	As011G263560	XP_006298307.1
OG0014381	As011G263770	XP_006307221.1
OG0014382	As011G263860	XP_006297162.1
OG0014383	As011G264380	XP_006297340.1, XP_023642429.1
OG0014384	As011G264520	XP_023642723.1
OG0014385	As011G264700	XP_006299385.1
OG0014386	As011G265310	XP_006297927.1
OG0014387	As011G265540	XP_006296964.1
OG0014388	As011G265550	XP_023642457.1
OG0014389	As011G265670	XP_006296974.2
OG0014390	As011G265700	XP_006296987.1
OG0014391	As011G265710	XP_006297852.1
OG0014392	As011G265990	XP_006300135.1
OG0014393	As011G266210	XP_006299734.1, XP_006299784.2
OG0014394	As011G266320	XP_006298045.1
OG0014395	As011G266620	XP_006297034.2
OG0014396	As011G266670	XP_006300027.1
OG0014397	As011G266890	XP_006296647.1
OG0014398	As011G267190	XP_006298730.1
OG0014399	As011G267260	XP_006297644.1
OG0014400	As011G267370	XP_023642373.1
OG0014401	As011G267500	XP_006297425.1
OG0014402	As011G267530	XP_006298316.1
OG0014403	As012G267690	XP_006303769.1
OG0014404	As012G267740	XP_023645059.1
OG0014405	As012G268050	XP_023645507.1
OG0014406	As012G268070	XP_006303391.1
OG0014407	As012G268440	XP_006304933.1
OG0014408	As012G268600	XP_006305207.1
OG0014409	As012G268630	XP_023645249.1
OG0014410	As012G268670	XP_006279490.1
OG0014411	As012G268780	XP_023645802.1
OG0014412	As012G269440	XP_006307146.1
OG0014413	As012G269480	XP_006306272.2
OG0014414	As012G269640	XP_006303232.1
OG0014415	As012G269840	XP_006307524.2
OG0014416	As012G270260, As012G270320	XP_006305683.1
OG0014417	As012G270340, As012G270390	XP_006305391.1
OG0014418	As012G270480	XP_006305780.1
OG0014419	As012G270640	XP_006306897.1
OG0014420	As012G270650	XP_006305087.1
OG0014421	As012G270660	XP_006304948.1
OG0014422	As012G270730	XP_006305590.1
OG0014423	As012G270910	XP_006307729.2
OG0014424	As012G271270	XP_023645879.1
OG0014425	As012G271340	XP_006303644.1
OG0014426	As012G271480	XP_006307385.1
OG0014427	As012G271590	XP_006306778.1
OG0014428	As012G271700	XP_006303566.1
OG0014429	As012G271820	XP_006306946.1
OG0014430	As012G272040	XP_023644120.1
OG0014431	As012G272060	XP_006303962.1
OG0014432	As012G272090	XP_006305048.1
OG0014433	As012G272180	XP_023645185.1
OG0014434	As012G272330	XP_006306595.1
OG0014435	As012G272360	XP_023645452.1
OG0014436	As012G272610	XP_006307645.1
OG0014437	As012G272680	XP_023644850.1
OG0014438	As012G272790	XP_006305198.1
OG0014439	As012G272820	XP_023642538.1
OG0014440	As012G272940	XP_006305746.1
OG0014441	As012G272960	XP_006303632.1
OG0014442	As012G273210	XP_023632548.1
OG0014443	As012G273260	XP_006306610.1
OG0014444	As012G273390	XP_006304910.1
OG0014445	As012G273450	XP_006305885.1
OG0014446	As012G273650	XP_006304891.1
OG0014447	As012G273830	XP_006304702.1
OG0014448	As012G273910	XP_006305350.1
OG0014449	As012G274230	XP_006284042.1
OG0014450	As012G274370	XP_023633656.1
OG0014451	As012G277900, As012G274400	XP_023637862.1
OG0014452	As012G274430	XP_006282826.2
OG0014453	As012G274550	XP_023635354.1
OG0014454	As012G274640	XP_006284808.1
OG0014455	As012G274710	XP_006283024.1
OG0014456	As012G275090	XP_006296015.1
OG0014457	As012G275110	XP_006293433.1
OG0014458	As012G275250	XP_006295340.1
OG0014459	As012G275490	XP_023638770.1
OG0014460	As012G275530	XP_006291374.1
OG0014461	As012G275770	XP_006293002.1
OG0014462	As012G275780	XP_023638755.1
OG0014463	As012G275790	XP_006291785.1
OG0014464	As012G275800	XP_006292015.1
OG0014465	As012G275900	XP_006291176.1
OG0014466	As012G275960	XP_006293263.1
OG0014467	As012G276070	XP_006292688.1
OG0014468	As012G276200	XP_006291062.1
OG0014469	As012G276210	XP_006291522.2
OG0014470	As012G276840	XP_006301220.1
OG0014471	As012G276970	XP_006292489.1
OG0014472	As012G277110	XP_006290465.1
OG0014473	As012G277720	XP_006291519.1
OG0014474	As012G278180	XP_006291033.1
OG0014475	As012G278600	XP_006291190.2
OG0014476	As012G278810	XP_006287162.1
OG0014477	As012G278870	XP_006291668.1
OG0014478	As012G278900	XP_006291630.2
OG0014479	As012G279510	XP_006291288.1
OG0014480	As012G280110	XP_006293149.1
OG0014481	As012G280250	XP_006292418.1
OG0014482	As012G280870	XP_006290746.1
OG0014483	As012G281500	XP_006291476.1
OG0014484	As012G281610	XP_006290865.1
OG0014485	As012G281620	XP_006290263.1
OG0014486	As012G281730	XP_006290685.1
OG0014487	As012G282010	XP_023638641.1
OG0014488	As012G282660	XP_006291485.1
OG0014489	As012G282700	XP_006293087.1
OG0014490	As012G282780	XP_006293886.1
OG0014491	As012G282970	XP_006292990.1
OG0014492	As012G283170	XP_023638128.1
OG0014493	As012G283230	XP_006291776.1
OG0014494	As012G283250	XP_006291817.1
OG0014495	As012G283690, As012G283730	XP_023638589.1
OG0014496	As012G284320	XP_006290276.1
OG0014497	As012G284520	XP_023639311.1
OG0014498	As012G284560	XP_006279192.2, XP_006292988.2
OG0014499	As012G284750	XP_006292847.1
OG0014500	As012G284880	XP_006290675.1
OG0014501	As012G285220	XP_023637859.1
OG0014502	As012G285240	XP_006290498.1
OG0014503	As012G285250	XP_006290894.2
OG0014504	As012G285430	XP_006291531.2
OG0014505	As012G285450	XP_006292311.1
OG0014506	As012G285860	XP_006292056.1
OG0014507	As012G285900	XP_006290753.1
OG0014508	As012G286000	XP_006291543.1
OG0014509	As012G286230	XP_023638265.1
OG0014510	As012G286300	XP_006291451.2
OG0014511	As012G286620	XP_006290433.1
OG0014512	As012G286740	XP_023638045.1
OG0014513	As012G286800	XP_006293062.1
OG0014514	As012G286980, As012G287000	XP_006282259.1
OG0014515	As012G287090	XP_006291494.1
OG0014516	As012G287520	XP_006293132.1
OG0014517	As012G287690	XP_006292392.1
OG0014518	As012G287810	XP_023638771.1
OG0014519	As012G287910	XP_006292948.1
OG0014520	As012G287970	XP_006292924.1
OG0014521	As012G287980	XP_006293160.1
OG0014522	As012G287990	XP_006290508.1
OG0014523	As012G288090	XP_006291115.1
OG0014524	As012G288360	XP_006290289.1
OG0014525	As012G288530	XP_006293300.1
OG0014526	As012G289020	XP_006291238.1
OG0014527	As012G289030	XP_023639031.1
OG0014529	As012G289290	XP_006292384.1
OG0014530	As012G289320	XP_006292109.1
OG0014531	As012G289440	XP_006293229.1
OG0014532	As012G289450	XP_023638368.1
OG0014533	As012G289500	XP_006293077.1
OG0014637	As001G000280	XP_006286011.1
OG0014638	As001G000430	XP_006299332.1
OG0014639	As001G000490	XP_006285432.1
OG0014640	As001G000510	XP_006284063.1
OG0014641	As001G000560	XP_006285784.1
OG0014642	As001G000590	XP_006285284.2
OG0014643	As001G000670	XP_006286132.1
OG0014644	As001G000810	XP_006300895.1
OG0014645	As001G000830	XP_006284532.1
OG0014646	As001G000840	XP_006285995.1
OG0014647	As001G000900	XP_023634120.1
OG0014648	As001G000980	XP_006285646.1
OG0014649	As001G001010	XP_006284472.1
OG0014650	As001G001150	XP_006283793.1
OG0014651	As001G001160	XP_006284336.1
OG0014652	As001G001250	XP_006283052.1
OG0014653	As001G001350	XP_006282897.2
OG0014654	As001G001390	XP_006282664.1
OG0014655	As001G001400	XP_006284138.1
OG0014656	As001G001530	XP_006300611.1
OG0014657	As001G001550	XP_006294012.1
OG0014659	As001G001700	XP_006294480.1
OG0014660	As001G001710	XP_006294960.1
OG0014661	As001G002320	XP_006285674.1
OG0014662	As001G002960	XP_006284642.2
OG0014663	As001G002990	XP_006284792.1
OG0014664	As001G003040	XP_006293373.2
OG0014665	As001G003050	XP_006282675.1
OG0014666	As001G003100	XP_006285782.1
OG0014667	As001G003340	XP_006284411.1
OG0014668	As001G003420	XP_006283303.1
OG0014669	As001G003460	XP_023634008.1
OG0014670	As001G003670	XP_006283264.1
OG0014671	As001G003700	XP_006283853.1
OG0014672	As001G003910	XP_006306705.1
OG0014673	As001G003920	XP_006284104.1
OG0014674	As001G004060	XP_006284169.2
OG0014675	As001G004100	XP_006285327.1
OG0014676	As001G004110	XP_006282612.2
OG0014677	As001G004270	XP_006283546.1
OG0014678	As001G004290	XP_006283678.1
OG0014679	As001G004520	XP_006283595.1
OG0014680	As001G004830	XP_006284455.1
OG0014681	As001G004870	XP_006283206.1
OG0014682	As001G004960	XP_023633901.1
OG0014684	As001G005340	XP_023635321.1
OG0014685	As001G005800	XP_006284574.1
OG0014686	As001G006080	XP_006285526.1
OG0014687	As001G006240	XP_006283300.2
OG0014689	As001G009970	XP_006283479.1
OG0014690	As001G010050	XP_006282959.1
OG0014691	As001G010380	XP_023634221.1
OG0014692	As001G010460	XP_023634215.1
OG0014693	As001G010510	XP_006284011.1
OG0014695	As001G012190	XP_006285149.1
OG0014696	As001G012730	XP_006285695.1
OG0014697	As001G013580	XP_023635235.1
OG0014698	As001G013750	XP_023635555.1
OG0014699	As001G013810	XP_006285043.1
OG0014700	As001G013910	XP_006284378.1
OG0014701	As001G014070	XP_023639826.1, XP_023635399.1
OG0014702	As001G014240	XP_006284171.1
OG0014703	As001G014330	XP_006284791.1
OG0014704	As001G014900, As001G014910, As011G263760	XP_006299838.1
OG0014705	As001G014940, As001G018320	XP_023641993.1
OG0014706	As001G015520	XP_006283772.2
OG0014707	As001G015610	XP_006283193.1
OG0014708	As001G015650	XP_006284015.1
OG0014709	As001G015790	XP_006305672.1
OG0014710	As001G015930	XP_023645248.1
OG0014711	As001G015990	XP_006304872.1
OG0014712	As001G016240	XP_006306929.1
OG0014713	As001G016250	XP_006304811.1
OG0014714	As001G016410	XP_006307294.1
OG0014715	As001G016420	XP_006305833.1
OG0014716	As001G016730	XP_023645546.1
OG0014717	As001G016770	XP_006304218.1
OG0014718	As001G016790	XP_023644440.1
OG0014719	As001G016800	XP_006307334.1
OG0014720	As001G016900	XP_006304723.2
OG0014721	As001G017020	XP_006307290.2
OG0014722	As001G017040	XP_006304148.1
OG0014723	As001G017390	XP_006285003.1
OG0014724	As001G017410	XP_006282749.1
OG0014725	As001G017480	XP_006282848.1
OG0014726	As001G017520	XP_023635295.1
OG0014727	As001G017530	XP_023635297.1
OG0014728	As001G017550	XP_006284142.2
OG0014729	As001G017640	XP_006286156.1
OG0014730	As001G017860	XP_023634516.1
OG0014731	As001G018120	XP_023635200.1
OG0014732	As001G018300	XP_006282522.1
OG0014733	As001G018350	XP_006300408.1
OG0014734	As001G018510	XP_006290310.1
OG0014735	As001G018640	XP_006302547.2
OG0014736	As001G018810	XP_023643164.1
OG0014737	As001G018820	XP_006300606.1
OG0014738	As001G018850	XP_006300310.1
OG0014739	As001G019070	XP_006301295.1
OG0014740	As001G019150	XP_023643367.1
OG0014741	As001G019190	XP_006302802.1
OG0014742	As001G019580	XP_006302348.1
OG0014743	As001G020150	XP_006302552.1
OG0014744	As001G020320, As001G020330	XP_006295890.1
OG0014745	As001G020460	XP_006295561.1
OG0014746	As001G020650	XP_023643490.1
OG0014747	As001G020860	XP_006302526.1
OG0014748	As001G021170	XP_006302973.1
OG0014749	As001G021290	XP_023643502.1
OG0014750	As001G021560	XP_006300659.1
OG0014751	As001G022030	XP_006302821.1
OG0014752	As001G022140	XP_023643112.1
OG0014753	As001G022210	XP_023638781.1
OG0014754	As001G022470	XP_006291409.1
OG0014755	As001G022490	XP_006290438.2
OG0014756	As001G022580	XP_023639293.1
OG0014757	As001G022720	XP_006292582.1
OG0014758	As001G022780	XP_006291984.1
OG0014759	As001G022800	XP_006291608.1
OG0014760	As001G022820	XP_006290885.1
OG0014761	As001G022860	XP_023638495.1
OG0014762	As001G022930	XP_006291802.1
OG0014763	As001G023000	XP_006290421.1
OG0014764	As001G023300	XP_006290632.1
OG0014765	As001G023660	XP_006292485.1
OG0014766	As001G023760	XP_006291507.2
OG0014767	As001G023770	XP_023638383.1
OG0014768	As001G023860	XP_006292399.1
OG0014769	As001G024060	XP_006291759.1
OG0014770	As001G024080	XP_006290721.1
OG0014771	As001G024230	XP_006293016.1
OG0014772	As001G024280	XP_023638670.1
OG0014773	As001G024430	XP_006293157.1
OG0014774	As001G024790	XP_006292768.1
OG0014775	As001G024990	XP_006291719.1
OG0014776	As001G025010	XP_023638393.1
OG0014777	As001G025070	XP_023637845.1
OG0014778	As001G025090	XP_006291579.1
OG0014779	As001G025170	XP_006293183.1
OG0014780	As001G025470	XP_006291416.1
OG0014781	As001G025590	XP_006290539.1
OG0014782	As001G025640	XP_006290914.1
OG0014783	As001G025790	XP_006291532.2
OG0014784	As001G025850	XP_006290852.1
OG0014785	As001G025950	XP_023638213.1
OG0014786	As001G026000	XP_006291431.1
OG0014787	As001G026160	XP_006291738.1
OG0014788	As001G026400	XP_006291066.1
OG0014789	As001G026540	XP_006290795.1
OG0014790	As001G026670	XP_023637797.1
OG0014791	As001G026820	XP_023639006.1
OG0014792	As001G026830	XP_006290699.1
OG0014793	As001G027070	XP_006291503.1
OG0014794	As001G027230	XP_006290676.1
OG0014795	As001G027260	XP_023639312.1
OG0014796	As001G027770, As004G078300	XP_023635377.1
OG0014797	As001G027890	XP_006293163.1
OG0014798	As001G028090	XP_006293004.1
OG0014799	As004G077960, As001G028170	XP_006284829.1
OG0014800	As001G028200	XP_006302291.1
OG0014801	As001G028270	XP_006302282.1
OG0014802	As001G028370	XP_006300450.1
OG0014803	As001G028400	XP_006302786.1
OG0014804	As001G028560	XP_006300314.1
OG0014805	As001G028800	XP_023643360.1
OG0014806	As001G028900	XP_006302104.1
OG0014807	As001G029010	XP_006300544.1
OG0014808	As001G029090	XP_006300520.1
OG0014809	As001G029190	XP_006302313.2
OG0014810	As001G029240	XP_006302171.1
OG0014811	As001G029270	XP_006300806.1
OG0014812	As001G029310	XP_006302540.1
OG0014813	As001G029390	XP_006301548.1
OG0014814	As001G029540	XP_006288177.1
OG0014815	As001G029640	XP_023643188.1
OG0014816	As001G029670	XP_006300706.2
OG0014817	As001G029780	XP_023644058.1
OG0014818	As001G029810	XP_006300479.1
OG0014819	As001G029830	XP_006302143.2
OG0014820	As001G029850	XP_006279426.2
OG0014821	As001G029900	XP_006279918.1
OG0014822	As001G029910	XP_006279425.1
OG0014823	As001G029960	XP_023642882.1
OG0014824	As001G029980	XP_006302081.2
OG0014825	As001G030030	XP_006302352.2
OG0014826	As001G030170	XP_006302371.1
OG0014827	As001G030260	XP_006290354.2
OG0014828	As001G030380	XP_006290740.2
OG0014829	As001G030440	XP_006300704.2
OG0014830	As001G030490	XP_006301585.1
OG0014831	As001G030510	XP_006302383.2
OG0014832	As001G030580	XP_023643654.1
OG0014833	As001G031010	XP_006302317.1
OG0014834	As001G031090	XP_006301601.1
OG0014835	As001G031200	XP_006301489.2
OG0014836	As001G031290	XP_023642984.1
OG0014837	As001G031320	XP_023642995.1
OG0014838	As001G031330, As001G031340	XP_006301395.2
OG0014839	As001G031370	XP_006302095.1
OG0014840	As001G031380	XP_006300990.1
OG0014841	As001G031530	XP_006302449.2
OG0014842	As001G031740	XP_006301101.1
OG0014843	As001G031820	XP_006302757.1
OG0014844	As001G031870	XP_006302963.1
OG0014845	As001G031890	XP_006302816.2
OG0014846	As001G031910	XP_006300763.1
OG0014847	As001G032040	XP_006302657.1
OG0014848	As002G032410	XP_023641146.1
OG0014849	As002G032480	XP_023634583.1
OG0014850	As002G032590	XP_023634708.1
OG0014851	As002G032680	XP_006284876.2
OG0014852	As002G032840	XP_006284081.1
OG0014853	As002G032880	XP_006284557.1
OG0014854	As002G033180	XP_023640303.1
OG0014855	As002G033260	XP_006283658.1
OG0014856	As002G033290	XP_006295651.1
OG0014857	As002G033380	XP_006296310.1
OG0014858	As002G033490	XP_023640168.1
OG0014859	As002G033620	XP_006293633.1
OG0014860	As002G033760	XP_006295405.2
OG0014861	As002G033800	XP_023640052.1
OG0014862	As002G033940	XP_006299210.1
OG0014863	As002G033960	XP_023641865.1
OG0014864	As002G034040	XP_006299690.1
OG0014865	As002G034090	XP_006298427.1
OG0014866	As002G034180	XP_023641129.1
OG0014867	As002G034310	XP_006299591.1
OG0014868	As002G034400	XP_006299185.1
OG0014869	As002G034490	XP_006297424.1
OG0014870	As002G034670	XP_006297379.1
OG0014871	As002G034680	XP_006297822.1
OG0014872	As002G034930	XP_006299668.1
OG0014873	As002G034940	XP_006298868.1
OG0014874	As002G034990	XP_006298571.1
OG0014875	As002G035040, As005G108510	XP_006289761.1
OG0014876	As002G035230	XP_006298469.1
OG0014877	As002G035250	XP_006297380.1
OG0014878	As002G035460	XP_023642504.1
OG0014879	As002G035560	XP_006296660.1
OG0014880	As002G035590	XP_006299607.1
OG0014881	As002G035630	XP_006300227.1
OG0014883	As002G040530, As002G036390	XP_006280528.1
OG0014885	As002G036780	XP_006299773.1
OG0014886	As002G036830	XP_023641520.1
OG0014887	As002G036930	XP_006299660.1
OG0014888	As002G037110, As002G037100	XP_023642509.1
OG0014889	As002G038310	XP_006298394.1
OG0014890	As002G038630	XP_006298126.1
OG0014891	As002G038750	XP_023641676.1
OG0014892	As002G038920	XP_006299728.1
OG0014893	As002G039340	XP_023637626.1
OG0014894	As002G039430	XP_006279955.1
OG0014895	As002G039440	XP_006288600.1
OG0014896	As002G039880	XP_006281941.1
OG0014897	As002G041360	XP_006297865.1
OG0014898	As002G041960	XP_006279783.1
OG0014899	As002G042150	XP_006303705.1
OG0014900	As002G042300	XP_006279610.1
OG0014901	As002G042320	XP_006282310.1
OG0014902	As002G042390	XP_006280892.1
OG0014903	As002G042600	XP_006281147.1
OG0014904	As002G042780	XP_006281246.1
OG0014905	As002G043290	XP_006280159.2
OG0014906	As002G043490	XP_006279482.1
OG0014907	As002G043500	XP_006279659.2
OG0014908	As002G043580	XP_023640629.1
OG0014909	As002G043600	XP_023636072.1
OG0014910	As002G043620	XP_023636535.1
OG0014911	As002G043860	XP_006280679.1
OG0014912	As002G043950	XP_006280887.1
OG0014913	As002G043960	XP_023642446.1
OG0014914	As002G043990	XP_006281994.1
OG0014915	As002G044010	XP_006282201.2
OG0014916	As002G044020	XP_006279523.1
OG0014917	As002G044190	XP_006281102.1
OG0014918	As006G143690, As002G044300	XP_006280270.1
OG0014919	As002G044330	XP_023644022.1
OG0014920	As002G044510	XP_006280638.1
OG0014921	As002G044720	XP_006280204.1
OG0014922	As002G044870	XP_006279628.1
OG0014923	As002G045010	XP_006280056.1
OG0014924	As002G045190	XP_006279586.1
OG0014925	As002G045220	XP_006280752.1
OG0014926	As002G045350	XP_006282256.1
OG0014927	As002G045740	XP_006280533.1
OG0014928	As002G046160	XP_006280899.1
OG0014929	As002G046600	XP_006280915.1
OG0014930	As002G046980	XP_006305917.2
OG0014931	As002G047140	XP_006279978.1
OG0014932	As002G047230	XP_006280297.1
OG0014933	As002G047290	XP_006279574.1
OG0014934	As002G047360	XP_006280334.1
OG0014935	As002G047870	XP_006281484.1
OG0014936	As002G047960	XP_023645716.1
OG0014937	As002G048060	XP_006280605.1
OG0014938	As002G048130	XP_006281813.1
OG0014939	As002G048270	XP_006280336.1
OG0014940	As002G048370	XP_006281887.2
OG0014941	As002G048380	XP_006279942.1
OG0014942	As002G048720	XP_006280021.2
OG0014943	As002G048740	XP_006280494.1
