Orthogroup	Aethionema_saxatile	Raphanus_sativus
OG0017974	As006G137970	XP_018491276.1
OG0017975	As006G138490	XP_018488915.1
OG0017976	As006G138570	XP_018493434.1
OG0017977	As006G138580	XP_018434976.1
OG0017978	As006G138980	XP_018486773.1
OG0017979	As006G139130	XP_018486045.1
OG0017980	As006G139930	XP_018436741.1
OG0017982	As006G141370	XP_018438495.1
OG0017983	As006G141650	XP_018489789.1
OG0017984	As006G142070	XP_018493173.1
OG0017985	As006G142090	XP_018493174.1
OG0017986	As006G143810	XP_018476393.1
OG0017987	As006G144840	XP_018481359.1, XP_018479910.1
OG0017988	As006G144910, As006G144920	XP_018476778.1, XP_018474073.1
OG0017989	As006G144960	XP_018440189.1
OG0017990	As006G145960	XP_018478191.1, XP_018478172.1
OG0017991	As006G147540	XP_018436375.1
OG0017993	As007G151950	XP_018466222.1
OG0017994	As007G152140	XP_018435989.1
OG0017995	As007G152170	XP_018486463.1
OG0017996	As007G153340	XP_018454626.1
OG0017997	As007G154090	XP_018464010.1
OG0017998	As007G154470	XP_018449339.1
OG0017999	As007G154980	XP_018433100.1
OG0018000	As007G155450	XP_018434180.1
OG0018001	As007G156340	XP_018435338.1
OG0018002	As007G156420	XP_018480019.1
OG0018003	As007G156430	XP_018468929.1
OG0018004	As007G156470	XP_018487618.1
OG0018005	As007G157500	XP_018439980.1
OG0018006	As007G158510	XP_018485720.1
OG0018007	As007G158780	XP_018435646.1
OG0018008	As007G158940	XP_018473695.1, XP_018467067.1
OG0018009	As007G159340	XP_018480598.1
OG0018010	As007G159680	XP_018443909.1
OG0018011	As007G160230	XP_018485209.1
OG0018012	As007G160750	XP_018484184.1
OG0018013	As007G161410	XP_018448108.1, XP_018448109.1
OG0018014	As007G162210	XP_018492622.1
OG0018015	As007G162950	XP_018469922.1
OG0018016	As007G164020	XP_018472243.1
OG0018017	As007G164800	XP_018478131.1
OG0018018	As007G176790	XP_018441467.1
OG0018019	As007G176910	XP_018477630.1
OG0018020	As007G177340	XP_018483777.1
OG0018021	As007G178230	XP_018485335.1
OG0018022	As007G178520	XP_018437280.1, XP_018437277.1
OG0018023	As007G179040	XP_018484932.1
OG0018024	As007G179270	XP_018438640.1, XP_018438529.1
OG0018025	As007G179410	XP_018483178.1, XP_018480299.1
OG0018026	As007G179640	XP_018484835.1
OG0018027	As007G180020	XP_018485107.1
OG0018028	As007G180350	XP_018478784.1
OG0018029	As007G181000, As007G181010	XP_018481837.1
OG0018030	As008G183940	XP_018474969.1
OG0018031	As008G186130	XP_018439963.1
OG0018032	As008G186990	XP_018432898.1, XP_018441760.1
OG0018033	As008G188140	XP_018483247.1
OG0018034	As008G189190	XP_018462336.1
OG0018035	As008G192070	XP_018465871.1, XP_018447831.1
OG0018036	As008G192850	XP_018488579.1
OG0018037	As008G194020	XP_018461224.1
OG0018038	As008G194150	XP_018434199.1
OG0018039	As008G194710	XP_018491815.1
OG0018040	As008G194840	XP_018435785.1
OG0018041	As008G195610	XP_018471147.1, XP_018471061.1
OG0018042	As008G195700	XP_018441659.1
OG0018043	As008G196480	XP_018492504.1
OG0018044	As008G196500	XP_018470349.1
OG0018045	As008G196780	XP_018447119.1
OG0018046	As008G197700	XP_018487161.1
OG0018047	As008G198540	XP_018492681.1
OG0018048	As008G198840	XP_018489093.1, XP_018489082.1
OG0018049	As008G199330	XP_018490517.1
OG0018050	As008G199350	XP_018490516.1
OG0018051	As008G199390	XP_018489382.1
OG0018053	As009G200250	XP_018473699.1
OG0018054	As009G200390	XP_018446903.1
OG0018055	As009G200710	XP_018445831.1
OG0018056	As009G201270	XP_018445662.1
OG0018057	As009G203700, As009G203690	XP_018444603.1
OG0018058	As009G203980	XP_018443161.1
OG0018059	As009G204180	XP_018445264.1, XP_018444187.1
OG0018060	As009G204760	XP_018446988.1
OG0018061	As009G205810	XP_018465825.1, XP_018471904.1
OG0018063	As009G207000	XP_018462681.1
OG0018064	As009G207090	XP_018477370.1
OG0018065	As009G207770	XP_018483432.1
OG0018066	As009G210250	XP_018470375.1
OG0018067	As009G212080	XP_018482552.1
OG0018068	As009G212550	XP_018465670.1, XP_018444152.1
OG0018069	As009G212930	XP_018442462.1
OG0018070	As009G213970	XP_018474657.1
OG0018071	As009G214310	XP_018475865.1
OG0018072	As009G216120	XP_018433711.1
OG0018073	As009G216330	XP_018482227.1
OG0018074	As009G217960	XP_018454083.1
OG0018075	As009G218000	XP_018452351.1
OG0018076	As009G218140	XP_018478770.1
OG0018077	As009G218160	XP_018484779.1
OG0018078	As009G218390	XP_018493051.1
OG0018079	As009G219730	XP_018457652.1
OG0018080	As010G221500	XP_018477851.1
OG0018081	As010G222210	XP_018437649.1
OG0018083	As010G224160	XP_018489601.1
OG0018084	As010G226600	XP_018434684.1
OG0018085	As010G226980	XP_018441283.1
OG0018086	As010G227230	XP_018434339.1
OG0018087	As010G227260	XP_018452565.1, XP_018463196.1
OG0018088	As010G227610	XP_018437803.1
OG0018089	As010G228620	XP_018466228.1, XP_018472022.1
OG0018090	As010G231490	XP_018471274.1
OG0018091	As010G231730	XP_018470743.1
OG0018092	As010G232060	XP_018465727.1
OG0018093	As010G232300	XP_018453438.1
OG0018094	As010G234130	XP_018454240.1
OG0018095	As010G234520	XP_018453361.1
OG0018096	As010G236140	XP_018457284.1
OG0018097	As010G236260	XP_018456379.1
OG0018098	As010G236310	XP_018456194.1
OG0018099	As010G237120	XP_018445391.1
OG0018100	As010G237670	XP_018445747.1
OG0018101	As010G238280	XP_018472302.1, XP_018442977.1
OG0018102	As010G238410	XP_018446494.1
OG0018104	As010G238810	XP_018446273.1
OG0018105	As010G238830	XP_018468133.1
OG0018106	As010G238930	XP_018446348.1
OG0018107	As010G239440	XP_018444309.1
OG0018108	As010G240700	XP_018470258.1, XP_018470260.1
OG0018109	As010G240760	XP_018470331.1
OG0018110	As010G241180	XP_018442887.1
OG0018111	As010G242560	XP_018454456.1
OG0018112	As010G242690	XP_018443807.1
OG0018113	As010G242790	XP_018452543.1
OG0018114	As010G244420	XP_018446451.1
OG0018115	As011G244670	XP_018492788.1
OG0018116	As011G244790	XP_018438829.1, XP_018437676.1
OG0018117	As011G245030	XP_018434940.1
OG0018118	As011G245110	XP_018441338.1
OG0018119	As011G245120	XP_018490319.1
OG0018120	As011G245130	XP_018471611.1
OG0018121	As011G245710	XP_018491014.1
OG0018122	As011G247240	XP_018489335.1
OG0018123	As011G247500	XP_018437393.1, XP_018439757.1
OG0018124	As011G250080	XP_018440766.1
OG0018125	As011G250520	XP_018487576.1
OG0018126	As011G254150	XP_018485966.1
OG0018127	As011G254250	XP_018490402.1
OG0018128	As011G254920	XP_018459943.1
OG0018129	As011G255840	XP_018492276.1
OG0018130	As011G255930	XP_018463027.1
OG0018131	As011G255970	XP_018447758.1
OG0018132	As011G258240	XP_018432862.1
OG0018133	As011G259010	XP_018432606.1
OG0018134	As011G259190	XP_018456008.1
OG0018135	As011G260510	XP_018453276.1
OG0018137	As011G261390	XP_018492566.1
OG0018138	As011G261810	XP_018487243.1
OG0018139	As011G261980	XP_018452378.1
OG0018140	As011G262530	XP_018456043.1
OG0018141	As011G262840	XP_018434698.1
OG0018142	As011G263060	XP_018441014.1
OG0018143	As011G263490	XP_018441548.1
OG0018144	As011G264490	XP_018441384.1
OG0018145	As011G265210	XP_018453039.1
OG0018146	As011G266010	XP_018434152.1
OG0018147	As011G267300	XP_018436755.1
OG0018148	As011G267390	XP_018452330.1
OG0018149	As012G269630	XP_018468425.1
OG0018150	As012G270410	XP_018489431.1
OG0018151	As012G270870	XP_018480903.1
OG0018152	As012G271030	XP_018485692.1
OG0018153	As012G273330	XP_018485173.1
OG0018155	As012G273710	XP_018451613.1
OG0018156	As012G273720	XP_018440104.1
OG0018157	As012G275200	XP_018435539.1
OG0018159	As012G276620	XP_018483942.1
OG0018160	As012G276830	XP_018465619.1
OG0018161	As012G281120	XP_018491033.1
OG0018162	As012G282860	XP_018491958.1
OG0018163	As012G282880	XP_018459228.1
OG0018164	As012G282940	XP_018446236.1
OG0018165	As012G282980	XP_018432537.1, XP_018486778.1
OG0018166	As012G283960	XP_018490236.1
OG0018167	As012G284180	XP_018437354.1, XP_018461913.1
OG0018168	As012G284800	XP_018491527.1
OG0018169	As012G285210	XP_018460000.1
OG0018170	As012G286280	XP_018480320.1
OG0018171	As012G287480	XP_018491347.1
OG0018172	As012G288410	XP_018491858.1
OG0018336	As001G006200	XP_018443487.1, XP_018443486.1, XP_018465953.1, XP_018465321.1
OG0018337	As001G017620	XP_018466485.1, XP_018465511.1
OG0018338	As001G018130	XP_018461190.1
OG0018339	As001G018720	XP_018465168.1
OG0018340	As001G018730	XP_018456931.1
OG0018341	As001G019210	XP_018452202.1
OG0018342	As001G020230	XP_018461996.1
OG0018343	As001G023050	XP_018459538.1, XP_018464714.1
OG0018344	As001G024240	XP_018455421.1
OG0018345	As001G024670	XP_018438318.1, XP_018482203.1, XP_018460922.1
OG0018346	As001G027920	XP_018454091.1, XP_018456221.1
OG0018347	As001G028690	XP_018446577.1, XP_018459562.1
OG0018349	As001G029330	XP_018468477.1
OG0018350	As001G029690	XP_018462931.1, XP_018459085.1
OG0018351	As001G031790	XP_018455233.1
OG0018352	As002G033900, As005G106840	XP_018446503.1
OG0018354	As002G036440	XP_018450468.1
OG0018355	As002G036970	XP_018465390.1, XP_018471744.1
OG0018356	As002G040870	XP_018476828.1
OG0018357	As002G041380	XP_018475083.1
OG0018358	As002G041600	XP_018465617.1
OG0018359	As002G042080	XP_018455069.1
OG0018360	As002G042330	XP_018481726.1
OG0018361	As002G042810	XP_018476886.1
OG0018362	As002G043240	XP_018464146.1, XP_018455506.1
OG0018363	As002G043670	XP_018476993.1
OG0018364	As002G043820	XP_018447528.1
OG0018365	As002G044390	XP_018456721.1
OG0018366	As002G047620	XP_018453576.1
OG0018367	As002G048570	XP_018452104.1
OG0018368	As002G050180	XP_018481111.1
OG0018369	As002G050420	XP_018442476.1
OG0018370	As002G054530	XP_018476161.1
OG0018371	As002G055380	XP_018442323.1
OG0018372	As003G056460	XP_018483999.1
OG0018373	As003G056630	XP_018485365.1
OG0018374	As003G057660	XP_018450184.1
OG0018375	As003G058100	XP_018453652.1
OG0018376	As003G058990	XP_018467706.1, XP_018471315.1
OG0018377	As003G061650	XP_018490137.1
OG0018378	As003G062740	XP_018439363.1
OG0018379	As003G065080	XP_018447742.1
OG0018381	As003G073100	XP_018469326.1
OG0018382	As003G074010	XP_018448374.1, XP_018479014.1, XP_018479013.1
OG0018383	As003G075850	XP_018483847.1
OG0018384	As004G076690	XP_018459200.1, XP_018447962.1
OG0018385	As004G077700	XP_018481792.1, XP_018462830.1
OG0018386	As004G078170	XP_018461177.1
OG0018387	As004G081270	XP_018474943.1
OG0018388	As004G081280	XP_018474997.1
OG0018389	As004G082320	XP_018455241.1
OG0018390	As004G083040	XP_018464729.1
OG0018391	As004G083510	XP_018492453.1
OG0018392	As004G084040	XP_018464513.1
OG0018393	As004G084200	XP_018458950.1
OG0018394	As004G085940	XP_018469245.1, XP_018455806.1
OG0018395	As004G085970	XP_018453830.1
OG0018398	As004G087930	XP_018483354.1
OG0018399	As004G090840	XP_018439044.1
OG0018401	As004G092510	XP_018451797.1
OG0018402	As004G094190	XP_018455815.1
OG0018403	As004G094610	XP_018485354.1
OG0018404	As004G096040	XP_018470161.1
OG0018405	As004G096850	XP_018482358.1
OG0018406	As004G097250	XP_018450822.1
OG0018407	As004G097480	XP_018464554.1, XP_018482389.1
OG0018408	As004G097570	XP_018481851.1
OG0018410	As004G097910	XP_018482840.1
OG0018411	As004G098080	XP_018467431.1
OG0018412	As004G098360	XP_018484441.1
OG0018413	As005G098890, As005G098900	XP_018473574.1
OG0018414	As005G099070	XP_018434743.1
OG0018415	As005G100200	XP_018441165.1
OG0018416	As005G102340	XP_018463478.1
OG0018417	As005G102470	XP_018436696.1
OG0018418	As005G104540	XP_018477925.1
OG0018419	As005G105480	XP_018483977.1
OG0018420	As005G106760	XP_018469486.1
OG0018421	As005G107730	XP_018445007.1
OG0018423	As005G112770	XP_018460225.1, XP_018444942.1
OG0018424	As005G114210	XP_018444497.1
OG0018425	As005G116490	XP_018487284.1
OG0018426	As005G120570	XP_018456210.1
OG0018427	As005G120680	XP_018456174.1
OG0018428	As006G121140	XP_018468648.1
OG0018429	As006G123460	XP_018452027.1
OG0018431	As006G127920	XP_018440221.1
OG0018432	As006G129040	XP_018434174.1
OG0018433	As006G129110	XP_018439723.1
OG0018435	As006G131060	XP_018461528.1
OG0018436	As006G131090	XP_018475053.1, XP_018459376.1
OG0018437	As006G133030	XP_018490989.1
OG0018438	As006G133390	XP_018489367.1
OG0018439	As006G133470	XP_018446538.1, XP_018446537.1
OG0018440	As006G133600	XP_018439198.1
OG0018441	As006G133780	XP_018474360.1
OG0018442	As006G134730	XP_018487381.1, XP_018487382.1
OG0018443	As006G135080	XP_018486410.1
OG0018444	As006G135330	XP_018460305.1, XP_018433850.1
OG0018445	As006G135500	XP_018489225.1
OG0018446	As006G136340	XP_018492045.1
OG0018447	As006G137580	XP_018486012.1
OG0018448	As006G138680	XP_018464007.1, XP_018480975.1
OG0018449	As006G139710	XP_018491102.1
OG0018450	As007G160390	XP_018470361.1
OG0018451	As007G160810	XP_018473969.1
OG0018452	As007G161270	XP_018479288.1
OG0018453	As007G162990	XP_018472308.1
OG0018455	As007G164820	XP_018480741.1, XP_018481331.1
OG0018456	As007G177260	XP_018438096.1
OG0018458	As007G179520	XP_018434748.1
OG0018459	As007G180970	XP_018485370.1
OG0018460	As007G181960	XP_018438779.1
OG0018461	As008G185690	XP_018443327.1
OG0018462	As008G186190	XP_018484438.1, XP_018439964.1
OG0018463	As008G188790	XP_018448033.1
OG0018464	As008G188930	XP_018493157.1
OG0018465	As008G188940	XP_018455810.1
OG0018466	As008G192210	XP_018493535.1
OG0018467	As008G194450	XP_018481501.1
OG0018468	As008G196520	XP_018448561.1, XP_018448560.1
OG0018469	As008G196760	XP_018449456.1
OG0018470	As008G199430	XP_018482261.1
OG0018471	As008G199470	XP_018490293.1
OG0018472	As009G199770	XP_018471917.1
OG0018473	As009G200620	XP_018443028.1, XP_018470821.1
OG0018474	As009G201370	XP_018443190.1
OG0018475	As009G202810	XP_018478973.1
OG0018476	As009G202940	XP_018474911.1
OG0018477	As009G204670	XP_018476252.1
OG0018478	As009G205650	XP_018478128.1, XP_018465782.1
OG0018479	As009G206110	XP_018484967.1
OG0018480	As009G207630	XP_018481336.1
OG0018481	As009G209590	XP_018477252.1, XP_018477250.1
OG0018482	As009G212400	XP_018443138.1
OG0018483	As009G215280	XP_018483158.1
OG0018484	As009G216310, As009G216060, As009G216070	XP_018454065.1
OG0018485	As009G218360	XP_018432840.1
OG0018487	As010G220770	XP_018477177.1
OG0018488	As010G222120	XP_018434699.1
OG0018489	As010G222640	XP_018458294.1
OG0018490	As010G222680	XP_018437328.1
OG0018491	As010G222800	XP_018436644.1
OG0018492	As010G222810	XP_018434033.1
OG0018493	As010G223140	XP_018433796.1, XP_018434225.1
OG0018495	As010G225150	XP_018436495.1
OG0018496	As010G225380, As010G225390	XP_018436104.1, XP_018479827.1, XP_018452210.1
OG0018497	As010G226310	XP_018486702.1
OG0018498	As010G228360	XP_018442303.1
OG0018499	As010G231720	XP_018470747.1
OG0018500	As010G233810	XP_018475069.1, XP_018468590.1
OG0018501	As010G236390	XP_018465456.1, XP_018442283.1
OG0018502	As010G237180	XP_018446586.1
OG0018503	As010G240090	XP_018469420.1
OG0018504	As010G240980	XP_018448504.1
OG0018506	As010G241890	XP_018455152.1
OG0018507	As010G242580	XP_018452937.1
OG0018508	As010G243750	XP_018457952.1
OG0018509	As011G245070	XP_018434476.1
OG0018510	As011G245750	XP_018487103.1
OG0018513	As011G259580	XP_018484712.1
OG0018514	As011G260960	XP_018485581.1
OG0018515	As011G263230	XP_018440444.1, XP_018435924.1
OG0018516	As011G265600	XP_018441843.1
OG0018517	As011G265630, As012G281660	XP_018434298.1
OG0018518	As011G267400	XP_018441759.1
OG0018519	As012G270800	XP_018447210.1
OG0018520	As012G271770	XP_018458562.1
OG0018521	As012G284670	XP_018465616.1
OG0018522	As012G286830	XP_018490501.1, XP_018490503.1
OG0018523	As012G288280	XP_018489373.1
OG0018524	As012G288520	XP_018445225.1
OG0018525	As012G289270	XP_018459644.1
OG0018673	As001G006530	XP_018471223.1
OG0018676	As001G015820	XP_018490853.1, XP_018492637.1
OG0018677	As001G017190	XP_018464436.1
OG0018678	As001G018150	XP_018451536.1
OG0018679	As001G018830	XP_018453156.1
OG0018680	As001G023010	XP_018459537.1
OG0018681	As001G025680	XP_018452611.1
OG0018682	As001G027690	XP_018451052.1, XP_018451051.1
OG0018683	As001G029930	XP_018464465.1, XP_018456563.1
OG0018684	As001G031950	XP_018456074.1
OG0018685	As002G032500	XP_018467754.1
OG0018686	As002G033710	XP_018474751.1
OG0018687	As002G040380	XP_018471874.1
OG0018690	As002G041780	XP_018487259.1
OG0018691	As002G043970	XP_018472873.1
OG0018692	As002G044080	XP_018475170.1
OG0018693	As002G044540	XP_018456329.1
OG0018694	As002G047430	XP_018454597.1
OG0018695	As002G047590	XP_018452924.1
OG0018696	As002G050120	XP_018456160.1
OG0018697	As003G055650	XP_018449853.1
OG0018698	As003G059190	XP_018467709.1, XP_018482324.1
OG0018699	As003G059440	XP_018460845.1
OG0018700	As003G060460	XP_018451689.1
OG0018701	As003G060820	XP_018481471.1
OG0018702	As003G064540	XP_018488024.1
OG0018703	As003G065000	XP_018458665.1
OG0018705	As003G070750	XP_018451920.1
OG0018706	As003G072490	XP_018467839.1, XP_018449874.1
OG0018707	As004G077220	XP_018482612.1
OG0018708	As004G080220	XP_018475468.1
OG0018709	As004G081240	XP_018434979.1
OG0018710	As004G081920	XP_018435049.1
OG0018711	As004G082020	XP_018482281.1
OG0018713	As004G082840	XP_018475684.1
OG0018714	As012G288640	XP_018481907.1, XP_018481898.1, XP_018478739.1
OG0018715	As004G083820	XP_018468376.1, XP_018468384.1
OG0018716	As004G087740	XP_018460072.1
OG0018717	As004G092740	XP_018475456.1
OG0018718	As004G092750	XP_018493123.1
OG0018719	As004G095290	XP_018451005.1
OG0018720	As004G095970	XP_018470160.1
OG0018722	As004G098230	XP_018444028.1, XP_018458812.1
OG0018723	As004G098260	XP_018442232.1
OG0018724	As005G100130	XP_018438801.1
OG0018725	As005G102140	XP_018439524.1
OG0018726	As005G102690	XP_018441432.1
OG0018727	As005G103950	XP_018480754.1
OG0018728	As005G104330	XP_018462919.1
OG0018730	As005G106540	XP_018442102.1
OG0018731	As005G107160	XP_018463576.1
OG0018732	As005G109460	XP_018444734.1, XP_018442235.1
OG0018734	As005G120270	XP_018436514.1
OG0018735	As005G120300	XP_018437663.1
OG0018738	As006G123500	XP_018456907.1
OG0018739	As006G126200	XP_018487630.1, XP_018489943.1
OG0018740	As006G131110	XP_018436623.1
OG0018741	As006G131330	XP_018472746.1, XP_018459381.1
OG0018742	As006G132410	XP_018469010.1
OG0018743	As006G133340	XP_018486271.1
OG0018744	As006G133430	XP_018486951.1
OG0018745	As006G135050	XP_018486361.1
OG0018746	As006G136560	XP_018439820.1
OG0018747	As006G137490	XP_018489570.1
OG0018748	As006G138090	XP_018493361.1
OG0018749	As006G142120	XP_018488423.1
OG0018750	As006G147300	XP_018440482.1
OG0018752	As007G160710	XP_018484206.1, XP_018461215.1
OG0018753	As007G178100	XP_018477819.1
OG0018755	As008G185920	XP_018447895.1
OG0018756	As008G187040	XP_018440734.1
OG0018757	As008G187960	XP_018437793.1
OG0018758	As008G198110	XP_018468984.1
OG0018761	As009G202820	XP_018446026.1
OG0018762	As009G218680	XP_018434369.1
OG0018764	As009G219720	XP_018453531.1
OG0018765	As009G219800	XP_018452568.1
OG0018766	As010G223560	XP_018490979.1
OG0018767	As010G224330	XP_018469899.1
OG0018770	As010G225580	XP_018468827.1
OG0018771	As010G227070	XP_018438001.1
OG0018772	As010G232830	XP_018454398.1
OG0018773	As010G233130	XP_018453289.1
OG0018776	As010G238100	XP_018491891.1
OG0018777	As010G239130	XP_018445104.1
OG0018778	As010G241200	XP_018453487.1, XP_018457407.1
OG0018779	As010G244180	XP_018474090.1, XP_018466804.1, XP_018474089.1
OG0018780	As011G245610	XP_018492919.1
OG0018781	As011G246850	XP_018440256.1
OG0018782	As011G246910	XP_018441860.1
OG0018783	As011G248910	XP_018433567.1
OG0018784	As011G252610	XP_018493373.1, XP_018493374.1
OG0018785	As011G252660	XP_018489848.1
